din	no	din	no	ADP;ACC	
legate	saistīts	legat	saistīt	ADJ;INDF;FEM;PL	V;PFV;NOM;INDF;MASC;SG;PST;V.PTCP
persoana	cilvēks	persoană	cilvēks	N;DEF;FEM;SG	N;NOM;MASC;SG
persoana	persona	persoană	persona	N;DEF;FEM;SG	N;NOM;FEM;SG
persoana	cilvēks	persoană	cilvēks	N;DEF;FEM;SG	N;NOM;MASC;SG
persoana	persona	persoană	persona	N;DEF;FEM;SG	N;NOM;FEM;SG
complet	aizpildīt	complet	aizpildīt	ADV	V;POS;NFIN
complet	pabeigt	complet	pabeigt	ADV	V;POS;NFIN
complet	pabeigts	complet	pabeigt	ADV	V;PFV;NOM;INDF;MASC;SG;PST;V.PTCP
complet	pabeigta	complet	pabeigt	ADV	V;PFV;NOM;INDF;FEM;SG;PST;V.PTCP
complet	pilnīga	complet	pilnīga	ADV	ADJ;NOM;FEM;SG
totala	kopā	total	kopā	ADJ;DEF;FEM;SG	ADV
obiective	mērķi	obiectiv	mērķis	N;INDF;FEM;PL	N;ACC;MASC;SG
obiective	mērķi	obiectiv	mērķis	N;INDF;FEM;PL	N;ACC;MASC;SG
obiective	mērķi	obiectiv	mērķis	N;INDF;FEM;PL	N;ACC;MASC;SG
actrita	aktrise	actrita	aktrise	N;DEF;FEM;SG	N;NOM;FEM;SG
actrita	aktrise	actrita	aktrise	N;DEF;FEM;SG	N;NOM;FEM;SG
masura	pasākuma	masură	pasākums	N;DEF;FEM;SG	N;GEN;MASC;SG
masura	pasākums	masură	pasākums	N;DEF;FEM;SG	N;NOM;MASC;SG
masura	pasākuma	masură	pasākums	N;DEF;FEM;SG	N;GEN;MASC;SG
masura	pasākums	masură	pasākums	N;DEF;FEM;SG	N;NOM;MASC;SG
masura	pasākuma	masură	pasākums	N;DEF;FEM;SG	N;GEN;MASC;SG
masura	pasākums	masură	pasākums	N;DEF;FEM;SG	N;NOM;MASC;SG
abu	abu	abu	abi	PROPN	PRO;ACC;MASC;SG
catolica	katoļu	catolică	katolis	N;DEF;FEM;SG	N;GEN;MASC;PL
catolica	katoļu	catolică	katolis	N;DEF;FEM;SG	N;GEN;MASC;PL
superior	pārāka	superior	pārākt	ADJ;INDF;CMPR;MASC;SG	ADJ;NOM;FEM;SG
deschis	atklāts	deschis	atklāt	ADJ;INDF;MASC;SG	V;PFV;NOM;INDF;MASC;SG;PST;V.PTCP
deschis	atvērts	deschis	atvērts	ADJ;INDF;MASC;SG	V;PFV;NOM;INDF;MASC;SG;PST;V.PTCP
deschis	atvērta	deschis	atvērt	ADJ;INDF;MASC;SG	V;PFV;NOM;INDF;FEM;SG;PST;V.PTCP
deschis	atvērt	deschis	atvērt	ADJ;INDF;MASC;SG	V;POS;NFIN
parcul	park	parc	park	N;DEF;MASC;SG	
parcul	parkā	parc	parks	N;DEF;MASC;SG	N;ESS;MASC;SG
parcul	parka	parc	parks	N;DEF;MASC;SG	N;GEN;MASC;SG
parcul	parks	parc	parks	N;DEF;MASC;SG	N;NOM;MASC;SG
stare	statuss	stare	statuss	N;INDF;FEM;SG	N;NOM;MASC;SG
stare	valsts	stare	valsts	N;INDF;FEM;SG	N;NOM;FEM;SG
stare	štats	stare	štats	N;INDF;FEM;SG	N;NOM;MASC;SG
stare	nosacījums	stare	nosacījums	N;INDF;FEM;SG	N;NOM;MASC;SG
stare	stāvoklis	stare	stāvoklis	N;INDF;FEM;SG	N;NOM;MASC;SG
fizica	fizikas	fizică	fizika	N;DEF;FEM;SG	N;NOM;FEM;PL
fizica	fiziskais	fizică	fizisks	N;DEF;FEM;SG	ADJ;NOM;MASC;SG
fizica	fiziskās	fizică	fiziska	N;DEF;FEM;SG	ADJ;NOM;FEM;PL
fizica	fiziskie	fizică	fizisks	N;DEF;FEM;SG	ADJ;NOM;MASC;PL
fizica	fiziski	fizică	fiziski	N;DEF;FEM;SG	ADV
fizica	fiziska	fizică	fiziska	N;DEF;FEM;SG	ADJ;NOM;FEM;SG
fizica	fiziskā	fizică	fiziska	N;DEF;FEM;SG	ADJ;NOM;FEM;SG
fizica	fizikas	fizică	fizika	N;DEF;FEM;SG	N;NOM;FEM;PL
man	cilvēks	man	cilvēks		N;NOM;MASC;SG
man	vīrietis	man	vīrietis		N;NOM;MASC;SG
man	vecīt	man	vecīt		INTJ
procesul	process	proces	process	N;DEF;MASC;SG	N;NOM;MASC;SG
procesul	procesā	proces	process	N;DEF;MASC;SG	N;ESS;MASC;SG
procesul	izmēģinājums	proces	izmēģinājums	N;DEF;MASC;SG	N;NOM;MASC;SG
procesul	pētījums	proces	pētījums	N;DEF;MASC;SG	N;NOM;MASC;SG
procesul	prāva	proces	praut	N;DEF;MASC;SG	N;NOM;FEM;SG
procesul	pētījumā	proces	pētījums	N;DEF;MASC;SG	N;ESS;MASC;SG
cale	ceļš	cale	ceļš	N;INDF;FEM;SG	N;NOM;MASC;SG
cale	keils	cale	keils	N;INDF;FEM;SG	PROPN;NOM;MASC;SG
ramane	paliek	raman	palikt		V;FH;IND;3;POS;PRS;FIN;ACT
ramane	paliek	raman	palikt		V;FH;IND;3;POS;PRS;FIN;ACT
ministerul	ministrijas	minister	ministrija	N;DEF;MASC;SG	N;NOM;FEM;PL
ministerul	ministrija	minister	ministrija	N;DEF;MASC;SG	N;NOM;FEM;SG
clasa	šķira	clasă	šķirt	N;DEF;FEM;SG	N;NOM;FEM;SG
clasa	klase	clasă	klase	N;DEF;FEM;SG	N;NOM;FEM;SG
clasa	šķira	clasă	šķirt	N;DEF;FEM;SG	N;NOM;FEM;SG
clasa	klase	clasă	klase	N;DEF;FEM;SG	N;NOM;FEM;SG
lipsa	pietrūkst	lipsă	pietrūkt	N;DEF;FEM;SG	V;FH;IND;3;POS;PRS;FIN;ACT
lipsa	trūkst	lipsă	trūkt	N;DEF;FEM;SG	V;FH;IND;3;POS;PRS;FIN;ACT
lipsa	pazudusi	lipsă	pazust	N;DEF;FEM;SG	V;PFV;NOM;INDF;FEM;SG;PST;V.PTCP
lipsa	pazudis	lipsă	pazust	N;DEF;FEM;SG	V;PFV;NOM;INDF;MASC;SG;PST;V.PTCP
formeaza	ripu	formează	ripas	V;IND;SG;3;IPFV;FIN	N;ACC;MASC;SG
formeaza	ripu	formează	ripas	V;IND;SG;3;IPFV;FIN	N;ACC;MASC;SG
santa	santa	santă	santa	N	PROPN;NOM;FEM;SG
administrativ	administratīvi	administrativ	administratīvi	ADJ;INDF;MASC;SG	ADV
administrativ	administratīvie	administrativ	administratīvs	ADJ;INDF;MASC;SG	ADJ;NOM;MASC;PL
nastere	dzimšanas	nastere	dzimšana		N;NOM;FEM;SG
nastere	dzemdības	nastere	dzemdība		N;NOM;FEM;PL
nastere	dzimšanas	nastere	dzimšana		N;NOM;FEM;SG
nastere	dzemdības	nastere	dzemdība		N;NOM;FEM;PL
calea	ceļš	cale	ceļš	N;DEF;FEM;SG	N;NOM;MASC;SG
semnat	parakstījis	semna	parakstīt	ADJ;INDF;MASC;SG	V;PFV;NOM;INDF;MASC;SG;PST;V.PTCP
semnat	parakstīta	semna	parakstīt	ADJ;INDF;MASC;SG	V;PFV;NOM;INDF;FEM;SG;PST;V.PTCP
semnat	parakstīts	semna	parakstīt	ADJ;INDF;MASC;SG	V;PFV;NOM;INDF;MASC;SG;PST;V.PTCP
greaca	grieķijas	greacă	grieķija	N;DEF;FEM;SG	N;NOM;FEM;PL
greaca	grieķu	greacă	grieķis	N;DEF;FEM;SG	N;GEN;MASC;PL
greaca	grieķijas	greacă	grieķija	N;DEF;FEM;SG	N;NOM;FEM;PL
greaca	grieķu	greacă	grieķis	N;DEF;FEM;SG	N;GEN;MASC;PL
rosu	sarkani	rosu	sarkans	N;INDF;MASC;SG	ADJ;NOM;MASC;PL
rosu	sarkano	rosu	sarkana	N;INDF;MASC;SG	ADJ;ACC;MASC;SG
rosu	sarkana	rosu	sarkana	N;INDF;MASC;SG	ADJ;NOM;FEM;SG
rosu	sarkanais	rosu	sarkans	N;INDF;MASC;SG	ADJ;NOM;MASC;SG
rosu	sarkans	rosu	sarkans	N;INDF;MASC;SG	ADJ;NOM;MASC;SG
rosu	sarkanā	rosu	sarkana	N;INDF;MASC;SG	ADJ;NOM;FEM;SG
rosu	sarkani	rosu	sarkans	N;INDF;MASC;SG	ADJ;NOM;MASC;PL
rosu	sarkano	rosu	sarkana	N;INDF;MASC;SG	ADJ;ACC;MASC;SG
rosu	sarkana	rosu	sarkana	N;INDF;MASC;SG	ADJ;NOM;FEM;SG
rosu	sarkanais	rosu	sarkans	N;INDF;MASC;SG	ADJ;NOM;MASC;SG
rosu	sarkans	rosu	sarkans	N;INDF;MASC;SG	ADJ;NOM;MASC;SG
rosu	sarkanā	rosu	sarkana	N;INDF;MASC;SG	ADJ;NOM;FEM;SG
rosu	sarkani	rosu	sarkans	N;INDF;MASC;SG	ADJ;NOM;MASC;PL
rosu	sarkano	rosu	sarkana	N;INDF;MASC;SG	ADJ;ACC;MASC;SG
rosu	sarkana	rosu	sarkana	N;INDF;MASC;SG	ADJ;NOM;FEM;SG
rosu	sarkanais	rosu	sarkans	N;INDF;MASC;SG	ADJ;NOM;MASC;SG
rosu	sarkans	rosu	sarkans	N;INDF;MASC;SG	ADJ;NOM;MASC;SG
rosu	sarkanā	rosu	sarkana	N;INDF;MASC;SG	ADJ;NOM;FEM;SG
articolele	raksti	articol	raksts	N;DEF;FEM;PL	INTJ
articolele	izstrādājumi	articol	izstrādājums	N;DEF;FEM;PL	N;NOM;MASC;PL
articolele	panti	articol	pants	N;DEF;FEM;PL	N;NOM;MASC;PL
vazut	redzējusi	vaz	redzēt	ADJ;INDF;MASC;SG	V;PFV;NOM;INDF;FEM;SG;PST;V.PTCP
vazut	redzēti	vaz	redzēt	ADJ;INDF;MASC;SG	V;PFV;NOM;INDF;MASC;PL;PST;V.PTCP
vazut	redzējuši	vaz	redzēt	ADJ;INDF;MASC;SG	V;PFV;NOM;INDF;MASC;PL;PST;V.PTCP
vazut	redzējis	vaz	redzēt	ADJ;INDF;MASC;SG	V;PFV;NOM;INDF;MASC;SG;PST;V.PTCP
vazut	redzēju	vaz	redzēt	ADJ;INDF;MASC;SG	V;FH;IND;SG;1;POS;PST;FIN;ACT
vazut	redzēja	vaz	redzēt	ADJ;INDF;MASC;SG	V;FH;IND;3;POS;PST;FIN;ACT
vazut	ieraudzīju	vaz	ieraudzīt	ADJ;INDF;MASC;SG	V;FH;IND;SG;1;POS;PST;FIN;ACT
vazut	redzējusi	vaz	redzēt	ADJ;INDF;MASC;SG	V;PFV;NOM;INDF;FEM;SG;PST;V.PTCP
vazut	redzēti	vaz	redzēt	ADJ;INDF;MASC;SG	V;PFV;NOM;INDF;MASC;PL;PST;V.PTCP
vazut	redzējuši	vaz	redzēt	ADJ;INDF;MASC;SG	V;PFV;NOM;INDF;MASC;PL;PST;V.PTCP
vazut	redzējis	vaz	redzēt	ADJ;INDF;MASC;SG	V;PFV;NOM;INDF;MASC;SG;PST;V.PTCP
niciodata	nekad	niciodata	nekad		ADV
niciodata	nekad	niciodata	nekad		ADV
greco	greco	greco	grecot	N;INDF;MASC;SG	
economice	ekonomikas	economic	ekonomika	ADJ;INDF;FEM;PL	N;NOM;FEM;PL
economice	ekonomiskais	economic	ekonomisks	ADJ;INDF;FEM;PL	ADJ;NOM;MASC;SG
economice	ekonomiskā	economic	ekonomiska	ADJ;INDF;FEM;PL	ADJ;NOM;FEM;SG
economice	ekonomiska	economic	ekonomiska	ADJ;INDF;FEM;PL	ADJ;NOM;FEM;SG
drosophila	drosophila	drosophilă	drosophila	N;DEF;FEM;SG	N;NOM;FEM;SG
otoman	osmaņu	otoman	osmaņa	N;INDF;MASC;SG	N;ACC;FEM;PL
imparatul	imperators	imparat	imperators	N;DEF;MASC;SG	N;NOM;MASC;SG
divizia	divīzija	divizie	divīzija	N;DEF;FEM;SG	N;NOM;FEM;SG
divizia	rajons	divizie	rajons	N;DEF;FEM;SG	N;NOM;MASC;SG
divizia	dalīšana	divizie	dalīšana	N;DEF;FEM;SG	N;NOM;FEM;SG
muhammad	muhameds	muhammad	muhameds	PROPN	N;NOM;MASC;SG
dezvoltare	attīstība	dezvoltare	attīstība	N;INDF;FEM;SG	N;NOM;FEM;SG
dezvoltare	izstrāde	dezvoltare	izstrāde	N;INDF;FEM;SG	N;NOM;FEM;SG
dezvoltare	attīstīšana	dezvoltare	attīstīšana	N;INDF;FEM;SG	N;NOM;FEM;SG
cursul	kursa	curs	kurss	N;DEF;MASC;SG	N;GEN;MASC;SG
cursul	kursu	curs	kurss	N;DEF;MASC;SG	N;ACC;MASC;SG
cursul	kurss	curs	kurss	N;DEF;MASC;SG	N;NOM;MASC;SG
cursul	kursā	curs	kurss	N;DEF;MASC;SG	N;ESS;MASC;SG
constructie	celtniecība	constructie	celtniecība	N;INDF;FEM;SG	N;NOM;FEM;SG
constructie	būve	constructie	būve	N;INDF;FEM;SG	N;NOM;FEM;SG
constructie	uzbūve	constructie	uzbūve	N;INDF;FEM;SG	N;NOM;FEM;SG
constructie	būvniecība	constructie	būvniecība	N;INDF;FEM;SG	N;NOM;FEM;SG
constructie	konstrukcija	constructie	konstrukcija	N;INDF;FEM;SG	N;NOM;FEM;SG
constructie	celtniecība	constructie	celtniecība	N;INDF;FEM;SG	N;NOM;FEM;SG
constructie	būve	constructie	būve	N;INDF;FEM;SG	N;NOM;FEM;SG
constructie	uzbūve	constructie	uzbūve	N;INDF;FEM;SG	N;NOM;FEM;SG
constructie	būvniecība	constructie	būvniecība	N;INDF;FEM;SG	N;NOM;FEM;SG
constructie	konstrukcija	constructie	konstrukcija	N;INDF;FEM;SG	N;NOM;FEM;SG
alb	balti	alb	balts	ADJ;INDF;MASC;SG	ADJ;NOM;MASC;PL
bulgari	bulgāriem	bulgar	bulgārs	ADJ;INDF;MASC;PL	N;DAT;MASC;PL
bulgari	bulgāru	bulgar	bulgārs	ADJ;INDF;MASC;PL	N;GEN;MASC;PL
verde	zaļas	verde	zaļa		ADJ;NOM;FEM;PL
verde	zaļa	verde	zaļš		ADJ;NOM;FEM;SG
verde	zaļā	verde	zaļš		ADJ;NOM;FEM;SG
verde	zaļš	verde	zaļš		ADJ;NOM;MASC;SG
verde	zaļi	verde	zaļš		ADJ;NOM;MASC;PL
urmeaza	follow	urmează	follow	V;IND;SG;3;IPFV;FIN	
urmeaza	seko	urmează	sekot	V;IND;SG;3;IPFV;FIN	V;FH;IND;3;POS;PRS;FIN;ACT
urmeaza	follow	urmează	follow	V;IND;SG;3;IPFV;FIN	
urmeaza	seko	urmează	sekot	V;IND;SG;3;IPFV;FIN	V;FH;IND;3;POS;PRS;FIN;ACT
arata	parāda	arata	parādīt	V;IND;SG;3;IPFV;FIN	V;FH;IND;3;POS;PRS;FIN;ACT
arata	rāda	arata	rādīt	V;IND;SG;3;IPFV;FIN	V;FH;IND;3;POS;PRS;FIN;ACT
actiune	rīcība	actiune	rīcība	N;INDF;FEM;SG	N;NOM;FEM;SG
actiune	rīcība	actiune	rīcība	N;INDF;FEM;SG	N;NOM;FEM;SG
actiune	rīcība	actiune	rīcība	N;INDF;FEM;SG	N;NOM;FEM;SG
saxonia	saksijas	saxonie	saksija	PROPN	PROPN;NOM;FEM;SG
obtine	iegūsti	obtin	iegūt	V;IND;SG;3;PRS;FIN	V;IMP;SG;2;POS;FIN;ACT
league	līgas	league	līga	N;INDF;MASC;SG	N;NOM;FEM;PL
daniel	daniels	daniel	daniels	PROPN	N;NOM;MASC;SG
destul	pietiek	destul	pietikt	ADV	V;FH;IND;3;POS;PRS;FIN;ACT
destul	pietiks	destul	pietikt	ADV	V;FH;IND;3;POS;FUT;FIN;ACT
jurnalul	dienasgrāmata	jurnal	dienasgrāmata	N;DEF;MASC;SG	N;NOM;FEM;SG
jurnalul	dienasgrāmata	jurnal	dienasgrāmata	N;DEF;MASC;SG	N;NOM;FEM;SG
jurnalul	dienasgrāmatu	jurnal	dienasgrāmata	N;DEF;MASC;SG	N;ACC;FEM;SG
turistice	tūristu	turistic	tūrists	ADJ;INDF;FEM;PL	N;ACC;MASC;SG
turistice	tūrisma	turistic	tūrisms	ADJ;INDF;FEM;PL	N;GEN;MASC;SG
live	dzīvas	livă	dzīva		ADJ;NOM;FEM;PL
live	dzīvot	livă	dzīvot		V;POS;NFIN
live	dzīvi	livă	dzīve		N;ACC;FEM;SG
live	dzīvo	livă	dzīvot		V;FH;IND;3;POS;PRS;FIN;ACT
live	live	livă	live		
live	tiešraide	livă	tiešraide		N;NOM;FEM;SG
publicate	publicēts	publica	publicēt	ADJ;INDF;FEM;PL	V;PFV;NOM;INDF;MASC;SG;PST;V.PTCP
publicate	publicēta	publica	publicēt	ADJ;INDF;FEM;PL	V;PFV;NOM;INDF;FEM;SG;PST;V.PTCP
situatia	situācija	situatie	situācija	N;DEF;FEM;SG	N;NOM;FEM;SG
situatia	stāvoklis	situatie	stāvoklis	N;DEF;FEM;SG	N;NOM;MASC;SG
situatia	situācija	situatie	situācija	N;DEF;FEM;SG	N;NOM;FEM;SG
situatia	stāvoklis	situatie	stāvoklis	N;DEF;FEM;SG	N;NOM;MASC;SG
maghiara	ungāru	maghiară	ungārs	N;DEF;FEM;SG	N;GEN;MASC;PL
maghiara	ungārijas	maghiară	ungārija	N;DEF;FEM;SG	PROPN;NOM;FEM;SG
negru	melni	negru	melns	ADJ;INDF;MASC;SG	ADJ;NOM;MASC;PL
negru	melnas	negru	melna	ADJ;INDF;MASC;SG	ADJ;NOM;FEM;PL
omul	cilvēks	om	cilvēks	N;DEF;MASC;SG	N;NOM;MASC;SG
omul	vīrietis	om	vīrietis	N;DEF;MASC;SG	N;NOM;MASC;SG
omul	vecīt	om	vecīt	N;DEF;MASC;SG	INTJ
interes	procentiem	interes	procents	N;INDF;MASC;SG	N;DAT;MASC;PL
interes	procentus	interes	procents	N;INDF;MASC;SG	N;ACC;MASC;PL
interes	procenti	interes	procents	N;INDF;MASC;SG	N;NOM;MASC;PL
stiinta	zinātnes	stiintă	zinātne	N;DEF;FEM;SG	N;NOM;FEM;PL
stiinta	zinātne	stiintă	zinātne	N;DEF;FEM;SG	N;NOM;FEM;SG
stiinta	zinātnes	stiintă	zinātne	N;DEF;FEM;SG	N;NOM;FEM;PL
stiinta	zinātne	stiintă	zinātne	N;DEF;FEM;SG	N;NOM;FEM;SG
acordat	piešķirts	acordat	piešķirt	ADJ;INDF;MASC;SG	V;PFV;NOM;INDF;MASC;SG;PST;V.PTCP
altii	citas	altul	cita		PRO;NOM;FEM;PL
altii	citi	altul	cits		PRO;NOM;MASC;PL
altii	pārējie	altul	pārējs		ADJ;NOM;MASC;PL
altii	citas	altul	cita		PRO;NOM;FEM;PL
altii	citi	altul	cits		PRO;NOM;MASC;PL
altii	pārējie	altul	pārējs		ADJ;NOM;MASC;PL
teoria	teorija	teorie	teorija	N;DEF;FEM;SG	N;NOM;FEM;SG
rand	rinda	rand	rinda		N;NOM;FEM;SG
rand	rindā	rand	rinda		N;ESS;FEM;SG
foloseste	lietošana	folosest	lietošana	V;IND;SG;3;PRS;FIN	N;NOM;FEM;SG
foloseste	lietojums	folosest	lietojums	V;IND;SG;3;PRS;FIN	N;NOM;MASC;SG
foloseste	izmantošana	folosest	izmantošana	V;IND;SG;3;PRS;FIN	N;NOM;FEM;SG
valoare	vērtība	valoare	vērtība	N;INDF;FEM;SG	N;NOM;FEM;SG
civil	civiliem	civil	civils	ADJ;INDF;MASC;SG	ADJ;DAT;MASC;PL
civil	civilās	civil	civila	ADJ;INDF;MASC;SG	ADJ;NOM;FEM;PL
civil	civilās	civil	civila	ADJ;INDF;MASC;SG	ADJ;NOM;FEM;PL
civil	civilie	civil	civils	ADJ;INDF;MASC;SG	ADJ;NOM;MASC;PL
civil	civiliem	civil	civils	ADJ;INDF;MASC;SG	ADJ;DAT;MASC;PL
tudor	tudor	tudor	tudor	PROPN	
modul	režīms	mod	režīms	N;DEF;MASC;SG	N;NOM;MASC;SG
modul	modulis	mod	modulis	N;DEF;MASC;SG	N;NOM;MASC;SG
modul	moduļa	mod	moduļa	N;DEF;MASC;SG	N;GEN;MASC;SG
modul	spraudnis	mod	spraudnis	N;DEF;MASC;SG	N;NOM;MASC;SG
regizat	vērsta	regiza	vērst	ADJ;INDF;MASC;SG	V;PFV;NOM;INDF;FEM;SG;PST;V.PTCP
regizat	virzīta	regiza	virzīt	ADJ;INDF;MASC;SG	V;PFV;NOM;INDF;FEM;SG;PST;V.PTCP
regizat	vērsts	regiza	vērst	ADJ;INDF;MASC;SG	V;PFV;NOM;INDF;MASC;SG;PST;V.PTCP
albert	alberts	albert	alberts	PROPN	PROPN;NOM;MASC;SG
albert	albert	albert	albert	PROPN	
sursa	avots	sursă	avots	N;DEF;FEM;SG	N;NOM;MASC;SG
sursa	avots	sursă	avots	N;DEF;FEM;SG	N;NOM;MASC;SG
lacul	ezera	lac	ezers	N;DEF;MASC;SG	N;GEN;MASC;SG
lacul	ezers	lac	ezers	N;DEF;MASC;SG	N;NOM;MASC;SG
ocupa	aizņem	ocupa	aizņemt	V;IND;SG;3;IPFV;FIN	V;FH;IND;3;POS;PRS;FIN;ACT
ocupa	aizņem	ocupa	aizņemt	V;IND;SG;3;IPFV;FIN	V;FH;IND;3;POS;PRS;FIN;ACT
per	per	per	per		
italian	itāļu	italian	itālis	ADJ;INDF;MASC;SG	N;GEN;MASC;PL
italian	itāliešu	italian	itālietis	ADJ;INDF;MASC;SG	N;GEN;MASC;PL
italian	itālijas	italian	itālija	ADJ;INDF;MASC;SG	PROPN;NOM;FEM;PL
schimb	apmaiņas	schimb	apmaiņa	N;INDF;MASC;SG	N;NOM;FEM;PL
schimb	samainīt	schimb	samainīt	N;INDF;MASC;SG	V;POS;NFIN
schimb	apmainīt	schimb	apmainīt	N;INDF;MASC;SG	V;POS;NFIN
singura	vien	singur	vien	ADJ;DEF;FEM;SG	PART
singura	vienotā	singur	vienots	ADJ;DEF;FEM;SG	ADJ;NOM;FEM;SG
singura	vienreizēja	singur	vienreizēja	ADJ;DEF;FEM;SG	ADJ;NOM;FEM;SG
singura	vienots	singur	vienots	ADJ;DEF;FEM;SG	ADJ;NOM;MASC;SG
singura	vienotais	singur	vienot	ADJ;DEF;FEM;SG	ADJ;NOM;MASC;SG
culoare	krāsu	culoare	krāsa	N;INDF;FEM;SG	N;ACC;FEM;SG
culoare	krāsa	culoare	krāsa	N;INDF;FEM;SG	N;NOM;FEM;SG
culoare	krāsu	culoare	krāsa	N;INDF;FEM;SG	N;ACC;FEM;SG
culoare	krāsa	culoare	krāsa	N;INDF;FEM;SG	N;NOM;FEM;SG
chitara	ģitāra	chitară	ģitāra	N;DEF;FEM;SG	N;NOM;FEM;SG
chitara	ģitāra	chitară	ģitāra	N;DEF;FEM;SG	N;NOM;FEM;SG
munca	darbs	muncă	darbs	N;DEF;FEM;SG	N;NOM;MASC;SG
munca	darbs	muncă	darbs	N;DEF;FEM;SG	N;NOM;MASC;SG
model	model	model	model	N;INDF;MASC;SG	
trece	padod	trece	padot	V;IND;SG;3;PRS;FIN	V;IMP;SG;2;POS;FIN;ACT
literare	literatūras	literar	literatūra	ADJ;INDF;FEM;PL	N;NOM;FEM;PL
gaseste	atrodi	gaseste	atrast	V;IND;SG;3;PRS;FIN	V;IMP;SG;2;POS;FIN;ACT
gaseste	atrodi	gaseste	atrast	V;IND;SG;3;PRS;FIN	V;IMP;SG;2;POS;FIN;ACT
studio	studio	studio	studio	N;INDF;MASC;SG	
studio	studijas	studio	studija	N;INDF;MASC;SG	N;NOM;FEM;PL
materiale	materiāls	material	materiāls	N;INDF;FEM;PL	N;NOM;MASC;SG
dezvoltat	attīstīta	dezvolta	attīstīt	ADJ;INDF;MASC;SG	V;PFV;NOM;INDF;FEM;SG;PST;V.PTCP
dezvoltat	attīstītas	dezvolta	attīstīt	ADJ;INDF;MASC;SG	V;PFV;NOM;INDF;FEM;PL;PST;V.PTCP
dezvoltat	izstrādāti	dezvolta	izstrādāt	ADJ;INDF;MASC;SG	V;PFV;NOM;INDF;MASC;PL;PST;V.PTCP
dezvoltat	izstrādāts	dezvolta	izstrādāt	ADJ;INDF;MASC;SG	V;PFV;NOM;INDF;MASC;SG;PST;V.PTCP
dezvoltat	attīstītajām	dezvolta	attīstīt	ADJ;INDF;MASC;SG	V;PFV;DAT;DEF;FEM;PL;PST;V.PTCP
populara	tautas	populară	tauta	N;DEF;FEM;SG	N;NOM;FEM;PL
populara	populāra	populară	populāra	N;DEF;FEM;SG	ADJ;NOM;FEM;SG
populara	populārs	populară	populārs	N;DEF;FEM;SG	ADJ;NOM;MASC;SG
populara	tautas	populară	tauta	N;DEF;FEM;SG	N;NOM;FEM;PL
populara	populāra	populară	populāra	N;DEF;FEM;SG	ADJ;NOM;FEM;SG
populara	populārs	populară	populārs	N;DEF;FEM;SG	ADJ;NOM;MASC;SG
frederic	frederic	frederic	frederic	N;INDF;MASC;SG	
frederic	frīdrihs	frederic	frīdrihs	N;INDF;MASC;SG	PROPN;NOM;MASC;SG
corpul	ķermeņa	corp	ķermenis	N;DEF;MASC;SG	N;GEN;MASC;SG
corpul	ķermenis	corp	ķermenis	N;DEF;MASC;SG	N;NOM;MASC;SG
elena	elena	elena	elena	N;DEF;FEM;SG	PROPN;NOM;FEM;SG
elena	jeļena	elena	jeļena	N;DEF;FEM;SG	PROPN;NOM;FEM;SG
elena	hellenic	elena	hellenica	N;DEF;FEM;SG	
populare	tautas	popular	tauta	ADJ;INDF;FEM;PL	N;NOM;FEM;PL
populare	populāra	popular	populāra	ADJ;INDF;FEM;PL	ADJ;NOM;FEM;SG
populare	populārs	popular	populārs	ADJ;INDF;FEM;PL	ADJ;NOM;MASC;SG
silla	silla	sillă	silla	PROPN	PROPN;NOM;FEM;SG
ideea	doma	idee	doma	N;DEF;FEM;SG	N;NOM;FEM;SG
ideea	ideja	idee	ideja	N;DEF;FEM;SG	N;NOM;FEM;SG
diagrama	diagramma	diagramă	diagramma	N;DEF;FEM;SG	N;NOM;FEM;SG
diagrama	diagramma	diagramă	diagramma	N;DEF;FEM;SG	N;NOM;FEM;SG
diagrama	diagramma	diagramă	diagramma	N;DEF;FEM;SG	N;NOM;FEM;SG
cercetare	pētījumi	cercetare	pētījums	N;INDF;FEM;SG	N;NOM;MASC;PL
cercetare	pētniecības	cercetare	pētniecība	N;INDF;FEM;SG	N;NOM;FEM;PL
cercetare	pētniecība	cercetare	pētniecība	N;INDF;FEM;SG	N;NOM;FEM;SG
cercetare	izpēte	cercetare	izpēte	N;INDF;FEM;SG	N;NOM;FEM;SG
actual	pašreizējie	actual	pašreizējs	ADJ;INDF;MASC;SG	ADJ;NOM;MASC;PL
actual	strāva	actual	strāva	ADJ;INDF;MASC;SG	N;NOM;FEM;SG
companie	sabiedrība	companie	sabiedrība	N;INDF;FEM;SG	N;NOM;FEM;SG
companie	uzņēmums	companie	uzņēmums	N;INDF;FEM;SG	N;NOM;MASC;SG
companie	kompānija	companie	kompānija	N;INDF;FEM;SG	N;NOM;FEM;SG
crimeea	krimas	crimee	krima	N;DEF;FEM;SG	PROPN;NOM;FEM;SG
crimeea	krimas	crimee	krima	N;DEF;FEM;SG	PROPN;NOM;FEM;SG
controlul	kontrole	control	kontrole	N;DEF;MASC;SG	N;NOM;FEM;SG
controlul	kontroles	control	kontrole	N;DEF;MASC;SG	N;NOM;FEM;PL
controlul	kontrolēt	control	kontrolēt	N;DEF;MASC;SG	V;POS;NFIN
california	kalifornijas	californie	kalifornija	N;DEF;FEM;SG	N;NOM;FEM;PL
minute	protokols	minut	protokols	N;INDF;FEM;PL	N;NOM;MASC;SG
pace	miers	pace	miers	N;INDF;FEM;SG	N;NOM;MASC
