улицата	street	улица	street	N;DEF;FEM;SG	N;INDF;MASC;SG
живите	traind	жив	trai	ADJ;DEF;PL	
спонсор	sponsorul	спонсор	sponsor	N;INDF;MASC;SG	N;DEF;MASC;SG
остатъци	reziduu	остатък	reziduu	N;INDF;MASC;PL	N;INDF;MASC;SG
остатъци	resturile	остатък	rest	N;INDF;MASC;PL	N;DEF;FEM;PL
луиджи	luigi	луиджа	luig	PROPN;INDF;MASC;SG	N;INDF;MASC;SG
робство	sclavia	робство	sclavia	N;INDF;NEUT;SG	N;DEF;FEM;SG
остър	acute	остър	acut	N;INDF;MASC;SG	N;INDF;FEM;PL
остър	acut	остър	acut	N;INDF;MASC;SG	ADJ;INDF;MASC;SG
остър	acuta	остър	acuta	N;INDF;MASC;SG	N;DEF;FEM;SG
вестфалия	westfalia	вестфалия	westfalia	N;INDF;FEM;SG	PROPN
долини	vai	долина	vai	N;INDF;FEM;PL	
долини	vaile	долина	vall	N;INDF;FEM;PL	N;DEF;FEM;PL
детство	copilaria	детство	copilarie	N;INDF;NEUT;SG	N;DEF;FEM;SG
детство	copilaria	детство	copilarie	N;INDF;NEUT;SG	N;DEF;FEM;SG
битките	batalii	битка	batalie	N;DEF;FEM;PL	N;INDF;FEM;PL
струга	struga	струг	struga	N;INDF;MASC;SG	
таня	tania	таня	tanie	PROPN;INDF;FEM;SG	N;DEF;FEM;SG
таня	tanya	таня	tanya	PROPN;INDF;FEM;SG	N;INDF;MASC;SG
таня	tanja	таня	tanjă	PROPN;INDF;FEM;SG	PROPN
увеличение	creste	увеличение	creste	N;INDF;NEUT;SG	V;IND;SG;3;PRS;FIN
възпитание	educatia	възпитание	educatie	N;INDF;NEUT;SG	N;DEF;FEM;SG
устойчивост	stabilitatea	устойчивост	stabilitate	N;INDF;FEM;SG	N;DEF;FEM;SG
устойчивост	durabilitatea	устойчивост	durabilitate	N;INDF;FEM;SG	N;DEF;FEM;SG
устойчивост	sustenabilitatea	устойчивост	sustenabilitate	N;INDF;FEM;SG	N;DEF;FEM;SG
устойчивост	rezistenta	устойчивост	rezistentă	N;INDF;FEM;SG	N;DEF;FEM;SG
устойчивост	rezistenta	устойчивост	rezistentă	N;INDF;FEM;SG	N;DEF;FEM;SG
устойчивост	rezistenta	устойчивост	rezistentă	N;INDF;FEM;SG	N;DEF;FEM;SG
бъркли	berkeley	бъркъм	berkeley	N;INDF;MASC;SG	PROPN
експерти	expertii	експерт	expert	N;INDF;MASC;PL	N;DEF;MASC;PL
подчинение	supunerea	подчинение	supunere	N;INDF;NEUT;SG	N;DEF;FEM;SG
подчинение	depunerea	подчинение	depunere	N;INDF;NEUT;SG	N;DEF;FEM;SG
изключен	dezactivate	изключа	dezactiva	V;PFV;INDF;MASC;SG;V.PTCP;PASS	ADJ;INDF;FEM;PL
изключен	dezactivata	изключа	dezactivat	V;PFV;INDF;MASC;SG;V.PTCP;PASS	N;DEF;FEM;SG
изключен	dezactivat	изключа	dezactiva	V;PFV;INDF;MASC;SG;V.PTCP;PASS	ADJ;INDF;MASC;SG
изключен	deconectat	изключа	deconectat	V;PFV;INDF;MASC;SG;V.PTCP;PASS	ADJ;INDF;MASC;SG
изключен	exclus	изключа	exclude	V;PFV;INDF;MASC;SG;V.PTCP;PASS	ADJ;INDF;MASC;SG
изключен	excluse	изключа	exclude	V;PFV;INDF;MASC;SG;V.PTCP;PASS	V;IND;PL;3;PST;FIN
изключен	exclusa	изключа	exclus	V;PFV;INDF;MASC;SG;V.PTCP;PASS	ADJ;DEF;FEM;SG
изключен	expulzat	изключа	expulza	V;PFV;INDF;MASC;SG;V.PTCP;PASS	ADJ;INDF;MASC;SG
изключен	exmatriculata	изключа	exmatriculat	V;PFV;INDF;MASC;SG;V.PTCP;PASS	N;DEF;FEM;SG
изключен	exmatriculat	изключа	exmatricula	V;PFV;INDF;MASC;SG;V.PTCP;PASS	ADJ;INDF;MASC;SG
блокиран	blocat	блокирам	bloca	V;PFV;INDF;MASC;SG;V.PTCP;PASS	ADJ;INDF;MASC;SG
блокиран	blocate	блокирам	bloca	V;PFV;INDF;MASC;SG;V.PTCP;PASS	ADJ;INDF;FEM;PL
блокиран	blocata	блокирам	blocat	V;PFV;INDF;MASC;SG;V.PTCP;PASS	N;DEF;FEM;SG
затруднения	dificultate	затруднение	dificultate	N;INDF;NEUT;PL	N;INDF;FEM;SG
затруднения	dificultati	затруднение	dificultati	N;INDF;NEUT;PL	
затруднения	dificultatea	затруднение	dificultate	N;INDF;NEUT;PL	N;DEF;FEM;SG
затруднения	dificultatile	затруднение	dificultate	N;INDF;NEUT;PL	N;DEF;FEM;PL
затруднения	dificultati	затруднение	dificultati	N;INDF;NEUT;PL	
приказка	povestea	приказка	poveste	N;INDF;FEM;SG	N;DEF;FEM;SG
модификации	modificari	модификация	modificare	N;INDF;FEM;PL	
джан	jan	джан	jan	PROPN;INDF;MASC;SG	PROPN
джан	zhang	джан	zhang	PROPN;INDF;MASC;SG	PROPN
саймън	simon	саймън	simon	PROPN;INDF;MASC;SG	PROPN
свързване	legarea	свързване	legare	N;INDF;NEUT;SG	N;DEF;FEM;SG
свързване	conexiunea	свързване	conexiune	N;INDF;NEUT;SG	N;DEF;FEM;SG
свързване	lipirea	свързване	lipire	N;INDF;NEUT;SG	N;DEF;FEM;SG
свързване	conectarea	свързване	conectare	N;INDF;NEUT;SG	N;DEF;FEM;SG
свързване	conecta	свързване	conecta	N;INDF;NEUT;SG	V;IND;SG;3;IPFV;FIN
свързване	conecteaza	свързване	conecteaza	N;INDF;NEUT;SG	V;IND;SG;3;IPFV;FIN
свързване	asociaza	свързване	asociază	N;INDF;NEUT;SG	V;IND;SG;3;IPFV;FIN
променливи	variabil	променлив	variabil	ADJ;INDF;PL	ADJ;INDF;MASC;SG
променливи	variabila	променлив	variabilă	ADJ;INDF;PL	N;DEF;FEM;SG
променливи	variabile	променлив	variabilă	ADJ;INDF;PL	N;INDF;FEM;PL
променливи	variabila	променлив	variabilă	ADJ;INDF;PL	N;DEF;FEM;SG
променливи	variabilele	променлив	variabilă	ADJ;INDF;PL	N;DEF;FEM;PL
променливи	variabile	променлив	variabilă	ADJ;INDF;PL	N;INDF;FEM;PL
променливи	variabilelor	променлив	variabilă	ADJ;INDF;PL	N;DEF;FEM;PL
психоаналитик	psihanalist	психоаналитик	psihanalist	ADJ;PFV;DEF;PL;PST;V.PTCP;ACT	N;INDF;MASC;SG
удоволствие	placerea	удоволствие	placere	N;INDF;NEUT;SG	N;DEF;FEM;SG
удоволствие	placerea	удоволствие	placere	N;INDF;NEUT;SG	N;DEF;FEM;SG
лийдс	leeds	лийдс	leeds	PROPN;INDF;MASC;SG	PROPN
шумахер	schumacher	шумахер	schumacher	V;IPFV;IND;SG;1;PST;FIN;ACT	PROPN
неизвестна	necunoscute	неизвестен	necunoscut	ADJ;INDF;FEM;SG	ADJ;INDF;FEM;PL
неизвестна	necunoscuta	неизвестен	necunoscut	ADJ;INDF;FEM;SG	ADJ;DEF;FEM;SG
сок	juice	сок	juic	N;INDF;MASC;SG	
сок	sucul	сок	suc	N;INDF;MASC;SG	N;DEF;MASC;SG
сок	sock	сок	sock	N;INDF;MASC;SG	
пейзаж	peisajului	пейзаж	peisaj	N;INDF;MASC;SG	N;DEF;MASC;SG
пейзаж	peisajul	пейзаж	peisaj	N;INDF;MASC;SG	N;DEF;MASC;SG
влияе	afecteaza	влия-(се)	afecta	V;IPFV;IND;SG;3;PRS;FIN;ACT	V;IND;SG;3;IPFV;FIN
влияе	afecteaza	влия-(се)	afecta	V;IPFV;IND;SG;3;PRS;FIN;ACT	V;IND;SG;3;IPFV;FIN
ресен	resen	ресен	resen	PROPN;INDF;MASC;SG	
ивици	dungile	ивик	dungă	N;INDF;FEM;PL	N;DEF;FEM;PL
базел	basel	базел	basel	PROPN;INDF;MASC;SG	PROPN
клетва	juramantul	клетва	juramant	N;INDF;FEM;SG	N;DEF;MASC;SG
наталия	natalia	наталия	natalie	PROPN;INDF;FEM;SG	N;DEF;FEM;SG
наталия	natalia	наталия	natalie	PROPN;INDF;FEM;SG	N;DEF;FEM;SG
разделено	divizat	разделя-(се)	diviza	V;PFV;INDF;NEUT;SG;V.PTCP;PASS	ADJ;INDF;MASC;SG
разделено	divizata	разделя-(се)	divizat	V;PFV;INDF;NEUT;SG;V.PTCP;PASS	ADJ;DEF;FEM;SG
кери	carrie	кера	carrie	PROPN;INDF;MASC;SG	PROPN
кери	cary	кера	cary	PROPN;INDF;MASC;SG	PROPN
кери	kerry	кера	kerry	PROPN;INDF;MASC;SG	PROPN
съветници	consilierii	съветник	consilier	N;INDF;MASC;PL	N;DEF;MASC;PL
съветници	consilierilor	съветник	consiliere	N;INDF;MASC;PL	N;DEF;FEM;PL
съветници	consilierii	съветник	consilier	N;INDF;MASC;PL	N;DEF;MASC;PL
показател	indexul	показател	index	N;INDF;MASC;SG	N;DEF;MASC;SG
показател	index	показател	index	N;INDF;MASC;SG	
показател	indice	показател	indica	N;INDF;MASC;SG	
показател	indicele	показател	indice	N;INDF;MASC;SG	N;DEF;MASC;SG
показател	indicatorul	показател	indicator	N;INDF;MASC;SG	N;DEF;MASC;SG
комунизма	comunism	комунизъм	comunism	N;DEF;MASC;SG	N;INDF;MASC;SG
осъжда	condamna	осъждам	condamna	V;IPFV;IND;SG;3;PRS;FIN;ACT	V;IND;SG;3;IPFV;FIN
църквите	biserici	църква	biserică	N;DEF;FEM;PL	N;INDF;FEM;PL
домашен	acasa	домашен	acasa	ADJ;INDF;MASC;SG	
домашен	casa	домашен	casă	ADJ;INDF;MASC;SG	N;DEF;FEM;SG
домашен	acasa	домашен	acasa	ADJ;INDF;MASC;SG	
домашен	home	домашен	homă	ADJ;INDF;MASC;SG	
домашен	domestice	домашен	domestic	ADJ;INDF;MASC;SG	ADJ;INDF;FEM;PL
построи	construieste	построя-(се)	construi	V;PFV;IMP;SG;2;FIN	V;IND;SG;3;PRS;FIN
построи	construi	построя-(се)	construi	V;PFV;IMP;SG;2;FIN	V;IND;SG;3;PRS;FIN
построи	construiesc	построя-(се)	construi	V;PFV;IMP;SG;2;FIN	V;IND;PL;3;PRS;FIN
кооперация	cooperant	кооперация	cooperant	N;INDF;FEM;SG	ADJ;INDF;MASC;SG
ален	alain	ален	alain	N;INDF;MASC;SG	PROPN
бук	beech	бук	beech	N;INDF;MASC;SG	PROPN
германци	germanii	германец	german	N;INDF;MASC;PL	N;DEF;MASC;PL
германци	nemti	германец	neată	N;INDF;MASC;PL	
компютъра	calculator	компютър	calculator	N;DEF;MASC;SG	N;INDF;MASC;SG
компютъра	computer	компютър	computer	N;DEF;MASC;SG	N;INDF;MASC;SG
повреда	daune	повреда	daună	N;INDF;FEM;SG	N;INDF;FEM;PL
повреда	pagube	повреда	pagubă	N;INDF;FEM;SG	N;INDF;FEM;PL
повреда	avarii	повреда	avarie	N;INDF;FEM;SG	N;INDF;FEM;PL
повреда	stricaciuni	повреда	stricaciune	N;INDF;FEM;SG	N;INDF;FEM;PL
сет	seth	сет	seth	N;INDF;MASC;SG	PROPN
съдържащ	continand	съдържам-(се)	contina	ADJ;IPFV;INDF;MASC;SG;PRS;V.PTCP;ACT	
дива	salbatic	дивам-(се)	salbatic	N;INDF;FEM;SG	ADJ;INDF;MASC;SG
дива	salbatica	дивам-(се)	salbatică	N;INDF;FEM;SG	N;DEF;FEM;SG
дива	salbatic	дивам-(се)	salbatic	N;INDF;FEM;SG	ADJ;INDF;MASC;SG
дива	salbatice	дивам-(се)	salbatic	N;INDF;FEM;SG	ADJ;INDF;FEM;PL
дива	diva	дивам-(се)	divă	N;INDF;FEM;SG	
дива	diva	дивам-(се)	divă	N;INDF;FEM;SG	
двоен	dubla	двоен	dublu	ADJ;INDF;MASC;SG	ADJ;DEF;FEM;SG
двоен	dubla	двоен	dublu	ADJ;INDF;MASC;SG	ADJ;DEF;FEM;SG
двоен	duble	двоен	dublu	ADJ;INDF;MASC;SG	N;INDF;FEM;PL
ескадрила	escadronul	ескадрал	escadron	N;INDF;FEM;SG	N;DEF;MASC;SG
ескадрила	escadrila	ескадрал	escadrilă	N;INDF;FEM;SG	N;DEF;FEM;SG
ескадрила	escadrila	ескадрал	escadrilă	N;INDF;FEM;SG	N;DEF;FEM;SG
шум	zgomote	шум	zgomot	N;INDF;MASC;SG	N;INDF;FEM;PL
шум	zgomotul	шум	zgomot	N;INDF;MASC;SG	N;DEF;MASC;SG
психологически	psihologica	психологически	psihologică	ADJ;INDF;MASC;SG	N;DEF;FEM;SG
психологически	psihologice	психологически	psihologic	ADJ;INDF;MASC;SG	ADJ;INDF;FEM;PL
стълб	pilonul	стълб	pilon	N;INDF;MASC;SG	N;DEF;MASC;SG
стълб	polul	стълб	pol	N;INDF;MASC;SG	N;DEF;MASC;SG
заден	spate	заден	spate	ADJ;INDF;MASC;SG	N;INDF;MASC;SG
каменица	kamenica	каменица	kamenica	N;INDF;FEM;SG	N;DEF;FEM;SG
описана	descrisa	опиша	descrisa	V;PFV;INDF;FEM;SG;V.PTCP;PASS	ADJ;DEF;FEM;SG
описана	descris	опиша	descris	V;PFV;INDF;FEM;SG;V.PTCP;PASS	ADJ;INDF;MASC;SG
абдул	abdul	абдул	abdu	N;INDF;MASC;SG	PROPN
прием	aportul	прием	aport	N;INDF;MASC;SG	N;DEF;MASC;SG
светлана	svetlana	светлана	svetlană	N;INDF;FEM;SG	N;DEF;FEM;SG
пен	penn	пен	penn	PROPN;INDF;MASC;SG	PROPN
специализирана	specializat	специализирам	specializat	V;PFV;INDF;FEM;SG;V.PTCP;PASS	ADJ;INDF;MASC;SG
специализирана	specializate	специализирам	specializat	V;PFV;INDF;FEM;SG;V.PTCP;PASS	ADJ;INDF;FEM;PL
специализирана	specializata	специализирам	specializat	V;PFV;INDF;FEM;SG;V.PTCP;PASS	ADJ;DEF;FEM;SG
специализирана	specializat	специализирам	specializat	V;PFV;INDF;FEM;SG;V.PTCP;PASS	ADJ;INDF;MASC;SG
специализирана	specializate	специализирам	specializat	V;PFV;INDF;FEM;SG;V.PTCP;PASS	ADJ;INDF;FEM;PL
специализирана	specializata	специализирам	specializat	V;PFV;INDF;FEM;SG;V.PTCP;PASS	ADJ;DEF;FEM;SG
сух	usca	сух	usca	ADJ;INDF;MASC;SG	V;IND;SG;3;IPFV;FIN
сух	uscate	сух	uscat	ADJ;INDF;MASC;SG	ADJ;INDF;FEM;PL
сух	uscata	сух	uscată	ADJ;INDF;MASC;SG	N;DEF;FEM;SG
кристали	cristalele	кристал	cristal	N;INDF;MASC;PL	N;DEF;FEM;PL
сървър	serverul	сървър	server	N;INDF;MASC;SG	N;DEF;MASC;SG
хофман	hoffmann	хофман	hoffmann	N;INDF;MASC;SG	PROPN
хофман	hoffman	хофман	hoffman	N;INDF;MASC;SG	PROPN
училищата	scoli	училище	scoli	N;DEF;NEUT;PL	N;INDF;FEM;PL
училищата	scoli	училище	scoli	N;DEF;NEUT;PL	N;INDF;FEM;PL
мей	mei	мей	meu	PROPN;INDF;FEM;SG	DET;MASC;PL;1
лого	sigla	лого	sigla	N;INDF;NEUT;SG	N;DEF;FEM;SG
лого	sigle	лого	sigle	N;INDF;NEUT;SG	N;INDF;FEM;PL
мирослав	miroslav	мирослав	miroslav	PROPN;INDF;MASC;SG	N;INDF;MASC;SG
материалите	materiale	материал	material	N;DEF;MASC;PL	N;INDF;FEM;PL
почит	tributul	почит	tribut	N;INDF;FEM;SG	N;DEF;MASC;SG
съдът	tribunal	съд	tribunal	N;DEF;MASC;SG	N;INDF;MASC;SG
съдът	court	съд	court	N;DEF;MASC;SG	N;INDF;MASC;SG
съдът	curte	съд	curte	N;DEF;MASC;SG	N;INDF;FEM;SG
хирургия	chirurgia	хирургия	chirurgie	N;INDF;FEM;SG	N;DEF;FEM;SG
отражение	reflexia	отражение	reflexie	N;INDF;NEUT;SG	N;DEF;FEM;SG
влакна	fibrele	влакно	fibră	N;INDF;NEUT;PL	N;DEF;FEM;PL
влакна	fibrelor	влакно	fibră	N;INDF;NEUT;PL	N;DEF;FEM;PL
влакна	fibrele	влакно	fibră	N;INDF;NEUT;PL	N;DEF;FEM;PL
влакна	fibra	влакно	fibră	N;INDF;NEUT;PL	N;DEF;FEM;SG
влакна	fibra	влакно	fibră	N;INDF;NEUT;PL	N;DEF;FEM;SG
влакна	fibra	влакно	fibră	N;INDF;NEUT;PL	N;DEF;FEM;SG
влакна	fibra	влакно	fibră	N;INDF;NEUT;PL	N;DEF;FEM;SG
бенедикт	benedick	бенедикт	benedick	N;INDF;MASC;SG	
поделение	unitatea	поделение	unitate	N;INDF;NEUT;SG	N;DEF;FEM;SG
предложена	oferit	предложа	oferit	V;PFV;INDF;FEM;SG;V.PTCP;PASS	ADJ;INDF;MASC;SG
предложена	oferita	предложа	oferita	V;PFV;INDF;FEM;SG;V.PTCP;PASS	N;DEF;FEM;SG
предложена	oferite	предложа	oferit	V;PFV;INDF;FEM;SG;V.PTCP;PASS	ADJ;INDF;FEM;PL
предложена	propus	предложа	propune	V;PFV;INDF;FEM;SG;V.PTCP;PASS	ADJ;INDF;MASC;SG
предложена	propusa	предложа	propus	V;PFV;INDF;FEM;SG;V.PTCP;PASS	ADJ;DEF;FEM;SG
предложена	propuse	предложа	propus	V;PFV;INDF;FEM;SG;V.PTCP;PASS	ADJ;INDF;FEM;PL
насърчава	incurajeaza	насърчавам-(се)	incurajează	V;IPFV;IND;SG;3;PRS;FIN;ACT	V;IND;SG;3;IPFV;FIN
признати	recunoscute	призная-(се)	recunoscut	V;PFV;INDF;PL;V.PTCP;PASS	ADJ;INDF;FEM;PL
признати	recunoscut	призная-(се)	recunoscut	V;PFV;INDF;PL;V.PTCP;PASS	ADJ;INDF;MASC;SG
признати	recunoscuta	призная-(се)	recunoaște	V;PFV;INDF;PL;V.PTCP;PASS	ADJ;DEF;FEM;SG
признати	recunoscut	призная-(се)	recunoscut	V;PFV;INDF;PL;V.PTCP;PASS	ADJ;INDF;MASC;SG
признати	recunoscute	призная-(се)	recunoscut	V;PFV;INDF;PL;V.PTCP;PASS	ADJ;INDF;FEM;PL
признати	recunoscut	призная-(се)	recunoscut	V;PFV;INDF;PL;V.PTCP;PASS	ADJ;INDF;MASC;SG
признати	recunoscuta	призная-(се)	recunoaște	V;PFV;INDF;PL;V.PTCP;PASS	ADJ;DEF;FEM;SG
швабия	suabia	швабия	suabia	N;INDF;FEM;SG	N;DEF;FEM;SG
джонатан	jonathan	джонатам	jonathan	PROPN;INDF;MASC;SG	PROPN
отдели	departamentele	отдел	departament	N;INDF;MASC;PL	N;DEF;FEM;PL
катя	katia	катя	katia	PROPN;INDF;FEM;SG	N;DEF;FEM;SG
катя	katya	катя	katya	PROPN;INDF;FEM;SG	N;DEF;FEM;SG
катя	katja	катя	katja	PROPN;INDF;FEM;SG	PROPN
никита	nikita	никита	nikita	PROPN;INDF;MASC;SG	N;DEF;FEM;SG
дик	scula	дик	scula	PROPN;INDF;MASC;SG	N;DEF;FEM;SG
дик	dick	дик	dick	PROPN;INDF;MASC;SG	PROPN
дик	pula	дик	pula	PROPN;INDF;MASC;SG	N;DEF;FEM;SG
дик	pula	дик	pula	PROPN;INDF;MASC;SG	N;DEF;FEM;SG
санчес	sanchez	санчес	sanchez	PROPN;INDF;MASC;SG	PROPN
женско	feminin	женски	feminin	ADV	ADJ;INDF;MASC;SG
женско	feminina	женски	feminină	ADV	ADJ;DEF;FEM;SG
женско	feminina	женски	feminină	ADV	ADJ;DEF;FEM;SG
женско	femeie	женски	femeie	ADV	N;INDF;FEM;SG
женско	feminin	женски	feminin	ADV	ADJ;INDF;MASC;SG
женско	femela	женски	femelă	ADV	N;DEF;FEM;SG
женско	femela	женски	femelă	ADV	N;DEF;FEM;SG
интерпретация	interpretarea	интерпретация	interpretare	N;INDF;FEM;SG	N;DEF;FEM;SG
щастлив	fericita	щастлив	fericita	ADJ;INDF;MASC;SG	ADJ;DEF;FEM;SG
щастлив	fericita	щастлив	fericita	ADJ;INDF;MASC;SG	ADJ;DEF;FEM;SG
щастлив	happy	щастлив	happy	ADJ;INDF;MASC;SG	
нина	nina	нина	nină	PROPN;INDF;FEM;SG	N;DEF;FEM;SG
изтрита	sters	изтрия	sters	V;PFV;INDF;FEM;SG;V.PTCP;PASS	ADJ;INDF;MASC;SG
изтрита	sters	изтрия	sters	V;PFV;INDF;FEM;SG;V.PTCP;PASS	ADJ;INDF;MASC;SG
кухина	cavitatea	кухина	cavitate	N;INDF;FEM;SG	N;DEF;FEM;SG
анонимен	anonima	анонимен	anonimă	N;INDF;MASC;SG	ADJ;DEF;FEM;SG
анонимен	anonim	анонимен	anonim	N;INDF;MASC;SG	
анонимен	anonime	анонимен	anonim	N;INDF;MASC;SG	N;INDF;FEM;PL
успехите	succese	успех	succes	N;DEF;MASC;PL	N;INDF;FEM;PL
имущество	proprietatea	имущество	proprietate	N;INDF;NEUT;SG	N;DEF;FEM;SG
приключения	aventurile	приключение	avent	N;INDF;NEUT;PL	N;DEF;FEM;PL
приключения	aventura	приключение	aventură	N;INDF;NEUT;PL	N;DEF;FEM;SG
приключения	aventura	приключение	aventură	N;INDF;NEUT;PL	N;DEF;FEM;SG
спасение	salvarea	спасение	salvare	N;INDF;NEUT;SG	N;DEF;FEM;SG
спасение	mantuirea	спасение	mantuire	N;INDF;NEUT;SG	N;DEF;FEM;SG
секции	sectiunile	секция	sectiune	N;INDF;FEM;PL	N;DEF;FEM;PL
доклади	rapoartele	доклад	raport	N;INDF;MASC;PL	N;DEF;FEM;PL
белене	belene	белене	belen	N;INDF;NEUT;SG	N;INDF;FEM;PL
вагнер	wagner	вагнер	wagner	N;INDF;MASC;SG	PROPN
олтара	altar	олтар	altar	N;DEF;MASC;SG	N;INDF;MASC;SG
диленбург	dillenburg	диленбург	dillenburg	N;INDF;MASC;SG	
нютон	newton	нютон	newton	N;INDF;MASC;SG	PROPN
решено	rezolvata	реша	rezolvat	V;PFV;INDF;NEUT;SG;V.PTCP;PASS	N;DEF;FEM;SG
решено	rezolvat	реша	rezolva	V;PFV;INDF;NEUT;SG;V.PTCP;PASS	ADJ;INDF;MASC;SG
решено	rezolvate	реша	rezolva	V;PFV;INDF;NEUT;SG;V.PTCP;PASS	ADJ;INDF;FEM;PL
решено	decisa	реша	decisa	V;PFV;INDF;NEUT;SG;V.PTCP;PASS	N;DEF;FEM;SG
решено	decis	реша	decide	V;PFV;INDF;NEUT;SG;V.PTCP;PASS	N;INDF;MASC;SG
решено	hotarat	реша	hotarat	V;PFV;INDF;NEUT;SG;V.PTCP;PASS	ADJ;INDF;MASC;SG
решено	determinate	реша	determinat	V;PFV;INDF;NEUT;SG;V.PTCP;PASS	ADJ;INDF;FEM;PL
решено	determinata	реша	determinat	V;PFV;INDF;NEUT;SG;V.PTCP;PASS	ADJ;DEF;FEM;SG
решено	determinat	реша	determina	V;PFV;INDF;NEUT;SG;V.PTCP;PASS	ADJ;INDF;MASC;SG
оставката	demisie	оставка	demisie	N;DEF;FEM;SG	N;INDF;FEM;SG
винсент	vincent	винсент	vincent	N;INDF;MASC;SG	PROPN
реализация	realizarea	реализация	realizare	N;INDF;FEM;SG	N;DEF;FEM;SG
реализация	realizarea	реализация	realizare	N;INDF;FEM;SG	N;DEF;FEM;SG
достъпна	accesibile	достъпен	accesibil	ADJ;INDF;FEM;SG	ADJ;INDF;FEM;PL
достъпна	accesibil	достъпен	accesibil	ADJ;INDF;FEM;SG	ADV
достъпна	accesibila	достъпен	accesibila	ADJ;INDF;FEM;SG	ADJ;DEF;FEM;SG
достъпна	accesibile	достъпен	accesibil	ADJ;INDF;FEM;SG	ADJ;INDF;FEM;PL
достъпна	accesibil	достъпен	accesibil	ADJ;INDF;FEM;SG	ADV
изключителна	exclusive	изключителен	exclusiv	ADJ;INDF;FEM;SG	ADJ;INDF;FEM;PL
изключителна	exclusiva	изключителен	exclusiva	ADJ;INDF;FEM;SG	ADJ;DEF;FEM;SG
изключителна	exclusivitate	изключителен	exclusivitate	ADJ;INDF;FEM;SG	N;INDF;FEM;SG
изключителна	exclusiv	изключителен	exclusiv	ADJ;INDF;FEM;SG	ADV
изключителна	extraordinara	изключителен	extraordinar	ADJ;INDF;FEM;SG	ADJ;DEF;FEM;SG
изключителна	extraordinar	изключителен	extraordinar	ADJ;INDF;FEM;SG	ADV
изключителна	extraordinara	изключителен	extraordinar	ADJ;INDF;FEM;SG	ADJ;DEF;FEM;SG
изключителна	extraordinare	изключителен	extraordinar	ADJ;INDF;FEM;SG	ADJ;INDF;FEM;PL
изключителна	restante	изключителен	restant	ADJ;INDF;FEM;SG	N;INDF;FEM;PL
изключителна	exceptionala	изключителен	exceptional	ADJ;INDF;FEM;SG	ADJ;DEF;FEM;SG
изключителна	exceptionale	изключителен	exceptional	ADJ;INDF;FEM;SG	ADJ;INDF;FEM;PL
палма	palma	палма	palmă	N;INDF;FEM;SG	N;DEF;FEM;SG
шапка	hat	шапка	hat	N;INDF;FEM;SG	
шапка	palaria	шапка	palarie	N;INDF;FEM;SG	N;DEF;FEM;SG
татяна	tatiana	татяна	tatiană	PROPN;INDF;FEM;SG	N;DEF;FEM;SG
татяна	tatyana	татяна	tatyana	PROPN;INDF;FEM;SG	N;DEF;FEM;SG
карат	conduce	карам	conduce	V;IPFV;IND;PL;3;PRS;FIN;ACT	V;IND;SG;3;PRS;FIN
парламентарна	parlamentar	парламентарен	parlamentar	ADJ;INDF;FEM;SG	N;INDF;MASC;SG
парламентарна	parlamentara	парламентарен	parlamentar	ADJ;INDF;FEM;SG	N;DEF;FEM;SG
парламентарна	parlamentare	парламентарен	parlamentar	ADJ;INDF;FEM;SG	ADJ;INDF;FEM;PL
сократ	socrate	сократ	socra	N;INDF;MASC;SG	
сянка	umbra	сянка	umbră	N;INDF;FEM;SG	N;DEF;FEM;SG
сянка	umbra	сянка	umbră	N;INDF;FEM;SG	N;DEF;FEM;SG
сянка	umbra	сянка	umbră	N;INDF;FEM;SG	N;DEF;FEM;SG
сянка	umbra	сянка	umbră	N;INDF;FEM;SG	N;DEF;FEM;SG
честта	onoare	чест	onoare	N;DEF;FEM;SG	N;INDF;FEM;SG
честта	onoare	чест	onoare	N;DEF;FEM;SG	N;INDF;FEM;SG
светло	lumina	светло	lumină	ADV	N;DEF;FEM;SG
светло	light	светло	light	ADV	
светло	lumina	светло	lumină	ADV	N;DEF;FEM;SG
светло	luminos	светло	luminos	ADV	ADJ;INDF;MASC;SG
светло	bright	светло	bright	ADV	N;INDF;MASC;SG
минск	minsk	минск	minsk	PROPN;INDF;MASC;SG	PROPN
рот	roth	рот	roth	PROPN;INDF;MASC;SG	PROPN
героиня	eroina	героиня	eroina	N;INDF;FEM;SG	N;DEF;FEM;SG
героиня	eroina	героиня	eroina	N;INDF;FEM;SG	N;DEF;FEM;SG
лисица	vulpea	лисица	vulpe	N;INDF;FEM;SG	N;DEF;FEM;SG
хребет	creasta	хребет	creast	N;INDF;MASC;SG	N;DEF;FEM;SG
хребет	culmea	хребет	culme	N;INDF;MASC;SG	N;DEF;FEM;SG
хребет	creasta	хребет	creast	N;INDF;MASC;SG	N;DEF;FEM;SG
шварцбург	schwarzburg	шварцбург	schwarzburg	N;INDF;MASC;SG	
синя	albastra	син	albastra	ADJ;INDF;FEM;SG	N;DEF;FEM;SG
кръгла	rotund	кръгъл	rotund	N;INDF;FEM;SG	ADJ;INDF;MASC;SG
кръгла	rotunde	кръгъл	rotund	N;INDF;FEM;SG	ADJ;INDF;FEM;PL
кръгла	runda	кръгъл	runda	N;INDF;FEM;SG	N;DEF;FEM;SG
кръгла	rotunda	кръгъл	rotunda	N;INDF;FEM;SG	N;DEF;FEM;SG
