char	char	char	char	N;MASC;SG	
fixé	σταθερό	fixer	σταθερός	V;MASC;SG;PST;V.PTCP	ADJ;NOM;NEUT;SG
fixé	σταθερή	fixer	σταθερός	V;MASC;SG;PST;V.PTCP	ADJ;NOM;FEM;SG
fixé	σταθερά	fixer	σταθερά	V;MASC;SG;PST;V.PTCP	ADV
tueur	δολοφόνος	tueur	δολοφόνος	N;MASC;SG	ADJ;NOM;MASC;SG
envoyés	απεσταλμένοι	envoyer	απεστάλλωνος	V;MASC;PL;PST;V.PTCP	ADJ;NOM;MASC;PL
envoyés	έστειλε	envoyer	στέλνω	V;MASC;PL;PST;V.PTCP	V;PFV;IND;SG;3;PST;FIN;ACT
envoyés	στάλθηκε	envoyer	στέλνω	V;MASC;PL;PST;V.PTCP	V;PFV;IND;SG;3;PST;FIN;PASS
envoyés	εστάλη	envoyer	εστάλλω	V;MASC;PL;PST;V.PTCP	V;PFV;IND;SG;3;PST;FIN;PASS
galeries	γκαλερί	galerie	γκαλώ	N;FEM;PL	N;NOM;FEM;SG
galeries	στοά	galerie	στοά	N;FEM;PL	N;NOM;FEM;SG
galeries	gallery	galerie	gallery	N;FEM;PL	
galeries	γκαλερί	galerie	γκαλώ	N;FEM;PL	N;NOM;FEM;SG
évident	ολοφάνερο	évident	ολοφάνερο	ADJ;MASC;SG	ADV
évident	προφανή	évident	προφανή	ADJ;MASC;SG	ADV
coûts	κόστος	coût	κόστος	N;MASC;PL	N;NOM;NEUT;SG
coûts	cost	coût	cost	N;MASC;PL	
coûts	κόστος	coût	κόστος	N;MASC;PL	N;NOM;NEUT;SG
auxerre	auxerre	auxerre	auxerre	PROPN	
munitions	πυρομαχικά	munition	πυρομαχικά	N;FEM;PL	ADV
munitions	πυρομαχικά	munition	πυρομαχικά	N;FEM;PL	ADV
munitions	πυρομαχικών	munition	πυρομαχικός	N;FEM;PL	ADJ;GEN;FEM;PL
munitions	πυρομαχικά	munition	πυρομαχικά	N;FEM;PL	ADV
warren	γουόρεν	warren	γουόρεν	PROPN	
warren	γουώρεν	warren	γουώρεν	PROPN	N;FEM;SG
warren	warren	warren	warren	PROPN	
observe	παρατήρησε	observer	παρατηρώ	V;IND;SG;3;PRS;FIN	V;PFV;IND;SG;3;PST;FIN;ACT
observe	παρατηρήστε	observer	παρατηρώ	V;IND;SG;3;PRS;FIN	V;IPFV;IND;PL;2;PRS;FIN;ACT
bouddhisme	βουδιστής	bouddhisme	βουδιστής	N;MASC;SG	ADJ;NOM;MASC;SG
présentés	παρουσίασε	présenter	παρουσιάζω	V;MASC;PL;PST;V.PTCP	V;PFV;IND;SG;3;PST;FIN;ACT
présentés	παρουσιάζεται	présenter	παρουσιάζω	V;MASC;PL;PST;V.PTCP	V;IPFV;IND;SG;3;PRS;FIN;PASS
présentés	παρουσιάστηκε	présenter	παρουσιάζω	V;MASC;PL;PST;V.PTCP	V;PFV;IND;SG;3;PST;FIN;PASS
concepts	έννοιες	concept	έννοιος	N;MASC;PL	ADJ;NOM;FEM;PL
magnus	μάγκνους	magnu	μάγκνος	PROPN	N;NOM;NEUT;SG
révélé	αποκαλύπτεται	révéler	αποκαλύπτω	V;MASC;SG;PST;V.PTCP	V;IPFV;IND;SG;3;PRS;FIN;PASS
révélé	γνωστοποιούνται	révéler	γνωστοποιώ	V;MASC;SG;PST;V.PTCP	V;IPFV;IND;PL;3;PRS;FIN;PASS
parlementaires	βουλευτές	parlementaire	βουλευτής	ADJ;MASC;PL	N;NOM;MASC;PL
renseignements	πληροφορία	renseignement	πληροφορία	N;MASC;PL	N;ACC;FEM;SG
renseignements	πληροφόρηση	renseignement	πληροφόρηση	N;MASC;PL	N;ACC;FEM;SG
collins	collins	collin	collins	PROPN	
collins	κόλλινς	collin	κόλλινς	PROPN	N;NOM;MASC;SG
collins	κόλινς	collin	κόλινς	PROPN	
blocs	μπλοκ	bloc	μπλοκ	N;MASC;PL	N;NOM;NEUT;SG
blocs	τετράγωνα	bloc	τετράγωνος	N;MASC;PL	ADV
acheté	αγοράστηκαν	acheter	αγοράζω	V;MASC;SG;PST;V.PTCP	V;PFV;IND;PL;3;PST;FIN;PASS
acheté	αγοράζονται	acheter	αγοράζω	V;MASC;SG;PST;V.PTCP	V;IPFV;IND;PL;3;PRS;FIN;PASS
acheté	αγοράστηκαν	acheter	αγοράζω	V;MASC;SG;PST;V.PTCP	V;PFV;IND;PL;3;PST;FIN;PASS
bolivie	βολιβίας	bolivie	βολιβία	PROPN	PROPN;GEN;FEM;SG
bolivie	βολιβία	bolivie	βολιβία	PROPN	PROPN;ACC;FEM;SG
coupé	κόψτε	couper	κόψτε	V;MASC;SG;PST;V.PTCP	V;PFV;IND;PL;2;PRS;FIN;ACT
coupé	κομμένα	couper	κομμένος	V;MASC;SG;PST;V.PTCP	N;NOM;NEUT;PL
coupé	κόψιμο	couper	κόψιμο	V;MASC;SG;PST;V.PTCP	N;NOM;NEUT;SG
coupé	κουπέ	couper	κουπέ	V;MASC;SG;PST;V.PTCP	
#aaa	#aaa	#aaa	#aaa	PROPN	
cerf	ελάφια	cerf	ελάφιος	N;MASC;SG	N;NOM;NEUT;PL
courtes	κοντή	court	κοντός	ADJ;FEM;PL	ADJ;NOM;FEM;SG
courtes	κοντός	court	κοντός	ADJ;FEM;PL	ADJ;NOM;MASC;SG
courtes	σύντομο	court	σύντομο	ADJ;FEM;PL	N;NOM;NEUT;SG
courtes	σύντομη	court	σύντομος	ADJ;FEM;PL	N;NOM;FEM;SG
courtes	σύντομος	court	σύντομος	ADJ;FEM;PL	N;NOM;MASC;SG
révolutionnaires	επαναστάτης	révolutionnaire	επαναστάτης	ADJ;MASC;PL	N;NOM;MASC;SG
révolutionnaires	επαναστατική	révolutionnaire	επαναστατικός	ADJ;MASC;PL	ADJ;NOM;FEM;SG
révolutionnaires	επαναστατικό	révolutionnaire	επαναστατικό	ADJ;MASC;PL	ADJ;NOM;NEUT;SG
révolutionnaires	επαναστάτες	révolutionnaire	επαναστάτης	ADJ;MASC;PL	N;NOM;MASC;PL
oblige	υποχρεώνουν	obliger	υποχρεώνω	V;IND;SG;3;PRS;FIN	V;IPFV;IND;PL;3;PRS;FIN;ACT
palatinat	παλατινάτου	palatinat	παλατίνατος	N;MASC;SG	PROPN;GEN;MASC;SG
noces	γάμο	noce	γάμος	N;FEM;PL	N;NOM;NEUT;SG
noces	γάμος	noce	γάμος	N;FEM;PL	N;NOM;MASC;SG
poméranie	πομερανία	poméranie	πομερανία	N;FEM;SG	PROPN;ACC;FEM;SG
sylvie	σίλβια	sylvie	σίλβια	PROPN	N;NOM;FEM;SG
sylvie	σύλβια	sylvie	σύλβια	PROPN	N;NOM;FEM;SG
sylvie	ντέιβιντ	sylvie	ντέιβιντ	PROPN	
sylvie	david	sylvie	david	PROPN	
sylvie	νταβίντ	sylvie	νταβίντ	PROPN	
sylvie	δαβίδ	sylvie	δαβίδ	PROPN	N;NOM;MASC;SG
sylvie	sylvie	sylvie	sylvie	PROPN	
sylvie	σούζαν	sylvie	σούζαν	PROPN	
sylvie	susan	sylvie	susan	PROPN	
posthume	μεταθανάτια	posthume	μεταθανάτιος	ADJ;MASC;SG	PROPN;NOM;FEM;SG
posthume	μεταθανάτια	posthume	μεταθανάτιος	ADJ;MASC;SG	PROPN;NOM;FEM;SG
wolfgang	βόλφγκανγκ	wolfgang	βόλφγκανγκ	PROPN	
reçoivent	λάβετε	recevoir	λαμβάνω	V;IND;PL;3;PRS;FIN	V;PFV;IMP;PL;2;FIN;ACT
bal	bal	bal	bal	N;MASC;SG	
câble	καλώδια	câble	καλώδι	N;MASC;SG	N;NOM;NEUT;PL
câble	καλωδιακή	câble	καλωδιακός	N;MASC;SG	ADJ;NOM;FEM;SG
lost	χάθηκε	lost	χάνω	PROPN	V;PFV;IND;SG;3;PST;FIN;PASS
lost	χαμένος	lost	χαμένος	PROPN	V;PFV;NOM;MASC;SG;V.PTCP;PASS
lost	χάσαμε	lost	χάνω	PROPN	V;PFV;IND;PL;1;PST;FIN;ACT
lost	χαμένη	lost	χαμένος	PROPN	V;PFV;NOM;FEM;SG;V.PTCP;PASS
lost	χάσει	lost	χάνω	PROPN	V;PFV;NFIN;ACT
lost	χαμένοι	lost	χάνω	PROPN	V;PFV;NOM;MASC;PL;V.PTCP;PASS
johan	γιόχαν	johan	γίοχας	PROPN	
cbs	κτ	cbs	κτ	PROPN	N
cbs	cbs	cbs	cbs	PROPN	
exercer	εξάσκηση	exercer	εξάσκηση	V;NFIN	N;ACC;FEM;SG
irlandaise	ιρλανδικά	irlandais	ιρλανδικά	ADJ;FEM;SG	ADV
irlandaise	ιρλανδοί	irlandais	ιρλανδός	ADJ;FEM;SG	PROPN;NOM;MASC;PL
irlandaise	irish	irlandais	irish	ADJ;FEM;SG	
irlandaise	ιρλανδός	irlandais	ιρλανδός	ADJ;FEM;SG	N;NOM;MASC;SG
escadre	wing	escadre	wing	N;FEM;SG	
slovénie	σλοβενία	slovénie	σλοβενία	ADJ;FEM;SG	PROPN;ACC;FEM;SG
piliers	κολόνα	pilier	κολόνας	N;MASC;PL	N;NOM;FEM;SG
piliers	πυλώνας	pilier	πυλώνας	N;MASC;PL	N;NOM;MASC;SG
piliers	πυλώνα	pilier	πυλώνας	N;MASC;PL	N;ACC;MASC;SG
talents	ταλέντο	talent	ταλέντος	N;MASC;PL	N;NOM;NEUT;SG
diplomatique	διπλωματικά	diplomatique	διπλωματικά	ADJ;MASC;SG	ADV
doux	γλυκό	doux	γλυκό	ADJ;MASC;SG	N;NOM;NEUT;SG
doux	γλυκά	doux	γλυκά	ADJ;MASC;SG	N;NOM;NEUT;PL
doux	γλυκιά	doux	γλυκιά	ADJ;MASC;SG	N;NOM;FEM;SG
doux	ήπιες	doux	ήπιος	ADJ;MASC;SG	ADJ;NOM;FEM;PL
doux	απαλά	doux	απαλός	ADJ;MASC;SG	N;NOM;NEUT;PL
doux	μαλακά	doux	μαλακά	ADJ;MASC;SG	N;NOM;NEUT;PL
capables	ικανός	capable	ικανός	ADJ;MASC;PL	ADJ;NOM;MASC;SG
capables	ικανό	capable	ικανός	ADJ;MASC;PL	ADJ;NOM;NEUT;SG
capables	ικανή	capable	ικανός	ADJ;MASC;PL	ADJ;NOM;FEM;SG
romaines	ρωμαϊκό	romain	ρωμαϊκός	ADJ;FEM;PL	ADJ;NOM;NEUT;SG
romaines	ρωμαϊκή	romain	ρωμαϊκός	ADJ;FEM;PL	ADJ;NOM;FEM;SG
romaines	ρωμαίος	romain	ρωμαίος	ADJ;FEM;PL	PROPN;NOM;MASC;SG
romaines	ρόμαν	romain	ρόμα	ADJ;FEM;PL	
achevé	ολοκληρώθηκαν	achever	ολοκληρώνω	V;MASC;SG;PST;V.PTCP	V;PFV;IND;PL;3;PST;FIN;PASS
achevé	ολοκληρωμένα	achever	ολοκληρώνω	V;MASC;SG;PST;V.PTCP	V;PFV;NOM;NEUT;PL;V.PTCP;PASS
joint	άρθρωση	joindre	άρθρωση	V;MASC;SG;PST;V.PTCP	N;ACC;FEM;SG
immédiate	αμεσα	immédiat	αμεσα	ADJ;FEM;SG	ADV
nigeria	νιγηρίας	nigeria	νιγηρία	PROPN	PROPN;GEN;FEM;SG
nigeria	νιγηρία	nigeria	νιγηρία	PROPN	PROPN;ACC;FEM;SG
lou	λου	lou	λου		
lou	lou	lou	lou		
gaulois	γαλατία	gaulois	γαλατία	ADJ;MASC;SG	N;ACC;FEM;SG
gaulois	gaulois	gaulois	gaulois	ADJ;MASC;SG	
gaulois	γαλάτες	gaulois	γαλάτης	ADJ;MASC;SG	N;NOM;MASC;PL
émilie	έμιλυ	émilie	έμιλος	PROPN	PROPN;NOM;FEM;SG
émilie	έμιλι	émilie	έμιλι	PROPN	PROPN;NOM;FEM;SG
émilie	emily	émilie	emily	PROPN	
convaincu	πεπεισμένος	convaincre	πεπεισμένος	V;MASC;SG;PST;V.PTCP	ADJ;NOM;MASC;SG
nacional	nacional	nacional	nacional	PROPN	
malades	άρρωστος	malade	άρρωστος	N;MASC;PL	ADJ;NOM;MASC;SG
malades	άρρωστος	malade	άρρωστος	N;MASC;PL	ADJ;NOM;MASC;SG
malades	άρρωστοι	malade	άρρωστος	N;MASC;PL	ADJ;NOM;MASC;PL
malades	άρρωστη	malade	άρρωστος	N;MASC;PL	ADJ;NOM;FEM;SG
malades	άρρωστο	malade	άρρωστος	N;MASC;PL	ADJ;NOM;NEUT;SG
leonard	λέοναρντ	leonard	λέοναρντ	PROPN	PROPN;NOM;MASC;SG
leonard	leonard	leonard	leonard	PROPN	
hainaut	hainaut	hainer	hainaut	N;MASC;SG	
dérive	παρασύρεται	dérive	παρασύρω	N;FEM;SG	V;IPFV;IND;SG;3;PRS;FIN;PASS
eurovision	eurovision	eurovision	eurovision	N;FEM;SG	
juges	κριτές	juge	κριτός	N;MASC;PL	NUM;NOM;MASC;PL
hms	hms	hm	hms	N;MASC;SG	
keith	κηθ	keith	κηθ	PROPN	N
keith	keith	keith	keith	PROPN	
keith	κιθ	keith	κιθ	PROPN	
dommages	ζημία	dommage	ζημία	N;MASC;PL	N;ACC;FEM;SG
dommages	βλάβη	dommage	βλάβη	N;MASC;PL	N;ACC;FEM;SG
dommages	ζημιά	dommage	ζημιά	N;MASC;PL	N;ACC;FEM;SG
organique	οργανικά	organique	οργανικά	ADJ;MASC;SG	ADV
organique	βιολογικά	organique	βιολογικά	ADJ;MASC;SG	ADV
organique	οργανικές	organique	οργανικός	ADJ;MASC;SG	ADJ;NOM;FEM;PL
impôt	φόρους	impôt	φόρος	N;MASC;SG	N;ACC;MASC;PL
impôt	φόροι	impôt	φόρος	N;MASC;SG	N;NOM;MASC;PL
bombardement	βομβαρδισμοί	bombardement	βομβαρδισμός	N;MASC;SG	N;NOM;MASC;PL
guadeloupe	γουαδελούπη	guadeloupe	γουαδελούπος	N;FEM;SG	PROPN;NOM;FEM;SG
violoncelle	τσέλο	violoncelle	τσέλο	N;MASC;SG	
impliqué	εμπλέκεται	impliquer	εμπλέκω	V;MASC;SG;PST;V.PTCP	V;IPFV;IND;SG;3;PRS;FIN;PASS
ancêtre	προγόνων	ancêtre	προγόνο	N;MASC;SG	N;GEN;NEUT;PL
memorial	μνημείο	memorial	μνημείο	PROPN	N;NOM;NEUT;SG
memorial	μεμόριαλ	memorial	μεμόριαλ	PROPN	N;NOM;NEUT;SG
sfondo	sfondo	sfondo	sfondo	PROPN	
bros	αδέρφια	bros	αδέρφι	PROPN	N;NOM;NEUT;PL
bros	bros	bros	bros	PROPN	
demain	αυριο	demain	αυριο	ADV	N;VOC;FEM;SG
nasa	nasa	nasa	nasa	N;FEM;SG	
mensuel	μηνιαίως	mensuel	μηνιαίως	ADJ;MASC;SG	ADV
mensuel	μηνιαίες	mensuel	μηνιαίος	ADJ;MASC;SG	ADJ;NOM;FEM;PL
mensuel	μηνιαίο	mensuel	μηνιαίος	ADJ;MASC;SG	N;NOM;NEUT;SG
équipée	εξοπλισμένοι	équiper	εξοπλίζω	V;FEM;SG;PST;V.PTCP	V;PFV;NOM;MASC;PL;V.PTCP;PASS
équipée	εξοπλισμένα	équiper	εξοπλισμένος	V;FEM;SG;PST;V.PTCP	V;PFV;NOM;NEUT;PL;V.PTCP;PASS
dakar	ντακάρ	dakar	ντακάρ	PROPN	PROPN;NOM;NEUT;SG
profond	βαθύς	profond	βαθύς	ADJ;MASC;SG	N;NOM;MASC;SG
profond	βαθιά	profond	βαθύς	ADJ;MASC;SG	ADV
profond	βαθύ	profond	βαθύς	ADJ;MASC;SG	N;NOM;NEUT;SG
profond	βαθύ	profond	βαθύς	ADJ;MASC;SG	N;NOM;NEUT;SG
occitan	οξιτανικά	occitan	οξιτανικά	N;MASC;SG	ADJ;NOM;NEUT;PL
spécialisés	εξειδικευμένο	spécialiser	εκειδικεύω	V;MASC;PL;PST;V.PTCP	V;PFV;NOM;NEUT;SG;V.PTCP;PASS
spécialisés	εξειδικευμένη	spécialiser	εκειδικεύω	V;MASC;PL;PST;V.PTCP	V;PFV;NOM;FEM;SG;V.PTCP;PASS
systématiquement	συστηματικές	systématiquement	συστηματικός	ADV	ADJ;NOM;FEM;PL
systématiquement	συστηματικό	systématiquement	συστηματικός	ADV	ADJ;NOM;NEUT;SG
systématiquement	συστηματική	systématiquement	συστηματικός	ADV	ADJ;NOM;FEM;SG
protéines	πρωτεΐνη	protéine	πρωτεύνω	N;FEM;PL	N;NOM;FEM;SG
récent	πρόσφατα	récent	πρόσφατα	ADJ;MASC;SG	ADV
récent	προσφάτως	récent	προσφάτως	ADJ;MASC;SG	ADV
récent	πρόσφατα	récent	πρόσφατα	ADJ;MASC;SG	ADV
récent	πρόσφατο	récent	πρόσφατος	ADJ;MASC;SG	N;NOM;NEUT;SG
récent	πρόσφατες	récent	πρόσφατα	ADJ;MASC;SG	ADJ;NOM;FEM;PL
accompagnée	συνοδεύεται	accompagner	συνοδεύω	V;FEM;SG;PST;V.PTCP	V;IPFV;IND;SG;3;PRS;FIN;PASS
accompagnée	συνοδεύονται	accompagner	συνοδεύω	V;FEM;SG;PST;V.PTCP	V;IPFV;IND;PL;3;PRS;FIN;PASS
accompagnée	συνοδευόμενη	accompagner	συνοδευόμενος	V;FEM;SG;PST;V.PTCP	ADJ;NOM;FEM;SG
hollandais	ολλανδός	hollandais	ολλανδός	ADJ;MASC;SG	PROPN;NOM;MASC;SG
hollandais	ολλανδικά	hollandais	ολλανδικά	ADJ;MASC;SG	ADV
hollandais	ντατς	hollandais	ντατς	ADJ;MASC;SG	N
intéressé	ενδιαφέρεται	intéresser	ενδιαφέρω	V;MASC;SG;PST;V.PTCP	V;IPFV;IND;SG;3;PRS;FIN;PASS
intéressé	ενδιαφέρομαι	intéresser	ενδιαφέρομαι	V;MASC;SG;PST;V.PTCP	V;IPFV;IND;SG;1;PRS;FIN;PASS
intéressé	ενδιαφέρονται	intéresser	ενδιαφέρω	V;MASC;SG;PST;V.PTCP	V;IPFV;IND;PL;3;PRS;FIN;PASS
intéressé	ενδιαφερόμενα	intéresser	ενδιαφερόμενος	V;MASC;SG;PST;V.PTCP	ADJ;NOM;NEUT;PL
betty	μπέτι	betty	μπέτι	INTJ	
betty	μπέτυ	betty	μπέτυ	INTJ	N;NOM;FEM;SG
betty	betty	betty	betty	INTJ	
haye	χάγη	haye	χάγη	N;FEM;SG	PROPN;ACC;FEM;SG
rochefort	ροσφόρ	rochefort	ροσφόρ	N;MASC;SG	
martinique	μαρτινίκα	martinique	μαρτινίκα	ADJ;MASC;SG	PROPN;NOM;FEM;SG
esp	εσκ	esp	εσκ		N
esp	πιλ	esp	πιλ		N
esp	esp	esp	esp		
mathématique	μαθηματικά	mathématique	μαθηματικά	ADJ;MASC;SG	ADV
mathématique	μαθηματικά	mathématique	μαθηματικά	ADJ;MASC;SG	ADV
ita	ita	ita	ita		
baccalauréat	baccalauréat	baccalauréat	baccalauréat	N;MASC;SG	
baccalauréat	μπάτσελορ	baccalauréat	μπάτσελορ	N;MASC;SG	
baccalauréat	εργένης	baccalauréat	εργένη	N;MASC;SG	ADJ;NOM;MASC;SG
gonzález	γκονζάλες	gonzáler	γκονζάλας	PROPN	N;NOM;MASC;PL
wikidata	wikidata	wikidata	wikidata	N;MASC;SG	N;NOM;NEUT;PL
dialogues	διάλογο	dialogue	διάλογος	N;MASC;PL	N;ACC;MASC;SG
dialogues	διάλογος	dialogue	διάλογος	N;MASC;PL	N;NOM;MASC;SG
appliquée	εφαρμόζεται	appliquer	εφαρμόζω	V;FEM;SG;PST;V.PTCP	V;IPFV;IND;SG;3;PRS;FIN;PASS
appliquée	εφαρμοζόμενη	appliquer	εφαρμοζόμενος	V;FEM;SG;PST;V.PTCP	ADJ;NOM;FEM;SG
passes	περνάει	passe	περνώ	N;FEM;PL	V;IPFV;IND;SG;3;PRS;FIN;ACT
atlético	ατλέτικο	atlético	ατλέτικο	N;MASC;SG	
mesurer	μέτρησης	mesurer	μέτρηση	V;NFIN	N;GEN;FEM;SG
mesurer	μέτρηση	mesurer	μέτρηση	V;NFIN	N;NOM;FEM;SG
mesurer	μετρήσεις	mesurer	μέτρηση	V;NFIN	N;NOM;FEM;PL
mesurer	μέτρηση	mesurer	μέτρηση	V;NFIN	N;NOM;FEM;SG
mesurer	μέτρο	mesurer	μέτρο	V;NFIN	N;NOM;NEUT;SG
joachim	joa	joachim	joa	PROPN	
gallois	welsh	gallois	welsh	ADJ;MASC;SG	
jupiter	δία	jupiter	δία	PROPN	N;VOC;MASC;SG
jupiter	δίας	jupiter	δία	PROPN	PROPN;NOM;MASC;SG
protestante	προτεστάντες	protestant	προτεστάν	ADJ;FEM;SG	N;NOM;MASC;PL
wwe	wwe	wwe	wwe	PROPN	
grace	γκρέις	grace	γκρέι	N;FEM;SG	PROPN;NOM;FEM;SG
précipitations	κατακρήμνιση	précipitation	κατακρήμνιση	N;FEM;PL	N;ACC;FEM;SG
marianne	μάριαν	marianne	μάριαν	ADJ;FEM;SG	V;IPFV;IND;PL;3;PST;FIN;ACT
marianne	μαριάννα	marianne	μαριάννα	ADJ;FEM;SG	PROPN;NOM;FEM;SG
marianne	μαριάν	marianne	μαριάν	ADJ;FEM;SG	N
bohême	βοημία	bohême	βοημία	ADJ;MASC;SG	PROPN;ACC;FEM;SG
bohême	μποέμ	bohême	μποέμ	ADJ;MASC;SG	
paire	ζεύγη	paire	ζεύγος	N;FEM;SG	N;NOM;NEUT;PL
santos	santos	santo	santos	PROPN	
santos	σάντος	santo	σάντος	PROPN	
tombes	γκρέιβς	tombe	γκρέια	N;FEM;PL	PROPN;NOM;MASC;SG
tombes	τάφος	tombe	τάφος	N;FEM;PL	N;NOM;MASC;SG
tombes	τάφο	tombe	τάφος	N;FEM;PL	N;ACC;MASC;SG
adolf	αδόλφος	adolf	αδόλφος	PROPN	N;NOM;MASC;SG
récents	πρόσφατα	récent	πρόσφατα	ADJ;MASC;PL	ADV
récents	πρόσφατο	récent	πρόσφατος	ADJ;MASC;PL	N;NOM;NEUT;SG
récents	πρόσφατη	récent	πρόσφατος	ADJ;MASC;PL	ADJ;NOM;FEM;SG
réservoir	τανκ	réservoir	τανκ	N;MASC;SG	
approfondir	εμβάθυνση	approfondir	εμβάθυνση	V;NFIN	N;ACC;FEM;SG
linda	λίντα	linda	λίντα	PROPN	PROPN;NOM;FEM;SG
missile	πυραύλων	missile	πύραυλος	N;MASC;SG	N;GEN;MASC;PL
utiles	χρήσιμο	utile	χρήσιμο	ADJ;MASC;PL	ADJ;NOM;NEUT;SG
utiles	χρήσιμη	utile	χρήσιμος	ADJ;MASC;PL	ADJ;NOM;FEM;SG
utiles	χρήσιμος	utile	χρήσιμος	ADJ;MASC;PL	ADJ;NOM;MASC;SG
utiles	χρήσιμο	utile	χρήσιμο	ADJ;MASC;PL	ADJ;NOM;NEUT;SG
utiles	χρήσιμη	utile	χρήσιμος	ADJ;MASC;PL	ADJ;NOM;FEM;SG
glasgow	γλασκώβη	glasgow	γλασκώβης	PROPN	PROPN;NOM;FEM;SG
écoute	ακούγοντας	écoute	ακούω	N;FEM;SG	V;IPFV;V.CVB;ACT
harrison	χάρισον	harrison	χάρισον	PROPN	
harrison	harrison	harrison	harrison	PROPN	
wallonie	βαλλονία	wallonie	βαλλονία	N;FEM;SG	PROPN;NOM;FEM;SG
représentés	εκπροσωπείται	représenter	εκπροσωπώ	V;MASC;PL;PST;V.PTCP	V;IPFV;IND;SG;3;PRS;FIN;PASS
représentés	εκπροσωπούνται	représenter	εκπροσωπώ	V;MASC;PL;PST;V.PTCP	V;IPFV;IND;PL;3;PRS;FIN;PASS
richelieu	ρισελιέ	richelieu	ρισελιά	N;MASC;SG	PROPN;NOM;MASC;SG
boxeur	μπόξερ	boxeur	μπόξερ	N;MASC;SG	
boxeur	μποξέρ	boxeur	μποξέρ	N;MASC;SG	
boxeur	μαχητικό	boxeur	μαχητικός	N;MASC;SG	ADJ;NOM;NEUT;SG
boxeur	μαχητής	boxeur	μαχητής	N;MASC;SG	ADJ;NOM;MASC;SG
parisiens	παριζιάνοι	parisien	παριζιάνος	ADJ;MASC;PL	N;NOM;MASC;SG
qualifiée	ικανός	qualifier	ικανός	V;FEM;SG;PST;V.PTCP	ADJ;NOM;MASC;SG
qualifiée	προσόντα	qualifier	προσόν	V;FEM;SG;PST;V.PTCP	N;NOM;NEUT;PL
fifa	fifa	fif	fifa	N;FEM;SG	
finance	χρηματοοικονομικά	finance	χρηματοοικονομικά	N;FEM;SG	ADV
finance	οικονομικών	finance	οικονομικός	N;FEM;SG	ADJ;GEN;FEM;PL
vedette	star	vedette	star	N;FEM;SG	
vedette	σταρ	vedette	σταρ	N;FEM;SG	
vedette	προτεινόμενα	vedette	προτεινόμενος	N;FEM;SG	V;PFV;NOM;NEUT;PL;V.PTCP;PASS
critère	κριτήρια	critère	κριτήριο	N;MASC;SG	N;NOM;NEUT;PL
stanislas	stanislas	stanislas	stanislas	PROPN	
tensions	ένταση	tension	ένταση	N;FEM;PL	N;ACC;FEM;SG
lucie	lucie	lucie	lucie	PROPN	
lucie	λούση	lucie	λούση	PROPN	N;NOM;FEM;SG
lucie	λούσυ	lucie	λούσυ	PROPN	PROPN;NOM;MASC;SG
lucie	λούσι	lucie	λούσι	PROPN	PROPN;NOM;FEM;SG
lucie	λουσία	lucie	λουσία	PROPN	PROPN;NOM;FEM;SG
rica	ρίκα	rica	ρίκα	PROPN	
casse	διαλείμματα	casse	διάλειμμα	N;FEM;SG	N;NOM;NEUT;PL
casse	σπάει	casse	σπάω	N;FEM;SG	V;IPFV;IND;SG;3;PRS;FIN;ACT
bête	τέρας	bête	τέρας	ADJ;FEM;SG	N;NOM;NEUT;SG
bête	θηρίο	bête	θηρίο	ADJ;FEM;SG	N;NOM;NEUT;SG
bête	κτήνος	bête	κτήνος	ADJ;FEM;SG	N;NOM;MASC;SG
impôts	φόρου	impôt	φόρος	N;MASC;PL	N;GEN;MASC;SG
impôts	φόρος	impôt	φόρος	N;MASC;PL	N;NOM;MASC;SG
brigitte	μπρίτζετ	brigitte	μπρίτζετ	N;FEM;SG	
brigitte	μπριζίτ	brigitte	μπριζίτ	N;FEM;SG	
adapter	προσαρμογή	adapter	προσαρμογή	V;NFIN	N;NOM;FEM;SG
adapter	προσαρμογή	adapter	προσαρμογή	V;NFIN	N;NOM;FEM;SG
bull	bull	bull	bull	PROPN	
bull	ταύρος	bull	ταύρος	PROPN	N;NOM;MASC;SG
bull	ταύρο	bull	ταύρο	PROPN	N;ACC;MASC;SG
bull	μπουλ	bull	μπουλ	PROPN	NUM
craig	craig	craig	craig	PROPN	
craig	κρεγκ	craig	κρεγκ	PROPN	
évalué	ονομαστική	évaluer	ονομαστικός	V;MASC;SG;PST;V.PTCP	ADJ;NOM;FEM;SG
évalué	αξιολογήθηκαν	évaluer	αξιολογώ	V;MASC;SG;PST;V.PTCP	V;PFV;IND;PL;3;PST;FIN;PASS
saintes	αγίων	saint	άγιος	ADJ;FEM;PL	N;GEN;NEUT;PL
saintes	άγιο	saint	άγιος	ADJ;FEM;PL	N;NOM;MASC;SG
saintes	ιερό	saint	ιερός	ADJ;FEM;PL	N;NOM;NEUT;SG
saintes	ιερά	saint	ιερός	ADJ;FEM;PL	ADV
rond	στρογγυλά	rond	στρογγυλά	N;MASC;SG	N;NOM;NEUT;PL
rond	στρογγυλή	rond	στρογγυλή	N;MASC;SG	ADJ;NOM;FEM;SG
bnf	bnf	bnf	bnf	N;FEM;SG	
rudolf	ρούντολφ	rudolf	ρούντολφ	PROPN	PROPN;NOM;MASC;SG
linux	linux	linux	linux	N;MASC;SG	
celtique	κέλτικο	celtique	κέλτικος	ADJ;MASC;SG	N;NOM;NEUT;SG
