der	os	der	o	DET;NOM;DEF;MASC;SG	PRO;ACC;MASC;PL;3
regelmäßig	regularmente	regelmäßig	regularmente	ADJ	ADV
regelmäßig	periodicamente	regelmäßig	periodicamente	ADJ	ADV
regelmäßig	periódico	regelmäßig	periódico	ADJ	N;MASC;SG
regelmäßig	periódica	regelmäßig	periódico	ADJ	N;FEM;SG
regelmäßig	periódicos	regelmäßig	periódico	ADJ	N;MASC;PL
junge	garoto	jung	garoto	ADJ;NOM;FEM;PL	N;MASC;SG
junge	boy	jung	boy	ADJ;NOM;FEM;PL	N;MASC;SG
junge	moço	jung	moço	ADJ;NOM;FEM;PL	N;MASC;SG
junge	rapaz	jung	rapaz	ADJ;NOM;FEM;PL	N;MASC;SG
junge	menino	jung	menino	ADJ;NOM;FEM;PL	N;MASC;SG
junge	young	jung	young	ADJ;NOM;FEM;PL	N;MASC;SG
junge	jovem	jung	jovem	ADJ;NOM;FEM;PL	ADJ;MASC;SG
junge	jovens	jung	jovem	ADJ;NOM;FEM;PL	N;MASC;PL
junge	junge	jung	junge	ADJ;NOM;FEM;PL	N;FEM;SG
junge	garoto	jung	garoto	ADJ;NOM;FEM;PL	N;MASC;SG
junge	moleque	jung	moleque	ADJ;NOM;FEM;PL	N;MASC;SG
junge	miúdo	jung	miúdo	ADJ;NOM;FEM;PL	N;MASC;SG
junge	kid	jung	kid	ADJ;NOM;FEM;PL	N;MASC;SG
eltern	paternidade	eltern	paternidade		N;FEM;SG
eltern	pais	eltern	pai		N;MASC;PL
eltern	pais	eltern	pai		N;MASC;PL
eltern	parental	eltern	parental		N;MASC;SG
sprachen	linguas	sprechen	lingua	V;FIN	N;FEM;PL
sprachen	idiomas	sprechen	idiomo	V;FIN	N;MASC;PL
sprachen	línguas	sprechen	língua	V;FIN	N;FEM;PL
sprachen	língua	sprechen	língua	V;FIN	N;FEM;SG
sprachen	idioma	sprechen	idioma	V;FIN	N;MASC;SG
sprachen	linguagem	sprechen	linguagem	V;FIN	N;FEM;SG
internet	internet	internet	internet		N;FEM;SG
folgt	siga	folgen	siga	V;IND;SG;3;PRS;FIN	V;SBJV;SG;3;PRS;FIN
folgt	sigam	folgen	seguir	V;IND;SG;3;PRS;FIN	V;SBJV;PL;3;PRS;FIN
folgt	follow	folgen	follow	V;IND;SG;3;PRS;FIN	N;MASC;SG
ländern	lander	ländern	lander	N;PL	N;FEM;SG
größe	tamanhos	groß	tamanho	N;NOM;FEM;SG	N;MASC;PL
start	comece	Start	começar	PROPN	V;SBJV;SG;3;PRS;FIN
start	comecem	Start	começar	PROPN	V;SBJV;PL;3;PRS;FIN
start	iniciar	Start	iniciar	PROPN	V;NFIN
start	começa	Start	começar	PROPN	V;IND;SG;3;PRS;FIN
start	início	Start	início	PROPN	N;MASC;SG
start	começar	Start	começar	PROPN	V;NFIN
start	descolagem	Start	descolagem	PROPN	N;FEM;SG
start	decolagem	Start	decolagem	PROPN	N;FEM;SG
start	inicialização	Start	inicialização	PROPN	N;FEM;SG
start	arranque	Start	arranque	PROPN	N;MASC;SG
start	lançando	Start	lançar	PROPN	V;V.MSDR
start	lançamento	Start	lançamento	PROPN	N;MASC;SG
start	lançar	Start	lançar	PROPN	V;NFIN
start	lançamento	Start	lançamento	PROPN	N;MASC;SG
weltweit	worldwide	weltweit	worldwide	ADJ	N;MASC;SG
weltweit	mundialmente	weltweit	mundialmente	ADJ	ADV
weltweit	world	weltweit	world	ADJ	N;MASC;SG
weltweit	mundo	weltweit	mundo	ADJ	N;MASC;SG
weltweit	globo	weltweit	globo	ADJ	N;MASC;SG
weltweit	globe	weltweit	globe	ADJ	N;MASC;SG
weltweit	globalmente	weltweit	globalmente	ADJ	ADV
katholische	católico	katholisch	católico	ADJ;NOM;FEM;PL	N;MASC;SG
katholische	católicas	katholisch	católico	ADJ;NOM;FEM;PL	N;FEM;PL
katholische	católicos	katholisch	católico	ADJ;NOM;FEM;PL	N;MASC;PL
katholische	catolicismo	katholisch	catolicismo	ADJ;NOM;FEM;PL	N;MASC;SG
katholische	católica	katholisch	católico	ADJ;NOM;FEM;PL	N;FEM;SG
hauptstadt	capitol	hauptstadt	capitol	ADJ	N;MASC;SG
hauptstadt	capitólio	hauptstadt	capitólio	ADJ	N;MASC;SG
hauptstadt	capitais	hauptstadt	capital	ADJ	N;MASC;PL
hauptstadt	capital	hauptstadt	capital	ADJ	N;MASC;SG
abschluss	fechamento	abschließen	fechamento	ADV	N;MASC;SG
abschluss	encerramento	abschließen	encerramento	ADV	N;MASC;SG
abschluss	completação	abschließen	completação	ADV	N;FEM;SG
abschluss	finalização	abschließen	finalização	ADV	N;FEM;SG
abschluss	conclusão	abschließen	conclusão	ADV	N;FEM;SG
abschluss	licenciatura	abschließen	licenciatura	ADV	N;FEM;SG
abschluss	graduação	abschließen	graduação	ADV	N;FEM;SG
abschluss	graduado	abschließen	graduar	ADV	V;MASC;SG;V.PTCP
abschluss	formatura	abschließen	formatura	ADV	N;FEM;SG
abschluss	graduação	abschließen	graduação	ADV	N;FEM;SG
abschluss	conclusão	abschließen	conclusão	ADV	N;FEM;SG
hielt	duraram	halten	durar	V;IND;SG;3;PST;FIN	V;IND;PL;3;FIN
vorher	prior	vorher	prior	ADV	N;MASC;SG
kannst	pode	können	poder	V;IND;SG;2;PRS;FIN	V;IND;SG;3;PRS;FIN
kannst	podem	können	poder	V;IND;SG;2;PRS;FIN	V;IND;PL;3;PRS;FIN
kannst	lata	können	lata	V;IND;SG;2;PRS;FIN	N;FEM;SG
kannst	can	können	can	V;IND;SG;2;PRS;FIN	N;MASC;SG
friedhof	cemitério	friedhof	cemitério	ADJ	N;MASC;SG
friedhof	cemitério	friedhof	cemitério	ADJ	N;MASC;SG
philipp	phillip	philipp	phillip	PROPN;NOM;MASC;SG	N;MASC;SG
philipp	filipe	philipp	filipe	PROPN;NOM;MASC;SG	N;MASC;SG
philipp	felipe	philipp	felipe	PROPN;NOM;MASC;SG	N;MASC;SG
philipp	filipe	philipp	filipe	PROPN;NOM;MASC;SG	N;MASC;SG
philipp	philipp	philipp	philipp	PROPN;NOM;MASC;SG	N;MASC;SG
philipp	philippe	philipp	philippe	PROPN;NOM;MASC;SG	N;MASC;SG
philipp	filipe	philipp	filipe	PROPN;NOM;MASC;SG	N;MASC;SG
metern	metro	metern	metro	ADJ	N;MASC;SG
metern	contadores	metern	contador	ADJ	N;MASC;PL
metern	metros	metern	metro	ADJ	N;MASC;PL
metern	medidores	metern	medidor	ADJ	N;MASC;PL
metern	metros	metern	metro	ADJ	N;MASC;PL
lehrer	tutor	lehr	tutor	ADJ	N;MASC;SG
lehrer	instrutor	lehr	instrutor	ADJ	N;MASC;SG
lehrer	instrutora	lehr	instrutora	ADJ	N;FEM;SG
lehrer	professoras	lehr	professora	ADJ	N;FEM;PL
lehrer	professores	lehr	professor	ADJ	N;MASC;PL
lehrer	professora	lehr	professora	ADJ	N;FEM;SG
lehrer	professor	lehr	professor	ADJ	N;MASC;SG
würden	iria	werden	ir	V;SBJV;PL;3;PST;FIN	V;COND;SG;3;FIN
würden	faria	werden	fazer	V;SBJV;PL;3;PST;FIN	V;COND;SG;3;FIN
betrug	fraude	betragen	fraude	V;IND;SG;3;PST;FIN	N;FEM;SG
betrug	fraudes	betragen	fraude	V;IND;SG;3;PST;FIN	N;FEM;PL
betrug	decepção	betragen	decepção	V;IND;SG;3;PST;FIN	N;FEM;SG
betrug	engano	betragen	engano	V;IND;SG;3;PST;FIN	N;MASC;SG
betrug	fraudes	betragen	fraude	V;IND;SG;3;PST;FIN	N;FEM;PL
betrug	fraudes	betragen	fraude	V;IND;SG;3;PST;FIN	N;FEM;PL
betrug	esquema	betragen	esquema	V;IND;SG;3;PST;FIN	N;MASC;SG
kopf	head	kopfen	head		N;MASC;SG
kopf	cabeça	kopfen	cabeça		N;FEM;SG
kopf	cabeças	kopfen	cabeça		N;FEM;PL
kopf	cabeças	kopfen	cabeça		N;FEM;PL
kopf	chefes	kopfen	chefe		N;MASC;PL
kopf	capita	kopfen	capita		N;MASC;SG
kopf	habitante	kopfen	habitante		N;MASC;SG
auftrag	encomendar	auftragen	encomendar	N;MASC;SG	V;NFIN
zusammenarbeit	colaborações	zusammenarbeit	colaboração	ADJ	N;FEM;PL
zusammenarbeit	colaboração	zusammenarbeit	colaboração	ADJ	N;FEM;SG
zusammenarbeit	cooperação	zusammenarbeit	cooperação	ADJ	N;FEM;SG
verlor	perdi	verlieren	perder	V;IND;SG;3;PST;FIN	V;IND;SG;1;PST;FIN
verlor	lost	verlieren	lost	V;IND;SG;3;PST;FIN	N;MASC;SG
verlor	perdidos	verlieren	perder	V;IND;SG;3;PST;FIN	V;MASC;PL;V.PTCP
denke	pensamento	denken	pensamento		N;MASC;SG
denke	pensando	denken	pensar		V;V.MSDR
denke	pensar	denken	pensar		V;NFIN
denke	pensando	denken	pensar		V;V.MSDR
denke	pense	denken	pensar		V;SBJV;SG;3;PRS;FIN
denke	pensem	denken	pensar		V;SBJV;PL;3;PRS;FIN
denke	pensa	denken	pensar		V;IND;SG;3;PRS;FIN
denke	pensar	denken	pensar		V;NFIN
größere	maior	groß	grande	ADJ;NOM;FEM;PL	ADJ;MASC;SG
größere	maior	groß	grande	ADJ;NOM;FEM;PL	ADJ;MASC;SG
größere	maior	groß	grande	ADJ;NOM;FEM;PL	ADJ;MASC;SG
überwiegend	principalmente	überwiegend	principalmente	ADJ	ADV
überwiegend	principalmente	überwiegend	principalmente	ADJ	ADV
überwiegend	predominantemente	überwiegend	predominantemente	ADJ	ADV
usw	etc	usw	etc		ADV
bundesliga	bundesliga	bundesliga	bundesliga	ADJ	N;FEM;SG
teilen	compartilhamento	teilen	compartilhamento	V;NFIN	N;MASC;SG
teilen	partilha	teilen	partilha	V;NFIN	N;FEM;SG
teilen	partilha	teilen	partilha	V;NFIN	N;FEM;SG
teilen	compartilhamento	teilen	compartilhamento	V;NFIN	N;MASC;SG
teilen	split	teilen	split	V;NFIN	N;MASC;SG
teilen	divida	teilen	divida	V;NFIN	N;FEM;SG
versionen	libera	versionen	liberar	N;NOM;FEM;PL	V;IND;SG;3;PRS;FIN
lesen	leitura	lesen	leitura	V;NFIN	N;FEM;SG
daniel	daniel	daniel	daniel	PROPN;NOM;MASC;SG	N;MASC;SG
rot	apodrecer	rot	apodrecer	ADJ	V;NFIN
rot	podridão	rot	podridão	ADJ	N;FEM;SG
rot	vermelhas	rot	vermelho	ADJ	N;FEM;PL
rot	vermelha	rot	vermelho	ADJ	N;FEM;SG
rot	vermelho	rot	vermelho	ADJ	N;MASC;SG
rot	vermelhos	rot	vermelho	ADJ	N;MASC;PL
rot	red	rot	red	ADJ	N;MASC;SG
eindeutig	claramente	eindeutig	claramente	ADJ	ADV
turm	torre	turm	torre	ADJ	N;FEM;SG
turm	tower	turm	tower	ADJ	N;MASC;SG
turm	torre	turm	torre	ADJ	N;FEM;SG
turm	campanário	turm	campanário	ADJ	N;MASC;SG
zweiter	second	zweit	second	ADJ	N;MASC;SG
zweiter	segundo	zweit	segundo	ADJ	ADV
lebte	vivi	leben	viver	V;IND;SG;3;PST;FIN	V;IND;SG;1;PST;FIN
lebte	morava	leben	morar	V;IND;SG;3;PST;FIN	V;IND;SG;3;IPFV;FIN
lebte	vivia	leben	viver	V;IND;SG;3;PST;FIN	V;IND;SG;3;IPFV;FIN
klein	small	klein	small	ADJ	N;MASC;SG
klein	pouco	klein	pouco	ADJ	ADV
klein	little	klein	little	ADJ	N;MASC;SG
klein	tiny	klein	tiny	ADJ	N;MASC;SG
klein	minúsculo	klein	minúsculo	ADJ	N;MASC;SG
klein	klein	klein	klein	ADJ	N;MASC;SG
interesse	interesses	interesse	interesse		N;MASC;PL
interesse	interessada	interesse	interessado		ADJ;FEM;SG
interesse	interessado	interesse	interessado		ADJ;MASC;SG
interesse	interessados	interesse	interessado		N;MASC;PL
interesse	interessadas	interesse	interessado		N;FEM;PL
interesse	juros	interesse	juro		N;MASC;PL
interesse	interesse	interesse	interesse		N;MASC;SG
einführung	apresentando	einführung	apresentar	N;SG	V;V.MSDR
einführung	introduzindo	einführung	introduzir	N;SG	V;V.MSDR
einführung	apresentamos	einführung	apresentar	N;SG	V;IND;PL;1;PRS;FIN
einführung	lançar	einführung	lançar	N;SG	V;NFIN
freien	livre	frei	livre	ADJ;NOM;PL	ADJ;MASC;SG
freien	grátis	frei	grátis	ADJ;NOM;PL	N;MASC;SG
freien	free	frei	free	ADJ;NOM;PL	N;MASC;SG
freien	gratuito	frei	gratuito	ADJ;NOM;PL	ADJ;MASC;SG
genug	suficiente	genug	suficiente	ADV	ADJ;MASC;SG
genug	chega	genug	chegar	ADV	V;IND;SG;3;PRS;FIN
zuerst	primeira	zuerst	primeiro	ADV	ADJ;FEM;SG
zuerst	primeiros	zuerst	primeiro	ADV	ADJ;MASC;PL
kleiner	small	klein	small	ADJ	N;MASC;SG
kleiner	kleiner	klein	kleiner	ADJ	N;MASC;SG
kleiner	pouco	klein	pouco	ADJ	ADV
kleiner	little	klein	little	ADJ	N;MASC;SG
münster	münster	münster	münster	PROPN;NOM;SG	N;MASC;SG
münster	munster	münster	munster	PROPN;NOM;SG	N;MASC;SG
svg	svg	svg	svg		N;MASC;SG
ganzen	inteiros	ganz	inteiro	ADJ;NOM;MASC;PL	N;MASC;PL
ganzen	inteiro	ganz	inteiro	ADJ;NOM;MASC;PL	ADJ;MASC;SG
studien	julgamentos	studien	julgamento	V;NFIN	N;MASC;PL
studien	ensaios	studien	ensaio	V;NFIN	N;MASC;PL
studien	estudos	studien	estudo	V;NFIN	N;MASC;PL
direktor	director	direktor	director	ADJ	N;MASC;SG
direktor	directora	direktor	directora	ADJ	N;FEM;SG
direktor	diretora	direktor	diretora	ADJ	N;FEM;SG
direktor	diretor	direktor	diretor	ADJ	N;MASC;SG
direktor	realizador	direktor	realizador	ADJ	N;MASC;SG
direktor	carcereiro	direktor	carcereiro	ADJ	N;MASC;SG
direktor	warden	direktor	warden	ADJ	N;MASC;SG
direktor	diretor	direktor	diretor	ADJ	N;MASC;SG
römischen	romana	römisch	romano	ADJ;NOM;PL	N;FEM;SG
römischen	romanas	römisch	romano	ADJ;NOM;PL	N;FEM;PL
römischen	roman	römisch	roman	ADJ;NOM;PL	N;MASC;SG
römischen	romano	römisch	romano	ADJ;NOM;PL	N;MASC;SG
römischen	romanos	römisch	romano	ADJ;NOM;PL	N;MASC;PL
erzielte	marquei	erzielen	marquei	V;IND;SG;3;PST;FIN	V;IND;SG;1;PST;FIN
erzielte	pontuação	erzielen	pontuação	V;IND;SG;3;PST;FIN	N;FEM;SG
ost	oriental	ost	oriental	N;NOM;NEUT	ADJ;MASC;SG
marie	marie	marie	marie	PROPN;NOM;FEM;SG	N;FEM;SG
marie	maria	marie	maria	PROPN;NOM;FEM;SG	N;FEM;SG
gustav	gustav	gustav	gustav	PROPN;NOM;MASC;SG	N;MASC;SG
gustav	gustavo	gustav	gustavo	PROPN;NOM;MASC;SG	N;MASC;SG
gustav	gustaf	gustav	gustaf	PROPN;NOM;MASC;SG	N;MASC;SG
gustav	gustavo	gustav	gustavo	PROPN;NOM;MASC;SG	N;MASC;SG
freiburg	freiburg	freiburg	freiburg	PROPN;NOM;NEUT;SG	N;MASC;SG
freiburg	friburgo	freiburg	friburgo	PROPN;NOM;NEUT;SG	N;MASC;SG
freiburg	friburgo	freiburg	friburgo	PROPN;NOM;NEUT;SG	N;MASC;SG
schriften	fontes	schreifen	fonte	V;FIN	N;FEM;PL
schriften	escrituras	schreifen	escritura	V;FIN	N;FEM;PL
schriften	fonte	schreifen	fonte	V;FIN	N;FEM;SG
fehlt	carece	fehlen	carecer	V;IND;SG;3;PRS;FIN	INTJ
fehlt	ausente	fehlen	ausente	V;IND;SG;3;PRS;FIN	ADJ;MASC;SG
fehlt	faltam	fehlen	faltar	V;IND;SG;3;PRS;FIN	V;IND;PL;3;PRS;FIN
fehlt	falta	fehlen	falta	V;IND;SG;3;PRS;FIN	N;FEM;SG
modell	models	modell	model	ADJ	N;MASC;SG
modell	modelos	modell	modelo	ADJ	N;MASC;PL
modell	model	modell	model	ADJ	N;MASC;SG
modell	modelo	modell	modelo	ADJ	N;MASC;SG
bildung	educação	bildung	educação		N;FEM;SG
bildung	ensino	bildung	ensino		N;MASC;SG
bildung	formação	bildung	formação		N;FEM;SG
setzt	conjuntos	setzen	conjunto	V;IND;SG;3;PRS;FIN	N;MASC;PL
setzt	sets	setzen	set	V;IND;SG;3;PRS;FIN	N;MASC;PL
washington	washington	washington	washington	PROPN;NOM;NEUT;SG	N;MASC;SG
kurze	curto	kurz	curto	ADJ;NOM;FEM;PL	ADJ;MASC;SG
kurze	short	kurz	short	ADJ;NOM;FEM;PL	N;MASC;SG
kurze	curta	kurz	curto	ADJ;NOM;FEM;PL	ADJ;FEM;SG
kurze	breves	kurz	breve	ADJ;NOM;FEM;PL	N;MASC;PL
kurze	breve	kurz	breve	ADJ;NOM;FEM;PL	N;MASC;SG
island	islândia	island	islândia	PROPN;NOM;NEUT;SG	N;FEM;SG
island	ilha	island	ilha	PROPN;NOM;NEUT;SG	N;FEM;SG
island	ilhas	island	ilha	PROPN;NOM;NEUT;SG	N;FEM;PL
gesagt	said	sagen	said	V;V.PTCP	N;MASC;SG
kampf	lute	kampfen	lute	N;SG	V;SBJV;SG;3;PRS;FIN
solchen	tal	solch	tal	PRO;ACC;INDF;MASC;PL	DET;FEM;SG
solchen	tais	solch	tal	PRO;ACC;INDF;MASC;PL	DET;FEM;PL
abteilung	departamento	abteilingen	departamento	ADJ	N;MASC;SG
abteilung	divisão	abteilingen	divisão	ADJ	N;FEM;SG
beginnt	comece	beginnen	começar	V;IND;SG;3;PRS;FIN	V;SBJV;SG;3;PRS;FIN
beginnt	comecem	beginnen	começar	V;IND;SG;3;PRS;FIN	V;SBJV;PL;3;PRS;FIN
schwarz	preta	schwarz	preto	ADJ	N;FEM;SG
schwarz	black	schwarz	black	ADJ	N;MASC;SG
schwarz	preto	schwarz	preto	ADJ	N;MASC;SG
schwarz	pretas	schwarz	preto	ADJ	N;FEM;PL
schwarz	schwarz	schwarz	schwarz	ADJ	N;MASC;SG
ulrich	ulrich	ulrich	ulrich	PROPN;NOM;MASC;SG	N;MASC;SG
kurt	kurt	kuren	kurt	PROPN;NOM;MASC;SG	PROPN;MASC;SG
verband	verband	verbinden	verband		N;MASC;SG
verband	ligaduras	verbinden	ligadura		N;FEM;PL
verband	curativo	verbinden	curativo		N;MASC;SG
verband	ligadura	verbinden	ligadura		N;FEM;SG
verband	associação	verbinden	associação		N;FEM;SG
verband	association	verbinden	association		N;MASC;SG
verband	federação	verbinden	federação		N;FEM;SG
single	solteira	single	solteira		N;FEM;SG
single	solteiro	single	solteiro		N;MASC;SG
single	single	single	single		N;MASC;SG
regeln	regras	regeln	regra	V;NFIN	N;FEM;PL
regeln	regulamentações	regeln	regulamentação	V;NFIN	N;FEM;PL
regeln	regulamentos	regeln	regulamento	V;NFIN	N;MASC;PL
regeln	regulamentação	regeln	regulamentação	V;NFIN	N;FEM;SG
österreichische	österreichische	österreichisch	österreichische	ADJ;NOM;FEM;PL	N;MASC;SG
fiel	fell	fallen	fell	V;IND;SG;3;PST;FIN	N;MASC;SG
fiel	caí	fallen	caí	V;IND;SG;3;PST;FIN	V;IND;SG;1;PST;FIN
fiel	caídos	fallen	cair	V;IND;SG;3;PST;FIN	V;MASC;PL;V.PTCP
forschung	pesquisas	forschung	pesquisa	N;NOM;FEM;SG	N;FEM;PL
wald	madeiras	wald	madeira	N;NOM;MASC;SG	N;FEM;PL
wald	bosques	wald	bosque	N;NOM;MASC;SG	N;MASC;PL
wald	florestas	wald	floresta	N;NOM;MASC;SG	N;FEM;PL
wald	florestas	wald	floresta	N;NOM;MASC;SG	N;FEM;PL
sieger	vencedor	sieger	vencedor		N;MASC;SG
sieger	ganhador	sieger	ganhador		N;MASC;SG
sieger	vencedora	sieger	vencedor		N;FEM;SG
sieger	vítor	sieger	vítor		N;MASC;SG
sieger	victor	sieger	victor		N;MASC;SG
sieger	vitor	sieger	vitor		N;MASC;SG
sieger	vencedores	sieger	vencedor		N;MASC;PL
sieger	ganhadores	sieger	ganhador		N;MASC;PL
sieger	vencedoras	sieger	vencedora		N;FEM;PL
sieger	campeão	sieger	campeão		N;MASC;SG
sieger	campeã	sieger	campeã		N;FEM;SG
sieger	champion	sieger	champion		N;MASC;SG
ferdinand	ferdinand	ferdinand	ferdinand	PROPN;NOM;MASC;SG	N;MASC;SG
ferdinand	fernando	ferdinand	fernando	PROPN;NOM;MASC;SG	V;V.MSDR
joachim	joaquim	joachim	joaquim	PROPN;NOM;MASC;SG	N;MASC;SG
joachim	joachim	joachim	joachim	PROPN;NOM;MASC;SG	N;MASC;SG
erfolge	êxito	erfolge	êxito	N;NOM;FEM;PL	N;MASC;SG
erfolge	sucesso	erfolge	sucesso	N;NOM;FEM;PL	N;MASC;SG
löschung	apagar	löschung	apagar	N;NOM;FEM;SG	V;NFIN
löschung	excluir	löschung	excluir	N;NOM;FEM;SG	V;NFIN
löschung	apaga	löschung	apagar	N;NOM;FEM;SG	V;IND;SG;3;PRS;FIN
löschung	eliminar	löschung	eliminar	N;NOM;FEM;SG	V;NFIN
song	canção	singen	canção	PROPN;NOM;MASC;SG	N;FEM;SG
song	song	singen	song	PROPN;NOM;MASC;SG	N;MASC;SG
dollar	dolares	dollar	dolar	PROPN	N;MASC;PL
dollar	dólares	dollar	dólar	PROPN	N;MASC;PL
dollar	dólar	dollar	dólar	PROPN	N;MASC;SG
besondere	especial	besonder	especial	ADJ;NOM;FEM;PL	ADJ;MASC;SG
besondere	special	besonder	special	ADJ;NOM;FEM;PL	N;MASC;SG
bekannten	conhecida	bekannt	conhecido	ADJ;PL	ADJ;FEM;SG
bekannten	conhecido	bekannt	conhecido	ADJ;PL	ADJ;MASC;SG
bekannten	familiaridade	bekannt	familiaridade	ADJ;PL	N;FEM;SG
bekannten	conhecido	bekannt	conhecido	ADJ;PL	ADJ;MASC;SG
jürgen	jürgen	jürgen	jürgen		N;MASC;SG
sänger	cantoras	sang	cantora	ADJ	N;FEM;PL
sänger	cantores	sang	cantor	ADJ	N;MASC;PL
sänger	cantora	sang	cantora	ADJ	N;FEM;SG
sänger	singer	sang	singer	ADJ	N;MASC;SG
sänger	cantor	sang	cantor	ADJ	N;MASC;SG
sänger	vocalista	sang	vocalista	ADJ	N;MASC;SG
heidelberg	heidelberg	heidelberg	heidelberg	PROPN;NOM;MASC;SG	N;MASC;SG
fischer	pescadores	fischer	pescador	ADJ	N;MASC;PL
fischer	fisher	fischer	fisher	ADJ	N;MASC;SG
fischer	pescadores	fischer	pescador	ADJ	N;MASC;PL
fischer	pescador	fischer	pescador	ADJ	N;MASC;SG
fischer	fischer	fischer	fischer	ADJ	N;MASC;SG
schweden	suécia	schweden	suécia	PROPN	N;FEM;SG
schweden	estocolmo	schweden	estocolmo	PROPN	N;MASC;SG
schweden	gotemburgo	schweden	gotemburgo	PROPN	N;MASC;SG
britische	britânico	britisch	britânico	ADJ;NOM;FEM;PL	ADJ;MASC;SG
britische	britânicos	britisch	britânico	ADJ;NOM;FEM;PL	N;MASC;PL
britische	british	britisch	british	ADJ;NOM;FEM;PL	N;MASC;SG
ergebnisse	resultado	ergebnis	resultado	N;NOM;NEUT;PL	N;MASC;SG
vandalismus	vandalismo	vandalismus	vandalismo	ADV	N;MASC;SG
süd	sulistas	süd	sulista	N;NOM;NEUT;SG	N;MASC;PL
süd	sulista	süd	sulista	N;NOM;NEUT;SG	ADJ;MASC;SG
süd	meridional	süd	meridional	N;NOM;NEUT;SG	ADJ;MASC;SG
zwölf	twelve	zwölf	twelver	NUM	N;MASC;SG
juden	judaica	juden	judaica		N;FEM;SG
juden	judeus	juden	judeu		N;MASC;PL
juden	judia	juden	judia		N;FEM;SG
juden	judeu	juden	judeu		N;MASC;SG
juden	judaico	juden	judaico		N;MASC;SG
juden	judeus	juden	judeu		N;MASC;PL
juden	judeu	juden	judeu		N;MASC;SG
border	borda	border	borda		N;FEM;SG
border	fronteira	border	fronteira		N;FEM;SG
border	contorno	border	contorno		N;MASC;SG
henry	henrique	henry	henrique	PROPN;NOM;MASC;SG	N;MASC;SG
elisabeth	isabel	elisabeth	isabel	PROPN;NOM;SG	N;FEM;SG
elisabeth	elizabeth	elisabeth	elizabeth	PROPN;NOM;SG	N;FEM;SG
elisabeth	elisabeth	elisabeth	elisabeth	PROPN;NOM;SG	N;FEM;SG
anderes	outro	ander	outro	ADJ;NOM;NEUT;SG	PRO;MASC;SG
anderes	outros	ander	outro	ADJ;NOM;NEUT;SG	PRO;MASC;PL
anderes	outras	ander	outro	ADJ;NOM;NEUT;SG	PRO;FEM;PL
anderes	outra	ander	outro	ADJ;NOM;NEUT;SG	PRO;FEM;SG
brandenburg	brandemburgo	brandenburg	brandemburgo	PROPN;NOM;NEUT;SG	N;MASC;SG
brandenburg	brandenburg	brandenburg	brandenburg	PROPN;NOM;NEUT;SG	N;MASC;SG
brandenburg	brandeburgo	brandenburg	brandeburgo	PROPN;NOM;NEUT;SG	N;MASC;SG
stieg	rose	steigen	rose	V;IND;SG;3;PST;FIN	N;FEM;SG
stieg	rosa	steigen	rosa	V;IND;SG;3;PST;FIN	N;FEM;SG
verliehen	quaresma	verleihen	quaresma	V;V.PTCP	N;FEM;SG
anschluss	conector	anschließen	conector	ADV	N;MASC;SG
anschluss	ligação	anschließen	ligação	ADV	N;FEM;SG
anschluss	conexão	anschließen	conexão	ADV	N;FEM;SG
suche	procuras	suchen	procurar	N;NOM;FEM;SG	N;FEM;PL
suche	pesquisas	suchen	pesquisa	N;NOM;FEM;SG	N;FEM;PL
suche	buscas	suchen	busca	N;NOM;FEM;SG	N;FEM;PL
suche	procurar	suchen	procurar	N;NOM;FEM;SG	V;NFIN
suche	pesquisar	suchen	pesquisar	N;NOM;FEM;SG	V;NFIN
suche	procurando	suchen	procurar	N;NOM;FEM;SG	V;V.MSDR
suche	pesquisando	suchen	pesquisar	N;NOM;FEM;SG	V;V.MSDR
einzelne	solteira	einzeln	solteira	ADJ;NOM;FEM;PL	N;FEM;SG
einzelne	solteiro	einzeln	solteiro	ADJ;NOM;FEM;PL	N;MASC;SG
einzelne	single	einzeln	single	ADJ;NOM;FEM;PL	N;MASC;SG
breite	latitude	breit	latitude	ADJ;NOM;FEM;SG	N;FEM;SG
breite	largura	breit	largura	ADJ;NOM;FEM;SG	N;FEM;SG
breite	larguras	breit	largura	ADJ;NOM;FEM;SG	N;FEM;PL
breite	wide	breit	wide	ADJ;NOM;FEM;SG	N;MASC;SG
breite	amplitude	breit	amplitude	ADJ;NOM;FEM;SG	N;FEM;SG
royal	real	royal	real	PROPN;NOM;MASC;SG	N;MASC;SG
royal	royal	royal	royal	PROPN;NOM;MASC;SG	N;MASC;SG
festival	festival	festival	festival	PROPN;NOM;NEUT;SG	N;MASC;SG
übersetzung	traduções	übersetzung	tradução	ADJ	N;FEM;PL
übersetzung	tradução	übersetzung	tradução	ADJ	N;FEM;SG
übersetzung	traduza	übersetzung	traduzir	ADJ	V;SBJV;SG;3;PRS;FIN
übersetzung	traduzir	übersetzung	traduzir	ADJ	V;NFIN
übersetzung	traduz	übersetzung	traduzir	ADJ	V;IND;SG;3;PRS;FIN
übersetzung	traduções	übersetzung	tradução	ADJ	N;FEM;PL
versuch	tente	versuchen	tentar	V;IND;SG;3;FIN	V;SBJV;SG;3;PRS;FIN
versuch	experimente	versuchen	experimentar	V;IND;SG;3;FIN	V;SBJV;SG;3;PRS;FIN
versuch	experimentação	versuchen	experimentação	V;IND;SG;3;FIN	N;FEM;SG
