عنبر	ward	عُنبُر	ward		PROPN;ANIM;NOM;MASC;SG
بيتي	betty	بِيتِي	bett		PROPN;NOM;FEM;SG
دمرت	zničený	دَمَّر	zničený	V;PFV;FEM;SG;3;ACT	ADJ;INAN;NOM;MASC;SG;POS;V.PTCP;PASS
دمرت	zničili	دَمَّر	zničiť	V;PFV;FEM;SG;3;ACT	V;ANIM;PFV;MASC;PL;POS;PST;V.PTCP
دمرت	zničené	دَمَّر	zničený	V;PFV;FEM;SG;3;ACT	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS
دمرت	zničení	دَمَّر	zničenie	V;PFV;FEM;SG;3;ACT	N;NOM;NEUT;PL
دمرت	zničená	دَمَّر	zničený	V;PFV;FEM;SG;3;ACT	ADJ;NOM;FEM;SG;POS;V.PTCP;PASS
العلاجات	ošetrovanie	عَلَاجَة	ošetrovanie	N;NOM;DEF;PL	N;NOM;NEUT;SG
سديم	nebula	سديم	byť		PROPN;NOM;FEM;SG
لاوس	laos	لَاوس	laos		N;INAN;NOM;MASC;SG
التراب	špiny	تُرَاب	špina	N;NOM;DEF;SG	N;NOM;FEM;PL
موثوقة	spoľahlivo	مَوثُوق	spoľahlivo	ADJ;NOM;INDF;FEM;SG	ADV
تجار	obchodníkov	تَاجِر	obchodník	N;NOM;INDF;PL	N;ANIM;ACC;MASC;PL
واجهت	čelil	وَاجَه	čeliť	V;PFV;FEM;SG;3;ACT	V;ANIM;IPFV;MASC;SG;POS;PST;V.PTCP
واجهت	čelili	وَاجَه	čeliť	V;PFV;FEM;SG;3;ACT	V;ANIM;IPFV;MASC;PL;POS;PST;V.PTCP
واجهت	narazili	وَاجَه	naraziť	V;PFV;FEM;SG;3;ACT	V;ANIM;PFV;MASC;PL;POS;PST;V.PTCP
بشري	ľudský	بشري	ľudský		ADJ;INAN;NOM;MASC;SG
بشري	ľudských	بشري	ľudský		ADJ;GEN;MASC;PL
بشري	človek	بشري	človek		N;ANIM;NOM;MASC;SG
بشري	ľudské	بشري	ľudský		ADJ;NOM;NEUT;SG
بشري	ľudská	بشري	ľudský		ADJ;NOM;FEM;SG
الرحالة	cestovatelia	رِحَالَة	cestovateľ	N;NOM;DEF;SG	N;ANIM;NOM;MASC;PL
ركاب	cestujúcich	رَاكِب	cestujúci	N;NOM;INDF;PL	ADJ;ANIM;GEN;MASC;PL;POS;V.PTCP;ACT
ركاب	pasažierov	رَاكِب	pasažier	N;NOM;INDF;PL	N;ANIM;ACC;MASC;PL
ركاب	cestujúci	رَاكِب	cestujúci	N;NOM;INDF;PL	ADJ;INAN;NOM;MASC;SG;POS;V.PTCP;ACT
رينيه	renee	رينيه	renee		PROPN;NOM;FEM;SG
الكهف	jaskyňu	كَهف	jaskyňa	N;NOM;DEF;SG	N;ACC;FEM;SG
الكهف	jaskyne	كَهف	jaskyňa	N;NOM;DEF;SG	N;NOM;FEM;PL
الحارس	strážiť	حَارِس	strážiť	N;NOM;DEF;SG	V;PFV;POS;NFIN
لينين	lenin	لِينِين	lenin		N;ANIM;NOM;MASC;SG
المطاعم	reštaurácia	مَطعَم	reštaurácia	N;NOM;DEF;PL	N;NOM;FEM;SG
حازم	firma	حازم	firm		N;NOM;FEM;SG
حازم	pevná	حازم	pevný		ADJ;NOM;FEM;SG
معماري	architekt	مُعَمَّار	architekt	ADJ;NOM;INDF;MASC;SG	N;ANIM;NOM;MASC;SG
الروك	skala	رُوك	skala		N;NOM;FEM;SG
الروك	kameň	رُوك	kameň		N;INAN;NOM;MASC;SG
الروك	skaly	رُوك	skala		N;NOM;FEM;PL
الروك	rock	رُوك	rock		N;INAN;NOM;MASC;SG
خشبية	drevených	خَشَبِيّ	drevený	ADJ;NOM;INDF;FEM;SG	ADJ;GEN;MASC;PL
عانت	trpela	عَانَى	trpieť	V;PFV;FEM;SG;3;ACT	V;IPFV;FEM;SG;POS;PST;V.PTCP
عانت	trpel	عَانَى	trpel	V;PFV;FEM;SG;3;ACT	V;ANIM;IPFV;MASC;SG;POS;PST;V.PTCP
عانت	utrpeli	عَانَى	utrpieť	V;PFV;FEM;SG;3;ACT	V;ANIM;PFV;MASC;PL;POS;PST;V.PTCP
عانت	trpeli	عَانَى	trpieť	V;PFV;FEM;SG;3;ACT	V;ANIM;IPFV;MASC;PL;POS;PST;V.PTCP
الترخيص	licencie	تَرخِيص	licencia	N;NOM;DEF;SG	N;NOM;FEM;PL
الترخيص	licenčné	تَرخِيص	licenčný	N;NOM;DEF;SG	ADJ;NOM;NEUT;SG
الترخيص	licencie	تَرخِيص	licencia	N;NOM;DEF;SG	N;NOM;FEM;PL
الترخيص	licenčný	تَرخِيص	licenčný	N;NOM;DEF;SG	ADJ;INAN;NOM;MASC;SG
الترخيص	licenčné	تَرخِيص	licenčný	N;NOM;DEF;SG	ADJ;NOM;NEUT;SG
الترخيص	licenciu	تَرخِيص	licencia	N;NOM;DEF;SG	N;ACC;FEM;SG
المعاملات	transakcia	مُعَامَلَة	transakcia	N;NOM;DEF;PL	N;NOM;FEM;SG
المعاملات	transakciu	مُعَامَلَة	transakcia	N;NOM;DEF;PL	N;ACC;FEM;SG
المعاملات	transakcií	مُعَامَلَة	transakcia	N;NOM;DEF;PL	N;GEN;FEM;PL
المختبر	laboratória	مُختَبَر	laboratórium	N;NOM;DEF;SG	N;NOM;NEUT;PL
المختبر	laboratórne	مُختَبَر	laboratórny	N;NOM;DEF;SG	ADJ;NOM;NEUT;SG
المختبر	laboratóriá	مُختَبَر	laboratórium	N;NOM;DEF;SG	N;NOM;NEUT;PL
التحرك	presunúť	تَحَرُّك	presunúť	N;NOM;DEF;SG	V;PFV;POS;NFIN
التحرك	posunúť	تَحَرُّك	posunúť	N;NOM;DEF;SG	V;PFV;POS;NFIN
اكتملت	dokončená	اِكتَمَل	dokončený	V;PFV;FEM;SG;3;ACT	ADJ;NOM;FEM;SG;POS;V.PTCP;PASS
اكتملت	ukončené	اِكتَمَل	ukončený	V;PFV;FEM;SG;3;ACT	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS
اكتملت	vyplnený	اِكتَمَل	vyplnený	V;PFV;FEM;SG;3;ACT	ADJ;ANIM;NOM;MASC;SG;POS;V.PTCP;PASS
اكتملت	dokončené	اِكتَمَل	dokončený	V;PFV;FEM;SG;3;ACT	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS
اكتملت	vyplnené	اِكتَمَل	vyplnený	V;PFV;FEM;SG;3;ACT	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS
سلمى	selmy	سلمى	selma		N;NOM;FEM;PL
سلمى	salma	سلمى	salma		PROPN;NOM;FEM;SG
ستيفان	štefan	ستِيفَان	štefan		PROPN;ANIM;NOM;MASC;SG
ستيفان	stefan	ستِيفَان	stefan		PROPN;ANIM;NOM;MASC;SG
ستيفان	stefana	ستِيفَان	stefan		N;ANIM;ACC;MASC;SG
قضائية	súdne	قَضَائِيّ	súdne	ADJ;NOM;INDF;FEM;SG	N;NOM;NEUT;SG
دينامو	dynamo	دِينَامُو	dynamo		N;NOM;NEUT;SG
الشريك	partnera	شَرِيك	partner	N;NOM;DEF;SG	N;ANIM;ACC;MASC;SG
الشريك	partnerské	شَرِيك	partnerský	N;NOM;DEF;SG	ADJ;NOM;NEUT;SG
كاميرا	fotoaparát	كَامِيرَا	fotoaparát		N;INAN;NOM;MASC;SG
كاميرا	kamera	كَامِيرَا	kamera		N;NOM;FEM;SG
كاميرا	fotoaparátu	كَامِيرَا	fotoaparát		N;INAN;GEN;MASC;SG
كاميرا	kameru	كَامِيرَا	kamera		N;ACC;FEM;SG
التجريبي	demo	تَجرِيبِيّ	demo	ADJ;NOM;DEF;MASC;SG	INTJ
هوارد	howarda	هوارد	howard		N;ANIM;ACC;MASC;SG
هوارد	howard	هوارد	howard		PROPN;ANIM;NOM;MASC;SG
دافع	motív	دَافَع	motív	V;PFV;MASC;SG;3;ACT	N;INAN;NOM;MASC;SG
دافع	motivácia	دَافَع	motivácia	V;PFV;MASC;SG;3;ACT	N;NOM;FEM;SG
دافع	motiváciu	دَافَع	motivácia	V;PFV;MASC;SG;3;ACT	N;ACC;FEM;SG
بارد	studená	بَارِد	studený		ADJ;NOM;FEM;SG
بارد	studené	بَارِد	studený		ADJ;NOM;NEUT;SG
بارد	chladná	بَارِد	chladný		ADJ;NOM;FEM;SG
بارد	zima	بَارِد	zima		N;NOM;FEM;SG
بارد	chlad	بَارِد	chlad		N;INAN;NOM;MASC;SG
مسجلة	registrovaných	مُسَجَّل	registrovaný	ADJ;NOM;INDF;FEM;SG	ADJ;ANIM;GEN;MASC;PL;POS;V.PTCP;PASS
الاشتراك	odoberať	اِشتِرَاك	odoberať	N;NOM;DEF;SG	V;IPFV;POS;NFIN
الاشتراك	prihlásiť	اِشتِرَاك	prihlásiť	N;NOM;DEF;SG	V;PFV;POS;NFIN
الاشتراك	predplatné	اِشتِرَاك	predplatný	N;NOM;DEF;SG	ADJ;NOM;NEUT;SG
كيلي	kelly	كيلي	kella		PROPN;NOM;FEM;SG
قمع	represie	قَمع	represia	N;NOM;INDF;SG	N;NOM;FEM;PL
قمع	potlačiť	قَمع	potlačiť	N;NOM;INDF;SG	V;PFV;POS;NFIN
قمع	lievika	قَمع	lievika	N;NOM;INDF;SG	N;INAN;GEN;MASC;SG
الجنسيات	národností	جِنسِيّ	národnosť	ADJ;NOM;DEF;FEM;PL	N;GEN;FEM;PL
تنافس	súťaže	نَافَس	súťaž	V;IPFV;FEM;IND;SG;3;FIN;ACT	N;NOM;FEM;PL
تنافس	sutaz	نَافَس	sutaz	V;IPFV;FEM;IND;SG;3;FIN;ACT	INTJ
تنافس	konkurencia	نَافَس	konkurencia	V;IPFV;FEM;IND;SG;3;FIN;ACT	N;NOM;FEM;SG
تنافس	súťaž	نَافَس	súťaž	V;IPFV;FEM;IND;SG;3;FIN;ACT	N;NOM;FEM;SG
دمياط	damietta	دُميَاط	damietta		N;ANIM;NOM;MASC;SG
ريفر	rieke	رِيفِر	rieka		N;DAT;FEM;SG
ريفر	river	رِيفِر	river		PROPN;ANIM;NOM;MASC;SG
ريفر	riečna	رِيفِر	riečno		ADJ;NOM;FEM;SG
ريفر	rieka	رِيفِر	rieka		N;NOM;FEM;SG
ريفر	rieky	رِيفِر	rieka		N;NOM;FEM;PL
ميلا	mila	مِيل	mila		PROPN;NOM;FEM;SG
جيرمان	germain	جِيرَمَان	germaina		PROPN;ANIM;NOM;MASC;SG
السند	bond	سَنَد	bond	N;NOM;DEF;SG	PROPN;ANIM;NOM;MASC;SG
السند	sindh	سَنَد	sindh	N;NOM;DEF;SG	PROPN;ANIM;NOM;MASC;SG
بلانك	planck	بَلَانِك	planck		N;ANIM;NOM;MASC;SG
بلانك	doska	بَلَانِك	doska		N;NOM;FEM;SG
بلانك	dosku	بَلَانِك	doska		N;ACC;FEM;SG
الاحتراق	spaľovania	اِحتِرَاق	spaľovanie	N;NOM;DEF;SG	N;NOM;NEUT;PL
الاحتراق	spaľovacie	اِحتِرَاق	spaľovací	N;NOM;DEF;SG	ADJ;NOM;NEUT;PL
تقاليد	tradíciu	تَقلِيد	tradícia	N;NOM;INDF;PL	N;ACC;FEM;SG
تقاليد	tradícia	تَقلِيد	tradícia	N;NOM;INDF;PL	N;NOM;FEM;SG
تقاليد	tradícií	تَقلِيد	tradícia	N;NOM;INDF;PL	N;GEN;FEM;PL
جيري	jerryho	جيري	jerryho		N;ANIM;GEN;MASC;SG
جيري	jerry	جيري	jerry		N;ANIM;NOM;MASC;SG
سنان	sinan	سنان	sinan		N;NOM;FEM;SG
مكتوم	oslabili	مكتوم	oslabiť		V;ANIM;PFV;MASC;PL;POS;PST;V.PTCP
مكتوم	tlmený	مكتوم	tlmený		ADJ;ANIM;NOM;MASC;SG
مكسيكو	mexiku	مَكسِيكُو	mexika		N;INAN;GEN;MASC;SG
مكسيكو	mexico	مَكسِيكُو	mexico		N;INAN;NOM;MASC;SG
مكسيكو	mexika	مَكسِيكُو	mexika		N;INAN;GEN;MASC;SG
مكسيكو	mexiko	مَكسِيكُو	mexiko		N;INAN;NOM;MASC;SG
هاوس	house	هاوس	hous		N;INAN;NOM;MASC;SG
هاوس	domček	هاوس	domček		N;INAN;NOM;MASC;SG
هاوس	dom	هاوس	dom		N;INAN;NOM;MASC;SG
الشك	pochybovať	شَكّ	pochybovať	N;NOM;DEF;SG	V;IPFV;POS;NFIN
الشك	pochybujem	شَكّ	pochybovať	N;NOM;DEF;SG	V;IPFV;IND;SG;1;POS;PRS;FIN
الشك	pochybnosti	شَكّ	pochybnosť	N;NOM;DEF;SG	N;NOM;FEM;PL
المخيم	tábora	مُخَيَّم	tábor	N;NOM;DEF;SG	N;INAN;GEN;MASC;SG
كيس	vak	كَيس	vak		N;INAN;NOM;MASC;SG
كيس	tašku	كَيس	taška		N;ACC;FEM;SG
كيس	vrecko	كَيس	vrecko		N;NOM;NEUT;SG
كيس	vrece	كَيس	vrece		N;NOM;NEUT;SG
كيس	taška	كَيس	taška		N;NOM;FEM;SG
كيس	vrece	كَيس	vrece		N;NOM;NEUT;SG
لورنس	lawrence	لُورنس	lawrenie		N;ANIM;NOM;MASC;SG
شخصيا	osobne	شَخصِيّ	osobne	ADJ;ACC;INDF;MASC;SG	ADV
هلسنكي	helsinkách	هِلسِنكِي	helsinky		N;GEN;FEM;PL
البخار	paru	بِخَار	para	N;NOM;DEF;SG	N;ACC;FEM;SG
البخار	parné	بِخَار	parný	N;NOM;DEF;SG	N;INAN;NOM;MASC;PL
البخار	pary	بِخَار	para	N;NOM;DEF;SG	N;NOM;FEM;PL
مسارات	stôp	مَسَار	stôp	N;NOM;INDF;PL	N;GEN;FEM;PL
الحفريات	fosílie	حَفرِيَّات	fosílie		N;NOM;FEM;PL
الحفريات	vykopávky	حَفرِيَّات	vykopávka		N;NOM;FEM;PL
تفجيرات	bombardovanie	تَفجِير	bombardovanie	N;NOM;INDF;PL	N;NOM;NEUT;SG
تفجيرات	bombardovaní	تَفجِير	bombardovanie	N;NOM;INDF;PL	ADJ;ANIM;NOM;MASC;PL;POS;V.PTCP;PASS
براين	brian	برَايِن	brian		PROPN;ANIM;NOM;MASC;SG
براين	briana	برَايِن	brian		PROPN;ANIM;ACC;MASC;SG
التحدث	hovoriť	تَحَدُّث	hovoriť	N;NOM;DEF;SG	V;IPFV;POS;NFIN
التحدث	porozprávať	تَحَدُّث	porozprávať	N;NOM;DEF;SG	V;PFV;POS;NFIN
التحدث	hovor	تَحَدُّث	hovor	N;NOM;DEF;SG	ADV
التحدث	talk	تَحَدُّث	talk	N;NOM;DEF;SG	
هان	han	هان	han		PROPN;ANIM;NOM;MASC;SG
مصير	osudu	مَصِير	osud	N;NOM;INDF;SG	N;INAN;GEN;MASC;SG
زنجبار	zanzibar	زنجبار	zanzibar		N;INAN;NOM;MASC;SG
بون	bonne	بون	bonne		PROPN;NOM;MASC;SG
المرتبط	súvisiace	مُرتَبِط	súvisiaci	ADJ;NOM;DEF;MASC;SG	ADJ;NOM;NEUT;PL;POS;V.PTCP;ACT
بلغراد	belehrade	بلغراد	belehrad		N;INAN;NOM;MASC;SG
وهب	dal	وَهَب	dať		V;ANIM;MASC;SG;POS;PST;V.PTCP
وهب	dali	وَهَب	dať		V;ANIM;MASC;PL;POS;PST;V.PTCP
وهب	dala	وَهَب	dať		V;FEM;SG;POS;PST;V.PTCP
نينوى	ninive	نينوى	niniva		N;NOM;FEM;PL
المعلوماتية	informatiky	مَعلُومَاتِيَّة	informatika		N;NOM;FEM;PL
الحجاب	šatku	حِجَاب	šatka	N;NOM;DEF;SG	N;ACC;FEM;SG
يرسل	pošle	أَرسَل	poslať	V;IPFV;MASC;IND;SG;3;FIN;ACT	V;PFV;IND;SG;3;POS;PRS;FIN
يرسل	odošle	أَرسَل	odošiť	V;IPFV;MASC;IND;SG;3;FIN;ACT	V;PFV;IND;SG;3;POS;PRS;FIN
ذهبي	golden	ذهبي	golden	ADJ;NOM;INDF;MASC;SG	PROPN;ANIM;NOM;MASC;SG
ذهبي	zlato	ذهبي	zlato	ADJ;NOM;INDF;MASC;SG	N;NOM;NEUT;SG
ذهبي	zlate	ذهبي	zlat	ADJ;NOM;INDF;MASC;SG	N;NOM;NEUT;PL
ذهبي	gold	ذهبي	gold	ADJ;NOM;INDF;MASC;SG	
ذهبي	zlata	ذهبي	zlato	ADJ;NOM;INDF;MASC;SG	N;NOM;NEUT;PL
ساكسونيا	sasko	ساكسونيا	sasko		PROPN;ANIM;NOM;MASC;SG
عموم	pana	عُمُوم	pana	N;NOM;INDF;SG	PROPN;ANIM;NOM;MASC;SG
عموم	pan	عُمُوم	pan	N;NOM;INDF;SG	PROPN;ANIM;NOM;MASC;SG
القنبلة	bomby	قُنبُلَة	bomba	N;NOM;DEF;SG	N;NOM;FEM;PL
مسبق	dopredu	مُسبَق	dopredu	N;NOM;INDF;SG	ADV
مسبق	vopred	مُسبَق	vopred	N;NOM;INDF;SG	ADV
مسبق	predstihu	مُسبَق	predstih	N;NOM;INDF;SG	N;GEN;FEM;SG
دعاية	propagandy	دِعَايَة	propaganda	N;NOM;INDF;SG	N;NOM;FEM;PL
احتفال	oslavu	اِحتِفَال	oslava	N;NOM;INDF;SG	N;ACC;FEM;SG
احتفال	osláv	اِحتِفَال	oslava	N;NOM;INDF;SG	N;GEN;FEM;PL
احتفال	oslavy	اِحتِفَال	oslava	N;NOM;INDF;SG	N;NOM;FEM;PL
التحديد	identifikáciu	تَحدِيد	identifikácia	N;NOM;DEF;SG	N;ACC;FEM;SG
مخالف	nesúhlasné	مُخَالِف	súhlasný	N;NOM;INDF;SG	ADJ;NOM;NEUT;SG
ليفي	odvody	لِيفِي	odvod		N;INAN;NOM;MASC;PL
فوج	fogg	فَوجَ	fogg	N;NOM;INDF;SG	PROPN;ANIM;NOM;MASC;SG
ينحدر	zostúpil	اِنحَدَر	zostúpiť	V;IPFV;MASC;IND;SG;3;FIN;ACT	V;ANIM;PFV;MASC;SG;POS;PST;V.PTCP
منحنى	krivku	منحنى	krivka	N;NOM;INDF;SG	N;ACC;FEM;SG
منحنى	krivky	منحنى	krivka	N;NOM;INDF;SG	N;NOM;FEM;PL
السلك	drôtu	سِلكَة	drôt	N;NOM;DEF;SG	N;INAN;GEN;MASC;SG
السلك	drôty	سِلكَة	drôt	N;NOM;DEF;SG	N;NOM;FEM;PL
لغوية	jazykovej	لَغوِيّ	jazykový	ADJ;NOM;INDF;FEM;SG	ADJ;GEN;FEM;SG
وطن	vlasti	وَطَن	vlasť	N;NOM;INDF;SG	N;DAT;FEM;SG
استضافة	usporiadala	اِستِضَافَة	usporiadať	N;NOM;INDF;SG	V;PFV;FEM;SG;POS;PST;V.PTCP
المحاكمة	stíhania	مُحَاكَمَة	stíhanie	N;NOM;DEF;SG	N;NOM;NEUT;PL
الشبكية	sietnice	شَبَكِيّ	sietnica		N;NOM;FEM;PL
وجوه	tvárí	وَجه	tvár	N;NOM;INDF;PL	N;GEN;FEM;PL
تعامل	ošetriť	تَعَامُل	ošetriť	N;NOM;INDF;SG	V;PFV;POS;NFIN
تعامل	liečbu	تَعَامُل	liečba	N;NOM;INDF;SG	N;ACC;FEM;SG
تعامل	liečiť	تَعَامُل	liečiť	N;NOM;INDF;SG	V;IPFV;POS;NFIN
تعامل	zaobchádzať	تَعَامُل	zaobchádzať	N;NOM;INDF;SG	V;IPFV;POS;NFIN
عنق	krk	عَنق	krk		N;INAN;NOM;MASC;SG
عنق	šije	عَنق	šiť		N;NOM;FEM;SG
عنق	krku	عَنق	krk		N;INAN;GEN;MASC;SG
التشريع	legislatívu	تَشرِيع	legislatíva	N;NOM;DEF;SG	N;ACC;FEM;SG
كونيتيكت	connecticute	كُونِيتِيكت	connecticut		N;NOM;FEM;PL
بادن	baden	بَادِن	baden		PROPN;INAN;NOM;MASC;SG
الاطفال	detská	طِفل	detský	N;NOM;DEF;PL	ADJ;NOM;FEM;SG
الاطفال	detská	طِفل	detský	N;NOM;DEF;PL	ADJ;NOM;FEM;SG
الاطفال	detské	طِفل	detský	N;NOM;DEF;PL	ADJ;NOM;NEUT;SG
الاطفال	dojčatá	طِفل	dojčatý	N;NOM;DEF;PL	ADJ;NOM;NEUT;PL;POS;V.PTCP;PASS
بار	bare	بَار	bara		N;NOM;MASC;SG
بار	bar	بَار	bar		N;INAN;NOM;MASC;SG
بار	tyč	بَار	tyč		N;NOM;FEM;SG
قراصنة	piráti	قراصنة	pirát		N;ANIM;NOM;MASC;PL
قراصنة	pirátov	قراصنة	pirát		N;ANIM;ACC;MASC;PL
ثالثة	tretích	ثَالِث	tretí	ADJ;NOM;INDF;FEM;SG	ADJ;ANIM;GEN;MASC;PL
ثالثة	tretina	ثَالِث	tretina	ADJ;NOM;INDF;FEM;SG	N;NOM;FEM;SG
سويدي	švédska	سويدي	švédsky	ADJ;NOM;INDF;MASC;SG	PROPN;NOM;FEM;SG
بوخارست	bukurešti	بُوخرَست	bukurešt		N;GEN;FEM;SG
حبيبي	baby	حبيبي	baby		N;NOM;FEM;PL
حبيبي	bábätko	حبيبي	bábätko		N;NOM;NEUT;SG
حبيبي	dieťa	حبيبي	dieťa		N;NOM;NEUT;SG
فقرات	stavcov	فَقرَة	stavec	N;NOM;INDF;PL	N;INAN;GEN;MASC;PL
مزدوج	duplex	مزدوج	duplex	ADJ;NOM;INDF;MASC;SG	N;INAN;NOM;MASC;SG
مزدوج	dvojitá	مزدوج	dvojitý	ADJ;NOM;INDF;MASC;SG	N;NOM;FEM;SG
مزدوج	zdvojnásobiť	مزدوج	zdvojnásobiť	ADJ;NOM;INDF;MASC;SG	V;IPFV;POS;NFIN
مزدوج	double	مزدوج	doubľať	ADJ;NOM;INDF;MASC;SG	N;INAN;NOM;MASC;SG
كلود	claude	كلود	clauda		PROPN;ANIM;NOM;MASC;SG
العمق	hĺbku	عُمق	hĺbka	N;NOM;DEF;SG	N;ACC;FEM;SG
العمق	hĺbky	عُمق	hĺbka	N;NOM;DEF;SG	N;NOM;FEM;PL
مصنوع	made	مَصنُوع	made	ADJ;NOM;INDF;MASC;SG	N;NOM;FEM;SG
غازات	plynu	غَاز	plyn	N;NOM;INDF;PL	N;INAN;GEN;MASC;SG
غازات	benzin	غَاز	benzin	N;NOM;INDF;PL	N;INAN;NOM;MASC;SG
غازات	plyn	غَاز	plyn	N;NOM;INDF;PL	N;INAN;NOM;MASC;SG
داروين	darwin	دَارُوين	darwin		PROPN;ANIM;NOM;MASC;SG
كارول	carol	كارول	carnúť		PROPN;NOM;FEM;SG
تطبق	aplikovaná	طَبَّق	aplikovaný	V;IPFV;FEM;IND;SG;3;FIN;ACT	ADJ;NOM;FEM;SG;POS;V.PTCP;PASS
تطبق	uplatnená	طَبَّق	uplatnený	V;IPFV;FEM;IND;SG;3;FIN;ACT	ADJ;NOM;FEM;SG;POS;V.PTCP;PASS
تطبق	aplikované	طَبَّق	aplikovaný	V;IPFV;FEM;IND;SG;3;FIN;ACT	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS
تطبق	použiť	طَبَّق	použiť	V;IPFV;FEM;IND;SG;3;FIN;ACT	V;PFV;POS;NFIN
تطبق	uplatniť	طَبَّق	uplatniť	V;IPFV;FEM;IND;SG;3;FIN;ACT	V;PFV;POS;NFIN
كوسوفو	kosova	كُوسُوفُو	kosova		N;INAN;GEN;MASC;SG
كوسوفو	kosovo	كُوسُوفُو	kosovo		N;NOM;MASC;SG
الدجاج	kuracie	دَجَاج	kuracia	N;NOM;DEF;SG	N;NOM;FEM;PL
السباقات	závodná	سِبَاقَة	závodný	N;NOM;DEF;PL	ADJ;NOM;FEM;SG
السباقات	pretekať	سِبَاقَة	pretekať	N;NOM;DEF;PL	V;IPFV;POS;NFIN
السباقات	dostihy	سِبَاقَة	dostiha	N;NOM;DEF;PL	N;INAN;NOM;MASC;SG
التحديات	výziev	تَحَدِّي	výzva	N;NOM;DEF;PL	N;GEN;FEM;PL
كريمة	krém	كَرِيم	krém	ADJ;NOM;INDF;FEM;SG	N;INAN;NOM;MASC;SG
كريمة	smotana	كَرِيم	smotan	ADJ;NOM;INDF;FEM;SG	N;NOM;FEM;SG
كريمة	smotany	كَرِيم	smotan	ADJ;NOM;INDF;FEM;SG	N;NOM;FEM;PL
جونغ	jung	جُونغ	jung		N;ANIM;NOM;MASC;SG
ساكن	obyvatelia	سَاكِن	obyvateľ	ADJ;NOM;INDF;MASC;SG	N;ANIM;NOM;MASC;PL
ساكن	obyvateľov	سَاكِن	obyvateľ	ADJ;NOM;INDF;MASC;SG	N;ANIM;ACC;MASC;PL
ساكن	obyvateľom	سَاكِن	obyvateľ	ADJ;NOM;INDF;MASC;SG	N;ANIM;DAT;MASC;PL
شهيرة	slávni	شَهِيرَة	slávňa	ADJ;NOM;INDF;FEM;SG	N;ANIM;NOM;MASC;PL
شهيرة	slávne	شَهِيرَة	slávny	ADJ;NOM;INDF;FEM;SG	N;NOM;MASC;PL
التجديد	inovácie	تَجدِيد	inovácia	N;NOM;DEF;SG	N;NOM;FEM;PL
التجديد	inováciu	تَجدِيد	inovácia	N;NOM;DEF;SG	N;ACC;FEM;SG
التجديد	renováciu	تَجدِيد	renovácia	N;NOM;DEF;SG	N;ACC;FEM;SG
المدرعة	obrnené	مَدرَعَة	obrnený	N;NOM;DEF;SG	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS
المدرعة	pancierové	مَدرَعَة	pancierový	N;NOM;DEF;SG	ADJ;NOM;NEUT;SG
طبعا	určite	طَبع	určite	N;ACC;INDF;SG	PART
طبعا	urcite	طَبع	urcite	N;ACC;INDF;SG	INTJ
طبعا	iste	طَبع	iste	N;ACC;INDF;SG	
طبعا	isto	طَبع	isto	N;ACC;INDF;SG	PART
تروي	troy	رَوَى	tro	V;IPFV;FEM;IND;SG;3;FIN;ACT	PROPN;ANIM;NOM;MASC;SG
ميغيل	miguel	مِيغِيل	miguel		PROPN;ANIM;NOM;MASC;SG
المتقدم	dopredu	مُتَقَدِّم	dopredu	ADJ;NOM;DEF;MASC;SG	ADV
المتقدم	vopred	مُتَقَدِّم	vopred	ADJ;NOM;DEF;MASC;SG	ADV
المتقدم	predstihu	مُتَقَدِّم	predstih	ADJ;NOM;DEF;MASC;SG	N;GEN;FEM;SG
لوحظ	pozorovali	لَاحَظ	pozorovať	V;PFV;MASC;SG;3;PASS	V;ANIM;IPFV;MASC;PL;POS;PST;V.PTCP
لوحظ	pozorovaný	لَاحَظ	pozorovaný	V;PFV;MASC;SG;3;PASS	ADJ;INAN;NOM;MASC;SG;POS;V.PTCP;PASS
لوحظ	zistená	لَاحَظ	zistený	V;PFV;MASC;SG;3;PASS	ADJ;NOM;FEM;SG;POS;V.PTCP;PASS
لوحظ	pozorovaná	لَاحَظ	pozorovaný	V;PFV;MASC;SG;3;PASS	ADJ;NOM;FEM;SG;POS;V.PTCP;PASS
لوحظ	pozorované	لَاحَظ	pozorovaný	V;PFV;MASC;SG;3;PASS	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS
لوحظ	zaznamenaná	لَاحَظ	zaznamenaný	V;PFV;MASC;SG;3;PASS	ADJ;NOM;FEM;SG;POS;V.PTCP;PASS
لوحظ	zaznamenané	لَاحَظ	zaznamenaný	V;PFV;MASC;SG;3;PASS	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS
يسمع	vypočuť	سَمِع	vypočuť	V;IPFV;MASC;IND;SG;3;FIN;ACT	V;PFV;POS;NFIN
يسمع	počuli	سَمِع	počuť	V;IPFV;MASC;IND;SG;3;FIN;ACT	V;ANIM;IPFV;MASC;PL;POS;PST;V.PTCP
مسحوق	prášku	مَسحُوق	práška	N;NOM;INDF;SG	N;INAN;GEN;MASC;SG
