から	fra	から	fra	CONJ	ADV
地元	lokale	地元	lokal	N	ADJ;PL
地元	lokalt	地元	lokalt	N	ADV
地元	lokal	地元	lokal	N	ADJ;INDF;MASC+FEM;SG
地元	local	地元	local	N	
地元	lokale	地元	lokal	N	ADJ;PL
東北	tohoku	東北	tohoku	N	
出版社	udgiver	出版社	udgive	N	V;IND;PRS;FIN;ACT
増加	forhøjelse	増加	forhøjelse	V	N;INDF;MASC+FEM;SG
増加	forøgelse	増加	forøgelse	V	N;INDF;MASC+FEM;SG
増加	stigning	増加	stigning	V	N;INDF;MASC+FEM;SG
増加	tiltagende	増加	tiltagende	V	ADJ
北部	nordlige	北部	nordlig	PROPN	ADJ;PL
北部	nordlig	北部	nordlig	PROPN	ADJ;INDF;MASC+FEM;SG
オーストラリア	australske	オーストラリア	australsk	PROPN	ADJ;PL
オーストラリア	australsk	オーストラリア	australsk	PROPN	ADJ;INDF;SG
オーストラリア	australiens	オーストラリア	australie	PROPN	N;GEN;DEF;MASC+FEM;SG
オーストラリア	australien	オーストラリア	australie	PROPN	PROPN
欧州	eu	欧州	eu	PROPN	N;INDF;MASC+FEM;SG
欧州	europe	欧州	europe	PROPN	
欧州	europa	欧州	europa	PROPN	PROPN
成長	dyrkning	成長	dyrkning	V	N;INDF;MASC+FEM;SG
成長	vækstrate	成長	vækstrate	V	N;INDF;MASC+FEM;SG
成長	vækst	成長	vækst	V	N;INDF;MASC+FEM;SG
成長	væksten	成長	vækst	V	N;DEF;MASC+FEM;SG
成長	tilvækst	成長	tilvækst	V	N;INDF;MASC+FEM;SG
賛成	enige	賛成	enig	N	ADJ;PL
賛成	enig	賛成	enig	N	ADJ;INDF;MASC+FEM;SG
生物	biologiske	生物	biologisk	N	ADJ;PL
生物	biologisk	生物	biologisk	N	ADV
感じ	føler	感じ	føle	N	V;IND;PRS;FIN;ACT
感じ	føles	感じ	føle	N	V;IND;PRS;FIN;PASS
理解	forståelse	理解	forståelse	V	N;INDF;MASC+FEM;SG
理解	forstående	理解	forstående	V	ADJ
実験	eksperimentere	実験	eksperimentere	N	V;NFIN;ACT
主催	organisator	主催	organisator	V	N;INDF;MASC+FEM;SG
主催	vært	主催	være	V	N;INDF;MASC+FEM;SG
主催	host	主催	host	V	
主催	værten	主催	vært	V	N;DEF;MASC+FEM;SG
主催	organisator	主催	organisator	V	N;INDF;MASC+FEM;SG
茨城	ibaraki	茨城	ibaraki	PROPN	
料理	levnedsmidler	料理	levnedsmiddel	V	N;INDF;MASC+FEM;PL
料理	mad	料理	mad	V	N;INDF;MASC+FEM;SG
料理	fødevarer	料理	fødevare	V	N;INDF;MASC+FEM;PL
料理	gastronomi	料理	gastronomi	V	N;INDF;MASC+FEM;SG
料理	køkken	料理	køkke	V	N;INDF;NEUT;SG
料理	kogning	料理	kogning	V	N;INDF;MASC+FEM;SG
料理	madlavning	料理	madlavning	V	N;INDF;MASC+FEM;SG
ブランド	mærke	ブランド	mærke	N	V;NFIN;ACT
報道	journalistiske	報道	journalistisk	V	ADJ;PL
報道	journalistik	報道	journalistik	V	N;INDF;MASC+FEM;SG
昇格	optrapning	昇格	optrapning	V	N;INDF;MASC+FEM;SG
昇格	eskalering	昇格	eskalering	V	N;INDF;MASC+FEM;SG
山形	yamagata	山形	yamagata	PROPN	
破壊	frakturer	破壊	fraktur	V	N;INDF;MASC+FEM;PL
破壊	brud	破壊	brud	V	N;INDF;NEUT;SG
破壊	knoglebrud	破壊	knoglebrud	V	N;INDF;NEUT;SG
破壊	fraktur	破壊	fraktur	V	N;INDF;MASC+FEM;SG
破壊	ødelæggelser	破壊	ødelæggelse	V	N;INDF;MASC+FEM;PL
破壊	ødelæggelse	破壊	ødelæggelse	V	N;INDF;MASC+FEM;SG
破壊	tilintetgørelse	破壊	tilintetgørelse	V	N;INDF;MASC+FEM;SG
破壊	destruktion	破壊	destruktion	V	N;INDF;MASC+FEM;SG
停止	stop	停止	stop	V	N;INDF;NEUT;SG
停止	standsning	停止	standsning	V	N;INDF;MASC+FEM;SG
土地	lander	土地	land	N	V;IND;PRS;FIN;ACT
土地	lander	土地	land	N	V;IND;PRS;FIN;ACT
解散	opløsning	解散	opløsning	V	N;INDF;MASC+FEM;SG
兄弟	brothers	兄弟	brothe	N	
戦隊	sentai	戦隊	sentai	N	
メジャー	major	メジャー	major	N	
違い	uoverensstemmelser	違う	uoverensstemmelse	V	N;INDF;MASC+FEM;PL
違い	forskelle	違う	forskel	V	N;INDF;MASC+FEM;PL
違い	forskellene	違う	forskel	V	N;DEF;MASC+FEM;PL
違い	forskel	違う	forskel	V	N;INDF;MASC+FEM;SG
軍事	militære	軍事	militær	N	ADJ;PL
軍事	militær	軍事	militær	N	ADJ;INDF;MASC+FEM;SG
軍事	militært	軍事	militært	N	ADJ;INDF;NEUT;SG
創設	grundlæggelse	創設	grundlæggelse	V	N;INDF;MASC+FEM;SG
ハン	han	ハン	han	PROPN	PRO;NOM;MASC+FEM;SG;3
チャンネル	channel	チャンネル	channel	N	
川崎	kawasaki	川崎	kawasaki	PROPN	
オランダ	nederlandene	オランダ	nederland	PROPN	N;DEF;NEUT;PL
オランダ	holland	オランダ	holland	PROPN	
オランダ	holland	オランダ	holland	PROPN	
セット	sæt	セット	sætte	N	V;IMP
セット	indstillet	セット	indstille	N	V;INDF;SG;PST;V.PTCP
セット	sat	セット	sætte	N	V;INDF;SG;PST;V.PTCP
セット	indstiller	セット	indstille	N	V;IND;PRS;FIN;ACT
セット	sæt	セット	sætte	N	V;IMP
セット	sætter	セット	sætte	N	V;IND;PRS;FIN;ACT
動物	animalsk	動物	animalsk	N	ADJ;INDF;SG
動物	animal	動物	animal	N	
住民	bosat	住民	bosat	N	V;INDF;SG;PST;V.PTCP
住民	bosiddende	住民	bosidde	N	ADJ
住民	fastboende	住民	fastboende	N	V;PRS;V.PTCP
住民	bosiddende	住民	bosidde	N	ADJ
民族	etnisk	民族	etnisk	N	ADJ;INDF;SG
民族	etniske	民族	etnisk	N	ADJ;PL
福井	fukui	福井	fukui	PROPN	
選択	udvælgelse	選択	udvælgelse	V	N;INDF;MASC+FEM;SG
選択	markering	選択	markering	V	N;INDF;MASC+FEM;SG
選択	valg	選択	valg	V	N;INDF;NEUT;SG
選択	udvalg	選択	udvalg	V	N;INDF;NEUT;SG
選択	markeringer	選択	markering	V	N;INDF;MASC+FEM;PL
選択	valg	選択	valg	V	N;INDF;NEUT;SG
ジョージ	george	ジョージ	george	PROPN	N;INDF;MASC+FEM;SG
失敗	svigt	失敗	svig	V	N;INDF;NEUT;SG
失敗	fiasko	失敗	fiasko	V	N;INDF;MASC+FEM;SG
失敗	fiaskoer	失敗	fiasko	V	N;INDF;MASC+FEM;PL
失敗	svigt	失敗	svig	V	N;INDF;NEUT;SG
ワン	et	ワン	en	N	PRO;NEUT;SG
ワン	en	ワン	en	N	PRO;MASC+FEM;SG
ワン	én	ワン	en	N	PRO;MASC+FEM;SG
清水	shimizu	清水	shimizu	PROPN	
購入	køb	購入	køb	V	N;INDF;NEUT;SG
購入	køb	購入	køb	V	N;INDF;NEUT;SG
購入	køb	購入	køb	V	N;INDF;NEUT;SG
購入	indkøb	購入	indkøb	V	N;INDF;NEUT;SG
購入	indkøb	購入	indkøb	V	N;INDF;NEUT;SG
購入	køb	購入	køb	V	N;INDF;NEUT;SG
ライ	rai	ライ	rai	N	
リア	lia	リア	lia	N	
レッド	rødt	レッド	rød	N	ADJ;INDF;NEUT;SG
レッド	røde	レッド	rød	N	ADJ;PL
レッド	rød	レッド	rød	N	ADJ;INDF;MASC+FEM;SG
レッド	red	レッド	red	N	
コーチ	personvogne	コーチ	personvogne	N	ADJ;PL
朝鮮	korea	朝鮮	korea	N	
朝鮮	corea	朝鮮	corea	N	
自動	automatisk	自動	automatisk	N	ADJ;INDF;SG
自動	automatiske	自動	automatisk	N	ADJ;PL
自動	automatisk	自動	automatisk	N	ADJ;INDF;SG
認定	genkendelse	認定	genkendelse	V	N;INDF;MASC+FEM;SG
認定	anerkendelse	認定	anerkendelse	V	N;INDF;MASC+FEM;SG
認定	erkendelse	認定	erkendelse	V	N;INDF;MASC+FEM;SG
認定	akkreditering	認定	akkreditering	V	N;INDF;MASC+FEM;SG
分離	adskillelse	分離	adskillelse	V	N;INDF;MASC+FEM;SG
分離	separation	分離	separation	V	N;INDF;MASC+FEM;SG
挑戦	udfordringerne	挑戦	udfordring	V	N;DEF;MASC+FEM;PL
挑戦	udfordringer	挑戦	udfordring	V	N;INDF;MASC+FEM;PL
挑戦	challenge	挑戦	challenge	V	N;INDF;MASC+FEM;SG
挑戦	udfordring	挑戦	udfordring	V	N;INDF;MASC+FEM;SG
挑戦	udfordringen	挑戦	udfordring	V	N;DEF;MASC+FEM;SG
改革	reformer	改革	reform	V	N;INDF;MASC+FEM;PL
改革	reformerne	改革	reform	V	N;DEF;MASC+FEM;PL
改革	reformer	改革	reform	V	N;INDF;MASC+FEM;PL
改革	reformen	改革	reformen	V	N;DEF;MASC+FEM;SG
改革	reform	改革	reform	V	N;INDF;MASC+FEM;SG
魔法	magic	魔法	magic	N	
魔法	magiske	魔法	magisk	N	ADJ;PL
魔法	magisk	魔法	magisk	N	ADJ;INDF;SG
修正	korrektion	修正	korrektion	V	N;INDF;MASC+FEM;SG
修正	rettelse	修正	rettelse	V	N;INDF;MASC+FEM;SG
修正	berigtigelse	修正	berigtigelse	V	N;INDF;MASC+FEM;SG
修正	fix	修正	fix	V	N;INDF;NEUT;SG
修正	fiks	修正	fiks	V	ADJ;INDF;MASC+FEM;SG
継続	fortsat	継続	fortsat	V	ADV
継続	videreførelse	継続	videreførelse	V	N;INDF;MASC+FEM;SG
継続	fortsættelse	継続	fortsættelse	V	N;INDF;MASC+FEM;SG
継続	fortsat	継続	fortsat	V	ADV
地下鉄	underjordiske	地下鉄	underjordisk	N	ADJ;PL
地下鉄	underjordisk	地下鉄	underjordisk	N	ADV
井上	inoue	井上	inoue	PROPN	
トラック	track	トラック	track	N	
トラック	spore	トラック	spor	N	V;NFIN;ACT
トラック	sporer	トラック	spore	N	V;IND;PRS;FIN;ACT
東部	east	東部	east	PROPN	N;INDF;MASC+FEM;SG
東部	østpå	東部	østpå	PROPN	ADV
東部	øst	東部	øst	PROPN	N;INDF
東部	østlig	東部	østlig	PROPN	ADJ;INDF;MASC+FEM;SG
東部	øst	東部	øst	PROPN	N;INDF
東部	østlige	東部	østlig	PROPN	ADJ;PL
合計	samlet	合計	samle	N	V;INDF;SG;PST;V.PTCP
貢献	bidrag	貢献	bidrag	V	N;INDF;NEUT;SG
貢献	bidrag	貢献	bidrag	V	N;INDF;NEUT;SG
古代	gammelt	古代	gammel	N	ADJ;INDF;NEUT;SG
古代	ældgammel	古代	ældgammel	N	ADJ;INDF;MASC+FEM;SG
エンディング	slutter	エンディング	slutte	N	V;IND;PRS;FIN;ACT
ユーザー	bruger	ユーザー	bruge	N	V;IND;PRS;FIN;ACT
バン	varevogn	バン	varevogn	PROPN	N;INDF;MASC+FEM;SG
バン	van	バン	van	PROPN	
バン	varevognen	バン	varevogn	PROPN	N;DEF;MASC+FEM;SG
バック	buck	バック	buck	N	
批判	kritik	批判	kritik	V	N;INDF;MASC+FEM;SG
批判	kritikpunkter	批判	kritikpunkt	V	N;INDF;NEUT;PL
批判	kritik	批判	kritik	V	N;INDF;MASC+FEM;SG
ショー	shaw	ショー	shaw	N	
ボーカル	vocal	ボーカル	vocal	N	
コミック	komisk	コミック	komisk	N	ADJ;INDF;SG
コミック	comic	コミック	comic	N	
毎週	ugentlig	毎週	ugentlig	N	ADV
毎週	ugentligt	毎週	ugentligt	N	ADV
未来	fremtidig	未来	fremtidig	N	ADJ;INDF;MASC+FEM;SG
未来	fremtidige	未来	fremtidig	N	ADJ;PL
未来	kommende	未来	komme	N	V;PRS;V.PTCP
未来	fremover	未来	fremover	N	ADV
未来	futuristisk	未来	futuristisk	N	ADJ;INDF;SG
移行	vandringer	移行	vandring	V	N;INDF;MASC+FEM;PL
移行	migration	移行	migration	V	
移行	udvandring	移行	udvandring	V	N;INDF;MASC+FEM;SG
移行	indvandring	移行	indvandring	V	N;INDF;MASC+FEM;SG
移行	folkevandringer	移行	folkevandring	V	N;INDF;MASC+FEM;PL
ユース	unge	ユース	ung	N	ADJ;PL
三菱	mitsubishi	三菱	mitsubishi	PROPN	
週刊	ugentlig	週刊	ugentlig	N	ADV
週刊	ugentligt	週刊	ugentligt	N	ADV
乗車	boarding	乗車	boarding	V	N;INDF;MASC+FEM;SG
ダイ	dai	ダイ	dai	N	
処理	forarbejdning	処理	forarbejdning	V	N;INDF;MASC+FEM;SG
エリア	elia	エリア	elia	N	
派遣	afsendelse	派遣	afsendelse	V	N;INDF;MASC+FEM;SG
派遣	forsendelse	派遣	forsendelse	V	N;INDF;MASC+FEM;SG
ポーランド	polen	ポーランド	pole	PROPN	PROPN
ポーランド	polens	ポーランド	polen	PROPN	N;GEN;DEF;MASC+FEM;SG
シン	shin	シン	shin	N	
シン	synd	シン	synd	N	ADJ
精神	spirit	精神	spirit	N	
日付	date	日付	date	V	N;INDF;MASC+FEM;SG
日付	dato	日付	dato	V	N;INDF;MASC+FEM;SG
日付	datoer	日付	datoer	V	N;INDF;MASC+FEM;PL
日付	dadler	日付	dadle	V	N;INDF;MASC+FEM;PL
スタート	start	スタート	start	V	N;INDF;MASC+FEM;SG
宣伝	fremme	宣伝	fremme	V	ADV
宣伝	promovering	宣伝	promovering	V	N;INDF;MASC+FEM;SG
宣伝	forfremmelse	宣伝	forfremmelse	V	N;INDF;MASC+FEM;SG
宣伝	fremme	宣伝	fremme	V	ADV
宣伝	boost	宣伝	boost	V	N;INDF;NEUT;SG
反応	tilbagemelding	反応	tilbagemelding	V	N;INDF;MASC+FEM;SG
反応	reaktion	反応	reaktion	V	N;INDF;MASC+FEM;SG
反応	reaktioner	反応	reaktion	V	N;INDF;MASC+FEM;PL
反応	reaktionen	反応	reaktion	V	N;DEF;MASC+FEM;SG
教師	lærer	教師	lære	N	V;IND;PRS;FIN;ACT
保存	opsparing	保存	opsparing	V	N;INDF;MASC+FEM;SG
保存	besparelse	保存	besparelse	V	N;INDF;MASC+FEM;SG
保存	besparelser	保存	besparelse	V	N;INDF;MASC+FEM;PL
保存	bevaring	保存	bevaring	V	N;INDF;MASC+FEM;SG
保存	bevarelse	保存	bevarelse	V	N;INDF;MASC+FEM;SG
保存	konservering	保存	konservering	V	N;INDF;MASC+FEM;SG
岩手	iwate	岩手	iwate	PROPN	
辞典	ordbøger	辞典	ordbog	PROPN	N;INDF;MASC+FEM;PL
辞典	ordbog	辞典	ordbog	PROPN	N;INDF;MASC+FEM;SG
緊急	akut	緊急	akut	ADJ	N;INDF;MASC+FEM;SG
緊急	presserende	緊急	presserende	ADJ	V;PRS;V.PTCP
緊急	haster	緊急	haste	ADJ	V;IND;PRS;FIN;ACT
緊急	nødstilfælde	緊急	nødstilfælde	ADJ	N;INDF;MASC+FEM;SG
緊急	nødsituationer	緊急	nødsituation	ADJ	N;INDF;MASC+FEM;PL
緊急	nødsituation	緊急	nødsituation	ADJ	N;INDF;MASC+FEM;SG
緊急	akut	緊急	akut	ADJ	N;INDF;MASC+FEM;SG
地下	underjordiske	地下	underjordisk	N	ADJ;PL
地下	underjordisk	地下	underjordisk	N	ADV
ウィキペディア	wikipedia	ウィキペディア	wikipedia	PROPN	N;INDF;MASC+FEM;SG
レン	wren	レン	wren	PROPN	
ストーリー	story	ストーリー	story	N	
太陽	sun	太陽	sun	N	
交換	ombytning	交換	ombytning	V	N;INDF;MASC+FEM;SG
交換	udveksling	交換	udveksling	V	N;INDF;MASC+FEM;SG
交換	bytte	交換	bytte	V	N;INDF;MASC+FEM;SG
交換	exchange	交換	exchange	V	
制限	begrænsninger	制限	begrænsning	V	N;INDF;MASC+FEM;PL
制限	begrænsninger	制限	begrænsning	V	N;INDF;MASC+FEM;PL
制限	restriktioner	制限	restriktion	V	N;INDF;MASC+FEM;PL
制限	grænser	制限	grænse	V	N;INDF;MASC+FEM;PL
制限	begrænsninger	制限	begrænsning	V	N;INDF;MASC+FEM;PL
制限	grænseværdier	制限	grænseværdi	V	N;INDF;MASC+FEM;PL
制限	restriktioner	制限	restriktion	V	N;INDF;MASC+FEM;PL
制限	begrænsning	制限	begrænsning	V	N;INDF;MASC+FEM;SG
制限	restriktion	制限	restriktion	V	N;INDF;MASC+FEM;SG
制限	grænse	制限	grænse	V	N;INDF;MASC+FEM;SG
制限	begrænsning	制限	begrænsning	V	N;INDF;MASC+FEM;SG
キー	taster	キー	taste	N	V;IND;PRS;FIN;ACT
キー	tast	キー	taste	N	V;IMP
渋谷	shibuya	渋谷	shibuya	PROPN	
栃木	tochigi	栃木	tochigi	PROPN	
児童	child	児童	child	N	
フル	mæt	フル	mæt	N	ADJ;INDF;SG
フル	fuld	フル	fuld	N	ADJ;INDF;MASC+FEM;SG
フル	fuldt	フル	fuldt	N	ADV
フル	fulde	フル	fuld	N	ADJ;DEF;SG
フル	full	フル	full	N	
ボール	ball	ボール	ball	N	
急行	express	急行	express	N	
急行	udtrykke	急行	udtrykke	N	V;NFIN;ACT
電力	el	電力	el	N	
医学	medicinsk	医学	medicinsk	N	ADV
ブラック	sort	ブラック	sort	PROPN	ADJ;INDF;SG
ブラック	black	ブラック	black	PROPN	
ブラック	sorte	ブラック	sort	PROPN	ADJ;PL
サー	sir	サー	sige	N	
自己	self	自己	self	N	
管理	admin	管理	admin	N	
オープニング	åbner	オープニング	åbne	N	V;IND;PRS;FIN;ACT
ロン	ron	ロン	ron	PROPN	
田村	tamura	田村	tamura	PROPN	
カリフォルニア	californiske	カリフォルニア	californisk	PROPN	ADJ;PL
カリフォルニア	californien	カリフォルニア	californi	PROPN	N;DEF;MASC+FEM;SG
カリフォルニア	california	カリフォルニア	california	PROPN	
カバー	dække	カバー	dække	N	V;NFIN;ACT
取引	transaktion	取引	transaktion	V	N;INDF;MASC+FEM;SG
取引	transaktionen	取引	transaktion	V	N;DEF;MASC+FEM;SG
取引	trading	取引	trading	V	
取引	transaktioner	取引	transaktion	V	N;INDF;MASC+FEM;PL
取引	samhandel	取引	samhandel	V	N;INDF;MASC+FEM;SG
取引	bytte	取引	bytte	V	N;INDF;MASC+FEM;SG
取引	handel	取引	handel	V	N;INDF;MASC+FEM;SG
取引	trade	取引	trade	V	
長い	længe	長い	længe	ADJ	ADV
禁止	forbudt	禁止	forbudt	V	ADJ;INDF;SG
禁止	forbud	禁止	forbud	V	N;INDF;NEUT;SG
フォー	fire	フォー	fire	N	NUM
フォー	four	フォー	four	N	
強化	styrke	強化	styrke	V	N;INDF;MASC+FEM;SG
強化	styrkelse	強化	styrkelse	V	N;INDF;MASC+FEM;SG
強化	forstærkende	強化	forstærkende	V	ADJ
強化	styrkelse	強化	styrkelse	V	N;INDF;MASC+FEM;SG
強化	forstærkning	強化	forstærkning	V	N;INDF;MASC+FEM;SG
強化	forstærkninger	強化	forstærkning	V	N;INDF;MASC+FEM;PL
強化	styrkelse	強化	styrkelse	V	N;INDF;MASC+FEM;SG
パン	pan	パン	pan	N	
物理	fysiske	物理	fysisk	N	ADJ;PL
物理	fysisk	物理	fysisk	N	ADV
管轄	jurisdiktion	管轄	jurisdiktion	V	N;INDF;MASC+FEM;SG
管轄	kompetence	管轄	kompetence	V	N;INDF;MASC+FEM;SG
回避	skatteunddragelse	回避	skatteunddragelse	V	N;INDF;MASC+FEM;SG
藤原	fujiwara	藤原	fujiwara	PROPN	
パーク	parkere	パーク	park	N	V;NFIN;ACT
アフリカ	afrika	アフリカ	afrika	PROPN	
アフリカ	afrikanske	アフリカ	afrikansk	PROPN	ADJ;PL
アフリカ	afrikansk	アフリカ	afrikansk	PROPN	ADJ;INDF;SG
アフリカ	afrika	アフリカ	afrika	PROPN	
先生	sensei	先生	sensei	N	
先生	lærer	先生	lære	N	V;IND;PRS;FIN;ACT
先生	doctor	先生	doctor	N	
訓練	træning	訓練	træning	V	N;INDF;MASC+FEM;SG
訓練	uddannelse	訓練	uddannelse	V	N;INDF;MASC+FEM;SG
訓練	oplæring	訓練	oplæring	V	N;INDF;MASC+FEM;SG
展示	udstilling	展示	udstilling	V	N;INDF;MASC+FEM;SG
展示	udstillingen	展示	udstilling	V	N;DEF;MASC+FEM;SG
展示	fremvisning	展示	fremvisning	V	N;INDF;MASC+FEM;SG
展示	udstilling	展示	udstilling	V	N;INDF;MASC+FEM;SG
展示	udstillinger	展示	udstilling	V	N;INDF;MASC+FEM;PL
展示	opvisning	展示	opvisning	V	N;INDF;MASC+FEM;SG
展示	udstillinger	展示	udstilling	V	N;INDF;MASC+FEM;PL
徳川	tokugawa	徳川	tokugawa	PROPN	
月刊	månedligt	月刊	månedlig	N	ADV
月刊	månedlige	月刊	månedlig	N	ADJ;PL
月刊	månedlig	月刊	månedlig	N	ADJ;INDF;MASC+FEM;SG
検索	søgning	検索	søgning	V	N;INDF;MASC+FEM;SG
検索	søgning	検索	søgning	V	N;INDF;MASC+FEM;SG
池田	ikeda	池田	ikeda	PROPN	N;INDF;NEUT;SG
ポール	poul	ポール	poul	N	PROPN
ポール	paul	ポール	paul	N	
リスト	liste	リスト	liste	V	N;INDF;MASC+FEM;SG
リスト	list	リスト	list	V	N;INDF;MASC+FEM;SG
リスト	lister	リスト	liste	V	N;INDF;MASC+FEM;PL
リスト	fortegnelser	リスト	fortegnelse	V	N;INDF;MASC+FEM;PL
共通	almindelige	共通	almindelig	V	ADJ;PL
共通	fælles	共通	fælles	V	ADJ
共通	almindelig	共通	almindelig	V	ADJ;INDF;MASC+FEM;SG
ケン	ken	ケン	ken	PROPN	
内部	indvendigt	内部	indvendig	N	ADV
内部	indvendige	内部	indvendig	N	ADJ;PL
内部	indvendig	内部	indvendig	N	ADJ;INDF;MASC+FEM;SG
内部	intern	内部	intern	N	ADJ;INDF;MASC+FEM;SG
内部	interne	内部	interne	N	ADJ;PL
内部	internt	内部	internt	N	ADV
グリーン	green	グリーン	gre	N	
グリーン	grønt	グリーン	grøn	N	ADJ;INDF;NEUT;SG
グリーン	grønne	グリーン	grøn	N	ADJ;PL
グリーン	grøn	グリーン	grøn	N	ADJ;INDF;MASC+FEM;SG
戦車	tankes	戦車	tanke	N	V;IND;PRS;FIN;PASS
愛称	øgenavne	愛称	øgenavn	N	ADJ;PL
消滅	udryddelse	消滅	udryddelse	V	N;INDF;MASC+FEM;SG
消滅	tilintetgørelse	消滅	tilintetgørelse	V	N;INDF;MASC+FEM;SG
消滅	uddød	消滅	uddød	V	ADJ;INDF;MASC+FEM;SG
消滅	udslettelse	消滅	udslettelse	V	N;INDF;MASC+FEM;SG
再	genåbnet	再	genåbne	N	V;INDF;SG;PST;V.PTCP
再	genåbne	再	genåben	N	V;NFIN;ACT
再	genoptager	再	genoptage	N	V;IND;PRS;FIN;ACT
再	genoptages	再	genoptage	N	V;IND;PRS;NFIN;PASS
再	genoptage	再	genoptage	N	V;NFIN;ACT
ミニ	mini	ミニ	mini	N	
スタッフ	personale	スタッフ	personal	N	ADJ;PL
スタッフ	ansatte	スタッフ	ansætte	N	V;PL;PST;V.PTCP
いくつか	nogle	いくつか	nogen	ADV	PRO;PL
合意	konsensus	合意	konsensus	V	N;DEF;MASC+FEM;SG
合意	enighed	合意	enighed	V	N;INDF;MASC+FEM;SG
合意	enighed	合意	enighed	V	N;INDF;MASC+FEM;SG
合意	overenskomst	合意	overenskomst	V	N;INDF;MASC+FEM;SG
合意	aftale	合意	aftale	V	N;INDF;MASC+FEM;SG
改善	forbedring	改善	forbedring	V	N;INDF;MASC+FEM;SG
改善	bedring	改善	bedring	V	N;INDF;MASC+FEM;SG
改善	forbedringer	改善	forbedring	V	N;INDF;MASC+FEM;PL
改善	forbedring	改善	forbedring	V	N;INDF;MASC+FEM;SG
ブラジル	brasilien	ブラジル	brasilie	PROPN	N;DEF;MASC+FEM;SG
ブラジル	brasiliens	ブラジル	brasilie	PROPN	N;GEN;DEF;MASC+FEM;SG
ブラジル	brasilianske	ブラジル	brasiliansk	PROPN	ADJ;PL
ブラジル	brasiliansk	ブラジル	brasiliansk	PROPN	ADJ;INDF;SG
ネットワーク	network	ネットワーク	network	N	
審査	gennemgå	審査	gennemgå	N	V;NFIN;ACT
審査	gennemse	審査	gennemse	N	
ダン	dan	ダン	dan	PROPN	
観測	iagttagelse	観測	iagttagelse	V	N;INDF;MASC+FEM;SG
観測	bemærkning	観測	bemærkning	V	N;INDF;MASC+FEM;SG
観測	observation	観測	observation	V	N;INDF;MASC+FEM;SG
観測	iagttagelse	観測	iagttagelse	V	N;INDF;MASC+FEM;SG
観測	bemærkninger	観測	bemærkning	V	N;INDF;MASC+FEM;PL
観測	observationer	観測	observation	V	N;INDF;MASC+FEM;PL
観測	iagttagelser	観測	iagttagelse	V	N;INDF;MASC+FEM;PL
木村	kimura	木村	kimura	PROPN	
プレイヤー	spiller	プレイヤー	spille	N	V;IND;PRS;FIN;ACT
シャー	shah	シャー	shah	PROPN	
巨大	kæmpestort	巨大	kæmpestort	ADJ	ADV
巨大	gigant	巨大	gigant	ADJ	N;INDF;MASC+FEM;SG
巨大	giant	巨大	giant	ADJ	N;INDF;NEUT;SG
ナイト	springer	ナイト	springe	N	V;IND;PRS;FIN;ACT
命令	instruktion	命令	instruktion	V	N;INDF;MASC+FEM;SG
命令	kendelser	命令	kendelse	V	N;INDF;MASC+FEM;PL
命令	ordre	命令	ordre	V	N;INDF;MASC+FEM;SG
命令	bestillinger	命令	bestilling	V	N;INDF;MASC+FEM;PL
命令	ordrer	命令	ordre	V	N;INDF;MASC+FEM;PL
ジャン	jean	ジャン	jean	PROPN	
旅行	travel	旅行	travel	V	
旅行	rejser	旅行	rejse	V	N;INDF;MASC+FEM;PL
旅行	rejse	旅行	rejse	V	N;INDF;MASC+FEM;SG
旅行	tur	旅行	tur	V	N;INDF;MASC+FEM;SG
旅行	trip	旅行	trip	V	
旅行	rejsen	旅行	rejse	V	N;DEF;MASC+FEM;SG
旅行	rejse	旅行	rejse	V	N;INDF;MASC+FEM;SG
旅行	rejser	旅行	rejse	V	N;INDF;MASC+FEM;PL
旅行	rejser	旅行	rejse	V	N;INDF;MASC+FEM;PL
旅行	ture	旅行	tur	V	N;INDF;MASC+FEM;PL
旅行	trips	旅行	trips	V	
ルー	lou	ルー	lou	N	
一郎	ichiro	一郎	ichiro	PROPN	
少ない	mindre	少ない	mindre	ADJ	ADV;CMPR
比較	sammenlign	比較	sammenlign	V	N;INDF;NEUT;SG
比較	sammenligninger	比較	sammenligning	V	N;INDF;MASC+FEM;PL
貴族	adelige	貴族	adelig	N	ADJ;PL
バトル	battle	バトル	battel	N	
ダンス	danse	ダンス	danse	N	V;NFIN;ACT
ダンス	dance	ダンス	dance	N	
ダンス	danse	ダンス	danse	N	V;NFIN;ACT
ダンス	dansende	ダンス	danse	N	V;PRS;V.PTCP
ダンス	danser	ダンス	danse	N	V;IND;PRS;FIN;ACT
プロデュース	fremstiller	プロデュース	fremstille	N	V;IND;PRS;FIN;ACT
プロデュース	producere	プロデュース	producere	N	V;NFIN;ACT
実現	realisering	実現	realisering	V	N;INDF;MASC+FEM;SG
実現	virkeliggørelse	実現	virkeliggørelse	V	N;INDF;MASC+FEM;SG
実現	erkendelse	実現	erkendelse	V	N;INDF;MASC+FEM;SG
セント	cents	セント	cents	PROPN	N;INDF;MASC+FEM;SG
セント	cent	セント	cent	PROPN	N;INDF;NEUT;SG
セント	cent	セント	cent	PROPN	N;INDF;NEUT;SG
ルート	ruter	ルート	ruter	PROPN	N;INDF;MASC+FEM;PL
ルート	ruterne	ルート	rute	PROPN	N;DEF;MASC+FEM;PL
ルート	route	ルート	route	PROPN	N;INDF;MASC+FEM;SG
