日	dia	日	dia	PROPN	N;MASC;SG
現代	moderno	現代	moderno	N	ADJ;MASC;SG
未來	futuras	未來	futuro	N	ADJ;FEM;PL
未來	futuros	未來	futuro	N	ADJ;MASC;PL
芳	fang	芳	fang	PROPN	N;MASC;SG
著	escritos	著	escrever	PART;PROG	V;MASC;PL;V.PTCP
金融	financeiro	金融	financeiro	N	ADJ;MASC;SG
商業	comercial	商業	comercial	N	ADJ;MASC;SG
亮	ryo	亮	ryo	PROPN	N;MASC;SG
慶	kyung	慶	kyung	PROPN	N;MASC;SG
巨	gigante	巨	gigante		N;MASC;SG
巨	giant	巨	giant		N;MASC;SG
巨	gigantes	巨	gigante		N;MASC;PL
過去	passadas	過去	passar	N	V;FEM;PL;V.PTCP
過去	passados	過去	passar	N	V;MASC;PL;V.PTCP
過去	passado	過去	passar	N	V;MASC;SG;V.PTCP
董	tung	董	tung	PROPN	N;MASC;SG
董	dong	董	dong	PROPN	N;MASC;SG
存	deposito	存	deposito	V	N;MASC;SG
存	depósito	存	depósito	V	N;MASC;SG
提高	aumento	提高	aumento	V	N;MASC;SG
嚴重	serio	嚴重	ser	ADJ	N;MASC;SG
嚴重	severo	嚴重	severo	ADJ	N;MASC;SG
俊	jun	俊	jun	PROPN	N;MASC;SG
俊	joon	俊	joon	PROPN	N;MASC;SG
訓練	formação	訓練	formação	V	N;FEM;SG
訓練	treinamento	訓練	treinamento	V	N;MASC;SG
訓練	treinos	訓練	treino	V	N;MASC;PL
訓練	treino	訓練	treino	V	N;MASC;SG
熙	hee	熙	hee	PROPN	N;MASC;SG
葡萄牙	portugueses	葡萄牙	português	PROPN	N;MASC;PL
葡萄牙	portugues	葡萄牙	portugue	PROPN	N;MASC;SG
葡萄牙	português	葡萄牙	português	PROPN	N;MASC;SG
葡萄牙	portuguesa	葡萄牙	portuguesa	PROPN	N;FEM;SG
葡萄牙	portugal	葡萄牙	portugal	PROPN	N;MASC;SG
喬	joe	喬	joe	PROPN	N;MASC;SG
朝鮮	joseon	朝鮮	joseon	PROPN	N;MASC;SG
朝鮮	coréia	朝鮮	coréia	PROPN	N;MASC;SG
朝鮮	korea	朝鮮	korea	PROPN	N;MASC;SG
朝鮮	coreia	朝鮮	coreia	PROPN	N;FEM;SG
工業	industrial	工業	industrial	N	ADJ;MASC;SG
蓋	gai	蓋	gair		N;MASC;SG
慧	hye	慧	hye	PROPN	N;FEM;SG
舒	shu	舒	shu	PROPN	N;MASC;SG
授予	prémio	授予	prémio	V	N;MASC;SG
授予	prêmio	授予	prêmio	V	N;MASC;SG
茂	mau	茂	mau	PROPN	ADJ;MASC;SG
茂	shigeru	茂	shigeru	PROPN	N;MASC;SG
茂	moo	茂	moo	PROPN	N;MASC;SG
參考	referência	參考	referência	V	N;FEM;SG
參考	referencia	參考	referenciar	V	N;FEM;SG
健	jian	健	jian	PROPN	N;MASC;SG
韓	han	韓	han	PROPN	N;MASC;SG
台北	taipei	台北	taipei	PROPN	N;MASC;SG
珍	jane	珍	jane	PROPN	N;FEM;SG
珍	joana	珍	joana	PROPN	N;FEM;SG
盛	sheng	盛	sheng	PROPN	N;MASC;SG
古代	antigo	古代	antigo	N	ADJ;MASC;SG
古代	antigos	古代	antigo	N	ADJ;MASC;PL
灰	cinzento	灰	cinzento	N	ADJ;MASC;SG
灰	cinzenta	灰	cinzento	N	ADJ;FEM;SG
灰	cinzento	灰	cinzento	N	ADJ;MASC;SG
寬	largura	寬	largura	PART	N;FEM;SG
寬	vasto	寬	vasto	PART	ADJ;MASC;SG
寬	ampla	寬	ampla	PART	ADJ;FEM;SG
寬	amplo	寬	amplo	PART	ADJ;MASC;SG
寬	wide	寬	wide	PART	N;MASC;SG
寬	ampla	寬	ampla	PART	ADJ;FEM;SG
寬	amplo	寬	amplo	PART	ADJ;MASC;SG
提升	upgrade	提升	upgrade	V	N;MASC;SG
提升	actualização	提升	actualização	V	N;FEM;SG
提升	atualização	提升	atualização	V	N;FEM;SG
提升	lift	提升	lift	V	N;MASC;SG
提升	elevador	提升	elevador	V	N;MASC;SG
提升	elevação	提升	elevação	V	N;FEM;SG
楚	chu	楚	chu	PROPN	N;MASC;SG
新疆	xinjiang	新疆	xinjiang	PROPN	N;FEM;SG
退	retiro	退	retiro	V	N;MASC;SG
退	recuo	退	recuo	V	N;MASC;SG
退	retirada	退	retirada	V	N;FEM;SG
十八	eighteen	十八	eighteen	NUM	N;MASC;SG
持續	contínua	持續	contínuo	V	N;FEM;SG
持續	contínuo	持續	contínuo	V	N;MASC;SG
持續	contínuas	持續	contínuo	V	ADJ;FEM;PL
持續	contínuos	持續	contínuo	V	N;MASC;PL
卓	zhuo	卓	zhuo	PROPN	N;MASC;SG
翻譯	traduções	翻譯	tradução	V	N;FEM;PL
翻譯	tradutores	翻譯	tradutor	V	N;MASC;PL
翻譯	traduções	翻譯	tradução	V	N;FEM;PL
翻譯	tradução	翻譯	tradução	V	N;FEM;SG
自動	automático	自動	automático	N	ADJ;MASC;SG
自動	automáticos	自動	automático	N	ADJ;MASC;PL
自動	automático	自動	automático	N	ADJ;MASC;SG
自動	automática	自動	automático	N	ADJ;FEM;SG
自動	automaticamente	自動	automaticamente	N	ADV
自動	automatizados	自動	automatizar	N	V;MASC;PL;V.PTCP
自動	automatizado	自動	automatizar	N	V;MASC;SG;V.PTCP
自動	automatizada	自動	automatizar	N	V;FEM;SG;V.PTCP
宣	xuan	宣	xuan	PROPN	N;MASC;SG
注意	atençao	注意	atençao	V	N;FEM;SG
注意	atenção	注意	atenção	V	N;FEM;SG
大樓	construindo	大樓	construir	N	V;V.MSDR
出口	sair	出口	sair	N	V;NFIN
出口	exporta	出口	exportar	N	V;IND;SG;3;PRS;FIN
出口	exporta	出口	exportar	N	V;IND;SG;3;PRS;FIN
出口	exportar	出口	exportar	N	V;NFIN
高速	autoestradas	高速	autoestrada	ADJ	N;FEM;PL
高速	estradas	高速	estrada	ADJ	N;FEM;PL
高速	rodovias	高速	rodovia	ADJ	N;FEM;PL
高速	highway	高速	highway	ADJ	N;MASC;SG
高速	rodovia	高速	rodovia	ADJ	N;FEM;SG
高速	autoestrada	高速	autoestrada	ADJ	N;FEM;SG
高速	estrada	高速	estrada	ADJ	N;FEM;SG
條約	tratados	條約	tratar	N	V;MASC;PL;V.PTCP
條約	tratado	條約	tratar	N	V;MASC;SG;V.PTCP
畫	pintar	畫	pintar	N	V;NFIN
畫	desenhar	畫	desenhar	N	V;NFIN
畫	desenhe	畫	desenhe	N	V;SBJV;SG;3;PRS;FIN
畫	desenha	畫	desenhar	N	V;IND;SG;3;PRS;FIN
畫	pintar	畫	pintar	N	V;NFIN
畫	pintando	畫	pintar	N	V;V.MSDR
舞	dançar	舞	dançar	N	V;NFIN
舞	dançando	舞	dançar	N	V;V.MSDR
舞	dançar	舞	dançar	N	V;NFIN
荷蘭	holanda	荷蘭	holandar	PROPN	N;FEM;SG
宏	macros	宏	macro	PROPN	N;MASC;PL
命令	comandos	命令	comando	V	N;MASC;PL
命令	comando	命令	comando	V	N;MASC;SG
命令	ordem	命令	ordem	V	N;FEM;SG
命令	encomenda	命令	encomenda	V	N;FEM;SG
命令	ordens	命令	ordem	V	N;FEM;PL
命令	encomendas	命令	encomenda	V	N;FEM;PL
遠	far	遠	far		N;MASC;SG
遠	longe	遠	longe		ADV
結構	estrutural	結構	estrutural	N	ADJ;MASC;SG
埃及	egipto	埃及	egipto	PROPN	N;MASC;SG
埃及	egito	埃及	egito	PROPN	N;MASC;SG
可	coco	可	coco	V	N;MASC;SG
可	cacau	可	cacau	V	N;MASC;SG
水平	horizontalmente	水平	horizontalmente	N	ADV
水平	horizontal	水平	horizontal	N	ADJ;MASC;SG
輝	fai	輝	ser	PROPN	N;MASC;SG
輝	huy	輝	huy	PROPN	N;MASC;SG
墨西哥	méxico	墨西哥	méxico	PROPN	N;MASC;SG
墨西哥	mexico	墨西哥	mexico	PROPN	N;MASC;SG
學習	estudo	學習	estudo	V	N;MASC;SG
學習	aprendizagem	學習	aprendizagem	V	N;FEM;SG
賴	lai	賴	lai	PROPN	N;MASC;SG
阮	nguyễn	阮	nguyễn	PROPN	N;MASC;SG
阮	nguyen	阮	nguyen	PROPN	N;MASC;SG
阮	ruan	阮	ruan	PROPN	N;MASC;SG
動	mover	動	mover	N	V;NFIN
那些	essas	那些	esse	DET	PRO;FEM;PL
以後	depois	以後	depois	N	ADV
容易	facil	容易	facil	ADV	ADJ;MASC;SG
容易	fácil	容易	fácil	ADV	ADJ;MASC;SG
容易	easy	容易	easy	ADV	N;MASC;SG
容易	calma	容易	calma	ADV	N;FEM;SG
彼得	pedro	彼得	pedro	PROPN	N;MASC;SG
彼得	peter	彼得	peter	PROPN	N;MASC;SG
大阪	osaka	大阪	osako	PROPN	N;MASC;SG
代理	agente	代理	agente	V	N;MASC;SG
代理	atuação	代理	atuação	V	N;FEM;SG
代理	procuração	代理	procuração	V	N;FEM;SG
代理	proxy	代理	proxy	V	N;MASC;SG
組合	misture	組合	misture	N	V;SBJV;SG;3;PRS;FIN
組合	misturar	組合	misturar	N	V;NFIN
正常	normais	正常	normal	N	ADJ;MASC;PL
正常	normal	正常	normal	N	ADJ;MASC;SG
北京	beijing	北京	beijing	PROPN	N;MASC;SG
北京	pequim	北京	pequim	PROPN	N;MASC;SG
禁止	ban	禁止	ban	V	N;MASC;SG
禁止	banimento	禁止	banimento	V	N;MASC;SG
禁止	proibição	禁止	proibição	V	N;FEM;SG
禁止	proibições	禁止	proibição	V	N;FEM;PL
禁止	interdição	禁止	interdição	V	N;FEM;SG
禁止	proibição	禁止	proibição	V	N;FEM;SG
重播	replay	重播	replay	V	N;MASC;SG
重播	repetição	重播	repetição	V	N;FEM;SG
重播	reprodução	重播	reprodução	V	N;FEM;SG
重播	repetição	重播	repetição	V	N;FEM;SG
克拉	quilates	克拉	quilate	PROPN	N;MASC;PL
完整	cheia	完整	cheio	N	ADJ;FEM;SG
完整	plena	完整	pleno	N	ADJ;FEM;SG
完整	pleno	完整	pleno	N	ADJ;MASC;SG
完整	cheio	完整	cheio	N	ADJ;MASC;SG
完整	completa	完整	completo	N	ADJ;FEM;SG
完整	completos	完整	completo	N	ADJ;MASC;PL
完整	complete	完整	completer	N	V;SBJV;SG;3;PRS;FIN
爆	explosão	爆	explosão	V	N;FEM;SG
翁	weng	翁	weng	PROPN	N;MASC;SG
上市	listagem	上市	listagem	V	N;FEM;SG
上市	listas	上市	lista	V	N;FEM;PL
上市	listagem	上市	listagem	V	N;FEM;SG
德里	deli	德里	deli	PROPN	N;MASC;SG
德里	delhi	德里	delhi	PROPN	N;MASC;SG
介紹	introdução	介紹	introdução	V	N;FEM;SG
介紹	introdução	介紹	introdução	V	N;FEM;SG
介紹	apresentação	介紹	apresentação	V	N;FEM;SG
袁	yuan	袁	yuan	PROPN	N;MASC;SG
欣	xin	欣	xin	PROPN	N;MASC;SG
耳	ouvidos	耳	ouvir	N	V;MASC;PL;V.PTCP
耳	ouvido	耳	ouvir	N	V;MASC;SG;V.PTCP
耳	ouvidos	耳	ouvir	N	V;MASC;PL;V.PTCP
改變	mudança	改變	mudança	V	N;FEM;SG
改變	mudanças	改變	mudança	V	N;FEM;PL
改變	troco	改變	troco	V	N;MASC;SG
大西	atlântica	大西	atlântico	PROPN	N;FEM;SG
大西	atlântico	大西	atlântico	PROPN	N;MASC;SG
聯邦	federal	聯邦	federal	N	ADJ;MASC;SG
土耳其	turquia	土耳其	turquia	PROPN	N;FEM;SG
外交	diplomático	外交	diplomático	N	ADJ;MASC;SG
說明	descrição	說明	descrição	V	N;FEM;SG
連續	consecutivas	連續	consecutivo	ADV	N;FEM;PL
連續	consecutivo	連續	consecutivo	ADV	ADJ;MASC;SG
連續	consecutiva	連續	consecutivo	ADV	N;FEM;SG
連續	consecutivos	連續	consecutivo	ADV	N;MASC;PL
連續	contínua	連續	contínuo	ADV	N;FEM;SG
連續	contínuo	連續	contínuo	ADV	N;MASC;SG
連續	contínuas	連續	contínuo	ADV	ADJ;FEM;PL
連續	contínuos	連續	contínuo	ADV	N;MASC;PL
連續	continuum	連續	continuum	ADV	N;MASC;SG
連續	contínuo	連續	contínuo	ADV	N;MASC;SG
晚	tarde	晚	tarde	N	ADV
晚	atrasada	晚	atrasar	N	V;FEM;SG;V.PTCP
晚	atrasados	晚	atrasar	N	V;MASC;PL;V.PTCP
晚	atrasado	晚	atrasar	N	V;MASC;SG;V.PTCP
記錄	gravação	記錄	gravação	V	N;FEM;SG
記錄	registro	記錄	registro	V	N;MASC;SG
記錄	recorde	記錄	recorde	V	N;MASC;SG
記錄	record	記錄	record	V	N;FEM;SG
記錄	registos	記錄	registo	V	N;MASC;PL
記錄	records	記錄	record	V	N;MASC;SG
記錄	registros	記錄	registro	V	N;MASC;PL
記錄	discos	記錄	disco	V	N;MASC;PL
作戰	combate	作戰	combate	V	N;MASC;SG
寫	escrita	寫	escrita	V	N;FEM;SG
地理	geográfico	地理	geográfico	N	ADJ;MASC;SG
地理	geográfica	地理	geográfico	N	ADJ;FEM;SG
孝	hyo	孝	hyo	PROPN	N;MASC;SG
姜	kang	姜	kang	PROPN	PROPN;MASC;SG
姜	jiang	姜	jiang	PROPN	N;MASC;SG
姜	ruivo	姜	ruivo	PROPN	N;MASC;SG
姜	gengibre	姜	gengibre	PROPN	N;MASC;SG
姜	ginger	姜	ginger	PROPN	N;MASC;SG
最近	ultimamente	最近	ultimamente	N	ADV
最近	recentemente	最近	recentemente	N	ADV
最近	recente	最近	recente	N	ADJ;MASC;SG
咸	salgadas	咸	salgar	PROPN	V;FEM;PL;V.PTCP
咸	salgada	咸	salgar	PROPN	V;FEM;SG;V.PTCP
咸	salgado	咸	salgar	PROPN	V;MASC;SG;V.PTCP
變	mudança	變	mudança	V	N;FEM;SG
變	mudanças	變	mudança	V	N;FEM;PL
變	troco	變	troco	V	N;MASC;SG
開放	abertura	開放	abertura	V	N;FEM;SG
開放	open	開放	open	V	N;MASC;SG
主持	moderador	主持	moderador	V	N;MASC;SG
主持	organizador	主持	organizador	V	N;MASC;SG
主持	hospedeiro	主持	hospedeiro	V	N;MASC;SG
主持	anfitrião	主持	anfitrião	V	N;MASC;SG
主持	host	主持	host	V	N;MASC;SG
主持	apresentador	主持	apresentador	V	N;MASC;SG
主持	acolhimento	主持	acolhimento	V	N;MASC;SG
主持	facilitador	主持	facilitador	V	N;MASC;SG
移民	imigrantes	移民	imigrante	V	N;MASC;PL
移民	emigração	移民	emigração	V	N;FEM;SG
移民	migrantes	移民	migrante	V	N;MASC;PL
移民	imigração	移民	imigração	V	N;FEM;SG
移民	migração	移民	migração	V	N;FEM;SG
移民	migrações	移民	migração	V	N;FEM;PL
背	costas	背	costa		N;FEM;PL
背	volta	背	volta		N;FEM;SG
背	voltar	背	voltar		V;NFIN
第八	oitava	第八	oitavo	NUM	N;FEM;SG
第八	oitavo	第八	oitavo	NUM	ADJ;MASC;SG
姚	yao	姚	yao	PROPN	N;MASC;SG
演唱	concerto	演唱	concerto	V	N;MASC;SG
演唱	concertos	演唱	concerto	V	N;MASC;PL
演唱	concert	演唱	concert	V	N;MASC;SG
演唱	concertos	演唱	concerto	V	N;MASC;PL
演唱	shows	演唱	show	V	N;MASC;PL
錫	tin	錫	tin	PROPN	N;MASC;SG
錫	lata	錫	lata	PROPN	N;FEM;SG
錫	estanho	錫	estanho	PROPN	N;MASC;SG
柏林	berlim	柏林	berlim	PROPN	N;MASC;SG
三	three	三	three	NUM	N;MASC;SG
今天	hj	今天	hj	N	V;IND;SG;1;PRS;FIN
今天	hoje	今天	hoje	N	ADV
加州	califórnia	加州	califórnia	PROPN	N;FEM;SG
加州	california	加州	california	PROPN	N;FEM;SG
墓	grave	墓	grave	N	ADJ;MASC;SG
北方	setentrional	北方	setentrional	N	ADJ;MASC;SG
活躍	ativo	活躍	ativo	N	ADJ;MASC;SG
活躍	activo	活躍	activo	N	ADJ;MASC;SG
活躍	ativa	活躍	ativo	N	ADJ;FEM;SG
活躍	activa	活躍	activo	N	ADJ;FEM;SG
星期	segunda	星期	segundo	N	ADJ;FEM;SG
首播	estréia	首播	estréia	V	N;FEM;SG
首播	estreia	首播	estreia	V	N;FEM;SG
射	atire	射	atire	N	V;SBJV;SG;3;PRS;FIN
射	atirar	射	atirar	N	V;NFIN
啟	kai	啟	kai	ADP	N;MASC;SG
極	polar	極	polar		N;MASC;SG
極	extremamente	極	extremamente		ADV
野	selvagem	野	selvagem	PROPN	ADJ;MASC;SG
野	wild	野	wild	PROPN	N;MASC;SG
野	selvagens	野	selvagem	PROPN	N;MASC;PL
投資	investindo	投資	investir	N	V;V.MSDR
投資	investir	投資	investir	N	V;NFIN
投資	investe	投資	investir	N	V;IND;SG;3;PRS;FIN
投資	investir	投資	investir	N	V;NFIN
投資	invista	投資	invista	N	V;SBJV;SG;3;PRS;FIN
類型	digite	類型	digitir	N	V;SBJV;SG;3;PRS;FIN
錯誤	errado	錯誤	errar	N	V;MASC;SG;V.PTCP
錯誤	errada	錯誤	errar	N	V;FEM;SG;V.PTCP
儀	yee	儀	yee	PROPN	N;MASC;SG
健康	saudável	健康	saudável	N	ADJ;MASC;SG
健康	saudáveis	健康	saudável	N	ADJ;MASC;PL
熱	quente	熱	quente	PART	N;MASC;SG
熱	gostosa	熱	gostoso	PART	N;FEM;SG
熱	gostosas	熱	gostoso	PART	ADJ;FEM;PL
熱	heat	熱	heat	PART	N;MASC;SG
熱	calor	熱	calor	PART	N;MASC;SG
輕	light	輕	light		N;MASC;SG
輕	luz	輕	luz		N;FEM;SG
輕	leve	輕	levar		V;SBJV;SG;3;PRS;FIN
輕	isqueiro	輕	isqueiro		N;MASC;SG
經常	regulares	經常	regular	ADV	ADJ;MASC;PL
經常	regular	經常	regular	ADV	ADJ;MASC;SG
經常	frequentes	經常	frequente	ADV	ADJ;MASC;PL
經常	frequente	經常	frequente	ADV	ADJ;MASC;SG
臺	esplanada	臺	esplanada	PROPN	N;FEM;SG
臺	terraço	臺	terraço	PROPN	N;MASC;SG
臺	varanda	臺	varanda	PROPN	N;FEM;SG
臺	terrace	臺	terrace	PROPN	N;MASC;SG
滿	mitsuru	滿	mitsuru	PROPN	N;MASC;SG
滿	cheia	滿	cheio	PROPN	ADJ;FEM;SG
滿	plena	滿	pleno	PROPN	ADJ;FEM;SG
滿	pleno	滿	pleno	PROPN	ADJ;MASC;SG
滿	full	滿	full	PROPN	N;MASC;SG
滿	cheio	滿	cheio	PROPN	ADJ;MASC;SG
負	negativa	負	negativa		N;FEM;SG
負	negativas	負	negativo		ADJ;FEM;PL
負	negativos	負	negativo		N;MASC;PL
負	negativo	負	negativo		ADJ;MASC;SG
粵	cantonês	粵	cantonês	PROPN	N;MASC;SG
亨利	henrique	亨利	henrique	PROPN	N;MASC;SG
交易	transação	交易	transação	V	N;FEM;SG
交易	transacção	交易	transacção	V	N;FEM;SG
交易	trading	交易	trading	V	N;MASC;SG
交易	negociação	交易	negociação	V	N;FEM;SG
交易	deal	交易	deal	V	N;MASC;SG
交易	transações	交易	transação	V	N;FEM;PL
交易	operações	交易	operação	V	N;FEM;PL
交易	transacções	交易	transacção	V	N;FEM;PL
黑色	negro	黑色	negro	N	ADJ;MASC;SG
爆炸	explosão	爆炸	explosão	V	N;FEM;SG
爆炸	explosão	爆炸	explosão	V	N;FEM;SG
爆炸	detonação	爆炸	detonação	V	N;FEM;SG
喜歡	like	喜歡	like	V	N;MASC;SG
喜歡	curta	喜歡	curto	V	ADJ;FEM;SG
喜歡	como	喜歡	como	V	ADV
各種	variados	各種	variado	DET	V;MASC;PL;V.PTCP
十七	dezassete	十七	dezassete	NUM	ADV
十七	seventeen	十七	seventeen	NUM	N;MASC;SG
十七	dezessete	十七	dezessete	NUM	V;IND;SG;3;IPFV;FIN
尹	yoon	尹	yoon	PROPN	N;MASC;SG
太平	taiping	太平	taiping	PROPN	N;MASC;SG
普遍	universal	普遍	universal	ADV	N;MASC;SG
普遍	universais	普遍	universal	ADV	ADJ;MASC;PL
十	década	十	década	NUM	N;FEM;SG
十四	fourteen	十四	fourteen	NUM	N;MASC;SG
昆	kun	昆	kun	PROPN	N;MASC;SG
中山	zhongshan	中山	zhongshan	PROPN	N;MASC;SG
必要	necessários	必要	necessário	N	ADJ;MASC;PL
必要	necessário	必要	necessário	N	ADJ;MASC;SG
必要	necessária	必要	necessário	N	ADJ;FEM;SG
俄	russia	俄	russia	PROPN	N;FEM;SG
俄	rússia	俄	rússia	PROPN	N;FEM;SG
山西	shanxi	山西	shanxi	PROPN	N;MASC;SG
南極	antártica	南極	antártico	PROPN	N;FEM;SG
南極	antártida	南極	antártido	PROPN	N;FEM;SG
南極	antárctica	南極	antárctico	PROPN	N;FEM;SG
南極	antárctida	南極	antárctido	PROPN	N;FEM;SG
南極	antártica	南極	antártico	PROPN	N;FEM;SG
南極	antártida	南極	antártido	PROPN	N;FEM;SG
南極	antártico	南極	antártico	PROPN	N;MASC;SG
南極	antárctica	南極	antárctico	PROPN	N;FEM;SG
南極	antárctida	南極	antárctido	PROPN	N;FEM;SG
小型	pequenos	小型	pequeno	N	ADJ;MASC;PL
小型	pequeno	小型	pequeno	N	ADJ;MASC;SG
小型	pequena	小型	pequeno	N	ADJ;FEM;SG
小型	pequenas	小型	pequeno	N	ADJ;FEM;PL
退出	saida	退出	saida	V	N;FEM;SG
退出	saída	退出	saída	V	N;FEM;SG
以色列	israel	以色列	israel	PROPN	N;MASC;SG
一切	everything	一切	everything	DET	N;MASC;SG
一切	tudo	一切	tudo	DET	PRO;MASC;SG
東部	oriental	東部	oriental	N	ADJ;MASC;SG
逐漸	gradual	逐漸	gradual	ADV	ADJ;MASC;SG
固定	fixos	固定	fixo	N	ADJ;MASC;PL
固定	corrigido	固定	corrigir	N	V;MASC;SG;V.PTCP
固定	estacionário	固定	estacionário	N	ADJ;MASC;SG
固定	estacionária	固定	estacionário	N	ADJ;FEM;SG
對話	dialogar	對話	dialogar	N	V;NFIN
江西	jiangxi	江西	jiangxi	PROPN	N;MASC;SG
游	nadar	游	nadar	N	V;NFIN
游	nadar	游	nadar	N	V;NFIN
薛	xue	薛	xue	PROPN	N;MASC;SG
病	doente	病	doente	N	ADJ;MASC;SG
病	enjoado	病	enjoar	N	V;MASC;SG;V.PTCP
病	doentio	病	doentio	N	ADJ;MASC;SG
病	doente	病	doente	N	ADJ;MASC;SG
問	pergunte	問	pergunte		V;SBJV;SG;3;PRS;FIN
問	pedir	問	pedir		V;NFIN
問	pergunta	問	pergunta		N;FEM;SG
問	perguntar	問	perguntar		V;NFIN
翡翠	jade	翡翠	jade	PROPN	N;FEM;SG
維持	manutenção	維持	manutenção	V	N;FEM;SG
格式	formatar	格式	formatar	N	V;NFIN
格式	formatar	格式	formatar	N	V;NFIN
臺北	taipei	臺北	taipei	PROPN	N;MASC;SG
刺	esfaquear	刺	esfaquear	N	V;NFIN
刺	facadas	刺	facada	N	V;FEM;SG;V.PTCP
建設	construção	建設	construção	V	N;FEM;SG
建設	construções	建設	construção	V	N;FEM;PL
定義	definir	定義	definir	N	V;NFIN
定義	defina	定義	definar	N	V;SBJV;SG;3;PRS;FIN
定義	define	定義	definir	N	V;IND;SG;3;PRS;FIN
定義	definindo	定義	definir	N	V;V.MSDR
指定	designação	指定	designação	V	N;FEM;SG
指定	denominação	指定	denominação	V	N;FEM;SG
指揮	comando	指揮	comando	V	N;MASC;SG
指揮	maestro	指揮	maestro	V	N;MASC;SG
指揮	condutor	指揮	condutor	V	N;MASC;SG
安排	arranjos	安排	arranjo	V	N;MASC;PL
安排	arranjos	安排	arranjo	V	N;MASC;PL
安排	acordo	安排	acordo	V	N;MASC;SG
安排	arranjo	安排	arranjo	V	N;MASC;SG
安排	convénio	安排	convénio	V	N;MASC;SG
實	minoru	實	minoru		N;MASC;SG
爆發	surto	爆發	surto	V	N;MASC;SG
爆發	erupção	爆發	erupção	V	N;FEM;SG
現任	atual	現任	atual	N	ADJ;MASC;SG
現任	atuais	現任	atual	N	ADJ;MASC;PL
現任	actual	現任	actual	N	ADJ;MASC;SG
現任	presentes	現任	presente	N	ADJ;MASC;PL
現任	presente	現任	presente	N	ADJ;MASC;SG
你	seu	你	seu	PRO;2	DET;MASC;SG
你	sua	你	seu	PRO;2	DET;FEM;SG
匈牙利	hungria	匈牙利	hungria	PROPN	N;FEM;SG
匈牙利	húngaros	匈牙利	húngaro	PROPN	N;MASC;PL
匈牙利	húngaro	匈牙利	húngaro	PROPN	N;MASC;SG
匈牙利	húngara	匈牙利	húngaro	PROPN	N;FEM;SG
出席	atendente	出席	atendente	V	N;MASC;SG
改造	remodelação	改造	remodelação	V	N;FEM;SG
京	kyoto	京	kyoto	PROPN	N;MASC;SG
京	quioto	京	quioto	PROPN	N;MASC;SG
五	may	五	may	NUM	N;MASC;SG
五	maio	五	maio	NUM	N;MASC;SG
五	pode	五	poder	NUM	V;IND;SG;3;PRS;FIN
河北	hebei	河北	heber	PROPN	N;MASC;SG
馮	feng	馮	feng	PROPN	N;MASC;SG
使用	usuários	使用	usuário	V	N;MASC;PL
使用	utilizador	使用	utilizador	V	N;MASC;SG
使用	usuário	使用	usuário	V	N;MASC;SG
使用	utilizadores	使用	utilizador	V	N;MASC;PL
使用	usuários	使用	usuário	V	N;MASC;PL
鄧	deng	鄧	deng	PROPN	PROPN;MASC;SG
爭議	contestado	爭議	contestar	N	V;MASC;SG;V.PTCP
爭議	disputada	爭議	disputar	N	V;FEM;SG;V.PTCP
爭議	disputado	爭議	disputar	N	V;MASC;SG;V.PTCP
爭議	controverso	爭議	controverso	N	ADJ;MASC;SG
爭議	controversa	爭議	controversa	N	ADJ;FEM;SG
爭議	contestar	爭議	contestar	N	V;NFIN
發射	lançamento	發射	lançamento	V	N;MASC;SG
首先	primeira	首先	primeiro		ADJ;FEM;SG
首先	primeiros	首先	primeiro		ADJ;MASC;PL
首先	primeiramente	首先	primeiramente		ADV
首先	primeiro	首先	primeiro		ADV
入侵	invasões	入侵	invasão	V	N;FEM;PL
入侵	invasão	入侵	invasão	V	N;FEM;SG
入侵	incursões	入侵	incursão	V	N;FEM;PL
同盟	aliados	同盟	aliado	N	V;MASC;PL;V.PTCP
轉換	conversão	轉換	conversão	V	N;FEM;SG
轉換	conversão	轉換	conversão	V	N;FEM;SG
轉換	reconversão	轉換	reconversão	V	N;FEM;SG
轉換	transformações	轉換	transformação	V	N;FEM;PL
轉換	transformação	轉換	transformação	V	N;FEM;SG
疑似	suspeita	疑似	suspeita	V	N;FEM;SG
疑似	suspeito	疑似	suspeito	V	N;MASC;SG
疑似	suspeitos	疑似	suspeito	V	N;MASC;PL
唱	cante	唱	cante	N	V;SBJV;SG;3;PRS;FIN
唱	cantem	唱	canter	N	V;SBJV;PL;3;PRS;FIN
唱	cantar	唱	cantar	N	V;NFIN
唱	canta	唱	canta	N	V;IND;SG;3;PRS;FIN
蕭	shaw	蕭	shaw	PROPN	N;MASC;SG
監督	supervisionado	監督	supervisionado	N	V;MASC;SG;V.PTCP
監督	supervisionada	監督	supervisionado	N	V;FEM;SG;V.PTCP
今日	hj	今日	hj	N	V;IND;SG;1;PRS;FIN
今日	hoje	今日	hoje	N	ADV
尼斯	boa	尼斯	bom	PROPN	ADJ;FEM;SG
尼斯	belo	尼斯	belo	PROPN	N;MASC;SG
尼斯	bom	尼斯	bom	PROPN	ADJ;MASC;SG
尼斯	legal	尼斯	legal	PROPN	ADJ;MASC;SG
尼斯	nice	尼斯	nice	PROPN	N;MASC;SG
汗	suar	汗	suar	N	V;NFIN
汗	suando	汗	suando	N	V;V.MSDR
汗	suar	汗	suar	N	V;NFIN
汗	suado	汗	suar	N	V;MASC;SG;V.PTCP
