پِرچ	schotel	پِرچ	schotel	PROPN;NOM;MASC;SG;3	N;MASC+FEM;SG
پنہی	schoen	پنہی	schoen	PROPN;NOM;MASC;SG;3	N;MASC+FEM;SG
پُنّی	deugdzame	پُنّی	deugdzame	PROPN;NOM;MASC;SG;3	ADJ
پُنّی	deugdzaam	پُنّی	deugdzaam	PROPN;NOM;MASC;SG;3	ADJ
پُنّی	rechtvaardig	پُنّی	rechtvaardig	PROPN;NOM;MASC;SG;3	ADJ
پُنّی	rechtschapen	پُنّی	rechtschapen	PROPN;NOM;MASC;SG;3	ADJ
پنیا	water	پنیا	water	PROPN;NOM;MASC;SG;3	N;NEUT;SG
پنیا	waterige	پنیا	waterig	PROPN;NOM;MASC;SG;3	ADJ
پنیا	waterig	پنیا	waterig	PROPN;NOM;MASC;SG;3	ADJ
پنیاسوت	voorjaar	پنیاسوت	voorjaar	PROPN;NOM;MASC;SG;3	N;NEUT;SG
پنیاسوت	lente	پنیاسوت	lente	PROPN;NOM;MASC;SG;3	N;MASC+FEM;SG
پُنیا	deugdzame	پُنیا	deugdzame	PROPN;NOM;MASC;SG;3	ADJ
پُنیا	deugdzaam	پُنیا	deugdzaam	PROPN;NOM;MASC;SG;3	ADJ
پنیاتما	gulle	پنیاتما	gul	PROPN;NOM;MASC;SG;3	ADJ
پنیاتما	genereus	پنیاتما	genereus	PROPN;NOM;MASC;SG;3	ADJ
پنیاتما	vrijgevig	پنیاتما	vrijgevig	PROPN;NOM;MASC;SG;3	ADJ
پنیاتما	royaal	پنیاتما	royaal	PROPN;NOM;MASC;SG;3	ADJ
پنیاتما	gul	پنیاتما	gul	PROPN;NOM;MASC;SG;3	ADJ
پنیانا	irrigeren	پنیانا	irrigeren	PROPN;NOM;MASC;SG;3	V;NFIN
پنیانا	kwijlen	پنیانا	kwijlen	PROPN;NOM;MASC;SG;3	V;NFIN
پُنّیائی	clan	پُنّیائی	clan	ADJ;NOM	N;MASC+FEM;SG
پُنّیائی	nakomelingen	پُنّیائی	nakomeling	ADJ;NOM	N;PL
پُنّیائی	nageslacht	پُنّیائی	nageslacht	ADJ;NOM	N;NEUT;SG
پُنّیائی	nakomeling	پُنّیائی	nakomeling	ADJ;NOM	N;MASC+FEM;SG
پُنّیائی	kroost	پُنّیائی	kroost	ADJ;NOM	N;NEUT;SG
پنیَر	pointer	پنیَر	pointer	PROPN;NOM;MASC;SG;3	N;MASC+FEM;SG
پنیری	seedling	پنیری	seedling	PROPN;NOM;MASC;SG;3	N;MASC+FEM;SG
پنیلا	waterige	پنیلا	waterig	PROPN;NOM;MASC;SG;3	ADJ
پنیلا	waterig	پنیلا	waterig	PROPN;NOM;MASC;SG;3	ADJ
پنیلا	regenjas	پنیلا	regenjas	PROPN;NOM;MASC;SG;3	N;MASC+FEM;SG
پنیلا	mager	پنیلا	maag	PROPN;NOM;MASC;SG;3	ADJ
پنیلا	thin	پنیلا	thin	PROPN;NOM;MASC;SG;3	
پنیلا	dun	پنیلا	dun	PROPN;NOM;MASC;SG;3	ADJ
پنیلا	smakeloze	پنیلا	smakeloos	PROPN;NOM;MASC;SG;3	ADJ
پنیلا	smakeloze	پنیلا	smakeloos	PROPN;NOM;MASC;SG;3	ADJ
پنیلا	smakeloos	پنیلا	smakeloos	PROPN;NOM;MASC;SG;3	ADJ
پُنیہ	deugdzame	پُنیہ	deugdzame	PROPN;NOM;MASC;SG;3	ADJ
پُنیہ	deugdzaam	پُنیہ	deugdzaam	PROPN;NOM;MASC;SG;3	ADJ
پُنیہ	rechtvaardig	پُنیہ	rechtvaardig	PROPN;NOM;MASC;SG;3	ADJ
پُنیہ	rechtschapen	پُنیہ	rechtschapen	PROPN;NOM;MASC;SG;3	ADJ
پنھتّر	geraamte	پنھتّر	geraamte	PROPN;NOM;MASC;SG;3	V;V.PTCP
پنھتّر	skelet	پنھتّر	skelet	PROPN;NOM;MASC;SG;3	N;NEUT;SG
پَو	ace	پَو	ace		N;MASC+FEM;SG
پَو	aas	پَو	aas		N;MASC+FEM;SG
پَو	dawn	پَو	dawn		N;MASC+FEM;SG
پَو	ochtendgloren	پَو	ochtendgloren		V;NFIN
پَو	dageraad	پَو	dageraad		N;MASC+FEM;SG
پَو	succes	پَو	succes		N;NEUT;SG
پَو	success	پَو	success		
پوچھکّا	gokken	پوچھکّا	gok	PROPN;NOM;MASC;SG;3	V;NFIN
پوائی	kring	پوائی	kring	PROPN;NOM;MASC;SG;3	N;MASC+FEM;SG
پوائی	cirkel	پوائی	cirkel	PROPN;NOM;MASC;SG;3	N;MASC+FEM;SG
پوپٹ	papegaai	پوپٹ	papegaai	PROPN;NOM;MASC;SG;3	N;MASC+FEM;SG
پوپک	specht	پوپک	specht	PROPN;NOM;MASC;SG;3	N;MASC+FEM;SG
پُوت	zoon	پُوت	zoon	PROPN;NOM;MASC;SG;3	N;MASC+FEM;SG
پُوت	son	پُوت	son	PROPN;NOM;MASC;SG;3	N;MASC+FEM;SG
پوِتر	heilig	پوِتر	heilig	PROPN;NOM;MASC;SG;3	ADJ
پوِتر	heilige	پوِتر	heilige	PROPN;NOM;MASC;SG;3	ADJ
پوِتر	geheiligd	پوِتر	heiligen	PROPN;NOM;MASC;SG;3	V;V.PTCP
پوِتر	puur	پوِتر	puur	PROPN;NOM;MASC;SG;3	ADJ
پوِتر	zuiver	پوِتر	zuiver	PROPN;NOM;MASC;SG;3	ADJ
پوِتر	pure	پوِتر	puur	PROPN;NOM;MASC;SG;3	N;MASC+FEM;SG
پوِتر	zuivere	پوِتر	zuiver	PROPN;NOM;MASC;SG;3	ADJ
پوِترتا	zuiverheid	پوِترتا	zuiverheid	PROPN;NOM;MASC;SG;3	N;MASC+FEM;SG
پوِترتا	reinheid	پوِترتا	reinheid	PROPN;NOM;MASC;SG;3	N;MASC+FEM;SG
پوتڑا	luier	پوتڑا	luier	PROPN;NOM;MASC;SG;3	N;MASC+FEM;SG
پوتھی	boek	پوتھی	boek	PROPN;NOM;MASC;SG;3	N;NEUT;SG
پوٹ	zak	پوٹ	zak		N;MASC+FEM;SG
پوٹ	sack	پوٹ	sack		N;MASC+FEM;SG
پوٹ	overmaat	پوٹ	overmaat		N;MASC+FEM;SG
پوٹ	overdaad	پوٹ	overdaad		N;MASC+FEM;SG
پوٹ	overmatig	پوٹ	overmatig		ADJ
پوٹ	bale	پوٹ	bale		N;MASC+FEM;SG
پوٹ	baal	پوٹ	baal		V;SG;PRS;FIN
پوٹ	bundel	پوٹ	bundel		N;MASC+FEM;SG
پوٹ	overvloed	پوٹ	overvloed		N;MASC+FEM;SG
پوٹا	maag	پوٹا	maag	PROPN;NOM;MASC;SG;3	N;MASC+FEM;SG
پوٹا	buik	پوٹا	buik	PROPN;NOM;MASC;SG;3	N;MASC+FEM;SG
پوٹا	macht	پوٹا	macht	PROPN;NOM;MASC;SG;3	N;MASC+FEM;SG
پوٹا	kracht	پوٹا	kracht	PROPN;NOM;MASC;SG;3	N;MASC+FEM;SG
پوٹا	power	پوٹا	power	PROPN;NOM;MASC;SG;3	N;MASC+FEM;SG
پوٹا	vermogen	پوٹا	vermogen	PROPN;NOM;MASC;SG;3	N;NEUT;SG
پوٹا	moed	پوٹا	moed	PROPN;NOM;MASC;SG;3	N;MASC+FEM;SG
پوٹا	sterkte	پوٹا	sterkte	PROPN;NOM;MASC;SG;3	N;MASC+FEM;SG
پوٹا	kracht	پوٹا	kracht	PROPN;NOM;MASC;SG;3	N;MASC+FEM;SG
پُوج	aanbidding	پُوج	aanbidding	PROPN;NOM;MASC;SG;3	N;MASC+FEM;SG
پُوج	verering	پُوج	verering	PROPN;NOM;MASC;SG;3	N;MASC+FEM;SG
پُوج	aanbidden	پُوج	aanbidden	PROPN;NOM;MASC;SG;3	V;NFIN
پُوجا	aanbidding	پُوجا	aanbidding	PROPN;NOM;MASC;SG;3	N;MASC+FEM;SG
پُوجا	puja	پُوجا	puja	PROPN;NOM;MASC;SG;3	N;MASC+FEM;SG
پُوجا	aanbidding	پُوجا	aanbidding	PROPN;NOM;MASC;SG;3	N;MASC+FEM;SG
پُوجا	verering	پُوجا	verering	PROPN;NOM;MASC;SG;3	N;MASC+FEM;SG
پُوجا	aanbidden	پُوجا	aanbidden	PROPN;NOM;MASC;SG;3	V;NFIN
پُوجنا	aanbidden	پُوجنا	aanbidden	PROPN;NOM;MASC;SG;3	V;NFIN
پُوجنا	aanbidding	پُوجنا	aanbidding	PROPN;NOM;MASC;SG;3	N;MASC+FEM;SG
پُوجنا	verering	پُوجنا	verering	PROPN;NOM;MASC;SG;3	N;MASC+FEM;SG
پُوجنا	aanbidden	پُوجنا	aanbidden	PROPN;NOM;MASC;SG;3	V;NFIN
پُوجیہ	eerbiedwaardige	پُوجیہ	eerbiedwaardig	PROPN;NOM;MASC;SG;3	ADJ
پوچ	armoedig	پوچ	armoedig		ADJ
پوچ	gemiddelde	پوچ	gemiddeld		ADJ
پوچ	gemeen	پوچ	gemeen		ADJ
پوچ	mean	پوچ	mean		
پوچ	waardeloze	پوچ	waardeloos		ADJ
پوچ	waardeloos	پوچ	waardeloos		ADJ
پوچ	nutteloos	پوچ	nutteloos		ADJ
پوچ	zinloos	پوچ	zinloos		ADJ
پوچ	onbruikbaar	پوچ	onbruikbaar		ADJ
پوچ	waardeloos	پوچ	waardeloos		ADJ
پوچ	onbelangrijk	پوچ	onbelangrijk		ADJ
پوچ	onbeduidend	پوچ	onbeduidend		ADJ
پوچا	mop	پوچا	mop	PROPN;NOM;MASC;SG;3	N;MASC+FEM;SG
پوچا	dweilen	پوچا	dweilen	PROPN;NOM;MASC;SG;3	V;NFIN
پوچا	dweil	پوچا	dweil	PROPN;NOM;MASC;SG;3	N;MASC+FEM;SG
پُوچھ	onderzoek	پُوچھ	onderzoek	PROPN;NOM;MASC;SG;3	N;NEUT;SG
پُوچھ	respecteer	پُوچھ	respecteer	PROPN;NOM;MASC;SG;3	V;SG;PRS;FIN
پُوچھ	respect	پُوچھ	respect	PROPN;NOM;MASC;SG;3	N;NEUT;SG
پُوچھ	respecteren	پُوچھ	respecteren	PROPN;NOM;MASC;SG;3	V;NFIN
پُوچھ	vraagje	پُوچھ	vraag	PROPN;NOM;MASC;SG;3	N;NEUT;SG
پُوچھ	vraag	پُوچھ	vraag	PROPN;NOM;MASC;SG;3	N;MASC+FEM;SG
پوچھا	mop	پوچھ	mop	V;PFV;MASC;SG;V.PTCP;ACT	N;MASC+FEM;SG
پوچھا	dweil	پوچھ	dweil	V;PFV;MASC;SG;V.PTCP;ACT	N;MASC+FEM;SG
پوچھن	mop	پوچھن	mop	PROPN;NOM;MASC;SG;3	N;MASC+FEM;SG
پوچھن	dweilen	پوچھن	dweilen	PROPN;NOM;MASC;SG;3	V;NFIN
پوچھن	dweil	پوچھن	dweil	PROPN;NOM;MASC;SG;3	N;MASC+FEM;SG
پوچھن	duster	پوچھن	duster	PROPN;NOM;MASC;SG;3	N;MASC+FEM;SG
پُوچھنا	consult	پُوچھ	consult	V;MASC;SG;NFIN;ACT	N;NEUT;SG
پُوچھنا	vraagje	پُوچھ	vraag	V;MASC;SG;NFIN;ACT	N;NEUT;SG
پُوچھنا	vraag	پُوچھ	vraag	V;MASC;SG;NFIN;ACT	N;MASC+FEM;SG
پُوچھنا	uitnodiging	پُوچھ	uitnodiging	V;MASC;SG;NFIN;ACT	N;MASC+FEM;SG
پُوچھنا	waarde	پُوچھ	waarde	V;MASC;SG;NFIN;ACT	N;MASC+FEM;SG
پُوچھنا	ask	پُوچھ	ask	V;MASC;SG;NFIN;ACT	INTJ
پُوچھنا	vraag	پُوچھ	vraag	V;MASC;SG;NFIN;ACT	N;MASC+FEM;SG
پوچھنا	mop	پوچھ	mop	V;MASC;SG;NFIN;ACT	N;MASC+FEM;SG
پوچھنا	dweil	پوچھ	dweil	V;MASC;SG;NFIN;ACT	N;MASC+FEM;SG
پوچھنا	schoon	پوچھ	schoon	V;MASC;SG;NFIN;ACT	ADJ
پوچھنا	proper	پوچھ	proper	V;MASC;SG;NFIN;ACT	ADJ
پوچھنا	clean	پوچھ	clean	V;MASC;SG;NFIN;ACT	ADJ
پَود	seedling	پَود	seedling	PROPN;NOM;MASC;SG;3	N;MASC+FEM;SG
پَود	kinderen	پَود	kind	PROPN;NOM;MASC;SG;3	N;PL
پَود	nakomelingen	پَود	nakomeling	PROPN;NOM;MASC;SG;3	N;PL
پَود	nageslacht	پَود	nageslacht	PROPN;NOM;MASC;SG;3	N;NEUT;SG
پَود	nakomeling	پَود	nakomeling	PROPN;NOM;MASC;SG;3	N;MASC+FEM;SG
پَود	nakomelingen	پَود	nakomeling	PROPN;NOM;MASC;SG;3	N;PL
پَود	nageslacht	پَود	nageslacht	PROPN;NOM;MASC;SG;3	N;NEUT;SG
پَود	nakomeling	پَود	nakomeling	PROPN;NOM;MASC;SG;3	N;MASC+FEM;SG
پَود	kroost	پَود	kroost	PROPN;NOM;MASC;SG;3	N;NEUT;SG
پُود	woef	پُود	woeven	PROPN;NOM;MASC;SG;3	N;MASC+FEM;SG
پَودا	tassel	پَودا	tassel	PROPN;NOM;MASC;SG;3	N;MASC+FEM;SG
پودنا	dwerg	پودنا	dwerg	PROPN;NOM;MASC;SG;3	N;MASC+FEM;SG
پودنا	dwerg	پودنا	dwerg	PROPN;NOM;MASC;SG;3	N;MASC+FEM;SG
پودینہ	munt	پودینہ	munt	PROPN;NOM;MASC;SG;3	N;MASC+FEM;SG
پودینہ	mint	پودینہ	mint	PROPN;NOM;MASC;SG;3	N;MASC+FEM;SG
پُور	overstroming	پُور	overstroming	PROPN;NOM;MASC;SG;3	N;MASC+FEM;SG
پُور	zondvloed	پُور	zondvloed	PROPN;NOM;MASC;SG;3	N;MASC+FEM;SG
پُور	overstromingen	پُور	overstroming	PROPN;NOM;MASC;SG;3	N;PL
پُور	vloed	پُور	vloed	PROPN;NOM;MASC;SG;3	N;MASC+FEM;SG
پُور	stad	پُور	stad	PROPN;NOM;MASC;SG;3	N;MASC+FEM;SG
پُور	gevuld	پُور	vullen	PROPN;NOM;MASC;SG;3	V;V.PTCP
پُور	opgevuld	پُور	opvullen	PROPN;NOM;MASC;SG;3	V;V.PTCP
پُور	ingevuld	پُور	invullen	PROPN;NOM;MASC;SG;3	V;V.PTCP
پُور	zoon	پُور	zoon	PROPN;NOM;MASC;SG;3	N;MASC+FEM;SG
پُور	son	پُور	son	PROPN;NOM;MASC;SG;3	N;MASC+FEM;SG
پور	falanx	پور	falanx	PROPN;NOM;MASC;SG;3	N;MASC+FEM;SG
پُورا	exacte	پُورا	exact	PROPN;NOM;MASC;SG;3	ADJ
پُورا	exact	پُورا	exact	PROPN;NOM;MASC;SG;3	ADJ
پُورا	precies	پُورا	precies	PROPN;NOM;MASC;SG;3	ADJ
پُورا	hele	پُورا	heel	PROPN;NOM;MASC;SG;3	ADJ
پُورا	gehele	پُورا	geheel	PROPN;NOM;MASC;SG;3	ADJ
پُورا	firma	پُورا	firma	PROPN;NOM;MASC;SG;3	N;MASC+FEM;SG
پُورا	hele	پُورا	heel	PROPN;NOM;MASC;SG;3	ADJ
پُورا	geheel	پُورا	geheel	PROPN;NOM;MASC;SG;3	ADJ
پُورا	onverdeelde	پُورا	onverdelen	PROPN;NOM;MASC;SG;3	V;SG;PST;FIN
پُورا	behaald	پُورا	behalen	PROPN;NOM;MASC;SG;3	V;V.PTCP
پُورا	volbracht	پُورا	volbrengen	PROPN;NOM;MASC;SG;3	V;V.PTCP
پُورا	ervaren	پُورا	ervaren	PROPN;NOM;MASC;SG;3	V;V.PTCP
پُورا	vol	پُورا	vol	PROPN;NOM;MASC;SG;3	ADJ
پُورا	volledig	پُورا	volledig	PROPN;NOM;MASC;SG;3	ADJ
پُورا	full	پُورا	full	PROPN;NOM;MASC;SG;3	N;MASC+FEM;SG
پُورا	volledige	پُورا	volledig	PROPN;NOM;MASC;SG;3	ADJ
پُورا	volle	پُورا	vol	PROPN;NOM;MASC;SG;3	ADJ
پُورا	rijp	پُورا	rijp	PROPN;NOM;MASC;SG;3	ADJ
پُورا	rijpe	پُورا	rijp	PROPN;NOM;MASC;SG;3	ADJ
پُورا	voldoende	پُورا	voldoende	PROPN;NOM;MASC;SG;3	ADJ
پُورا	toereikend	پُورا	toereikend	PROPN;NOM;MASC;SG;3	V;V.PTCP
پُورا	perfect	پُورا	perfect	PROPN;NOM;MASC;SG;3	ADJ
پُورا	perfecte	پُورا	perfect	PROPN;NOM;MASC;SG;3	ADJ
پُورا	geschoold	پُورا	scholen	PROPN;NOM;MASC;SG;3	V;V.PTCP
پُورا	geschoolde	پُورا	scholen	PROPN;NOM;MASC;SG;3	V;V.PTCP
پُورا	onversneden	پُورا	onversnid	PROPN;NOM;MASC;SG;3	ADJ
پُورا	voltooid	پُورا	voltooien	PROPN;NOM;MASC;SG;3	V;V.PTCP
پُورا	invullen	پُورا	invullen	PROPN;NOM;MASC;SG;3	V;NFIN
پُورا	complete	پُورا	compleet	PROPN;NOM;MASC;SG;3	ADJ
پُورا	compleet	پُورا	compleet	PROPN;NOM;MASC;SG;3	ADJ
پُورا	constante	پُورا	constant	PROPN;NOM;MASC;SG;3	ADJ
پُورا	constant	پُورا	constant	PROPN;NOM;MASC;SG;3	ADJ
پوراپن	volledigheid	پوراپن	volledigheid	PROPN;NOM;MASC;SG;3	N;MASC+FEM;SG
پوراپن	prestatie	پوراپن	prestatie	PROPN;NOM;MASC;SG;3	N;MASC+FEM;SG
پوراپن	volheid	پوراپن	volheid	PROPN;NOM;MASC;SG;3	N;MASC+FEM;SG
پوراپن	looptijd	پوراپن	looptijd	PROPN;NOM;MASC;SG;3	N;MASC+FEM;SG
پوراپن	volwassenheid	پوراپن	volwassenheid	PROPN;NOM;MASC;SG;3	N;MASC+FEM;SG
پوراپن	rijpheid	پوراپن	rijpheid	PROPN;NOM;MASC;SG;3	N;MASC+FEM;SG
پوراکرنا	complete	پوراکرنا	compleet	V;MASC;SG;NFIN;ACT	ADJ
پوراکرنا	compleet	پوراکرنا	compleet	V;MASC;SG;NFIN;ACT	ADJ
پُورب	voormalig	پُورب	voormalig	PROPN;NOM;MASC;SG;3	ADJ
پُورب	voormalige	پُورب	voormalig	PROPN;NOM;MASC;SG;3	ADJ
پُورب	ouwe	پُورب	oud	PROPN;NOM;MASC;SG;3	ADJ
پُورب	oude	پُورب	oud	PROPN;NOM;MASC;SG;3	ADJ
پُورب	oud	پُورب	oud	PROPN;NOM;MASC;SG;3	ADJ
پُورب	prior	پُورب	prior	PROPN;NOM;MASC;SG;3	N;MASC+FEM;SG
پُورب	voorafgaande	پُورب	voorafgaan	PROPN;NOM;MASC;SG;3	V;V.PTCP
پُوربک	laatste	پُوربک	laat	PROPN;NOM;MASC;SG;3	ADJ;RL
پُوربک	voormalig	پُوربک	voormalig	PROPN;NOM;MASC;SG;3	ADJ
پُوربک	voormalige	پُوربک	voormalig	PROPN;NOM;MASC;SG;3	ADJ
پُوربک	ouwe	پُوربک	oud	PROPN;NOM;MASC;SG;3	ADJ
پُوربک	oude	پُوربک	oud	PROPN;NOM;MASC;SG;3	ADJ
پُوربک	oud	پُوربک	oud	PROPN;NOM;MASC;SG;3	ADJ
پُوربک	voorgaande	پُوربک	voorgaan	PROPN;NOM;MASC;SG;3	V;V.PTCP
پُوربک	vorig	پُوربک	vorig	PROPN;NOM;MASC;SG;3	ADJ
پُوربک	vorige	پُوربک	vorig	PROPN;NOM;MASC;SG;3	ADJ
پُوربک	eerdere	پُوربک	eerder	PROPN;NOM;MASC;SG;3	PRO
پُوربنی	india	پُوربنی	india	PROPN;NOM;MASC;SG;3	PROPN;NEUT;SG
پُوربیا	india	پُوربیا	india	PROPN;NOM;MASC;SG;3	PROPN;NEUT;SG
پُورمپُور	volledig	پُورمپُور	volledig	PROPN;NOM;MASC;SG;3	ADJ
پُورمپُور	vol	پُورمپُور	vol	PROPN;NOM;MASC;SG;3	ADJ
پُورمپُور	volledig	پُورمپُور	volledig	PROPN;NOM;MASC;SG;3	ADJ
پُورمپُور	full	پُورمپُور	full	PROPN;NOM;MASC;SG;3	N;MASC+FEM;SG
پُورمپُور	volledige	پُورمپُور	volledig	PROPN;NOM;MASC;SG;3	ADJ
پُورمپُور	volle	پُورمپُور	vol	PROPN;NOM;MASC;SG;3	ADJ
پُورمپُور	volledig	پُورمپُور	volledig	PROPN;NOM;MASC;SG;3	ADJ
پُورمپُور	compleet	پُورمپُور	compleet	PROPN;NOM;MASC;SG;3	ADJ
پُورن	hele	پُورن	heel	PROPN;NOM;MASC;SG;3	ADJ
پُورن	gehele	پُورن	geheel	PROPN;NOM;MASC;SG;3	ADJ
پُورن	vol	پُورن	vol	PROPN;NOM;MASC;SG;3	ADJ
پُورن	volledig	پُورن	volledig	PROPN;NOM;MASC;SG;3	ADJ
پُورن	full	پُورن	full	PROPN;NOM;MASC;SG;3	N;MASC+FEM;SG
پُورن	volledige	پُورن	volledig	PROPN;NOM;MASC;SG;3	ADJ
پُورن	volle	پُورن	vol	PROPN;NOM;MASC;SG;3	ADJ
پُورن	voltooid	پُورن	voltooien	PROPN;NOM;MASC;SG;3	V;V.PTCP
پُورن	invullen	پُورن	invullen	PROPN;NOM;MASC;SG;3	V;NFIN
پُورن	complete	پُورن	compleet	PROPN;NOM;MASC;SG;3	ADJ
پُورن	compleet	پُورن	compleet	PROPN;NOM;MASC;SG;3	ADJ
پُورن	perfect	پُورن	perfect	PROPN;NOM;MASC;SG;3	ADJ
پُورن	perfecte	پُورن	perfect	PROPN;NOM;MASC;SG;3	ADJ
پُورہ	vereffening	پُورہ	vereffening	PROPN;NOM;MASC;SG;3	N;MASC+FEM;SG
پُورہ	nederzetting	پُورہ	nederzetting	PROPN;NOM;MASC;SG;3	N;MASC+FEM;SG
پُورہ	schikking	پُورہ	schikking	PROPN;NOM;MASC;SG;3	N;MASC+FEM;SG
پُورہ	afwikkeling	پُورہ	afwikkeling	PROPN;NOM;MASC;SG;3	N;MASC+FEM;SG
پُوری	hele	پُوری	heel	PROPN;NOM;MASC;SG;3	ADJ
پُوری	gehele	پُوری	geheel	PROPN;NOM;MASC;SG;3	ADJ
پُوری	voltooid	پُوری	voltooien	PROPN;NOM;MASC;SG;3	V;V.PTCP
پُوری	invullen	پُوری	invullen	PROPN;NOM;MASC;SG;3	V;NFIN
پُوری	complete	پُوری	compleet	PROPN;NOM;MASC;SG;3	ADJ
پُوری	compleet	پُوری	compleet	PROPN;NOM;MASC;SG;3	ADJ
پُوری	puri	پُوری	puri	PROPN;NOM;MASC;SG;3	N;MASC+FEM;SG
پَوڑی	trappen	پَوڑی	trap	PROPN;NOM;MASC;SG;3	V;NFIN
پَوڑی	trap	پَوڑی	trap	PROPN;NOM;MASC;SG;3	N;MASC+FEM;SG
پَوڑی	stijve	پَوڑی	stijve	PROPN;NOM;MASC;SG;3	ADJ
پَوڑی	stijf	پَوڑی	stijf	PROPN;NOM;MASC;SG;3	ADJ
پوڑھا	stout	پوڑھ	stout	PROPN;NOM;MASC;SG;3	ADJ
پوڑھا	firma	پوڑھ	firma	PROPN;NOM;MASC;SG;3	N;MASC+FEM;SG
پوڑھا	machtig	پوڑھ	machtig	PROPN;NOM;MASC;SG;3	ADJ
پوڑھا	mighty	پوڑھ	mighty	PROPN;NOM;MASC;SG;3	
پوڑھا	machtige	پوڑھ	machtig	PROPN;NOM;MASC;SG;3	ADJ
پوڑھا	breed	پوڑھ	breed	PROPN;NOM;MASC;SG;3	ADJ
پوڑھا	brede	پوڑھ	breed	PROPN;NOM;MASC;SG;3	ADJ
پوڑھا	dikke	پوڑھ	dik	PROPN;NOM;MASC;SG;3	ADJ
پوڑھا	dik	پوڑھ	dik	PROPN;NOM;MASC;SG;3	ADJ
پوڑھا	stijve	پوڑھ	stijve	PROPN;NOM;MASC;SG;3	ADJ
پوڑھا	stijf	پوڑھ	stijf	PROPN;NOM;MASC;SG;3	ADJ
پوڑھا	sterk	پوڑھ	sterk	PROPN;NOM;MASC;SG;3	ADJ
پوڑھا	sterke	پوڑھ	sterk	PROPN;NOM;MASC;SG;3	ADJ
پوڑھا	sterken	پوڑھ	sterken	PROPN;NOM;MASC;SG;3	V;NFIN
پوڑھا	dichte	پوڑھ	dicht	PROPN;NOM;MASC;SG;3	ADJ
پوڑھائی	dikte	پوڑھائی	dik	V;PFV;FEM;SG;V.PTCP;ACT	N;MASC+FEM;SG
پوڑھائی	sterkte	پوڑھائی	sterkte	V;PFV;FEM;SG;V.PTCP;ACT	N;MASC+FEM;SG
پوڑھائی	kracht	پوڑھائی	kracht	V;PFV;FEM;SG;V.PTCP;ACT	N;MASC+FEM;SG
پَوڑھنا	rest	پَوڑھنا	rest	V;MASC;SG;NFIN;ACT	N;MASC+FEM;SG
پَوڑھنا	rust	پَوڑھنا	rust	V;MASC;SG;NFIN;ACT	N;MASC+FEM;SG
پوزش	excuus	پوزش	excuus	PROPN;NOM;MASC;SG;3	N;NEUT;SG
پوزش	verontschuldiging	پوزش	verontschuldiging	PROPN;NOM;MASC;SG;3	N;MASC+FEM;SG
پوزش	excuses	پوزش	excuus	PROPN;NOM;MASC;SG;3	N;PL
پوسا	getogen	پوسا	tijgen	PROPN;NOM;MASC;SG;3	V;V.PTCP
پوسا	gekweekt	پوسا	kweken	PROPN;NOM;MASC;SG;3	V;V.PTCP
پوسا	gefokt	پوسا	fokken	PROPN;NOM;MASC;SG;3	V;V.PTCP
پوسا	grootgebracht	پوسا	grootbrengen	PROPN;NOM;MASC;SG;3	V;V.PTCP
پوسا	getemd	پوسا	temmen	PROPN;NOM;MASC;SG;3	V;V.PTCP
پوست	granaat	پوست	granaat		N;MASC+FEM;SG
پوست	shell	پوست	shell		N;MASC+FEM;SG
پوست	schelp	پوست	schelp		N;MASC+FEM;SG
پوست	omhulsel	پوست	omhulsel		N;NEUT;SG
پوست	blaffen	پوست	blaf		V;NFIN
پوست	schors	پوست	schor		N;MASC+FEM;SG
پوست	bast	پوست	bast		N;MASC+FEM;SG
پوست	poppy	پوست	poppy		N;MASC+FEM;SG
پوست	korst	پوست	korst		N;MASC+FEM;SG
پوست	korst	پوست	korst		N;MASC+FEM;SG
پوست	aardkorst	پوست	aardkorst		N;MASC+FEM;SG
پوست	laag	پوست	laag		ADJ
پوست	granaat	پوست	granaat		N;MASC+FEM;SG
پوست	shell	پوست	shell		N;MASC+FEM;SG
پوست	schelp	پوست	schelp		N;MASC+FEM;SG
پوست	omhulsel	پوست	omhulsel		N;NEUT;SG
پوست	blaffen	پوست	blaf		V;NFIN
پوست	schors	پوست	schor		N;MASC+FEM;SG
پوست	bast	پوست	bast		N;MASC+FEM;SG
پوست	poppy	پوست	poppy		N;MASC+FEM;SG
پوست	huid	پوست	huid		N;MASC+FEM;SG
پوست	skin	پوست	skin		N;MASC+FEM;SG
پوست	korst	پوست	korst		N;MASC+FEM;SG
پوست	korst	پوست	korst		N;MASC+FEM;SG
پوست	aardkorst	پوست	aardkorst		N;MASC+FEM;SG
پوست	laag	پوست	laag		ADJ
پوستی	luilak	پوستی	luilak	PROPN;NOM;MASC;SG;3	N;MASC+FEM;SG
پوستی	lui	پوستی	lui	PROPN;NOM;MASC;SG;3	ADJ
پوستی	luie	پوستی	luie	PROPN;NOM;MASC;SG;3	ADJ
پوستین	laster	پوستین	last	PROPN;NOM;MASC;SG;3	N;MASC+FEM;SG
پوستین	smaad	پوستین	smaad	PROPN;NOM;MASC;SG;3	ADJ
پوسنا	achterste	پوسنا	achter	PROPN;NOM;MASC;SG;3	ADJ
پوسنا	achterkant	پوسنا	achterkant	PROPN;NOM;MASC;SG;3	N;MASC+FEM;SG
پوسنا	achteraan	پوسنا	achteraan	PROPN;NOM;MASC;SG;3	ADV
