το	the	ο	the	DET;NOM;DEF;NEUT;SG	PROPN
ενότητα	unity	ενότητα	unity	N;NOM;FEM;SG	PROPN
χρησιμοποιήθηκε	used	χρησιμοποιώ	used	V;PFV;IND;SG;3;PST;FIN;PASS	PROPN
παγκόσμια	worldwide	παγκόσμιος	worldwide	ADJ;NOM;FEM;SG	PROPN
παγκόσμια	mendunia	παγκόσμιος	mendunia	ADJ;NOM;FEM;SG	V;SG;ACT
λεπτά	menit	λεπτό	menit	ADV	N;SG
λεπτά	mnt	λεπτό	mnt	ADV	PROPN
λεπτά	menit	λεπτό	menit	ADV	N;SG
ρεκόρ	rekor	ρεκόρ	rekor		N;SG
ρεκόρ	rekam	ρεκόρ	rekam		N;SG
ρεκόρ	record	ρεκόρ	record		PROPN
δεδομένα	data	δεδομένο	data	N;NOM;NEUT;PL	N;SG
έναρξη	mulai	έναρξη	mulai	N;ACC;FEM;SG	V;SG;ACT
έναρξη	mulailah	έναρξη	mulai	N;ACC;FEM;SG	V;SG;ACT
έναρξη	start	έναρξη	start	N;ACC;FEM;SG	PROPN
οκτώβριο	oktober	οκτώβριο	oktober	N	PROPN;SG
αποστολή	mengirim	αποστολή	menkirim	N;NOM;FEM;SG	V;SG;ACT
αποστολή	mengirimkan	αποστολή	menkirimkan	N;NOM;FEM;SG	V;SG;ACT
αποστολή	kirim	αποστολή	kirim	N;NOM;FEM;SG	V;SG;ACT
αποστολή	send	αποστολή	send	N;NOM;FEM;SG	PROPN
αποστολή	kirimkan	αποστολή	kirimkan	N;NOM;FEM;SG	V;SG;ACT
αποστολή	mission	αποστολή	mission	N;NOM;FEM;SG	PROPN
χρώματα	warna	χρώμα	warna	N;NOM;NEUT;PL	N;SG
χρώματα	warna	χρώμα	warna	N;NOM;NEUT;PL	N;SG
χρώματα	colors	χρώμα	colors	N;NOM;NEUT;PL	PROPN
μορφές	forms	μορφή	forms	N;NOM;FEM;PL	PROPN
μορφές	form	μορφή	form	N;NOM;FEM;PL	PROPN
μορφές	bentuk	μορφή	bentuk	N;NOM;FEM;PL	N;SG
πειραιώς	piraeus	πειραιώς	piraeus	ADV	PROPN
αρχική	inisial	αρχικός	inisial	ADJ;NOM;FEM;SG	N
αρχική	original	αρχικός	original	ADJ;NOM;FEM;SG	PROPN
ακολουθεί	sbb	ακολουθώ	sbb	V;IPFV;IND;SG;3;PRS;FIN;ACT	
ακολουθεί	diikuti	ακολουθώ	diikuti	V;IPFV;IND;SG;3;PRS;FIN;ACT	V;SG;PASS
ήττα	mengalahkan	ήττα	menkalahkan	N;ACC;FEM;SG	V;SG;ACT
ήττα	kalahkan	ήττα	kalahkan	N;ACC;FEM;SG	V;SG;ACT
διεθνείς	internasional	διεθνής	internasional	ADJ;NOM;FEM;PL	ADJ;SG
διεθνείς	international	διεθνής	international	ADJ;NOM;FEM;PL	N
διεθνείς	mancanegara	διεθνής	mancanegara	ADJ;NOM;FEM;PL	N
τόμος	volum	τόμος	volum	N;NOM;MASC;SG	PROPN;SG
νέος	new	νέος	new	ADJ;NOM;MASC;SG	PROPN
νέος	young	νέος	young	ADJ;NOM;MASC;SG	PROPN
νέος	mudanya	νέος	muda	ADJ;NOM;MASC;SG	N;SG
θρόνο	arsy	θρόνος	arsy	N;ACC;MASC;SG	PROPN
γερμανική	german	γερμανικός	german	ADJ;NOM;FEM;SG	PROPN
γερμανική	jerman	γερμανικός	jerman	ADJ;NOM;FEM;SG	PROPN;SG
δημήτρης	dimitrios	δημήτρης	dimitrios	N;NOM;MASC;SG	PROPN
δημήτρης	dimitri	δημήτρης	dimitri	N;NOM;MASC;SG	PROPN
σκορ	score	σκορ	score		PROPN
σκορ	skor	σκορ	skor		N;SG
σκορ	skor	σκορ	skor		N;SG
φωνητικά	vokal	φωνητικά	vokal	ADV	N;SG
φωνητικά	vocal	φωνητικά	vocal	ADV	PROPN
φωνητικά	vokal	φωνητικά	vokal	ADV	N;SG
εσωτερικό	internal	εσωτερικό	internal	N;NOM;NEUT;SG	ADJ;SG
εσωτερικό	inner	εσωτερικό	inner	N;NOM;NEUT;SG	PROPN
ενέργεια	energy	ενέργεια	energy	N;NOM;FEM;SG	PROPN
στρατιώτες	tentara	στρατιώτης	tentara	N;NOM;MASC;PL	N;SG
στρατιώτες	prajurit	στρατιώτης	prajurit	N;NOM;MASC;PL	N;SG
στρατιώτες	serdadu	στρατιώτης	serdadu	N;NOM;MASC;PL	N;SG
στρατιώτες	pasukan	στρατιώτης	pasukan	N;NOM;MASC;PL	N;SG
πώς	how	πώς	how	ADV	PROPN
γερμανός	german	γερμανός	german	ADJ;NOM;MASC;SG	PROPN
γερμανός	jerman	γερμανός	jerman	ADJ;NOM;MASC;SG	PROPN;SG
αφρική	africa	αφρικός	africa	PROPN;NOM;FEM;SG	PROPN
αφρική	afrika	αφρικός	afrika	PROPN;NOM;FEM;SG	N;SG
επιλογή	choice	επιλογή	choice	N;NOM;FEM;SG	PROPN
επιλογή	pilih	επιλογή	pilih	N;NOM;FEM;SG	V;SG;ACT
επιλογή	pilih	επιλογή	pilih	N;NOM;FEM;SG	V;SG;ACT
στρατός	militer	στρατός	militer	N;NOM;MASC;SG	ADJ;SG
στρατός	army	στρατός	army	N;NOM;MASC;SG	PROPN
περισσότεροι	selengkapnya	πολύς	selengkap	ADJ;NOM;CMPR;MASC;PL	N;SG
περισσότεροι	lebih	πολύς	lebih	ADJ;NOM;CMPR;MASC;PL	ADV
περισσότεροι	lainnya	πολύς	lainnya	ADJ;NOM;CMPR;MASC;PL	N
περισσότεροι	lagi	πολύς	lagi	ADJ;NOM;CMPR;MASC;PL	ADV
επιθέσεις	menyerang	επίθεση	menserang	N;NOM;FEM;PL	V;SG;ACT
επιθέσεις	serangan	επίθεση	serangan	N;NOM;FEM;PL	N;SG
επιθέσεις	penyerangan	επίθεση	penserangan	N;NOM;FEM;PL	N;SG
ιούνιο	juni	ιούνιος	juni	PROPN;ACC;MASC;SG	N;SG
σελίδες	halaman	σελίδα	halaman	N;NOM;FEM;PL	N;SG
χώρος	space	χώρος	space	N;NOM;MASC;SG	PROPN
σύγχρονη	kontemporer	σύγχρονος	kontemporer	ADJ;NOM;FEM;SG	N
αθλητές	atlet	αθλητός	atlet	N;NOM;MASC;PL	N;SG
αθλητές	atlit	αθλητός	atlit	N;NOM;MASC;PL	N;SG
μπροστά	forward	μπροστά	forward	ADV	PROPN
μπροστά	maju	μπροστά	maju	ADV	V;SG;ACT
μπροστά	teruskan	μπροστά	teruskan	ADV	V;SG;ACT
μπροστά	front	μπροστά	front	ADV	PROPN
μπροστά	depan	μπροστά	depan	ADV	N;SG
ιδιότητες	sifat	ιδιότητα	sifat	N;NOM;FEM;PL	N;SG
ιδιότητες	properti	ιδιότητα	properti	N;NOM;FEM;PL	N;SG
ευρωπαϊκή	eropa	ευρωπαϊκός	eropa	ADJ;NOM;FEM;SG	N;SG
ευρωπαϊκή	european	ευρωπαϊκός	european	ADJ;NOM;FEM;SG	PROPN
ορισμένες	tertentu	ορισμένος	tertentu	ADJ;NOM;FEM;PL	DET
ασία	asia	ασία	asia	PROPN;NOM;FEM;SG	PROPN;SG
επιχειρήσεις	bisnis	επιχείρηση	bisnis	N;NOM;FEM;PL	N;SG
επιχειρήσεις	enterprises	επιχείρηση	enterprises	N;NOM;FEM;PL	PROPN
αιώνας	century	αιώνας	century	N;NOM;MASC;SG	PROPN
υπόθεση	case	υπόθεση	case	N;NOM;FEM;SG	PROPN
αριστερά	kiri	αριστερά	kiri	ADV	N;SG
αριστερά	tersisa	αριστερά	tersisa	ADV	V;SG;PASS
ήρθε	came	έρχομαι	came	V;PFV;IND;SG;3;PST;FIN;PASS	PROPN
αγωνιστική	membalap	αγωνιστικός	menbalap	N;NOM;FEM;SG	V;SG;ACT
καλύτερα	better	καλά	better	ADV;CMPR	PROPN
καλύτερα	terbaik	καλά	terbaik	ADV;CMPR	ADJ;RL;SG
καλύτερα	best	καλά	best	ADV;CMPR	PROPN
μεγάλος	big	μεγάλος	big	ADJ;NOM;MASC;SG	PROPN
έκθεση	lapor	έκθεση	lapor	N;ACC;FEM;SG	V;SG;ACT
έκθεση	laporkan	έκθεση	laporkan	N;ACC;FEM;SG	V;SG;ACT
έκθεση	melaporkan	έκθεση	menlaporkan	N;ACC;FEM;SG	V;SG;ACT
οικονομικών	keuangan	οικονομικός	keuangan	ADJ;GEN;FEM;PL	N;SG
οικονομικών	finansial	οικονομικός	finansial	ADJ;GEN;FEM;PL	ADJ;SG
οικονομικών	finance	οικονομικός	finance	ADJ;GEN;FEM;PL	N
οξύ	asam	οξύ	asam	N;NOM;NEUT;SG	PROPN;SG
οξύ	acid	οξύ	acid	N;NOM;NEUT;SG	PROPN
πλατεία	square	πλατεία	square	N;NOM;FEM;SG	PROPN
μάρτιο	march	μάρτιο	march	N	PROPN
απεβίωσε	almarhum	αποβιώνω	almarhum	V;PFV;IND;SG;3;PST;FIN;ACT	N
απεβίωσε	wafat	αποβιώνω	wafat	V;PFV;IND;SG;3;PST;FIN;ACT	N
πράξη	bertindak	πράξη	bertindak	N;ACC;FEM;SG	V;SG;ACT
πράξη	bertindaklah	πράξη	bertindak	N;ACC;FEM;SG	V;SG;ACT
πράξη	act	πράξη	act	N;ACC;FEM;SG	PROPN
αχαΐας	akhaia	αχανας	akhaia	PROPN;GEN;FEM;SG	PROPN
καταγωγή	origin	καταγωγή	origin	N;NOM;FEM;SG	PROPN
αγώνας	race	αγώνας	race	N;NOM;MASC;SG	PROPN
αγώνας	cocok	αγώνας	cocok	N;NOM;MASC;SG	ADJ;SG
αγώνας	bertarung	αγώνας	bertarung	N;NOM;MASC;SG	V;SG;ACT
αγώνας	berkelahi	αγώνας	berkelahi	N;NOM;MASC;SG	V;SG;ACT
αγώνας	fight	αγώνας	fight	N;NOM;MASC;SG	PROPN
αγώνας	melawan	αγώνας	menlawan	N;NOM;MASC;SG	ADP;SG;ACT
αγώνας	berjuang	αγώνας	berjuang	N;NOM;MASC;SG	V;SG;ACT
υπηρεσίες	servis	υπηρεσία	servis	N;NOM;FEM;PL	PROPN;SG
υπηρεσίες	pelayanan	υπηρεσία	penlayanan	N;NOM;FEM;PL	N;SG
υπηρεσίες	layanan	υπηρεσία	layanan	N;NOM;FEM;PL	N;SG
υπηρεσίες	jasa	υπηρεσία	jasa	N;NOM;FEM;PL	N;SG
στόχο	obyektif	στόχος	obyektif	N;ACC;MASC;SG	ADJ
στόχο	objektif	στόχος	objektif	N;ACC;MASC;SG	ADJ
στόχο	menargetkan	στόχος	mentargetkan	N;ACC;MASC;SG	V;SG;ACT
στόχο	goal	στόχος	goal	N;ACC;MASC;SG	PROPN
πλαίσια	bingkai	πλαίσιο	bingkai	N;NOM;NEUT;PL	N;SG
πλαίσια	framework	πλαίσιο	framework	N;NOM;NEUT;PL	PROPN
εκστρατεία	campaign	εκστρατεία	campaign	N;ACC;FEM;SG	PROPN
κύπρο	cyprus	κύπρος	cyprus	PROPN;ACC;FEM;SG	PROPN
κύπρο	siprus	κύπρος	siprus	PROPN;ACC;FEM;SG	PROPN;SG
επιστροφή	kembali	επιστροφή	kembali	N;ACC;FEM;SG	V;SG;ACT
επιστροφή	return	επιστροφή	return	N;ACC;FEM;SG	PROPN
αύγουστο	august	αύγουστος	august	N	
ουσιαστικά	dasarnya	ουσιαστικά	dasar	ADV	N;SG
λίμνη	tambak	λίμνη	tambak	N;NOM;FEM;SG	PROPN;SG
λίμνη	pond	λίμνη	pond	N;NOM;FEM;SG	PROPN
περιλαμβάνουν	cantumkan	περιλαμβάνω	cantumkan	V;IPFV;IND;PL;3;PRS;FIN;ACT	V;SG;ACT
περιλαμβάνουν	include	περιλαμβάνω	include	V;IPFV;IND;PL;3;PRS;FIN;ACT	PROPN
ηθοποιοί	aktor	ηθοποιός	aktor	N;NOM;MASC;PL	N;SG
κείμενα	sms	κείμενο	sms	N;NOM;NEUT;PL	PROPN
λάθος	galat	λάθος	galat	N;NOM;NEUT;SG	PROPN
λάθος	error	λάθος	error	N;NOM;NEUT;SG	PROPN
λάθος	eror	λάθος	eror	N;NOM;NEUT;SG	PROPN
λάθος	khilaf	λάθος	khilaf	N;NOM;NEUT;SG	PROPN
γραμμές	baris	γραμμή	baris	N;NOM;FEM;PL	N;SG
γραμμές	baris	γραμμή	baris	N;NOM;FEM;PL	N;SG
γραμμές	lines	γραμμή	lines	N;NOM;FEM;PL	PROPN
γραμμές	garis	γραμμή	garis	N;NOM;FEM;PL	PROPN;SG
επεξεργασία	edit	επεξεργασία	edit		PROPN
επεξεργασία	sunting	επεξεργασία	sunting		N
επεξεργασία	memroses	επεξεργασία	menpros		V;SG;ACT
επεξεργασία	memproses	επεξεργασία	menproses		V;SG;ACT
επεξεργασία	pemrosesan	επεξεργασία	penprosesan		N;SG
επεξεργασία	diproses	επεξεργασία	diproses		V;SG;PASS
επεξεργασία	pengolahan	επεξεργασία	penolahan		N;SG
νίκες	menang	νίκη	menang	N;NOM;FEM;PL	;SG
βιογραφικά	cvs	βιογραφικός	cvs	ADV	PROPN
βιογραφικά	resume	βιογραφικός	resume	ADV	N
διαφορετικά	beda	διαφορετικά	beda	ADV	ADJ;SG
διαφορετικά	berbeda	διαφορετικά	berbeda	ADV	V;SG;ACT
γρήγορα	ngakak	γρήγορα	ngakak	ADV	N
γρήγορα	cepat	γρήγορα	cepat	ADV	ADJ;SG
γρήγορα	fast	γρήγορα	fast	ADV	PROPN
γρήγορα	cepat	γρήγορα	cepat	ADV	ADJ;SG
γρήγορα	puasa	γρήγορα	puasa	ADV	PROPN;SG
γρήγορα	cepat	γρήγορα	cepat	ADV	ADJ;SG
άρη	ares	άρη	ares	N;MASC;SG	PROPN
άρη	mars	άρη	mars	N;MASC;SG	PROPN
άνθρωπος	human	άνθρωπος	human	N;NOM;MASC;SG	PROPN
άνθρωπος	man	άνθρωπος	man	N;NOM;MASC;SG	PROPN
έφερε	dibawa	φέρω	dibawa	V;PFV;IND;SG;3;PST;FIN;ACT	V;SG;PASS
έπαιξε	diputar	παίζω	diputar	V;PFV;IND;SG;3;PST;FIN;ACT	V;SG;PASS
έπαιξε	dimainkan	παίζω	dimainkan	V;PFV;IND;SG;3;PST;FIN;ACT	V;SG;PASS
έπαιξε	dipermainkan	παίζω	dipermainkan	V;PFV;IND;SG;3;PST;FIN;ACT	V;SG;PASS
εδάφη	wilayah	εδάφη	wilayah	N;NOM;NEUT;PL	N;SG
εδάφη	teritori	εδάφη	teritori	N;NOM;NEUT;PL	N;SG
εδάφη	tanah	εδάφη	tanah	N;NOM;NEUT;PL	N;SG
σύνορα	perbatasan	σύνορο	perbatasan	N;NOM;NEUT;PL	N;SG
σύνορα	batas	σύνορο	batas	N;NOM;NEUT;PL	N;SG
σύνορα	perbatasan	σύνορο	perbatasan	N;NOM;NEUT;PL	N;SG
σύνορα	tepi	σύνορο	tepi	N;NOM;NEUT;PL	N;SG
σύνορα	tepian	σύνορο	tepian	N;NOM;NEUT;PL	N;SG
σύνορα	perbatasan	σύνορο	perbatasan	N;NOM;NEUT;PL	N;SG
σύνορα	frontier	σύνορο	frontier	N;NOM;NEUT;PL	PROPN
αεροσκάφη	pesawat	αεροσκάφος	pesawat	N;NOM;NEUT;PL	N;SG
αεροσκάφη	aircraft	αεροσκάφος	aircraft	N;NOM;NEUT;PL	PROPN
πλοίο	ship	πλοίο	ship	N;NOM;NEUT;SG	PROPN
πλοίο	boat	πλοίο	boat	N;NOM;NEUT;SG	PROPN
ομοσπονδία	federation	ομοσπονδία	federation	N;NOM;FEM;SG	PROPN
αρχίζει	dimulai	αρχίζω	dimulai	V;IPFV;IND;SG;3;PRS;FIN;ACT	V;SG;PASS
διοικητική	administratif	διοικητικός	administratif	ADJ;NOM;FEM;SG	N;SG
δεκέμβριο	december	δεκέμβριος	december	N	PROPN
αμερικανοί	american	Αμερικανός	american	PROPN;NOM;MASC;PL	PROPN
αμερικανοί	amerika	Αμερικανός	amerika	PROPN;NOM;MASC;PL	PROPN;SG
απρίλιο	april	απρίλιο	april	N	PROPN;SG
καλύτερο	better	καλά	better	ADJ;NOM;CMPR;NEUT;SG	PROPN
καλύτερο	terbaik	καλά	terbaik	ADJ;NOM;CMPR;NEUT;SG	ADJ;RL;SG
καλύτερο	best	καλά	best	ADJ;NOM;CMPR;NEUT;SG	PROPN
υποστήριξη	support	υποστήριξη	support	N;ACC;FEM;SG	PROPN
δημιούργησε	tercipta	δημιουργώ	tercipta	V;PFV;IND;SG;3;PST;FIN;ACT	V;SG;PASS
δημιούργησε	dibuat	δημιουργώ	dibuat	V;PFV;IND;SG;3;PST;FIN;ACT	V;SG;PASS
κοινοβούλιο	dpr	κοινοβούλιο	dpr	N;NOM;NEUT;SG	PROPN;SG
γερμανικά	german	γερμανικά	german	ADV	PROPN
γερμανικά	jerman	γερμανικά	jerman	ADV	PROPN;SG
διοικητής	commander	διοικητής	commander	N;NOM;MASC;SG	PROPN
δημόσια	publik	δημόσιος	publik	ADJ;NOM;FEM;SG	N
δημόσια	public	δημόσιος	public	ADJ;NOM;FEM;SG	PROPN
αύξηση	naikkan	αύξηση	naikkan	N;NOM;FEM;SG	V;SG;ACT
αύξηση	tingkatkan	αύξηση	tingkatkan	N;NOM;FEM;SG	V;SG;ACT
αύξηση	meningkat	αύξηση	mentingkat	N;NOM;FEM;SG	V;SG;ACT
αύξηση	meningkatkan	αύξηση	mentingkatkan	N;NOM;FEM;SG	V;SG;ACT
αύξηση	naikkan	αύξηση	naikkan	N;NOM;FEM;SG	V;SG;ACT
αύξηση	galang	αύξηση	galang	N;NOM;FEM;SG	PROPN;SG
γύρο	bulat	γύρος	bulat	N;ACC;MASC;SG	PROPN;SG
γύρο	round	γύρος	round	N;ACC;MASC;SG	PROPN
δίσκο	disc	δίσκο	disc	N;ACC;MASC;SG	PROPN
δίσκο	diska	δίσκο	diska	N;ACC;MASC;SG	PROPN
δίσκο	disk	δίσκο	disk	N;ACC;MASC;SG	PROPN
δίσκο	disk	δίσκο	disk	N;ACC;MASC;SG	PROPN
δίσκο	diska	δίσκο	diska	N;ACC;MASC;SG	PROPN
χρησιμοποιώντας	using	χρησιμοποιώ	using	V;IPFV;V.CVB;ACT	PROPN
υπηρέτησε	dilayani	υπηρετώ	dilayani	V;PFV;IND;SG;3;PST;FIN;ACT	V;SG;PASS
υπηρέτησε	dihidangkan	υπηρετώ	dihidangkan	V;PFV;IND;SG;3;PST;FIN;ACT	V;SG;PASS
υπηρέτησε	disajikan	υπηρετώ	disajikan	V;PFV;IND;SG;3;PST;FIN;ACT	V;SG;PASS
κοινή	common	κοινός	common	ADJ;NOM;FEM;SG	PROPN
αστεροειδής	asteroid	αστεροειδής	asteroid	ADJ;NOM;MASC;SG	N
αστεροειδής	asteroid	αστεροειδής	asteroid	ADJ;NOM;MASC;SG	N
νοέμβριο	november	νοέμβριος	november	N;NOM;MASC;SG	PROPN;SG
πάτρα	patras	πάτρα	patras	PROPN;NOM;FEM;SG	PROPN
πάτρα	patra	πάτρα	patra	PROPN;NOM;FEM;SG	PROPN
γράφει	penulisan	γράφω	pentulisan	V;IPFV;IND;SG;3;PRS;FIN;ACT	N;SG
κράτη	negara	κράτος	negara	N;NOM;NEUT;PL	N;SG
άγιο	suci	άγιος	suci	N;NOM;MASC;SG	ADJ;SG
άγιο	kudus	άγιος	kudus	N;NOM;MASC;SG	PROPN;SG
άγιο	holy	άγιος	holy	N;NOM;MASC;SG	PROPN
γαλλικά	prancis	γαλλικά	prancis	ADV	PROPN;SG
γαλλικά	perancis	γαλλικά	perancis	ADV	PROPN;SG
τουρκία	kalkun	τουρκία	kalkun	PROPN;ACC;FEM;SG	N;SG
τουρκία	turki	τουρκία	turki	PROPN;ACC;FEM;SG	PROPN;SG
δρόμο	road	δρόμος	road	N;ACC;MASC;SG	PROPN
λιμάνι	port	λιμάνι	port	N;NOM;NEUT;SG	PROPN
λιμάνι	harbour	λιμάνι	harbour	N;NOM;NEUT;SG	PROPN
ηνωμένο	bersatu	ηνωμένος	bersatu	V;PFV;NOM;NEUT;SG;V.PTCP;PASS	PROPN
δείχνει	pertunjukan	δείχνω	pertunjukan	V;IPFV;IND;SG;3;PRS;FIN;ACT	N;SG
μνήμη	memory	μνήμη	memory	N;ACC;FEM;SG	PROPN
χέρια	gendongan	χέρι	gendongan	N;NOM;NEUT;PL	N;SG
χέρια	lengan	χέρι	lengan	N;NOM;NEUT;PL	N;SG
χέρια	arms	χέρι	arms	N;NOM;NEUT;PL	PROPN
χέρια	hands	χέρι	hands	N;NOM;NEUT;PL	PROPN
χέρια	tangan	χέρι	tangan	N;NOM;NEUT;PL	N;SG
κανόνες	rules	κανόνας	rules	N;NOM;MASC;PL	PROPN
κανόνες	peraturan	κανόνας	peraturan	N;NOM;MASC;PL	N;SG
κανόνες	aturan	κανόνας	aturan	N;NOM;MASC;PL	N;SG
βουλή	dpr	βουλή	dpr	N;NOM;FEM;SG	PROPN;SG
παιδί	kid	παιδί	kid	N;NOM;NEUT;SG	PROPN
παιδί	ank	παιδί	ank	N;NOM;NEUT;SG	PROPN
παιδί	child	παιδί	child	N;NOM;NEUT;SG	PROPN
εικόνες	pictures	εικόνα	pictures	N;NOM;FEM;PL	PROPN
εικόνες	gambar	εικόνα	gambar	N;NOM;FEM;PL	N;SG
εικόνες	gambar	εικόνα	gambar	N;NOM;FEM;PL	N;SG
εικόνες	citra	εικόνα	citra	N;NOM;FEM;PL	N;SG
τελευταίος	last	τελευταίος	last	ADJ;NOM;MASC;SG	PROPN
ενώσεις	asosiasi	ένωση	asosiasi	N;NOM;FEM;PL	N;SG
ενώσεις	senyawa	ένωση	senyawa	N;NOM;FEM;PL	N;SG
εισαγωγή	import	εισαγωγή	import	N;NOM;FEM;SG	PROPN;SG;ACT
εισαγωγή	insert	εισαγωγή	insert	N;NOM;FEM;SG	PROPN
εισαγωγή	masukkan	εισαγωγή	masukkan	N;NOM;FEM;SG	V;SG;ACT
εισαγωγή	sisipkan	εισαγωγή	sisipkan	N;NOM;FEM;SG	V;SG;ACT
εισαγωγή	menyisipkan	εισαγωγή	mensisipkan	N;NOM;FEM;SG	V;SG;ACT
μεταφορά	mentransfer	μεταφορά	mentransfer	N;NOM;FEM;SG	V;SG;ACT
μεταφορά	transport	μεταφορά	transport	N;NOM;FEM;SG	PROPN
άτομο	person	άτομο	person	N;NOM;NEUT;SG	PROPN
εργασία	bekerja	εργασία	bekerja	N;NOM;FEM;SG	V;SG;ACT
καταγωγής	berasal	καταγωγή	berasal	N;GEN;FEM;SG	V;SG;ACT
γερμανοί	german	γερμανός	german	PROPN;NOM;MASC;PL	PROPN
γερμανοί	jerman	γερμανός	jerman	PROPN;NOM;MASC;PL	PROPN;SG
γερμανοί	jerman	γερμανός	jerman	PROPN;NOM;MASC;PL	PROPN;SG
τάξη	class	τάξη	class	N;NOM;FEM;SG	PROPN
τάξη	order	τάξη	order	N;NOM;FEM;SG	PROPN
παρελθόν	past	παρελθόν	past	N;NOM;NEUT;SG	PROPN
δουλειά	job	δουλειά	job	N;NOM;FEM;SG	PROPN
δουλειά	ayub	δουλειά	ayub	N;NOM;FEM;SG	PROPN;SG
δουλειά	bekerja	δουλειά	bekerja	N;NOM;FEM;SG	V;SG;ACT
συμπεριφορά	attitude	συμπεριφορά	attitude	N;ACC;FEM;SG	PROPN
βόρειο	utara	βόρειο	utara	ADJ;NOM;NEUT;SG	PROPN;SG
βόρειο	northern	βόρειο	northern	ADJ;NOM;NEUT;SG	PROPN
απόψεις	opini	άποψη	opini	N;NOM;FEM;PL	N;SG
απόψεις	pendapat	άποψη	pendapat	N;NOM;FEM;PL	N;SG
απόψεις	dilihat	άποψη	dilihat	N;NOM;FEM;PL	V;SG;PASS
απόψεις	tayangan	άποψη	tayangan	N;NOM;FEM;PL	N;SG
απόψεις	tampilan	άποψη	tampilan	N;NOM;FEM;PL	N;SG
κοινωνία	society	κοινωνία	society	N;NOM;FEM;SG	PROPN
οκτώ	eight	οκτώ	eight	NUM;NOM;MASC;PL	PROPN
προσθήκη	tambah	προσθήκη	tambah	N	
προσθήκη	add	προσθήκη	add	N	PROPN
προσθήκη	tambahkan	προσθήκη	tambahkan	N	V;SG;ACT
ισραήλ	israel	ισραήλ	israel		PROPN;SG
άρης	aris	άρης	aris	PROPN;NOM;MASC;SG	PROPN
άρης	ares	άρης	ares	PROPN;NOM;MASC;SG	PROPN
άρης	mars	άρης	mars	PROPN;NOM;MASC;SG	PROPN
καναδά	kanada	καναδός	kanada	PROPN;NOM;MASC;SG	PROPN;SG
καναδά	canada	καναδός	canada	PROPN;NOM;MASC;SG	PROPN
παιχνίδια	permainan	παιχνίδιο	permainan	N;NOM;NEUT;PL	N;SG
παιχνίδια	games	παιχνίδιο	games	N;NOM;NEUT;PL	PROPN
παιχνίδια	game	παιχνίδιο	game	N;NOM;NEUT;PL	N;SG
παιχνίδια	mainan	παιχνίδιο	mainan	N;NOM;NEUT;PL	N;SG
κομμάτια	potongan	κομμάτι	potongan	N;NOM;NEUT;PL	N;SG
κομμάτια	kepingan	κομμάτι	kepingan	N;NOM;NEUT;PL	N;SG
κομμάτια	keping	κομμάτι	keping	N;NOM;NEUT;PL	N;SG
κομμάτια	potong	κομμάτι	potong	N;NOM;NEUT;PL	N;SG;ACT
κόκκινο	merah	κόκκινος	merah	N;NOM;NEUT;SG	ADJ;SG
κόκκινο	red	κόκκινος	red	N;NOM;NEUT;SG	PROPN
ηλιακό	solar	ηλιακός	solar	N;NOM;NEUT;SG	PROPN
δίσκος	disc	δίσκος	disc	N;NOM;MASC;SG	PROPN
δίσκος	diska	δίσκος	diska	N;NOM;MASC;SG	PROPN
δίσκος	disk	δίσκος	disk	N;NOM;MASC;SG	PROPN
δίσκος	disk	δίσκος	disk	N;NOM;MASC;SG	PROPN
δίσκος	diska	δίσκος	diska	N;NOM;MASC;SG	PROPN
ροκ	batuan	ροκ	batuan		N;SG
ροκ	batu	ροκ	batu		N;SG
ροκ	rock	ροκ	rock		PROPN
αντικείμενα	butir	αντικείμενο	butir	N;NOM;NEUT;PL	PROPN;SG
αντικείμενα	barang	αντικείμενο	barang	N;NOM;NEUT;PL	N;SG
αντικείμενα	obyek	αντικείμενο	obyek	N;NOM;NEUT;PL	N;SG
αντικείμενα	objek	αντικείμενο	objek	N;NOM;NEUT;PL	N;SG
αντικείμενα	benda	αντικείμενο	benda	N;NOM;NEUT;PL	N;SG
ενέργειας	energy	ενέργεια	energy	N;GEN;FEM;SG	PROPN
ζώνη	zone	ζώνη	zone	N;NOM;FEM;SG	PROPN
ζώνη	belt	ζώνη	belt	N;NOM;FEM;SG	PROPN
σύλλογοι	asosiasi	σύλλογος	asosiasi	ADJ;NOM;MASC;PL	N;SG
σύλλογοι	klub	σύλλογος	klub	ADJ;NOM;MASC;PL	N;SG
σύλλογοι	club	σύλλογος	club	ADJ;NOM;MASC;PL	PROPN
σύλλογοι	keriting	σύλλογος	keriting	ADJ;NOM;MASC;PL	N;SG
σχέδια	desain	σχέδιο	desain	N;NOM;NEUT;PL	N;SG
σχέδια	rencana	σχέδιο	rencana	N;NOM;NEUT;PL	N;SG
σχέδια	proyek	σχέδιο	proyek	N;NOM;NEUT;PL	N;SG
χιλιάδες	ribuan	χιλιάδα	ribuan	NUM;NOM;FEM;PL	N;SG
χιλιάδες	beribu	χιλιάδα	beribu	NUM;NOM;FEM;PL	PROPN
δίκτυο	network	δίκτυο	network	N;NOM;NEUT;SG	PROPN
φως	light	φως	light	N;NOM;NEUT;SG	PROPN
φως	terang	φως	terang	N;NOM;NEUT;SG	ADJ;SG
φως	ringan	φως	ringan	N;NOM;NEUT;SG	ADJ;SG
