que	that	que	that	PRO;MASC;SG	PROPN
live	живите	live	жить	N;MASC;SG	V;IPFV;IND;PL;2;PRS;FIN;ACT
live	live	live	live	N;MASC;SG	PROPN
live	живу	live	жить	N;MASC;SG	V;IPFV;IND;SG;1;PRS;FIN;ACT
live	жить	live	жить	N;MASC;SG	V;IPFV;NFIN;ACT
comentários	комментарий	comentário	комментарий	N;MASC;PL	N;INAN;NOM;MASC;SG
comentários	отзыв	comentário	отзыв	N;MASC;PL	N;INAN;NOM;MASC;SG
tratado	договор	tratar	договор	V;MASC;SG;V.PTCP	N;INAN;NOM;MASC;SG
tratado	договора	tratar	договор	V;MASC;SG;V.PTCP	N;INAN;GEN;MASC;SG
comissão	комиссии	comissão	комиссия	N;FEM;SG	N;INAN;NOM;FEM;PL
poucos	немногим	pouco	немногие	PRO;MASC;PL	ADJ;INS;NEUT;SG
poucos	немногие	pouco	немногие	PRO;MASC;PL	ADJ;NOM;PL
poucos	немногих	pouco	немногие	PRO;MASC;PL	ADJ;GEN;PL
composta	состоящие	compor	состоять	V;FEM;SG;V.PTCP	V;IPFV;NOM;PL;PRS;V.PTCP;ACT
corte	сократить	corte	сократить	N;MASC;SG	V;PFV;NFIN;ACT
corte	вырезать	corte	вырезать	N;MASC;SG	V;IPFV;NFIN;ACT
corte	снято	corte	снять	N;MASC;SG	V;PFV;NEUT;SG;PST;V.PTCP;PASS
irmãos	brothers	irmão	brothers	N;MASC;PL	PROPN
preto	чёрное	preto	черный	N;MASC;SG	ADJ;NOM;NEUT;SG
preto	черный	preto	черный	N;MASC;SG	ADJ;NOM;MASC;SG
preto	black	preto	black	N;MASC;SG	PROPN
preto	чёрные	preto	черный	N;MASC;SG	ADJ;NOM;PL
preto	чёрный	preto	чёрный	N;MASC;SG	ADJ;NOM;MASC;SG
prêmios	awards	prêmio	awards	N;MASC;PL	PROPN
passar	пропуск	passar	пропуск	V;NFIN	N;INAN;NOM;MASC;SG
passar	пас	passar	пас	V;NFIN	N;INAN;NOM;MASC;SG
transporte	перевозки	transporte	перевозка	N;MASC;SG	N;INAN;NOM;FEM;PL
one	одна	one	один	N;MASC;SG	DET;NOM;FEM;SG
one	one	one	one	N;MASC;SG	PROPN
one	одно	one	один	N;MASC;SG	DET;NOM;NEUT;SG
one	один	one	один	N;MASC;SG	NUM;NOM;MASC
federação	федерации	federação	федерация	N;FEM;SG	N;INAN;NOM;FEM;PL
banco	banco	banco	banco	N;MASC;SG	PROPN
banco	bank	banco	bank	N;MASC;SG	PROPN
rosa	pink	rosa	pink	N;FEM;SG	PROPN
rosa	розовая	rosa	розовый	N;FEM;SG	ADJ;NOM;FEM;SG
rosa	розовые	rosa	розовый	N;FEM;SG	ADJ;NOM;PL
rosa	розовое	rosa	розовый	N;FEM;SG	ADJ;NOM;NEUT;SG
rosa	розовый	rosa	розовый	N;FEM;SG	ADJ;NOM;MASC;SG
rosa	роз	rosa	роза	N;FEM;SG	N;INAN;GEN;FEM;PL
longa	длинные	longo	длинный	ADJ;FEM;SG	ADJ;NOM;PL
longa	долго	longo	долго	ADJ;FEM;SG	ADV
longa	лонг	longo	лонг	ADJ;FEM;SG	
mudança	перемены	mudança	перемена	N;FEM;SG	N;INAN;NOM;FEM;PL
mudança	изменения	mudança	изменение	N;FEM;SG	N;INAN;NOM;NEUT;PL
mudança	изменить	mudança	изменить	N;FEM;SG	V;PFV;NFIN;ACT
mudança	сменить	mudança	сменить	N;FEM;SG	V;PFV;NFIN;ACT
regional	региональные	regional	региональный	N;MASC;SG	ADJ;NOM;PL
regional	региональная	regional	региональный	N;MASC;SG	ADJ;NOM;FEM;SG
regional	региональный	regional	региональный	N;MASC;SG	ADJ;NOM;MASC;SG
regional	региональных	regional	региональный	N;MASC;SG	ADJ;GEN;PL
criou	созданные	criar	создать	V;IND;SG;3;PST;FIN	V;PFV;NOM;PL;PST;V.PTCP;PASS
metade	половины	metade	половина	N;FEM;SG	N;INAN;NOM;FEM;PL
metade	наполовину	metade	наполовину	N;FEM;SG	ADV
religião	религии	religião	религия	N;FEM;SG	N;INAN;NOM;FEM;PL
trabalhou	работали	trabalhar	работать	V;IND;SG;3;PST;FIN	V;IPFV;IND;PL;PST;FIN;ACT
cristo	кристо	cristo	кристо	N;MASC;SG	PART
análise	analytics	análise	analytics	N;FEM;SG	PROPN
análise	аналитики	análise	аналитик	N;FEM;SG	N;ANIM;NOM;MASC;PL
festa	party	festa	party	N;FEM;SG	PROPN
ligação	связать	ligação	связать	N;FEM;SG	V;PFV;NFIN;ACT
angeles	анджелесе	angele	анджелес	N;MASC;PL	N;INAN;ESS;MASC;SG
resposta	отвечайте	resposta	отвечать	N;FEM;SG	V;IPFV;IMP;PL;2;FIN;ACT
resposta	ответить	resposta	ответить	N;FEM;SG	V;PFV;NFIN;ACT
resposta	ответить	resposta	ответить	N;FEM;SG	V;PFV;NFIN;ACT
pedra	stone	pedra	stone	N;FEM;SG	PROPN
pedra	педра	pedra	педра	N;FEM;SG	
pedra	rock	pedra	rock	N;FEM;SG	PROPN
índia	индийская	índia	индийский	N;FEM;SG	ADJ;NOM;FEM;SG
índia	индийский	índia	индийский	N;FEM;SG	ADJ;NOM;MASC;SG
jovens	молодежи	jovem	молодежь	N;MASC;PL	N;INAN;GEN;FEM;SG
jovens	молодость	jovem	молодость	N;MASC;PL	N;INAN;NOM;FEM;SG
jovens	молодёжь	jovem	молодёжь	N;MASC;PL	N;INAN;NOM;FEM;SG
jovens	молодежь	jovem	молодежь	N;MASC;PL	N;INAN;NOM;FEM;SG
jovens	янг	jovem	янг	N;MASC;PL	N;ANIM;NOM;MASC;SG
jovens	молодая	jovem	молодой	N;MASC;PL	ADJ;NOM;FEM;SG
jovens	молодые	jovem	молодой	N;MASC;PL	ADJ;NOM;PL
jovens	young	jovem	young	N;MASC;PL	PROPN
jovens	молодых	jovem	молодой	N;MASC;PL	ADJ;GEN;PL
jovens	молодой	jovem	молодой	N;MASC;PL	ADJ;NOM;MASC;SG
sei	знай	saber	знать	V;IND;SG;1;PRS;FIN	V;IPFV;IMP;SG;2;FIN;ACT
sei	сиэ	saber	сиэ	V;IND;SG;1;PRS;FIN	
certo	вправо	certo	вправо	ADJ;MASC;SG	ADV
avenida	avenue	avenida	avenue	N;FEM;SG	PROPN
formado	сформированных	formar	сформировать	V;MASC;SG;V.PTCP	V;PFV;GEN;PL;PST;V.PTCP;PASS
formado	сформировали	formar	сформировать	V;MASC;SG;V.PTCP	V;PFV;IND;PL;PST;FIN;ACT
formado	сформированные	formar	сформировать	V;MASC;SG;V.PTCP	V;PFV;NOM;PL;PST;V.PTCP;PASS
russo	русская	russo	русский	N;MASC;SG	ADJ;NOM;FEM;SG
russo	русские	russo	русский	N;MASC;SG	N;ANIM;NOM;MASC;PL
russo	российская	russo	российский	N;MASC;SG	ADJ;NOM;FEM;SG
russo	русский	russo	русский	N;MASC;SG	ADJ;NOM;MASC;SG
veja	видишь	ver	видеть	V;SBJV;SG;3;PRS;FIN	V;IPFV;IND;SG;2;PRS;FIN;ACT
veja	см	ver	сантиметр	V;SBJV;SG;3;PRS;FIN	ADV
liberdade	свободы	liberdade	свобода	N;FEM;SG	N;INAN;NOM;FEM;PL
anteriores	предыдущая	anterior	предыдущий	ADJ;MASC;PL	ADJ;NOM;FEM;SG
anteriores	предыдущий	anterior	предыдущий	ADJ;MASC;PL	ADJ;NOM;MASC;SG
anteriores	предыдущее	anterior	предыдущий	ADJ;MASC;PL	ADJ;NOM;NEUT;SG
torre	tower	torre	tower	N;FEM;SG	PROPN
dela	ее	dela	она	N;MASC;SG	PRO;ACC;FEM;SG;3
dela	ей	dela	она	N;MASC;SG	PRO;DAT;FEM;SG;3
dela	её	dela	она	N;MASC;SG	PRO;ACC;FEM;SG;3
localização	локализации	localização	локализация	N;FEM;SG	N;INAN;NOM;FEM;PL
pós	post	pós	post	N;MASC;SG	PROPN
pós	опубликовать	pós	опубликовать	N;MASC;SG	V;PFV;NFIN;ACT
pós	порошки	pós	порошок	N;MASC;SG	N;INAN;NOM;FEM;PL
musicais	музыкальные	musical	музыкальный	N;MASC;PL	ADJ;NOM;PL
musicais	музыкальная	musical	музыкальный	N;MASC;PL	ADJ;NOM;FEM;SG
musicais	мюзикл	musical	мюзикл	N;MASC;PL	N;INAN;NOM;MASC;SG
feira	справедливый	feira	справедливый	N;FEM;SG	ADJ;NOM;MASC;SG
feira	справедливо	feira	справедливый	N;FEM;SG	ADJ;NEUT;SG
feira	справедливая	feira	справедливый	N;FEM;SG	ADJ;NOM;FEM;SG
feira	справедливых	feira	справедливый	N;FEM;SG	ADJ;GEN;PL
rodada	круглая	rodada	круглый	N;FEM;SG	ADJ;NOM;FEM;SG
rodada	круглые	rodada	круглый	N;FEM;SG	ADJ;NOM;PL
chegar	прибытия	chegar	прибытие	V;NFIN	N;INAN;NOM;NEUT;PL
chegar	прибытие	chegar	прибытие	V;NFIN	N;INAN;NOM;NEUT;SG
times	таймс	time	таймс	N;MASC;PL	N;INAN;NOM;MASC;SG
times	times	time	times	N;MASC;PL	PROPN
marinha	морские	marinho	морской	N;FEM;SG	ADJ;NOM;PL
marinha	морской	marinho	морской	N;FEM;SG	ADJ;NOM;MASC;SG
marinha	морская	marinho	морской	N;FEM;SG	ADJ;NOM;FEM;SG
composto	составных	compor	составной	V;MASC;SG;V.PTCP	ADJ;GEN;PL
composto	составные	compor	составной	V;MASC;SG;V.PTCP	ADJ;NOM;PL
composto	комплекса	compor	комплекс	V;MASC;SG;V.PTCP	N;INAN;GEN;MASC;SG
composto	соединение	compor	соединение	V;MASC;SG;V.PTCP	N;INAN;NOM;NEUT;SG
princesa	принцессы	princesa	принцесса	N;FEM;SG	N;ANIM;NOM;FEM;PL
açores	азорских	açor	азорский	N;MASC;PL	ADJ;GEN;PL
partidas	отъезд	partida	отъезд	N;FEM;PL	N;INAN;NOM;MASC;SG
ribeiro	брук	ribeiro	брук	N;MASC;SG	
don	дон	don	дон	PROPN;MASC;SG	N;INAN;NOM;MASC;SG
don	don	don	don	PROPN;MASC;SG	PROPN
don	дона	don	дон	PROPN;MASC;SG	N;INAN;NOM;MASC;SG
don	дону	don	дон	PROPN;MASC;SG	N;INAN;DAT;MASC;SG
nações	nations	nação	nations	N;FEM;PL	PROPN
www	www	www	www	N;MASC;SG	
antigos	древний	antigo	древний	ADJ;MASC;PL	ADJ;NOM;MASC;SG
antigos	древняя	antigo	древний	ADJ;MASC;PL	ADJ;NOM;FEM;SG
viagem	поездки	viagem	поездка	N;FEM;SG	N;INAN;NOM;FEM;PL
viagem	путешествия	viagem	путешествие	N;FEM;SG	N;INAN;NOM;NEUT;PL
construído	построенные	construir	строить	V;MASC;SG;V.PTCP	V;PFV;NOM;PL;PST;V.PTCP;PASS
construído	построили	construir	строить	V;MASC;SG;V.PTCP	V;PFV;IND;PL;PST;FIN;ACT
construído	построенные	construir	строить	V;MASC;SG;V.PTCP	V;PFV;NOM;PL;PST;V.PTCP;PASS
construído	построены	construir	строить	V;MASC;SG;V.PTCP	V;PFV;PL;PST;V.PTCP;PASS
esquerda	левой	esquerda	левый	N;FEM;SG	ADJ;INS;FEM;SG
esquerda	слева	esquerda	слева	N;FEM;SG	ADV
esquerda	налево	esquerda	налево	N;FEM;SG	ADV
esquerda	осталось	esquerda	остаться	N;FEM;SG	V;PFV;NEUT;IND;SG;PST;FIN;MID
esquerda	оставил	esquerda	оставить	N;FEM;SG	V;PFV;MASC;IND;SG;PST;FIN;ACT
martin	martin	martin	martin	N;MASC;SG	PROPN
europeia	европейская	europeu	европейский	N;FEM;SG	ADJ;NOM;FEM;SG
europeia	европейского	europeu	европейский	N;FEM;SG	ADJ;GEN;MASC;SG
europeia	европейское	europeu	европейский	N;FEM;SG	ADJ;NOM;NEUT;SG
europeia	европейский	europeu	европейский	N;FEM;SG	ADJ;NOM;MASC;SG
coração	heart	coração	heart	N;MASC;SG	PROPN
tradicional	традиционные	tradicional	традиционный	ADJ;MASC;SG	ADJ;NOM;PL
ffffff	ffffff	ffffff	ffffff	N;MASC;SG	
american	американский	american	американский	N;MASC;SG	ADJ;NOM;MASC;SG
american	американские	american	американский	N;MASC;SG	ADJ;NOM;PL
american	американская	american	американский	N;MASC;SG	ADJ;NOM;FEM;SG
american	american	american	american	N;MASC;SG	PROPN
american	американских	american	американский	N;MASC;SG	ADJ;GEN;PL
belo	приятно	belo	приятный	N;MASC;SG	ADJ;NEUT;SG
belo	мило	belo	мило	N;MASC;SG	ADV
colspan	colspan	colspan	colspan	N;MASC;SG	PROPN
especiais	особая	especial	особый	ADJ;MASC;PL	ADJ;NOM;FEM;SG
especiais	специальный	especial	специальный	ADJ;MASC;PL	ADJ;NOM;MASC;SG
especiais	специального	especial	специальный	ADJ;MASC;PL	ADJ;GEN;MASC;SG
especiais	специальная	especial	специальный	ADJ;MASC;PL	ADJ;NOM;FEM;SG
especiais	специальное	especial	специальный	ADJ;MASC;PL	ADJ;NOM;NEUT;SG
cores	цвет	cor	цвет	N;FEM;PL	N;INAN;NOM;MASC;SG
cores	цвет	cor	цвет	N;FEM;PL	N;INAN;NOM;MASC;SG
guilherme	уильям	guilherme	уилье	N;MASC;SG	N;ANIM;DAT;NEUT;PL
guilherme	вильям	guilherme	вилье	N;MASC;SG	N;ANIM;DAT;MASC;PL
ajudar	помощь	ajudar	помощь	V;NFIN	N;INAN;NOM;FEM;SG
ajudar	справка	ajudar	справка	V;NFIN	N;INAN;NOM;FEM;SG
humano	человек	humano	человек	ADJ;MASC;SG	N;ANIM;NOM;MASC;SG
humano	человека	humano	человек	ADJ;MASC;SG	N;ANIM;ACC;MASC;SG
conflito	конфликты	conflito	конфликт	N;MASC;SG	N;INAN;NOM;MASC;PL
dinheiro	money	dinheiro	money	N;MASC;SG	PROPN
dinheiro	деньги	dinheiro	деньги	N;MASC;SG	N;INAN;NOM;FEM;PL
dinheiro	наличными	dinheiro	наличные	N;MASC;SG	ADJ;INS;PL
dinheiro	наличные	dinheiro	наличный	N;MASC;SG	ADJ;NOM;PL
imprensa	печати	imprensa	печать	N;FEM;SG	N;INAN;NOM;FEM;PL
imprensa	нажмите	imprensa	нажмить	N;FEM;SG	V;PFV;IMP;PL;2;FIN;ACT
imprensa	press	imprensa	press	N;FEM;SG	PROPN
imprensa	нажать	imprensa	нажать	N;FEM;SG	V;PFV;NFIN;ACT
tour	tour	tour	tour	N;MASC;SG	PROPN
tour	гастроли	tour	гастроль	N;MASC;SG	N;INAN;NOM;MASC;PL
finais	финал	final	финал	N;MASC;PL	N;INAN;NOM;MASC;SG
finais	окончательный	final	окончательный	N;MASC;PL	ADJ;NOM;MASC;SG
finais	окончательного	final	окончательный	N;MASC;PL	ADJ;GEN;MASC;SG
finais	заключительный	final	заключительный	N;MASC;PL	ADJ;NOM;MASC;SG
finais	заключительные	final	заключительный	N;MASC;PL	ADJ;NOM;PL
inicial	первоначальные	inicial	первоначальный	ADJ;MASC;SG	ADJ;NOM;PL
porta	двери	porta	дверь	N;FEM;SG	N;INAN;NOM;FEM;PL
superfície	поверхности	superfície	поверхность	N;FEM;SG	N;INAN;NOM;FEM;PL
ações	разделяет	ação	разделять	N;FEM;PL	V;IPFV;IND;SG;3;PRS;FIN;ACT
comentário	комментировать	comentário	комментировать	N;MASC;SG	V;IPFV;NFIN;ACT
comentário	прокомментировать	comentário	комментировать	N;MASC;SG	V;PFV;NFIN;ACT
comentário	комментарии	comentário	комментарий	N;MASC;SG	N;INAN;NOM;MASC;PL
comentário	замечания	comentário	замечание	N;MASC;SG	N;INAN;NOM;NEUT;PL
comentário	комментарии	comentário	комментарий	N;MASC;SG	N;INAN;NOM;MASC;PL
medida	измеренная	medida	измеренный	N;FEM;SG	V;PFV;NOM;FEM;SG;PST;V.PTCP;PASS
medida	измеряется	medida	измерять	N;FEM;SG	V;IPFV;IND;SG;3;PRS;FIN;PASS
medida	измерить	medida	измерить	N;FEM;SG	V;PFV;NFIN;ACT
branca	белые	branco	белый	N;FEM;SG	ADJ;NOM;PL
branca	white	branco	white	N;FEM;SG	PROPN
branca	белый	branco	белый	N;FEM;SG	ADJ;NOM;MASC;SG
branca	белое	branco	белый	N;FEM;SG	ADJ;NOM;NEUT;SG
national	национальные	national	национальный	N;MASC;SG	ADJ;NOM;PL
national	национальных	national	национальный	N;MASC;SG	ADJ;GEN;PL
national	national	national	national	N;MASC;SG	PROPN
national	национальная	national	национальный	N;MASC;SG	ADJ;NOM;FEM;SG
national	национальный	national	национальный	N;MASC;SG	ADJ;NOM;MASC;SG
oriental	восточные	oriental	восточный	ADJ;MASC;SG	ADJ;NOM;PL
auto	auto	auto	auto	N;MASC;SG	PROPN
biblioteca	библиотеки	biblioteca	библиотека	N;FEM;SG	N;INAN;NOM;FEM;PL
medicina	медицинская	medicina	медицинский	N;FEM;SG	ADJ;NOM;FEM;SG
medicina	медицинских	medicina	медицинский	N;FEM;SG	ADJ;GEN;PL
medicina	медицинское	medicina	медицинский	N;FEM;SG	ADJ;NOM;NEUT;SG
medicina	медицинский	medicina	медицинский	N;FEM;SG	ADJ;NOM;MASC;SG
precisa	нужно	precisar	нужный	V;IND;SG;3;PRS;FIN	ADJ;NEUT;SG
precisa	нужна	precisar	нужный	V;IND;SG;3;PRS;FIN	ADJ;FEM;SG
precisa	потребность	precisar	потребность	V;IND;SG;3;PRS;FIN	N;INAN;NOM;FEM;SG
precisa	потребностей	precisar	потребность	V;IND;SG;3;PRS;FIN	N;INAN;GEN;FEM;PL
precisa	потребности	precisar	потребность	V;IND;SG;3;PRS;FIN	N;INAN;NOM;FEM;PL
europeu	европейская	europeu	европейский	N;MASC;SG	ADJ;NOM;FEM;SG
europeu	европейского	europeu	европейский	N;MASC;SG	ADJ;GEN;MASC;SG
europeu	европейское	europeu	европейский	N;MASC;SG	ADJ;NOM;NEUT;SG
europeu	европейский	europeu	европейский	N;MASC;SG	ADJ;NOM;MASC;SG
google	google	google	google	N;MASC;SG	PROPN
passando	прохождение	passar	прохождение	V;V.MSDR	N;INAN;NOM;NEUT;SG
aberto	открыто	abrir	открыто	V;MASC;SG;V.PTCP	ADV
aberto	open	abrir	open	V;MASC;SG;V.PTCP	PROPN
aberto	открыли	abrir	открыть	V;MASC;SG;V.PTCP	V;PFV;IND;PL;PST;FIN;ACT
falar	разговор	falar	разговор	V;NFIN	N;INAN;NOM;MASC;SG
falar	разговоры	falar	разговор	V;NFIN	N;INAN;NOM;MASC;PL
notas	отмечает	nota	отмечать	N;FEM;PL	V;IPFV;IND;SG;3;PRS;FIN;ACT
proteção	защитное	proteção	защитный	N;FEM;SG	ADJ;NOM;NEUT;SG
proteção	защитные	proteção	защитный	N;FEM;SG	ADJ;NOM;PL
alemã	немецкая	alemã	немецкий	N;FEM;SG	ADJ;NOM;FEM;SG
alemã	немецкие	alemã	немецкий	N;FEM;SG	ADJ;NOM;PL
alemã	немецкое	alemã	немецкий	N;FEM;SG	ADJ;NOM;NEUT;SG
alemã	немецкий	alemã	немецкий	N;FEM;SG	ADJ;NOM;MASC;SG
carro	car	carro	car	N;MASC;SG	PROPN
max	max	max	max	N;MASC;SG	PROPN
max	макс	max	макс	N;MASC;SG	
japonês	японские	japonês	японский	N;MASC;SG	ADJ;NOM;PL
japonês	японская	japonês	японский	N;MASC;SG	ADJ;NOM;FEM;SG
japonês	японский	japonês	японский	N;MASC;SG	ADJ;NOM;MASC;SG
japonês	японцы	japonês	японец	N;MASC;SG	N;ANIM;NOM;MASC;PL
japonês	японское	japonês	японский	N;MASC;SG	ADJ;NOM;NEUT;SG
geração	поколения	geração	поколение	N;FEM;SG	N;INAN;NOM;NEUT;PL
necessidade	нужно	necessidade	нужный	N;FEM;SG	ADJ;NEUT;SG
necessidade	нужна	necessidade	нужный	N;FEM;SG	ADJ;FEM;SG
solicitação	запросить	solicitação	запросить	N;FEM;SG	V;PFV;NFIN;ACT
taça	cup	taça	cup	N;FEM;SG	PROPN
internacionais	международный	internacional	международный	ADJ;MASC;PL	ADJ;NOM;MASC;SG
bronze	брасс	bronze	брасс	N;MASC;SG	
romana	римская	romano	римский	N;FEM;SG	ADJ;NOM;FEM;SG
romana	романы	romano	роман	N;FEM;SG	N;INAN;NOM;MASC;PL
áustria	австрийская	áustria	австрийский	N;FEM;SG	ADJ;NOM;FEM;SG
áustria	австрийский	áustria	австрийский	N;FEM;SG	ADJ;NOM;MASC;SG
descoberta	обнаружен	descoberta	обнаружить	N;FEM;SG	V;PFV;MASC;SG;PST;V.PTCP;PASS
descoberta	обнаружена	descoberta	обнаружить	N;FEM;SG	V;PFV;FEM;SG;PST;V.PTCP;PASS
descoberta	обнаружил	descoberta	обнаружить	N;FEM;SG	V;PFV;MASC;IND;SG;PST;FIN;ACT
descoberta	обнаружено	descoberta	обнаружить	N;FEM;SG	V;PFV;NEUT;SG;PST;V.PTCP;PASS
descoberta	обнаруженные	descoberta	обнаружить	N;FEM;SG	V;PFV;NOM;PL;PST;V.PTCP;PASS
rowspan	rowspan	rowspan	rowspan	N;MASC;SG	PROPN
satélite	спутниковых	satélite	спутниковый	N;MASC;SG	ADJ;GEN;PL
satélite	спутниковое	satélite	спутниковый	N;MASC;SG	ADJ;NOM;NEUT;SG
satélite	спутники	satélite	спутник	N;MASC;SG	N;INAN;NOM;MASC;PL
svg	svg	svg	svg	N;MASC;SG	PROPN
botânico	ботанический	botânico	ботанический	N;MASC;SG	ADJ;NOM;MASC;SG
nacionais	национальные	nacional	национальный	N;MASC;PL	ADJ;NOM;PL
nacionais	национальных	nacional	национальный	N;MASC;PL	ADJ;GEN;PL
nacionais	national	nacional	national	N;MASC;PL	PROPN
nacionais	национальная	nacional	национальный	N;MASC;PL	ADJ;NOM;FEM;SG
nacionais	национальный	nacional	национальный	N;MASC;PL	ADJ;NOM;MASC;SG
mata	убей	matar	убить	N;FEM;SG	V;IPFV;IMP;SG;2;FIN;ACT
mata	убивать	matar	убивать	N;FEM;SG	V;IPFV;NFIN;ACT
mata	убить	matar	убить	N;FEM;SG	V;PFV;NFIN;ACT
mata	убивает	matar	убивать	N;FEM;SG	V;IPFV;IND;SG;3;PRS;FIN;ACT
imperial	imperial	imperial	imperial	N;MASC;SG	PROPN
negro	black	negro	black	ADJ;MASC;SG	PROPN
negro	чёрные	negro	черный	ADJ;MASC;SG	ADJ;NOM;PL
negro	негр	negro	негр	ADJ;MASC;SG	N;ANIM;NOM;MASC;SG
negro	негро	negro	негро	ADJ;MASC;SG	
trilha	трека	trilha	трек	N;FEM;SG	N;INAN;NOM;MASC;PL
marcos	маркс	marco	маркс	N;MASC;PL	N;ANIM;NOM;MASC;SG
marcos	марко	marco	марко	N;MASC;PL	N;ANIM;NOM;MASC;SG
marcos	марк	marco	марк	N;MASC;PL	N;ANIM;NOM;MASC;SG
marcos	mark	marco	mark	N;MASC;PL	PROPN
marcos	отметить	marco	отметить	N;MASC;PL	V;PFV;NFIN;ACT
marcos	метка	marco	метка	N;MASC;PL	N;INAN;NOM;FEM;SG
marcos	марка	marco	марка	N;MASC;PL	N;INAN;NOM;FEM;SG
marcos	маркос	marco	маркос	N;MASC;PL	N;INAN;NOM;MASC;SG
atuou	действовали	atuar	действовать	V;IND;SG;3;PST;FIN	V;IPFV;IND;PL;PST;FIN;ACT
dupla	двойная	dupla	двойной	N;FEM;SG	ADJ;NOM;FEM;SG
dupla	двойное	dupla	двойной	N;FEM;SG	ADJ;NOM;NEUT;SG
dupla	двойной	dupla	двойной	N;FEM;SG	ADJ;NOM;MASC;SG
dupla	двойные	dupla	двойной	N;FEM;SG	ADJ;NOM;PL
dupla	двойного	dupla	двойной	N;FEM;SG	ADJ;GEN;MASC;SG
comédia	комедии	comédia	комедия	N;FEM;SG	N;INAN;NOM;FEM;PL
relevante	соответствующих	relevante	соответствовать	ADJ;MASC;SG	V;IPFV;GEN;PL;PRS;V.PTCP;ACT
pequenas	маленькая	pequeno	маленький	ADJ;FEM;PL	ADJ;NOM;FEM;SG
pequenas	маленький	pequeno	маленький	ADJ;FEM;PL	ADJ;NOM;MASC;SG
sala	room	sala	room	N;FEM;SG	PROPN
números	числа	número	число	N;MASC;PL	N;INAN;GEN;NEUT;SG
direita	правильно	direita	правильный	N;FEM;SG	ADJ;NEUT;SG
direita	верно	direita	верный	N;FEM;SG	ADJ;NEUT;SG
direita	вправо	direita	вправо	N;FEM;SG	ADV
formada	сформированных	formar	сформировать	V;FEM;SG;V.PTCP	V;PFV;GEN;PL;PST;V.PTCP;PASS
formada	сформировали	formar	сформировать	V;FEM;SG;V.PTCP	V;PFV;IND;PL;PST;FIN;ACT
formada	сформированные	formar	сформировать	V;FEM;SG;V.PTCP	V;PFV;NOM;PL;PST;V.PTCP;PASS
morto	убиты	morrer	убить	V;MASC;SG;V.PTCP	V;PFV;PL;PST;V.PTCP;PASS
morto	мертвый	morrer	мертвый	V;MASC;SG;V.PTCP	ADJ;NOM;MASC;SG
morto	мертвые	morrer	мертвый	V;MASC;SG;V.PTCP	ADJ;NOM;PL
morto	мертв	morrer	мертвый	V;MASC;SG;V.PTCP	ADJ;MASC;SG
morto	мертва	morrer	мертвый	V;MASC;SG;V.PTCP	ADJ;FEM;SG
padre	отче	padre	отче	N;MASC;SG	INTJ
evitar	избежание	evitar	избежание	V;NFIN	N;INAN;NOM;NEUT;SG
evitar	избежание	evitar	избежание	V;NFIN	N;INAN;NOM;NEUT;SG
evitar	расторжение	evitar	расторжение	V;NFIN	N;INAN;NOM;NEUT;SG
rocha	роча	rocha	рочь	N;FEM;SG	
rocha	rock	rocha	rock	N;FEM;SG	PROPN
king	king	king	king	N;MASC;SG	PROPN
continuou	продолжение	continuar	продолжение	V;IND;SG;3;PST;FIN	N;INAN;NOM;NEUT;SG
difícil	жестко	difícil	жестко	ADJ;MASC;SG	ADV
difícil	жестко	difícil	жестко	ADJ;MASC;SG	ADV
casas	дома	casa	дома	N;FEM;PL	ADV
casas	дома	casa	дома	N;FEM;PL	ADV
assembleia	ассамблеи	assembleia	ассамблея	N;FEM;SG	N;INAN;NOM;FEM;PL
utilizada	используемые	utilizar	использовать	V;FEM;SG;V.PTCP	V;IPFV;NOM;PL;PRS;V.PTCP;PASS
portugueses	португальский	português	португальский	N;MASC;PL	ADJ;NOM;MASC;SG
gomes	гомиш	gome	гомьший	N;MASC;SG	
mudanças	изменение	mudança	изменение	N;FEM;PL	N;INAN;NOM;NEUT;SG
mudanças	изменить	mudança	изменить	N;FEM;PL	V;PFV;NFIN;ACT
mudanças	сменить	mudança	сменить	N;FEM;PL	V;PFV;NFIN;ACT
fórmula	formula	fórmula	formula	N;FEM;SG	PROPN
fórmula	формулы	fórmula	формула	N;FEM;SG	N;INAN;NOM;FEM;PL
awards	awards	award	awards	N;MASC;SG	PROPN
awards	награды	award	награда	N;MASC;SG	N;INAN;NOM;FEM;PL
curta	короткие	curto	короткий	ADJ;FEM;SG	ADJ;NOM;PL
curta	коротко	curto	коротко	ADJ;FEM;SG	ADV
curta	нравится	curto	нравиться	ADJ;FEM;SG	V;IPFV;IND;SG;3;PRS;FIN;MID
curta	like	curto	like	ADJ;FEM;SG	PROPN
curta	как	curto	как	ADJ;FEM;SG	CONJ
publicada	опубликованные	publicar	опубликовать	V;FEM;SG;V.PTCP	V;PFV;NOM;PL;PST;V.PTCP;PASS
capaz	способные	capaz	способный	ADJ;MASC;SG	ADJ;NOM;PL
capaz	способных	capaz	способный	ADJ;MASC;SG	ADJ;GEN;PL
obrigado	спасибо	obrigar	спасибо	V;MASC;SG;V.PTCP	N;INAN;NOM;NEUT;SG
industrial	промышленные	industrial	промышленный	ADJ;MASC;SG	ADJ;NOM;PL
industrial	промышленных	industrial	промышленный	ADJ;MASC;SG	ADJ;GEN;PL
