van	uzvārds	van	uzvārds		N;NOM;MASC;SG
sjinese	ķīnietis	sjines	ķīnietis	PROPN;SG	N;NOM;MASC;SG
sjinese	ķīniešu	sjines	ķīnietis	PROPN;SG	N;GEN;MASC;PL
all	visiem	all	viss		PRO;DAT;MASC;PL
all	visu	all	viss		PRO;ACC;MASC;SG
all	visas	all	visa		PRO;NOM;FEM;PL
all	visi	all	viss		PRO;NOM;MASC;PL
all	visa	all	viss		PRO;NOM;FEM;SG
steun	atbalstu	steun	atbalsts	V;PRS	N;ACC;MASC;SG
steun	atbalsts	steun	atbalsts	V;PRS	N;NOM;MASC;SG
leer	ādas	leer	āda	V;PRS	N;NOM;FEM;PL
leer	āda	leer	āda	V;PRS	N;NOM;FEM;SG
leer	mācīšanās	leer	mācīšanās	V;PRS	N;NOM;FEM;SG
leer	mācies	leer	mākties	V;PRS	V;PFV;NOM;INDF;MASC;SG;REFL;PST;V.PTCP
vloei	plūsma	vloei	plūsma	V;PRS	N;NOM;FEM;SG
kyk	pulkstenis	kyk	pulkstenis	V;PRS	N;NOM;MASC;SG
kyk	skatiens	kyk	skatiens	V;PRS	N;NOM;MASC;SG
henry	henrijs	henry	henrijs		PROPN;NOM;MASC;SG
glo	tici	glo	ticēt	V;PRS	INTJ
vroeg	agrīna	vroeg	agrīns		ADJ;NOM;FEM;SG
vroeg	agri	vroeg	agri		ADV
gegaan	prom	gegaan	prom	V;PST;V.PTCP	ADV
html	html	html	html		N
denemarke	dānijā	denemarke	dānija	ADJ;NOM	PROPN;ESS;FEM;SG
denemarke	dānija	denemarke	dānija	ADJ;NOM	PROPN;NOM;FEM;SG
denemarke	saucējs	denemarke	saucējs	ADJ;NOM	N;NOM;MASC;SG
denemarke	saucēju	denemarke	saucēja	ADJ;NOM	N;ACC;FEM;SG
des	decembris	des	decembris		N;NOM;MASC;SG
des	dec	des	dec		N
vrye	rezerves	vry	rezerve	PRO	N;NOM;FEM;PL
bladsy	lapas	bladsy	lapa	N;SG	N;NOM;FEM;PL
bladsy	lappuses	bladsy	lappuse	N;SG	N;NOM;FEM;PL
diep	dziļa	diep	dziļa	ADV	ADJ;NOM;FEM;SG
diep	dziļā	diep	dziļš	ADV	ADJ;NOM;FEM;SG
diep	deep	diep	deep	ADV	
diep	dziļš	diep	dziļš	ADV	ADJ;NOM;MASC;SG
italiaanse	itāļu	italiaans	itālis	ADJ;NOM	N;GEN;MASC;PL
italiaanse	itāliešu	italiaans	itālietis	ADJ;NOM	N;GEN;MASC;PL
italiaanse	itālijas	italiaans	itālija	ADJ;NOM	PROPN;NOM;FEM;PL
murray	murray	murray	murray		
soek	meklēt	soek	meklēt		V;POS;NFIN
soek	meklēšana	soek	meklēšana		N;NOM;FEM;SG
grand	grand	grand	grand		
graad	pakāpes	graad	pakāpe	N;SG	N;NOM;FEM;PL
soldate	kareivis	soldate	kareivis	N;PL	N;NOM;MASC;SG
soldate	karavīrs	soldate	karavīrs	N;PL	N;NOM;MASC;SG
struik	krūms	struik	krūms		N;NOM;MASC;SG
koninklike	royal	koninklik	royal	ADJ;NOM	
koninklike	karaļa	koninklik	karalis	ADJ;NOM	N;NOM;MASC;SG
verslaan	pieveica	verslaan	pieveikt	V;PRS	V;FH;IND;3;POS;PST;FIN;ACT
toring	zaļais	toring	zaļs	N;SG	ADJ;NOM;MASC;SG
vervoer	transportēšana	vervoer	transportēšana	V;PRS	N;NOM;FEM;SG
vervoer	transports	vervoer	transports	V;PRS	N;NOM;MASC;SG
vervoer	pārvadāšana	vervoer	pārvadāšana	V;PRS	N;NOM;FEM;SG
vervoer	pārvadājumi	vervoer	pārvadājums	V;PRS	N;NOM;MASC;PL
vervoer	transports	vervoer	transports	V;PRS	N;NOM;MASC;SG
vervoer	transportēšana	vervoer	transportēšana	V;PRS	N;NOM;FEM;SG
vervoer	pārvadāšana	vervoer	pārvadāšana	V;PRS	N;NOM;FEM;SG
krag	piespiest	krag	piespiest	N;SG	V;POS;NFIN
krag	power	krag	powērēt	N;SG	
krag	jaudas	krag	jauda	N;SG	N;NOM;FEM;PL
poolse	poļu	pools	polis	V;PRS	N;GEN;MASC;PL
poolse	polijas	pools	polija	V;PRS	PROPN;NOM;FEM;SG
postma	postma	postma	postma		N;NOM;FEM;SG
opvolger	sekotājs	opvolger	sekotājs	V;PRS	N;NOM;MASC;SG
gesin	ģimenes	gesin	ģimene	N;SG	N;NOM;FEM;PL
donker	tumši	donker	tumši	ADJ;NOM	ADV
versameling	kolekcijas	versameling	kolekcija	N;SG	N;NOM;FEM;PL
richard	rihards	richard	rihards	N;SG	PROPN;NOM;MASC;SG
richard	ričards	richard	ričards	N;SG	PROPN;NOM;MASC;SG
internet	interneta	internet	internets	PROPN;SG	N;NOM;MASC
internet	internets	internet	internets	PROPN;SG	N;NOM;MASC
san	san	san	san		
klassieke	klasiskais	klassiek	klasisks	DET;DEF	ADJ;NOM;MASC;SG
klassieke	klasisko	klassiek	klasiska	DET;DEF	ADJ;ACC;MASC;SG
klassieke	klasiskā	klassiek	klasiska	DET;DEF	ADJ;NOM;FEM;SG
klassieke	klasisks	klassiek	klasisks	DET;DEF	ADJ;NOM;MASC;SG
klassieke	klasika	klassiek	klasika	DET;DEF	N;NOM;FEM;SG
klassieke	klasiska	klassiek	klasiska	DET;DEF	ADJ;NOM;FEM;SG
klassieke	klasisks	klassiek	klasisks	DET;DEF	ADJ;NOM;MASC;SG
dink	domā	dink	domāt		V;FH;IND;SG;2;POS;PRS;FIN;ACT
dink	domājat	dink	domāt		V;FH;IND;PL;2;POS;PRS;FIN;ACT
dink	domā	dink	domāt		V;FH;IND;SG;2;POS;PRS;FIN;ACT
dink	domāju	dink	domāt		V;FH;IND;SG;1;POS;PRS;FIN;ACT
dink	domāt	dink	domāt		V;POS;NFIN
dink	domājam	dink	domāt		V;FH;IND;PL;1;POS;PRS;FIN;ACT
dink	padomā	dink	padomāt		N;MASC;SG
url	url	url	url		N
nedersettings	norēķini	nedersetting	norēķināt	N;PL	N;ACC;MASC;SG
beskerm	aizsargāta	beskerm	aizsargāt	V;PRS	V;PFV;NOM;INDF;FEM;SG;PST;V.PTCP
beskerm	aizsargāti	beskerm	aizsargāt	V;PRS	V;PFV;NOM;INDF;MASC;PL;PST;V.PTCP
beskerm	aizsargāts	beskerm	aizsargāt	V;PRS	V;PFV;NOM;INDF;MASC;SG;PST;V.PTCP
beskerm	aizsargātas	beskerm	aizsargāt	V;PRS	V;PFV;NOM;INDF;FEM;PL;PST;V.PTCP
maklik	viegli	maklik	viegli	CONJ	ADV
maklik	viegla	maklik	viegla	CONJ	ADJ;NOM;FEM;SG
maklik	viegls	maklik	viegls	CONJ	ADJ;NOM;MASC;SG
maklik	mierīgi	maklik	mierīgi	CONJ	ADV
https	https	http	https		
swaar	smags	swaar	smags		ADJ;NOM;MASC;SG
swaar	smagas	swaar	smaga		ADJ;NOM;FEM;PL
swaar	smaga	swaar	smaga		ADJ;NOM;FEM;SG
swaar	smagais	swaar	smags		ADJ;NOM;MASC;SG
swaar	smagi	swaar	smags		ADV
swaar	smago	swaar	smags		ADJ;ACC;MASC;SG
vrede	miers	vrede	miers	N;SG	N;NOM;MASC
vrede	mieru	vrede	miers	N;SG	N;ACC;MASC
vrede	miera	vrede	miers	N;SG	N;NOM;MASC
reis	braucieni	reis	brauciens	N;SG	N;NOM;MASC;PL
reis	ceļot	reis	ceļot	N;SG	V;POS;NFIN
reis	ceļojumi	reis	ceļojums	N;SG	N;NOM;MASC;PL
reis	ceļo	reis	ceļot	N;SG	V;FH;IND;SG;2;POS;PRS;FIN;ACT
andrew	endrū	andrew	endrū	PROPN;SG	PROPN
ondersteun	atbalstīšana	ondersteun	atbalstīšana	V;PRS	N;NOM;FEM;SG
ondersteun	atbalstu	ondersteun	atbalsts	V;PRS	N;ACC;MASC;SG
ondersteun	atbalsts	ondersteun	atbalsts	V;PRS	N;NOM;MASC;SG
gewoon	plain	gewoon	plain	V;PST;V.PTCP	
gewoon	vienkārša	gewoon	vienkārša	V;PST;V.PTCP	ADJ;NOM;FEM;SG
gewoon	vienkāršs	gewoon	vienkāršs	V;PST;V.PTCP	ADJ;NOM;MASC;SG
moeder	mātes	moeder	māte	N;SG	N;NOM;FEM;PL
regeer	lēma	regeer	lēma	V;PRS	V;FH;IND;3;POS;PST;FIN;ACT
onderwerp	temats	onderwerp	temats		N;NOM;MASC;SG
onderwerp	tēma	onderwerp	tēma		N;NOM;FEM;SG
onderwerp	subjekts	onderwerp	subjekts		N;NOM;MASC;SG
onderwerp	temats	onderwerp	temats		N;NOM;MASC;SG
onderwerp	objekts	onderwerp	objekts		N;NOM;MASC;SG
onderwerp	tēma	onderwerp	tēma		N;NOM;FEM;SG
materiaal	materiāli	materiaal	materiāls	N;SG	N;NOM;MASC;PL
materiaal	materiāli	materiaal	materiāls	N;SG	N;NOM;MASC;PL
elk	katrs	elk	katrs	PRO	PRO;NOM;MASC;SG
elk	katru	elk	katra	PRO	PRO;ACC;MASC;SG
elk	katra	elk	katra	PRO	PRO;NOM;FEM;SG
studeer	pētījums	studeer	pētījums	V;PRS	N;NOM;MASC;SG
studeer	izpēte	studeer	izpēte	V;PRS	N;NOM;FEM;SG
studeer	pētījuma	studeer	pētījums	V;PRS	N;GEN;MASC;SG
studeer	pētījumi	studeer	pētījums	V;PRS	N;NOM;MASC;PL
goud	zelta	goud	zelts	N;SG	N;GEN;MASC
volle	pilnu	volle	pilna	ADV	ADJ;ACC;MASC;SG
volle	pilnas	volle	pilna	ADV	ADJ;NOM;FEM;PL
volle	pilns	volle	pilns	ADV	ADJ;NOM;MASC;SG
volle	pilnā	volle	pilns	ADV	ADJ;NOM;FEM;SG
volle	pilni	volle	pilns	ADV	ADJ;NOM;MASC;PL
volle	pilna	volle	pilna	ADV	ADJ;NOM;FEM;SG
bestaande	esošie	bestaan	būt	ADJ;NOM	V;IPFV;NOM;DEF;MASC;PL;PRS;V.PTCP;PASS
bestaande	esošo	bestaan	būt	ADJ;NOM	V;IPFV;ACC;DEF;MASC;SG;PRS;V.PTCP;PASS
bestaande	esošā	bestaan	būt	ADJ;NOM	V;IPFV;NOM;DEF;FEM;SG;PRS;V.PTCP;PASS
bestaande	esošās	bestaan	būt	ADJ;NOM	V;IPFV;NOM;DEF;FEM;PL;PRS;V.PTCP;PASS
iso	iso	iso	ist	PROPN;SG	N
groepeer	grupu	groepeer	grupa	N;PL	N;ACC;FEM;SG
groepeer	grupa	groepeer	grupa	N;PL	N;NOM;FEM;SG
nature	daba	nature	daba		N;NOM;FEM;SG
nature	raksturs	nature	raksturs		N;NOM;MASC;SG
nature	dabu	nature	daba		N;ACC;FEM;SG
gevalle	resort	geval	resort	N;PL	
watter	kuras	watter	kura	PRO	PRO;NOM;FEM;PL
belgië	beļģija	belgië	beļģija		PROPN;NOM;FEM;SG
belgië	beļģijā	belgië	beļģija		N;ESS;FEM;SG
behou	turēti	behou	turēt	V;PRS	V;PFV;NOM;INDF;MASC;PL;PST;V.PTCP
behou	turēts	behou	turēt	V;PRS	V;PFV;NOM;INDF;MASC;SG;PST;V.PTCP
behou	turētas	behou	turēt	V;PRS	V;PFV;NOM;INDF;FEM;PL;PST;V.PTCP
noorweë	nevada	noorweë	nevadīt	ADJ;NOM	
noorweë	norvēģija	noorweë	norvēģija	ADJ;NOM	PROPN;NOM;FEM;SG
versoek	pieprasīta	versoek	pieprasīt	V;PRS	V;PFV;NOM;INDF;FEM;SG;PST;V.PTCP
versoek	pieprasīti	versoek	pieprasīt	V;PRS	V;PFV;NOM;INDF;MASC;PL;PST;V.PTCP
versoek	prasīts	versoek	prasīt	V;PRS	V;PFV;NOM;INDF;MASC;SG;PST;V.PTCP
versoek	pieprasījis	versoek	pieprasīt	V;PRS	V;PFV;NOM;INDF;MASC;SG;PST;V.PTCP
versoek	pieprasīts	versoek	pieprasīt	V;PRS	V;PFV;NOM;INDF;MASC;SG;PST;V.PTCP
versoek	pieprasītais	versoek	pieprasīt	V;PRS	V;PFV;NOM;DEF;MASC;SG;PST;V.PTCP
versoek	pieprasījums	versoek	pieprasījums	V;PRS	N;NOM;MASC;SG
versoek	lūgums	versoek	lūgums	V;PRS	N;NOM;MASC;SG
hulp	palīdzēt	hulp	palīdzēt	N;SG	V;POS;NFIN
hulp	help	hulp	help	N;SG	
hoop	cerību	hoop	cerība	V;PRS	N;ACC;FEM;SG
hoop	cerības	hoop	cerība	V;PRS	N;NOM;FEM;PL
hoop	cerība	hoop	cerība	V;PRS	N;NOM;FEM;SG
bedryf	nozare	bedryf	nozare		N;NOM;FEM;SG
bedryf	rūpniecība	bedryf	rūpniecība		N;NOM;FEM;SG
bedryf	industrija	bedryf	industrija		N;NOM;FEM;SG
saint	svētais	saint	svēts		ADJ;NOM;MASC;SG
saint	saint	saint	saint		
inheemse	dzimtā	inheems	dzimt	DET;DEF	V;PFV;NOM;DEF;FEM;SG;PST;V.PTCP
inheemse	vietējais	inheems	vietējs	DET;DEF	ADJ;NOM;MASC;SG
inheemse	vietējo	inheems	vietējs	DET;DEF	ADJ;ACC;MASC;SG
sulke	tādi	sulke	tāds	PRO	PRO;NOM;MASC;PL
sulke	tāda	sulke	tāda	PRO	PRO;NOM;FEM;SG
sulke	tāds	sulke	tāds	PRO	PRO;NOM;MASC;SG
dalk	varbūt	dalk	varbūt		PART
albert	alberts	albert	alberts		PROPN;NOM;MASC;SG
albert	albert	albert	albert		
king	king	king	king		
king	karalis	king	karalis		N;NOM;MASC;SG
king	ķēniņš	king	ķēniņš		N;NOM;MASC;SG
warm	hot	warm	hot		
warm	karsts	warm	karsts		ADJ;NOM;MASC;SG
warm	karsti	warm	karsti		ADV
bgcolor	bgcolor	bgcolor	bgcolor		N
bruin	brauns	bruin	brauns	ADV	PROPN;NOM;MASC;SG
bruin	brūnais	bruin	brūns	ADV	ADJ;NOM;MASC;SG
bruin	brūna	bruin	brūns	ADV	ADJ;NOM;FEM;SG
bruin	brūns	bruin	brūns	ADV	ADJ;NOM;MASC;SG
sukses	veiksmes	sukses	veiksme	N;SG	N;NOM;FEM;PL
sukses	panākumi	sukses	panākums	N;SG	N;NOM;MASC;PL
sukses	veiksmīgi	sukses	veiksmīgi	N;SG	ADV
sukses	panākumus	sukses	panākums	N;SG	N;ACC;MASC;PL
sukses	veiksmīga	sukses	veiksmīga	N;SG	ADJ;NOM;FEM;SG
eeue	gadsimts	eeue	gadsimts	N;PL	N;NOM;MASC;SG
onbekend	nezināma	onbekend	nezināt		V;NOM;INDF;FEM;SG;PRS;V.PTCP;PASS
onbekend	nezināms	onbekend	nezināt		V;NOM;INDF;MASC;SG;PRS;V.PTCP;PASS
joodse	ebreju	joods	ebrejs		N;ACC;MASC;SG
temperatuur	temperatūras	temperatuur	temperatūra	N;SG	N;NOM;FEM;PL
victoria	viktorija	victoria	viktorija		N;NOM;FEM;SG
victoria	viktorijas	victoria	viktorija		N;NOM;FEM;PL
wyk	atiet	wyk	atiet	ADV	V;POS;NFIN
stig	stigs	stig	stigs	V;PRS	PROPN;NOM;MASC;SG
jean	žans	jean	žans		PROPN;NOM;MASC;SG
jean	džīna	jean	džīna		PROPN;NOM;FEM;SG
karel	kārlis	karel	kārlis		PROPN;NOM;MASC;SG
karel	čārlzs	karel	čārlzs		PROPN;NOM;MASC;SG
verantwoordelik	atbildīgais	verantwoordelik	atbildīgs	ADV	ADJ;NOM;MASC;SG
verantwoordelik	atbildīgs	verantwoordelik	atbildīgs	ADV	ADJ;NOM;MASC;SG
verantwoordelik	atbildīga	verantwoordelik	atbildīga	ADV	ADJ;NOM;FEM;SG
verantwoordelik	atbildīgā	verantwoordelik	atbildīgs	ADV	ADJ;NOM;FEM;SG
verantwoordelik	atbildīgās	verantwoordelik	atbildīga	ADV	ADJ;NOM;FEM;PL
kaarte	kārtis	kaart	kārts		N;NOM;FEM;PL
kaarte	kartes	kaart	karte		N;NOM;FEM;PL
kaarte	kartītes	kaart	kartīte		N;NOM;FEM;PL
kaarte	kartes	kaart	karte		N;NOM;FEM;PL
wissel	pārslēgt	wissel	pārslēgt		V;POS;NFIN
wissel	pārslēgties	wissel	pārslēgties		V;POS;REFL;NFIN
wissel	slēdzis	wissel	slēgt		V;PFV;NOM;INDF;MASC;SG;PST;V.PTCP
wissel	pārslēgt	wissel	pārslēgt		V;POS;NFIN
wissel	slēdzi	wissel	slēgt		N;ACC;FEM;SG
wissel	peldošie	wissel	peldēt		V;IPFV;NOM;DEF;MASC;PL;PRS;V.PTCP;PASS
seisoen	sezonas	seisoen	sezona	N;SG	N;NOM;FEM;PL
nasies	nāciju	nasie	nācija	N;PL	N;ACC;FEM;SG
amper	gandrīz	amper	gandrīz		ADV
grondwet	konstitūcijas	grondwet	konstitūcija	N;SG	N;NOM;FEM;PL
www	www	www	www		N
ens	etc	ens	etc		
ens	utt	ens	utt.		
kollege	kolēģijas	kollege	kolēģija	N;SG	N;NOM;FEM;PL
kollege	koledžas	kollege	koledža	N;SG	N;NOM;FEM;PL
besig	aizņemta	besig	aizņemt	V;PRS	V;PFV;NOM;INDF;FEM;SG;PST;V.PTCP
besig	aizņemts	besig	aizņemt	V;PRS	V;PFV;NOM;INDF;MASC;SG;PST;V.PTCP
besig	aizņemti	besig	aizņemt	V;PRS	V;PFV;NOM;INDF;MASC;PL;PST;V.PTCP
soortgelyke	līdzīgi	soortgelyk	līdzīgi	ADJ;NOM	ADV
wetenskap	zinātnes	wetenskap	zinātne	N;SG	N;NOM;FEM;PL
gewild	tautas	gewild	tauta	ADV	N;NOM;FEM;PL
gewild	populāra	gewild	populāra	ADV	ADJ;NOM;FEM;SG
gewild	populārs	gewild	populārs	ADV	ADJ;NOM;MASC;SG
jaarlikse	ikgadēji	jaarliks	ikgadējs	ADJ;NOM	ADV
jaarlikse	gada	jaarliks	gads	ADJ;NOM	N;GEN;MASC;SG
nowrap	nowrap	nowrap	nowrapt		
vermoor	nogalināti	vermoor	nogalināt	V;PRS	V;PFV;NOM;INDF;MASC;PL;PST;V.PTCP
vermoor	nogalināts	vermoor	nogalināt	V;PRS	V;PFV;NOM;INDF;MASC;SG;PST;V.PTCP
vermoor	nogalinājis	vermoor	nogalināt	V;PRS	V;PFV;NOM;INDF;MASC;SG;PST;V.PTCP
vermoor	nogalināja	vermoor	nogalināt	V;PRS	V;FH;IND;3;POS;PST;FIN;ACT
jesus	jēzus	jesus	jēzs		N;NOM;MASC;SG
oostenryk	austrija	oostenryk	austrija		PROPN;NOM;FEM;SG
oostenryk	austrijas	oostenryk	austrija		PROPN;NOM;FEM;SG
oostenryk	austrijā	oostenryk	austrija		PROPN;ESS;FEM;SG
oostenryk	austriju	oostenryk	austrija		PROPN;ACC;FEM;SG
totdat	līdz	totdat	līdz	CONJ	ADV
bybel	bībele	bybel	bībele		N;NOM;FEM;SG
moskou	maskava	moskou	maskava		PROPN;NOM;FEM;SG
moskou	maskavas	moskou	maskava		PROPN;NOM;FEM;SG
moskou	maskavā	moskou	maskava		PROPN;ESS;FEM;SG
hawe	ostas	hawe	osta	N;SG	N;NOM;FEM;PL
brasilië	brazīlija	brasilië	brazīlija		PROPN;NOM;FEM;SG
brasilië	brazīlijas	brasilië	brazīlija		PROPN;NOM;FEM;SG
history	vēsture	history	vēsture		N;NOM;FEM;SG
history	vēstures	history	vēsture		N;NOM;FEM;PL
history	vēsturi	history	vēsture		N;ACC;FEM;SG
history	vēsturē	history	vēsture		N;ESS;FEM;SG
michael	maikls	michael	maikls		PROPN;NOM;MASC;SG
michael	michael	michael	michael		
beelde	attēla	beelde	attēls	N;PL	N;GEN;MASC;SG
beelde	attēls	beelde	attēls	N;PL	N;NOM;MASC;SG
beelde	attēlu	beelde	attēls	N;PL	N;ACC;MASC;SG
oorwinning	uzvaras	oorwinning	uzvara	N;SG	N;NOM;FEM;PL
vol	pilnu	vol	pilna		ADJ;ACC;MASC;SG
vol	pilnas	vol	pilna		ADJ;NOM;FEM;PL
vol	pilns	vol	pilns		ADJ;NOM;MASC;SG
vol	pilnā	vol	pilns		ADJ;NOM;FEM;SG
vol	pilni	vol	pilns		ADJ;NOM;MASC;PL
vol	pilna	vol	pilna		ADJ;NOM;FEM;SG
olivier	olivier	olivier	olivier		
finansiële	finanšu	finansieel	finanses	ADJ;NOM	N;GEN;FEM
anna	anna	anna	anna	N;SG	PROPN;NOM;FEM;SG
fam	fam	fam	fam		
noordwes	ziemeļrietumu	noordwe	ziemeļrietums		N;ACC;MASC;SG
poging	pūles	poging	pūle	N;SG	N;NOM;FEM;PL
poging	centieni	poging	centieni	N;SG	N;NOM;MASC;PL
poging	pūliņi	poging	pūliņš	N;SG	N;NOM;MASC;PL
poging	piepūles	poging	piepūle	N;SG	N;NOM;FEM;PL
wallis	velsā	wallis	velss	PROPN;SG	N;ESS;FEM;SG
wallis	velsa	wallis	veltīt	PROPN;SG	PROPN;NOM;FEM;SG
insluitend	tostarp	insluit	tostarp	ADJ;NOM	
insluitend	ieskaitot	insluit	ieskaitīt	ADJ;NOM	V;V.CVB
arabiese	arābu	arabies	arābs		N;ACC;MASC;SG
onlangse	nesenā	onlangs	nesens	ADJ;NOM	ADV
onlangse	nesen	onlangs	nesen	ADJ;NOM	ADV
alleen	vien	alleen	vien		PART
johan	johan	johan	johan		
johan	johans	johan	johans		PROPN;NOM;MASC;SG
riviere	upes	rivier	upe	N;PL	N;NOM;FEM;SG
letterkunde	literatūras	letterkund	literatūra	N;SG	N;NOM;FEM;PL
verhoog	pieaugums	verhoog	pieaugums	V;PRS	N;NOM;MASC;SG
verhoog	palielināšana	verhoog	palielināšana	V;PRS	N;NOM;FEM;SG
verhoog	palielinājums	verhoog	palielinājums	V;PRS	N;NOM;MASC;SG
verhoog	posms	verhoog	posms	V;PRS	N;NOM;MASC;SG
verhoog	stadija	verhoog	stadija	V;PRS	N;NOM;FEM;SG
vlug	lidojuma	vlug	lidojums	V;PRS	N;GEN;MASC;SG
vlug	lidojums	vlug	lidojums	V;PRS	N;NOM;MASC;SG
wapen	ierocis	wapen	ierokt	N;SG	V;PFV;NOM;INDF;MASC;SG;PST;V.PTCP
hoeveelheid	daudzums	hoeveelheid	daudzums		N;NOM;MASC;SG
sin	teikumu	sin	teikums	V;PRS	N;ACC;MASC;SG
sin	teikums	sin	teikums	V;PRS	N;NOM;MASC;SG
sin	sods	sin	sods	V;PRS	N;NOM;MASC;SG
sin	jēga	sin	jēga	V;PRS	N;NOM;FEM;SG
sin	saprāts	sin	saprāts	V;PRS	N;NOM;MASC;SG
koste	izmaksas	koste	izmaksa	N;SG	N;NOM;FEM;PL
insluitende	tostarp	insluit	tostarp	ADP	
insluitende	ieskaitot	insluit	ieskaitīt	ADP	V;V.CVB
nogtans	vienalga	nogtans	vienalga	ADV	
gebeur	prātīgi	gebeur	prātīgi	V;PRS	ADV
gebeur	gudrais	gebeur	gudrais	V;PRS	ADJ;NOM;MASC;SG
niks	neko	niks	nekas		PRO;ACC;MASC;SG
niks	nekas	niks	nekas		PRO;NOM;MASC;SG
swak	slikta	swak	slikta		ADJ;NOM;FEM;SG
swak	vāja	swak	vāja		ADJ;NOM;FEM;SG
swak	nabaga	swak	nabags		N;NOM;MASC;SG
swak	vājš	swak	vājš		ADJ;NOM;MASC;SG
swak	vājā	swak	vājā		ADJ;NOM;FEM;SG
swak	vāji	swak	vāji		ADV
swak	vāja	swak	vāja		ADJ;NOM;FEM;SG
swak	vājas	swak	vāja		N;NOM;FEM;PL
betaal	atalgojums	betaal	atalgojums	V;PRS	N;NOM;MASC;SG
betaal	samaksa	betaal	samaksa	V;PRS	N;NOM;FEM;SG
betaal	maksāja	betaal	maksāt	V;PRS	V;FH;IND;3;POS;PST;FIN;ACT
betaal	samaksāts	betaal	samaksāt	V;PRS	V;PFV;NOM;INDF;MASC;SG;PST;V.PTCP
bewys	pierādījumi	bewys	pierādījums	N;SG	N;NOM;MASC;PL
geskenk	dāvanu	geskenk	dāvana	V;PST;V.PTCP	N;ACC;FEM;SG
geskenk	dāvana	geskenk	dāvana	V;PST;V.PTCP	N;NOM;FEM;SG
zimbabwe	zimbabve	zimbabwe	zimbabve	PROPN;SG	N;NOM;FEM;SG
oog	acu	oog	acs	N;SG	N;ACC;FEM;PL
studies	pētījumi	studie	pētījums	N;SG	N;NOM;MASC;PL
verspreiding	sadales	verspreiding	sadale	N;SG	N;NOM;FEM;PL
kolonie	kolonijas	kolonie	kolonija	N;SG	N;NOM;FEM;PL
ingevoer	importē	invoer	importe	V;PST;V.PTCP	V;FH;IND;3;POS;PRS;FIN;ACT
struktuur	atsākt	struktuur	atsākt	N;SG	V;POS;NFIN
kunstenaars	mākslinieku	kunstenaar	mākslinieks	N;PL	N;ACC;MASC;SG
liefde	mīli	liefde	mīlēt	N;SG	V;IMP;SG;2;POS;FIN;ACT
liefde	love	liefde	love	N;SG	
liefde	mīlu	liefde	mīlēt	N;SG	V;FH;IND;SG;1;POS;PRS;FIN;ACT
gewees	bijusi	wees	būt	V;PST;FIN	V;PFV;NOM;INDF;FEM;SG;PST;V.PTCP
meksiko	meksika	meksiko	meksika		N;NOM;FEM;SG
meksiko	meksikas	meksiko	meksika		PROPN;NOM;FEM;SG
meksiko	meksikā	meksiko	meksika		N;ESS;FEM;SG
aanval	uzbrukt	aanval	uzbrukt	N;SG	V;POS;NFIN
christian	kristians	christian	kristians		PROPN;NOM;MASC;SG
christian	kristiešu	christian	kristiesis		N;GEN;MASC;PL
christian	kristiāns	christian	kristiāns		PROPN;NOM;MASC;SG
probleem	problēmu	probleem	problēma	V;PRS	N;ACC;FEM;SG
probleem	problēma	probleem	problēma	V;PRS	N;NOM;FEM;SG
probleem	problēmas	probleem	problēma	V;PRS	N;NOM;FEM;PL
kanadese	kanādas	kanades	kanāda	ADJ;NOM	PROPN;NOM;FEM;SG
voorstel	ieteikums	voorstel	ieteikums	V;PRS	N;NOM;MASC;SG
voorstel	ierosinājums	voorstel	ierosinājums	V;PRS	N;NOM;MASC;SG
radio	radio	radio	radio		N
hertog	hercogs	hertog	hercogs		N;NOM;MASC;SG
onafhanklik	neatkarīgais	onafhanklik	neatkarīgs	ADV	ADJ;NOM;MASC;SG
onafhanklik	neatkarīga	onafhanklik	neatkarīga	ADV	ADJ;NOM;FEM;SG
onafhanklik	neatkarīgs	onafhanklik	neatkarīgs	ADV	ADJ;NOM;MASC;SG
onafhanklik	neatkarīgas	onafhanklik	neatkarīga	ADV	ADJ;NOM;FEM;PL
langer	ilgāku	lank	ilgs	ADV;CMPR	ADJ;ACC;CMPR;MASC;SG
langer	ilgāka	lank	ilga	ADV;CMPR	ADJ;NOM;CMPR;FEM;SG
langer	garāks	lank	gars	ADV;CMPR	ADJ;NOM;CMPR;MASC;SG
langer	ilgāks	lank	ilgs	ADV;CMPR	ADJ;NOM;CMPR;MASC;SG
bokant	top	bokant	tapt		V;FH;IND;3;POS;PRS;FIN;ACT
bokant	tops	bokant	tops		N;NOM;MASC;SG
bokant	augšējā	bokant	augšēja		ADJ;NOM;FEM;SG
bokant	augšējais	bokant	augšējs		ADJ;NOM;MASC;SG
bokant	kopēt	bokant	kopēt		V;POS;NFIN
bokant	kopiju	bokant	kopija		N;ACC;FEM;SG
bokant	eksemplārs	bokant	eksemplārs		N;NOM;MASC;SG
bokant	kopija	bokant	kopija		N;NOM;FEM;SG
vernietig	iznīcināta	vernietig	iznīcināt	V;PRS	V;PFV;NOM;INDF;FEM;SG;PST;V.PTCP
vernietig	iznīcināts	vernietig	iznīcināt	V;PRS	V;PFV;NOM;INDF;MASC;SG;PST;V.PTCP
vernietig	iznīcināti	vernietig	iznīcināt	V;PRS	V;PFV;NOM;INDF;MASC;PL;PST;V.PTCP
