kate	kate	kate	kate	PROPN;NOM	
trädgården	gradina	trädgård	gradină	N;NOM;DEF;MASC+FEM;SG	N;DEF;FEM;SG
stycke	paragraful	stycke	paragraf	N;NOM;INDF;NEUT;SG	N;DEF;MASC;SG
stycke	bucata	stycke	bucată	N;NOM;INDF;NEUT;SG	N;DEF;FEM;SG
stycke	piesa	stycke	piesă	N;NOM;INDF;NEUT;SG	N;DEF;FEM;SG
stycke	bucata	stycke	bucată	N;NOM;INDF;NEUT;SG	N;DEF;FEM;SG
grönt	verzi	grön	verde	ADJ;NOM;INDF;NEUT;SG	ADJ;INDF;PL
grönt	verde	grön	verde	ADJ;NOM;INDF;NEUT;SG	
grönt	green	grön	green	ADJ;NOM;INDF;NEUT;SG	N;INDF;MASC;SG
nyköping	nyköping	nyköping	nyköping	PROPN;NOM	
holländska	olandeza	holländsk	olandeză	ADJ;NOM;PL	N;DEF;FEM;SG
holländska	olandez	holländsk	olandez	ADJ;NOM;PL	ADJ;INDF;MASC;SG
holländska	dutch	holländsk	dutch	ADJ;NOM;PL	N;INDF;MASC;SG
präster	popii	präst	popă	N;NOM;INDF;MASC+FEM;PL	N;DEF;MASC;PL
präster	preotii	präst	preotie	N;NOM;INDF;MASC+FEM;PL	N;DEF;MASC;PL
präster	clerului	präst	cler	N;NOM;INDF;MASC+FEM;PL	N;DEF;MASC;SG
smal	skinny	smal	skinny	ADJ;NOM;INDF;MASC+FEM;SG	
smal	slab	smal	slab	ADJ;NOM;INDF;MASC+FEM;SG	ADV
smal	slabanog	smal	slabanog	ADJ;NOM;INDF;MASC+FEM;SG	N;INDF;MASC;SG
smal	inguste	smal	ingust	ADJ;NOM;INDF;MASC+FEM;SG	
smal	ingusta	smal	ingusta	ADJ;NOM;INDF;MASC+FEM;SG	ADJ;DEF;FEM;SG
smal	restrange	smal	restrange	ADJ;NOM;INDF;MASC+FEM;SG	V;IND;SG;3;PRS;FIN
smal	slim	smal	slim	ADJ;NOM;INDF;MASC+FEM;SG	
smal	subtire	smal	subtire	ADJ;NOM;INDF;MASC+FEM;SG	
smal	subtire	smal	subtire	ADJ;NOM;INDF;MASC+FEM;SG	
smal	subtire	smal	subtire	ADJ;NOM;INDF;MASC+FEM;SG	
columbus	columbus	columbus	columbus	PROPN;NOM	N;INDF;MASC;SG
columbus	columb	columbus	columb	PROPN;NOM	PROPN
matsumura	matsumura	matsumura	matsumura	N;NOM;INDF;MASC+FEM;SG	N;DEF;FEM;SG
brandt	brandt	brand	brandt	PROPN;NOM	PROPN
caesar	caesar	caes	caesar	PROPN;NOM	N;INDF;MASC;SG
caesar	cezar	caes	cezar	PROPN;NOM	N;INDF;MASC;SG
pommern	pomerania	pommer	pomeranie	PROPN;NOM	N;DEF;FEM;SG
päijänne	päijänne	päijänne	päijänne	N;NOM;INDF;MASC+FEM;SG	
jessica	jessica	jessic	jessică	N;NOM;INDF;MASC+FEM;SG	N;DEF;FEM;SG
hjärnan	brain	hjärna	brain	N;NOM;DEF;MASC+FEM;SG	N;INDF;MASC;SG
hjärnan	creier	hjärna	creier	N;NOM;DEF;MASC+FEM;SG	N;INDF;MASC;SG
hjärnan	creierul	hjärna	creier	N;NOM;DEF;MASC+FEM;SG	N;DEF;MASC;SG
grupperna	grupe	grupp	grupă	N;NOM;DEF;MASC+FEM;PL	N;INDF;FEM;PL
grupperna	grupuri	grupp	grup	N;NOM;DEF;MASC+FEM;PL	N;INDF;FEM;PL
grupperna	grupurile	grupp	grup	N;NOM;DEF;MASC+FEM;PL	N;DEF;FEM;PL
grupperna	grupari	grupp	grupar	N;NOM;DEF;MASC+FEM;PL	N;INDF;FEM;PL
bränsle	combustibili	bränsle	combustibil	N;NOM;INDF;NEUT;SG	N;INDF;MASC;PL
bränsle	combustibilul	bränsle	combustibil	N;NOM;INDF;NEUT;SG	N;DEF;MASC;SG
bränsle	combustibili	bränsle	combustibil	N;NOM;INDF;NEUT;SG	N;INDF;MASC;PL
bränsle	combustibilii	bränsle	combustibil	N;NOM;INDF;NEUT;SG	N;DEF;MASC;PL
bränsle	combustibililor	bränsle	combustibil	N;NOM;INDF;NEUT;SG	N;DEF;MASC;PL
sänder	trimiterea	sända	trimitere	V;IND;PRS;FIN;ACT	N;DEF;FEM;SG
sänder	radiodifuziune	sända	radiodifuziune	V;IND;PRS;FIN;ACT	N;INDF;FEM;SG
sålt	vandut	sålt	vandut	V;V.CVB;ACT	ADJ;INDF;MASC;SG
sålt	vandute	sålt	vandut	V;V.CVB;ACT	ADJ;INDF;FEM;PL
sålt	vanduta	sålt	vanduta	V;V.CVB;ACT	ADJ;DEF;FEM;SG
sålt	vandut	sålt	vandut	V;V.CVB;ACT	ADJ;INDF;MASC;SG
fiktiv	fictive	fiktiv	fictiv	ADJ;NOM;INDF;MASC+FEM;SG	N;INDF;FEM;PL
kris	criza	kris	criză	N;NOM;INDF;MASC+FEM;SG	N;DEF;FEM;SG
kris	criza	kris	criză	N;NOM;INDF;MASC+FEM;SG	N;DEF;FEM;SG
kris	kris	kris	kris	N;NOM;INDF;MASC+FEM;SG	PROPN
kritisk	critica	kritisk	critică	ADJ;NOM;INDF;MASC+FEM;SG	N;DEF;FEM;SG
kritisk	critica	kritisk	critică	ADJ;NOM;INDF;MASC+FEM;SG	N;DEF;FEM;SG
kritisk	critice	kritisk	critic	ADJ;NOM;INDF;MASC+FEM;SG	ADJ;INDF;FEM;PL
avslutad	finalizata	avsluta	finalizat	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP	ADJ;DEF;FEM;SG
trøndelag	trøndelag	trøndelag	trøndelag	PROPN;NOM	ADJ;INDF;MASC;SG
jerevan	erevan	jerevan	erevan	PROPN;NOM	N;INDF;MASC;SG
mata	mata	mata	mata	V;IMP;FIN;ACT	
existens	existenta	exist	existent	N;NOM;INDF;MASC+FEM;SG	N;DEF;FEM;SG
existens	existenta	exist	existent	N;NOM;INDF;MASC+FEM;SG	N;DEF;FEM;SG
existens	existenta	exist	existent	N;NOM;INDF;MASC+FEM;SG	N;DEF;FEM;SG
emilio	emilio	emilio	emilio	PROPN;NOM	PROPN
low	scazuta	low	scazuta	N;NOM;INDF;MASC+FEM;SG	ADJ;DEF;FEM;SG
low	scazut	low	scazut	N;NOM;INDF;MASC+FEM;SG	ADJ;INDF;MASC;SG
low	low	low	low	N;NOM;INDF;MASC+FEM;SG	
cordillera	cordillera	cordillera	cordilleră	V;IMP;FIN;ACT	N;DEF;FEM;SG
presenteras	prezentat	presentera	prezenta	V;IND;PRS;FIN;PASS	ADJ;INDF;MASC;SG
presenteras	prezentata	presentera	prezenta	V;IND;PRS;FIN;PASS	ADJ;DEF;FEM;SG
presenteras	prezentate	presentera	prezentat	V;IND;PRS;FIN;PASS	ADJ;INDF;FEM;PL
schumann	schumann	schumann	schumann	PROPN;NOM	PROPN
stund	momentul	stund	moment	N;NOM;INDF;MASC+FEM;SG	N;DEF;MASC;SG
namibia	namibia	namibi	namibia	PROPN;NOM	PROPN
chefen	sef	chef	sef	N;NOM;DEF;MASC+FEM;SG	N;INDF;MASC;SG
chefen	sef	chef	sef	N;NOM;DEF;MASC+FEM;SG	N;INDF;MASC;SG
chefen	boss	chef	boss	N;NOM;DEF;MASC+FEM;SG	N;INDF;MASC;SG
fara	pericolul	fara	pericol	N;NOM;INDF;MASC+FEM;SG	N;DEF;MASC;SG
fara	primejdie	fara	primejdie	N;NOM;INDF;MASC+FEM;SG	N;INDF;FEM;SG
ríos	ríos	ríos	ríos	PROPN;NOM	PROPN
romarna	romani	rom	roman	N;NOM;DEF;MASC+FEM;PL	N;INDF;MASC;PL
glabra	glabra	glabra	glabră	N;NOM;INDF;MASC+FEM;SG	N;DEF;FEM;SG
varning	avertizare	varning	avertizare	N;NOM;INDF;MASC+FEM;SG	N;INDF;FEM;SG
varning	alerta	varning	alerta	N;NOM;INDF;MASC+FEM;SG	N;DEF;FEM;SG
varning	alert	varning	alert	N;NOM;INDF;MASC+FEM;SG	ADV
mia	mia	ja	mi	PROPN;NOM	
ljusare	bricheta	ljus	brichetă	ADJ;NOM;CMPR	N;DEF;FEM;SG
ljusare	bricheta	ljus	brichetă	ADJ;NOM;CMPR	N;DEF;FEM;SG
påverkade	influentat	påverka	influenta	ADJ;NOM;PL;PST;V.PTCP	ADJ;INDF;MASC;SG
påverkade	influentat	påverka	influenta	ADJ;NOM;PL;PST;V.PTCP	ADJ;INDF;MASC;SG
påverkade	afectat	påverka	afecta	ADJ;NOM;PL;PST;V.PTCP	ADJ;INDF;MASC;SG
påverkade	afectata	påverka	afectată	ADJ;NOM;PL;PST;V.PTCP	N;DEF;FEM;SG
påverkade	afectata	påverka	afectată	ADJ;NOM;PL;PST;V.PTCP	N;DEF;FEM;SG
vacker	frumoase	vacker	frumos	ADJ;NOM;INDF;MASC+FEM;SG	ADJ;INDF;FEM;PL
vacker	frumoasa	vacker	frumos	ADJ;NOM;INDF;MASC+FEM;SG	ADJ;DEF;FEM;SG
vacker	frumoasa	vacker	frumos	ADJ;NOM;INDF;MASC+FEM;SG	ADJ;DEF;FEM;SG
bevarad	conservata	bevara	conservat	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP	ADJ;DEF;FEM;SG
bevarad	conservate	bevara	conserva	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP	ADJ;INDF;FEM;PL
bevarad	pastrate	bevara	pastra	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP	ADJ;INDF;FEM;PL
bevarad	pastrata	bevara	pastrat	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP	ADJ;DEF;FEM;SG
principer	principiile	princip	princip	N;NOM;INDF;MASC+FEM;PL	N;DEF;FEM;PL
potentilla	potentilla	potentill	potentill	N;NOM;INDF;MASC+FEM;SG	N;DEF;FEM;SG
administration	administratia	administration	administratie	N;NOM;INDF;MASC+FEM;SG	N;DEF;FEM;SG
administration	administrarea	administration	administrare	N;NOM;INDF;MASC+FEM;SG	N;DEF;FEM;SG
administration	administrare	administration	administrare	N;NOM;INDF;MASC+FEM;SG	N;INDF;FEM;SG
administration	administratie	administration	administratie	N;NOM;INDF;MASC+FEM;SG	N;INDF;FEM;SG
lomas	lomas	loma	lomas	V;NFIN;PASS	PROPN
monster	monstrul	monster	monstru	N;NOM;INDF;NEUT;SG	N;DEF;MASC;SG
monster	monstri	monster	monstru	N;NOM;INDF;NEUT;SG	N;INDF;FEM;PL
monster	monstri	monster	monstru	N;NOM;INDF;NEUT;SG	N;INDF;FEM;PL
fastän	desi	fastän	desi	ADV	
fastän	desi	fastän	desi	ADV	
fastän	desi	fastän	desi	ADV	
short	scurt	short	scurt	N;NOM;INDF;MASC+FEM;SG	ADV
short	scurta	short	scurta	N;NOM;INDF;MASC+FEM;SG	ADJ;DEF;FEM;SG
short	scurta	short	scurta	N;NOM;INDF;MASC+FEM;SG	ADJ;DEF;FEM;SG
short	scurte	short	scurt	N;NOM;INDF;MASC+FEM;SG	ADJ;INDF;FEM;PL
federala	federal	federal	federal	ADJ;NOM;PL	ADJ;INDF;MASC;SG
federala	federala	federal	federală	ADJ;NOM;PL	N;DEF;FEM;SG
förutsättningar	conditiile	förutsättning	conditie	N;NOM;INDF;MASC+FEM;PL	N;DEF;FEM;PL
förutsättningar	conditiile	förutsättning	conditie	N;NOM;INDF;MASC+FEM;PL	N;DEF;FEM;PL
betong	concret	betong	concret	N;NOM;INDF;MASC+FEM;SG	ADJ;INDF;MASC;SG
betong	concrete	betong	concret	N;NOM;INDF;MASC+FEM;SG	ADJ;INDF;FEM;PL
julie	julie	julie	julie	PROPN;NOM	N;INDF;FEM;SG
varar	dureaza	vara	durează	V;IND;PRS;FIN;ACT	V;IND;SG;3;IPFV;FIN
varar	dureaza	vara	durează	V;IND;PRS;FIN;ACT	V;IND;SG;3;IPFV;FIN
cornelius	cornelius	cornelius	cornelius	PROPN;NOM	PROPN
fabrik	fabrica	fabrik	fabrică	N;NOM;INDF;MASC+FEM;SG	N;DEF;FEM;SG
fabrik	fabrica	fabrik	fabrică	N;NOM;INDF;MASC+FEM;SG	N;DEF;FEM;SG
underlätta	facilitarea	underlätta	facilitare	V;IMP;FIN;ACT	N;DEF;FEM;SG
underlätta	faciliteaza	underlätta	facilitează	V;IMP;FIN;ACT	V;IND;SG;3;IPFV;FIN
underlätta	facilita	underlätta	facilita	V;IMP;FIN;ACT	V;IND;SG;3;IPFV;FIN
ahmed	ahmed	ahmed	ahmed	PROPN;NOM	PROPN
ahmed	ahmad	ahmed	ahmad	PROPN;NOM	PROPN
weir	weir	weir	weir	PROPN;NOM	PROPN
mott	mott	mott	mott	N;NOM;INDF;MASC+FEM;SG	PROPN
adrar	adrar	adra	adrar	N;NOM;INDF;MASC+FEM;SG	
key	cheie	key	cheie	N;NOM;INDF;NEUT;SG	N;INDF;FEM;SG
key	tasta	key	tasta	N;NOM;INDF;NEUT;SG	N;DEF;FEM;SG
key	cheia	key	cheie	N;NOM;INDF;NEUT;SG	N;DEF;FEM;SG
willow	willow	willow	willow	PROPN;NOM	PROPN
angustifolia	angustifolia	angustifoli	angustifolie	N;NOM;INDF;MASC+FEM;SG	N;DEF;FEM;SG
boa	boa	boa	boa	N;NOM;INDF;NEUT;SG	PROPN
test	testul	test	test	N;NOM;INDF;NEUT;SG	N;DEF;MASC;SG
test	incercarea	test	incercare	N;NOM;INDF;NEUT;SG	N;DEF;FEM;SG
test	incercare	test	incercare	N;NOM;INDF;NEUT;SG	N;INDF;FEM;SG
test	testare	test	testare	N;NOM;INDF;NEUT;SG	N;INDF;FEM;SG
test	incercari	test	incercar	N;NOM;INDF;NEUT;SG	N;INDF;FEM;PL
test	teste	test	test	N;NOM;INDF;NEUT;SG	N;INDF;FEM;PL
test	testele	test	test	N;NOM;INDF;NEUT;SG	N;DEF;FEM;PL
test	testare	test	testare	N;NOM;INDF;NEUT;SG	N;INDF;FEM;SG
test	testarea	test	testare	N;NOM;INDF;NEUT;SG	N;DEF;FEM;SG
blockerad	blocate	blockera	bloca	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP	ADJ;INDF;FEM;PL
blockerad	blocata	blockera	blocat	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP	N;DEF;FEM;SG
léon	léon	léon	léon	PROPN;NOM	PROPN
rosen	rosen	ros	rosen	N;NOM;DEF;MASC+FEM;SG	PROPN
mälaren	mälaren	mälare	mälaren	N;NOM;DEF;MASC+FEM;SG	N;INDF;MASC;SG
curran	curran	curran	curran	N;NOM;DEF;MASC+FEM;SG	PROPN
meriter	meritele	merit	merit	N;NOM;INDF;MASC+FEM;PL	N;DEF;FEM;PL
meriter	merit	merit	merit	N;NOM;INDF;MASC+FEM;PL	N;INDF;MASC;SG
statistiska	statistica	statistisk	statistică	ADJ;NOM;PL	N;DEF;FEM;SG
statistiska	statistic	statistisk	statistic	ADJ;NOM;PL	ADV
utförda	efectuat	utföra	efectua	ADJ;NOM;PL;PST;V.PTCP	ADJ;INDF;MASC;SG
publicerat	postata	publicerad	postat	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP	N;DEF;FEM;SG
publicerat	publicate	publicerad	publica	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP	ADJ;INDF;FEM;PL
publicerat	publicata	publicerad	publicat	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP	ADJ;DEF;FEM;SG
adolph	adolph	adolph	adolph	PROPN;NOM	PROPN
närvaro	prezenta	närvaro	prezent	N;NOM;INDF;MASC+FEM;SG	ADJ;DEF;FEM;SG
närvaro	prezenta	närvaro	prezent	N;NOM;INDF;MASC+FEM;SG	ADJ;DEF;FEM;SG
närvaro	prezenta	närvaro	prezent	N;NOM;INDF;MASC+FEM;SG	ADJ;DEF;FEM;SG
närvaro	prezenta	närvaro	prezent	N;NOM;INDF;MASC+FEM;SG	ADJ;DEF;FEM;SG
tillväxt	cresterea	tillväxt	crestere	N;NOM;INDF;MASC+FEM;SG	N;DEF;FEM;SG
tillväxt	cresterea	tillväxt	crestere	N;NOM;INDF;MASC+FEM;SG	N;DEF;FEM;SG
tillväxt	crestere	tillväxt	crestere	N;NOM;INDF;MASC+FEM;SG	N;INDF;FEM;SG
tillväxt	crestere	tillväxt	crestere	N;NOM;INDF;MASC+FEM;SG	N;INDF;FEM;SG
bildats	formate	bilda	forma	V;V.CVB;PASS	ADJ;INDF;FEM;PL
bildats	formata	bilda	formata	V;V.CVB;PASS	ADJ;DEF;FEM;SG
bildats	format	bilda	format	V;V.CVB;PASS	N;INDF;MASC;SG
salamanca	salamanca	salamanc	salamancă	N;NOM;INDF;MASC+FEM;SG	PROPN
franco	franco	franco	franco	PROPN;NOM	PROPN
kemisk	chimice	kemisk	chimic	ADJ;NOM;INDF;MASC+FEM;SG	ADJ;INDF;FEM;PL
robot	robotul	robot	robot	N;NOM;INDF;MASC+FEM;SG	N;DEF;MASC;SG
robot	racheta	robot	rachetă	N;NOM;INDF;MASC+FEM;SG	N;DEF;FEM;SG
museer	muzeele	museer	muzeu	N;NOM;INDF;MASC+FEM;PL	N;DEF;FEM;PL
pekar	indreptat	peka	indrepta	V;IND;PRS;FIN;ACT	ADJ;INDF;MASC;SG
olivier	olivier	olivie	olivier	PROPN;NOM	PROPN
vingar	aripile	vinga	aripile	N;NOM;INDF;MASC+FEM;PL	N;DEF;FEM;PL
holger	holger	holg	holger	PROPN;NOM	PROPN
landsväg	drumul	landsväg	drum	N;NOM;INDF;MASC+FEM;SG	N;DEF;MASC;SG
landsväg	autostrada	landsväg	autostradă	N;NOM;INDF;MASC+FEM;SG	N;DEF;FEM;SG
landsväg	autostrada	landsväg	autostradă	N;NOM;INDF;MASC+FEM;SG	N;DEF;FEM;SG
landsväg	highway	landsväg	highway	N;NOM;INDF;MASC+FEM;SG	PROPN
sigtuna	sigtuna	sigtun	sigtună	PROPN;NOM	
nitida	nitida	nitida	nitidă	N;NOM;INDF;MASC+FEM;SG	N;DEF;FEM;SG
villosa	villosa	villos	villosa	N;NOM;INDF;MASC+FEM;SG	
bros	bros	bros	bros	PROPN;NOM	PROPN
fossil	fosile	fossil	fosilă	N;NOM;INDF;MASC+FEM;SG	N;INDF;FEM;PL
fossil	fosila	fossil	fosilă	N;NOM;INDF;MASC+FEM;SG	N;DEF;FEM;SG
fossil	fosili	fossil	fosil	N;NOM;INDF;MASC+FEM;SG	N;INDF;MASC;PL
skott	impuscat	skott	impusca	N;NOM;INDF;NEUT;SG	ADJ;INDF;MASC;SG
skott	impuscat	skott	impusca	N;NOM;INDF;NEUT;SG	ADJ;INDF;MASC;SG
skott	runde	skott	rundă	N;NOM;INDF;NEUT;SG	N;INDF;FEM;PL
skott	focuri	skott	foc	N;NOM;INDF;NEUT;SG	N;INDF;FEM;PL
ändrar	schimbarea	ändra	schimbare	V;IND;PRS;FIN;ACT	N;DEF;FEM;SG
torres	torres	torres	torres	PROPN;NOM	PROPN
cold	reci	cold	rece	N;NOM;INDF;MASC+FEM;SG	ADJ;INDF;PL
cold	rece	cold	rece	N;NOM;INDF;MASC+FEM;SG	ADV
pictures	imagini	pictures	imagine	N;NOM;INDF;MASC+FEM;SG	N;INDF;FEM;PL
pictures	poze	pictures	poză	N;NOM;INDF;MASC+FEM;SG	N;INDF;FEM;PL
vuxen	cultivate	vuxen	cultivat	N;NOM;INDF;MASC+FEM;SG	ADJ;INDF;FEM;PL
vuxen	crescut	vuxen	crescut	N;NOM;INDF;MASC+FEM;SG	ADJ;INDF;MASC;SG
vuxen	adulti	vuxen	adult	N;NOM;INDF;MASC+FEM;SG	
vuxen	adulta	vuxen	adulta	N;NOM;INDF;MASC+FEM;SG	N;DEF;FEM;SG
namnteckning	semnatura	namnteckning	semnatură	N;NOM;INDF;MASC+FEM;SG	N;DEF;FEM;SG
namnteckning	semnatura	namnteckning	semnatură	N;NOM;INDF;MASC+FEM;SG	N;DEF;FEM;SG
namnteckning	semnatura	namnteckning	semnatură	N;NOM;INDF;MASC+FEM;SG	N;DEF;FEM;SG
ciudad	ciudad	ciuda	ciudad	N;NOM;INDF;MASC+FEM;SG	PROPN
blanche	blanche	blanche	blanche	N;NOM;INDF;MASC+FEM;SG	PROPN
samlar	colecteaza	samla	colecteaza	V;IND;PRS;FIN;ACT	V;IND;SG;3;IPFV;FIN
samlar	adunare	samla	adunare	V;IND;PRS;FIN;ACT	N;INDF;FEM;SG
heaven	ceruri	heav	cer	N;NOM;DEF;MASC+FEM;SG	N;INDF;FEM;PL
heaven	rai	heav	rai	N;NOM;DEF;MASC+FEM;SG	
heaven	raiul	heav	rai	N;NOM;DEF;MASC+FEM;SG	N;DEF;MASC;SG
eilema	eilema	eilem	ei	V;IMP;FIN;ACT	N;DEF;MASC;SG
yngve	yngve	ung	yngvă	PROPN;NOM	
parametrar	parametrii	parametra	parametru	N;NOM;INDF;MASC+FEM;PL	N;DEF;MASC;PL
efteråt	dupa	efteråt	dupa	ADV	N;DEF;FEM;SG
efteråt	dupa	efteråt	dupa	ADV	N;DEF;FEM;SG
exil	exilul	exil	exil	N;NOM;INDF;MASC+FEM;SG	N;DEF;MASC;SG
exil	exilat	exil	exila	N;NOM;INDF;MASC+FEM;SG	ADJ;INDF;MASC;SG
tillgångar	active	tillgång	activ	N;NOM;INDF;MASC+FEM;PL	ADJ;INDF;FEM;PL
tillgångar	activele	tillgång	activ	N;NOM;INDF;MASC+FEM;PL	N;DEF;FEM;PL
tillgångar	activul	tillgång	activ	N;NOM;INDF;MASC+FEM;PL	N;DEF;MASC;SG
tillgångar	activului	tillgång	activ	N;NOM;INDF;MASC+FEM;PL	N;DEF;MASC;SG
sedum	sedum	sedum	sedum	N;NOM;INDF;MASC+FEM;SG	
konstnärlig	artistice	konstnärlig	artistic	ADJ;NOM;INDF;MASC+FEM;SG	ADJ;INDF;FEM;PL
konstnärlig	artistica	konstnärlig	artistică	ADJ;NOM;INDF;MASC+FEM;SG	ADJ;DEF;FEM;SG
jiao	jiao	jiao	jiao	N;NOM;INDF;MASC+FEM;SG	
fastigheter	proprietate	fastighet	proprietate	N;NOM;INDF;MASC+FEM;PL	N;INDF;FEM;SG
fastigheter	proprietatea	fastighet	proprietate	N;NOM;INDF;MASC+FEM;PL	N;DEF;FEM;SG
rodríguez	rodriguez	rodríguez	rodriguez	PROPN;NOM	PROPN
rodríguez	rodríguez	rodríguez	rodrguez	PROPN;NOM	PROPN
myndigheten	autoritate	myndighet	autoritate	N;NOM;DEF;MASC+FEM;SG	N;INDF;FEM;SG
myndigheten	autoritatea	myndighet	autoritate	N;NOM;DEF;MASC+FEM;SG	N;DEF;FEM;SG
handeln	comert	handel	comert	N;NOM;DEF;MASC+FEM;SG	N;INDF;MASC;SG
handeln	comert	handel	comert	N;NOM;DEF;MASC+FEM;SG	N;INDF;MASC;SG
handeln	comertul	handel	comert	N;NOM;DEF;MASC+FEM;SG	N;DEF;MASC;SG
handeln	comertul	handel	comert	N;NOM;DEF;MASC+FEM;SG	N;DEF;MASC;SG
handeln	comert	handel	comert	N;NOM;DEF;MASC+FEM;SG	N;INDF;MASC;SG
owen	owen	owen	owen	PROPN;NOM	PROPN
anda	anda	anda	anda	N;NOM;INDF;MASC+FEM;SG	PROPN
anda	spiritul	anda	spirit	N;NOM;INDF;MASC+FEM;SG	N;DEF;MASC;SG
hjärtat	cardiace	hjärta	cardiac	N;NOM;DEF;NEUT;SG	ADJ;INDF;FEM;PL
hjärtat	cardiaca	hjärta	cardiacă	N;NOM;DEF;NEUT;SG	N;DEF;FEM;SG
hjärtat	inima	hjärta	inimă	N;NOM;DEF;NEUT;SG	N;DEF;FEM;SG
hjärtat	inima	hjärta	inimă	N;NOM;DEF;NEUT;SG	N;DEF;FEM;SG
hjärtat	heart	hjärta	heart	N;NOM;DEF;NEUT;SG	
psalm	psalmul	psalm	psalm	N;NOM;INDF;MASC+FEM;SG	N;DEF;MASC;SG
villmanstrand	lappeenranta	villmanstrand	lappeenrant	N;NOM;INDF;MASC+FEM;SG	N;DEF;FEM;SG
polygala	polygala	polygal	polygala	N;NOM;INDF;MASC+FEM;SG	N;DEF;FEM;SG
valdemar	valdemar	valdem	valdemar	N;NOM;INDF;MASC+FEM;SG	PROPN
kongressen	congres	kongress	congres	N;NOM;DEF;MASC+FEM;SG	N;INDF;MASC;SG
kongressen	congresului	kongress	congres	N;NOM;DEF;MASC+FEM;SG	N;DEF;MASC;SG
kongressen	congresul	kongress	congres	N;NOM;DEF;MASC+FEM;SG	N;DEF;MASC;SG
esperanza	esperanza	esperan	esperanză	N;NOM;INDF;MASC+FEM;SG	N;DEF;FEM;SG
bröllop	nunti	bröllop	nunti	N;NOM;INDF;NEUT;SG	N;INDF;FEM;PL
bröllop	nunta	bröllop	nunta	N;NOM;INDF;NEUT;SG	N;DEF;FEM;SG
bröllop	nunta	bröllop	nunta	N;NOM;INDF;NEUT;SG	N;DEF;FEM;SG
individ	individuala	individ	individual	N;NOM;INDF;MASC+FEM;SG	N;DEF;FEM;SG
individ	individual	individ	individual	N;NOM;INDF;MASC+FEM;SG	ADJ;INDF;MASC;SG
individ	individuale	individ	individual	N;NOM;INDF;MASC+FEM;SG	ADJ;INDF;FEM;PL
ansikte	fata	ansikte	fată	N;NOM;INDF;NEUT;SG	N;DEF;FEM;SG
ansikte	fata	ansikte	fată	N;NOM;INDF;NEUT;SG	N;DEF;FEM;SG
ansikte	fata	ansikte	fată	N;NOM;INDF;NEUT;SG	N;DEF;FEM;SG
ansikte	fata	ansikte	fată	N;NOM;INDF;NEUT;SG	N;DEF;FEM;SG
ansikte	fata	ansikte	fată	N;NOM;INDF;NEUT;SG	N;DEF;FEM;SG
praia	praia	praia	prai	N;NOM;INDF;MASC+FEM;SG	PROPN
spinosa	spinosa	spinosa	spinosa	N;NOM;INDF;MASC+FEM;SG	N;DEF;FEM;SG
abel	abel	abel	abel	PROPN;NOM	PROPN
hull	hull	hull	hull	PROPN;NOM	PROPN
amata	amata	amata	amata	N;NOM;INDF;NEUT;SG	N;DEF;FEM;SG
olofsson	olofsson	olofsson	olofsson	PROPN;NOM	
neuquén	neuquén	neuquén	neuquén	PROPN;NOM	
sexuella	sexuala	sexuell	sexual	ADJ;NOM;PL	N;DEF;FEM;SG
sexuella	sexuala	sexuell	sexual	ADJ;NOM;PL	N;DEF;FEM;SG
sexuella	sexual	sexuell	sexual	ADJ;NOM;PL	ADJ;INDF;MASC;SG
hebreiska	ebraica	hebreisk	ebraică	N;NOM;INDF;MASC+FEM;SG	N;DEF;FEM;SG
uppvisar	expozitie	uppvisa	expozitie	V;IND;PRS;FIN;ACT	N;INDF;FEM;SG
uppvisar	exponate	uppvisa	expona	V;IND;PRS;FIN;ACT	N;INDF;FEM;PL
pittsburgh	pittsburgh	pittsburgh	pittsburgh	PROPN;NOM	PROPN
acceptera	acceptam	acceptera	accepta	V;IMP;FIN;ACT	V;IND;1;IPFV;FIN
acceptera	accepta	acceptera	accepta	V;IMP;FIN;ACT	V;IND;SG;3;IPFV;FIN
acceptera	accepta	acceptera	accepta	V;IMP;FIN;ACT	V;IND;SG;3;IPFV;FIN
acceptera	accept	acceptera	accept	V;IMP;FIN;ACT	V;IND;SG;1;PRS;FIN
yttersta	ultraperiferice	yttersta	ultraperiferic	ADJ;NOM;DEF;RL	ADJ;INDF;FEM;PL
gene	gene	gene	geană	PROPN;NOM	N;INDF;FEM;PL
gene	gena	gene	genă	PROPN;NOM	N;DEF;FEM;SG
gene	gena	gene	genă	PROPN;NOM	N;DEF;FEM;SG
klas	klas	klas	klas	PROPN;NOM	PROPN
dragon	dragonul	dragon	dragon	N;NOM;INDF;MASC+FEM;SG	N;DEF;MASC;SG
tretton	thirteen	tretton	thirteen	NUM;NOM	PROPN
