les	на	le	на	DET;DEF;PL	ADP;ACC
cinéma	cinema	cinéma	cinema	N;MASC;SG	
plan	плануємо	plan	планувати	N;MASC;SG	V;IPFV;IND;PL;1;PRS;FIN
plan	спланувати	plan	спланувати	N;MASC;SG	V;IPFV;NFIN
plan	планувати	plan	планувати	N;MASC;SG	V;IPFV;NFIN
van	van	van	van	PROPN	
van	ван	van	ван	PROPN	
van	фургон	van	фургон	PROPN	N;INAN;NOM;MASC;SG
serait	would	être	would	V;COND;SG;3;PRS;FIN	
œuvres	працює	œuvre	працювати	N;FEM;PL	V;IPFV;IND;SG;3;PRS;FIN
écrivain	writer	écrivain	writer	N;MASC;SG	
italien	італієць	italien	італієць	ADJ;MASC;SG	N;ANIM;NOM;MASC;SG
laquelle	какой	lequel	какой	PRO;FEM;SG	
laquelle	який	lequel	який	PRO;FEM;SG	DET;NOM;MASC;SG
laquelle	які	lequel	який	PRO;FEM;SG	DET;NOM;PL
laquelle	яке	lequel	який	PRO;FEM;SG	DET;NOM;NEUT;SG
laquelle	яка	lequel	який	PRO;FEM;SG	DET;NOM;FEM;SG
films	films	film	films	N;MASC;PL	
films	знімали	film	знімати	N;MASC;PL	V;IPFV;IND;PL;PST;FIN
films	кіно	film	кіно	N;MASC;PL	N;INAN;NOM;NEUT;SG
sources	джерело	source	джерело	N;FEM;PL	N;INAN;NOM;NEUT;SG
parc	parc	parc	parc	N;MASC;SG	
moyenne	середній	moyenne	середній	N;FEM;SG	ADJ;NOM;MASC;SG
moyenne	середнє	moyenne	середній	N;FEM;SG	ADJ;NOM;NEUT;SG
moyenne	середня	moyenne	середній	N;FEM;SG	ADJ;NOM;FEM;SG
moyenne	середнього	moyenne	середній	N;FEM;SG	ADJ;GEN;MASC;SG
moyenne	середній	moyenne	середній	N;FEM;SG	ADJ;NOM;MASC;SG
moyenne	середня	moyenne	середній	N;FEM;SG	ADJ;NOM;FEM;SG
moyenne	середні	moyenne	середній	N;FEM;SG	ADJ;NOM;PL
rivière	rivière	rivière	rivière	N;FEM;SG	
jamais	никогда	jamais	никогда	ADV	
jamais	never	jamais	never	ADV	
jamais	ever	jamais	ever	ADV	
vidéo	відео	vidéo	відео	N;MASC;SG	
martin	мартін	martin	мартін	PROPN	PROPN;ANIM;NOM;MASC;SG
claude	клод	claude	клод	N;MASC;SG	
moyen	носій	moyen	ніс	ADJ;MASC;SG	N;INAN;NOM;MASC;SG
moyen	середні	moyen	середній	ADJ;MASC;SG	ADJ;NOM;PL
san	сан	san	сан	PROPN	
notre	наші	son	наш	DET;MASC;SG	DET;NOM;PL;1
bon	хороші	bon	хороший	ADJ;MASC;SG	ADJ;NOM;PL
bon	гарні	bon	гарний	ADJ;MASC;SG	ADJ;NOM;PL
bon	добре	bon	добре	ADJ;MASC;SG	ADV
voix	голоси	voix	голос	N;FEM;SG	N;INAN;NOM;MASC;PL
voix	голосів	voix	голос	N;FEM;SG	N;INAN;GEN;MASC;PL
voix	голосує	voix	голосувати	N;FEM;SG	V;IPFV;IND;SG;3;PRS;FIN
voix	голоси	voix	голос	N;FEM;SG	N;INAN;NOM;MASC;PL
voix	vocals	voix	vocals	N;FEM;SG	
rouge	ред	rouge	ред.	ADJ;MASC;SG	
rouge	червоні	rouge	червоний	ADJ;MASC;SG	ADJ;NOM;PL
rouge	руж	rouge	руж	ADJ;MASC;SG	
district	нохія	district	нохій	N;MASC;SG	PROPN;INAN;NOM;FEM;SG
seulement	лише	seulement	лише	ADV	PART
seulement	тільки	seulement	тільки	ADV	PART
pont	міст	pont	місто	N;MASC;SG	
pont	пон	pont	пон	N;MASC;SG	
pont	міст	pont	місто	N;MASC;SG	
pont	колоди	pont	колода	N;MASC;SG	N;INAN;NOM;FEM;PL
libre	безкоштовно	libre	безкоштовно	ADJ;MASC;SG	ADV
libre	вільно	libre	вільно	ADJ;MASC;SG	ADV
libre	libre	libre	libre	ADJ;MASC;SG	
air	air	air	air	N;MASC;SG	
air	повітряна	air	повітряний	N;MASC;SG	ADJ;NOM;FEM;SG
sein	грудне	sein	грудний	N;MASC;SG	ADJ;NOM;NEUT;SG
sein	груди	sein	груди	N;MASC;SG	N;INAN;NOM
sein	грудей	sein	груди	N;MASC;SG	N;INAN;GEN
milieu	середня	milieu	середній	N;MASC;SG	ADJ;NOM;FEM;SG
milieu	посередині	milieu	посередина	N;MASC;SG	ADV
milieu	середньої	milieu	середній	N;MASC;SG	ADJ;GEN;FEM;SG
milieu	середній	milieu	середній	N;MASC;SG	ADJ;NOM;MASC;SG
milieu	середній	milieu	середній	N;MASC;SG	ADJ;NOM;MASC;SG
milieu	середня	milieu	середній	N;MASC;SG	ADJ;NOM;FEM;SG
milieu	середні	milieu	середній	N;MASC;SG	ADJ;NOM;PL
festival	festival	festival	festival	N;MASC;SG	
belgique	бельгії	belgique	бельгія	ADJ;MASC;SG	PROPN;INAN;GEN;FEM;SG
belgique	бельгія	belgique	бельгія	ADJ;MASC;SG	PROPN;INAN;NOM;FEM;SG
belgique	belgique	belgique	belgique	ADJ;MASC;SG	
georges	джордж	george	джордж	N;MASC;SG	PROPN;ANIM;NOM;MASC;SG
georges	георг	george	георг	N;MASC;SG	PROPN;ANIM;NOM;MASC;SG
georges	жорж	george	жорж	N;MASC;SG	PROPN;ANIM;NOM;MASC;SG
blanc	білий	blanc	білий	N;MASC;SG	ADJ;NOM;MASC;SG
blanc	біла	blanc	білий	N;MASC;SG	ADJ;NOM;FEM;SG
blanc	біле	blanc	білий	N;MASC;SG	ADJ;NOM;NEUT;SG
blanc	білі	blanc	білий	N;MASC;SG	ADJ;NOM;PL
blanc	вайт	blanc	вайт	N;MASC;SG	PROPN;ANIM;NOM;MASC;SG
blanc	порожній	blanc	порожній	N;MASC;SG	ADJ;DAT;FEM;SG
gauche	ліворуч	gauche	ліворуч	ADJ;MASC;SG	ADV
gauche	ліва	gauche	лівий	ADJ;MASC;SG	N;INAN;NOM;FEM;SG
gauche	зліва	gauche	злів	ADJ;MASC;SG	ADV
travaux	робота	travail	робота	N;MASC;PL	N;INAN;NOM;FEM;SG
travaux	працюю	travail	працювати	N;MASC;PL	V;IPFV;IND;SG;1;PRS;FIN
travaux	працюють	travail	працювати	N;MASC;PL	V;IPFV;IND;PL;3;PRS;FIN
travaux	роботу	travail	робота	N;MASC;PL	N;INAN;ACC;FEM;SG
travaux	робочий	travail	робочий	N;MASC;PL	ADJ;NOM;MASC;SG
travaux	працює	travail	працювати	N;MASC;PL	V;IPFV;IND;SG;3;PRS;FIN
donne	donne	donner	donne	V;IND;SG;3;PRS;FIN	
donne	віддам	donner	відди	V;IND;SG;3;PRS;FIN	V;PFV;IND;SG;2;FIN
donne	дайте	donner	дати	V;IND;SG;3;PRS;FIN	V;IPFV;IMP;PL;2;FIN
passe	мине	passer	мине	V;IND;SG;3;PRS;FIN	V;PFV;IND;SG;3;FUT;FIN
passe	завершилися	passer	завершитися	V;IND;SG;3;PRS;FIN	V;PFV;IND;PL;PST;FIN
passe	перевал	passer	переваль	V;IND;SG;3;PRS;FIN	N;INAN;NOM;MASC;SG
passe	passe	passer	passe	V;IND;SG;3;PRS;FIN	
produit	добуток	produire	добуток	V;MASC;SG;PST;V.PTCP	N;INAN;NOM;MASC;SG
produit	продукт	produire	продукт	V;MASC;SG;PST;V.PTCP	N;INAN;NOM;MASC;SG
produit	товар	produire	товар	V;MASC;SG;PST;V.PTCP	N;INAN;NOM;MASC;SG
diffusion	ефіри	diffusion	ефір	N;FEM;SG	N;INAN;NOM;MASC;PL
aide	допоможіть	aide	допомогти	N;FEM;SG	V;PFV;IMP;PL;2;FIN
aide	допомогти	aide	допомогти	N;FEM;SG	V;PFV;NFIN
action	бойовики	action	бойовик	N;FEM;SG	N;ANIM;NOM;MASC;PL
action	дії	action	дія	N;FEM;SG	N;INAN;NOM;FEM;PL
andré	андре	andré	андре	PROPN	PROPN;ANIM;NOM;MASC;SG
andré	андре	andré	андре	PROPN	PROPN;ANIM;NOM;MASC;SG
andré	ендрю	andré	ендрю	PROPN	PROPN;ANIM;NOM;MASC;SG
font	шрифт	faire	шрифт	V;IND;PL;3;PRS;FIN	N;INAN;NOM;MASC;SG
réseau	мережі	réseau	мережа	N;MASC;SG	N;INAN;NOM;FEM;PL
réseau	network	réseau	network	N;MASC;SG	
réseau	мережі	réseau	мережа	N;MASC;SG	N;INAN;NOM;FEM;PL
réseau	мережеві	réseau	мережевий	N;MASC;SG	ADJ;NOM;PL
utilisé	використовується	utiliser	використовуватися	V;MASC;SG;PST;V.PTCP	V;IPFV;IND;SG;3;PRS;FIN
utilisé	використана	utiliser	використаний	V;MASC;SG;PST;V.PTCP	ADJ;PFV;NOM;FEM;SG;V.PTCP;PASS
utilisé	використані	utiliser	використаний	V;MASC;SG;PST;V.PTCP	ADJ;PFV;NOM;PL;V.PTCP;PASS
victoire	win	victoire	win	N;FEM;SG	
victoire	переможе	victoire	перемогти	N;FEM;SG	V;PFV;IND;SG;3;FUT;FIN
victoire	перемоги	victoire	перемога	N;FEM;SG	N;INAN;NOM;FEM;PL
femmes	жіноча	femme	жіночий	N;FEM;PL	ADJ;NOM;FEM;SG
femmes	жіночий	femme	жіночий	N;FEM;PL	ADJ;NOM;MASC;SG
femmes	самка	femme	самка	N;FEM;PL	N;ANIM;NOM;FEM;SG
femmes	жінка	femme	жінка	N;FEM;PL	N;ANIM;NOM;FEM;SG
aurait	would	avoir	would	V;COND;SG;3;PRS;FIN	
autour	around	autour	around	ADV	
autour	навколо	autour	навколо	ADV	
belge	belge	belge	belge	ADJ;MASC;SG	
belge	бельгійські	belge	бельгійський	ADJ;MASC;SG	ADJ;NOM;PL
certaines	певних	certain	певний	PRO;FEM;PL	ADJ;GEN;PL
certaines	певні	certain	певний	PRO;FEM;PL	ADJ;NOM;PL
certaines	конкретний	certain	конкретний	PRO;FEM;PL	ADJ;NOM;MASC;SG
certaines	певна	certain	певний	PRO;FEM;PL	ADJ;NOM;FEM;SG
certaines	деякі	certain	деякий	PRO;FEM;PL	DET;NOM;PL
certaines	якесь	certain	якийсь	PRO;FEM;PL	DET;NOM;NEUT;SG
certaines	якийсь	certain	якийсь	PRO;FEM;PL	DET;NOM;MASC;SG
certaines	трохи	certain	трохи	PRO;FEM;PL	ADV
espèces	виді	espèce	вид	N;FEM;PL	N;INAN;DAT;MASC;SG
espèces	вид	espèce	вид	N;FEM;PL	N;INAN;NOM;MASC;SG
angleterre	англія	angleterre	англія	N;MASC;SG	PROPN;INAN;NOM;FEM;SG
afrique	африка	afrique	африка	ADJ;MASC;SG	PROPN;INAN;NOM;FEM;SG
sens	sens	sens	sens	N;MASC;SG	
sens	сан	sens	сан	N;MASC;SG	
sens	відчуває	sens	відчувати	N;MASC;SG	V;IPFV;IND;SG;3;PRS;FIN
personne	особи	personne	особа	N;FEM;SG	N;ANIM;NOM;FEM;PL
personne	ніхто	personne	ніхто	N;FEM;SG	PRO;ANIM;NOM
personne	нікого	personne	ніхто	N;FEM;SG	PRO;ANIM;ACC
mis	додаю	mettre	додати	V;MASC;SG;PST;V.PTCP	V;IPFV;IND;SG;1;PRS;FIN
mis	ставимо	mettre	ставити	V;MASC;SG;PST;V.PTCP	V;IPFV;IND;PL;1;PRS;FIN
mis	mis	mettre	mis	V;MASC;SG;PST;V.PTCP	
rencontre	зустрічі	rencontre	зустріч	N;FEM;SG	N;INAN;NOM;FEM;PL
rencontre	зустрічаються	rencontre	зустрічатися	N;FEM;SG	V;IPFV;IND;PL;3;PRS;FIN
matchs	збігається	match	збігатися	N;MASC;PL	V;IPFV;IND;SG;3;PRS;FIN
matchs	відповідає	match	відповідати	N;MASC;PL	V;IPFV;IND;SG;3;PRS;FIN
japon	японія	japon	японія	PROPN	PROPN;INAN;NOM;FEM;SG
japon	японію	japon	японія	PROPN	PROPN;INAN;ACC;FEM;SG
japon	японії	japon	японія	PROPN	PROPN;INAN;GEN;FEM;SG
publié	опублікований	publier	опублікований	V;MASC;SG;PST;V.PTCP	ADJ;PFV;NOM;MASC;SG;V.PTCP;PASS
publié	випустили	publier	випустити	V;MASC;SG;PST;V.PTCP	V;PFV;IND;PL;PST;FIN
publié	опубліковані	publier	опублікований	V;MASC;SG;PST;V.PTCP	ADJ;PFV;NOM;PL;V.PTCP;PASS
domaine	поля	domaine	поле	N;MASC;SG	N;INAN;NOM;NEUT;PL
eux	комплектів	soi	комплект	PRO;MASC;PL;3	N;INAN;GEN;MASC;PL
scientifique	наука	scientifique	наука	ADJ;MASC;SG	N;INAN;NOM;FEM;SG
scientifique	науки	scientifique	наука	ADJ;MASC;SG	N;INAN;NOM;FEM;PL
scientifique	науковець	scientifique	науковець	ADJ;MASC;SG	N;ANIM;NOM;MASC;SG
scientifique	наукових	scientifique	науковий	ADJ;MASC;SG	ADJ;GEN;PL
honneur	пошани	honneur	пошана	N;MASC;SG	N;INAN;NOM;FEM;PL
honneur	шанувати	honneur	шанувати	N;MASC;SG	V;IPFV;NFIN
seule	наодинці	seul	наодинці	ADJ;FEM;SG	ADV
seule	поодинці	seul	поодинець	ADJ;FEM;SG	ADV
seule	сама	seul	сам	ADJ;FEM;SG	DET;NOM;FEM;SG;REFL
seule	самі	seul	сам	ADJ;FEM;SG	DET;NOM;PL;REFL
seule	лише	seul	лише	ADJ;FEM;SG	PART
seule	тільки	seul	тільки	ADJ;FEM;SG	PART
cause	спричинити	cause	спричинити	N;FEM;SG	V;PFV;NFIN
cause	причинами	cause	причина	N;FEM;SG	N;INAN;INS;FEM;PL
cause	причини	cause	причина	N;FEM;SG	N;INAN;NOM;FEM;PL
rien	nothing	rien	nothing	PRO;SG	
rien	небуття	rien	небуття	PRO;SG	N;INAN;NOM;NEUT;SG
nouvelles	новини	nouveau	новина	ADJ;FEM;PL	N;INAN;NOM;FEM;PL
nouvelles	новина	nouveau	новина	ADJ;FEM;PL	N;INAN;NOM;FEM;SG
nouvelles	нове	nouveau	новий	ADJ;FEM;PL	ADJ;NOM;NEUT;SG
nouvelles	нова	nouveau	новий	ADJ;FEM;PL	ADJ;NOM;FEM;SG
nouvelles	новий	nouveau	новий	ADJ;FEM;PL	ADJ;NOM;MASC;SG
nouvelles	створити	nouveau	створити	ADJ;FEM;PL	V;PFV;NFIN
iii	ііі	iii	ііі	NUM	
iii	iii	iii	iii	NUM	
administration	адміністрації	administration	адміністрація	N;FEM;SG	N;INAN;NOM;FEM;PL
comte	рахувати	comte	рахувати	N;MASC;SG	V;IPFV;NFIN
comte	ерл	comte	ерл	N;MASC;SG	
comte	конт	comte	конт	N;MASC;SG	
suivante	next	suivant	next	ADJ;FEM;SG	
suivante	далі	suivant	далі	ADJ;FEM;SG	ADV
fort	сильним	fort	сильний	ADV	ADJ;INS;NEUT;SG
fort	сильні	fort	сильний	ADV	ADJ;NOM;PL
fort	сильною	fort	сильний	ADV	ADJ;INS;FEM;SG
fort	сильний	fort	сильний	ADV	ADJ;NOM;MASC;SG
fort	сильна	fort	сильний	ADV	ADJ;NOM;FEM;SG
fort	форт	fort	форт	ADV	N;INAN;NOM;MASC;SG
fort	fort	fort	fort	ADV	
journal	journal	journal	journal	N;MASC;SG	
différents	different	différent	different	ADJ;MASC;PL	
différents	інше	différent	інший	ADJ;MASC;PL	DET;NOM;NEUT;SG
rome	рим	rome	рима	PROPN	PROPN;INAN;NOM;MASC;SG
possible	можливо	possible	можливо	ADJ;MASC;SG	ADV
dix	дікс	dix	дікс	NUM	
dix	десятка	dix	десяток	NUM	N;INAN;NOM;MASC;SG
dix	тен	dix	тен	NUM	
taille	розміри	taille	розмір	N;FEM;SG	N;INAN;NOM;MASC;PL
sport	спортивні	sport	спортивний	N;MASC;SG	ADJ;NOM;PL
principal	головні	principal	головний	ADJ;MASC;SG	ADJ;NOM;PL
principal	головне	principal	головне	ADJ;MASC;SG	N;INAN;NOM;NEUT;SG
principal	капітал	principal	капітал	ADJ;MASC;SG	N;INAN;NOM;MASC;SG
sujet	теми	sujet	тема	N;MASC;SG	N;INAN;NOM;FEM;PL
référence	посилання	référence	посилання	N;FEM;SG	N;INAN;NOM;NEUT;PL
référence	зразковий	référence	зразковий	N;FEM;SG	ADJ;NOM;MASC;SG
croix	хрестики	croix	хрестика	N;FEM;SG	N;INAN;NOM;MASC;PL
croix	порушила	croix	порушити	N;FEM;SG	V;PFV;FEM;IND;SG;PST;FIN
croix	круа	croix	круа	N;FEM;SG	
croix	крос	croix	крос	N;FEM;SG	
élections	вибори	élection	вибори	N;FEM;PL	N;INAN;NOM
élections	вибори	élection	вибори	N;FEM;PL	N;INAN;NOM
titres	злочинна	titre	злочинний	N;MASC;PL	ADJ;NOM;FEM;SG
millions	мільйон	million	мільйон	N;MASC;PL	
noir	темні	noir	темний	N;MASC;SG	ADJ;NOM;PL
noir	темна	noir	темний	N;MASC;SG	ADJ;NOM;FEM;SG
noir	темний	noir	темний	N;MASC;SG	ADJ;NOM;MASC;SG
noir	темне	noir	темний	N;MASC;SG	ADJ;NOM;NEUT;SG
noir	темно	noir	темно	N;MASC;SG	ADV
noir	чорні	noir	чорний	N;MASC;SG	ADJ;NOM;PL
noir	чорне	noir	чорний	N;MASC;SG	ADJ;NOM;NEUT;SG
noir	чорна	noir	чорний	N;MASC;SG	ADJ;NOM;FEM;SG
noir	чорний	noir	чорний	N;MASC;SG	ADJ;NOM;MASC;SG
londres	лондонський	londre	лондонський	N;MASC;SG	ADJ;NOM;MASC;SG
londres	london	londre	london	N;MASC;SG	
londres	лондон	londre	лондон	N;MASC;SG	PROPN;INAN;NOM;MASC;SG
agglomération	agglomération	agglomération	agglomération	N;FEM;SG	
chapelle	шапель	chapelle	шапель	N;FEM;SG	
russe	russe	russe	russe	ADJ;MASC;SG	
prince	принца	prince	принца	N;MASC;SG	PROPN;ANIM;NOM;MASC;SG
malgré	незважаючи	malgré	незважаючи	ADP	V;IPFV;PRS;V.CVB
activités	діяльності	activité	діяльність	N;FEM;PL	N;INAN;GEN;FEM;SG
activités	діяльність	activité	діяльність	N;FEM;PL	N;INAN;NOM;FEM;SG
sciences	наука	science	наука	N;FEM;PL	N;INAN;NOM;FEM;SG
radio	рації	radio	рація	N;FEM;SG	N;INAN;ACC;FEM;PL
aucun	жодного	aucun	жодний	PRO;MASC;SG	DET;GEN;MASC;SG
aucun	відсутнє	aucun	відсутній	PRO;MASC;SG	ADJ;NOM;NEUT;SG
aucun	немає	aucun	немати	PRO;MASC;SG	V;IPFV;IND;SG;3;NEG;PRS;FIN
aucun	жодних	aucun	жодний	PRO;MASC;SG	DET;GEN;PL
aucun	відсутній	aucun	відсутній	PRO;MASC;SG	ADJ;NOM;MASC;SG
droite	правий	droite	правий	N;FEM;SG	ADJ;NOM;MASC;SG
droite	права	droite	право	N;FEM;SG	N;INAN;NOM;NEUT;PL
droite	праворуч	droite	праворуч	N;FEM;SG	ADV
lieux	venues	lieu	venues	N;MASC;PL	
lieux	розташування	lieu	розташування	N;MASC;PL	N;INAN;NOM;NEUT;SG
lieux	адрес	lieu	адрес	N;MASC;PL	
née	народження	naître	народження	V;FEM;SG;PST;V.PTCP	N;INAN;NOM;NEUT;SG
née	борн	naître	борно	V;FEM;SG;PST;V.PTCP	PROPN;ANIM;NOM;MASC;SG
actuel	поточні	actuel	поточний	ADJ;MASC;SG	ADJ;NOM;PL
actuel	течія	actuel	течія	ADJ;MASC;SG	N;INAN;NOM;FEM;SG
actuel	струм	actuel	струм	ADJ;MASC;SG	N;INAN;NOM;MASC;SG
actuel	сьогодення	actuel	сьогодення	ADJ;MASC;SG	N;INAN;NOM;NEUT;SG
actuel	подарунок	actuel	подарунок	ADJ;MASC;SG	N;INAN;NOM;MASC;SG
actuel	присутні	actuel	присутній	ADJ;MASC;SG	ADJ;NOM;PL
villes	місто	ville	місто	N;FEM;PL	N;INAN;NOM;NEUT;SG
villes	міста	ville	місто	N;FEM;PL	N;INAN;NOM;NEUT;SG
villes	міст	ville	місто	N;FEM;PL	
fer	фер	fer	фер	N;MASC;SG	
fer	залізний	fer	залізний	N;MASC;SG	ADJ;NOM;MASC;SG
fer	залізна	fer	залізний	N;MASC;SG	ADJ;NOM;FEM;SG
activité	дії	activité	дія	N;FEM;SG	N;INAN;NOM;FEM;PL
sélection	вибране	sélection	вибраний	N;FEM;SG	ADJ;PFV;NOM;NEUT;SG;V.PTCP;PASS
sélection	виберіть	sélection	вибрати	N;FEM;SG	V;PFV;IMP;PL;2;FIN
sélection	вибрати	sélection	вибрати	N;FEM;SG	V;PFV;NFIN
sélection	позначити	sélection	позначити	N;FEM;SG	V;PFV;NFIN
participe	стенд	participer	стенд	V;IND;SG;3;PRS;FIN	N;INAN;NOM;MASC;SG
institut	institut	institut	institut	N;MASC;SG	
james	джеймс	jame	джеймс	PROPN	PROPN;ANIM;NOM;MASC;SG
internationale	міжнародні	international	міжнародний	ADJ;FEM;SG	ADJ;NOM;PL
internationale	інтернаціонал	international	інтернаціонал	ADJ;FEM;SG	N;INAN;NOM;MASC;SG
cadre	рамках	cadre	рамка	N;MASC;SG	N;INAN;ESS;FEM;PL
sept	сім	sept	сей	NUM	
sept	сімка	sept	сімка	NUM	N;INAN;NOM;FEM;SG
sept	сет	sept	сет	NUM	
différentes	different	différent	different	ADJ;FEM;PL	
différentes	інше	différent	інший	ADJ;FEM;PL	DET;NOM;NEUT;SG
lac	озера	lac	озеро	N;MASC;SG	N;INAN;NOM;NEUT;PL
affaires	бізнес	affaire	бізнути	N;FEM;PL	N;INAN;NOM;MASC;SG
affaires	справа	affaire	справа	N;FEM;PL	N;INAN;NOM;FEM;SG
affaires	ділова	affaire	ділово	N;FEM;PL	ADJ;NOM;FEM;SG
affaires	business	affaire	business	N;FEM;PL	
affaires	діловий	affaire	діловий	N;FEM;PL	ADJ;NOM;MASC;SG
duc	дюк	duc	дюк	N;MASC;SG	PROPN;ANIM;NOM;MASC;SG
duc	дюк	duc	дюк	N;MASC;SG	PROPN;ANIM;NOM;MASC;SG
personnage	символів	personnage	символ	N;MASC;SG	N;INAN;GEN;MASC;PL
précédent	прикладом	précédent	приклад	ADJ;MASC;SG	N;INAN;INS;MASC;SG
précédent	попередні	précédent	попередній	ADJ;MASC;SG	ADJ;NOM;PL
évêque	евек	évêque	евек	N;MASC;SG	
cour	судові	cour	судовий	N;FEM;SG	ADJ;NOM;PL
richard	річард	richard	річард	PROPN	PROPN;ANIM;NOM;MASC;SG
adresse	звертайтеся	adresse	звертатися	N;FEM;SG	V;IPFV;IMP;PL;2;FIN
php	php	php	php	N;MASC;SG	
william	вільям	william	вільям	PROPN	PROPN;ANIM;NOM;MASC;SG
thomas	томас	thomas	томас	PROPN	PROPN;ANIM;NOM;MASC;SG
thomas	тома	thomas	тома	PROPN	
ball	кулька	ball	кулька	PROPN	N;INAN;NOM;FEM;SG
ball	бал	ball	бал	PROPN	N;INAN;NOM;MASC;SG
hors	off	hors	off	ADP	
hors	вимкнено	hors	вимкнути	ADP	V;PFV;IND;0;FIN
hors	ор	hors	ор	ADP	
bonne	хороші	bon	хороший	ADJ;FEM;SG	ADJ;NOM;PL
bonne	гарні	bon	гарний	ADJ;FEM;SG	ADJ;NOM;PL
bonne	добре	bon	добре	ADJ;FEM;SG	ADV
nature	природня	nature	природній	N;FEM;SG	ADJ;NOM;FEM;SG
grandes	гранд	grand	гранд	ADJ;FEM;PL	
michael	михайло	michael	михайло	PROPN	PROPN;ANIM;NOM;MASC;SG
michael	майкл	michael	майкл	PROPN	PROPN;ANIM;NOM;MASC;SG
michael	michael	michael	michael	PROPN	
michael	михаїл	michael	михаїл	PROPN	N;ANIM;NOM;MASC;SG
vol	крадіжки	vol	крадіжка	N;MASC;SG	N;INAN;NOM;FEM;PL
port	пор	port	пор.	N;MASC;SG	
premières	raw	premier	raw	ADJ;FEM;PL	
premières	перше	premier	перше	ADJ;FEM;PL	ADV
premières	перша	premier	перший	ADJ;FEM;PL	ADJ;NOM;FEM;SG
premières	перший	premier	перший	ADJ;FEM;PL	ADJ;NOM;MASC;SG
donné	вказаний	donner	вказаний	V;MASC;SG;PST;V.PTCP	ADJ;PFV;NOM;MASC;SG;V.PTCP;PASS
donné	даного	donner	даний	V;MASC;SG;PST;V.PTCP	ADJ;PFV;GEN;MASC;SG;V.PTCP;PASS
discussion	дискусії	discussion	дискусія	N;FEM;SG	N;INAN;NOM;FEM;PL
discussion	балачки	discussion	балачка	N;FEM;SG	N;INAN;NOM;FEM;PL
dame	жіночі	dame	жіночий	N;FEM;SG	ADJ;NOM;PL
dame	дам	dame	дам	N;FEM;SG	
épouse	наречена	épouse	наречений	N;FEM;SG	ADJ;PFV;NOM;FEM;SG;V.PTCP;PASS
historiques	історичний	historique	історичний	ADJ;MASC;PL	ADJ;NOM;MASC;SG
historiques	історичної	historique	історичний	ADJ;MASC;PL	ADJ;GEN;FEM;SG
historiques	історична	historique	історичний	ADJ;MASC;PL	ADJ;NOM;FEM;SG
historiques	історичне	historique	історичний	ADJ;MASC;PL	ADJ;NOM;NEUT;SG
mesure	міра	mesure	міра	N;FEM;SG	PROPN;ANIM;NOM;FEM;SG
important	важливі	important	важливий	ADJ;MASC;SG	ADJ;NOM;PL
important	важливо	important	важливо	ADJ;MASC;SG	ADV
données	дані	donnée	дані	N;FEM;PL	N;INAN;PFV;NOM;PASS
données	data	donnée	data	N;FEM;PL	
lequel	какой	lequel	какой	PRO;MASC;SG	
lequel	який	lequel	який	PRO;MASC;SG	DET;NOM;MASC;SG
lequel	які	lequel	який	PRO;MASC;SG	DET;NOM;PL
lequel	яке	lequel	який	PRO;MASC;SG	DET;NOM;NEUT;SG
lequel	яка	lequel	який	PRO;MASC;SG	DET;NOM;FEM;SG
george	георгій	george	георгій	PROPN	N;ANIM;NOM;MASC;SG
george	георгія	george	георгія	PROPN	N;ANIM;NOM;FEM;SG
george	джордж	george	джордж	PROPN	PROPN;ANIM;NOM;MASC;SG
george	георг	george	георг	PROPN	PROPN;ANIM;NOM;MASC;SG
force	сили	force	сила	N;FEM;SG	N;INAN;NOM;FEM;PL
force	примусово	force	примусово	N;FEM;SG	ADV
force	примусити	force	примусити	N;FEM;SG	V;PFV;NFIN
force	force	force	force	N;FEM;SG	
pologne	польщу	pologne	польща	N;FEM;SG	PROPN;INAN;ACC;FEM;SG
pologne	польща	pologne	польща	N;FEM;SG	PROPN;INAN;NOM;FEM;SG
pologne	польщі	pologne	польща	N;FEM;SG	PROPN;INAN;GEN;FEM;SG
pologne	pologne	pologne	pologne	N;FEM;SG	
couleur	кольорова	couleur	кольоровий	N;FEM;SG	ADJ;NOM;FEM;SG
couleur	кольорова	couleur	кольоровий	N;FEM;SG	ADJ;NOM;FEM;SG
collection	колекції	collection	колекція	N;FEM;SG	N;INAN;NOM;FEM;PL
collection	collection	collection	collection	N;FEM;SG	
élu	обраний	élire	обраний	V;MASC;SG;PST;V.PTCP	ADJ;PFV;NOM;MASC;SG;V.PTCP;PASS
élu	обрання	élire	обрання	V;MASC;SG;PST;V.PTCP	N;INAN;NOM;NEUT;SG
station	станції	station	станція	N;FEM;SG	N;INAN;NOM;FEM;PL
loire	луар	loire	луар	N;FEM;SG	
bande	band	bande	band	N;FEM;SG	
bande	стрічки	bande	стрічка	N;FEM;SG	N;INAN;NOM;FEM;PL
bande	gang	bande	gang	N;FEM;SG	
bande	банди	bande	банда	N;FEM;SG	N;INAN;NOM;FEM;PL
côte	ребра	côte	ребро	N;FEM;SG	N;INAN;NOM;NEUT;PL
créée	створені	créer	створений	V;FEM;SG;PST;V.PTCP	ADJ;PFV;NOM;PL;V.PTCP;PASS
créée	створене	créer	створений	V;FEM;SG;PST;V.PTCP	ADJ;PFV;NOM;NEUT;SG;V.PTCP;PASS
