van	vom	van	vom	ADP	
gewoon	gerade	gewoon	gerade	ADJ	ADV
gewoon	eben	gewoon	eben	ADJ	ADV
gewoon	nur	gewoon	nur	ADJ	ADV
gewoon	einfach	gewoon	einfach	ADJ	ADV
gewoon	just	gewoon	just	ADJ	PROPN;NOM;SG
korte	short	kort	short	ADJ	PROPN
mannen	männern	mannen	männern	N;PL	
taal	amtssprache	taal	amtssprechen	N;MASC+FEM;SG	ADJ;NOM;FEM;SG
taal	sprachen	taal	sprechen	N;MASC+FEM;SG	V;FIN
generaal	allgemeines	generaal	allgemein	N;MASC+FEM;SG	ADJ;NOM;NEUT;SG
generaal	allgemein	generaal	allgemein	N;MASC+FEM;SG	ADJ
generaal	allgemeinen	generaal	allgemein	N;MASC+FEM;SG	ADJ
generaal	allgemeine	generaal	allgemein	N;MASC+FEM;SG	ADJ;NOM;FEM;PL
enkel	knöchel	enkel	knöchel	PRO	
enkel	einzige	enkel	einzig	PRO	ADJ;NOM;FEM;PL
enkel	einzig	enkel	einzig	PRO	ADJ
enkel	lediglich	enkel	lediglich	PRO	ADV
enkel	einzigen	enkel	einzig	PRO	ADJ;NOM;PL
enkel	nur	enkel	nur	PRO	ADV
leeftijd	alter	leeftijd	alt	N;MASC+FEM;SG	ADJ
miljoen	million	miljoen	Million	N;NEUT;SG	NUM
miljoen	millionen	miljoen	million	N;NEUT;SG	N;NOM;FEM;PL
miljoen	mio	miljoen	mio	N;NEUT;SG	;SG
moment	moment	moment	moment	N;NEUT;SG	ADJ
moment	augenblick	moment	augenblick	N;NEUT;SG	
president	präsidenten	president	präsident	N;MASC+FEM;SG	ADJ;PL
president	vorsitzender	president	vorsitzend	N;MASC+FEM;SG	ADJ
president	präsident	president	präsident	N;MASC+FEM;SG	ADJ
president	präsidentin	president	präsidentin	N;MASC+FEM;SG	ADJ
programma	programm	programma	programm	N;NEUT;SG	ADJ
programma	programmieren	programma	programmieren	N;NEUT;SG	V;NFIN
programma	rahmenprogramm	programma	rahmenprogramm	N;NEUT;SG	ADJ
programma	programm	programma	programm	N;NEUT;SG	ADJ
programma	arbeitsprogramm	programma	arbeitsprogramm	N;NEUT;SG	ADJ
nodig	bedarf	nodig	bedarf	ADJ	
nodig	benötigen	nodig	benötigen	ADJ	V;NFIN
nodig	benötigt	nodig	benötigen	ADJ	V;V.PTCP
nodig	brauchen	nodig	brauchen	ADJ	V;NFIN
nodig	brauch	nodig	brauch	ADJ	V;IND;SG;3;PRS;FIN
nodig	gebraucht	nodig	brauchen|gebrauchen	ADJ	V;V.PTCP
nodig	benötigt	nodig	benötigen	ADJ	V;V.PTCP
wapen	waffe	wapen	waffen	N;NEUT;SG	
wapen	waffen	wapen	waffen	N;NEUT;SG	
wapen	waffe	wapen	waffen	N;NEUT;SG	
wapen	schusswaffen	wapen	schußwaffen	N;NEUT;SG	V;NFIN
wapen	feuerwaffen	wapen	feuerwaffen	N;NEUT;SG	N;NOM;FEM;PL
wapen	waffe	wapen	waffen	N;NEUT;SG	
wapen	schusswaffen	wapen	schußwaffen	N;NEUT;SG	V;NFIN
wapen	gewehr	wapen	gewehr	N;NEUT;SG	
wapen	pistole	wapen	pistol	N;NEUT;SG	ADJ;NOM;SG
klein	wenig	klein	wenig	ADJ	ADV
klein	little	klein	little	ADJ	PROPN
gemeenten	gemeinde	gemeente	gemeinde	N;PL	N;NOM;FEM;SG
verhaal	geschichte	verhaal	geschicht	N;NEUT;SG	
verhaal	meldung	verhaal	meldung	N;NEUT;SG	ADJ
zes	six	zes	six	NUM	
tegenwoordig	heutzutage	tegenwoordig	heutzutage	ADJ	ADV
noorden	nordsee	noorden	nordsee	N;NEUT;SG	PROPN;NOM;SG
noorden	norden	noorden	norden	N;NEUT;SG	V;NFIN
noorden	nordosten	noorden	nordosten	N;NEUT;SG	V;FIN
noorden	nord	noorden	nord	N;NEUT;SG	ADJ
foto	foto	foto	foto	N;MASC+FEM;SG	
foto	fotoalbum	foto	fotoalbum	N;MASC+FEM;SG	ADJ
foto	fotografieren	foto	fotografieren	N;MASC+FEM;SG	V;NFIN
foto	foto	foto	foto	N;MASC+FEM;SG	
foto	fotografien	foto	fotografien	N;MASC+FEM;SG	
foto	bild	foto	bild	N;MASC+FEM;SG	
wedstrijden	treffer	wedstrijd	treffer	N;PL	
wedstrijden	wettbewerben	wedstrijd	wettbewerben	N;PL	V;NFIN
wedstrijden	wettbewerb	wedstrijd	wettbewerb	N;PL	ADV
wilde	wild	willen	wild	V;SG;PST;FIN	
wilde	wildnis	willen	wildnis	V;SG;PST;FIN	
wilde	wilden	willen	wild	V;SG;PST;FIN	
wilde	wilde	willen	wilden	V;SG;PST;FIN	
wilde	wildes	willen	wild	V;SG;PST;FIN	
wilde	wilde	willen	wilden	V;SG;PST;FIN	
elke	elke	elk	elk	DET	PROPN;NOM;FEM;SG
elke	jedes	elk	jed	DET	PRO;NOM;INDF;NEUT;SG
elke	jeder	elk	jed	DET	PRO;NOM;INDF;MASC;SG
elke	jeden	elk	jed	DET	PRO;ACC;INDF;MASC;SG
elke	jede	elk	jed	DET	PRO;NOM;INDF;FEM;SG
elke	jedes	elk	jed	DET	PRO;NOM;INDF;NEUT;SG
elke	jeden	elk	jed	DET	PRO;ACC;INDF;MASC;SG
elke	jede	elk	jed	DET	PRO;NOM;INDF;FEM;SG
elke	jedes	elk	jed	DET	PRO;NOM;INDF;NEUT;SG
elke	jeder	elk	jed	DET	PRO;NOM;INDF;MASC;SG
elke	jedem	elk	jed	DET	PRO;DAT;INDF;MASC;SG
elke	jeden	elk	jed	DET	PRO;ACC;INDF;MASC;SG
elke	jede	elk	jed	DET	PRO;NOM;INDF;FEM;SG
politicus	politikerin	politicus	politikerin	N;MASC+FEM;SG	ADJ;NOM;FEM;SG
politicus	politiker	politicus	politik	N;MASC+FEM;SG	ADJ
burgemeester	bürgermeister	burgemeester	bürgermeister	N;MASC+FEM;SG	ADJ
burgemeester	oberbürgermeister	burgemeester	oberbürgermeister	N;MASC+FEM;SG	ADV
burgemeester	bürgermeisterin	burgemeester	bürgermeisterin	N;MASC+FEM;SG	ADJ
bronnen	quellen	bron	quell	N;PL	V;NFIN
bronnen	informationsquellen	bron	informationsquell	N;PL	V;NFIN
bronnen	datenquellen	bron	datenquell	N;PL	V
bronnen	betriebsmittel	bron	betriebsmittel	N;PL	PROPN
bronnen	mittel	bron	mittel	N;PL	ADV
bronnen	ressourcen	bron	ressourc	N;PL	V;NFIN
bronnen	federn	bron	federn	N;PL	V;NFIN
bronnen	springs	bron	springs	N;PL	PROPN
bronnen	quellen	bron	quell	N;PL	V;NFIN
brussel	brüssel	brussel	brüssel	PROPN;NEUT;SG	PROPN;NOM;NEUT;SG
belgisch	belgier	belgisch	belgieren	ADJ	
totaal	gesamtzahl	totaal	gesamtzahl	ADJ	PROPN
totaal	gesamt	totaal	gesamt	ADJ	
totaal	insgesamt	totaal	insgesamt	ADJ	ADV
weet	weiss	weten	wissen	V;SG;PRS;FIN	
gedeelte	teilweise	gedeelte	teilweise	N;NEUT;SG	ADV
gedeelte	teil	gedeelte	teil	N;NEUT;SG	ADV
minister	minister	minister	minister	N;MASC+FEM;SG	
minister	ministerin	minister	ministerin	N;MASC+FEM;SG	
dochter	tochter	dochter	tocht	N;MASC+FEM;SG	
david	heiko	david	heiko	PROPN;MASC+FEM;SG	PROPN;NOM;MASC;SG
david	david	david	david	PROPN;MASC+FEM;SG	PROPN;NOM;MASC;SG
zeker	gewiss	zeker	gewiß	ADJ	ADV
zeker	sicherlich	zeker	sicherlich	ADJ	ADV
zeker	sure	zeker	sein	ADJ	PROPN
zeker	sicherlich	zeker	sicherlich	ADJ	ADV
zeker	unbedingt	zeker	unbedingt	ADJ	ADV
kampioen	champ	kampioen	champ	N;MASC+FEM;SG	PROPN;NOM;SG
kampioen	champion	kampioen	champion	N;MASC+FEM;SG	PROPN
kampioen	sieger	kampioen	sieger	N;MASC+FEM;SG	
kampioen	weltmeister	kampioen	weltmeister	N;MASC+FEM;SG	ADJ
kampioen	champion	kampioen	champion	N;MASC+FEM;SG	PROPN
vormen	formulare	vormen	formular	V;NFIN	ADJ;NOM;FEM;SG
basis	grundlagen	basis	grundlagen	N;MASC+FEM;SG	V;NFIN
basis	grundlegende	basis	grundlegend	N;MASC+FEM;SG	ADJ;NOM;FEM;PL
basis	grundlegendes	basis	grundlegend	N;MASC+FEM;SG	ADJ;NOM;NEUT;SG
basis	grundlage	basis	grundlage	N;MASC+FEM;SG	ADJ;NOM;SG
basis	stützpunkt	basis	stützpunkt	N;MASC+FEM;SG	ADJ
basis	basis	basis	basis	N;MASC+FEM;SG	ADJ
kop	schlagzeilen	kop	schlagzeilen	N;MASC+FEM;SG	V;NFIN
kop	schlagzeile	kop	schlagzeile	N;MASC+FEM;SG	ADJ
kop	überschrift	kop	überschreifen	N;MASC+FEM;SG	
kop	kopfzeile	kop	kopfzeil	N;MASC+FEM;SG	
kop	header	kop	header	N;MASC+FEM;SG	
kop	überschrift	kop	überschreifen	N;MASC+FEM;SG	
kop	köpfen	kop	köpfen	N;MASC+FEM;SG	V;NFIN
kop	köpfe	kop	köpfen	N;MASC+FEM;SG	N;NOM;MASC;PL
kop	kopf	kop	kopfen	N;MASC+FEM;SG	
acteur	schauspieler	acteur	schauspieler	N;MASC+FEM;SG	ADJ
acteur	akteur	acteur	akteur	N;MASC+FEM;SG	
acteur	darsteller	acteur	darsteller	N;MASC+FEM;SG	ADJ
waarschijnlijk	wohl	waarschijnlijk	wohl	ADJ	ADV
utrecht	utrecht	utrecht	utrecht	PROPN;NEUT;SG	PROPN
vierde	viertens	vier	viertens	ADJ	ADV
toernooi	turnier	toernooi	turnieren	N;NEUT;SG	
toernooi	turniere	toernooi	turnieren	N;NEUT;SG	
regering	regierungen	regering	regierung	N;MASC+FEM;SG	V;NFIN
regering	regierung	regering	Regierung	N;MASC+FEM;SG	
zuiden	südlich	zuiden	südlich	N;NEUT;SG	ADJ
zuiden	süden	zuiden	süden	N;NEUT;SG	V;NFIN
rijk	kaiserreich	rijk	kaiserreich	ADJ	PROPN
rijk	empire	rijk	empir	ADJ	PROPN;NOM;SG
rijk	reichs	rijk	reichs	ADJ	PROPN
rijk	reichen	rijk	reichen	ADJ	V;NFIN
rijk	rich	rijk	reihen	ADJ	
uur	öffnungszeiten	uur	öffnungszeit	N;NEUT;SG	V;NFIN
uur	stunden	uur	stehen	N;NEUT;SG	V;NFIN
uur	arbeitszeit	uur	arbeitszeit	N;NEUT;SG	
uur	betriebszeiten	uur	betriebszeiten	N;NEUT;SG	V;NFIN
uur	uhrzeit	uur	uhrzeit	N;NEUT;SG	ADJ
uur	stunden	uur	stehen	N;NEUT;SG	V;NFIN
uur	stunde	uur	stund	N;NEUT;SG	ADV
extra	extra	extra	extra	ADJ	
kwamen	kam	komen	kommen	V;PL;PST;FIN	V;IND;SG;3;PST;FIN
kasteel	schloss	kasteel	schließen	N;NEUT;SG	V;SG
kasteel	burg	kasteel	burg	N;NEUT;SG	
kasteel	schloß	kasteel	schließen	N;NEUT;SG	
verloop	verlauf	verloop	verlaufen	N;NEUT;SG	ADV
verloop	gefälle	verloop	gefallen	N;NEUT;SG	
verloop	einfallen	verloop	einfallen	N;NEUT;SG	V;NFIN
verloop	farbverlauf	verloop	farbverlauf	N;NEUT;SG	ADJ
verloop	neigung	verloop	neigung	N;NEUT;SG	ADJ
deed	hast	doen	haben	V;SG;PST;FIN	V;IND;SG;3;PRS;FIN
categorie	kategorien	categorie	kategorien	N;MASC+FEM;SG	N;NOM;FEM;PL
reden	grund	reden	grund	N;MASC+FEM;SG	ADV
reden	vernunft	reden	vernunft	N;MASC+FEM;SG	
gebruiken	mit	gebruiken	mit	V;NFIN	ADP
gebruiken	verwendung	gebruiken	verwendung	V;NFIN	N;SG
gebruiken	nutzung	gebruiken	nutzung	V;NFIN	N;NOM;FEM;SG
gebruiken	gebrauch	gebruiken	gebrauch	V;NFIN	ADJ
manier	weise	manier	weis	N;MASC+FEM;SG	ADJ
manier	weg	manier	weg	N;MASC+FEM;SG	ADV
manier	way	manier	wey	N;MASC+FEM;SG	
alles	all	alles	all	PRO;3	ADV
kort	short	kort	short	ADJ	PROPN
moeder	mama	moeder	mama	N;MASC+FEM;SG	PROPN;NOM;SG
moeder	mum	moeder	mum	N;MASC+FEM;SG	
moeder	mutti	moeder	mutti	N;MASC+FEM;SG	
moeder	mutter	moeder	mutter	N;MASC+FEM;SG	
moeder	mom	moeder	mom	N;MASC+FEM;SG	PROPN;NOM;SG
moeder	muttertag	moeder	muttertag	N;MASC+FEM;SG	V;SG;FIN
moeder	mutter	moeder	mutter	N;MASC+FEM;SG	
robert	robert	robert	robern	N;MASC+FEM;SG	PROPN;NOM;MASC;SG
schrijver	schriftsteller	schrijver	schriftsteller	N;MASC+FEM;SG	ADJ
schrijver	verfasser	schrijver	verfasser	N;MASC+FEM;SG	
schrijver	autorin	schrijver	autorin	N;MASC+FEM;SG	PROPN
schrijver	schriftstellerin	schrijver	schriftstellerin	N;MASC+FEM;SG	ADJ;NOM;FEM
schrijver	schriftsteller	schrijver	schriftsteller	N;MASC+FEM;SG	ADJ
schrijver	verfasser	schrijver	verfasser	N;MASC+FEM;SG	
schrijver	autorin	schrijver	autorin	N;MASC+FEM;SG	PROPN
schrijver	autoren	schrijver	autor	N;MASC+FEM;SG	
lemma	lemma	lemma	lemma	N;NEUT;SG	
welke	welcher	welk	welch	PRO	PRO;NOM;MASC;SG
volgde	folgten	volgen	folgen	V;SG;PST;FIN	V;IND;PL;3;PST;FIN
dienst	service	dienst	Service	N;MASC+FEM;SG	
les	lektion	les	lektion	N;MASC+FEM;SG	
les	stunde	les	stund	N;MASC+FEM;SG	ADV
les	les	les	les	N;MASC+FEM;SG	
kilometer	kilometer	kilometer	kilometer	N;MASC+FEM;SG	ADJ
kilometer	kilometern	kilometer	kilometern	N;MASC+FEM;SG	ADJ
kilometer	kilometer	kilometer	kilometer	N;MASC+FEM;SG	ADJ
kilometer	km	kilometer	km	N;MASC+FEM;SG	N;NOM;MASC;PL
kilometer	kilometer	kilometer	kilometer	N;MASC+FEM;SG	ADJ
kilometer	kilometern	kilometer	kilometern	N;MASC+FEM;SG	ADJ
kilometer	km	kilometer	km	N;MASC+FEM;SG	N;NOM;MASC;PL
bepaalde	gewisse	bepalen	gewiß	V;V.PTCP	ADJ;NOM;FEM;PL
bepaalde	bestimmte	bepalen	bestimmt	V;V.PTCP	ADJ;NOM;FEM;PL
misschien	womöglich	misschien	womöglich	ADV	ADJ
misschien	vllt	misschien	vllt	ADV	
misschien	womöglich	misschien	womöglich	ADV	ADJ
iii	ill	iii	ill	N;MASC+FEM;SG	
iii	iii	iii	iii	N;MASC+FEM;SG	PROPN
gedaan	fertig	doen	fertig	V;V.PTCP	ADJ
tour	tour	tour	tour	N;MASC+FEM;SG	
tour	rundgang	tour	rundgang	N;MASC+FEM;SG	
vraag	ask	vraag	ask	N;MASC+FEM;SG	
vraag	frag	vraag	frag	N;MASC+FEM;SG	
vraag	fragen	vraag	fragen	N;MASC+FEM;SG	V;NFIN
vraag	anfrage	vraag	anfrage	N;MASC+FEM;SG	ADJ;NOM;FEM;SG
vraag	fragen	vraag	fragen	N;MASC+FEM;SG	V;NFIN
lengte	längen	lengte	längen	N;MASC+FEM;SG	V;NFIN
lengte	dauer	lengte	dauer	N;MASC+FEM;SG	
lengte	länge	lengte	länge	N;MASC+FEM;SG	ADJ
lengte	körpergröße	lengte	körpergröße	N;MASC+FEM;SG	ADJ;NOM;FEM;SG
lengte	grösse	lengte	groß	N;MASC+FEM;SG	
lengte	höhe	lengte	höch	N;MASC+FEM;SG	
hen	ihnen	hen	sie	PRO;ACC;3	PRO;DAT;PL;3
hen	hen	hen	hen	PRO;ACC;3	
hen	henne	hen	hennen	PRO;ACC;3	
voornamelijk	meistens	voornamelijk	meistens	ADJ	ADV
voornamelijk	meist	voornamelijk	meist	ADJ	ADV
voornamelijk	größtenteils	voornamelijk	größtenteils	ADJ	ADV
engeland	england	engeland	england	PROPN;NEUT;SG	PROPN;NOM;NEUT;SG
engeland	grossbritannien	engeland	grossbritannien	PROPN;NEUT;SG	PROPN;NOM;NEUT;SG
gebruiker	verwender	gebruiker	verwender	N;MASC+FEM;SG	
gebruiker	anwender	gebruiker	anwender	N;MASC+FEM;SG	ADJ
gebruiker	nutzer	gebruiker	nutzer	N;MASC+FEM;SG	
gebruiker	benutzer	gebruiker	benutzer	N;MASC+FEM;SG	ADJ
rivier	river	rivier	river	N;MASC+FEM;SG	PROPN;NOM;SG
rivier	flusses	rivier	fluß	N;MASC+FEM;SG	ADV
rivier	fluß	rivier	flaß	N;MASC+FEM;SG	
italië	italien	italië	italien	PROPN;NEUT;SG	PROPN;NOM;NEUT;SG
italiaanse	italiener	italiaans	italiener	ADJ	
start	start	starten	Start	V;SG;PRS;FIN	PROPN
start	anfang	starten	anfang	V;SG;PRS;FIN	N;ACC;MASC;SG
start	beginn	starten	beginnen	V;SG;PRS;FIN	V;IND;SG;3;PST;FIN
echt	wirklich	echt	wirklich	ADJ	ADV
chr	chr	chr	chr	N;MASC+FEM;SG	
positie	position	positie	position	N;MASC+FEM;SG	
positie	stellung	positie	Stellung	N;MASC+FEM;SG	
hetzelfde	gleich	hetzelfde	gleich	ADJ	ADV
hetzelfde	selbe	hetzelfde	selb	ADJ	
hetzelfde	dasselbe	hetzelfde	dasselbe	ADJ	ADV
londen	london	lond	london	PROPN;NEUT;SG	PROPN;NOM;NEUT;SG
piano	piano	piano	piano	N;MASC+FEM;SG	
piano	flügel	piano	flügeln	N;MASC+FEM;SG	ADJ
centrum	centrum	centrum	centrum	N;NEUT;SG	
centrum	zentrum	centrum	zentrum	N;NEUT;SG	PROPN;NOM;SG
centrum	mitte	centrum	mitte	N;NEUT;SG	ADV
centrum	zentriert	centrum	zentrieren	N;NEUT;SG	V;V.PTCP
centrum	center	centrum	center	N;NEUT;SG	PROPN;SG
centrum	zentrum	centrum	zentrum	N;NEUT;SG	PROPN;NOM;SG
centrum	stadtzentrum	centrum	stadtzentrum	N;NEUT;SG	V;V.PTCP
centrum	mitte	centrum	mitte	N;NEUT;SG	ADV
centrum	stadtmitte	centrum	stadtmitt	N;NEUT;SG	
centrum	mittelpunkt	centrum	mittelpunkt	N;NEUT;SG	ADV
type	type	type	type	N;NEUT;SG	
type	typ	type	typ	N;NEUT;SG	
type	tippen	type	tippen	N;NEUT;SG	V;NFIN
omvat	inklusive	omvatten	inklusive	V;SG;PRS;FIN	ADP
carabidae	carabidae	carabidae	carabidae	N;MASC+FEM;SG	PROPN;NOM;MASC;SG
leiden	vorsprung	leiden	vorsprung	V;NFIN	ADV
leiden	blei	leiden	blei	V;NFIN	
antwerpen	antwerpen	antwerpen	antwerpen	PROPN;NEUT;SG	
hymenoptera	hautflügler	hymenoptera	hautflügl	N;MASC+FEM;SG	ADJ
vervangen	ersetzung	vervangen	Ersetzung	V;V.PTCP	N;NOM;FEM;SG
vervangen	ersatz	vervangen	ersatzen	V;V.PTCP	
verwijderen	entfernt	verwijderen	entfernt	V;NFIN	ADJ
verwijderen	löschung	verwijderen	löschung	V;NFIN	N;NOM;FEM;SG
loopt	runs	lopen	runs	V;SG;PRS;FIN	
loopt	spaziergänge	lopen	spaziergänge	V;SG;PRS;FIN	ADJ;NOM;SG
succes	erfolg	succes	erfolg	N;NEUT;SG	ADJ
succes	erfolgs	succes	Erfolg	N;NEUT;SG	
succes	erfolgreich	succes	erfolgreich	N;NEUT;SG	ADJ
succes	erfolgsgeschichte	succes	erfolgsgeschichte	N;NEUT;SG	ADJ;NOM;FEM;PL
succes	erfolge	succes	erfolge	N;NEUT;SG	N;NOM;FEM;PL
gebieden	gebieten	gebied	gebieten	N;PL	V;NFIN
gebieden	gebiete	gebied	gebieten	N;PL	
gebieden	territorium	gebied	territorium	N;PL	ADJ
gebieden	bereiche	gebied	bereich	N;PL	
gebieden	bereichen	gebied	bereichen	N;PL	V;NFIN
gebieden	flächen	gebied	flächen	N;PL	V;NFIN
gebieden	gebiete	gebied	gebieten	N;PL	
verwijderd	gelöschte	verwijderen	gelöscht	V;V.PTCP	ADJ;NOM;FEM;PL
verwijderd	entfernt	verwijderen	entfernt	V;V.PTCP	ADJ
koninkrijk	königreich	koninkrijk	königreich	N;NEUT;SG	ADJ
vlaanderen	flandern	vlaanderen	flandern	V;NFIN	N;NOM;FEM;PL
oosten	östlich	oosten	östlich	N;NEUT;SG	ADJ
oosten	ostseite	oosten	ostseite	N;NEUT;SG	ADJ
oosten	osten	oosten	osten	N;NEUT;SG	ADV
gebaseerd	basierend	baseren	basierend	V;V.PTCP	ADJ
hoogte	höhen	hoogte	höhen	N;MASC+FEM;SG	V;NFIN
hoogte	höhe	hoogte	höch	N;MASC+FEM;SG	
hoogte	höhe	hoogte	höch	N;MASC+FEM;SG	
hoogte	körpergröße	hoogte	körpergröße	N;MASC+FEM;SG	ADJ;NOM;FEM;SG
hoogte	grösse	hoogte	groß	N;MASC+FEM;SG	
hoogte	höhe	hoogte	höch	N;MASC+FEM;SG	
bevolking	bevölkerung	bevolking	bevölkerung	N;MASC+FEM;SG	ADJ
bevolking	bevölkerungszahl	bevolking	bevölkerungszahl	N;MASC+FEM;SG	ADJ
bevolking	grundgesamtheit	bevolking	grundgesamtheit	N;MASC+FEM;SG	ADJ;NOM;SG
bevolking	einwohner	bevolking	einwohner	N;MASC+FEM;SG	N;NOM;MASC;PL
bevolking	einwohnerzahl	bevolking	einwohnerzahl	N;MASC+FEM;SG	ADJ
adres	anschrift	adres	anschreifen	N;NEUT;SG	V;V.PTCP
adres	adressen	adres	adressen	N;NEUT;SG	V;NFIN
architect	architekten	architect	architekt	N;MASC+FEM;SG	ADJ
architect	architekt	architect	architekt	N;MASC+FEM;SG	ADJ
architect	baumeister	architect	baumeister	N;MASC+FEM;SG	ADJ
punt	punkt	punt	punken	N;NEUT;SG	
punt	point	punt	poinen	N;NEUT;SG	
inderdaad	tatsächlich	inderdaad	tatsächlich	ADV	ADJ
style	stil	style	stil		ADJ
style	style	style	stylen		
vindt	funde	vinden	fund	V;SG;PRS;FIN	N;NOM;PL
radio	radiosender	radio	radiosender	N;MASC+FEM;SG	ADJ
radio	rundfunk	radio	rundfunk	N;MASC+FEM;SG	
radio	radio	radio	radio	N;MASC+FEM;SG	
radio	hörfunk	radio	hörfunk	N;MASC+FEM;SG	ADJ
radio	funkgerät	radio	funkgerät	N;MASC+FEM;SG	ADJ
persoon	person	persoon	person	N;MASC+FEM;SG	
rotterdam	rotterdam	rotterdam	rotterdam	PROPN;NEUT;SG	PROPN
walter	walther	walter	walth	N;MASC+FEM;SG	PROPN
walter	walter	walter	walter	N;MASC+FEM;SG	PROPN;NOM;MASC;SG
paar	paar	paar	paar	N;NEUT;SG	ADV
paar	paarweise	paar	paarweise	N;NEUT;SG	ADJ
paar	paaren	paar	paaren	N;NEUT;SG	N;NOM;PL
paar	paare	paar	paaren	N;NEUT;SG	
paar	pair	paar	pair	N;NEUT;SG	
paar	paar	paar	paar	N;NEUT;SG	ADV
paar	wenige	paar	wenig	N;NEUT;SG	ADJ;NOM;INDF;PL
paar	wenigen	paar	wenig	N;NEUT;SG	ADJ;ACC;INDF;PL
paar	paar	paar	paar	N;NEUT;SG	ADV
paar	ehepaar	paar	ehepaar	N;NEUT;SG	ADJ
paar	pärchen	paar	pärchen	N;NEUT;SG	
voorzitter	präsidenten	voorzitter	präsident	N;MASC+FEM;SG	ADJ;PL
voorzitter	vorsitzender	voorzitter	vorsitzend	N;MASC+FEM;SG	ADJ
voorzitter	präsident	voorzitter	präsident	N;MASC+FEM;SG	ADJ
voorzitter	präsidentin	voorzitter	präsidentin	N;MASC+FEM;SG	ADJ
voorzitter	vorsitzende	voorzitter	vorsitzend	N;MASC+FEM;SG	ADJ;NOM;FEM;SG
voorzitter	vorstandsvorsitzender	voorzitter	vorstandsvorsitzender	N;MASC+FEM;SG	ADJ
voorzitter	präsident	voorzitter	präsident	N;MASC+FEM;SG	ADJ
voorzitter	vorsitzender	voorzitter	vorsitzend	N;MASC+FEM;SG	ADJ
zeggen	sprichwort	zeggen	sprichworen	V;NFIN	
zeggen	redensart	zeggen	redensart	V;NFIN	
zeggen	say	zeggen	seyen	V;NFIN	PROPN
zeggen	sag	zeggen	saugen	V;NFIN	
russische	russen	russisch	russen	ADJ	
maanden	monate	maanden	monat	N;PL	ADV
heden	vorliegenden	heden	vorliegend	ADV	V;NFIN
heden	anwesend	heden	anwesend	ADV	ADJ
heden	gegenwart	heden	gegenwart	ADV	
heden	vorhanden	heden	vorhanden	ADV	ADJ
heden	präsentieren	heden	präsentieren	ADV	V;NFIN
heden	geschenk	heden	geschenk	ADV	ADJ
insee	insee	insee	insee	N;MASC+FEM;SG	PROPN;NOM;MASC;SG
tellingen	zählungen	telling	zählung	N;PL	V;NFIN
tellingen	volkszählungen	telling	volkszählung	N;PL	V;NFIN
haag	hague	haag	hague	PROPN;MASC+FEM;SG	
haag	haag	haag	haagen	PROPN;MASC+FEM;SG	PROPN;NOM;SG
haag	haager	haag	haager	PROPN;MASC+FEM;SG	PROPN;NOM;SG
haag	haag	haag	haagen	PROPN;MASC+FEM;SG	PROPN;NOM;SG
keizer	imperator	keizer	imperator	N;MASC+FEM;SG	PROPN
keizer	kaiser	keizer	kaiser	N;MASC+FEM;SG	
keizer	herrscher	keizer	herrscher	N;MASC+FEM;SG	
keizer	kaisers	keizer	kaisers	N;MASC+FEM;SG	
kanton	kantone	kanton	kanton	N;NEUT;SG	N;NOM;FEM;PL
volledig	voller	volledig	voll	ADJ	
volledig	vollen	volledig	voll	ADJ	
volledig	volle	volledig	voll	ADJ	N;NOM;FEM;PL
spanje	spanien	spanje	spanien	PROPN;NEUT;SG	PROPN;NOM;NEUT;SG
spanje	kanaren	spanje	kanar	PROPN;NEUT;SG	ADJ
overzicht	überblick	overzicht	überblick	N;NEUT;SG	PROPN
hoofdstad	hauptstadt	hoofdstad	hauptstadt	N;MASC+FEM;SG	ADJ
hoofdstad	kapital	hoofdstad	kapital	N;MASC+FEM;SG	
willen	will	willen	wollen	V;NFIN	V;IND;SG;3;PRS;FIN
willen	wollen	willen	wollen	V;NFIN	V;IND;PL;3;PRS;FIN
willen	möchten	willen	mögen	V;NFIN	V;IND;PL;3;PST;FIN
ontwikkeling	entwicklungspolitik	ontwikkeling	entwicklungspolitik	N;MASC+FEM;SG	ADJ
ontwikkeling	entwicklungen	ontwikkeling	entwicklung	N;MASC+FEM;SG	V;NFIN
ontwikkeling	evolution	ontwikkeling	evolution	N;MASC+FEM;SG	PROPN
ontwikkeling	entwicklungen	ontwikkeling	entwicklung	N;MASC+FEM;SG	V;NFIN
broer	bruders	broer	bruders	N;MASC+FEM;SG	
broer	bruder	broer	bruder	N;MASC+FEM;SG	ADJ
onderfamilie	unterfamilie	onderfamilie	unterfamilie	N;MASC+FEM;SG	ADJ
direct	sofort	direct	sofort	ADJ	ADV
direct	sofort	direct	sofort	ADJ	ADV
waarom	weshalb	waarom	weshalb	ADV	CONJ
carrière	laufbahn	carrière	laufbahnen	N;MASC+FEM;SG	V;IND;SG;3;PST;FIN
carrière	karriere	carrière	karrieren	N;MASC+FEM;SG	V;IND;SG;3;PST;FIN
carrière	werdegang	carrière	werdegang	N;MASC+FEM;SG	
carrière	laufbahn	carrière	laufbahnen	N;MASC+FEM;SG	V;IND;SG;3;PST;FIN
carrière	karriere	carrière	karrieren	N;MASC+FEM;SG	V;IND;SG;3;PST;FIN
carrière	laufbahnen	carrière	laufbahnen	N;MASC+FEM;SG	N;NOM;PL
george	coco	georg	coco	N;MASC+FEM;SG	PROPN;NOM;MASC;SG
