culturas	κουλτούρες	cultura	κουλτούρα	N	ADJ;NOM;FEM;PL
utiliza	χρησιμοποίηση	utilizar	χρησιμοποίηση	V	N;ACC;FEM;SG
orientais	ανατολικά	oriental	ανατολικά	ADJ	ADV
inxección	ενέσιμο	inxección	ενέσιμο	N	ADJ;NOM;NEUT;SG
diaños	το	diaño	ο	N	DET;NOM;DEF;NEUT;SG
cheguen	αυτοί	chegar	αυτός	V	PRO;NOM;MASC;PL;3
actuais	νυν	actual	νυν	ADJ	N
actuais	ρεύμα	actual	ρεύμα	ADJ	N;NOM;NEUT;SG
contrasinal	κωδικός	contrasinal	κωδικός	N	ADJ;NOM;MASC;SG
contrasinal	κωδικό	contrasinal	κωδικός	N	ADJ;NOM;NEUT;SG
mandela	μαντέλα	mandela	μαντέλα	PROPN	N;NOM;MASC;SG
mark	μαρκ	mark	μαρκ	PROPN	
mark	μάρκ	mark	μάρκ	PROPN	
mark	mark	mark	mark	PROPN	
porca	βρώμικο	porco	βρώμικος	N	ADJ;NOM;NEUT;SG
porca	βρώμικη	porco	βρώμικος	N	ADJ;NOM;FEM;SG
porca	βρώμικα	porco	βρώμικα	N	ADJ;NOM;NEUT;PL
porca	βρώμικος	porco	βρώμικος	N	ADJ;NOM;MASC;SG
lendo	ανάγνωση	lendo	ανάγνωση	V	N;NOM;FEM;SG
lendo	διάβασμα	lendo	διάβασμα	V	N;NOM;NEUT;SG
sa	υγιές	sa	υγιές	PROPN	ADJ;NOM;NEUT;SG
sa	υγιής	sa	υγιής	PROPN	ADJ;NOM;MASC;SG
sa	υγιή	sa	υγιή	PROPN	ADJ;NOM;NEUT;PL
sa	υγιείς	sa	υγιής	PROPN	ADJ;NOM;MASC;PL
tomen	λήψη	tomar	λήψη	V	N;ACC;FEM;SG
ética	ηθική	ética	ηθικός	N	ADJ;NOM;FEM;SG
cruzando	διέλευση	cruzar	διέλευση	V	N;ACC;FEM;SG
cruzando	διάβαση	cruzar	διάβαση	V	N;ACC;FEM;SG
serra	sierra	serra	sierra	N	
serra	σιέρρα	serra	σιέρρα	N	PROPN;NOM;FEM;SG
serra	σιέρα	serra	σιέρα	N	PROPN;NOM;FEM;SG
xen	τζην	xen	τζεν	PROPN	
xen	gene	xen	gene	PROPN	
xen	τζιν	xen	τζεν	PROPN	N;NOM;NEUT;SG
xen	γονίδιο	xen	γονίδιο	PROPN	N;NOM;NEUT;SG
asilo	νοσηλευτική	asilo	νοσηλευτικός	N	ADJ;NOM;FEM;SG
simon	σιμόν	ser	σιμόν	PROPN	
simon	σάιμον	ser	σάιμον	PROPN	PROPN;NOM;MASC;SG
nucleares	πυρηνικός	nuclear	πυρηνικός	V	ADJ;NOM;MASC;SG
nucleares	πυρηνικά	nuclear	πυρηνικός	V	ADV
nucleares	πυρηνική	nuclear	πυρηνικός	V	ADJ;NOM;FEM;SG
henry	ερρίκος	henry	ερρίκος	PROPN	N;NOM;MASC;SG
henry	χένρυ	henry	χένρυ	PROPN	PROPN;NOM;MASC;SG
henry	χένρι	henry	χένρι	PROPN	
use	χρήση	use	χρήση	V	N;ACC;FEM;SG
use	χρησιμοποίηση	use	χρησιμοποίηση	V	N;ACC;FEM;SG
aparecer	εμφάνιση	aparecer	εμφάνιση	V	N;ACC;FEM;SG
aparecer	show	aparecer	show	V	
aparecer	παράσταση	aparecer	παράσταση	V	N;ACC;FEM;SG
suecia	σουηδία	suecia	σουηδία	PROPN	PROPN;ACC;FEM;SG
pares	σταματήστε	par	σταματώ	N	V;PFV;IMP;PL;2;FIN;ACT
pares	σταμάτα	par	σταμάτα	N	V;IPFV;IND;SG;1;PRS;FIN;ACT
reside	ψέματα	residir	ψέμα	V	N;NOM;NEUT;PL
reside	ψέμματα	residir	ψέμμα	V	N;NOM;NEUT;PL
farían	αυτοί	facer	αυτός	V	PRO;NOM;MASC;PL;3
xerais	στρατηγός	xeral	στρατηγός	ADJ	N;NOM;MASC;SG
xerais	γενικά	xeral	γενικά	ADJ	ADV
xerais	στρατηγοί	xeral	στρατηγός	ADJ	N;NOM;MASC;PL
xerais	στρατηγούς	xeral	στρατηγός	ADJ	N;ACC;MASC;PL
golpes	φυσάει	golpe	φύσομαι	N	V;IPFV;IND;SG;3;PRS;FIN;ACT
colleron	αυτοί	coller	αυτός	V	PRO;NOM;MASC;PL;3
teredes	εσείς	ter	εγώ	V	PRO;NOM;MASC;PL;2
trataba	ήταν	tratar	είμαι	V	V;IPFV;IND;SG;3;PST;FIN;PASS
reláxate	χαλάρωσε	reláxate	χαλαρώνω	PROPN	V;PFV;IND;SG;3;PST;FIN;ACT
entendía	κατανοητό	entender	κατανοητός	V	ADJ;NOM;NEUT;SG
bater	χτύπημα	bater	χτύπημα	V	N;NOM;NEUT;SG
perdoar	συγχώρεσέ	perdoar	συγχώρωση	V	N;VOC;FEM;SG
manteñen	αυτοί	manter	αυτός	V	PRO;NOM;MASC;PL;3
elemento	το	elemento	ο	N	DET;NOM;DEF;NEUT;SG
mecánico	μηχανικά	mecánico	μηχανικά	N	ADV
mecánico	μηχανικό	mecánico	μηχανικός	N	ADJ;NOM;NEUT;SG
mecánico	μηχανικός	mecánico	μηχανικός	N	ADJ;NOM;MASC;SG
piden	για	pedir	για	V	ADP
piden	for	pedir	for	V	
piden	αυτοί	pedir	αυτός	V	PRO;NOM;MASC;PL;3
durmimos	ύπνος	durmir	ύπνος	V	N;NOM;MASC;SG
durmimos	ύπνο	durmir	ύπνο	V	N;ACC;MASC;SG
espacial	χαμπλ	espacial	χαμπλ	N	
espacial	space	espacial	space	N	
barra	bar	barra	bar	N	
gertrude	γερτρούδη	gertrude	γερτρούδος	PROPN	
sinceramente	αλήθεια	sinceramente	αλήθεια	ADV	N;NOM;FEM;SG
hara	χάρα	haber	χάρα	N	
bebendo	ποτό	beber	ποτό	V	N;NOM;NEUT;SG
recorda	εσείς	recordar	εγώ	V	PRO;NOM;MASC;PL;2
green	πράσινη	grear	πράσινος	PROPN	ADJ;NOM;FEM;SG
green	πράσινα	grear	πράσινος	PROPN	ADV
green	πράσινος	grear	πράσινος	PROPN	ADJ;NOM;MASC;SG
green	πράσινο	grear	πράσινο	PROPN	PROPN;NOM;NEUT;SG
green	πρασινο	grear	πρασινο	PROPN	N;NOM;NEUT;SG
clásico	κλασικά	clásico	κλασικός	ADJ	ADV
clásico	κλασσικά	clásico	κλασσικός	ADJ	ADV
clásico	κλασικά	clásico	κλασικός	ADJ	ADV
armado	οπλισμένοι	armar	οπλίζω	N	V;PFV;NOM;MASC;PL;V.PTCP;PASS
armado	οπλισμένη	armar	οπλίσκω	N	V;PFV;NOM;FEM;SG;V.PTCP;PASS
armado	οπλισμένος	armar	οπλισμένος	N	V;PFV;NOM;MASC;SG;V.PTCP;PASS
armado	ένοπλες	armar	ένοπλος	N	ADJ;NOM;FEM;PL
armado	οπλισμένο	armar	οπλίζω	N	V;PFV;NOM;NEUT;SG;V.PTCP;PASS
afastados	μακριά	afastar	μακριά	V	ADV
afastados	απο	afastar	απο	V	ADP
afastados	από	afastar	από	V	ADP
averiguar	έξω	averiguar	έξω	V	ADV
averiguar	out	averiguar	out	V	
averiguar	εξω	averiguar	εξω	V	ADV
brando	απαλά	brando	απαλός	V	N;NOM;NEUT;PL
brando	μαλακός	brando	μαλακός	V	ADJ;NOM;MASC;SG
brando	μαλακά	brando	μαλακά	V	N;NOM;NEUT;PL
brando	μαλακό	brando	μαλακός	V	ADJ;NOM;NEUT;SG
sospeita	ύποπτοι	sospeita	ύποπτος	N	ADJ;NOM;MASC;PL
sospeita	ύποπτους	sospeita	ύποπτος	N	ADJ;NOM;MASC;PL
sospeita	υπόπτους	sospeita	ύποπτος	N	ADJ;NOM;MASC;PL
novidade	νέο	novidade	νέος	N	ADJ;ACC;NEUT;SG
novidade	νέα	novidade	νέος	N	ADJ;NOM;NEUT;PL
novidade	νέος	novidade	νέος	N	ADJ;NOM;MASC;SG
mañán	αύριο	mañán	αύριο	N	ADV
sintes	νιώθω	sinte	νιώθω	N	V;IPFV;IND;SG;1;PRS;FIN;ACT
sintes	νιώσε	sinte	νιώνω	N	V;PFV;IND;SG;1;PST;FIN;ACT
bicos	φιλάκια	bico	φιλάκιο	N	V;IPFV;IND;SG;1;PRS;FIN;ACT
soto	υπόγειο	soto	υπόγειο	PROPN	N;NOM;NEUT;SG
soto	κελάρι	soto	κελάρι	PROPN	N;NOM;NEUT;SG
ocuparse	φροντίδα	ocuparsir	φροντίδα	PROPN	N;NOM;FEM;SG
ocuparse	πάρτε	ocuparsir	πάρτε	PROPN	V;IPFV;IND;PL;2;PRS;FIN;ACT
ocuparse	λήψη	ocuparsir	λήψη	PROPN	N;ACC;FEM;SG
ocuparse	πάρε	ocuparsir	πάρε	PROPN	V;IPFV;IND;SG;1;PRS;FIN;ACT
eterna	αιώνιος	eterno	αιώνιος	N	ADJ;NOM;MASC;SG
elixido	εκλεκτός	elixir	εκλεκτός	V	N;NOM;MASC;SG
elixido	ένας	elixir	ένας	V	DET;NOM;INDF;MASC;SG
elixido	ενα	elixir	ένας	V	N;NOM;NEUT;SG
elixido	μία	elixir	ένας	V	NUM;NOM;FEM;SG
elixido	ένα	elixir	ένας	V	NUM;NOM;NEUT;SG
elixido	μια	elixir	ένας	V	NUM;NOM;FEM;SG
fíxate	κοίτα	fíxate	κοίτα	PROPN	V;IPFV;IND;SG;1;PRS;FIN;ACT
créame	πιστέψτε	créame	πιστέψτε	PROPN	V;PFV;IND;PL;2;PST;FIN;ACT
créame	πίστεψε	créame	πιστεύω	PROPN	V;PFV;IND;SG;3;PST;FIN;ACT
georgie	τζόρτζι	georgie	τζόρτζι	PROPN	N
dareille	δώστε	dareille	δώστε	ADV	N;ACC;FEM;SG
dareille	δώσε	dareille	δίνω	ADV	V;IPFV;IND;SG;1;PRS;FIN;ACT
cansos	κουρασμένοι	canso	κουράζω	N	V;PFV;NOM;MASC;PL;V.PTCP;PASS
cansos	κουρασμένο	canso	κουράζω	N	V;PFV;NOM;NEUT;SG;V.PTCP;PASS
cansos	κουρασμένος	canso	κουρασμένος	N	V;PFV;NOM;MASC;SG;V.PTCP;PASS
cansos	κουρασμένη	canso	κουράζω	N	V;PFV;NOM;FEM;SG;V.PTCP;PASS
pases	χρονος	pase	χρονος	N	DET;NOM;DEF;MASC;SG
pazo	palace	pazo	palace	N	
pazo	villa	pazo	villa	N	
pazo	βίλα	pazo	βίλα	N	
pazo	βίλλα	pazo	βίλλα	N	PROPN;NOM;FEM;SG
volvería	πλάτη	volver	πλάτος	V	N;NOM;FEM;SG
volvería	πισω	volver	πισω	V	ADV
volvería	πίσω	volver	πίσω	V	ADV
volvería	πάλι	volver	πάλι	V	ADV
volvería	ξανά	volver	ξανά	V	ADV
volvería	παλι	volver	παλι	V	ADV
saes	εσύ	saber	εσύ	PROPN	V;IPFV;IND;SG;1;PRS;FIN;ACT
saes	εσείς	saber	εγώ	PROPN	PRO;NOM;MASC;PL;2
saes	εσυ	saber	εσυ	PROPN	V;IPFV;IND;SG;1;PRS;FIN;ACT
saes	έξω	saber	έξω	PROPN	ADV
saes	out	saber	out	PROPN	
saes	εξω	saber	εξω	PROPN	ADV
solitario	μοναχικά	solitario	μοναχικός	N	ADJ;NOM;NEUT;PL
solitario	μοναχικό	solitario	μοναχικός	N	ADJ;NOM;NEUT;SG
solitario	μοναχικός	solitario	μοναχικός	N	ADJ;NOM;MASC;SG
aturo	can	aturo	can	V	
aturo	λήψη	aturo	λήψη	V	N;ACC;FEM;SG
aturo	stand	aturo	stand	V	
direiche	πες	direiche	πες	PROPN	V;IPFV;IND;SG;1;PRS;FIN;ACT
responsábeis	υπεύθυνοι	responsábel	υπεύθυνος	N	ADJ;NOM;MASC;PL
responsábeis	υπεύθυνη	responsábel	υπεύθυνος	N	ADJ;NOM;FEM;SG
responsábeis	υπεύθυνος	responsábel	υπεύθυνος	N	ADJ;NOM;MASC;SG
responsábeis	υπεύθυνο	responsábel	υπεύθυνος	N	ADJ;NOM;NEUT;SG
responsábeis	για	responsábel	για	N	ADP
responsábeis	for	responsábel	for	N	
desexaría	ευχή	desexar	ευχή	V	N;NOM;FEM;SG
desexaría	επιθυμία	desexar	επιθυμία	V	N;ACC;FEM;SG
plena	το	pleno	ο	ADJ	DET;NOM;DEF;NEUT;SG
municións	πυρομαχικά	munición	πυρομαχικά	N	ADV
municións	πυρομαχικά	munición	πυρομαχικά	N	ADV
quite	λήψη	quite	λήψη	V	N;ACC;FEM;SG
quite	off	quite	off	V	
louis	λουδοβίκος	loui	λουδοβίκος	PROPN	N;NOM;MASC;SG
louis	λούης	loui	λούος	PROPN	N;NOM;MASC;SG
louis	λούις	loui	λούις	PROPN	PROPN;NOM;MASC;SG
louis	λουί	loui	λουί	PROPN	PROPN;NOM;MASC;SG
louis	louis	loui	louis	PROPN	
recordas	θυμάσαι	recorda	θυμάμαι	N	V;PFV;IND;SG;1;PST;FIN;ACT
recordas	θυμήσου	recorda	θύμησος	N	V;PFV;IND;SG;1;PRS;FIN;ACT
recordas	θυμηθείτε	recorda	θυμώ	N	V;PFV;IND;PL;2;FIN;PASS
miami	μαϊάμι	miami	μαϊάμι	PROPN	
descansa	ξεκούραση	descansa	ξεκούραση	V	N;NOM;FEM;SG
descansa	υπόλοιπα	descansa	υπόλοιπος	V	ADV
descansa	ανάπαυση	descansa	ανάπαυση	V	N;ACC;FEM;SG
stratton	στράτον	stratton	στράτον	PROPN	N
francesas	γάλλοι	francesa	γάλλος	ADJ	PROPN;NOM;MASC;PL
francesas	γάλλος	francesa	γάλλος	ADJ	N;NOM;MASC;SG
francesas	γαλλικά	francesa	γαλλικά	ADJ	ADV
perdes	εσείς	perde	εγώ	V	PRO;NOM;MASC;PL;2
falaron	αυτοί	falar	αυτός	V	PRO;NOM;MASC;PL;3
zeke	ζικ	zeke	ζικ	PROPN	
detente	σταματήστε	detente	σταματώ	PROPN	V;PFV;IMP;PL;2;FIN;ACT
detente	σταμάτα	detente	σταμάτα	PROPN	V;IPFV;IND;SG;1;PRS;FIN;ACT
servirá	γουίλ	servir	γουίλ	V	
servirá	will	servir	will	V	
servirá	θα	servir	θα	V	PART
amarelo	κίτρινος	amarelo	κίτρινος	N	ADJ;NOM;MASC;SG
amarelo	κίτρινη	amarelo	κίτρινος	N	ADJ;NOM;FEM;SG
wheeler	γουίλερ	wheeler	γουίλερ	PROPN	V;IPFV;IND;SG;3;PST;FIN;ACT
duras	σκληρά	duro	σκληρά	ADJ	ADV
estouche	εσύ	estouche	εσύ	PROPN	V;IPFV;IND;SG;1;PRS;FIN;ACT
estouche	εσείς	estouche	εγώ	PROPN	PRO;NOM;MASC;PL;2
estouche	εσυ	estouche	εσυ	PROPN	V;IPFV;IND;SG;1;PRS;FIN;ACT
della	della	della	della	PROPN	
trucos	βρώμικο	truco	βρώμικος	N	ADJ;NOM;NEUT;SG
trucos	βρώμικη	truco	βρώμικος	N	ADJ;NOM;FEM;SG
alumnado	μαθητών	alumnado	μαθητής	V	N;GEN;MASC;PL
alumnado	μαθητές	alumnado	μαθητής	V	N;NOM;MASC;PL
alumnado	κόρες	alumnado	κόρα	V	N;NOM;FEM;PL
alumnado	σπουδαστές	alumnado	σπουδαστής	V	N;NOM;MASC;PL
alumnado	μαθητές	alumnado	μαθητής	V	N;NOM;MASC;PL
alumnado	φοιτητές	alumnado	φοιτητής	V	N;NOM;MASC;PL
vera	βέρα	verar	βέρα	N	PROPN;NOM;FEM;SG
bárbaros	βάρβαροι	bárbaro	βάρβαρος	N	ADJ;NOM;MASC;PL
bárbaros	βάρβαροι	bárbaro	βάρβαρος	N	ADJ;NOM;MASC;PL
bárbaros	άγριοι	bárbaro	άγριος	N	ADJ;NOM;MASC;PL
entendín	κατανοητό	entender	κατανοητός	V	ADJ;NOM;NEUT;SG
movédevos	μετακινήστε	movédevo	μετακινώ	N	V;PFV;IND;PL;2;PST;FIN;PASS
stan	stan	stan	stan	V	
stan	σταν	stan	σταν	V	
stan	εσείς	stan	εγώ	V	PRO;NOM;MASC;PL;2
west	δυτικά	west	δυτικά	PROPN	ADV
west	δυτική	west	δυτικός	PROPN	ADJ;NOM;FEM;SG
west	γουέστ	west	γουέστ	PROPN	
west	δύση	west	δύση	PROPN	N;ACC;FEM;SG
bild	bild	bild	bild	PROPN	
marines	θαλάσσια	marine	θαλάσσιος	N	ADJ;NOM;FEM;SG
marines	μαρίν	marine	μαρίν	N	
dickie	ντίκι	dickie	ντίκι	PROPN	N
cóidate	πάρτε	cóidate	πάρτε	N	V;IPFV;IND;PL;2;PRS;FIN;ACT
cóidate	πάρε	cóidate	πάρε	N	V;IPFV;IND;SG;1;PRS;FIN;ACT
armenia	αρμενία	armenia	αρμενία	N	PROPN;ACC;FEM;SG
correde	τρέξε	correder	τρώω	PROPN	N
turista	τουριστικό	turista	τουριστικός	N	ADJ;NOM;NEUT;SG
mann	μαν	mann	μαν	PROPN	
mann	mann	mann	mann	PROPN	
kathy	κάθυ	kathy	κάθυ	PROPN	N
kathy	κάθι	kathy	κάθι	PROPN	
alicia	alice	alicia	alice	N	
won	κέρδισα	won	κέρδισα	N	V;PFV;IND;SG;1;PST;FIN;ACT
won	γουόν	won	γουόν	N	
won	κέρδισε	won	κερδίζω	N	V;PFV;IND;SG;3;PST;FIN;ACT
heavy	βαρύς	heavy	βαρύς	PROPN	ADJ;NOM;MASC;SG
heavy	βαρύ	heavy	βαρύς	PROPN	N;NOM;NEUT;SG
heavy	βαριά	heavy	βαριός	PROPN	ADV
wey	γουέι	wey	γουέι	PROPN	
cora	κόρα	cora	κόρα	PROPN	N;NOM;FEM;SG
doutora	δόκτωρ	doutor	δόκτωρ	N	
doutora	γιατρέ	doutor	γιατρές	N	V;IPFV;IND;SG;1;PRS;FIN;ACT
conquistar	κατάκτηση	conquistar	κατάκτηση	V	N;ACC;FEM;SG
procede	απο	proceder	απο	V	ADP
procede	από	proceder	από	V	ADP
vise	πριόνι	visir	πριόνι	V	N;NOM;NEUT;SG
vise	βλέπε	visir	βλέπω	V	
vise	δειτε	visir	δειτε	V	
debates	ντιμπέιτ	debate	ντιμπέιτ	N	
soben	αυτό	sober	αυτός	V	PRO;NOM;NEUT;SG;3
soben	ότι	sober	ότι	V	CONJ
soben	that	sober	that	V	
cometeu	φτιαγμένα	cometar	φτιαγμένα	V	ADJ;NOM;NEUT;PL
favoritos	αγαπημένα	favorito	αγαπημένος	N	ADV
favoritos	αγαπημένη	favorito	αγαπημένος	N	V;PFV;NOM;FEM;SG;V.PTCP;PASS
favoritos	αγαπημένος	favorito	αγαπημένος	N	V;PFV;NOM;MASC;SG;V.PTCP;PASS
favoritos	αγαπημένο	favorito	αγαπημένος	N	V;PFV;NOM;NEUT;SG;V.PTCP;PASS
favoritos	αγαπημένες	favorito	αγαπημένος	N	V;PFV;NOM;FEM;PL;V.PTCP;PASS
favoritos	αγαπημένα	favorito	αγαπημένος	N	ADV
favoritos	αγαπημένες	favorito	αγαπημένος	N	V;PFV;NOM;FEM;PL;V.PTCP;PASS
comparten	share	compartir	share	V	
comparten	κοινοποίηση	compartir	κοινοποίηση	V	N;NOM;FEM;SG
comparten	μετοχή	compartir	μετοχή	V	N;NOM;FEM;SG
comparten	μερίδιο	compartir	μερίδιο	V	N;NOM;NEUT;SG
volvía	πλάτη	volvía	πλάτος	V	N;NOM;FEM;SG
volvía	πισω	volvía	πισω	V	ADV
volvía	πίσω	volvía	πίσω	V	ADV
musical	μιούζικαλ	musical	μιούζικαλ	ADJ	N;NOM;NEUT;SG
musical	μουσικη	musical	μουσίκη	ADJ	N;NOM;FEM;SG
funcionamento	πως	funcionamento	πως	N	CONJ
funcionamento	πώς	funcionamento	πώς	N	ADV
illado	αυτό	illar	αυτός	V	PRO;NOM;NEUT;SG;3
illado	ότι	illar	ότι	V	CONJ
illado	that	illar	that	V	
fundamental	θεμελιώδη	fundamental	θεμελιώδη	ADJ	ADV
fundamental	θεμελιώδεις	fundamental	θεμελίωδη	ADJ	N;NOM;FEM;PL
causas	προκαλεί	causa	προκαλώ	N	V;IPFV;IND;SG;3;PRS;FIN;ACT
substituír	αντικατάσταση	substituír	αντικατάσταση	V	N;ACC;FEM;SG
substituír	αντικατάσταση	substituír	αντικατάσταση	V	N;ACC;FEM;SG
substituír	αναπληρωματικό	substituír	αναπληρωματικός	V	N;NOM;NEUT;SG
substituír	υποκατάστατο	substituír	υποκατάστατος	V	N;NOM;NEUT;SG
substituír	για	substituír	για	V	ADP
substituír	for	substituír	for	V	
sentirse	νιώθω	sentirse	νιώθω	N	V;IPFV;IND;SG;1;PRS;FIN;ACT
sentirse	νιώσε	sentirse	νιώνω	N	V;PFV;IND;SG;1;PST;FIN;ACT
campá	μπελ	campá	μπελ	N	
campá	bell	campá	bell	N	
saíde	έξω	saíde	έξω	PROPN	ADV
saíde	out	saíde	out	PROPN	
saíde	εξω	saíde	εξω	PROPN	ADV
entras	ελα	entra	έλας	PROPN	V;IPFV;IND;SG;1;PRS;FIN;ACT
entras	έλα	entra	έλας	PROPN	V;IPFV;IND;SG;1;PRS;FIN;ACT
elo	αυτό	elo	αυτός	PROPN	PRO;NOM;NEUT;SG;3
elo	ότι	elo	ότι	PROPN	CONJ
elo	that	elo	that	PROPN	
preguntarnos	ρώτησε	preguntarno	ρωτώ	N	V;PFV;IND;SG;3;PST;FIN;ACT
preguntarnos	ρώτα	preguntarno	ρώτα	N	V;IPFV;IND;SG;1;PRS;FIN;ACT
preguntarnos	ρωτήστε	preguntarno	ρωτώ	N	V;PFV;IND;PL;2;FIN;ACT
preguntarnos	ρωτήσω	preguntarno	ρωτώ	N	V;PFV;IND;SG;1;FIN;ACT
preguntarnos	ζήτα	preguntarno	ζήτα	N	V;IPFV;IND;SG;1;PST;FIN;ACT
entrando	είσοδος	entrar	είσοδος	V	N;NOM;FEM;SG
prestar	πληρωμή	prestar	πληρωμή	V	N;NOM;FEM;SG
persoais	προσωπικό	persoal	προσωπικό	ADJ	N;NOM;NEUT;SG
persoais	προσωπικά	persoal	προσωπικά	ADJ	ADV
defecto	προκαθορισμένα	defecto	προκαθορίζω	N	V;PFV;NOM;NEUT;PL;V.PTCP;PASS
defecto	προκαθορισμένη	defecto	προκαθορίζω	N	V;PFV;NOM;FEM;SG;V.PTCP;PASS
defecto	προκαθορισμένο	defecto	προκαθορίζω	N	V;PFV;NOM;NEUT;SG;V.PTCP;PASS
eléctrica	ηλεκτρικά	eléctrico	ηλεκτρικά	ADJ	ADV
eléctrica	power	eléctrico	power	ADJ	
eléctrica	εξουσία	eléctrico	εξουσία	ADJ	N;NOM;FEM;SG
eléctrica	δύναμη	eléctrico	δύναμη	ADJ	N;ACC;FEM;SG
eléctrica	ισχύς	eléctrico	ισχύς	ADJ	N;NOM;FEM;SG
interiores	εσωτερικό	interior	εσωτερικό	ADJ	N;NOM;NEUT;SG
traxes	ανατολική	traxe	ανατολικός	N	ADJ;NOM;FEM;SG
traxes	ανατολικά	traxe	ανατολικά	N	ADV
traxes	ανατολικό	traxe	ανατολικός	N	ADJ;NOM;NEUT;SG
traxes	ανατολικές	traxe	ανατολικός	N	ADJ;NOM;FEM;PL
limitado	limited	limitado	limited	ADJ	
limitado	περιορισμένη	limitado	περιορίζω	ADJ	V;PFV;NOM;FEM;SG;V.PTCP;PASS
limitado	περιορισμένα	limitado	περιορίζω	ADJ	ADV
limitado	περιορισμένο	limitado	περιορίζω	ADJ	V;PFV;NOM;NEUT;SG;V.PTCP;PASS
limitado	περιορισμένος	limitado	περιορισμένος	ADJ	V;PFV;NOM;MASC;SG;V.PTCP;PASS
ancián	παλαιά	ancián	παλιός	N	ADV
ancián	παλιό	ancián	παλιός	N	ADJ;NOM;NEUT;SG
ancián	παλαιό	ancián	παλιός	N	ADJ;NOM;NEUT;SG
ancián	παλιά	ancián	παλιός	N	ADV
ancián	φίλε	ancián	φίλομαι	N	V;IPFV;IND;SG;1;PRS;FIN;ACT
ancián	φιλε	ancián	φίλομαι	N	V;IPFV;IND;SG;1;PRS;FIN;ACT
radicais	ριζοσπαστικό	radical	ριζοσπαστικός	N	ADJ;NOM;NEUT;SG
radicais	ριζοσπαστική	radical	ριζοσπαστικός	N	ADJ;NOM;FEM;SG
radicais	ριζική	radical	ριζικός	N	ADJ;NOM;FEM;SG
recente	πρόσφατα	recente	πρόσφατα	ADJ	ADV
recente	πρόσφατο	recente	πρόσφατος	ADJ	N;NOM;NEUT;SG
italianos	ιταλικά	italiano	ιταλικά	ADJ	ADV
italianos	ιταλός	italiano	ιταλός	ADJ	PROPN;NOM;MASC;SG
italianos	ιταλούς	italiano	ιταλούς	ADJ	PROPN;ACC;MASC;PL
italianos	ιταλοί	italiano	ιταλός	ADJ	PROPN;NOM;MASC;PL
ouviu	εσείς	ouviu	εγώ	V	PRO;NOM;MASC;PL;2
jamie	jamie	jamie	jamie	PROPN	
jamie	τζέιμι	jamie	τζέιμι	PROPN	
ido	έφυγε	ido	φεύγω	ADV	V;PFV;IND;SG;3;PST;FIN;ACT
ido	εφυγε	ido	φύγω	ADV	V;PFV;IND;SG;3;PST;FIN;ACT
arruinar	ερείπιο	arruinar	ερείπιο	V	N;NOM;NEUT;SG
toquei	συγκινημένος	toquei	συγκινημένος	PROPN	V;PFV;NOM;MASC;SG;V.PTCP;PASS
toquei	άγγιξε	toquei	αγγίζω	PROPN	V;PFV;IND;SG;3;PST;FIN;ACT
toquei	άγγιγμα	toquei	άγγιγμα	PROPN	N;NOM;NEUT;SG
toquei	αφή	toquei	αφή	PROPN	N;NOM;FEM;SG
pecho	κλείσιμο	pecho	κλείσιμο	PROPN	N;NOM;NEUT;SG
pecho	κοντά	pecho	κοντά	PROPN	ADV
fármacos	ναρκωτικά	fármaco	ναρκωτικά	N	ADV
prácticas	πρακτικά	práctica	πρακτικά	N	ADV
prácticas	πρακτική	práctica	πρακτικός	N	ADJ;NOM;FEM;SG
prácticas	πρακτικός	práctica	πρακτικός	N	ADJ;NOM;MASC;SG
prácticas	πρακτικό	práctica	πρακτικός	N	ADJ;NOM;NEUT;SG
axuden	βοηθεια	axudar	βοηθεια	V	N;ACC;FEM;SG
axuden	βοήθεια	axudar	βοήθεια	V	N;ACC;FEM;SG
hackers	χάκερ	hacker	χάκερ	PROPN	N;NOM;MASC;SG
arrecifes	κόραλ	arrecife	κόραλ	N	
acabará	τέλος	acabar	τέλος	V	ADV
acabará	λήξη	acabar	λήξη	V	N;ACC;FEM;SG
acabará	γουίλ	acabar	γουίλ	V	
acabará	will	acabar	will	V	
acabará	θα	acabar	θα	V	PART
mortas	νεκροί	morto	νεκρός	N	ADJ;NOM;MASC;PL
mortas	νεκρός	morto	νεκρός	N	ADJ;NOM;MASC;SG
egoísta	εγωιστής	egoísta	εγωιστής	N	ADJ;NOM;MASC;SG
egoísta	εγωιστικό	egoísta	εγωιστικός	N	ADJ;NOM;NEUT;SG
crecín	μεγάλωσε	crecín	μεγάλω	PROPN	V;PFV;IND;SG;3;PST;FIN;ACT
camiñas	περπατώντας	camiña	περπατώ	N	V;IPFV;V.CVB;ACT
camiñas	εσύ	camiña	εσύ	N	V;IPFV;IND;SG;1;PRS;FIN;ACT
camiñas	εσείς	camiña	εγώ	N	PRO;NOM;MASC;PL;2
camiñas	εσυ	camiña	εσυ	N	V;IPFV;IND;SG;1;PRS;FIN;ACT
camiñas	περίπατος	camiña	περίπατος	N	ADJ;NOM;MASC;SG
claridade	ξεκάθαρα	claridade	ξεκάθαρα	N	ADV
claridade	σαφώς	claridade	σαφώς	N	ADV
disposta	πρόθυμος	disposta	πρόθυμος	V	ADJ;NOM;MASC;SG
disposta	πρόθυμοι	disposta	πρόθυμος	V	ADJ;NOM;MASC;PL
