com	com	com	com	ADP	
dirigido	ביים	dirigir	ביים	V;MASC;SG;V.PTCP	PROPN
rainha	מלכה	rainha	מלכה	N;FEM;SG	PROPN
rainha	המלכה	rainha	המלכה	N;FEM;SG	
faculdade	המכללה	faculdade	המכללה	N;FEM;SG	
faculdade	סגל	faculdade	סגל	N;FEM;SG	PROPN
faculdade	הפקולטה	faculdade	הפקולטה	N;FEM;SG	PROPN
características	מאפיינים	característica	אפיין	N;FEM;PL	V;MASC;PL;V.PTCP;ACT
características	מאפיינים	característica	אפיין	N;FEM;PL	V;MASC;PL;V.PTCP;ACT
casamento	נישואים	casamento	נישואין	N;MASC;SG	N;MASC;PL
casamento	נישואין	casamento	נישואין	N;MASC;SG	N;MASC;PL
casamento	החתונה	casamento	החתונה	N;MASC;SG	ADV
mal	מאל	mal	מאל	ADV	
mal	מל	mal	מל	ADV	PROPN
mal	רשע	mal	רשע	ADV	PROPN
mal	הרוע	mal	הרוע	ADV	N;MASC;SG
mal	רוע	mal	רוע	ADV	
usando	שימוש	usar	שימוש	V;V.MSDR	N;MASC;SG
formato	פורמט	formato	פורמט	N;MASC;SG	PROPN
formato	בפורמט	formato	בפורמט	N;MASC;SG	
lima	לימה	lima	לימה	N;MASC;SG	PROPN
lima	בלימה	lima	בלימה	N;MASC;SG	PROPN
lima	ליים	lima	ליים	N;MASC;SG	PROPN
casou	נשוי	casar	נשוי	V;IND;SG;3;PST;FIN	
casou	נשואים	casar	נשא	V;IND;SG;3;PST;FIN	N;MASC;PL
casou	נשואה	casar	נשוי	V;IND;SG;3;PST;FIN	ADJ;FEM;SG
polícia	המשטרה	polícia	המשטר	N;FEM;SG	PROPN
unidade	אחדות	unidade	אחדים	N;FEM;SG	ADJ;FEM;PL
levou	לקח	levar	לקח	V;IND;SG;3;PST;FIN	N;MASC;SG
levou	צילם	levar	צילם	V;IND;SG;3;PST;FIN	PROPN
nascimento	לידת	nascimento	לידה	N;MASC;SG	PROPN
pré	קדם	pré	קדם	N;MASC;SG	ADV
pré	טרום	pré	טרום	N;MASC;SG	ADV
estreia	הבכורה	estreia	הבכורה	N;FEM;SG	PROPN
romano	רומן	romano	רומן	N;MASC;SG	PROPN
romano	רומי	romano	רומי	N;MASC;SG	PROPN
romano	רומנו	romano	רומנו	N;MASC;SG	PROPN
opinião	הדעה	opinião	הדעה	N;FEM;SG	ADV
van	ואן	van	ואן	N;MASC;SG	PROPN
claro	בטח	claro	בטח	ADV	
claro	בטוח	claro	None	ADV	
quarto	החדר	quarto	החדר	N;MASC;SG	
quarto	חדרה	quarto	חדרה	N;MASC;SG	PROPN
espírito	ספיריט	espírito	ספיריט	N;MASC;SG	PROPN
publicado	פרסמו	publicar	פרסם	V;MASC;SG;V.PTCP	V;PL;3;PST;ACT
saber	סאבר	saber	סאבר	V;NFIN	PROPN
sexo	מין	sexo	מין	N;MASC;SG	
sexo	מין	sexo	מין	N;MASC;SG	
sexo	סקס	sexo	סקס	N;MASC;SG	
carvalho	קרבאליו	carvalho	קרבאליו	N;MASC;SG	PROPN
carvalho	אלון	carvalho	אלון	N;MASC;SG	PROPN
carvalho	אוק	carvalho	אוק	N;MASC;SG	
espanhol	ספרדי	espanhol	ספרדי	N;MASC;SG	PROPN
espanhol	ספרדי	espanhol	ספרדי	N;MASC;SG	PROPN
espanhol	ספרדית	espanhol	ספרדית	N;MASC;SG	PROPN
azul	כחולה	azul	כחול	N;MASC;SG	ADV
azul	בלו	azul	בלו	N;MASC;SG	PROPN
azul	כחול	azul	כחול	N;MASC;SG	
ocidental	המערבי	ocidental	המערבי	N;FEM;SG	PROPN
ocidental	מערבי	ocidental	מערבי	N;FEM;SG	PROPN
diferente	שונות	diferente	שונה	ADJ;MASC;SG	ADJ;FEM;PL
diferente	שונה	diferente	שונה	ADJ;MASC;SG	
diferente	שונים	diferente	שונה	ADJ;MASC;SG	ADJ;MASC;PL
ficar	הישאר	ficar	הישאר	V;NFIN	PROPN
fundada	ייסד	fundar	ייסד	V;FEM;SG;V.PTCP	N;MASC;SG
prata	סילבר	prata	סילבר	N;FEM;SG	PROPN
prata	כסופה	prata	כסוף	N;FEM;SG	
prata	כסוף	prata	כסוף	N;FEM;SG	
academia	אקדמיה	academia	אקדמיה	N;FEM;SG	PROPN
digital	דיגיטלית	digital	דיגיטלי	N;MASC;SG	PROPN
digital	דיגיטלי	digital	דיגיטלי	N;MASC;SG	PROPN
usada	בשימוש	usar	בשימוש	V;FEM;SG;V.PTCP	PROPN
paz	פז	paz	פז	N;FEM;SG	PROPN
paz	שלום	paz	שלום	N;FEM;SG	PROPN
paz	השלום	paz	השלום	N;FEM;SG	
paz	שלווה	paz	שלווה	N;FEM;SG	
animais	בהמות	animal	בהמות	N;MASC;PL	
animais	מחמד	animal	מחמד	N;MASC;PL	
animais	בהמה	animal	בהמה	N;MASC;PL	N;FEM;SG
animais	חיה	animal	None	N;MASC;PL	V;FEM;SG;V.PTCP;ACT
eduardo	אדוארדו	eduardo	אדוארדו	N;MASC;SG	PROPN
eduardo	אדוארד	eduardo	אדוארד	N;MASC;SG	PROPN
ficheiro	קובץ	ficheiro	קובץ	N;MASC;SG	PROPN
ficheiro	הקובץ	ficheiro	הקובץ	N;MASC;SG	PROPN
amigo	באדי	amigo	באדי	N;MASC;SG	PROPN
alegre	עליז	alegre	עליז	N;MASC;SG	
alegre	עליזה	alegre	עליזה	N;MASC;SG	PROPN
alegre	עליז	alegre	עליז	N;MASC;SG	
iniciou	התחלת	iniciar	התחלה	V;IND;SG;3;PST;FIN	N;FEM;SG
iniciou	התחלנו	iniciar	התחלן	V;IND;SG;3;PST;FIN	V;PL;1;PST
iniciou	התחלתי	iniciar	התחיל	V;IND;SG;3;PST;FIN	V;SG;1;PST;ACT
nascido	נולדו	nascer	נולד	V;MASC;SG;V.PTCP	V;PL;3;PST;MID
monte	מונטי	monte	מונטי	N;MASC;SG	PROPN
monte	מונטה	monte	מונטה	N;MASC;SG	PROPN
monte	מאונט	monte	מאונט	N;MASC;SG	PROPN
monte	הר	monte	הר	N;MASC;SG	PROPN
praia	חוף	praia	חוף	N;FEM;SG	PROPN
praia	החוף	praia	החוף	N;FEM;SG	PROPN
praia	החופים	praia	החוף	N;FEM;SG	N;MASC;PL
praia	חופים	praia	חוף	N;FEM;SG	N;MASC;PL
necessário	דרושים	necessário	דרוש	ADJ;MASC;SG	ADJ;MASC;PL
necessário	דרושה	necessário	דרש	ADJ;MASC;SG	V;FEM;SG;V.PTCP;ACT
necessário	נדרשת	necessário	נדרש	ADJ;MASC;SG	V;FEM;SG;V.PTCP;MID
necessário	דרושים	necessário	דרוש	ADJ;MASC;SG	ADJ;MASC;PL
necessário	חובה	necessário	חובה	ADJ;MASC;SG	N;FEM;SG
necessário	נדרש	necessário	נדרש	ADJ;MASC;SG	V;MASC;SG;MID
necessário	דרוש	necessário	דרש	ADJ;MASC;SG	PROPN
necessário	צורך	necessário	צורך	ADJ;MASC;SG	N;MASC;SG
rússia	רוסיה	rússia	רוסיה	N;FEM;SG	PROPN
natal	המולד	natal	המולד	N;MASC;SG	
pereira	פריירה	pereira	פריירה	N;MASC;SG	PROPN
últimos	אחרונה	último	אחרון	ADJ;MASC;PL	ADJ;FEM;SG
últimos	אחרונות	último	אחרון	ADJ;MASC;PL	N;FEM;PL
últimos	האחרון	último	האחרון	ADJ;MASC;PL	PROPN
últimos	אחרון	último	אחרון	ADJ;MASC;PL	ADJ;MASC;SG
provavelmente	סביר	provavelmente	סביר	ADV	ADJ;MASC;SG
provavelmente	סבירות	provavelmente	סבירה	ADV	N;FEM;SG
romance	רומן	romance	רומן	N;MASC;SG	PROPN
entrou	הצטרפתי	entrar	הצטרפתי	V;IND;SG;3;PST;FIN	V;SG;1;PST
deveria	אמור	dever	אמור	V;COND;SG;3;FIN	ADJ;MASC;SG
deveria	צריך	dever	צריך	V;COND;SG;3;FIN	V;MASC;SG
deveria	אמורה	dever	אמור	V;COND;SG;3;FIN	ADJ;FEM;SG
britânico	בריטים	britânico	בריטי	ADJ;MASC;SG	N;MASC;PL
britânico	בריטי	britânico	בריטי	ADJ;MASC;SG	N;MASC;SG
britânico	בריטית	britânico	בריטי	ADJ;MASC;SG	PROPN
começa	מתחיל	começar	התחיל	V;IND;SG;3;PRS;FIN	V;MASC;SG;V.PTCP
começa	התחלה	começar	התחלה	V;IND;SG;3;PRS;FIN	N;FEM;SG
começa	התחל	começar	התחל	V;IND;SG;3;PRS;FIN	PROPN
começa	מתחיל	começar	התחיל	V;IND;SG;3;PRS;FIN	V;MASC;SG;V.PTCP
razão	הסיבה	razão	הסיב	N;FEM;SG	V;FEM;SG;3;PST;ACT
velho	זקן	velho	זקן	ADJ;MASC;SG	
velho	ישן	velho	ישן	ADJ;MASC;SG	PROPN
velho	זקנה	velho	זקן	ADJ;MASC;SG	N;FEM;SG
políticas	מדיניות	política	מדיניות	N;FEM;PL	N;FEM;SG
senhor	לורד	senhor	לורד	N;MASC;SG	PROPN
senhor	מיסטר	senhor	מיסטר	N;MASC;SG	PROPN
senhor	אדון	senhor	אדון	N;MASC;SG	
senhor	אדוני	senhor	אדון	N;MASC;SG	PROPN
crítica	קריטי	crítico	קריטי	N;FEM;SG	ADJ
crítica	ביקורתי	crítico	ביקורתי	N;FEM;SG	ADJ;MASC;SG
crítica	ביקורתית	crítico	ביקורתי	N;FEM;SG	ADV
roberto	רוברט	roberto	רוברט	N;MASC;SG	PROPN
roberto	רוברטו	roberto	רוברטו	N;MASC;SG	PROPN
aumento	יגבר	aumento	גבר	N;MASC;SG	PROPN
aumento	הגדל	aumento	הגדל	N;MASC;SG	
aumento	להגדיל	aumento	הגדיל	N;MASC;SG	V;NFIN;ACT
católica	קתולי	católico	קתולי	N;FEM;SG	PROPN
católica	קתולית	católico	קתולי	N;FEM;SG	ADV
católica	קתולים	católico	קתולי	N;FEM;SG	N;MASC;PL
busca	חפש	busca	חפש	N;FEM;SG	
busca	חפשי	busca	חפש	N;FEM;SG	
condições	תנאי	condição	תנאי	N;FEM;PL	
nice	ניס	nice	ניס	N;MASC;SG	PROPN
nice	נחמד	nice	נחמד	N;MASC;SG	ADJ;MASC;SG
cabeça	ראשה	cabeça	ראשה	N;FEM;SG	
cabeça	הראש	cabeça	הראש	N;FEM;SG	
cabeça	ראשי	cabeça	ראש	N;FEM;SG	N;PSSD;MASC;PL
jardim	הגן	jardim	הגן	N;MASC;SG	
sabe	דע	saber	דע	V;IND;SG;3;PRS;FIN	V;MASC;SG;1;PST;ACT
sabe	מכירה	saber	מכירה	V;IND;SG;3;PRS;FIN	N;FEM;SG
sabe	יודעת	saber	ידע	V;IND;SG;3;PRS;FIN	V;FEM;SG;V.PTCP;ACT
sabe	יודע	saber	ידע	V;IND;SG;3;PRS;FIN	V;MASC;SG;V.PTCP;ACT
estimada	משוער	estimar	משוער	V;FEM;SG;V.PTCP	PROPN
web	אינטרנט	web	אינטרנט	N;MASC;SG	
ciências	מדע	ciência	מדע	N;FEM;PL	
entrada	הכניסה	entrada	הכניס	N;FEM;SG	V;FEM;SG;3;PST;ACT
entrada	קלט	entrada	קלט	N;FEM;SG	
entrada	הקלט	entrada	הקלט	N;FEM;SG	
realizada	ביצעו	realizar	ביצע	V;FEM;SG;V.PTCP	V;PL;3;PST;ACT
realizada	בוצעו	realizar	בוצע	V;FEM;SG;V.PTCP	V;PL;3;PST;PASS
tempos	הטיימס	tempo	הטיימס	N;MASC;PL	PROPN
tempos	טיימס	tempo	טיימס	N;MASC;PL	PROPN
terras	אדמה	terra	אדמה	N;FEM;PL	N;FEM;SG
terras	ארץ	terra	ארץ	N;FEM;PL	N;FEM;SG
terras	קרקע	terra	קרקע	N;FEM;PL	N;FEM;SG
tom	טום	tom	טום	N;MASC;SG	PROPN
tom	תום	tom	תום	N;MASC;SG	PROPN
independente	עצמאית	independente	עצמאי	ADJ;MASC;SG	ADV
independente	עצמאיות	independente	עצמאי	ADJ;MASC;SG	ADJ;FEM;PL
independente	עצמאיים	independente	עצמאי	ADJ;MASC;SG	ADJ;MASC;PL
independente	בעצמאות	independente	בעצמאות	ADJ;MASC;SG	ADV
técnica	טכניים	técnica	טכני	N;FEM;SG	ADJ;MASC;PL
técnica	טכניות	técnica	טכני	N;FEM;SG	N;FEM;PL
comercial	מסחרית	comercial	מסחרי	ADJ;MASC;SG	ADV
comercial	פרסומת	comercial	פרסומת	ADJ;MASC;SG	N;FEM;SG
#aaa	#aaa	None	#aaa	N;FEM;SG	
sol	השמש	sol	השמש	N;MASC;SG	
sol	שמש	sol	שמש	N;MASC;SG	
sol	סון	sol	סון	N;MASC;SG	PROPN
sol	סאן	sol	סאן	N;MASC;SG	PROPN
sol	סאנשיין	sol	סאנשיין	N;MASC;SG	PROPN
sol	שמש	sol	שמש	N;MASC;SG	
sol	סול	sol	סול	N;MASC;SG	
mestre	מאסטר	mestre	מאסטר	N;MASC;SG	PROPN
mestre	אדון	mestre	אדון	N;MASC;SG	
mestre	מסטר	mestre	מסטר	N;MASC;SG	PROPN
las	לאס	elas	לאס	PRO;ACC;FEM;PL;3	PROPN
online	מחובר	online	חובר	N;MASC;SG	V;MASC;SG;V.PTCP;PASS
online	באינטרנט	online	באינטרנט	N;MASC;SG	PROPN
tipos	חברה	tipo	חברה	N;MASC;PL	N;FEM;SG
andré	אנדרה	andré	אנדרה	N;MASC;SG	PROPN
andré	אנדרי	andré	אנדרי	N;MASC;SG	PROPN
andré	אנדרה	andré	אנדרה	N;MASC;SG	PROPN
andré	אנדרי	andré	אנדרי	N;MASC;SG	PROPN
andré	אנדרו	andré	אנדרו	N;MASC;SG	PROPN
bispo	בישופ	bispo	בישופ	N;MASC;SG	PROPN
bispo	בישוף	bispo	בישוף	N;MASC;SG	PROPN
prática	מעשית	prática	מעשי	N;FEM;SG	ADJ;FEM;SG
prática	מעשי	prática	מעשה	N;FEM;SG	N;PSSD;MASC;PL
prática	להתאמן	prática	התאמן	N;FEM;SG	V;NFIN
inclusive	כולל	inclusive	כלל	ADV	V;MASC;SG;V.PTCP;ACT
ana	אן	ana	אן	PROPN;FEM;SG	PROPN
ana	אנה	ana	אנה	PROPN;FEM;SG	PROPN
ana	אנה	ana	אנה	PROPN;FEM;SG	PROPN
contrário	בניגוד	contrário	בניגוד	ADV	CONJ
capitão	קפטן	capitão	קפטן	N;MASC;SG	PROPN
capitão	סרן	capitão	סרן	N;MASC;SG	PROPN
capitão	קברניט	capitão	קברניט	N;MASC;SG	PROPN
capitão	סקיפר	capitão	סקיפר	N;MASC;SG	PROPN
ambiente	הסביבה	ambiente	הסביב	N;MASC;SG	V;FEM;SG;3;PST;ACT
futuro	עתידי	futuro	עתידי	N;MASC;SG	ADJ;MASC;SG
futuro	העתיד	futuro	העתיד	N;MASC;SG	ADV
física	פיזית	física	פיזי	N;FEM;SG	ADV
física	פיסי	física	פיסי	N;FEM;SG	ADJ;MASC;SG
peter	פיטר	peter	פיטר	N;MASC;SG	PROPN
peter	פטרוס	peter	פטרוס	N;MASC;SG	PROPN
peter	פטר	peter	פטר	N;MASC;SG	PROPN
quantidade	הסכום	quantidade	הסכום	N;FEM;SG	
originalmente	במקור	originalmente	במקור	ADV	
mandato	המנדט	mandato	המנדט	N;MASC;SG	PROPN
diagrama	תרשים	diagrama	תרשים	N;MASC;SG	
militares	צבא	militar	צבא	N;MASC;PL	N;MASC;SG
militares	צבאי	militar	צבאי	N;MASC;PL	ADJ;MASC;SG
link	קישור	link	קישור	N;MASC;SG	
link	לינק	link	לינק	N;MASC;SG	PROPN
inclui	כלול	incluir	כלול	V;IND;SG;3;PRS;FIN	V;MASC;SG;V.PTCP;ACT
inclui	כולל	incluir	כלל	V;IND;SG;3;PRS;FIN	V;MASC;SG;V.PTCP;ACT
inclui	כוללת	incluir	כלל	V;IND;SG;3;PRS;FIN	V;FEM;SG;V.PTCP;ACT
encontrar	מציאת	encontrar	מציאה	V;NFIN	N;PSSD;FEM;SG
encontrar	מצאי	encontrar	מצאי	V;NFIN	
praça	סקוור	praça	סקוור	N;FEM;SG	PROPN
praça	כיכר	praça	כיכר	N;FEM;SG	PROPN
praça	ריבוע	praça	ריבוע	N;FEM;SG	PROPN
praça	מרובע	praça	מרובע	N;FEM;SG	PROPN
praça	פלאזה	praça	פלאזה	N;FEM;SG	PROPN
conquistou	כבש	conquistar	כבש	V;IND;SG;3;PST;FIN	PROPN
terminou	הסתיימו	terminar	הסתיים	V;IND;SG;3;PST;FIN	V;PL;3;PST
terminou	סיימתי	terminar	סיימתי	V;IND;SG;3;PST;FIN	V;SG;1;PST;ACT
bahia	באייה	bahia	באייה	N;FEM;SG	PROPN
estrela	סטאר	estrela	סטאר	N;FEM;SG	PROPN
finalmente	סופסוף	finalmente	סופסוף	ADV	PROPN
justiça	הצדק	justiça	הצדק	N;FEM;SG	
mostra	מראה	mostrar	מראה	V;IND;SG;3;PRS;FIN	N;MASC;SG
mostra	מופעים	mostrar	מופע	V;IND;SG;3;PRS;FIN	N;MASC;PL
mostra	מציג	mostrar	הציג	V;IND;SG;3;PRS;FIN	V;MASC;SG;V.PTCP;ACT
mostra	הראה	mostrar	הראה	V;IND;SG;3;PRS;FIN	V;MASC;SG;3;PST;ACT
mostra	הצגה	mostrar	הצגה	V;IND;SG;3;PRS;FIN	N;FEM;SG
mostra	הצג	mostrar	הצג	V;IND;SG;3;PRS;FIN	
atrás	מאחורי	atrás	מאחורי	ADV	ADP
atrás	מאחור	atrás	מאחור	ADV	
americanos	אמריקני	americano	אמריקני	N;MASC;PL	PROPN
americanos	אמריקאית	americano	אמריקני	N;MASC;PL	ADV
americanos	אמריקאי	americano	אמריקני	N;MASC;PL	ADJ;MASC;SG
sociais	חברתית	social	חברתי	ADJ;MASC;PL	ADV
sociais	חברתי	social	חברתי	ADJ;MASC;PL	ADJ;MASC;SG
thomas	תומאס	thoma	תומאס	N;FEM;PL	PROPN
existência	הקיום	existência	הקיום	N;FEM;SG	PROPN
xix	xix	xix	xix	N;MASC;SG	NUM
xix	nineteenth	xix	nineteenth	N;MASC;SG	
mapa	מפת	mapa	מפה	N;MASC;SG	
mapa	המפה	mapa	המפה	N;MASC;SG	
mapa	מפות	mapa	מפות	N;MASC;SG	N;FEM;PL
mudou	שינה	mudar	שינה	V;IND;SG;3;PST;FIN	PROPN
mudou	השתנו	mudar	השתנה	V;IND;SG;3;PST;FIN	V;PL;3;PST
italiana	איטלקית	italiana	איטלקית	N;FEM;SG	PROPN
italiana	איטלקי	italiana	איטלקי	N;FEM;SG	PROPN
massa	הבצק	massa	הבצק	N;FEM;SG	PROPN
massa	האדון	massa	האדון	N;FEM;SG	PROPN
massa	נודלס	massa	נודלס	N;FEM;SG	PROPN
massa	אטריות	massa	אטריות	N;FEM;SG	N;FEM;PL
massa	מיסה	massa	מיסה	N;FEM;SG	PROPN
massa	מסת	massa	מסת	N;FEM;SG	PROPN
domínio	מתחם	domínio	מתחם	N;MASC;SG	PROPN
domínio	התחום	domínio	התחום	N;MASC;SG	
recursos	ערעור	recurso	ערעור	N;MASC;PL	N;MASC;SG
recursos	משאב	recurso	משאב	N;MASC;PL	N;MASC;SG
austrália	אוסטרלי	austrália	אוסטרלי	N;FEM;SG	PROPN
austrália	האוסטרלי	austrália	האוסטרלי	N;FEM;SG	PROPN
austrália	אוסטרליה	austrália	אוסטרליה	N;FEM;SG	PROPN
som	סאונד	som	סאונד	N;MASC;SG	PROPN
som	קול	som	קול	N;MASC;SG	
som	סום	som	סום	N;MASC;SG	PROPN
man	בנאדם	man	בנאדם	N;MASC;SG	ADV
nota	תו	nota	תו	N;FEM;SG	
nota	פתק	nota	פתק	N;FEM;SG	
nota	הערה	nota	הערה	N;FEM;SG	ADV
comércio	חנויות	comércio	חנות	N;MASC;SG	N;FEM;PL
autoridade	הרשות	autoridade	הרשה	N;FEM;SG	N;FEM;PL
natureza	הטבע	natureza	הטבע	N;FEM;SG	
natureza	טבע	natureza	טבע	N;FEM;SG	
ocorre	מתרחשת	ocorrer	התרחש	V;IND;SG;3;PRS;FIN	V;FEM;SG;V.PTCP
respeito	מכבד	respeito	כיבד	N;MASC;SG	V;MASC;SG;V.PTCP;ACT
linhas	קווי	linha	קו	N;FEM;PL	
iorque	יורק	iorque	יורק	N;FEM;SG	PROPN
califórnia	קליפורניה	califórnia	קליפורניה	N;FEM;SG	PROPN
fundo	הרקע	fundo	הרקע	N;MASC;SG	
fundo	תחתון	fundo	תחתון	N;MASC;SG	ADJ;MASC;SG
international	international	international	קגקגק	N;MASC;SG	PROPN
international	בינלאומית	international	בינלאומית	N;MASC;SG	PROPN
international	בינלאומי	international	בינלאומי	N;MASC;SG	PROPN
international	הבינלאומי	international	הבינלאומי	N;MASC;SG	PROPN
combate	קרבית	combate	קרבית	N;MASC;SG	ADV
combate	קרבי	combate	קרבי	N;MASC;SG	PROPN
combate	הילחם	combate	הילחם	N;MASC;SG	PROPN
combate	להילחם	combate	נלחם	N;MASC;SG	V;NFIN;MID
roteiro	התסריט	roteiro	התסריט	N;MASC;SG	
bureau	הלשכה	bureau	הלשכה	N;MASC;SG	
passado	העבר	passar	העבר	V;MASC;SG;V.PTCP	
passado	עבר	passar	עבר	V;MASC;SG;V.PTCP	N;MASC;SG
pais	מדינה	pai	מדינה	N;MASC;PL	N;FEM;SG
pais	ארץ	pai	ארץ	N;MASC;PL	N;FEM;SG
pais	ארצי	pai	ארצי	N;MASC;PL	PROPN
pais	אבות	pai	אב	N;MASC;PL	
pais	הורה	pai	הורה	N;MASC;PL	V;MASC;SG;3;PST;ACT
saint	קדוש	saint	קדוש	N;MASC;SG	
saint	הקדוש	saint	הקדוש	N;MASC;SG	PROPN
saint	קדושה	saint	קדוש	N;MASC;SG	PROPN
vizinhança	שכונת	vizinhança	שכונה	N;FEM;SG	PROPN
vizinhança	השכונה	vizinhança	השכונה	N;FEM;SG	
treinador	המאמן	treinador	המאמן	N;MASC;SG	PROPN
salvador	מושיע	salvador	הושיע	N;MASC;SG	ADV
salvador	המושיע	salvador	המושיע	N;MASC;SG	PROPN
salvador	מושיע	salvador	הושיע	N;MASC;SG	ADV
salvador	המושיע	salvador	המושיע	N;MASC;SG	PROPN
salvador	סלבדור	salvador	סלבדור	N;MASC;SG	PROPN
vermelho	רד	vermelho	רד	N;MASC;SG	PROPN
vermelho	אדום	vermelho	אדום	N;MASC;SG	ADJ;MASC;SG
vermelho	אדומים	vermelho	אדום	N;MASC;SG	N;MASC;PL
org	org	org	org	N;MASC;SG	
vol	vol	vol	vol	N;MASC;SG	PROPN
brasileiros	ברזילאית	brasileiro	ברזילאית	N;MASC;PL	PROPN
brasileiros	ברזילאי	brasileiro	ברזילאי	N;MASC;PL	PROPN
seguir	עקוב	seguir	עקוב	V;NFIN	
https	https	http	https	N;MASC;SG	
trabalhar	עבודה	trabalhar	עבודה	V;NFIN	N;FEM;SG
trabalhar	עובדת	trabalhar	עובדה	V;NFIN	N;FEM;SG
trabalhar	עובד	trabalhar	עובד	V;NFIN	PROPN
homenagem	הוקרה	homenagem	הוקר	N;FEM;SG	V;FEM;SG;3;PST;PASS
canadá	קנדה	canadá	קנדה	N;MASC;SG	PROPN
ciência	מדע	ciência	מדע	N;FEM;SG	
ciência	מדעים	ciência	מדע	N;FEM;SG	N;MASC;PL
revolução	המהפכה	revolução	המהפכה	N;FEM;SG	PROPN
naturais	טבעית	natural	טבעי	N;MASC;PL	ADV
naturais	טבעיות	natural	טבעי	N;MASC;PL	ADJ;FEM;PL
naturais	טבעי	natural	טבעי	N;MASC;PL	ADJ;MASC;SG
oficiais	רשמי	oficial	רשמי	N;MASC;PL	ADJ;MASC;SG
oficiais	רישמי	oficial	רישמי	N;MASC;PL	PROPN
daniel	דניאל	daniel	דניאל	N;MASC;SG	PROPN
funções	פונקציה	função	פונקציה	N;FEM;PL	N;FEM;SG
funções	פונקציה	função	פונקציה	N;FEM;PL	N;FEM;SG
live	לחיות	live	None	N;MASC;SG	V;NFIN
live	live	live	live	N;MASC;SG	
live	חי	live	חי	N;MASC;SG	
catarina	קתרין	catarina	קתרין	N;FEM;SG	PROPN
catarina	קתרין	catarina	קתרין	N;FEM;SG	PROPN
catarina	קתרינה	catarina	קתרינה	N;FEM;SG	PROPN
catarina	קטרינה	catarina	קטרינה	N;FEM;SG	PROPN
colocar	שים	colocar	None	V;NFIN	
colocar	שימי	colocar	שימי	V;NFIN	
comentários	פרשנות	comentário	פרשנות	N;MASC;PL	N;FEM;SG
comentários	משוב	comentário	משוב	N;MASC;PL	N;MASC;SG
tratado	הסכם	tratar	הסכם	V;MASC;SG;V.PTCP	N;MASC;SG
comissão	עמלות	comissão	עמלה	N;FEM;SG	N;FEM;PL
comissão	הוועדה	comissão	הוועד	N;FEM;SG	PROPN
comissão	הוועד	comissão	הוועד	N;FEM;SG	
poucos	מעטות	pouco	מעט	PRO;MASC;PL	
poucos	מעטים	pouco	מעטה	PRO;MASC;PL	N;MASC;PL
corte	corte	corte	corte	N;MASC;SG	
corte	קאט	corte	קאט	N;MASC;SG	PROPN
corte	לחתוך	corte	חתף	N;MASC;SG	V;NFIN;ACT
corte	חתך	corte	חתך	N;MASC;SG	
corte	חתוך	corte	חתוך	N;MASC;SG	
preto	שחורה	preto	שחורה	N;MASC;SG	ADJ;FEM;SG
preto	השחור	preto	השחור	N;MASC;SG	
preto	black	preto	black	N;MASC;SG	
preto	שחור	preto	שחור	N;MASC;SG	ADJ;MASC;SG
passar	הוצאה	passar	הוצאה	V;NFIN	N;FEM;SG
passar	מסירה	passar	מסירה	V;NFIN	N;FEM;SG
one	אחת	one	אחת	N;MASC;SG	NUM;FEM;SG
one	אחד	one	אחד	N;MASC;SG	NUM;MASC;SG
dom	מתנה	dom	מתנה	N;MASC;SG	
dom	דום	dom	דום	N;MASC;SG	PROPN
motivo	הסיבה	motivo	הסיב	N;MASC;SG	V;FEM;SG;3;PST;ACT
tradução	התרגום	tradução	התרגום	N;FEM;SG	
federação	הפדרציה	federação	הפדרציה	N;FEM;SG	PROPN
permite	מאפשר	permitir	None	V;IND;SG;3;PRS;FIN	V;SG;V.PTCP
permite	מאפשרת	permitir	None	V;IND;SG;3;PRS;FIN	V;FEM;SG;V.PTCP
permite	מתיר	permitir	מתיר	V;IND;SG;3;PRS;FIN	
permite	מאפשר	permitir	None	V;IND;SG;3;PRS;FIN	V;SG;V.PTCP
banco	בנקו	banco	בנק	N;MASC;SG	PROPN
banco	הבנק	banco	הבנק	N;MASC;SG	
banco	הספסל	banco	הספסל	N;MASC;SG	PROPN
rosa	ורודה	rosa	ורודה	N;FEM;SG	PROPN
rosa	וורוד	rosa	וורוד	N;FEM;SG	
rosa	פינק	rosa	פינק	N;FEM;SG	PROPN
rosa	ורוד	rosa	ורוד	N;FEM;SG	
rosa	רוז	rosa	רוז	N;FEM;SG	PROPN
rosa	ורד	rosa	ורד	N;FEM;SG	PROPN
rosa	רוסה	rosa	רוסה	N;FEM;SG	PROPN
rosa	רוזה	rosa	רוזה	N;FEM;SG	PROPN
antonio	אנטוניו	antonio	אנטוניו	N;MASC;SG	PROPN
irmã	אחותי	irmã	אחותי	N;FEM;SG	V;SG;1;PST;ACT
longa	לונג	longo	לונג	ADJ;FEM;SG	PROPN
mudança	עודף	mudança	עודף	N;FEM;SG	
regional	אזורי	regional	אזור	N;MASC;SG	N;MASC;PL
regional	איזורי	regional	איזורין	N;MASC;SG	PROPN
criou	נוצרו	criar	נוצר	V;IND;SG;3;PST;FIN	V;PL;3;PST;MID
criou	יצרת	criar	יצרת	V;IND;SG;3;PST;FIN	N;FEM;SG
criou	יצר	criar	יצר	V;IND;SG;3;PST;FIN	N;MASC;SG
metade	מחצית	metade	None	N;FEM;SG	DET;PSSD
