que	той	que	той	PRO;MASC;SG	DET;NOM;MASC;SG
usada	використана	usar	використаний	V;FEM;SG;V.PTCP	ADJ;PFV;NOM;FEM;SG;V.PTCP;PASS
usada	використані	usar	використаний	V;FEM;SG;V.PTCP	ADJ;PFV;NOM;PL;V.PTCP;PASS
animais	домашніх	animal	домашній	N;MASC;PL	ADJ;ACC;PL
animais	тварина	animal	тварина	N;MASC;PL	N;ANIM;NOM;FEM;SG
animais	animal	animal	animal	N;MASC;PL	
voltou	повернуто	voltar	повернути	V;IND;SG;3;PST;FIN	V;PFV;IND;0;FIN
eduardo	едуардо	eduardo	едуардо	N;MASC;SG	PROPN;ANIM;NOM;MASC;SG
eduardo	едвард	eduardo	едвард	N;MASC;SG	PROPN;ANIM;NOM;MASC;SG
eduardo	едуард	eduardo	едуард	N;MASC;SG	PROPN;ANIM;NOM;MASC;SG
amigo	друже	amigo	друг	N;MASC;SG	INTJ
relações	взаємини	relação	взаємини	N;FEM;PL	N;INAN;NOM
alegre	алегрі	alegre	алегрі	N;MASC;SG	
alegre	веселе	alegre	веселий	N;MASC;SG	ADJ;NOM;NEUT;SG
alegre	веселі	alegre	веселя	N;MASC;SG	ADJ;NOM;PL
alegre	радісного	alegre	радісний	N;MASC;SG	ADJ;GEN;MASC;SG
alegre	весела	alegre	весело	N;MASC;SG	ADJ;NOM;FEM;SG
alegre	радісним	alegre	радісний	N;MASC;SG	ADJ;INS;NEUT;SG
iniciou	почали	iniciar	почати	V;IND;SG;3;PST;FIN	V;PFV;IND;PL;PST;FIN
iniciou	розпочато	iniciar	розпочати	V;IND;SG;3;PST;FIN	V;PFV;IND;0;FIN
iniciou	почато	iniciar	почато	V;IND;SG;3;PST;FIN	V;PFV;IND;SG;3;FUT;FIN
ideia	idea	ideia	idea	N;FEM;SG	
nascido	народження	nascer	народження	V;MASC;SG;V.PTCP	N;INAN;NOM;NEUT;SG
nascido	борн	nascer	борно	V;MASC;SG;V.PTCP	PROPN;ANIM;NOM;MASC;SG
monte	монте	monte	монти	N;MASC;SG	
monte	маунт	monte	маунт	N;MASC;SG	
monte	монтувати	monte	монтувати	N;MASC;SG	V;IPFV;NFIN
praia	пляжний	praia	пляжний	N;FEM;SG	ADJ;NOM;MASC;SG
praia	пляжі	praia	пляж	N;FEM;SG	N;INAN;NOM;MASC;PL
necessário	потреби	necessário	потреба	ADJ;MASC;SG	N;INAN;NOM;FEM;PL
necessário	необхідні	necessário	необхідний	ADJ;MASC;SG	ADJ;NOM;PL
necessário	необхідно	necessário	необхідно	ADJ;MASC;SG	ADV
necessário	необхідні	necessário	необхідний	ADJ;MASC;SG	ADJ;NOM;PL
idioma	мови	idioma	мова	N;MASC;SG	N;INAN;NOM;FEM;PL
rússia	росії	rússia	росія	N;FEM;SG	PROPN;INAN;GEN;FEM;SG
rússia	росію	rússia	росіти	N;FEM;SG	PROPN;INAN;ACC;FEM;SG
rússia	росія	rússia	росія	N;FEM;SG	PROPN;INAN;NOM;FEM;SG
natal	наталь	natal	наталь	N;MASC;SG	PROPN;INAN;NOM;FEM;SG
natal	новорічний	natal	новорічний	N;MASC;SG	ADJ;NOM;MASC;SG
pereira	перейра	pereira	перейро	N;MASC;SG	PROPN;ANIM;NOM;MASC;SG
últimos	останній	último	останній	ADJ;MASC;PL	ADJ;NOM;MASC;SG
últimos	остання	último	останній	ADJ;MASC;PL	ADJ;NOM;FEM;SG
últimos	останнє	último	останній	ADJ;MASC;PL	ADJ;NOM;NEUT;SG
últimos	остання	último	останній	ADJ;MASC;PL	ADJ;NOM;FEM;SG
eleições	вибори	eleição	вибори	N;FEM;PL	N;INAN;NOM
eleições	вибори	eleição	вибори	N;FEM;PL	N;INAN;NOM
provavelmente	можливий	provavelmente	можливий	ADV	ADJ;NOM;MASC;SG
entrou	ввели	entrar	ввести	V;IND;SG;3;PST;FIN	V;PFV;IND;PL;PST;FIN
entrou	введений	entrar	введений	V;IND;SG;3;PST;FIN	ADJ;PFV;NOM;MASC;SG;V.PTCP;PASS
entrou	введено	entrar	ввести	V;IND;SG;3;PST;FIN	V;PFV;IND;0;FIN
entrou	введена	entrar	введений	V;IND;SG;3;PST;FIN	ADJ;PFV;NOM;FEM;SG;V.PTCP;PASS
entrou	приєдналися	entrar	приєднатися	V;IND;SG;3;PST;FIN	V;PFV;IND;PL;PST;FIN
entrou	приєднується	entrar	приєднуватися	V;IND;SG;3;PST;FIN	V;IPFV;IND;SG;3;PRS;FIN
deveria	повинен	dever	повинний	V;COND;SG;3;FIN	ADJ;NOM;MASC;SG
deveria	слід	dever	слід	V;COND;SG;3;FIN	ADV
deveria	повинно	dever	повинно	V;COND;SG;3;FIN	ADV
deveria	should	dever	should	V;COND;SG;3;FIN	
britânico	британці	britânico	британець	ADJ;MASC;SG	N;ANIM;NOM;MASC;PL
britânico	британські	britânico	британський	ADJ;MASC;SG	ADJ;NOM;PL
britânico	british	britânico	british	ADJ;MASC;SG	
britânico	англієць	britânico	англієць	ADJ;MASC;SG	N;ANIM;NOM;MASC;SG
começa	старт	começar	старт	V;IND;SG;3;PRS;FIN	N;INAN;NOM;MASC;SG
começa	початок	começar	початок	V;IND;SG;3;PRS;FIN	N;INAN;NOM;MASC;SG
influência	впливати	influência	впливати	N;FEM;SG	V;IPFV;NFIN
velho	старі	velho	старий	ADJ;MASC;SG	ADJ;NOM;PL
municípios	підпорядкування	município	підпорядкування	N;MASC;PL	N;INAN;NOM;NEUT;SG
senhor	лорд	senhor	лорд	N;MASC;SG	PROPN;ANIM;NOM;MASC;SG
senhor	сер	senhor	сер	N;MASC;SG	
senhor	пане	senhor	пане	N;MASC;SG	
crítica	критики	crítico	критика	N;FEM;SG	N;INAN;NOM;FEM;PL
crítica	критична	crítico	критичний	N;FEM;SG	ADJ;NOM;FEM;SG
crítica	критичні	crítico	критичний	N;FEM;SG	ADJ;NOM;PL
crítica	критичний	crítico	критичний	N;FEM;SG	ADJ;NOM;MASC;SG
crítica	critique	crítico	critique	N;FEM;SG	
roberto	роберт	roberto	роберт	N;MASC;SG	PROPN;ANIM;NOM;MASC;SG
roberto	робер	roberto	робра	N;MASC;SG	PROPN;ANIM;NOM;MASC;SG
roberto	роберто	roberto	роберто	N;MASC;SG	PROPN;ANIM;NOM;FEM;SG
aumento	збільшити	aumento	збільшити	N;MASC;SG	V;PFV;NFIN
aumento	підвищити	aumento	підвищити	N;MASC;SG	V;PFV;NFIN
católica	католицька	católico	католицький	N;FEM;SG	ADJ;NOM;FEM;SG
busca	шукати	busca	шукати	N;FEM;SG	V;IPFV;NFIN
nice	гарно	nice	гарно	N;MASC;SG	ADV
comunicação	комунікації	comunicação	комунікація	N;FEM;SG	N;INAN;NOM;FEM;PL
comunicação	комунікацій	comunicação	комунікація	N;FEM;SG	N;INAN;GEN;FEM;PL
cabeça	head	cabeça	head	N;FEM;SG	
jardim	jardim	jardim	jardim	N;MASC;SG	
sabe	знаю	saber	знати	V;IND;SG;3;PRS;FIN	V;IPFV;IND;SG;1;PRS;FIN
sabe	know	saber	know	V;IND;SG;3;PRS;FIN	
sabe	знайома	saber	знайомий	V;IND;SG;3;PRS;FIN	ADJ;NOM;FEM;SG
lançada	запустили	lançar	запустити	V;FEM;SG;V.PTCP	V;PFV;IND;PL;PST;FIN
lançada	розпочали	lançar	розпочати	V;FEM;SG;V.PTCP	V;PFV;IND;PL;PST;FIN
estimada	орієнтовний	estimar	орієнтовний	V;FEM;SG;V.PTCP	ADJ;NOM;MASC;SG
estimada	приблизна	estimar	приблизний	V;FEM;SG;V.PTCP	ADJ;NOM;FEM;SG
web	web	web	web	N;MASC;SG	
web	веб	web	вебти	N;MASC;SG	
ciências	наука	ciência	наука	N;FEM;PL	N;INAN;NOM;FEM;SG
entrada	вхідний	entrada	вхідний	N;FEM;SG	ADJ;NOM;MASC;SG
entrada	вхідні	entrada	вхідний	N;FEM;SG	ADJ;NOM;PL
realizada	тримали	realizar	тримати	V;FEM;SG;V.PTCP	V;IPFV;IND;PL;PST;FIN
realizada	виступали	realizar	виступати	V;FEM;SG;V.PTCP	V;IPFV;IND;PL;PST;FIN
tempos	таймс	tempo	таймс	N;MASC;PL	N;INAN;NOM;MASC;SG
tempos	час	tempo	час	N;MASC;PL	N;INAN;NOM;MASC;SG
tempos	times	tempo	times	N;MASC;PL	
terras	земля	terra	земля	N;FEM;PL	N;INAN;NOM;FEM;SG
tom	тома	tom	тома	N;MASC;SG	
independente	незалежні	independente	незалежний	ADJ;MASC;SG	ADJ;NOM;PL
independente	окремо	independente	окремо	ADJ;MASC;SG	ADV
técnica	технічні	técnica	технічний	N;FEM;SG	ADJ;NOM;PL
técnica	технічна	técnica	технічний	N;FEM;SG	ADJ;NOM;FEM;SG
técnica	технічний	técnica	технічний	N;FEM;SG	ADJ;NOM;MASC;SG
comercial	комерційні	comercial	комерційний	ADJ;MASC;SG	ADJ;NOM;PL
sol	нд	sol	нд	N;MASC;SG	
sol	sun	sol	sun	N;MASC;SG	
sol	sol	sol	sol	N;MASC;SG	
mestre	master	mestre	master	N;MASC;SG	
las	лас	elas	лас	PRO;ACC;FEM;PL;3	
las	las	elas	las	PRO;ACC;FEM;PL;3	
online	онлайн	online	онлайн	N;MASC;SG	
online	online	online	online	N;MASC;SG	
abertura	відкривається	abertura	відкриватися	N;FEM;SG	V;IPFV;IND;SG;3;PRS;FIN
abertura	відкриваємо	abertura	відкривати	N;FEM;SG	V;IPFV;IND;PL;1;PRS;FIN
andré	андре	andré	андре	N;MASC;SG	PROPN;ANIM;NOM;MASC;SG
andré	андре	andré	андре	N;MASC;SG	PROPN;ANIM;NOM;MASC;SG
andré	ендрю	andré	ендрю	N;MASC;SG	PROPN;ANIM;NOM;MASC;SG
critérios	критерій	critério	критерій	N;MASC;PL	N;INAN;NOM;MASC;SG
prática	практичні	prática	практичний	N;FEM;SG	ADJ;NOM;PL
prática	практичне	prática	практичний	N;FEM;SG	ADJ;NOM;NEUT;SG
prática	практичний	prática	практичний	N;FEM;SG	ADJ;NOM;MASC;SG
prática	практична	prática	практичний	N;FEM;SG	ADJ;NOM;FEM;SG
prática	вправи	prática	вправа	N;FEM;SG	N;INAN;NOM;FEM;PL
inclusive	включаючи	inclusive	включати	ADV	V;IPFV;PRS;V.CVB
ana	анн	ana	анн	PROPN;FEM;SG	PROPN;ANIM;NOM;FEM;SG
ana	анна	ana	анна	PROPN;FEM;SG	PROPN;ANIM;NOM;FEM;SG
ana	анно	ana	анно	PROPN;FEM;SG	
ana	ана	ana	ана	PROPN;FEM;SG	PROPN;ANIM;NOM;FEM;SG
ana	ена	ana	ена	PROPN;FEM;SG	
ana	анна	ana	анна	PROPN;FEM;SG	PROPN;ANIM;NOM;FEM;SG
futuro	майбутнє	futuro	майбутнє	N;MASC;SG	ADJ;NOM;NEUT;SG
física	фізична	física	фізичний	N;FEM;SG	ADJ;NOM;FEM;SG
física	фізичні	física	фізичний	N;FEM;SG	ADJ;NOM;PL
física	фізичне	física	фізичний	N;FEM;SG	ADJ;NOM;NEUT;SG
peter	петро	peter	петро	N;MASC;SG	PROPN;ANIM;NOM;MASC;SG
peter	пітер	peter	пітер	N;MASC;SG	PROPN;ANIM;NOM;MASC;SG
militares	військові	militar	військовий	N;MASC;PL	ADJ;NOM;PL
militares	військовий	militar	військовий	N;MASC;PL	ADJ;NOM;MASC;SG
link	посилання	link	посилання	N;MASC;SG	N;INAN;NOM;NEUT;PL
link	link	link	link	N;MASC;SG	
inclui	включення	incluir	включення	V;IND;SG;3;PRS;FIN	N;INAN;NOM;NEUT;SG
inclui	включення	incluir	включення	V;IND;SG;3;PRS;FIN	N;INAN;NOM;NEUT;SG
encontrar	пошук	encontrar	пошук	V;NFIN	N;INAN;NOM;MASC;SG
encontrar	find	encontrar	find	V;NFIN	
praça	квадратний	praça	квадратний	N;FEM;SG	ADJ;NOM;MASC;SG
praça	plaza	praça	plaza	N;FEM;SG	
conquistou	підкорили	conquistar	підкорити	V;IND;SG;3;PST;FIN	V;PFV;IND;PL;PST;FIN
considerada	вважаються	considerar	вважатися	V;FEM;SG;V.PTCP	V;IPFV;IND;PL;3;PRS;FIN
considerada	вважають	considerar	вважати	V;FEM;SG;V.PTCP	V;IPFV;IND;PL;3;PRS;FIN
terminou	завершене	terminar	завершений	V;IND;SG;3;PST;FIN	ADJ;PFV;NOM;NEUT;SG;V.PTCP;PASS
terminou	завершено	terminar	завершити	V;IND;SG;3;PST;FIN	V;PFV;IND;0;FIN
terminou	завершені	terminar	завершений	V;IND;SG;3;PST;FIN	ADJ;PFV;NOM;PL;V.PTCP;PASS
terminou	закінчено	terminar	закінчити	V;IND;SG;3;PST;FIN	V;PFV;IND;0;FIN
terminou	закінчиться	terminar	закінчитися	V;IND;SG;3;PST;FIN	V;PFV;IND;SG;3;FUT;FIN
bahia	баїя	bahia	баїя	N;FEM;SG	PROPN;INAN;NOM;MASC;SG
estrela	зірочки	estrela	зірочка	N;FEM;SG	N;INAN;NOM;MASC;PL
estrela	зоряні	estrela	зоряний	N;FEM;SG	ADJ;NOM;PL
richard	річард	richard	річард	N;MASC;SG	PROPN;ANIM;NOM;MASC;SG
mostra	шоу	mostrar	шоу	V;IND;SG;3;PRS;FIN	N;INAN;NOM;NEUT;SG
mostra	show	mostrar	show	V;IND;SG;3;PRS;FIN	
atrás	ago	atrás	ago	ADV	
americanos	американський	americano	американський	N;MASC;PL	ADJ;NOM;MASC;SG
americanos	американець	americano	американець	N;MASC;PL	N;ANIM;NOM;MASC;SG
americanos	американські	americano	американський	N;MASC;PL	ADJ;NOM;PL
americanos	американська	americano	американський	N;MASC;PL	ADJ;NOM;FEM;SG
americanos	американської	americano	американський	N;MASC;PL	ADJ;GEN;FEM;SG
produzido	ролик	produzir	ролик	V;MASC;SG;V.PTCP	N;INAN;NOM;MASC;SG
indústria	галузі	indústria	галузь	N;FEM;SG	N;INAN;NOM;FEM;PL
sociais	соціальне	social	соціальний	ADJ;MASC;PL	ADJ;NOM;NEUT;SG
sociais	соціальна	social	соціальний	ADJ;MASC;PL	ADJ;NOM;FEM;SG
sociais	соціальний	social	соціальний	ADJ;MASC;PL	ADJ;NOM;MASC;SG
thomas	томас	thoma	томас	N;FEM;PL	PROPN;ANIM;NOM;MASC;SG
thomas	тома	thoma	тома	N;FEM;PL	
mapa	карти	mapa	карта	N;MASC;SG	N;INAN;NOM;FEM;PL
mapa	мапи	mapa	мапа	N;MASC;SG	N;INAN;NOM;FEM;PL
mapa	картах	mapa	карта	N;MASC;SG	N;INAN;DAT;FEM;PL
mudou	змінено	mudar	змінити	V;IND;SG;3;PST;FIN	V;PFV;IND;0;FIN
mudou	змінений	mudar	змінений	V;IND;SG;3;PST;FIN	ADJ;PFV;NOM;MASC;SG;V.PTCP;PASS
mudou	змінені	mudar	змінений	V;IND;SG;3;PST;FIN	ADJ;PFV;NOM;PL;V.PTCP;PASS
italiana	італійською	italiana	італійський	N;FEM;SG	ADJ;INS;FEM;SG
italiana	італійський	italiana	італійський	N;FEM;SG	ADJ;NOM;MASC;SG
italiana	італійська	italiana	італійський	N;FEM;SG	ADJ;NOM;FEM;SG
italiana	італійської	italiana	італійський	N;FEM;SG	ADJ;GEN;FEM;SG
massa	масса	massa	масса	N;FEM;SG	
massa	mass	massa	mass	N;FEM;SG	
recursos	виконавця	recurso	виконавець	N;MASC;PL	N;ANIM;ACC;MASC;SG
recursos	ресурсу	recurso	ресурс	N;MASC;PL	N;INAN;GEN;MASC;SG
recursos	ресурс	recurso	ресурс	N;MASC;PL	N;INAN;NOM;MASC;SG
recursos	виконавець	recurso	виконавець	N;MASC;PL	N;ANIM;NOM;MASC;SG
tecnologia	технології	tecnologia	технологія	N;FEM;SG	N;INAN;NOM;FEM;PL
austrália	австралійська	austrália	австралійський	N;FEM;SG	ADJ;NOM;FEM;SG
austrália	австралійський	austrália	австралійський	N;FEM;SG	ADJ;NOM;MASC;SG
austrália	австралія	austrália	австралія	N;FEM;SG	PROPN;INAN;NOM;FEM;SG
austrália	australia	austrália	australia	N;FEM;SG	
austrália	австралії	austrália	австралія	N;FEM;SG	PROPN;INAN;GEN;FEM;SG
som	sound	som	sound	N;MASC;SG	
talvez	maybe	talvez	maybe	ADV	
man	man	man	man	N;MASC;SG	
nota	зауваження	nota	зауваження	N;FEM;SG	N;INAN;NOM;NEUT;PL
nota	примітки	nota	примітка	N;FEM;SG	N;INAN;NOM;FEM;PL
nota	зауважте	nota	зауважтий	N;FEM;SG	V;PFV;IMP;PL;2;FIN
nota	примітка	nota	примітка	N;FEM;SG	ADV
comércio	комерційні	comércio	комерційний	N;MASC;SG	ADJ;NOM;PL
comércio	комерційна	comércio	комерційний	N;MASC;SG	ADJ;NOM;FEM;SG
comércio	комерційну	comércio	комерційний	N;MASC;SG	ADJ;ACC;FEM;SG
comércio	магазинів	comércio	магазин	N;MASC;SG	N;INAN;GEN;MASC;PL
comércio	крамниці	comércio	крамниця	N;MASC;SG	N;INAN;NOM;FEM;PL
comércio	магазини	comércio	магазин	N;MASC;SG	N;INAN;NOM;MASC;PL
natureza	природня	natureza	природній	N;FEM;SG	ADJ;NOM;FEM;SG
respeito	respect	respeito	respect	N;MASC;SG	
iorque	йорк	iorque	йорк	N;FEM;SG	
califórnia	каліфорнію	califórnia	каліфорнія	N;FEM;SG	ADJ;ACC;FEM;SG
califórnia	california	califórnia	california	N;FEM;SG	
califórnia	каліфорнія	califórnia	каліфорнія	N;FEM;SG	PROPN;INAN;NOM;FEM;SG
ponte	міст	ponte	місто	N;FEM;SG	
ponte	понте	ponte	понте	N;FEM;SG	
fundo	внизу	fundo	внизу	N;MASC;SG	ADV
fundo	знизу	fundo	знизу	N;MASC;SG	ADV
international	міжнародний	international	міжнародний	N;MASC;SG	ADJ;NOM;MASC;SG
international	міжнародна	international	міжнародний	N;MASC;SG	ADJ;NOM;FEM;SG
international	міжнародні	international	міжнародний	N;MASC;SG	ADJ;NOM;PL
international	міжнародне	international	міжнародний	N;MASC;SG	ADJ;NOM;NEUT;SG
combate	combat	combate	combat	N;MASC;SG	
combate	бойове	combate	бойовий	N;MASC;SG	ADJ;NOM;NEUT;SG
combate	fight	combate	fight	N;MASC;SG	
humanos	людини	humano	людина	N;MASC;PL	N;ANIM;NOM;FEM;SG
roteiro	сценарії	roteiro	сценарія	N;MASC;SG	N;INAN;NOM;FEM;PL
cujo	чиє	cujo	чий	DET;MASC;SG	PRO;INAN;NOM;NEUT;SG
cujo	чиї	cujo	чий	DET;MASC;SG	NUM;NOM
cujo	чий	cujo	чий	DET;MASC;SG	DET;NOM;MASC;SG
passado	минулий	passar	минулий	V;MASC;SG;V.PTCP	ADJ;PFV;NOM;MASC;SG;V.PTCP;PASS
passado	минулі	passar	минуль	V;MASC;SG;V.PTCP	ADJ;PFV;NOM;PL;V.PTCP;PASS
passado	минуле	passar	минути	V;MASC;SG;V.PTCP	ADJ;PFV;NOM;NEUT;SG;V.PTCP;PASS
pais	країна	pai	країна	N;MASC;PL	N;INAN;NOM;FEM;SG
pais	батьківські	pai	батьківський	N;MASC;PL	ADJ;NOM;PL
pais	батьківського	pai	батьківський	N;MASC;PL	ADJ;GEN;MASC;SG
pais	батьківський	pai	батьківський	N;MASC;PL	ADJ;NOM;MASC;SG
saint	святий	saint	святий	N;MASC;SG	ADJ;NOM;MASC;SG
saint	saint	saint	saint	N;MASC;SG	
saint	сен	saint	сен	N;MASC;SG	
salvador	спаситель	salvador	спаситель	N;MASC;SG	V;IPFV;IMP;PL;2;FIN
salvador	сальвадор	salvador	сальвадор	N;MASC;SG	PROPN;INAN;NOM;FEM;SG
vermelho	червона	vermelho	червоний	N;MASC;SG	ADJ;NOM;FEM;SG
vermelho	ред	vermelho	ред.	N;MASC;SG	
vermelho	червоний	vermelho	червоний	N;MASC;SG	ADJ;NOM;MASC;SG
vermelho	червоне	vermelho	червоний	N;MASC;SG	ADJ;NOM;NEUT;SG
vermelho	червоні	vermelho	червоний	N;MASC;SG	ADJ;NOM;PL
org	org	org	org	N;MASC;SG	
vol	vol	vol	vol	N;MASC;SG	
brasileiros	бразильська	brasileiro	бразильський	N;MASC;PL	ADJ;NOM;FEM;SG
https	https	http	https	N;MASC;SG	
tropas	поповнення	tropa	поповнення	N;FEM;PL	N;INAN;NOM;NEUT;SG
trabalhar	роботи	trabalhar	робота	V;NFIN	N;INAN;NOM;FEM;PL
trabalhar	робота	trabalhar	робота	V;NFIN	N;INAN;NOM;FEM;SG
trabalhar	роботу	trabalhar	робота	V;NFIN	N;INAN;ACC;FEM;SG
trabalhar	робочий	trabalhar	робочий	V;NFIN	ADJ;NOM;MASC;SG
trabalhar	робота	trabalhar	робота	V;NFIN	N;INAN;NOM;FEM;SG
trabalhar	робочий	trabalhar	робочий	V;NFIN	ADJ;NOM;MASC;SG
canadá	канаді	canadá	канада	N;MASC;SG	PROPN;INAN;NOM;FEM;SG
canadá	канади	canadá	канада	N;MASC;SG	PROPN;INAN;NOM;FEM;SG
canadá	канаду	canadá	канада	N;MASC;SG	PROPN;INAN;ACC;FEM;SG
canadá	канада	canadá	канада	N;MASC;SG	PROPN;INAN;NOM;FEM;SG
ciência	науки	ciência	наука	N;FEM;SG	N;INAN;NOM;FEM;PL
engenharia	інженерних	engenharia	інженерний	N;FEM;SG	ADJ;GEN;PL
fogo	fire	fogo	fire	N;MASC;SG	
naturais	натуральний	natural	натуральний	N;MASC;PL	ADJ;NOM;MASC;SG
naturais	натуральна	natural	натуральний	N;MASC;PL	ADJ;NOM;FEM;SG
naturais	натуральні	natural	натуральний	N;MASC;PL	ADJ;NOM;PL
naturais	природний	natural	природний	N;MASC;PL	ADJ;NOM;MASC;SG
naturais	природні	natural	природний	N;MASC;PL	ADJ;NOM;PL
oficiais	офіційні	oficial	офіційний	N;MASC;PL	ADJ;NOM;PL
oficiais	офіційна	oficial	офіційний	N;MASC;PL	ADJ;NOM;FEM;SG
oficiais	офіційний	oficial	офіційний	N;MASC;PL	ADJ;NOM;MASC;SG
oficiais	офіційне	oficial	офіційний	N;MASC;PL	ADJ;NOM;NEUT;SG
daniel	daniel	daniel	daniel	N;MASC;SG	
daniel	даніел	daniel	даніел	N;MASC;SG	ADJ;PFV;NOM;MASC;SG;V.PTCP;PASS
daniel	даніель	daniel	даніель	N;MASC;SG	ADJ;PFV;NOM;MASC;SG;V.PTCP;PASS
daniel	деніел	daniel	деніел	N;MASC;SG	PROPN;ANIM;NOM;MASC;SG
daniel	данило	daniel	данило	N;MASC;SG	V;PFV;NEUT;IND;SG;PST;FIN
funções	функція	função	функція	N;FEM;PL	N;INAN;NOM;FEM;SG
funções	функцію	função	функція	N;FEM;PL	N;INAN;ACC;FEM;SG
live	жити	live	жити	N;MASC;SG	V;IPFV;NFIN
live	live	live	live	N;MASC;SG	
live	наживо	live	наживо	N;MASC;SG	ADV
live	живу	live	жити	N;MASC;SG	V;IPFV;IND;SG;1;PRS;FIN
catarina	кетрін	catarina	кетрін	N;FEM;SG	PROPN;ANIM;NOM;FEM;SG
catarina	катаріни	catarina	катарін	N;FEM;SG	N;ANIM;NOM;FEM;PL
comentários	commentary	comentário	commentary	N;MASC;PL	
comentários	відгук	comentário	відгук	N;MASC;PL	N;INAN;NOM;MASC;SG
distância	дистанції	distância	дистанція	N;FEM;SG	N;INAN;ACC;FEM;PL
tratado	договір	tratar	договір	V;MASC;SG;V.PTCP	N;INAN;NOM;MASC;SG
tratado	договору	tratar	договір	V;MASC;SG;V.PTCP	N;INAN;GEN;MASC;SG
ninguém	ніхто	ninguém	ніхто	PRO;MASC;SG	PRO;ANIM;NOM
ninguém	нікого	ninguém	ніхто	PRO;MASC;SG	PRO;ANIM;ACC
poucos	кілька	pouco	кілька	PRO;MASC;PL	DET;NOM
poucos	небагато	pouco	небагато	PRO;MASC;PL	ADV
corte	corte	corte	corte	N;MASC;SG	
corte	різати	corte	різати	N;MASC;SG	V;IPFV;NFIN
corte	вирізати	corte	вирізати	N;MASC;SG	V;IPFV;NFIN
corte	судові	corte	судовий	N;MASC;SG	ADJ;NOM;PL
preto	чорні	preto	чорний	N;MASC;SG	ADJ;NOM;PL
preto	чорне	preto	чорний	N;MASC;SG	ADJ;NOM;NEUT;SG
preto	чорна	preto	чорний	N;MASC;SG	ADJ;NOM;FEM;SG
preto	чорний	preto	чорний	N;MASC;SG	ADJ;NOM;MASC;SG
prêmios	призи	prêmio	призи	N;MASC;PL	N;INAN;NOM
passar	перевал	passar	переваль	V;NFIN	N;INAN;NOM;MASC;SG
realmente	невже	realmente	невже	ADV	
one	одна	one	один	N;MASC;SG	NUM;NOM;FEM
one	one	one	one	N;MASC;SG	
one	одне	one	один	N;MASC;SG	DET;NOM;NEUT;SG
one	один	one	один	N;MASC;SG	NUM;NOM;MASC
dom	дом	dom	дом	N;MASC;SG	
rosa	рожева	rosa	рожевий	N;FEM;SG	ADJ;NOM;FEM;SG
rosa	рожевий	rosa	рожевий	N;FEM;SG	ADJ;NOM;MASC;SG
rosa	роуз	rosa	роуз	N;FEM;SG	PROPN;ANIM;NOM;FEM;SG
rosa	роза	rosa	роза	N;FEM;SG	PROPN;ANIM;NOM;FEM;SG
rosa	розі	rosa	роз	N;FEM;SG	
rosa	роза	rosa	роза	N;FEM;SG	PROPN;ANIM;NOM;FEM;SG
rosa	rosa	rosa	rosa	N;FEM;SG	
antonio	антоніо	antonio	антоніо	N;MASC;SG	PROPN;ANIM;NOM;MASC;SG
longa	хай	longo	хай	ADJ;FEM;SG	PART
longa	лонг	longo	лонг	ADJ;FEM;SG	
longa	long	longo	long	ADJ;FEM;SG	
longa	довгі	longo	довгий	ADJ;FEM;SG	ADJ;NOM;PL
mudança	change	mudança	change	N;FEM;SG	
mudança	змінити	mudança	змінити	N;FEM;SG	V;PFV;NFIN
regional	районної	regional	районний	N;MASC;SG	ADJ;GEN;FEM;SG
regional	обласний	regional	обласний	N;MASC;SG	ADJ;NOM;MASC;SG
regional	регіональні	regional	регіональний	N;MASC;SG	ADJ;NOM;PL
regional	регіональний	regional	регіональний	N;MASC;SG	ADJ;NOM;MASC;SG
criou	створено	criar	створити	V;IND;SG;3;PST;FIN	V;PFV;IND;0;FIN
criou	створені	criar	створений	V;IND;SG;3;PST;FIN	ADJ;PFV;NOM;PL;V.PTCP;PASS
criou	створене	criar	створений	V;IND;SG;3;PST;FIN	ADJ;PFV;NOM;NEUT;SG;V.PTCP;PASS
criou	створена	criar	створений	V;IND;SG;3;PST;FIN	ADJ;PFV;NOM;FEM;SG;V.PTCP;PASS
metade	пів	metade	пів	N;FEM;SG	
metade	півтори	metade	півтори	N;FEM;SG	NUM;NOM
metade	наполовину	metade	наполовину	N;FEM;SG	ADV
religião	релігії	religião	релігія	N;FEM;SG	N;INAN;NOM;FEM;PL
trabalhou	працювали	trabalhar	працювати	V;IND;SG;3;PST;FIN	V;IPFV;IND;PL;PST;FIN
paraná	парана	paraná	паран	N;MASC;SG	PROPN;INAN;NOM;FEM;SG
veio	прилетіли	vir	прилетіти	V;IND;SG;3;PST;FIN	V;PFV;IND;PL;PST;FIN
cristo	христос	cristo	христос	N;MASC;SG	PROPN;ANIM;NOM;MASC;SG
cristo	christ	cristo	christ	N;MASC;SG	
cristo	христа	cristo	христий	N;MASC;SG	PROPN;ANIM;NOM;MASC;SG
cristo	крісто	cristo	крісто	N;MASC;SG	INTJ
análise	аналітики	análise	аналітика	N;FEM;SG	N;INAN;NOM;MASC;PL
festa	вечірки	festa	вечірка	N;FEM;SG	N;INAN;NOM;FEM;PL
festa	party	festa	party	N;FEM;SG	
cena	cena	cena	cena	N;FEM;SG	
cena	сцени	cena	сцена	N;FEM;SG	N;INAN;NOM;FEM;PL
médico	медики	médico	медик	N;MASC;SG	N;ANIM;NOM;MASC;PL
