periferia	покрайнините	periferia	покрайнина	N;FEM;SG	N;DEF;FEM;PL
scrivi	напишете	scrivere	напиша	V;IMP;SG;2;PRS;FIN	V;PFV;IMP;PL;2;FIN
scrivi	пишете	scrivere	пиша	V;IMP;SG;2;PRS;FIN	V;IPFV;IND;PL;2;PRS;FIN;ACT
reed	рийд	reed	рийд	N;MASC	PROPN;INDF;MASC;SG
emily	емили	emily	емил	N;FEM	PROPN;INDF;FEM;SG
acquisito	придобит	acquisire	придобит	V;MASC;SG;PST;V.PTCP	N;INDF;MASC;SG
acquisito	придобити	acquisire	придобия	V;MASC;SG;PST;V.PTCP	V;PFV;INDF;PL;V.PTCP;PASS
provoca	провокира	provocare	провокирам	V;IND;SG;3;PRS;FIN	V;PFV;IND;SG;3;PST;FIN;ACT
pellicole	филм	pellicolo	филм	N;FEM;PL	N;INDF;MASC;SG
pellicole	лента	pellicolo	лента	N;FEM;PL	N;INDF;FEM;SG
transizione	преходна	transizione	преходна	N;FEM;SG	ADJ;INDF;FEM;SG
transizione	преходно	transizione	преходно	N;FEM;SG	ADV
transizione	преходни	transizione	преходен	N;FEM;SG	ADJ;INDF;PL
taiwan	тайван	taiwan	тайван	N;MASC	PROPN;INDF;MASC;SG
taiwan	тайвански	taiwan	тайвански	N;MASC	ADJ;INDF;MASC;SG
circondato	обкръжени	circondare	обкръжа	V;MASC;SG;PST;V.PTCP	V;PFV;INDF;PL;V.PTCP;PASS
circondato	обградени	circondare	обградя	V;MASC;SG;PST;V.PTCP	V;PFV;INDF;PL;V.PTCP;PASS
müller	мюлер	müller	мюлер		PROPN;INDF;MASC;SG
müller	мюлер	müller	мюлер		PROPN;INDF;MASC;SG
cantato	санг	cantare	санг	V;MASC;SG;PST;V.PTCP	N;INDF;NEUT;SG
cantato	сунг	cantare	сунг	V;MASC;SG;PST;V.PTCP	N;INDF;MASC;SG
stellare	звездно	stellare	звездно	ADJ;SG	ADV
colpevole	виновни	colpevole	виновен	N;SG	ADJ;INDF;PL
colpevole	виновна	colpevole	виновен	N;SG	ADJ;INDF;FEM;SG
colpevole	виновен	colpevole	виновен	N;SG	ADJ;INDF;MASC;SG
claire	клеър	claire	клеър	N;FEM;SG	PROPN;INDF;MASC;SG
folla	тълпи	folla	тълпа	N;FEM;SG	N;INDF;FEM;PL
uniforme	униформи	uniforme	униформа	ADJ;SG	N;INDF;FEM;PL
uniforme	униформа	uniforme	униформа	ADJ;SG	N;INDF;FEM;SG
josh	джош	josh	джош	N	PROPN;INDF;MASC;SG
raro	рядко	raro	рядко	ADJ;MASC;SG	ADV
raro	редки	raro	редка	ADJ;MASC;SG	N;INDF;FEM;PL
raro	рядкост	raro	рядкост	ADJ;MASC;SG	N;INDF;FEM;SG
dimostrazione	демонстрации	dimostrazione	демонстрация	N;FEM;SG	N;INDF;FEM;PL
concesse	предоставено	concedere	предоставя	V;IND;PL;3;PST;FIN	V;PFV;INDF;NEUT;SG;V.PTCP;PASS
concesse	предоставен	concedere	предоставя	V;IND;PL;3;PST;FIN	V;PFV;INDF;MASC;SG;V.PTCP;PASS
concesse	предоставена	concedere	предоставя	V;IND;PL;3;PST;FIN	V;PFV;INDF;FEM;SG;V.PTCP;PASS
eseguiti	екзекутиран	eseguire	екзекутирам	V;MASC;PL;PST;V.PTCP	V;PFV;INDF;MASC;SG;V.PTCP;PASS
eseguiti	изпълнено	eseguire	изпълня-(се)	V;MASC;PL;PST;V.PTCP	V;PFV;INDF;NEUT;SG;V.PTCP;PASS
eseguiti	извършен	eseguire	извърша	V;MASC;PL;PST;V.PTCP	V;PFV;INDF;MASC;SG;V.PTCP;PASS
eseguiti	проведено	eseguire	проведа	V;MASC;PL;PST;V.PTCP	V;PFV;INDF;NEUT;SG;V.PTCP;PASS
eseguiti	извършено	eseguire	извърша	V;MASC;PL;PST;V.PTCP	V;PFV;INDF;NEUT;SG;V.PTCP;PASS
eseguiti	извърши	eseguire	извърша	V;MASC;PL;PST;V.PTCP	V;PFV;IMP;SG;2;PST;FIN
eseguiti	извършена	eseguire	извърша	V;MASC;PL;PST;V.PTCP	V;PFV;INDF;FEM;SG;V.PTCP;PASS
run	бягай	run	бягам	N	V;IPFV;IMP;SG;2;FIN
aperti	отворено	aprire	отворя	ADJ;MASC;PL	ADV
aperti	отвори	aprire	отворя-(се)	ADJ;MASC;PL	V;PFV;IND;SG;3;PST;FIN;ACT
aperti	отваряне	aprire	отваряне	ADJ;MASC;PL	N;INDF;NEUT;SG
cavo	кабелна	cavo	кабелен	N;MASC;SG	ADJ;INDF;FEM;SG
gallese	уелски	gallese	уелски	ADJ;SG	PROPN;INDF;MASC;SG
separata	разделени	separare	разделя-(се)	V;FEM;SG;PST;V.PTCP	V;PFV;INDF;PL;V.PTCP;PASS
separata	отделени	separare	отделя-(се)	V;FEM;SG;PST;V.PTCP	V;PFV;INDF;PL;V.PTCP;PASS
separata	отделни	separare	отделен	V;FEM;SG;PST;V.PTCP	ADJ;INDF;PL
separata	разделени	separare	разделя-(се)	V;FEM;SG;PST;V.PTCP	V;PFV;INDF;PL;V.PTCP;PASS
separata	отделно	separare	отделно	V;FEM;SG;PST;V.PTCP	ADV
separata	отделна	separare	отделен	V;FEM;SG;PST;V.PTCP	ADJ;INDF;FEM;SG
separata	отделен	separare	отделен	V;FEM;SG;PST;V.PTCP	ADJ;INDF;MASC;SG
separata	отделени	separare	отделя-(се)	V;FEM;SG;PST;V.PTCP	V;PFV;INDF;PL;V.PTCP;PASS
siviglia	севиля	siviglia	севиля	N;FEM;SG	PROPN;INDF;FEM;SG
invita	кани	invitare	кана	V;IND;SG;3;PRS;FIN	V;IPFV;IMP;SG;2;FIN
invita	покани	invitare	покана	V;IND;SG;3;PRS;FIN	N;INDF;FEM;PL
invita	покана	invitare	покана	V;IND;SG;3;PRS;FIN	N;INDF;FEM;SG
invita	покани	invitare	покана	V;IND;SG;3;PRS;FIN	N;INDF;FEM;PL
omicidi	убийство	omicidio	убийство	N;MASC;PL	N;INDF;NEUT;SG
residente	специализант	residente	специализант	ADJ;SG	N;INDF;MASC;SG
residente	жител	residente	жител	ADJ;SG	N;INDF;MASC;SG
residente	обитател	residente	обитател	ADJ;SG	N;INDF;MASC;SG
reato	престъпления	reato	престъпление	N;MASC;SG	N;INDF;NEUT;PL
militante	войнствени	militante	войнствен	N;SG	ADJ;INDF;PL
sismica	сеизмични	sismico	сеизмичен	ADJ;FEM;SG	ADJ;INDF;PL
contemporaneo	съвременни	contemporaneo	съвременен	ADJ;MASC;SG	ADJ;INDF;PL
contemporaneo	съвременно	contemporaneo	съвременно	ADJ;MASC;SG	ADV
trasformare	преобразуване	trasformare	преобразуване	V;NFIN	N;INDF;NEUT;SG
associati	сътрудници	associare	сътрудник	V;MASC;PL;PST;V.PTCP	N;INDF;MASC;PL
associati	съдружници	associare	съдружник	V;MASC;PL;PST;V.PTCP	N;INDF;MASC;PL
associati	свързан	associare	свържа	V;MASC;PL;PST;V.PTCP	V;PFV;INDF;MASC;SG;V.PTCP;PASS
menzione	споменете	menzione	спомена	N;FEM;SG	V;PFV;IMP;PL;2;FIN
dar	дар	dare	дар	V;NFIN	N;INDF;MASC;SG
distribuita	разпределени	distribuire	разпределя	V;FEM;SG;PST;V.PTCP	V;PFV;INDF;PL;V.PTCP;PASS
uguali	равен	uguale	равен	ADJ;PL	ADJ;INDF;MASC;SG
uguali	равно	uguale	равен	ADJ;PL	ADV
uguali	равно	uguale	равен	ADJ;PL	ADV
macchia	петна	macchia	петна	N;FEM;SG	N;INDF;NEUT;PL
intenzioni	намерение	intenzione	намерение	N;FEM;PL	N;INDF;NEUT;SG
intenzioni	умисъл	intenzione	умисъл	N;FEM;PL	N;INDF;MASC;SG
rudolf	рудолф	rudolf	рудолф	N;MASC;SG	PROPN;INDF;MASC;SG
automatica	автоматични	automatico	автоматичен	ADJ;FEM;SG	ADJ;INDF;PL
automatica	автоматично	automatico	автоматично	ADJ;FEM;SG	ADV
guardare	гледане	guardare	гледане	V;NFIN	N;INDF;NEUT;SG
rivali	съперник	rivale	съперник	N;PL	N;INDF;MASC;SG
manoscritti	ръкопис	manoscrivere	ръкопис	N;MASC;PL	N;INDF;MASC;SG
controllata	филиал	controllare	филиал	V;FEM;SG;PST;V.PTCP	N;INDF;MASC;SG
controllata	дъщерно	controllare	дъщерен	V;FEM;SG;PST;V.PTCP	ADV
controllata	контролирани	controllare	контролирам	V;FEM;SG;PST;V.PTCP	V;IPFV;INDF;PL;V.PTCP;PASS
rettore	дийн	rettore	дийн	N;MASC;SG	PROPN;INDF;MASC;SG
folk	народни	folk	народен	N;MASC	ADJ;INDF;PL
significativa	смислено	significativo	смислен	ADJ;FEM;SG	ADV
significativa	значително	significativo	значително	ADJ;FEM;SG	ADV
significativa	значителни	significativo	значителен	ADJ;FEM;SG	ADJ;INDF;PL
bombardamenti	бомбардировка	bombardamento	бомбардировка	N;MASC;PL	N;INDF;FEM;SG
bombardamenti	атентат	bombardamento	атентат	N;MASC;PL	N;INDF;MASC;SG
lou	лу	lou	лу	N;SG	PROPN;INDF;MASC;SG
adottata	осиновен	adottare	осиновя-(се)	V;FEM;SG;PST;V.PTCP	ADJ;INDF;MASC;SG
adottata	осиновена	adottare	осиновя-(се)	V;FEM;SG;PST;V.PTCP	ADJ;INDF;FEM;SG
decisivo	решаващо	decisivo	решавам-(се)	ADJ;MASC;SG	ADV
contenenti	съдържащ	contenere	съдържам-(се)	V;PL;PRS;V.PTCP	ADJ;IPFV;INDF;MASC;SG;PRS;V.PTCP;ACT
contenenti	съдържащи	contenere	съдържам-(се)	V;PL;PRS;V.PTCP	ADJ;IPFV;INDF;PL;PRS;V.PTCP;ACT
contenenti	съдържащо	contenere	съдържам-(се)	V;PL;PRS;V.PTCP	ADV
contenenti	съдържаща	contenere	съдържам-(се)	V;PL;PRS;V.PTCP	ADJ;IPFV;INDF;FEM;SG;PRS;V.PTCP;ACT
canonico	канон	canonico	канон	ADJ;MASC;SG	N;INDF;MASC;SG
canonico	canonical	canonico	canonical	ADJ;MASC;SG	N
fisici	физическо	fisico	физически	N;MASC;PL	ADV
fisici	физически	fisico	физически	N;MASC;PL	ADJ;INDF;MASC;SG
fisici	физическа	fisico	физически	N;MASC;PL	ADJ;INDF;FEM;SG
caratterizzati	характеризира	caratterizzare	характеризирам	V;MASC;PL;PST;V.PTCP	V;IPFV;IND;SG;3;PRS;FIN;ACT
rogers	роджърс	rogers	роджърс	N;MASC	PROPN;INDF;MASC;SG
poetica	поетично	poetico	поетичен	ADJ;FEM;SG	ADV
divisi	разделена	dividere	разделя-(се)	V;MASC;PL;PST;V.PTCP	V;PFV;INDF;FEM;SG;V.PTCP;PASS
divisi	разделено	dividere	разделя-(се)	V;MASC;PL;PST;V.PTCP	V;PFV;INDF;NEUT;SG;V.PTCP;PASS
divisi	разделен	dividere	разделя-(се)	V;MASC;PL;PST;V.PTCP	V;PFV;INDF;MASC;SG;V.PTCP;PASS
pericoloso	опасно	pericoloso	опасно	ADJ;MASC;SG	ADV
pericoloso	опасни	pericoloso	опасен	ADJ;MASC;SG	ADJ;INDF;PL
pericoloso	опасни	pericoloso	опасен	ADJ;MASC;SG	ADJ;INDF;PL
citate	посочено	citate	посоча	V;FEM;PL;PST;V.PTCP	V;PFV;INDF;NEUT;SG;V.PTCP;PASS
true	верни	trua	верен	N	ADJ;INDF;PL
true	вярно	trua	верен	N	ADV
analogo	аналог	analogo	аналог	ADJ;MASC;SG	N;INDF;MASC;SG
analogo	аналогични	analogo	аналогичен	ADJ;MASC;SG	ADJ;INDF;PL
secondario	вторично	secondario	вторично	ADJ;MASC;SG	ADV
secondario	вторични	secondario	вторичен	ADJ;MASC;SG	ADJ;INDF;PL
slovenia	словения	slovenia	словен	N;FEM;SG	PROPN;INDF;FEM;SG
negativa	отрицателно	negativo	отрицателен	ADJ;FEM;SG	ADV
negativa	отрицателни	negativo	отрицателен	ADJ;FEM;SG	ADJ;INDF;PL
gaio	гай	gaio	гай	N;MASC;SG	PROPN;INDF;MASC;SG
crociera	крейсерска	crociera	крейсерски	N;FEM;SG	ADJ;INDF;FEM;SG
crociera	круз	crociera	круз	N;FEM;SG	PROPN;INDF;MASC;SG
sonic	звукова	sonic	звуков	N	ADJ;INDF;FEM;SG
carol	каръл	carol	каръл	N;FEM;SG	PROPN;INDF;MASC;SG
carol	керъл	carol	керъл	N;FEM;SG	PROPN;INDF;MASC;SG
carol	карол	carol	карол	N;FEM;SG	PROPN;INDF;MASC;SG
han	хан	avere	хан	V;IND;PL;3;PRS;FIN	N;INDF;MASC;SG
pura	чисто	puro	чисто	ADJ;FEM;SG	ADV
orale	орален	orale	орален	ADJ;SG	N;INDF;MASC;SG
orale	орално	orale	орално	ADJ;SG	ADV
orale	перорално	orale	перорален	ADJ;SG	ADV
guillermo	гилермо	guillermo	гилермо	N;MASC;SG	PROPN;INDF;MASC;SG
gallia	галия	gallia	галия	N;FEM;SG	PROPN;INDF;FEM;SG
gallia	гал	gallia	гал	N;FEM;SG	PROPN;INDF;MASC;SG
australian	австралийски	australiano	австралийски	N;FEM	ADJ;INDF;MASC;SG
violento	насилствено	violento	насилствено	ADJ;MASC;SG	ADV
riforme	реформата	riforma	реформа	N;FEM;PL	N;DEF;FEM;SG
riforme	реформиране	riforma	реформиране	N;FEM;PL	N;INDF;NEUT;SG
riforme	реформа	riforma	реформа	N;FEM;PL	N;INDF;FEM;SG
cipro	кипър	cipro	кипър	N;MASC;SG	PROPN;INDF;MASC;SG
demoni	демон	demone	демон	N;MASC;PL	N;INDF;MASC;SG
presidenti	президентът	presidente	президент	N;MASC;PL	N;DEF;MASC;SG
presidenti	президент	presidente	президент	N;MASC;PL	N;INDF;MASC;SG
presidenti	председател	presidente	председател	N;MASC;PL	N;INDF;MASC;SG
mine	моите	mina	мой	N;FEM;PL	DET;DEF;PL;1
mine	мой	mina	мой	N;FEM;PL	DET;INDF;MASC;SG;1
mine	моята	mina	мой	N;FEM;PL	DET;DEF;FEM;SG;1
mine	мое	mina	мой	N;FEM;PL	DET;INDF;NEUT;SG;1
mine	моя	mina	мой	N;FEM;PL	DET;INDF;FEM;SG;1
mine	моят	mina	мой	N;FEM;PL	DET;DEF;MASC;SG;1
leggende	легендата	leggenda	легенда	N;FEM;PL	N;DEF;FEM;SG
leggende	легенда	leggenda	легенда	N;FEM;PL	N;INDF;FEM;SG
saverio	хавиер	saverio	хавиер	N;MASC;SG	PROPN;INDF;MASC;SG
saverio	ксавие	saverio	ксавие	N;MASC;SG	PROPN;INDF;NEUT;SG
molecole	молекула	molecola	молекул	N;FEM;PL	N;INDF;FEM;SG
sospetto	подозрения	sospetto	подозрение	N;MASC;SG	N;INDF;NEUT;PL
sospetto	подозрителна	sospetto	подозрителен	N;MASC;SG	ADJ;INDF;FEM;SG
sospetto	подозрителен	sospetto	подозрителен	N;MASC;SG	ADJ;INDF;MASC;SG
sospetto	подозрителни	sospetto	подозрителен	N;MASC;SG	ADJ;INDF;PL
sospetto	подозрително	sospetto	подозрително	N;MASC;SG	ADV
sospetto	заподозряна	sospetto	заподозра	N;MASC;SG	V;PFV;INDF;FEM;SG;V.PTCP;PASS
sospetto	заподозрян	sospetto	заподозра	N;MASC;SG	V;PFV;INDF;MASC;SG;V.PTCP;PASS
sospetto	заподозрения	sospetto	заподозрение	N;MASC;SG	ADJ;PFV;DEF;MASC;SG;V.PTCP;PASS
elementare	елементарно	elementare	елементарно	ADJ;SG	ADV
elementare	начално	elementare	начално	ADJ;SG	ADV
five	пет	five	пет	N	NUM;INDF;PL
rispettare	зачитане	rispettare	зачитане	V;NFIN	N;INDF;NEUT;SG
rispettare	респект	rispettare	респект	V;NFIN	N;INDF;MASC;SG
rispettare	уважение	rispettare	уважение	V;NFIN	N;INDF;NEUT;SG
olanda	холандия	olanda	холандия	N;FEM;SG	PROPN;INDF;FEM;SG
derivati	деривати	derivare	дериват	V;MASC;PL;PST;V.PTCP	N;INDF;MASC;PL
derivati	производни	derivare	производен	V;MASC;PL;PST;V.PTCP	ADJ;INDF;PL
derivati	деривати	derivare	дериват	V;MASC;PL;PST;V.PTCP	N;INDF;MASC;PL
consentito	разрешени	consentire	разреша	V;MASC;SG;PST;V.PTCP	V;PFV;INDF;PL;V.PTCP;PASS
consentito	разрешени	consentire	разреша	V;MASC;SG;PST;V.PTCP	V;PFV;INDF;PL;V.PTCP;PASS
consentito	позволени	consentire	позволя-(си)	V;MASC;SG;PST;V.PTCP	V;PFV;INDF;PL;V.PTCP;PASS
cantare	пей	cantare	пей	V;NFIN	INTJ
cantare	пеенето	cantare	пеене	V;NFIN	N;DEF;NEUT;SG
cantare	пеене	cantare	пеене	V;NFIN	N;INDF;NEUT;SG
cantare	пеейки	cantare	пеейки	V;NFIN	N;INDF;FEM;PL
provinciali	провинциален	provinciale	провинциален	ADJ;PL	ADJ;INDF;MASC;SG
indie	инди	india	инди	N;FEM;PL	PROPN;INDF;MASC;SG
qualifica	допустими	qualifica	допустим	N;FEM;SG	ADJ;INDF;PL
qualifica	квалификации	qualifica	квалификация	N;FEM;SG	N;INDF;FEM;PL
see	еип	seo	еип		N;INDF;FEM;SG
lino	лино	lino	лино	N;MASC;SG	PROPN;INDF;FEM;SG
capaci	способно	capace	способно	ADJ;PL	ADV
capaci	способен	capace	способен	ADJ;PL	ADJ;INDF;MASC;SG
capaci	способна	capace	способна	ADJ;PL	ADJ;INDF;FEM;SG
ira	айра	ira	айра	N;FEM;SG	PROPN;INDF;MASC;SG
make	направи	make	направя-(се)	N	V;PFV;IMP;SG;2;FIN
curtis	къртис	curtis	къртис	N;MASC	PROPN;INDF;MASC;SG
enormi	огромен	enorme	огромен	ADJ;PL	ADJ;INDF;MASC;SG
enormi	огромно	enorme	огромен	ADJ;PL	ADV
enormi	огромна	enorme	огромен	ADJ;PL	ADJ;INDF;FEM;SG
enormi	огромен	enorme	огромен	ADJ;PL	ADJ;INDF;MASC;SG
enormi	огромна	enorme	огромен	ADJ;PL	ADJ;INDF;FEM;SG
nina	нина	nina	нина	N;FEM;SG	PROPN;INDF;FEM;SG
significativi	значителен	significativo	значителен	ADJ;MASC;PL	ADJ;INDF;MASC;SG
significativi	значително	significativo	значително	ADJ;MASC;PL	ADV
significativi	значим	significativo	значим	ADJ;MASC;PL	ADJ;INDF;MASC;SG
significativi	значителна	significativo	значителен	ADJ;MASC;PL	ADJ;INDF;FEM;SG
heaven	раят	heaven	рай	N	ADV
unire	обединяване	unire	обединяване	V;NFIN	N;INDF;NEUT;SG
unire	сливане	unire	сливане	V;NFIN	N;INDF;NEUT;SG
ostacoli	препятствие	ostacolo	препятствие	N;MASC;PL	N;INDF;NEUT;SG
ostacoli	пречка	ostacolo	пречка	N;MASC;PL	N;INDF;FEM;SG
pasta	спагети	pasta	спагет	N;FEM;SG	N;INDF;MASC;PL
pasta	макарони	pasta	макарон	N;FEM;SG	N;INDF;MASC;PL
leoni	леони	leone	леона	N;MASC;PL	N;INDF;FEM;SG
boemia	бохемия	boemia	бохемия	N;FEM;SG	PROPN;INDF;FEM;SG
derivata	деривати	derivata	дериват	ADJ;FEM;SG	N;INDF;MASC;PL
centimetri	сантиметра	centimetro	сантиметър	N;MASC;PL	N;DEF;MASC;SG
centimetri	инча	centimetro	инча	N;MASC;PL	N;INDF;MASC;SG
centimetri	см	centimetro	сантиметър	N;MASC;PL	N;INDF;MASC;SG
identificare	идентифициране	identificare	идентифициране	V;NFIN	N;INDF;NEUT;SG
identificare	идентифициране	identificare	идентифициране	V;NFIN	N;INDF;NEUT;SG
amanti	влюбени	amante	влюбен	N;PL	ADJ;INDF;PL
amanti	влюбените	amante	влюбен	N;PL	ADJ;DEF;PL
mason	мейсън	mason	мейсън	N;MASC;SG	PROPN;INDF;MASC;SG
frutta	плодове	frutta	плод	N;FEM;SG	N;INDF;MASC;PL
frutta	плодове	frutta	плод	N;FEM;SG	N;INDF;MASC;PL
algeria	алжирски	algeria	алжирски	N;FEM;SG	ADJ;INDF;MASC;SG
crimini	престъпление	crimine	престъпление	N;MASC;PL	N;INDF;NEUT;SG
crimini	престъпност	crimine	престъпност	N;MASC;PL	N;INDF;FEM;SG
crimini	престъпността	crimine	престъпност	N;MASC;PL	N;DEF;FEM;SG
organico	органични	organico	органичен	ADJ;MASC;SG	ADJ;INDF;PL
organico	органично	organico	органичен	ADJ;MASC;SG	ADV
trattare	лакомство	trattare	лакомство	V;NFIN	N;INDF;NEUT;SG
trattare	почерпка	trattare	почерпка	V;NFIN	N;INDF;FEM;SG
catene	верига	catena	верига	N;FEM;PL	N;INDF;FEM;SG
catene	верижка	catena	верижка	N;FEM;PL	N;INDF;FEM;SG
catene	веригата	catena	верига	N;FEM;PL	N;DEF;FEM;SG
rara	рядко	raro	рядко	ADJ;FEM;SG	ADV
rara	редки	raro	редка	ADJ;FEM;SG	N;INDF;FEM;PL
rara	рядкост	raro	рядкост	ADJ;FEM;SG	N;INDF;FEM;SG
rimuovere	премахване	rimuovere	премахване	V;NFIN	N;INDF;NEUT;SG
ultimate	крайната	ultimato	краен	N;FEM;PL	ADJ;DEF;FEM;SG
sinonimi	синоними	sinonimo	синоним	N;MASC;PL	ADJ;INDF;MASC;SG
sinonimi	синоним	sinonimo	синоним	N;MASC;PL	N;INDF;MASC;SG
appassionato	ентусиаст	appassionato	ентусиаст	ADJ;MASC;SG	N;INDF;MASC;SG
appassionato	страстно	appassionato	страстно	ADJ;MASC;SG	ADV
appassionato	страстни	appassionato	страстен	ADJ;MASC;SG	ADJ;INDF;PL
mons	монс	mons	монс	N;MASC;SG	PROPN;INDF;MASC;SG
fabbricato	произведени	fabbricato	произведа	N;MASC;SG	V;PFV;INDF;PL;V.PTCP;PASS
fabbricato	произведена	fabbricato	произведа	N;MASC;SG	V;PFV;INDF;FEM;SG;V.PTCP;PASS
fabbricato	произведен	fabbricato	произведа	N;MASC;SG	V;PFV;INDF;MASC;SG;V.PTCP;PASS
fabbricato	произведено	fabbricato	произведа	N;MASC;SG	V;PFV;INDF;NEUT;SG;V.PTCP;PASS
causando	причинявайки	causare	причинявам	V;V.MSDR	ADV
causando	причиняване	causare	причиняване	V;V.MSDR	N;INDF;NEUT;SG
annuario	годишници	annuario	годишник	N;MASC;SG	N;INDF;FEM;PL
irene	ирене	irena	ирене	N;FEM;SG	PROPN;INDF;FEM;SG
irene	ирен	irena	ирен	N;FEM;SG	PROPN;INDF;FEM;SG
irene	айрин	irena	айрин	N;FEM;SG	PROPN;INDF;MASC;SG
condotti	проведен	condurre	проведа	V;MASC;PL;PST;V.PTCP	V;PFV;INDF;MASC;SG;V.PTCP;PASS
condotti	проведена	condurre	проведа	V;MASC;PL;PST;V.PTCP	V;PFV;INDF;FEM;SG;V.PTCP;PASS
condotti	проведено	condurre	проведа	V;MASC;PL;PST;V.PTCP	V;PFV;INDF;NEUT;SG;V.PTCP;PASS
evidenti	очевиден	evidente	очевиден	ADJ;PL	ADJ;INDF;MASC;SG
evidenti	очевидна	evidente	очевидна	ADJ;PL	ADJ;INDF;FEM;SG
suonato	играха	suonare	играя	V;MASC;SG;PST;V.PTCP	V;IPFV;IND;PL;3;PST;FIN;ACT
uccisione	убивам	uccisione	убивам	N;FEM;SG	V;IPFV;IND;SG;1;PRS;FIN;ACT
parchi	паркс	parco	паркс	N;MASC;PL	N;INDF;FEM;SG
sottostante	базовите	sottostante	базов	ADJ;SG	ADJ;DEF;PL
attacca	атентати	attaccare	атентат	V;IND;SG;3;PRS;FIN	N;INDF;MASC;PL
attacca	атаки	attaccare	атака	V;IND;SG;3;PRS;FIN	N;INDF;FEM;PL
attacca	нападения	attaccare	нападение	V;IND;SG;3;PRS;FIN	N;INDF;NEUT;PL
trovati	намерено	trovare	намеря-(се)	V;MASC;PL;PST;V.PTCP	V;PFV;INDF;NEUT;SG;V.PTCP;PASS
trovati	открит	trovare	открия-(се)	V;MASC;PL;PST;V.PTCP	V;PFV;INDF;MASC;SG;V.PTCP;PASS
trovati	намерена	trovare	намеря-(се)	V;MASC;PL;PST;V.PTCP	V;PFV;INDF;FEM;SG;V.PTCP;PASS
trovati	намерен	trovare	намеря-(се)	V;MASC;PL;PST;V.PTCP	V;PFV;INDF;MASC;SG;V.PTCP;PASS
distanze	дистанция	distanza	дистанция	N;FEM;PL	N;INDF;FEM;SG
distanze	разстояние	distanza	разстояние	N;FEM;PL	N;INDF;NEUT;SG
abbandona	изоставят	abbandonare	изоставям	V;IND;SG;3;PRS;FIN	V;IPFV;IND;PL;3;PRS;FIN;ACT
uruguay	уругвай	uruguay	уругвам	N;MASC	V;IPFV;IMP;SG;2;FIN
cook	готви	cook	готвя	N;MASC;SG	V;IPFV;IMP;SG;2;FIN
lotte	лоти	lotta	лот	N;FEM;PL	N;INDF;FEM;SG
lotte	лоте	lotta	лот	N;FEM;PL	N;INDF;FEM;SG
birra	бирите	birra	бира	N;FEM;SG	N;DEF;FEM;PL
birra	бири	birra	бира	N;FEM;SG	N;INDF;FEM;PL
fallito	неуспешна	fallire	неуспешен	V;MASC;SG;PST;V.PTCP	ADJ;INDF;FEM;SG
fallito	неуспешно	fallire	неуспешно	V;MASC;SG;PST;V.PTCP	ADV
fallito	неуспех	fallire	неуспех	V;MASC;SG;PST;V.PTCP	N;INDF;MASC;SG
dita	пръст	dito	пръст	N;FEM;PL	N;INDF;MASC;SG
dita	пръста	dito	пръст	N;FEM;PL	N;DEF;MASC;SG
klaus	клаус	klaus	клаус	N;MASC;SG	PROPN;INDF;MASC;SG
continuando	продължаване	continuare	продължаване	V;V.MSDR	N;INDF;NEUT;SG
screenshot	screenshot	screenshot	screenshot	N;MASC	PROPN;INDF;MASC;SG
rivolto	разгледани	rivolgere	разгледам	V;MASC;SG;PST;V.PTCP	V;PFV;INDF;PL;V.PTCP;PASS
jeremy	джеръми	jeremy	джеръм	N;MASC;SG	N;INDF;MASC;PL
elegante	елегантно	elegante	елегантно	ADJ;SG	ADV
elegante	елегантни	elegante	елегантен	ADJ;SG	ADJ;INDF;PL
becker	бекер	becker	бекер	N;MASC;SG	PROPN;INDF;MASC;SG
becker	бекър	becker	бекър	N;MASC;SG	PROPN;INDF;MASC;SG
adiacente	съседни	adiacente	съседен	N;MASC;SG	ADJ;INDF;PL
cannes	кан	cannes	кан	N;MASC;SG	PROPN;INDF;MASC;SG
volare	полети	volare	полет	V;NFIN	N;INDF;MASC;PL
volare	летене	volare	летене	V;NFIN	N;INDF;NEUT;SG
volare	летящи	volare	летящ	V;NFIN	ADJ;IPFV;INDF;PL;PRS;V.PTCP;ACT
democratici	демократично	democratico	демократичен	N;MASC;PL	ADV
democratici	демократичен	democratico	демократичен	N;MASC;PL	ADJ;INDF;MASC;SG
democratici	демократични	democratico	демократичен	N;MASC;PL	ADJ;INDF;PL
democratici	демократична	democratico	демократичен	N;MASC;PL	ADJ;INDF;FEM;SG
democratici	демократ	democratico	демократ	N;MASC;PL	N;INDF;MASC;SG
organizzati	организиран	organizzare	организирам	V;MASC;PL;PST;V.PTCP	V;PFV;INDF;MASC;SG;V.PTCP;PASS
organizzati	организирана	organizzare	организирам	V;MASC;PL;PST;V.PTCP	V;PFV;INDF;FEM;SG;V.PTCP;PASS
organizzati	организирано	organizzare	организирам	V;MASC;PL;PST;V.PTCP	V;PFV;INDF;NEUT;SG;V.PTCP;PASS
organizzati	организиран	organizzare	организирам	V;MASC;PL;PST;V.PTCP	V;PFV;INDF;MASC;SG;V.PTCP;PASS
organizzati	организирана	organizzare	организирам	V;MASC;PL;PST;V.PTCP	V;PFV;INDF;FEM;SG;V.PTCP;PASS
organizzati	организирано	organizzare	организирам	V;MASC;PL;PST;V.PTCP	V;PFV;INDF;NEUT;SG;V.PTCP;PASS
