die	do	die	do	DET;DEF	PROPN
nature	da	nature	da		V
nature	a	nature	o		DET
chemiese	químicas	chemies	química	ADJ;NOM	N
gevalle	recorren	geval	recorrer	N;PL	V
gevalle	recorrer	geval	recorrer	N;PL	V
ver	de	ver	de	ADV	ADP
ver	ata	ver	ata	ADV	ADP
behou	reunión	behou	reunión	V;PRS	N
behou	mans	behou	man	V;PRS	N
behou	hoxe	behou	hoxe	V;PRS	ADV
behou	a	behou	o	V;PRS	DET
noorweë	noruega	noorweë	noruega	ADJ;NOM	PROPN
versoek	petición	versoek	petición	V;PRS	N
hulp	axudar	hulp	axudar	N;SG	V
hulp	a	hulp	o	N;SG	DET
hoop	esperanza	hoop	esperanza	V;PRS	N
hoop	que	hoop	que	V;PRS	PRO
bedryf	industria	bedryf	industria		N
saint	santo	saint	santo		ADJ
saint	san	saint	ser		ADJ
inheemse	nativo	inheems	nativo	DET;DEF	ADJ
inheemse	onde	inheems	onde	DET;DEF	PRO
inheemse	terra	inheems	terra	DET;DEF	N
sulke	tan	sulke	tan	PRO	ADV
sulke	tal	sulke	tal	PRO	DET
dalk	se	dalk	se		CONJ
dalk	cadra	dalk	cadra		ADV
dalk	quizais	dalk	quizais		ADV
dalk	pode	dalk	poder		V
dalk	talvez	dalk	talvez		ADV
albert	albert	albert	albert		PROPN
king	king	king	king		PROPN
king	rei	king	rei		PROPN
king	o	king	o		DET
king	xurxo	king	xurxo		N
warm	quente	warm	quente		N
warm	calor	warm	calor		N
bruin	brown	bruin	brown	ADV	PROPN
bruin	marróns	bruin	marrón	ADV	N
bruin	marrón	bruin	marrón	ADV	N
bruin	claro	bruin	claro	ADV	ADJ
eeue	xiii	eeue	xiii	N;PL	PROPN
voorwerpe	os	voorwerpe	o	N;PL	DET
onbekend	descoñecido	onbekend	descoñecido		N
onbekend	descoñecida	onbekend	descoñecido		ADJ
joodse	xudeu	joods	xudar		N
joodse	bebé	joods	bebé		N
joodse	xudeo	joods	xudeo		N
temperatuur	a	temperatuur	o	N;SG	DET
maan	moon	maan	moon	N;SG	PROPN
jean	jean	jean	jean		PROPN
karel	charles	karel	charles		N
karel	carlos	karel	carlo		PROPN
verantwoordelik	responsable	verantwoordelik	responsable	ADV	N
verantwoordelik	responsables	verantwoordelik	responsable	ADV	N
verantwoordelik	responsábeis	verantwoordelik	responsábel	ADV	N
verantwoordelik	responsábel	verantwoordelik	responsábel	ADV	N
kaarte	tarxetas	kaart	tarxeta		N
kaarte	cartas	kaart	carta		N
kaarte	naipes	kaart	naipe		N
kaarte	as	kaart	o		DET
kaarte	ás	kaart	á		N
kaarte	carta	kaart	carta		N
kaarte	tarxeta	kaart	tarxeta		N
kaarte	de	kaart	de		ADP
kaarte	unha	kaart	un		DET
kaarte	documento	kaart	documento		N
wissel	flotante	wissel	flotante		N
wissel	aboiando	wissel	aboiar		V
seisoen	de	seisoen	de	N;SG	ADP
amper	case	amper	case		ADV
ens	etc	ens	etc		N
kollege	que	kollege	que	N;SG	PRO
kollege	college	kollege	collegar	N;SG	PROPN
besig	moi	besig	moi	V;PRS	ADV
besig	ocupado	besig	ocupar	V;PRS	ADJ
besig	ocupados	besig	ocupado	V;PRS	ADJ
besig	negocios	besig	negocio	V;PRS	N
verhaal	clientes	verhaal	cliente	V;PRS	N
opleiding	a	opleiding	o	N;SG	DET
soortgelyke	parecido	soortgelyk	parecer	ADJ;NOM	N
wetenskap	a	wetenskap	o	N;SG	DET
wetenskap	científica	wetenskap	científico	N;SG	ADJ
tye	times	tye	time	N;PL	PROPN
gewild	popular	gewild	popular	ADV	N
gewild	populares	gewild	popular	ADV	ADJ
gewild	frente	gewild	frente	ADV	N
gewild	cantante	gewild	cantante	ADV	N
gewild	impopular	gewild	impopular	ADV	ADJ
vermoor	a	vermoor	o	V;PRS	DET
vermoor	mortos	vermoor	morto	V;PRS	N
jesus	xesucristo	jesus	xesucristo		N
jesus	xesús	jesus	xesús		N
jesus	cristo	jesus	cristo		N
jesus	hostia	jesus	hostia		N
jesus	dios	jesus	dio		N
jesus	por	jesus	por		ADP
jesus	deus	jesus	daus		N
lyf	corporal	lyf	corporal	N;SG	ADJ
wedstryde	xogar	wedstryde	xogar	N;PL	V
wedstryde	os	wedstryde	o	N;PL	DET
totdat	ata	totdat	ata	CONJ	ADP
totdat	que	totdat	que	CONJ	PRO
totdat	até	totdat	até	CONJ	ADV
bybel	biblia	bybel	biblia		N
bybel	biblias	bybel	biblia		N
moskou	moscova	moskou	moscovar		PROPN
brasilië	brasil	brasilië	brasil		N
history	historia	history	historia		N
history	da	history	da		V
michael	michael	michael	michael		PROPN
beelde	as	beelde	o	N;PL	DET
oorwinning	da	oorwinning	da	N;SG	V
oorwinning	a	oorwinning	o	N;SG	DET
vol	chea	vol	chea		N
vol	cheo	vol	cheo		N
vol	completo	vol	completo		ADJ
toegelaat	se	toelaat	se	V;PST;V.PTCP	CONJ
toegelaat	lles	toelaat	lle	V;PST;V.PTCP	PRO
toegelaat	non	toelaat	non	V;PST;V.PTCP	PART
gevra	pregunteille	vra	pregunteille	V;PST;V.PTCP	ADJ
gevra	lle	vra	lle	V;PST;V.PTCP	PRO
anna	anna	anna	anna	N;SG	PROPN
noordwes	noroeste	noordwe	noroeste		N
blare	deixa	blaar	deixar	N;PL	V
blare	as	blaar	o	N;PL	DET
blare	sae	blaar	saír	N;PL	V
insluitend	incluíndo	insluit	incluír	ADJ;NOM	V
insluitend	mesmo	insluit	mesmo	ADJ;NOM	DET
insluitend	incluído	insluit	incluír	ADJ;NOM	V
insluitend	incluídos	insluit	incluír	ADJ;NOM	V
insluitend	a	insluit	o	ADJ;NOM	DET
arabiese	árabe	arabies	árabar		N
alleen	soa	alleen	só		DET
alleen	só	alleen	só		ADV
alleen	sós	alleen	só		PROPN
alleen	soas	alleen	so		N
alleen	en	alleen	en		ADP
alleen	paz	alleen	paz		N
departement	de	departement	de	N;SG	ADP
verhoog	incremento	verhoog	incremento	V;PRS	N
verhoog	aumento	verhoog	aumento	V;PRS	N
verhoog	a	verhoog	o	V;PRS	DET
verhoog	escenario	verhoog	escenario	V;PRS	N
verhoog	etapa	verhoog	etapa	V;PRS	N
verhoog	palco	verhoog	palco	V;PRS	N
vlug	voo	vlug	voo	V;PRS	N
hoeveelheid	cantidade	hoeveelheid	cantidade		N
sin	oración	sin	oración	V;PRS	N
sin	frase	sin	frase	V;PRS	N
sin	sentenza	sin	sentenza	V;PRS	N
sin	sentencia	sin	sentencia	V;PRS	N
sin	punto	sin	punto	V;PRS	N
sin	e	sin	e	V;PRS	CONJ
sin	sentido	sin	sentido	V;PRS	N
koste	custan	koste	custar	N;SG	V
koste	custa	koste	custar	N;SG	V
insluitende	incluíndo	insluit	incluír	ADP	V
insluitende	mesmo	insluit	mesmo	ADP	DET
insluitende	incluído	insluit	incluír	ADP	V
insluitende	incluídos	insluit	incluír	ADP	V
insluitende	a	insluit	o	ADP	DET
nogtans	xeitos	nogtans	xeito	ADV	N
nogtans	de	nogtans	de	ADV	ADP
nogtans	todos	nogtans	todo	ADV	DET
nogtans	os	nogtans	o	ADV	DET
nogtans	modos	nogtans	modo	ADV	N
nogtans	todas	nogtans	todo	ADV	DET
nogtans	formas	nogtans	forma	ADV	N
gebeur	sensata	gebeur	sensatar	V;PRS	N
gebeur	sabio	gebeur	sabio	V;PRS	N
gebeur	a	gebeur	o	V;PRS	DET
niks	nada	niks	nada		PRO
niks	non	niks	non		PART
swak	pobre	swak	pobre		ADJ
swak	pobres	swak	pobre		N
swak	débil	swak	débil		ADJ
insluit	moitos	insluit	moito	V;PRS	DET
insluit	de	insluit	de	V;PRS	ADP
betaal	pagalo	betaal	pagalo	V;PRS	PROPN
geskenk	regalo	geskenk	regalo	V;PST;V.PTCP	PROPN
geskenk	agasallo	geskenk	agasallo	V;PST;V.PTCP	N
feit	de	feit	de	N;SG	ADP
feit	que	feit	que	N;SG	PRO
zimbabwe	cimbabue	zimbabwe	cimbabue	PROPN;SG	PROPN
zimbabwe	zimbawe	zimbabwe	zimbawe	PROPN;SG	N
zimbabwe	zimbabwe	zimbabwe	zimbabwe	PROPN;SG	PROPN
datum	a	datum	o	N;SG	DET
vertel	que	vertel	que	V;PRS	PRO
vertel	a	vertel	o	V;PRS	DET
maand	ao	maand	ao	N;SG	PROPN
oog	visual	oog	visual	N;SG	ADJ
verspreiding	de	verspreiding	de	N;SG	ADP
ingevoer	na	invoer	na	V;PST;V.PTCP	N
kunstenaars	de	kunstenaar	de	N;PL	ADP
liefde	o	liefde	o	N;SG	DET
gewees	foi	wees	ser	V;PST;FIN	V
meksiko	méxico	meksiko	méxico		PROPN
standaard	estándar	standaard	estándar	N;SG	V
standaard	de	standaard	de	N;SG	ADP
aanval	atacar	aanval	atacar	N;SG	V
christian	christian	christian	christian		V
christian	cristiáns	christian	cristián		N
probleem	problema	probleem	problema	V;PRS	N
voorstel	unha	voorstel	un	V;PRS	DET
voorstel	suxestión	voorstel	suxestión	V;PRS	N
radio	radio	radio	radio		N
hertog	duque	hertog	duque		N
onafhanklik	independente	onafhanklik	independente	ADV	ADJ
langer	tempo	lank	tempo	ADV;CMPR	N
langer	non	lank	non	ADV;CMPR	PART
langer	a	lank	o	ADV;CMPR	DET
bokant	do	bokant	do		PROPN
bokant	enriba	bokant	enriba		ADV
bokant	20	bokant	20		NUM
bokant	cima	bokant	cima		N
bokant	superior	bokant	superior		ADJ
bokant	copia	bokant	copia		N
klimaat	climática	klimaat	climático	N;SG	ADJ
klimaat	climático	klimaat	climático	N;SG	ADJ
vernietig	con	vernietig	con	V;PRS	ADP
vernietig	destruírono	vernietig	destruírono	V;PRS	PROPN
vernietig	os	vernietig	o	V;PRS	DET
vernietig	destruílo	vernietig	destruílo	V;PRS	PROPN
vernietig	seguros	vernietig	seguro	V;PRS	N
weermag	do	weermag	do	N;SG	PROPN
town	cidade	town	cidade		N
town	pobo	town	pobo		N
town	vila	town	vila		N
town	aldea	town	aldea		N
klerk	asistente	klerk	asistente		ADJ
klerk	do	klerk	do		PROPN
kos	alimentaria	kos	alimentario	N;SG	ADJ
kos	custa	kos	custar	N;SG	V
kos	custar	kos	custar	N;SG	V
kos	sanitarios	kos	sanitario	N;SG	ADJ
heeltemal	totalmente	heeltemal	total		ADV
heeltemal	completamente	heeltemal	completamente		ADV
heeltemal	completo	heeltemal	completo		ADJ
heeltemal	por	heeltemal	por		ADP
verminder	diminución	verminder	diminución	V;PRS	N
terugkeer	a	terugkeer	o	N;SG	DET
terugkeer	volvo	terugkeer	volvo	N;SG	V
terugkeer	regresar	terugkeer	regresar	N;SG	V
terugkeer	volva	terugkeer	volva	N;SG	V
terugkeer	volver	terugkeer	volver	N;SG	V
blyk	parecen	blyk	parecer		V
blyk	parece	blyk	parecer		V
blyk	parecer	blyk	parecer		V
blyk	semella	blyk	semellar		V
blyk	que	blyk	que		PRO
blyk	parece	blyk	parecer		V
rewolusie	a	rewolusie	o	N;SG	DET
edward	eduardo	edward	eduardo	PROPN;SG	N
edward	edward	edward	edward	PROPN;SG	PROPN
plant	vexetais	plant	vexetal	N;SG	ADJ
plant	de	plant	de	N;SG	ADP
ontmoet	con	ontmoet	con	V;PRS	ADP
google	google	goog	googler		PROPN
google	earth	goog	earth		PROPN
winter	inverno	winter	inverno	V;PRS	N
winter	o	winter	o	V;PRS	DET
noem	mención	noem	mención	V;PRS	N
behandel	trátame	behandel	trátame	V;PRS	PROPN
stuur	a	stuur	o	V;PRS	DET
verleen	favor	verleen	favor	V;PRS	N
verleen	consciente	verleen	consciente	V;PRS	ADJ
verleen	bolsa	verleen	bolsa	V;PRS	N
verleen	srta	verleen	srta	V;PRS	N
verleen	a	verleen	o	V;PRS	DET
verleen	grant	verleen	grant	V;PRS	PROPN
israel	israel	israel	israel		PROPN
etiket	etiqueta	etiket	etiqueta		N
belangrik	importante	belangrik	importante	ADV	ADJ
belangrik	importantes	belangrik	importante	ADV	ADJ
somer	verán	somer	ver		V
somer	no	somer	no		V
deense	danés	deens	danés	ADJ;NOM	N
deense	daneses	deens	danese	ADJ;NOM	V
aard	da	aard	da	N;SG	V
aard	a	aard	o	N;SG	DET
sanger	cantante	sank	cantante	ADV	N
moeilik	difícil	moeilik	difícil	ADV	ADJ
moeilik	duro	moeilik	duro	ADV	ADJ
moeilik	difícil	moeilik	difícil	ADV	ADJ
moeilik	dificil	moeilik	dificil	ADV	ADJ
heel	bastante	heel	bastante		ADV
heel	moi	heel	moi		ADV
heel	é	heel	ser		V
heel	ben	heel	ben		ADV
ernstige	serio	ernstig	serio	ADJ;NOM	N
ernstige	en	ernstig	en	ADJ;NOM	ADP
besonder	especialmente	besonder	especial		ADV
besonder	neno	besonder	neno		N
besonder	moi	besonder	moi		ADV
besonder	particularmente	besonder	particular		ADV
besonder	sobre	besonder	sobre		ADP
besonder	todo	besonder	todo		DET
besonder	particular	besonder	particular		N
besonder	en	besonder	en		ADP
besonder	particular	besonder	particular		N
besonder	concreto	besonder	concreto		ADJ
chris	chris	chris	chris	PROPN;SG	PROPN
stelsels	dos	stelsel	dos	N;PL	PROPN
getalle	os	getal	o	N;PL	DET
politiek	a	politiek	o	N;SG	DET
ondanks	pesar	ondanks	pesar		V
ondanks	a	ondanks	o		DET
ondanks	malia	ondanks	malia		CONJ
klooster	mosteiro	klooster	mosteiro		N
agtergrond	de	agtergrond	de	N;SG	ADP
joseph	wilson	joseph	wilson		PROPN
joseph	joseph	joseph	josephr		PROPN
mnr	señor	mnr	señor		N
mnr	mr	mnr	mr		PROPN
mnr	o	mnr	o		DET
provinsies	unidos	provinsie	unir	N;PL	V
provinsies	ee	provinsie	ee	N;PL	PROPN
provinsies	uu	provinsie	uu	N;PL	PROPN
provinsies	eua	provinsie	eua	N;PL	PROPN
brand	lume	brand	lume		N
brand	fogo	brand	fogo		N
wêreldwyd	mundial	wêreldwyd	mundial	ADV	ADJ
wêreldwyd	mundo	wêreldwyd	mundo	ADV	N
wêreldwyd	no	wêreldwyd	no	ADV	V
wêreldwyd	mundial	wêreldwyd	mundial	ADV	ADJ
wêreldwyd	de	wêreldwyd	de	ADV	ADP
wêreldwyd	global	wêreldwyd	global	ADV	ADJ
wêreldwyd	globais	wêreldwyd	global	ADV	ADJ
volume	o	volume	o		DET
volume	volume	volume	volume		N
tipiese	típico	tipies	típico	N;SG	ADJ
relatief	parente	relatief	parente		N
pers	o	pers	o	N;PL	DET
pers	press	pers	press	N;PL	PROPN
tydskrif	time	tydskrif	timir	N;SG	PROPN
kruis	cruzar	kruis	cruzar		V
kruis	cruz	kruis	cruz		N
kruis	atravesar	kruis	atravesar		V
kruis	crosstree	kruis	crosstree		PROPN
martin	martin	martin	martin		PROPN
vele	moitos	vele	moito		DET
vele	cantas	vele	canto		DET
vele	moitas	vele	moito		DET
vele	cantos	vele	canto		N
verhuis	mudeime	verhuis	mudeime	V;PRS	PROPN
verhuis	a	verhuis	o	V;PRS	DET
verhuis	se	verhuis	se	V;PRS	CONJ
saal	hall	saal	hall	N;SG	PROPN
saal	civil	saal	civil	N;SG	ADJ
spel	de	spel	de	N;SG	ADP
brug	bridge	brug	bridge	N;SG	PROPN
rand	do	rand	do		PROPN
gelyk	equitativos	gelyk	equitativo		ADJ
gelyk	igual	gelyk	igual		ADV
gelyk	mesmo	gelyk	mesmo		DET
gelyk	iguais	gelyk	igual		ADJ
gelyk	son	gelyk	ser		V
silwer	silver	silwer	silver		PROPN
silwer	cubrir	silwer	cubrir		V
silwer	encher	silwer	encher		V
landbou	a	landbou	o	N;SG	DET
voorwerp	que	voorwerp	que	N;SG	PRO
natuur	da	natuur	da	N;SG	V
natuur	a	natuur	o	N;SG	DET
westerse	occidental	westers	occidental		ADJ
seker	seguro	seker	seguro	ADV	N
seker	de	seker	de	ADV	ADP
seker	que	seker	que	ADV	PRO
seker	certo	seker	certo	ADV	DET
seker	claro	seker	claro	ADV	ADJ
eintlik	en	eintlik	en		ADP
eintlik	realidade	eintlik	realidade		N
eintlik	a	eintlik	o		DET
eintlik	de	eintlik	de		ADP
eintlik	feito	eintlik	feito		N
eintlik	realmente	eintlik	real		ADV
belangstelling	interesa	belangstelling	interesar	N;SG	V
ware	real	waar	real	N;SG	ADJ
bedank	de	bedank	de	V;PRS	ADP
bedank	non	bedank	non	V;PRS	PART
iran	irán	iran	ir		PROPN
gas	de	gas	de	N;SG	ADP
gas	convidado	gas	convidar	N;SG	V
gas	invitado	gas	invitado	N;SG	V
verlede	pasado	verlede	pasado	N;SG	ADJ
verlede	últimos	verlede	último	N;SG	ADJ
uiters	extremas	uiters	extremo	ADV	ADJ
gesluit	pechado	sluit	pechado	V;PST;V.PTCP	N
gesluit	sondaxes	sluit	sondaxe	V;PST;V.PTCP	N
here	señor	heer	señor		N
here	deus	heer	daus		N
here	lord	heer	lord		PROPN
royal	teatro	royal	teatro		N
royal	royal	royal	royal		ADJ
royal	súa	royal	seu		DET
royal	real	royal	real		ADJ
royal	alteza	royal	altezar		N
gou	en	gou	en	ADV	ADP
gou	canto	gou	canto	ADV	PRO
gesterf	morto	sterf	morto	V;PST;V.PTCP	N
baan	track	baan	track	N;SG	PROPN
vryheid	a	vryheid	o	N;SG	DET
vryheid	a	vryheid	o	N;SG	DET
last	último	last	último		ADJ
last	últimos	last	último		ADJ
last	pasado	last	pasado		ADJ
last	última	last	último		ADJ
last	o	last	o		DET
last	onte	last	onte		ADV
skilder	cadro	skilder	cadro		N
skilder	pintura	skilder	pintura		N
produksie	de	produksie	de	N;SG	ADP
sondag	domingo	sondag	domingo		N
sondag	domingos	sondag	domingo		N
sondag	dominical	sondag	dominical		N
geheel	toda	geheel	todo	ADV	DET
geheel	todo	geheel	todo	ADV	DET
geheel	enteiro	geheel	enteiro	ADV	N
geheel	a	geheel	o	ADV	DET
geslaag	aprobouse	slaag	aprobouse	V;PST;V.PTCP	N
spaans	español	spaans	español		ADJ
spaans	española	spaans	español		ADJ
gevolglik	resultado	gevolglik	resultado	ADV	N
pierre	pierre	pierre	pierre		PROPN
publiek	público	publiek	público	N;SG	ADJ
publiek	pública	publiek	público	N;SG	ADJ
publiek	públicos	publiek	público	N;SG	ADJ
publiek	públicas	publiek	público	N;SG	ADJ
era	era	era	ser	N;SG	V
natuurlik	suposto	natuurlik	suposto		N
natuurlik	que	natuurlik	que		PRO
natuurlik	por	natuurlik	por		ADP
natuurlik	claro	natuurlik	claro		ADJ
mooi	fermoso	mooi	fermoso		ADJ
mooi	bonita	mooi	bonita		N
mooi	fermosa	mooi	fermosa		ADJ
mooi	precioso	mooi	precioso		ADJ
mooi	fermosas	mooi	fermosa		ADJ
mooi	moi	mooi	moi		ADV
mooi	bastante	mooi	bastante		ADV
mooi	bonita	mooi	bonita		N
mooi	ben	mooi	ben		ADV
geboorte	a	geboorte	o	N;SG	DET
geboorte	de	geboorte	de	N;SG	ADP
oorleef	á	oorleef	á	V;PRS	N
oorleef	sobreviva	oorleef	sobrevivo	V;PRS	N
oorleef	humano	oorleef	humano	V;PRS	ADJ
direk	directa	direk	directo		ADJ
verwant	coa	verwant	coar		V
redakteur	de	redakteur	de	N;SG	ADP
bietjie	pouco	bietjie	pouco	DET	ADV
bietjie	algo	bietjie	algo	DET	PRO
bietjie	pequeno	bietjie	pequeno	DET	ADJ
bietjie	pequena	bietjie	pequeno	DET	ADJ
kaptein	meu	kaptein	meu	N;SG	DET
professionele	profesionais	professioneel	profesional	ADJ;NOM	N
professionele	un	professioneel	un	ADJ;NOM	DET
mediese	medicina	medies	medicina	ADJ;NOM	N
mediese	médico	medies	médico	ADJ;NOM	N
mediese	médicos	medies	médico	ADJ;NOM	N
mediese	médica	medies	médica	ADJ;NOM	N
uitvoerende	executivo	uitvoer	executivo	ADJ;NOM	N
uitvoerende	ordenanza	uitvoer	ordenanza	ADJ;NOM	N
getrou	casou	trou	casar	ADV	V
getrou	casar	trou	casar	ADV	V
getrou	casado	trou	casado	ADV	V
stuk	unha	stuk	un	N;SG	DET
toegang	aos	toegang	aos	N;SG	PROPN
suidoos	sueste	suidoos	sueste		N
suidoos	sureste	suidoos	sureste		PROPN
teken	que	teken	que	V;PRS	PRO
teken	os	teken	o	V;PRS	DET
teken	sur	teken	sur	V;PRS	N
teken	sinal	teken	sinal	V;PRS	N
skaars	apenas	skaars	apenas	V;PRS	ADV
skaars	pouco	skaars	pouco	V;PRS	ADV
ooit	que	ooit	que	ADV	PRO
ooit	algunha	ooit	algún	ADV	DET
ooit	vez	ooit	vez	ADV	N
gedra	ben	dra	ben	V;PST;V.PTCP	ADV
ierse	irlandés	ierse	irlandés	DET;DEF	PROPN
ierse	irlandeses	ierse	irlander	DET;DEF	N
ierse	irlandesa	ierse	irlandesa	DET;DEF	ADJ
suster	irmá	suster	irmán		N
suster	a	suster	o		DET
myl	km	myl	km	N;SG	PROPN
myl	a	myl	o	N;SG	DET
eens	cando	eens	cando	ADV	PRO
eens	unha	eens	un	ADV	DET
eens	vez	eens	vez	ADV	N
gebeure	os	gebeure	o	N;PL	DET
tegnologie	tecnoloxía	tegnologie	tecnoloxía		N
verby	alén	verby	alén	ADP	ADV
verby	máis	verby	máis	ADP	ADV
verby	alá	verby	alá	ADP	ADV
verby	aló	verby	aló	ADP	ADV
verby	da	verby	da	ADP	V
verby	moi	verby	moi	ADP	ADV
verby	lonxe	verby	lonxe	ADP	ADV
verby	pasaran	verby	pasar	ADP	V
verby	morreu	verby	morrer	ADP	V
verby	aprobouse	verby	aprobouse	ADP	N
verby	transmitiron	verby	transmitir	ADP	V
verby	pasou	verby	pasar	ADP	V
verby	pasar	verby	pasar	ADP	V
christus	xesucristo	christus	xesucristo		N
christus	cristo	christus	cristo		N
christus	advindo	christus	advir		V
christus	están	christus	estar		V
christus	aos	christus	aos		PROPN
christus	por	christus	por		ADP
afsonderlike	separar	afsonderlik	separar	ADJ;NOM	V
minste	cando	minste	cando	N;SG	PRO
minste	menos	minste	menos	N;SG	ADV
frederik	frederick	frederik	frederick	N;SG	PROPN
genaamd	chamado	genaamd	chamar		V
genaamd	chámase	genaamd	chámase		V
genaamd	se	genaamd	se		CONJ
genaamd	nome	genaamd	nome		N
genaamd	chamada	genaamd	chamar		V
onderkant	fondo	onderkant	fondo		N
onderkant	final	onderkant	final		N
onderkant	do	onderkant	do		PROPN
onderkant	inferior	onderkant	inferior		ADJ
onderkant	abaixo	onderkant	abaixo		ADV
onderkant	todo	onderkant	todo		DET
mars	marte	mars	marte		PROPN
hande	as	hand	o	N;PL	DET
privaat	raso	privaat	raso	ADJ;NOM	N
privaat	soldado	privaat	soldar	ADJ;NOM	V
aktief	activa	aktief	activo	ADV	N
aktief	a	aktief	o	ADV	DET
aktief	activo	aktief	activo	ADV	N
aktief	activos	aktief	activo	ADV	N
aktief	activas	aktief	activo	ADV	ADJ
aktief	militante	aktief	militante	ADV	N
aktief	actividades	aktief	actividade	ADV	N
abraham	abraham	abraham	abraham		PROPN
partye	dos	party	dos	N;PL	PROPN
dinge	as	ding	o	N;PL	DET
eindig	termina	eindig	terminar		V
eindig	remata	eindig	rematar		V
eindig	fin	eindig	fin		N
eindig	listo	eindig	listo		N
eindig	final	eindig	final		N
tegniese	técnico	tegnies	técnico	ADJ;NOM	N
tegniese	técnica	tegnies	técnica	ADJ;NOM	N
nag	noite	nag	noite	V;PRS	N
nag	pola	nag	pola	V;PRS	N
nag	noites	nag	noite	V;PRS	N
hans	hans	hans	haber		PROPN
koue	frío	koud	frío	V;PRS	N
koue	fría	koud	fría	V;PRS	N
koue	arrefriado	koud	arrefriar	V;PRS	N
via	través	via	través	ADP	N
via	via	via	via	ADP	PROPN
via	rúa	via	rúa	ADP	N
bespreek	libro	bespreek	libro	V;PRS	N
bespreek	sobre	bespreek	sobre	V;PRS	ADP
bespreek	reserva	bespreek	reserva	V;PRS	N
bestudeer	estudo	bestudeer	estudo	V;PRS	N
bestudeer	despacho	bestudeer	despacho	V;PRS	N
olie	de	olie	de	N;SG	ADP
twaalf	doce	twaalf	doce	NUM	N
sekretaris	de	sekretaris	de	N;SG	ADP
kommersiële	anuncio	kommersieel	anuncio	ADJ;NOM	N
helder	e	helder	e		CONJ
helder	brillantes	helder	brillante		ADJ
helder	brillante	helder	brillante		ADJ
rio	río	rio	río	PROPN;SG	N
boonste	esquina	boonste	esquina		N
boonste	superior	boonste	superior		ADJ
duisende	miles	duisende	mil	PRO	N
duisende	milleiros	duisende	milleiro	PRO	N
geslag	sexual	geslag	sexual	N;SG	ADJ
graf	grave	graf	grave	N;SG	ADJ
air	aire	air	aire		N
air	ar	air	ar		N
korea	corea	korea	corea	PROPN;SG	N
basiese	as	basies	o	ADJ;NOM	DET
benodig	que	benodig	que	V;PRS	PRO
benodig	preciso	benodig	preciso	V;PRS	ADJ
broers	os	broers	o	N;PL	DET
united	dos	united	dos		PROPN
united	nos	united	nos		PRO
united	unidos	united	unir		V
united	unidas	united	unir		V
united	ficade	united	ficade		PROPN
united	ee	united	ee		PROPN
united	eua	united	eua		PROPN
paulus	paul	paulus	paul		PROPN
house	casa	hous	casa	PROPN;SG	N
gesondheid	a	gesondheid	o	N;SG	DET
gesondheid	health	gesondheid	health	N;SG	PROPN
leerders	alumnado	leerder	alumnado	N;PL	V
leerders	terceiro	leerder	terceiro	N;PL	ADJ
aktiwiteite	os	aktiwiteit	o	N;PL	DET
aktiwiteite	de	aktiwiteit	de	N;PL	ADP
inkomste	os	inkomste	o	N;SG	DET
inkomste	do	inkomste	do	N;SG	PROPN
hulself	si	hulself	si	PRO;PL;3	ADV
hulself	mesmos	hulself	mesmo	PRO;PL;3	DET
hulself	se	hulself	se	PRO;PL;3	CONJ
hulself	mesmas	hulself	mesmo	PRO;PL;3	DET
ligte	luz	lig	luz	ADJ;NOM	N
heelal	do	heelal	do	N;SG	PROPN
geskei	separadas	skei	separar	V;PST;V.PTCP	ADJ
tuiste	vivo	tuiste	vivo	N;SG	ADJ
tuiste	vivir	tuiste	vivir	N;SG	V
tuiste	vivindo	tuiste	vivir	N;SG	V
verwante	coa	verwant	coar	ADJ;NOM	V
twintig	vinte	twintig	vinte	NUM	N
berig	historia	berig	historia		N
berig	relato	berig	relato		N
jongste	último	jonk	último		ADJ
jongste	últimos	jonk	último		ADJ
jongste	pasado	jonk	pasado		ADJ
jongste	última	jonk	último		ADJ
jongste	o	jonk	o		DET
jongste	onte	jonk	onte		ADV
jongste	últimos	jonk	último		ADJ
jongste	último	jonk	último		ADJ
jongste	últimas	jonk	último		ADJ
berge	montañas	berg	montaña	V;PRS	N
berge	das	berg	das	V;PRS	N
berge	andes	berg	ande	V;PRS	N
berge	montes	berg	monte	V;PRS	N
berge	lorenzo	berg	lorenzo	V;PRS	PROPN
berge	montaña	berg	montaña	V;PRS	N
berge	monte	berg	monte	V;PRS	N
kommunistiese	comunista	kommunisties	comunista	ADJ;NOM	N
kommunistiese	partido	kommunisties	partido	ADJ;NOM	N
kommunistiese	comunistas	kommunisties	comunista	ADJ;NOM	N
prent	da	prent	da	N;SG	V
prent	a	prent	o	N;SG	DET
eric	eric	eric	eric		PROPN
voel	sinto	voel	sinto		V
voel	sentir	voel	sentir		V
voel	que	voel	que		PRO
voel	síntome	voel	síntome		V
voel	sinto	voel	sinto		V
voel	sentimos	voel	sentir		V
voel	se	voel	se		CONJ
voel	sente	voel	sente		V
voel	séntese	voel	séntese		V
voel	sinte	voel	sinte		V
voel	ben	voel	ben		ADV
voel	que	voel	que		PRO
voel	sensación	voel	sensación		N
voel	sentir	voel	sentir		V
voel	sentimento	voel	sentimento		N
optrede	que	optrede	que	N;SG	PRO
effens	apenas	effens	apenas		ADV
effens	lixeiramente	effens	lixeiramente		ADV
fokus	centre	fokus	centrar	V;PRS	PROPN
