que	那	que	那	PRO	DET
poderían	五	poder	五	V	NUM
poderían	五	poder	五	V	NUM
canción	宋	canción	宋	N	PROPN
canción	這	canción	這	N	PRO
canción	這	canción	這	N	DET
nesa	這	neso	這	PROPN	PRO
nesa	這	neso	這	PROPN	DET
nesa	那	neso	那	PROPN	DET
vermello	red	vermello	red	N	
probas	證明	proba	證明	N	V
deixou	左側	deixar	左側	V	N
deixou	左	deixar	左	V	N
deixou	左翼	deixar	左翼	V	N
deixou	左邊	deixar	左邊	V	N
deixou	她	deixar	她	V	PRO;3
sente	感覺	sente	感覺	V	N
sente	感覺	sente	感覺	V	N
sente	往下	sente	往下	V	N
sente	向	sente	向	V	ADP
sente	座位	sente	座位	V	N
traballadores	勞動	traballador	勞動	N	V
oficial	交配	oficial	交配	ADJ	V
oficial	隊友	oficial	隊友	ADJ	N
oficial	官	oficial	官	ADJ	N
oficial	軍官	oficial	軍官	ADJ	N
frankie	frankie	frankie	frankie	N	
carreira	跑	carreira	跑	N	ADP
carreira	跑步	carreira	跑步	N	V
carreira	運行	carreira	運行	N	V
finalmente	最終	final	最終	ADV	N
finalmente	上次	final	上次	ADV	N
finalmente	最後	final	最後	ADV	N
dereitos	bill	dereito	bill	N	
próxima	下	próximo	下	ADJ	DET
próxima	時光	próximo	時光	ADJ	N
próxima	時間	próximo	時間	ADJ	N
próxima	你	próximo	你	ADJ	PRO;2
posto	張	posto	張	N	PROPN
posto	post	posto	post	N	
brancos	white	branco	white	N	
odio	討厭	odio	討厭	N	V
deberiamos	應	deberir	應	V	V
milady	你	milady	你	PROPN	PRO;2
cento	hundred	cento	hundred	N	
cento	百	cento	百	N	PROPN
coñecer	想要	coñecer	想要	V	
pedir	問	pedir	問	V	
pedir	你	pedir	你	V	PRO;2
pequenas	小	pequeno	小	ADJ	PART
pequenas	較	pequeno	較	ADJ	ADV
pequenas	小型	pequeno	小型	ADJ	N
pequenas	小	pequeno	小	ADJ	PART
cans	竇	can	竇	N	PROPN
idiota	白痴	idiota	白痴	N	PROPN
idiota	你	idiota	你	N	PRO;2
negros	black	negro	black	N	
telo	你	telo	你	ADV	PRO;2
queiras	你	queira	你	V	PRO;2
queiras	讚	queira	讚	V	
queiras	就	queira	就	V	ADV
queiras	像	queira	像	V	ADP
queiras	想要	queira	想要	V	
gusto	讚	gusto	讚	N	
gusto	就	gusto	就	N	ADV
gusto	像	gusto	像	N	ADP
gusto	喜歡	gusto	喜歡	N	V
gusto	你	gusto	你	N	PRO;2
saíu	左側	saíu	左側	V	N
saíu	左	saíu	左	V	N
saíu	左翼	saíu	左翼	V	N
saíu	左邊	saíu	左邊	V	N
corte	切	corte	切	N	ADV
corte	削減	corte	削減	N	V
corte	剪	corte	剪	N	V
corte	割	corte	割	N	V
illa	島	illa	島	N	PROPN
base	依據	base	依據	N	ADP
base	基	base	基	N	V
gato	cat	gato	cat	N	
gato	kitty	gato	kitty	N	
fuches	你	fuches	你	V	PRO;2
tocar	彈	tocar	彈	V	N
tocar	觸及	tocar	觸及	V	
tocar	touch	tocar	touch	V	
chámase	名字	chámase	名字	V	N
chámase	名稱	chámase	名稱	V	N
chámase	姓名	chámase	姓名	V	N
chámase	她	chámase	她	V	PRO;3
chea	滿	chea	滿	N	PROPN
acto	act	acto	act	N	
hollywood	好	hollywood	好	PROPN	PART
marchou	她	marchar	她	V	PRO;3
marchou	左側	marchar	左側	V	N
marchou	左	marchar	左	V	N
marchou	左翼	marchar	左翼	V	N
marchou	左邊	marchar	左邊	V	N
estiveches	你	estiveche	你	V	PRO;2
ponte	橋	ponte	橋	N	PROPN
ponte	橋牌	ponte	橋牌	N	PROPN
ponte	獲取	ponte	獲取	N	V
ponte	獲得	ponte	獲得	N	V
ponte	得到	ponte	得到	N	V
lembras	你	lembra	你	N	PRO;2
lembras	記住	lembra	記住	N	V
deses	這些	dar	這些	PROPN	DET
deses	那些	dar	那些	PROPN	DET
deses	一	dar	一	PROPN	NUM
deses	one	dar	one	PROPN	
deses	一	dar	一	PROPN	NUM
viven	活	vivir	活	V	N
viven	live	vivir	live	V	
viven	她們	vivir	她	V	PRO;PL;3
viven	他們	vivir	他	V	PRO;PL;3
viven	它們	vivir	它	V	PRO;PL;3
desexo	祝願	desexo	祝願	N	V
visita	造訪	visita	造訪	N	V
visita	來	visita	來	N	ADV
visita	拜	visita	拜	N	PROPN
visita	參觀	visita	參觀	N	V
visita	訪問	visita	訪問	N	V
fará	威爾	facer	威爾	V	PROPN
fará	元	facer	元	V	PROPN
fará	傷害	facer	傷害	V	N
mozas	girls	mozo	girls	N	
mozas	年輕	mozo	年輕	N	ADJ
mozas	young	mozo	young	N	
han	威爾	haber	威爾	V	PROPN
han	她們	haber	她	V	PRO;PL;3
han	他們	haber	他	V	PRO;PL;3
han	它們	haber	它	V	PRO;PL;3
han	元	haber	元	V	PROPN
ataque	攻擊	ataque	攻擊	N	V
ataque	進攻	ataque	進攻	N	V
alta	高	alto	高	ADJ	PROPN
alta	高	alto	高	ADJ	PROPN
alta	大	alto	大	ADJ	PART
mágoa	羞	mágoa	羞	ADJ	N
mágoa	恥辱	mágoa	恥辱	ADJ	N
mágoa	羞恥	mágoa	羞恥	ADJ	N
mágoa	羞愧	mágoa	羞愧	ADJ	N
mágoa	可惜	mágoa	可惜	ADJ	ADV
mágoa	太	mágoa	太	ADJ	ADV
mágoa	壞	mágoa	壞	ADJ	N
perdón	你	perdón	你	N	PRO;2
perdón	乞求	perdón	乞求	N	V
hotel	飯店	hotel	飯店	PROPN	N
hotel	酒店	hotel	酒店	PROPN	N
hotel	賓館	hotel	賓館	PROPN	N
hotel	旅館	hotel	旅館	PROPN	N
hotel	inn	hotel	inn	PROPN	
hotel	客棧	hotel	客棧	PROPN	N
terceiro	第三	terceiro	第三	ADJ	NUM
terceiro	三	terceiro	三	ADJ	NUM
terceiro	三	terceiro	三	ADJ	NUM
volva	背	volva	背	V	
volva	回	volva	回	V	PROPN
volva	再次	volva	再次	V	ADV
volva	你	volva	你	V	PRO;2
raro	怪	raro	怪	ADJ	N
raro	單數	raro	單數	ADJ	N
raro	怪	raro	怪	ADJ	N
raro	稀有	raro	稀有	ADJ	N
raro	難得	raro	難得	ADJ	
raro	罕見	raro	罕見	ADJ	N
raro	搞笑	raro	搞笑	ADJ	N
raro	好笑	raro	好笑	ADJ	N
raro	奇怪	raro	奇怪	ADJ	N
escena	一	escenar	一	N	NUM
terás	你	ter	你	V	PRO;2
terás	威爾	ter	威爾	V	PROPN
terás	元	ter	元	V	PROPN
americano	美式	americano	美式	ADJ	N
queredes	你	querede	你	V	PRO;2
queredes	想要	querede	想要	V	
investigación	研究	investigación	研究	N	V
investigación	調查	investigación	調查	N	V
asasinato	謀殺	asasinato	謀殺	N	V
asasinato	謀殺	asasinato	謀殺	N	V
asasinato	謀殺	asasinato	謀殺	N	V
dicirlle	她	dicirllar	她	V	PRO;3
dicirlle	你	dicirllar	你	V	PRO;2
enfermo	生病	enfermo	生病	N	V
enfermo	生病	enfermo	生病	N	V
enfermo	你	enfermo	你	N	PRO;2
james	james	jame	james	PROPN	
james	詹姆士	jame	詹姆士	PROPN	PROPN
pel	毛	pel	毛	N	PROPN
teremos	威爾	ter	威爾	V	PROPN
cheo	滿	cheo	滿	N	PROPN
don	唐	don	唐	N	PROPN
don	don	don	don	N	
obreiros	勞動	obreiro	勞動	N	V
pódese	你	póder	你	V	PRO;2
xunto	沿	xunto	沿	ADJ	N
xunto	在	xunto	在	ADJ	V
xunto	一起	xunto	一起	ADJ	N
york	約克	york	約克	PROPN	PROPN
york	城市	york	城市	PROPN	N
york	市	york	市	PROPN	N
york	城	york	城	PROPN	N
tanta	許多	tanto	許多	DET	NUM
dano	你	dano	你	N	PRO;2
agás	但	agás	但	ADP	ADV
agás	不過	agás	不過	ADP	ADV
agás	但是	agás	但是	ADP	ADV
agás	除	agás	除	ADP	V
agás	除外	agás	除外	ADP	N
agás	除	agás	除	ADP	V
morta	她	morto	她	N	PRO;3
acaba	只	acabar	只	V	ADV
acaba	只要	acabar	只要	V	ADP
cantar	唱	cantar	唱	V	N
cantar	唱歌	cantar	唱歌	V	N
cantar	歌唱	cantar	歌唱	V	N
cantar	歌聲	cantar	歌聲	V	N
cantar	唱歌	cantar	唱歌	V	N
cantar	歌唱	cantar	歌唱	V	N
pacientes	誰	paciente	誰	N	PRO
domingo	安息	domingo	安息	N	PROPN
brian	brian	brian	brian	PROPN	
interior	內	interior	內	ADJ	N
interior	裡面	interior	裡面	ADJ	N
interior	內心	interior	內心	ADJ	N
interior	內部	interior	內部	ADJ	N
interior	內心	interior	內心	ADJ	N
interior	內	interior	內	ADJ	N
interior	內	interior	內	ADJ	N
interior	內政	interior	內政	ADJ	N
interior	內部	interior	內部	ADJ	N
interior	內地	interior	內地	ADJ	N
interior	燒錄	interior	燒錄	ADJ	V
interior	燃燒	interior	燃燒	ADJ	V
interior	燒傷	interior	燒傷	ADJ	N
interior	燒	interior	燒	ADJ	N
interior	燒死	interior	燒死	ADJ	V
destas	這些	dar	這些	N	DET
destas	那些	dar	那些	N	DET
destas	這	dar	這	N	PRO
destas	這	dar	這	N	DET
destas	一	dar	一	N	NUM
destas	one	dar	one	N	
destas	一	dar	一	N	NUM
cartas	卡	carta	卡	N	PROPN
dicindo	那	dicir	那	V	DET
levan	她們	levar	她	V	PRO;PL;3
levan	他們	levar	他	V	PRO;PL;3
levan	它們	levar	它	V	PRO;PL;3
brazos	出局	brazo	出局	N	V
brazos	雙	brazo	雙	N	NUM
verdadeiro	real	verdadeiro	real	ADJ	
anaco	bit	anaco	bit	N	
rico	富人	rico	富人	ADJ	N
rico	富	rico	富	ADJ	
rico	富有	rico	富有	ADJ	V
rico	人	rico	人	ADJ	N
rico	男人	rico	男人	ADJ	N
rico	man	rico	man	ADJ	
rico	rico	rico	rico	ADJ	
miller	米勒	miller	米勒	PROPN	PROPN
miller	miller	miller	miller	PROPN	
súpeto	那	súpeto	那	N	PRO
súpeto	然後	súpeto	然後	N	ADV
súpeto	那麼	súpeto	那麼	N	ADV
negra	black	negro	black	N	
enfermidade	生病	enfermidade	生病	N	V
cabaleiro	紳士	cabaleiro	紳士	ADJ	N
cabaleiro	君子	cabaleiro	君子	ADJ	N
cabaleiro	騎士	cabaleiro	騎士	ADJ	N
bonita	美	bonita	美	N	PROPN
bonita	很好	bonita	很好	N	ADJ
bonita	尼斯	bonita	尼斯	N	PROPN
tés	你	tés	你	PROPN	PRO;2
especie	排序	especie	排序	N	V
áfrica	非洲	áfrica	非洲	PROPN	PROPN
chegamos	已	chegar	已	V	ADV
principal	主要	principal	主要	ADJ	ADV
principal	前面	principal	前面	ADJ	N
principal	陣線	principal	陣線	ADJ	N
principal	校長	principal	校長	ADJ	N
deber	職責	deber	職責	V	N
costa	岸上	costa	岸上	N	
costa	象牙	costa	象牙	N	PROPN
cárcere	監獄	cárcere	監獄	V	N
cárcere	監獄	cárcere	監獄	V	N
9	九	9	九	NUM	
segura	安全	seguro	安全	ADJ	N
segura	平安	seguro	平安	ADJ	PROPN
varios	許多	varios	許多	DET	NUM
veño	從	ver	從	V	ADP
veño	只	ver	只	V	ADV
veño	只要	ver	只要	V	ADP
veño	這裡	ver	這裡	V	PRO
programa	展示	programa	展示	N	V
programa	顯示	programa	顯示	N	V
programa	show	programa	show	N	
enorme	big	enorme	big	ADJ	
enorme	大	enorme	大	ADJ	PART
falla	需要	falla	需要	N	V
thomas	托馬斯	thoma	托馬斯	N	PROPN
thomas	thomas	thoma	thomas	N	
haxa	威爾	haber	威爾	V	PROPN
princesa	小	princesar	小	N	PART
necesario	需要	necesario	需要	ADJ	V
necesario	需求	necesario	需求	ADJ	N
necesario	需要	necesario	需要	ADJ	V
necesario	必要	necesario	必要	ADJ	N
necesario	必	necesario	必	ADJ	V
mundial	全球	mundial	全球	ADJ	N
mundial	世界	mundial	世界	ADJ	N
miúdo	時常	miúdo	時常	N	ADV
miúdo	常常	miúdo	常常	N	ADV
miúdo	經常	miúdo	經常	N	ADV
ferro	鐵	ferro	鐵	N	PROPN
permiso	允許	permiso	允許	N	V
permiso	許	permiso	許	N	PROPN
permiso	許	permiso	許	N	PROPN
permiso	許可	permiso	許可	N	V
permiso	你	permiso	你	N	PRO;2
permiso	休假	permiso	休假	N	V
permiso	離開	permiso	離開	N	V
permiso	允許	permiso	允許	N	V
francés	法	francés	法	N	PROPN
quixen	想要	quixir	想要	V	
paul	保羅	paul	保羅	PROPN	PROPN
paul	paul	paul	paul	PROPN	
7	seven	7	seven	NUM	
ama	愛	ama	愛	N	V
ama	love	ama	love	N	
pesar	雖然	pesar	雖然	V	ADP
pesar	儘管	pesar	儘管	V	ADP
pesar	雖然	pesar	雖然	V	ADP
pesar	全部	pesar	全部	V	DET
pesar	所有	pesar	所有	V	DET
pesar	all	pesar	all	V	
partir	從	partir	從	V	ADP
absoluto	全部	absoluto	全部	ADJ	DET
absoluto	所有	absoluto	所有	ADJ	DET
absoluto	all	absoluto	all	ADJ	
absoluto	絕對	absoluto	絕對	ADJ	ADV
cheguei	這裡	chegar	這裡	V	PRO
centos	成百	cento	成百	N	NUM
centos	數百	cento	數百	N	NUM
centos	hundred	cento	hundred	N	
centos	百	cento	百	N	PROPN
felicidade	安慰	felicidade	安慰	N	V
felicidade	撫慰	felicidade	撫慰	N	V
felicidade	舒適	felicidade	舒適	N	ADJ
felicidade	joy	felicidade	joy	N	
verde	格林	verde	格林	N	PROPN
dan	她們	dar	她	V	PRO;PL;3
dan	他們	dar	他	V	PRO;PL;3
dan	它們	dar	它	V	PRO;PL;3
construír	大樓	construír	大樓	V	N
construír	建築	construír	建築	V	N
40	forty	40	forty	NUM	
vela	見	velar	見	N	V
vela	她	velar	她	N	PRO;3
vela	你	velar	你	N	PRO;2
podían	她們	poder	她	V	PRO;PL;3
podían	他們	poder	他	V	PRO;PL;3
podían	它們	poder	它	V	PRO;PL;3
abre	開	abre	開	V	
abre	你	abre	你	V	PRO;2
moral	含糊	moral	含糊	N	V
caer	秋季	caer	秋季	V	N
caer	秋天	caer	秋天	V	N
caer	滴	caer	滴	V	N
caer	往下	caer	往下	V	N
caer	向	caer	向	V	ADP
alemáns	德文	alemán	德文	N	PROPN
alemáns	德	alemán	德	N	PROPN
fagan	她們	facer	她	V	PRO;PL;3
fagan	他們	facer	他	V	PRO;PL;3
fagan	它們	facer	它	V	PRO;PL;3
beleza	美	beleza	美	N	PROPN
beleza	美	beleza	美	N	PROPN
perigo	危險	perigo	危險	N	ADJ
perigo	危險	perigo	危險	N	ADJ
banco	站立	banco	站立	N	V
banco	站	banco	站	N	V
debía	應	deber	應	V	V
debía	必須	deber	必須	V	V
pensamos	思想	pensar	思想	V	N
pensamos	關於	pensar	關於	V	ADP
pór	集	pór	集	V	N
conto	關於	conto	關於	N	ADP
conto	那	conto	那	N	DET
completamente	出局	completamente	出局	ADV	V
fiestra	視	fiestra	視	N	V
fiestra	出局	fiestra	出局	N	V
franceses	法	francese	法	N	PROPN
so	只	so	只	PROPN	ADV
so	只有	so	只有	PROPN	ADP
so	只	so	只	PROPN	ADV
so	只要	so	只要	PROPN	ADP
paréceme	那	paréceme	那	V	DET
falas	你	fala	你	N	PRO;2
falas	聊	fala	聊	N	V
falas	關於	fala	關於	N	ADP
subir	樓上	subir	樓上	V	N
azul	blue	azul	blue	N	
decisión	決定	decisión	決定	N	V
cómo	如何	cómo	如何	ADV	
cómo	你	cómo	你	ADV	PRO;2
tódolos	每個	tódolo	每個	N	DET
tódolos	每	tódolo	每	N	DET
tódolos	全部	tódolo	全部	N	DET
tódolos	所有	tódolo	所有	N	DET
tódolos	all	tódolo	all	N	
tódolos	總	tódolo	總	N	ADJ
tódolos	不管	tódolo	不管	N	ADP
tódolos	反正	tódolo	反正	N	
tódolos	無論	tódolo	無論	N	ADP
estarei	元	estar	元	V	PROPN
estarei	威爾	estar	威爾	V	PROPN
levas	你	leva	你	N	PRO;2
levas	穿	leva	穿	N	
levas	攜	leva	攜	N	V
levas	你	leva	你	N	PRO;2
levas	穿	leva	穿	N	V
levas	穿	leva	穿	N	
jim	jim	jim	jim	PROPN	
sinxelo	容易	sinxelo	容易	ADJ	ADV
levou	led	levar	led	V	
longa	久	longo	久	ADJ	N
longa	長	longo	長	ADJ	PART
longa	時光	longo	時光	ADJ	N
longa	時間	longo	時間	ADJ	N
longa	活	longo	活	ADJ	N
longa	直播	longo	直播	ADJ	V
longa	live	longo	live	ADJ	
total	完成	total	完成	N	V
total	共計	total	共計	N	V
total	總計	total	總計	N	V
tentar	而且	tentar	而且	V	ADV
tentar	和	tentar	和	V	ADP
tentar	還	tentar	還	V	ADV
conducir	鉛	conducir	鉛	V	N
verme	見	verme	見	N	V
verme	蠕蟲	verme	蠕蟲	N	
excelente	非常	excelente	非常	ADJ	ADV
excelente	棒	excelente	棒	ADJ	N
formas	總	forma	總	N	ADJ
formas	不管	forma	不管	N	ADP
formas	反正	forma	反正	N	
formas	無論	forma	無論	N	ADP
parecía	讚	parecer	讚	V	
parecía	就	parecer	就	V	ADV
parecía	像	parecer	像	V	ADP
sensación	感受	sensación	感受	N	V
sensación	感受	sensación	感受	N	V
sensación	獲取	sensación	獲取	N	V
sensación	獲得	sensación	獲得	N	V
sensación	得到	sensación	得到	N	V
intelixente	聰明	intelixente	聰明	ADJ	N
intelixente	smart	intelixente	smart	ADJ	
intelixente	明智	intelixente	明智	ADJ	N
intelixente	英明	intelixente	英明	ADJ	PROPN
gustan	讚	gustar	讚	V	
gustan	就	gustar	就	V	ADV
gustan	像	gustar	像	V	ADP
gustan	唐	gustar	唐	V	PROPN
gustan	don	gustar	don	V	
gustan	憎恨	gustar	憎恨	V	N
gustan	恨	gustar	恨	V	N
gustan	仇恨	gustar	仇恨	V	N
azuis	blue	azuis	blue	N	
próximo	下	próximo	下	ADJ	DET
próximo	近	próximo	近	ADJ	
próximo	靠近	próximo	靠近	ADJ	V
próximo	附近	próximo	附近	ADJ	N
xeo	ice	xeo	ice	N	
eras	你	ser	你	N	PRO;2
monte	林子	monte	林子	N	PROPN
monte	當	monte	當	N	ADP
nela	她	nela	她	ADV	PRO;3
cabalos	馬	cabalo	馬	V	N
cabalos	馬匹	cabalo	馬匹	V	N
cabalos	馬力	cabalo	馬力	V	N
cabalos	馬	cabalo	馬	V	N
cabalos	馬匹	cabalo	馬匹	V	N
depende	那	depender	那	V	DET
solución	回答	solución	回答	N	V
xamais	從	xamal	從	ADV	ADP
xamais	從	xamal	從	ADV	ADP
xapón	日本	xapón	日本	PROPN	PROPN
aquilo	那	aquilo	那	PRO	DET
edificio	建築	edificio	建築	N	V
neve	雪	neve	雪	N	PROPN
neve	snow	neve	snow	N	
divertido	好	divertir	好	V	ADJ
divertido	樂趣	divertir	樂趣	V	N
divertido	搞笑	divertir	搞笑	V	N
divertido	好笑	divertir	好笑	V	N
divertido	很好	divertir	很好	V	ADJ
divertido	尼斯	divertir	尼斯	V	PROPN
calma	平靜	calma	平靜	N	ADJ
calma	向	calma	向	N	ADP
calma	容易	calma	容易	N	ADV
calma	輕鬆	calma	輕鬆	N	ADJ
calma	簡單	calma	簡單	N	ADJ
william	威廉	william	威廉	PROPN	PROPN
vontade	將	vontade	將	N	V;CAUS
vontade	威爾	vontade	威爾	N	PROPN
vontade	完成	vontade	完成	N	V
chamou	電話	chamar	電話	V	N
chamou	通話	chamar	通話	V	N
dura	難	durar	難	V	N
dura	硬	durar	硬	V	PART
dura	辛苦	durar	辛苦	V	N
dura	艱難	durar	艱難	V	N
dura	強硬	durar	強硬	V	N
matrimonio	結婚	matrimonio	結婚	N	V
matrimonio	嫁	matrimonio	嫁	N	V
tv	電視	tv	電視	PROPN	N
tv	電視	tv	電視	PROPN	N
tv	電視	tv	電視	PROPN	N
bailar	舞蹈	bailar	舞蹈	V	N
bailar	跳舞	bailar	跳舞	V	N
bailar	舞	bailar	舞	V	N
bailar	舞蹈	bailar	舞蹈	V	N
bailar	舞動	bailar	舞動	V	N
bailar	跳舞	bailar	跳舞	V	N
bailar	舞	bailar	舞	V	N
bailar	你	bailar	你	V	PRO;2
distancia	距離	distancia	距離	N	ADP
distancia	來	distancia	來	N	V
distancia	從	distancia	從	N	ADP
distancia	遠	distancia	遠	N	
sociais	社會	social	社會	ADJ	N
sociais	社交	social	社交	ADJ	N
maiores	更大	maior	更大	N	ADJ
maiores	較	maior	較	N	ADV
maiores	老	maior	老	N	PART
maiores	舊	maior	舊	N	ADJ
maiores	舊	maior	舊	N	PART
crise	明	crise	明	N	PROPN
crise	擊穿	crise	擊穿	N	V
xustiza	公正	xustiza	公正	N	ADJ
xustiza	公平	xustiza	公平	N	ADJ
tiñas	你	ter	你	V	PRO;2
tiñas	應	ter	應	V	V
morreron	死	morrer	死	V	N
morreron	她們	morrer	她	V	PRO;PL;3
morreron	他們	morrer	他	V	PRO;PL;3
morreron	它們	morrer	它	V	PRO;PL;3
interesa	興趣	interesar	興趣	V	N
interesa	利益	interesar	利益	V	N
interesa	興趣	interesar	興趣	V	N
interesa	感	interesar	感	V	N
interesa	興趣	interesar	興趣	V	N
interesa	利息	interesar	利息	V	N
interesa	想要	interesar	想要	V	
interesa	護理	interesar	護理	V	N
interesa	關心	interesar	關心	V	N
evitalo	幫助	evitalo	幫助	N	V
evitalo	幫忙	evitalo	幫忙	N	V
evitalo	她	evitalo	她	N	PRO;3
obra	勞動	obra	勞動	N	V
obra	勞動	obra	勞動	N	V
obra	玩	obra	玩	N	V
obra	播放	obra	播放	N	V
has	你	haber	你	V	PRO;2
has	威爾	haber	威爾	V	PROPN
entende	你	entender	你	V	PRO;2
internacional	國際	internacional	國際	ADJ	N
internacional	比賽	internacional	比賽	ADJ	N
internacional	賽	internacional	賽	ADJ	N
internacional	種族	internacional	種族	ADJ	N
internacional	競賽	internacional	競賽	ADJ	N
natural	自然	natural	自然	ADJ	N
natural	自然	natural	自然	ADJ	N
nisto	這	nisto	這	ADV	PRO
nisto	這	nisto	這	ADV	DET
nisto	關於	nisto	關於	ADV	ADP
nisto	那	nisto	那	ADV	DET
nisto	全部	nisto	全部	ADV	DET
nisto	所有	nisto	所有	ADV	DET
nisto	all	nisto	all	ADV	
actuar	act	actuar	act	V	
actuar	演技	actuar	演技	V	N
pedra	stone	pedra	stone	N	
pedra	斯通	pedra	斯通	N	PROPN
pedra	rock	pedra	rock	N	
acabar	終	acabar	終	V	N
acabar	結尾	acabar	結尾	V	N
gracias	你	gracia	你	N	PRO;2
lembra	如何	lembra	如何	V	
vosas	你	voso	你	DET	PRO;2
aspecto	讚	aspecto	讚	N	
aspecto	就	aspecto	就	N	ADV
aspecto	像	aspecto	像	N	ADP
aspecto	喜歡	aspecto	喜歡	N	V
aspecto	看	aspecto	看	N	V
joe	丈	joe	丈	PROPN	N
joe	祖	joe	祖	PROPN	PROPN
joe	喬	joe	喬	PROPN	PROPN
joe	joe	joe	joe	PROPN	
dame	唐	dame	唐	PROPN	PROPN
dame	don	dame	don	PROPN	
civil	民事	civil	民事	ADJ	N
marcho	關	marcho	關	V	PROPN
bombas	轟炸	bomba	轟炸	N	V
tranquilo	容易	tranquilo	容易	ADJ	ADV
tranquilo	唐	tranquilo	唐	ADJ	PROPN
tranquilo	don	tranquilo	don	ADJ	
imaxinar	想象	imaxinar	想象	V	N
imaxinar	想像	imaxinar	想像	V	N
sacar	拉	sacar	拉	V	
incrible	驚人	incrible	驚人	ADJ	N
atopa	她	atopar	她	V	PRO;3
tantos	許多	tanto	許多	DET	NUM
tantos	all	tanto	all	DET	
delas	一	dela	一	PROPN	NUM
delas	one	dela	one	PROPN	
delas	一	dela	一	PROPN	NUM
delas	那些	dela	那些	PROPN	DET
probar	測試	probar	測試	V	N
probar	試驗	probar	試驗	V	N
probar	測驗	probar	測驗	V	N
probar	味道	probar	味道	V	N
probar	味覺	probar	味覺	V	N
probar	品味	probar	品味	V	N
risco	那	risco	那	N	DET
xiro	轉	xiro	轉	N	
xiro	訂單	xiro	訂單	N	V
xiro	命令	xiro	命令	N	V
xiro	訂購	xiro	訂購	N	V
xiro	跑步	xiro	跑步	N	V
pública	公眾	público	公眾	ADJ	N
pública	公開	público	公開	ADJ	V
certa	一些	certo	一些	DET	ADJ
certa	有些	certo	有些	DET	V
certa	真實	certo	真實	DET	ADJ
baleas	捕鯨	balea	捕鯨	N	V
volverei	背	volver	背	V	
volverei	回	volver	回	V	PROPN
volverei	從	volver	從	V	ADP
volverei	從	volver	從	V	ADP
volverei	從來	volver	從來	V	ADV
volverei	再次	volver	再次	V	ADV
volverei	威爾	volver	威爾	V	PROPN
volverei	元	volver	元	V	PROPN
concello	霍爾	concello	霍爾	N	PROPN
concello	hall	concello	hall	N	
milord	主	milord	主	N	PART
milord	你	milord	你	N	PRO;2
sentar	座位	sentar	座位	V	N
sentar	往下	sentar	往下	V	N
sentar	向	sentar	向	V	ADP
sentar	這裡	sentar	這裡	V	PRO
compartir	share	compartir	share	V	
xenes	gene	xene	gene	N	
querer	想要	querer	想要	V	
querer	戀愛	querer	戀愛	V	N
querer	love	querer	love	V	
querer	愛情	querer	愛情	V	N
custa	費用	custar	費用	V	N
custa	成本	custar	成本	V	N
custa	費用	custar	費用	V	N
custa	成本	custar	成本	V	N
custa	難	custar	難	V	N
custa	硬	custar	硬	V	PART
custa	辛苦	custar	辛苦	V	N
buscando	搜尋	buscar	搜尋	V	N
estúpido	蠢	estúpido	蠢	ADJ	N
estúpido	笨	estúpido	笨	ADJ	PART
estúpido	愚蠢	estúpido	愚蠢	ADJ	N
estúpido	傻	estúpido	傻	ADJ	
medida	測量	medida	測量	N	V
medida	衡量	medida	衡量	N	V
taxi	出租	taxi	出租	N	V
vexa	手錶	vexa	手錶	V	N
vexa	你	vexa	你	V	PRO;2
tirar	拉	tirar	拉	V	
tirar	擲	tirar	擲	V	N
lixo	廢	lixo	廢	N	V
lixo	浪費	lixo	浪費	N	V
vía	見	vía	見	N	V
vía	她	vía	她	N	PRO;3
ricos	富人	rico	富人	ADJ	N
ricos	富	rico	富	ADJ	
ricos	富有	rico	富有	ADJ	V
desenvolvemento	發展	desenvolvemento	發展	N	V
desenvolvemento	發育	desenvolvemento	發育	N	V
primeiros	首先	primeiro	首先	ADJ	
primeiros	第一	primeiro	第一	ADJ	NUM
primeiros	提早	primeiro	提早	ADJ	V
primeiros	及	primeiro	及	ADJ	ADV
primeiros	早期	primeiro	早期	ADJ	N
primeiros	提前	primeiro	提前	ADJ	V
robinson	魯濱遜	robinson	魯濱遜	PROPN	PROPN
robinson	robinson	robinson	robinson	PROPN	
dicilo	說	dicilo	說	ADV	V
apenas	勉強	apenas	勉強	ADV	N
apenas	只要	apenas	只要	ADV	ADP
camiñar	步行	camiñar	步行	V	N
camiñar	步行	camiñar	步行	V	N
anel	響	anel	響	N	V
chave	key	chave	key	N	
doutro	其他	doutro	其他	N	DET
doutro	否則	doutro	否則	N	ADP
verdadeira	real	verdadeiro	real	ADJ	
marzo	三	marzo	三	N	NUM
salvar	儲蓄	salvar	儲蓄	V	N
deberían	應	deber	應	V	V
deberían	她們	deber	她	V	PRO;PL;3
deberían	他們	deber	他	V	PRO;PL;3
deberían	它們	deber	它	V	PRO;PL;3
disparar	消防	disparar	消防	V	N
disparar	火	disparar	火	V	N
disparar	火焰	disparar	火焰	V	PROPN
disparar	火災	disparar	火災	V	N
disparar	射	disparar	射	V	N
disparar	射擊	disparar	射擊	V	N
disparar	槍擊	disparar	槍擊	V	N
puntos	積分	punto	積分	N	V
colexio	上學	colexio	上學	N	V
primavera	這裡	primavera	這裡	N	PRO
corre	跑	currir	跑	V	ADP
corre	她	currir	她	V	PRO;3
plan	計劃	plan	計劃	N	V
riba	上方	riba	上方	ADV	N
