категорія	kategória	категорія	kategória	N;INAN;NOM;FEM;SG	
греко	greco	грецький	greco	ADV	
індії	india	індія	india	PROPN;INAN;NOM;FEM;SG	
монети	érméket	монети	érmék	N;INAN;NOM;FEM;PL	N;ACC;PL
монети	érme	монети	érer	N;INAN;NOM;FEM;PL	N;NOM;SG
встановлено	letelepedett	встановити	letelepedik	V;PFV;IND;0;FIN	V;INDF;IND;SG;3;PST;FIN;ACT
встановлено	szett	встановити	szett	V;PFV;IND;0;FIN	N;NOM;SG
встановлено	set	встановити	set	V;PFV;IND;0;FIN	
встановлено	beállítva	встановити	beállítva	V;PFV;IND;0;FIN	ADV;V.CVB
встановлено	forgatás	встановити	forgatás	V;PFV;IND;0;FIN	N;NOM;SG
встановлено	telepítve	встановити	telepítve	V;PFV;IND;0;FIN	N;NOM;SG
встановлено	beépített	встановити	beépített	V;PFV;IND;0;FIN	V;INDF;IND;SG;3;PST;FIN;ACT
встановлено	telepített	встановити	telepít	V;PFV;IND;0;FIN	V;INDF;IND;SG;3;PST;FIN;ACT
створив	alkotó	створити	alkotó	V;PFV;MASC;IND;SG;PST;FIN	
створив	teremtő	створити	teremtő	V;PFV;MASC;IND;SG;PST;FIN	
існують	létezik	існувати	létezik	V;IPFV;IND;PL;3;PRS;FIN	V;INDF;IND;SG;3;PRS;FIN;ACT
мистецтво	művészetek	мистецтво	művészet	N;INAN;NOM;NEUT;SG	N;NOM;PL
мистецтво	art	мистецтво	ar	N;INAN;NOM;NEUT;SG	
грудні	december	грудний	december	ADV	N;NOM;SG
грудні	decemberi	грудний	decemberi	ADV	ADJ;NOM;SG
грудні	decemberben	грудний	december	ADV	N;IN+ESS;SG
перемоги	győzelem	перемога	győzelem	N;INAN;NOM;FEM;PL	N;NOM;SG
національна	national	національний	national	ADJ;NOM;FEM;SG	
можливості	lehetőségeket	можливість	lehetőség	N;INAN;NOM;FEM;PL	N;ACC;PL
вигляд	nézd	вигляд	nézd	N;INAN;NOM;MASC;SG	V;DEF;IMP;PL;3;PRS;FIN;ACT
травні	may	травень	may	ADV	
травні	május	травень	május	ADV	N;NOM;SG
травні	májusi	травень	májusi	ADV	ADJ;NOM;SG
травні	májusban	травень	május	ADV	N;IN+ESS;SG
травні	emésztési	травень	emésztési	ADV	N;NOM;SG
травні	emésztőrendszeri	травень	emésztőrendszeri	ADV	N;NOM;SG
австралії	ausztrália	австралія	ausztrália	PROPN;INAN;GEN;FEM;SG	N;NOM;SG
справа	case	справа	case	N;INAN;NOM;FEM;SG	
отримали	kapott	отримати	kap	V;PFV;IND;PL;PST;FIN	V;INDF;IND;SG;3;PST;FIN;ACT
отримали	fogadott	отримати	fogad	V;PFV;IND;PL;PST;FIN	V;INDF;IND;SG;3;PST;FIN;ACT
отримали	beérkezett	отримати	be+érkezik	V;PFV;IND;PL;PST;FIN	V;INDF;IND;SG;3;PST;FIN;ACT
нар	nar	нар	nar		
точки	pont	точка	pont	N;INAN;NOM;FEM;PL	
машини	gépekkel	машина	gép	N;INAN;NOM;FEM;PL	N;INS;PL
машини	gép	машина	gép	N;INAN;NOM;FEM;PL	N;NOM;SG
спільноти	közösség	спільнота	közösség	N;INAN;NOM;FEM;PL	N;NOM;SG
спільноти	közösségi	спільнота	közösségi	N;INAN;NOM;FEM;PL	ADJ;NOM;SG
спільноти	csoportoknak	спільнота	csoport	N;INAN;NOM;FEM;PL	N;DAT;PL
повернення	vissza	повернення	vissza	N;INAN;NOM;NEUT;SG	ADV
повернення	visszatér	повернення	visszatér	N;INAN;NOM;NEUT;SG	V;INDF;IND;SG;3;PRS;FIN;ACT
французький	francia	французький	francia	ADJ;NOM;MASC;SG	
французький	franciák	французький	francia	ADJ;NOM;MASC;SG	N;NOM;PL
вересні	szeptemberben	вересень	szeptember	ADV	N;IN+ESS;SG
вересні	szeptember	вересень	szeptember	ADV	N;NOM;SG
вересні	szeptemberi	вересень	szeptemberi	ADV	ADJ;NOM;SG
товариство	ösztöndíjat	товариство	ösztöndíj	N;INAN;NOM;NEUT;SG	N;ACC;SG
захист	védelmet	захист	védelem	N;INAN;NOM;MASC;SG	N;ACC;SG
захист	oltalom	захист	oltalom	N;INAN;NOM;MASC;SG	
захист	védelmi	захист	védelmi	N;INAN;NOM;MASC;SG	
захист	védelmi	захист	védelmi	N;INAN;NOM;MASC;SG	
березні	március	березень	március	ADV	N;NOM;SG
березні	márciusi	березень	márciusi	ADV	ADJ;NOM;SG
зовсім	reménytelenül	зовсім	reménytelen	ADV	
джерело	eredetű	джерело	eredetű	N;INAN;NOM;NEUT;SG	
діти	gyermekeknek	дитина	gyermek	N;ANIM;NOM;FEM;PL	N;DAT;PL
діти	gyermek	дитина	gyermek	N;ANIM;NOM;FEM;PL	N;NOM;SG
учасників	résztvevőknek	учасник	résztvevő	N;ANIM;ACC;MASC;PL	N;DAT;PL
учасників	résztvevők	учасник	résztvevő	N;ANIM;ACC;MASC;PL	N;NOM;PL
учасників	résztvevő	учасник	résztvevő	N;ANIM;ACC;MASC;PL	
учасників	résztvevők	учасник	résztvevő	N;ANIM;ACC;MASC;PL	N;NOM;PL
політичний	politika	політичний	politika	ADJ;NOM;MASC;SG	N;NOM;SG
рослини	növény	рослина	növény	N;INAN;NOM;FEM;PL	N;NOM;SG
рослини	üzem	рослина	üz	N;INAN;NOM;FEM;PL	N;NOM;SG
рослини	növény	рослина	növény	N;INAN;NOM;FEM;PL	N;NOM;SG
фонд	alap	фонд	alap	N;INAN;NOM;MASC;SG	
фонд	alap	фонд	alap	N;INAN;NOM;MASC;SG	
освіту	tanult	освіта	tanult	N;INAN;ACC;FEM;SG	V;INDF;IND;SG;3;PST;FIN;ACT
освіту	művelt	освіта	művelt	N;INAN;ACC;FEM;SG	V;INDF;IND;SG;3;PST;FIN;ACT
земель	földeket	земля	föld	N;INAN;GEN;FEM;PL	N;ACC;PL
земель	földek	земля	föld	N;INAN;GEN;FEM;PL	N;NOM;PL
флоту	flotta	флота	flotta	N;INAN;GEN;MASC;SG	N;NOM;SG
англійською	angolul	англійський	angolul	ADJ;INS;FEM;SG	
англійською	angol	англійський	angol	ADJ;INS;FEM;SG	
мову	nyelv	мова	nyelv	N;INAN;ACC;FEM;SG	N;NOM;SG
інший	egyéb	інший	egyéb	DET;NOM;MASC;SG	
інший	más	інший	más	DET;NOM;MASC;SG	PRO;NOM;SG;3
незалежності	függetlenség	незалежності	függetlenség	N;INAN;GEN;FEM;SG	N;NOM;SG
похований	eltemetve	похований	eltemetve	ADJ;PFV;NOM;MASC;SG;V.PTCP;PASS	N;NOM;SG
місяців	hónap	місяць	hónap	N;INAN;GEN;MASC;PL	N;NOM;SG
місяців	hónapokig	місяць	hónap	N;INAN;GEN;MASC;PL	N;PL
місяців	hónapok	місяць	hónap	N;INAN;GEN;MASC;PL	N;NOM;PL
вікі	wiki	вік	wiki		N;NOM;SG
вікі	vicky	вік	vicky		N;NOM;SG
описані	leírt	описаний	leírt	ADJ;PFV;NOM;PL;V.PTCP;PASS	
щось	valami	щось	valami	PRO;INAN;NOM;NEUT;SG	
щось	valamit	щось	valamit	PRO;INAN;NOM;NEUT;SG	
хвилин	perc	хвилина	perc	N;INAN;GEN;FEM;PL	N;NOM;SG
хвилин	jegyzőkönyv	хвилина	jegyzőkönyv	N;INAN;GEN;FEM;PL	N;NOM;SG
хвилин	percek	хвилина	perc	N;INAN;GEN;FEM;PL	N;NOM;PL
районів	térségek	район	térség	N;INAN;GEN;MASC;PL	N;NOM;PL
районів	területek	район	terület	N;INAN;GEN;MASC;PL	N;NOM;PL
січні	januári	січень	januári	ADV	ADJ;NOM;SG
січні	január	січень	január	ADV	N;NOM;SG
січні	januárban	січень	január	ADV	N;IN+ESS;SG
офіційно	hivatalosan	офіційно	hivatalos	ADV	ADJ;FRML;SG
елементів	tárgyak	елемент	tárgy	N;INAN;GEN;MASC;PL	N;NOM;PL
елементів	tételek	елемент	tétel	N;INAN;GEN;MASC;PL	N;NOM;PL
елементів	elemek	елемент	elem	N;INAN;GEN;MASC;PL	N;NOM;PL
канади	kanada	канада	kanada	PROPN;INAN;NOM;FEM;SG	PROPN;NOM;SG
канади	kanadai	канада	kanadai	PROPN;INAN;NOM;FEM;SG	ADJ;NOM;SG
відносно	relatív	відносно	relatív	ADV	
відносно	viszonylagos	відносно	viszonylagos	ADV	
відносно	rokon	відносно	rokon	ADV	
відносно	viszonylag	відносно	viszonylag	ADV	
бази	alap	база	alap	N;INAN;NOM;FEM;PL	
бази	alapítvány	база	alapítvány	N;INAN;NOM;FEM;PL	N;NOM;SG
рішенням	döntés	рішення	döntés	N;INAN;INS;NEUT;SG	N;NOM;SG
рішенням	határozat	рішення	határozat	N;INAN;INS;NEUT;SG	N;NOM;SG
власне	saját	власне	saját	PART	PRO;NOM;SG;3
озеро	tavi	озеро	tavi	N;INAN;NOM;NEUT;SG	
озеро	tavon	озеро	tavon	N;INAN;NOM;NEUT;SG	N;ON+ESS;SG
книг	könyveket	книга	könyv	N;INAN;GEN;FEM;PL	N;ACC;PL
книг	könyvek	книга	könyv	N;INAN;GEN;FEM;PL	N;NOM;PL
книг	könyv	книга	könyv	N;INAN;GEN;FEM;PL	N;NOM;SG
австрії	ausztria	австрія	ausztria	PROPN;INAN;GEN;FEM;SG	N;NOM;SG
карл	károly	карл	károly	PROPN;ANIM;NOM;MASC;SG	N;NOM;SG
карл	karl	карл	karl	PROPN;ANIM;NOM;MASC;SG	
карл	carl	карл	carl	PROPN;ANIM;NOM;MASC;SG	
німецький	németül	німецький	németül	ADJ;NOM;MASC;SG	
скринька	box	скринька	box	N;INAN;NOM;FEM;SG	
скринька	rovat	скринька	rovat	N;INAN;NOM;FEM;SG	
скринька	bin	скринька	bin	N;INAN;NOM;FEM;SG	
держав	szuverén	держава	szuver	N;INAN;GEN;FEM;PL	N;NOM;SG
краще	jobb	краще	jó	ADV;CMPR	ADJ;NOM;CMPR;SG
столиці	capitals	столиця	capitals	N;INAN;NOM;FEM;PL	N;NOM;SG
серпні	augusztusban	серпень	augusztus	ADV	N;IN+ESS;SG
серпні	august	серпень	augus	ADV	
серпні	augusztus	серпень	augusztus	ADV	N;NOM;SG
сент	sainte	сент	sainte		
сучасних	napjainkban	сучасний	nap	ADJ;GEN;PL	N;IN+ESS;PL
сучасних	manapság	сучасний	manapság	ADJ;GEN;PL	
засобів	megfelelően	засіб	meg+felelő	N;INAN;GEN;MASC;PL	ADJ;FRML;SG
висоти	heights	висота	heights	N;INAN;NOM;FEM;PL	
порушення	jogsértések	порушення	jogsértés	N;INAN;NOM;NEUT;SG	N;NOM;PL
порушення	szabálytalanságok	порушення	szabálytalanság	N;INAN;NOM;NEUT;SG	N;NOM;PL
болгарії	bulgária	болгарія	bulgária	PROPN;INAN;NOM;FEM;SG	N;NOM;SG
матч	egyezik	матч	egyezik	N;INAN;NOM;MASC;SG	V;INDF;IND;SG;3;PRS;FIN;ACT
жовтні	októberi	жовтень	októberi	ADV	ADJ;NOM;SG
жовтні	októberben	жовтень	október	ADV	N;IN+ESS;SG
жовтні	október	жовтень	október	ADV	N;NOM;SG
активно	aktívan	активно	aktívan	ADV	
громада	közösségi	громада	közösségi	N;INAN;NOM;FEM;SG	ADJ;NOM;SG
створити	újdonság	створити	újdonság	V;PFV;NFIN	N;NOM;SG
створити	új	створити	új	V;PFV;NFIN	ADJ;NOM;SG
створити	létrehozása	створити	létrehozás	V;PFV;NFIN	N;NOM;SG
русі	mozgás	рух	mozgás	N;INAN;DAT;MASC;SG	N;NOM;SG
русі	indítvány	рух	indítvány	N;INAN;DAT;MASC;SG	N;NOM;SG
доларів	dollárban	долар	dollár	N;INAN;GEN;MASC;PL	N;IN+ESS;SG
доларів	dollár	долар	dollár	N;INAN;GEN;MASC;PL	N;NOM;SG
процесу	eljárás	процес	eljárás	N;INAN;GEN;MASC;SG	N;NOM;SG
процесу	folyamat	процес	folyamat	N;INAN;GEN;MASC;SG	N;NOM;SG
користувачів	felhasználói	користувач	felhasználói	N;ANIM;ACC;MASC;PL	N;NOM;PL
користувачів	felhasználók	користувач	felhasználó	N;ANIM;ACC;MASC;PL	N;NOM;PL
ніколи	sosem	ніколи	sosem	ADV	
ніколи	soha	ніколи	soha	ADV	
фонду	alap	фонд	alap	N;INAN;GEN;MASC;SG	
виступає	felszolgáló	виступати	felszolgáló	V;IPFV;IND;SG;3;PRS;FIN	
вугілля	szenet	вугілля	szenet	N;INAN;NOM;NEUT;SG	N;ACC;SG
храму	templom	храм	templom	N;INAN;GEN;MASC;SG	N;NOM;SG
храму	szentély	храм	szentély	N;INAN;GEN;MASC;SG	N;NOM;SG
храму	temploma	храм	temploma	N;INAN;GEN;MASC;SG	N;NOM;SG
храму	temple	храм	temple	N;INAN;GEN;MASC;SG	
червні	júniusi	червень	júniusi	ADV	ADJ;NOM;SG
червні	june	червень	june	ADV	
червні	június	червень	június	ADV	N;NOM;SG
червні	júniusban	червень	június	ADV	N;IN+ESS;SG
включаючи	beleértve	включати	bele+értv	V;IPFV;PRS;V.CVB	ADV;V.CVB
олександрович	alekszandrovics	олександрович	alekszandrovics	PROPN;ANIM;NOM;MASC;SG	N;NOM;SG
колір	színek	колір	szín	N;INAN;NOM;MASC;SG	N;NOM;PL
поступово	fokozatosan	поступово	fokozatos	ADV	ADJ;FRML;SG
проблем	gondok	проблема	gond	N;INAN;GEN;FEM;PL	N;NOM;PL
проблем	probléma	проблема	probléma	N;INAN;GEN;FEM;PL	N;NOM;SG
проблем	problémák	проблема	probléma	N;INAN;GEN;FEM;PL	N;NOM;PL
проблем	problémákat	проблема	probléma	N;INAN;GEN;FEM;PL	N;ACC;PL
проблем	problémákkal	проблема	probléma	N;INAN;GEN;FEM;PL	N;INS;PL
двічі	kettős	двічі	kettős	ADV	ADJ;NOM;SG
двічі	dupla	двічі	dupla	ADV	
двічі	duplán	двічі	duplán	ADV	
двічі	kétszer	двічі	két	ADV	
ліга	league	ліг	leag	N;INAN;NOM;FEM;SG	
фронту	frontvonal	фронт	frontvonal	N;INAN;GEN;MASC;SG	N;NOM;SG
цілком	teljesen	цілком	teljes	ADV	ADJ;FRML;SG
внутрішній	belső	внутрішній	belső	ADJ;NOM;MASC;SG	
внутрішній	belső	внутрішній	belső	ADJ;NOM;MASC;SG	
статистики	statisztika	статистика	statisztika	N;INAN;NOM;FEM;PL	N;NOM;SG
статистики	statisztika	статистика	statisztika	N;INAN;NOM;FEM;PL	N;NOM;SG
григорій	gregory	григорій	gregory	PROPN;ANIM;NOM;MASC;SG	
григорій	gergely	григорій	gergely	PROPN;ANIM;NOM;MASC;SG	
зброї	fegyvereket	зброя	fegyver	N;INAN;GEN;FEM;SG	N;ACC;PL
зброї	ágyúk	зброя	ágyúk	N;INAN;GEN;FEM;SG	N;NOM;PL
зброї	fegyverek	зброя	fegyver	N;INAN;GEN;FEM;SG	N;NOM;PL
освіта	oktatási	освіта	oktatási	N;INAN;NOM;FEM;SG	ADJ;NOM;SG
студентів	diákok	студент	diák	N;ANIM;ACC;MASC;PL	N;NOM;PL
студентів	hallgatók	студент	hallgató	N;ANIM;ACC;MASC;PL	N;NOM;PL
студентів	tanulók	студент	tanuló	N;ANIM;ACC;MASC;PL	N;NOM;PL
автомобілі	autókat	автомобіль	autó	N;INAN;NOM;MASC;PL	N;ACC;PL
автомобілі	yokohama	автомобіль	yokohama	N;INAN;NOM;MASC;PL	
євген	jevgenyij	євген	jevgenyij	PROPN;ANIM;NOM;MASC;SG	
євген	eugene	євген	eug	PROPN;ANIM;NOM;MASC;SG	PROPN;NOM;SG
наявність	rendelkezésre	наявність	rendelkezés	N;INAN;NOM;FEM;SG	N;ON+ALL;SG
приміщення	helyiségek	приміщення	helyiség	N;INAN;NOM;NEUT;SG	N;NOM;PL
приміщення	telephelyén	приміщення	telephely	N;INAN;NOM;NEUT;SG	N;ON+ESS;SG
починається	kezdem	починатися	kezdem	V;IPFV;IND;SG;3;PRS;FIN	V;DEF;IND;SG;1;PRS;FIN;ACT
починається	kezdő	починатися	kezdő	V;IPFV;IND;SG;3;PRS;FIN	
починається	kezdve	починатися	kezdv	V;IPFV;IND;SG;3;PRS;FIN	N;ON+ESS;SG
відразу	azonnal	відразу	azonnal	ADV	
імперія	empire	імперія	empi	N;INAN;NOM;FEM;SG	
імперія	imperia	імперія	imperia	N;INAN;NOM;FEM;SG	
сонця	sun	сонце	sun	N;INAN;NOM;NEUT;SG	
православна	ortodox	православний	ortodox	ADJ;NOM;FEM;SG	N;NOM;SG
ринку	piac	ринка	piac	N;INAN;DAT;FEM;SG	N;NOM;SG
ринку	piaci	ринка	piaci	N;INAN;DAT;FEM;SG	N;NOM;SG
ринку	market	ринка	mark	N;INAN;DAT;FEM;SG	N;NOM;SG
полк	polk	полк.	polk	N;INAN;NOM;MASC;SG	
газу	benzin	газ	benzin	N;INAN;GEN;MASC;SG	N;NOM;SG
газу	gáz	газ	gáz	N;INAN;GEN;MASC;SG	N;NOM;SG
обладнання	berendezések	обладнання	berendezés	N;INAN;NOM;NEUT;SG	N;NOM;PL
обладнання	felszerelések	обладнання	felszerelés	N;INAN;NOM;NEUT;SG	N;NOM;PL
послідовності	szekvenciák	послідовність	szekvencia	N;INAN;ACC;FEM;SG	N;NOM;PL
послідовності	szekvencia	послідовність	szekvencia	N;INAN;ACC;FEM;SG	N;NOM;SG
послідовності	sorrend	послідовність	sorrend	N;INAN;ACC;FEM;SG	N;NOM;SG
держава	állami	держава	állami	N;INAN;NOM;FEM;SG	
безпосередньо	közvetlenül	безпосередньо	közvetlen	ADV	ADJ;FRML;SG
липні	júliusban	липень	július	ADV	N;IN+ESS;SG
липні	júliusi	липень	júliusi	ADV	ADJ;NOM;SG
липні	július	липень	július	ADV	N;NOM;SG
примітка	megjegyzés	примітка	megjegyzés	ADV	N;NOM;SG
примітка	jegyzet	примітка	jegyzet	ADV	N;NOM;SG
елементи	elemet	елемент	elem	N;INAN;NOM;MASC;PL	N;ACC;SG
елементи	elem	елемент	elem	N;INAN;NOM;MASC;PL	N;NOM;SG
квітні	april	квітний	ap	ADV	
квітні	április	квітний	április	ADV	N;NOM;SG
квітні	áprilisi	квітний	áprilisi	ADV	ADJ;NOM;SG
квітні	áprilisban	квітний	április	ADV	N;IN+ESS;SG
програма	kérelem	програма	kérel	N;INAN;NOM;FEM;SG	
необхідно	szükségesek	необхідно	szükséges	ADV	ADJ;NOM;PL
необхідно	szükséges	необхідно	szükséges	ADV	ADJ;NOM;SG
форма	formát	форма	forma	N;INAN;NOM;FEM;SG	N;ACC;SG
форма	formájában	форма	forma	N;INAN;NOM;FEM;SG	N;IN+ESS;SG
форма	egységes	форма	egységes	N;INAN;NOM;FEM;SG	ADJ;NOM;SG
відео	videó	відео	videó		N;NOM;SG
відео	video	відео	video		N;NOM;SG
відео	videót	відео	videó		N;ACC;SG
відео	videók	відео	videó		N;NOM;PL
князь	prince	князь	prince	N;ANIM;NOM;MASC;SG	
ідентифікатор	azonosító	ідентифікатор	azonosító	N;INAN;NOM;MASC;SG	ADJ;NOM;SG
ряду	kerekítve	ряд	kerekítve	N;INAN;GEN;MASC;SG	ADV;V.CVB
обох	mindkettő	обидва	mindkettő	NUM;ACC	
обох	mindketten	обидва	mindkett	NUM;ACC	
технології	technológia	технологія	technológia	N;INAN;NOM;FEM;PL	N;NOM;SG
технології	technika	технологія	technika	N;INAN;NOM;FEM;PL	N;NOM;SG
донецьк	doneck	донецький	donec	PROPN;INAN;NOM;MASC;SG	N;NOM;SG
груп	csoportok	група	csoport	N;INAN;GEN;FEM;PL	N;NOM;PL
груп	csoportoknak	група	csoport	N;INAN;GEN;FEM;PL	N;DAT;PL
слів	szavakat	слово	szó	N;INAN;GEN;NEUT;PL	N;ACC;PL
слів	szavak	слово	szó	N;INAN;GEN;NEUT;PL	N;NOM;PL
дещо	valami	дещо	valami	ADV	
дещо	valamit	дещо	valamit	ADV	
дещо	valamennyire	дещо	valamennyir	ADV	
дещо	némileg	дещо	némileg	ADV	
поряд	közel	поряд	közel		
листопаді	novemberi	листопад	novemberi	N;INAN;NOM;MASC;SG	ADJ;NOM;SG
листопаді	novemberben	листопад	november	N;INAN;NOM;MASC;SG	N;IN+ESS;SG
підвищення	promóciós	підвищення	promóciós	N;INAN;NOM;NEUT;SG	ADJ;NOM;SG
підвищення	felnevelni	підвищення	felnevel	N;INAN;NOM;NEUT;SG	V;NFIN;ACT
організацій	szervezetek	організація	szervezet	N;INAN;GEN;FEM;PL	N;NOM;PL
східної	kelet	східний	kelet	ADJ;GEN;FEM;SG	
східної	keleti	східний	keleti	ADJ;GEN;FEM;SG	
сторінки	oldalakon	сторінка	oldal	N;INAN;NOM;FEM;PL	N;ON+ESS;PL
сторінки	oldalt	сторінка	oldal	N;INAN;NOM;FEM;PL	N;ACC;SG
сторінки	oldal	сторінка	oldal	N;INAN;NOM;FEM;PL	N;NOM;SG
методи	módszer	метод	módszer	N;INAN;NOM;MASC;PL	N;NOM;SG
відновлення	visszaállítani	відновлення	visszaállít	N;INAN;NOM;NEUT;SG	V;NFIN;ACT
відновлення	helyreállítási	відновлення	helyreállítási	N;INAN;NOM;NEUT;SG	ADJ;NOM;SG
відновлення	helyreállítási	відновлення	helyreállítási	N;INAN;NOM;NEUT;SG	ADJ;NOM;SG
поруч	közel	поруч	közel	ADV	
поруч	közelben	поруч	közel	ADV	N;IN+ESS;SG
поруч	közeli	поруч	közeli	ADV	
передачі	push	передача	push	N;INAN;NOM;FEM;PL	
передачі	nyomja	передача	nyom	N;INAN;NOM;FEM;PL	V;DEF;IND;SG;3;PRS;FIN;ACT
передачі	nyomd	передача	nyomd	N;INAN;NOM;FEM;PL	V;DEF;IMP;SG;1;PRS;FIN;ACT
передачі	vállalja	передача	vállal	N;INAN;NOM;FEM;PL	V;DEF;IND;SG;3;PRS;FIN;ACT
передачі	transzfer	передача	transzfer	N;INAN;NOM;FEM;PL	N;NOM;SG
тривалість	hossz	тривалість	hossz	N;INAN;NOM;FEM;SG	
користувача	felhasználónév	користувач	felhasználónév	N;ANIM;ACC;MASC;SG	N;NOM;SG
користувача	felhasználó	користувач	felhasználó	N;ANIM;ACC;MASC;SG	ADJ;NOM;SG
користувача	felhasználói	користувач	felhasználói	N;ANIM;ACC;MASC;SG	N;NOM;PL
отримання	átvevő	отримання	átvevő	N;INAN;NOM;NEUT;SG	ADJ;NOM;SG
поразки	legyőzte	поразка	legyőz	N;INAN;NOM;FEM;PL	V;DEF;IND;SG;3;PST;FIN;ACT
поразки	legyőzött	поразка	legyőz	N;INAN;NOM;FEM;PL	V;INDF;IND;SG;3;PST;FIN;ACT
поразки	vereség	поразка	vereség	N;INAN;NOM;FEM;PL	N;NOM;SG
поразки	legyőzni	поразка	legyőz	N;INAN;NOM;FEM;PL	V;NFIN;ACT
містах	városok	місто	város	N;INAN;ESS;NEUT;PL	N;NOM;PL
містах	városokat	місто	város	N;INAN;ESS;NEUT;PL	N;ACC;PL
угорщини	hungary	угорщина	hungary	PROPN;INAN;NOM;FEM;SG	
угорщини	magyarország	угорщина	magyarország	PROPN;INAN;NOM;FEM;SG	N;NOM;SG
вилучення	törlés	вилучення	törlés	N;INAN;NOM;NEUT;SG	
вилучення	töröld	вилучення	töröld	N;INAN;NOM;NEUT;SG	V;DEF;IMP;SG;2;PRS;FIN;ACT
вилучення	törlés	вилучення	törlés	N;INAN;NOM;NEUT;SG	
вміст	tartalmát	вміст	tartalom	N;INAN;NOM;MASC;SG	N;ACC;SG
форму	alakja	форма	alak	N;INAN;ACC;FEM;SG	N;NOM;SG
форму	forma	форма	forma	N;INAN;ACC;FEM;SG	N;NOM;SG
форму	alakzat	форма	alakzat	N;INAN;ACC;FEM;SG	N;NOM;SG
форму	űrlap	форма	űrlap	N;INAN;ACC;FEM;SG	N;NOM;SG
форму	forma	форма	forma	N;INAN;ACC;FEM;SG	N;NOM;SG
форму	formájában	форма	forma	N;INAN;ACC;FEM;SG	N;IN+ESS;SG
форму	nyomtatvány	форма	nyomtatvány	N;INAN;ACC;FEM;SG	N;NOM;SG
писав	megírva	писати	megírva	V;IPFV;MASC;IND;SG;PST;FIN	ADV;V.CVB
писав	írásbeli	писати	írásbeli	V;IPFV;MASC;IND;SG;PST;FIN	ADJ;NOM;SG
писав	irtam	писати	irtam	V;IPFV;MASC;IND;SG;PST;FIN	V;DEF;IND;SG;1;PRS;FIN;ACT
стану	állapot	стан	állap	N;INAN;GEN;MASC;SG	N;NOM;SG
стану	státusz	стан	státusz	N;INAN;GEN;MASC;SG	N;NOM;SG
транспорт	szállítást	транспорт	szállítás	N;INAN;NOM;MASC;SG	N;ACC;SG
транспорт	közlekedési	транспорт	közlekedési	N;INAN;NOM;MASC;SG	ADJ;NOM;SG
вас	vas	ви	vas	PRO;ANIM;ACC;PL;2	
переклад	fordít	переклад	fordít	N;INAN;NOM;MASC;SG	V;INDF;IND;SG;3;PRS;FIN;ACT
переклад	lefordítani	переклад	lefordít	N;INAN;NOM;MASC;SG	V;NFIN;ACT
загальний	általános	загальний	általános	ADJ;NOM;MASC;SG	
загальний	generikus	загальний	generikus	ADJ;NOM;MASC;SG	
загальний	teljes	загальний	teljes	ADJ;NOM;MASC;SG	
загальний	összesen	загальний	összesen	ADJ;NOM;MASC;SG	
загальний	átfogó	загальний	átfogó	ADJ;NOM;MASC;SG	
загальний	összességében	загальний	összesség	ADJ;NOM;MASC;SG	N;IN+ESS;SG
загальний	általános	загальний	általános	ADJ;NOM;MASC;SG	
загальний	tábornok	загальний	tábornok	ADJ;NOM;MASC;SG	N;NOM;SG
варто	érdemes	варто	érdemes	ADV	ADJ;NOM;SG
варто	megéri	варто	megéri	ADV	
варто	worth	варто	worth	ADV	
нижній	alacsonyabb	нижній	alacsony	ADJ;DAT;FEM;SG	ADJ;NOM;CMPR;SG
нижній	alsó	нижній	alsó	ADJ;DAT;FEM;SG	
нижній	lejjebb	нижній	lejj	ADJ;DAT;FEM;SG	ADV
італія	olaszország	італія	olaszország	PROPN;INAN;NOM;FEM;SG	
основи	alapokat	основа	alap	N;INAN;NOM;FEM;PL	N;ACC;PL
основи	alapokat	основа	alap	N;INAN;NOM;FEM;PL	N;ACC;PL
політичні	politikai	політичний	politikai	ADJ;NOM;PL	ADJ;NOM;SG
політичні	politika	політичний	politika	ADJ;NOM;PL	N;NOM;SG
клас	klaas	клас	klaas	N;INAN;NOM;MASC;SG	
отже	ennélfogva	отже	ennélfogva	PART	
отже	ezért	отже	ezért	PART	CONJ
сторони	oldalra	сторона	oldal	N;INAN;NOM;FEM;PL	N;ON+ALL;SG
сторони	oldalam	сторона	oldal	N;INAN;NOM;FEM;PL	N;NOM;SG
сторони	side	сторона	side	N;INAN;NOM;FEM;PL	
кандидат	pályázó	кандидат	pályázó	N;ANIM;NOM;MASC;SG	ADJ;NOM;SG
кандидат	jelölt	кандидат	jelöl	N;ANIM;NOM;MASC;SG	
відбулося	megtörtént	відбутися	meg+történik	V;PFV;NEUT;IND;SG;PST;FIN	
матері	édesanyám	мати	édesanya	N;ANIM;NOM;FEM;PL	N;NOM;SG
матері	anya	мати	anya	N;ANIM;NOM;FEM;PL	N;NOM;SG
інша	egyéb	інший	egyéb	DET;NOM;FEM;SG	
інша	más	інший	más	DET;NOM;FEM;SG	PRO;NOM;SG;3
головна	fő	головний	fő	ADJ;NOM;FEM;SG	
головна	main	головний	main	ADJ;NOM;FEM;SG	
головна	főbb	головний	fő	ADJ;NOM;FEM;SG	ADJ;NOM;CMPR;SG
головна	előnyben	головний	előny	ADJ;NOM;FEM;SG	N;IN+ESS;SG
споруди	szerkezeti	споруда	szerkezeti	N;INAN;NOM;FEM;PL	N;NOM;SG
