категория	kategórie	категория	kategória	N;INDF;FEM;SG	N;NOM;FEM;PL
изпратен	poslali	изпратя	poslať	V;PFV;INDF;MASC;SG;V.PTCP;PASS	V;ANIM;PFV;MASC;PL;POS;PST;V.PTCP
евро	eur	евро	eur	N;INDF;NEUT;SG	
евро	eurá	евро	euro	N;INDF;NEUT;SG	N;NOM;FEM;PL
евро	eur	евро	eur	N;INDF;NEUT;SG	
евро	eurá	евро	euro	N;INDF;NEUT;SG	N;NOM;FEM;PL
евро	eura	евро	eura	N;INDF;NEUT;SG	
евро	eur	евро	eur	N;INDF;NEUT;SG	
евро	euro	евро	euro	N;INDF;NEUT;SG	
сирия	sýria	сир	sýria	PROPN;INDF;FEM;SG	N;NOM;FEM;SG
обновяване	vylepšiť	обновяване	vylepšiť	N;INDF;NEUT;SG	V;PFV;POS;NFIN
обновяване	aktualizovať	обновяване	aktualizovať	N;INDF;NEUT;SG	V;IPFV;POS;NFIN
обновяване	obnoviť	обновяване	obnoviť	N;INDF;NEUT;SG	V;PFV;POS;NFIN
дял	zdieľať	дял	zdieľať	N;INDF;MASC;SG	V;IPFV;POS;NFIN
самолети	lietadlo	самолет	lietadlo	N;INDF;MASC;PL	N;NOM;NEUT;SG
самолети	letúne	самолет	letúna	N;INDF;MASC;PL	N;ANIM;NOM;MASC;SG
никой	nikdo	никой	nikdo	PRO;NOM;MASC;SG	N;ANIM;NOM;MASC;SG
физика	fyziky	физика	fyzika	N;INDF;FEM;SG	N;NOM;FEM;PL
физика	fyzikálne	физика	fyzikálny	N;INDF;FEM;SG	ADJ;NOM;NEUT;SG
обхваща	kryty	обхващам	kryt	V;IPFV;IND;SG;3;PRS;FIN;ACT	N;INAN;NOM;MASC;PL
големина	veľkosti	големина	veľkosť	N;INDF;FEM;SG	N;NOM;FEM;PL
обявен	deklarovaný	обявя-(се)	deklarovaný	V;PFV;INDF;MASC;SG;V.PTCP;PASS	ADJ;INAN;NOM;MASC;SG;POS;V.PTCP;PASS
обявен	vyhlásená	обявя-(се)	vyhlásený	V;PFV;INDF;MASC;SG;V.PTCP;PASS	ADJ;NOM;FEM;SG;POS;V.PTCP;PASS
обявен	deklarované	обявя-(се)	deklarovaný	V;PFV;INDF;MASC;SG;V.PTCP;PASS	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS
обявен	nahlásené	обявя-(се)	nahlásený	V;PFV;INDF;MASC;SG;V.PTCP;PASS	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS
обявен	deklarovaná	обявя-(се)	deklarovaný	V;PFV;INDF;MASC;SG;V.PTCP;PASS	ADJ;NOM;FEM;SG;POS;V.PTCP;PASS
обявен	oznámené	обявя-(се)	oznámený	V;PFV;INDF;MASC;SG;V.PTCP;PASS	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS
обявен	oznámili	обявя-(се)	oznámiť	V;PFV;INDF;MASC;SG;V.PTCP;PASS	V;ANIM;PFV;MASC;PL;POS;PST;V.PTCP
обявен	ohlásené	обявя-(се)	ohlásený	V;PFV;INDF;MASC;SG;V.PTCP;PASS	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS
асоциация	asociácie	асоциация	asociácia	N;INDF;FEM;SG	N;NOM;FEM;PL
сейнт	svätá	сейнт	svätý	N;INDF;MASC;SG	ADJ;NOM;FEM;SG
сейнт	svätý	сейнт	svätý	N;INDF;MASC;SG	ADJ;ANIM;NOM;MASC;SG
сейнт	saint	сейнт	saint	N;INDF;MASC;SG	PROPN;ANIM;NOM;MASC;SG
такова	takých	такъв	taký	DET;NEUT;SG	DET;ANIM;GEN;MASC;PL
танзания	tanzánia	танзания	tanzániť	PROPN;INDF;FEM;SG	N;NOM;FEM;SG
памет	pamäte	памет	pamäť	N;INDF;FEM;SG	N;NOM;FEM;PL
музикален	muzikál	музикален	muzikál	ADJ;INDF;MASC;SG	N;INAN;NOM;MASC;SG
музикален	musical	музикален	musicať	ADJ;INDF;MASC;SG	PROPN;ANIM;NOM;MASC;SG
пазар	nakupovať	пазар	nakupovať	N;INDF;MASC;SG	V;IPFV;POS;NFIN
пазар	nákupy	пазар	nákup	N;INDF;MASC;SG	N;INAN;NOM;MASC;PL
пазар	nákupný	пазар	nákupný	N;INDF;MASC;SG	ADJ;INAN;NOM;MASC;SG
пазар	nákupné	пазар	nákupný	N;INDF;MASC;SG	ADJ;NOM;NEUT;SG
пазар	trhová	пазар	trhový	N;INDF;MASC;SG	ADJ;NOM;FEM;SG
уеб	webová	уеб	webový	N;INDF;MASC;SG	ADJ;NOM;FEM;SG
тайланд	thajsku	тайланд	thajsko	PROPN;INDF;MASC;SG	N;NOM;NEUT;SG
тайланд	thajsko	тайланд	thajsko	PROPN;INDF;MASC;SG	N;NOM;NEUT;SG
тайланд	thajska	тайланд	thajsky	PROPN;INDF;MASC;SG	N;NOM;NEUT;PL
работил	opracované	работя	opracovaný	V;IPFV;INDF;MASC;SG;PST;V.PTCP;ACT	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS
работил	pracovali	работя	pracovať	V;IPFV;INDF;MASC;SG;PST;V.PTCP;ACT	V;ANIM;IPFV;MASC;PL;POS;PST;V.PTCP
религия	náboženstva	религия	náboženstvo	N;INDF;FEM;SG	N;NOM;NEUT;PL
хърватия	chorvátsku	хърват	chorvátsky	PROPN;INDF;FEM;SG	N;ACC;FEM;SG
хърватия	chorvátsko	хърват	chorvátsko	PROPN;INDF;FEM;SG	N;NOM;NEUT;SG
хърватия	chorvátska	хърват	chorvátsky	PROPN;INDF;FEM;SG	ADJ;NOM;FEM;SG
банка	banky	банка	banka	N;INDF;FEM;SG	N;NOM;FEM;PL
банка	bank	банка	bank	N;INDF;FEM;SG	
банка	banková	банка	bankový	N;INDF;FEM;SG	ADJ;NOM;FEM;SG
малайзия	malajzie	малайзия	malajzie	N;INDF;FEM;SG	N;NOM;FEM;PL
въоръжени	ozbrojená	въоръжа	ozbrojený	V;PFV;INDF;PL;V.PTCP;PASS	ADJ;NOM;FEM;SG;POS;V.PTCP;PASS
въоръжени	ozbrojený	въоръжа	ozbrojený	V;PFV;INDF;PL;V.PTCP;PASS	ADJ;ANIM;NOM;MASC;SG;POS;V.PTCP;PASS
въоръжени	ozbrojených	въоръжа	ozbrojený	V;PFV;INDF;PL;V.PTCP;PASS	ADJ;ANIM;GEN;MASC;PL;POS;V.PTCP;PASS
въоръжени	ozbrojení	въоръжа	ozbrojenie	V;PFV;INDF;PL;V.PTCP;PASS	ADJ;ANIM;NOM;MASC;PL;POS;V.PTCP;PASS
въоръжени	ozbrojené	въоръжа	ozbrojený	V;PFV;INDF;PL;V.PTCP;PASS	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS
бавария	bavorsko	бавария	bavorsko	PROPN;INDF;FEM;SG	PROPN;NOM;NEUT;SG
мисия	misie	мисия	misia	N;INDF;FEM;SG	N;NOM;FEM;PL
постига	dosiahne	постигам	dosiahnuť	V;IPFV;IND;SG;3;PRS;FIN;ACT	V;PFV;IND;SG;3;POS;PRS;FIN
постига	dosahujú	постигам	dosahovať	V;IPFV;IND;SG;3;PRS;FIN;ACT	V;IPFV;IND;PL;3;POS;PRS;FIN
гражданство	občianstva	гражданство	občianstvo	N;INDF;NEUT;SG	N;NOM;NEUT;PL
подготовка	pripravujeme	подготовка	pripravovať	N;INDF;FEM;SG	V;IPFV;IND;PL;1;POS;PRS;FIN
подготовка	prípravky	подготовка	prípravka	N;INDF;FEM;SG	N;NOM;FEM;PL
подготовка	preparáty	подготовка	preparát	N;INDF;FEM;SG	N;INAN;NOM;MASC;PL
подготовка	prípravy	подготовка	príprava	N;INDF;FEM;SG	N;NOM;FEM;PL
публий	publius	публий	publius	PROPN;INDF;MASC;SG	N;ANIM;NOM;MASC;SG
народ	ludia	народ	ludia	N;INDF;MASC;SG	N;ANIM;NOM;MASC;PL
народ	ludi	народ	ludia	N;INDF;MASC;SG	INTJ
народ	ľudia	народ	človek	N;INDF;MASC;SG	N;ANIM;NOM;MASC;PL
народ	ľudí	народ	človek	N;INDF;MASC;SG	N;ANIM;ACC;MASC;PL
народ	people	народ	peopeľ	N;INDF;MASC;SG	PROPN;ANIM;VOC;MASC;SG
политиката	politiky	политика	politika	N;DEF;FEM;SG	N;NOM;FEM;PL
политиката	politiky	политика	politika	N;DEF;FEM;SG	N;NOM;FEM;PL
отговор	odpovedať	отговор	odpovedať	N;INDF;MASC;SG	V;IPFV;POS;NFIN
отговор	odpovedať	отговор	odpovedať	N;INDF;MASC;SG	V;IPFV;POS;NFIN
технологии	technológiu	технология	technológia	N;INDF;FEM;PL	N;ACC;FEM;SG
технологии	technológia	технология	technológia	N;INDF;FEM;PL	N;NOM;FEM;SG
технологии	technika	технология	technika	N;INDF;FEM;PL	N;NOM;FEM;SG
времена	times	време	times	N;INDF;NEUT;PL	
общи	všeobecná	общ	všeobecný	ADJ;INDF;PL	ADJ;NOM;FEM;SG
общи	časté	общ	častý	ADJ;INDF;PL	ADJ;NOM;NEUT;SG
общи	všeobecné	общ	všeobecný	ADJ;INDF;PL	ADJ;NOM;NEUT;SG
общи	general	общ	generať	ADJ;INDF;PL	N;INAN;NOM;MASC;SG
общи	všeobecne	общ	všeobecne	ADJ;INDF;PL	ADV
общи	všeobecná	общ	všeobecný	ADJ;INDF;PL	ADJ;NOM;FEM;SG
енциклопедия	encyklopédia	енциклопедия	encyklopédiť	N;INDF;FEM;SG	N;NOM;NEUT;PL
знак	podpísať	знак	podpísať	N;INDF;MASC;SG	V;PFV;POS;NFIN
функция	funkcie	функция	funkcia	N;INDF;FEM;SG	N;NOM;FEM;PL
етап	fázy	етап	fáza	N;INDF;MASC;SG	N;NOM;FEM;PL
тодоров	todorov	тодоров	todor	PROPN;INDF;MASC;SG	N;INAN;GEN;MASC;PL
приет	akceptované	приема	akceptovaný	V;PFV;INDF;MASC;SG;V.PTCP;PASS	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS
приет	prijatý	приема	prijatý	V;PFV;INDF;MASC;SG;V.PTCP;PASS	ADJ;INAN;NOM;MASC;SG;POS;V.PTCP;PASS
приет	prijali	приема	prijať	V;PFV;INDF;MASC;SG;V.PTCP;PASS	V;ANIM;PFV;MASC;PL;POS;PST;V.PTCP
приет	prijaté	приема	prijatý	V;PFV;INDF;MASC;SG;V.PTCP;PASS	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS
приет	prijatá	приема	prijatý	V;PFV;INDF;MASC;SG;V.PTCP;PASS	ADJ;NOM;FEM;SG;POS;V.PTCP;PASS
приет	prijatý	приема	prijatý	V;PFV;INDF;MASC;SG;V.PTCP;PASS	ADJ;INAN;NOM;MASC;SG;POS;V.PTCP;PASS
приет	prijaté	приема	prijatý	V;PFV;INDF;MASC;SG;V.PTCP;PASS	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS
приет	prijatá	приема	prijatý	V;PFV;INDF;MASC;SG;V.PTCP;PASS	ADJ;NOM;FEM;SG;POS;V.PTCP;PASS
приет	prijatý	приема	prijatý	V;PFV;INDF;MASC;SG;V.PTCP;PASS	ADJ;INAN;NOM;MASC;SG;POS;V.PTCP;PASS
приет	prijaté	приема	prijatý	V;PFV;INDF;MASC;SG;V.PTCP;PASS	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS
приет	prijatá	приема	prijatý	V;PFV;INDF;MASC;SG;V.PTCP;PASS	ADJ;NOM;FEM;SG;POS;V.PTCP;PASS
ранен	zranení	раня	zranenie	V;PFV;INDF;MASC;SG;V.PTCP;PASS	N;NOM;NEUT;PL
ранен	zranených	раня	zranený	V;PFV;INDF;MASC;SG;V.PTCP;PASS	ADJ;ANIM;GEN;MASC;PL;POS;V.PTCP;PASS
ранен	zranená	раня	zranený	V;PFV;INDF;MASC;SG;V.PTCP;PASS	ADJ;NOM;FEM;SG;POS;V.PTCP;PASS
ранен	zranené	раня	zranený	V;PFV;INDF;MASC;SG;V.PTCP;PASS	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS
ранен	zranený	раня	zranený	V;PFV;INDF;MASC;SG;V.PTCP;PASS	ADJ;ANIM;NOM;MASC;SG;POS;V.PTCP;PASS
ранен	zranených	раня	zranený	V;PFV;INDF;MASC;SG;V.PTCP;PASS	ADJ;ANIM;GEN;MASC;PL;POS;V.PTCP;PASS
ранен	zraneného	раня	zranený	V;PFV;INDF;MASC;SG;V.PTCP;PASS	ADJ;ANIM;GEN;MASC;SG;POS;V.PTCP;PASS
ранен	ranený	раня	ranený	V;PFV;INDF;MASC;SG;V.PTCP;PASS	ADJ;ANIM;NOM;MASC;SG
ранен	zranený	раня	zranený	V;PFV;INDF;MASC;SG;V.PTCP;PASS	ADJ;ANIM;NOM;MASC;SG;POS;V.PTCP;PASS
десет	desiatej	десет	desiaty	NUM;INDF;PL	ADJ;GEN;FEM;SG
десет	desať	десет	desať	NUM;INDF;PL	NUM;NOM;NEUT;SG
състезания	závodná	състезание	závodný	N;INDF;NEUT;PL	ADJ;NOM;FEM;SG
състезания	pretekať	състезание	pretekať	N;INDF;NEUT;PL	V;IPFV;POS;NFIN
състезания	dostihy	състезание	dostiha	N;INDF;NEUT;PL	N;INAN;NOM;MASC;SG
характеристики	charakteristika	характеристика	charakteristika	N;INDF;FEM;PL	N;NOM;FEM;SG
зимата	zime	зима	zimať	N;DEF;FEM;SG	ADV
зимата	zimný	зима	zimný	N;DEF;FEM;SG	ADJ;INAN;NOM;MASC;SG
зимата	zimná	зима	zimný	N;DEF;FEM;SG	ADJ;NOM;FEM;SG
зимата	zimné	зима	zimný	N;DEF;FEM;SG	ADJ;NOM;NEUT;SG
загуба	straty	загуба	strata	N;INDF;FEM;SG	N;NOM;FEM;PL
кула	tower	кула	tower	N;INDF;FEM;SG	PROPN;ANIM;NOM;MASC;SG
видин	vidin	видин	vidin	PROPN;INDF;MASC;SG	PROPN;ANIM;NOM;MASC;SG
формат	formáte	формат	format	N;INDF;MASC;SG	N;INAN;NOM;MASC;PL
анализ	analýzy	анализ	analýza	N;INDF;MASC;SG	N;NOM;FEM;PL
тим	tim	тим	tim	N;INDF;MASC;SG	PROPN;ANIM;NOM;MASC;SG
тим	tima	тим	timo	N;INDF;MASC;SG	PROPN;ANIM;ACC;MASC;SG
културно	kultúrna	културно	kultúrny	ADV	ADJ;NOM;FEM;SG
културно	kultúrny	културно	kultúrny	ADV	ADJ;INAN;NOM;MASC;SG
културно	kultúrne	културно	kultúrny	ADV	ADJ;NOM;NEUT;SG
културно	kultúrne	културно	kultúrny	ADV	ADJ;NOM;NEUT;SG
излъчване	vysielať	излъчване	vysielať	N;INDF;NEUT;SG	V;IPFV;POS;NFIN
излъчване	vysielania	излъчване	vysielanie	N;INDF;NEUT;SG	N;NOM;NEUT;PL
излъчване	vysielať	излъчване	vysielať	N;INDF;NEUT;SG	V;IPFV;POS;NFIN
излъчване	vysielania	излъчване	vysielanie	N;INDF;NEUT;SG	N;NOM;NEUT;PL
светлина	ľahký	светлина	ľahký	N;INDF;FEM;SG	ADJ;INAN;NOM;MASC;SG
светлина	svetla	светлина	svetlo	N;INDF;FEM;SG	N;NOM;NEUT;PL
залива	zálive	заливам	záliva	V;IPFV;IND;SG;3;PRS;FIN;ACT	N;NOM;FEM;SG
залива	záliv	заливам	záliv	V;IPFV;IND;SG;3;PRS;FIN;ACT	N;INAN;NOM;MASC;SG
залива	priepasť	заливам	priepasť	V;IPFV;IND;SG;3;PRS;FIN;ACT	N;NOM;FEM;SG
допълнителни	dodatočné	допълнителен	dodatočný	ADJ;INDF;PL	ADJ;NOM;NEUT;SG
допълнителни	doplňujúce	допълнителен	doplňujúci	ADJ;INDF;PL	ADJ;NOM;NEUT;SG;POS;V.PTCP;ACT
допълнителни	ďalšie	допълнителен	ďalší	ADJ;INDF;PL	ADJ;NOM;NEUT;SG
допълнителни	doplnkové	допълнителен	doplnkový	ADJ;INDF;PL	ADJ;NOM;NEUT;SG
допълнителни	naviac	допълнителен	naviac	ADJ;INDF;PL	ADV
допълнителни	navyše	допълнителен	navyše	ADJ;INDF;PL	PART
допълнителни	extra	допълнителен	extra	ADJ;INDF;PL	N;INAN;NOM;MASC;SG
обществени	public	обществен	publica	ADJ;INDF;PL	N;NOM;FEM;SG
обществени	verejný	обществен	verejný	ADJ;INDF;PL	ADJ;ANIM;NOM;MASC;SG
обществени	verejnosť	обществен	verejnosť	ADJ;INDF;PL	N;NOM;FEM;SG
обществени	verejné	обществен	verejný	ADJ;INDF;PL	ADJ;NOM;NEUT;SG
обществени	verejná	обществен	verejný	ADJ;INDF;PL	ADJ;NOM;FEM;SG
стопанство	holding	стопанство	holding	N;INDF;NEUT;SG	PROPN;ANIM;NOM;MASC;SG
стопанство	drží	стопанство	držať	N;INDF;NEUT;SG	V;IPFV;IND;SG;3;POS;PRS;FIN
уефа	uefa	уеф	uefa	N;DEF;MASC;SG	
юлий	julius	юлий	julius	PROPN;INDF;MASC;SG	N;ANIM;NOM;MASC;SG
червен	červenú	червен	červený	ADJ;INDF;MASC;SG	N;ACC;FEM;SG
затвор	väzenia	затвор	väzenie	N;INDF;MASC;SG	N;NOM;NEUT;PL
затвор	base	затвор	basa	N;INDF;MASC;SG	PROPN;ANIM;NOM;MASC;SG
затвор	basy	затвор	basa	N;INDF;MASC;SG	N;NOM;FEM;PL
затвор	väzenia	затвор	väzenie	N;INDF;MASC;SG	N;NOM;NEUT;PL
пристига	prichádzajú	пристигам	prichádzať	V;IPFV;IND;SG;3;PRS;FIN;ACT	V;IPFV;IND;PL;3;POS;PRS;FIN
пристига	príde	пристигам	prísť	V;IPFV;IND;SG;3;PRS;FIN;ACT	V;PFV;IND;SG;3;POS;PRS;FIN
важно	dôležití	важно	dôležitý	ADV	ADJ;ANIM;NOM;MASC;PL
важно	dôležitá	важно	dôležitý	ADV	ADJ;NOM;FEM;SG
важно	dôležité	важно	dôležitý	ADV	ADJ;NOM;NEUT;SG
важно	dolezite	важно	dolezit	ADV	
важно	dôležitý	важно	dôležitý	ADV	ADJ;ANIM;NOM;MASC;SG
намалява	zníži	намалявам	znížiť	V;IPFV;IND;SG;3;PRS;FIN;ACT	V;PFV;IND;SG;3;POS;PRS;FIN
намалява	zníženia	намалявам	zníženie	V;IPFV;IND;SG;3;PRS;FIN;ACT	N;NOM;NEUT;PL
армения	arménska	армения	arménsky	PROPN;INDF;FEM;SG	ADJ;NOM;FEM;SG
армения	arménsko	армения	arménsko	PROPN;INDF;FEM;SG	N;NOM;NEUT;SG
поети	básnici	поема	básnik	V;PFV;INDF;PL;V.PTCP;PASS	N;ANIM;NOM;MASC;PL
участия	účasti	участие	účasť	N;INDF;NEUT;PL	N;NOM;FEM;SG
лидер	leader	лидер	leader	N;INDF;MASC;SG	PROPN;ANIM;NOM;MASC;SG
търси	hľadanie	търся	hľadanie	V;IPFV;IMP;SG;3;PRS;FIN	N;NOM;NEUT;SG
търси	vyhľadávanie	търся	vyhľadávanie	V;IPFV;IMP;SG;3;PRS;FIN	N;NOM;NEUT;SG
търси	vyhľadať	търся	vyhľadať	V;IPFV;IMP;SG;3;PRS;FIN	V;PFV;POS;NFIN
търси	vyhľadať	търся	vyhľadať	V;IPFV;IMP;SG;3;PRS;FIN	V;PFV;POS;NFIN
хилядолетие	tisícročia	хилядолетие	tisícročie	N;INDF;NEUT;SG	N;NOM;NEUT;PL
сериозно	závažné	сериозно	závažný	ADV	ADJ;NOM;NEUT;SG
сериозно	závažná	сериозно	závažný	ADV	ADJ;NOM;FEM;SG
сериозно	vážny	сериозно	vážny	ADV	ADJ;ANIM;NOM;MASC;SG
сериозно	vážna	сериозно	vážna	ADV	ADJ;NOM;FEM;SG
сериозно	vazne	сериозно	vazne	ADV	INTJ
включени	zaradené	включа-(се)	zaradený	V;PFV;INDF;PL;V.PTCP;PASS	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS
включени	zahrnuté	включа-(се)	zahrnutý	V;PFV;INDF;PL;V.PTCP;PASS	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS
включени	zahrnutý	включа-(се)	zahrnutý	V;PFV;INDF;PL;V.PTCP;PASS	ADJ;ANIM;NOM;MASC;SG;POS;V.PTCP;PASS
улица	street	улица	street	N;INDF;FEM;SG	PROPN;ANIM;NOM;MASC;SG
холандия	holandsko	холандия	holandsko	PROPN;INDF;FEM;SG	ADV
холандия	holandsku	холандия	holandsko	PROPN;INDF;FEM;SG	ADV
холандия	holland	холандия	holland	PROPN;INDF;FEM;SG	PROPN;ANIM;NOM;MASC;SG
арестуван	zatknutie	арестувам	zatknutie	V;PFV;INDF;MASC;SG;V.PTCP;PASS	N;NOM;NEUT;SG
арестуван	zadržanie	арестувам	zadržanie	V;PFV;INDF;MASC;SG;V.PTCP;PASS	N;NOM;NEUT;SG
арестуван	zatknutý	арестувам	zatknutý	V;PFV;INDF;MASC;SG;V.PTCP;PASS	ADJ;ANIM;NOM;MASC;SG;POS;V.PTCP;PASS
арестуван	zadržaný	арестувам	zadržaný	V;PFV;INDF;MASC;SG;V.PTCP;PASS	ADJ;ANIM;NOM;MASC;SG;POS;V.PTCP;PASS
арестуван	zatknutá	арестувам	zatknutý	V;PFV;INDF;MASC;SG;V.PTCP;PASS	ADJ;NOM;FEM;SG;POS;V.PTCP;PASS
арестуван	zatknutý	арестувам	zatknutý	V;PFV;INDF;MASC;SG;V.PTCP;PASS	ADJ;ANIM;NOM;MASC;SG;POS;V.PTCP;PASS
седмица	tyzden	седмица	tyzden	N;INDF;FEM;SG	INTJ
изкуства	umení	изкуство	umenie	N;INDF;NEUT;PL	N;NOM;NEUT;SG
изкуства	umenie	изкуство	umenie	N;INDF;NEUT;PL	N;NOM;NEUT;SG
анджелис	angeles	анджелис	angeles	N;INDF;MASC;SG	PROPN;ANIM;NOM;MASC;SG
свободен	volne	свободен	volna	ADJ;INDF;MASC;SG	N;NOM;FEM;SG
свободен	free	свободен	free	ADJ;INDF;MASC;SG	
адолф	adolph	адолф	adolph	N;INDF;MASC;SG	PROPN;ANIM;NOM;MASC;SG
свързана	súvisiace	свържа	súvisiaci	V;PFV;INDF;FEM;SG;V.PTCP;PASS	ADJ;NOM;NEUT;PL;POS;V.PTCP;ACT
свързана	súvisiaci	свържа	súvisiaci	V;PFV;INDF;FEM;SG;V.PTCP;PASS	ADJ;INAN;NOM;MASC;SG;POS;V.PTCP;ACT
свързана	príbuzné	свържа	príbuzný	V;PFV;INDF;FEM;SG;V.PTCP;PASS	ADJ;NOM;NEUT;PL
свързана	pripojený	свържа	pripojený	V;PFV;INDF;FEM;SG;V.PTCP;PASS	ADJ;INAN;NOM;MASC;SG;POS;V.PTCP;PASS
свързана	pripojené	свържа	pripojený	V;PFV;INDF;FEM;SG;V.PTCP;PASS	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS
гласуване	hlasujte	гласуване	hlasovať	N;INDF;NEUT;SG	V;IPFV;IMP;PL;2;POS;FIN
гласуване	hlasovať	гласуване	hlasovať	N;INDF;NEUT;SG	V;IPFV;POS;NFIN
гласуване	voliť	гласуване	voliť	N;INDF;NEUT;SG	V;IPFV;POS;NFIN
гласуване	hlasovať	гласуване	hlasovať	N;INDF;NEUT;SG	V;IPFV;POS;NFIN
гласуване	hlasovania	гласуване	hlasovanie	N;INDF;NEUT;SG	N;NOM;NEUT;PL
партньор	partnerské	партньор	partnerský	N;INDF;MASC;SG	ADJ;NOM;NEUT;SG
йосиф	jozef	йосиф	jozef	N;INDF;MASC;SG	PROPN;ANIM;NOM;MASC;SG
йосиф	joseph	йосиф	joseph	N;INDF;MASC;SG	PROPN;ANIM;NOM;MASC;SG
йосиф	jozefa	йосиф	jozef	N;INDF;MASC;SG	PROPN;ANIM;ACC;MASC;SG
йосиф	josef	йосиф	josef	N;INDF;MASC;SG	PROPN;ANIM;NOM;MASC;SG
признава	prizná	признавам-(се)	priznať	V;IPFV;IND;SG;3;PRS;FIN;ACT	V;PFV;IND;SG;3;POS;PRS;FIN
атака	napadnúť	атака	napadnúť	N;INDF;FEM;SG	V;PFV;POS;NFIN
атака	zaútočiť	атака	zaútočiť	N;INDF;FEM;SG	V;PFV;POS;NFIN
мъжка	mužské	мъжка	mužský	N;INDF;FEM;SG	ADJ;NOM;NEUT;SG
мъжка	mužský	мъжка	mužský	N;INDF;FEM;SG	ADJ;ANIM;NOM;MASC;SG
чужбина	zámorských	чужбина	zámorský	N;INDF;FEM;SG	ADJ;GEN;MASC;PL
чужбина	zahraničia	чужбина	zahranič	N;INDF;FEM;SG	N;NOM;NEUT;PL
ляв	ľavá	ляв	ľavý	N;INDF;MASC;SG	ADJ;NOM;FEM;SG
ляв	vľavo	ляв	vľavo	N;INDF;MASC;SG	ADV
ляв	ľavé	ляв	ľavý	N;INDF;MASC;SG	ADJ;NOM;NEUT;SG
ляв	ľavý	ляв	ľavý	N;INDF;MASC;SG	ADJ;ANIM;NOM;MASC;SG
ляв	doľava	ляв	doľava	N;INDF;MASC;SG	ADV
класа	triedy	клас	trieda	N;DEF;MASC;SG	N;NOM;FEM;PL
създадени	vytvorené	създам	vytvorený	V;PFV;INDF;PL;V.PTCP;PASS	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS
създадени	vytvoril	създам	vytvoriť	V;PFV;INDF;PL;V.PTCP;PASS	V;ANIM;PFV;MASC;SG;POS;PST;V.PTCP
създадени	vytvorený	създам	vytvorený	V;PFV;INDF;PL;V.PTCP;PASS	ADJ;INAN;NOM;MASC;SG;POS;V.PTCP;PASS
създадени	vytvorená	създам	vytvorený	V;PFV;INDF;PL;V.PTCP;PASS	ADJ;NOM;FEM;SG;POS;V.PTCP;PASS
финал	konečné	финал	konečný	N;INDF;MASC;SG	ADJ;NOM;NEUT;SG
финал	konečná	финал	konečný	N;INDF;MASC;SG	ADJ;NOM;FEM;SG
финал	záverečná	финал	záverečná	N;INDF;MASC;SG	ADJ;NOM;FEM;SG
финал	konečný	финал	konečný	N;INDF;MASC;SG	ADJ;ANIM;NOM;MASC;SG
финал	záverečné	финал	záverečný	N;INDF;MASC;SG	ADJ;NOM;NEUT;SG
изборите	zvolenie	избор	zvolenie	N;DEF;MASC;PL	N;NOM;NEUT;SG
нощта	nočná	нощ	nočný	N;DEF;FEM;SG	ADJ;NOM;FEM;SG
нощта	nočné	нощ	nočný	N;DEF;FEM;SG	ADJ;NOM;NEUT;SG
ресурси	zdroj	ресурс	zdroj	N;INDF;MASC;PL	N;INAN;NOM;MASC;SG
сен	sen	сен	sen	PROPN	N;INAN;NOM;MASC;SG
чили	chilli	чила	chilľ	PROPN;INDF;MASC;SG	N;NOM;FEM;SG
чили	čili	чила	čiť	PROPN;INDF;MASC;SG	N;INAN;NOM;MASC;PL
чили	chili	чила	chili	PROPN;INDF;MASC;SG	N;INAN;NOM;MASC;SG
чили	čili	чила	čiť	PROPN;INDF;MASC;SG	N;INAN;NOM;MASC;PL
чили	čile	чила	čile	PROPN;INDF;MASC;SG	PROPN;NOM;NEUT;SG
чили	chile	чила	chila	PROPN;INDF;MASC;SG	N;NOM;FEM;SG
градина	záhrady	градина	záhrada	N;INDF;FEM;SG	N;NOM;FEM;PL
науката	vedy	наука	veda	N;DEF;FEM;SG	N;NOM;FEM;PL
ниска	nízko	нисък	nízko	ADJ;INDF;FEM;SG	ADV
ниска	nízke	нисък	nízka	ADJ;INDF;FEM;SG	N;INAN;NOM;MASC;PL
ниска	nízky	нисък	nízky	ADJ;INDF;FEM;SG	N;INAN;NOM;MASC;SG
ниска	nízka	нисък	nízko	ADJ;INDF;FEM;SG	N;NOM;FEM;SG
ниска	low	нисък	low	ADJ;INDF;FEM;SG	
дейности	činnosť	дейност	činnosť	N;INDF;FEM;PL	N;NOM;FEM;SG
