din	from	din	from	ADP;ACC	PROPN
stare	штат	stare	штат	N;INDF;FEM;SG	N;INAN;NOM;MASC;SG
stare	состояние	stare	состояние	N;INDF;FEM;SG	N;INAN;NOM;NEUT;SG
stare	государство	stare	государство	N;INDF;FEM;SG	N;INAN;NOM;NEUT;SG
stare	условие	stare	условие	N;INDF;FEM;SG	N;INAN;NOM;NEUT;SG
stare	состояние	stare	состояние	N;INDF;FEM;SG	N;INAN;NOM;NEUT;SG
fizică	физика	fizic	физик	ADJ;INDF;FEM;SG	N;INAN;NOM;FEM;SG
fizică	физики	fizic	физика	ADJ;INDF;FEM;SG	N;ANIM;NOM;MASC;PL
fizică	физическая	fizic	физический	ADJ;INDF;FEM;SG	ADJ;NOM;FEM;SG
fizică	физический	fizic	физический	ADJ;INDF;FEM;SG	ADJ;NOM;MASC;SG
fizică	физические	fizic	физический	ADJ;INDF;FEM;SG	ADJ;NOM;PL
fizică	физической	fizic	физический	ADJ;INDF;FEM;SG	ADJ;INS;FEM;SG
fizică	физическое	fizic	физический	ADJ;INDF;FEM;SG	ADJ;NOM;NEUT;SG
man	мужик	man	мужик		N;ANIM;NOM;MASC;SG
man	человек	man	человек		N;ANIM;NOM;MASC;SG
man	мужчина	man	мужчина		N;ANIM;NOM;MASC;SG
man	man	man	man		PROPN
procesul	процесса	proces	процесс	N;DEF;MASC;SG	N;INAN;GEN;MASC;SG
procesul	процесс	proces	процесс	N;DEF;MASC;SG	N;INAN;NOM;MASC;SG
cale	путь	cale	путь	N;INDF;FEM;SG	N;INAN;NOM;MASC;SG
cale	кейл	cale	кейл	N;INDF;FEM;SG	N;INAN;NOM;MASC;SG
rămâne	останки	rămâne	останки	V;IND;SG;3;PRS;FIN	N;INAN;NOM;MASC;PL
rămâne	останется	rămâne	остаться	V;IND;SG;3;PRS;FIN	V;PFV;IND;SG;3;FUT;FIN;MID
ministerul	министерство	minister	министерство	N;DEF;MASC;SG	N;INAN;NOM;NEUT;SG
clasa	класс	clasă	класс	N;DEF;FEM;SG	N;INAN;NOM;MASC;SG
lipsa	отсутствие	lipsă	отсутствие	N;DEF;FEM;SG	N;INAN;NOM;NEUT;SG
lipsa	недостаток	lipsă	недостаток	N;DEF;FEM;SG	N;INAN;NOM;MASC;SG
proiect	project	proiect	project	N;INDF;MASC;SG	PROPN
administrativ	административные	administrativ	административный	ADJ;INDF;MASC;SG	ADJ;NOM;PL
naștere	роды	naștere	роды	N;INDF;FEM;SG	N;INAN;NOM;MASC;PL
naștere	рождения	naștere	рождение	N;INDF;FEM;SG	N;INAN;NOM;NEUT;SG
naștere	рождение	naștere	рождение	N;INDF;FEM;SG	N;INAN;NOM;NEUT;SG
calea	путь	cale	путь	N;DEF;FEM;SG	N;INAN;NOM;MASC;SG
departe	подальше	departe	далеко	ADV	ADV;CMPR
semnat	подпись	semna	подпись	ADJ;INDF;MASC;SG	N;INAN;NOM;FEM;SG
semnat	подписано	semna	подписать	ADJ;INDF;MASC;SG	V;PFV;NEUT;SG;PST;V.PTCP;PASS
semnat	подписан	semna	подписать	ADJ;INDF;MASC;SG	V;PFV;MASC;SG;PST;V.PTCP;PASS
semnat	подписана	semna	подписать	ADJ;INDF;MASC;SG	V;PFV;FEM;SG;PST;V.PTCP;PASS
semnat	подписаны	semna	подписать	ADJ;INDF;MASC;SG	V;PFV;PL;PST;V.PTCP;PASS
greacă	греческая	greacă	греческий	N;INDF;FEM;SG	ADJ;NOM;FEM;SG
greacă	греки	greacă	грек	N;INDF;FEM;SG	N;ANIM;NOM;MASC;PL
greacă	греков	greacă	грек	N;INDF;FEM;SG	N;ANIM;GEN;MASC;PL
greacă	греческий	greacă	греческий	N;INDF;FEM;SG	ADJ;NOM;MASC;SG
roșu	красные	roșu	красный	N;INDF;MASC;SG	ADJ;NOM;PL
roșu	красная	roșu	красный	N;INDF;MASC;SG	ADJ;NOM;FEM;SG
roșu	красный	roșu	красный	N;INDF;MASC;SG	ADJ;NOM;MASC;SG
roșu	красное	roșu	красный	N;INDF;MASC;SG	ADJ;NOM;NEUT;SG
roșu	красного	roșu	красный	N;INDF;MASC;SG	ADJ;GEN;MASC;SG
roșu	red	roșu	red	N;INDF;MASC;SG	
articolele	статьи	articol	статья	N;DEF;FEM;PL	N;INAN;NOM;FEM;PL
articolele	статей	articol	статья	N;DEF;FEM;PL	N;INAN;GEN;FEM;PL
articolele	изделия	articol	изделие	N;DEF;FEM;PL	N;INAN;NOM;NEUT;PL
lupta	бои	luptă	бой	N;DEF;FEM;SG	N;INAN;NOM;MASC;PL
lupta	бой	luptă	бой	N;DEF;FEM;SG	N;INAN;NOM;MASC;SG
lupta	драка	luptă	драка	N;DEF;FEM;SG	N;INAN;NOM;FEM;SG
văzut	видел	văzut	видеть	ADJ;INDF;MASC;SG	V;IPFV;MASC;IND;SG;PST;FIN;ACT
văzut	видели	văzut	видеть	ADJ;INDF;MASC;SG	V;IPFV;IND;PL;PST;FIN;ACT
văzut	пила	văzut	пила	ADJ;INDF;MASC;SG	V;IPFV;FEM;IND;SG;PRS;FIN;ACT
văzut	видел	văzut	видеть	ADJ;INDF;MASC;SG	V;IPFV;MASC;IND;SG;PST;FIN;ACT
văzut	видела	văzut	видеть	ADJ;INDF;MASC;SG	V;IPFV;FEM;IND;SG;PST;FIN;ACT
văzut	увидел	văzut	видеть	ADJ;INDF;MASC;SG	V;PFV;MASC;IND;SG;PST;FIN;ACT
văzut	увидела	văzut	видеть	ADJ;INDF;MASC;SG	V;PFV;FEM;IND;SG;PST;FIN;ACT
niciodată	never	niciodată	never	ADV	PROPN
epoca	эпоха	epocă	эпоха	N;DEF;FEM;SG	N;INAN;NOM;FEM;SG
greco	греко	greco	греко	N;INDF;MASC;SG	ADV
economice	экономическая	economic	экономический	ADJ;INDF;FEM;PL	ADJ;NOM;FEM;SG
economice	экономического	economic	экономический	ADJ;INDF;FEM;PL	ADJ;GEN;MASC;SG
economice	экономический	economic	экономический	ADJ;INDF;FEM;PL	ADJ;NOM;MASC;SG
otoman	османской	otoman	османский	N;INDF;MASC;SG	ADJ;INS;FEM;SG
împăratul	император	împărat	император	N;DEF;MASC;SG	N;ANIM;NOM;MASC;SG
divizia	деление	divizie	деление	N;DEF;FEM;SG	N;INAN;NOM;NEUT;SG
divizia	дивизион	divizie	дивизион	N;DEF;FEM;SG	N;INAN;NOM;MASC;SG
divizia	подразделение	divizie	подразделение	N;DEF;FEM;SG	N;INAN;NOM;NEUT;SG
divizia	отдел	divizie	отдел	N;DEF;FEM;SG	N;INAN;NOM;MASC;SG
metal	metal	metal	metal	N;INDF;MASC;SG	PROPN
metal	металлические	metal	металлический	N;INDF;MASC;SG	ADJ;NOM;PL
muhammad	мухаммед	muhammad	мухаммед	PROPN	N;ANIM;NOM;MASC;SG
muhammad	мухаммад	muhammad	мухаммад	PROPN	N;ANIM;NOM;MASC;SG
dezvoltare	развитие	dezvoltare	развитие	N;INDF;FEM;SG	N;INAN;NOM;NEUT;SG
dezvoltare	разработка	dezvoltare	разработка	N;INDF;FEM;SG	N;INAN;NOM;FEM;SG
cursul	курс	curs	курс	N;DEF;MASC;SG	N;INAN;NOM;MASC;SG
construcție	конструкция	construcție	конструкция	N;INDF;FEM;SG	N;INAN;NOM;FEM;SG
construcție	строительство	construcție	строительство	N;INDF;FEM;SG	N;INAN;NOM;NEUT;SG
alb	белые	alb	белый	ADJ;INDF;MASC;SG	ADJ;NOM;PL
alb	уайт	alb	уайт	ADJ;INDF;MASC;SG	N;ANIM;NOM;MASC;SG
alb	white	alb	white	ADJ;INDF;MASC;SG	PROPN
bulgari	болгары	bulgar	болгар	ADJ;INDF;MASC;PL	N;ANIM;NOM;MASC;PL
bulgari	болгарии	bulgar	болгария	ADJ;INDF;MASC;PL	N;INAN;NOM;FEM;PL
verde	зелёные	verde	зеленый		ADJ;NOM;PL
verde	зелень	verde	зелень		N;INAN;NOM;FEM;SG
verde	зелёный	verde	зелёный		ADJ;NOM;MASC;SG
verde	зелёная	verde	зеленый		ADJ;NOM;FEM;SG
verde	зеленый	verde	зеленый		ADJ;NOM;MASC;SG
urmează	follow	urma	follow	V;IND;3;PRS;FIN	PROPN
arată	шоу	arăta	шоу	V;IND;3;PRS;FIN	N;INAN;NOM;NEUT;SG
arată	show	arăta	show	V;IND;3;PRS;FIN	PROPN
arată	показ	arăta	показ	V;IND;3;PRS;FIN	N;INAN;NOM;MASC;SG
acțiune	меры	acțiune	мера	N;INDF;FEM;SG	N;INAN;NOM;FEM;PL
acțiune	действий	acțiune	действие	N;INDF;FEM;SG	N;INAN;GEN;NEUT;PL
acțiune	действие	acțiune	действие	N;INDF;FEM;SG	N;INAN;NOM;NEUT;SG
acțiune	действия	acțiune	действие	N;INDF;FEM;SG	N;INAN;NOM;NEUT;PL
acțiune	акция	acțiune	акция	N;INDF;FEM;SG	N;INAN;NOM;FEM;SG
saxonia	саксония	saxonie	саксоние	PROPN	N;INAN;NOM;FEM;SG
obține	получите	obține	получить	V;IND;SG;3;PRS;FIN	V;PFV;IND;PL;2;FUT;FIN;ACT
daniel	дэниэл	daniel	дэниэл	PROPN	N;ANIM;NOM;MASC;SG
daniel	дэниел	daniel	дэниел	PROPN	N;ANIM;NOM;MASC;SG
daniel	даниель	daniel	даниель	PROPN	N;ANIM;NOM;MASC;SG
daniel	даниэль	daniel	даниэль	PROPN	N;ANIM;NOM;MASC;SG
destul	хватит	destul	хватить	ADV	V;PFV;IND;SG;3;FUT;FIN;ACT
destul	достаточно	destul	достаточный	ADV	ADJ;NEUT;SG
jurnalul	дневник	jurnal	дневник	N;DEF;MASC;SG	N;INAN;NOM;MASC;SG
jurnalul	журнал	jurnal	журнал	N;DEF;MASC;SG	N;INAN;NOM;MASC;SG
jurnalul	journal	jurnal	journal	N;DEF;MASC;SG	PROPN
jurnalul	дневник	jurnal	дневник	N;DEF;MASC;SG	N;INAN;NOM;MASC;SG
argeș	арджеш	argeș	арджеш	PROPN	
turistice	туристический	turistic	туристический	ADJ;INDF;FEM;PL	ADJ;NOM;MASC;SG
turistice	турист	turistic	турист	ADJ;INDF;FEM;PL	N;ANIM;NOM;MASC;SG
live	живи	livă	жить		V;IPFV;IMP;SG;2;FIN;ACT
live	живите	livă	жить		V;IPFV;IND;PL;2;PRS;FIN;ACT
live	live	livă	live		PROPN
live	живу	livă	жить		V;IPFV;IND;SG;1;PRS;FIN;ACT
live	жить	livă	жить		V;IPFV;NFIN;ACT
publicate	опубликован	publica	опубликовать	ADJ;INDF;FEM;PL	V;PFV;MASC;SG;PST;V.PTCP;PASS
publicate	опубликованный	publica	опубликовать	ADJ;INDF;FEM;PL	V;PFV;NOM;MASC;SG;PST;V.PTCP;PASS
publicate	опубликовано	publica	опубликовать	ADJ;INDF;FEM;PL	V;PFV;NEUT;SG;PST;V.PTCP;PASS
publicate	опубликована	publica	опубликовать	ADJ;INDF;FEM;PL	V;PFV;FEM;SG;PST;V.PTCP;PASS
publicate	опубликованные	publica	опубликовать	ADJ;INDF;FEM;PL	V;PFV;NOM;PL;PST;V.PTCP;PASS
situația	ситуация	situație	ситуация	N;DEF;FEM;SG	N;INAN;NOM;FEM;SG
situația	положение	situație	положение	N;DEF;FEM;SG	N;INAN;NOM;NEUT;SG
maghiară	венгрии	maghiar	венгрия	N;INDF;FEM;SG	N;INAN;NOM;FEM;SG
maghiară	венгерский	maghiar	венгерский	N;INDF;FEM;SG	ADJ;NOM;MASC;SG
negru	black	negru	black	ADJ;INDF;MASC;SG	PROPN
negru	чёрные	negru	черный	ADJ;INDF;MASC;SG	ADJ;NOM;PL
omul	чел	om	человек	N;DEF;MASC;SG	
omul	мужик	om	мужик	N;DEF;MASC;SG	N;ANIM;NOM;MASC;SG
omul	человек	om	человек	N;DEF;MASC;SG	N;ANIM;NOM;MASC;SG
omul	мужчина	om	мужчина	N;DEF;MASC;SG	N;ANIM;NOM;MASC;SG
omul	man	om	man	N;DEF;MASC;SG	PROPN
interes	проценты	interes	процент	N;INDF;MASC;SG	N;INAN;NOM;MASC;PL
interes	интересы	interes	интерес	N;INDF;MASC;SG	N;INAN;NOM;MASC;PL
știință	наука	știință	наука	N;INDF;FEM;SG	N;INAN;NOM;FEM;SG
știință	науки	știință	наука	N;INDF;FEM;SG	N;INAN;NOM;FEM;PL
acordat	предоставлен	acordat	предоставить	ADJ;INDF;MASC;SG	V;PFV;MASC;SG;PST;V.PTCP;PASS
acordat	предоставлено	acordat	предоставить	ADJ;INDF;MASC;SG	V;PFV;NEUT;SG;PST;V.PTCP;PASS
acordat	настроен	acordat	настроить	ADJ;INDF;MASC;SG	V;PFV;MASC;SG;PST;V.PTCP;PASS
acordat	настроены	acordat	настроить	ADJ;INDF;MASC;SG	V;PFV;PL;PST;V.PTCP;PASS
acordat	присуждена	acordat	присудить	ADJ;INDF;MASC;SG	V;PFV;FEM;SG;PST;V.PTCP;PASS
acordat	награжден	acordat	наградить	ADJ;INDF;MASC;SG	V;PFV;MASC;SG;PST;V.PTCP;PASS
alții	другие	altul	другой	PRO;MASC;PL;3	ADJ;NOM;PL
alții	прочие	altul	прочий	PRO;MASC;PL;3	ADJ;NOM;PL
teoria	теория	teorie	теория	N;DEF;FEM;SG	N;INAN;NOM;FEM;SG
karl	карл	karl	карл	PROPN	PROPN;ANIM;NOM;MASC;SG
folosește	используйте	folosi	использовать	V;IND;SG;3;PRS;FIN	V;IPFV;IMP;PL;2;FIN;ACT
folosește	использование	folosi	использование	V;IND;SG;3;PRS;FIN	N;INAN;NOM;NEUT;SG
valoare	ценность	valoare	ценность	N;INDF;FEM;SG	N;INAN;NOM;FEM;SG
valoare	значение	valoare	значение	N;INDF;FEM;SG	N;INAN;NOM;NEUT;SG
valoare	величина	valoare	величина	N;INDF;FEM;SG	N;INAN;NOM;FEM;SG
valoare	стоимость	valoare	стоимость	N;INDF;FEM;SG	N;INAN;NOM;FEM;SG
civil	гражданские	civil	гражданский	ADJ;INDF;MASC;SG	ADJ;NOM;PL
civil	гражданские	civil	гражданский	ADJ;INDF;MASC;SG	ADJ;NOM;PL
armată	военный	armată	военный	N;INDF;FEM;SG	ADJ;NOM;MASC;SG
armată	военных	armată	военный	N;INDF;FEM;SG	N;ANIM;GEN;MASC;PL
armată	военная	armată	военный	N;INDF;FEM;SG	ADJ;NOM;FEM;SG
armată	военные	armată	военный	N;INDF;FEM;SG	N;ANIM;NOM;MASC;PL
armată	армии	armată	армия	N;INDF;FEM;SG	N;INAN;NOM;FEM;SG
armată	армия	armată	армия	N;INDF;FEM;SG	N;INAN;NOM;FEM;SG
tudor	тюдор	tudor	тюдор	PROPN	N;INAN;NOM;FEM;SG
modul	режим	mod	режим	N;DEF;MASC;SG	N;INAN;NOM;MASC;SG
modul	mode	mod	mode	N;DEF;MASC;SG	PROPN
modul	модуль	mod	модуль	N;DEF;MASC;SG	N;INAN;NOM;MASC;SG
modul	плагин	mod	плагин	N;DEF;MASC;SG	N;INAN;NOM;MASC;SG
regizat	направленное	regiza	направить	ADJ;INDF;MASC;SG	V;PFV;NOM;NEUT;SG;PST;V.PTCP;PASS
regizat	направленный	regiza	направить	ADJ;INDF;MASC;SG	V;PFV;NOM;MASC;SG;PST;V.PTCP;PASS
regizat	направлены	regiza	направить	ADJ;INDF;MASC;SG	V;PFV;PL;PST;V.PTCP;PASS
albert	альберт	albert	альберт	PROPN	N;ANIM;NOM;MASC;SG
albert	альбер	albert	альбер	PROPN	N;ANIM;NOM;MASC;SG
sursă	источник	sursă	источник	N;INDF;FEM;SG	N;INAN;NOM;MASC;SG
lacul	озеро	lac	озеро	N;DEF;MASC;SG	N;INAN;NOM;NEUT;SG
lacul	лейк	lac	лейк	N;DEF;MASC;SG	N;INAN;NOM;MASC;SG
ocupă	занимают	ocupa	занимать	V;IND;SG;3;PST;FIN	V;IPFV;IND;PL;3;PRS;FIN;ACT
per	пер	per	перо		N;INAN;NOM;MASC;SG
italian	итальянцы	italian	итальянец	ADJ;INDF;MASC;SG	N;ANIM;NOM;MASC;PL
italian	итальянские	italian	итальянский	ADJ;INDF;MASC;SG	ADJ;NOM;PL
italian	италии	italian	италия	ADJ;INDF;MASC;SG	N;INAN;NOM;FEM;PL
schimb	exchange	schimb	exchange	N;INDF;MASC;SG	PROPN
schimb	осп	schimb	осп	N;INDF;MASC;SG	ADV
singură	одна	singur	один	ADJ;INDF;FEM;SG	DET;NOM;FEM;SG
singură	одни	singur	один	ADJ;INDF;FEM;SG	DET;NOM;PL
singură	один	singur	один	ADJ;INDF;FEM;SG	NUM;NOM;MASC
singură	сингл	singur	сингл	ADJ;INDF;FEM;SG	N;INAN;NOM;MASC;SG
confesional	исповеди	confesional	исповедь	ADV	N;INAN;NOM;FEM;SG
craiova	крайова	craiova	крайов	PROPN	N;INAN;NOM;FEM;SG
culoare	цвет	culoare	цвет	N;INDF;FEM;SG	N;INAN;NOM;MASC;SG
culoare	цвета	culoare	цвет	N;INDF;FEM;SG	N;INAN;NOM;MASC;PL
culoare	цвет	culoare	цвет	N;INDF;FEM;SG	N;INAN;NOM;MASC;SG
culoare	цвета	culoare	цвет	N;INDF;FEM;SG	N;INAN;NOM;MASC;PL
chitară	гитару	chitară	гитара	V;IND;SG;3;PST;FIN	N;INAN;ACC;FEM;SG
chitară	гитара	chitară	гитар	V;IND;SG;3;PST;FIN	N;ANIM;NOM;MASC;SG
chitară	гитары	chitară	гитара	V;IND;SG;3;PST;FIN	N;INAN;NOM;FEM;PL
muncă	работа	muncă	работа	N;INDF;FEM;SG	N;INAN;NOM;FEM;SG
muncă	работы	muncă	работа	N;INDF;FEM;SG	N;INAN;NOM;FEM;PL
muncă	труд	muncă	труд	N;INDF;FEM;SG	N;INAN;NOM;MASC;SG
model	модели	model	модель	N;INDF;MASC;SG	N;INAN;NOM;FEM;PL
model	model	model	model	N;INDF;MASC;SG	PROPN
trece	пропуска	trece	пропуск	V;IND;SG;3;PRS;FIN	N;INAN;GEN;MASC;SG
trece	пропуск	trece	пропуск	V;IND;SG;3;PRS;FIN	N;INAN;NOM;MASC;SG
trece	пас	trece	пас	V;IND;SG;3;PRS;FIN	N;INAN;NOM;MASC;SG
folosind	использование	folosi	использование	V;V.MSDR	N;INAN;NOM;NEUT;SG
literare	литературный	literar	литературный	ADJ;INDF;FEM;PL	ADJ;NOM;MASC;SG
găsește	найдите	găsi	найти	V;IND;SG;3;PRS;FIN	V;PFV;IMP;PL;2;FIN;ACT
găsește	найди	găsi	найти	V;IND;SG;3;PRS;FIN	V;PFV;IMP;SG;2;FIN;ACT
apropiere	близость	apropiere	близость	N;INDF;FEM;SG	N;INAN;NOM;FEM;SG
apropiere	близости	apropiere	близость	N;INDF;FEM;SG	N;INAN;NOM;FEM;SG
studio	студии	studio	студия	N;INDF;MASC;SG	N;INAN;NOM;FEM;PL
studio	studio	studio	studio	N;INDF;MASC;SG	PROPN
jîtomîr	житомир	jîtomîr	житомир		N;INAN;INS;MASC;SG
materiale	материал	material	материал	N;INDF;FEM;PL	N;INAN;NOM;MASC;SG
dezvoltat	развитые	dezvolta	развить	ADJ;INDF;MASC;SG	V;PFV;NOM;PL;PST;V.PTCP;PASS
dezvoltat	разработан	dezvolta	разработать	ADJ;INDF;MASC;SG	V;PFV;MASC;SG;PST;V.PTCP;PASS
dezvoltat	разработано	dezvolta	разработать	ADJ;INDF;MASC;SG	V;PFV;NEUT;SG;PST;V.PTCP;PASS
dezvoltat	развитых	dezvolta	развить	ADJ;INDF;MASC;SG	V;PFV;GEN;PL;PST;V.PTCP;PASS
populară	популярная	popular	популярный	ADJ;INDF;FEM;SG	ADJ;NOM;FEM;SG
populară	популярных	popular	популярный	ADJ;INDF;FEM;SG	ADJ;GEN;PL
populară	популярный	popular	популярный	ADJ;INDF;FEM;SG	ADJ;NOM;MASC;SG
populară	популярное	popular	популярный	ADJ;INDF;FEM;SG	ADJ;NOM;NEUT;SG
populară	популярные	popular	популярный	ADJ;INDF;FEM;SG	ADJ;NOM;PL
corpul	body	corp	body	N;DEF;MASC;SG	PROPN
corpul	тела	corp	тело	N;DEF;MASC;SG	N;INAN;NOM;NEUT;PL
corpul	тело	corp	тело	N;DEF;MASC;SG	N;INAN;NOM;NEUT;SG
elena	елена	elena	елена	N;DEF;FEM;SG	N;ANIM;NOM;FEM;SG
populare	популярная	popular	популярный	ADJ;INDF;FEM;PL	ADJ;NOM;FEM;SG
populare	популярный	popular	популярный	ADJ;INDF;FEM;PL	ADJ;NOM;MASC;SG
populare	популярное	popular	популярный	ADJ;INDF;FEM;PL	ADJ;NOM;NEUT;SG
silla	силла	sillă	силл	PROPN	N;INAN;NOM;FEM;SG
ideea	идея	idee	идея	N;DEF;FEM;SG	N;INAN;NOM;FEM;SG
diagrama	диаграмма	diagramă	диаграмма	N;DEF;FEM;SG	N;INAN;NOM;FEM;SG
cercetare	исследований	cercetare	исследование	N;INDF;FEM;SG	N;INAN;GEN;NEUT;PL
cercetare	исследования	cercetare	исследование	N;INDF;FEM;SG	N;INAN;NOM;NEUT;PL
cercetare	исследование	cercetare	исследование	N;INDF;FEM;SG	N;INAN;NOM;NEUT;SG
actual	текущие	actual	текущий	ADJ;INDF;MASC;SG	ADJ;NOM;PL
companie	компания	companie	компания	N;INDF;FEM;SG	N;INAN;NOM;FEM;SG
companie	company	companie	company	N;INDF;FEM;SG	PROPN
companie	рота	companie	рот	N;INDF;FEM;SG	N;INAN;NOM;FEM;SG
companie	компании	companie	компания	N;INDF;FEM;SG	N;INAN;NOM;FEM;PL
crimeea	крым	crimee	крым	N;DEF;FEM;SG	N;INAN;NOM;MASC;SG
crimeea	крымских	crimee	крымский	N;DEF;FEM;SG	ADJ;GEN;PL
controlul	контроля	control	контроль	N;DEF;MASC;SG	N;INAN;GEN;MASC;SG
controlul	контроль	control	контроль	N;DEF;MASC;SG	N;INAN;NOM;MASC;SG
controlul	управление	control	управление	N;DEF;MASC;SG	N;INAN;NOM;NEUT;SG
california	калифорния	californie	калифорния	N;DEF;FEM;SG	N;INAN;NOM;FEM;SG
california	калифорнии	californie	калифорния	N;DEF;FEM;SG	N;INAN;NOM;FEM;PL
artist	artist	artist	artist	N;INDF;MASC;SG	PROPN
pace	мира	pace	мир	N;INDF;FEM;SG	N;INAN;GEN;MASC;SG
pace	мир	pace	мир	N;INDF;FEM;SG	N;INAN;NOM;MASC;SG
societatea	общество	societate	общество	N;DEF;FEM;SG	N;INAN;NOM;NEUT;SG
societatea	общества	societate	общество	N;DEF;FEM;SG	N;INAN;NOM;NEUT;PL
formula	formula	formulă	formula	N;DEF;FEM;SG	PROPN
formula	формулы	formulă	формула	N;DEF;FEM;SG	N;INAN;NOM;FEM;PL
formula	формула	formulă	формула	N;DEF;FEM;SG	N;INAN;NOM;FEM;SG
contra	contra	contra	contra		PROPN
contra	счетчик	contra	счетчик		N;INAN;NOM;MASC;SG
contra	против	contra	против		ADP
buzău	бузэу	buzău	бузэу	PROPN	
apariția	возникновение	apariție	возникновение	N;DEF;FEM;SG	N;INAN;NOM;NEUT;SG
apariția	появление	apariție	появление	N;DEF;FEM;SG	N;INAN;NOM;NEUT;SG
suedia	швеции	suedia	швеция	PROPN	N;INAN;NOM;FEM;SG
suedia	швеция	suedia	швеция	PROPN	N;INAN;NOM;FEM;SG
locuitorii	жителей	locuitor	житель	N;DEF;MASC;PL	N;ANIM;GEN;MASC;PL
locuitorii	резиденты	locuitor	резидент	N;DEF;MASC;PL	N;ANIM;NOM;MASC;PL
locuitorii	жители	locuitor	житель	N;DEF;MASC;PL	N;ANIM;NOM;MASC;PL
prințesa	принцессы	prințesă	принцесса	N;DEF;FEM;SG	N;ANIM;NOM;FEM;PL
prințesa	принцесса	prințesă	принцесса	N;DEF;FEM;SG	N;ANIM;NOM;FEM;SG
comunitatea	община	comunitate	община	N;DEF;FEM;SG	N;INAN;NOM;FEM;SG
comunitatea	общины	comunitate	община	N;DEF;FEM;SG	N;INAN;NOM;FEM;PL
comunitatea	сообщества	comunitate	сообщество	N;DEF;FEM;SG	N;INAN;NOM;NEUT;PL
comunitatea	сообщество	comunitate	сообщество	N;DEF;FEM;SG	N;INAN;NOM;NEUT;SG
cap	head	cap	head	N;INDF;MASC;SG	PROPN
cap	кэп	cap	кэп	N;INDF;MASC;SG	
cap	кап	cap	кап	N;INDF;MASC;SG	
echipă	команда	echipă	команда	N;INDF;FEM;SG	N;INAN;NOM;FEM;SG
echipă	team	echipă	team	N;INDF;FEM;SG	PROPN
colaborare	сотрудничество	colaborare	сотрудничество	N;INDF;FEM;SG	N;INAN;NOM;NEUT;SG
jocurile	games	joc	games	N;DEF;FEM;PL	PROPN
jocurile	игры	joc	игра	N;DEF;FEM;PL	N;INAN;NOM;FEM;PL
literatura	литература	literatură	литература	N;DEF;FEM;SG	N;INAN;NOM;FEM;SG
mijlocul	середина	mijloc	середина	N;DEF;MASC;SG	N;INAN;NOM;FEM;SG
mijlocul	середине	mijloc	середина	N;DEF;MASC;SG	N;INAN;DAT;FEM;SG
personal	личная	personal	личный	ADV	ADJ;NOM;FEM;SG
personal	личные	personal	личный	ADV	ADJ;NOM;PL
personal	личное	personal	личный	ADV	ADJ;NOM;NEUT;SG
personal	личного	personal	личный	ADV	ADJ;GEN;MASC;SG
personal	личный	personal	личный	ADV	ADJ;NOM;MASC;SG
personal	персонал	personal	персонал	ADV	N;INAN;NOM;MASC;SG
personal	персонал	personal	персонал	ADV	N;INAN;NOM;MASC;SG
personal	сотрудники	personal	сотрудник	ADV	N;ANIM;NOM;MASC;PL
albă	белые	alb	белый	ADJ;INDF;FEM;SG	ADJ;NOM;PL
albă	уайт	alb	уайт	ADJ;INDF;FEM;SG	N;ANIM;NOM;MASC;SG
albă	white	alb	white	ADJ;INDF;FEM;SG	PROPN
albă	белый	alb	белый	ADJ;INDF;FEM;SG	ADJ;NOM;MASC;SG
albă	белое	alb	белый	ADJ;INDF;FEM;SG	ADJ;NOM;NEUT;SG
cine	кто	cine	кто	PRO;3	PRO;NOM
cine	who	cine	who	PRO;3	PROPN
cine	воз	cine	воз	PRO;3	N;INAN;NOM;MASC;SG
star	star	star	star		PROPN
star	звезда	star	звезда		N;ANIM;NOM;FEM;SG
inferioară	ниже	inferior	низкий	ADJ;INDF;FEM;SG	ADJ;CMPR
inferioară	нижняя	inferior	нижний	ADJ;INDF;FEM;SG	ADJ;NOM;FEM;SG
inferioară	нижний	inferior	нижний	ADJ;INDF;FEM;SG	ADJ;NOM;MASC;SG
inferioară	нижние	inferior	нижний	ADJ;INDF;FEM;SG	ADJ;NOM;PL
marie	мари	marie	мари	N;INDF;FEM;SG	N;ANIM;NOM;FEM;SG
muzical	музыкальные	muzical	музыкальный	ADJ;INDF;MASC;SG	ADJ;NOM;PL
muzical	мюзикл	muzical	мюзикл	ADJ;INDF;MASC;SG	N;INAN;NOM;MASC;SG
organizat	организованная	organiza	организовывать	ADJ;INDF;MASC;SG	V;PFV;NOM;FEM;SG;PST;V.PTCP;PASS
organizat	организовано	organiza	организовывать	ADJ;INDF;MASC;SG	V;PFV;NEUT;SG;PST;V.PTCP;PASS
organizat	организованный	organiza	организовывать	ADJ;INDF;MASC;SG	V;PFV;NOM;MASC;SG;PST;V.PTCP;PASS
organizat	организованные	organiza	организовывать	ADJ;INDF;MASC;SG	V;PFV;NOM;PL;PST;V.PTCP;PASS
organizat	организован	organiza	организовывать	ADJ;INDF;MASC;SG	V;PFV;MASC;SG;PST;V.PTCP;PASS
organizat	организованной	organiza	организовывать	ADJ;INDF;MASC;SG	V;PFV;INS;FEM;SG;PST;V.PTCP;PASS
organizat	организованная	organiza	организовывать	ADJ;INDF;MASC;SG	V;PFV;NOM;FEM;SG;PST;V.PTCP;PASS
