kategória	kategori	kategória	kategori	N;NOM;FEM;SG	
zámok	kilitleme	zámok	kilitle	N;INAN;NOM;MASC;SG	V;PFV;NOM;IND;2;POS;PRS;V.MSDR
zámok	kilit	zámok	kilit	N;INAN;NOM;MASC;SG	
zámok	castle	zámok	cast	N;INAN;NOM;MASC;SG	
zámok	şato	zámok	şato	N;INAN;NOM;MASC;SG	
zámok	kale	zámok	kale	N;INAN;NOM;MASC;SG	
zámok	şato	zámok	şato	N;INAN;NOM;MASC;SG	
účasť	katılım	účasť	katılım	N;NOM;FEM;SG	
účasť	katılımı	účasť	katılım	N;NOM;FEM;SG	N;ACC;SG;3
účasť	katılım	účasť	katılım	N;NOM;FEM;SG	
účasť	katılım	účasť	katılım	N;NOM;FEM;SG	
účasť	katılımı	účasť	katılım	N;NOM;FEM;SG	N;ACC;SG;3
list	yaprak	list	yaprak	N;INAN;NOM;MASC;SG	
list	levha	list	levha	N;INAN;NOM;MASC;SG	
list	çarşaf	list	çarşaf	N;INAN;NOM;MASC;SG	
list	yaprak	list	yaprak	N;INAN;NOM;MASC;SG	
list	harf	list	harf	N;INAN;NOM;MASC;SG	
pohoria	dağ	pohoriť	dağ	N;NOM;NEUT;PL	
pohoria	dağlara	pohoriť	dağ	N;NOM;NEUT;PL	N;DAT;PL;3
šesť	six	šesť	six	NUM;NOM;NEUT;SG	
šesť	alti	šesť	alti	NUM;NOM;NEUT;SG	
výroby	imalat	výroba	imalat	N;NOM;FEM;PL	
výroby	yapım	výroba	yapım	N;NOM;FEM;PL	
výroby	üretim	výroba	üretim	N;NOM;FEM;PL	
výroby	prodüksiyon	výroba	prodüksiyon	N;NOM;FEM;PL	
výroby	imalat	výroba	imalat	N;NOM;FEM;PL	
výroby	imalatı	výroba	imalat	N;NOM;FEM;PL	
výroby	üretim	výroba	üretim	N;NOM;FEM;PL	
hodnoty	değer	hodnota	değer	N;NOM;FEM;PL	
trenčín	trenčín	trenčina	tren	N;INAN;NOM;MASC;SG	
organizácia	kuruluş	organizácia	kuruluş	N;NOM;FEM;SG	
organizácia	örgüt	organizácia	örgüt	N;NOM;FEM;SG	
organizácia	örgütü	organizácia	örgüt	N;NOM;FEM;SG	
organizácia	kuruluş	organizácia	kuruluş	N;NOM;FEM;SG	
organizácia	örgüt	organizácia	örgüt	N;NOM;FEM;SG	
termín	terimi	termina	terim	N;INAN;NOM;MASC;SG	
termín	terim	termina	terim	N;INAN;NOM;MASC;SG	
termín	dönem	termina	dön	N;INAN;NOM;MASC;SG	
urb	urb	urb	urb	PROPN;ANIM;NOM;MASC;SG	PROPN;NOM;SG;3
úrad	yetkili	úrad	yetkili	N;INAN;NOM;MASC;SG	
úrad	otorite	úrad	otorite	N;INAN;NOM;MASC;SG	
úrad	yetki	úrad	yetki	N;INAN;NOM;MASC;SG	
úrad	büro	úrad	büro	N;INAN;NOM;MASC;SG	
úrad	office	úrad	office	N;INAN;NOM;MASC;SG	
úrad	ofis	úrad	ofis	N;INAN;NOM;MASC;SG	
provincie	il	provincia	il	N;NOM;FEM;PL	
provincie	illeri	provincia	il	N;NOM;FEM;PL	N;ACC;PL;3
pikardia	picardie	pikardie	picardie	N;NOM;FEM;SG	PROPN;NOM;SG;3
prístup	yaklaşım	prístup	yaklaşım	N;INAN;NOM;MASC;SG	
prístup	yaklaş	prístup	yaklaş	N;INAN;NOM;MASC;SG	
vzduchu	hava	vzduch	hava	N;INAN;GEN;MASC;SG	
vzduchu	air	vzduch	air	N;INAN;GEN;MASC;SG	N;NOM;SG;3
teplota	isı	teplota	isı	N;NOM;FEM;SG	
teplota	sıcaklığı	teplota	sıcaklık	N;NOM;FEM;SG	N;ACC;SG;3
teplota	geçici	teplota	geçici	N;NOM;FEM;SG	
prakticky	pratikte	prakticky	pratik	ADV	ADJ;ESS;SG;3
obvykle	genellikle	obvykel	genellikle	PART	
obvykle	genelde	obvykel	genelde	PART	
obvykle	tipik	obvykel	tipik	PART	
obvykle	genellikle	obvykel	genellikle	PART	
obvykle	normalde	obvykel	normalde	PART	
blízko	yakın	blízko	yakın	ADV	
blízko	yakınında	blízko	yakın	ADV	ADJ;ESS;SG;3
blízko	yakınındaki	blízko	yakınındaki	ADV	ADJ;ESS;SG;3
čísla	numaraları	číslo	numara	N;NOM;NEUT;PL	N;ACC;PL;3
https	https	https	https	N;INAN;NOM;MASC;SG	
únie	sendika	únia	sendika	N;NOM;FEM;PL	
únie	birlik	únia	birlik	N;NOM;FEM;PL	
únie	birliği	únia	birlik	N;NOM;FEM;PL	N;NOM;SG;3
zúčastnil	katılan	zúčastniť	kat	V;ANIM;PFV;MASC;SG;POS;PST;V.PTCP	V;PFV;IND;POS;PRS;V.PTCP;PASS
žil	yaşamış	žiť	yaşa	V;ANIM;IPFV;MASC;SG;POS;PST;V.PTCP	V;PFV;NFH;IND;SG;3;POS;PST
žil	yaşadı	žiť	yaşa	V;ANIM;IPFV;MASC;SG;POS;PST;V.PTCP	V;PFV;IND;SG;3;POS;PST
žil	yaşardı	žiť	yaşa	V;ANIM;IPFV;MASC;SG;POS;PST;V.PTCP	V;IPFV;IND;SG;3;POS
trnava	trnava	trnava	trnav	N;NOM;FEM;SG	
lot	lut	lot	lit	PROPN;ANIM;NOM;MASC;SG	
veliteľ	şef	veliteľ	şef	N;ANIM;NOM;MASC;SG	
veliteľ	reis	veliteľ	reis	N;ANIM;NOM;MASC;SG	
veliteľ	komutan	veliteľ	komut	N;ANIM;NOM;MASC;SG	
zariadenia	donatım	zariadenie	donatım	N;NOM;NEUT;PL	
zariadenia	ekipman	zariadenie	ekipman	N;NOM;NEUT;PL	
zariadenia	donanım	zariadenie	don	N;NOM;NEUT;PL	
zariadenia	aygıt	zariadenie	aygıt	N;NOM;NEUT;PL	
zariadenia	tesisleri	zariadenie	tesis	N;NOM;NEUT;PL	N;ACC;PL;3
zariadenia	tesis	zariadenie	tesis	N;NOM;NEUT;PL	
all	all	all	all		
all	hepsini	all	hepsi		PRO;ACC;PL;3
all	tamamı	all	tamam		
all	hepsi	all	hepsi		PRO;NOM;PL;3
all	tümü	all	tümü		
storočie	yüzyıl	storočie	yüzyıl	N;NOM;NEUT;SG	
storočie	asır	storočie	asır	N;NOM;NEUT;SG	
dedičstva	miras	dedičstvo	miras	N;NOM;NEUT;PL	
dedičstva	mirası	dedičstvo	mira	N;NOM;NEUT;PL	
práca	eyüp	práca	eyüp	N;NOM;FEM;SG	PROPN;NOM;SG;3
práca	çalış	práca	çalış	N;NOM;FEM;SG	
práca	çalışma	práca	çalış	N;NOM;FEM;SG	V;PFV;NOM;IND;POS;PRS;V.MSDR
práca	çalışmak	práca	çalış	N;NOM;FEM;SG	V;PFV;NOM;IND;POS;PRS;V.MSDR
práca	çalışıyorum	práca	çalış	N;NOM;FEM;SG	V;PROG;IND;SG;1;POS;INFM;PRS
práca	çalışıyor	práca	çalış	N;NOM;FEM;SG	V;PROG;IND;SG;3;POS;INFM;PRS
práca	çalışmak	práca	çalış	N;NOM;FEM;SG	V;PFV;NOM;IND;POS;PRS;V.MSDR
práca	çalışan	práca	çalış	N;NOM;FEM;SG	
dráhy	pistlere	dráha	pist	N;NOM;FEM;PL	N;DAT;PL;3
dráhy	pist	dráha	pist	N;NOM;FEM;PL	
dráhy	pisti	dráha	pist	N;NOM;FEM;PL	N;NOM;SG;3
akadémie	akademi	akadémia	akadem	N;NOM;FEM;PL	N;NOM;SG;3
akadémie	akademisi	akadémia	akadem	N;NOM;FEM;PL	N;NOM;SG;3
akadémie	akademide	akadémia	akadem	N;NOM;FEM;PL	N;ESS;SG;3
akadémie	akademileri	akadémia	akadem	N;NOM;FEM;PL	N;ACC;PL;3
turné	tur	turný	i	N;NOM;NEUT;SG	V;PFV;SG;3;PRS
turné	tura	turný	tur	N;NOM;NEUT;SG	N;DAT;SG;3
turné	turne	turný	tur	N;NOM;NEUT;SG	
jana	jana	jana	jen	PROPN;NOM;FEM;SG	
dosť	yeter	dosť	yet	ADV	
grand	binlik	grand	binlik	PROPN;ANIM;NOM;MASC;SG	
grand	grand	grand	grand	PROPN;ANIM;NOM;MASC;SG	N;NOM;SG;3
udalosti	etkinlik	udalosť	etkinlik	N;NOM;FEM;PL	N;NOM;SG;3
udalosti	etkinlik	udalosť	etkinlik	N;NOM;FEM;PL	N;NOM;SG;3
udalosti	olay	udalosť	olay	N;NOM;FEM;PL	
udalosti	etkinliği	udalosť	etkinlik	N;NOM;FEM;PL	N;ACC;SG;3
výboru	kurul	výbor	kurul	N;INAN;GEN;MASC;SG	
výboru	komite	výbor	komit	N;INAN;GEN;MASC;SG	
výboru	heyet	výbor	heyet	N;INAN;GEN;MASC;SG	
výboru	komitesi	výbor	komite	N;INAN;GEN;MASC;SG	N;NOM;SG;3
najvyššia	yüce	vysoký	yüce	ADJ;NOM;RL;FEM;SG	
marie	marie	marie	marie	PROPN;NOM;FEM;SG	
loir	loir	loir	i	PROPN;ANIM;NOM;MASC;SG	PROPN;NOM;SG;3
profil	profil	profiť	profil	N;INAN;NOM;MASC;SG	
profil	profili	profiť	profili	N;INAN;NOM;MASC;SG	
sústava	sistemi	sústava	sistem	N;NOM;FEM;SG	N;ACC;SG;3
znak	amblemi	znak	amblem	N;INAN;NOM;MASC;SG	N;ACC;SG;3
znak	karakteri	znak	karakteri	N;INAN;NOM;MASC;SG	N;ESS;SG;3
znak	karakter	znak	karak	N;INAN;NOM;MASC;SG	
znak	tabela	znak	tabela	N;INAN;NOM;MASC;SG	
znak	işaret	znak	işaret	N;INAN;NOM;MASC;SG	
znak	imza	znak	imza	N;INAN;NOM;MASC;SG	
znak	imzalayın	znak	imzala	N;INAN;NOM;MASC;SG	
preklad	tercüme	preklad	tercüme	N;INAN;NOM;MASC;SG	
preklad	çevirmen	preklad	çevir	N;INAN;NOM;MASC;SG	
preklad	çeviri	preklad	çevir	N;INAN;NOM;MASC;SG	
železničná	demiryolu	železničný	demiryolu	ADJ;NOM;FEM;SG	
železničná	demiryolu	železničný	demiryolu	ADJ;NOM;FEM;SG	
staršie	yaşlı	staro	yaşlı	ADV;CMPR	ADJ
rakúsky	avusturyalı	rakúska	avusturyalı	N;ANIM;NOM;MASC;SG	PROPN;NOM;SG;3
mestské	şehirli	mestský	şehirli	ADJ;NOM;NEUT;SG	
mestské	şehir	mestský	şehir	ADJ;NOM;NEUT;SG	
mestské	kentsel	mestský	kentsel	ADJ;NOM;NEUT;SG	N;NOM;SG;3
mestské	sehir	mestský	sehir	ADJ;NOM;NEUT;SG	
mestské	city	mestský	city	ADJ;NOM;NEUT;SG	PROPN;NOM;SG;3
mestské	şehir	mestský	şehir	ADJ;NOM;NEUT;SG	
piesní	şarkı	piesniť	şarkı	N;GEN;FEM;PL	
piesní	şarkılar	piesniť	şarkı	N;GEN;FEM;PL	N;NOM;PL;3
max	maksimum	max	maksi	NUM	
max	max	max	max	NUM	
max	azami	max	azami	NUM	
boh	allah	boh	allah	N;ANIM;NOM;MASC;SG	
boh	tanrı	boh	tanrı	N;ANIM;NOM;MASC;SG	
hráčov	oyuncular	hráč	oyuncu	N;ANIM;ACC;MASC;PL	N;NOM;PL;3
významný	önemli	významný	önemli	ADJ;ANIM;NOM;MASC;SG	
mark	işaretle	mark	işaret	PROPN;ANIM;NOM;MASC;SG	N;INS;SG;3
mark	işaret	mark	işaret	PROPN;ANIM;NOM;MASC;SG	
mark	mark	mark	mark	PROPN;ANIM;NOM;MASC;SG	
pomoc	yardım	pomoc	yardım	N;ACC;FEM;SG	N;NOM;SG;3
pomoc	yardım	pomoc	yardım	N;ACC;FEM;SG	N;NOM;SG;3
pomoc	imdat	pomoc	imdat	N;ACC;FEM;SG	
pomoc	yardim	pomoc	yardim	N;ACC;FEM;SG	
dlhý	long	dlhý	long	ADJ;ANIM;NOM;MASC;SG	
kapely	band	kapela	ban	N;NOM;FEM;PL	
kapely	grup	kapela	grup	N;NOM;FEM;PL	
kapely	bando	kapela	ban	N;NOM;FEM;PL	
kapely	bant	kapela	bant	N;NOM;FEM;PL	
metra	metroya	metra	metro	N;INAN;GEN;MASC;SG	N;DAT;SG;3
metra	metro	metra	metro	N;INAN;GEN;MASC;SG	
začiatok	başlayın	začiatok	başla	N;INAN;NOM;MASC;SG	V;PFV;IMP;PL;2;POS;PRS
začiatok	başla	začiatok	başla	N;INAN;NOM;MASC;SG	
začiatok	başlangıç	začiatok	başlangıç	N;INAN;NOM;MASC;SG	
začiatok	başlat	začiatok	başlat	N;INAN;NOM;MASC;SG	
začiatok	başlangıcı	začiatok	başlangıç	N;INAN;NOM;MASC;SG	N;ACC;SG;3
začiatok	başlangıç	začiatok	başlangıç	N;INAN;NOM;MASC;SG	
platí	uygulanır	platiť	uygula	V;IPFV;IND;SG;3;POS;PRS;FIN	V;IPFV;IND;SG;3;POS;PASS
platí	geçerlidir	platiť	geç	V;IPFV;IND;SG;3;POS;PRS;FIN	
dediny	köyleri	dedina	köy	N;NOM;FEM;PL	N;ACC;PL;3
dediny	köyü	dedina	köy	N;NOM;FEM;PL	
dediny	köy	dedina	köy	N;NOM;FEM;PL	
vokály	vokal	vokál	vokal	N;INAN;NOM;MASC;PL	
calvados	calvados	calvados	calvados		PROPN;NOM;SG;3
vzdialenosť	mesafeler	vzdialenosť	mesafe	N;NOM;FEM;SG	N;NOM;PL;3
systémy	sistemleri	systém	sistem	N;INAN;NOM;MASC;PL	N;ACC;PL;3
systémy	sistem	systém	sistem	N;INAN;NOM;MASC;PL	N;NOM;SG;3
systémy	sistem	systém	sistem	N;INAN;NOM;MASC;PL	N;NOM;SG;3
systémy	sistemi	systém	sistem	N;INAN;NOM;MASC;PL	N;ACC;SG;3
použiť	geçerli	použiť	geçerli	V;PFV;POS;NFIN	
použiť	kullanımı	použiť	kullanım	V;PFV;POS;NFIN	N;NOM;SG;3
použiť	kullanım	použiť	kullanım	V;PFV;POS;NFIN	
použiť	kullan	použiť	kullan	V;PFV;POS;NFIN	
angeles	angeles	angeles	angeles	PROPN;ANIM;NOM;MASC;SG	PROPN;NOM;SG;3
príbeh	masalı	príbeh	masal	N;INAN;NOM;MASC;SG	N;ACC;SG;3
príbeh	öykü	príbeh	öykü	N;INAN;NOM;MASC;SG	
príbeh	masal	príbeh	masal	N;INAN;NOM;MASC;SG	
príbeh	hikâye	príbeh	hiku	N;INAN;NOM;MASC;SG	
príbeh	öykü	príbeh	öykü	N;INAN;NOM;MASC;SG	
príbeh	masal	príbeh	masal	N;INAN;NOM;MASC;SG	
stránkach	sayfaları	stránka	sayfa	N;GEN;FEM;PL	N;ACC;PL;3
stránkach	sayfalar	stránka	sayfa	N;GEN;FEM;PL	N;NOM;PL;3
futbalové	futbol	futbalový	futbol	ADJ;NOM;NEUT;SG	
futbalové	football	futbalový	football	ADJ;NOM;NEUT;SG	
futbalové	futbol	futbalový	futbol	ADJ;NOM;NEUT;SG	
politické	siyasi	politický	siyasi	ADJ;NOM;NEUT;SG	
politické	politik	politický	politik	ADJ;NOM;NEUT;SG	
politické	siyasal	politický	siyasal	ADJ;NOM;NEUT;SG	
maďarsko	macaristan	maďarsko	macaristan	N;NOM;NEUT;SG	PROPN;NOM;SG;3
celá	tüm	celý	tüm	ADJ;NOM;FEM;SG	DET
celá	tamamı	celý	tamam	ADJ;NOM;FEM;SG	
pohyb	taşı	pohyb	taşı	N;INAN;NOM;MASC;SG	
pohyb	hareketler	pohyb	hareket	N;INAN;NOM;MASC;SG	N;NOM;PL;3
kníh	kitapları	kniha	kitap	N;GEN;FEM;PL	N;ACC;PL;3
kníh	kitap	kniha	kitap	N;GEN;FEM;PL	N;NOM;SG;3
kníh	kitaplar	kniha	kitap	N;GEN;FEM;PL	N;NOM;PL;3
vzťahy	ilişkileri	vzťah	ilişki	N;INAN;NOM;MASC;PL	N;ACC;PL;3
vzťahy	ilişki	vzťah	ilişki	N;INAN;NOM;MASC;PL	N;NOM;SG;3
vzťahy	ilişki	vzťah	ilişki	N;INAN;NOM;MASC;PL	N;NOM;SG;3
vzťahy	ilişkisi	vzťah	ilişki	N;INAN;NOM;MASC;PL	N;NOM;SG;3
vzťahy	ilişkileri	vzťah	ilişki	N;INAN;NOM;MASC;PL	N;ACC;PL;3
prvkov	unsurlar	prvok	unsur	N;INAN;GEN;MASC;PL	N;NOM;PL;3
prvkov	elementler	prvok	el	N;INAN;GEN;MASC;PL	N;NOM;PL;3
prvkov	elemanlar	prvok	eleman	N;INAN;GEN;MASC;PL	N;NOM;PL;3
prvkov	element	prvok	element	N;INAN;GEN;MASC;PL	N;NOM;SG;3
ochrana	koruyor	ochrana	kor	N;NOM;FEM;SG	V;PROG;IND;SG;3;POS;INFM;PRS
ochrana	korunması	ochrana	korun	N;NOM;FEM;SG	V;PFV;NOM;IND;POS;PRS;V.MSDR
ochrana	korumak	ochrana	koru	N;NOM;FEM;SG	V;PFV;NOM;IND;POS;PRS;V.MSDR
ochrana	koruma	ochrana	koru	N;NOM;FEM;SG	
ochrana	korunmak	ochrana	korun	N;NOM;FEM;SG	V;PFV;NOM;IND;POS;PRS;V.MSDR
ochrana	korunma	ochrana	korun	N;NOM;FEM;SG	
severná	kuzey	severný	kuzey	ADJ;NOM;FEM;SG	
severná	kuzeyde	severný	kuzeyde	ADJ;NOM;FEM;SG	N;ESS;SG;3
severná	north	severný	north	ADJ;NOM;FEM;SG	PROPN;NOM;SG;3
severná	kuzeye	severný	kuze	ADJ;NOM;FEM;SG	N;DAT;SG;3
severná	kuzey	severný	kuzey	ADJ;NOM;FEM;SG	
politická	siyasi	politický	siyasi	ADJ;NOM;FEM;SG	
politická	politik	politický	politik	ADJ;NOM;FEM;SG	
politická	siyasal	politický	siyasal	ADJ;NOM;FEM;SG	
víťazstvo	zafer	víťazstvo	zafer	N;NOM;NEUT;SG	
veľkosti	boyut	veľkosť	boyut	N;NOM;FEM;PL	
veľkosti	boy	veľkosť	boy	N;NOM;FEM;PL	
veľkosti	büyüklük	veľkosť	büyüklük	N;NOM;FEM;PL	N;NOM;SG;3
veľkosti	beden	veľkosť	beden	N;NOM;FEM;PL	
veľkosti	boyu	veľkosť	boy	N;NOM;FEM;PL	N;NOM;SG;3
veľkosti	bedenleri	veľkosť	beden	N;NOM;FEM;PL	N;ACC;PL;3
jazero	göl	jazero	göl	N;NOM;NEUT;SG	
jazero	gölü	jazero	göl	N;NOM;NEUT;SG	N;ACC;SG;3
dôležité	önemlidir	dôležitý	önemli	ADJ;NOM;NEUT;SG	
dôležité	önemli	dôležitý	önemli	ADJ;NOM;NEUT;SG	
nasa	nasa	nasa	nasa	PROPN;NOM;FEM;SG	
sovietskeho	sovyetler	sovietsky	sovyet	ADJ;GEN;MASC;SG	N;NOM;PL;3
sovietskeho	sovyet	sovietsky	sovyet	ADJ;GEN;MASC;SG	
charakter	karakteri	charakter	karakteri	N;INAN;NOM;MASC;SG	N;ESS;SG;3
charakter	karakter	charakter	karak	N;INAN;NOM;MASC;SG	
charakter	tabiat	charakter	tabiat	N;INAN;NOM;MASC;SG	
charakter	doğa	charakter	doğa	N;INAN;NOM;MASC;SG	
hudobná	music	hudobný	music	ADJ;NOM;FEM;SG	
hudobná	müzik	hudobný	müzik	ADJ;NOM;FEM;SG	
hudobná	müzikal	hudobný	müzikal	ADJ;NOM;FEM;SG	
spočiatku	başlangıçta	spočiatku	başlangıç	ADV	N;ESS;SG;3
komplex	karışık	komplex	karışık	N;INAN;NOM;MASC;SG	
komplex	kompleks	komplex	kompleks	N;INAN;NOM;MASC;SG	
komplex	karmaşık	komplex	karmaşık	N;INAN;NOM;MASC;SG	ADJ
art	sanat	art	sanat	PROPN;ANIM;NOM;MASC;SG	
art	art	art	art	PROPN;ANIM;NOM;MASC;SG	
geografia	coğrafi	geografia	coğrafi	N;NOM;FEM;SG	
geografia	coğrafya	geografia	coğrafya	N;NOM;FEM;SG	
kraja	shire	kraj	shire	N;INAN;GEN;MASC;SG	PROPN;NOM;SG;3
výstavba	inşaat	výstavba	inşaat	N;NOM;FEM;SG	
pierre	pierre	pierry	pierr	PROPN;ANIM;NOM;MASC;SG	
motory	motors	motor	motors	N;INAN;NOM;MASC;PL	PROPN;NOM;SG;3
motory	motorları	motor	motor	N;INAN;NOM;MASC;PL	N;ACC;PL;3
typy	çeşitleri	typ	çeşit	N;INAN;NOM;MASC;PL	N;ACC;PL;3
typy	türleri	typ	tür	N;INAN;NOM;MASC;PL	ADJ;NOM;PL;3
svätý	aziz	svätý	aziz	ADJ;ANIM;NOM;MASC;SG	
svätý	azize	svätý	aziz	ADJ;ANIM;NOM;MASC;SG	
svätý	saint	svätý	saint	ADJ;ANIM;NOM;MASC;SG	PROPN;NOM;SG;3
svätý	kutsal	svätý	kutsal	ADJ;ANIM;NOM;MASC;SG	
svätý	mukaddes	svätý	mukaddes	ADJ;ANIM;NOM;MASC;SG	
londýn	londra	londýn	lon	PROPN;ANIM;NOM;MASC;SG	PROPN;NOM;SG;3
londýn	london	londýn	lon	PROPN;ANIM;NOM;MASC;SG	PROPN;NOM;SG;3
provence	provence	provenec	provence	N;INAN;NOM;MASC;SG	PROPN;NOM;SG;3
body	puan	boda	pu	N;NOM;FEM;PL	
starý	eski	starý	eski	ADJ;ANIM;NOM;MASC;SG	
starý	old	starý	ol	ADJ;ANIM;NOM;MASC;SG	
starý	ihtiyar	starý	ihtiyar	ADJ;ANIM;NOM;MASC;SG	
krátky	kisa	krátky	kisa	ADJ;INAN;NOM;MASC;SG	
otvorená	open	otvorený	open	ADJ;NOM;FEM;SG;POS;V.PTCP;PASS	
otvorená	açın	otvorený	aç	ADJ;NOM;FEM;SG;POS;V.PTCP;PASS	V;PFV;IMP;PL;2;POS;PRS
otvorená	aç	otvorený	aç	ADJ;NOM;FEM;SG;POS;V.PTCP;PASS	
otvorená	açıl	otvorený	açıl	ADJ;NOM;FEM;SG;POS;V.PTCP;PASS	
otvorená	açıldı	otvorený	aç	ADJ;NOM;FEM;SG;POS;V.PTCP;PASS	V;PFV;IND;SG;3;POS;PST;PASS
otvorená	açılan	otvorený	aç	ADJ;NOM;FEM;SG;POS;V.PTCP;PASS	V;PFV;IND;POS;PRS;V.PTCP;PASS
otvorená	açtı	otvorený	aç	ADJ;NOM;FEM;SG;POS;V.PTCP;PASS	V;PFV;IND;SG;3;POS;PST
otvorená	açılmış	otvorený	aç	ADJ;NOM;FEM;SG;POS;V.PTCP;PASS	V;PFV;NFH;IND;SG;3;POS;PST;PASS
záujem	ilgilenen	záujem	ilgilen	N;INAN;NOM;MASC;SG	V;PFV;IND;POS;PRS;V.PTCP
záujem	ilgi	záujem	ilgi	N;INAN;NOM;MASC;SG	
záujem	ilgili	záujem	ilgili	N;INAN;NOM;MASC;SG	ADJ
záujem	ilgileniyor	záujem	ilgilen	N;INAN;NOM;MASC;SG	V;PROG;IND;SG;3;POS;INFM;PRS
záujem	ilgileniyorum	záujem	ilgilen	N;INAN;NOM;MASC;SG	V;PROG;IND;SG;1;POS;INFM;PRS
záujem	ilgi	záujem	ilgi	N;INAN;NOM;MASC;SG	
záujem	faiz	záujem	faiz	N;INAN;NOM;MASC;SG	
václav	václav	václava	václav	N;ANIM;NOM;MASC;SG	
talianska	italya	taliansky	italya	N;NOM;FEM;SG	PROPN;NOM;SG;3
talianska	italyanca	taliansky	italyanca	N;NOM;FEM;SG	ADV
talianska	italyan	taliansky	italyan	N;NOM;FEM;SG	
grécky	yunanlı	grécky	yunanlı	ADJ;ANIM;NOM;MASC;SG	
grécky	yunan	grécky	yunan	ADJ;ANIM;NOM;MASC;SG	
grécky	yunanca	grécky	yunanca	ADJ;ANIM;NOM;MASC;SG	V;PFV;IND;POS;PRS;PASS
postavenie	statü	postavenie	stat	N;NOM;NEUT;SG	
postavenie	mevki	postavenie	mevki	N;NOM;NEUT;SG	
postavenie	pozisyon	postavenie	pozisyon	N;NOM;NEUT;SG	
colspan	colspan	colspan	colspan	N;INAN;NOM;MASC;SG	
hautes	hautes	hautes	hautes	N;NOM;FEM;SG	PROPN;NOM;SG;3
vytvoriť	inşa	vytvoriť	inşa	V;PFV;POS;NFIN	
mestská	şehirli	mestský	şehirli	ADJ;NOM;FEM;SG	
mestská	şehir	mestský	şehir	ADJ;NOM;FEM;SG	
mestská	kentsel	mestský	kentsel	ADJ;NOM;FEM;SG	N;NOM;SG;3
riešenie	çözümü	riešenie	çözüm	N;NOM;NEUT;SG	N;ACC;SG;3
riešenie	çözüm	riešenie	çözüm	N;NOM;NEUT;SG	
držitelia	bekçileri	držiteľ	bekçi	N;ANIM;NOM;MASC;PL	N;ACC;PL;3
windows	windows	windows	windows	N;NOM;MASC;SG	
windows	pencereler	windows	pencere	N;NOM;MASC;SG	N;NOM;PL;3
windows	pencereleri	windows	pencere	N;NOM;MASC;SG	N;NOM;PL;3
windows	pencere	windows	pencere	N;NOM;MASC;SG	
televízne	tv	televízny	tv	ADJ;NOM;NEUT;SG	
televízne	televizyon	televízny	televizyon	ADJ;NOM;NEUT;SG	N;NOM;SG;3
kláštor	manastır	kláštor	manas	N;INAN;NOM;MASC;SG	
kláštor	manastırı	kláštor	manastırı	N;INAN;NOM;MASC;SG	N;ACC;SG;3
kláštor	manastır	kláštor	manas	N;INAN;NOM;MASC;SG	
kláštor	manastır	kláštor	manas	N;INAN;NOM;MASC;SG	
kláštor	abbey	kláštor	abbey	N;INAN;NOM;MASC;SG	
použité	kullanılan	použitý	kullan	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS	V;PFV;IND;POS;PRS;V.PTCP;PASS
použité	kullanılmış	použitý	kullan	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS	V;PFV;NFH;IND;SG;3;POS;PST;PASS
použité	kullanıldı	použitý	kullan	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS	V;PFV;IND;SG;3;POS;PST;PASS
použité	kullanılır	použitý	kullan	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS	V;IPFV;IND;SG;3;POS;PASS
jazyku	dil	jazyk	dil	N;INAN;DAT;MASC;SG	
jazyku	dile	jazyk	dile	N;INAN;DAT;MASC;SG	
jazyku	dili	jazyk	dili	N;INAN;DAT;MASC;SG	
jazyku	lisan	jazyk	lisan	N;INAN;DAT;MASC;SG	
útok	saldırı	útok	saldırı	N;INAN;NOM;MASC;SG	
útok	saldır	útok	saldır	N;INAN;NOM;MASC;SG	
útok	saldırı	útok	saldırı	N;INAN;NOM;MASC;SG	
web	web	web	web	N;INAN;NOM;MASC;SG	
web	ağ	web	ağ	N;INAN;NOM;MASC;SG	
martina	martina	martina	mart	N;ANIM;ACC;MASC;SG	N;DAT;SG;3
martina	martin	martina	martin	N;ANIM;ACC;MASC;SG	
rakúska	avusturyalı	rakúska	avusturyalı	N;NOM;FEM;SG	PROPN;NOM;SG;3
rakúska	avusturya	rakúska	avustur	N;NOM;FEM;SG	PROPN;NOM;SG;3
noci	geceleri	noc	gece	N;NOM;FEM;PL	N;ACC;PL;3
súvislosti	içerik	súvislosť	içerik	N;NOM;FEM;PL	
súvislosti	bağlama	súvislosť	bağlama	N;NOM;FEM;PL	
súvislosti	bağlam	súvislosť	bağlam	N;NOM;FEM;PL	
krát	kez	krát	kez	N;NOM;MASC;PL	N;NOM;SG;3
krát	times	krát	times	N;NOM;MASC;PL	
zmluvy	sözleşmeleri	zmluva	sözleşme	N;NOM;FEM;PL	N;ACC;PL;3
úrovni	düzey	úroveň	düzey	N;DAT;FEM;SG	
úrovni	seviye	úroveň	sev	N;DAT;FEM;SG	
tvorbe	düzen	tvorba	düz	N;DAT;FEM;SG	
tvorbe	oluşumu	tvorba	oluş	N;DAT;FEM;SG	N;ACC;SG;3
tvorbe	oluşum	tvorba	oluş	N;DAT;FEM;SG	
