категория	luokan	категория	luokka	N;INAN;NOM;FEM;SG	N;GEN;SG
ответ	vastaa	ответ	vastata	N;INAN;NOM;MASC;SG	V;IMP;SG;2;FIN;ACT
ответ	vastata	ответ	vastata	N;INAN;NOM;MASC;SG	V;SG;NFIN;ACT
ответ	vastaa	ответ	vastata	N;INAN;NOM;MASC;SG	V;IMP;SG;2;FIN;ACT
ответ	vastata	ответ	vastata	N;INAN;NOM;MASC;SG	V;SG;NFIN;ACT
ответ	vastauksen	ответ	vastaus	N;INAN;NOM;MASC;SG	N;GEN;SG
цвет	värit	цвет	väri	N;INAN;NOM;MASC;SG	N;NOM;PL
цвет	väriä	цвет	väri	N;INAN;NOM;MASC;SG	N;PRT;SG
цвет	värit	цвет	väri	N;INAN;NOM;MASC;SG	N;NOM;PL
цвет	väriä	цвет	väri	N;INAN;NOM;MASC;SG	N;PRT;SG
списки	listoja	список	lista	N;INAN;NOM;MASC;PL	N;PRT;PL
систем	järjestelmät	система	järjestelmä	N;INAN;GEN;FEM;PL	N;NOM;PL
комплекс	monimutkaista	комплекс	monimutkainen	N;INAN;NOM;MASC;SG	ADJ;PRT;SG
комплекс	monitahoinen	комплекс	moni#tahoinen	N;INAN;NOM;MASC;SG	ADJ;NOM;SG
комплекс	monimutkainen	комплекс	moni#mutkainen	N;INAN;NOM;MASC;SG	ADJ;NOM;SG
комплекс	monimutkaiset	комплекс	monimutkainen	N;INAN;NOM;MASC;SG	ADJ;NOM;PL
наличие	saatavuutta	наличие	saatavuus	N;INAN;NOM;NEUT;SG	N;PRT;SG
функции	funktio	функция	funktio	N;INAN;NOM;FEM;PL	N;NOM;SG
функции	toiminto	функция	toiminto	N;INAN;NOM;FEM;PL	N;NOM;SG
функции	ominaisuuksia	функция	ominaisuus	N;INAN;NOM;FEM;PL	N;PRT;PL
состояние	valtion	состояние	valtio	N;INAN;NOM;NEUT;SG	N;GEN;SG
общая	yleistä	общий	yleinen	ADJ;NOM;FEM;SG	ADJ;PRT;SG
общая	yhteisen	общий	yhteinen	ADJ;NOM;FEM;SG	ADJ;GEN;SG
общая	yleiset	общий	yleinen	ADJ;NOM;FEM;SG	ADJ;NOM;PL
представителей	edustajat	представитель	edustaja	N;ANIM;ACC;MASC;PL	N;NOM;PL
представителей	edustajien	представитель	edustaja	N;ANIM;ACC;MASC;PL	N;GEN;PL
представителей	edustajia	представитель	edustaja	N;ANIM;ACC;MASC;PL	N;PRT;PL
модели	malleja	модель	malli	N;INAN;NOM;FEM;PL	N;PRT;PL
модели	mallia	модель	malli	N;INAN;NOM;FEM;PL	N;PRT;SG
модели	malli	модель	malli	N;INAN;NOM;FEM;PL	N;NOM;SG
модели	mallissa	модель	malli	N;INAN;NOM;FEM;PL	N;IN+ESS;SG
меньше	pienempiä	мало	pieni	NUM	ADJ;PRT;CMPR;PL
меньше	pienemmän	мало	pieni	NUM	ADJ;GEN;CMPR;SG
меньше	pienemmät	мало	pieni	NUM	ADJ;NOM;CMPR;PL
меньше	pienempi	мало	pieni	NUM	ADJ;NOM;CMPR;SG
меньше	vähemmän	мало	vähemmän	NUM	ADV
меньше	vähemmän	мало	vähemmän	NUM	ADV
минут	minuuttia	минута	minuutti	N;INAN;GEN;FEM;PL	N;PRT;SG
минут	pöytäkirjat	минута	pöytä#kirja	N;INAN;GEN;FEM;PL	N;NOM;PL
минут	minuutteja	минута	minuutti	N;INAN;GEN;FEM;PL	N;PRT;PL
минут	pöytäkirja	минута	pöytä#kirja	N;INAN;GEN;FEM;PL	N;NOM;SG
животных	eläimet	животное	eläin	N;ANIM;GEN;NEUT;PL	N;NOM;PL
животных	eläimiä	животное	eläin	N;ANIM;GEN;NEUT;PL	N;PRT;PL
сен	seine	сен	seine		INTJ
сен	pyhä	сен	pyhä		N;NOM;SG
сен	saint	сен	saada		
сен	pyhimys	сен	pyhimys		N;NOM;SG
создать	luo	создать	luo	V;PFV;NFIN;ACT	ADV
красный	punaiset	красный	punainen	ADJ;NOM;MASC;SG	ADJ;NOM;PL
красный	punaista	красный	punainen	ADJ;NOM;MASC;SG	ADJ;PRT;SG
красный	red	красный	red	ADJ;NOM;MASC;SG	
конец	loppua	конец	loppu	N;INAN;NOM;MASC;SG	N;PRT;SG
конец	päättyy	конец	päättyä	N;INAN;NOM;MASC;SG	V;IND;SG;3;PRS;FIN;ACT
конец	lopussa	конец	loppu	N;INAN;NOM;MASC;SG	N;IN+ESS;SG
конец	päättynyt	конец	päättyä	N;INAN;NOM;MASC;SG	V;NOM;SG;V.PTCP;ACT
конец	päättymässä	конец	päättyä	N;INAN;NOM;MASC;SG	V;IN+ESS;SG;NFIN;ACT
конец	päättyy	конец	päättyä	N;INAN;NOM;MASC;SG	V;IND;SG;3;PRS;FIN;ACT
действие	toimintaa	действие	toiminta	N;INAN;NOM;NEUT;SG	N;PRT;SG
действие	toimi	действие	toimia	N;INAN;NOM;NEUT;SG	V;IMP;SG;2;FIN;ACT
действие	toimia	действие	toimia	N;INAN;NOM;NEUT;SG	V;SG;NFIN;ACT
турнир	turnaukseen	турнир	turnaus	N;INAN;NOM;MASC;SG	N;IN+ALL;SG
турнир	turnauksen	турнир	turnaus	N;INAN;NOM;MASC;SG	N;GEN;SG
проблема	ongelmia	проблема	ongelma	N;INAN;NOM;FEM;SG	N;PRT;PL
мужчины	miehiä	мужчина	mies	N;ANIM;NOM;MASC;PL	N;PRT;PL
мужчины	miesten	мужчина	mies	N;ANIM;NOM;MASC;PL	N;GEN;PL
матери	äitejä	мать	äiti	N;ANIM;NOM;FEM;SG	N;PRT;PL
матери	äidit	мать	äiti	N;ANIM;NOM;FEM;SG	N;NOM;PL
матери	äitien	мать	äiti	N;ANIM;NOM;FEM;SG	N;GEN;PL
слов	sanoja	слово	sana	N;INAN;GEN;NEUT;PL	N;PRT;PL
слов	sanat	слово	sana	N;INAN;GEN;NEUT;PL	N;NOM;PL
бой	taistelun	бой	taistelu	N;INAN;NOM;MASC;SG	N;GEN;SG
бой	torjua	бой	torjua	N;INAN;NOM;MASC;SG	V;SG;NFIN;ACT
бой	taistella	бой	taistella	N;INAN;NOM;MASC;SG	V;SG;NFIN;ACT
бой	taistele	бой	taistella	N;INAN;NOM;MASC;SG	V;IMP;SG;2;FIN;ACT
написать	kirjoitetaan	писать	kirjoittaa	V;PFV;NFIN;ACT	V;IND;PRS;FIN;PASS
внутри	sisäpuolella	внутри	sisä#puoli	ADV	N;AT+ESS
;SG
победу	voittoa	победа	voitto	N;INAN;ACC;FEM;SG	N;PRT;SG
победу	voitto	победа	voitto	N;INAN;ACC;FEM;SG	N;NOM;SG
роберт	robert	роберт	robert	N;ANIM;NOM;MASC;SG	PROPN;NOM;SG
отсутствие	puutetta	отсутствие	puute	N;INAN;NOM;NEUT;SG	N;PRT;SG
австралии	australian	австралия	australia	N;INAN;NOM;FEM;PL	N;GEN;SG
австралии	australiaan	австралия	australi	N;INAN;NOM;FEM;PL	N;IN+ALL;SG
австралии	australian	австралия	australia	N;INAN;NOM;FEM;PL	N;GEN;SG
австралии	australia	австралия	australia	N;INAN;NOM;FEM;PL	N;NOM;SG
император	keisaria	император	keisari	N;ANIM;NOM;MASC;SG	N;PRT;SG
император	keisarin	император	keisari	N;ANIM;NOM;MASC;SG	N;GEN;SG
статистика	tilastotietoja	статистика	tilasto#tieto	N;INAN;NOM;FEM;SG	N;PRT;PL
статистика	tilastotiedot	статистика	tilasto#tieto	N;INAN;NOM;FEM;SG	N;NOM;PL
статистика	tilastot	статистика	tilasto	N;INAN;NOM;FEM;SG	N;NOM;PL
статистика	tilastojen	статистика	tilasto	N;INAN;NOM;FEM;SG	N;GEN;PL
статистика	tilastoja	статистика	tilasto	N;INAN;NOM;FEM;SG	N;PRT;PL
статистика	tilastot	статистика	tilasto	N;INAN;NOM;FEM;SG	N;NOM;PL
статистика	tilastoja	статистика	tilasto	N;INAN;NOM;FEM;SG	N;PRT;PL
киев	kiova	киев	kiova	N;INAN;NOM;MASC;SG	PROPN;NOM;SG
киев	kiovan	киев	kiova	N;INAN;NOM;MASC;SG	PROPN;GEN;SG
предложение	tarjota	предложение	tarjota	N;INAN;NOM;NEUT;SG	V;SG;NFIN;ACT
предложение	tarjouksen	предложение	tarjous	N;INAN;NOM;NEUT;SG	N;GEN;SG
предложение	tarjoa	предложение	tarjota	N;INAN;NOM;NEUT;SG	V;IMP;SG;2;FIN;ACT
представители	edustajien	представитель	edustaja	N;ANIM;NOM;MASC;PL	N;GEN;PL
представители	edustajia	представитель	edustaja	N;ANIM;NOM;MASC;PL	N;PRT;PL
дела	tapausten	дело	tapaus	N;INAN;NOM;NEUT;PL	N;GEN;PL
дела	tapauksissa	дело	tapaus	N;INAN;NOM;NEUT;PL	N;IN+ESS;PL
модель	mallia	модель	malli	N;INAN;NOM;FEM;SG	N;PRT;SG
модель	mallissa	модель	malli	N;INAN;NOM;FEM;SG	N;IN+ESS;SG
второе	toisena	второй	toinen	ADJ;NOM;NEUT;SG	ADJ;FRML;SG
второе	toiseksi	второй	toinen	ADJ;NOM;NEUT;SG	ADJ;TRANS;SG
второе	toinen	второй	toinen	ADJ;NOM;NEUT;SG	PRO;NOM;SG
предлагаю	tarjoaminen	предлагать	tarjoaminen	V;IPFV;IND;SG;1;PRS;FIN;ACT	N;NOM;SG
предлагаю	tarjoaa	предлагать	tarjota	V;IPFV;IND;SG;1;PRS;FIN;ACT	V;IND;SG;3;PRS;FIN;ACT
книгу	kirja	книга	kirja	N;INAN;ACC;FEM;SG	N;NOM;SG
книгу	kirjaa	книга	kirja	N;INAN;ACC;FEM;SG	N;PRT;SG
книгу	varaa	книга	vara	N;INAN;ACC;FEM;SG	N;PRT;SG
культура	kulttuuria	культура	kulttuuri	N;INAN;NOM;FEM;SG	N;PRT;SG
забил	maalin	забить	maali	V;PFV;MASC;IND;SG;PST;FIN;ACT	N;GEN;SG
фото	kuvaa	фото	kuva	N;INAN;NOM;MASC;SG	N;PRT;SG
фото	valokuvat	фото	valo#kuva	N;INAN;NOM;MASC;SG	N;NOM;PL
фото	kuvia	фото	kuva	N;INAN;NOM;MASC;SG	N;PRT;PL
фото	kuvat	фото	kuva	N;INAN;NOM;MASC;SG	N;NOM;PL
фото	valokuvia	фото	valo#kuva	N;INAN;NOM;MASC;SG	N;PRT;PL
фото	kuvien	фото	kuva	N;INAN;NOM;MASC;SG	N;GEN;PL
округе	lääni	округ	lääni	N;INAN;ESS;MASC;SG	N;NOM;SG
округе	piirikunnan	округ	piiri#kunta	N;INAN;ESS;MASC;SG	N;GEN;SG
округе	piirikunta	округ	piiri#kunta	N;INAN;ESS;MASC;SG	N;NOM;SG
индии	intian	индия	inti	N;INAN;NOM;FEM;SG	N;GEN;SG
индии	intialainen	индия	intialainen	N;INAN;NOM;FEM;SG	ADJ;NOM;SG
индии	intialaista	индия	intialainen	N;INAN;NOM;FEM;SG	N;PRT;SG
индии	intian	индия	inti	N;INAN;NOM;FEM;SG	N;GEN;SG
индии	intiaan	индия	inti	N;INAN;NOM;FEM;SG	N;IN+ALL;SG
золотая	golden	золотой	golden	ADJ;NOM;FEM;SG	
золотая	kultaiset	золотой	kultainen	ADJ;NOM;FEM;SG	ADJ;NOM;PL
золотая	kultaa	золотой	kulta	ADJ;NOM;FEM;SG	N;PRT;SG
золотая	kulta	золотой	kulta	ADJ;NOM;FEM;SG	N;NOM;SG
золотая	kullan	золотой	kulta	ADJ;NOM;FEM;SG	N;GEN;SG
точка	pisteen	точка	piste	N;INAN;NOM;FEM;SG	N;GEN;SG
точка	pistettä	точка	piste	N;INAN;NOM;FEM;SG	N;PRT;SG
районы	alueilla	район	alue	N;INAN;NOM;MASC;PL	N;AT+ESS
;PL
йорк	yorkiin	йорк	yorki	N;INAN;NOM;MASC;SG	N;IN+ALL;SG
йорк	york	йорк	york	N;INAN;NOM;MASC;SG	PROPN;NOM;SG
йорк	yorkin	йорк	yorkki	N;INAN;NOM;MASC;SG	N;GEN;SG
газета	sanomalehteä	газета	sanoma#lehti	N;INAN;NOM;FEM;SG	N;PRT;SG
силу	voima	сила	voima	N;INAN;ACC;FEM;SG	N;NOM;SG
силу	force	сила	force	N;INAN;ACC;FEM;SG	
силу	pakota	сила	pakota	N;INAN;ACC;FEM;SG	V;IMP;SG;2;FIN;ACT
силу	pakottaa	сила	pakottaa	N;INAN;ACC;FEM;SG	V;IND;SG;3;PRS;FIN;ACT
артист	taiteilijan	артист	taiteilija	N;ANIM;NOM;MASC;SG	N;GEN;SG
семья	perheen	семья	perhe	N;INAN;NOM;FEM;SG	N;GEN;SG
озера	järvien	озеро	järvi	N;INAN;NOM;NEUT;PL	N;GEN;PL
северная	pohjoinen	северный	pohjoinen	ADJ;NOM;FEM;SG	N;NOM;SG
северная	pohjoiseen	северный	pohjoinen	ADJ;NOM;FEM;SG	N;IN+ALL;SG
северная	pohjois	северный	pohjois	ADJ;NOM;FEM;SG	N;NOM;SG
северная	pohjoinen	северный	pohjoinen	ADJ;NOM;FEM;SG	N;NOM;SG
северная	pohjois	северный	pohjois	ADJ;NOM;FEM;SG	N;NOM;SG
крупных	suuret	крупный	suuri	ADJ;GEN;PL	ADJ;NOM;PL
крупных	suuria	крупный	suuri	ADJ;GEN;PL	ADJ;PRT;PL
крупных	iso	крупный	iso	ADJ;GEN;PL	ADJ;NOM;SG
крупных	suuri	крупный	suuri	ADJ;GEN;PL	ADJ;NOM;SG
народов	kansoja	народ	kansa	N;INAN;GEN;MASC;PL	N;PRT;PL
народов	kansat	народ	kansa	N;INAN;GEN;MASC;PL	N;NOM;PL
сообщение	viestiä	сообщение	viesti	N;INAN;NOM;NEUT;SG	N;PRT;SG
сообщение	viestin	сообщение	viesti	N;INAN;NOM;NEUT;SG	N;GEN;SG
связь	tiedonannon	связь	tieto#anto	N;INAN;NOM;FEM;SG	N;GEN;SG
связь	viestinnän	связь	viestintä	N;INAN;NOM;FEM;SG	N;GEN;SG
связь	yhteyden	связь	yhteys	N;INAN;NOM;FEM;SG	N;GEN;SG
родилась	syntynyt	рождаться	syntyä	V;PFV;FEM;IND;SG;PST;FIN;MID	V;NOM;SG;V.PTCP;ACT
родилась	syntyneet	рождаться	syntyä	V;PFV;FEM;IND;SG;PST;FIN;MID	V;NOM;PL;V.PTCP;ACT
родилась	syntyi	рождаться	syntyä	V;PFV;FEM;IND;SG;PST;FIN;MID	V;IND;SG;3;PST;FIN;ACT
принять	otetaan	принять	ottaa	V;PFV;NFIN;ACT	V;IND;PRS;FIN;PASS
лица	kasvoja	лицо	kasvot	N;INAN;NOM;NEUT;PL	N;PRT;PL
председателя	puheenjohtajan	председатель	puheen#johtaja	N;ANIM;ACC;MASC;SG	N;GEN;SG
председателя	puheenjohtaja	председатель	puheen#johtaja	N;ANIM;ACC;MASC;SG	N;NOM;SG
крупные	suuria	крупный	suuri	ADJ;NOM;PL	ADJ;PRT;PL
крупные	iso	крупный	iso	ADJ;NOM;PL	ADJ;NOM;SG
крупные	suuri	крупный	suuri	ADJ;NOM;PL	ADJ;NOM;SG
художники	maalareita	художник	maalari	N;ANIM;NOM;MASC;PL	N;PRT;PL
художники	taiteilijoiden	художник	taiteilija	N;ANIM;NOM;MASC;PL	N;GEN;PL
художники	taiteilijoita	художник	taiteilija	N;ANIM;NOM;MASC;PL	N;PRT;PL
дочери	tyttäret	дочь	tytär	N;ANIM;NOM;FEM;SG	N;NOM;PL
мост	bridge	мост	bridge	N;INAN;NOM;MASC;SG	
мост	komentosilta	мост	komento	N;INAN;NOM;MASC;SG	N;AT+ABL;PL
мост	sillan	мост	silla	N;INAN;NOM;MASC;SG	N;GEN;SG
большие	suuria	большой	suuri	ADJ;NOM;PL	ADJ;PRT;PL
большие	iso	большой	iso	ADJ;NOM;PL	ADJ;NOM;SG
большие	suuri	большой	suuri	ADJ;NOM;PL	ADJ;NOM;SG
большие	iso	большой	iso	ADJ;NOM;PL	ADJ;NOM;SG
большие	suuri	большой	suuri	ADJ;NOM;PL	ADJ;NOM;SG
страниц	sivuja	страница	siva	N;INAN;GEN;FEM;PL	N;PRT;PL
страниц	sivut	страница	sivu	N;INAN;GEN;FEM;PL	N;NOM;PL
проблем	ongelmia	проблема	ongelma	N;INAN;GEN;FEM;PL	N;PRT;PL
проблем	ongelmat	проблема	ongelma	N;INAN;GEN;FEM;PL	N;NOM;PL
сообщества	yhteisöjen	сообщество	yhteisö	N;INAN;NOM;NEUT;PL	N;GEN;PL
сообщества	yhteisön	сообщество	yhteisö	N;INAN;NOM;NEUT;PL	N;GEN;SG
сообщества	yhteisö	сообщество	yhteisö	N;INAN;NOM;NEUT;PL	N;NOM;SG
бригады	prikaati	бригада	prikaati	N;INAN;NOM;FEM;PL	N;NOM;SG
бразилии	brasilia	бразилия	brasilia	N;INAN;NOM;FEM;PL	N;NOM;SG
бразилии	brasiliassa	бразилия	brasilia	N;INAN;NOM;FEM;PL	N;IN+ESS;SG
бразилии	brasilian	бразилия	brasilia	N;INAN;NOM;FEM;PL	N;GEN;SG
бразилии	brasilian	бразилия	brasilia	N;INAN;NOM;FEM;PL	N;GEN;SG
групп	ryhmät	группа	ryhmä	N;INAN;GEN;FEM;PL	N;NOM;PL
групп	ryhmiä	группа	ryhmä	N;INAN;GEN;FEM;PL	N;PRT;PL
отдельных	erillisiä	отдельный	erillinen	ADJ;GEN;PL	ADJ;PRT;PL
отдельных	erillinen	отдельный	erillinen	ADJ;GEN;PL	ADJ;NOM;SG
отдельных	yksittäiset	отдельный	yksittäinen	ADJ;GEN;PL	ADJ;NOM;PL
отдельных	yksilö	отдельный	yksilö	ADJ;GEN;PL	N;NOM;SG
отдельных	yksilöllinen	отдельный	yksilöllinen	ADJ;GEN;PL	ADJ;NOM;SG
отдельных	yksittäinen	отдельный	yksittäinen	ADJ;GEN;PL	ADJ;NOM;SG
частей	osat	часть	osa	N;INAN;GEN;FEM;PL	N;NOM;PL
частей	osia	часть	osa	N;INAN;GEN;FEM;PL	N;PRT;PL
жители	asukkaita	житель	asukas	N;ANIM;NOM;MASC;PL	N;PRT;PL
жители	asukasta	житель	asukas	N;ANIM;NOM;MASC;PL	N;PRT;SG
жители	asukkaille	житель	asukas	N;ANIM;NOM;MASC;PL	N;AT+ALL;PL
жители	asukkaita	житель	asukas	N;ANIM;NOM;MASC;PL	N;PRT;PL
тема	aiheen	тема	aihe	N;INAN;NOM;FEM;SG	N;GEN;SG
тема	aiheeseen	тема	aihe	N;INAN;NOM;FEM;SG	N;IN+ALL;SG
тема	teemaa	тема	teema	N;INAN;NOM;FEM;SG	N;PRT;SG
тема	teeman	тема	teema	N;INAN;NOM;FEM;SG	N;GEN;SG
жан	jean	жан	jeka	N;ANIM;NOM;MASC;SG	
петра	petra	петр	petra	N;ANIM;ACC;MASC;SG	N;NOM;SG
замок	linnaan	замок	linnaan	N;INAN;NOM;MASC;SG	N;IN+ALL;SG
замок	linnaa	замок	linna	N;INAN;NOM;MASC;SG	N;PRT;SG
замок	château	замок	chtteau	N;INAN;NOM;MASC;SG	PROPN;NOM;SG
китт	kitt	китт	kitt		N;NOM;SG
мин	miinoja	минута	miina	N;INAN;NOM;FEM;SG	N;PRT;PL
италия	italiassa	италия	italia	N;INAN;NOM;FEM;SG	N;IN+ESS;SG
италия	italian	италия	italia	N;INAN;NOM;FEM;SG	N;GEN;SG
согласен	sovittu	согласный	sopia	ADJ;MASC;SG	V;NOM;SG;V.PTCP;PASS
согласен	sovitut	согласный	sopia	ADJ;MASC;SG	V;NOM;PL;V.PTCP;PASS
согласен	hyväksy	согласный	hyväksyä	ADJ;MASC;SG	V;IMP;SG;2;FIN;ACT
согласен	sovittava	согласный	sopia	ADJ;MASC;SG	V;NOM;SG;V.PTCP;PASS
корабль	alusta	корабль	alku	N;INAN;NOM;MASC;SG	N;IN+ABL;SG
корабль	aluksen	корабль	alus	N;INAN;NOM;MASC;SG	N;GEN;SG
военные	armeija	военный	armeija	N;ANIM;NOM;MASC;PL	N;NOM;SG
военные	sotilas	военный	sotilas	N;ANIM;NOM;MASC;PL	N;NOM;SG
военные	sotilaallinen	военный	sotilaallinen	N;ANIM;NOM;MASC;PL	ADJ;NOM;SG
военные	armeijan	военный	armeija	N;ANIM;NOM;MASC;PL	N;GEN;SG
понимаю	ymmärrä	понимать	ymmärtää	V;IPFV;IND;SG;1;PRS;FIN;ACT	V;IMP;SG;2;FIN;ACT
понимаю	ymmärtää	понимать	ymmärtää	V;IPFV;IND;SG;1;PRS;FIN;ACT	V;IND;SG;3;PRS;FIN;ACT
начинается	alkaa	начинаться	alkaa	V;IPFV;IND;SG;3;PRS;FIN;MID	V;IND;SG;3;PRS;FIN;ACT
начинается	alkaa	начинаться	alkaa	V;IPFV;IND;SG;3;PRS;FIN;MID	V;IND;SG;3;PRS;FIN;ACT
видео	videon	видео	video	N;INAN;NOM;NEUT;SG	N;GEN;SG
видео	videossa	видео	video	N;INAN;NOM;NEUT;SG	N;IN+ESS;SG
видео	videota	видео	video	N;INAN;NOM;NEUT;SG	N;PRT;SG
видео	videot	видео	video	N;INAN;NOM;NEUT;SG	N;NOM;PL
видео	videoiden	видео	video	N;INAN;NOM;NEUT;SG	N;GEN;PL
видео	videoita	видео	video	N;INAN;NOM;NEUT;SG	N;PRT;PL
ссылку	yhteys	ссылка	yhteys	N;INAN;ACC;FEM;SG	N;NOM;SG
ссылку	linkistä	ссылка	linki	N;INAN;ACC;FEM;SG	N;IN+ABL;SG
ссылку	linkkiä	ссылка	linkki	N;INAN;ACC;FEM;SG	N;PRT;SG
ссылку	linkin	ссылка	linkki	N;INAN;ACC;FEM;SG	N;GEN;SG
ссылку	linkki	ссылка	linkki	N;INAN;ACC;FEM;SG	N;NOM;SG
предприятия	yritysten	предприятие	yritys	N;INAN;NOM;NEUT;PL	N;GEN;PL
предприятия	yrityksiä	предприятие	yritys	N;INAN;NOM;NEUT;PL	N;PRT;PL
предприятия	yritysten	предприятие	yritys	N;INAN;NOM;NEUT;PL	N;GEN;PL
предприятия	yrityksiä	предприятие	yritys	N;INAN;NOM;NEUT;PL	N;PRT;PL
теория	teoriaa	теория	teoria	N;INAN;NOM;FEM;SG	N;PRT;SG
георгий	georgi	георгий	georgi	N;ANIM;NOM;MASC;SG	PROPN;NOM;SG
георгий	george	георгий	george	N;ANIM;NOM;MASC;SG	PROPN;NOM;SG
теме	aiheen	тема	aihe	N;INAN;DAT;FEM;SG	N;GEN;SG
теме	aihe	тема	aihe	N;INAN;DAT;FEM;SG	N;NOM;SG
теме	aiheeseen	тема	aihe	N;INAN;DAT;FEM;SG	N;IN+ALL;SG
операция	leikkaukset	операция	leikkaus	N;INAN;NOM;FEM;SG	N;NOM;PL
операция	leikkauksen	операция	leikkaus	N;INAN;NOM;FEM;SG	N;GEN;SG
художников	taiteilijat	художник	taiteilija	N;ANIM;ACC;MASC;PL	N;NOM;PL
художников	taiteilijoiden	художник	taiteilija	N;ANIM;ACC;MASC;PL	N;GEN;PL
художников	taiteilijoita	художник	taiteilija	N;ANIM;ACC;MASC;PL	N;PRT;PL
создана	loi	создать	luo	V;PFV;FEM;SG;PST;V.PTCP;PASS	V;IND;SG;3;PST;FIN;ACT
создана	luodut	создать	luoda	V;PFV;FEM;SG;PST;V.PTCP;PASS	V;NOM;PL;V.PTCP;PASS
создана	luonut	создать	luoda	V;PFV;FEM;SG;PST;V.PTCP;PASS	V;NOM;SG;V.PTCP;ACT
горы	vuoria	гора	vuori	N;INAN;NOM;FEM;PL	N;PRT;PL
горы	vuorten	гора	vuori	N;INAN;NOM;FEM;PL	N;GEN;PL
горы	vuoristo	гора	vuoristo	N;INAN;NOM;FEM;PL	N;NOM;SG
горы	vuori	гора	vuori	N;INAN;NOM;FEM;PL	N;NOM;SG
горы	mount	гора	mount	N;INAN;NOM;FEM;PL	N;NOM;SG
горы	vuori	гора	vuori	N;INAN;NOM;FEM;PL	N;NOM;SG
горы	vuorta	гора	vuori	N;INAN;NOM;FEM;PL	N;PRT;SG
горы	vuoristo	гора	vuoristo	N;INAN;NOM;FEM;PL	N;NOM;SG
считать	kreivi	считать	kreivi	V;IPFV;NFIN;ACT	N;NOM;SG
считать	laskenta	считать	laskentaa	V;IPFV;NFIN;ACT	N;NOM;SG
считать	laskeminen	считать	laskeminen	V;IPFV;NFIN;ACT	N;NOM;SG
государство	valtion	государство	valtio	N;INAN;NOM;NEUT;SG	N;GEN;SG
ситуации	tilanteita	ситуация	tilanne	N;INAN;NOM;FEM;PL	N;PRT;PL
ситуации	tilanteisiin	ситуация	tilanne	N;INAN;NOM;FEM;PL	N;IN+ALL;PL
отставке	eläkkeelle	отставка	eläke	N;INAN;DAT;FEM;SG	N;AT+ALL;SG
отставке	eläkkeellä	отставка	eläke	N;INAN;DAT;FEM;SG	N;AT+ESS
;SG
вес	painon	вес	paino	N;INAN;NOM;MASC;SG	N;GEN;SG
олег	oleg	олег	oleg	PROPN;ANIM;NOM;MASC;SG	PROPN;NOM;SG
другое	muu	другой	muu	ADJ;NOM;NEUT;SG	PRO;NOM;SG
другое	muut	другой	muu	ADJ;NOM;NEUT;SG	PRO;NOM;PL
форма	muotoa	форма	muoto	N;INAN;NOM;FEM;SG	N;PRT;SG
форма	muotoon	форма	muoto	N;INAN;NOM;FEM;SG	N;IN+ALL;SG
форма	muodon	форма	muoto	N;INAN;NOM;FEM;SG	N;GEN;SG
форма	muodosta	форма	muoto	N;INAN;NOM;FEM;SG	V;IMP;SG;2;FIN;ACT
форма	muodossa	форма	muoto	N;INAN;NOM;FEM;SG	N;IN+ESS;SG
форма	yhdenmukainen	форма	yhdenmukainen	N;INAN;NOM;FEM;SG	ADJ;NOM;SG
метро	maanalainen	метро	maanalainen	N;INAN;NOM;NEUT;SG	ADJ;NOM;SG
масса	massaa	масса	massa	N;INAN;NOM;FEM;SG	N;PRT;SG
объекта	esine	объект	esine	N;INAN;GEN;MASC;SG	N;NOM;SG
объекта	kohde	объект	kohde	N;INAN;GEN;MASC;SG	N;NOM;SG
марк	marc	марк	marc	N;ANIM;NOM;MASC;SG	PROPN;NOM;SG
марк	merkkaa	марк	merkka	N;ANIM;NOM;MASC;SG	V;IMP;SG;2;FIN;ACT
марк	merkitse	марк	merkitä	N;ANIM;NOM;MASC;SG	V;IMP;SG;2;FIN;ACT
марк	mark	марк	mark	N;ANIM;NOM;MASC;SG	PROPN;NOM;SG
наука	tieteen	наука	tiede	N;INAN;NOM;FEM;SG	N;GEN;SG
наука	tiedettä	наука	tiede	N;INAN;NOM;FEM;SG	N;PRT;SG
музыкальные	musikaali	музыкальный	musikaali	ADJ;NOM;PL	N;NOM;SG
темы	teemoja	тема	teemo	N;INAN;NOM;FEM;PL	N;PRT;PL
темы	aiheita	тема	aihe	N;INAN;NOM;FEM;PL	N;PRT;PL
звезды	tähtien	звезда	tähtien	N;INAN;NOM;FEM;PL	N;GEN;PL
звезды	tähtiä	звезда	tähti	N;INAN;NOM;FEM;PL	N;PRT;PL
звезды	tähteä	звезда	tähteä	N;INAN;NOM;FEM;PL	N;PRT;SG
построен	rakensi	строить	rakentaa	V;PFV;MASC;SG;PST;V.PTCP;PASS	V;IND;SG;3;PST;FIN;ACT
друга	ystävä	друг	ystävä	N;ANIM;ACC;MASC;SG	N;NOM;SG
друга	kaveri	друг	kaveri	N;ANIM;ACC;MASC;SG	N;NOM;SG
друга	kaverin	друг	kaveri	N;ANIM;ACC;MASC;SG	N;GEN;SG
страницу	sivu	страница	sivu	N;INAN;ACC;FEM;SG	N;NOM;SG
страницу	sivulla	страница	sivu	N;INAN;ACC;FEM;SG	N;AT+ESS
;SG
герои	sankareita	герой	sankari	N;ANIM;NOM;MASC;PL	N;PRT;PL
герцог	duke	герцог	duke	N;ANIM;NOM;MASC;SG	PROPN;NOM;SG
