το	do	ο	do	DET;NOM;DEF;NEUT;SG	PROPN
σταθερά	constante	σταθερά	constante	ADV	ADJ
κεφάλι	a	κεφάλι	o	N;NOM;NEUT;SG	DET
μάικλ	michael	μάικλ	michael		PROPN
συνέδριο	de	συνέδριο	de	N;NOM;NEUT;SG	ADP
ελεύθερη	balde	ελεύθερος	balde	ADJ;NOM;FEM;SG	N
εντελώς	completo	εντελώς	completo	ADV	ADJ
εντελώς	por	εντελώς	por	ADV	ADP
άλλαξε	de	αλλάζω	de	V;PFV;IND;SG;3;PST;FIN;ACT	ADP
υπόλοιπο	equilibrio	υπόλοιπος	equilibrio	ADJ;NOM;NEUT;SG	N
υπόλοιπο	balance	υπόλοιπος	balance	ADJ;NOM;NEUT;SG	N
υπόλοιπο	o	υπόλοιπος	o	ADJ;NOM;NEUT;SG	DET
χρυσή	de	χρυσός	de	N;NOM;FEM;SG	ADP
ιταλός	italiano	ιταλός	italiano	PROPN;NOM;MASC;SG	ADJ
ιταλός	italiana	ιταλός	italiana	PROPN;NOM;MASC;SG	ADJ
ιταλός	italianos	ιταλός	italiano	PROPN;NOM;MASC;SG	ADJ
πολίτες	citizens	πολίτης	citizens	N;NOM;MASC;PL	PROPN
πολίτες	os	πολίτης	o	N;NOM;MASC;PL	DET
ιερό	sagrado	ιερός	sagrar	N;NOM;NEUT;SG	ADJ
ιερό	santo	ιερός	santo	N;NOM;NEUT;SG	ADJ
ιερό	sagrada	ιερός	sagrar	N;NOM;NEUT;SG	V
ιερό	sagrado	ιερός	sagrar	N;NOM;NEUT;SG	ADJ
ιερό	sagrados	ιερός	sagrar	N;NOM;NEUT;SG	V
πόδια	os	πόδι	o	N;NOM;NEUT;PL	DET
πόδια	as	πόδι	o	N;NOM;NEUT;PL	DET
πόδια	legs	πόδι	leg	N;NOM;NEUT;PL	PROPN
τηλεόραση	a	τηλεόραση	o	N;ACC;FEM;SG	DET
τηλεόραση	da	τηλεόραση	da	N;ACC;FEM;SG	V
τηλεόραση	tv	τηλεόραση	tv	N;ACC;FEM;SG	PROPN
λευκό	branco	λευκός	branco	N;NOM;NEUT;SG	ADJ
λευκό	branca	λευκός	branco	N;NOM;NEUT;SG	ADJ
λευκό	brancas	λευκός	branco	N;NOM;NEUT;SG	ADJ
μισό	a	μισός	o	N;NOM;NEUT;SG	DET
λέξεις	as	λέξη	o	N;NOM;FEM;PL	DET
κανάλι	canal	κανάλι	canal	N;NOM;NEUT;SG	PROPN
γράψει	escrito	γράψει	escrito	V;PFV;NFIN;ACT	N
γράψει	o	γράψει	o	V;PFV;NFIN;ACT	DET
έστειλε	a	στέλνω	o	V;PFV;IND;SG;3;PST;FIN;ACT	DET
ολοκληρώθηκε	os	ολοκληρώνω	o	V;PFV;IND;SG;3;PST;FIN;PASS	DET
ολοκληρώθηκε	total	ολοκληρώνω	total	V;PFV;IND;SG;3;PST;FIN;PASS	N
ολοκληρώθηκε	completo	ολοκληρώνω	completo	V;PFV;IND;SG;3;PST;FIN;PASS	ADJ
γεωργία	agricultura	γεωργία	agricultura	PROPN;ACC;FEM;SG	N
γεωργία	a	γεωργία	o	PROPN;ACC;FEM;SG	DET
αγάπη	o	αγάπη	o	N;NOM;FEM;SG	DET
φτάσει	ao	φτάνω	ao	V;PFV;NFIN;ACT	PROPN
φτάσει	a	φτάνω	o	V;PFV;NFIN;ACT	DET
ελένη	helen	ελένη	helar	PROPN;NOM;FEM;SG	PROPN
πλήρες	completo	πλήρης	completo	N;NOM;NEUT;SG	ADJ
πλήρες	completa	πλήρης	completar	N;NOM;NEUT;SG	V
πλήρες	completar	πλήρης	completar	N;NOM;NEUT;SG	V
πλήρες	completo	πλήρης	completo	N;NOM;NEUT;SG	ADJ
θάνατος	a	θάνατος	o	N;NOM;MASC;SG	DET
τοπικό	local	τοπικός	local	ADJ;NOM;NEUT;SG	N
τοπικό	locais	τοπικός	local	ADJ;NOM;NEUT;SG	N
τοπικό	o	τοπικός	o	ADJ;NOM;NEUT;SG	DET
τοπικό	de	τοπικός	de	ADJ;NOM;NEUT;SG	ADP
γενικό	xeneral	γενικός	xeneral	ADJ;NOM;NEUT;SG	N
γενικό	o	γενικός	o	ADJ;NOM;NEUT;SG	DET
τζάκσον	jackson	τζάκσον	jackson		PROPN
κόσμος	a	κόσμος	o	N;NOM;MASC;SG	DET
αναπτύχθηκε	o	αναπτύσσω	o	V;PFV;IND;SG;3;PST;FIN;PASS	DET
μεταφέρθηκε	mudeime	μεταφέρω	mudeime	V;PFV;IND;SG;3;PST;FIN;PASS	PROPN
μεταφέρθηκε	a	μεταφέρω	o	V;PFV;IND;SG;3;PST;FIN;PASS	DET
μεταφέρθηκε	se	μεταφέρω	se	V;PFV;IND;SG;3;PST;FIN;PASS	CONJ
νικητής	gaña	νικητής	gaña	N;NOM;MASC;SG	V
μουσικό	músico	μουσικός	músico	ADJ;NOM;NEUT;SG	N
προσφέρει	ofréceme	προσφέρω	ofréceme	V;IPFV;IND;SG;3;PRS;FIN;ACT	PROPN
μόνον	único	μόνο	único	ADV	ADJ
μόνον	única	μόνο	único	ADV	ADJ
προκαλεί	causa	προκαλώ	causa	V;IPFV;IND;SG;3;PRS;FIN;ACT	N
προκαλεί	causas	προκαλώ	causa	V;IPFV;IND;SG;3;PRS;FIN;ACT	N
προκαλεί	que	προκαλώ	que	V;IPFV;IND;SG;3;PRS;FIN;ACT	PRO
μείωση	a	μείωση	o	N;ACC;FEM;SG	DET
μείωση	diminúe	μείωση	diminuír	N;ACC;FEM;SG	V
κατασκευάστηκε	de	κατασκευάζω	de	V;PFV;IND;SG;3;PST;FIN;PASS	ADP
ιατρική	medicinas	ιατρικός	medicina	ADJ;NOM;FEM;SG	N
ιατρική	medicina	ιατρικός	medicina	ADJ;NOM;FEM;SG	N
ιατρική	baseada	ιατρικός	basear	ADJ;NOM;FEM;SG	V
ιατρική	na	ιατρικός	na	ADJ;NOM;FEM;SG	N
ιατρική	médicos	ιατρικός	médico	ADJ;NOM;FEM;SG	N
ιατρική	menciña	ιατρικός	menciña	ADJ;NOM;FEM;SG	N
ιατρική	medicina	ιατρικός	medicina	ADJ;NOM;FEM;SG	N
ιατρική	médico	ιατρικός	médico	ADJ;NOM;FEM;SG	N
ιατρική	médicos	ιατρικός	médico	ADJ;NOM;FEM;SG	N
ιατρική	médica	ιατρικός	médica	ADJ;NOM;FEM;SG	N
ινδία	india	ινδία	indiar	PROPN;NOM;FEM;SG	PROPN
ακτές	costas	ακτός	costa	ADV	N
ακτές	costa	ακτός	costa	ADV	N
ακτές	marfil	ακτός	marfil	ADV	N
ακτές	na	ακτός	na	ADV	N
εμπορική	anuncio	εμπορικός	anuncio	ADJ;NOM;FEM;SG	N
αντίσταση	a	αντίσταση	o	N;ACC;FEM;SG	DET
φωτογραφίες	as	φωτογραφία	o	N;NOM;FEM;PL	DET
φωτογραφίες	túas	φωτογραφία	tous	N;NOM;FEM;PL	DET
φωτογραφίες	as	φωτογραφία	o	N;NOM;FEM;PL	DET
καρλ	karl	καρλ	karl	N	PROPN
καρλ	carl	καρλ	carl	N	PROPN
παλαιά	anos	παλιός	ano	ADV	N
παλαιά	vellos	παλιός	vello	ADV	N
παλαιά	vello	παλιός	vello	ADV	N
παλαιά	vella	παλιός	vella	ADV	N
γνώση	coñecía	γνώση	coñecer	N;ACC;FEM;SG	V
βρήκε	que	βρίσκω	que	V;PFV;IND;SG;3;PST;FIN;ACT	PRO
βασική	as	βασικός	o	ADJ;NOM;FEM;SG	DET
πρόσφατα	hai	πρόσφατα	haber	ADV	V
πρόσφατα	recente	πρόσφατα	recente	ADV	ADJ
πρόσφατα	recentes	πρόσφατα	recente	ADV	ADJ
πρόσφατα	últimos	πρόσφατα	último	ADV	ADJ
ρωσική	ruso	ρωσικός	ruso	ADJ;NOM;FEM;SG	N
ιδέες	as	ιδέα	o	N;NOM;FEM;PL	DET
γενικές	xeneral	γενικός	xeneral	ADJ;NOM;FEM;PL	N
γενικές	o	γενικός	o	ADJ;NOM;FEM;PL	DET
κλίμα	climática	κλίμα	climático	N;NOM;NEUT;SG	ADJ
κλίμα	climático	κλίμα	climático	N;NOM;NEUT;SG	ADJ
ικανότητα	de	ικανότητα	de	N;ACC;FEM;SG	ADP
μαθηματικά	matemáticas	μαθηματικά	matemáticas	ADV	N
μαθηματικά	matemática	μαθηματικά	matemático	ADV	ADJ
μαθηματικά	as	μαθηματικά	o	ADV	DET
μαθηματικά	matemáticas	μαθηματικά	matemáticas	ADV	N
γέφυρα	bridge	γέφυρα	bridge	N;NOM;FEM;SG	PROPN
πιθανότατα	que	πιθανώς	que	ADV;CMPR	PRO
φύλλα	as	φύλλο	o	N;NOM;NEUT;PL	DET
φύλλα	deixa	φύλλο	deixar	N;NOM;NEUT;PL	V
φύλλα	as	φύλλο	o	N;NOM;NEUT;PL	DET
φύλλα	sae	φύλλο	saír	N;NOM;NEUT;PL	V
κίνδυνο	en	κίνδυνος	en	N;ACC;MASC;SG	ADP
κίνδυνο	arriscar	κίνδυνος	arriscar	N;ACC;MASC;SG	V
αλλιώς	contrario	αλλιώς	contrario	ADV	N
αλλιώς	ou	αλλιώς	ou	ADV	CONJ
αλλιώς	doutro	αλλιώς	doutro	ADV	N
αλλιώς	xeito	αλλιώς	xeito	ADV	N
αλλιώς	se	αλλιώς	se	ADV	CONJ
αλλιώς	non	αλλιώς	non	ADV	PART
αλλιώς	senón	αλλιώς	senón	ADV	CONJ
ζει	vidas	ζω	vida	V;IPFV;IND;SG;3;PRS;FIN;ACT	N
ζει	vida	ζω	vida	V;IPFV;IND;SG;3;PRS;FIN;ACT	N
πραγματικά	verdade	πραγματικά	verdade	ADV	N
πραγματικά	global	πραγματικά	global	ADV	ADJ
πραγματικά	de	πραγματικά	de	ADV	ADP
πραγματικά	que	πραγματικά	que	ADV	PRO
πραγματικά	en	πραγματικά	en	ADV	ADP
πραγματικά	verdade	πραγματικά	verdade	ADV	N
μικρότερη	máis	μικρός	máis	ADJ;NOM;CMPR;FEM;SG	ADV
μικρότερη	menores	μικρός	menor	ADJ;NOM;CMPR;FEM;SG	N
μικρότερη	pegada	μικρός	pegada	ADJ;NOM;CMPR;FEM;SG	N
βήμα	un	βήμα	un	N;NOM;NEUT;SG	DET
έλλειψη	de	έλλειψη	de	N;NOM;FEM;SG	ADP
έλλειψη	carecen	έλλειψη	carecer	N;NOM;FEM;SG	V
υψηλή	instituto	ψηλός	instituto	ADJ;NOM;FEM;SG	N
υψηλή	altos	ψηλός	alto	ADJ;NOM;FEM;SG	N
κοινότητες	as	κοινότητα	o	N;NOM;FEM;PL	DET
βρέθηκαν	que	βρίσκω	que	V;PFV;IND;PL;3;PST;FIN;PASS	PRO
βασικά	en	βασικά	en	ADV	ADP
βασικά	realidade	βασικά	realidade	ADV	N
βασικά	a	βασικά	o	ADV	DET
βασικά	de	βασικά	de	ADV	ADP
βασικά	feito	βασικά	feito	ADV	N
διαχειριστές	encargados	διαχειριστής	encargar	N;NOM;MASC;PL	V
προσωπικά	persoal	προσωπικά	persoal	ADV	N
προσωπικά	persoais	προσωπικά	persoal	ADV	ADJ
προσωπικά	eu	προσωπικά	eu	ADV	PRO
προσωπικά	unha	προσωπικά	un	ADV	DET
γραφή	escribir	γραφή	escribir	N;NOM;FEM;SG	V
γραφή	a	γραφή	o	N;NOM;FEM;SG	DET
γραφή	escribía	γραφή	escribir	N;NOM;FEM;SG	V
γραφή	facendo	γραφή	facer	N;NOM;FEM;SG	V
γραφή	súas	γραφή	seu	N;NOM;FEM;SG	DET
γραφή	escrita	γραφή	escribir	N;NOM;FEM;SG	V
γραφή	escribe	γραφή	escribir	N;NOM;FEM;SG	V
στρατιωτικός	militares	στρατιωτικός	militar	ADJ;NOM;MASC;SG	V
στρατιωτικός	exército	στρατιωτικός	exército	ADJ;NOM;MASC;SG	N
οργανισμός	de	οργανισμός	de	N;NOM;MASC;SG	ADP
ρόλος	rol	ρόλος	rol	N;NOM;MASC;SG	PROPN
μεγαλύτερα	grandes	μεγάλος	grande	ADV;CMPR	ADJ
μεγαλύτερα	grande	μεγάλος	grande	ADV;CMPR	ADJ
μεγαλύτερα	é	μεγάλος	ser	ADV;CMPR	V
πολιτικοί	políticos	πολιτικός	político	ADJ;NOM;MASC;PL	N
προφανώς	claro	προφανώς	claro	ADV	ADJ
εμπόριο	o	εμπόριο	o	N;NOM;NEUT;SG	DET
εμπόριο	trocar	εμπόριο	trocar	N;NOM;NEUT;SG	V
εμπόριο	comercial	εμπόριο	comercial	N;NOM;NEUT;SG	ADJ
ανάγκες	precisa	ανάγκη	preciso	N;NOM;FEM;PL	ADJ
ανάγκες	ten	ανάγκη	ter	N;NOM;FEM;PL	V
ανάγκες	necesita	ανάγκη	necesitar	N;NOM;FEM;PL	V
στόχος	obxectiva	στόχος	obxectivo	N;NOM;MASC;SG	ADJ
άνοιξη	a	άνοιξη	o	N;NOM;FEM;SG	DET
σκοπός	para	σκοπός	para	N;NOM;MASC;SG	ADP
σκοπός	serve	σκοπός	servir	N;NOM;MASC;SG	V
φαν	fan	φαν	facer		V
λόγια	as	λόγος	o	N;NOM;NEUT;PL	DET
παραλία	beach	παραλία	beach	N;NOM;FEM;SG	PROPN
πράγματι	de	πράγματι	de	ADV	ADP
πράγματι	verdade	πράγματι	verdade	ADV	N
πράγματι	o	πράγματι	o	ADV	DET
πράγματι	feito	πράγματι	feito	ADV	N
πράγματι	grazas	πράγματι	graza	ADV	N
δυτικό	occidental	δυτικός	occidental	N;NOM;NEUT;SG	ADJ
μικρότερο	máis	μικρός	máis	ADJ;NOM;CMPR;NEUT;SG	ADV
μικρότερο	menores	μικρός	menor	ADJ;NOM;CMPR;NEUT;SG	N
μικρότερο	pegada	μικρός	pegada	ADJ;NOM;CMPR;NEUT;SG	N
σώματα	os	σώμα	o	N;NOM;NEUT;PL	DET
αιτία	que	αιτία	que	N;NOM;FEM;SG	PRO
αιτία	porque	αιτία	porque	N;NOM;FEM;SG	CONJ
αιτία	causar	αιτία	causar	N;NOM;FEM;SG	V
ξεκινά	a	ξεκινός	o	V;IPFV;IND;SG;3;PRS;FIN;ACT	DET
πολιτισμός	a	πολιτισμός	o	N;NOM;MASC;SG	DET
σχολεία	as	σχολείο	o	N;NOM;NEUT;PL	DET
σχολεία	nas	σχολείο	nas	N;NOM;NEUT;PL	PROPN
ντέιβιντ	david	ντέιβιντ	david		PROPN
αρχαίο	antigo	αρχαίος	antigo	ADJ;NOM;NEUT;SG	N
αρχαίο	antigos	αρχαίος	antigo	ADJ;NOM;NEUT;SG	N
προώθηση	a	προώθηση	o	N;ACC;FEM;SG	DET
παράσταση	amosar	παράσταση	amosar	N;ACC;FEM;SG	V
σοφία	a	σοφία	o	N;NOM;FEM;SG	DET
δυνατόν	sexa	δυνατός	ser	ADJ;NOM;NEUT;SG	V
ευχαριστώ	grazas	ευχαριστώ	graza	V;IPFV;IND;SG;1;PRS;FIN;ACT	N
ευχαριστώ	moitas	ευχαριστώ	moito	V;IPFV;IND;SG;1;PRS;FIN;ACT	DET
πράξεις	as	πράξη	o	N;NOM;FEM;PL	DET
πράξεις	as	πράξη	o	N;NOM;FEM;PL	DET
τέταρτη	cuarto	τέταρτος	cuarto	NUM;NOM;FEM;SG	ADJ
τέταρτη	cuarta	τέταρτος	cuarto	NUM;NOM;FEM;SG	ADJ
τέταρτη	acto	τέταρτος	acto	NUM;NOM;FEM;SG	N
τέταρτη	catro	τέταρτος	catro	NUM;NOM;FEM;SG	N
τέταρτη	infantaría	τέταρτος	infantar	NUM;NOM;FEM;SG	N
παραστάσεις	demostra	παράσταση	demostrar	N;NOM;FEM;PL	V
περιοδικά	revistas	περιοδικά	revista	ADV	N
παρακαλώ	por	παρακαλώ	por	N;VOC;FEM;SG	ADP
τεχνικές	técnicas	τεχνικός	técnica	ADJ;NOM;FEM;PL	N
αστέρας	star	αστέρα	star	N;NOM;MASC;SG	V
όπλα	as	όπλο	o	N;NOM;NEUT;PL	DET
όπλα	as	όπλο	o	N;NOM;NEUT;PL	DET
βασιλικό	teatro	βασιλικός	teatro	ADJ;NOM;NEUT;SG	N
βασιλικό	súa	βασιλικός	seu	ADJ;NOM;NEUT;SG	DET
βασιλικό	alteza	βασιλικός	altezar	ADJ;NOM;NEUT;SG	N
πάρκο	park	πάρκο	park	N;NOM;NEUT;SG	PROPN
ανατολικό	leste	ανατολικός	leste	ADJ;NOM;NEUT;SG	N
ανατολικό	oriente	ανατολικός	oriente	ADJ;NOM;NEUT;SG	N
ανατολικό	este	ανατολικός	este	ADJ;NOM;NEUT;SG	DET
ανατολικό	do	ανατολικός	do	ADJ;NOM;NEUT;SG	PROPN
ανατολικό	este	ανατολικός	este	ADJ;NOM;NEUT;SG	DET
ασφάλεια	de	ασφάλεια	de	N;NOM;FEM;SG	ADP
καθημερινή	cotiá	καθημερινός	cotián	ADJ;NOM;FEM;SG	N
καθημερινή	día	καθημερινός	día	ADJ;NOM;FEM;SG	N
καθημερινή	diariamente	καθημερινός	diariamente	ADJ;NOM;FEM;SG	ADV
καθημερινή	cotiá	καθημερινός	cotián	ADJ;NOM;FEM;SG	N
καθημερινή	diario	καθημερινός	diario	ADJ;NOM;FEM;SG	N
ιταλικά	italiano	ιταλικά	italiano	ADV	ADJ
ιταλικά	italiana	ιταλικά	italiana	ADV	ADJ
ιταλικά	italianos	ιταλικά	italiano	ADV	ADJ
μόσχα	moscova	μόσχα	moscovar	PROPN;NOM;FEM;SG	PROPN
καλιφόρνια	california	καλιφόρνια	california	PROPN;NOM;FEM;SG	N
πέρασμα	pasar	πέρασμα	pasar	N;NOM;NEUT;SG	V
πέρασμα	pase	πέρασμα	pase	N;NOM;NEUT;SG	V
γύρος	arredor	γύρος	arredor	N;NOM;MASC;SG	ADV
γύρος	preto	γύρος	preto	N;NOM;MASC;SG	ADV
παύλος	paul	παύλος	paul	PROPN;NOM;MASC;SG	PROPN
γερμανικό	alemaña	γερμανικός	alemaña	ADJ;NOM;NEUT;SG	PROPN
γερμανικό	alemáns	γερμανικός	alemán	ADJ;NOM;NEUT;SG	N
βρετανική	a	βρετανικός	o	ADJ;NOM;FEM;SG	DET
χειμώνα	no	χειμώνω	no	N;NOM;NEUT;PL	V
χειμώνα	o	χειμώνω	o	N;NOM;NEUT;PL	DET
πράσινο	verde	πράσινο	verde	PROPN;NOM;NEUT;SG	N
πράσινο	verdes	πράσινο	verde	PROPN;NOM;NEUT;SG	N
πράσινο	green	πράσινο	grear	PROPN;NOM;NEUT;SG	PROPN
εταιρείες	as	εταιρεία	o	N;NOM;FEM;PL	DET
εφημερίδες	os	εφημερίδα	o	N;NOM;FEM;PL	DET
μουσικός	músico	μουσικός	músico	ADJ;NOM;MASC;SG	N
χρήματα	os	χρήμα	o	N;NOM;NEUT;PL	DET
βερολίνο	de	βερολίνο	de	PROPN;NOM;NEUT;SG	ADP
βερολίνο	berlín	βερολίνο	berlín	PROPN;NOM;NEUT;SG	PROPN
σκοτώθηκε	a	σκοτώνω	o	V;PFV;IND;SG;3;PST;FIN;PASS	DET
σκοτώθηκε	mortos	σκοτώνω	morto	V;PFV;IND;SG;3;PST;FIN;PASS	N
δεδομένου	lle	δεδομένο	lle	ADV	PRO
δεδομένου	a	δεδομένο	o	ADV	DET
δεδομένου	dado	δεδομένο	dar	ADV	V
δεδομένου	se	δεδομένο	se	ADV	CONJ
εφαρμογές	para	εφαρμογή	para	N;NOM;FEM;PL	ADP
αλλάξει	de	αλλάζω	de	V;PFV;NFIN;ACT	ADP
χτίστηκε	de	χτίζω	de	V;PFV;IND;SG;3;PST;FIN;PASS	ADP
ιστορίες	as	ιστορία	o	N;NOM;FEM;PL	DET
ισπανικά	español	ισπανικά	español	ADV	ADJ
ισπανικά	española	ισπανικά	español	ADV	ADJ
βρετανικό	a	βρετανικός	o	ADJ;NOM;NEUT;SG	DET
έρευνες	de	έρευνα	de	N;NOM;FEM;PL	ADP
έρευνες	investigar	έρευνα	investigar	N;NOM;FEM;PL	V
εκλογή	electoral	εκλογή	electoral	N;NOM;FEM;SG	ADJ
κάνοντας	a	κάνω	o	V;IPFV;V.CVB;ACT	DET
κάνοντας	a	κάνω	o	V;IPFV;V.CVB;ACT	DET
κάνοντας	de	κάνω	de	V;IPFV;V.CVB;ACT	ADP
πρακτική	práctica	πρακτικός	práctica	ADJ;NOM;FEM;SG	N
πρακτική	unha	πρακτικός	un	ADJ;NOM;FEM;SG	DET
πρακτική	práctica	πρακτικός	práctica	ADJ;NOM;FEM;SG	N
πρακτική	practicar	πρακτικός	practicar	ADJ;NOM;FEM;SG	V
πρακτική	exercen	πρακτικός	exercer	ADJ;NOM;FEM;SG	V
ρίζες	as	ρίζη	o	N;NOM;FEM;PL	DET
μερικοί	algúns	μερικοί	algún	PRO;NOM;MASC;PL;3	DET
μερικοί	algunhas	μερικοί	algún	PRO;NOM;MASC;PL;3	DET
μερικοί	de	μερικοί	de	PRO;NOM;MASC;PL;3	ADP
μερικοί	un	μερικοί	un	PRO;NOM;MASC;PL;3	DET
σύνδεση	conectarnos	σύνδεση	conectarno	N;NOM;FEM;SG	ADJ
διαδίκτυο	internet	διαδίκτυο	internet	N;NOM;NEUT;SG	PROPN
δίνοντας	a	δίνω	o	V;IPFV;V.CVB;ACT	DET
δίνοντας	un	δίνω	un	V;IPFV;V.CVB;ACT	DET
καφέ	brown	καφένας	brown	N;NOM;NEUT;SG	PROPN
καφέ	claro	καφένας	claro	N;NOM;NEUT;SG	ADJ
οδός	street	οδός	street	N;NOM;FEM;SG	PROPN
συμπεριλαμβανομένων	mesmo	συμπεριλαμβανόμενος	mesmo	V;PFV;GEN;FEM;PL;V.PTCP;PASS	DET
συμπεριλαμβανομένων	a	συμπεριλαμβανόμενος	o	V;PFV;GEN;FEM;PL;V.PTCP;PASS	DET
κάνω	que	κάνω	que	V;IPFV;IND;SG;1;PRS;FIN;ACT	PRO
λος	ángeles	λος	ángele		N
λος	los	λος	lo		N
λος	angeles	λος	angel		N
λος	ánxeles	λος	ánxele		N
γνωστές	coñecido	γνωστός	coñecer	ADJ;NOM;FEM;PL	V
γνωστές	coñecidos	γνωστός	coñecer	ADJ;NOM;FEM;PL	V
γνωστές	de	γνωστός	de	ADJ;NOM;FEM;PL	ADP
μάτια	os	μάτι	o	N;NOM;NEUT;PL	DET
εκδηλώσεις	os	εκδήλωση	o	N;NOM;FEM;PL	DET
βαν	van	βαν	ir		V
βαν	pham	βαν	pham		PROPN
ποικιλία	de	ποικιλία	de	N;NOM;FEM;SG	ADP
δολοφονία	un	δολοφονία	un	N;NOM;FEM;SG	DET
απώλειες	as	απώλεια	o	N;NOM;FEM;PL	DET
τόμας	thomas	τόμας	thoma	PROPN;NOM;MASC;SG	N
απλό	chaira	απλός	chaira	ADJ;NOM;NEUT;SG	N
απλό	costa	απλός	costa	ADJ;NOM;NEUT;SG	N
απλό	plano	απλός	plano	ADJ;NOM;NEUT;SG	N
απλό	tenra	απλός	tenra	ADJ;NOM;NEUT;SG	N
έρχεται	que	έρχομαι	que	V;IPFV;IND;SG;3;PRS;FIN;PASS	PRO
επιστήμες	a	επιστήμα	o	N;NOM;FEM;PL	DET
επιστήμες	científica	επιστήμα	científico	N;NOM;FEM;PL	ADJ
επαγγελματική	profesionais	επαγγελματικός	profesional	ADJ;NOM;FEM;SG	N
επαγγελματική	un	επαγγελματικός	un	ADJ;NOM;FEM;SG	DET
γαλλικό	franceses	γαλλικός	francese	ADJ;NOM;NEUT;SG	N
γαλλικό	francés	γαλλικός	francés	ADJ;NOM;NEUT;SG	N
τύμπανα	batería	τύμπανο	bater	N;NOM;NEUT;PL	V
τύμπανα	os	τύμπανο	o	N;NOM;NEUT;PL	DET
ιι	ii	ιι	ii	N	PROPN
ανακάλυψη	descubrir	ανακάλυψη	descubrir	N;ACC;FEM;SG	V
ανακάλυψη	que	ανακάλυψη	que	N;ACC;FEM;SG	PRO
ανακάλυψη	descobren	ανακάλυψη	descobrar	N;ACC;FEM;SG	V
κινήσεις	se	κίνηση	se	N;NOM;FEM;PL	CONJ
κινήσεις	move	κίνηση	mover	N;NOM;FEM;PL	V
ποιος	quen	ποιος	quen	DET;NOM;DEF;MASC;SG	PRO
ποιος	que	ποιος	que	DET;NOM;DEF;MASC;SG	PRO
κανονική	regularmente	κανονικός	regular	ADJ;NOM;FEM;SG	ADV
κανονική	de	κανονικός	de	ADJ;NOM;FEM;SG	ADP
κανονική	taxis	κανονικός	taxis	ADJ;NOM;FEM;SG	N
κανονική	regular	κανονικός	regular	ADJ;NOM;FEM;SG	V
κανονική	normais	κανονικός	normal	ADJ;NOM;FEM;SG	N
αδελφή	a	αδελφή	o	N;NOM;FEM;SG	DET
έπεσε	caín	πέφτω	caín	V;PFV;IND;SG;3;PST;FIN;ACT	PRO
βραζιλία	brasil	βραζιλία	brasil	PROPN;ACC;FEM;SG	N
βορρά	ao	βορράς	ao	N;ACC;MASC;SG	PROPN
βορρά	do	βορράς	do	N;ACC;MASC;SG	PROPN
αριθμούς	os	αριθμός	o	N;ACC;MASC;PL	DET
στρατόπεδο	do	στρατόπεδο	do	N;NOM;NEUT;SG	PROPN
εννέα	nove	εννέα	nove	NUM;NOM;NEUT;PL	N
αλήθεια	certo	αλήθεια	certo	N;NOM;FEM;SG	DET
αλήθεια	a	αλήθεια	o	N;NOM;FEM;SG	DET
αλήθεια	realmente	αλήθεια	real	N;NOM;FEM;SG	ADV
αλήθεια	moi	αλήθεια	moi	N;NOM;FEM;SG	ADV
αλήθεια	que	αλήθεια	que	N;NOM;FEM;SG	PRO
αλήθεια	en	αλήθεια	en	N;NOM;FEM;SG	ADP
διαδρομή	seu	διαδρομή	seu	N;ACC;FEM;SG	DET
σουηδία	suecia	σουηδία	suecia	PROPN;ACC;FEM;SG	PROPN
λατινική	latín	λατινικός	latín	ADJ;NOM;FEM;SG	N
ολόκληρο	toda	ολόκληρος	todo	ADJ;NOM;NEUT;SG	DET
ολόκληρο	todo	ολόκληρος	todo	ADJ;NOM;NEUT;SG	DET
ολόκληρο	enteiro	ολόκληρος	enteiro	ADJ;NOM;NEUT;SG	N
ολόκληρο	a	ολόκληρος	o	ADJ;NOM;NEUT;SG	DET
γνωστοί	coñecido	γνωστός	coñecer	ADJ;NOM;MASC;PL	V
γνωστοί	coñecidos	γνωστός	coñecer	ADJ;NOM;MASC;PL	V
γνωστοί	de	γνωστός	de	ADJ;NOM;MASC;PL	ADP
προσφορά	ofrecer	προσφορά	ofrecer	N;ACC;FEM;SG	V
προσφορά	lle	προσφορά	lle	N;ACC;FEM;SG	PRO
προσφορά	unha	προσφορά	un	N;ACC;FEM;SG	DET
φρούριο	forte	φρούριο	forte	N;NOM;NEUT;SG	ADJ
αρκετοί	varios	αρκετός	varios	PRO;NOM;MASC;PL;3	DET
αρκετοί	varias	αρκετός	varios	PRO;NOM;MASC;PL;3	DET
πνεύμα	o	πνεύμα	o	N;NOM;NEUT;SG	DET
πνεύμα	déixate	πνεύμα	déixate	N;NOM;NEUT;SG	V
βουνά	lorenzo	βουνό	lorenzo	N;NOM;NEUT;PL	PROPN
παλιό	anos	παλιός	ano	ADJ;NOM;NEUT;SG	N
παλιό	vellos	παλιός	vello	ADJ;NOM;NEUT;SG	N
παλιό	vello	παλιός	vello	ADJ;NOM;NEUT;SG	N
παλιό	vella	παλιός	vella	ADJ;NOM;NEUT;SG	N
συμφωνώ	acordo	συμφωνώ	acordo	V;IPFV;IND;SG;1;PRS;FIN;ACT	N
συμφωνώ	de	συμφωνώ	de	V;IPFV;IND;SG;1;PRS;FIN;ACT	ADP
συμφωνώ	dacordo	συμφωνώ	dacordo	V;IPFV;IND;SG;1;PRS;FIN;ACT	N
