dell	dell	dell	dell	N;INDF;MASC;SG	PROPN;NOM;MASC;SG
preah	preah	preah	preah	N;INDF;MASC;SG	PROPN;NOM;SG
invazie	invasion	invazie	invasion	N;INDF;FEM;SG	
invazie	einmarsch	invazie	einmarsch	N;INDF;FEM;SG	
ehf	ehf	ehf	ehf	N	PROPN;NOM;SG
brabant	brabant	brabant	brabant	N;INDF;MASC;SG	PROPN
dealuri	hügeln	deal	hügeln	N;INDF;FEM;PL	V;NFIN
dealuri	berge	deal	bergen	N;INDF;FEM;PL	
dealuri	hügel	deal	hügeln	N;INDF;FEM;PL	
dealuri	hills	deal	hills	N;INDF;FEM;PL	PROPN
danny	danny	danny	danny	PROPN	PROPN;NOM;MASC;SG
determinată	bestimmt	determinat	bestimmen	ADJ;INDF;FEM;SG	V;V.PTCP
determinată	ermittelt	determinat	ermitteln	ADJ;INDF;FEM;SG	V;V.PTCP
determinată	entschlossen	determinat	entschlossen	ADJ;INDF;FEM;SG	V;V.PTCP
tag	markieren	tag	markieren		V;NFIN
tag	markiere	tag	markieren		V;SG;FIN
tag	tag	tag	tagen		N;NOM;MASC;SG
tag	markiert	tag	markieren		ADJ;V.PTCP
tag	markierung	tag	markierung		ADJ
perete	pinnwand	perete	pinnwand	N;INDF;MASC;SG	
perete	mauern	perete	mauern	N;INDF;MASC;SG	V;NFIN
perete	mauer	perete	mauer	N;INDF;MASC;SG	
amenajare	passend	amenajare	passend	N;INDF;FEM;SG	ADJ
nicholas	nikolaus	nicholas	nikolaus	PROPN	PROPN;NOM;MASC;SG
nicholas	nikolai	nicholas	nikolai	PROPN	PROPN;NOM;MASC;SG
nicholas	nicholas	nicholas	nicholas	PROPN	PROPN;NOM;SG
istoricii	historiker	istoric	historik	N;DEF;MASC;PL	ADJ
străină	außenpolitik	străin	außenpolitik	N;INDF;FEM;SG	PROPN
străină	ausländische	străin	ausländisch	N;INDF;FEM;SG	ADJ;NOM;FEM;PL
străină	ausland	străin	auslinden	N;INDF;FEM;SG	N;NOM;NEUT;SG
străină	ausländischen	străin	ausländisch	N;INDF;FEM;SG	ADJ
iubit	lieben	iubit	lieben	ADJ;INDF;MASC;SG	V;FIN
iubit	liebte	iubit	lieben	ADJ;INDF;MASC;SG	V;IND;SG;3;PST;FIN
iubit	liebten	iubit	lieben	ADJ;INDF;MASC;SG	V;IND;PL;3;PST;FIN
iubit	geliebt	iubit	lieben	ADJ;INDF;MASC;SG	V;V.PTCP
iubit	geliebt	iubit	lieben	ADJ;INDF;MASC;SG	V;V.PTCP
iubit	freundes	iubit	freund	ADJ;INDF;MASC;SG	N;NOM;NEUT;SG
iubit	freund	iubit	freund	ADJ;INDF;MASC;SG	
entitate	körperschaft	entitate	körperschaft	N;INDF;FEM;SG	ADJ
entitate	einheit	entitate	einheit	N;INDF;FEM;SG	N;NOM;FEM;SG
platină	platin	platină	platin	N;INDF;FEM;SG	
platină	platinum	platină	platinum	N;INDF;FEM;SG	PROPN
indivizi	einzelpersonen	individ	einzelperson	N;INDF;MASC;PL	ADJ
indivizi	privatpersonen	individ	privatpersonen	N;INDF;MASC;PL	ADJ
indivizi	individuen	individ	individuen	N;INDF;MASC;PL	
continental	continental	continental	continental	ADV	
continental	kontinentale	continental	kontinental	ADV	ADJ;NOM;FEM;PL
continental	kontinentales	continental	kontinental	ADV	ADJ;NOM;NEUT;SG
continental	kontinent	continental	kontinent	ADV	
continental	kontinentalen	continental	kontinental	ADV	ADJ
caesar	cäsar	caesar	cäsar	N;INDF;MASC;SG	PROPN;NOM;MASC;SG
caesar	caesar	caesar	caesar	N;INDF;MASC;SG	PROPN;NOM;SG
cruci	kreuze	cruce	kreuzen	N;INDF;FEM;PL	
cruci	kreuzungen	cruce	kreuzung	N;INDF;FEM;PL	V;NFIN
cruci	kreuzen	cruce	kreuzen	N;INDF;FEM;PL	V;NFIN
cruci	kreuzt	cruce	kreuzen	N;INDF;FEM;PL	V;IND;SG;3;PRS;FIN
pierdute	verlor	pierdut	verlieren	ADJ;INDF;FEM;PL	V;IND;SG;3;PST;FIN
pierdute	verirrt	pierdut	verirren	ADJ;INDF;FEM;PL	V;V.PTCP
pierdute	verloren	pierdut	verlieren	ADJ;INDF;FEM;PL	V;V.PTCP
pierdute	verlorene	pierdut	verloren	ADJ;INDF;FEM;PL	ADJ;NOM;FEM;SG
pierdute	lost	pierdut	lossen	ADJ;INDF;FEM;PL	PROPN
perioadele	zeiten	perioadă	zeiten	N;DEF;FEM;PL	V;NFIN
perioadele	zeiträume	perioadă	zeitraum	N;DEF;FEM;PL	
bianco	bianco	bianco	bianco	N;INDF;MASC;SG	
cardinal	kardinal	cardinal	kardinal	N;INDF;MASC;SG	PROPN;NOM;MASC;SG
clare	clare	clar	clare	ADJ;INDF;FEM;PL	PROPN;NOM;SG
clare	klara	clar	klara	ADJ;INDF;FEM;PL	PROPN;NOM;FEM;SG
vulcan	vulkan	vulcan	vulkan	N;INDF;MASC;SG	
vulcan	vulkane	vulcan	vulkan	N;INDF;MASC;SG	
vulcan	vulkan	vulcan	vulkan	N;INDF;MASC;SG	
vulcan	vulkanische	vulcan	vulkanisch	N;INDF;MASC;SG	ADJ;NOM;FEM;PL
vulcan	vulkanischen	vulcan	vulkanisch	N;INDF;MASC;SG	ADJ
moștenit	geerbt	moștenit	erben	ADJ;INDF;MASC;SG	V;V.PTCP
moștenit	vererbt	moștenit	vererben	ADJ;INDF;MASC;SG	V;V.PTCP
curentului	aktuell	curent	aktuell	N;DEF;MASC;SG	ADJ
curentului	aktuellen	curent	aktuell	N;DEF;MASC;SG	ADJ
curentului	aktuelle	curent	aktuell	N;DEF;MASC;SG	ADJ;NOM;FEM;PL
curentului	aktueller	curent	aktuell	N;DEF;MASC;SG	ADJ
curentului	aktuelles	curent	aktuell	N;DEF;MASC;SG	ADJ;NOM;NEUT;SG
destinație	ziel	destinație	ziel	N;INDF;FEM;SG	N;NOM;NEUT;SG
destinație	reiseziel	destinație	reiseziel	N;INDF;FEM;SG	
destinație	zielort	destinație	zielort	N;INDF;FEM;SG	ADJ
destinație	bestimmung	destinație	bestimmung	N;INDF;FEM;SG	N;NOM;FEM;SG
destinație	bestimmungsort	destinație	bestimmungsort	N;INDF;FEM;SG	ADJ
hawaii	hawaii	hawai	hawaii	PROPN	PROPN;NOM;SG
sunetul	sound	sunet	sound	N;DEF;MASC;SG	
sunetul	geräusche	sunet	geräusch	N;DEF;MASC;SG	ADJ;NOM
sunetul	ton	sunet	ton	N;DEF;MASC;SG	
sunetul	klang	sunet	klingen	N;DEF;MASC;SG	
sunetul	geräusch	sunet	geräusch	N;DEF;MASC;SG	ADJ
xbox	xbox	xbox	xbox	N;INDF;MASC;SG	
inca	noch	inca	noch		ADV
inca	still	inca	still		ADJ
inca	trotzdem	inca	trotzdem		ADV
gama	gamma	gamă	gamma	N;DEF;FEM;SG	PROPN;NOM;SG
evaluarea	bewertung	evaluare	bewertung	N;DEF;FEM;SG	ADJ
evaluarea	bewertung	evaluare	bewertung	N;DEF;FEM;SG	ADJ
evaluarea	assessment	evaluare	assessment	N;DEF;FEM;SG	PROPN
evaluarea	beurteilung	evaluare	beurteilung	N;DEF;FEM;SG	ADJ;NOM;FEM;SG
evaluarea	bewertung	evaluare	bewertung	N;DEF;FEM;SG	ADJ
evaluarea	beurteilung	evaluare	beurteilung	N;DEF;FEM;SG	ADJ;NOM;FEM;SG
evaluarea	evaluierung	evaluare	Evaluierung	N;DEF;FEM;SG	N;NOM;FEM;SG
cinematografie	kinematographie	cinematografie	kinematographie	N;INDF;FEM;SG	ADJ
danez	dänische	danez	dänisch	ADJ;INDF;MASC;SG	ADJ;NOM;FEM;PL
raportat	gemeldeten	raporta	gemeldet	ADJ;INDF;MASC;SG	V;IND;PL;3;FIN
raportat	berichtete	raporta	berichten	ADJ;INDF;MASC;SG	V;IND;SG;3;PST;FIN
raportat	gemeldet	raporta	melden	ADJ;INDF;MASC;SG	V;V.PTCP
raportat	berichtet	raporta	berichten	ADJ;INDF;MASC;SG	V;V.PTCP
râurilor	flüsse	râu	flüssen	N;DEF;FEM;PL	N;NOM;MASC;PL
râurilor	flüssen	râu	flüssen	N;DEF;FEM;PL	N;NOM;FEM;PL
râurilor	rivers	râu	rivers	N;DEF;FEM;PL	PROPN
paula	paula	paulă	paula	N;DEF;FEM;SG	PROPN;NOM;SG
acoperiș	dachterrasse	acoperiș	dachterrasse	N;INDF;MASC;SG	ADJ;NOM;FEM;SG
acoperiș	decke	acoperiș	decken	N;INDF;MASC;SG	
acoperiș	dächer	acoperiș	dach	N;INDF;MASC;SG	ADJ
acoperiș	dachterrasse	acoperiș	dachterrasse	N;INDF;MASC;SG	ADJ;NOM;FEM;SG
conferință	konferenzraum	conferință	konferenzraum	N;INDF;FEM;SG	ADJ
conferință	konferenz	conferință	konferenz	N;INDF;FEM;SG	ADJ
conferință	konferenzen	conferință	konferenzen	N;INDF;FEM;SG	V;NFIN
legală	juristische	legal	juristisch	ADJ;INDF;FEM;SG	ADJ;NOM;FEM;PL
legală	rechtliche	legal	rechtlich	ADJ;INDF;FEM;SG	ADJ;NOM;FEM;PL
legală	rechtliches	legal	rechtlich	ADJ;INDF;FEM;SG	ADJ;NOM;NEUT;SG
legală	rechtsgrundlage	legal	rechtsgrundlage	ADJ;INDF;FEM;SG	ADJ;NOM;FEM;SG
civili	zivilisten	civil	zivilist	N;INDF;MASC;PL	
civili	zivilpersonen	civil	zivilpersonen	N;INDF;MASC;PL	ADJ
civili	zivilbevölkerung	civil	zivilbevölkerung	N;INDF;MASC;PL	
elisabeth	elisabeth	elisabeth	elisabeth	PROPN	PROPN;NOM;SG
citește	read	citi	read	V;IND;SG;3;PRS;FIN	PROPN;SG
citește	lies	citi	lesen	V;IND;SG;3;PRS;FIN	
bros	bros	bros	bros	PROPN	PROPN
bros	brüder	bros	brüder	PROPN	N;NOM;MASC;PL
prăbușit	abgestürzt	prăbuși	abstürzen	ADJ;INDF;MASC;SG	V;V.PTCP
prăbușit	stürzte	prăbuși	stürzen	ADJ;INDF;MASC;SG	V;IND;SG;3;PST;FIN
prăbușit	brach	prăbuși	brechen	ADJ;INDF;MASC;SG	V;IND;SG;3;PST;FIN
prăbușit	zusammengebrochen	prăbuși	zusammenbrechen	ADJ;INDF;MASC;SG	V;V.PTCP
prăbușit	stürzte	prăbuși	stürzen	ADJ;INDF;MASC;SG	V;IND;SG;3;PST;FIN
clasificate	eingestuft	clasificat	einstufen	ADJ;INDF;FEM;PL	V;V.PTCP
clasificate	kleinanzeigen	clasificat	kleinanzeigen	ADJ;INDF;FEM;PL	V;V.PTCP
clasificate	anzeigen	clasificat	anzeigen	ADJ;INDF;FEM;PL	V;NFIN
pic	plc	pic	plc	ADV	PROPN;NOM;MASC;SG
pic	pic	pic	pic	ADV	
pic	bild	pic	bild	ADV	
administrare	verwaltung	administrare	verwaltung	N;INDF;FEM;SG	ADJ
cereale	korn	cereală	korn	N;INDF;FEM;PL	
cereale	getreide	cereală	getreide	N;INDF;FEM;PL	
cereale	getreide	cereală	getreide	N;INDF;FEM;PL	
cereale	getreidearten	cereală	getreideart	N;INDF;FEM;PL	ADJ
cereale	müsli	cereală	müsli	N;INDF;FEM;PL	
cereale	getreide	cereală	getreide	N;INDF;FEM;PL	
warren	warren	warren	warr	PROPN	
parlamentară	parlamentarische	parlamentar	parlamentarisch	ADJ;INDF;FEM;SG	ADJ;NOM;FEM;PL
parlamentară	parlamentarischen	parlamentar	parlamentarisch	ADJ;INDF;FEM;SG	ADJ;NOM;PL
ferenc	ferenc	ferenc	ferenc	PROPN	PROPN;NOM;SG
pictori	maler	pictor	maler	N;INDF;MASC;PL	ADJ
stein	stein	stein	stein	N;INDF;MASC;SG	PROPN;NOM;MASC;SG
basel	basel	basel	basel	PROPN	PROPN;NOM;SG
doo	doo	doo	doo	N;INDF;MASC;SG	PROPN;NOM;SG
étienne	étienne	étienne	étienne	PROPN	PROPN;NOM;SG
étienne	etienne	étienne	etienne	PROPN	PROPN;NOM;SG
trafic	verkehrs	trafic	verkehrs	N;INDF;MASC;SG	
trafic	verkehr	trafic	verkehr	N;INDF;MASC;SG	
trafic	traffic	trafic	traffic	N;INDF;MASC;SG	PROPN
trafic	datenverkehr	trafic	datenverkehr	N;INDF;MASC;SG	ADJ
baraj	talsperre	baraj	talsperre	N;INDF;MASC;SG	PROPN;NOM;SG
baraj	damm	baraj	damm	N;INDF;MASC;SG	
baraj	dam	baraj	der	N;INDF;MASC;SG	
absolvent	absolvent	absolvent	absolvent	N;INDF;MASC;SG	ADJ
absolvent	graduate	absolvent	graduat	N;INDF;MASC;SG	
absolvent	abschluss	absolvent	abschließen	N;INDF;MASC;SG	ADV
absolvent	diplom	absolvent	diplom	N;INDF;MASC;SG	ADJ
islamică	islamischen	islamic	islamisch	ADJ;INDF;FEM;SG	ADJ;NOM;MASC;PL
islamică	islamisten	islamic	islamist	ADJ;INDF;FEM;SG	PROPN
islamică	islamische	islamic	islamisch	ADJ;INDF;FEM;SG	ADJ;NOM;FEM;PL
derivă	drift	deriv	drift	V;IND;SG;3;PST;FIN	
derivă	treibt	deriv	treiben	V;IND;SG;3;PST;FIN	V;IND;SG;3;PRS;FIN
balta	teich	baltă	teich	N;DEF;FEM;SG	
balta	teiche	baltă	teichen	N;DEF;FEM;SG	
aires	aires	aires	aire	PROPN	PROPN;NOM;NEUT;SG
roberts	roberts	roberts	roberts	PROPN	PROPN
kingdom	königreich	kingdom	königreich	N;INDF;MASC;SG	ADJ
amândoi	sowohl	amândoi	sowohl	NUM;MASC;PL	CONJ
amândoi	beiden	amândoi	beide	NUM;MASC;PL	PRO;NOM;INDF;PL
amândoi	beide	amândoi	beide	NUM;MASC;PL	PRO;NOM;INDF;PL
amândoi	beides	amândoi	beide	NUM;MASC;PL	PRO;NOM;INDF;NEUT;SG
amândoi	beider	amândoi	beide	NUM;MASC;PL	PRO;NOM;INDF;PL
statuie	denkmal	statuie	denkmal	N;INDF;FEM;SG	N;NOM;NEUT;SG
statuie	statue	statuie	statu	N;INDF;FEM;SG	N;NOM;SG
tennessee	tennessee	tennessee	tennessee	PROPN	PROPN;NOM;NEUT;SG
toamnă	herbst	toamnă	herbst	N;INDF;FEM;SG	ADV
moștenirea	erbschaft	moștenire	erbschaffen	N;DEF;FEM;SG	ADJ
moștenirea	legacy	moștenire	legacy	N;DEF;FEM;SG	
moștenirea	vermächtnis	moștenire	vermächtnis	N;DEF;FEM;SG	
moștenirea	erbe	moștenire	erben	N;DEF;FEM;SG	N;NOM;NEUT;SG
moștenirea	kulturgut	moștenire	kulturgut	N;DEF;FEM;SG	PROPN
moștenirea	erbschaft	moștenire	erbschaffen	N;DEF;FEM;SG	ADJ
moștenirea	nachlass	moștenire	nachlass	N;DEF;FEM;SG	
moștenirea	erbe	moștenire	erben	N;DEF;FEM;SG	N;NOM;NEUT;SG
moștenirea	erben	moștenire	erben	N;DEF;FEM;SG	
oslo	oslo	oslo	oslo	PROPN	PROPN;SG
oslo	norwegen	oslo	norwegen	PROPN	PROPN
turner	turner	turner	turn	PROPN	PROPN;NOM;SG
adăugate	fügte	adăuga	fügen	ADJ;INDF;FEM;PL	V;IND;SG;3;PST;FIN
adăugate	hinzugefügt	adăuga	hinzufügen	ADJ;INDF;FEM;PL	V;V.PTCP
beta	beta	beta	beta	N;INDF;MASC	
aripi	schwingen	aripă	schwingen	N;INDF;FEM;PL	V;NFIN
aripi	flügel	aripă	flügeln	N;INDF;FEM;PL	ADJ
aripi	wings	aripă	wings	N;INDF;FEM;PL	PROPN;NOM;SG
aripi	flügeln	aripă	flügeln	N;INDF;FEM;PL	
golf	golfplatz	golf	golfplatz	N;INDF;MASC;SG	
golf	golf	golf	golf	N;INDF;MASC;SG	
golf	golfplätze	golf	golfplätzen	N;INDF;MASC;SG	
interzisă	verbotene	interzice	verboten	ADJ;INDF;FEM;SG	ADJ;NOM;FEM;PL
interzisă	untersagt	interzice	untersagen	ADJ;INDF;FEM;SG	V;V.PTCP
interzisă	verbotenen	interzice	verboten	ADJ;INDF;FEM;SG	ADJ;PL
interzisă	verbotene	interzice	verboten	ADJ;INDF;FEM;SG	ADJ;NOM;FEM;PL
interzisă	untersagt	interzice	untersagen	ADJ;INDF;FEM;SG	V;V.PTCP
interzisă	verbot	interzice	verbieten	ADJ;INDF;FEM;SG	V;IND;SG;3;PST;FIN
numirea	ernennung	numire	ernennung	N;DEF;FEM;SG	ADJ;SG
numirea	bestellung	numire	bestellung	N;DEF;FEM;SG	N;NOM;FEM;SG
numirea	benennung	numire	benennung	N;DEF;FEM;SG	ADJ
contactul	kontaktaufnahme	contact	kontaktaufnahme	N;DEF;MASC;SG	ADJ;SG
contactul	kontakte	contact	kontakt	N;DEF;MASC;SG	ADJ
contactul	kontakt	contact	kontakt	N;DEF;MASC;SG	N;NOM;SG
contactul	kontaktieren	contact	kontaktieren	N;DEF;MASC;SG	V;NFIN
contactul	ansprechpartner	contact	ansprechpartner	N;DEF;MASC;SG	ADJ
java	java	javă	java	N;DEF;FEM;SG	
alexandre	alexandre	alexandre	alexandre	PROPN	PROPN;NOM;MASC;SG
siberia	sibirien	siberie	sibirien	N;DEF;FEM;SG	PROPN;NOM;SG
inspector	prüfer	inspector	prüfer	N;INDF;MASC;SG	
inspector	inspektor	inspector	inspektor	N;INDF;MASC;SG	
inspector	kommissar	inspector	kommissar	N;INDF;MASC;SG	PROPN
inspector	inspector	inspector	inspector	N;INDF;MASC;SG	PROPN;NOM;MASC;SG
inspector	inspektoren	inspector	inspektor	N;INDF;MASC;SG	N;PL
ocean	ozean	ocean	ozean	N;INDF;MASC;SG	
ocean	ozeane	ocean	ozean	N;INDF;MASC;SG	
ocean	meer	ocean	meer	N;INDF;MASC;SG	ADJ
claudia	claudia	claudie	claudia	PROPN	PROPN;NOM;SG
plăcut	gemocht	plăcut	mochen	ADJ;INDF;MASC;SG	V;V.PTCP
plăcut	gefällt	plăcut	gefallen	ADJ;INDF;MASC;SG	V;IND;SG;3;PRS;FIN
plăcut	gefallen	plăcut	fallen|gefallen	ADJ;INDF;MASC;SG	V;V.PTCP
plăcut	gefiel	plăcut	gefallen	ADJ;INDF;MASC;SG	V;IND;SG;FIN
plăcut	mochte	plăcut	mögen	ADJ;INDF;MASC;SG	V;IND;SG;3;PST;FIN
plăcut	angenehme	plăcut	angenehm	ADJ;INDF;MASC;SG	ADJ;NOM;FEM;PL
evans	evans	evans	evans	PROPN	PROPN;NOM;MASC;SG
franceza	französisch	franceza	französisch	N;DEF;FEM;SG	ADJ
franceza	französische	franceza	französisch	N;DEF;FEM;SG	ADJ;NOM;FEM;PL
franceza	französischen	franceza	französisch	N;DEF;FEM;SG	ADJ;NOM;MASC;PL
franceza	franzosen	franceza	franzosen	N;DEF;FEM;SG	ADJ
franceza	franzose	franceza	franzos	N;DEF;FEM;SG	ADJ;NOM;FEM;PL
edge	rand	edge	rinden	N;INDF;MASC;SG	ADV
edge	kante	edge	kanten	N;INDF;MASC;SG	ADJ
edge	edge	edge	edg	N;INDF;MASC;SG	
edge	kanten	edge	kanten	N;INDF;MASC;SG	V;NFIN
declarație	anweisung	declarație	anweisung	N;INDF;FEM;SG	
declarație	aussage	declarație	aussagen	N;INDF;FEM;SG	
declarație	erklärung	declarație	erklärung	N;INDF;FEM;SG	N;NOM;FEM;SG
declarație	deklaration	declarație	deklaration	N;INDF;FEM;SG	ADJ
declarație	erklärung	declarație	erklärung	N;INDF;FEM;SG	N;NOM;FEM;SG
discursul	ansprache	discurs	ansprechen	N;DEF;MASC;SG	N;NOM;FEM;SG
discursul	rede	discurs	rede	N;DEF;MASC;SG	
discursul	sprache	discurs	sprechen	N;DEF;MASC;SG	N;NOM;FEM;SG
alabama	alabama	alabama	alabama	N;INDF;MASC;SG	PROPN;NOM;NEUT;SG
folosire	gebrauch	folosire	gebrauch	N;INDF;FEM;SG	ADJ
folosire	nutzung	folosire	nutzung	N;INDF;FEM;SG	N;NOM;FEM;SG
intrând	betreten	intrând	betreten		V;NFIN
intrând	eingabe	intrând	eingabe		N;FEM;SG
tabel	tisch	tabel	tischen	N;INDF;MASC;SG	ADJ
indiei	indien	indie	indien	PROPN;DEF;FEM;SG	PROPN;NOM;NEUT;SG
keith	keith	keith	keith	PROPN	PROPN;NOM;SG
asigurată	versicherten	asigura	versichert	ADJ;INDF;FEM;SG	V;IND;PL;3;PST;FIN
asigurată	versichert	asigura	versichern	ADJ;INDF;FEM;SG	V;V.PTCP
asigurată	versicherte	asigura	versichern	ADJ;INDF;FEM;SG	V;IND;SG;3;PST;FIN
corrèze	corrèze	corra	corrèze	N;INDF;FEM;SG	PROPN;NOM;SG
campionatele	meisterschaft	campionat	meisterschaft	N;DEF;FEM;PL	N;NOM;FEM;SG
campionatele	meisterschaften	campionat	meisterschaften	N;DEF;FEM;PL	V;NFIN
manastirea	kloster	manastire	kloster	N;DEF;FEM;SG	ADJ
manastirea	klöster	manastire	klöst	N;DEF;FEM;SG	ADJ
manastirea	klosters	manastire	klosters	N;DEF;FEM;SG	ADJ
louisiana	louisiana	louisiană	louisiana	N;DEF;FEM;SG	PROPN;NOM;NEUT;SG
baschet	basketball	baschet	basketball	N;INDF;MASC;SG	
baschet	basketballspieler	baschet	basketballspieler	N;INDF;MASC;SG	ADJ
organ	orgel	organ	orgel	N;INDF;MASC;SG	
organ	organ	organ	organ	N;INDF;MASC;SG	
hotelul	hotelzimmer	hotel	hotelzimmer	N;DEF;MASC;SG	
hotelul	hotel	hotel	Hotel	N;DEF;MASC;SG	N;NOM;NEUT;SG
finistère	finistère	finistère	finistère	N;INDF;FEM;SG	PROPN;NOM;SG
tranziție	übergänge	tranziție	übergängen	N;INDF;FEM;SG	ADJ
tranziție	übergangsphase	tranziție	übergangsphase	N;INDF;FEM;SG	ADJ
tranziție	übergang	tranziție	übergehen	N;INDF;FEM;SG	ADV
distanțe	distanzen	distanță	distanzen	N;INDF;FEM;PL	V;NFIN
distanțe	distanz	distanță	distanz	N;INDF;FEM;PL	
distanțe	entfernung	distanță	entfernung	N;INDF;FEM;PL	ADJ
distanțe	entfernungen	distanță	entfernung	N;INDF;FEM;PL	V;V.PTCP
distanțe	abstände	distanță	abstehen	N;INDF;FEM;PL	
cald	hot	cald	hot	ADJ;INDF;MASC;SG	
cald	warmen	cald	warm	ADJ;INDF;MASC;SG	
cald	wärme	cald	wärm	ADJ;INDF;MASC;SG	
cald	warme	cald	warm	ADJ;INDF;MASC;SG	ADJ;NOM;FEM;PL
adânc	tiefe	adânc	tief	ADV	
adânc	tief	adânc	tief	ADV	ADJ
adânc	deep	adânc	deep	ADV	
adânc	tiefen	adânc	tief	ADV	V;NFIN
salvare	heil	salvare	heil	N;INDF;FEM;SG	
salvare	erlösung	salvare	erlösung	N;INDF;FEM;SG	
salvare	rettungs	salvare	rettungs	N;INDF;FEM;SG	
salvare	retten	salvare	retten	N;INDF;FEM;SG	V;NFIN
vacanță	ferien	vacanță	ferienen	N;INDF;FEM;SG	
vacanță	urlaub	vacanță	urlaub	N;INDF;FEM;SG	ADV
vacanță	ferien	vacanță	ferienen	N;INDF;FEM;SG	
vacanță	urlaub	vacanță	urlaub	N;INDF;FEM;SG	ADV
malta	zypern	malta	zypern	PROPN	
malta	malta	malta	malta	PROPN	
manifestări	erscheinungen	manifestare	erscheinung	N;INDF;FEM;PL	V;NFIN
manifestări	ausprägungen	manifestare	ausprägungen	N;INDF;FEM;PL	V;NFIN
manifestări	erscheinungsformen	manifestare	erscheingsformen	N;INDF;FEM;PL	V;NFIN
fotbalul	football	fotbal	football	N;DEF;MASC;SG	ADJ
fotbalul	fußballspiel	fotbal	fußballspiel	N;DEF;MASC;SG	ADV
fotbalul	fußball	fotbal	fußball	N;DEF;MASC;SG	ADJ
fotbalul	fussball	fotbal	fussball	N;DEF;MASC;SG	
radical	radikal	radical	radikal	ADV	ADJ
radical	radikalen	radical	radikal	ADV	ADJ
radical	radikaler	radical	radikal	ADV	ADJ
radical	radikale	radical	radikal	ADV	ADJ;NOM;FEM;PL
asalt	körperverletzung	asalt	körperverletzung	N;INDF;MASC;SG	ADJ
asalt	überfall	asalt	überfall	N;INDF;MASC;SG	ADJ
renault	renault	renault	renaulen	PROPN	PROPN;SG
sierra	sierra	sierră	sierra	PROPN	PROPN;NOM;SG
specializate	spezialisiert	specializat	spezialisieren	ADJ;INDF;FEM;PL	V;V.PTCP
specializate	spezialisierten	specializat	spezialisiert	ADJ;INDF;FEM;PL	V;IND;PL;3;PST;FIN
specializate	spezialisierte	specializat	spezialisieren	ADJ;INDF;FEM;PL	V;IND;SG;3;PST;FIN
specializate	spezialisierte	specializat	spezialisieren	ADJ;INDF;FEM;PL	V;IND;SG;3;PST;FIN
specializate	spezialisiert	specializat	spezialisieren	ADJ;INDF;FEM;PL	V;V.PTCP
specializate	spezialisierten	specializat	spezialisiert	ADJ;INDF;FEM;PL	V;IND;PL;3;PST;FIN
buenos	buenos	buenos	buenos	N;INDF;MASC;SG	PROPN;NOM;NEUT;SG
dificultăți	schwierigkeit	dificultate	schwierigkeit	N;INDF;FEM;PL	ADJ
dificultăți	schwierigkeitsgrad	dificultate	schwierigkeitsgrad	N;INDF;FEM;PL	ADJ
râurile	flüsse	râu	flüssen	N;DEF;FEM;PL	N;NOM;MASC;PL
râurile	flüssen	râu	flüssen	N;DEF;FEM;PL	N;NOM;FEM;PL
râurile	rivers	râu	rivers	N;DEF;FEM;PL	PROPN
tribuna	tribüne	tribună	tribüne	N;DEF;FEM;SG	
tribuna	tribune	tribună	tribun	N;DEF;FEM;SG	PROPN;NOM;MASC;SG
lapte	milchprodukte	lapte	milchprodukt	N;INDF;MASC;SG	PROPN;NOM;SG
lapte	muttermilch	lapte	muttermilch	N;INDF;MASC;SG	PROPN
lapte	milch	lapte	milch	N;INDF;MASC;SG	
grove	grove	grov	grov	PROPN	PROPN
memoriile	memoiren	memorie	memoiren	N;DEF;FEM;PL	V;NFIN
memoriile	memoiren	memorie	memoiren	N;DEF;FEM;PL	V;NFIN
studios	studios	studios	studios	N;INDF;MASC;SG	PROPN
clara	klara	clar	klara	ADJ;DEF;FEM;SG	PROPN;NOM;FEM;SG
clara	clara	clar	clara	ADJ;DEF;FEM;SG	PROPN;NOM;SG
vieți	lebt	viață	leben	N;INDF;FEM;PL	V;IND;SG;3;PRS;FIN
vieți	wohnt	viață	wohnen	N;INDF;FEM;PL	V;IND;SG;3;PRS;FIN
boemia	böhmen	boemie	böhmen	N;DEF;FEM;SG	PROPN;NOM;NEUT;SG
letonia	lettland	letonie	lettland	PROPN	PROPN
islanda	island	islanda	island	PROPN	PROPN;NOM;NEUT;SG
hanovra	hannover	hanovră	hannover	PROPN	PROPN;NOM;NEUT;SG
hanovra	hannover	hanovră	hannover	PROPN	PROPN;NOM;NEUT;SG
rahman	rahman	rahman	rahman	N;INDF;MASC;SG	PROPN;NOM;MASC;SG
edinburgh	edinburgh	edinburgh	edinburgh	N;INDF;MASC;SG	PROPN
silva	silva	silvă	silva	PROPN	PROPN
democratic	demokratische	democratic	demokratisch	ADJ;INDF;MASC;SG	ADJ;NOM;FEM;PL
democratic	demokratischen	democratic	demokratisch	ADJ;INDF;MASC;SG	ADJ;NOM;MASC;PL
distinge	unterscheidung	distinge	unterscheidung	V;IND;SG;3;PRS;FIN	ADJ
vrei	will	vrea	wollen	V;IND;SG;2;PRS;FIN	V;IND;SG;3;PRS;FIN
vrei	wollen	vrea	wollen	V;IND;SG;2;PRS;FIN	V;IND;PL;3;PRS;FIN
vrei	möchten	vrea	mögen	V;IND;SG;2;PRS;FIN	V;IND;PL;3;PST;FIN
