sandstein	arenisca	sandstein	arenisca		N;FEM;SG
verabschiedet	adoptado	verabschieden	adoptar	V;V.PTCP	ADJ;MASC;SG;V.PTCP
verabschiedet	adoptados	verabschieden	adoptado	V;V.PTCP	ADJ;MASC;PL;V.PTCP
geistliche	clérigos	geistlich	clérigo	ADJ;NOM;FEM;PL	N;MASC;PL
geistliche	sacerdote	geistlich	sacerdote	ADJ;NOM;FEM;PL	N;MASC;SG
geistliche	cura	geistlich	cura	ADJ;NOM;FEM;PL	N;MASC;SG
geistliche	espiritual	geistlich	espiritual	ADJ;NOM;FEM;PL	ADJ;SG
geistliche	sacerdotes	geistlich	sacerdote	ADJ;NOM;FEM;PL	N;MASC;PL
geistliche	curas	geistlich	cura	ADJ;NOM;FEM;PL	N;MASC;PL
geistliche	clérigos	geistlich	clérigo	ADJ;NOM;FEM;PL	N;MASC;PL
geistliche	clero	geistlich	clero	ADJ;NOM;FEM;PL	N;MASC;SG
download	descarga	download	descarga		N;FEM;SG
download	bajar	download	bajar		V;NFIN
download	descargas	download	descarga		N;FEM;PL
download	descargar	download	descargar		V;NFIN
download	descargue	download	descargar		V;IMP;SG;3;FIN
dublin	dublín	dublin	dublín	PROPN;NOM;SG	N;MASC;SG
dublin	dublin	dublin	dublin	PROPN;NOM;SG	N;MASC;SG
gabriele	gabriele	gabrielen	gabriele	PROPN;NOM;FEM;SG	PROPN
planck	planck	planck	planck	PROPN;NOM;SG	N;MASC;SG
fantasy	fantasy	fantasy	fantasy	PROPN	N;MASC
fantasy	fantasia	fantasy	fantasia	PROPN	N;FEM;SG
fantasy	fantasías	fantasy	fantasía	PROPN	N;FEM;PL
fantasy	fantasía	fantasy	fantasía	PROPN	N;FEM;SG
anerkannte	reconocidas	anerkannt	reconocido	ADJ;SG	ADJ;FEM;PL;V.PTCP
anerkannte	reconocidos	anerkannt	reconocido	ADJ;SG	ADJ;MASC;PL;V.PTCP
anerkannte	reconoció	anerkannt	reconocer	ADJ;SG	V;IND;SG;3;PST;FIN
anerkannte	reconocidos	anerkannt	reconocido	ADJ;SG	ADJ;MASC;PL;V.PTCP
anerkannte	reconocidas	anerkannt	reconocido	ADJ;SG	ADJ;FEM;PL;V.PTCP
anerkannte	reconocidos	anerkannt	reconocido	ADJ;SG	ADJ;MASC;PL;V.PTCP
springen	jump	springen	jump	V;NFIN	N
springen	salto	springen	salto	V;NFIN	N;MASC;SG
springen	salta	springen	salta	V;NFIN	
springen	saltos	springen	salto	V;NFIN	N;MASC;PL
springen	salto	springen	salto	V;NFIN	N;MASC;SG
interessierte	interesados	interessieren	interesado	V;IND;SG;3;PST;FIN	ADJ;MASC;PL;V.PTCP
interessierte	interesado	interessieren	interesado	V;IND;SG;3;PST;FIN	ADJ;MASC;SG;V.PTCP
interessierte	interesada	interessieren	interesado	V;IND;SG;3;PST;FIN	ADJ;FEM;SG;V.PTCP
interessierte	interesadas	interessieren	interesado	V;IND;SG;3;PST;FIN	ADJ;FEM;PL;V.PTCP
standpunkt	mirador	standpunkt	mirador	ADV	N;MASC;SG
aktivität	actividad	aktivität	actividad	ADJ	N;FEM;SG
luigi	luigi	luigi	luigi	PROPN;NOM;MASC;SG	PROPN
genügt	bastan	nügen	bastar	V;IND;SG;3;PRS;FIN	V;IND;PL;3;PRS;FIN
gedruckt	impreso	drucken	impreso	V;V.PTCP	N;MASC;SG
gedruckt	impresa	drucken	impresa	V;V.PTCP	N;FEM;SG
gedruckt	impresos	drucken	impreso	V;V.PTCP	N;MASC;PL
störungen	disfunciones	störung	disfunción	V;NFIN	N;FEM;PL
störungen	interferencia	störung	interferencia	V;NFIN	N;FEM;SG
störungen	intromisión	störung	intromisión	V;NFIN	N;FEM;SG
störungen	interferencias	störung	interferencia	V;NFIN	N;FEM;PL
störungen	injerencia	störung	injerencia	V;NFIN	N;FEM;SG
störungen	injerencias	störung	injerencia	V;NFIN	N;FEM;PL
störungen	trastornos	störung	trastorno	V;NFIN	N;MASC;PL
störungen	desórdenes	störung	desorden	V;NFIN	N;MASC;PL
störungen	perturbaciones	störung	perturbación	V;NFIN	N;FEM;PL
störungen	disturbios	störung	disturbio	V;NFIN	N;MASC;PL
ken	ken	Ken	ken	PROPN;NOM;MASC;SG	PROPN
sportarten	deportes	sportarten	deporte	V;NFIN	N;MASC;PL
sportarten	sport	sportarten	sport	V;NFIN	N
sportarten	deporte	sportarten	deporte	V;NFIN	N;MASC;SG
sportarten	deportivo	sportarten	deportivo	V;NFIN	ADJ;MASC;SG
sportarten	deportes	sportarten	deporte	V;NFIN	N;MASC;PL
sportarten	deporte	sportarten	deporte	V;NFIN	N;MASC;SG
halbe	mitades	halb	mitad	ADJ;NOM;FEM;PL	N;FEM;PL
halbe	mitad	halb	mitad	ADJ;NOM;FEM;PL	N;FEM;SG
halbe	half	halb	half	ADJ;NOM;FEM;PL	N
halbe	medio	halb	medio	ADJ;NOM;FEM;PL	NUM;MASC;SG
louisiana	luisiana	louisiana	luisiano	PROPN;NOM;NEUT;SG	ADJ;FEM;SG
erläutert	explicado	erläutern	explicar	V;V.PTCP	ADJ;MASC;SG;V.PTCP
taiwan	taiwán	taiwan	taiwán	PROPN;NOM;MASC;SG	N;MASC;SG
taiwan	taiwan	taiwan	taiwar	PROPN;NOM;MASC;SG	N;MASC;SG
kritischen	critica	kritisch	criticar	ADJ	V;IND;SG;3;PRS;FIN
kritischen	críticos	kritisch	crítico	ADJ	N;MASC;PL
kritischen	crítica	kritisch	crítica	ADJ	N;FEM;SG
obergeschoss	arriba	oberschossen	arriba	ADJ	ADV
vorzeitig	prematuramente	vorzeitig	prematuramente	ADJ	ADV
vorzeitig	prematuros	vorzeitig	prematuro	ADJ	N;MASC;PL
sturz	derrocamiento	sturz	derrocamiento		N;MASC;SG
sturz	derrocar	sturz	derrocar		V;NFIN
sturz	caídas	sturz	caído		ADJ;FEM;PL;V.PTCP
sturz	cascadas	sturz	cascado		N;FEM;PL
sturz	falls	sturz	falls		N;MASC;PL
sturz	cataratas	sturz	catarata		N;FEM;PL
sturz	cae	sturz	caer		V;IND;SG;3;PRS;FIN
sturz	fall	sturz	fall		PROPN
sturz	otoño	sturz	otoño		N;MASC;SG
sturz	caída	sturz	caída		N;FEM;SG
erweiterten	ampliada	erweitern	ampliado	V;IND;PL;3;PST;FIN	ADJ;FEM;SG;V.PTCP
erweiterten	ampliados	erweitern	ampliado	V;IND;PL;3;PST;FIN	ADJ;MASC;PL;V.PTCP
erweiterten	ampliado	erweitern	ampliar	V;IND;PL;3;PST;FIN	ADJ;MASC;SG;V.PTCP
aufzeichnungen	actas	aufzeichnangen	acta	V;NFIN	N;FEM;PL
aufzeichnungen	registros	aufzeichnangen	registro	V;NFIN	N;MASC;PL
aufzeichnungen	discos	aufzeichnangen	disco	V;NFIN	N;MASC;PL
aufzeichnungen	records	aufzeichnangen	records	V;NFIN	N;MASC
aufzeichnungen	grabaciones	aufzeichnangen	grabación	V;NFIN	N;FEM;PL
amazon	amazonas	amazon	amazona		N;FEM;PL
amazon	amazon	amazon	amazon		N;MASC;SG
amazon	amazonia	amazon	amazonia		N;FEM;SG
amazon	amazona	amazon	amazona		N;FEM;SG
amazon	amazonía	amazon	amazonía		N;FEM;SG
teilgenommen	asistido	teilnehmen	asistir	V;V.PTCP	ADJ;MASC;SG;V.PTCP
teilgenommen	participado	teilnehmen	participado	V;V.PTCP	ADJ;MASC;SG;V.PTCP
befestigt	fortificada	befestigen	fortificado	V;V.PTCP	ADJ;FEM;SG;V.PTCP
befestigt	adjunto	befestigen	adjunto	V;V.PTCP	N;MASC;SG
befestigt	adjunta	befestigen	adjunto	V;V.PTCP	ADJ;FEM;SG
administrative	administrativa	administrativ	administrativo	ADJ;NOM;FEM;PL	ADJ;FEM;SG
administrative	administrativo	administrativ	administrativo	ADJ;NOM;FEM;PL	ADJ;MASC;SG
forst	bosques	forsen	bosque	PROPN;NOM;SG	N;MASC;PL
forst	forestales	forsen	forestal	PROPN;NOM;SG	ADJ;PL
forst	silvicultura	forsen	silvicultura	PROPN;NOM;SG	N;FEM;SG
forst	forestal	forsen	forestal	PROPN;NOM;SG	ADJ;SG
forst	forst	forsen	forst	PROPN;NOM;SG	PROPN
forst	bosque	forsen	bosque	PROPN;NOM;SG	N;MASC;SG
forst	forestales	forsen	forestal	PROPN;NOM;SG	ADJ;PL
forst	forestal	forsen	forestal	PROPN;NOM;SG	ADJ;SG
forst	selva	forsen	selva	PROPN;NOM;SG	N;FEM;SG
forst	bosques	forsen	bosque	PROPN;NOM;SG	N;MASC;PL
hang	pendiente	hang	pendiente	N	ADJ;SG
hang	cuelga	hang	colgar	N	V;IND;SG;3;PRS;FIN
hang	cuelgue	hang	colguir	N	V;IMP;SG;3;FIN
hang	colgar	hang	colgar	N	V;NFIN
stadtmauer	murallas	stadtmau	muralla		N;FEM;PL
stadtmauer	paredes	stadtmau	pared		N;FEM;PL
stadtmauer	muros	stadtmau	muro		N;MASC;PL
stadtmauer	murallas	stadtmau	muralla		N;FEM;PL
beantwortet	contestado	beantworten	contestado	V;V.PTCP	ADJ;MASC;SG;V.PTCP
beantwortet	respondido	beantworten	responder	V;V.PTCP	ADJ;MASC;SG;V.PTCP
labor	laboratorios	labor	laboratorio		N;MASC;PL
labor	laboratorio	labor	laboratorio		N;MASC;SG
labor	laboratorios	labor	laboratorio		N;MASC;PL
labor	laboratorio	labor	laboratorio		N;MASC;SG
labor	lab	labor	lab		N
labor	parto	labor	parto		N;MASC;SG
samstag	sábados	samstag	sábado	ADV	N;MASC;PL
samstag	sábado	samstag	sábado	ADV	N
samstag	sabado	samstag	sabar	ADV	ADJ;MASC;SG;V.PTCP
samstag	sábados	samstag	sábado	ADV	N;MASC;PL
lehmann	lehmann	lehmann	lehmann	PROPN;NOM;SG	N;FEM;SG
classic	clásicos	classic	clásico	PROPN	N;MASC;PL
classic	clásica	classic	clásico	PROPN	ADJ;FEM;SG
classic	clasico	classic	clasico	PROPN	ADJ;MASC;SG
classic	classic	classic	classic	PROPN	N
classic	clásico	classic	clásico	PROPN	ADJ;MASC;SG
wirtschafts	económicas	wirtschafts	económico	PROPN	ADJ;FEM;PL
wirtschafts	económicos	wirtschafts	económico	PROPN	ADJ;MASC;PL
wirtschafts	económico	wirtschafts	económico	PROPN	ADJ;MASC;SG
wirtschafts	economico	wirtschafts	economico	PROPN	ADJ;MASC;SG
wirtschafts	económica	wirtschafts	económico	PROPN	ADJ;FEM;SG
herausragende	eminente	herausragend	eminente	ADJ;NOM;FEM;PL	ADJ;SG
herausragende	eminentes	herausragend	eminente	ADJ;NOM;FEM;PL	N;PL
herausragende	pendiente	herausragend	pendiente	ADJ;NOM;FEM;PL	ADJ;SG
herausragende	excepcional	herausragend	excepcional	ADJ;NOM;FEM;PL	ADJ;SG
med	med	med	med		N
oberste	supremos	ober	supremo	ADJ;NOM	N;MASC;PL
oberste	suprema	ober	supremo	ADJ;NOM	N;FEM;SG
schwäbisch	schwäbisch	schwäbisch	schwäbisch	ADJ	N;MASC;SG
berühmt	celebridades	berühmt	celebridad	ADJ	N;FEM;PL
berühmt	celebridad	berühmt	celebridad	ADJ	N;FEM;SG
berühmt	fama	berühmt	fama	ADJ	N;FEM;SG
berühmt	fame	berühmt	fame	ADJ	N
restaurierung	renovaciones	restaurierung	renovación	N;NOM;FEM;SG	N;FEM;PL
restaurierung	restaurando	restaurierung	restaurar	N;NOM;FEM;SG	V;V.MSDR
restaurierung	restaurar	restaurierung	restaurar	N;NOM;FEM;SG	V;NFIN
restaurierung	restauraciones	restaurierung	restauración	N;NOM;FEM;SG	N;FEM;PL
geehrt	honrados	ehren	honrado	V;V.PTCP	ADJ;MASC;PL;V.PTCP
geehrt	honrado	ehren	honrado	V;V.PTCP	ADJ;MASC;SG;V.PTCP
geehrt	honorable	ehren	honorable	V;V.PTCP	ADJ;SG
geehrt	honrada	ehren	honrada	V;V.PTCP	ADJ;FEM;SG;V.PTCP
geehrt	honrado	ehren	honrado	V;V.PTCP	ADJ;MASC;SG;V.PTCP
geehrt	honrados	ehren	honrado	V;V.PTCP	ADJ;MASC;PL;V.PTCP
jonas	jonás	jonas	jonás	PROPN;NOM;MASC;SG	
jonas	jonas	jonas	jona	PROPN;NOM;MASC;SG	N;MASC;PL
jonas	jonás	jonas	jonás	PROPN;NOM;MASC;SG	
jonas	jonah	jonas	jonah	PROPN;NOM;MASC;SG	N;MASC;SG
umzug	traslados	umzugen	traslado	N;SG	N;MASC;PL
umzug	moviendo	umzugen	mover	N;SG	V;V.MSDR
umzug	conmovedor	umzugen	conmovedor	N;SG	ADJ;MASC;SG
umzug	desfilar	umzugen	desfilar	N;SG	V;NFIN
niedrigen	baja	niedrig	baja	ADJ	N;FEM;SG
niedrigen	bajas	niedrig	baja	ADJ	N;FEM;PL
niedrigen	low	niedrig	low	ADJ	
niedrigen	bajo	niedrig	bajo	ADJ	ADP
ski	esquís	ski	esquís		N;MASC;PL
ski	esquiar	ski	esquiar		V;NFIN
ski	esqui	ski	esqui		N;MASC;SG
ski	ski	ski	ski		N;MASC
ski	esquí	ski	esquí		N;MASC;SG
weichen	interruptores	weichen	interruptor	V;NFIN	N;MASC;PL
ansprechen	repuesta	ansprechen	repuesta	V;NFIN	N;FEM;SG
ansprechen	respuesta	ansprechen	respuesta	V;NFIN	N;FEM;SG
held	heroe	held	heroe	PROPN;SG	N;MASC;SG
held	hero	held	hero	PROPN;SG	N;MASC;SG
held	héroe	held	héroe	PROPN;SG	N;MASC;SG
erhöhung	aumentar	erhöhung	aumentar	N;NOM;FEM;SG	V;NFIN
erhöhung	aumenta	erhöhung	aumentar	N;NOM;FEM;SG	V;IND;SG;3;PRS;FIN
erhöhung	aumentan	erhöhung	aumentar	N;NOM;FEM;SG	V;IND;PL;3;PRS;FIN
erhöhung	elevaciones	erhöhung	elevación	N;NOM;FEM;SG	N;FEM;PL
kfz	automoción	kfz	automoción		N;FEM;SG
kfz	automotriz	kfz	automotriz		N;MASC;SG
wüste	desierto	wüst	desierto		N;MASC;SG
wüste	selva	wüst	selva		N;FEM;SG
wüste	desiertos	wüst	desierto		N;MASC;PL
verkauften	vendida	verkaufen	vendido	V;IND;PL;3;PST;FIN	ADJ;FEM;SG;V.PTCP
verkauften	vendido	verkaufen	vender	V;IND;PL;3;PST;FIN	ADJ;MASC;SG;V.PTCP
verkauften	vendidos	verkaufen	vendido	V;IND;PL;3;PST;FIN	ADJ;MASC;PL;V.PTCP
verkauften	vendidas	verkaufen	vendido	V;IND;PL;3;PST;FIN	ADJ;FEM;PL;V.PTCP
adolph	adolfo	adolph	adolfo	PROPN;NOM;MASC;SG	N;MASC;SG
polizisten	policía	polizist	policía	N;PL	N;SG
polizisten	policia	polizist	policia	N;PL	N;FEM;SG
polizisten	oficiales	polizist	oficial	N;PL	ADJ;PL
polizisten	policía	polizist	policía	N;PL	N;SG
polizisten	policia	polizist	policia	N;PL	N;FEM;SG
mhz	mhz	mhz	mhz		N;FEM;SG
uci	uci	uci	uci	PROPN;NOM;SG	N;SG
carter	carter	carter	carter	PROPN;NOM;SG	N;MASC;SG
princeton	princeton	princeton	princeton	PROPN;NOM;SG	N;MASC;SG
latein	latino	latein	latino	ADJ	N;MASC;SG
latein	latin	latein	latin	ADJ	N
latein	latín	latein	latín	ADJ	N;MASC;SG
tschechische	checo	tschechisch	checo	ADJ;NOM;FEM;PL	N;MASC;SG
tschechische	checos	tschechisch	checo	ADJ;NOM;FEM;PL	N;MASC;PL
tschechische	checa	tschechisch	checo	ADJ;NOM;FEM;PL	ADJ;FEM;SG
fortgesetzt	continuo	fortsetzen	continuo	V;V.PTCP	ADJ;MASC;SG
fortgesetzt	continuación	fortsetzen	continuación	V;V.PTCP	N;FEM;SG
fortgesetzt	continuado	fortsetzen	continuado	V;V.PTCP	ADJ;MASC;SG;V.PTCP
atlanta	atlanta	atlanta	atlantar	PROPN	N;FEM;SG
hip	hip	hip	hip	ADJ	N;MASC;SG
hip	cadera	hip	cadera	ADJ	N;FEM;SG
antwerpen	amberes	antwerpen	amberes		N;MASC;SG
kaiserslautern	kaiserslautern	kaiserslaut	kaiserslautern	PROPN;NOM;SG	N;SG
bks	bks	bks	bk	;SG	
invasion	invasiones	invasion	invasión		N;FEM;PL
invasion	invasión	invasion	invasión		N;FEM;SG
invasion	invadir	invasion	invadir		V;NFIN
invasion	invaden	invasion	invadir		V;IND;PL;3;PRS;FIN
antonius	anthony	antonius	anthony	PROPN;NOM;MASC;SG	PROPN
antonius	antonio	antonius	antonio	PROPN;NOM;MASC;SG	N;MASC;SG
antonius	antonio	antonius	antonio	PROPN;NOM;MASC;SG	N;MASC;SG
muhammad	muhammad	muhammad	muhammad	PROPN;NOM;SG	N;MASC;SG
muhammad	mahoma	muhammad	mahomo	PROPN;NOM;SG	N;MASC;SG
gegenwärtig	actualmente	gegenwärtig	actualmente	ADJ	ADV
northern	norte	northern	norte	PROPN	N;MASC;SG
northern	septentrional	northern	septentrional	PROPN	ADJ;SG
northern	northern	northern	northern	PROPN	N
northern	norteña	northern	norteño	PROPN	ADJ;FEM;SG
julian	julián	julian	julián	PROPN;NOM;MASC;SG	PROPN
julian	julian	julian	juliar	PROPN;NOM;MASC;SG	PROPN
nil	nulo	nil	nulo	PROPN;NOM;MASC;SG	ADJ;MASC;SG
nil	nulas	nil	nulo	PROPN;NOM;MASC;SG	ADJ;FEM;PL
nil	nula	nil	nulo	PROPN;NOM;MASC;SG	ADJ;FEM;SG
nil	nilo	nil	nilo	PROPN;NOM;MASC;SG	N;MASC;SG
selbständige	independent	selbständig	independent	ADJ;NOM;FEM;PL	N;SG
selbständige	independiente	selbständig	independiente	ADJ;NOM;FEM;PL	ADJ;SG
selbständige	independientes	selbständig	independiente	ADJ;NOM;FEM;PL	N;PL
selbständige	independientes	selbständig	independiente	ADJ;NOM;FEM;PL	N;PL
güterverkehr	fletes	güterverkehr	flete	ADJ	N;MASC;PL
güterverkehr	flete	güterverkehr	flete	ADJ	N;MASC;SG
güterverkehr	mercancías	güterverkehr	mercancía	ADJ	N;FEM;PL
alternativen	alternativa	alternativ	alternativa	ADJ	N;FEM;SG
alternativen	alternativas	alternativ	alternativa	ADJ	N;FEM;PL
sant	sant	senen	santo	PROPN	PROPN
altenburg	altenburgo	altenburg	altenburgo	PROPN;NOM;NEUT;SG	PROPN
abc	abc	abc	abc		N;SG
bestritten	disputa	bestreiten	disputa	V;V.PTCP	N;FEM;SG
bestritten	cuestionado	bestreiten	cuestionar	V;V.PTCP	ADJ;MASC;SG;V.PTCP
bestritten	disputado	bestreiten	disputado	V;V.PTCP	ADJ;MASC;SG;V.PTCP
bestritten	discutido	bestreiten	discutido	V;V.PTCP	ADJ;MASC;SG;V.PTCP
kiew	kiev	keißen	kiev		PROPN
hard	duro	hard	duro	PROPN	ADJ;MASC;SG
hard	duros	hard	duro	PROPN	ADJ;MASC;PL
hard	hard	hard	hard	PROPN	N;SG
hard	difícil	hard	difícil	PROPN	ADJ;SG
hard	dura	hard	duro	PROPN	ADJ;FEM;SG
wiedergänger	revenant	wiedergänger	revenant	ADJ	N;SG
uraufgeführt	estrenado	uraufgeführt	estrenar	V;V.PTCP	ADJ;MASC;SG;V.PTCP
faust	fausto	fausen	fausto		N;MASC;SG
faust	puño	fausen	puño		N;MASC;SG
faust	puños	fausen	puño		N;MASC;PL
vita	vita	vita	vita		N;FEM;SG
evans	evans	evans	evan	PROPN;NOM;MASC;SG	PROPN
anlehnung	afiliación	anlehnung	afiliación	ADJ	N;FEM;SG
anlehnung	filiación	anlehnung	filiación	ADJ	N;FEM;SG
interessante	interesante	interessant	interesante	ADJ;NOM;FEM;PL	ADJ;SG
holding	aguantando	holding	aguantar		V;V.MSDR
holding	holding	holding	holding		N;MASC;SG
holding	sosteniendo	holding	sostener		V;V.MSDR
ausserdem	tambien	ausserdem	tambien	ADV	
apple	manzana	applen	manzana		N;FEM;SG
apple	apple	applen	applir		PROPN
schlage	sugieren	schlage	sugerir	V;SG;FIN	V;IND;PL;3;PRS;FIN
schwanz	dick	schwanzen	dick	N	PROPN
fisch	piscis	fisch	piscis		N
fisch	pescado	fisch	pescado		N;MASC;SG
fisch	pesca	fisch	pesca		N;FEM;SG
fisch	peces	fisch	pez		N;MASC;PL
fisch	pescados	fisch	pescado		N;MASC;PL
fisch	pez	fisch	pez		N;MASC;SG
fisch	mariscos	fisch	marisco		N;MASC;PL
fisch	marisco	fisch	marisco		N;MASC;SG
thron	trono	thron	trono		N;MASC;SG
rapper	raperos	rapper	rapero		N;MASC;PL
rapper	rapero	rapper	rapero		N;MASC;SG
ozean	oceanic	ozean	oceanic		N;MASC;SG
ozean	oceánicas	ozean	oceánico		ADJ;FEM;PL
ozean	oceánico	ozean	oceánico		ADJ;MASC;SG
ozean	oceánica	ozean	oceánico		ADJ;FEM;SG
ozean	océano	ozean	océano		N;MASC;SG
ozean	océanos	ozean	océano		N;MASC;PL
ozean	océano	ozean	océano		N;MASC;SG
ozean	mar	ozean	mar		N;SG
ozean	oceano	ozean	oceano		N;MASC;SG
konservatorium	conservatorio	konservatorium	conservatorio	PROPN	N;MASC;SG
konservatorium	conservatorio	konservatorium	conservatorio	PROPN	N;MASC;SG
untergrund	subsuelo	untergrund	subsuelo	ADJ	N;MASC;SG
untergrund	underground	untergrund	underground	ADJ	N;MASC;SG
untergrund	sustrato	untergrund	sustrato	ADJ	N;MASC;SG
untergrund	subsuelo	untergrund	subsuelo	ADJ	N;MASC;SG
senior	senior	senior	senior	PROPN;NOM;SG	N;MASC;SG
nachkriegszeit	posguerra	nachkriegszeit	posguerra	ADJ	N;FEM;SG
cooper	cooper	cooper	cooper	PROPN;NOM;SG	PROPN
rechner	calculadora	rechner	calculadora		N;FEM;SG
rechner	calculadoras	rechner	calculador		N;FEM;PL
rechner	informática	rechner	informática		N;FEM;SG
rechner	computadores	rechner	computador		N;MASC;PL
rechner	computadoras	rechner	computador		N;FEM;PL
rechner	ordenadores	rechner	ordenador		N;MASC;PL
rechner	host	rechner	host		N;SG
rechner	anfitrión	rechner	anfitrión		N;MASC;SG
rechner	acogida	rechner	acogida		N;FEM;SG
rechner	huésped	rechner	huésped		N;MASC;SG
rechner	computadora	rechner	computador		N;FEM;SG
rechner	ordenador	rechner	ordenador		N;MASC;SG
rechner	informática	rechner	informática		N;FEM;SG
rechner	computadoras	rechner	computador		N;FEM;PL
rechner	ordenadores	rechner	ordenador		N;MASC;PL
rechner	anfitriones	rechner	anfitrión		N;MASC;PL
rechner	calculadoras	rechner	calculador		N;FEM;PL
ulmer	ulmer	ulm	ulmer		N;SG
schubert	schubert	schubern	schubert		N;MASC;SG
brigitte	brigitte	brigitt	brigitte	PROPN;NOM;FEM;SG	N;FEM;SG
zugrunde	subyacente	zugrunde	subyacente	ADV	ADJ;SG
zugrunde	subyacentes	zugrunde	subyacente	ADV	ADJ;PL
barry	barry	barry	barry	PROPN;SG	PROPN
neuauflage	reeditado	neuauflage	reeditar	N;NOM;FEM;SG	ADJ;MASC;SG;V.PTCP
brüdern	hermanos	brüdern	hermano		N;MASC;PL
brüdern	hermanos	brüdern	hermano		N;MASC;PL
brüdern	brothers	brüdern	brothers		N;MASC;PL
patent	patente	patent	patente	PROPN	N;SG
patent	patentes	patent	patente	PROPN	N;FEM;PL
patent	patente	patent	patente	PROPN	N;SG
patent	patentes	patent	patente	PROPN	N;FEM;PL
webseiten	website	webseiten	website	V;NFIN	N;MASC;SG
webseiten	web	webseiten	web	V;NFIN	N;FEM;SG
webseiten	sitio	webseiten	sitio	V;NFIN	N;MASC;SG
webseiten	web	webseiten	web	V;NFIN	N;FEM;SG
webseiten	telaraña	webseiten	telaraña	V;NFIN	N;FEM;SG
webseiten	sitios	webseiten	sitio	V;NFIN	N;MASC;PL
webseiten	emplazamientos	webseiten	emplazamiento	V;NFIN	N;MASC;PL
webseiten	webs	webseiten	webs	V;NFIN	N;FEM;PL
webseiten	sitios	webseiten	sitio	V;NFIN	N;MASC;PL
unterfamilie	subfamilia	unterfamilie	subfamilia	ADJ	N;FEM;SG
knochen	bones	knochen	bone	V;NFIN	N
knochen	huesos	knochen	hueso	V;NFIN	N;MASC;PL
knochen	ósea	knochen	óseo	V;NFIN	ADJ;FEM;SG
knochen	hueso	knochen	hueso	V;NFIN	N;MASC;SG
knochen	bone	knochen	bone	V;NFIN	N
knochen	huesos	knochen	hueso	V;NFIN	N;MASC;PL
ack	ack	ack	ack		N
veb	veb	veb	veb	PROPN	
posen	poznan	pos	poznar	PROPN	N;MASC;SG
posen	poznań	pos	poznań	PROPN	N;MASC;SG
posen	poses	pos	pose	PROPN	N;FEM;PL
posen	plantea	pos	plantear	PROPN	V;IND;SG;3;PRS;FIN
posen	posa	pos	posa	PROPN	V;IND;SG;3;PRS;FIN
posen	posen	pos	posen	PROPN	V;IND;PL;3;PRS;FIN
rechtlich	legalmente	rechtlich	legalmente	ADJ	ADV
rechtlich	jurídicamente	rechtlich	jurídicamente	ADJ	ADV
wenzel	wenzel	wenzel	wenzel		N;SG
wenzel	wenceslao	wenzel	wenceslao		N;MASC;SG
pionier	pioneer	pionier	pioneer	ADJ	N;SG
pionier	pioneros	pionier	pionero	ADJ	N;MASC;PL
pionier	pioneros	pionier	pionero	ADJ	N;MASC;PL
type	escribe	type	escribir		V;IND;SG;3;PRS;FIN
type	type	type	type		N
type	escriba	type	escribir		V;IMP;SG;3;FIN
type	tipo	type	tipo		N;MASC;SG
blütezeit	floración	blütezeit	floración	ADJ	N;FEM;SG
blütezeit	floreciendo	blütezeit	florecer	ADJ	V;V.MSDR
blütezeit	florecimiento	blütezeit	florecimiento	ADJ	N;MASC;SG
blütezeit	floración	blütezeit	floración	ADJ	N;FEM;SG
blütezeit	florecer	blütezeit	florecer	ADJ	V;NFIN
blütezeit	bloom	blütezeit	bloom	ADJ	N;SG
blütezeit	apogeo	blütezeit	apogeo	ADJ	N;MASC;SG
rumänischen	rumano	rumänisch	rumano	ADJ	N;MASC;SG
rumänischen	rumanos	rumänisch	rumano	ADJ	N;MASC;PL
metz	metz	metz	metz	PROPN;NOM;MASC;SG	PROPN
harold	harold	harold	harold	PROPN;NOM;MASC;SG	N;MASC;SG
brothers	hermanos	brothers	hermano	PROPN;NOM;SG	N;MASC;PL
brothers	brothers	brothers	brothers	PROPN;NOM;SG	N;MASC;PL
tests	probando	tests	probar	N	V;V.MSDR
entfernten	remota	entfernt	remoto	V;IND;PL;3;PST;FIN	ADJ;FEM;SG
entfernten	remotas	entfernt	remoto	V;IND;PL;3;PST;FIN	ADJ;FEM;PL
entfernten	remoto	entfernt	remoto	V;IND;PL;3;PST;FIN	ADJ;MASC;SG
ausgehen	discotecas	ausgehen	discoteca	V;NFIN	N;FEM;PL
ausgehen	discoteca	ausgehen	discoteca	V;NFIN	N;FEM;SG
ausgehen	citas	ausgehen	cita	V;NFIN	N;FEM;PL
ausgehen	fuera	ausgehen	fuera	V;NFIN	ADV
ausgehen	afuera	ausgehen	afuera	V;NFIN	
ausgehen	out	ausgehen	out	V;NFIN	
lebenslauf	reanuda	lebenslauf	reanudo		V;IND;SG;3;PRS;FIN
lebenslauf	curriculum	lebenslauf	curriculum		N;MASC;SG
lebenslauf	currículo	lebenslauf	currículo		N;MASC;SG
lebenslauf	currículum	lebenslauf	currículum		N;MASC;SG
lebenslauf	biografías	lebenslauf	biografía		N;FEM;PL
lebenslauf	biografía	lebenslauf	biografía		N;FEM;SG
lebenslauf	curriculum	lebenslauf	curriculum		N;MASC;SG
lebenslauf	reanudar	lebenslauf	reanudar		V;NFIN
lebenslauf	reanudación	lebenslauf	reanudación		N;FEM;SG
lebenslauf	currículum	lebenslauf	currículum		N;MASC;SG
