から	din	から	din	CONJ	ADP;ACC
取引	tranzactionare	取引	tranzactionare	V	N;INDF;FEM;SG
取引	tranzactii	取引	tranzact	V	N;INDF;FEM;PL
取引	operatiuni	取引	operatiune	V	N;INDF;FEM;PL
取引	tranzactiile	取引	tranzactie	V	N;DEF;FEM;PL
取引	comertul	取引	comert	V	N;DEF;MASC;SG
取引	comert	取引	comert	V	N;INDF;MASC;SG
長い	long	長い	long	ADJ	
禁止	interzis	禁止	interzice	V	ADJ;INDF;MASC;SG
禁止	interzisa	禁止	interzisa	V	N;DEF;FEM;SG
禁止	interdictia	禁止	interdictie	V	N;DEF;FEM;SG
禁止	interzicerea	禁止	interzicere	V	N;DEF;FEM;SG
禁止	interdictie	禁止	interdictie	V	N;INDF;FEM;SG
フォー	patru	フォー	patru	N	NUM;PL
フォー	pho	フォー	pho	N	
強化	intarirea	強化	intarire	V	N;DEF;FEM;SG
強化	consolidare	強化	consolidare	V	N;INDF;FEM;SG
強化	consolidarea	強化	consolidare	V	N;DEF;FEM;SG
パン	pan	パン	pan	N	
パン	paine	パン	pain	N	
パン	paine	パン	pain	N	
物理	fizice	物理	fizic	N	ADJ;INDF;FEM;PL
物理	fizic	物理	fizic	N	ADV
和歌	wakayama	和歌	wakayama	N	PROPN
管轄	competenta	管轄	competent	V	N;DEF;FEM;SG
回避	evaziune	回避	evaziune	V	N;INDF;FEM;SG
藤原	fujiwara	藤原	fujiwar	PROPN	N;DEF;FEM;SG
アフリカ	africa	アフリカ	africa	PROPN	N;DEF;FEM;SG
アフリカ	africani	アフリカ	african	PROPN	ADJ;INDF;MASC;PL
アフリカ	africana	アフリカ	african	PROPN	N;DEF;FEM;SG
アフリカ	africane	アフリカ	african	PROPN	ADJ;INDF;FEM;PL
アフリカ	african	アフリカ	african	PROPN	ADJ;INDF;MASC;SG
先生	sensei	先生	sens	N	
先生	doctore	先生	doctore	N	
訓練	antrenamente	訓練	antrenament	V	N;INDF;FEM;PL
訓練	antrenament	訓練	antrenament	V	N;INDF;MASC;SG
訓練	pregatire	訓練	pregatire	V	N;INDF;FEM;SG
訓練	formare	訓練	formare	V	N;INDF;FEM;SG
展示	expozitie	展示	expozitie	V	N;INDF;FEM;SG
展示	expozitia	展示	expozitie	V	N;DEF;FEM;SG
展示	expozitie	展示	expozitie	V	N;INDF;FEM;SG
展示	expozitie	展示	expozitie	V	N;INDF;FEM;SG
展示	exponate	展示	expona	V	N;INDF;FEM;PL
展示	expozitii	展示	expozit	V	N;INDF;FEM;PL
徳川	tokugawa	徳川	tokugawa	PROPN	PROPN
月刊	lunare	月刊	lunar	N	ADJ;INDF;FEM;PL
月刊	lunar	月刊	lunar	N	ADJ;INDF;MASC;SG
検索	cautare	検索	cautare	V	N;INDF;FEM;SG
検索	cautare	検索	cautare	V	N;INDF;FEM;SG
池田	ikeda	池田	ikeda	PROPN	
ポール	paul	ポール	paul	N	PROPN
ポール	pavel	ポール	pavel	N	PROPN
リスト	lista	リスト	listă	V	N;DEF;FEM;SG
リスト	lista	リスト	listă	V	N;DEF;FEM;SG
リスト	liste	リスト	listă	V	N;INDF;FEM;PL
リスト	listele	リスト	listă	V	N;DEF;FEM;PL
チャート	grafice	チャート	grafic	N	ADJ;INDF;FEM;PL
チャート	grafic	チャート	grafic	N	ADV
共通	comuna	共通	comună	V	N;DEF;FEM;SG
共通	comun	共通	comun	V	ADJ;INDF;MASC;SG
共通	comuna	共通	comună	V	N;DEF;FEM;SG
共通	frecvente	共通	frecvent	V	ADJ;INDF;FEM;PL
ケン	ken	ケン	ken	PROPN	PROPN
内部	interioare	内部	interior	N	ADJ;INDF;FEM;PL
内部	intern	内部	intern	N	ADJ;INDF;MASC;SG
内部	interne	内部	intern	N	ADJ;INDF;FEM;PL
グリーン	verzi	グリーン	verde	N	ADJ;INDF;PL
グリーン	verde	グリーン	verde	N	
スキー	ski	スキー	ski	N	
スキー	ski	スキー	ski	N	
愛称	supranumit	愛称	supranumit	N	ADJ;INDF;MASC;SG
愛称	poreclit	愛称	porecli	N	ADJ;INDF;MASC;SG
再	redeschide	再	redeschide	N	V;IND;SG;3;PRS;FIN
再	relua	再	relua	N	V;IND;SG;3;IPFV;FIN
再	reia	再	relua	N	V;IND;SG;3;PRS;FIN
ミニ	mini	ミニ	min	N	
スタッフ	personal	スタッフ	personal	N	ADV
いくつか	unele	いくつか	unul	ADV	PRO;FEM;PL;3
いくつか	unii	いくつか	unul	ADV	PRO;MASC;PL;3
司会	prezentatoare	司会	prezentatoare	N	ADJ;INDF;FEM
合意	consens	合意	consens	V	N;INDF;MASC;SG
合意	consensul	合意	consens	V	N;DEF;MASC;SG
合意	convenit	合意	convenit	V	ADJ;INDF;MASC;SG
合意	convenite	合意	conveni	V	ADJ;INDF;FEM;PL
合意	acordul	合意	acord	V	N;DEF;MASC;SG
合意	acord	合意	acord	V	N;INDF;MASC;SG
二	doua	二	doi	NUM	NUM;FEM;SG
二	doua	二	doi	NUM	NUM;FEM;SG
改善	imbunatatirea	改善	imbunatatire	V	N;DEF;FEM;SG
改善	imbunatatiri	改善	imbunatatire	V	N;INDF;FEM;PL
改善	ameliorare	改善	ameliorare	V	N;INDF;FEM;SG
改善	imbunatatire	改善	imbunatatir	V	N;INDF;FEM;SG
ブラジル	brazilia	ブラジル	brazilie	PROPN	PROPN
ブラジル	braziliana	ブラジル	brazilian	PROPN	N;DEF;FEM;SG
ブラジル	brazilian	ブラジル	brazilian	PROPN	ADJ;INDF;MASC;SG
ダン	dan	ダン	dan	PROPN	PROPN
観測	observate	観測	observat	V	ADJ;INDF;FEM;PL
観測	observat	観測	observa	V	ADJ;INDF;MASC;SG
観測	observata	観測	observa	V	N;DEF;FEM;SG
観測	observare	観測	observare	V	N;INDF;FEM;SG
観測	observarea	観測	observare	V	N;DEF;FEM;SG
観測	observare	観測	observare	V	N;INDF;FEM;SG
観測	observatie	観測	observatie	V	N;INDF;FEM;SG
観測	observatii	観測	observat	V	N;INDF;FEM;PL
木村	kimura	木村	kimura	PROPN	N;DEF;FEM;SG
シャー	shah	シャー	shah	PROPN	PROPN
シャー	sah	シャー	sah	PROPN	
河川	rau	河川	rau	N	
河川	river	河川	river	N	PROPN
河川	rivers	河川	rivers	N	PROPN
巨大	gigant	巨大	gigant	ADJ	N;INDF;MASC;SG
ナイト	knight	ナイト	knight	N	PROPN
ナイト	noaptea	ナイト	noaptea	N	ADV
命令	instruire	命令	instruire	V	N;INDF;FEM;SG
命令	ordine	命令	ordine	V	N;INDF;FEM;SG
命令	ordinele	命令	ordin	V	N;DEF;FEM;PL
命令	comenzi	命令	comandă	V	N;INDF;FEM;PL
ジャン	jean	ジャン	jean	PROPN	PROPN
旅行	calatorii	旅行	calator	V	N;INDF;FEM;PL
旅行	calatorie	旅行	calatorie	V	N;INDF;FEM;SG
旅行	excursie	旅行	excursie	V	N;INDF;FEM;SG
旅行	trip	旅行	trip	V	N;INDF;MASC;SG
旅行	calatorie	旅行	calatorie	V	N;INDF;FEM;SG
旅行	calatorie	旅行	calatorie	V	N;INDF;FEM;SG
旅行	calatorie	旅行	calatorie	V	N;INDF;FEM;SG
旅行	excursii	旅行	excursie	V	N;INDF;FEM;PL
ルー	lew	ルー	lew	N	PROPN
ルー	lou	ルー	lou	N	PROPN
一郎	ichirō	一郎	ichirō	PROPN	
一郎	ichiro	一郎	ichiro	PROPN	
ダンス	dance	ダンス	dance	N	
ダンス	danseaza	ダンス	dansează	N	V;IND;SG;3;IPFV;FIN
ダンス	danseaza	ダンス	dansează	N	V;IND;SG;3;IPFV;FIN
ダンス	dansez	ダンス	dansez	N	
ダンス	dansand	ダンス	dansand	N	
プロデュース	produc	プロデュース	produce	N	V;IND;PL;3;PRS;FIN
プロデュース	produce	プロデュース	produce	N	V;IND;SG;3;PRS;FIN
実現	realizat	実現	realiza	V	ADJ;INDF;MASC;SG
実現	realizarea	実現	realizare	V	N;DEF;FEM;SG
実現	realizare	実現	realizare	V	N;INDF;FEM;SG
セント	cent	セント	cent	PROPN	N;INDF;MASC;SG
ルート	trasee	ルート	traseu	PROPN	N;INDF;FEM;PL
ルート	rutele	ルート	rută	PROPN	N;DEF;FEM;PL
ルート	rute	ルート	rută	PROPN	N;INDF;FEM;PL
ルート	traseu	ルート	traseu	PROPN	N;INDF;MASC;SG
ルート	ruta	ルート	ruta	PROPN	N;DEF;FEM;SG
ルート	ruta	ルート	ruta	PROPN	N;DEF;FEM;SG
ルート	traseul	ルート	traseu	PROPN	N;DEF;MASC;SG
ルート	radacina	ルート	radacina	PROPN	N;DEF;FEM;SG
ルート	root	ルート	root	PROPN	N;INDF;MASC;SG
ルート	radacina	ルート	radacina	PROPN	N;DEF;FEM;SG
ルート	radacina	ルート	radacina	PROPN	N;DEF;FEM;SG
わずか	usoara	わずか	usoara	ADV	ADJ;DEF;FEM;SG
到着	sosirea	到着	sosire	V	N;DEF;FEM;SG
到着	sosire	到着	sosire	V	N;INDF;FEM;SG
到着	sosiri	到着	sosire	V	N;INDF;FEM;PL
トラ	tiger	トラ	tiger	PROPN	N;INDF;MASC;SG
トラ	tigrul	トラ	tigru	PROPN	N;DEF;MASC;SG
トラ	tigru	トラ	tigru	PROPN	N;INDF;MASC;SG
平和	pace	平和	pace	ADJ	N;INDF;FEM;SG
平和	pacea	平和	pace	ADJ	N;DEF;FEM;SG
注意	atentie	注意	atentie	V	
注意	atentie	注意	atentie	V	
ドラゴン	dragoni	ドラゴン	dragon	PROPN	N;INDF;MASC;PL
ドラゴン	dragonii	ドラゴン	dragon	PROPN	N;DEF;MASC;PL
ドラゴン	balaur	ドラゴン	balaur	PROPN	N;INDF;MASC;SG
ドラゴン	dragonul	ドラゴン	dragon	PROPN	N;DEF;MASC;SG
ドラゴン	dragon	ドラゴン	dragon	PROPN	N;INDF;MASC;SG
一度	odata	一度	odata	ADV	
今日	astazi	今日	astazi	N	
今日	azi	今日	azi	N	ADV
今日	astazi	今日	astazi	N	
集合	stabileste	集合	stabili	N	V;IND;SG;3;PRS;FIN
集合	seteaza	集合	setează	N	V;IND;SG;3;IPFV;FIN
集合	setat	集合	setat	N	ADJ;INDF;MASC;SG
回転	rotativa	回転	rotativa	V	N;DEF;FEM;SG
回転	rotire	回転	rotire	V	N;INDF;FEM;SG
回転	rotatie	回転	rotatie	V	N;INDF;FEM;SG
回転	rotire	回転	rotire	V	N;INDF;FEM;SG
青年	tinerete	青年	tânera	N	
小惑星	asteroid	小惑星	asteroid	N	ADJ;INDF;MASC;SG
小さな	micii	小さな	mic	ADJ	N;DEF;MASC;PL
テン	marten	テン	marten	N	
テン	zece	テン	zece	N	NUM;PL
秘密	secretele	秘密	secret		N;DEF;FEM;PL
秘密	secrete	秘密	secret		N;INDF;FEM;PL
秘密	secreta	秘密	secret		N;DEF;FEM;SG
秘密	secret	秘密	secret		N;INDF;MASC;SG
秘密	secreta	秘密	secret		N;DEF;FEM;SG
秘密	secrete	秘密	secret		N;INDF;FEM;PL
秘密	secretul	秘密	secret		N;DEF;MASC;SG
操作	operatiuni	操作	operatiune	V	N;INDF;FEM;PL
操作	operatiuni	操作	operatiune	V	N;INDF;FEM;PL
操作	operatii	操作	operat	V	N;INDF;FEM;PL
操作	operatie	操作	operatie	V	N;INDF;FEM;SG
操作	operatiune	操作	operatiune	V	N;INDF;FEM;SG
操作	operatiunea	操作	operatiune	V	N;DEF;FEM;SG
操作	operatiunea	操作	operatiune	V	N;DEF;FEM;SG
残り	ramase	残り	ramas	N	V;IND;SG;3;PST;FIN
一致	meciuri	一致	meci	V	N;INDF;FEM;PL
一致	chibrituri	一致	chibritură	V	N;INDF;FEM;PL
一致	meci	一致	meci	V	N;INDF;MASC;SG
一致	match	一致	match	V	N;INDF;MASC;SG
一致	potrivire	一致	potrivire	V	N;INDF;FEM;SG
オーストリア	austrieci	オーストリア	austriac	PROPN	N;INDF;MASC;PL
オーストリア	austriece	オーストリア	austriac	PROPN	ADJ;INDF;FEM;PL
オーストリア	austriac	オーストリア	austriac	PROPN	ADJ;INDF;MASC;SG
オーストリア	austriaca	オーストリア	austriacă	PROPN	ADJ;DEF;FEM;SG
オーストリア	austria	オーストリア	austria	PROPN	PROPN
山梨	yamanashi	山梨	yamanash	PROPN	PROPN
イオン	ioane	イオン	ioană	N	
ジャック	jack	ジャック	jack	N	PROPN
諸島	insulele	諸島	insulă	PROPN	N;DEF;FEM;PL
諸島	insule	諸島	insulă	PROPN	N;INDF;FEM;PL
休止	suspendare	休止	suspendare	V	N;INDF;FEM;SG
休止	suspendarea	休止	suspendare	V	N;DEF;FEM;SG
休止	suspensie	休止	suspensie	V	N;INDF;FEM;SG
休止	suspensia	休止	suspensie	V	N;DEF;FEM;SG
休止	pauza	休止	pauză	V	N;DEF;FEM;SG
休止	pauza	休止	pauză	V	N;DEF;FEM;SG
高知	kochi	高知	kochi	PROPN	PROPN
メキシコ	mexicana	メキシコ	mexicana	PROPN	ADJ;DEF;FEM;SG
メキシコ	mexicani	メキシコ	mexican	PROPN	N;INDF;MASC;PL
メキシコ	mexicana	メキシコ	mexicana	PROPN	ADJ;DEF;FEM;SG
メキシコ	mexicane	メキシコ	mexican	PROPN	ADJ;INDF;FEM;PL
メキシコ	mexican	メキシコ	mexican	PROPN	ADJ;INDF;MASC;SG
メキシコ	mexicul	メキシコ	mexic	PROPN	N;DEF;MASC;SG
メキシコ	mexico	メキシコ	mexico	PROPN	N;INDF;MASC;SG
メキシコ	mexic	メキシコ	mexic	PROPN	N;INDF;MASC;SG
フォード	ford	フォード	ford	PROPN	N;INDF;MASC;SG
レポート	raporteaza	レポート	raporta	N	V;IND;SG;3;IPFV;FIN
レポート	raportez	レポート	raporta	N	V;IND;PL;1;PRS;FIN
ブラ	bra	ブラ	bra	N	
地図	harta	地図	hartă	V	N;DEF;FEM;SG
地図	harta	地図	hartă	V	N;DEF;FEM;SG
地図	harti	地図	harti	V	N;INDF;FEM;PL
地図	harti	地図	harti	V	N;INDF;FEM;PL
違反	incalcare	違反	incalcare	V	N;INDF;FEM;SG
違反	incalcarea	違反	incalcare	V	N;DEF;FEM;SG
違反	violare	違反	violare	V	N;INDF;FEM;SG
違反	incalcare	違反	incalcare	V	N;INDF;FEM;SG
違反	incalcari	違反	incalcar	V	N;INDF;FEM;PL
野村	nomura	野村	nomură	PROPN	N;DEF;FEM;SG
十分	destul	十分	destul	ADJ	ADV
ティー	tee	ティー	tee	N	
改良	imbunatatiri	改良	imbunatatire	V	N;INDF;FEM;PL
改良	imbunatatit	改良	imbunatatit	V	ADJ;INDF;MASC;SG
ワイド	larg	ワイド	larg	N	ADV
ワイド	larga	ワイド	larg	N	ADJ;DEF;FEM;SG
ルイ	louis	ルイ	louis	PROPN	PROPN
ルイ	ludovic	ルイ	ludovic	PROPN	N;INDF;MASC;SG
ルイ	rui	ルイ	ruu	PROPN	PROPN
ルイ	louie	ルイ	louie	PROPN	
曖昧	ambiguu	曖昧	ambiguu		ADJ;INDF;MASC;SG
曖昧	vaga	曖昧	vag		ADJ;DEF;FEM;SG
曖昧	vagi	曖昧	vag		ADJ;INDF;PL
曖昧	ambiguitate	曖昧	ambiguitate		N;INDF;FEM;SG
録音	inregistrare	録音	inregistrare	V	N;INDF;FEM;SG
録音	inregistrarea	録音	inregistrare	V	N;DEF;FEM;SG
ニッポン	nippon	ニッポン	nippon	PROPN	N;INDF;MASC;SG
読み	citire	読む	citire	V	N;INDF;FEM;SG
指名	nominalizare	指名	nominalizare	V	N;INDF;FEM;SG
指名	nominalizarea	指名	nominalizare	V	N;DEF;FEM;SG
冒険	aventura	冒険	aventură	V	N;DEF;FEM;SG
冒険	aventura	冒険	aventură	V	N;DEF;FEM;SG
冒険	aventuri	冒険	avent	V	N;INDF;FEM;PL
冒険	aventurile	冒険	avent	V	N;DEF;FEM;PL
冒険	aventuri	冒険	avent	V	N;INDF;FEM;PL
バイパス	bypass	バイパス	bypass	PROPN	N;INDF;MASC;SG
医師	doctore	医師	doctore	N	
ワシントン	washington	ワシントン	washington	PROPN	PROPN
ワシントン	washingtonul	ワシントン	washington	PROPN	N;DEF;MASC;SG
生命	life	生命	life	N	
執行	executie	執行	executie	V	N;INDF;FEM;SG
執行	executare	執行	executare	V	N;INDF;FEM;SG
執行	executie	執行	executie	V	N;INDF;FEM;SG
執行	executarea	執行	executare	V	N;DEF;FEM;SG
コミュニティ	comunitati	コミュニティ	comunitat	N	
危険	pericolul	危険	pericol	ADJ	N;DEF;MASC;SG
危険	primejdie	危険	primejdie	ADJ	N;INDF;FEM;SG
危険	pericol	危険	pericol	ADJ	N;INDF;MASC;SG
健康	sanatate	健康	sanata	ADJ	N;INDF;FEM;SG
健康	sanatatea	健康	sanatate	ADJ	N;DEF;FEM;SG
健康	sanatate	健康	sanata	ADJ	N;INDF;FEM;SG
愛媛	ehime	愛媛	ehimă	PROPN	
わか	waka	わか	waka		PROPN
価格	pret	価格	pret	N	
価格	pret	価格	pret	N	
価格	tarifare	価格	tarifar	N	ADJ;INDF;FEM;PL
対立	conflictul	対立	conflict	V	N;DEF;MASC;SG
対立	conflicte	対立	conflict	V	N;INDF;FEM;PL
対立	conflict	対立	conflict	V	N;INDF;MASC;SG
香川	kagawa	香川	kagawa	PROPN	N;DEF;FEM;SG
ベン	ben	ベン	ben	PROPN	PROPN
専攻	major	専攻	major	N	ADJ;INDF;MASC;SG
専攻	maior	専攻	maior	N	PROPN
専攻	majore	専攻	major	N	ADJ;INDF;FEM;PL
数学	mate	数学	mate	N	
信号	semnalizeaza	信号	semnalizează	N	V;IND;SG;3;IPFV;FIN
ドン	don	ドン	don	N	PROPN
ダイレクト	directa	ダイレクト	directa	N	ADJ;DEF;FEM;SG
ダイレクト	directe	ダイレクト	direct	N	ADJ;INDF;FEM;PL
ダイレクト	directa	ダイレクト	directa	N	ADJ;DEF;FEM;SG
ダイレクト	direct	ダイレクト	direct	N	ADV
審議	deliberare	審議	deliberare	V	N;INDF;FEM;SG
スウェーデン	suedia	スウェーデン	suedia	PROPN	PROPN
ロバート	robert	ロバート	robert	PROPN	PROPN
金沢	kanazawa	金沢	kanazawa	PROPN	PROPN
動画	video	動画	video	N	ADJ
わら	paie	わら	pai		N;INDF;FEM;PL
広告	anunturi	広告	anunt	N	
幕府	bakufu	幕府	bakufu	N	
佐賀	saga	佐賀	sagă	PROPN	N;DEF;FEM;SG
実行	executie	実行	executie	V	N;INDF;FEM;SG
実行	executare	実行	executare	V	N;INDF;FEM;SG
実行	executie	実行	executie	V	N;INDF;FEM;SG
実行	executarea	実行	executare	V	N;DEF;FEM;SG
始める	start	始める	start	V	N;INDF;MASC;SG
始める	pornire	始める	pornire	V	N;INDF;FEM;SG
有効	activata	有効	activat	ADJ	N;DEF;FEM;SG
有効	valida	有効	validă	ADJ	N;DEF;FEM;SG
フラン	franc	フラン	franc	PROPN	N;INDF;MASC;SG
フラン	fran	フラン	fran	PROPN	N;INDF;MASC;SG
鎌倉	kamakura	鎌倉	kamakura	PROPN	N;DEF;FEM;SG
サポート	suport	サポート	suport	V	N;INDF;MASC;SG
サポート	sprijin	サポート	sprijin	V	N;INDF;MASC;SG
サポート	sprijinul	サポート	sprijin	V	N;DEF;MASC;SG
戦艦	cuirasat	戦艦	cuirasa	N	ADJ;INDF;MASC;SG
騎士	knight	騎士	knight	N	PROPN
トロ	toro	トロ	toro	PROPN	PROPN
学習	invatat	学習	invata	V	ADJ;INDF;MASC;SG
学習	invatat	学習	invata	V	ADJ;INDF;MASC;SG
学習	invatare	学習	invatare	V	N;INDF;FEM;SG
四国	shikoku	四国	shikoku	PROPN	
人生	life	人生	life	N	
ウェブ	website	ウェブ	websit	N	
大和	yamato	大和	yamato	PROPN	PROPN
コピー	copia	コピー	copie	V	N;DEF;FEM;SG
コピー	copiere	コピー	copiere	V	N;INDF;FEM;SG
コピー	copie	コピー	copie	V	N;INDF;FEM;SG
コピー	copiile	コピー	copie	V	N;DEF;FEM;PL
コピー	copierea	コピー	copiere	V	N;DEF;FEM;SG
コピー	copiere	コピー	copiere	V	N;INDF;FEM;SG
中山	nakayama	中山	nakayamă	PROPN	PROPN
希望	sperante	希望	sperant	V	N;INDF;FEM;PL
希望	speranta	希望	sperant	V	N;DEF;FEM;SG
希望	speranta	希望	sperant	V	N;DEF;FEM;SG
希望	speranta	希望	sperant	V	N;DEF;FEM;SG
三郎	saburo	三郎	saburo	PROPN	
マリア	maria	マリア	maria	PROPN	N;DEF;FEM;SG
ジェイ	jay	ジェイ	jay	PROPN	PROPN
練習	exerseaza	練習	exersa	N	V;IND;SG;3;IPFV;FIN
再生	redarea	再生	redare	V	N;DEF;FEM;SG
再生	redare	再生	redare	V	N;INDF;FEM;SG
再生	reabilitare	再生	reabilitare	V	N;INDF;FEM;SG
再生	reabilitarea	再生	reabilitare	V	N;DEF;FEM;SG
ウィン	wynn	ウィン	wynn	PROPN	PROPN
古い	batran	古い	batran	ADJ	N;INDF;MASC;SG
古い	old	古い	old	ADJ	N;INDF;MASC;SG
古い	batrane	古い	batran	ADJ	N;INDF;FEM;PL
撤退	retragere	撤退	retragere	V	N;INDF;FEM;SG
撤退	retragerea	撤退	retragere	V	N;DEF;FEM;SG
撤退	retragere	撤退	retragere	V	N;INDF;FEM;SG
撤退	retragerea	撤退	retragere	V	N;DEF;FEM;SG
撤退	sevraj	撤退	sevraj	V	N;INDF;MASC;SG
歴代	succesive	歴代	succesiv	N	ADJ;INDF;FEM;PL
無料	liber	無料	liber	N	ADV
無料	liberi	無料	liber	N	ADJ;INDF;MASC;PL
無料	free	無料	free	N	
無料	gratuit	無料	gratuit	N	ADJ;INDF;MASC;SG
ジャンプ	sari	ジャンプ	sare	N	
ソウル	seul	ソウル	seu	PROPN	N;DEF;MASC;SG
ソウル	seoul	ソウル	seoul	PROPN	N;DEF;MASC;SG
ソウル	sufletul	ソウル	suflet	PROPN	N;DEF;MASC;SG
ソウル	suflet	ソウル	suflet	PROPN	N;INDF;MASC;SG
ソウル	soul	ソウル	sou	PROPN	N;INDF;MASC;SG
滋賀	shiga	滋賀	shiga	PROPN	PROPN
期待	asteptari	期待	asteptar	V	N;INDF;MASC;PL
期待	asteptari	期待	asteptar	V	N;INDF;MASC;PL
期待	asteptarile	期待	asteptare	V	N;DEF;FEM;PL
期待	asteptat	期待	astepta	V	ADJ;INDF;MASC;SG
困難	dificultate	困難	dificultate	ADJ	N;INDF;FEM;SG
困難	dificultati	困難	dificultati	ADJ	
困難	dificultatea	困難	dificultate	ADJ	N;DEF;FEM;SG
困難	dificultatile	困難	dificultate	ADJ	N;DEF;FEM;PL
困難	dificultati	困難	dificultati	ADJ	
供給	furnizare	供給	furnizare	V	N;INDF;FEM;SG
供給	aprovizionare	供給	aprovizionare	V	N;INDF;FEM;SG
記憶	memorie	記憶	memorie	V	N;INDF;FEM;SG
記憶	memoria	記憶	memorie	V	N;DEF;FEM;SG
記憶	amintirea	記憶	amintire	V	N;DEF;FEM;SG
記憶	amintire	記憶	amintire	V	N;INDF;FEM;SG
早稲田	waseda	早稲田	waseda	PROPN	
低い	low	低い	low	ADJ	
まとめ	recapitulare	まとめる	recapitular	V	N;INDF;FEM;SG
まとめ	sumar	まとめる	sumar	V	N;INDF;MASC;SG
まとめ	rezumatul	まとめる	rezumat	V	N;DEF;MASC;SG
まとめ	rezumat	まとめる	rezumat	V	N;INDF;MASC;SG
はい	da	はく	da	CONJ	ADV
北京	beijing	北京	beijing	PROPN	N;INDF;MASC;SG
北京	peking	北京	pekinge	PROPN	N;INDF;MASC;SG
引用	cita	引用	cita	V	
引用	citez	引用	citez	V	
引用	citat	引用	cita	V	ADJ;INDF;MASC;SG
引用	citatul	引用	citat	V	N;DEF;MASC;SG
サイド	lateral	サイド	lateral	N	ADV
サイド	side	サイド	side	N	
トリ	tori	トリ	tor	PROPN	
原則	principiile	原則	princip	V	N;DEF;FEM;PL
原則	principii	原則	princip	V	N;INDF;FEM;PL
ラブ	iubesc	ラブ	iubi	N	V;IND;PL;3;PRS;FIN
信頼	increderea	信頼	incredere	V	N;DEF;FEM;SG
信頼	incredere	信頼	incredere	V	N;INDF;FEM;SG
信頼	incredere	信頼	incredere	V	N;INDF;FEM;SG
信頼	incredere	信頼	incredere	V	N;INDF;FEM;SG
信頼	incredere	信頼	incredere	V	N;INDF;FEM;SG
分析	analizand	分析	analiza	V	ADV
分析	analize	分析	analiză	V	N;INDF;FEM;PL
分析	analiza	分析	analiză	V	N;DEF;FEM;SG
分析	analiza	分析	analiză	V	N;DEF;FEM;SG
ベルリン	berlin	ベルリン	berlin	PROPN	PROPN
ベルリン	berlinul	ベルリン	berlin	PROPN	N;DEF;MASC;SG
流れる	curgand	流れる	curgand	V	N;INDF;MASC;SG
同時	simultan	同時	simultan	N	ADV
同時	simultane	同時	simultan	N	ADJ;INDF;FEM;PL
同時	simultana	同時	simultana	N	ADJ;DEF;FEM;SG
中野	nakano	中野	nakano	PROPN	N;INDF;MASC;SG
ルイス	lewis	ルイス	lewis	PROPN	PROPN
ルイス	louis	ルイス	louis	PROPN	PROPN
ルイス	ludovic	ルイス	ludovic	PROPN	N;INDF;MASC;SG
計算	calcul	計算	calcul	V	N;INDF;MASC;SG
計算	calculare	計算	calculare	V	N;INDF;FEM;SG
計算	calcularea	計算	calculare	V	N;DEF;FEM;SG
計算	calcule	計算	calcul	V	N;INDF;FEM;PL
計算	calculul	計算	calcul	V	N;DEF;MASC;SG
バイ	pa	バイ	pa	N	
意識	constiinta	意識	constiinta	V	N;DEF;FEM;SG
意識	constient	意識	constient	V	ADJ;INDF;MASC;SG
意識	constient	意識	constient	V	ADJ;INDF;MASC;SG
許可	permisiune	許可	permisiune	V	N;INDF;FEM;SG
許可	permisiunea	許可	permisiune	V	N;DEF;FEM;SG
許可	permisiunile	許可	permisiune	V	N;DEF;FEM;PL
許可	permisiuni	許可	permisiune	V	N;INDF;FEM;PL
回復	recuperarea	回復	recuperare	V	N;DEF;FEM;SG
回復	redresare	回復	redresare	V	N;INDF;FEM;SG
回復	redresarea	回復	redresare	V	N;DEF;FEM;SG
回復	recuperare	回復	recuperare	V	N;INDF;FEM;SG
拡張	prelungita	拡張	prelungita	V	ADJ;DEF;FEM;SG
拡張	prelungit	拡張	prelungi	V	ADJ;INDF;MASC;SG
拡張	extins	拡張	extins	V	ADJ;INDF;MASC;SG
拡張	extinsa	拡張	extinsa	V	ADJ;DEF;FEM;SG
拡張	extensii	拡張	extensie	V	N;INDF;FEM;PL
大きい	big	大きい	big	ADJ	N;INDF;MASC;SG
ハート	heart	ハート	heart	N	
ハート	hart	ハート	hart	N	PROPN
伊勢	ise	伊勢	is	PROPN	
メン	barbati	メン	barba	N	
メン	barbati	メン	barba	N	
固定	fixare	固定	fixar	V	N;INDF;FEM;SG
固定	fixa	固定	fixa	V	ADJ;DEF;FEM;SG
固定	fix	固定	fix	V	ADJ;INDF;MASC;SG
固定	reparat	固定	repara	V	ADJ;INDF;MASC;SG
固定	fixat	固定	fixat	V	ADJ;INDF;MASC;SG
マイケル	mihai	マイケル	mihai	PROPN	PROPN
マイケル	michael	マイケル	michael	PROPN	PROPN
マイケル	mihail	マイケル	mihail	PROPN	PROPN
占領	ocupat	占領	ocupa	V	ADJ;INDF;MASC;SG
占領	ocupate	占領	ocupat	V	ADJ;INDF;FEM;PL
占領	ocupata	占領	ocupata	V	ADJ;DEF;FEM;SG
占領	ocupatie	占領	ocupatie	V	N;INDF;FEM;SG
占領	ocupatie	占領	ocupatie	V	N;INDF;FEM;SG
青春	tinerete	青春	tânera	N	
佐々木	sasaki	佐々木	sasaki	PROPN	
出現	aparitia	出現	aparitie	V	N;DEF;FEM;SG
準備	pregatiri	準備	pregatire	V	N;INDF;FEM;PL
