van	from	van	from	ADP	
marie	marie	marie	mara	N;MASC+FEM;SG	PROPN;NOM;FEM;SG
kleur	kolory	kleur	kolor	N;MASC+FEM;SG	N;NOM;MASC;PL
kleur	kolory	kleur	kolor	N;MASC+FEM;SG	N;NOM;MASC;PL
kleur	kolorowy	kleur	kolorowy	N;MASC+FEM;SG	ADJ;NOM;MASC;SG
live	live	live	liv	N;MASC+FEM;SG	
live	żywo	live	żywo	N;MASC+FEM;SG	
live	żyj	live	żyć	N;MASC+FEM;SG	V;IPFV;IMP;SG;2;FIN;ACT
reclame	ogłoszenia	reclame	ogłoszenie	N;MASC+FEM;SG	V;PFV;IND;SG;1;FIN;ACT
verbonden	podłączone	verbinden	podłączyć	V;V.PTCP	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS
verbonden	powiązane	verbinden	powiązać	V;V.PTCP	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS
verbonden	połączony	verbinden	połączyć	V;V.PTCP	ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS
verbonden	połączone	verbinden	połączyć	V;V.PTCP	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS
verbonden	związane	verbinden	związany	V;V.PTCP	ADJ;NOM;NEUT;SG
verbonden	powiązanych	verbinden	powiązać	V;V.PTCP	ADJ;PFV;GEN;MASC;PL;POS;V.PTCP;PASS
verbonden	połączone	verbinden	połączyć	V;V.PTCP	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS
verbonden	powiązane	verbinden	powiązać	V;V.PTCP	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS
gevallen	upadły	geval	upaść	N;PL	V;PFV;FEM;IND;PL;PST;FIN;ACT
straal	wiązki	straal	wiązka	N;MASC+FEM;SG	N;ACC;FEM;PL
roman	rzymski	roman	rzymski	N;MASC+FEM;SG	ADJ;NOM;MASC;SG
roman	roman	roman	roman	N;MASC+FEM;SG	PROPN;NOM;MASC;SG
roman	rzymskie	roman	rzymski	N;MASC+FEM;SG	ADJ;NOM;NEUT;SG
roman	powieść	roman	powieść	N;MASC+FEM;SG	V;PFV;NFIN;ACT
ons	nasz	ons	nasz	PRO;ACC;1	DET;NOM;MASC;SG;1
ons	nasza	ons	nasz	PRO;ACC;1	DET;NOM;FEM;SG;1
ons	nasi	ons	nasz	PRO;ACC;1	DET;NOM;MASC;PL;1
ons	nasze	ons	nasz	PRO;ACC;1	DET;NOM;NEUT;SG;1
ons	our	ons	our	PRO;ACC;1	
regelmatig	regularnie	regelmatig	regularnie	ADJ	ADV
regelmatig	często	regelmatig	często	ADJ	ADV
regelmatig	regularnie	regelmatig	regularnie	ADJ	ADV
oostenrijk	austrię	oostenrijk	austroa	N;NEUT;SG	PROPN;ACC;FEM;SG
oostenrijk	austria	oostenrijk	austria	N;NEUT;SG	PROPN;NOM;FEM;SG
oostenrijk	austrii	oostenrijk	austria	N;NEUT;SG	PROPN;GEN;FEM;SG
troepen	wojska	troep	wojsko	N;PL	N;NOM;NEUT;SG
aarde	earth	aarde	earth	N;MASC+FEM;SG	
frank	frank	frank	frank	N;MASC+FEM;SG	PROPN;NOM;MASC;SG
frank	franka	frank	franek	N;MASC+FEM;SG	
bezit	posiadanie	bezitten	posiadać	V;SG;PRS;FIN	N;IPFV;NOM;NEUT;SG;POS;V.MSDR
bezit	posiadania	bezitten	posiadać	V;SG;PRS;FIN	N;IPFV;GEN;NEUT;SG;POS;V.MSDR
mens	męskie	mens	męski	N;MASC+FEM;SG	ADJ;NOM;NEUT;SG
mens	mens	mens	mens	N;MASC+FEM;SG	
mens	ludzkie	mens	ludzki	N;MASC+FEM;SG	ADJ;NOM;NEUT;SG
mens	ludzka	mens	ludzki	N;MASC+FEM;SG	ADJ;NOM;FEM;SG
mens	ludzki	mens	ludzki	N;MASC+FEM;SG	ADJ;NOM;MASC;SG
mens	human	mens	human	N;MASC+FEM;SG	
del	del	del	del	N;MASC+FEM;SG	
betrokken	zaangażowane	betrekken	zaangażowany	V;V.PTCP	ADJ;NOM;NEUT;SG
betrokken	zaangażowana	betrekken	zaangażować	V;V.PTCP	ADJ;NOM;FEM;SG
betrokken	zaangażowany	betrekken	zaangażować	V;V.PTCP	ADJ;NOM;MASC;SG
zanger	singer	zanger	singer	N;MASC+FEM;SG	
graafschap	powiat	graafschap	powiat	N;NEUT;SG	
kind	kid	kind	kid	N;NEUT;SG	
kind	child	kind	child	N;NEUT;SG	
berg	górski	berg	górski	N;MASC+FEM;SG	ADJ;NOM;MASC;SG
berg	mountain	berg	mountain	N;MASC+FEM;SG	
berg	góra	berg	góra	N;MASC+FEM;SG	
berg	góry	berg	góra	N;MASC+FEM;SG	N;NOM;FEM;PL
berg	berg	berg	berg	N;MASC+FEM;SG	PROPN;NOM;MASC;SG
albert	alberta	albert	albert	N;MASC+FEM;SG	
albert	albert	albert	albert	N;MASC+FEM;SG	PROPN;NOM;MASC;SG
albert	albercie	albert	albert	N;MASC+FEM;SG	
uitgegeven	wyemitowane	uitgeven	wyemitować	V;V.PTCP	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS
uitgegeven	wydany	uitgeven	wydać	V;V.PTCP	ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS
uitgegeven	wydane	uitgeven	wydać	V;V.PTCP	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS
uitgegeven	wydawane	uitgeven	wydawać	V;V.PTCP	ADJ;IPFV;NOM;NEUT;SG;POS;V.PTCP;PASS
uitgegeven	spędzony	uitgeven	spędzić	V;V.PTCP	ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS
uitgegeven	opublikowane	uitgeven	opublikować	V;V.PTCP	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS
uitgegeven	opublikowany	uitgeven	opublikować	V;V.PTCP	ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS
uitgegeven	publikacja	uitgeven	publikacja	V;V.PTCP	N;NOM;FEM;SG
uitgegeven	publikowane	uitgeven	publikować	V;V.PTCP	ADJ;IPFV;NOM;NEUT;SG;POS;V.PTCP;PASS
vroeger	wcześniej	vroeger	wcześnie	ADJ;CMPR	ADV;CMPR
vroeger	poprzednio	vroeger	poprzednio	ADJ;CMPR	ADV
vroeger	dawniej	vroeger	dawno	ADJ;CMPR	ADV;CMPR
eilanden	wyspy	eiland	wyspa	N;PL	
stemmen	głosujemy	stem	głosować	N;PL	V;IPFV;IND;PL;1;PRS;FIN;ACT
stemmen	głosowanie	stem	głosować	N;PL	N;NOM;NEUT;SG;POS;V.MSDR
stemmen	głosuj	stem	głosować	N;PL	V;IPFV;IMP;SG;2;FIN;ACT
stemmen	głosowania	stem	głosować	N;PL	N;GEN;NEUT;SG
stemmen	głosowanie	stem	głosować	N;PL	N;NOM;NEUT;SG;POS;V.MSDR
stemmen	głosuje	stem	głosować	N;PL	V;IPFV;IND;SG;3;PRS;FIN;ACT
stemmen	głosujemy	stem	głosować	N;PL	V;IPFV;IND;PL;1;PRS;FIN;ACT
stemmen	głosowania	stem	głosować	N;PL	N;GEN;NEUT;SG
stemmen	voices	stem	voices	N;PL	
paus	pope	paus	pope	N;MASC+FEM;SG	
verenigd	zjednoczone	verenigen	zjednoczyć	V;V.PTCP	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS
verenigd	united	verenigen	united	V;V.PTCP	
verenigd	zjednoczona	verenigen	zjednoczyć	V;V.PTCP	ADJ;PFV;NOM;FEM;SG;POS;V.PTCP;PASS
verenigd	zjednoczeni	verenigen	zjednoczyć	V;V.PTCP	ADJ;PFV;NOM;MASC;PL;POS;V.PTCP;PASS
verenigd	zjednoczonych	verenigen	zjednoczyć	V;V.PTCP	ADJ;PFV;GEN;MASC;PL;POS;V.PTCP;PASS
mogen	majowe	mogen	majowy	V;PL;PRS;FIN	ADJ;NOM;NEUT;SG
mogen	maja	mogen	mieć	V;PL;PRS;FIN	
mogen	może	mogen	móc	V;PL;PRS;FIN	V;IPFV;IND;SG;3;PRS;FIN;ACT
mogen	majowy	mogen	majowy	V;PL;PRS;FIN	ADJ;NOM;MASC;SG
mogen	maj	mogen	maj	V;PL;PRS;FIN	
officieel	formalnie	officieel	formalnie	ADJ	ADV
officieel	urzędnik	officieel	urzędnik	ADJ	N;NOM;MASC;SG
officieel	oficjalnie	officieel	oficjalnie	ADJ	ADV
officieel	oficjalnie	officieel	oficjalnie	ADJ	ADV
bezig	zajęte	bezig	zajęty	ADJ	
bezig	zajęty	bezig	zająć	ADJ	
vallen	spadające	vallen	spadać	V;NFIN	ADJ;IPFV;NOM;NEUT;SG;POS;V.PTCP;ACT
vallen	falls	vallen	falls	V;NFIN	N;NOM;MASC;SG
vallen	wodospad	vallen	wodospad	V;NFIN	N;NOM;MASC;SG
vallen	pułapki	vallen	pułapka	V;NFIN	N;ACC;FEM;PL
vallen	sidła	vallen	sidło	V;NFIN	N;NOM;NEUT;PL
vallen	upadek	vallen	upadek	V;NFIN	N;NOM;MASC;SG
vallen	jesień	vallen	jesień	V;NFIN	
brug	bridge	brug	bridgy	N;MASC+FEM;SG	
chinese	chińczyk	chinees	chińczyk	ADJ	N;NOM;MASC;SG
chinese	chiny	chinees	chiny	ADJ	
tom	tom	tom	tom	N;MASC+FEM;SG	
vermeld	wspomniana	vermelden	wspomnieć	V;V.PTCP	ADJ;PFV;NOM;FEM;SG;POS;V.PTCP;PASS
vermeld	wspomniany	vermelden	wspomnieć	V;V.PTCP	ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS
voordat	przed	voordat	przed	CONJ	ADP
voordat	wcześniej	voordat	wcześnie	CONJ	ADV;CMPR
vragen	pytania	vraag	pytanie	V;NFIN	N;NOM;NEUT;PL
vragen	pytań	vraag	pytanie	V;NFIN	N;GEN;NEUT;PL
com	com	com	com	N;MASC+FEM;SG	
com	kom	com	kom	N;MASC+FEM;SG	
vlag	flag	vlag	flag	N;MASC+FEM;SG	
datum	data	datum	datać	N;MASC+FEM;SG	
verkiezingen	wyborów	verkiezing	wybory	N;PL	
verkiezingen	wyborów	verkiezing	wybory	N;PL	
inhoud	treść	inhoud	treść	N;MASC+FEM;SG	
inhoud	treść	inhoud	treść	N;MASC+FEM;SG	
polen	poland	polen	poland	PROPN;NEUT;SG	
polen	polsce	polen	polska	PROPN;NEUT;SG	ADV
polen	polski	polen	polski	PROPN;NEUT;SG	ADJ;NOM;MASC;SG
polen	polska	polen	polski	PROPN;NEUT;SG	ADJ;NOM;FEM;SG
polen	polacy	polen	polak	PROPN;NEUT;SG	N;NOM;MASC;PL
polen	polonia	polen	polonia	PROPN;NEUT;SG	
polen	polaków	polen	polak	PROPN;NEUT;SG	N;GEN;MASC;PL
valign	valign	valign	valign	N;SG	
vijfde	piąte	vijf	piąty	ADJ	
vijfde	piąta	vijf	piąty	ADJ	
toren	tower	toren	tower	N;MASC+FEM;SG	
toren	wieży	toren	wieża	N;MASC+FEM;SG	V;IPFV;IND;SG;3;PRS;FIN;ACT
straat	ulice	straat	ulica	N;MASC+FEM;SG	N;NOM;FEM;PL
straat	ulic	straat	ulica	N;MASC+FEM;SG	
straat	street	straat	street	N;MASC+FEM;SG	
site	witryny	site	witryna	N;MASC+FEM;SG	N;GEN;FEM;PL
uitgebreid	obszerne	uitbreiden	obszerny	V;V.PTCP	ADJ;NOM;NEUT;SG
uitgebreid	rozszerzone	uitbreiden	rozszerzyć	V;V.PTCP	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS
uitgebreid	rozszerzona	uitbreiden	rozszerzyć	V;V.PTCP	ADJ;PFV;NOM;FEM;SG;POS;V.PTCP;PASS
uitgebreid	rozszerzony	uitbreiden	rozszerzyć	V;V.PTCP	ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS
uitgebreid	przedłużony	uitbreiden	przedłużyć	V;V.PTCP	ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS
uitgebreid	rozszerzone	uitbreiden	rozszerzyć	V;V.PTCP	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS
uitgebreid	rozszerzony	uitbreiden	rozszerzyć	V;V.PTCP	ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS
uitgebreid	rozszerzona	uitbreiden	rozszerzyć	V;V.PTCP	ADJ;PFV;NOM;FEM;SG;POS;V.PTCP;PASS
uitgebreid	rozszerzonej	uitbreiden	rozszerzyć	V;V.PTCP	ADJ;PFV;GEN;FEM;SG;POS;V.PTCP;PASS
uitgebreid	powiększone	uitbreiden	powiększyć	V;V.PTCP	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS
uitgebreid	rozszerzona	uitbreiden	rozszerzyć	V;V.PTCP	ADJ;PFV;NOM;FEM;SG;POS;V.PTCP;PASS
australië	australii	australië	australia	PROPN;NEUT;SG	PROPN;GEN;FEM;SG
australië	australia	australië	australia	PROPN;NEUT;SG	PROPN;NOM;FEM;SG
pierre	pierre	pierre	pierre	N;MASC+FEM;SG	PROPN;NOM;MASC;SG
series	szeregi	serie	szereg	N;PL	N;ACC;MASC;SG
series	serie	serie	serie	N;PL	
series	series	serie	series	N;PL	
series	seria	serie	seria	N;PL	N;NOM;FEM;SG
series	serii	serie	seria	N;PL	
gesloten	zamknięty	sluiten	zamknięty	V;V.PTCP	ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS
gesloten	zamknięte	sluiten	zamknąć	V;V.PTCP	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS
gesloten	zablokowane	sluiten	zablokować	V;V.PTCP	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS
gesloten	zamknięty	sluiten	zamknięty	V;V.PTCP	ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS
gesloten	nieczynne	sluiten	nieczynny	V;V.PTCP	ADJ;NOM;NEUT;SG
gesloten	zamknięte	sluiten	zamknąć	V;V.PTCP	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS
gesloten	zamknięta	sluiten	zamknąć	V;V.PTCP	ADJ;PFV;NOM;FEM;SG;POS;V.PTCP;PASS
trad	upr	treden	uprzeć	V;SG;PST;FIN	
gebruikte	stosowane	gebruiken	stosować	V;SG;PST;FIN	ADJ;IPFV;NOM;NEUT;SG;POS;V.PTCP;PASS
gebruikte	wykorzystane	gebruiken	wykorzystać	V;SG;PST;FIN	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS
gebruikte	użyte	gebruiken	użyć	V;SG;PST;FIN	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS
gebruikte	używana	gebruiken	używać	V;SG;PST;FIN	ADJ;IPFV;NOM;FEM;SG;POS;V.PTCP;PASS
gebruikte	używany	gebruiken	używać	V;SG;PST;FIN	ADJ;IPFV;NOM;MASC;SG;POS;V.PTCP;PASS
gebruikte	używane	gebruiken	używać	V;SG;PST;FIN	ADJ;IPFV;NOM;NEUT;SG;POS;V.PTCP;PASS
publiek	odbiorcy	publiek	odbiorca	N;NEUT;SG	
publiek	odbiorców	publiek	odbioriec	N;NEUT;SG	N;ACC;MASC;PL
publiek	publiczne	publiek	publiczny	N;NEUT;SG	ADJ;NOM;NEUT;SG
publiek	public	publiek	publica	N;NEUT;SG	
publiek	publiczna	publiek	publiczny	N;NEUT;SG	ADJ;NOM;FEM;SG
publiek	publiczny	publiek	publiczny	N;NEUT;SG	ADJ;NOM;MASC;SG
vorige	poprzednia	vorig	poprzedniać	ADJ	
vorige	poprzednie	vorig	poprzednie	ADJ	
vorige	wcześniejsze	vorig	wczesny	ADJ	ADJ;NOM;CMPR;NEUT;SG
internationaal	międzynarodowo	internationaal	międzynarodowo	ADJ	ADV
mark	oznacz	mark	oznaczyć	N;MASC+FEM;SG	V;PFV;IMP;SG;2;FIN;ACT
mark	zaznacz	mark	zaznaczyć	N;MASC+FEM;SG	V;PFV;IMP;SG;2;FIN;ACT
mark	marka	mark	marka	N;MASC+FEM;SG	
mark	mark	mark	mark	N;MASC+FEM;SG	PROPN;NOM;MASC;SG
wijze	mądrze	wijze	mądrze	N;MASC+FEM;SG	
wijze	mądre	wijze	mądry	N;MASC+FEM;SG	V;IPFV;IND;SG;3;PRS;FIN;ACT
smith	smith	smith	smith	N;MASC+FEM;SG	PROPN;NOM;MASC;SG
stem	głosujemy	stem	głosować	N;MASC+FEM;SG	V;IPFV;IND;PL;1;PRS;FIN;ACT
stem	głosuj	stem	głosować	N;MASC+FEM;SG	V;IPFV;IMP;SG;2;FIN;ACT
stem	glos	stem	glos	N;MASC+FEM;SG	V;IPFV;IND;SG;PST;FIN;ACT
dergelijke	taki	dergelijke	taki	ADJ	DET;NOM;MASC;SG
dergelijke	takie	dergelijke	taki	ADJ	DET;NOM;MASC;SG
markt	markt	markt	markt	N;MASC+FEM;SG	
markt	market	markt	market	N;MASC+FEM;SG	
molen	mill	molen	mill	N;MASC+FEM;SG	
partijen	imprezy	partij	impreza	N;PL	
partijen	przyjęcia	partij	przyjęcie	N;PL	N;NOM;NEUT;SG
geschat	szacowana	schatten	szacować	V;V.PTCP	ADJ;IPFV;NOM;FEM;SG;POS;V.PTCP;PASS
geschat	szacowany	schatten	szacować	V;V.PTCP	ADJ;IPFV;NOM;MASC;SG;POS;V.PTCP;PASS
geschat	szacunkowy	schatten	szacunkowy	V;V.PTCP	ADJ;NOM;MASC;SG
mede	mead	mede	mead	ADV	V;IPFV;IND;SG;2;PRS;FIN;ACT
genaamd	nazwany	genaamd	nazwać	V;V.PTCP	ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS
genaamd	nazwane	genaamd	nazwać	V;V.PTCP	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS
koningin	queen	koningin	queen	N;MASC+FEM;SG	
koningin	królowo	koningin	królowa	N;MASC+FEM;SG	V;IPFV;IMP;SG;2;FIN;ACT
kans	szanse	kans	szansa	N;MASC+FEM;SG	N;NOM;FEM;PL
kans	chance	kans	chanka	N;MASC+FEM;SG	
kans	okazje	kans	okazjy	N;MASC+FEM;SG	N;NOM;FEM;PL
aandacht	uwaga	aandacht	uwaga	N;MASC+FEM;SG	
black	czarna	black	czarny		ADJ;NOM;FEM;SG
black	czarne	black	czarny		ADJ;NOM;NEUT;SG
black	black	black	black		
black	czerń	black	czerń		
black	czarny	black	czarny		ADJ;NOM;MASC;SG
berlijn	berlin	berlijn	berlin	PROPN;NEUT;SG	PROPN;NOM;MASC;SG
mexico	meksyk	mexico	meksyk	PROPN;NEUT;SG	N;NOM;MASC;SG
bisschop	bishop	bisschop	bishop	N;MASC+FEM;SG	V;IPFV;IND;SG;2;PRS;FIN;ACT
vaste	stał	vast	stać	ADJ	V;IPFV;MASC;IND;SG;PST;FIN;ACT
vaste	stał	vast	stać	ADJ	V;IPFV;MASC;IND;SG;PST;FIN;ACT
vaste	stały	vast	stać	ADJ	V;IPFV;MASC;IND;PL;PST;FIN;ACT
vaste	stała	vast	stać	ADJ	V;IPFV;FEM;IND;SG;PST;FIN;ACT
hertog	duke	hertog	duky	N;MASC+FEM;SG	
ontwikkeld	rozwijane	ontwikkelen	rozwijać	V;V.PTCP	ADJ;IPFV;NOM;NEUT;SG;POS;V.PTCP;PASS
ontwikkeld	rozwiniętych	ontwikkelen	rozwinąć	V;V.PTCP	ADJ;PFV;GEN;MASC;PL;POS;V.PTCP;PASS
ontwikkeld	opracowane	ontwikkelen	opracować	V;V.PTCP	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS
ontwikkeld	rozwinięte	ontwikkelen	rozwinąć	V;V.PTCP	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS
ontwikkeld	opracowany	ontwikkelen	opracować	V;V.PTCP	ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS
griekse	grecja	grieks	grecja	ADJ	N;NOM;FEM;SG
oranje	orange	oranje	oranga	ADJ	
rechten	prawa	recht	prawo	N;PL	
rechten	praw	recht	prawo	N;PL	
golf	zatoce	golf	zatoc	N;MASC+FEM;SG	
golf	fale	golf	fala	N;MASC+FEM;SG	N;NOM;FEM;PL
zomer	summer	zomer	summer	N;MASC+FEM;SG	
zomer	letnie	zomer	letni	N;MASC+FEM;SG	ADJ;NOM;NEUT;SG
zomer	letni	zomer	letni	N;MASC+FEM;SG	ADJ;NOM;MASC;SG
zomer	lato	zomer	lato	N;MASC+FEM;SG	
sovjet	sowiecki	sovjet	sowiecki	N;MASC+FEM;SG	ADJ;NOM;MASC;SG
sovjet	radziecki	sovjet	radziecki	N;MASC+FEM;SG	ADJ;NOM;MASC;SG
college	studia	college	studia	N;NEUT;SG	N;NOM;NEUT;PL
relatie	relacje	relatie	relacja	N;MASC+FEM;SG	N;NOM;FEM;PL
relatie	stosunki	relatie	stosunki	N;MASC+FEM;SG	N;NOM;NEUT;PL
race	rasy	race	rasa	N;MASC+FEM;SG	N;ACC;FEM;PL
race	race	race	raka	N;MASC+FEM;SG	
festival	festival	festival	festival	N;NEUT;SG	
reactie	komentować	reactie	komentować	N;MASC+FEM;SG	V;IPFV;NFIN;ACT
reactie	reakcje	reactie	reakcja	N;MASC+FEM;SG	N;NOM;FEM;PL
reactie	odpowiedzi	reactie	odpowiedź	N;MASC+FEM;SG	N;ACC;FEM;PL
koor	chóru	koor	chór	N;NEUT;SG	
koor	chóru	koor	chór	N;NEUT;SG	
hulp	pomoc	hulp	pomoc	N;MASC+FEM;SG	V;IPFV;IND;SG;2;FIN;ACT
hulp	pomoc	hulp	pomoc	N;MASC+FEM;SG	V;IPFV;IND;SG;2;FIN;ACT
samenwerking	współpracy	samenwerking	współpraca	N;MASC+FEM;SG	
samenwerking	współpracy	samenwerking	współpraca	N;MASC+FEM;SG	
leider	leader	leider	leader	N;MASC+FEM;SG	
besluit	decyzje	besluit	decyzja	N;NEUT;SG	N;NOM;FEM;PL
lied	piosenki	lied	piosenka	N;NEUT;SG	N;ACC;FEM;PL
lied	pieśń	lied	pieśń	N;NEUT;SG	
lied	song	lied	song	N;NEUT;SG	
sport	sport	sport	sport	N;MASC+FEM;SG	
langer	dłużej	langer	długo	ADJ;CMPR	ADV;CMPR
langer	langer	langer	langer	ADJ;CMPR	PROPN;NOM;MASC;SG
opleiding	treningi	opleiding	trening	N;MASC+FEM;SG	N;NOM;MASC;PL
studie	badania	studie	badanie	N;MASC+FEM;SG	N;NOM;NEUT;PL
media	nośnik	media	nośnik	N;PL	N;NOM;MASC;SG
vroeg	wczesna	vroeg	wczesny	ADJ	
vroeg	wcześnie	vroeg	wcześnie	ADJ	ADV
vroeg	wczesne	vroeg	wczesny	ADJ	
anna	anna	anna	anna	N;MASC+FEM;SG	PROPN;NOM;FEM;SG
anna	ania	anna	ania	N;MASC+FEM;SG	PROPN;NOM;FEM;SG
groet	wita	groet	wita	N;MASC+FEM;SG	V;IPFV;IND;SG;3;PRS;FIN;ACT
groet	pozdrawia	groet	pozdrawiać	N;MASC+FEM;SG	V;IPFV;IND;SG;3;PRS;FIN;ACT
groepen	grup	groep	grupa	N;PL	
groepen	grupy	groep	grupa	N;PL	N;ACC;FEM;SG
georganiseerd	zorganizowana	organiseren	zorganizować	V;V.PTCP	ADJ;PFV;NOM;FEM;SG;POS;V.PTCP;PASS
georganiseerd	organizowane	organiseren	organizować	V;V.PTCP	ADJ;IPFV;NOM;NEUT;SG;POS;V.PTCP;PASS
georganiseerd	zorganizowane	organiseren	zorganizować	V;V.PTCP	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS
georganiseerd	zorganizowany	organiseren	zorganizować	V;V.PTCP	ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS
georganiseerd	zorganizowany	organiseren	zorganizować	V;V.PTCP	ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS
georganiseerd	zorganizowanej	organiseren	zorganizować	V;V.PTCP	ADJ;PFV;GEN;FEM;SG;POS;V.PTCP;PASS
georganiseerd	zorganizowane	organiseren	zorganizować	V;V.PTCP	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS
georganiseerd	zorganizowana	organiseren	zorganizować	V;V.PTCP	ADJ;PFV;NOM;FEM;SG;POS;V.PTCP;PASS
georganiseerd	organizowane	organiseren	organizować	V;V.PTCP	ADJ;IPFV;NOM;NEUT;SG;POS;V.PTCP;PASS
georganiseerd	gospodarzem	organiseren	gospodarz	V;V.PTCP	N;INS;MASC;SG
zag	piły	zien	pić	V;SG;PST;FIN	
zag	piła	zien	pić	V;SG;PST;FIN	
loop	pętli	lopen	pętla	V;SG;PRS;FIN	
loop	pętla	lopen	pętlać	V;SG;PRS;FIN	N;NOM;FEM;SG
heet	gorąco	heten	gorąco	V;SG;PRS;FIN	ADV
heet	hot	heten	hot	V;SG;PRS;FIN	
heet	gorące	heten	gorący	V;SG;PRS;FIN	ADJ;NOM;NEUT;SG
heet	gorąca	heten	gorący	V;SG;PRS;FIN	ADJ;NOM;FEM;SG
heet	gorący	heten	gorący	V;SG;PRS;FIN	ADJ;NOM;MASC;SG
upload	prześlij	upload	przesłać	N;MASC+FEM;SG	V;PFV;IMP;SG;2;FIN;ACT
gitaar	gitary	gitaar	gitar	N;MASC+FEM;SG	
gitaar	gitarze	gitaar	gitarz	N;MASC+FEM;SG	V;IPFV;IND;SG;PRS;FIN;ACT
situatie	sytuacje	situatie	sytuacja	N;MASC+FEM;SG	N;NOM;FEM;PL
verband	bandaże	verband	bandaż	N;NEUT;SG	N;NOM;MASC;PL
verband	bandaże	verband	bandaż	N;NEUT;SG	N;NOM;MASC;PL
italiaans	włochy	italiaans	włochy	ADJ	
italiaans	włoski	italiaans	włoski	ADJ	
italiaans	włoch	italiaans	wąć	ADJ	
hoger	wyżej	hoog	wysoko	ADJ;CMPR	ADV;CMPR
onafhankelijke	niezależni	onafhankelijk	niezależni	ADJ	N;NOM;MASC;PL
selectie	wyboru	selectie	wybór	N;MASC+FEM;SG	
selectie	dobór	selectie	dobór	N;MASC+FEM;SG	V;IPFV;IND;PRS;FIN;ACT
parochie	parafia	parochie	parafia	N;MASC+FEM;SG	
hield	kochany	houden	kochany	V;SG;PST;FIN	ADJ;NOM;MASC;SG
jong	jong	jong	jong	ADJ	PROPN;NOM;MASC;SG
jong	młodzi	jong	młody	ADJ	N;NOM;MASC;PL
jong	young	jong	young	ADJ	
ontwerp	design	ontwerp	design	N;NEUT;SG	
pieter	pieter	pieter	pieter	N;MASC+FEM;SG	PROPN;NOM;MASC;SG
bouwen	budowanie	bouwen	budować	V;NFIN	N;IPFV;NOM;NEUT;SG;POS;V.MSDR
bouwen	budynek	bouwen	budynek	V;NFIN	N;NOM;MASC;SG
bouwen	konstrukcja	bouwen	konstrukcja	V;NFIN	N;NOM;FEM;SG
bouwen	budowa	bouwen	budowa	V;NFIN	
bouwen	budownictwo	bouwen	budownictwo	V;NFIN	N;NOM;NEUT;SG
bouwen	budowanie	bouwen	budować	V;NFIN	N;IPFV;NOM;NEUT;SG;POS;V.MSDR
ontworpen	zaprojektowane	ontwerpen	zaprojektować	V;V.PTCP	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS
ontworpen	zaprojektowana	ontwerpen	zaprojektować	V;V.PTCP	ADJ;PFV;NOM;FEM;SG;POS;V.PTCP;PASS
ontworpen	zaprojektowany	ontwerpen	zaprojektować	V;V.PTCP	ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS
ontworpen	zaprojektowanych	ontwerpen	zaprojektować	V;V.PTCP	ADJ;PFV;GEN;MASC;PL;POS;V.PTCP;PASS
hof	hof	hof	hof	N;NEUT;SG	V;IPFV;IMP;SG;2;FIN;ACT
hof	court	hof	court	N;NEUT;SG	
