और	og	और	og		CONJ
छोटी	korte	छोटा	kort	ADJ;FEM;SG	ADJ;PL
सूचना	opplysninger	सूचना	opplysninger	N;NOM;FEM;SG;3	N;INDF;FEM;PL
राम	ram	राम	ram	PROPN;NOM;MASC;SG;3	N
राम	rama	राम	rama	PROPN;NOM;MASC;SG;3	N;INDF;FEM;SG
नवम्बर	november	नवंबर	november	PROPN;NOM;MASC;SG;3	N;INDF;MASC;SG
माता	mata	माता	mate	N;NOM;FEM;SG;3	ADJ;INDF;SG;V.PTCP
पीछे	baklengs	पीछे	baklengs	ADV;NOM;MASC;SG;3	N;INDF;MASC;SG
पीछे	bakover	पीछे	bakover	ADV;NOM;MASC;SG;3	ADP
पीछे	attende	पीछे	attende	ADV;NOM;MASC;SG;3	ADP
पीछे	back	पीछे	back	ADV;NOM;MASC;SG;3	N
पीछे	tilbake	पीछे	tilbake	ADV;NOM;MASC;SG;3	ADP
पीछे	rygg	पीछे	rygg	ADV;NOM;MASC;SG;3	ADJ;INDF;SG
पीछे	behind	पीछे	behind	ADV;NOM;MASC;SG;3	N;INDF;SG
पीछे	bak	पीछे	bak	ADV;NOM;MASC;SG;3	ADP
पीछे	bakover	पीछे	bakover	ADV;NOM;MASC;SG;3	ADP
पीछे	bakre	पीछे	bakre	ADV;NOM;MASC;SG;3	ADJ;SG
राष्ट्रपति	president	राष्ट्रपति	president	PROPN;NOM;MASC;SG;3	N;INDF;MASC;SG
राष्ट्रपति	presidenten	राष्ट्रपति	president	PROPN;NOM;MASC;SG;3	N;DEF;MASC;SG
दल	fester	दल	fester	N;NOM;MASC;SG;3	N;INDF;FEM;PL
मीटर	meter	मीटर	meter	N;NOM;MASC;SG;3	N;INDF;MASC;PL
मीटर	meter	मीटर	meter	N;NOM;MASC;SG;3	N;INDF;MASC;PL
मीटर	meter	मीटर	meter	N;NOM;MASC;SG;3	N;INDF;MASC;PL
क्रिया	handlingene	क्रिया	handling	N;NOM;FEM;SG;3	N;DEF;FEM;PL
क्रिया	handlinger	क्रिया	handling	N;NOM;FEM;SG;3	N;INDF;FEM;PL
गूगल	google	गूगल	goog	PROPN;NOM;MASC;SG;3	N;INDF;NEUT;SG
गूगल	google+	गूगल	googlei	PROPN;NOM;MASC;SG;3	N;INDF;MASC;SG
विवाह	brylluper	विवाह	bryllupe	N;NOM;MASC;SG;3	N;INDF;FEM;PL
बनाए	opprettes	बना	opprettes	V;PFV;MASC;PL;V.PTCP;ACT	N;INDF;MASC;SG
बनाए	opprettet	बना	opprett	V;PFV;MASC;PL;V.PTCP;ACT	N;INDF;NEUT;SG
बनाए	skapt	बना	skape	V;PFV;MASC;PL;V.PTCP;ACT	ADJ;INDF;NEUT;SG;V.PTCP
बनाए	laga	बना	lage	V;PFV;MASC;PL;V.PTCP;ACT	ADJ;INDF;NEUT;SG;V.PTCP
सुधार	forbedringer	सुधार	forbedringer	N;NOM;MASC;SG;3	N;INDF;FEM;PL
सुधार	forbedringene	सुधार	forbedring	N;NOM;MASC;SG;3	N;DEF;FEM;PL
समाप्त	avslutt	समाप्त	avslutt	ADJ	N;INDF;MASC;SG
समाप्त	finish	समाप्त	finish	ADJ	N;INDF;MASC;SG
समाप्त	avslutte	समाप्त	avslutte	ADJ	N;INDF;NEUT;SG
समाप्त	avslutt	समाप्त	avslutt	ADJ	N;INDF;MASC;SG
समाप्त	ende	समाप्त	ende	ADJ	N;INDF;MASC;SG
समाप्त	slutt	समाप्त	slutt	ADJ	N;INDF;MASC;SG
समाप्त	fullførte	समाप्त	fullføre	ADJ	V;IND;PST;FIN
समाप्त	utløper	समाप्त	utløpe	ADJ	N;INDF;MASC;SG
समाप्त	fullførte	समाप्त	fullføre	ADJ	V;IND;PST;FIN
समाप्त	avsluttet	समाप्त	avslutt	ADJ	N;DEF;NEUT;SG
ब्रिटेन	storbritannia	ब्रिटेन	storbritanni	PROPN;NOM;MASC;SG;3	N;INDF;MASC;SG
दिनों	days	दिन	days	N;NOM;MASC;PL;3	N;INDF;MASC;SG
बच्चों	kids	बच्चा	kids	N;ACC;MASC;PL;3	N;INDF;MASC;SG
बच्चों	kidsa	बच्चा	kidse	N;ACC;MASC;PL;3	N;INDF;MASC;SG
बच्चों	unger	बच्चा	unger	N;ACC;MASC;PL;3	N;INDF;MASC;SG
बच्चों	unger	बच्चा	unger	N;ACC;MASC;PL;3	N;INDF;MASC;SG
नियम	regler	नियम	regel	N;NOM;MASC;SG;3	N;INDF;FEM;PL
जन्मे	born	जन्मा	barn	V;MASC;IND;SG;3;FIN;ACT	N;INDF;NEUT;PL
जन्मे	født	जन्मा	føde	V;MASC;IND;SG;3;FIN;ACT	ADJ;INDF;SG;V.PTCP
चीनी	kinesere	चीनी	kinesere		N;INDF;FEM;SG
चीनी	kinesisk	चीनी	kinesisk		ADJ;INDF;NEUT;SG
स्वास्थ्य	helsa	स्वास्थ्य	helse	N;NOM;MASC;SG;3	ADJ;INDF;SG;V.PTCP
सहायक	nyttig	सहायक	nyttig	N;NOM;MASC;SG;3	ADJ;INDF;NEUT;SG
सहायक	nyttige	सहायक	nyttig	N;NOM;MASC;SG;3	ADJ;PL
सहायक	hjelper	सहायक	hjelpe	N;NOM;MASC;SG;3	V;IND;PRS;FIN
प्रयुक्त	brukt	प्रयुक्त	bruke	ADP	ADJ;INDF;NEUT;SG;V.PTCP
प्रयुक्त	brukes	प्रयुक्त	brukes	ADP	
प्रयुक्त	brukte	प्रयुक्त	bruke	ADP	ADJ;PL;V.PTCP
प्रयुक्त	pretor	प्रयुक्त	pretor	ADP	N;INDF;MASC;SG
उल्लेख	nevner	उल्लेख	nevne	N;NOM;MASC;SG;3	V;IND;PRS;FIN
उल्लेख	nevne	उल्लेख	nevne	N;NOM;MASC;SG;3	V;NFIN
उल्लेख	omtaler	उल्लेख	omtale	N;NOM;MASC;SG;3	V;IND;PRS;FIN
उल्लेख	nevner	उल्लेख	nevne	N;NOM;MASC;SG;3	V;IND;PRS;FIN
उपयुक्त	passende	उपयुक्त	passende	ADJ	N;INDF;MASC;SG
उपयुक्त	passende	उपयुक्त	passende	ADJ	N;INDF;MASC;SG
उपयुक्त	egnet	उपयुक्त	egn	ADJ	N;DEF;NEUT;SG
बंद	lukk	बंद	lukk	ADJ	N;INDF;NEUT;SG
बंद	lukke	बंद	lukke	ADJ	N;INDF;FEM;SG
बंद	close	बंद	close	ADJ	N
बंद	off	बंद	off	ADJ	N;INDF;NEUT
बंद	av	बंद	av	ADJ	ADP
बंद	lukket	बंद	lukk	ADJ	N;DEF;NEUT;SG
किलोमीटर	kilometer	किलोमीटर	kilometer	N;NOM;MASC;SG;3	N;INDF;MASC;PL
किलोमीटर	kilometer	किलोमीटर	kilometer	N;NOM;MASC;SG;3	N;INDF;MASC;PL
किलोमीटर	kilometer	किलोमीटर	kilometer	N;NOM;MASC;SG;3	N;INDF;MASC;PL
जिसने	kven	जो	kven	PRO;SG;3	PRO;HUM
जिसने	who	जो	who	PRO;SG;3	N
जिसने	hvem	जो	hvem	PRO;SG;3	N;INDF;MASC;SG
इंग्लैंड	england	इंग्लैंड	england	PROPN;NOM;MASC;SG;3	N;INDF;NEUT;SG
इंग्लैंड	eng	इंग्लैंड	eng	PROPN;NOM;MASC;SG;3	N;INDF;NEUT;SG
धीरे	gradvis	धीरे	gradvis	ADV	ADJ;INDF;NEUT;SG
धीरे	langsomt	धीरे	langsom	ADV	ADJ;INDF;NEUT;SG
धीरे	sakte	धीरे	sakte	ADV	ADJ;INDF;NEUT;SG
लाख	lakh	लाख	lakh	NUM	N;INDF;MASC;SG
लाख	million	लाख	million	NUM	N;INDF;MASC;SG
लाख	lac	लाख	lac	NUM	N;INDF;MASC;SG
सफल	vellykket	सफल	vellykk	ADJ	N;DEF;NEUT;SG
सफल	vellykkede	सफल	vellykkede	ADJ	N;INDF;MASC;SG
सफल	lykkes	सफल	lykkes	ADJ	N;INDF;MASC;SG
सफल	vellykket	सफल	vellykk	ADJ	N;DEF;NEUT;SG
सफल	suksessen	सफल	suksess	ADJ	N;DEF;MASC;SG
सफल	suksess	सफल	suksess	ADJ	N;INDF;MASC;SG
जाए	jaye	जा	jaye	V;SBJV;SG;FIN;ACT	N;INDF;MASC;SG
पहचान	identiteter	पहचान	identitet	N;NOM;FEM;SG;3	N;INDF;MASC;PL
राष्ट्र	nasjoner	राष्ट्र	nasjon	N;NOM;MASC;SG;3	N;INDF;MASC;PL
देना	dena	दे	den	V;MASC;NFIN;ACT	N;INDF;MASC;SG
संग्रह	samlinger	संग्रह	samlinger	N;NOM;MASC;SG;3	N;INDF;FEM;PL
भीतर	innenfor	भीतर	innenfor	ADV;NOM;MASC;SG;3	
भीतर	innafor	भीतर	innafor	ADV;NOM;MASC;SG;3	ADP
भीतर	inside	भीतर	inside	ADV;NOM;MASC;SG;3	N
भीतर	innsiden	भीतर	innside	ADV;NOM;MASC;SG;3	N;DEF;MASC;SG
भीतर	innvendig	भीतर	innvendig	ADV;NOM;MASC;SG;3	ADJ;INDF;NEUT;SG
भीतर	inne	भीतर	inne	ADV;NOM;MASC;SG;3	ADP
भीतर	innenfor	भीतर	innenfor	ADV;NOM;MASC;SG;3	
भीतर	innen	भीतर	innen	ADV;NOM;MASC;SG;3	
मौजूद	finnes	मौजूद	finnan	ADJ	
मौजूद	eksistere	मौजूद	eksistere	ADJ	V;IMP;NFIN
मौजूद	eksisterer	मौजूद	eksistere	ADJ	V;IND;PRS;FIN
मौजूद	nåværende	मौजूद	nåværende	ADJ	N;INDF;NEUT;SG
मौजूद	presentere	मौजूद	presentere	ADJ	V;NFIN
मौजूद	presang	मौजूद	presang	ADJ	N;INDF;MASC;SG
मौजूद	nåtid	मौजूद	nåtid	ADJ	N;INDF;FEM;SG
मौजूद	tilstede	मौजूद	tilsted	ADJ	N;INDF;MASC;SG
कांग्रेस	kongressen	कांग्रेस	kongress	PROPN;NOM;FEM;SG;3	N;DEF;MASC;SG
कांग्रेस	kongress	कांग्रेस	kongress	PROPN;NOM;FEM;SG;3	N;INDF;MASC;SG
नृत्य	danse	नृत्य	danse	N;NOM;MASC;SG;3	V;IMP;NFIN
सामूहिक	kollektivet	सामूहिक	kollektiv	ADJ;NOM	N;DEF;NEUT;SG
स्रोत	kilder	स्रोत	kilder	N;NOM;MASC;SG;3	N;INDF;MASC;PL
एकल	enslig	एकल	enslig	N;NOM;MASC;SG;3	ADJ;INDF;NEUT;SG
मानक	standard	मानक	standard		N;INDF;MASC;SG
बताया	fortalt	बता	fortelje	V;PFV;MASC;SG;V.PTCP;ACT	ADJ;INDF;NEUT;SG;V.PTCP
विकि	wiki	विकि	wiki		N
विद्यालय	skolene	विद्यालय	skole	N;NOM;MASC;SG;3	N;DEF;FEM;PL
विद्यालय	skoler	विद्यालय	skole	N;NOM;MASC;SG;3	N;INDF;FEM;PL
अंतर्राष्ट्रीय	international	अंतर्राष्ट्रीय	international	PROPN;NOM;SG;3	N;INDF;NEUT;SG
अंतर्राष्ट्रीय	internasjonalt	अंतर्राष्ट्रीय	internasjonal	PROPN;NOM;SG;3	ADJ;INDF;NEUT;SG
अंतर्राष्ट्रीय	internasjonale	अंतर्राष्ट्रीय	internasjonal	PROPN;NOM;SG;3	ADJ;PL
अंतर्राष्ट्रीय	internasjonal	अंतर्राष्ट्रीय	internasjonal	PROPN;NOM;SG;3	ADJ;INDF;SG
विशाल	svær	विशाल	svær	ADJ;NOM	N;INDF;MASC;SG
विशाल	large	विशाल	larg	ADJ;NOM	N
गैर	non	गैर	non		N;INDF;SG
बंगाल	bengal	बंगाल	bengal	PROPN;NOM;MASC;SG;3	N;INDF;MASC;SG
कानून	lover	कानून	lov	N;NOM;MASC;SG;3	N;INDF;FEM;PL
तहत	under	तहत	under	CONJ	ADP
उपचार	behandlinger	उपचार	behandling	N;NOM;MASC;SG;3	N;INDF;FEM;PL
केन्द्र	sentrum	केंद्र	sentrum	PROPN;NOM;MASC;SG;3	N;INDF;NEUT;SG
केन्द्र	center	केंद्र	cente	PROPN;NOM;MASC;SG;3	N;INDF;NEUT;SG
केन्द्र	senter	केंद्र	senter	PROPN;NOM;MASC;SG;3	N;INDF;NEUT;SG
केन्द्र	senter	केंद्र	senter	PROPN;NOM;MASC;SG;3	N;INDF;NEUT;SG
केन्द्र	centre	केंद्र	cente	PROPN;NOM;MASC;SG;3	N;INDF;MASC;SG
अवस्था	delstater	अवस्था	delstater	N;NOM;FEM;SG;3	N;INDF;MASC;PL
अवस्था	state	अवस्था	state	N;NOM;FEM;SG;3	PROPN
लागू	søkte	लागू	søkje	ADJ	V;IND;PST;FIN
लागू	gjelder	लागू	gjelde	ADJ	V;IND;PRS;FIN
लागू	søk	लागू	søk	ADJ	N;INDF;NEUT;SG
लागू	bruk	लागू	bruk	ADJ	N;INDF;MASC;SG
लागू	søke	लागू	søk	ADJ	V;IMP;NFIN
निजी	menig	निजी	menig	ADJ;NOM	N;INDF;MASC;SG
निजी	enerom	निजी	enerom	ADJ;NOM	N;INDF;MASC;SG
निर्णय	beslutninger	निर्णय	beslutning	N;NOM;MASC;SG;3	N;INDF;FEM;PL
जॉन	john	जॉन	john	PROPN;NOM;MASC;SG;3	N;INDF;MASC;SG
मिला	funnet	मिल	finne	V;PFV;MASC;SG;V.PTCP;ACT	N;DEF;NEUT;SG
मिला	funne	मिल	finne	V;PFV;MASC;SG;V.PTCP;ACT	ADJ;INDF;NEUT;SG;V.PTCP
मिला	henta	मिल	hente	V;PFV;MASC;SG;V.PTCP;ACT	ADJ;INDF;NEUT;SG;V.PTCP
मिला	got	मिल	got	V;PFV;MASC;SG;V.PTCP;ACT	N;INDF;MASC;SG
मिला	mila	मिल	mil	V;PFV;MASC;SG;V.PTCP;ACT	N;INDF;FEM;SG
घंटे	timer	घंटा	time	N;NOM;MASC;SG;3	N;INDF;FEM;PL
घंटे	åpningstidene	घंटा	åpningstid	N;NOM;MASC;SG;3	N;DEF;FEM;PL
घंटे	åpningstider	घंटा	åpningstid	N;NOM;MASC;SG;3	N;INDF;FEM;PL
प्रारंभिक	innledende	प्रारंभिक	innledende	ADJ;NOM	N;INDF;MASC;SG
मुक्त	free	मुक्त	free	ADJ	N
बल्कि	aye	बल्कि	ay	CONJ	N;INDF;MASC;SG
बल्कि	heller	बल्कि	heller	CONJ	ADV
परन्तु	men	परन्तु	men		CONJ
मनुष्य	menneskelig	मनुष्य	menneskelig	N;NOM;MASC;SG;3	ADJ;INDF;NEUT;SG
उपकरण	verktøy	उपकरण	verktøy	N;NOM;MASC;PL;3	N;INDF;NEUT;SG
उपकरण	utstyr	उपकरण	utstyr	N;NOM;MASC;PL;3	N;INDF;NEUT;SG
उपकरण	apparater	उपकरण	apparater	N;NOM;MASC;PL;3	N;INDF;NEUT;SG
उपकरण	enheten	उपकरण	enhet	N;NOM;MASC;PL;3	N;DEF;MASC;SG
उपकरण	enhets	उपकरण	enhets	N;NOM;MASC;PL;3	N;INDF;MASC;SG
उपकरण	enhet	उपकरण	enhet	N;NOM;MASC;PL;3	N;INDF;NEUT;SG
उपकरण	verktøy	उपकरण	verktøy	N;NOM;MASC;PL;3	N;INDF;NEUT;SG
विक्रम	vikram	विक्रम	vikram	PROPN;NOM;MASC;SG;3	N;INDF;NEUT;SG
नेपाल	nepal	नेपाल	nepal	PROPN;NOM;MASC;SG;3	N;INDF;NEUT;SG
बदलाव	endre	बदलाव	endre	N;NOM;MASC;SG;3	V;NFIN
अनुमति	tillatte	अनुमति	tillatte	N;NOM;FEM;SG;3	ADJ;PL;V.PTCP
अनुमति	tillatt	अनुमति	tillatt	N;NOM;FEM;SG;3	ADJ;INDF;NEUT;SG;V.PTCP
नीति	retningslinjene	नीति	retningslinje	N;NOM;FEM;SG;3	N;DEF;FEM;PL
नीति	retningslinjer	नीति	retningslinje	N;NOM;FEM;SG;3	N;INDF;FEM;PL
वापस	attende	वापस	attende	ADJ	ADP
वापस	back	वापस	back	ADJ	N
वापस	tilbake	वापस	tilbake	ADJ	ADP
यूरोपीय	europe	यूरोपीय	europe	PROPN;NOM;SG;3	N;INDF;MASC;SG
यूरोपीय	europa	यूरोपीय	europa	PROPN;NOM;SG;3	N;DEF;NEUT;SG
यूरोपीय	europeiske	यूरोपीय	europeisk	PROPN;NOM;SG;3	ADJ;PL
यूरोपीय	europeisk	यूरोपीय	europeisk	PROPN;NOM;SG;3	ADJ;INDF;SG
यूरोपीय	european	यूरोपीय	european	PROPN;NOM;SG;3	N;INDF;MASC;SG
पटना	patna	पटना	patne	PROPN;NOM;MASC;SG;3	N;DEF;FEM;SG
साधारण	enkelt	साधारण	enkel	PROPN;NOM;MASC;SG;3	ADJ;INDF;NEUT;SG
साधारण	enkle	साधारण	enkel	PROPN;NOM;MASC;SG;3	ADJ;PL
साधारण	enkel	साधारण	enkel	PROPN;NOM;MASC;SG;3	ADJ;INDF;SG
साधारण	trivielt	साधारण	triviell	PROPN;NOM;MASC;SG;3	ADJ;INDF;NEUT;SG
साधारण	trivielle	साधारण	triviell	PROPN;NOM;MASC;SG;3	ADJ;PL
साधारण	middelmådig	साधारण	middelmådig	PROPN;NOM;MASC;SG;3	ADJ;INDF;NEUT;SG
साधारण	middelmådige	साधारण	middelmådig	PROPN;NOM;MASC;SG;3	ADJ;PL
साधारण	generell	साधारण	generell	PROPN;NOM;MASC;SG;3	ADJ;INDF;SG
साधारण	generelt	साधारण	generell	PROPN;NOM;MASC;SG;3	ADJ;INDF;NEUT;SG
साधारण	general	साधारण	general	PROPN;NOM;MASC;SG;3	N;INDF;MASC;SG
देखने	visning	देख	visning	V;ACC;NFIN;ACT	N;INDF;FEM;SG
पंजाब	punjab	पंजाब	punjab	PROPN;NOM;MASC;SG;3	N;DEF;FEM;SG
दक्षिणी	sørlige	दक्षिणी	sørlig	PROPN;NOM;MASC;SG;3	ADJ;PL
दक्षिणी	southern	दक्षिणी	southern	PROPN;NOM;MASC;SG;3	N;INDF;NEUT;SG
दक्षिणी	søndre	दक्षिणी	søndre	PROPN;NOM;MASC;SG;3	ADJ;CMPR
दक्षिणी	syd	दक्षिणी	syd	PROPN;NOM;MASC;SG;3	N;INDF;MASC;SG
दक्षिणी	syden	दक्षिणी	syde	PROPN;NOM;MASC;SG;3	N;DEF;MASC;SG
दक्षिणी	sør	दक्षिणी	sør	PROPN;NOM;MASC;SG;3	ADP
दक्षिणी	south	दक्षिणी	south	PROPN;NOM;MASC;SG;3	PROPN
नया	nyhet	नया	nyh	ADJ;NOM;MASC;SG	N;INDF;MASC;SG
नया	nye	नया	ny	ADJ;NOM;MASC;SG	ADJ;PL
नया	new	नया	new	ADJ;NOM;MASC;SG	N;INDF;SG
नया	nyere	नया	nyere	ADJ;NOM;MASC;SG	N;INDF;NEUT;SG
अनुवाद	oversette	अनुवाद	oversetje	N;NOM;MASC;SG;3	ADJ;PL;V.PTCP
अनुवाद	oversett	अनुवाद	oversetje	N;NOM;MASC;SG;3	ADJ;INDF;SG;V.PTCP
मान	verdier	मान	verdi	V;SG;FIN;ACT	N;INDF;FEM;PL
मान	verdien	मान	verdi	V;SG;FIN;ACT	N;DEF;MASC;SG
मान	verdi	मान	verdi	V;SG;FIN;ACT	N;INDF;MASC;SG
स्वतंत्र	independent	स्वतंत्र	independent	ADJ;NOM	N;INDF;MASC;SG
हाल	nylig	हाल	nylig	N;NOM;MASC;SG;3	ADJ;INDF;NEUT;SG
हाल	nylige	हाल	nylig	N;NOM;MASC;SG;3	ADJ;PL
चला	run	चल	run	V;PFV;MASC;SG;V.PTCP;ACT	N;INDF;SG
चला	kjør	चल	kjør	V;PFV;MASC;SG;V.PTCP;ACT	N;INDF;MASC;SG
चला	løp	चल	løp	V;PFV;MASC;SG;V.PTCP;ACT	N;INDF;NEUT;SG
दृश्य	visninger	दृश्य	visning	N;NOM;MASC;SG;3	N;INDF;FEM;PL
दृश्य	synlig	दृश्य	synlig	N;NOM;MASC;SG;3	ADJ;INDF;NEUT;SG
दृश्य	synlige	दृश्य	synlig	N;NOM;MASC;SG;3	ADJ;PL
शिव	shiva	शिव	shive	PROPN;NOM;MASC;SG;3	N;INDF;MASC;SG
मॉडल	modeller	मॉडल	modeller	N;NOM;MASC;SG;3	N;INDF;MASC;PL
मुंबई	mumbai	मुंबई	mumbai	PROPN;NOM;FEM;SG;3	N;INDF;NEUT;SG
आयोजित	held	आयोजित	halde	ADJ	V;IND;PRS;FIN
आयोजित	avholdt	आयोजित	avhold	ADJ	N;INDF;NEUT;SG
प्रकाशन	publiserer	प्रकाशन	publisere	N;NOM;MASC;SG;3	V;IND;PRS;FIN
प्रकाशन	publisere	प्रकाशन	publisere	N;NOM;MASC;SG;3	V;NFIN
अतः	derfor	अतः	derfor		ADV
मिलियन	milan	मिलियन	milan		N;INDF;MASC;SG
मिलियन	milano	मिलियन	milano		N;INDF;MASC;SG
मिलियन	million	मिलियन	million		N;INDF;MASC;SG
मिलियन	millioner	मिलियन	million		N;INDF;MASC;PL
पांच	five	पांच	five	NUM	N
उससे	ham	वह	ham	PRO;SG;3	N;INDF;MASC;SG
उससे	him	वह	him	PRO;SG;3	N
वहां	der	वहाँ	der	PRO;NOM	ADV
ऑस्ट्रेलिया	australia	ऑस्ट्रेलिया	australia	PROPN;NOM;MASC;SG;3	N;INDF;MASC;SG
सागर	sagar	सागर	sag	PROPN;NOM;MASC;SG;3	N;INDF;MASC;SG
सागर	sjøs	सागर	sjøs	PROPN;NOM;MASC;SG;3	N;INDF;MASC;SG
सागर	sea	सागर	seie	PROPN;NOM;MASC;SG;3	N;INDF;MASC;SG
सागर	hav	सागर	hav	PROPN;NOM;MASC;SG;3	N;INDF;NEUT;SG
सागर	havet	सागर	hav	PROPN;NOM;MASC;SG;3	N;DEF;NEUT;SG
सक्रिय	strømførende	सक्रिय	strømførende	ADJ	N;INDF;FEM;SG
सक्रिय	adjektiv	सक्रिय	adjektiv	ADJ	N;INDF;NEUT;SG
सक्रिय	active	सक्रिय	activ	ADJ	N;INDF;MASC;SG
आया	aya	आ	ay	V;PFV;MASC;SG;V.PTCP;ACT	N;INDF;MASC;SG
छोड़	hopp	छोड	hopp	V;ACT	N;INDF;NEUT;SG
छोड़	permisjon	छोड	permisjon	V;ACT	N;INDF;MASC;SG
छोड़	forlate	छोड	forlate	V;ACT	ADJ;INDF;NEUT;SG;V.PTCP
छोड़	forlat	छोड	forlat	V;ACT	N;INDF;MASC;SG
छोड़	leave	छोड	leave	V;ACT	N;INDF;MASC;SG
कृपया	please	कृपया	please	V;SG;FIN;ACT	N;INDF;MASC;SG
जर्मनी	tysk	जर्मनी	tysk	PROPN;NOM;MASC;SG;3	N;INDF;MASC;SG
जर्मनी	tyskland	जर्मनी	tyskland	PROPN;NOM;MASC;SG;3	PROPN
लंदन	london	लंदन	london	PROPN;NOM;MASC;SG;3	N;INDF;MASC;SG
जापान	japan	जापान	japan	PROPN;NOM;MASC;SG;3	N;INDF;MASC;SG
वस्तु	materiell	वस्तु	materiell	N;NOM;FEM;SG;3	ADJ;INDF;SG
वस्तु	gjenstander	वस्तु	gjenstand	N;NOM;FEM;SG;3	N;INDF;MASC;PL
वस्तु	objekter	वस्तु	objekter	N;NOM;FEM;SG;3	N;INDF;FEM;PL
वस्तु	elementer	वस्तु	elementer	N;NOM;FEM;SG;3	N;INDF;NEUT;PL
सम्मानित	beæret	सम्मानित	byær	ADJ	N;DEF;NEUT;SG
सम्मानित	hedret	सम्मानित	hedr	ADJ	N;INDF;NEUT;SG
सम्मानित	æret	सम्मानित	ær	ADJ	N;DEF;NEUT;SG
जीत	vinne	जीत	vinne	N;NOM;FEM;SG;3	V;NFIN
जीत	vinn	जीत	vinne	N;NOM;FEM;SG;3	V;IND;PRS;FIN
अध्यक्ष	ordstyrer	अध्यक्ष	ordstyre	N;NOM;MASC;SG;3	N;INDF;FEM;PL
राज्यों	rajkot	राज्य	rajkot	N;ACC;MASC;PL;3	N;INDF;MASC;SG
बाजार	basar	बाजार	basar	N;NOM;MASC;SG;3	N;INDF;MASC;PL
लीग	liga	लीग	lige	N;NOM;FEM;SG;3	ADJ;INDF;SG;V.PTCP
कविता	dikt	कविता	dikt	PROPN;NOM;FEM;SG;3	N;INDF;NEUT;PL
कविता	diktet	कविता	dikt	PROPN;NOM;FEM;SG;3	N;DEF;NEUT;SG
कविता	poesi	कविता	poesi	PROPN;NOM;FEM;SG;3	N;INDF;MASC;SG
तरफ	sida	तरफ	side	ADV;NOM;FEM;SG;3	N;DEF;FEM;SG
तरफ	side	तरफ	side	ADV;NOM;FEM;SG;3	N;INDF;FEM;SG
दिसंबर	desember	दिसंबर	desember	PROPN;NOM;MASC;SG;3	N;INDF;MASC;SG
दिसंबर	dec	दिसंबर	dec	PROPN;NOM;MASC;SG;3	N
खान	khan	खान	khan	PROPN;NOM;MASC;SG;3	N
खान	khanen	खान	khan	PROPN;NOM;MASC;SG;3	N;DEF;MASC;SG
वास्तविक	real	वास्तविक	real	ADJ;NOM	N;INDF;MASC;SG
इलाहाबाद	allahabad	इलाहाबाद	allahabad	PROPN;NOM;MASC;SG;3	N;INDF;NEUT;SG
चैनल	kanalene	चैनल	kanale	N;NOM;MASC;SG;3	N;DEF;FEM;PL
उत्पाद	produkter	उत्पाद	produkt	N;NOM;MASC;SG;3	N;INDF;FEM;PL
उत्पाद	produktene	उत्पाद	produkt	N;NOM;MASC;SG;3	N;DEF;FEM;PL
राज	raj	राज	raj	PROPN;NOM;MASC;SG;3	N;INDF;MASC;SG
सात	seven	सात	seve	NUM	N;INDF;NEUT;SG
सात	syv	सात	syve	NUM	
सात	syver	सात	syve	NUM	N;INDF;MASC;SG
सात	vii	सात	vii	NUM	N
आरंभ	begynne	आरम्भ	begynne		V;NFIN
आरंभ	start	आरम्भ	start		N;INDF;MASC;SG
आरंभ	starte	आरम्भ	starte		V;NFIN
आरंभ	begynn	आरम्भ	begynn		N;INDF;MASC;SG
आरंभ	oppstart	आरम्भ	oppstart		N;INDF;MASC;SG
योग्य	kvalifiserer	योग्य	kvalifisere	ADJ	V;IND;PRS;FIN
प्रारंभ	begynte	प्रारंभ	begynne	N;NOM;MASC;SG;3	V;IND;PST;FIN
प्रारंभ	begynt	प्रारंभ	begynne	N;NOM;MASC;SG;3	ADJ;INDF;NEUT;SG;V.PTCP
प्रारंभ	starta	प्रारंभ	starte	N;NOM;MASC;SG;3	ADJ;INDF;SG;V.PTCP
प्रारंभ	begynne	प्रारंभ	begynne	N;NOM;MASC;SG;3	V;NFIN
प्रारंभ	starte	प्रारंभ	starte	N;NOM;MASC;SG;3	V;NFIN
समाचार	nyheter	समाचार	nyhet	N;NOM;MASC;SG;3	N;INDF;FEM;PL
समस्या	problem	समस्या	problem	N;NOM;FEM;SG;3	N;INDF;NEUT;PL
समस्या	problem	समस्या	problem	N;NOM;FEM;SG;3	N;INDF;NEUT;PL
वीडियो	videoer	वीडियो	video	N;NOM;MASC;SG;3	N;INDF;MASC;PL
नही	ikke	नही	ikke		
नही	not	नही	not		N;INDF;NEUT;SG
नही	ikkje	नही	ikkje		PART;NEG
वन	skog	वन	skog		N;INDF;MASC;SG
वन	skogen	वन	skog		N;DEF;MASC;SG
वन	forest	वन	forest		PROPN
मत	stemmer	मत	stemme		N;INDF;FEM;PL
बौद्ध	buddhistisk	बौद्ध	buddhistisk	N;NOM;MASC;SG;3	ADJ;INDF;NEUT;SG
रोचक	interresant	रोचक	interresant	PROPN;NOM;MASC;SG;3	N;INDF;MASC;SG
रोचक	interessante	रोचक	interessant	PROPN;NOM;MASC;SG;3	ADJ;PL
रोचक	interessant	रोचक	interessant	PROPN;NOM;MASC;SG;3	ADJ;INDF;NEUT;SG
क्लब	klubber	क्लब	klubbe	N;NOM;MASC;SG;3	N;INDF;FEM;PL
