den	de	den	de	PRO;DEF;MASC+FEM;SG	PRO;NOM;PL;3
stift	stift	stift	stiv	N;NOM;INDF;MASC+FEM;SG	ADJ;INDF;NEUT;SG
lund	lund	lund	lund	PROPN;NOM	
politiska	politisk	politisk	politisk	ADJ;NOM;PL	ADV
mitten	midterste	mitt	midter	N;NOM;DEF;MASC+FEM;SG	ADJ;DEF;RL
mitten	mellemste	mitt	mellem	N;NOM;DEF;MASC+FEM;SG	ADJ;DEF;RL
mitten	centrum	mitt	centrum	N;NOM;DEF;MASC+FEM;SG	N;INDF;NEUT;SG
mitten	midtpunkt	mitt	midtpunkt	N;NOM;DEF;MASC+FEM;SG	N;INDF;NEUT;SG
mitten	center	mitt	center	N;NOM;DEF;MASC+FEM;SG	N;INDF;NEUT;SG
mitten	centreret	mitt	centerere	N;NOM;DEF;MASC+FEM;SG	V;INDF;SG;PST;V.PTCP
georg	george	georg	george	PROPN;NOM	N;INDF;MASC+FEM;SG
georg	georg	georg	georg	PROPN;NOM	N;INDF;MASC+FEM;SG
otto	otto	otto	otto	PROPN;NOM	PROPN
united	forenet	united	forenet	N;NOM;INDF;MASC+FEM;SG	V;INDF;SG;PST;V.PTCP
united	united	united	united	N;NOM;INDF;MASC+FEM;SG	
united	forenede	united	forene	N;NOM;INDF;MASC+FEM;SG	V;PL;PST;V.PTCP
aktiv	aktive	aktiv	aktiv	ADJ;NOM;INDF;MASC+FEM;SG	ADJ;PL
inget	intet	ingen	ingen	PRO;INDF;NEUT;SG	PRO;NEUT;SG
silver	sølvfarvet	silv	sølvfarvet	N;NOM;INDF;NEUT;SG	V;INDF;SG;PST;V.PTCP
silver	silver	silv	silve	N;NOM;INDF;NEUT;SG	
henrik	henrik	henrik	henrik	PROPN;NOM	PROPN
henrik	henrik	henrik	henrik	PROPN;NOM	PROPN
henrik	henry	henrik	henry	PROPN;NOM	
walker	walker	walker	walke	PROPN;NOM	N;INDF;MASC+FEM;SG
karriär	karrieren	karriär	karriere	N;NOM;INDF;MASC+FEM;SG	N;DEF;MASC+FEM;SG
karriär	karrierer	karriär	karriere	N;NOM;INDF;MASC+FEM;SG	N;INDF;MASC+FEM;PL
president	formand	president	formand	N;NOM;DEF;MASC+FEM;SG	N;INDF;MASC+FEM;SG
president	præsident	president	præsident	N;NOM;DEF;MASC+FEM;SG	N;INDF;MASC+FEM;SG
federationen	forbund	federation	forbund	N;NOM;DEF;MASC+FEM;SG	N;INDF;NEUT;SG
federationen	føderation	federation	føderation	N;NOM;DEF;MASC+FEM;SG	N;INDF;MASC+FEM;SG
federationen	federation	federation	federation	N;NOM;DEF;MASC+FEM;SG	N;INDF;MASC+FEM;SG
mitt	mitt	jag	mitt	PRO;DEF;NEUT;SG	N;INDF;MASC+FEM;SG
mitt	mit	jag	min	PRO;DEF;NEUT;SG	DET;NEUT;SG;1
mitt	mine	jag	mine	PRO;DEF;NEUT;SG	N;INDF;MASC+FEM;SG
mitt	min	jag	min	PRO;DEF;NEUT;SG	DET;MASC+FEM;SG;1
kungliga	kongeligt	kunglig	kongelig	ADJ;NOM;PL	ADJ;INDF;NEUT;SG
kungliga	royal	kunglig	royal	ADJ;NOM;PL	ADJ;INDF;MASC+FEM;SG
kungliga	kongelig	kunglig	kongelig	ADJ;NOM;PL	ADJ;INDF;MASC+FEM;SG
alto	alto	alto	alto	PROPN;NOM	
nils	nils	nils	nils	PROPN;NOM	
liknande	lignende	liknande	ligne	ADJ;NOM;PRS;V.PTCP	V;PRS;V.PTCP
belägen	lokaliseret	belägen	lokalisere	ADJ;NOM;INDF;MASC+FEM;SG	V;INDF;SG;PST;V.PTCP
belägen	placeret	belägen	placere	ADJ;NOM;INDF;MASC+FEM;SG	V;INDF;SG;PST;V.PTCP
league	ligaen	league	liga	N;NOM;INDF;MASC+FEM;SG	N;DEF;MASC+FEM;SG
johannes	johannes	johan	johan	PROPN;NOM	N;GEN;INDF;MASC+FEM;SG
johannes	johannes	johan	johan	PROPN;NOM	N;GEN;INDF;MASC+FEM;SG
johannes	john	johan	john	PROPN;NOM	PROPN
anspråk	hævdede	anspråk	hævde	N;NOM;INDF;NEUT;SG	V;IND;PST;FIN;ACT
anspråk	påstod	anspråk	påstå	N;NOM;INDF;NEUT;SG	V;IND;PST;FIN;ACT
anspråk	påstået	anspråk	påstå	N;NOM;INDF;NEUT;SG	V;INDF;SG;PST;V.PTCP
anspråk	hævdet	anspråk	hævde	N;NOM;INDF;NEUT;SG	V;INDF;SG;PST;V.PTCP
anspråk	tilgodehavender	anspråk	tilgodehavende	N;NOM;INDF;NEUT;SG	N;INDF;MASC+FEM;PL
anspråk	påstande	anspråk	påstande	N;NOM;INDF;NEUT;SG	N;INDF;MASC+FEM;PL
anspråk	hævder	anspråk	hævde	N;NOM;INDF;NEUT;SG	V;IND;PRS;FIN;ACT
komma	komma	komma	komma	V;IMP;FIN;ACT	N;INDF;NEUT;SG
komma	kommer	komma	komme	V;IMP;FIN;ACT	V;IND;PRS;FIN;ACT
anses	overvejede	anse	overveje	V;NFIN;PASS	V;IND;PST;FIN;ACT
anses	betragtede	anse	betragte	V;NFIN;PASS	V;IND;PST;FIN;ACT
små	small	liten	small	ADJ;NOM;PL	
små	småt	liten	småt	ADJ;NOM;PL	ADV
små	lille	liten	lille	ADJ;NOM;PL	ADJ;SG
spela	play	spela	play	V;IMP;FIN;ACT	
spela	spil	spela	spil	V;IMP;FIN;ACT	N;INDF;NEUT;SG
spela	leg	spela	leg	V;IMP;FIN;ACT	N;INDF;MASC+FEM;SG
spela	leger	spela	lege	V;IMP;FIN;ACT	V;IND;PRS;FIN;ACT
spela	afspilning	spela	afspilning	V;IMP;FIN;ACT	N;INDF;MASC+FEM;SG
spela	spiller	spela	spille	V;IMP;FIN;ACT	V;IND;PRS;FIN;ACT
bilder	dias	bild	dias	N;NOM;INDF;MASC+FEM;PL	
nummer	tal	nummer	tal	N;NOM;INDF;NEUT;SG	N;INDF;NEUT;PL
nummer	tal	nummer	tal	N;NOM;INDF;NEUT;SG	N;INDF;NEUT;PL
nummer	numre	nummer	nummer	N;NOM;INDF;NEUT;SG	N;INDF;NEUT;PL
länge	lang	länge	lang	ADV	ADJ;INDF;MASC+FEM;SG
länge	lange	länge	lang	ADV	ADJ;PL
hand	hand	hand	hand	N;NOM;INDF;MASC+FEM;SG	
slaget	battle	slag	battel	N;NOM;DEF;NEUT;SG	
slaget	slag	slag	slag	N;NOM;DEF;NEUT;SG	N;INDF;NEUT;SG
slaget	kamp	slag	kamp	N;NOM;DEF;NEUT;SG	N;INDF;MASC+FEM;SG
spelet	vildt	spel	vildt	N;NOM;DEF;NEUT;SG	ADJ;INDF;NEUT;SG
spelet	spillet	spel	spille	N;NOM;DEF;NEUT;SG	V;INDF;SG;PST;V.PTCP
spelet	kamp	spel	kamp	N;NOM;DEF;NEUT;SG	N;INDF;MASC+FEM;SG
spelet	spil	spel	spil	N;NOM;DEF;NEUT;SG	N;INDF;NEUT;SG
spelet	leg	spel	leg	N;NOM;DEF;NEUT;SG	N;INDF;MASC+FEM;SG
väg	ruten	väg	ruten	N;NOM;INDF;MASC+FEM;SG	N;DEF;MASC+FEM;SG
väg	vejen	väg	vej	N;NOM;INDF;MASC+FEM;SG	N;DEF;MASC+FEM;SG
rum	lokaler	rum	lokale	N;NOM;INDF;NEUT;SG	N;INDF;NEUT;PL
rum	værelser	rum	værelse	N;NOM;INDF;NEUT;SG	N;INDF;MASC+FEM;PL
rum	værelset	rum	værelse	N;NOM;INDF;NEUT;SG	N;DEF;NEUT;SG
djur	dyr	djur	dyr	N;NOM;INDF;NEUT;PL	N;INDF;NEUT;SG
djur	husdyr	djur	husdyr	N;NOM;INDF;NEUT;PL	N;INDF;NEUT;SG
djur	dyrs	djur	dyr	N;NOM;INDF;NEUT;PL	N;GEN;INDF;NEUT;PL
djur	animalsk	djur	animalsk	N;NOM;INDF;NEUT;PL	ADJ;INDF;SG
djur	animal	djur	animal	N;NOM;INDF;NEUT;PL	
djur	dyr	djur	dyr	N;NOM;INDF;NEUT;PL	N;INDF;NEUT;SG
central	centralt	central	centralt	N;NOM;INDF;MASC+FEM;SG	ADJ;INDF;NEUT;SG
färg	farver	färg	farve	N;NOM;INDF;MASC+FEM;SG	N;INDF;MASC+FEM;PL
färg	farver	färg	farve	N;NOM;INDF;MASC+FEM;SG	N;INDF;MASC+FEM;PL
färg	male	färg	male	N;NOM;INDF;MASC+FEM;SG	V;NFIN;ACT
strand	kysten	strand	kyste	N;NOM;INDF;MASC+FEM;SG	N;DEF;MASC+FEM;SG
strand	stranden	strand	strand	N;NOM;INDF;MASC+FEM;SG	N;DEF;MASC+FEM;SG
strand	beach	strand	beach	N;NOM;INDF;MASC+FEM;SG	
säsong	sæsonen	säsong	sæson	N;NOM;INDF;MASC+FEM;SG	N;DEF;MASC+FEM;SG
företaget	selskab	företag	selskab	N;NOM;DEF;NEUT;SG	N;INDF;NEUT;SG
företaget	firma	företag	firma	N;NOM;DEF;NEUT;SG	N;INDF;NEUT;SG
företaget	kompagni	företag	kompagni	N;NOM;DEF;NEUT;SG	N;INDF;NEUT;SG
företaget	virksomhed	företag	virksomhed	N;NOM;DEF;NEUT;SG	N;INDF;MASC+FEM;SG
regi	instrueret	regi	instruere	N;NOM;INDF;MASC+FEM;SG	V;INDF;SG;PST;V.PTCP
regi	instruerer	regi	instruere	N;NOM;INDF;MASC+FEM;SG	V;IND;PRS;FIN;ACT
regi	instruere	regi	instruere	N;NOM;INDF;MASC+FEM;SG	V;NFIN;ACT
glest	tyndt	gar	tyndt	ADV;RL	ADJ;INDF;NEUT;SG
glest	sparsomme	gar	sparsom	ADV;RL	ADJ;PL
punkt	dot	punkt	dot	N;NOM;INDF;MASC+FEM;SG	
punkt	peg	punkt	peg	N;NOM;INDF;MASC+FEM;SG	
big	big	big	big	N;NOM;INDF;NEUT;SG	
big	store	big	stor	N;NOM;INDF;NEUT;SG	ADJ;PL
big	stor	big	stor	N;NOM;INDF;NEUT;SG	ADJ;INDF;MASC+FEM;SG
big	stort	big	stor	N;NOM;INDF;NEUT;SG	ADJ;INDF;NEUT;SG
områden	regionerne	område	region	N;NOM;INDF;NEUT;PL	N;DEF;MASC+FEM;PL
gifte	gift	gifte	gift	V;IND;PST;FIN;ACT	ADJ;INDF;SG
europeiska	europæisk	europeisk	europæisk	ADJ;NOM;PL	ADJ;INDF;SG
skriva	skriver	skriva	skrive	V;IMP;FIN;ACT	V;IND;PRS;FIN;ACT
skriva	skrivning	skriva	skrivning	V;IMP;FIN;ACT	N;INDF;MASC+FEM;SG
skriva	skriver	skriva	skrive	V;IMP;FIN;ACT	V;IND;PRS;FIN;ACT
skriva	skrivning	skriva	skrivning	V;IMP;FIN;ACT	N;INDF;MASC+FEM;SG
skriva	brænding	skriva	brænding	V;IMP;FIN;ACT	N;INDF;MASC+FEM;SG
skriva	skriver	skriva	skrive	V;IMP;FIN;ACT	V;IND;PRS;FIN;ACT
international	international	international	international	N;NOM;INDF;MASC+FEM;SG	ADJ;INDF;MASC+FEM;SG
international	internationalt	international	international	N;NOM;INDF;MASC+FEM;SG	ADJ;INDF;NEUT;SG
international	internationale	international	international	N;NOM;INDF;MASC+FEM;SG	ADJ;PL
börjar	start	börja	start	V;IND;PRS;FIN;ACT	N;INDF;MASC+FEM;SG
börjar	begyndelse	börja	begyndelse	V;IND;PRS;FIN;ACT	N;INDF;MASC+FEM;SG
börjar	begyndelsen	börja	begyndelse	V;IND;PRS;FIN;ACT	N;DEF;MASC+FEM;SG
avsnitt	strækninger	avsnitt	strækning	N;NOM;INDF;NEUT;SG	N;INDF;MASC+FEM;PL
avsnitt	sektioner	avsnitt	sektion	N;NOM;INDF;NEUT;SG	N;INDF;MASC+FEM;PL
avsnitt	afsnittet	avsnitt	afsnitte	N;NOM;INDF;NEUT;SG	N;DEF;NEUT;SG
avsnitt	episoder	avsnitt	episode	N;NOM;INDF;NEUT;SG	N;INDF;MASC+FEM;PL
bas	basen	ba	base	N;NOM;INDF;MASC+FEM;SG	N;DEF;MASC+FEM;SG
bas	basis	ba	basis	N;NOM;INDF;MASC+FEM;SG	
bas	bassen	ba	basse	N;NOM;INDF;MASC+FEM;SG	N;DEF;MASC+FEM;SG
bas	bass	ba	bass	N;NOM;INDF;MASC+FEM;SG	
sankt	saint	sankt	saint	N;NOM;INDF;MASC+FEM;SG	
serra	serra	serra	serra	N;NOM;INDF;MASC+FEM;SG	
eget	eje	egen	eje	ADJ;NOM;NEUT;SG	V;NFIN;ACT
eget	egne	egen	egn	ADJ;NOM;NEUT;SG	N;INDF;MASC+FEM;PL
sulawesi	sulawesi	sulawesi	sulawesi	N	
bok	bogen	bok	bog	N;NOM;INDF;MASC+FEM;SG	N;DEF;MASC+FEM;SG
bok	book	bok	book	N;NOM;INDF;MASC+FEM;SG	V;IMP
lyckades	lykkedes	lyckad	lykkes	V;IND;PST;FIN;PASS	V;IND;PST;FIN;ACT
lyckades	lykkedes	lyckad	lykkes	V;IND;PST;FIN;PASS	V;IND;PST;FIN;ACT
#aaa	#aaa	#aaa	#aaa	N;NOM;INDF;MASC+FEM;SG	
sven	sven	sven	sven	PROPN;NOM	
white	hvid	white	hvid	N;NOM;INDF;MASC+FEM;SG	ADJ;INDF;MASC+FEM;SG
white	white	white	white	N;NOM;INDF;MASC+FEM;SG	
white	hvidt	white	hvid	N;NOM;INDF;MASC+FEM;SG	ADJ;INDF;NEUT;SG
white	hvide	white	hvid	N;NOM;INDF;MASC+FEM;SG	ADJ;PL
ord	ord	ord	ord	N;NOM;INDF;NEUT;SG	N;INDF;NEUT;PL
ord	ordet	ord	ord	N;NOM;INDF;NEUT;SG	N;DEF;NEUT;SG
ord	ord	ord	ord	N;NOM;INDF;NEUT;SG	N;INDF;NEUT;PL
tall	høj	tall	høj	N;NOM;INDF;MASC+FEM;SG	ADJ;INDF;MASC+FEM;SG
tall	høje	tall	høj	N;NOM;INDF;MASC+FEM;SG	ADJ;PL
fortsatte	fortsættes	fortsätta	fortsætte	V;IND;PST;FIN;ACT	V;IND;PRS;FIN;PASS
fortsatte	fortsat	fortsätta	fortsat	V;IND;PST;FIN;ACT	ADV
delvis	partiel	delvis	partiel	ADV	ADJ;INDF;MASC+FEM;SG
delvis	delvise	delvis	delvis	ADV	ADJ;PL
museum	museet	museum	museum	N;NOM;INDF;NEUT;SG	N;DEF;NEUT;SG
unit	unit	unit	unit	N;NOM;INDF;MASC+FEM;SG	
verksamhet	transaktioner	verksamhet	transaktion	N;NOM;INDF;MASC+FEM;SG	N;INDF;MASC+FEM;PL
verksamhet	operationer	verksamhet	operation	N;NOM;INDF;MASC+FEM;SG	N;INDF;MASC+FEM;PL
verksamhet	aktiviteterne	verksamhet	aktivitet	N;NOM;INDF;MASC+FEM;SG	N;DEF;MASC+FEM;PL
verksamhet	aktiviteter	verksamhet	aktivitet	N;NOM;INDF;MASC+FEM;SG	N;INDF;MASC+FEM;PL
verksamhet	aktiviteten	verksamhet	aktivitet	N;NOM;INDF;MASC+FEM;SG	N;DEF;MASC+FEM;SG
minst	minimum	lite	minimum	ADV;RL	N;INDF;NEUT;SG
adolf	adolph	adolf	adolph	PROPN;NOM	N;INDF;MASC+FEM;SG
adolf	adolf	adolf	adolf	PROPN;NOM	N;INDF;MASC+FEM;SG
albert	albert	albert	albert	PROPN;NOM	
belgien	belgien	belgien	belgien	PROPN;NOM	PROPN
olof	olof	olof	olof	PROPN;NOM	PROPN
texas	texas	texa	texas	PROPN;GEN	PROPN
victoria	victoria	victoria	victoria	PROPN;NOM	
officiella	officielt	officiell	officielt	ADJ;NOM;PL	ADV
officiella	embedsmand	officiell	embedsmand	ADJ;NOM;PL	N;INDF;MASC+FEM;SG
officiella	tjenestemand	officiell	tjenestemand	ADJ;NOM;PL	N;INDF;MASC+FEM;SG
officiella	officiel	officiell	officiel	ADJ;NOM;PL	ADJ;INDF;MASC+FEM;SG
bakom	bag	bakom	bag	ADP	ADV
bakom	bagved	bakom	bagved	ADP	ADV
rev	rev	rev	rive	V;IMP;FIN;ACT	V;IND;PST;FIN;ACT
rev	rev	rev	rive	V;IMP;FIN;ACT	V;IND;PST;FIN;ACT
rev	rev	rev	rive	V;IMP;FIN;ACT	V;IND;PST;FIN;ACT
långa	lang	lång	lang	ADJ;NOM;PL	ADJ;INDF;MASC+FEM;SG
långa	længe	lång	længe	ADJ;NOM;PL	ADV
respektive	respektive	respektive	respektive	ADV	ADJ;PL
heinrich	heinrich	heinrich	heinrich	PROPN;NOM	
fotbollsspelare	fodboldspiller	fotbollsspelare	fodboldspiller	N;NOM;INDF;MASC+FEM;PL	N;INDF;MASC+FEM;SG
solid	solid	solid	solid	N;NOM;INDF;MASC+FEM;SG	ADJ;INDF;MASC+FEM;SG
solid	solidt	solid	solid	N;NOM;INDF;MASC+FEM;SG	ADJ;INDF;NEUT;SG
solid	fast	solid	fast	N;NOM;INDF;MASC+FEM;SG	ADV
magnus	magnus	magnus	magnus	PROPN;NOM	
slott	slotte	slott	slot	N;NOM;INDF;NEUT;SG	N;INDF;MASC+FEM;PL
slott	borgen	slott	borgen	N;NOM;INDF;NEUT;SG	N;DEF;MASC+FEM;SG
slott	slottet	slott	slotte	N;NOM;INDF;NEUT;SG	N;DEF;NEUT;SG
slott	paladset	slott	palads	N;NOM;INDF;NEUT;SG	N;DEF;NEUT;SG
familj	familien	familj	familie	N;NOM;INDF;MASC+FEM;SG	N;DEF;MASC+FEM;SG
familj	family	familj	family	N;NOM;INDF;MASC+FEM;SG	
huset	house	hus	house	N;NOM;DEF;NEUT;SG	N;INDF;MASC+FEM;SG
huset	hus	hus	hus	N;NOM;DEF;NEUT;SG	N;INDF;NEUT;SG
regeringen	skab	regering	skab	N;NOM;DEF;MASC+FEM;SG	N;INDF;NEUT;SG
regeringen	kabinet	regering	kabinet	N;NOM;DEF;MASC+FEM;SG	N;INDF;NEUT;SG
regeringen	regering	regering	regering	N;NOM;DEF;MASC+FEM;SG	N;INDF;MASC+FEM;SG
trummor	trommerne	trummor	tromme	N;NOM;INDF;MASC+FEM;PL	N;DEF;MASC+FEM;PL
spel	vildt	spel	vildt	N;NOM;INDF;NEUT;SG	ADJ;INDF;NEUT;SG
spel	spillet	spel	spille	N;NOM;INDF;NEUT;SG	V;INDF;SG;PST;V.PTCP
spel	kampe	spel	kamp	N;NOM;INDF;NEUT;SG	N;INDF;MASC+FEM;PL
aten	athen	aten	athen	PROPN;NOM	PROPN
aten	athens	aten	athense	PROPN;NOM	N;INDF;MASC+FEM;SG
svenskt	svenske	svensk	svensk	ADJ;NOM;INDF;NEUT;SG	ADJ;PL
svenskt	svensker	svensk	svensker	ADJ;NOM;INDF;NEUT;SG	N;INDF;MASC+FEM;SG
svenskt	svensk	svensk	svensk	ADJ;NOM;INDF;NEUT;SG	N;INDF;NEUT;SG
rad	line	rad	lin	N;NOM;INDF;MASC+FEM;SG	
rad	rad	rad	rad	N;NOM;INDF;MASC+FEM;SG	
rad	row	rad	row	N;NOM;INDF;MASC+FEM;SG	
sett	set	se	se	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP	V;INDF;SG;PST;V.PTCP
sett	ses	se	se	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP	V;NFIN;PASS
länet	county	län	county	N;NOM;DEF;NEUT;SG	N;INDF;MASC+FEM;SG
länet	amt	län	amt	N;NOM;DEF;NEUT;SG	N;INDF;NEUT;SG
länet	amtskommune	län	amtskommun	N;NOM;DEF;NEUT;SG	N;INDF;MASC+FEM;SG
johansson	johansson	johansson	johansson	PROPN;NOM	N;INDF;MASC+FEM;SG
hus	huset	hus	hus	N;NOM;INDF;NEUT;SG	N;DEF;NEUT;SG
hus	husene	hus	hus	N;NOM;INDF;NEUT;SG	N;DEF;NEUT;PL
hus	huse	hus	hus	N;NOM;INDF;NEUT;SG	N;INDF;NEUT;PL
långt	lang	långt	lang	ADV	ADJ;INDF;MASC+FEM;SG
långt	lange	långt	lang	ADV	ADJ;PL
förlorade	tabte	förlora	tabe	ADJ;NOM;PL;PST;V.PTCP	V;IND;PST;FIN;ACT
förlorade	fortabt	förlora	fortabe	ADJ;NOM;PL;PST;V.PTCP	ADJ;INDF;SG
förlorade	mistede	förlora	miste	ADJ;NOM;PL;PST;V.PTCP	V;IND;PST;FIN;ACT
förlorade	lost	förlora	lost	ADJ;NOM;PL;PST;V.PTCP	
förlorade	tabt	förlora	tabe	ADJ;NOM;PL;PST;V.PTCP	V;INDF;SG;PST;V.PTCP
förlorade	mistet	förlora	miste	ADJ;NOM;PL;PST;V.PTCP	V;INDF;SG;PST;V.PTCP
tio	tio	tio	tio	NUM;NOM	
tio	ten	tio	ten	NUM;NOM	
stefan	stephen	stefan	steph	PROPN;NOM	N;INDF;MASC+FEM;SG
stefan	stefan	stefan	stefan	PROPN;NOM	
fast	fastsat	fast	fastsætte	ADV	V;INDF;SG;PST;V.PTCP
fast	faste	fast	fast	ADV	ADJ;PL
fast	fikseret	fast	fiksere	ADV	V;INDF;SG;PST;V.PTCP
arabiska	arabisk	arabisk	arabisk	N;NOM;INDF;MASC+FEM;SG	ADJ;INDF;SG
santo	santo	santo	santo	N;NOM;INDF;NEUT;SG	
bern	bern	bern	bern	PROPN;NOM	N;INDF;MASC+FEM;SG
bern	bern	bern	bern	PROPN;NOM	N;INDF;MASC+FEM;SG
tror	tænk	tro	tænk	V;IND;PRS;FIN;ACT	N;INDF;NEUT;SG
peru	peru	peru	peru	PROPN;NOM	PROPN
djibouti	djibouti	djibouti	djibouti	N;NOM;INDF;NEUT;SG	
côte	côte	côte	côte	PROPN;NOM	
costa	costa	costa	costa	N;NOM;INDF;MASC+FEM;SG	
chef	chefen	chef	chef	N;NOM;INDF;MASC+FEM;SG	N;DEF;MASC+FEM;SG
system	systemet	system	system	N;NOM;INDF;NEUT;SG	N;DEF;NEUT;SG
system	systemerne	system	system	N;NOM;INDF;NEUT;SG	N;DEF;NEUT;PL
system	systemer	system	system	N;NOM;INDF;NEUT;SG	N;INDF;NEUT;PL
gridcolor	gridcolor	gridcola	gridcolor	N;NOM;INDF;MASC+FEM;PL	N;INDF;MASC+FEM;SG
nilsson	nilsson	nilsson	nilsson	PROPN;NOM	
brukar	normalt	bruka	normalt	V;IND;PRS;FIN;ACT	ADV
brukar	sædvanligvis	bruka	sædvanligvis	V;IND;PRS;FIN;ACT	ADV
innehåll	indholdet	innehåll	indhold	N;NOM;INDF;NEUT;SG	N;DEF;NEUT;SG
mellersta	midten	mellersta	midte	ADJ;NOM;DEF;RL	N;DEF;MASC+FEM;SG
mellersta	central	mellersta	central	ADJ;NOM;DEF;RL	N;INDF;MASC+FEM;SG
mellersta	centralt	mellersta	centralt	ADJ;NOM;DEF;RL	ADJ;INDF;NEUT;SG
axel	skulder	axel	skulder	PROPN;NOM	N;INDF;MASC+FEM;SG
axel	skulderen	axel	skulder	PROPN;NOM	N;DEF;MASC+FEM;SG
axel	bov	axel	bov	PROPN;NOM	N;INDF;MASC+FEM;SG
axel	axel	axel	axel	PROPN;NOM	
axel	aksel	axel	aksel	PROPN;NOM	N;INDF;MASC+FEM;SG
axel	akse	axel	akse	PROPN;NOM	N;INDF;MASC+FEM;SG
axel	aksen	axel	akse	PROPN;NOM	N;DEF;MASC+FEM;SG
omfattar	overtræk	omfatta	overtræk	V;IND;PRS;FIN;ACT	N;INDF;NEUT;SG
omfattar	omslag	omfatta	omslag	V;IND;PRS;FIN;ACT	N;INDF;NEUT;SG
ackumulerade	akkumulerede	ackumulera	akkumulere	ADJ;NOM;PL;PST;V.PTCP	V;PST;V.PTCP
ackumulerade	akkumuleret	ackumulera	akkumulere	ADJ;NOM;PL;PST;V.PTCP	V;INDF;SG;PST;V.PTCP
ackumulerade	akkumuleret	ackumulera	akkumulere	ADJ;NOM;PL;PST;V.PTCP	V;INDF;SG;PST;V.PTCP
skolan	school	skola	school	N;NOM;DEF;MASC+FEM;SG	N;INDF;MASC+FEM;SG
skolan	skole	skola	skole	N;NOM;DEF;MASC+FEM;SG	N;INDF;MASC+FEM;SG
kontinent	kontinentet	kontinent	kontinent	N;NOM;INDF;MASC+FEM;SG	N;DEF;NEUT;SG
roman	romerske	roman	romersk	N;NOM;INDF;MASC+FEM;SG	ADJ;PL
roman	novellen	roman	novel	N;NOM;INDF;MASC+FEM;SG	N;DEF;MASC+FEM;SG
stadium	scenen	stadium	scene	N;NOM;INDF;NEUT;SG	N;DEF;MASC+FEM;SG
gränsen	grænse	gräns	grænse	N;NOM;DEF;MASC+FEM;SG	N;INDF;MASC+FEM;SG
gränsen	kant	gräns	kant	N;NOM;DEF;MASC+FEM;SG	N;INDF;MASC+FEM;SG
radio	radioen	radio	radio	N;NOM;INDF;MASC+FEM;SG	N;DEF;MASC+FEM;SG
dansk	danish	dansk	danish	ADJ;NOM;INDF;MASC+FEM;SG	
dansk	danske	dansk	dansk	ADJ;NOM;INDF;MASC+FEM;SG	ADJ;PL
dansk	dansker	dansk	dansker	ADJ;NOM;INDF;MASC+FEM;SG	N;INDF;MASC+FEM;SG
dansk	dane	dansk	dane	ADJ;NOM;INDF;MASC+FEM;SG	
företag	forretning	företag	forretning	N;NOM;INDF;NEUT;PL	N;INDF;MASC+FEM;SG
företag	erhvervslivet	företag	erhvervsliv	N;NOM;INDF;NEUT;PL	N;DEF;NEUT;SG
företag	business	företag	business	N;NOM;INDF;NEUT;PL	N;INDF;MASC+FEM;SG
företag	virksomhed	företag	virksomhed	N;NOM;INDF;NEUT;PL	N;INDF;MASC+FEM;SG
företag	selskab	företag	selskab	N;NOM;INDF;NEUT;PL	N;INDF;NEUT;SG
företag	firma	företag	firma	N;NOM;INDF;NEUT;PL	N;INDF;NEUT;SG
företag	kompagni	företag	kompagni	N;NOM;INDF;NEUT;PL	N;INDF;NEUT;SG
företag	virksomhed	företag	virksomhed	N;NOM;INDF;NEUT;PL	N;INDF;MASC+FEM;SG
företag	virksomhederne	företag	virksomhed	N;NOM;INDF;NEUT;PL	N;DEF;MASC+FEM;PL
företag	erhvervspolitik	företag	erhvervspolitik	N;NOM;INDF;NEUT;PL	N;INDF;MASC+FEM;SG
företag	foretagende	företag	foretagende	N;NOM;INDF;NEUT;PL	N;INDF;NEUT;SG
företag	virksomhed	företag	virksomhed	N;NOM;INDF;NEUT;PL	N;INDF;MASC+FEM;SG
företag	enterprise	företag	enterprise	N;NOM;INDF;NEUT;PL	N;INDF;MASC+FEM;SG
gunnar	gunnar	gunnar	gunnar	PROPN;NOM	
orten	city	ort	city	N;NOM;DEF;MASC+FEM;SG	
orten	storby	ort	storby	N;NOM;DEF;MASC+FEM;SG	N;INDF;MASC+FEM;SG
orten	by	ort	by	N;NOM;DEF;MASC+FEM;SG	N;INDF;MASC+FEM;SG
orten	lokalområde	ort	lokalområde	N;NOM;DEF;MASC+FEM;SG	N;INDF;NEUT;SG
orten	lokalitet	ort	lokalitet	N;NOM;DEF;MASC+FEM;SG	N;INDF;MASC+FEM;SG
småland	småland	småland	småland	PROPN;NOM	N;INDF;NEUT;SG
nere	down	nere	down	ADV	
örebro	örebro	örebro	örebro	PROPN;NOM	
rom	rom	rom	rom	PROPN;NOM	PROPN
rom	roms	rom	roms	PROPN;NOM	PROPN;GEN
rom	rom	rom	rom	PROPN;NOM	PROPN
imagesize	imagesize	imagesize	imagesize	N;NOM;INDF;NEUT;SG	
saskatchewan	saskatchewan	saskatcheba	saskatchewan	N;NOM;DEF;MASC+FEM;SG	N;INDF;MASC+FEM;SG
timeaxis	timeaxis	timeaxis	timeaxis	N;NOM;INDF;MASC+FEM;SG	
plotarea	plotarea	plotare	plotarea	N;NOM;INDF;MASC+FEM;PL	
