conferit	svěřených	conferi	svěřený	ADJ;INDF;MASC;SG	ADJ;GEN;MASC;PL;POS
pauza	pauza	pauză	pauza	N;DEF;FEM;SG	N;NOM;FEM;SG;POS
pauza	pozastavit	pauză	pozastavit	N;DEF;FEM;SG	V;PFV;POS;NFIN
allan	allan	allan	allan	PROPN	PROPN;ANIM;NOM;MASC;SG;POS
seminarul	seminář	seminar	seminář	N;DEF;MASC;SG	N;INAN;NOM;MASC;SG;POS
globala	celosvětová	globală	celosvětový	ADJ;DEF;FEM;SG	ADJ;NOM;FEM;SG;POS
globala	global	globală	global	ADJ;DEF;FEM;SG	PROPN;INAN;NOM;MASC;SG;POS
globala	globální	globală	globální	ADJ;DEF;FEM;SG	ADJ;NOM;MASC;SG;POS
torre	torre	torre	torre	PROPN	PROPN;NOM;FEM;SG;POS
conan	conan	conan	conan	PROPN	N;ANIM;NOM;MASC;SG;POS
brescia	brescia	brescie	brescio	PROPN	PROPN;NOM;FEM;SG;POS
circuitul	okruh	circuit	okruh	N;DEF;MASC;SG	N;INAN;NOM;MASC;SG;POS
circuitul	obvod	circuit	obvod	N;DEF;MASC;SG	N;INAN;NOM;MASC;SG;POS
circuitul	okruhu	circuit	okruh	N;DEF;MASC;SG	N;INAN;GEN;MASC;SG;POS
infrant	poražen	infrant	poražený		ADJ;MASC;SG;POS;V.PTCP;PASS
infrant	poražený	infrant	poražený		ADJ;ANIM;NOM;MASC;SG;POS
infrant	poraženi	infrant	poražený		ADJ;ANIM;MASC;PL;POS;V.PTCP;PASS
roxana	roxana	roxana	roxana	N;DEF;FEM;SG	N;NOM;FEM;SG;POS
ferrara	ferrara	ferrara	ferrara	PROPN	PROPN;NOM;FEM;SG;POS
string	řetězec	stringe	řetězec		N;INAN;NOM;MASC;SG;POS
julian	julian	julian	julian	N;INDF;MASC;SG	PROPN;ANIM;NOM;MASC;SG;POS
mandatului	mandát	mandat	mandát	N;DEF;MASC;SG	N;INAN;NOM;MASC;SG;POS
mandatului	pověření	mandat	pověření	N;DEF;MASC;SG	N;NOM;NEUT;SG;POS
collins	collinsová	collins	collinsový	PROPN	ADJ;NOM;FEM;SG;POS
collins	collins	collins	collins	PROPN	PROPN;ANIM;NOM;MASC;SG;POS
ontario	ontario	ontario	ontario	PROPN	PROPN;NOM;NEUT;SG;POS
valoroase	cenný	valoros	cenný	ADJ;INDF;FEM;PL	ADJ;INAN;NOM;MASC;SG;POS
valoroase	cenná	valoros	cenný	ADJ;INDF;FEM;PL	ADJ;NOM;FEM;SG;POS
viet	viet	viet	viet	N;INDF;MASC;SG	PROPN;ANIM;NOM;MASC;SG;POS
reclama	komerční	reclama	komerční	N;DEF;FEM;SG	ADJ;NOM;FEM;SG;POS
reclama	obchodní	reclama	obchodní	N;DEF;FEM;SG	ADJ;NOM;MASC;SG;POS
reclama	reklamní	reclama	reklamní	N;DEF;FEM;SG	ADJ;NOM;MASC;SG;POS
reclama	reklamy	reclama	reklama	N;DEF;FEM;SG	N;NOM;FEM;PL;POS
reclama	reklama	reclama	reklama	N;DEF;FEM;SG	N;NOM;FEM;SG;POS
reclama	inzerce	reclama	inzerce	N;DEF;FEM;SG	N;NOM;FEM;SG;POS
tong	tong	tong	tong	PROPN	PROPN;INAN;NOM;MASC;SG;POS
comunicatii	sdělení	comunicat	sdělení		N;NOM;NEUT;SG;POS
comunicatii	komunikační	comunicat	komunikační		ADJ;NOM;MASC;SG;POS
comunicatii	komunikace	comunicat	komunikace		N;NOM;FEM;SG;POS
manga	manga	manga	manga		N;NOM;NEUT;SG;POS
electorala	volební	electoral	volební	N;DEF;FEM;SG	ADJ;NOM;MASC;SG;POS
indo	indo	indo	indo		PROPN;NOM;MASC;SG;POS
montreal	montrealu	montreal	montreal	PROPN	PROPN;INAN;GEN;MASC;SG;POS
ribbentrop	ribbentrop	ribbentrop	ribbentrop	N;INDF;MASC;SG	PROPN;INAN;NOM;MASC;SG;POS
scade	pokles	scădea	pokles	V;IND;SG;3;PRS;FIN	N;INAN;NOM;MASC;SG;POS
scade	snížení	scădea	snížení	V;IND;SG;3;PRS;FIN	N;NOM;NEUT;SG;POS
cheia	klíče	cheie	klíč	N;DEF;FEM;SG	N;INAN;NOM;MASC;PL;POS
cheia	klíčové	cheie	klíčový	N;DEF;FEM;SG	ADJ;NOM;MASC;PL;POS
cheia	klíčová	cheie	klíčový	N;DEF;FEM;SG	ADJ;NOM;FEM;SG;POS
cheia	klíč	cheie	klíč	N;DEF;FEM;SG	N;INAN;NOM;MASC;SG;POS
britannica	britannica	britannic	britannica	N;DEF;FEM;SG	N;NOM;FEM;SG;POS
romanov	romanovců	romanov	romanovec	PROPN	N;ANIM;GEN;MASC;PL;POS
mecanice	mechanické	mecanic	mechanický	ADJ;INDF;FEM;PL	ADJ;NOM;NEUT;SG;POS
mecanice	mechanická	mecanic	mechanický	ADJ;INDF;FEM;PL	ADJ;NOM;FEM;SG;POS
mecanice	mechanický	mecanic	mechanický	ADJ;INDF;FEM;PL	ADJ;INAN;NOM;MASC;SG;POS
mobil	mobilní	mobil	mobilní	N;INDF;MASC;SG	ADJ;NOM;MASC;SG;POS
sean	sean	sean	seana	PROPN	PROPN;ANIM;NOM;MASC;SG;POS
sean	seana	sean	seana	PROPN	N;ANIM;ACC;MASC;SG;POS
schi	lyže	schi	lyže	N;INDF;MASC;SG	N;NOM;FEM;PL;POS
schi	lyžařská	schi	lyžařský	N;INDF;MASC;SG	ADJ;NOM;FEM;SG;POS
schi	lyžařské	schi	lyžařský	N;INDF;MASC;SG	ADJ;NOM;MASC;PL;POS
fondarea	založení	fondare	založení	N;DEF;FEM;SG	N;NOM;NEUT;SG;POS
fondarea	zakládající	fondare	zakládající	N;DEF;FEM;SG	ADJ;ANIM;IPFV;NOM;MASC;SG;POS;PRS;V.PTCP;ACT
aeroport	letištní	aeroport	letištní	N;INDF;MASC;SG	ADJ;NOM;MASC;SG;POS
talentul	talentu	talent	talent	N;DEF;MASC;SG	N;INAN;GEN;MASC;SG;POS
talentul	talent	talent	talent	N;DEF;MASC;SG	N;INAN;NOM;MASC;SG;POS
talentul	nadání	talent	nadání	N;DEF;MASC;SG	N;NOM;NEUT;SG;POS
oklahoma	oklahoma	oklahoma	oklahoma	PROPN	PROPN;NOM;FEM;SG;POS
permisiunea	svolení	permisiune	svolení	N;DEF;FEM;SG	N;NOM;NEUT;SG;POS
permisiunea	povolení	permisiune	povolení	N;DEF;FEM;SG	N;NOM;NEUT;SG;POS
permisiunea	oprávnění	permisiune	oprávnění	N;DEF;FEM;SG	N;NOM;NEUT;SG;POS
bernhard	bernhard	bernhard	bernhard	PROPN	PROPN;ANIM;NOM;MASC;SG;POS
nepoata	vnučku	nepoată	vnučka	N;DEF;FEM;SG	N;ACC;FEM;SG;POS
nepoata	vnučka	nepoată	vnučka	N;DEF;FEM;SG	N;NOM;FEM;SG;POS
nepoata	neteř	nepoată	neteř	N;DEF;FEM;SG	N;NOM;FEM;SG;POS
nepoata	vnučku	nepoată	vnučka	N;DEF;FEM;SG	N;ACC;FEM;SG;POS
nepoata	vnučka	nepoată	vnučka	N;DEF;FEM;SG	N;NOM;FEM;SG;POS
nepoata	neteř	nepoată	neteř	N;DEF;FEM;SG	N;NOM;FEM;SG;POS
batut	porazil	bate	porazit	ADJ;INDF;MASC;SG	V;PFV;MASC;SG;POS;PST;V.PTCP;ACT
batut	bit	bate	bit	ADJ;INDF;MASC;SG	PROPN;INAN;NOM;MASC;SG;POS
batut	porazil	bate	porazit	ADJ;INDF;MASC;SG	V;PFV;MASC;SG;POS;PST;V.PTCP;ACT
batut	bit	bate	bit	ADJ;INDF;MASC;SG	PROPN;INAN;NOM;MASC;SG;POS
pragul	práh	prag	práh	N;DEF;MASC;SG	N;INAN;NOM;MASC;SG;POS
oua	vejce	ou	vejce	N;DEF;FEM;PL	N;NOM;NEUT;PL;POS
oua	vajec	ou	vejce	N;DEF;FEM;PL	N;GEN;NEUT;PL;POS
oua	vajíčka	ou	vajíčko	N;DEF;FEM;PL	N;NOM;NEUT;PL;POS
oua	vejce	ou	vejce	N;DEF;FEM;PL	N;NOM;NEUT;PL;POS
oua	vajec	ou	vejce	N;DEF;FEM;PL	N;GEN;NEUT;PL;POS
oua	vajíčka	ou	vajíčko	N;DEF;FEM;PL	N;NOM;NEUT;PL;POS
alpha	alpha	alpha	alpha		PROPN;NOM;MASC;SG;POS
alpha	alfa	alpha	alfa		PROPN;NOM;FEM;SG;POS
atlético	atlético	atlético	atlétik	PROPN	N;NOM;NEUT;SG;POS
liudmila	ljudmila	liudmilă	ljudmit	N;DEF;FEM;SG	N;NOM;FEM;SG;POS
contrar	rozporu	contrar	rozpor	ADV	N;INAN;GEN;MASC;SG;POS
sprijina	podporuje	sprijină	podporovat	V;IND;SG;3;IPFV;FIN	V;IPFV;IND;SG;3;POS;PRS;FIN;ACT
tiparita	tištěné	tiparită	tištěný	ADJ;DEF;FEM;SG	ADJ;NOM;MASC;SG;POS
rica	rica	rica	rica	PROPN	PROPN;NOM;MASC;SG;POS
imnul	hymna	imn	hymna	N;DEF;MASC;SG	N;NOM;FEM;SG;POS
imnul	hymnu	imn	hymna	N;DEF;MASC;SG	N;ACC;FEM;SG;POS
chirurgie	chirurgie	chirurgie	chirurgie	N;INDF;FEM;SG	N;NOM;FEM;SG;POS
chirurgie	operace	chirurgie	operace	N;INDF;FEM;SG	N;NOM;FEM;SG;POS
afecta	postihují	afecta	postihovat	V;IND;SG;3;IPFV;FIN	V;IPFV;IND;PL;3;POS;PRS;FIN;ACT
madison	madison	madison	madison	N;INDF;MASC;SG	PROPN;NOM;MASC;SG;POS
icoana	ikonu	icoană	ikon	N;DEF;FEM;SG	N;ACC;FEM;SG;POS
icoana	ikona	icoană	ikona	N;DEF;FEM;SG	N;NOM;FEM;SG;POS
icoana	ikony	icoană	ikon	N;DEF;FEM;SG	N;NOM;FEM;PL;POS
xinglong	xinglong	xinglong	xinglong		N;INAN;NOM;MASC;SG;POS
amy	amy	amy	amy	PROPN	PROPN;NOM;FEM;SG;POS
klaus	klaus	klaus	klaus	PROPN	PROPN;ANIM;NOM;MASC;SG;POS
adriana	adriano	adriană	adriano	N;DEF;FEM;SG	PROPN;ANIM;NOM;MASC;SG;POS
adriana	adriana	adriană	adriana	N;DEF;FEM;SG	N;NOM;FEM;SG;POS
pasi	kroků	pas	krok		N;INAN;GEN;MASC;PL;POS
pasi	schody	pas	schod		N;INAN;NOM;MASC;PL;POS
pasi	kroky	pas	krok		N;INAN;NOM;MASC;PL;POS
pasi	kroky	pas	krok		N;INAN;NOM;MASC;PL;POS
pasi	kroků	pas	krok		N;INAN;GEN;MASC;PL;POS
pasi	schody	pas	schod		N;INAN;NOM;MASC;PL;POS
pasi	kroky	pas	krok		N;INAN;NOM;MASC;PL;POS
spatial	prostorových	spatial	prostorový	N;INDF;MASC;SG	ADJ;GEN;MASC;PL;POS
spatial	prostorové	spatial	prostorový	N;INDF;MASC;SG	ADJ;NOM;NEUT;SG;POS
legislatia	legislativa	legislatie	legislativa	N;DEF;FEM;SG	N;NOM;FEM;SG;POS
butler	butler	butler	butler	PROPN	PROPN;ANIM;NOM;MASC;SG;POS
butler	komorník	butler	komorník	PROPN	N;ANIM;NOM;MASC;SG;POS
butler	sluha	butler	sluha	PROPN	N;ANIM;NOM;MASC;SG;POS
discutat	probírali	discuta	probírat	ADJ;INDF;MASC;SG	V;ANIM;IPFV;MASC;PL;POS;PST;V.PTCP;ACT
inutil	zbytečné	inutil	zbytečný	ADV	ADJ;NOM;NEUT;SG;POS
inutil	zbytečná	inutil	zbytečný	ADV	ADJ;NOM;FEM;SG;POS
inutil	zbytečné	inutil	zbytečný	ADV	ADJ;NOM;NEUT;SG;POS
rolling	rolling	rolling	rolling	PROPN	N;INAN;NOM;MASC;SG;POS
rolling	válcování	rolling	válcování	PROPN	N;NOM;NEUT;SG;POS
explicatie	vysvětlení	explicatie	vysvětlení	N;INDF;FEM;SG	N;NOM;NEUT;SG;POS
explicatie	vysvětlení	explicatie	vysvětlení	N;INDF;FEM;SG	N;NOM;NEUT;SG;POS
hudson	hudson	hudson	hudson	PROPN	PROPN;ANIM;NOM;MASC;SG;POS
edmund	edmund	edmunde	edmund	PROPN	PROPN;ANIM;NOM;MASC;SG;POS
mercedes	mercedes	mercedes	Mercedes	N;INDF;MASC;SG	PROPN;INAN;NOM;MASC;SG;POS
intelectuali	duševní	intelectual	duševní	N;INDF;MASC;PL	ADJ;NOM;MASC;SG;POS
intelectuali	intelektuální	intelectual	intelektuální	N;INDF;MASC;PL	ADJ;NOM;MASC;SG;POS
ronald	ronald	ronald	ronald	PROPN	PROPN;ANIM;NOM;MASC;SG;POS
ronald	ronalda	ronald	ronaldo	PROPN	N;ANIM;ACC;MASC;SG;POS
colective	kolektivu	colectiv	kolektiv	ADJ;INDF;FEM;PL	N;INAN;GEN;MASC;SG;POS
colective	kolektivní	colectiv	kolektivní	ADJ;INDF;FEM;PL	ADJ;NOM;MASC;SG;POS
popularitate	popularita	popularitate	popularita	N;INDF;FEM;SG	N;NOM;FEM;SG;POS
popularitate	popularitu	popularitate	popularita	N;INDF;FEM;SG	N;ACC;FEM;SG;POS
gandit	myšlenka	gandi	myšlenka	ADJ;INDF;MASC;SG	N;NOM;FEM;SG;POS
gandit	myslel	gandi	myslet	ADJ;INDF;MASC;SG	V;MASC;SG;POS;PST;V.PTCP;ACT
homo	teplá	homo	teplý	N;INDF;MASC;SG	ADJ;NOM;FEM;SG;POS
homo	gayové	homo	gayový	N;INDF;MASC;SG	N;ANIM;NOM;MASC;PL;POS
homo	gay	homo	gay	N;INDF;MASC;SG	PROPN;ANIM;NOM;MASC;SG;POS
homo	teplý	homo	teplý	N;INDF;MASC;SG	ADJ;ANIM;NOM;MASC;SG;POS
droguri	fet	drog	fet	N;INDF;FEM;PL	N;INAN;NOM;MASC;SG;POS
droguri	droga	drog	droga	N;INDF;FEM;PL	N;NOM;FEM;SG;POS
willem	willem	willem	will	PROPN	PROPN;ANIM;NOM;MASC;SG;POS
executie	poprava	executie	poprava	N;INDF;FEM;SG	N;NOM;FEM;SG;POS
executie	vykonání	executie	vykonání	N;INDF;FEM;SG	N;NOM;NEUT;SG;POS
executie	provedení	executie	provedení	N;INDF;FEM;SG	N;NOM;NEUT;SG;POS
executie	popravu	executie	poprava	N;INDF;FEM;SG	N;ACC;FEM;SG;POS
executie	poprava	executie	poprava	N;INDF;FEM;SG	N;NOM;FEM;SG;POS
executie	vykonání	executie	vykonání	N;INDF;FEM;SG	N;NOM;NEUT;SG;POS
executie	provedení	executie	provedení	N;INDF;FEM;SG	N;NOM;NEUT;SG;POS
executie	popravu	executie	poprava	N;INDF;FEM;SG	N;ACC;FEM;SG;POS
jucand	hrají	juca	hrát	N;INDF;MASC;SG	V;IND;PL;3;POS;PRS;FIN;ACT
jucand	hrajeme	juca	hrát	N;INDF;MASC;SG	V;IND;PL;1;POS;PRS;FIN;ACT
jucand	hraje	juca	hrát	N;INDF;MASC;SG	V;IPFV;IND;SG;3;POS;PRS;FIN;ACT
intervenit	zasáhl	interveni	zasáhnout	ADJ;INDF;MASC;SG	V;MASC;SG;POS;PST;V.PTCP;ACT
generat	vytvořené	genera	vytvořený	ADJ;INDF;MASC;SG	ADJ;NOM;MASC;PL;POS
succese	úspěšnost	succes	úspěšnost	N;INDF;FEM;PL	N;NOM;FEM;SG;POS
succese	úspěch	succes	úspěch	N;INDF;FEM;PL	N;INAN;NOM;MASC;SG;POS
bratislava	bratislava	bratislavă	bratislava	N;DEF;FEM;SG	PROPN;NOM;FEM;SG;POS
nuvela	román	nuvelă	román	N;DEF;FEM;SG	N;INAN;NOM;MASC;SG;POS
nuvela	novella	nuvelă	novella	N;DEF;FEM;SG	N;NOM;FEM;SG;POS
nuvela	novella	nuvelă	novella	N;DEF;FEM;SG	N;NOM;FEM;SG;POS
reformei	reformu	reformă	reforma	N;DEF;FEM;SG	N;ACC;FEM;SG;POS
reformei	reformovat	reformă	reformovat	N;DEF;FEM;SG	V;PFV;POS;NFIN
reformei	reforma	reformă	reforma	N;DEF;FEM;SG	N;NOM;FEM;SG;POS
reformei	reformy	reformă	reforma	N;DEF;FEM;SG	N;NOM;FEM;PL;POS
necunoscute	neznámá	necunoscut	známý	ADJ;INDF;FEM;PL	ADJ;NOM;FEM;SG;NEG
necunoscute	neznámý	necunoscut	známý	ADJ;INDF;FEM;PL	ADJ;ANIM;NOM;MASC;SG;NEG
necunoscute	neznámé	necunoscut	známý	ADJ;INDF;FEM;PL	ADJ;NOM;NEUT;SG;NEG
filipine	filipíny	filipine	filipín	N;INDF;FEM;SG	N;INAN;NOM;MASC;PL;POS
secundara	sekundární	secundar	sekundární	ADJ;DEF;FEM;SG	ADJ;NOM;MASC;SG;POS
promis	slíbili	promite	slíbit	V;MASC;SG;V.PTCP	V;ANIM;PFV;MASC;PL;POS;PST;V.PTCP;ACT
promis	slíbila	promite	slíbit	V;MASC;SG;V.PTCP	V;PFV;POS;PST;V.PTCP;ACT
rin	rin	rin	rin	N;INDF;MASC;SG	PROPN;ANIM;NOM;MASC;SG;POS
rin	porýní	rin	porýnit	N;INDF;MASC;SG	PROPN;NOM;NEUT;SG;POS
semnificatia	význam	semnificatie	význam	N;DEF;FEM;SG	N;INAN;NOM;MASC;SG;POS
plecare	odjezd	plecare	odjezd	N;INDF;FEM;SG	N;INAN;NOM;MASC;SG;POS
plecare	odlet	plecare	odlet	N;INDF;FEM;SG	N;INAN;NOM;MASC;SG;POS
plecare	odjezdu	plecare	odjezd	N;INDF;FEM;SG	N;INAN;GEN;MASC;SG;POS
memorii	paměti	memorie	paměť	N;INDF;FEM;PL	N;NOM;FEM;SG;POS
memorii	paměti	memorie	paměť	N;INDF;FEM;PL	N;NOM;FEM;SG;POS
gandire	myšlení	gandire	myšlení	N;INDF;FEM;SG	N;NOM;NEUT;SG;POS
gandire	přemýšlím	gandire	přemýšlet	N;INDF;FEM;SG	V;IPFV;IND;SG;1;POS;PRS;FIN;ACT
gandire	přemýšlení	gandire	přemýšlení	N;INDF;FEM;SG	N;NOM;NEUT;SG;POS
identificate	identifikován	identificat	identifikovaný	ADJ;INDF;FEM;PL	ADJ;MASC;SG;POS;V.PTCP;PASS
identificate	identifikoval	identificat	identifikovat	ADJ;INDF;FEM;PL	V;MASC;SG;POS;PST;V.PTCP;ACT
identificate	zjištěná	identificat	zjištěný	ADJ;INDF;FEM;PL	ADJ;NOM;FEM;SG;POS
identificate	identifikována	identificat	identifikovaný	ADJ;INDF;FEM;PL	ADJ;POS;V.PTCP;PASS
anatomia	anatomie	anatomie	anatomie	N;DEF;FEM;SG	N;NOM;FEM;SG;POS
farmacie	lékárna	farmacie	lékárna	N;INDF;FEM;SG	N;NOM;FEM;SG;POS
farmacie	lékárna	farmacie	lékárna	N;INDF;FEM;SG	N;NOM;FEM;SG;POS
farmacie	lékárny	farmacie	lékárna	N;INDF;FEM;SG	N;NOM;FEM;PL;POS
biti	kousky	biti	kousek		N;INAN;NOM;MASC;PL;POS
mexican	mexičan	mexican	mexičan	ADJ;INDF;MASC;SG	N;ANIM;NOM;MASC;SG;POS
five	pět	fiv	pět	N;INDF;MASC;SG	NUM;NOM;SG
pictate	namaloval	picta	namalovat	ADJ;INDF;FEM;PL	V;IPFV;MASC;SG;POS;PST;V.PTCP;ACT
aleksandr	alexandr	aleksandr	alexandr	PROPN	PROPN;ANIM;NOM;MASC;SG;POS
pozitiva	kladný	pozitivă	kladný	ADJ;DEF;FEM;SG	ADJ;INAN;NOM;MASC;SG;POS
pozitiva	kladné	pozitivă	kladný	ADJ;DEF;FEM;SG	ADJ;NOM;NEUT;SG;POS
pozitiva	pozitivní	pozitivă	pozitivní	ADJ;DEF;FEM;SG	ADJ;INAN;NOM;MASC;SG;POS
sangele	krvi	sange	krev	N;DEF;MASC;SG	N;DAT;FEM;SG;POS
sangele	krve	sange	krev	N;DEF;MASC;SG	N;NOM;FEM;SG;POS
sangele	blood	sange	blood	N;DEF;MASC;SG	PROPN;NOM;MASC;SG;POS
sangele	krev	sange	krev	N;DEF;MASC;SG	N;NOM;FEM;SG;POS
marchiz	markýzi	marchiz	markýz	N;INDF;MASC;SG	N;ANIM;NOM;MASC;PL;POS
yemen	jemenu	yemen	jemen	PROPN	PROPN;INAN;GEN;MASC;SG;POS
cantand	zpívání	cantand	zpívání		N;NOM;NEUT;SG;POS
cantand	zpěv	cantand	zpěv		N;INAN;NOM;MASC;SG;POS
cantand	zpívám	cantand	zpívam		V;IPFV;IND;SG;1;POS;PRS;FIN;ACT
cantand	zpívání	cantand	zpívání		N;NOM;NEUT;SG;POS
cantand	zpěv	cantand	zpěv		N;INAN;NOM;MASC;SG;POS
cantand	zpívám	cantand	zpívam		V;IPFV;IND;SG;1;POS;PRS;FIN;ACT
protejarea	ochrana	protejare	ochrana	N;DEF;FEM;SG	N;NOM;FEM;SG;POS
norvegian	norské	norvegian	norský	ADJ;INDF;MASC;SG	ADJ;NOM;MASC;PL;POS
impuscat	střela	impusca	střela	ADJ;INDF;MASC;SG	N;NOM;FEM;SG;POS
impuscat	zastřelil	impusca	zastřelit	ADJ;INDF;MASC;SG	V;PFV;MASC;SG;POS;PST;V.PTCP;ACT
impuscat	výstřel	impusca	výstřel	ADJ;INDF;MASC;SG	N;INAN;NOM;MASC;SG;POS
impuscat	střela	impusca	střela	ADJ;INDF;MASC;SG	N;NOM;FEM;SG;POS
impuscat	zastřelil	impusca	zastřelit	ADJ;INDF;MASC;SG	V;PFV;MASC;SG;POS;PST;V.PTCP;ACT
impuscat	výstřel	impusca	výstřel	ADJ;INDF;MASC;SG	N;INAN;NOM;MASC;SG;POS
salbatica	divočina	salbatică	divočina	N;DEF;FEM;SG	N;NOM;FEM;SG;POS
salbatica	divoká	salbatică	divoký	N;DEF;FEM;SG	ADJ;NOM;FEM;SG;POS
salbatica	divoké	salbatică	divoký	N;DEF;FEM;SG	ADJ;NOM;NEUT;SG;POS
salbatica	divoký	salbatică	divoký	N;DEF;FEM;SG	ADJ;INAN;NOM;MASC;SG;POS
teama	strachu	teamă	strach	N;DEF;FEM;SG	N;INAN;GEN;MASC;SG;POS
teama	strach	teamă	strach	N;DEF;FEM;SG	N;INAN;NOM;MASC;SG;POS
teama	strachu	teamă	strach	N;DEF;FEM;SG	N;INAN;GEN;MASC;SG;POS
teama	strach	teamă	strach	N;DEF;FEM;SG	N;INAN;NOM;MASC;SG;POS
sambata	sobotu	sambata	sobota	N;DEF;FEM;SG	N;ACC;FEM;SG;POS
sambata	sobota	sambata	sobota	N;DEF;FEM;SG	N;NOM;FEM;SG;POS
sambata	sobotní	sambata	sobotní	N;DEF;FEM;SG	ADJ;NOM;MASC;SG;POS
sambata	sobotu	sambata	sobota	N;DEF;FEM;SG	N;ACC;FEM;SG;POS
sambata	sobota	sambata	sobota	N;DEF;FEM;SG	N;NOM;FEM;SG;POS
sambata	sobotní	sambata	sobotní	N;DEF;FEM;SG	ADJ;NOM;MASC;SG;POS
sambata	soboty	sambata	sobota	N;DEF;FEM;SG	N;NOM;FEM;PL;POS
sambata	sobotu	sambata	sobota	N;DEF;FEM;SG	N;ACC;FEM;SG;POS
sambata	sobota	sambata	sobota	N;DEF;FEM;SG	N;NOM;FEM;SG;POS
sambata	sobotní	sambata	sobotní	N;DEF;FEM;SG	ADJ;NOM;MASC;SG;POS
sambata	sobotu	sambata	sobota	N;DEF;FEM;SG	N;ACC;FEM;SG;POS
sambata	sobota	sambata	sobota	N;DEF;FEM;SG	N;NOM;FEM;SG;POS
sambata	sobotní	sambata	sobotní	N;DEF;FEM;SG	ADJ;NOM;MASC;SG;POS
profesionisti	profesionálové	profesionist	profesionál	ADJ;INDF;MASC;PL	N;ANIM;NOM;MASC;PL;POS
profesionisti	odborníci	profesionist	odborník	ADJ;INDF;MASC;PL	N;ANIM;NOM;MASC;PL;POS
profesionisti	profesionálové	profesionist	profesionál	ADJ;INDF;MASC;PL	N;ANIM;NOM;MASC;PL;POS
profesionisti	odborníci	profesionist	odborník	ADJ;INDF;MASC;PL	N;ANIM;NOM;MASC;PL;POS
irlandez	ir	irlandez	ir	ADJ;INDF;MASC;SG	PROPN;MASC;POS
bunica	babičky	bunică	babička	N;DEF;FEM;SG	N;NOM;FEM;PL;POS
bunica	babička	bunică	babička	N;DEF;FEM;SG	N;NOM;FEM;SG;POS
bunica	bába	bunică	bába	N;DEF;FEM;SG	N;NOM;FEM;SG;POS
bunica	babka	bunică	babka	N;DEF;FEM;SG	N;NOM;FEM;SG;POS
bunica	babička	bunică	babička	N;DEF;FEM;SG	N;NOM;FEM;SG;POS
bunica	babičky	bunică	babička	N;DEF;FEM;SG	N;NOM;FEM;PL;POS
bunica	babička	bunică	babička	N;DEF;FEM;SG	N;NOM;FEM;SG;POS
bunica	babičky	bunică	babička	N;DEF;FEM;SG	N;NOM;FEM;PL;POS
bunica	babička	bunică	babička	N;DEF;FEM;SG	N;NOM;FEM;SG;POS
bunica	babičky	bunică	babička	N;DEF;FEM;SG	N;NOM;FEM;PL;POS
bunica	babička	bunică	babička	N;DEF;FEM;SG	N;NOM;FEM;SG;POS
lituaniei	lotyšsko	lituanie	lotyšský	PROPN;DEF;FEM;SG	PROPN;NOM;NEUT;SG;POS
lituaniei	litva	lituanie	litva	PROPN;DEF;FEM;SG	PROPN;NOM;FEM;SG;POS
limitate	omezeno	limitat	omezený	ADJ;INDF;FEM;PL	ADJ;NEUT;SG;POS;V.PTCP;PASS
limitate	omezený	limitat	omezený	ADJ;INDF;FEM;PL	ADJ;INAN;NOM;MASC;SG;POS
limitate	omezené	limitat	omezený	ADJ;INDF;FEM;PL	ADJ;NOM;NEUT;SG;POS
limitate	omezená	limitat	omezený	ADJ;INDF;FEM;PL	ADJ;NOM;FEM;SG;POS
sándor	sándora	sándor	sándor	PROPN	N;NOM;FEM;SG;POS
perry	perry	perry	perry	PROPN	PROPN;ANIM;NOM;MASC;SG;POS
perry	perryho	perry	perry	PROPN	N;ANIM;ACC;MASC;SG;POS
sept	přepážku	sept	přepážka		N;ACC;FEM;SG;POS
distinctie	rozlišování	distinctie	rozlišování	N;INDF;FEM;SG	N;NOM;NEUT;SG;POS
distinctie	rozlišovat	distinctie	rozlišovat	N;INDF;FEM;SG	V;IPFV;POS;NFIN
rugaciune	modlitbu	rugaciune	modlitba	N;INDF;FEM;SG	N;ACC;FEM;SG;POS
rugaciune	modlitba	rugaciune	modlitba	N;INDF;FEM;SG	N;NOM;FEM;SG;POS
rugaciune	modlitbu	rugaciune	modlitba	N;INDF;FEM;SG	N;ACC;FEM;SG;POS
rugaciune	modlitba	rugaciune	modlitba	N;INDF;FEM;SG	N;NOM;FEM;SG;POS
luther	luther	luther	luther	PROPN	N;ANIM;NOM;MASC;SG;POS
luther	luthera	luther	luther	PROPN	N;ANIM;ACC;MASC;SG;POS
personalitatea	osobnost	personalitate	osobnost	N;DEF;FEM;SG	N;NOM;FEM;SG;POS
personalitatea	osobnosti	personalitate	osobnost	N;DEF;FEM;SG	N;NOM;FEM;PL;POS
atelierul	workshop	atelier	workshop	N;DEF;MASC;SG	N;INAN;NOM;MASC;SG;POS
atelierul	dílna	atelier	dílna	N;DEF;MASC;SG	N;NOM;FEM;SG;POS
atelierul	seminář	atelier	seminář	N;DEF;MASC;SG	N;INAN;NOM;MASC;SG;POS
cook	cook	cook	cook	PROPN	PROPN;ANIM;NOM;MASC;SG;POS
cook	vařit	cook	vařit	PROPN	V;IPFV;POS;NFIN
cook	kuchař	cook	kuchař	PROPN	N;ANIM;NOM;MASC;SG;POS
cook	kuchařka	cook	kuchařka	PROPN	N;NOM;FEM;SG;POS
