در	vrata	در	vrata	ADP	N;NOM;NEUT;PL
بیشترین	največ	بیش	največ	ADJ;RL	DET
بیشترین	najbolj	بیش	najbolj	ADJ;RL	ADV;RL
لباس	obleke	لباس	obleka	N;SG	N;NOM;FEM;PL
لباس	oblačil	لباس	oblačilo	N;SG	N;GEN;NEUT;PL
لباس	oblačila	لباس	oblačilo	N;SG	N;NOM;NEUT;PL
لباس	obleke	لباس	obleka	N;SG	N;NOM;FEM;PL
لباس	obleke	لباس	obleka	N;SG	N;NOM;FEM;PL
لباس	oblačila	لباس	oblačilo	N;SG	N;NOM;NEUT;PL
ترکی	turška	ترکی	turški	N;SG	ADJ;NOM;FEM;SG
ترکی	turški	ترکی	turški	N;SG	ADJ;NOM;MASC;SG
ترکی	turško	ترکی	turški	N;SG	ADJ;NOM;NEUT;SG
سلام	pozdravljeni	None	pozdravljen	N;SG	ADJ;NOM;MASC;PL;V.PTCP
سلام	peace	None	peac	N;SG	
تحلیل	analizirali	تحلیل	analizirati	N;SG	V;MASC;PL;V.PTCP
تحلیل	analiziral	تحلیل	analizirati	N;SG	V;MASC;SG;V.PTCP
تحلیل	analize	تحلیل	analiza	N;SG	N;NOM;FEM;PL
سعید	saeed	سعید	saeeda	N;SG	
ریاضی	matematično	ریاضی	matematično	N;SG	ADJ;NOM;NEUT;SG
ریاضی	matematični	ریاضی	matematičen	N;SG	ADJ;NOM;MASC;SG
همچنان	še	همچنان	še	ADV	PART
نقره	srebrn	نقره	srebrn	N;SG	ADJ;NOM;INDF;MASC;SG
نقره	srebro	نقره	srebro	N;SG	ADJ;NOM;NEUT;SG
نقره	srebrno	نقره	srebrno	N;SG	ADJ;NOM;NEUT;SG
نقره	srebrna	نقره	srebrn	N;SG	ADJ;NOM;FEM;SG
گویا	goya	گویا	goga		N;NOM;MASC;SG
آواز	pel	آواز	peti	N;SG	V;IPFV;MASC;SG;V.PTCP
آواز	poje	آواز	peti	N;SG	V;IPFV;IND;SG;3;PRS;FIN
مرز	mejami	مرز	meja	N;SG	N;DAT;FEM;PL
مرز	mejah	مرز	meja	N;SG	N;ESS;FEM;PL
مرز	meje	مرز	meja	N;SG	N;NOM;FEM;PL
مرز	meje	مرز	meja	N;SG	N;NOM;FEM;PL
روستاها	vasi	روستا	vas	N;PL	N;GEN;FEM;SG
فدرال	zvezni	فدرال	zvezen	N;SG	ADJ;NOM;MASC;SG
فدرال	zvezno	فدرال	zvezen	N;SG	ADJ;NOM;NEUT;SG
فدرال	zvezna	فدرال	zvezen	N;SG	ADJ;NOM;FEM;SG
گیاه	rastline	گیاه	rastlina	N;SG	N;NOM;FEM;PL
فرزندان	sinova	فرزند	sin	N;PL	N;NOM;MASC;DU
تدریس	naučil	تدریس	naučiti	N;SG	V;PFV;MASC;SG;V.PTCP
پیرامون	okoliških	پیرامون	okoliški	ADP	ADJ;GEN;MASC;PL
پیرامون	obdaja	پیرامون	obdajati	ADP	V;IPFV;IND;SG;3;PRS;FIN
خانگی	ljubljenčki	خانگی	ljubljenček	N;SG	N;NOM;MASC;PL
خانگی	domači	خانگی	domač	N;SG	ADJ;NOM;DEF;MASC;SG
خانگی	domač	خانگی	domač	N;SG	ADJ;NOM;INDF;MASC;SG
خانگی	domače	خانگی	domače	N;SG	ADV
خانگی	domača	خانگی	domač	N;SG	ADJ;NOM;FEM;SG
بندر	pristanišča	بندر	pristanišče	N;SG	N;NOM;NEUT;PL
چینی	kitajske	چینی	kitajski	N;SG	ADJ;NOM;FEM;PL
چینی	kitajski	چینی	kitajski	N;SG	ADJ;NOM;MASC;SG
چینی	kitajsko	چینی	kitajski	N;SG	ADJ;NOM;NEUT;SG
چینی	kitajska	چینی	kitajski	N;SG	ADJ;NOM;FEM;SG
چینی	kitajci	چینی	kitajec	N;SG	N;NOM;MASC;PL
اینترنتی	internetni	اینترنتی	interneten	N;SG	ADJ;NOM;DEF;MASC;SG
اینترنتی	internetno	اینترنتی	interneten	N;SG	ADJ;NOM;NEUT;SG
جو	joe	جو	joe	N;SG	PROPN;NOM;MASC;SG
قبول	sprejeti	قبول	sprejeti	ADJ	V;PFV;NFIN
قبول	sprejmi	قبول	sprejeti	ADJ	V;PFV;IMP;SG;2;FIN
هزینه	stroški	هزینه	strošek	N;SG	N;NOM;MASC;PL
آرکانزاس	arkansas	آرکانزاس	arkansas	N;SG	PROPN;NOM;MASC;SG
اتاق	sobi	None	soba	N;SG	N;NOM;FEM;DU
اتاق	sobe	None	soba	N;SG	N;NOM;FEM;PL
نسل	generacije	نسل	generacija	N;SG	N;NOM;FEM;PL
نسل	semenski	نسل	semenski	N;SG	ADJ;NOM;MASC;SG
نسل	semena	نسل	seme	N;SG	N;NOM;NEUT;PL
طبقه	nadstropij	طبقه	nadstropje	N;SG	N;GEN;NEUT;PL
طبقه	tla	طبقه	tla	N;SG	N;NOM;NEUT;PL
طبقه	nadstropja	طبقه	nadstropje	N;SG	N;NOM;NEUT;PL
طبقه	tla	طبقه	tla	N;SG	N;NOM;NEUT;PL
هفتم	vii	هفتم	viI	ADJ	
هفتم	seventh	هفتم	seventh	ADJ	N;NOM;MASC;SG
قابلیت	zmožnosti	قابلیت	zmožnost	N;SG	N;NOM;FEM;PL
قابلیت	zmožnosti	قابلیت	zmožnost	N;SG	N;NOM;FEM;PL
صلح	peace	صلح	peac	N;SG	
سلسله	dinastije	سلسله	dinastija	N;SG	N;NOM;FEM;PL
نیازمند	potrebo	نیازمند	potreba	ADJ	N;ACC;FEM;SG
نیازمند	potreba	نیازمند	potreba	ADJ	N;NOM;FEM;SG
اعداد	števila	اعداد	število	N;PL	N;GEN;NEUT;SG
توانایی	zmožnosti	توانایی	zmožnost	N;SG	N;NOM;FEM;PL
توانایی	zmožen	توانایی	zmožen	N;SG	ADJ;NOM;INDF;MASC;SG
توانایی	sposobni	توانایی	sposoben	N;SG	ADJ;NOM;MASC;PL
توانایی	sposobne	توانایی	sposoben	N;SG	ADJ;NOM;FEM;PL
توانایی	sposoben	توانایی	sposoben	N;SG	ADJ;NOM;INDF;MASC;SG
ویندوز	okna	ویندوز	okno	N;SG	N;NOM;NEUT;PL
اورگن	oregon	اورگن	oregon	N;SG	PROPN;NOM;MASC;SG
نصب	namesti	نصب	namestiti	N;SG	V;PFV;IND;SG;3;PRS;FIN
نصب	vgrajena	نصب	vgrajen	N;SG	ADJ;NOM;FEM;SG;V.PTCP
نصب	nameščeni	نصب	nameščen	N;SG	ADJ;NOM;MASC;PL;V.PTCP
نصب	vgrajeni	نصب	vgrajen	N;SG	ADJ;NOM;MASC;PL;V.PTCP
نصب	nameščena	نصب	nameščen	N;SG	ADJ;NOM;FEM;SG;V.PTCP
نصب	nameščen	نصب	nameščen	N;SG	ADJ;NOM;INDF;MASC;SG;V.PTCP
نصب	vgrajen	نصب	vgrajen	N;SG	ADJ;NOM;INDF;MASC;SG;V.PTCP
آرام	mirne	آرام	miren	ADV	ADJ;NOM;FEM;PL
آرام	miren	آرام	miren	ADV	ADJ;NOM;INDF;MASC;SG
آرام	miren	آرام	miren	ADV	ADJ;NOM;INDF;MASC;SG
آرام	umirjeno	آرام	umirjen	ADV	ADJ;NOM;NEUT;SG;V.PTCP
آرام	aram	آرام	aram	ADV	PROPN;NOM;MASC;SG
هندی	indijansko	هندی	indijansko	N;SG	ADJ;NOM;NEUT;SG
هندی	indijsko	هندی	indijski	N;SG	ADJ;NOM;NEUT;SG
هندی	indijski	هندی	indijski	N;SG	ADJ;NOM;MASC;SG
هندی	indijska	هندی	indijski	N;SG	ADJ;NOM;FEM;SG
هندی	priročno	هندی	priročen	N;SG	ADJ;NOM;NEUT;SG
هندی	priročna	هندی	priročen	N;SG	ADJ;NOM;FEM;SG
موج	valovni	موج	valoven	N;SG	ADJ;NOM;MASC;SG
نوشت	napiši	نوشت#نویس	napisati	V;SG;3;PST	V;PFV;IMP;SG;2;FIN
نوشت	piši	نوشت#نویس	pišati	V;SG;3;PST	V;IPFV;IND;SG;3;PRS;FIN
نوشت	pisanje	نوشت#نویس	pisanje	V;SG;3;PST	N;NOM;NEUT;SG
کشیده	vlekli	کشید#کش	vleči	V;SG;3;V.PTCP	V;IPFV;MASC;PL;V.PTCP
آبشار	slapovi	آبشار	slap	N;SG	N;NOM;MASC;PL
آبشار	slapovi	آبشار	slap	N;SG	N;NOM;MASC;PL
آبشار	pade	آبشار	pasti	N;SG	V;PFV;IND;SG;3;PRS;FIN
آبشار	padci	آبشار	padec	N;SG	N;NOM;MASC;PL
تالار	hall	تالار	hall	N;SG	
مذهب	religije	مذهب	religija	N;SG	N;NOM;FEM;PL
مذهب	vere	مذهب	vera	N;SG	N;NOM;FEM;PL
باور	verjemi	باور	verje	N;SG	V;IND;SG;1;PRS;FIN
الجزایر	alžirski	الجزایر	alžirski	N;SG	ADJ;NOM;MASC;SG
بیت	premagal	بیت	premagati	N;SG	V;PFV;MASC;SG;V.PTCP
بیت	bit	بیت	bit	N;SG	
دقیق	natančen	دقیق	natančen	ADV	ADJ;NOM;INDF;MASC;SG;V.PTCP
دقیق	natančna	دقیق	natančen	ADV	ADJ;NOM;FEM;SG
دقیق	točen	دقیق	točen	ADV	ADJ;NOM;INDF;MASC;SG
دقیق	natančen	دقیق	natančen	ADV	ADJ;NOM;INDF;MASC;SG;V.PTCP
دقیق	natančni	دقیق	natančen	ADV	ADJ;NOM;MASC;PL
دقیق	natančna	دقیق	natančen	ADV	ADJ;NOM;FEM;SG
دقیق	natančen	دقیق	natančen	ADV	ADJ;NOM;INDF;MASC;SG;V.PTCP
نواحی	okrožja	ناحیه	okrožje	N;PL	N;NOM;NEUT;SG
سوسیالیستی	socialdemokratov	سوسیالیستی	socialdemokrat	N;SG	N;GEN;MASC;PL
تونی	tony	تونی	tony	V;SBJV	PROPN;NOM;MASC;SG
شیلی	čilski	شیلی	čilski	N;SG	ADJ;NOM;DEF;MASC;SG
شیلی	čile	شیلی	čiti	N;SG	PROPN;NOM;NEUT;SG
مانده	ostanki	ماند#مان	ostanek	V;SG;3;V.PTCP	N;NOM;MASC;PL
مانده	ostanek	ماند#مان	ostanek	V;SG;3;V.PTCP	N;NOM;MASC;SG
موفقیت	uspehov	موفقیت	uspeh	N;SG	N;GEN;MASC;PL
امضا	podpišite	None	podpisati	N;SG	V;PFV;IMP;PL;2;FIN
امضا	podpisana	None	podpisan	N;SG	ADJ;NOM;FEM;SG;V.PTCP
امضا	podpisano	None	podpisan	N;SG	ADJ;NOM;NEUT;SG;V.PTCP
امضا	podpisan	None	podpisan	N;SG	ADJ;NOM;INDF;MASC;SG;V.PTCP
امضا	podpisani	None	podpisan	N;SG	ADJ;NOM;MASC;PL;V.PTCP
عمده	razsuti	عمده	razsutiti	ADJ	
عمده	major	عمده	major	ADJ	N;NOM;MASC;SG
امارات	zae	امارت	zae	N;PL	PROPN;NOM;MASC;SG
توکیو	tokio	توکیو	tokio	N;SG	PROPN;NOM;MASC;SG
دعوت	povabi	دعوت	povabiti	N;SG	V;PFV;IND;SG;3;PRS;FIN
دعوت	vabi	دعوت	vabiti	N;SG	V;IPFV;IND;SG;3;PRS;FIN
دعوت	povabila	دعوت	povabiti	N;SG	V;PFV;FEM;SG;V.PTCP
دعوت	vabila	دعوت	vabilo	N;SG	N;NOM;NEUT;PL
دعوت	vabi	دعوت	vabiti	N;SG	V;IPFV;IND;SG;3;PRS;FIN
آوردن	pripeljan	آوردن	pripeljan	N;SG	ADJ;NOM;INDF;MASC;SG;V.PTCP
آوردن	prinesel	آوردن	prinesti	N;SG	V;PFV;MASC;SG;V.PTCP
آوردن	prinesi	آوردن	prinesti	N;SG	V;PFV;IMP;SG;2;FIN
سود	ugodnosti	None	ugodnost	N;SG	N;NOM;FEM;PL
سود	dobički	None	dobiček	N;SG	N;NOM;MASC;PL
سقوط	nesreči	سقوط	nesreča	N;SG	N;NOM;FEM;DU
سقوط	padlo	سقوط	pasti	N;SG	V;PFV;NEUT;SG;V.PTCP
سقوط	padel	سقوط	pasti	N;SG	V;PFV;MASC;SG;V.PTCP
طبیعت	narave	طبیعت	narava	N;SG	N;NOM;FEM;PL
نوازندگان	glasbenika	None	glasbenik	N;PL	N;ANIM;ACC;MASC;SG
نوازندگان	orkester	None	orkester	N;PL	N;NOM;MASC;SG
حقیقت	resnice	حقیقت	resnica	N;SG	N;NOM;FEM;PL
مسلمان	muslimani	مسلمان	musliman	N;SG	N;NOM;MASC;PL
مسلمان	muslimani	مسلمان	musliman	N;SG	N;NOM;MASC;PL
مسلمان	muslimanov	مسلمان	musliman	N;SG	N;GEN;MASC;PL
صفر	ničla	صفر	ničelo	NUM	N;NOM;FEM;SG
تجهیزات	opremo	تجهیزات	oprema	N;PL	N;ACC;FEM;SG
تجهیزات	oprema	تجهیزات	oprema	N;PL	N;NOM;FEM;SG
چهل	chehel	چهل	cheheti	NUM	
خطر	tveganja	خطر	tveganje	N;SG	N;NOM;NEUT;PL
فرض	predvideval	فرض	predvidevati	N;SG	V;IPFV;MASC;SG;V.PTCP
فرمان	naročila	فرمان	naročiti	N;SG	V;PFV;FEM;SG;V.PTCP
فرمان	naroči	فرمان	naroči	N;SG	V;PFV;IND;SG;3;PRS;FIN
فرمان	naročila	فرمان	naročiti	N;SG	V;PFV;FEM;SG;V.PTCP
فرمان	ukazi	فرمان	ukaz	N;SG	N;NOM;MASC;PL
فدراسیون	federacije	فدراسیون	federacija	N;SG	N;NOM;FEM;PL
تجربه	izkušeni	تجربه	izkušen	N;SG	ADJ;NOM;MASC;PL
تجربه	izkušen	تجربه	izkušen	N;SG	ADJ;NOM;INDF;MASC;SG
تجربه	doživetja	تجربه	doživetje	N;SG	N;NOM;NEUT;PL
تجربه	izkušnje	تجربه	izkušnja	N;SG	N;NOM;FEM;PL
تجربه	izkušenj	تجربه	izkušnja	N;SG	N;GEN;FEM;PL
تجربه	izkušnje	تجربه	izkušnja	N;SG	N;NOM;FEM;PL
مسیحی	christian	مسیحی	christian	N;SG	PROPN;NOM;MASC;SG
مسیحی	krščanski	مسیحی	krščanski	N;SG	ADJ;NOM;MASC;SG
مسیحی	kristjane	مسیحی	kristjan	N;SG	N;ACC;MASC;PL
مسیحی	kristjani	مسیحی	kristjan	N;SG	N;NOM;MASC;PL
مسیحی	kristjanov	مسیحی	kristjan	N;SG	N;GEN;MASC;PL
متصل	poveži	متصل	povežiti	ADJ	V;PFV;IND;SG;2;PRS;FIN
غذایی	živila	غذا	živilo	N;SG	N;NOM;NEUT;PL
غذایی	zdrob	غذا	zdroba	N;SG	N;NOM;MASC;PL
امید	pričakovanja	امید	pričakovanje	N;SG	N;NOM;NEUT;PL
امید	hope	امید	hopa	N;SG	
امید	upal	امید	upati	N;SG	V;IPFV;MASC;SG;V.PTCP
ساحل	shore	ساحل	shora	N;SG	
خبری	novice	None	novica	N;SG	N;NOM;FEM;PL
اندونزی	indonezije	اندونزی	indonezija	N;SG	N;NOM;FEM;PL
عزیز	ljub	عزیز	ljub	ADJ	N;NOM;MASC;SG
عزیز	aziz	عزیز	aziz	ADJ	PROPN;NOM;MASC;SG
مطلب	isis	مطلب	isis	N;SG	PROPN;NOM;MASC;SG
زرد	rumena	زرد	rumen	N;SG	ADJ;NOM;FEM;SG
زرد	rumeni	زرد	rume	N;SG	ADJ;NOM;DEF;MASC;SG
زرد	rumene	زرد	rumen	N;SG	ADJ;NOM;FEM;PL
زرد	rumen	زرد	rumen	N;SG	ADJ;NOM;INDF;MASC;SG
زرد	rumeno	زرد	rumen	N;SG	ADV
تجارت	posli	تجارت	posel	N;SG	N;NOM;MASC;PL
ذخیره	reši	ذخیره	reša	N;SG	V;PFV;IND;SG;3;PRS;FIN
ذخیره	shrani	ذخیره	shraniti	N;SG	V;PFV;IND;SG;3;PRS;FIN
ذخیره	prodajalna	ذخیره	prodajalna	N;SG	ADJ;NOM;FEM;SG
ذخیره	rezerve	ذخیره	rezerva	N;SG	N;NOM;FEM;PL
دودمان	dinastije	دودم	dinastija	N;SG	N;NOM;FEM;PL
برچسب	označi	برچسب	označiti		V;PFV;IND;SG;3;PRS;FIN
برچسب	oznaka	برچسب	oznakati		N;NOM;FEM;SG
برچسب	nalepka	برچسب	nalepka		N;NOM;FEM;SG
برچسب	oznaka	برچسب	oznakati		N;NOM;FEM;SG
رقص	plesno	رقص	plesno	N;SG	ADJ;NOM;NEUT;SG
فی	faye	فی	faya		N;NOM;MASC;SG
فی	phi	فی	phi		
فی	fay	فی	fay		PROPN;NOM;MASC;SG
فی	fei	فی	fe		N;NOM;MASC;SG
دانشگاهی	akademske	دانشگاهی	akademski	N;SG	ADJ;NOM;FEM;PL
دانشگاهی	akademsko	دانشگاهی	akademski	N;SG	ADJ;NOM;NEUT;SG
دانشگاهی	akademski	دانشگاهی	akademski	N;SG	ADJ;NOM;MASC;SG
روسی	ruska	روسی	ruski	N;SG	ADJ;NOM;FEM;SG
روسی	ruski	روسی	ruski	N;SG	ADJ;NOM;DEF;MASC;SG
روسی	rusko	روسی	ruski	N;SG	ADJ;NOM;NEUT;SG
علاقه	zanima	علاقه	zanimati	N;SG	V;IPFV;IND;SG;3;PRS;FIN
علاقه	zainteresirani	علاقه	zainteresiran	N;SG	ADJ;NOM;MASC;PL;V.PTCP
علاقه	zainteresirana	علاقه	zainteresiran	N;SG	ADJ;NOM;FEM;SG;V.PTCP
علاقه	zainteresirane	علاقه	zainteresiran	N;SG	ADJ;NOM;FEM;PL;V.PTCP
علاقه	obresti	علاقه	obresti	N;SG	N;NOM;FEM;PL
علاقه	všeč	علاقه	všeč	N;SG	ADV
آشنا	kontakt	آشنا	kontakt	ADJ	N;NOM;MASC;SG
آشنا	stik	آشنا	stik	ADJ	N;NOM;MASC;SG
آشنا	stika	آشنا	stik	ADJ	N;GEN;MASC;SG
فنلاند	finska	None	finski	N;SG	ADJ;NOM;FEM;SG
فنلاند	finska	None	finski	N;SG	ADJ;NOM;FEM;SG
فنلاند	finsko	None	finski	N;SG	ADJ;NOM;NEUT;SG
فنلاند	finski	None	finski	N;SG	ADJ;NOM;DEF;MASC;SG
جلو	naprej	جلو	naprej	N;SG	ADV
تابستان	poletna	تابستان	poleten	N;SG	ADJ;NOM;FEM;SG
تابستان	poletni	تابستان	poleten	N;SG	ADJ;NOM;DEF;MASC;SG
تابستان	poletno	تابستان	poleten	N;SG	ADJ;NOM;NEUT;SG
تابستان	poleti	تابستان	poleti	N;SG	ADV
معدنی	anorganske	معدنی	anorganski	N;SG	ADJ;NOM;FEM;PL
معدنی	mineralnih	معدنی	mineralen	N;SG	ADJ;GEN;MASC;PL
معدنی	mineralno	معدنی	mineralen	N;SG	ADJ;NOM;NEUT;SG
مدرک	dokazila	مدرک	dokazilo	N;SG	N;NOM;NEUT;PL
مدرک	dokazi	مدرک	dokaz	N;SG	N;NOM;MASC;PL
اختصاص	samske	اختصاص	samski	N;SG	ADJ;NOM;FEM;PL
ایل	île	None	île	N;SG	PROPN;NOM;MASC;SG
عقب	zadaj	عقب	zadaj	N;SG	
عقب	nazaj	عقب	nazaj	N;SG	ADV
عقب	zadaj	عقب	zadaj	N;SG	
سرباز	zasebno	سرباز	zaseben	N;SG	ADJ;NOM;NEUT;SG
سرباز	privat	سرباز	privati	N;SG	
سرباز	zasebna	سرباز	zaseben	N;SG	ADJ;NOM;FEM;SG
سرباز	zasebnega	سرباز	zaseben	N;SG	ADJ;GEN;NEUT;SG
سرباز	zasebni	سرباز	zaseben	N;SG	ADJ;NOM;MASC;SG
خشک	posuši	خشک	posušiti	ADJ	V;PFV;IND;SG;3;PRS;FIN
خشک	suho	خشک	suh	ADJ	ADV
خشک	suho	خشک	suh	ADJ	ADV
فراوان	obilje	فراوان	obilje	ADJ	N;NOM;NEUT;SG
فراوان	obilno	فراوان	obilno	ADJ	ADV
فراوان	much	فراوان	much	ADJ	N;NOM;MASC;SG
فراوان	veliko	فراوان	veliko	ADJ	DET
رفتن	odšel	رفتن	oditi	N;SG	V;PFV;MASC;SG;V.PTCP
احساس	občuti	احساس	občutiti	N;SG	V;PFV;IND;SG;3;PRS;FIN
احساس	občutki	احساس	občutek	N;SG	N;NOM;MASC;PL
احساس	čutila	احساس	čutiti	N;SG	V;IPFV;FEM;SG;V.PTCP
احساس	počutil	احساس	počutiti	N;SG	V;IPFV;MASC;SG;V.PTCP
احساس	čutil	احساس	čutiti	N;SG	V;IPFV;MASC;SG;V.PTCP
احساس	občutila	احساس	občutiti	N;SG	V;PFV;FEM;SG;V.PTCP
احساس	občutki	احساس	občutek	N;SG	N;NOM;MASC;PL
احساس	čustev	احساس	čustvo	N;SG	N;GEN;NEUT;PL
احساس	čustva	احساس	čustvo	N;SG	N;NOM;NEUT;PL
احساس	občutke	احساس	občutek	N;SG	N;ACC;MASC;PL
برنز	gori	برنز	goreti	N;SG	
برنز	burns	برنز	burns	N;SG	
برنز	peče	برنز	peči	N;SG	V;IPFV;IND;SG;3;PRS;FIN
برنز	opekline	برنز	opeklin	N;SG	N;NOM;FEM;PL
خرید	prodajalna	خرید	prodajalna	N;SG	ADJ;NOM;FEM;SG
خرید	kupi	خرید	kupa	N;SG	V;PFV;IND;SG;3;PRS;FIN
خرید	kupiš	خرید	kupiti	N;SG	V;PFV;IND;SG;2;PRS;FIN
خرید	kupil	خرید	kupiti	N;SG	V;PFV;MASC;SG;V.PTCP
قاره	celine	None	celina	N;SG	N;NOM;FEM;PL
قاره	celinah	None	celina	N;SG	N;ESS;FEM;PL
هشتم	viii	هشتم	videti	ADJ	
هشتم	eighth	هشتم	eighth	ADJ	
شاخه	veje	شاخه	veja	N;SG	N;NOM;FEM;PL
شاخه	podružnice	شاخه	podružnica	N;SG	N;NOM;FEM;PL
شاخه	vejo	شاخه	vedeti	N;SG	V;IPFV;IND;PL;3;PRS;FIN
قطعه	segmentih	قطعه	segment	N;SG	N;ESS;MASC;PL
قطعه	koščki	قطعه	košček	N;SG	N;NOM;MASC;PL
قطعه	kosi	قطعه	kosa	N;SG	N;NOM;MASC;PL
ساحلی	obalno	ساحلی	obalno	N;SG	ADV
ساحلی	obalna	ساحلی	obalen	N;SG	ADJ;NOM;FEM;SG
ساحلی	obalnih	ساحلی	obalen	N;SG	ADJ;GEN;MASC;PL
دیوار	stene	دیوار	stena	N;SG	N;NOM;FEM;PL
دیوار	zidovi	دیوار	zid	N;SG	N;NOM;MASC;PL
دیوار	sten	دیوار	sten	N;SG	N;GEN;FEM;PL
دیوار	zidov	دیوار	zid	N;SG	N;GEN;MASC;PL
اعدام	usmrtili	None	usmrtiti	N;SG	V;PFV;MASC;PL;V.PTCP
اعدام	izvršena	None	izvršen	N;SG	ADJ;NOM;FEM;SG;V.PTCP
اعدام	usmrčen	None	usmrčen	N;SG	ADJ;NOM;INDF;MASC;SG;V.PTCP
اعدام	usmrtitve	None	usmrtitev	N;SG	N;NOM;FEM;PL
درگاه	pristanišča	درگاه	pristanišče	N;SG	N;NOM;NEUT;PL
رساند	izpopolnitev	رساند#رسان	izpopolnitev	V;SG;3;PST	N;NOM;FEM;SG
امتیاز	točki	امتیاز	točka	N;SG	N;NOM;FEM;DU
امتیاز	točk	امتیاز	točka	N;SG	N;GEN;FEM;PL
امتیاز	točke	امتیاز	točka	N;SG	N;NOM;FEM;PL
روحانی	duhovna	روحانی	duhoven	N;SG	ADJ;NOM;FEM;SG
روحانی	duhovni	روحانی	duhoven	N;SG	ADJ;NOM;MASC;SG
روحانی	duhovnega	روحانی	duhoven	N;SG	ADJ;GEN;NEUT;SG
روحانی	duhovne	روحانی	duhoven	N;SG	ADJ;NOM;FEM;PL
روحانی	duhovno	روحانی	duhoven	N;SG	ADJ;NOM;NEUT;SG
گذاری	bombardiranja	گذاری	bombardiranje	N;SG	N;GEN;NEUT;PL
مخصوص	specialno	مخصوص	specialno	N;SG	ADJ;NOM;NEUT;SG
مخصوص	posebna	مخصوص	poseben	N;SG	ADJ;NOM;FEM;SG
مخصوص	posebne	مخصوص	poseben	N;SG	ADJ;NOM;FEM;PL
مخصوص	poseben	مخصوص	poseben	N;SG	ADJ;NOM;INDF;MASC;SG
مخصوص	posebno	مخصوص	posebno	N;SG	ADV
منفی	negativno	منفی	negativen	ADJ	ADV
گیاهی	zeliščni	گیاهی	zeliščen	N;SG	ADJ;NOM;MASC;SG
گیاهی	rastline	گیاهی	rastlina	N;SG	N;NOM;FEM;PL
سهام	zalog	سهم	zaloga	N;PL	N;GEN;FEM;SG
سهام	zaloga	سهم	zaloga	N;PL	N;NOM;FEM;SG
سهام	stalež	سهم	stalež	N;PL	N;NOM;MASC;SG
سهام	zaloga	سهم	zaloga	N;PL	N;NOM;FEM;SG
پرنده	bird	پرنده	bird	N;SG	
تفسیر	komentarji	تفسیر	komentar	N;SG	N;NOM;MASC;PL
درود	pozdravljeni	درود	pozdravljen	N;SG	ADJ;NOM;MASC;PL;V.PTCP
درود	pozdrave	درود	pozdrav	N;SG	N;ACC;MASC;PL
جزئی	delne	جزئی	delen	N;SG	ADJ;NOM;FEM;PL
جزئی	delno	جزئی	delno	N;SG	ADV
جزئی	delna	جزئی	delen	N;SG	ADJ;NOM;FEM;SG
جزئی	delni	جزئی	delen	N;SG	ADJ;NOM;DEF;MASC;SG
ولز	welsh	ولز	Welsh	N;SG	PROPN;NOM;MASC;SG
ولز	wells	ولز	wells	N;SG	PROPN;NOM;MASC;SG
هرچند	kakorkoli	هرچند	kakorkoli	CONJ	ADV
داریوش	darius	داریوش	darius	N;SG	
چارلز	charles	چارلز	charles	N;SG	PROPN;NOM;MASC;SG
دامنه	amplitude	None	amplitud	N;SG	N;NOM;FEM;PL
نجات	reševalna	نجات	reševalen	N;SG	ADJ;NOM;FEM;SG
زدن	udarjati	زدن	udarjati	N;SG	V;IPFV;NFIN
زدن	trka	زدن	trkati	N;SG	V;IPFV;IND;SG;3;PRS;FIN
میسیسیپی	mississippi	میسیسیپی	mississippa	N;SG	N;NOM;MASC;PL
مهاجم	napadalci	None	napadalec	N;SG	N;NOM;MASC;PL
مهاجم	vsiljivci	None	vsiljivec	N;SG	N;NOM;MASC;PL
رباتیک	robotski	رباتیک	robotski	N;SG	ADJ;NOM;DEF;MASC;SG
رکوردز	zapisi	رکوردز	zapis	N;SG	N;NOM;MASC;PL
رکوردز	evidence	رکوردز	evidenca	N;SG	N;NOM;FEM;PL
تصویری	vizualno	تصویر	vizualen	N;SG	ADV
تکمیل	popolna	تکمیل	popoln	N;SG	ADJ;NOM;FEM;SG
تکمیل	popolno	تکمیل	popoln	N;SG	ADJ;NOM;NEUT;SG
نبراسکا	nebraski	نبراسکا	nebraski	N;SG	ADJ;NOM;MASC;SG
وظیفه	dolžnosti	وظیفه	dolžnost	N;SG	N;NOM;FEM;PL
اداری	upravne	None	upraven	N;SG	ADJ;NOM;FEM;PL
اداری	administrativna	None	administrativen	N;SG	ADJ;NOM;FEM;SG
اداری	upravna	None	upraven	N;SG	ADJ;NOM;FEM;SG
آکادمی	akademije	آکادمی	akademija	N;SG	N;NOM;FEM;PL
ارسال	pošiljam	ارسال	pošiljati	N;SG	V;IPFV;IND;SG;1;PRS;FIN
ارسال	pošlji	ارسال	pošlja	N;SG	V;PFV;IND;SG;3;PRS;FIN
ارسال	pošljite	ارسال	pošlati	N;SG	V;PFV;IMP;PL;2;FIN
دیدار	spoznaj	دیدار	spoznaj	N;SG	V;IND;SG;3;PRS;FIN
فضا	vesoljska	فضا	vesoljski	N;SG	ADJ;NOM;FEM;SG
عکاسی	fotografski	عکاسی	fotografski	N;SG	ADJ;NOM;MASC;SG
عکاسی	fotografske	عکاسی	fotografski	N;SG	ADJ;NOM;FEM;PL
صادق	iskren	صادق	iskren	N;SG	ADJ;NOM;INDF;MASC;SG
انگلیس	england	انگلیس	england	N;SG	PROPN;NOM;MASC;SG
