den	os	den	o	PRO;DEF;MASC+FEM;SG	PRO;ACC;MASC;PL;3
medeltida	medievais	medeltida	medieval	ADJ;NOM	N;MASC;PL
johnson	johnson	johnson	johnson	PROPN;NOM	N;MASC;SG
höga	alto	hög	alto	ADJ;NOM;PL	ADV
höga	high	hög	high	ADJ;NOM;PL	N;MASC;SG
höga	altos	hög	alto	ADJ;NOM;PL	N;MASC;PL
höga	alta	hög	alta	ADJ;NOM;PL	N;FEM;SG
tills	ate	tills	ate	ADV	INTJ
alberta	alberta	albert	alberto	PROPN;NOM	N;FEM;SG
lätt	easy	lätt	easy	ADJ;NOM;INDF;NEUT;SG	N;MASC;SG
lätt	calma	lätt	calma	ADJ;NOM;INDF;NEUT;SG	N;FEM;SG
lätt	facilmente	lätt	facilmente	ADJ;NOM;INDF;NEUT;SG	ADV
kairo	cairo	kairo	cairo	PROPN;NOM	N;MASC;SG
flygplats	aeródromos	flygpla	aeródromo	N;NOM;INDF;MASC+FEM;SG	N;MASC;PL
krig	guerras	krig	guerra	N;NOM;INDF;NEUT;SG	N;FEM;PL
krig	guerras	krig	guerra	N;NOM;INDF;NEUT;SG	N;FEM;PL
skog	bosques	skog	bosque	N;NOM;INDF;MASC+FEM;SG	N;MASC;PL
skog	florestas	skog	floresta	N;NOM;INDF;MASC+FEM;SG	N;FEM;PL
skog	florestas	skog	floresta	N;NOM;INDF;MASC+FEM;SG	N;FEM;PL
beroende	dependentes	beroende	dependente	ADJ;NOM;PRS;V.PTCP	N;MASC;PL
beroende	dependência	beroende	dependência	ADJ;NOM;PRS;V.PTCP	N;FEM;SG
beroende	dependência	beroende	dependência	ADJ;NOM;PRS;V.PTCP	N;FEM;SG
beroende	dependências	beroende	dependência	ADJ;NOM;PRS;V.PTCP	N;FEM;PL
beroende	viciado	beroende	viciar	ADJ;NOM;PRS;V.PTCP	V;MASC;SG;V.PTCP
beroende	viciados	beroende	viciar	ADJ;NOM;PRS;V.PTCP	V;MASC;PL;V.PTCP
beroende	viciada	beroende	viciar	ADJ;NOM;PRS;V.PTCP	V;FEM;SG;V.PTCP
beroende	dependência	beroende	dependência	ADJ;NOM;PRS;V.PTCP	N;FEM;SG
beroende	vício	beroende	vício	ADJ;NOM;PRS;V.PTCP	N;MASC;SG
beroende	vícios	beroende	vício	ADJ;NOM;PRS;V.PTCP	N;MASC;PL
bygga	construção	bygga	construção	V;IMP;FIN;ACT	N;FEM;SG
bygga	edifício	bygga	edifício	V;IMP;FIN;ACT	N;MASC;SG
bygga	prédio	bygga	prédio	V;IMP;FIN;ACT	N;MASC;SG
bygga	construa	bygga	construo	V;IMP;FIN;ACT	V;SBJV;SG;3;PRS;FIN
bygga	build	bygga	build	V;IMP;FIN;ACT	N;MASC;SG
bygga	constrói	bygga	construir	V;IMP;FIN;ACT	V;IND;SG;3;PRS;FIN
leder	cadastros	leda	cadastro	V;IND;PRS;FIN;ACT	N;MASC;PL
leder	leads	leda	lead	V;IND;PRS;FIN;ACT	N;MASC;PL
leder	articulações	leda	articulação	V;IND;PRS;FIN;ACT	N;FEM;PL
leder	juntas	leda	juntas	V;IND;PRS;FIN;ACT	N;FEM;PL
domingo	domingo	domingo	domingo	PROPN;NOM	N;MASC;SG
utveckling	evoluções	utveckling	evolução	N;NOM;INDF;MASC+FEM;SG	N;FEM;PL
utveckling	desenvolvimentos	utveckling	desenvolvimento	N;NOM;INDF;MASC+FEM;SG	N;MASC;PL
spanska	espanhóis	spanska	espanhol	N;NOM;INDF;MASC+FEM;SG	N;MASC;PL
övre	upper	övre	upper	ADJ;NOM;CMPR	N;MASC;SG
indien	índia	indien	índia	PROPN;NOM	N;FEM;SG
indien	india	indien	india	PROPN;NOM	N;MASC;SG
läst	lidos	läsa	ler	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP	V;MASC;PL;V.PTCP
läst	ler	läsa	ler	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP	V;NFIN
läst	leia	läsa	ler	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP	V;SBJV;SG;3;PRS;FIN
läst	lê	läsa	ler	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP	V;IND;SG;3;PRS;FIN
åland	åland	åland	åland	PROPN;NOM	N;FEM;SG
åland	aland	åland	aland	PROPN;NOM	N;MASC;SG
lee	lee	lee	lee	PROPN;NOM	N;MASC;SG
lägga	coloca	lägga	colocar	V;IMP;FIN;ACT	V;IND;SG;3;PRS;FIN
lägga	coloque	lägga	coloque	V;IMP;FIN;ACT	V;SBJV;SG;3;PRS;FIN
music	músicas	music	música	N;NOM;INDF;MASC+FEM;SG	N;FEM;PL
pris	preços	pris	preço	N;NOM;INDF;NEUT;SG	N;MASC;PL
centre	centrar	cena	centrar	N;NOM;INDF;NEUT;SG	V;NFIN
centre	centralizar	cena	centralizar	N;NOM;INDF;NEUT;SG	V;NFIN
song	canção	song	canção	PROPN;NOM	N;FEM;SG
song	song	song	song	PROPN;NOM	N;MASC;SG
prag	praga	prag	praga	PROPN;NOM	N;FEM;SG
bengt	bengt	bengt	bengt	PROPN;NOM	PROPN;MASC;SG
michigan	michigan	michigan	michigan	PROPN;NOM	N;MASC;SG
lät	soou	låta	soar	V;IMP;PST;FIN;ACT	V;IND;SG;3;PST;FIN
lät	soava	låta	soava	V;IMP;PST;FIN;ACT	V;IND;SG;3;IPFV;FIN
arkitekt	arquitetos	arkitekt	arquiteto	N;NOM;INDF;MASC+FEM;SG	N;MASC;PL
tasmanien	tasmânia	tasmaniun	tasmânia	PROPN;NOM	N;FEM;SG
vem	oms	vem	oms	PRO;INDF;MASC+FEM;SG	N;FEM;SG
vem	who	vem	who	PRO;INDF;MASC+FEM;SG	N;MASC;SG
vem	quem	vem	quem	PRO;INDF;MASC+FEM;SG	PRO;SG
tack	obrigado	tack	obrigar	N;NOM;INDF;NEUT;SG	V;MASC;SG;V.PTCP
tack	obrigada	tack	obrigar	N;NOM;INDF;NEUT;SG	V;FEM;SG;V.PTCP
tack	valeu	tack	valer	N;NOM;INDF;NEUT;SG	V;IND;SG;3;PST;FIN
final	finais	final	final	N;NOM;INDF;MASC+FEM;SG	N;MASC;PL
final	finais	final	final	N;NOM;INDF;MASC+FEM;SG	N;MASC;PL
fel	errado	fel	errar	N;NOM;INDF;NEUT;SG	V;MASC;SG;V.PTCP
fel	errada	fel	errar	N;NOM;INDF;NEUT;SG	V;FEM;SG;V.PTCP
fel	erros	fel	erro	N;NOM;INDF;NEUT;SG	N;MASC;PL
fel	erros	fel	erro	N;NOM;INDF;NEUT;SG	N;MASC;PL
medverkade	contribuíram	medverkad	contribuir	ADJ;NOM;PL;PST;V.PTCP	V;IND;PL;3;FIN
medverkade	contribuiu	medverkad	contribuir	ADJ;NOM;PL;PST;V.PTCP	V;IND;SG;3;PST;FIN
medverkade	contribuído	medverkad	contribuir	ADJ;NOM;PL;PST;V.PTCP	V;MASC;SG;V.PTCP
medverkade	participei	medverkad	participar	ADJ;NOM;PL;PST;V.PTCP	V;IND;SG;1;PST;FIN
medverkade	participaram	medverkad	participar	ADJ;NOM;PL;PST;V.PTCP	V;IND;PL;3;FIN
medverkade	participou	medverkad	participar	ADJ;NOM;PL;PST;V.PTCP	V;IND;SG;3;PST;FIN
gård	quintas	gård	quinto	N;NOM;INDF;MASC+FEM;SG	N;FEM;PL
sovjetunionen	urss	sovjetunionen	ur	PROPN;NOM	N;FEM;SG
yngre	younger	ung	younger	ADJ;NOM;CMPR	N;MASC;SG
yngre	young	ung	young	ADJ;NOM;CMPR	N;MASC;SG
yngre	jovens	ung	jovem	ADJ;NOM;CMPR	N;MASC;PL
yngre	júnior	ung	júnior	ADJ;NOM;CMPR	N;MASC;SG
yngre	junior	ung	junior	ADJ;NOM;CMPR	N;MASC;SG
såg	visto	se	ver	V;IMP;FIN;ACT	PROPN;MASC;SG;V.PTCP
såg	assisti	se	assistir	V;IMP;FIN;ACT	V;IND;SG;1;PST;FIN
såg	assistiu	se	assistir	V;IMP;FIN;ACT	V;IND;SG;3;PST;FIN
såg	assistiram	se	assistir	V;IMP;FIN;ACT	V;IND;PL;3;FIN
såg	viu	se	ver	V;IMP;FIN;ACT	V;IND;SG;3;PST;FIN
ägde	propriedade	ägde	propriedade	V;IND;PST;FIN;ACT	N;FEM;SG
utbildning	treinos	utbildning	treino	N;NOM;INDF;MASC+FEM;SG	N;MASC;PL
igenom	através	igenom	através	ADP	ADV
igenom	through	igenom	through	ADP	N;MASC;SG
ses	ses	se	ses	V;NFIN;PASS	N;MASC;SG
konst	artes	konst	arte	N;NOM;INDF;MASC+FEM;SG	N;FEM;PL
jones	jones	jon	jone	PROPN;NOM	N;MASC;SG
jacques	jacques	jacques	jacque	PROPN;NOM	N;MASC;SG
italienska	italiana	italiensk	italiana	ADJ;NOM;PL	N;FEM;SG
italienska	italianos	italiensk	italiano	ADJ;NOM;PL	N;MASC;PL
italienska	italiano	italiensk	italiano	ADJ;NOM;PL	N;MASC;SG
hermann	hermann	herman	hermann	PROPN;NOM	N;MASC;SG
landskap	paisagens	landskap	paisagem	N;NOM;INDF;NEUT;SG	N;FEM;PL
landskap	paisagens	landskap	paisagem	N;NOM;INDF;NEUT;SG	N;FEM;PL
landskap	paisagens	landskap	paisagem	N;NOM;INDF;NEUT;SG	N;FEM;PL
allmänna	generalidades	allmän	generalidade	ADJ;NOM;PL	N;MASC;PL
allmänna	gerais	allmän	geral	ADJ;NOM;PL	N;MASC;PL
allmänna	geral	allmän	geral	ADJ;NOM;PL	N;MASC;SG
allmänna	general	allmän	general	ADJ;NOM;PL	N;MASC;SG
virginia	virgínia	virgini	virgínia	PROPN;NOM	N;FEM;SG
virginia	virginia	virgini	virginia	PROPN;NOM	N;FEM;SG
eric	eric	eric	eric	PROPN;NOM	N;MASC;SG
mästare	campeões	mäst	campeão	N;NOM;INDF;MASC+FEM;SG	N;MASC;PL
fågel	aves	fågel	ave	N;NOM;INDF;MASC+FEM;SG	N;FEM;PL
minuter	acta	minut	actar	N;NOM;INDF;MASC+FEM;PL	N;FEM;SG
sports	esportes	sport	esporte	N;NOM;INDF;MASC+FEM;SG	N;MASC;PL
sports	desportos	sport	desporto	N;NOM;INDF;MASC+FEM;SG	N;MASC;PL
sofia	sofia	sofia	sofiar	PROPN;NOM	N;FEM;SG
sofia	sófia	sofia	sófia	PROPN;NOM	N;MASC;SG
sofia	sofia	sofia	sofiar	PROPN;NOM	N;FEM;SG
sofia	sophia	sofia	sophia	PROPN;NOM	N;FEM;SG
oblast	oblast	oblast	oblast	PROPN;NOM	N;MASC;SG
lokala	locais	lokal	local	ADJ;NOM;PL	N;MASC;PL
lokala	local	lokal	local	ADJ;NOM;PL	N;MASC;SG
spring	executar	spring	executar	N;NOM;INDF;MASC+FEM;SG	V;NFIN
spring	corra	spring	corra	N;NOM;INDF;MASC+FEM;SG	V;SBJV;SG;3;PRS;FIN
spring	correr	spring	correr	N;NOM;INDF;MASC+FEM;SG	V;NFIN
spring	corre	spring	correr	N;NOM;INDF;MASC+FEM;SG	V;IND;SG;3;PRS;FIN
free	livre	free	livre	V;IMP;FIN;ACT	ADJ;MASC;SG
free	grátis	free	grátis	V;IMP;FIN;ACT	N;MASC;SG
free	free	free	free	V;IMP;FIN;ACT	N;MASC;SG
free	gratuito	free	gratuito	V;IMP;FIN;ACT	ADJ;MASC;SG
försök	tenta	försök	tentar	N;NOM;INDF;NEUT;SG	V;IND;SG;3;PRS;FIN
försök	tente	försök	tentar	N;NOM;INDF;NEUT;SG	V;SBJV;SG;3;PRS;FIN
försök	tentar	försök	tentar	N;NOM;INDF;NEUT;SG	V;NFIN
försök	experimente	försök	experimentar	N;NOM;INDF;NEUT;SG	V;SBJV;SG;3;PRS;FIN
försök	experimenta	försök	experimentar	N;NOM;INDF;NEUT;SG	V;IND;SG;3;PRS;FIN
oss	oss	vi	o	PRO;ACC;DEF;MASC+FEM;PL	N;MASC;PL
bidrag	subsídios	bidrag	subsídio	N;NOM;INDF;NEUT;SG	N;MASC;PL
bidrag	subvenções	bidrag	subvenção	N;NOM;INDF;NEUT;SG	N;FEM;PL
bidrag	subsídios	bidrag	subsídio	N;NOM;INDF;NEUT;SG	N;MASC;PL
bidrag	bolsas	bidrag	bolsa	N;NOM;INDF;NEUT;SG	N;FEM;PL
bidrag	subvenções	bidrag	subvenção	N;NOM;INDF;NEUT;SG	N;FEM;PL
bidrag	contributos	bidrag	contributo	N;NOM;INDF;NEUT;SG	N;MASC;PL
bidrag	contribuições	bidrag	contribuição	N;NOM;INDF;NEUT;SG	N;FEM;PL
frank	frank	frank	frank	PROPN;NOM	N;MASC;SG
jesus	jesus	jesus	jesus	PROPN;NOM	N;MASC;SG
angeles	angeles	angeles	angele	PROPN;NOM	N;MASC;PL
priset	preços	pris	preço	N;NOM;DEF;NEUT;SG	N;MASC;PL
visa	vista	visa	vista	V;IMP;FIN;ACT	N;FEM;SG
visa	visualização	visa	visualização	V;IMP;FIN;ACT	N;FEM;SG
visa	exibição	visa	exibição	V;IMP;FIN;ACT	N;FEM;SG
visa	mostra	visa	mostrar	V;IMP;FIN;ACT	V;IND;SG;3;PRS;FIN
visa	espetáculo	visa	espetáculo	V;IMP;FIN;ACT	N;MASC;SG
visa	show	visa	show	V;IMP;FIN;ACT	N;MASC;SG
kalmar	kalmar	kalma	kalmar	PROPN;NOM	N;MASC;SG
kontrakt	contratos	kontrakt	contrato	N;NOM;INDF;NEUT;SG	N;MASC;PL
fråga	pergunte	fråga	pergunte	N;NOM;INDF;MASC+FEM;SG	V;SBJV;SG;3;PRS;FIN
fråga	pedir	fråga	pedir	N;NOM;INDF;MASC+FEM;SG	V;NFIN
fråga	perguntar	fråga	perguntar	N;NOM;INDF;MASC+FEM;SG	V;NFIN
vår	nossa	vår	nosso	N;NOM;INDF;MASC+FEM;SG	DET;FEM;SG
vår	nossas	vår	nosso	N;NOM;INDF;MASC+FEM;SG	DET;FEM;PL
vår	nossos	vår	nosso	N;NOM;INDF;MASC+FEM;SG	DET;MASC;PL
vår	nosso	vår	nosso	N;NOM;INDF;MASC+FEM;SG	DET;MASC;SG
vår	nossa	vår	nosso	N;NOM;INDF;MASC+FEM;SG	DET;FEM;SG
vår	nosso	vår	nosso	N;NOM;INDF;MASC+FEM;SG	DET;MASC;SG
wilson	wilson	wilson	wilson	PROPN;NOM	N;MASC;SG
bäst	melhores	bra	bom	ADV;RL	ADJ;MASC;PL
bäst	best	bra	best	ADV;RL	N;MASC;SG
projekt	projectos	projekt	projecto	N;NOM;INDF;NEUT;SG	N;MASC;PL
projekt	projetos	projekt	projeto	N;NOM;INDF;NEUT;SG	N;MASC;PL
radera	apaga	radera	apagar	V;IMP;FIN;ACT	V;IND;SG;3;PRS;FIN
radera	apague	radera	apagar	V;IMP;FIN;ACT	V;SBJV;SG;3;PRS;FIN
radera	apaguem	radera	apagar	V;IMP;FIN;ACT	V;SBJV;PL;3;PRS;FIN
radera	apago	radera	apago	V;IMP;FIN;ACT	V;IND;SG;1;PRS;FIN
radera	apaga	radera	apagar	V;IMP;FIN;ACT	V;IND;SG;3;PRS;FIN
bor	bor	bo	bor	V;IND;PRS;FIN;ACT	N;MASC;SG
bor	boro	bo	boro	V;IND;PRS;FIN;ACT	N;MASC;SG
militär	militares	militär	militar	N;NOM;INDF;MASC+FEM;SG	N;MASC;PL
uppgifter	informação	uppgift	informação	N;NOM;INDF;MASC+FEM;PL	N;FEM;SG
uppgifter	data	uppgift	data	N;NOM;INDF;MASC+FEM;PL	N;FEM;SG
piper	apitar	piper	apitar	N;NOM;INDF;MASC+FEM;SG	V;NFIN
umeå	umeå	umeå	umeå	PROPN;NOM	N;MASC;SG
das	das	das	das	PROPN;NOM	N;MASC;SG
blue	azuis	blue	azul	N;NOM;INDF;MASC+FEM;SG	N;MASC;PL
nordiska	nórdica	nordisk	nórdico	ADJ;NOM;PL	N;FEM;SG
nordiska	nórdico	nordisk	nórdico	ADJ;NOM;PL	ADJ;MASC;SG
nordiska	nórdicos	nordisk	nórdico	ADJ;NOM;PL	N;MASC;PL
eriksson	eriksson	eriksson	eriksson	PROPN;NOM	N;MASC;SG
sucre	sucre	suc	sucre	PROPN;NOM	N;MASC;SG
menar	média	mena	média	V;IND;PRS;FIN;ACT	N;FEM;SG
hills	colinas	hills	colina	N;NOM;INDF;MASC+FEM;SG	N;FEM;PL
björn	bjorn	björn	bjorn	PROPN;NOM	N;MASC;SG
björn	ursinho	björn	ursinho	PROPN;NOM	N;MASC;SG
björn	bear	björn	bear	PROPN;NOM	N;MASC;SG
björn	urso	björn	urso	PROPN;NOM	N;MASC;SG
björn	björn	björn	björn	PROPN;NOM	PROPN;MASC;SG
nationella	national	nationell	national	ADJ;NOM;PL	N;MASC;SG
nationella	nacionais	nationell	nacional	ADJ;NOM;PL	N;MASC;PL
nationella	nacional	nationell	nacional	ADJ;NOM;PL	ADJ;MASC;SG
alpes	alpes	alpes	alpes	N;NOM;INDF;NEUT;SG	N;MASC;PL
domare	juíz	dom	juíz	N;NOM;INDF;MASC+FEM;PL	N;MASC;SG
domare	juíza	dom	juíza	N;NOM;INDF;MASC+FEM;PL	N;FEM;SG
domare	juiz	dom	juiz	N;NOM;INDF;MASC+FEM;PL	N;MASC;SG
domare	julgar	dom	julgar	N;NOM;INDF;MASC+FEM;PL	V;NFIN
domare	árbitro	dom	árbitro	N;NOM;INDF;MASC+FEM;PL	N;MASC;SG
följer	seguintes	följa	seguinte	V;IND;PRS;FIN;ACT	N;MASC;PL
följer	siga	följa	siga	V;IND;PRS;FIN;ACT	V;SBJV;SG;3;PRS;FIN
följer	sigam	följa	seguir	V;IND;PRS;FIN;ACT	V;SBJV;PL;3;PRS;FIN
följer	follow	följa	follow	V;IND;PRS;FIN;ACT	N;MASC;SG
estland	estónia	estland	estónia	PROPN;NOM	N;FEM;SG
estland	estônia	estland	estônia	PROPN;NOM	N;FEM;SG
saknar	saudades	sakna	saudade	V;IND;PRS;FIN;ACT	N;FEM;PL
saknar	menina	sakna	menina	V;IND;PRS;FIN;ACT	N;FEM;SG
saknar	saudade	sakna	saudade	V;IND;PRS;FIN;ACT	N;FEM;SG
saknar	ausente	sakna	ausente	V;IND;PRS;FIN;ACT	ADJ;MASC;SG
saknar	falta	sakna	falta	V;IND;PRS;FIN;ACT	N;FEM;SG
zagreb	zagreb	zagreb	zagreb	PROPN;NOM	N;MASC;SG
arbeten	emprego	arbete	emprego	N;NOM;INDF;NEUT;PL	N;MASC;SG
ferdinand	ferdinand	ferdinand	ferdinand	PROPN;NOM	N;MASC;SG
ferdinand	fernando	ferdinand	fernando	PROPN;NOM	V;V.MSDR
indian	indianos	indian	indiano	N;NOM;INDF;MASC+FEM;SG	N;MASC;PL
indian	índios	indian	índio	N;NOM;INDF;MASC+FEM;SG	N;MASC;PL
skalbaggar	besouro	skalbagg	besouro	N;NOM;INDF;MASC+FEM;PL	N;MASC;SG
skalbaggar	escaravelho	skalbagg	escaravelho	N;NOM;INDF;MASC+FEM;PL	N;MASC;SG
skalbaggar	fusca	skalbagg	fusca	N;NOM;INDF;MASC+FEM;PL	N;MASC;SG
slog	bate	slå	bater	V;IMP;PST;FIN;ACT	V;IND;SG;3;PRS;FIN
slog	hit	slå	hit	V;IMP;PST;FIN;ACT	N;MASC;SG
slog	bateu	slå	bater	V;IMP;PST;FIN;ACT	V;IND;SG;3;PST;FIN
bodde	morava	böa	morar	V;IND;PST;FIN;ACT	V;IND;SG;3;IPFV;FIN
bodde	vivia	böa	viver	V;IND;PST;FIN;ACT	V;IND;SG;3;IPFV;FIN
svarta	preta	svart	preto	ADJ;NOM;PL	N;FEM;SG
svarta	black	svart	black	ADJ;NOM;PL	N;MASC;SG
svarta	preto	svart	preto	ADJ;NOM;PL	N;MASC;SG
svarta	negro	svart	negro	ADJ;NOM;PL	ADJ;MASC;SG
svarta	pretas	svart	preto	ADJ;NOM;PL	N;FEM;PL
svarta	negros	svart	negro	ADJ;NOM;PL	N;MASC;PL
svarta	pretos	svart	preto	ADJ;NOM;PL	N;MASC;PL
haute	haute	haute	haute	PROPN;NOM	N;FEM;SG
baserad	baseado	basera	basear	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP	V;MASC;SG;V.PTCP
baserad	baseados	basera	basear	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP	V;MASC;PL;V.PTCP
spår	track	spår	track	N;NOM;INDF;NEUT;PL	N;MASC;SG
spår	trilha	spår	trilha	N;NOM;INDF;NEUT;PL	N;FEM;SG
spår	faixa	spår	faixa	N;NOM;INDF;NEUT;PL	N;FEM;SG
spår	rasto	spår	rasto	N;NOM;INDF;NEUT;PL	N;MASC;SG
spår	trail	spår	trail	N;NOM;INDF;NEUT;PL	N;MASC;SG
spår	trilha	spår	trilha	N;NOM;INDF;NEUT;PL	N;FEM;SG
spår	trilho	spår	trilho	N;NOM;INDF;NEUT;PL	N;MASC;SG
spår	rastro	spår	rastro	N;NOM;INDF;NEUT;PL	N;MASC;SG
spår	traces	spår	trace	N;NOM;INDF;NEUT;PL	N;MASC;SG
spår	traço	spår	traço	N;NOM;INDF;NEUT;PL	N;MASC;SG
spår	trace	spår	trace	N;NOM;INDF;NEUT;PL	V;SBJV;SG;3;PRS;FIN
kraft	forçar	kraft	forçar	N;NOM;INDF;MASC+FEM;SG	V;NFIN
jack	valete	jack	valete	PROPN;NOM	N;MASC;SG
jack	jack	jack	jack	PROPN;NOM	N;MASC;SG
idaho	idaho	idaho	idaho	PROPN;NOM	N;MASC;SG
franz	franz	franz	franz	PROPN;NOM	N;MASC;SG
skapad	gerados	skapa	gerar	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP	V;MASC;PL;V.PTCP
skapad	gerado	skapa	gerar	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP	V;MASC;SG;V.PTCP
skapad	gerada	skapa	gerar	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP	V;FEM;SG;V.PTCP
skapad	geradas	skapa	gerar	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP	V;FEM;PL;V.PTCP
skapad	criadas	skapa	criar	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP	V;FEM;PL;V.PTCP
skapad	criada	skapa	criar	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP	V;FEM;SG;V.PTCP
skapad	criado	skapa	criar	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP	V;MASC;SG;V.PTCP
skapad	criados	skapa	criar	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP	V;MASC;PL;V.PTCP
skapad	criou	skapa	criar	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP	V;IND;SG;3;PST;FIN
unga	young	ung	young	ADJ;NOM;PL	N;MASC;SG
unga	jovem	ung	jovem	ADJ;NOM;PL	ADJ;MASC;SG
unga	jovens	ung	jovem	ADJ;NOM;PL	N;MASC;PL
relativt	parente	relativt	parente	ADV	N;MASC;SG
relativt	relativa	relativt	relativo	ADV	N;FEM;SG
relativt	relativo	relativt	relativo	ADV	ADJ;MASC;SG
francisco	francisco	francisco	francisco	PROPN;NOM	N;MASC;SG
eva	eva	eva	eva	PROPN;NOM	N;FEM;SG
eva	eva	eva	eva	PROPN;NOM	N;FEM;SG
eva	véspera	eva	véspera	PROPN;NOM	N;FEM;SG
eva	eve	eva	eve	PROPN;NOM	N;MASC;SG
beslut	decisões	beslut	decisão	N;NOM;INDF;NEUT;SG	N;FEM;PL
georgien	georgia	georgien	georgia	PROPN;NOM	N;FEM;SG
georgien	geórgia	georgien	geórgia	PROPN;NOM	N;FEM;SG
scott	scott	scott	scott	PROPN;NOM	N;MASC;SG
ifk	ifk	ifk	ifk	PROPN;NOM	N;MASC;SG
lunds	lund	lund	lund	PROPN;GEN	N;MASC;SG
american	americanos	america	americano	N;NOM;INDF;MASC+FEM;SG	N;MASC;PL
moskva	moscou	moskva	moscar	PROPN;NOM	N;MASC;SG
moskva	moscovo	moskva	moscovo	PROPN;NOM	N;MASC;SG
jackson	jackson	jackson	jackson	PROPN;NOM	N;MASC;SG
olsson	olsson	olsson	olsson	PROPN;NOM	N;MASC;SG
vanlig	frequentes	vanlig	frequente	ADJ;NOM;INDF;MASC+FEM;SG	ADJ;MASC;PL
vanlig	common	vanlig	common	ADJ;NOM;INDF;MASC+FEM;SG	N;MASC;SG
utgiven	publicados	utge	publicar	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP	V;MASC;PL;V.PTCP
utgiven	publicou	utge	publicar	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP	V;IND;SG;3;PST;FIN
utgiven	publicadas	utge	publicar	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP	V;FEM;PL;V.PTCP
utgiven	publicada	utge	publicar	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP	V;FEM;SG;V.PTCP
utgiven	publicado	utge	publicar	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP	V;MASC;SG;V.PTCP
italiensk	italiana	italiensk	italiana	ADJ;NOM;INDF;MASC+FEM;SG	N;FEM;SG
italiensk	italianos	italiensk	italiano	ADJ;NOM;INDF;MASC+FEM;SG	N;MASC;PL
italiensk	italiano	italiensk	italiano	ADJ;NOM;INDF;MASC+FEM;SG	N;MASC;SG
suva	suva	suva	suva	PROPN;NOM	N;MASC;SG
hitta	encontre	hitta	encontre	V;IMP;FIN;ACT	V;SBJV;SG;3;PRS;FIN
hitta	encontra	hitta	encontrar	V;IMP;FIN;ACT	V;IND;SG;3;PRS;FIN
forskning	pesquisas	forskning	pesquisa	N;NOM;INDF;MASC+FEM;SG	N;FEM;PL
jonas	jonas	jona	jona	PROPN;NOM	N;MASC;SG
klart	clear	klar	clear	ADJ;NOM;INDF;NEUT;SG	N;MASC;SG
klart	limpar	klar	limpar	ADJ;NOM;INDF;NEUT;SG	V;NFIN
klart	claramente	klar	claramente	ADJ;NOM;INDF;NEUT;SG	ADV
öppna	abre	öppen	abrir	ADJ;NOM;PL	V;IND;SG;3;PRS;FIN
öppna	aberto	öppen	abrir	ADJ;NOM;PL	V;MASC;SG;V.PTCP
öppna	abra	öppen	abrir	ADJ;NOM;PL	V;SBJV;SG;3;PRS;FIN
öppna	abrir	öppen	abrir	ADJ;NOM;PL	V;NFIN
öppna	aberta	öppen	abrir	ADJ;NOM;PL	V;FEM;SG;V.PTCP
öppna	open	öppen	open	ADJ;NOM;PL	N;MASC;SG
grundade	fundado	grunda	fundar	ADJ;NOM;PL;PST;V.PTCP	V;MASC;SG;V.PTCP
grundade	fundou	grunda	fundar	ADJ;NOM;PL;PST;V.PTCP	V;IND;SG;3;PST;FIN
grundade	fundada	grunda	fundar	ADJ;NOM;PL;PST;V.PTCP	V;FEM;SG;V.PTCP
viktigaste	main	viktig	main	ADJ;NOM;DEF;RL	N;MASC;SG
följde	seguida	följa	seguida	V;IND;PST;FIN;ACT	N;FEM;SG
tidiga	early	tidig	early	ADJ;NOM;PL	N;MASC;SG
tidiga	cedo	tidig	cedo	ADJ;NOM;PL	ADV
rysk	russa	rysk	russa	ADJ;NOM;INDF;MASC+FEM;SG	N;FEM;SG
rysk	russas	rysk	russa	ADJ;NOM;INDF;MASC+FEM;SG	N;FEM;PL
rysk	russo	rysk	russo	ADJ;NOM;INDF;MASC+FEM;SG	N;MASC;SG
rysk	russos	rysk	russo	ADJ;NOM;INDF;MASC+FEM;SG	N;MASC;PL
metal	metais	metal	metal	N;NOM;INDF;MASC+FEM;SG	N;MASC;PL
viktiga	importante	viktig	importante	ADJ;NOM;PL	ADJ;MASC;SG
nio	nine	nio	nine	NUM;NOM	N;MASC;SG
