של	shel	של	shel	PART;GEN	N;MASC;SG
תחילה	primeiros	תחילה	primeiro	ADV	ADJ;MASC;PL
נבנה	construídos	נבנה	construir	V;MASC;SG;3;PST;MID	V;MASC;PL;V.PTCP
נבנה	construídos	נבנה	construir	V;MASC;SG;3;PST;MID	V;MASC;PL;V.PTCP
נבנה	construídas	נבנה	construir	V;MASC;SG;3;PST;MID	V;FEM;PL;V.PTCP
שווה	quente	שווה	quente	PROPN	N;MASC;SG
שווה	gostosa	שווה	gostoso	PROPN	N;FEM;SG
שווה	gostosas	שווה	gostoso	PROPN	ADJ;FEM;PL
שווה	iguais	שווה	igual	PROPN	ADJ;MASC;PL
שווה	igual	שווה	igual	PROPN	N;MASC;SG
שווה	iguais	שווה	igual	PROPN	ADJ;MASC;PL
שווה	igualar	שווה	igualar	PROPN	V;NFIN
שווה	equal	שווה	equal	PROPN	N;MASC;SG
שווה	igual	שווה	igual	PROPN	N;MASC;SG
שווה	valendo	שווה	valer	PROPN	V;V.MSDR
שווה	worth	שווה	worth	PROPN	N;MASC;SG
כוללת	inclui	כלל	incluir	V;FEM;SG;V.PTCP;ACT	V;IND;SG;3;PRS;FIN
כוכבים	stars	כוכב	star	N;MASC;PL	N;MASC;SG
תוצאות	resultado	תוצאה	resultado	N;FEM;PL	N;MASC;SG
תוצאות	resultado	תוצאה	resultado	N;FEM;PL	N;MASC;SG
פארק	parque	פארק	parque	PROPN	N;MASC;SG
פארק	park	פארק	park	PROPN	N;MASC;SG
החוף	praia	החוף	praia	PROPN	N;FEM;SG
החוף	praias	החוף	praia	PROPN	N;FEM;PL
באי	bae	None	bar		N;MASC;SG
השונות	variância	השונה	variância		N;FEM;SG
המשטרה	polícia	המשטר	polícia	PROPN	N;FEM;SG
המשטרה	policia	המשטר	policia	PROPN	N;FEM;SG
כותב	escritora	כתב	escritor	V;MASC;SG;V.PTCP;ACT	N;FEM;SG
כותב	escritor	כתב	escritor	V;MASC;SG;V.PTCP;ACT	N;MASC;SG
כותב	escreve	כתב	escrever	V;MASC;SG;V.PTCP;ACT	V;IND;SG;3;PRS;FIN
כותב	escrita	כתב	escrita	V;MASC;SG;V.PTCP;ACT	N;FEM;SG
להורג	executadas	להורג	executar		V;FEM;PL;V.PTCP
להורג	executado	להורג	executar		V;MASC;SG;V.PTCP
להורג	executados	להורג	executar		V;MASC;PL;V.PTCP
להורג	executada	להורג	executar		V;FEM;SG;V.PTCP
סמוך	adjacentes	None	adjacente	ADV	N;MASC;PL
סמוך	adjacente	None	adjacente	ADV	N;MASC;SG
שירה	shira	שירה	shirar		N;FEM;SG
שירה	vocal	שירה	vocal		N;MASC;SG
שירה	vocais	שירה	vocal		N;MASC;PL
שירה	cantando	שירה	cantar		V;V.MSDR
שירה	cantar	שירה	cantar		V;NFIN
שירה	poesias	שירה	poesia		N;FEM;PL
שירה	poesia	שירה	poesia		N;FEM;SG
גוריון	gurion	גוריון	gurion	PROPN	N;MASC;SG
נובל	nobres	נובל	nobre	N;MASC;SG	N;MASC;PL
חסר	faltam	חסר	faltar	ADJ;MASC;SG	V;IND;PL;3;PRS;FIN
חסר	falta	חסר	falta	ADJ;MASC;SG	N;FEM;SG
חסר	faltando	חסר	faltar	ADJ;MASC;SG	V;V.MSDR
חתם	assinado	חתם	assinar	PROPN	V;MASC;SG;V.PTCP
חתם	assinados	חתם	assinar	PROPN	V;MASC;PL;V.PTCP
חתם	assinou	חתם	assinar	PROPN	V;IND;SG;3;PST;FIN
חתם	assinada	חתם	assinar	PROPN	V;FEM;SG;V.PTCP
ארוך	longos	ארוך	longo	ADJ;MASC;SG	ADJ;MASC;PL
ארוך	longo	ארוך	longo	ADJ;MASC;SG	ADV
ארוך	comprido	ארוך	comprido	ADJ;MASC;SG	N;MASC;SG
ארוך	long	ארוך	long	ADJ;MASC;SG	N;MASC;SG
עסק	negócios	עסק	negócio	N;MASC;SG	N;MASC;PL
עונות	seasons	עונה	seasom	N;FEM;PL	N;MASC;SG
המשתמש	usuários	המשתמש	usuário	V;MASC;SG;3;PST;ACT	N;MASC;PL
המשתמש	utilizador	המשתמש	utilizador	V;MASC;SG;3;PST;ACT	N;MASC;SG
המשתמש	usuário	המשתמש	usuário	V;MASC;SG;3;PST;ACT	N;MASC;SG
מכונה	maquinas	כונה	maquina	V;MASC;SG;V.PTCP;PASS	N;FEM;PL
מכונה	máquina	כונה	máquina	V;MASC;SG;V.PTCP;PASS	N;FEM;SG
מכונה	maquina	כונה	maquina	V;MASC;SG;V.PTCP;PASS	N;FEM;SG
מכונה	máquinas	כונה	máquina	V;MASC;SG;V.PTCP;PASS	N;FEM;PL
מכונה	maquinas	כונה	maquina	V;MASC;SG;V.PTCP;PASS	N;FEM;PL
חג	férias	חג	férias	N;MASC;SG	N;FEM;PL
אסיה	asiáticas	אסיה	asiático	PROPN	N;FEM;PL
אסיה	asiática	אסיה	asiático	PROPN	N;FEM;SG
אסיה	asiático	אסיה	asiático	PROPN	ADJ;MASC;SG
אסיה	asiáticos	אסיה	asiático	PROPN	N;MASC;PL
אסיה	ásia	אסיה	ásia	PROPN	N;FEM;SG
לפעול	ato	פעל	ato	V;NFIN;ACT	N;MASC;SG
לפעול	acto	פעל	acto	V;NFIN;ACT	N;MASC;SG
לפעול	act	פעל	act	V;NFIN;ACT	N;MASC;SG
דת	religiões	דת	religião	N;FEM;SG	N;FEM;PL
דת	religiosos	דת	religioso	N;FEM;SG	ADJ;MASC;PL
דת	religiosa	דת	religioso	N;FEM;SG	ADJ;FEM;SG
דת	religioso	דת	religioso	N;FEM;SG	ADJ;MASC;SG
דת	religiosas	דת	religioso	N;FEM;SG	ADJ;FEM;PL
מראה	mostra	מראה	mostrar	N;MASC;SG	V;IND;SG;3;PRS;FIN
מראה	espetáculos	מראה	espetáculo	N;MASC;SG	N;MASC;PL
מראה	espectáculos	מראה	espectáculo	N;MASC;SG	N;MASC;PL
מראה	shows	מראה	show	N;MASC;SG	N;MASC;PL
יפו	jaffa	יפו	jaffa	PROPN	N;MASC;SG
ניצחון	triunfar	ניצחון	triunfar	N;MASC;SG	V;NFIN
עריכה	edita	עריכה	editar	N;FEM;SG	V;IND;SG;3;PRS;FIN
עריכה	editar	עריכה	editar	N;FEM;SG	V;NFIN
עריכה	edite	עריכה	edite	N;FEM;SG	V;SBJV;SG;3;PRS;FIN
עריכה	editando	עריכה	editar	N;FEM;SG	V;V.MSDR
משמעותי	significativas	משמעותי	significativo	ADJ;MASC;SG	ADJ;FEM;PL
משמעותי	significativos	משמעותי	significativo	ADJ;MASC;SG	ADJ;MASC;PL
משמעותי	significativas	משמעותי	significativo	ADJ;MASC;SG	ADJ;FEM;PL
כזו	tal	כזו	tal		DET;FEM;SG
כזו	tais	כזו	tal		DET;FEM;PL
עין	olhos	עין	olho	N;FEM;SG	N;MASC;PL
עשה	fiz	עשה	fazer	V;MASC;SG;3;PST;ACT	V;IND;SG;1;PST;FIN
עשה	did	עשה	dider	V;MASC;SG;3;PST;ACT	PROPN;MASC;SG
עשה	feitos	עשה	fazer	V;MASC;SG;3;PST;ACT	V;MASC;PL;V.PTCP
עשה	made	עשה	made	V;MASC;SG;3;PST;ACT	N;MASC;SG
נוער	jovens	נוער	jovem	N;MASC;SG	N;MASC;PL
נוער	adolescentes	נוער	adolescente	N;MASC;SG	N;MASC;PL
נוער	adolescentes	נוער	adolescente	N;MASC;SG	N;MASC;PL
ין	yin	ין	yin		N;MASC;SG
ין	iene	ין	iene		N;MASC;SG
ין	ienes	ין	iene		N;MASC;PL
ין	yen	ין	yen		N;MASC;SG
לתוך	into	לתוך	into	ADP	N;MASC;SG
המקור	origem	המקור	origem		N;FEM;SG
המקור	fonte	המקור	fonte		N;FEM;SG
המקור	origem	המקור	origem		N;FEM;SG
המכון	instituto	המכון	instituto		N;MASC;SG
המשך	continue	המשך	continuar	N;MASC;SG	V;SBJV;SG;3;PRS;FIN
המשך	continuem	המשך	continuar	N;MASC;SG	V;SBJV;PL;3;PRS;FIN
המשך	continuar	המשך	continuar	N;MASC;SG	V;NFIN
המשך	continua	המשך	continuar	N;MASC;SG	V;IND;SG;3;PRS;FIN
המשך	prossigam	המשך	prosseguir	N;MASC;SG	V;SBJV;PL;3;PRS;FIN
המשך	prossiga	המשך	prosseguir	N;MASC;SG	V;SBJV;SG;3;PRS;FIN
המשך	proceder	המשך	proceder	N;MASC;SG	V;NFIN
המשך	prosseguir	המשך	prosseguir	N;MASC;SG	V;NFIN
גל	gal	גל	gal	PROPN	N;MASC;SG
גל	onda	גל	onda	PROPN	N;FEM;SG
גל	acenar	גל	acenar	PROPN	V;NFIN
גל	wave	גל	wave	PROPN	N;MASC;SG
צעיר	jovem	צעיר	jovem	N;MASC;SG	ADJ;MASC;SG
צעיר	jovens	צעיר	jovem	N;MASC;SG	N;MASC;PL
הודו	turquia	הודו	turquia	PROPN	N;FEM;SG
הודו	índia	הודו	índia	PROPN	N;FEM;SG
הודו	india	הודו	india	PROPN	N;MASC;SG
הידוע	conhecida	הידוע	conhecido		ADJ;FEM;SG
הידוע	conhecido	הידוע	conhecido		ADJ;MASC;SG
הידוע	conhecidas	הידוע	conhecido		ADJ;FEM;PL
הידוע	conhecidos	הידוע	conhecido		ADJ;MASC;PL
לעולם	never	לעולם	never	ADV	N;MASC;SG
הצבעה	vote	הצבעה	vote	N;FEM;SG	V;SBJV;SG;3;PRS;FIN
הצבעה	votem	הצבעה	votar	N;FEM;SG	V;SBJV;PL;3;PRS;FIN
הצבעה	votar	הצבעה	votar	N;FEM;SG	V;NFIN
הצבעה	votando	הצבעה	votar	N;FEM;SG	V;V.MSDR
הצבעה	votações	הצבעה	votação	N;FEM;SG	N;FEM;PL
הצבעה	votar	הצבעה	votar	N;FEM;SG	V;NFIN
גישה	acessar	גישה	acessar	N;FEM;SG	V;NFIN
גישה	acessos	גישה	acesso	N;FEM;SG	N;MASC;PL
גישה	acedido	גישה	aceder	N;FEM;SG	V;MASC;SG;V.PTCP
גישה	acessado	גישה	acessar	N;FEM;SG	V;MASC;SG;V.PTCP
גישה	acessando	גישה	acessar	N;FEM;SG	V;V.MSDR
נמל	porto	נמל	porto	PROPN	N;MASC;SG
מינים	espécie	מין	espécie	N;MASC;PL	N;FEM;SG
אוסף	coletânea	אוסף	coletânea		N;FEM;SG
אוסף	compilação	אוסף	compilação		N;FEM;SG
אוסף	recolha	אוסף	recolha		N;FEM;SG
אוסף	colecção	אוסף	colecção		N;FEM;SG
אוסף	coleção	אוסף	coleção		N;FEM;SG
צבע	cores	צבע	cor	N;MASC;SG	N;FEM;PL
צבע	pintar	צבע	pintar	N;MASC;SG	V;NFIN
צבע	cores	צבע	cor	N;MASC;SG	N;FEM;PL
ברלין	berlim	ברלין	berlim	PROPN	N;MASC;SG
גדל	crescendo	גדל	crescender		V;V.MSDR
גדל	crescente	גדל	crescente		ADJ;MASC;SG
גדל	crescido	גדל	crescer		V;MASC;SG;V.PTCP
גדל	cultivados	גדל	cultivar		V;MASC;PL;V.PTCP
גדל	crescida	גדל	crescer		V;FEM;SG;V.PTCP
גדל	cresceram	גדל	crescer		V;IND;PL;3;FIN
גדל	crescia	גדל	crescer		V;IND;SG;3;IPFV;FIN
גדל	cresceu	גדל	crescer		V;IND;SG;3;PST;FIN
גדל	aumentado	גדל	aumentar		V;MASC;SG;V.PTCP
גדל	aumentados	גדל	aumentar		V;MASC;PL;V.PTCP
גדל	aumentou	גדל	aumentar		V;IND;SG;3;PST;FIN
גדל	aumentada	גדל	aumentar		V;FEM;SG;V.PTCP
מראש	avanço	מראש	avanço	ADV	N;MASC;SG
מראש	advance	מראש	advancer	ADV	N;MASC;SG
מראש	adiantamento	מראש	adiantamento	ADV	N;MASC;SG
מראש	avançar	מראש	avançar	ADV	V;NFIN
הצפון	norte	הצפון	norte	PROPN	N;MASC;SG
הצפון	north	הצפון	north	PROPN	N;MASC;SG
נמוך	baixa	נמוך	baixa	ADJ;MASC;SG	N;FEM;SG
נמוך	baixos	נמוך	baixo	ADJ;MASC;SG	N;MASC;PL
נמוך	low	נמוך	low	ADJ;MASC;SG	N;MASC;SG
נמוך	baixo	נמוך	baixo	ADJ;MASC;SG	ADV
מוצא	achados	מוצא	achado	PROPN	N;MASC;PL
כתבה	escreveu	כתבה	escrever	N;FEM;SG	V;IND;SG;3;PST;FIN
כתבה	escrevia	כתבה	escrever	N;FEM;SG	V;IND;SG;3;IPFV;FIN
כתבה	escrevi	כתבה	escrever	N;FEM;SG	V;IND;SG;1;PST;FIN
דברי	conversar	דבר	conversar	N;PSSD;MASC;PL	V;NFIN
דברי	fala	דבר	falar	N;PSSD;MASC;PL	V;IND;SG;3;PRS;FIN
דברי	falar	דבר	falar	N;PSSD;MASC;PL	V;NFIN
דברי	fale	דבר	falar	N;PSSD;MASC;PL	V;SBJV;SG;3;PRS;FIN
דברי	conversa	דבר	conversa	N;PSSD;MASC;PL	N;FEM;SG
דברי	falem	דבר	falar	N;PSSD;MASC;PL	V;SBJV;PL;3;PRS;FIN
דברי	fala	דבר	falar	N;PSSD;MASC;PL	V;IND;SG;3;PRS;FIN
דברי	falar	דבר	falar	N;PSSD;MASC;PL	V;NFIN
דברי	fale	דבר	falar	N;PSSD;MASC;PL	V;SBJV;SG;3;PRS;FIN
עובדים	assalariados	עובד	assalariado	N;MASC;PL	V;MASC;PL;V.PTCP
בצורת	seca	בצורת	seca		N;FEM;SG
בצורת	secas	בצורת	seca		N;FEM;PL
בצורת	moldado	בצורת	moldar		V;MASC;SG;V.PTCP
גמר	finais	גמר	final	N;MASC;SG	N;MASC;PL
גמר	finais	גמר	final	N;MASC;SG	N;MASC;PL
רצח	homicídios	רצח	homicídio	N;MASC;SG	N;MASC;PL
מטוס	aviões	מטוס	avião	N;MASC;SG	N;MASC;PL
מטוס	aeronaves	מטוס	aeronave	N;MASC;SG	N;FEM;PL
מלחמות	wars	מלחמה	war	N;FEM;PL	N;MASC;SG
לחץ	pressões	לחץ	pressão	N;MASC;SG	N;FEM;PL
לחץ	clica	לחץ	clica	N;MASC;SG	V;IND;SG;3;PRS;FIN
לחץ	clique	לחץ	clique	N;MASC;SG	V;SBJV;SG;3;PRS;FIN
אמו	uem	אמו	uem		N;FEM;SG
אמו	amo	אמו	amo		V;IND;SG;1;PRS;FIN
ניסה	nyssa	ניסה	nyssa	V;MASC;SG;3;PST;ACT	N;FEM;SG
ניסה	nisa	ניסה	nisar	V;MASC;SG;3;PST;ACT	N;FEM;SG
ניסה	tentaram	ניסה	tentar	V;MASC;SG;3;PST;ACT	V;IND;PL;3;FIN
ניסה	tentei	ניסה	tentar	V;MASC;SG;3;PST;ACT	V;IND;SG;1;PST;FIN
הוחלט	decididas	הוחלט	decidir	V;MASC;SG;3;PST;PASS	V;FEM;PL;V.PTCP
הוחלט	decidi	הוחלט	decidir	V;MASC;SG;3;PST;PASS	V;IND;SG;1;PST;FIN
גרמני	alemães	גרמני	alemão	N;MASC;SG	N;MASC;PL
רוק	saliva	רוק	saliva	PROPN	N;FEM;SG
רוק	rochedo	רוק	rochedo	PROPN	N;MASC;SG
רוק	rocha	רוק	rocha	PROPN	N;FEM;SG
רוק	pedra	רוק	pedra	PROPN	N;FEM;SG
רוק	rock	רוק	rock	PROPN	N;MASC;SG
המקדש	temple	המקדש	temple	PROPN	N;MASC;SG
המקדש	templo	המקדש	templo	PROPN	N;MASC;SG
מצפון	consciência	מצפון	consciência		N;FEM;SG
עזה	gaza	עזה	gaza	PROPN	N;FEM;SG
יהושע	joshua	יהושע	joshua	PROPN	N;MASC;SG
יהושע	josué	יהושע	josué	PROPN	N;MASC;SG
יהושע	yehoshua	יהושע	yehoshua	PROPN	N;MASC;SG
הנהר	rio	הנהר	rio		N;MASC;SG
לבנות	build	בנה	build	V;NFIN;ACT	N;MASC;SG
אמיר	emir	אמיר	emir	PROPN	N;MASC;SG
אמיר	emir	אמיר	emir	PROPN	N;MASC;SG
אמיר	amir	אמיר	amir	PROPN	N;MASC;SG
צד	laterais	צד	lateral	N;MASC;SG	N;MASC;PL
צד	lados	צד	lado	N;MASC;SG	N;MASC;PL
הועבר	transferidos	הועבר	transferir	V;MASC;SG;3;PST;PASS	V;MASC;PL;V.PTCP
הועבר	transferidas	הועבר	transferir	V;MASC;SG;3;PST;PASS	V;FEM;PL;V.PTCP
הוביל	led	הוביל	led	V;MASC;SG;3;PST;ACT	N;MASC;SG
מעלה	carregamento	מעלה	carregamento	ADV	N;MASC;SG
מעלה	carregando	מעלה	carregar	ADV	V;V.MSDR
אוגוסט	augusto	אוגוסט	augusto	PROPN	N;MASC;SG
אוגוסט	august	אוגוסט	august	PROPN	N;MASC;SG
אוגוסט	agosto	אוגוסט	agosto	PROPN	N;MASC;SG
רכבת	treinar	רכבת	treinar	N;FEM;SG	V;NFIN
רכבת	comboios	רכבת	comboio	N;FEM;SG	N;MASC;PL
ישנה	antiga	ישן	antigo	ADJ;FEM;SG	N;FEM;SG
ישנה	velhos	ישן	velho	ADJ;FEM;SG	N;MASC;PL
ישנה	dormindo	ישן	dormir	ADJ;FEM;SG	V;V.MSDR
ישנה	dormir	ישן	dormir	ADJ;FEM;SG	V;NFIN
פרסי	percy	פרס	percy	N;MASC;PL	N;MASC;SG
פרסי	persa	פרס	persa	N;MASC;PL	N;MASC;SG
רחב	wide	רחב	wide		N;MASC;SG
רחב	ampla	רחב	ampla		ADJ;FEM;SG
רחב	amplo	רחב	amplo		ADJ;MASC;SG
רחב	vasto	רחב	vasto		ADJ;MASC;SG
רחב	ampla	רחב	ampla		ADJ;FEM;SG
רחב	amplo	רחב	amplo		ADJ;MASC;SG
נהרגו	morto	נהרג	morrer	V;PL;3;PST;MID	V;MASC;SG;V.PTCP
נהרגו	matou	נהרג	matar	V;PL;3;PST;MID	V;IND;SG;3;PST;FIN
קנדה	canadá	קנדה	canadá	PROPN	N;MASC;SG
קנדה	canada	קנדה	canada	PROPN	N;FEM;SG
אות	sinal	אות	sinal		N;MASC;SG
אות	sinalizar	אות	sinalizar		V;NFIN
אות	letra	אות	letra		N;FEM;SG
אות	carta	אות	carta		N;FEM;SG
האל	hai	האל	hai		N;MASC;SG
האל	hal	האל	hal		N;MASC;SG
שנערך	conduzida	שנערך	conduzido		V;FEM;SG;V.PTCP
שנערך	conduzido	שנערך	conduzir		V;MASC;SG;V.PTCP
הוציא	emitidos	הוציא	emitir	V;MASC;SG;3;PST;ACT	V;MASC;PL;V.PTCP
הוציא	emitidas	הוציא	emitir	V;MASC;SG;3;PST;ACT	V;FEM;PL;V.PTCP
רשימה	listar	רשימה	listar	N;FEM;SG	V;NFIN
פריז	paris	פריז	pari	PROPN	PROPN;MASC;SG
הדרומי	sulistas	הדרום	sulista	PROPN	N;MASC;PL
הדרומי	sulista	הדרום	sulista	PROPN	ADJ;MASC;SG
הדרומי	sul	הדרום	sul	PROPN	N;MASC;SG
הדרומי	southern	הדרום	southern	PROPN	N;MASC;SG
הדרומי	meridional	הדרום	meridional	PROPN	ADJ;MASC;SG
עובר	feto	עבר	feto	V;MASC;SG;V.PTCP;ACT	N;MASC;SG
עובר	passes	עבר	passe	V;MASC;SG;V.PTCP;ACT	N;MASC;PL
עובר	passa	עבר	passar	V;MASC;SG;V.PTCP;ACT	V;IND;SG;3;PRS;FIN
כביש	highway	כביש	highway	PROPN	N;MASC;SG
כביש	rodovia	כביש	rodovia	PROPN	N;FEM;SG
כביש	autoestrada	כביש	autoestrada	PROPN	N;FEM;SG
כביש	estrada	כביש	estrada	PROPN	N;FEM;SG
כביש	rodoviário	כביש	rodoviário	PROPN	N;MASC;SG
כביש	estrada	כביש	estrada	PROPN	N;FEM;SG
כביש	road	כביש	road	PROPN	N;MASC;SG
דני	danny	דני	danny	PROPN	N;MASC;SG
דני	danni	דני	danni	PROPN	N;MASC;SG
דני	dani	דני	dani	PROPN	N;FEM;SG
חלקי	parcial	חלק	parcial	N;MASC;PL	ADJ;MASC;SG
חלקי	parciais	חלק	parcial	N;MASC;PL	ADJ;MASC;PL
חלקי	parcialmente	חלק	parcialmente	N;MASC;PL	ADV
מייקל	miguel	מייקל	miguel	PROPN	N;MASC;SG
מייקל	michael	מייקל	michael	PROPN	N;MASC;SG
עמוד	pagina	עמוד	pagina		N;FEM;SG
עמוד	página	עמוד	página		N;FEM;SG
עמוד	page	עמוד	pagar		N;MASC;SG
עמוד	stand	עמוד	stand		N;MASC;SG
הדף	pagina	הדף	pagina		N;FEM;SG
הדף	página	הדף	página		N;FEM;SG
הדף	page	הדף	pagar		N;MASC;SG
גרמנים	alemã	גרמני	alemã	N;MASC;PL	N;FEM;SG
גרמנים	alemão	גרמני	alemão	N;MASC;PL	N;MASC;SG
מתאר	descreve	תיאר	descrever	V;MASC;SG;V.PTCP;ACT	V;IND;SG;3;PRS;FIN
מתאר	esboço	תיאר	esboço	V;MASC;SG;V.PTCP;ACT	N;MASC;SG
מתאר	contorno	תיאר	contorno	V;MASC;SG;V.PTCP;ACT	N;MASC;SG
האיחוד	union	האיחוד	union	PROPN	N;MASC;SG
האיחוד	união	האיחוד	união	PROPN	N;FEM;SG
האיחוד	reunião	האיחוד	reunião	PROPN	N;FEM;SG
האיחוד	reencontro	האיחוד	reencontro	PROPN	N;MASC;SG
רומא	roma	רומא	roma	PROPN	N;FEM;SG
רומא	roma	רומא	roma	PROPN	N;FEM;SG
לחלק	divida	חילק	divida	V;NFIN;ACT	N;FEM;SG
מורשת	legados	מורשת	legar	N;FEM;SG	V;MASC;PL;V.PTCP
מורשת	legados	מורשת	legar	N;FEM;SG	V;MASC;PL;V.PTCP
עוסק	noiva	עסק	noiva	V;MASC;SG;V.PTCP;ACT	N;FEM;SG
עוסק	noivos	עסק	noivo	V;MASC;SG;V.PTCP;ACT	N;MASC;PL
עוסק	noivo	עסק	noivo	V;MASC;SG;V.PTCP;ACT	N;MASC;SG
גרם	gram	גרם	gram	PROPN	N;MASC;SG
גרם	grama	גרם	grama	PROPN	N;FEM;SG
גרם	gramas	גרם	grama	PROPN	N;MASC;PL
הקודם	anterior	הקודם	anterior	PROPN	ADJ;MASC;SG
הקודם	anteriores	הקודם	anterior	PROPN	ADJ;MASC;PL
דב	deb	דב	deb	PROPN	N;MASC;SG
דב	dov	דב	dov	PROPN	N;MASC;SG
דב	dev	דב	dev	PROPN	N;MASC;SG
נקבע	determinados	נקבע	determinar	V;MASC;SG;3;PST;MID	V;MASC;PL;V.PTCP
לימודי	estudos	לימודים	estudo	PROPN	N;MASC;PL
האינטרנט	internet	האינטרנט	internet	PROPN	N;FEM;SG
רדיו	radio	רדיו	radio		N;MASC;SG
רדיו	rádio	רדיו	rádio		N;MASC;SG
הדרום	sul	הדרום	sul		N;MASC;SG
הדרום	south	הדרום	south		N;MASC;SG
תנאי	termos	תנאי	termos		N;MASC;PL
תנאי	condições	תנאי	condição		N;FEM;PL
תנאי	condição	תנאי	condição		N;FEM;SG
תנאי	estado	תנאי	estado		N;MASC;SG
תומאס	tomé	תומאס	tomé	PROPN	N;MASC;SG
תומאס	thomas	תומאס	thoma	PROPN	N;FEM;PL
תומאס	tomás	תומאס	tomás	PROPN	N;MASC;SG
שרה	sarah	שרה	sarah		N;FEM;SG
שרה	sara	שרה	sara		N;FEM;SG
שרה	sara	שרה	sara		N;FEM;SG
מציע	oferenda	הציע	oferenda	V;MASC;SG;V.PTCP;ACT	N;FEM;SG
מציע	sugere	הציע	sugerir	V;MASC;SG;V.PTCP;ACT	V;IND;SG;3;PRS;FIN
מציע	sugira	הציע	sugirar	V;MASC;SG;V.PTCP;ACT	V;SBJV;SG;3;FUT;FIN
מציע	sugere	הציע	sugerir	V;MASC;SG;V.PTCP;ACT	V;IND;SG;3;PRS;FIN
יוון	grécia	יוון	grécia	PROPN	N;FEM;SG
תקווה	esperançoso	תקווה	esperançoso	N;FEM;SG	ADJ;MASC;SG
תקווה	esperanças	תקווה	esperança	N;FEM;SG	N;FEM;PL
צילום	fotografia	צילום	fotografia	PROPN	N;FEM;SG
סימן	assine	סימן	assine	N;MASC;SG	INTJ
סימן	assina	סימן	assinar	N;MASC;SG	V;IND;SG;3;PRS;FIN
סימן	assinar	סימן	assinar	N;MASC;SG	V;NFIN
יוצר	criação	יצר	criação	V;MASC;SG;V.PTCP;ACT	N;FEM;SG
יוצר	criador	יצר	criador	V;MASC;SG;V.PTCP;ACT	N;MASC;SG
יוצר	criadora	יצר	criadora	V;MASC;SG;V.PTCP;ACT	ADJ;FEM;SG
יוצר	fabricados	יצר	fabricar	V;MASC;SG;V.PTCP;ACT	V;MASC;PL;V.PTCP
יוצר	fabricadas	יצר	fabricar	V;MASC;SG;V.PTCP;ACT	V;FEM;PL;V.PTCP
יוצר	cria	יצר	criar	V;MASC;SG;V.PTCP;ACT	V;IND;SG;3;PRS;FIN
בנות	girls	בת	girl	N;FEM;PL	N;MASC;SG
נמצאו	encontrada	נמצא	encontrar	V;PL;3;PST;MID	V;FEM;SG;V.PTCP
נמצאו	achado	נמצא	achado	V;PL;3;PST;MID	N;MASC;SG
נמצאו	encontrado	נמצא	encontrar	V;PL;3;PST;MID	V;MASC;SG;V.PTCP
כתוב	escreve	כתב	escrever		V;IND;SG;3;PRS;FIN
כתוב	escreva	כתב	escrever		V;SBJV;SG;3;PRS;FIN
כתוב	escrever	כתב	escrever		V;NFIN
כתוב	escrito	כתב	escrever		V;MASC;SG;V.PTCP
כתוב	escritas	כתב	escrever		V;FEM;PL;V.PTCP
כתוב	escritos	כתב	escrever		V;MASC;PL;V.PTCP
כתוב	escrita	כתב	escrita		N;FEM;SG
פרטי	privada	פרט	privado	N;MASC;PL	ADJ;FEM;SG
פרטי	privado	פרט	privado	N;MASC;PL	ADJ;MASC;SG
פרטי	private	פרט	private	N;MASC;PL	N;MASC;SG
המוזיאון	museus	המוזיאון	museu	PROPN	N;MASC;PL
המוזיאון	museu	המוזיאון	museu	PROPN	N;MASC;SG
שלנו	nossa	None	nosso		DET;FEM;SG
שלנו	nossas	None	nosso		DET;FEM;PL
שלנו	nossos	None	nosso		DET;MASC;PL
שלנו	nosso	None	nosso		DET;MASC;SG
שלנו	nossa	None	nosso		DET;FEM;SG
שלנו	nosso	None	nosso		DET;MASC;SG
לימוד	ensinando	לימוד	ensinar	N;MASC;SG	V;V.MSDR
לימוד	ensinar	לימוד	ensinar	N;MASC;SG	V;NFIN
לימוד	estuda	לימוד	estudar	N;MASC;SG	V;IND;SG;3;PRS;FIN
לימוד	estude	לימוד	estude	N;MASC;SG	V;SBJV;SG;3;PRS;FIN
לימוד	estudar	לימוד	estudar	N;MASC;SG	V;NFIN
לימוד	aprender	לימוד	aprender	N;MASC;SG	V;NFIN
לימוד	aprendizado	לימוד	aprendizar	N;MASC;SG	V;MASC;SG;V.PTCP
לימוד	aprendendo	לימוד	aprender	N;MASC;SG	V;V.MSDR
קצין	oficial	קצין	oficial	N;MASC;SG	ADJ;MASC;SG
השתתפו	frequentou	השתתף	frequentar	V;PL;3;PST	V;IND;SG;3;PST;FIN
השתתפו	compareceu	השתתף	comparecer	V;PL;3;PST	V;IND;SG;3;PST;FIN
השתתפו	participei	השתתף	participar	V;PL;3;PST	V;IND;SG;1;PST;FIN
השתתפו	participou	השתתף	participar	V;PL;3;PST	V;IND;SG;3;PST;FIN
מגלה	revela	גילה	revelar	V;MASC;SG;V.PTCP	V;IND;SG;3;PRS;FIN
מגלה	descobre	גילה	descobrir	V;MASC;SG;V.PTCP	V;IND;SG;3;PRS;FIN
פוליטית	politico	פוליטי	politico	ADV	N;MASC;SG
פוליטית	político	פוליטי	político	ADV	N;MASC;SG
מורכב	complexas	מורכב	complexo	V;MASC;SG;V.PTCP;PASS	ADJ;FEM;PL
