del	del	del	del	ADP;MASC;SG	
sol	햇살	sol	햇살	N;MASC;SG	
sol	선샤인	sol	선샤인	N;MASC;SG	
sol	sol	sol	sol	N;MASC;SG	
revolución	레볼루션	revolución	레볼루션	N;FEM;SG	
revolución	레벌루션	revolución	레벌루션	N;FEM;SG	
entrada	입력하기	entrada	입력+하+기	N;FEM;SG	V
mejores	최고	mejor	최고	ADJ;PL	N
mejores	베스트	mejor	베스트	ADJ;PL	N
mando	커맨드	mando	커맨드	N;MASC;SG	
mando	지휘	mando	지휘	N;MASC;SG	
decidió	결심	decidir	결심	V;IND;SG;3;PST;FIN	
james	제임스	jame	제임스	PROPN	
ciencia	사이언스	ciencia	사이언스	N;FEM;SG	
dirigida	감독	dirigido	감독	ADJ;FEM;SG;V.PTCP	N
aire	에어	aire	에어	N;MASC;SG	
sector	섹터	sector	섹터	N;MASC;SG	
flora	플로라	flora	플로라	N;FEM;SG	
comunicación	comm	comunicación	comm	N;FEM;SG	
comunicación	커뮤니케이션스	comunicación	커뮤니케이션스	N;FEM;SG	
puente	다리	puente	다리	N;MASC;SG	
puente	브리지	puente	브리+지	N;MASC;SG	
material	소재	material	소재	N;MASC;SG	
humanos	인간인	humanos	인간인	N	V
mitad	절반	mitad	절반	N;FEM;SG	
realidad	리얼리티	realidad	리얼리티	N;FEM;SG	
gente	명인	gente	명인	N;FEM;SG	
cámara	카메라	cámara	카메라	N;FEM;SG	
pérez	페레즈	pérez	페레즈	N;MASC;SG	
pérez	페레즈	pérez	페레즈	N;MASC;SG	
pérez	페레스	pérez	페레스	N;MASC;SG	
aguas	워터스	agua	워터스	N;FEM;PL	
clasificación	평가하기	clasificación	평가+하+기	N;FEM;SG	V
clasificación	별점	clasificación	별점	N;FEM;SG	
clasificación	평점	clasificación	평점	N;FEM;SG	
clasificación	정렬	clasificación	정렬	N;FEM;SG	
clasificación	분류학	clasificación	분류학	N;FEM;SG	
clasificación	랭킹	clasificación	랭킹	N;FEM;SG	
sigue	팔로우	seguir	팔로우	V;IND;SG;3;PRS;FIN	
sociales	사회주의	social	사회주의	ADJ;PL	N
sociales	사회	social	사회	ADJ;PL	N
sociales	사회적	social	사회+적	ADJ;PL	N
trabajos	퇴근	trabajo	퇴근	N;MASC;PL	
trabajos	잡스	trabajo	잡스	N;MASC;PL	
trabajos	웍스	trabajo	웍스	N;MASC;PL	
elegido	선정	elegido	선정	ADJ;MASC;SG;V.PTCP	N
elegido	선출	elegido	선출	ADJ;MASC;SG;V.PTCP	N
independiente	독립	independiente	독립	ADJ;SG	N
independiente	독립적	independiente	독립+적	ADJ;SG	N
independiente	프리랜서	independiente	프리+로서	ADJ;SG	
comercial	상용	comercial	상용	ADJ;SG	N
comercial	상업용	comercial	상업용	ADJ;SG	N
comercial	상업	comercial	상업	ADJ;SG	N
metal	메탈	metal	메탈	N;MASC;SG	
diario	일일	diario	일+이+ㄹ	N;MASC;SG	
diario	데일리	diario	데일리	N;MASC;SG	
diario	일간	diario	일+간	N;MASC;SG	
diario	일기장	diario	일기장	N;MASC;SG	
diario	다이어리	diario	다이어리	N;MASC;SG	
palabra	워드	palabra	워드	N;FEM;SG	
palabra	word	palabra	word	N;FEM;SG	
palabra	단어	palabra	단어	N;FEM;SG	
carácter	캐릭터	carácter	캐릭터	N;MASC;SG	
falta	누락	falta	누락	N;FEM;SG	
falta	missing	falta	missing	N;FEM;SG	
reina	여왕	reina	여왕	N;FEM;SG	
corte	법정	corte	법정		N
corte	재판소	corte	재판소		N
domingo	일요일	domingo	일요일	N	
libertad	자유	libertad	자유	N;FEM;SG	
libertad	프리덤	libertad	프리덤	N;FEM;SG	
libertad	리버티	libertad	리버티	N;FEM;SG	
vía	트랙	vía	트랙		N
vía	추적	vía	추적		N
unidades	유닛	unidad	유닛	N;FEM;PL	
unidades	단위	unidad	단위	N;FEM;PL	
capitán	캡틴	capitán	캡틴	N;MASC;SG	
video	동영상	video	동영상	N;MASC;SG	
lima	라임	lima	라임	N;FEM;SG	
alberto	알베르트	alberto	알베르트	N;MASC;SG	PROPN
alberto	앨버트	alberto	앨버트	N;MASC;SG	
alberto	알베르토	alberto	알베르토	N;MASC;SG	PROPN
alberto	스티븐스	alberto	스티븐스	N;MASC;SG	PROPN
alberto	스티븐	alberto	스티븐	N;MASC;SG	
comienza	시작	comenzar	시작	V;IND;SG;3;PRS;FIN	N
velocidad	속도	velocidad	속도	N;FEM;SG	
velocidad	속도	velocidad	속도	N;FEM;SG	
felipe	펠리페	felipe	펠리페	PROPN	PROPN
felipe	펠리페	felipe	펠리페	PROPN	PROPN
felipe	필립	felipe	필립	PROPN	PROPN
felipe	필립	felipe	필립	PROPN	PROPN
creado	생성	creado	생성	ADJ;MASC;SG;V.PTCP	N
creado	만들었습니다	creado	만들+었+습니다	ADJ;MASC;SG;V.PTCP	V
xvi	xvi	xvi	xvi	N	
oriental	동양	oriental	동양	ADJ;SG	
oriental	동부	oriental	동부	ADJ;SG	N
oriental	동방	oriental	동방	ADJ;SG	
hermanos	형제단	hermano	형제단	N;MASC;PL	
hermanos	형제	hermano	형제	N;MASC;PL	
hermanos	형제	hermano	형제	N;MASC;PL	
hermanos	브라더스	hermano	브라더스	N;MASC;PL	
tierras	육지	tierra	육지	N;FEM;PL	
tierras	랜드	tierra	랜드	N;FEM;PL	
cosas	물건	cosa	물건	N;FEM;PL	
michael	마이클	michael	마이클	N;MASC;SG	
michael	미하엘	michael	미하엘	N;MASC;SG	PROPN
michael	미카엘	michael	미카엘	N;MASC;SG	
británico	브리티시	británico	브리티시	N;MASC;SG	PROPN
británico	영국	británico	영국	N;MASC;SG	PROPN
áfrica	아프리카	áfrico	아프리카	N;FEM;SG	
izquierda	왼쪽	izquierda	왼쪽	N;FEM;SG	
cambios	바뀌기	cambio	바뀌+기	N;MASC;PL	V
cambios	바꾸기	cambio	바꾸+기	N;MASC;PL	V
martínez	마르티네스	martínez	마르티네스	N;MASC;SG	PROPN
martínez	마르티네즈	martínez	마르티네즈	N;MASC;SG	PROPN
canadá	캐나다	canadá	캐나다		PROPN
alfonso	알폰소	alfonso	알폰소	N;MASC;SG	PROPN
lanzado	발매	lanzado	발매	ADJ;MASC;SG;V.PTCP	N
lanzado	개봉	lanzado	개봉	ADJ;MASC;SG;V.PTCP	N
lanzado	시작됨	lanzado	시작+되+ㄴ	ADJ;MASC;SG;V.PTCP	V
bandera	현수	bandera	현수	N;FEM;SG	
videojuegos	게이밍	videojuego	게이밍	N;MASC;PL	
rica	부자	rico	부자	ADJ;FEM;SG	
verde	녹색	verde	녹색	ADJ;SG	
verde	그린	verde	그리+ㄴ	ADJ;SG	
verde	초록색	verde	초록색	ADJ;SG	
verde	초록	verde	초록	ADJ;SG	
templo	템플	templo	템플	N;MASC;SG	
raza	레이스	raza	레이스	N;FEM;SG	
raza	경주	raza	경주	N;FEM;SG	PROPN
avenida	애비뉴	avenida	애비뉴	N;FEM;SG	
posterior	후속	posterior	후속	ADJ;SG	
biblioteca	라이브러리	biblioteca	라이브러리	N;FEM;SG	
publicó	게시	publicar	게시	V;IND;SG;3;PST;FIN	N
rojo	붉은	rojo	붉+ㄴ	N;MASC;SG	ADJ
rojo	붉은색	rojo	붉은색	N;MASC;SG	
rojo	레드	rojo	레드	N;MASC;SG	
rojo	빨간색	rojo	빨간색	N;MASC;SG	
rojo	빨강	rojo	빨강	N;MASC;SG	
títulos	타이틀	título	타이틀	N;MASC;PL	
títulos	도도	título	도도	N;MASC;PL	
utiliza	사용	utilizar	사용	V;IND;SG;3;PRS;FIN	N
reporte	신고	reportar	신+고	N;MASC;SG	
reporte	보고서	reportar	보고서	N;MASC;SG	
reporte	보고	reportar	보+고	N;MASC;SG	
blancos	하얀	blanco	하얗+ㄴ	N;MASC;PL	
blancos	화이트	blanco	화이트	N;MASC;PL	
blancos	흰색	blanco	흰+색	N;MASC;PL	
blancos	하얀색	blanco	하얀색	N;MASC;PL	
blancos	하얗게	blanco	하얗+게	N;MASC;PL	ADJ
ángel	엔젤	ángel	엔젤	N;MASC;SG	
ecuador	적도	ecuador	적+도	N;MASC;SG	ADV
ecuador	에콰도르	ecuador	에콰도르	N;MASC;SG	PROPN
señor	sir	señor	sir	INTJ	
señor	선생님	señor	선생님	INTJ	
señor	미스터	señor	미스터	INTJ	
señor	주님	señor	주님	INTJ	
portugal	포르투갈	portugal	포르투갈	ADJ;SG	PROPN
salvador	구원자	salvador	구원자	N;MASC;SG	
carretera	고속도로	carretera	고속도+로	N;FEM;SG	ADV
carretera	하이웨이	carretera	하이스+이	N;FEM;SG	
carretera	도로	carretera	도로	N;FEM;SG	
carretera	로드	carretera	로드	N;FEM;SG	
escrito	서면	escrito	서+면	ADJ;MASC;SG;V.PTCP	
entrenador	트레이너	entrenador	트레이너	N;MASC;SG	
palabras	words	palabra	words	N;FEM;PL	
palabras	단어	palabra	단어	N;FEM;PL	
padres	부모	padre	부모	N;MASC;PL	
padres	부모	padre	부모	N;MASC;PL	
sánchez	산체스	sánchez	산체스	PROPN	PROPN
sánchez	산체스	sánchez	산체스	PROPN	PROPN
policía	캅카스	policía	캅카스	N;SG	PROPN
líder	리더	líder	리더	N;SG	
productor	프로듀서	productor	프로호서	N;MASC;SG	
gira	둘러보기	gira	둘러보+기	N;FEM;SG	V
técnica	테크니컬	técnica	테크니+들	N;FEM;SG	
ninguna	없음	ninguno	없+ㅁ	PRO;FEM;SG	
príncipe	프린스	príncipe	프린스	N;MASC;SG	
plan	플랜	plan	플랜	N;MASC;SG	
artista	엔터테이너	artista	엔터테이너	N;SG	
artista	연예인	artista	연예+이+ㄴ	N;SG	V
artista	공연자	artista	공연자	N;SG	
rafael	라파엘	rafael	라파엘	N;MASC;SG	PROPN
atlético	애슬레틱	atlético	애슬레틱	N;MASC;SG	PROPN
generalmente	보통	generalmente	보통	ADV	N
cuarto	넷째	cuarto	넷째	ADJ;MASC;SG	NUM
cuarto	네번째	cuarto	네+번+째	ADJ;MASC;SG	N
temporadas	시즌	temporada	시즌	N;FEM;PL	
ambas	둘다	ambos	두+ㄴ다	NUM;FEM;PL	
colección	콜렉션	colección	콜렉션	N;FEM;SG	
colección	컬렉션	colección	컬렉션	N;FEM;SG	
cadena	체인	cadena	체인	N;FEM;SG	
reyes	킹스	rey	킹스	N;MASC;PL	
reyes	레예스	rey	레예스	N;MASC;PL	PROPN
combate	배틀	combate	배틀	N;MASC;SG	
mayores	선배	mayor	선배	ADJ;PL	N
mayores	이전	mayor	이전	ADJ;PL	N
azul	파란색	azul	파란색	ADJ;SG	
azul	청색	azul	청색	ADJ;SG	N
azul	블루	azul	블루	ADJ;SG	
azul	파랑	azul	파랑	ADJ;SG	
azul	푸른색	azul	푸른색	ADJ;SG	
líneas	라인	línea	라인	N;FEM;PL	
pasado	과거	pasado	과거	ADJ;MASC;SG;V.PTCP	N
páginas	페이지	página	페이지	N;FEM;PL	
españoles	스페인인	español	스페인인	N;MASC;PL	
medida	측도	medida	측도	N;FEM;SG	
influencia	영향력	influencia	영향력	N;FEM;SG	
lago	호야	lago	호야	N;MASC;SG	
oficiales	장교	oficial	장교	ADJ;PL	N
ocho	여덟	ocho	여덟	NUM;PL	
ocho	eight	ocho	eight	NUM;PL	
piedra	스톤	piedra	스톤	N;FEM;SG	
piedra	바위	piedra	바위	N;FEM;SG	
piedra	rock	piedra	rock	N;FEM;SG	
black	검은색	black	검은색	N	
black	검정	black	검정	N	
black	검정색	black	검정색	N	
black	블랙	black	블랙	N	
tratado	조약	tratar	조약	ADJ;MASC;SG;V.PTCP	N
comercio	커머스	comercio	커머스	N;MASC;SG	
comercio	트레이드	comercio	트레이드	N;MASC;SG	
pop	pop	pop	pop	N	
internet	인터넷	internet	인터넷	N;SG	
episodios	에피소드	episodio	에피소드	N;MASC;PL	
económica	경제	económico	경제	ADJ;FEM;SG	N
económica	경제	económico	경제	ADJ;FEM;SG	N
marca	표시	marca	표시	N;FEM;SG	
marca	마르크	marca	마르크	N;FEM;SG	
marca	마크	marca	마크	N;FEM;SG	
anteriores	아까	anterior	아까	ADJ;PL	
anteriores	이전	anterior	이전	ADJ;PL	N
viaje	항해	viaje	항하+어	N;MASC;SG	
rosa	분홍색	rosa	분홍색	N;FEM;SG	
rosa	분홍	rosa	분홍	N;FEM;SG	
rosa	핑크	rosa	핑크	N;FEM;SG	
rosa	장미	rosa	장미	N;FEM;SG	
rosa	로즈	rosa	로즈	N;FEM;SG	
jóvenes	청년	joven	청년	N;PL	
jóvenes	젊음	joven	젊음	N;PL	
jóvenes	청춘	joven	청춘	N;PL	
jóvenes	영영	joven	영영	N;PL	
jóvenes	젊은	joven	젊+ㄴ	N;PL	ADJ
formato	형식	formato	형식	N;MASC;SG	
formato	형식으로	formato	형식+으로	N;MASC;SG	ADV
tour	둘러보기	tour	둘러보+기	N;MASC;SG	V
peso	무게	peso	무게	N;MASC;SG	
peso	페소	peso	페소	N;MASC;SG	PROPN
cómo	어떻게	cómo	어떻+게	PRO	CONJ
washington	워싱턴	washington	워싱턴	PROPN	PROPN
mal	잘못된	mal	잘못+되+ㄴ	ADV	V
mal	bad	mal	bad	ADV	
mal	나쁜	mal	나쁘+ㄴ	ADV	ADJ
mal	나쁘다	mal	나쁘+다	ADV	ADJ
jersey	스웨터	jersey	스웨터	N;MASC;SG	
jersey	저지	jersey	저지	N;MASC;SG	
locales	로컬	local	로컬	ADJ;PL	
locales	현지	local	현지	ADJ;PL	
locales	지역주민	local	지역+주민	ADJ;PL	N
marco	마커스	marco	마커스	N;MASC;SG	PROPN
marco	마르쿠스	marco	마르쿠스	N;MASC;SG	PROPN
marco	마르코	marco	마르코	N;MASC;SG	
llega	도착	llegar	도착	V;IND;SG;3;PRS;FIN	N
daniel	다니엘	daniel	다니엘	PROPN	
daniel	대니얼	daniel	대니+란	PROPN	
eduardo	에두아르도	eduardo	에두아르+도	N;MASC;SG	PROPN
eduardo	에드워드	eduardo	에드워드	N;MASC;SG	PROPN
acerca	소개	acerca	소개	ADV	N
acerca	대략	acerca	대략	ADV	
duque	듀크	duque	듀크	N;MASC;SG	
evitar	회피	evitar	회피	V;NFIN	N
santos	산토스	santo	산토스	N;MASC;PL	PROPN
santos	성인인	santo	성인인	N;MASC;PL	V
obispo	비숍	obispo	비숍	N;MASC;SG	
menudo	자주	menudo	자주	N	ADV
pocos	몇몇	poco	몇몇	PRO;MASC;PL	ADJ
mediados	중순	mediados	중순	N;MASC;PL	
mediados	미드	mediados	미드	N;MASC;PL	
mediados	mid	mediados	mid	N;MASC;PL	
toma	take	tomar	take	V;IND;SG;3;PRS;FIN	
campos	필드	campo	필드	N;MASC;PL	
campos	캄포스	campo	캄포스	N;MASC;PL	PROPN
campos	캠프	campo	캠프	N;MASC;PL	
mexicano	멕시코인	mexicano	멕시코인	N;MASC;SG	V
mexicano	멕시코	mexicano	멕시코	N;MASC;SG	PROPN
kilómetros	킬로미터	kilómetro	킬로미터	N;MASC;PL	
kilómetros	마일스	kilómetro	마일스	N;MASC;PL	
kilómetros	마일리지	kilómetro	마일리+지	N;MASC;PL	
kilómetros	마일	kilómetro	마일	N;MASC;PL	
kilómetros	마일리	kilómetro	마일리	N;MASC;PL	
kilómetros	마일즈	kilómetro	마일즈	N;MASC;PL	
kilómetros	킬로미터	kilómetro	킬로미터	N;MASC;PL	
justicia	정의	justicia	정의	N;FEM;SG	
bastante	예뻐	bastante	예+어	ADV	
love	러브	love	러브	N	
señora	숙녀	señora	숙녀	N;FEM;SG	
señora	레이디	señora	레이디	N;FEM;SG	
señora	아줌마	señora	아줌마	N;FEM;SG	
dic	적위	decir	적위		N
dic	cid	decir	cid		
dic	dic	decir	dic		
ana	ana	ana	ana	N;FEM;SG	
ana	아나	ana	아나	N;FEM;SG	
ana	안나	ana	안나	N;FEM;SG	
naturales	자연	natural	자연	ADJ;PL	N
naturales	천연	natural	천연	ADJ;PL	N
alejandro	알레한드로	alejandro	알레한드+로		ADV
alejandro	알렉산드르	alejandro	알렉산드르		PROPN
alejandro	알렉산더	alejandro	알렉산더		PROPN
publicación	게시글	publicación	게시글	N;FEM;SG	
publicación	포스트	publicación	포스트	N;FEM;SG	
blanca	블랑카	blanco	블랑카	ADJ;FEM;SG	
blanca	하얀	blanco	하얗+ㄴ	ADJ;FEM;SG	
blanca	화이트	blanco	화이트	ADJ;FEM;SG	
blanca	흰색	blanco	흰+색	ADJ;FEM;SG	
blanca	하얀색	blanco	하얀색	ADJ;FEM;SG	
peter	베드로	peter	베드+로	N;MASC;SG	ADV
peter	피터	peter	피터	N;MASC;SG	
pie	파이	pie	파+이	N;MASC;SG	
hora	타임	hora	타임	N;FEM;SG	
hora	time	hora	time	N;FEM;SG	
amigos	프렌즈	amigo	프렌즈	N;MASC;PL	
particular	특정	particular	특정	N	
crítica	크리틱스	crítica	크리틱스	N;FEM;SG	PROPN
maestro	마에스트로	maestro	마에스트+로	N;MASC;SG	
maestro	마스터	maestro	마스터	N;MASC;SG	
maestro	선생님	maestro	선생님	N;MASC;SG	
cuba	쿠바	cuba	쿠바	N;FEM;SG	PROPN
cuba	쿠바	cuba	쿠바	N;FEM;SG	PROPN
asia	아시아	asia	아시아	N;FEM;SG	PROPN
asia	아시아	asia	아시아	N;FEM;SG	PROPN
motor	엔진	motor	엔진	N;MASC;SG	
completo	가득	completo	가득	ADJ;MASC;SG	ADV
completo	완료	completo	완료	ADJ;MASC;SG	N
completo	완성	completo	완성	ADJ;MASC;SG	N
sencillos	singles	sencillo	singles	ADJ;MASC;PL	
sencillos	싱글	sencillo	싱글	ADJ;MASC;PL	
doctor	닥터	doctor	닥터	N;MASC;SG	
pequeños	작아	pequeño	작+아	ADJ;MASC;PL	
pequeños	소작	pequeño	소작	ADJ;MASC;PL	
cataluña	카탈루냐	cataluña	카탈루+아	N;FEM;SG	
cataluña	카탈루냐	cataluña	카탈루+아	N;FEM;SG	
extremo	익스트림	extremo	익스트림	N;MASC;SG	
extremo	극한	extremo	극한	N;MASC;SG	
tradicional	전통적	tradicional	전통+적	ADJ;SG	N
tradicional	전통적인	tradicional	전통+적+이+ㄴ	ADJ;SG	V
tradicional	전통	tradicional	전통	ADJ;SG	
niño	boy	niño	boy	N;MASC;SG	
niño	보이	niño	보이	N;MASC;SG	
niño	키드	niño	키드	N;MASC;SG	
niño	아이유	niño	아이유	N;MASC;SG	
banco	뱅크	banco	뱅크	N;MASC;SG	
consiguió	got	conseguir	got	V;IND;SG;3;PST;FIN	
contrato	계약서	contrato	계약서	N;MASC;SG	
pintura	paint	pintura	paint	N;FEM;SG	
pintura	페인트	pintura	페인트	N;FEM;SG	
pintura	페인팅	pintura	페인팅	N;FEM;SG	
ruso	러시아인	ruso	러시아인	ADJ;MASC;SG	N
ruso	러시아어	ruso	러시아어	ADJ;MASC;SG	
cuenca	분지	cuenca	분지	N;FEM;SG	
cuenca	쿠엥카	cuenca	쿠엥카	N;FEM;SG	PROPN
batería	전지현	batería	전지현	N;FEM;SG	
batería	드럼은	batería	드럼+은	N;FEM;SG	
diputados	멤버	diputado	멤버	N;MASC;PL	
pasa	발생	pasar	발생	V;IND;SG;3;PRS;FIN	N
pasa	패스	pasar	패스	V;IND;SG;3;PRS;FIN	
andrés	앤드류	andrés	앤드류	PROPN	PROPN
andrés	앤드루	andrés	앤드루	PROPN	PROPN
andrés	안드레아	andrés	안드레아	PROPN	
máximo	맥스	máximo	맥스	ADJ;MASC;SG	
máximo	막스	máximo	막스	ADJ;MASC;SG	
máximo	최대	máximo	최대	ADJ;MASC;SG	N
máximo	max	máximo	max	ADJ;MASC;SG	
máximo	막시무스	máximo	막시무스	ADJ;MASC;SG	
máximo	최대	máximo	최대	ADJ;MASC;SG	N
representa	나타냅니다	representar	나타내+ㅂ니다	V;IND;SG;3;PRS;FIN	
misión	미션	misión	미션	N;FEM;SG	
compositor	송라이터	compositor	송라이터	N;MASC;SG	
futuro	미래	futuro	미래	N;MASC;SG	
futuro	퓨처	futuro	퓨처	N;MASC;SG	
futuro	미래	futuro	미래	N;MASC;SG	
utilizado	사용함	utilizado	사용+하+ㅁ	ADJ;MASC;SG;V.PTCP	V
utilizado	사용됨	utilizado	사용+되+ㄴ	ADJ;MASC;SG;V.PTCP	V
utilizado	사용	utilizado	사용	ADJ;MASC;SG;V.PTCP	N
vicente	빈센트	vicente	빈센트	N;SG	PROPN
vicente	val	vicente	val	N;SG	
tecnología	테크	tecnología	테크	N;FEM;SG	
trabajar	퇴근	trabajar	퇴근	V;NFIN	
trabajar	직장	trabajar	직장	V;NFIN	N
trabajar	작업	trabajar	작업	V;NFIN	N
trabajar	일하기	trabajar	일하+기	V;NFIN	
distintos	달라	distinto	달+라	PRO;MASC;PL	
distintos	다름	distinto	다르+ㅁ	PRO;MASC;PL	
distintos	다르다	distinto	다르+다	PRO;MASC;PL	ADJ
tiempos	타임스	tiempo	타임스	N;MASC;PL	
tiempos	타임즈	tiempo	타임즈	N;MASC;PL	
ramón	레이먼드	ramón	레이먼드	N;MASC;SG	PROPN
ramón	레이몬드	ramón	레이몬드	N;MASC;SG	
fiesta	party	fiesta	party	N;FEM;SG	
smith	스미스	smith	스미스	PROPN	
jardín	가든	jardín	가든	N;MASC;SG	
jardín	정원	jardín	정원	N;MASC;SG	
jardín	낙원	jardín	낙원	N;MASC;SG	
jardín	정원	jardín	정원	N;MASC;SG	
madera	우드	madera	우드	N;FEM;SG	
inferior	아래쪽	inferior	아래+쪽	ADJ;SG	N
inferior	아래쪽	inferior	아래+쪽	ADJ;SG	N
inferior	밑바닥	inferior	밑+바닥	ADJ;SG	
inferior	아래	inferior	아래	ADJ;SG	N
inferior	하단	inferior	하단	ADJ;SG	
inferior	바닥	inferior	바닥	ADJ;SG	
clubes	클럽	club	클럽	N;MASC;PL	
mexicana	멕시카나	mexicano	멕시카+나	ADJ;FEM;SG	CONJ
mexicana	멕시코인	mexicano	멕시코인	ADJ;FEM;SG	V
mexicana	멕시코	mexicano	멕시코	ADJ;FEM;SG	PROPN
incluyen	포함	incluir	포함	V;IND;PL;3;PRS;FIN	
frontera	경계선	frontera	경계선	N;FEM;SG	
frontera	테두리	frontera	테두리	N;FEM;SG	
frontera	경계선	frontera	경계선	N;FEM;SG	
frontera	프런티어	frontera	프런티어	N;FEM;SG	
frontera	프론티어	frontera	프론티어	N;FEM;SG	
atención	주의	atención	주+의	N;FEM;SG	PROPN
atención	시선	atención	시선	N;FEM;SG	
digital	디지털	digital	디지털	ADJ;SG	N
torres	타워	torre	타우+어	N;FEM;PL	
torres	토레스	torre	토레스	N;FEM;PL	PROPN
doble	더블	doble	더블	ADJ;SG	
comandante	메이저	comandante	메이저	N;SG	
comandante	커맨더	comandante	커맨더	N;SG	
corazón	하트	corazón	하트	N;MASC;SG	
letras	글자	letra	글자	N;FEM;PL	
letras	노랫말	letra	노랫말	N;FEM;PL	
vivo	vivo	vivo	vivo	ADJ;MASC;SG	
vivo	alive	vivo	alive	ADJ;MASC;SG	
encuentro	회의	encuentro	회의	N;MASC;SG	
encuentro	조우	encuentro	조우	N;MASC;SG	
obtener	get	obtener	get	V;NFIN	
originalmente	원래	originalmente	원래	ADV	N
claro	지우기	claro	지우+기	ADV	V
claro	지우	claro	지우	ADV	
claro	맑음	claro	맑음	ADV	
guatemala	과테말라	guatemala	과테말라	N;FEM;SG	PROPN
guatemala	과테말라	guatemala	과테말라	N;FEM;SG	PROPN
bajos	low	bajo	low	ADJ;MASC;PL	
bajos	베이스	bajo	베이스	ADJ;MASC;PL	
bajos	배스	bajo	배스	ADJ;MASC;PL	
aragón	아라곤	aragón	아라곤	N;MASC;SG	PROPN
juega	놀기	jugar	놀+기	V;IND;SG;3;PRS;FIN	ADJ
juega	재생	jugar	재생	V;IND;SG;3;PRS;FIN	N
juega	연주	jugar	연주	V;IND;SG;3;PRS;FIN	N
juega	플레이	jugar	플레이	V;IND;SG;3;PRS;FIN	
juega	연극	jugar	연극	V;IND;SG;3;PRS;FIN	N
juega	연주	jugar	연주	V;IND;SG;3;PRS;FIN	N
juega	재생	jugar	재생	V;IND;SG;3;PRS;FIN	N
rico	맛있는	rico	맛있+는	ADJ;MASC;SG	
rico	맛있다	rico	맛있+다	ADJ;MASC;SG	
rico	부자	rico	부자	ADJ;MASC;SG	
sonido	사운드	sonido	사운드	N;MASC;SG	
usar	사용	usar	사용	V;NFIN	N
usar	이용	usar	이용	V;NFIN	N
usar	사용하다	usar	사용+하+다	V;NFIN	
mensajes	메시지	mensaje	메시지	N;MASC;PL	
mensajes	메시지	mensaje	메시지	N;MASC;PL	
mensajes	메시지	mensaje	메시지	N;MASC;PL	
mensajes	메세지	mensaje	메세지	N;MASC;PL	
firme	기호	firmar	기호	V;SBJV;SG;3;PRS;FIN	N
firme	서명	firmar	서명	V;SBJV;SG;3;PRS;FIN	N
firme	사인	firmar	사인	V;SBJV;SG;3;PRS;FIN	
mesa	탁자	mesa	탁자	N;FEM;SG	
mesa	식탁	mesa	식탁	N;FEM;SG	
mesa	테이블	mesa	테이블	N;FEM;SG	
mesa	메사	mesa	메사	N;FEM;SG	
granada	그레나다	granada	그레나다	N;FEM;SG	PROPN
granada	그레나다의	granada	그레나다+의	N;FEM;SG	PROPN
granada	그라나다	granada	그라나다	N;FEM;SG	PROPN
antiguos	고대	antiguo	고대	ADJ;MASC;PL	N
pasar	패스	pasar	패스	V;NFIN	
generales	제너럴	general	제너르+ㄹ	N;MASC;PL	
generales	일반인	general	일반+이+ㄴ	N;MASC;PL	
protección	보호하기	protección	보호+하+기	N;FEM;SG	V
familias	가족	familia	가족	N;FEM;PL	
ferrocarril	철도	ferrocarril	철도	N;MASC;SG	
ferrocarril	철도	ferrocarril	철도	N;MASC;SG	
notas	노트	nota	노트	N;FEM;PL	
american	아메리칸	americar	아메리칸	N;FEM;SG	
proyectos	프로젝트	proyecto	프로젝트	N;MASC;PL	
white	하얀	white	하얗+ㄴ	N	
white	화이트	white	화이트	N	
white	흰색	white	흰+색	N	
white	하얀색	white	하얀색	N	
white	하얗게	white	하얗+게	N	ADJ
corona	왕관	corona	왕관	N;FEM;SG	
corona	크라운	corona	크랍+ㄴ	N;FEM;SG	
corona	코로나	corona	코로나	N;FEM;SG	
clima	기후학	clima	기후학	N;MASC;SG	
clima	기후	clima	기후	N;MASC;SG	
guillermo	윌리엄	guillermo	윌리엄	N;MASC;SG	PROPN
prensa	프레스	prensa	프레스	N;FEM;SG	
prensa	누르기	prensa	누르+기	N;FEM;SG	V
haya	헤이그	haber	헤이그	V;SBJV;SG;3;PRS;FIN	
escena	현장	escena	현장	N;FEM;SG	
www	www	www	www	INTJ	
isabel	이사벨라	isabel	이사벨+이+라	N;FEM;SG	PROPN
isabel	이사벨	isabel	이사벨	N;FEM;SG	PROPN
isabel	이자벨라	isabel	이자벨라	N;FEM;SG	
isabel	엘리자베스	isabel	엘리자베스	N;FEM;SG	PROPN
isabel	엘리사벳	isabel	엘리+사경	N;FEM;SG	
isabel	이사벨	isabel	이사벨	N;FEM;SG	PROPN
isabel	이자벨	isabel	이자벨	N;FEM;SG	
isabel	엘리자벳	isabel	엘리자금	N;FEM;SG	
isabel	엘리자베스	isabel	엘리자베스	N;FEM;SG	PROPN
isabel	이사벨	isabel	이사벨	N;FEM;SG	PROPN
isabel	이자벨	isabel	이자벨	N;FEM;SG	
gómez	고메즈	gómez	고메즈	PROPN	
gómez	고메즈	gómez	고메즈	PROPN	
puerta	대문	puerta	대문	N;FEM;SG	
puerta	게이트	puerta	게이트	N;FEM;SG	
romano	로만	romano	로만	ADJ;MASC;SG	
romano	로마	romano	로마	ADJ;MASC;SG	PROPN
romano	로마노	romano	로마노	ADJ;MASC;SG	PROPN
griego	그리스어	griego	그리스어	N;MASC;SG	
