ogas	bär	oga	bära	N;NOM;FEM;PL	V;IMP;FIN;ACT
atkārtots	upprepat	atkārtot	upprepa	V;PFV;NOM;INDF;MASC;SG;PST;V.PTCP	N;NOM;INDF;NEUT;SG
atkārtots	upprepad	atkārtot	upprepa	V;PFV;NOM;INDF;MASC;SG;PST;V.PTCP	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP
atkārtots	upprepar	atkārtot	upprepa	V;PFV;NOM;INDF;MASC;SG;PST;V.PTCP	V;IND;PRS;FIN;ACT
vāsa	vasa	vāsa	vasa	PROPN;NOM;FEM;SG	PROPN;NOM
beļģu	belgiska	beļģas	belgisk	N;GEN;MASC;PL	ADJ;NOM;PL
beļģu	belgare	beļģas	belgare	N;GEN;MASC;PL	N;NOM;INDF;MASC+FEM;PL
beļģu	belgisk	beļģas	belgisk	N;GEN;MASC;PL	ADJ;NOM;INDF;MASC+FEM;SG
beļģu	belgiskt	beļģas	belgisk	N;GEN;MASC;PL	ADJ;NOM;INDF;NEUT;SG
ralfs	ralf	ralfs	ralf	PROPN;NOM;MASC;SG	PROPN;NOM
ralfs	ralf	ralfs	ralf	PROPN;NOM;MASC;SG	PROPN;NOM
ralfs	ralph	ralfs	ralph	PROPN;NOM;MASC;SG	N;NOM;INDF;MASC+FEM;SG
savienots	kopplade	savienot	koppla	V;PFV;NOM;INDF;MASC;SG;PST;V.PTCP	ADJ;NOM;PL;PST;V.PTCP
savienots	kopplat	savienot	koppla	V;PFV;NOM;INDF;MASC;SG;PST;V.PTCP	N;NOM;INDF;NEUT;SG
ein	ein	ein	ei		V;IMP;FIN;ACT
tiesnešu	domare	tiesnesis	dom	N;GEN;MASC;PL	N;NOM;INDF;MASC+FEM;PL
tiesnešu	domarna	tiesnesis	dom	N;GEN;MASC;PL	N;NOM;DEF;MASC+FEM;PL
izvirzīts	nominerade	izvirzīt	nominera	V;PFV;NOM;INDF;MASC;SG;PST;V.PTCP	ADJ;NOM;PL;PST;V.PTCP
izvirzīts	nominerad	izvirzīt	nominera	V;PFV;NOM;INDF;MASC;SG;PST;V.PTCP	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP
izvirzīts	utsedda	izvirzīt	utse	V;PFV;NOM;INDF;MASC;SG;PST;V.PTCP	ADJ;NOM;PL;PST;V.PTCP
zvejas	fiska	zveja	fisk	N;NOM;FEM;PL	V;NFIN;ACT
zvejas	fisket	zveja	fiske	N;NOM;FEM;PL	N;NOM;DEF;NEUT;SG
zvejas	fiske	zveja	fiske	N;NOM;FEM;PL	N;NOM;INDF;NEUT;SG
martina	martina	martināt	martin	N;NOM;FEM;SG	PROPN;NOM
torps	thorpe	torps	thorpe	N;NOM;MASC;SG	PROPN;NOM
septītā	seventh	septīt	seventh	ADJ;NOM;FEM;SG	PROPN;NOM
atbildi	svar	atbilde	svar	N;ACC;FEM;SG	N;NOM;INDF;NEUT;SG
atbildi	besvara	atbilde	besvara	N;ACC;FEM;SG	V;IMP;FIN;ACT
atbildi	svara	atbilde	svara	N;ACC;FEM;SG	V;IMP;FIN;ACT
atbildi	svar	atbilde	svar	N;ACC;FEM;SG	N;NOM;INDF;NEUT;SG
atbildi	svara	atbilde	svara	N;ACC;FEM;SG	V;IMP;FIN;ACT
precizitāti	noggrannhet	precizitāte	noggrannhet	N;ACC;FEM;SG	N;NOM;INDF;MASC+FEM;SG
precizitāti	exakthet	precizitāte	exakthet	N;ACC;FEM;SG	N;NOM;INDF;MASC+FEM;SG
precizitāti	riktighet	precizitāte	riktighet	N;ACC;FEM;SG	N;NOM;INDF;MASC+FEM;SG
precizitāti	precision	precizitāte	precision	N;ACC;FEM;SG	N;NOM;INDF;MASC+FEM;SG
asinīm	blodet	asins	blod	N;DAT;FEM;PL	N;NOM;DEF;NEUT;SG
asinīm	blod	asins	blod	N;DAT;FEM;PL	N;NOM;INDF;NEUT;SG
asinīm	blood	asins	blood	N;DAT;FEM;PL	N;NOM;INDF;MASC+FEM;SG
pavasaris	vårens	pavasaris	vår	N;NOM;MASC;SG	N;GEN;DEF;MASC+FEM;SG
gatavo	avslutade	gatavot	avsluta	V;FH;IND;2;POS;PRS;FIN;ACT	V;IND;PST;FIN;ACT
gatavo	klar	gatavot	klar	V;FH;IND;2;POS;PRS;FIN;ACT	ADJ;NOM;INDF;MASC+FEM;SG
gatavo	avslutat	gatavot	avsluta	V;FH;IND;2;POS;PRS;FIN;ACT	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP
gatavo	färdiga	gatavot	färdig	V;FH;IND;2;POS;PRS;FIN;ACT	ADJ;NOM;PL
gatavo	färdig	gatavot	färdig	V;FH;IND;2;POS;PRS;FIN;ACT	ADJ;NOM;INDF;MASC+FEM;SG
visam	everything	viss	everything	PRO;DAT;MASC;SG	N;NOM;INDF;MASC+FEM;SG
visam	allt	viss	all	PRO;DAT;MASC;SG	PRO;INDF;NEUT;SG
visam	allting	viss	allting	PRO;DAT;MASC;SG	PRO;INDF;NEUT;SG
bīskapi	reval	bīskaps	reval	N;NOM;MASC;PL	PROPN;NOM
fasādes	fasaden	fasāde	fasa	N;NOM;FEM;PL	N;NOM;DEF;MASC+FEM;SG
fasādes	fasad	fasāde	fasad	N;NOM;FEM;PL	N;NOM;INDF;MASC+FEM;SG
fasādes	fasad	fasāde	fasad	N;NOM;FEM;PL	N;NOM;INDF;MASC+FEM;SG
portu	porto	ports	porto	N;ACC;MASC;SG	N;NOM;INDF;NEUT;SG
portu	hamn	ports	hamn	N;ACC;MASC;SG	N;NOM;INDF;MASC+FEM;SG
portu	hamnen	ports	hamn	N;ACC;MASC;SG	N;NOM;DEF;MASC+FEM;SG
portu	portvin	ports	portvin	N;ACC;MASC;SG	N;NOM;INDF;NEUT;SG
portu	port	ports	port	N;ACC;MASC;SG	N;NOM;INDF;NEUT;SG
portu	babord	ports	babord	N;ACC;MASC;SG	N;NOM;INDF;MASC+FEM;SG
frankfurtes	frankfurt	frankfurte	frankfurt	PROPN;NOM;FEM;SG	PROPN;NOM
lietojums	använda	lietojums	använda	N;NOM;MASC;SG	V;IMP;FIN;ACT
lietojums	använd	lietojums	använda	N;NOM;MASC;SG	V;IMP;FIN;ACT
sarežģīta	komplexa	sarežģīta	komplex	ADJ;NOM;FEM;SG	ADJ;NOM;PL
sarežģīta	komplicerade	sarežģīta	komplicerad	ADJ;NOM;FEM;SG	ADJ;NOM;PL;PST;V.PTCP
dīķi	dammar	dīķis	damm	N;ACC;MASC;SG	N;NOM;INDF;MASC+FEM;PL
dīķi	damm	dīķis	damm	N;ACC;MASC;SG	N;NOM;INDF;MASC+FEM;SG
celulozes	cellulosa	celuloze	cellulosa	N;NOM;FEM;PL	N;NOM;INDF;MASC+FEM;SG
celulozes	pappersmassa	celuloze	pappersmassa	N;NOM;FEM;PL	N;NOM;INDF;MASC+FEM;SG
celulozes	massa	celuloze	massa	N;NOM;FEM;PL	N;NOM;INDF;MASC+FEM;SG
atm	atm	ats	atm		N
smaga	heavy	smaga	heavy	ADJ;NOM;FEM;SG	N;NOM;INDF;MASC+FEM;SG
smaga	tunga	smaga	tung	ADJ;NOM;FEM;SG	ADJ;NOM;PL
smaga	allvarliga	smaga	allvarlig	ADJ;NOM;FEM;SG	ADJ;NOM;PL
luksemburga	luxemburg	luksemburga	luxemburg	N;NOM;FEM;SG	PROPN;NOM
atdalīts	separerad	atdalīt	separerad	V;PFV;NOM;INDF;MASC;SG;PST;V.PTCP	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP
atdalīts	åtskilda	atdalīt	åtskilja	V;PFV;NOM;INDF;MASC;SG;PST;V.PTCP	ADJ;NOM;PL;PST;V.PTCP
atdalīts	separerat	atdalīt	separerad	V;PFV;NOM;INDF;MASC;SG;PST;V.PTCP	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP
atdalīts	separerade	atdalīt	separera	V;PFV;NOM;INDF;MASC;SG;PST;V.PTCP	ADJ;NOM;PL;PST;V.PTCP
atdalīts	avskilda	atdalīt	avskild	V;PFV;NOM;INDF;MASC;SG;PST;V.PTCP	ADJ;NOM;PL;PST;V.PTCP
plaknes	planet	plakne	plan	N;NOM;FEM;PL	N;NOM;DEF;NEUT;SG
plaknes	plan	plakne	plan	N;NOM;FEM;PL	N;NOM;INDF;NEUT;SG
plaknes	plan	plakne	plan	N;NOM;FEM;PL	N;NOM;INDF;NEUT;SG
tradicionālā	traditionella	tradicionāla	traditionell	ADJ;NOM;FEM;SG	ADJ;NOM;PL
wnba	wnba	wnba	wnba	N;NOM;FEM;SG	PROPN;NOM
verdi	verdi	verds	verdi	PROPN	PROPN;NOM
saistības	förpliktelse	saistība	förpliktelse	N;NOM;FEM;PL	N;NOM;INDF;MASC+FEM;SG
saistības	åtagande	saistība	åtagande	N;NOM;FEM;PL	ADJ;NOM;PRS;V.PTCP
saistības	engagemang	saistība	engagemang	N;NOM;FEM;PL	N;NOM;INDF;NEUT;SG
klātbūtni	närvaro	klātbūtne	närvaro	N;ACC;FEM;SG	N;NOM;INDF;MASC+FEM;SG
klātbūtni	förekomst	klātbūtne	förekomst	N;ACC;FEM;SG	N;NOM;INDF;MASC+FEM;SG
upuriem	offren	upuris	offren	N;DAT;MASC;PL	N;NOM;DEF;NEUT;PL
upuriem	offers	upuris	offer	N;DAT;MASC;PL	V;IMP;FIN;ACT
upuriem	brottsoffer	upuris	brottsoff	N;DAT;MASC;PL	N;NOM;INDF;MASC+FEM;PL
upuriem	offer	upuris	offer	N;DAT;MASC;PL	N;NOM;INDF;NEUT;SG
kolēģijas	högskolan	kolēģija	högskola	N;NOM;FEM;PL	N;NOM;DEF;MASC+FEM;SG
kolēģijas	college	kolēģija	college	N;NOM;FEM;PL	PROPN;NOM
kolēģijas	högskola	kolēģija	högskola	N;NOM;FEM;PL	N;NOM;INDF;MASC+FEM;SG
parādīt	show	parādīt	show	V;POS;NFIN	N;NOM;INDF;MASC+FEM;SG
pārveidots	modifierat	pārveidot	modifiera	V;PFV;NOM;INDF;MASC;SG;PST;V.PTCP	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP
pārveidots	modifierade	pārveidot	modifiera	V;PFV;NOM;INDF;MASC;SG;PST;V.PTCP	ADJ;NOM;PL;PST;V.PTCP
pārveidots	ändrad	pārveidot	ändra	V;PFV;NOM;INDF;MASC;SG;PST;V.PTCP	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP
pārveidots	modifierad	pārveidot	modifiera	V;PFV;NOM;INDF;MASC;SG;PST;V.PTCP	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP
pārveidots	ändrat	pārveidot	ändra	V;PFV;NOM;INDF;MASC;SG;PST;V.PTCP	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP
īpatņiem	exemplar	īpatnis	exempel	N;DAT;MASC;PL	N;NOM;INDF;NEUT;SG
īpatņiem	exemplaren	īpatnis	exemplare	N;DAT;MASC;PL	N;NOM;DEF;MASC+FEM;SG
osaka	osaka	osacīt	osaka	PROPN;NOM;FEM;SG	PROPN;NOM
parametru	parametern	parametrs	parameter	N;ACC;MASC;SG	N;NOM;DEF;MASC+FEM;SG
parametru	parameter	parametrs	paramet	N;ACC;MASC;SG	N;NOM;INDF;MASC+FEM;SG
pomerānijas	pommern	pomerānija	pommer	N;NOM;FEM;PL	PROPN;NOM
karsta	karst	karsta	karst	ADJ;NOM;FEM;SG	N;NOM;INDF;NEUT;SG
oyj	oyj	oyt	oyj	N	PROPN;NOM
atlaists	sparken	atlaist	spark	V;PFV;NOM;INDF;MASC;SG;PST;V.PTCP	N;NOM;DEF;MASC+FEM;SG
atlaists	avskedad	atlaist	avskeda	V;PFV;NOM;INDF;MASC;SG;PST;V.PTCP	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP
atlaists	avlossade	atlaist	avlossad	V;PFV;NOM;INDF;MASC;SG;PST;V.PTCP	ADJ;NOM;PL;PST;V.PTCP
atlaists	sparkad	atlaist	sparka	V;PFV;NOM;INDF;MASC;SG;PST;V.PTCP	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP
atlaists	avskedad	atlaist	avskeda	V;PFV;NOM;INDF;MASC;SG;PST;V.PTCP	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP
uzturēšanas	bibehållande	uzturēšana	bibehålla	N;NOM;FEM;PL	ADJ;NOM;PRS;V.PTCP
uzturēšanas	underhålls	uzturēšana	underhålla	N;NOM;FEM;PL	V;IND;FIN;PASS
uzturēšanas	underhåll	uzturēšana	underhåll	N;NOM;FEM;PL	N;NOM;INDF;NEUT;SG
ceļoja	reste	ceļot	resa	V;FH;IND;3;POS;PST;FIN;ACT	V;IMP;PST;FIN;ACT
ceļoja	rest	ceļot	rest	V;FH;IND;3;POS;PST;FIN;ACT	N;NOM;INDF;NEUT;SG
piešķirti	tilldelat	piešķirt	tilldela	V;PFV;NOM;INDF;MASC;PL;PST;V.PTCP	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP
piešķirti	tilldelad	piešķirt	tilldelad	V;PFV;NOM;INDF;MASC;PL;PST;V.PTCP	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP
piešķirti	fördelat	piešķirt	fördela	V;PFV;NOM;INDF;MASC;PL;PST;V.PTCP	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP
piešķirti	tilldelat	piešķirt	tilldela	V;PFV;NOM;INDF;MASC;PL;PST;V.PTCP	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP
piešķirti	tilldelad	piešķirt	tilldelad	V;PFV;NOM;INDF;MASC;PL;PST;V.PTCP	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP
homērs	homer	homērs	homer	N;NOM;MASC;SG	PROPN;NOM
albert	albert	albert	albert		PROPN;NOM
ejot	walking	iet	walking		N;NOM;INDF;MASC+FEM;SG
ejot	gående	iet	gå		ADJ;NOM;PRS;V.PTCP
ejot	vandrande	iet	vandrande		ADJ;NOM;PRS;V.PTCP
ejot	promenerar	iet	promenera		V;IND;PRS;FIN;ACT
ejot	promenad	iet	promenad		N;NOM;INDF;MASC+FEM;SG
dzeltenas	gult	dzeltena	gult	ADJ;NOM;FEM;PL	N;NOM;INDF;NEUT;SG
dzeltenas	gul	dzeltena	gul	ADJ;NOM;FEM;PL	ADJ;NOM;INDF;MASC+FEM;SG
veci	gammal	vecs	gammal	ADJ;NOM;MASC;PL	ADJ;NOM;INDF;MASC+FEM;SG
veci	gammalt	vecs	gammal	ADJ;NOM;MASC;PL	ADJ;NOM;INDF;NEUT;SG
aparatūra	apparater	aparatūra	apparat	N;NOM;FEM;SG	N;NOM;INDF;MASC+FEM;PL
ieteicams	rekommenderade	ieteikt	rekommenderad	V;NOM;INDF;MASC;SG;PRS;V.PTCP;PASS	ADJ;NOM;PL;PST;V.PTCP
ieteicams	rekommenderat	ieteikt	rekommenderat	V;NOM;INDF;MASC;SG;PRS;V.PTCP;PASS	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP
ieteicams	rekommenderad	ieteikt	rekommenderad	V;NOM;INDF;MASC;SG;PRS;V.PTCP;PASS	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP
ieteicams	underrättade	ieteikt	underrätta	V;NOM;INDF;MASC;SG;PRS;V.PTCP;PASS	ADJ;NOM;PL;PST;V.PTCP
ieteicams	rådde	ieteikt	rå	V;NOM;INDF;MASC;SG;PRS;V.PTCP;PASS	V;IND;PST;FIN;ACT
cukurs	socker	cukurs	socker	N;NOM;MASC	N;NOM;INDF;NEUT;SG
remonta	reparation	remonts	reparation	N;GEN;MASC;SG	N;NOM;INDF;MASC+FEM;SG
remonta	reparera	remonts	reparera	N;GEN;MASC;SG	V;IMP;FIN;ACT
remonta	reparationer	remonts	reparation	N;GEN;MASC;SG	N;NOM;INDF;MASC+FEM;PL
remonta	lagning	remonts	lagning	N;GEN;MASC;SG	N;NOM;INDF;MASC+FEM;SG
atklājās	avslöjades	atklāties	avslöja	V;FH;IND;3;POS;REFL;PST;FIN;ACT	V;IND;PST;FIN;PASS
atklājās	avslöjad	atklāties	avslöja	V;FH;IND;3;POS;REFL;PST;FIN;ACT	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP
atklājās	avslöjas	atklāties	avslöja	V;FH;IND;3;POS;REFL;PST;FIN;ACT	V;IND;NFIN;PASS
atklājās	avslöjade	atklāties	avslöja	V;FH;IND;3;POS;REFL;PST;FIN;ACT	ADJ;NOM;PL;PST;V.PTCP
atklājās	avslöjat	atklāties	avslöja	V;FH;IND;3;POS;REFL;PST;FIN;ACT	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP
sīrijā	syrien	sīrija	syrien	N;ESS;FEM;SG	PROPN;NOM
patērētāju	konsumenten	patērētājs	konsument	N;ACC;MASC;SG	N;NOM;DEF;MASC+FEM;SG
patērētāju	konsumenter	patērētājs	konsument	N;ACC;MASC;SG	N;NOM;INDF;MASC+FEM;PL
patērētāju	konsumenternas	patērētājs	konsument	N;ACC;MASC;SG	N;GEN;DEF;MASC+FEM;PL
patērētāju	konsument	patērētājs	konsument	N;ACC;MASC;SG	N;NOM;INDF;MASC+FEM;SG
matīss	mathis	matīss	mathis	PROPN;NOM;MASC;SG	PROPN;NOM
ģeogrāfiskā	geografiskt	ģeogrāfiska	geografisk	ADJ;NOM;FEM;SG	ADV
ģeogrāfiskā	geografiska	ģeogrāfiska	geografisk	ADJ;NOM;FEM;SG	ADJ;NOM;PL
ģeogrāfiskā	geografiskt	ģeogrāfiska	geografisk	ADJ;NOM;FEM;SG	ADV
ģeogrāfiskā	geografiska	ģeogrāfiska	geografisk	ADJ;NOM;FEM;SG	ADJ;NOM;PL
franko	franco	franka	franco	PROPN	PROPN;NOM
veimāras	weimar	veimāra	weimar	N;NOM;FEM;PL	PROPN;NOM
elites	elit	elite	elit	N;NOM;FEM;PL	N;NOM;INDF;MASC+FEM;SG
elites	eliten	elite	elit	N;NOM;FEM;PL	N;NOM;DEF;MASC+FEM;SG
elites	elite	elite	elite	N;NOM;FEM;PL	PROPN;NOM
definē	definierad	definēt	definierad	V;FH;IND;3;POS;PRS;FIN;ACT	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP
definē	definierat	definēt	definiera	V;FH;IND;3;POS;PRS;FIN;ACT	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP
definē	definieras	definēt	definiera	V;FH;IND;3;POS;PRS;FIN;ACT	V;IND;PRS;FIN;PASS
definē	definierade	definēt	definiera	V;FH;IND;3;POS;PRS;FIN;ACT	ADJ;NOM;PL;PST;V.PTCP
granīta	granit	granīt	granit	N;GEN;MASC;SG	N;NOM;INDF;MASC+FEM;SG
ezis	igelkottar	ezis	igelkotta	N;NOM;MASC;SG	N;NOM;INDF;MASC+FEM;PL
kaija	gull	kaija	gull	PROPN;NOM;FEM;SG	N;NOM;INDF;MASC+FEM;SG
kaija	trut	kaija	trut	PROPN;NOM;FEM;SG	N;NOM;INDF;MASC+FEM;SG
kaija	mås	kaija	mås	PROPN;NOM;FEM;SG	N;NOM;INDF;MASC+FEM;SG
departamentiem	departement	departaments	departement	N;DAT;MASC;PL	N;NOM;INDF;NEUT;PL
departamentiem	avdelningar	departaments	avdelning	N;DAT;MASC;PL	N;NOM;INDF;MASC+FEM;PL
uzskaitīti	listade	uzskaitīt	lisa	V;PFV;NOM;INDF;MASC;PL;PST;V.PTCP	ADJ;NOM;PL;PST;V.PTCP
uzskaitīti	börsnoterade	uzskaitīt	börsnotera	V;PFV;NOM;INDF;MASC;PL;PST;V.PTCP	ADJ;NOM;PL;PST;V.PTCP
guļ	sova	gulēt	sova	V;FH;IND;3;POS;PRS;FIN;ACT	V;IMP;FIN;ACT
guļ	sömn	gulēt	sömn	V;FH;IND;3;POS;PRS;FIN;ACT	N;NOM;INDF;MASC+FEM;SG
guļ	sovande	gulēt	sovande	V;FH;IND;3;POS;PRS;FIN;ACT	ADJ;NOM;PRS;V.PTCP
atbilde	besvara	atbilde	besvara	N;NOM;FEM;SG	V;IMP;FIN;ACT
atbilde	svara	atbilde	svara	N;NOM;FEM;SG	V;IMP;FIN;ACT
atbilde	svara	atbilde	svara	N;NOM;FEM;SG	V;IMP;FIN;ACT
logotips	logga	logotips	logga	N;NOM;MASC;SG	V;IMP;FIN;ACT
ziņojums	anmäla	ziņojums	anmäla	N;NOM;MASC;SG	V;IMP;FIN;ACT
ziņojums	rapportera	ziņojums	rapportera	N;NOM;MASC;SG	V;IMP;FIN;ACT
jehvi	jõhvi	jehvis	jõhvi	PROPN;NOM;FEM;SG	N;NOM;INDF;MASC+FEM;SG
organisko	ekologiska	organiska	ekologisk	ADJ;ACC;MASC;SG	ADJ;NOM;PL
organisko	organiskt	organiska	organisk	ADJ;ACC;MASC;SG	ADJ;NOM;INDF;NEUT;SG
organisko	ekologiskt	organiska	ekologisk	ADJ;ACC;MASC;SG	ADJ;NOM;INDF;NEUT;SG
organisko	organiska	organiska	organisk	ADJ;ACC;MASC;SG	ADJ;NOM;PL
organisko	ekologisk	organiska	ekologisk	ADJ;ACC;MASC;SG	ADJ;NOM;INDF;MASC+FEM;SG
venecuēlas	venezuelanska	venecuēla	venezuelansk	PROPN;NOM;FEM;PL	ADJ;NOM;PL
venecuēlas	venezuela	venecuēla	venezuel	PROPN;NOM;FEM;PL	PROPN;NOM
sezonai	årstid	sezona	årstid	N;DAT;FEM;SG	N;NOM;INDF;MASC+FEM;SG
sezonai	säsong	sezona	säsong	N;DAT;FEM;SG	N;NOM;INDF;MASC+FEM;SG
sezonai	säsongen	sezona	säsong	N;DAT;FEM;SG	N;NOM;DEF;MASC+FEM;SG
reznors	reznor	reznors	reznor	N;NOM;MASC;SG	PROPN;NOM
pārstāvjus	representanter	pārstāvis	representant	N;ACC;MASC;PL	N;NOM;INDF;MASC+FEM;PL
pārstāvjus	företrädare	pārstāvis	företrädare	N;ACC;MASC;PL	N;NOM;INDF;MASC+FEM;PL
neinere	neuner	neinere	neun	PROPN;NOM;FEM;SG	PROPN;NOM
milānas	milan	milāna	milan	PROPN;NOM;FEM;SG	PROPN;NOM
milānas	milano	milāna	milano	PROPN;NOM;FEM;SG	PROPN;NOM
automātiskā	automat	automātisks	automat	ADJ;NOM;FEM;SG	N;NOM;INDF;MASC+FEM;SG
automātiskā	automatiska	automātisks	automatisk	ADJ;NOM;FEM;SG	ADJ;NOM;PL
automātiskā	automatisk	automātisks	automatisk	ADJ;NOM;FEM;SG	N;NOM;INDF;MASC+FEM;SG
bens	ben	bens	ben	PROPN;NOM;MASC;SG	N;NOM;INDF;NEUT;PL
ieradies	anlänt	ierasties	anlända	V;PFV;NOM;INDF;MASC;SG;REFL;PST;V.PTCP	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP
ieradies	framme	ierasties	framme	V;PFV;NOM;INDF;MASC;SG;REFL;PST;V.PTCP	ADV
csstext	csstext	csstext	csstext		N;NOM;INDF;MASC+FEM;SG
nikola	nikola	nikols	nikol	PROPN;NOM;FEM;SG	PROPN;NOM
nikola	nicole	nikols	nicol	PROPN;NOM;FEM;SG	PROPN;NOM
ola	ola	ola	ola	N;NOM;FEM;SG	PROPN;NOM
andrea	andrea	andrea	annan		PROPN;NOM
hana	hana	hana	han	PROPN;NOM;FEM;SG	PROPN;NOM
rūdas	malm	rūda	malm	N;NOM;FEM;PL	N;NOM;INDF;MASC+FEM;SG
ūdrs	otter	ūdrs	otter	N;NOM;MASC;SG	PROPN;NOM
raiens	ryan	raiens	ryan	PROPN;NOM;MASC;SG	PROPN;NOM
vērtīgs	älskade	vērtīgs	älskad	ADJ;NOM;MASC;SG	ADJ;NOM;PL;PST;V.PTCP
vērtīgs	precious	vērtīgs	precious	ADJ;NOM;MASC;SG	N;NOM;INDF;NEUT;SG
vērtīgs	värdefulla	vērtīgs	värdefull	ADJ;NOM;MASC;SG	ADJ;NOM;PL
septītais	seventh	septīt	seventh	ADJ;NOM;MASC;SG	PROPN;NOM
klods	claude	klods	claude	PROPN;NOM;MASC;SG	PROPN;NOM
stade	stade	stade	stad		PROPN;NOM
negatīvi	negativa	negatīvi	negativ	ADV	ADJ;NOM;PL
negatīvi	negativt	negatīvi	negativ	ADV	ADJ;NOM;INDF;NEUT;SG
negatīvi	negativ	negatīvi	negativ	ADV	ADJ;NOM;INDF;MASC+FEM;SG
apturēt	viloläge	apturēt	viloläge	V;POS;NFIN	N;NOM;DEF;MASC+FEM;SG
apturēt	stop	apturēt	stop	V;POS;NFIN	N;NOM;INDF;NEUT;SG
apturēt	stopp	apturēt	stopp	V;POS;NFIN	N;NOM;INDF;NEUT;SG
apturēt	halt	apturēt	halt	V;POS;NFIN	N;NOM;INDF;MASC+FEM;SG
madridē	madrid	madride	madrid	PROPN;ESS;FEM;SG	PROPN;NOM
austrumi	östra	austrumi	östra	N;NOM;MASC	ADJ;NOM;DEF;SG
austrumi	österut	austrumi	österut	N;NOM;MASC	ADV
austrumi	öster	austrumi	öster	N;NOM;MASC	N;NOM;INDF;MASC+FEM;SG
laulību	äktenskap	laulība	äktenskap	N;ACC;FEM;SG	N;NOM;INDF;NEUT;SG
laulību	äktenskapet	laulība	äktenskap	N;ACC;FEM;SG	N;NOM;DEF;NEUT;SG
laulību	giftermål	laulība	giftermål	N;ACC;FEM;SG	N;NOM;INDF;NEUT;SG
linecolor	linecolor	linecolor	linecola	N	V;IND;PRS;FIN;ACT
baptistu	baptist	baptists	baptist	N;ACC;MASC;SG	PROPN;NOM
nīlas	nilen	nīla	nilen	N;NOM;FEM;PL	N;NOM;DEF;MASC+FEM;SG
labāku	bättre	labs	bra	ADJ;ACC;CMPR;MASC;SG	ADJ;NOM;CMPR
konferenču	konferenserna	konference	konferens	N;GEN;FEM;PL	N;NOM;DEF;MASC+FEM;PL
konferenču	konferenser	konference	konferens	N;GEN;FEM;PL	N;NOM;INDF;MASC+FEM;PL
buļļu	tjurar	buļļa	tjura	N;ACC;FEM;SG	N;NOM;INDF;MASC+FEM;PL
buļļu	bulls	buļļa	bulla	N;ACC;FEM;SG	N;NOM;INDF;MASC+FEM;SG
georgijs	georgy	georgijs	georgy	PROPN;NOM;MASC;SG	N;NOM;INDF;MASC+FEM;SG
georgijs	georgi	georgijs	georgi	PROPN;NOM;MASC;SG	PROPN;NOM
kerija	carrie	kerija	carrie	N;NOM;FEM;SG	PROPN;NOM
telegrāfa	telegraph	telegrāfa	telegraph	N;GEN;MASC;SG	PROPN;NOM
nora	nora	nora	nora	PROPN;NOM;FEM;SG	N;NOM;INDF;MASC+FEM;SG
sur	sur	sur	sur		N;NOM;INDF;MASC+FEM;SG
log	logg	logt	logg		N;NOM;INDF;NEUT;SG
log	logga	logt	logga		V;IMP;FIN;ACT
pagarināts	utvidgat	pagarināt	utvidga	V;PFV;NOM;INDF;MASC;SG;PST;V.PTCP	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP
pagarināts	utökad	pagarināt	utöka	V;PFV;NOM;INDF;MASC;SG;PST;V.PTCP	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP
pagarināts	utvidgade	pagarināt	utvidga	V;PFV;NOM;INDF;MASC;SG;PST;V.PTCP	ADJ;NOM;PL;PST;V.PTCP
pagarināts	förlängt	pagarināt	förlänga	V;PFV;NOM;INDF;MASC;SG;PST;V.PTCP	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP
pagarināts	utökade	pagarināt	utöka	V;PFV;NOM;INDF;MASC;SG;PST;V.PTCP	ADJ;NOM;PL;PST;V.PTCP
pagarināts	utökat	pagarināt	utöka	V;PFV;NOM;INDF;MASC;SG;PST;V.PTCP	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP
