que	che	que	che	PRO	DET
debeu	dovrebbe	deber	dovere	V	V;COND;SG;3;PRS;FIN
debeu	dovrebbero	deber	dovere	V	V;COND;PL;3;PRS;FIN
debeu	lei	deber	lei	V	PRO;SG;3
debeu	she	deber	she	V	
metro	metropolitana	metro	metropolitano	N	ADJ;FEM;SG
metro	tre	metro	tre	N	NUM
metro	metropolitana	metro	metropolitano	N	ADJ;FEM;SG
escribiu	scritti	escribiu	scritto	V	ADJ;MASC;PL
escribiu	scritte	escribiu	scritta	V	N;FEM;PL
beira	il	beira	il	N	DET;DEF;MASC;SG
beira	la	beira	il	N	DET;DEF;FEM;SG
beira	laterale	beira	laterale	N	ADJ;SG
beira	vicino	beira	vicino	N	ADV
mataron	era	matar	essere	V	V;IND;SG;3;IPFV;FIN
mataron	fu	matar	essere	V	V;IND;SG;3;PST;FIN
mataron	loro	matar	loro	V	PRO;PL;3
mataron	kill	matar	kill	V	N
verás	te	verás	te	V	PRO;SG;2
verás	tu	verás	tu	V	PRO;SG;2
verás	voi	verás	voi	V	PRO;PL;2
verás	will	verás	will	V	
verás	testamento	verás	testamento	V	N;MASC;SG
verás	volontà	verás	volontà	V	N;FEM
fale	talk	fale	talk	V	N;MASC
fale	chiacchiere	fale	chiacchiere	V	N;FEM;PL
fale	nothing	fale	nothing	V	N
fale	nulla	fale	nulla	V	PRO;SG
fale	niente	fale	niente	V	PRO;SG
daisy	margherita	daisy	margherita	ADJ	N;FEM;SG
daisy	daisy	daisy	daisy	ADJ	N
pido	per	pedir	per	V	ADP
deter	stop	deter	stop	V	N;MASC
deter	fermo	deter	fermo	V	ADJ;MASC;SG
grave	molto	grave	molto	ADJ	ADV
grave	malamente	grave	malamente	ADJ	ADV
grave	serietà	grave	serietà	ADJ	N;FEM
grave	tomba	grave	tomba	ADJ	N;FEM;SG
grave	bad	grave	bad	ADJ	N;SG
grave	male	grave	male	ADJ	ADV
resultados	ottenere	resultado	ottenere	N	V;NFIN
resultados	ottieni	resultado	ottenere	N	V;IMP;SG;2;PRS;FIN
resultados	ricevi	resultado	ricevere	N	V;IMP;SG;2;PRS;FIN
resultados	riuscita	resultado	riuscire	N	V;FEM;SG;PST;V.PTCP
mirando	orologio	mirar	orologio	V	N;MASC;SG
existen	lì	existir	lì	V	ADV
existen	là	existir	là	V	ADV
existen	sono	existir	essere	V	V;IND;PL;3;PRS;FIN
nestes	queste	neste	questo	PROPN	DET;FEM;PL
nestes	questi	neste	questo	PROPN	PRO;MASC;PL
primeiras	prima	primeiro	prima	ADJ	ADV
primeiras	molto	primeiro	molto	ADJ	ADV
primeiras	early	primeiro	early	ADJ	N
primeiras	presto	primeiro	presto	ADJ	ADV
decidín	decisi	decidir	decidere	V	ADJ;MASC;PL
decidín	made	decidir	made	V	N
decidín	mind	decidir	mind	V	N;MASC
decidín	mente	decidir	mente	V	N;FEM;SG
motivo	perchè	motivo	perché	N	ADV
motivo	perché	motivo	perché	N	ADV
motivo	why	motivo	why	N	ADJ;SG
motivo	era	motivo	essere	N	V;IND;SG;3;IPFV;FIN
motivo	fu	motivo	essere	N	V;IND;SG;3;PST;FIN
motivo	per	motivo	per	N	ADP
cren	think	cren	think	V	N
cren	loro	cren	loro	V	PRO;PL;3
cren	te	cren	te	V	PRO;SG;2
cren	tu	cren	tu	V	PRO;SG;2
cren	voi	cren	voi	V	PRO;PL;2
cren	chi	cren	chi	V	PRO
cren	who	cren	who	V	
dito	said	dicir	said	V	
dito	te	dicir	te	V	PRO;SG;2
dito	tu	dicir	tu	V	PRO;SG;2
dito	voi	dicir	voi	V	PRO;PL;2
dito	che	dicir	che	V	DET
emprego	usando	emprego	usare	N	V;V.MSDR
carón	prossimo	carón	prossimo	N	ADJ;MASC;SG
carón	prossimi	carón	prossimo	N	ADJ;MASC;PL
carón	prossima	carón	prossimo	N	ADJ;FEM;SG
carón	chiudi	carón	chiudere	N	V;IND;SG;2;PRS;FIN
carón	chiudete	carón	chiudere	N	V;IMP;PL;2;PRS;FIN
carón	con	carón	con	N	ADP
carón	vicino	carón	vicino	N	ADV
carón	laterale	carón	laterale	N	ADJ;SG
chegue	will	chegar	will	V	
chegue	testamento	chegar	testamento	V	N;MASC;SG
chegue	volontà	chegar	volontà	V	N;FEM
chegue	destro	chegar	destro	V	N;MASC;SG
chegue	right	chegar	right	V	
chegue	giusto	chegar	giusto	V	ADJ;MASC;SG
chegue	destra	chegar	destra	V	N;FEM;SG
malas	bad	mal	bad	ADJ	N;SG
malas	male	mal	male	ADJ	ADV
malas	che	mal	che	ADJ	DET
malas	male	mal	male	ADJ	ADV
malas	evil	mal	evile	ADJ	N
tamaño	grosso	tamaño	grosso	N	ADJ;MASC;SG
tamaño	grandi	tamaño	grande	N	ADJ;PL
tamaño	grande	tamaño	grande	N	ADJ;SG
tamaño	than	tamaño	than	N	
humanidade	umane	humanidade	umano	N	ADJ;FEM;PL
humanidade	umano	humanidade	umano	N	ADJ;MASC;SG
humanidade	umani	humanidade	umano	N	ADJ;MASC;PL
humanidade	umana	humanidade	umano	N	ADJ;FEM;SG
morre	die	morre	die	V	N;MASC;SG
caras	costosi	cara	costoso	N	ADJ;MASC;PL
caras	costose	cara	costoso	N	ADJ;FEM;PL
caras	costosa	cara	costoso	N	ADJ;FEM;SG
caras	costoso	cara	costoso	N	ADJ;MASC;SG
sacrificio	sacrifica	sacrificio	sacrifico	N	V;IND;SG;3;PRS;FIN
prefiro	come	preferir	come	V	ADV
prefiro	like	preferir	like	V	
prefiro	piuttosto	preferir	piuttosto	V	ADV
roma	roma	roma	roma	PROPN	N;FEM;SG
luns	lunedi	lun	lunede	PROPN	N;MASC;PL
luns	lunedì	lun	lunedì	PROPN	N;MASC
aparece	spettacoli	aparecer	spettacolo	V	N;MASC;PL
horrible	orribile	horrible	orribile	N	ADJ;SG
horrible	terribile	horrible	terribile	N	ADJ;SG
horrible	orrendo	horrible	orrendo	N	ADJ;MASC;SG
horrible	terribili	horrible	terribile	N	ADJ;PL
horrible	terribile	horrible	terribile	N	ADJ;SG
horrible	orribile	horrible	orribile	N	ADJ;SG
horrible	orribili	horrible	orribile	N	ADJ;PL
chamas	chiamare	chamar	chiamare	N	V;NFIN
chamas	chiama	chamar	chiamare	N	V;IND;SG;3;PRS;FIN
chamas	chiamata	chamar	chiamare	N	V;FEM;SG;PST;V.PTCP
piscina	nuotare	piscina	nuotare	N	V;NFIN
branca	white	branco	white	ADJ	N
branca	bianchi	branco	bianco	ADJ	N;MASC;PL
branca	donna	branco	donna	ADJ	N;FEM;SG
von	von	von	von	PROPN	PROPN
berlín	berlino	berlín	berlino	PROPN	N;MASC;SG
matthew	matteo	matthew	matteo	PROPN	N;MASC;SG
resulta	fuori	resultar	fuori	V	ADV
resulta	out	resultar	out	V	N;MASC
resulta	bene	resultar	bene	V	ADV
resulta	pozzo	resultar	pozzo	V	N;MASC;SG
resulta	che	resultar	che	V	DET
falei	circa	falel	circa	V	ADV
falei	parlata	falel	parlato	V	N;FEM;SG
falei	haven	falel	haven	V	N
correndo	run	correr	run	V	N
correndo	running	correr	running	V	N
correndo	intorno	correr	intorno	V	ADV
correndo	attorno	correr	attorno	V	ADV
correndo	around	correr	around	V	N
correndo	ran	correr	ran	V	N;MASC;SG
correndo	regata	correr	regare	V	N;FEM;SG
correndo	razza	correr	razza	V	N;FEM;SG
correndo	corsa	correr	corsa	V	N;FEM;SG
correndo	gara	correr	gara	V	N;FEM;SG
correndo	loro	correr	loro	V	PRO;PL;3
terreo	il	terreo	il	N	DET;DEF;MASC;SG
terreo	la	terreo	il	N	DET;DEF;FEM;SG
terreo	appartiene	terreo	appartenere	N	V;IND;SG;3;PRS;FIN
meirande	most	meirande	most	ADJ	
meirande	loro	meirande	loro	ADJ	PRO;PL;3
meirande	greatest	meirande	greatest	ADJ	N;MASC
neuronas	sono	neurona	essere	N	V;IND;PL;3;PRS;FIN
neuronas	generata	neurona	generare	N	V;FEM;SG;PST;V.PTCP
neuronas	generati	neurona	generare	N	V;MASC;PL;PST;V.PTCP
neuronas	generato	neurona	generare	N	V;MASC;SG;PST;V.PTCP
corpos	bandito	corpo	bandire	N	V;MASC;SG;PST;V.PTCP
sede	assetato	sede	assetare	N	ADJ;MASC;SG
sede	assetati	sede	assetare	N	V;MASC;PL;PST;V.PTCP
sede	assetata	sede	assetato	N	ADJ;FEM;SG
teñan	loro	ter	loro	V	PRO;PL;3
teñan	altre	ter	altro	V	DET;FEM;PL
teñan	altri	ter	altro	V	PRO;MASC;PL
cambios	cambiare	cambio	cambiare	N	V;NFIN
cambios	cambia	cambio	cambiare	N	V;IND;SG;3;PRS;FIN
cambios	cambiando	cambio	cambiare	N	V;V.MSDR
cambios	cambiare	cambio	cambiare	N	V;NFIN
sentimentos	sentire	sentimento	sentire	N	V;NFIN
supón	mezzi	supor	mezzo	V	N;MASC;PL
altura	alto	altura	alto	N	ADJ;MASC;SG
altura	alte	altura	alto	N	ADJ;FEM;PL
altura	alta	altura	alto	N	ADJ;FEM;SG
altura	elevata	altura	elevato	N	ADJ;FEM;SG
altura	elevato	altura	elevato	N	ADJ;MASC;SG
altura	corto	altura	corto	N	ADJ;MASC;SG
altura	breve	altura	breve	N	ADJ;SG
altura	il	altura	il	N	DET;DEF;MASC;SG
altura	la	altura	il	N	DET;DEF;FEM;SG
ruído	sonoro	ruído	sonoro	N	ADJ;MASC;SG
y	e	y	e	N	CONJ
y	andò	y	andare	N	V;IND;SG;3;PST;FIN
inmediatamente	destro	inmediatamente	destro	ADV	N;MASC;SG
inmediatamente	right	inmediatamente	right	ADV	
inmediatamente	giusto	inmediatamente	giusto	ADV	ADJ;MASC;SG
inmediatamente	destra	inmediatamente	destra	ADV	N;FEM;SG
inmediatamente	away	inmediatamente	away	ADV	N
inmediatamente	once	inmediatamente	oncia	ADV	N;MASC;SG
estupendo	che	estuper	che	V	DET
estupendo	bravissimo	estuper	bravo	V	ADJ;AB;MASC;SG
estupendo	grande	estuper	grande	V	ADJ;SG
estupendo	grandi	estuper	grande	V	ADJ;PL
estupendo	ottimo	estuper	ottimo	V	ADJ;MASC;SG
estupendo	bravissima	estuper	bravo	V	ADJ;AB;FEM;SG
estupendo	buona	estuper	buono	V	ADJ;FEM;SG
estupendo	brava	estuper	bravo	V	ADJ;FEM;SG
estupendo	bravo	estuper	bravo	V	ADJ;MASC;SG
estupendo	buono	estuper	buono	V	ADJ;MASC;SG
estupendo	bravi	estuper	bravo	V	ADJ;MASC;PL
estupendo	bene	estuper	bene	V	ADV
estupendo	meravigliosi	estuper	meraviglioso	V	ADJ;MASC;PL
estupendo	meraviglioso	estuper	meraviglioso	V	ADJ;MASC;SG
estupendo	meravigliosa	estuper	meraviglioso	V	ADJ;FEM;SG
estupendo	bello	estuper	bello	V	ADJ;MASC;SG
estupendo	gentile	estuper	gentile	V	ADJ;SG
estupendo	nizza	estuper	nizza	V	N;FEM;SG
estupendo	bella	estuper	bello	V	ADJ;FEM;SG
americana	il	americano	il	ADJ	DET;DEF;MASC;SG
americana	la	americano	il	ADJ	DET;DEF;FEM;SG
americana	americani	americano	americano	ADJ	N;MASC;PL
americana	americanismo	americano	americanismo	ADJ	N;MASC;SG
the	il	the	il	PROPN	DET;DEF;MASC;SG
the	la	the	il	PROPN	DET;DEF;FEM;SG
preparado	tutto	preparado	tutto	N	PRO;MASC;SG
preparado	tutte	preparado	tutto	N	DET;FEM;PL
preparado	tutti	preparado	tutto	N	PRO;MASC;PL
preparado	pronto	preparado	pronto	N	ADJ;MASC;SG
preparado	pronte	preparado	pronto	N	ADJ;FEM;PL
preparado	pronta	preparado	pronto	N	ADJ;FEM;SG
preparado	pronti	preparado	pronto	N	ADJ;MASC;PL
preparado	preparati	preparado	preparare	N	ADJ;MASC;PL
preparado	preparato	preparado	preparare	N	V;MASC;SG;PST;V.PTCP
preparado	preparata	preparado	preparare	N	V;FEM;SG;PST;V.PTCP
preparado	preparate	preparado	preparare	N	V;PL;PST;FIN
preparado	impostare	preparado	impostare	N	V;NFIN
acabo	solo	acabo	solo	V	ADV
acabo	just	acabo	just	V	
acabo	got	acabo	got	V	
bomba	aveva	bomba	avere	N	V;IND;SG;3;IPFV;FIN
bomba	avevano	bomba	avere	N	V;IND;PL;3;IPFV;FIN
bomba	andato	bomba	andare	N	V;MASC;SG;PST;V.PTCP
bomba	spariti	bomba	sparire	N	V;MASC;PL;PST;V.PTCP
bomba	spento	bomba	spento	N	ADJ;MASC;SG
bomba	off	bomba	off	N	ADJ;SG
bomba	spenta	bomba	spengere	N	V;FEM;SG;PST;V.PTCP
escuridade	il	escuridade	il	N	DET;DEF;MASC;SG
escuridade	la	escuridade	il	N	DET;DEF;FEM;SG
escuridade	scuro	escuridade	scuro	N	ADJ;MASC;SG
autobús	il	autobús	il	N	DET;DEF;MASC;SG
autobús	la	autobús	il	N	DET;DEF;FEM;SG
autobús	indietro	autobús	indietro	N	ADV
segues	still	seguir	still	V	
segues	ancora	seguir	ancora	V	ADV
segues	te	seguir	te	V	PRO;SG;2
segues	tu	seguir	tu	V	PRO;SG;2
segues	voi	seguir	voi	V	PRO;PL;2
segues	sono	seguir	essere	V	V;IND;PL;3;PRS;FIN
marche	lasciare	marche	lasciare	N	V;NFIN
marche	lascia	marche	lasciare	N	V;IND;SG;2;PRS;FIN
marche	lasciate	marche	lasciare	N	V;IMP;PL;2;PRS;FIN
marche	te	marche	te	N	PRO;SG;2
marche	tu	marche	tu	N	PRO;SG;2
marche	voi	marche	voi	N	PRO;PL;2
marche	ottenere	marche	ottenere	N	V;NFIN
marche	ottieni	marche	ottenere	N	V;IMP;SG;2;PRS;FIN
marche	ricevi	marche	ricevere	N	V;IMP;SG;2;PRS;FIN
marche	fuori	marche	fuori	N	ADV
marche	via	marche	via	N	ADV
deica	lungo	deica	lungo	ADV	ADJ;MASC;SG
deica	lunghe	deica	lungo	ADV	ADJ;FEM;PL
deica	lunga	deica	lungo	ADV	ADJ;FEM;SG
deica	long	deica	long	ADV	N
deica	lunghi	deica	lungo	ADV	ADJ;MASC;PL
deica	arrivederci	deica	arrivedere	ADV	N;MASC;SG
deica	addio	deica	addio	ADV	N;MASC;SG
deica	goodbye	deica	goodbye	ADV	N;MASC
deica	vedere	deica	vedere	ADV	V;NFIN
deica	vedi	deica	vedere	ADV	V;IMP;SG;2;PRS;FIN
deica	ciao	deica	ciao	ADV	V;IND;SG;3;PRS;FIN
facedes	te	facede	te	V	PRO;SG;2
facedes	tu	facede	tu	V	PRO;SG;2
facedes	voi	facede	voi	V	PRO;PL;2
facedes	sono	facede	essere	V	V;IND;PL;3;PRS;FIN
facedes	ragazzi	facede	ragazzo	V	N;MASC;PL
apareceu	apparsi	aparecer	apparire	V	
apareceu	era	aparecer	essere	V	V;IND;SG;3;IPFV;FIN
apareceu	fu	aparecer	essere	V	V;IND;SG;3;PST;FIN
apareceu	spettacolo	aparecer	spettacolo	V	N;MASC;SG
apareceu	show	aparecer	show	V	N
quixo	desiderato	quixo	desiderare	V	ADJ;MASC;SG
quixo	ricercato	quixo	ricercato	V	ADJ;MASC;SG
golpe	colpisci	golpe	colpire	N	V;IND;SG;2;PRS;FIN
golpe	colpito	golpe	colpire	N	V;MASC;SG;PST;V.PTCP
golpe	soffia	golpe	soffiare	N	V;IND;SG;3;PRS;FIN
golpe	colpisci	golpe	colpire	N	V;IND;SG;2;PRS;FIN
oír	interessata	oír	interessato	V	ADJ;FEM;SG
oír	interessato	oír	interessato	V	ADJ;MASC;SG
oír	interessati	oír	interessato	V	ADJ;MASC;PL
oír	udienza	oír	udienza	V	N;FEM;SG
oír	audizione	oír	audizione	V	N;FEM;SG
plano	pianifica	plano	pianificare	N	V;IND;SG;2;PRS;FIN
plano	sparato	plano	sparare	N	V;MASC;SG;PST;V.PTCP
necesita	bisogno	necesitar	bisogno	V	N;MASC;SG
necesita	necessità	necesitar	necessità	V	N;FEM
necesita	bisogni	necesitar	bisogno	V	N;MASC;PL
necesita	esigenze	necesitar	esigenza	V	N;FEM;PL
necesita	te	necesitar	te	V	PRO;SG;2
necesita	tu	necesitar	tu	V	PRO;SG;2
necesita	voi	necesitar	voi	V	PRO;PL;2
necesita	lei	necesitar	lei	V	PRO;SG;3
necesita	she	necesitar	she	V	
naturalmente	corso	natural	corso	ADV	N;MASC;SG
naturalmente	rotta	natural	rotta	ADV	N;FEM;SG
voltas	intorno	volta	intorno	N	ADV
voltas	attorno	volta	attorno	N	ADV
voltas	indietro	volta	indietro	N	ADV
voltas	oltre	volta	oltre	N	ADV
voltas	tondo	volta	tondo	N	ADJ;MASC;SG
voltas	rotondo	volta	rotondo	N	ADJ;MASC;SG
parecer	come	parecer	come	V	ADV
parecer	like	parecer	like	V	
parecer	sound	parecer	sound	V	N;MASC
parecer	suoni	parecer	suono	V	N;MASC;PL
parecer	suono	parecer	suono	V	N;MASC;SG
parecer	sonoro	parecer	sonoro	V	ADJ;MASC;SG
parecer	te	parecer	te	V	PRO;SG;2
parecer	tu	parecer	tu	V	PRO;SG;2
parecer	voi	parecer	voi	V	PRO;PL;2
carga	caricate	carga	caricato	N	V;FEM;PL;PST;V.PTCP
carga	caricare	carga	caricare	N	V;NFIN
chegan	loro	chegar	loro	V	PRO;PL;3
chegan	arrivo	chegar	arrivo	V	N;MASC;SG
chegan	coming	chegar	coming	V	N
chegan	sono	chegar	essere	V	V;IND;PL;3;PRS;FIN
chegan	il	chegar	il	V	DET;DEF;MASC;SG
chegan	la	chegar	il	V	DET;DEF;FEM;SG
salvaxe	selvaggi	salvaxe	selvaggio	N	ADJ;MASC;PL
salvaxe	selvatici	salvaxe	selvatico	N	ADJ;MASC;PL
salvaxe	selvaggio	salvaxe	selvaggio	N	ADJ;MASC;SG
salvaxe	selvatico	salvaxe	selvatico	N	ADJ;MASC;SG
salvaxe	selvaggia	salvaxe	selvaggio	N	ADJ;FEM;SG
salvaxe	selvaggia	salvaxe	selvaggio	N	ADJ;FEM;SG
salvaxe	selvaggio	salvaxe	selvaggio	N	ADJ;MASC;SG
salvaxe	selvaggi	salvaxe	selvaggio	N	ADJ;MASC;PL
voda	sposato	vodo	sposare	N	V;MASC;SG;PST;V.PTCP
voda	coniugato	vodo	coniugare	N	ADJ;MASC;SG
voda	sposati	vodo	sposare	N	V;MASC;PL;PST;V.PTCP
voda	sposata	vodo	sposare	N	V;FEM;SG;PST;V.PTCP
eramos	erano	erar	essere	V	V;IND;PL;3;IPFV;FIN
eramos	era	erar	essere	V	V;IND;SG;3;IPFV;FIN
eramos	fu	erar	essere	V	V;IND;SG;3;PST;FIN
eramos	lì	erar	lì	V	ADV
eramos	là	erar	là	V	ADV
caza	cacciare	caza	cacciare	N	V;NFIN
caza	cacciare	caza	cacciare	N	V;NFIN
cen	cento	cen	cento	N	NUM
cen	una	cen	uno	N	DET;INDF;FEM;SG
cen	uno	cen	uno	N	PRO;MASC;SG
george	giorgio	george	giorgio	PROPN	N;MASC;SG
george	georges	george	georges	PROPN	N;MASC;SG
poidan	possono	poder	potere	V	V;IND;PL;3;PRS;FIN
poidan	can	poder	can	V	
poidan	può	poder	potere	V	V;IND;SG;3;PRS;FIN
poidan	potrebbe	poder	potere	V	V;COND;SG;3;PRS;FIN
poidan	will	poder	will	V	
poidan	testamento	poder	testamento	V	N;MASC;SG
poidan	volontà	poder	volontà	V	N;FEM
poidan	loro	poder	loro	V	PRO;PL;3
poidan	il	poder	il	V	DET;DEF;MASC;SG
poidan	la	poder	il	V	DET;DEF;FEM;SG
soamente	only	soamente	only	ADV	
soamente	just	soamente	just	ADV	
charla	parlare	charlar	parlare	N	V;NFIN
charla	parla	charlar	parlare	N	V;IND;SG;3;PRS;FIN
charla	dare	charlar	dare	N	V;NFIN
escándalo	scandaloso	escándalo	scandaloso	N	ADJ;MASC;SG
escándalo	scandalosa	escándalo	scandalosa	N	ADJ;FEM;SG
escrito	scritti	escrito	scritto	N	ADJ;MASC;PL
escrito	scritta	escrito	scritto	N	V;FEM;SG;PST;V.PTCP
escrito	scritto	escrito	scrivere	N	V;MASC;SG;PST;V.PTCP
escrito	scrivere	escrito	scrivere	N	V;NFIN
curso	prendi	curso	prendere	N	V;IMP;SG;2;PRS;FIN
curso	prendere	curso	prendere	N	V;NFIN
curso	prendete	curso	prendere	N	V;IND;PL;2;PRS;FIN
curso	adesso	curso	adesso	N	ADV
curso	ora	curso	ora	N	ADV
roubar	furto	roubar	furto	V	N;MASC;SG
roubar	rob	roubar	rob	V	N;MASC
naceu	era	nacer	essere	V	V;IND;SG;3;IPFV;FIN
naceu	fu	nacer	essere	V	V;IND;SG;3;PST;FIN
naceu	born	nacer	borno	V	N;MASC;SG
naceu	erano	nacer	essere	V	V;IND;PL;3;IPFV;FIN
brillante	bright	brillante	bright	ADJ	N
brillante	scintillante	brillante	scintillante	ADJ	V;SG;PRS;V.PTCP
brillante	shining	brillante	shining	ADJ	N
altos	alto	alto	alto	N	ADJ;MASC;SG
altos	alte	alto	alto	N	ADJ;FEM;PL
altos	alta	alto	alto	N	ADJ;FEM;SG
altos	elevata	alto	elevato	N	ADJ;FEM;SG
altos	elevato	alto	elevato	N	ADJ;MASC;SG
contas	dopo	conta	dopo	N	ADV
contas	after	conta	after	N	
cremos	think	cremo	think	V	N
empeza	start	empezar	start	V	N;MASC
empeza	inizio	empezar	inizio	V	N;MASC;SG
empeza	con	empezar	con	V	ADP
continúa	goes	continuar	goes	V	N
continúa	con	continuar	con	V	ADP
poderá	possono	poder	potere	V	V;IND;PL;3;PRS;FIN
poderá	can	poder	can	V	
poderá	può	poder	potere	V	V;IND;SG;3;PRS;FIN
poderá	potrebbe	poder	potere	V	V;COND;SG;3;PRS;FIN
poderá	potrebbero	poder	potere	V	V;COND;PL;3;PRS;FIN
poderá	will	poder	will	V	
poderá	testamento	poder	testamento	V	N;MASC;SG
poderá	volontà	poder	volontà	V	N;FEM
poderá	may	poder	may	V	N
poderá	maggio	poder	maggio	V	N;MASC;SG
poderá	può	poder	potere	V	V;IND;SG;3;PRS;FIN
poderá	te	poder	te	V	PRO;SG;2
poderá	tu	poder	tu	V	PRO;SG;2
poderá	voi	poder	voi	V	PRO;PL;2
espello	il	espello	il	N	DET;DEF;MASC;SG
espello	la	espello	il	N	DET;DEF;FEM;SG
acabou	over	acabar	over	V	N
acabou	oltre	acabar	oltre	V	ADV
acabou	solo	acabar	solo	V	ADV
acabou	just	acabar	just	V	
acabou	end	acabar	end	V	N;MASC
acabou	fine	acabar	fine	V	N;FEM;SG
acabou	fuori	acabar	fuori	V	ADV
acabou	out	acabar	out	V	N;MASC
gracioso	thing	gracioso	thing	ADJ	N
gústalle	come	gústalle	come	ADJ	ADV
gústalle	like	gústalle	like	ADJ	
gústalle	piace	gústalle	piacere	ADJ	V;IND;SG;3;PRS;FIN
gústalle	te	gústalle	te	ADJ	PRO;SG;2
gústalle	tu	gústalle	tu	ADJ	PRO;SG;2
gústalle	voi	gústalle	voi	ADJ	PRO;PL;2
gústalle	lei	gústalle	lei	ADJ	PRO;SG;3
gústalle	she	gústalle	she	ADJ	
entrada	fuori	entrada	fuori	N	ADV
entrada	inizia	entrada	iniziare	N	V;IND;SG;3;PRS;FIN
entrada	iniziare	entrada	iniziare	N	V;NFIN
entrada	avvia	entrada	avviare	N	V;IND;SG;3;PRS;FIN
fosen	erano	ser	essere	V	V;IND;PL;3;IPFV;FIN
fosen	loro	ser	loro	V	PRO;PL;3
fosen	era	ser	essere	V	V;IND;SG;3;IPFV;FIN
fosen	fu	ser	essere	V	V;IND;SG;3;PST;FIN
alemán	tedeschi	alemán	tedesco	ADJ	N;MASC;PL
ocupado	impegnata	ocupar	impegnare	ADJ	V;FEM;SG;PST;V.PTCP
ocupado	occupato	ocupar	occupare	ADJ	V;MASC;SG;PST;V.PTCP
ocupado	occupata	ocupar	occupare	ADJ	V;FEM;SG;PST;V.PTCP
botella	this	botella	this	N	
botella	questo	botella	questo	N	DET;MASC;SG
botella	questa	botella	questo	N	DET;FEM;SG
intento	provate	intento	provare	N	V;IND;PL;2;PRS;FIN
intento	provare	intento	provare	N	V;NFIN
intento	prova	intento	provare	N	V;IND;SG;3;PRS;FIN
intento	provando	intento	provare	N	V;V.MSDR
intento	tentata	intento	tentare	N	V;FEM;SG;PST;V.PTCP
intento	tentato	intento	tentare	N	V;MASC;SG;PST;V.PTCP
iremos	per	ir	per	V	ADP
iremos	will	ir	will	V	
iremos	testamento	ir	testamento	V	N;MASC;SG
iremos	volontà	ir	volontà	V	N;FEM
esperta	wake	esperta	wake	V	N
esperta	sveglia	esperta	svegliare	V	N;FEM;SG
esperta	sveglio	esperta	sveglio	V	ADJ;MASC;SG
amable	gentili	amable	gentile	N	ADJ;PL
amable	gentile	amable	gentile	N	ADJ;SG
amable	molto	amable	molto	N	ADV
amable	te	amable	te	N	PRO;SG;2
amable	tu	amable	tu	N	PRO;SG;2
amable	voi	amable	voi	N	PRO;PL;2
amable	bello	amable	bello	N	ADJ;MASC;SG
amable	gentile	amable	gentile	N	ADJ;SG
amable	bella	amable	bello	N	ADJ;FEM;SG
voltar	schiena	voltar	schiena	V	N;FEM;SG
voltar	ritorno	voltar	ritorno	V	N;MASC;SG
voltar	back	voltar	back	V	N
voltar	indietro	voltar	indietro	V	ADV
voltar	rientro	voltar	rientro	V	N;MASC;SG
voltar	return	voltar	return	V	
voltar	ritorno	voltar	ritorno	V	N;MASC;SG
voltar	arrivo	voltar	arrivo	V	N;MASC;SG
voltar	coming	voltar	coming	V	N
vaias	te	vabo	te	V	PRO;SG;2
vaias	tu	vabo	tu	V	PRO;SG;2
vaias	voi	vabo	voi	V	PRO;PL;2
vaias	stay	vabo	stay	V	N
vaias	soggiorno	vabo	soggiorno	V	N;MASC;SG
vaias	away	vabo	away	V	N
vaias	via	vabo	via	V	ADV
vaias	fuori	vabo	fuori	V	ADV
vaias	out	vabo	out	V	N;MASC
vaias	don	vabo	don	V	N;MASC;SG
parva	sciocca	parva	scioccare	N	ADJ;FEM;SG
parva	sciocco	parva	sciocco	N	ADJ;MASC;SG
parva	sciocco	parva	sciocco	N	ADJ;MASC;SG
parva	scemo	parva	scemare	N	ADJ;MASC;SG
parva	stupidi	parva	stupido	N	ADJ;MASC;PL
parva	stupida	parva	stupido	N	ADJ;FEM;SG
parva	stupido	parva	stupido	N	ADJ;MASC;SG
parva	scemo	parva	scemare	N	ADJ;MASC;SG
parva	stupido	parva	stupido	N	ADJ;MASC;SG
terríbel	terribili	terríbel	terribile	N	ADJ;PL
terríbel	terribile	terríbel	terribile	N	ADJ;SG
terríbel	veramente	terríbel	veramente	N	ADV
terríbel	davvero	terríbel	davvero	N	ADV
terríbel	orribile	terríbel	orribile	N	ADJ;SG
terríbel	terribile	terríbel	terribile	N	ADJ;SG
terríbel	orrendo	terríbel	orrendo	N	ADJ;MASC;SG
harry	enrico	harry	enrico	PROPN	N;MASC;SG
harry	harry	harry	harry	PROPN	N;MASC
mai	madre	mai	madre	PROPN	N;FEM;SG
mai	mamma	mai	mamma	PROPN	N;FEM;SG
mai	mother	mai	mothere	PROPN	N
mai	mamma	mai	mamma	PROPN	N;FEM;SG
regresar	schiena	regresar	schiena	V	N;FEM;SG
regresar	ritorno	regresar	ritorno	V	N;MASC;SG
regresar	back	regresar	back	V	N
regresar	indietro	regresar	indietro	V	ADV
regresar	rientro	regresar	rientro	V	N;MASC;SG
regresar	return	regresar	return	V	
regresar	ritorno	regresar	ritorno	V	N;MASC;SG
ían	loro	ir	loro	V	PRO;PL;3
ían	erano	ir	essere	V	V;IND;PL;3;IPFV;FIN
terán	te	ter	te	V	PRO;SG;2
terán	tu	ter	tu	V	PRO;SG;2
terán	voi	ter	voi	V	PRO;PL;2
terán	will	ter	will	V	
