kategória	kategori	kategória	kategori	N;NOM;FEM;SG	PROPN;SG
bitky	pertempuran	bitka	pertempuran	N;NOM;FEM;PL	N;SG
bitky	pemukulan	bitka	penmukulan	N;NOM;FEM;PL	N;SG
one	satu	ona	satu		NUM
one	one	ona	one		PROPN
slovan	slovan	slovan	slovan	N;NOM;NEUT;SG	PROPN
používané	digunakan	používaný	digunakan	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS	V;SG;PASS
používané	terpakai	používaný	terpakai	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS	V;SG;PASS
používané	used	používaný	used	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS	PROPN
používané	dipakai	používaný	dipakai	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS	V;SG;PASS
ríma	rome	rím	rome	N;INAN;GEN;MASC;SG	PROPN
ríma	romawi	rím	romawi	N;INAN;GEN;MASC;SG	PROPN;SG
ríma	roma	rím	roma	N;INAN;GEN;MASC;SG	PROPN
boj	combat	boj	combat	N;INAN;NOM;MASC;SG	PROPN
boj	bertarung	boj	bertarung	N;INAN;NOM;MASC;SG	V;SG;ACT
boj	berkelahi	boj	berkelahi	N;INAN;NOM;MASC;SG	V;SG;ACT
boj	fight	boj	fight	N;INAN;NOM;MASC;SG	PROPN
boj	melawan	boj	menlawan	N;INAN;NOM;MASC;SG	ADP;SG;ACT
boj	berjuang	boj	berjuang	N;INAN;NOM;MASC;SG	V;SG;ACT
porazil	terkalahkan	poraziť	terkalahkan	V;ANIM;PFV;MASC;SG;POS;PST;V.PTCP	ADJ;SG
vecí	things	vec	things	N;GEN;FEM;PL	PROPN
vecí	hal	vec	hal	N;GEN;FEM;PL	N;SG
vecí	perkara	vec	perkara	N;GEN;FEM;PL	N;SG
dĺžku	panjang	dĺžka	panjang	N;ACC;FEM;SG	ADJ;SG
nižšie	dibawah	nízko	dibawah	ADV;CMPR	ADP;SG;PASS
nižšie	turunkan	nízko	turunkan	ADV;CMPR	V;SG;ACT
nižšie	lower	nízko	lower	ADV;CMPR	PROPN
nižšie	rendahkan	nízko	rendahkan	ADV;CMPR	V;SG;ACT
divákov	penampil	divák	pentampil	N;ANIM;ACC;MASC;PL	N;SG
divákov	pemirsa	divák	penpirsa	N;ANIM;ACC;MASC;PL	N;SG
divákov	penonton	divák	pentonton	N;ANIM;ACC;MASC;PL	N;SG
úspešne	sukses	úspešne	sukses	ADV	ADJ;SG
úspešne	berhasil	úspešne	berhasil	ADV	V;SG
viedeň	wina	viedeň	wina	N;INAN;NOM;MASC;SG	PROPN
hádzanej	handball	hádzaný	handball	ADJ;GEN;FEM;SG;POS;V.PTCP;PASS	PROPN
panna	virgin	panna	virgin	N;NOM;FEM;SG	PROPN
panna	perawan	panna	penrawan	N;NOM;FEM;SG	PROPN
tvorili	dibentuk	tvoriť	dibentuk	V;ANIM;IPFV;MASC;PL;POS;PST;V.PTCP	V;SG;PASS
tvorili	terbentuk	tvoriť	terbentuk	V;ANIM;IPFV;MASC;PL;POS;PST;V.PTCP	V;SG;PASS
dvakrát	twice	dvakrát	twice	ADV	PROPN
ffffff	ffffff	ffffff	ffffff	PROPN;ANIM;NOM;MASC;SG	PROPN
marián	marián	marián	marián	PROPN;ANIM;NOM;MASC;SG	PROPN
gironde	gironde	gironde	gironde	PROPN;NOM;FEM;SG	PROPN
provincia	provinsi	provincie	provinsi	N;NOM;FEM;SG	PROPN;SG
žena	woman	žena	woman	N;NOM;FEM;SG	PROPN
žena	female	žena	female	N;NOM;FEM;SG	PROPN
žena	wife	žena	wife	N;NOM;FEM;SG	PROPN
situácia	pgn	situácia	pgn	N;NOM;FEM;SG	PROPN
sila	force	sila	force	N;NOM;FEM;SG	PROPN
sila	memaksa	sila	menpaksa	N;NOM;FEM;SG	V;SG;ACT
sila	paksakan	sila	paksakan	N;NOM;FEM;SG	V;SG;ACT
dieťa	baby	dieťa	baby	N;NOM;NEUT;SG	PROPN
dieťa	kid	dieťa	kid	N;NOM;NEUT;SG	PROPN
dieťa	ank	dieťa	ank	N;NOM;NEUT;SG	PROPN
dieťa	child	dieťa	child	N;NOM;NEUT;SG	PROPN
dordogne	dordogne	dordogne	dordogne	PROPN;NOM;FEM;SG	PROPN
ústav	institute	ústav	institute	N;INAN;NOM;MASC;SG	PROPN
mierne	mild	mierne	mild	ADV	PROPN
navigačné	nav	navigačný	nav	ADJ;NOM;NEUT;SG	PROPN
vedenie	management	vedenie	management	N;NOM;NEUT;SG	PROPN
vedenie	memimpin	vedenie	menpimpin	N;NOM;NEUT;SG	V;SG;ACT
vedenie	pimpin	vedenie	pimpin	N;NOM;NEUT;SG	V;SG;ACT
vedenie	lead	vedenie	lead	N;NOM;NEUT;SG	PROPN
stredná	middle	stredný	middle	ADJ;NOM;FEM;SG	PROPN
stredná	pertengahan	stredný	pertengahan	ADJ;NOM;FEM;SG	N;SG
stredná	tengah	stredný	tengah	ADJ;NOM;FEM;SG	PROPN;SG
stredná	medium	stredný	medium	ADJ;NOM;FEM;SG	N
stredná	sedang	stredný	sedang	ADJ;NOM;FEM;SG	ADV
stredná	menengah	stredný	menengah	ADJ;NOM;FEM;SG	N;SG
stredná	central	stredný	central	ADJ;NOM;FEM;SG	PROPN
stredná	tengah	stredný	tengah	ADJ;NOM;FEM;SG	PROPN;SG
stredná	pusat	stredný	pusat	ADJ;NOM;FEM;SG	N;SG
stredná	sentral	stredný	sentral	ADJ;NOM;FEM;SG	N;SG
stredná	upt	stredný	upt	ADJ;NOM;FEM;SG	PROPN
stredná	moderasi	stredný	moderasi	ADJ;NOM;FEM;SG	N;SG
stredná	memoderasi	stredný	menmoderasi	ADJ;NOM;FEM;SG	V;SG;ACT
stredná	maksud	stredný	maksud	ADJ;NOM;FEM;SG	N;SG
stredná	berarti	stredný	berarti	ADJ;NOM;FEM;SG	V;SG;ACT
stredná	mean	stredný	mean	ADJ;NOM;FEM;SG	PROPN
skončila	kedaluwarsa	skončiť	kedaluwarsa	V;PFV;FEM;SG;POS;PST;V.PTCP	N;SG
skončila	expired	skončiť	expired	V;PFV;FEM;SG;POS;PST;V.PTCP	PROPN
skončila	kadaluwarsa	skončiť	kadaluwarsa	V;PFV;FEM;SG;POS;PST;V.PTCP	PROPN
skončila	kadaluarsa	skončiť	kadaluarsa	V;PFV;FEM;SG;POS;PST;V.PTCP	N
referencie	referensi	referencia	referensi	N;NOM;FEM;PL	N;SG
referencie	rujukan	referencia	rujukan	N;NOM;FEM;PL	N;SG
referencie	acuan	referencia	acuan	N;NOM;FEM;PL	N;SG
referencie	referensi	referencia	referensi	N;NOM;FEM;PL	N;SG
referencie	rujukan	referencia	rujukan	N;NOM;FEM;PL	N;SG
plochy	permukaan	plocha	permukaan	N;NOM;FEM;PL	N;SG
plochy	area	plocha	area	N;NOM;FEM;PL	N;SG
plochy	desktop	plocha	desktop	N;NOM;FEM;PL	N;SG
plochy	desktop	plocha	desktop	N;NOM;FEM;PL	N;SG
jediným	sole	jediný	sole	ADJ;INS;NEUT;SG	PROPN
svetlo	light	svetlo	light	N;NOM;NEUT;SG	PROPN
svetlo	terang	svetlo	terang	N;NOM;NEUT;SG	ADJ;SG
svetlo	ringan	svetlo	ringan	N;NOM;NEUT;SG	ADJ;SG
doba	time	doba	time	N;NOM;FEM;SG	PROPN
medzinárodný	international	medzinárodný	international	ADJ;INAN;NOM;MASC;SG	N
medzinárodný	mancanegara	medzinárodný	mancanegara	ADJ;INAN;NOM;MASC;SG	N
budov	bangunan	budova	bangunan	N;GEN;FEM;PL	N;SG
budov	gedung	budova	gedung	N;GEN;FEM;PL	N;SG
vnútri	inside	vnútro	inside	N;NOM;NEUT;SG	PROPN
vnútri	didalam	vnútro	didalam	N;NOM;NEUT;SG	ADP;SG;PASS
vnútri	intra	vnútro	intra	N;NOM;NEUT;SG	PROPN
group	group	group	group		N
group	kelompokkan	group	kelompokkan		V;SG;ACT
group	grup	group	grup		N;SG
group	kelompok	group	kelompok		N;SG
futbal	soccer	futbať	soccer	N;INAN;NOM;MASC;SG	PROPN
futbal	football	futbať	football	N;INAN;NOM;MASC;SG	PROPN
galéria	gallery	galéria	gallery	N;NOM;FEM;SG	PROPN
potreby	kebutuhan	potreba	kebutuhan	N;NOM;FEM;PL	N;SG
osoba	person	osoba	person	N;NOM;FEM;SG	PROPN
osady	pemukiman	osada	penmukiman	N;NOM;FEM;PL	N;SG
osady	permukiman	osada	permukiman	N;NOM;FEM;PL	N;SG
kanade	kanada	kanada	kanada	N;NOM;FEM;SG	PROPN;SG
kanade	canada	kanada	canada	N;NOM;FEM;SG	PROPN
dvd	dvd	dvd	dvd		PROPN
dvd	dvd	dvd	dvd		PROPN
vlastný	own	vlastný	own	ADJ;ANIM;NOM;MASC;SG	PROPN
vlastný	suai	vlastný	suai	ADJ;ANIM;NOM;MASC;SG	PROPN
vlastný	kustom	vlastný	kustom	ADJ;ANIM;NOM;MASC;SG	N
vlastný	gubahan	vlastný	gubahan	ADJ;ANIM;NOM;MASC;SG	N
vlastný	custom	vlastný	custom	ADJ;ANIM;NOM;MASC;SG	PROPN
vlastný	ubahan	vlastný	ubahan	ADJ;ANIM;NOM;MASC;SG	N;SG
isère	isère	iskre	isère		PROPN
postava	character	postava	character	N;NOM;FEM;SG	PROPN
švajčiarsko	swiss	švajčiarsko	swiss	PROPN;NOM;NEUT;SG	PROPN
vytvorili	tercipta	vytvoriť	tercipta	V;ANIM;PFV;MASC;PL;POS;PST;V.PTCP	V;SG;PASS
vytvorili	dibuat	vytvoriť	dibuat	V;ANIM;PFV;MASC;PL;POS;PST;V.PTCP	V;SG;PASS
najväčších	terbesar	veľký	terbesar	ADV;RL	ADJ;RL;SG
škoda	malu	škoda	malu	N;NOM;FEM;SG	
škoda	memalukan	škoda	menpalukan	N;NOM;FEM;SG	V;SG;ACT
škoda	škoda	škoda	škoda	N;NOM;FEM;SG	PROPN
švédsko	swedia	švédsko	swedia	PROPN;NOM;NEUT;SG	PROPN;SG
pohára	cawan	pohár	cawan	N;INAN;GEN;MASC;SG	PROPN;SG
pohára	cup	pohár	cup	N;INAN;GEN;MASC;SG	PROPN
gólov	gol	gól	gol	N;INAN;GEN;MASC;PL	N;SG
gólov	tujuan	gól	tujuan	N;INAN;GEN;MASC;PL	N;SG
fakulty	fakultas	fakulta	fakultas	N;NOM;FEM;PL	N;SG
fakulty	fani	fakulta	fani	N;NOM;FEM;PL	PROPN
fakulty	fakultas	fakulta	fakultas	N;NOM;FEM;PL	N;SG
trate	baris	triata	baris	N;NOM;FEM;PL	N;SG
trate	lines	triata	lines	N;NOM;FEM;PL	PROPN
trate	garis	triata	garis	N;NOM;FEM;PL	PROPN;SG
trate	trek	triata	trek	N;NOM;FEM;PL	PROPN
znaky	aksara	znak	aksara	N;INAN;NOM;MASC;PL	N;SG
znaky	karakter	znak	karakter	N;INAN;NOM;MASC;PL	N;SG
star	star	star	star		PROPN
star	bintang	star	bintang		N;SG
čierny	black	čierny	black	ADJ;ANIM;NOM;MASC;SG	PROPN
post	posting	post	posting	N;INAN;NOM;MASC;SG	PROPN
post	kirimkan	post	kirimkan	N;INAN;NOM;MASC;SG	V;SG;ACT
post	kirim	post	kirim	N;INAN;NOM;MASC;SG	V;SG;ACT
post	post	post	post	N;INAN;NOM;MASC;SG	PROPN
objavila	ketahuan	objaviť	ketahuan	V;PFV;FEM;SG;POS;PST;V.PTCP	
indre	indre	indra	indre	PROPN;NOM;FEM;SG	PROPN
petr	petr	petr	petr	PROPN;ANIM;NOM;MASC;SG	PROPN
pracuje	karya	pracovať	karya	V;IPFV;IND;SG;3;POS;PRS;FIN	N;SG
pracuje	works	pracovať	works	V;IPFV;IND;SG;3;POS;PRS;FIN	PROPN
maďarský	hongaria	maďarský	hongaria	ADJ;ANIM;NOM;MASC;SG	PROPN
maďarský	hungaria	maďarský	hungaria	ADJ;ANIM;NOM;MASC;SG	PROPN;SG
väčší	greater	veľký	greater	ADJ;ANIM;NOM;CMPR;MASC;SG	PROPN
karl	carl	karl	carl	PROPN;ANIM;NOM;MASC;SG	PROPN
karl	karl	karl	karl	PROPN;ANIM;NOM;MASC;SG	PROPN
biely	white	biely	white	ADJ;ANIM;NOM;MASC;SG	PROPN
umiestnené	berlokasi	umiestnený	berlokasi	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS	V;SG;ACT
umiestnené	bertempat	umiestnený	bertempat	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS	V;SG;ACT
umiestnené	terletak	umiestnený	terletak	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS	V;SG;PASS
umiestnené	ditempatkan	umiestnený	ditempatkan	ADJ;NOM;NEUT;SG;POS;V.PTCP;PASS	V;SG;PASS
vstup	masukkan	vstup	masukkan	N;INAN;NOM;MASC;SG	V;SG;ACT
vstup	entry	vstup	entry	N;INAN;NOM;MASC;SG	PROPN
histórie	history	história	history	N;NOM;FEM;PL	PROPN
histórie	sejarah	história	sejarah	N;NOM;FEM;PL	N;SG
povstania	pemberontakan	povstanie	penberontakan	N;NOM;NEUT;PL	N;SG
povstania	pemberontakan	povstanie	penberontakan	N;NOM;NEUT;PL	N;SG
hodiny	jam	hodina	jam	N;NOM;FEM;PL	N;SG
hodiny	jam	hodina	jam	N;NOM;FEM;PL	N;SG
hodiny	clock	hodina	clock	N;NOM;FEM;PL	PROPN
roussillon	roussillon	roussillon	roussillon	N;NOM;NEUT;SG	PROPN
francúzske	prancis	francúzsky	prancis	ADJ;NOM;NEUT;SG	PROPN;SG
francúzske	perancis	francúzsky	perancis	ADJ;NOM;NEUT;SG	PROPN;SG
múzea	museum	múzeum	museum	N;NOM;NEUT;PL	PROPN
múzea	museum	múzeum	museum	N;NOM;NEUT;PL	PROPN
johann	johann	johann	johann	PROPN;ANIM;NOM;MASC;SG	PROPN
pôvodné	original	pôvodný	original	ADJ;NOM;NEUT;SG	PROPN
hrali	diputar	hrať	diputar	V;ANIM;IPFV;MASC;PL;POS;PST;V.PTCP	V;SG;PASS
hrali	dimainkan	hrať	dimainkan	V;ANIM;IPFV;MASC;PL;POS;PST;V.PTCP	V;SG;PASS
hrali	dipermainkan	hrať	dipermainkan	V;ANIM;IPFV;MASC;PL;POS;PST;V.PTCP	V;SG;PASS
ruská	russian	ruský	russian	ADJ;NOM;FEM;SG	PROPN
ruská	rusia	ruský	rusia	ADJ;NOM;FEM;SG	PROPN
chrámu	temple	chrám	temple	N;INAN;GEN;MASC;SG	PROPN
chrámu	candi	chrám	candi	N;INAN;GEN;MASC;SG	PROPN
obrany	defense	obrana	defense	N;NOM;FEM;PL	PROPN
obrany	pembela	obrana	penbela	N;NOM;FEM;PL	N;SG
obrany	pertahanan	obrana	pertahanan	N;NOM;FEM;PL	N;SG
novín	koran	noviny	koran	N;GEN;FEM;PL	N;SG
novín	koran	noviny	koran	N;GEN;FEM;PL	N;SG
str	str	str	str		PROPN
vienne	vienne	vienne	vienne	ADV	PROPN
rieke	sungai	rieka	sungai	N;DAT;FEM;SG	PROPN;SG
rieke	river	rieka	river	N;DAT;FEM;SG	PROPN
parlamentu	dpr	parlament	dpr	N;INAN;GEN;MASC;SG	PROPN;SG
podujatia	peristiwa	podujatie	peristiwa	N;NOM;NEUT;PL	N;SG
podujatia	kegiatan	podujatie	kegiatan	N;NOM;NEUT;PL	N;SG
podujatia	acara	podujatie	acara	N;NOM;NEUT;PL	N;SG
najvyššie	tertinggi	vysoko	tertinggi	ADV;RL	ADJ;RL;SG
kardinál	cardinal	kardinál	cardinal	N;ANIM;NOM;MASC;SG	PROPN
majstrov	masters	majster	masters	N;INAN;NOM;MASC;PL	PROPN
majstrov	master	majster	master	N;INAN;NOM;MASC;PL	PROPN
majstrov	juara	majster	juara	N;INAN;NOM;MASC;PL	N;SG
mesiace	bulan	mesiac	bulan	N;INAN;NOM;MASC;PL	N;SG
výšky	height	výška	height	N;NOM;FEM;PL	PROPN
výšky	ketinggian	výška	ketinggian	N;NOM;FEM;PL	N;SG
výšky	heights	výška	heights	N;NOM;FEM;PL	PROPN
výšky	tinggi	výška	tinggi	N;NOM;FEM;PL	ADJ;SG
free	bebas	free	bebas		ADJ;SG
free	gratis	free	gratis		N;SG
free	free	free	free		PROPN
zmena	berubah	zmena	berrubah	N;NOM;FEM;SG	V;SG;ACT
zmena	ganti	zmena	ganti	N;NOM;FEM;SG	V;SG;ACT
zmena	mengubah	zmena	menubah	N;NOM;FEM;SG	V;SG;ACT
zmena	ubah	zmena	ubah	N;NOM;FEM;SG	V;SG;ACT
county	county	count	county	N;NOM;MASC;SG	PROPN
britská	britania	britský	britania	ADJ;NOM;FEM;SG	PROPN
britská	british	britský	british	ADJ;NOM;FEM;SG	PROPN
súd	court	súd	court	N;INAN;NOM;MASC;SG	PROPN
ročník	vintage	ročník	vintage	N;INAN;NOM;MASC;SG	PROPN
rýchlosti	kecepatan	rýchlosť	kecepatan	N;NOM;FEM;PL	N;SG
rýchlosti	speed	rýchlosť	speed	N;NOM;FEM;PL	PROPN
rýchlosti	kecepatan	rýchlosť	kecepatan	N;NOM;FEM;PL	N;SG
biela	white	biely	white	ADJ;NOM;FEM;SG	PROPN
dedina	village	dedina	village	N;NOM;FEM;SG	PROPN
jar	spring	jar	spring	N;NOM;FEM;SG	PROPN
club	club	club	club	PROPN;ANIM;NOM;MASC;SG	PROPN
club	klub	club	klub	PROPN;ANIM;NOM;MASC;SG	N;SG
dvaja	two	dva	two	NUM;ANIM;NOM;MASC;PL	PROPN
dáta	data	dát	data	N;INAN;NOM;MASC;PL	N;SG
atlantiques	atlantiques	atlantiqus	atlantiques	N;NOM;FEM;SG	PROPN
značka	brand	značka	brand	N;NOM;FEM;SG	PROPN
značka	markus	značka	markus	N;NOM;FEM;SG	PROPN
značka	tandai	značka	tandai	N;NOM;FEM;SG	V;SG;ACT
značka	mark	značka	mark	N;NOM;FEM;SG	PROPN
značka	tag	značka	tag	N;NOM;FEM;SG	PROPN
don	don	don	don	PROPN;ANIM;NOM;MASC;SG	PROPN
ľahko	gampang	ľahko	gampang	ADV	ADJ;SG
ľahko	mudah	ľahko	mudah	ADV	ADJ;SG
ľahko	easy	ľahko	easy	ADV	PROPN
puy	puy	pua	puy	PROPN;ANIM;NOM;MASC;SG	PROPN
španielska	spanyol	španielsky	spanyol	PROPN;NOM;FEM;SG	PROPN;SG
španielska	spanish	španielsky	spanish	PROPN;NOM;FEM;SG	PROPN
španielska	spanyol	španielsky	spanyol	PROPN;NOM;FEM;SG	PROPN;SG
santa	sinterklas	santa	sinterklas	PROPN;ANIM;NOM;MASC;SG	N;SG
santa	santa	santa	santa	PROPN;ANIM;NOM;MASC;SG	PROPN
zbrane	senjata	zbraň	senjata	N;NOM;FEM;PL	N;SG
zbrane	senapan	zbraň	senapan	N;NOM;FEM;PL	N;SG
zbrane	guns	zbraň	guns	N;NOM;FEM;PL	PROPN
zbrane	senjata	zbraň	senjata	N;NOM;FEM;PL	N;SG
zbrane	gendongan	zbraň	gendongan	N;NOM;FEM;PL	N;SG
zbrane	lengan	zbraň	lengan	N;NOM;FEM;PL	N;SG
zbrane	arms	zbraň	arms	N;NOM;FEM;PL	PROPN
toky	aliran	tok	aliran	N;INAN;NOM;MASC;PL	N;SG
toky	stream	tok	stream	N;INAN;NOM;MASC;PL	PROPN
toky	mengalir	tok	menalir	N;INAN;NOM;MASC;PL	V;SG;ACT
toky	arus	tok	arus	N;INAN;NOM;MASC;PL	N;SG
toky	alur	tok	alur	N;INAN;NOM;MASC;PL	N;SG
pravidelne	teratur	pravidelne	teratur	ADV	ADJ;SG
pravidelne	biasa	pravidelne	biasa	ADV	ADJ;SG
pravidelne	regular	pravidelne	regular	ADV	PROPN
pravidelne	reguler	pravidelne	reguler	ADV	N;SG
pravidelne	berkala	pravidelne	berkala	ADV	PROPN;SG;ACT
motorov	mesin	motor	mesin	N;INAN;GEN;MASC;PL	N;SG
kráľovná	ratu	kráľovná	ratu	N;NOM;FEM;SG	PROPN;SG
kráľovná	queen	kráľovná	queen	N;NOM;FEM;SG	PROPN
ľadový	ice	ľadový	ice	ADJ;INAN;NOM;MASC;SG	PROPN
ľadový	es	ľadový	es	ADJ;INAN;NOM;MASC;SG	PROPN;SG
dát	data	dát	data	N;GEN;FEM;PL	N;SG
filip	philip	filip	philip	PROPN;ANIM;NOM;MASC;SG	PROPN
filip	philipp	filip	philipp	PROPN;ANIM;NOM;MASC;SG	PROPN
filip	filip	filip	filip	PROPN;ANIM;NOM;MASC;SG	PROPN
autori	penulis	autori	pentulis	N;ANIM;NOM;MASC;PL	N;SG
autori	pengarang	autori	penarang	N;ANIM;NOM;MASC;PL	N;SG
autori	penulis	autori	pentulis	N;ANIM;NOM;MASC;PL	N;SG
pravidlá	rules	pravidlo	rules	N;NOM;NEUT;PL	PROPN
pravidlá	peraturan	pravidlo	peraturan	N;NOM;NEUT;PL	N;SG
pravidlá	aturan	pravidlo	aturan	N;NOM;NEUT;PL	N;SG
poprad	poprad	poprad	poprad	PROPN;INAN;NOM;MASC;SG	PROPN
kozmonaut	kosmonot	kozmonaut	kosmonot	N;ANIM;NOM;MASC;SG	PROPN
holandsko	belanda	holandsko	belanda	ADV	PROPN;SG
fotografie	fotografi	fotografia	fotografi	N;NOM;FEM;PL	N;SG
fotografie	foto	fotografia	foto	N;NOM;FEM;PL	PROPN;SG
vojsko	militer	vojsko	militer	N;NOM;NEUT;SG	ADJ;SG
vojsko	army	vojsko	army	N;NOM;NEUT;SG	PROPN
island	islandia	island	islandia	N;ANIM;NOM;MASC;SG	PROPN
navrhol	saran	navrhnúť	saran	V;ANIM;PFV;MASC;SG;POS;PST;V.PTCP	N;SG
mier	damai	mier	damai	N;INAN;NOM;MASC;SG	ADJ;SG
mier	peace	mier	peace	N;INAN;NOM;MASC;SG	PROPN
washington	washington	washington	washington	PROPN;ANIM;NOM;MASC;SG	PROPN
bližšie	closer	blízko	closer	ADV;CMPR	PROPN
preteky	balapan	preteky	balapan	N;INAN;NOM;MASC;PL	N;SG
preteky	ras	preteky	ras	N;INAN;NOM;MASC;PL	N;SG
preteky	balapan	preteky	balapan	N;INAN;NOM;MASC;PL	N;SG
preteky	race	preteky	race	N;INAN;NOM;MASC;PL	PROPN
preteky	perlombaan	preteky	perlombaan	N;INAN;NOM;MASC;PL	N;SG
preteky	ras	preteky	ras	N;INAN;NOM;MASC;PL	N;SG
preteky	lomba	preteky	lomba	N;INAN;NOM;MASC;PL	N;SG
preteky	balapan	preteky	balapan	N;INAN;NOM;MASC;PL	N;SG
preteky	balap	preteky	balap	N;INAN;NOM;MASC;PL	N;SG;ACT
preteky	membalap	preteky	menbalap	N;INAN;NOM;MASC;PL	V;SG;ACT
vysoký	high	vysoký	high	ADJ;ANIM;NOM;MASC;SG	PROPN
vysoký	tall	vysoký	tall	ADJ;ANIM;NOM;MASC;SG	PROPN
vysoký	jangkung	vysoký	jangkung	ADJ;ANIM;NOM;MASC;SG	N
poitou	poitou	poit	poitou	N;ANIM;NOM;MASC;SG	PROPN
paríža	paris	paríž	paris	N;INAN;GEN;MASC;SG	PROPN
west	maghrib	west	maghrib	PROPN;ANIM;NOM;MASC;SG	PROPN
west	barat	west	barat	PROPN;ANIM;NOM;MASC;SG	N;SG
west	west	west	west	PROPN;ANIM;NOM;MASC;SG	PROPN
vosges	vosges	vosges	vosges	N;NOM;MASC;SG	PROPN
štít	shield	štít	shield	N;INAN;NOM;MASC;SG	PROPN
stroje	mesin	stroj	mesin	N;INAN;NOM;MASC;PL	N;SG
stroje	mesin	stroj	mesin	N;INAN;NOM;MASC;PL	N;SG
budúcnosti	future	budúcnosť	future	N;DAT;FEM;SG	PROPN
ťažko	susah	ťažko	susah	ADV	ADJ;SG
ťažko	hard	ťažko	hard	ADV	PROPN
ťažko	keras	ťažko	keras	ADV	ADJ;SG
ťažko	susah	ťažko	susah	ADV	ADJ;SG
ťažko	sulit	ťažko	sulit	ADV	ADJ;SG
ťažko	sukar	ťažko	sukar	ADV	ADJ;SG
budapešti	budapest	budapešť	budapest	N;NOM;FEM;SG	PROPN
priebeh	progress	priebeh	progress	N;INAN;NOM;MASC;SG	PROPN
publicista	humas	publicista	humas	N;ANIM;NOM;MASC;SG	PROPN
pozdĺž	along	pozdĺž	along		PROPN
pozdĺž	sepanjang	pozdĺž	sepanjang		ADP
profesionálny	professional	profesionálny	professional	ADJ;ANIM;NOM;MASC;SG	N
evanjelický	lutheran	evanjelický	lutheran	ADJ;ANIM;NOM;MASC;SG	N
používali	digunakan	používať	digunakan	V;ANIM;IPFV;MASC;PL;POS;PST;V.PTCP	V;SG;PASS
používali	terpakai	používať	terpakai	V;ANIM;IPFV;MASC;PL;POS;PST;V.PTCP	V;SG;PASS
používali	used	používať	used	V;ANIM;IPFV;MASC;PL;POS;PST;V.PTCP	PROPN
používali	dipakai	používať	dipakai	V;ANIM;IPFV;MASC;PL;POS;PST;V.PTCP	V;SG;PASS
operácie	operasi	operácia	operasi	N;NOM;FEM;PL	N;SG
operácie	operasi	operácia	operasi	N;NOM;FEM;PL	N;SG
operácie	pembedahan	operácia	penbedahan	N;NOM;FEM;PL	N;SG
ryby	pisces	ryba	pisces	N;NOM;FEM;PL	N;SG
ryby	ikan	ryba	ikan	N;NOM;FEM;PL	N;SG
semifinále	semifinal	semifinál	semifinal	N;INAN;NOM;MASC;PL	N;SG
semifinále	semifinal	semifinál	semifinal	N;INAN;NOM;MASC;PL	N;SG
meuse	meuse	meus	meuse	PROPN;NOM;FEM;SG	PROPN
inžinier	engineer	inžinker	engineer	N;ANIM;NOM;MASC;SG	PROPN
súčasnej	kontemporer	súčasný	kontemporer	ADJ;GEN;FEM;SG	N
orne	orne	orno	orne	PROPN;NOM;FEM;SG	PROPN
life	kehidupan	lifa	kehidupan		N;SG
life	life	lifa	life		PROPN
life	hidup	lifa	hidup		N;SG
vedúci	manager	vedúci	manager	N;ANIM;NOM;MASC;SG	PROPN
vedúci	memimpin	vedúci	menpimpin	N;ANIM;NOM;MASC;SG	V;SG;ACT
vedúci	pimpin	vedúci	pimpin	N;ANIM;NOM;MASC;SG	V;SG;ACT
vedúci	lead	vedúci	lead	N;ANIM;NOM;MASC;SG	PROPN
afrike	africa	afrika	africa	N;DAT;FEM;SG	PROPN
muž	male	muž	male	N;ANIM;NOM;MASC;SG	PROPN
muž	man	muž	man	N;ANIM;NOM;MASC;SG	PROPN
mix	mix	mix	mix	N;INAN;NOM;MASC;SG	PROPN
žiline	žilina	žilina	žilina	N;DAT;FEM;SG	PROPN
kameň	stone	kameň	stone	N;INAN;NOM;MASC;SG	PROPN
kameň	rock	kameň	rock	N;INAN;NOM;MASC;SG	PROPN
pôdy	tanah	pôda	tanah	N;NOM;FEM;PL	N;SG
pôdy	daratan	pôda	daratan	N;NOM;FEM;PL	N;SG
pôdy	tanah	pôda	tanah	N;NOM;FEM;PL	N;SG
pôdy	land	pôda	land	N;NOM;FEM;PL	PROPN
pôdy	tanah	pôda	tanah	N;NOM;FEM;PL	N;SG
pôdy	tanahnya	pôda	tanah	N;NOM;FEM;PL	N;SG
stanislav	stanislav	stanislav	stanislav	N;ANIM;NOM;MASC;SG	PROPN
pink	pink	pink	pink	PROPN;ANIM;NOM;MASC;SG	PROPN
systémov	sistem	systém	sistem	N;INAN;GEN;MASC;PL	N;SG
systémov	systems	systém	systems	N;INAN;GEN;MASC;PL	PROPN
dlhá	long	dlhý	long	ADJ;NOM;FEM;SG	PROPN
sprava	kanan	sprava	kanan		N;SG
sprava	benar	sprava	benar		ADJ;SG
sprava	right	sprava	right		PROPN
tony	tony	ton	tony	PROPN;ANIM;NOM;MASC;SG	PROPN
tony	berton	ton	berton	PROPN;ANIM;NOM;MASC;SG	PROPN
