destinatari	آخذ.	destinatari	آخذ.	ADJ;MASC;SG	PROPN;NOM;MASC;SG;3
hexadecimal	سحر	hexadecimal	سحر	ADJ;SG	PROPN;NOM;MASC;SG;3
marcha	پُھونکنا	marcha	پُھونکنا		PROPN;ACC;MASC;SG;3
marcha	جلانا.	marcha	جلانا.		V;MASC;SG;NFIN;ACT
ullada	تاکنا.	ullada	تاکنا.	N;FEM;SG	N;NOM;MASC;PL;3
ullada	out	ullada	out	N;FEM;SG	
simula	مصنوعی.	simular	مصنوعی.		PROPN;NOM;MASC;SG;3
turquesa	فیروزہ	turquès	فیروزہ	ADJ;FEM;SG	PROPN;NOM;MASC;SG;3
epilèpsia	مرگی	epilèpsia	مرگی	N;FEM;SG	ADJ
epilèpsia	مرگی	epilèpsia	مرگی	N;FEM;SG	ADJ
epilèpsia	صرع	epilèpsia	صرع	N;FEM;SG	
cascos	دھکیلنا.	casc	دھکیلنا.	N;MASC;PL	PROPN;NOM;MASC;SG;3
amarga	کڑوا	amarg	کڑوا	ADJ;FEM;SG	PROPN;NOM;MASC;SG;3
amarga	کڑوا	amarg	کڑوا	ADJ;FEM;SG	PROPN;NOM;MASC;SG;3
amarga	تلخ	amarg	تلخ	ADJ;FEM;SG	
hibernació	شتویّت	hibernació	شتویّت	N;FEM;SG	PROPN;NOM;MASC;SG;3
brodat	کڑھائی	brodat	کڑھائی	N;MASC;SG	V;PFV;FEM;SG;V.PTCP;ACT
dido	مذاق	dido	مذاق		N;NOM;MASC;SG;3
dido	شرارت	dido	شرارت		N;NOM;FEM;SG;3
dido	شوخی	dido	شوخی		N;NOM;MASC;SG;3
dido	ٹھٹھول	dido	ٹھٹھول		PROPN;NOM;MASC;SG;3
perdedor	پٹیل.	perdedor	پٹیل.	ADJ;MASC;SG	PROPN;NOM;MASC;SG;3
alegres	شادماں	alegre	شادماں		PROPN;NOM;MASC;SG;3
pastel	مدّھم	pastel	مدّھم		PROPN;NOM;MASC;SG;3
verinosa	سمّی	verinós	سمّی	ADJ;FEM;SG	PROPN;NOM;MASC;SG;3
verinosa	مسموم	verinós	مسموم	ADJ;FEM;SG	PROPN;NOM;MASC;SG;3
verinosa	سمّی	verinós	سمّی	ADJ;FEM;SG	PROPN;NOM;MASC;SG;3
verinosa	زہریلا	verinós	زہریلا	ADJ;FEM;SG	PROPN;NOM;MASC;SG;3
verinosa	مسموم	verinós	مسموم	ADJ;FEM;SG	PROPN;NOM;MASC;SG;3
decididament	بلاشبہ	decididament	بلاشبہ	ADV	
esprit	چونچالی	esprit	چونچالی		PROPN;NOM;MASC;SG;3
progenitor	جدّاعلیٰ.	progenitor	جدّاعلیٰ.	ADJ;MASC;SG	PROPN;NOM;MASC;SG;3
progenitor	پُرکھا	progenitor	پُرکھا	ADJ;MASC;SG	PROPN;NOM;MASC;SG;3
progenitor	موجد	progenitor	موجد	ADJ;MASC;SG	N;NOM;MASC;SG;3
progenitor	جڑ	progenitor	جڑ	ADJ;MASC;SG	N;NOM;MASC;SG;3
furiós	چلاتا	furiós	چلا	ADJ;MASC;SG	V;IPFV;MASC;SG;V.PTCP;ACT
furiós	بنکارتا	furiós	بنکارتا	ADJ;MASC;SG	PROPN;NOM;MASC;SG;3
clientela	مؤکل	clientela	مؤکل	N;FEM;SG	PROPN;NOM;MASC;SG;3
inadequat	ناموزوں	inadequar	ناموز	ADJ;MASC;SG;V.PTCP	N;NOM;MASC;PL;3
lulu	عمدہ	lulu	عمدہ		ADJ
lulu	غیرمعمولی	lulu	غیرمعمولی		ADJ
globular	گول.	globular	گول.		PROPN;NOM;MASC;SG;3
extreme	جابرانہ	extreme	جابرانہ	N;SG	ADJ
extreme	انتہائی	extreme	انتہائی	N;SG	ADV
extreme	ازحد	extreme	ازحد	N;SG	
extreme	آخری	extreme	آخری	N;SG	ADJ
extreme	سخت	extreme	سخت	N;SG	ADJ
concordança	مطابقت	concordança	مطابقت	N;FEM;SG	ADP
fràgils	شکستنی.	fràgil	شکستنی.	ADJ;PL	PROPN;NOM;MASC;SG;3
fràgils	پُھوٹک	fràgil	پُھوٹک	ADJ;PL	PROPN;NOM;MASC;SG;3
fràgils	شکستنی.	fràgil	شکستنی.	ADJ;PL	PROPN;NOM;MASC;SG;3
agonia	ایذا	agonia	ایذا	N;FEM;SG	PROPN;NOM;MASC;SG;3
agonia	صعوبت.	agonia	صعوبت.	N;FEM;SG	PROPN;NOM;MASC;SG;3
criden	through	cridar	through	V;IND;PL;3;PRS;FIN	PROPN;NOM;MASC;SG;3
criden	تیز	cridar	تیز	V;IND;PL;3;PRS;FIN	ADJ
criden	(	cridar	(	V;IND;PL;3;PRS;FIN	
laringe	حنجرہ	laringe	حنجرہ		PROPN;NOM;MASC;SG;3
laringe	نرخرہ.	laringe	نرخرہ.		PROPN;NOM;MASC;SG;3
respectiu	متعلقہ	respectiu	متعلقہ		ADJ
respectiu	منسوب	respectiu	منسوب		ADJ
skinner	سلاّخ.	skinner	سلاّخ.		PROPN;NOM;MASC;SG;3
produeixin	نشریے	produir	نشریہ	V;SBJV;PL;3;PRS;FIN	PROPN;NOM;MASC;SG;3
produeixin	(	produir	(	V;SBJV;PL;3;PRS;FIN	
produeixin	سنسنی	produir	سنسنی	V;SBJV;PL;3;PRS;FIN	ADJ
produeixin	نتیجہ.	produir	نتیجہ.	V;SBJV;PL;3;PRS;FIN	PROPN;NOM;MASC;SG;3
encaix	پیٹنا	encaix	پیٹنا	N;MASC;SG	V;MASC;SG;ACT
encaix	(	encaix	(	N;MASC;SG	
encaix	لیس	encaix	لیس	N;MASC;SG	
simbiosi	مطابقت	simbiosi	مطابقت	N;FEM;SG	ADP
denunciant	مستغیث.	denunciant	مستغیث.	V;V.MSDR	PROPN;NOM;MASC;SG;3
denunciant	مدعی	denunciant	مدعی	V;V.MSDR	ADJ
denunciant	مستغیث.	denunciant	مستغیث.	V;V.MSDR	PROPN;NOM;MASC;SG;3
denunciant	فریادی	denunciant	فریادی	V;V.MSDR	PROPN;NOM;MASC;SG;3
denunciant	مدعی	denunciant	مدعی	V;V.MSDR	ADJ
cíclica	دوری	cíclic	دوری	ADJ;FEM;SG	N;NOM;FEM;SG;3
cíclica	دولابی	cíclic	دولابی	ADJ;FEM;SG	PROPN;NOM;MASC;SG;3
cíclica	لولبی	cíclic	لولبی	ADJ;FEM;SG	PROPN;NOM;MASC;SG;3
messenger	پیامی.	messenger	پیامی.		PROPN;NOM;MASC;SG;3
messenger	پیامی.	messenger	پیامی.		PROPN;NOM;MASC;SG;3
molsa	کائی	molsa	کائی		PROPN;NOM;MASC;SG;3
albatros	کوفت	albatro	کوفت	ADJ;MASC;SG	N;NOM;MASC;SG;3
albatros	علّت.	albatro	علّت.	ADJ;MASC;SG	PROPN;NOM;MASC;SG;3
precepte	قاعدہ.	precepte	قاعدہ.	N;MASC;SG	ADJ
precepte	تلقین.	precepte	تلقین.	N;MASC;SG	PROPN;NOM;MASC;SG;3
precepte	قاعدہ.	precepte	قاعدہ.	N;MASC;SG	ADJ
precepte	تلقین.	precepte	تلقین.	N;MASC;SG	PROPN;NOM;MASC;SG;3
distreure	باؤلا	distreure	باؤلا	V;NFIN	PROPN;NOM;MASC;SG;3
chef	باورچی	chef	باورچی		PROPN;NOM;MASC;SG;3
invocació	مناجات.	invocació	مناج	N;FEM;SG	V;IPFV;MASC;SG;V.PTCP;ACT
sublim	ارفع	sublir	ارفع	ADJ;SG	PROPN;NOM;MASC;SG;3
sublim	مطہرہونا.	sublir	مطہرہونا.	ADJ;SG	PROPN;NOM;MASC;SG;3
sublim	برگزیدہ-	sublir	برگزیدہ-	ADJ;SG	PROPN;NOM;MASC;SG;3
sublim	تطہیر	sublir	تطہیر	ADJ;SG	
sublim	پاک	sublir	پاک	ADJ;SG	
mango	انبہ.	mango	انبہ.	N;MASC;SG	PROPN;NOM;MASC;SG;3
mango	انبہ.	mango	انبہ.	N;MASC;SG	PROPN;NOM;MASC;SG;3
mango	آم	mango	آم	N;MASC;SG	PROPN;NOM;MASC;SG;3
simpàtic	(	simpàtic	(	ADJ;MASC;SG	
simpàtic	حامی.	simpàtic	حامی.	ADJ;MASC;SG	PROPN;NOM;MASC;SG;3
simpàtic	ہمدرد	simpàtic	ہمدرد	ADJ;MASC;SG	PROPN;NOM;MASC;SG;3
simpàtic	(	simpàtic	(	ADJ;MASC;SG	
simpàtic	حامی.	simpàtic	حامی.	ADJ;MASC;SG	PROPN;NOM;MASC;SG;3
espurna	اخگر	espurnar	اخگر	N;FEM;SG	
espurna	چنگاری	espurnar	چنگاری	N;FEM;SG	PROPN;NOM;MASC;SG;3
espurna	بانکا.	espurnar	بانکا.	N;FEM;SG	
espurna	بہادر	espurnar	بہادر	N;FEM;SG	PROPN;NOM;MASC;SG;3
espurna	اخگر	espurnar	اخگر	N;FEM;SG	
espurna	چنگاری	espurnar	چنگاری	N;FEM;SG	PROPN;NOM;MASC;SG;3
espurna	بانکا.	espurnar	بانکا.	N;FEM;SG	
espurna	بہادر	espurnar	بہادر	N;FEM;SG	PROPN;NOM;MASC;SG;3
espurna	پتنگا	espurnar	پتنگا	N;FEM;SG	PROPN;NOM;MASC;SG;3
estigma	بٹّہ	estigmar	بٹّہ	N;MASC;SG	
dígit	عدد	dígit	عدد		N;NOM;MASC;SG;3
mamut	جسیم	mamut	جسیم		PROPN;NOM;MASC;SG;3
mamut	زبردست	mamut	زبردست		ADJ
opaca	غبی	opac	غبی	ADJ;FEM;SG	
opaca	دُھندلا	opac	دُھندلا	ADJ;FEM;SG	PROPN;NOM;MASC;SG;3
nicotina	زہریلا	nicotí	زہریلا	N;FEM;SG	PROPN;NOM;MASC;SG;3
bora	خشک	bora	خشک		ADJ
ding	جلسہ	ding	جلسہ		N;NOM;MASC;SG;3
ding	تقریب	ding	تقریب		N;NOM;FEM;SG;3
indefinida	لامحدود.	indefinit	لامحدود.	ADJ;FEM;SG	PROPN;NOM;MASC;SG;3
esplèndida	مردود	esplèndid	مردود	ADJ;FEM;SG;V.PTCP	PROPN;NOM;MASC;SG;3
esplèndida	مرحوم	esplèndid	مرحوم	ADJ;FEM;SG;V.PTCP	N
esplèndida	ملعون	esplèndid	ملعون	ADJ;FEM;SG;V.PTCP	PROPN;NOM;MASC;SG;3
esplèndida	مقّدس.	esplèndid	مقّدس.	ADJ;FEM;SG;V.PTCP	PROPN;NOM;MASC;SG;3
esplèndida	مغفور	esplèndid	مغفور	ADJ;FEM;SG;V.PTCP	PROPN;NOM;MASC;SG;3
jardiner	مالی.	jardiner	مالی.	N;MASC;SG	PROPN;NOM;MASC;SG;3
jardiner	مالی.	jardiner	مالی.	N;MASC;SG	PROPN;NOM;MASC;SG;3
jardiner	باغبان	jardiner	باغبان	N;MASC;SG	PROPN;NOM;MASC;SG;3
adornen	سجانا	adornar	سجا	V;IND;PL;3;PRS;FIN	PROPN;NOM;MASC;SG;3
fosse	سرنگ.	fosse	سرنگ.	PROPN	PROPN;NOM;MASC;SG;3
pneumàtic	تھکانا.	pneumàtic	تھکاناؤ	N;MASC;SG	V;PFV;MASC;SG;V.PTCP;ACT
pneumàtic	تھکنا	pneumàtic	تھک	N;MASC;SG	V;MASC;SG;V.PTCP;ACT
pneumàtic	تھکانا.	pneumàtic	تھکاناؤ	N;MASC;SG	V;PFV;MASC;SG;V.PTCP;ACT
formulari	جون	formulari	جون	N;MASC;SG	PROPN;NOM;MASC;SG;3
formulari	روایت.	formulari	روایت.	N;MASC;SG	PROPN;NOM;MASC;SG;3
formulari	بنانا.	formulari	بناناؤ	N;MASC;SG	V;MASC;SG;NFIN;ACT
formulari	سدھانا.	formulari	سدھاناؤ	N;MASC;SG	PROPN;NOM;MASC;SG;3
formulari	حُلیہ	formulari	حُلیہ	N;MASC;SG	PROPN;NOM;MASC;SG;3
formulari	ذات.	formulari	ذات.	N;MASC;SG	PROPN;NOM;MASC;SG;3
formulari	کلاس.	formulari	کلاس.	N;MASC;SG	PROPN;NOM;MASC;SG;3
formulari	گھڑنا.	formulari	گھڑنا.	N;MASC;SG	
formulari	بولنا.	formulari	بولنا.	N;MASC;SG	V;NFIN;ACT
formulari	پیرایہ	formulari	پیرایہ	N;MASC;SG	PROPN;NOM;MASC;SG;3
formulari	جون	formulari	جون	N;MASC;SG	PROPN;NOM;MASC;SG;3
formulari	روایت.	formulari	روایت.	N;MASC;SG	PROPN;NOM;MASC;SG;3
formulari	بنانا.	formulari	بناناؤ	N;MASC;SG	V;MASC;SG;NFIN;ACT
formulari	سدھانا.	formulari	سدھاناؤ	N;MASC;SG	PROPN;NOM;MASC;SG;3
formulari	حُلیہ	formulari	حُلیہ	N;MASC;SG	PROPN;NOM;MASC;SG;3
formulari	ذات.	formulari	ذات.	N;MASC;SG	PROPN;NOM;MASC;SG;3
formulari	کلاس.	formulari	کلاس.	N;MASC;SG	PROPN;NOM;MASC;SG;3
formulari	گھڑنا.	formulari	گھڑنا.	N;MASC;SG	
formulari	بولنا.	formulari	بولنا.	N;MASC;SG	V;NFIN;ACT
formulari	پیرایہ	formulari	پیرایہ	N;MASC;SG	PROPN;NOM;MASC;SG;3
ask	پوچھنا	ask	پوچھ	PROPN	V;MASC;SG;NFIN;ACT
rèptil	کمینہ.	rèptil	کمینہ.	ADJ;SG	PROPN;NOM;MASC;SG;3
rèptil	چھپکلی	rèptil	چھپکلی	ADJ;SG	N;NOM;MASC;SG;3
rèptil	مگرمچھ	rèptil	مگرمچھ	ADJ;SG	N;NOM;MASC;SG;3
rèptil	کمینہ	rèptil	کمینہ	ADJ;SG	
còncau	مقعر	còncau	مقعر	ADJ;MASC;SG	PROPN;NOM;MASC;SG;3
injustament	دھاندلی	injustament	دھاندلی	ADV	N;NOM;MASC;SG;3
plausible	متفنّی.	plausible	متفنّی.	ADJ;SG	PROPN;NOM;MASC;SG;3
clon	قلمہ	clon	قلمہ		PROPN;NOM;MASC;SG;3
minaret	ماذنہ.	minaret	ماذنہ.	N;MASC;SG	PROPN;NOM;MASC;SG;3
solemnitat	تمکنت	solemnitat	تمکنت	N;FEM;SG	PROPN;NOM;MASC;SG;3
solemnitat	تمکنت	solemnitat	تمکنت	N;FEM;SG	PROPN;NOM;MASC;SG;3
esfinx	ببون	esfinx	ببون	N;MASC;SG	
esfinx	عجیب	esfinx	عجیب	N;MASC;SG	ADJ
alter	بدلنا	alter	بدل		V;MASC;SG;NFIN;ACT
fiança	چوکھٹا	fiança	چوکھٹا	N;FEM;SG	PROPN;NOM;MASC;SG;3
fiança	ضامن	fiança	ضامن	N;FEM;SG	PROPN;NOM;MASC;SG;3
convergeixen	آملنا	convergir	آملنا	V;IND;PL;3;PRS;FIN	PROPN;NOM;MASC;SG;3
confinament	بندش	confinament	بندش	N;MASC;SG	PROPN;NOM;MASC;SG;3
brodats	کڑھائی	brodat	کڑھائی	ADJ;MASC;PL;V.PTCP	V;PFV;FEM;SG;V.PTCP;ACT
aiguabarreig	سنگم.	aiguabarreig	سنگم.		PROPN;NOM;MASC;SG;3
degradar	تڑقنا.	degradar	تڑقنا.	V;NFIN	N;NOM;MASC;SG;3
scout	ٹوہیا	scout	ٹوہیا	ADJ;MASC;SG	PROPN;NOM;MASC;SG;3
scout	کھوجی.	scout	کھوجی.	ADJ;MASC;SG	PROPN;NOM;MASC;SG;3
scout	نفر	scout	نفر	ADJ;MASC;SG	
scout	بندہ.	scout	بندہ.	ADJ;MASC;SG	PROPN;NOM;MASC;SG;3
scout	آدمی	scout	آدمی	ADJ;MASC;SG	N;NOM;MASC;SG;3
scout	round	scout	round	ADJ;MASC;SG	PROPN;NOM;MASC;SG;3
scout	(	scout	(	ADJ;MASC;SG	
scout	قراولی	scout	قراولی	ADJ;MASC;SG	PROPN;NOM;MASC;SG;3
corrupte	(	corrupte	(	ADJ;MASC;SG	
corrupte	سڑا.	corrupte	سڑا.	ADJ;MASC;SG	PROPN;NOM;MASC;SG;3
corrupte	گندا	corrupte	گندا	ADJ;MASC;SG	
proporcionals	تقابلی	proporcional	تقابلی	ADJ;PL	N;NOM;MASC;SG;3
bast	لیمو	bast	لیمو	ADJ;MASC;SG	
excèntric	سنکی.	excèntric	سنکی.	ADJ;MASC;SG	PROPN;NOM;MASC;SG;3
insult	خرابی.	insult	خرابی.	ADJ;MASC;SG	PROPN;NOM;MASC;SG;3
insult	خرابی.	insult	خرابی.	ADJ;MASC;SG	PROPN;NOM;MASC;SG;3
insult	ہتک	insult	ہتک	ADJ;MASC;SG	PROPN;NOM;MASC;SG;3
indispensables	(	indispensable	(	ADJ;PL	
abrupte	اچانک	abrupte	اچانک	ADJ;MASC;SG	ADV
abrupte	پھسلواں	abrupte	پھسلواں	ADJ;MASC;SG	PROPN;NOM;MASC;SG;3
abrupte	اتاولا	abrupte	اتاولا	ADJ;MASC;SG	PROPN;NOM;MASC;SG;3
abrupte	یکلخت	abrupte	یکلخت	ADJ;MASC;SG	N;NOM;MASC;SG;3
abrupte	سربریدہ	abrupte	سربریدہ	ADJ;MASC;SG	PROPN;NOM;MASC;SG;3
abrupte	ڈھالو.	abrupte	ڈھالو.	ADJ;MASC;SG	PROPN;NOM;MASC;SG;3
clip	فرّاٹا.	clip	فرّاٹا.	N;MASC;SG	PROPN;NOM;MASC;SG;3
clip	(	clip	(	N;MASC;SG	
clip	فرّاٹا.	clip	فرّاٹا.	N;MASC;SG	PROPN;NOM;MASC;SG;3
clip	کاٹنا	clip	کاٹنا	N;MASC;SG	V;MASC;SG;NFIN;ACT
clip	(	clip	(	N;MASC;SG	
contradictòries	اِبائی	contradictori	اِبائی	ADJ;FEM;PL	PROPN;NOM;MASC;SG;3
contradictòries	تردیدی.	contradictori	تردیدی.	ADJ;FEM;PL	PROPN;NOM;MASC;SG;3
sandwich	بھینچا	sandwich	بھینچ		V;PFV;MASC;SG;V.PTCP;ACT
paint	روغن	paint	روغن		N;NOM;MASC;SG;3
paint	سرخی	paint	سرخی		N;NOM;MASC;SG;3
sse	south-	sse	south-		PROPN;NOM;MASC;SG;3
aventurers	دلیرانہ.	aventurer	دلیرانہ.	N;MASC;PL	PROPN;NOM;MASC;SG;3
cash	نقدی.	cash	نقدی.	PROPN	PROPN;NOM;MASC;SG;3
cash	دولت.	cash	دولت.	PROPN	V;IPFV;MASC;SG;V.PTCP;ACT
còrnia	قرنیہ.	còrnia	قرنیہ.	ADJ;FEM;SG	PROPN;NOM;MASC;SG;3
bufet	وار.	bufet	وار.	N;MASC;SG	
bufet	دھچکا.	bufet	دھچکا.	N;MASC;SG	
bufet	ضرب	bufet	ضرب	N;MASC;SG	
bufet	ٹکرانا	bufet	ٹکرانا	N;MASC;SG	V;MASC;SG;NFIN;ACT
simplex	سادہ	simplex	سادہ		ADJ
simplex	سادہ.	simplex	سادہ.		PROPN;NOM;MASC;SG;3
creatives	مخترع	creatiu	مخترع	ADJ;FEM;PL	PROPN;NOM;MASC;SG;3
creatives	موجد	creatiu	موجد	ADJ;FEM;PL	N;NOM;MASC;SG;3
creatives	خلاّق.	creatiu	خلاّق.	ADJ;FEM;PL	
vota	ووٹ-	votar	ووٹ-	V;IND;SG;3;PRS;FIN	PROPN;NOM;MASC;SG;3
vota	against	votar	against	V;IND;SG;3;PRS;FIN	PROPN;NOM;MASC;SG;3
vota	رائے	votar	رائے	V;IND;SG;3;PRS;FIN	N;NOM;MASC;SG;3
vota	ووٹ-	votar	ووٹ-	V;IND;SG;3;PRS;FIN	PROPN;NOM;MASC;SG;3
vota	against	votar	against	V;IND;SG;3;PRS;FIN	PROPN;NOM;MASC;SG;3
baldaquí	چھتر	baldaquí	چھتر	N;MASC;SG	PROPN;NOM;MASC;SG;3
menhir	لمبا	menhir	لمبا	N;MASC;SG	ADJ;NOM;MASC
accessori	جوتے	accessori	جو	ADJ;MASC;SG	V;IPFV;MASC;PL;V.PTCP;ACT
herpes	تبخال.	herpa	تبخال.	N;MASC;SG	PROPN;NOM;MASC;SG;3
catorzena	چودھواں	catorzena	چودھواں	ADJ;FEM;SG	NUM
barbeta	زنخداں	barbeta	زنخداں	N;FEM;SG	ADJ
barbeta	ٹھوڑی	barbeta	ٹھوڑی	N;FEM;SG	PROPN;NOM;MASC;SG;3
barbeta	ذقن	barbeta	ذقن	N;FEM;SG	
barbeta	زنخداں	barbeta	زنخداں	N;FEM;SG	ADJ
barbeta	ٹھوڑی	barbeta	ٹھوڑی	N;FEM;SG	PROPN;NOM;MASC;SG;3
slow	تدریجی	slow	تدریجی		ADJ
slow	سست.	slow	سست.		PROPN;NOM;MASC;SG;3
slow	متأمل	slow	متأمل		PROPN;NOM;MASC;SG;3
slow	مندا	slow	مندا		PROPN;NOM;MASC;SG;3
slow	تدریجی	slow	تدریجی		ADJ
slow	سست.	slow	سست.		PROPN;NOM;MASC;SG;3
slow	متأمل	slow	متأمل		PROPN;NOM;MASC;SG;3
impediment	لکنت	impediment	لکنت	ADJ;SG	
impediment	روک.	impediment	روک.	ADJ;SG	
impediment	مزاحمت	impediment	مزاحمت	ADJ;SG	N;NOM;MASC;SG;3
manso	مسکین	manso	مسکین		PROPN;NOM;MASC;SG;3
manso	فروتنی	manso	فروتنی		ADJ
manso	عاجزی	manso	عاجزی		PROPN;NOM;MASC;SG;3
manso	منکسرالمزاج	manso	منکسرالمزاج		PROPN;NOM;MASC;SG;3
rot	تعجب	rot	تعجب	PROPN	;NOM;MASC;SG;3
rot	گلانا	rot	گلا	PROPN	V;MASC;SG;NFIN;ACT
rot	بکواس	rot	بکواس	PROPN	PROPN;NOM;MASC;SG;3
rot	ستانا	rot	ستانا	PROPN	PROPN;NOM;MASC;SG;3
rot	away	rot	away	PROPN	PROPN;NOM;MASC;SG;3
rot	خرابی	rot	خرابی	PROPN	ADJ
rot	سڑانا	rot	سڑانا	PROPN	PROPN;NOM;MASC;SG;3
rot	تباہی.	rot	تباہی.	PROPN	PROPN;NOM;MASC;SG;3
rot	انحطاط	rot	انحطاط	PROPN	N;NOM;MASC;SG;3
destina	منگیتر	destinar	منگیتر	V;IND;SG;3;PRS;FIN	N;NOM;MASC;SG;3
mesclat	مرکب.	mesclar	مرکب.	ADJ;MASC;SG;V.PTCP	PROPN;NOM;MASC;SG;3
mesclat	مرکب.	mesclar	مرکب.	ADJ;MASC;SG;V.PTCP	PROPN;NOM;MASC;SG;3
timbals	تاشے	timbal	تاشا	N;MASC;PL	
timbals	طنبورے.	timbal	طنبورے	N;MASC;PL	V;MASC;SG;V.PTCP;ACT
ene	east-north-east	ent	east-north-east		N;NOM;MASC;SG;3
introductori	ابتدائی.	introductori	ابتدائی.	ADJ;MASC;SG	PROPN;NOM;MASC;SG;3
introductori	تمہیدی	introductori	تمہیدی	ADJ;MASC;SG	N;NOM;MASC;SG;3
introductori	ابتدائی.	introductori	ابتدائی.	ADJ;MASC;SG	PROPN;NOM;MASC;SG;3
farmacologia	دوائیات	farmacologia	دوائیات	N;FEM;SG	PROPN;NOM;MASC;SG;3
fonamentació	اثبات	fonamentació	اثبات	N;FEM;SG	N;NOM;MASC;PL;3
xenó	زینون	xenó	زینون	N;MASC;SG	PROPN;NOM;MASC;SG;3
apical	راسی	apical	راسی	ADJ;SG	PROPN;NOM;MASC;SG;3
incompatibles	متضاد.	incompatible	متضاد.	ADJ;PL	PROPN;NOM;MASC;SG;3
gloriós	عظمت	gloriós	عظمت	ADJ;MASC;SG	N;NOM;FEM;SG;3
exuberant	فراواں	exuberant	فراواں	ADJ;SG	
exuberant	وافر	exuberant	وافر	ADJ;SG	
tonto	بیوقوف	tonto	بیوقوف		
recanvi	منحنی.	recanvi	منحنی	N;MASC;SG	PROPN;NOM;MASC;SG;3
recanvi	دُبلا	recanvi	دُبلا	N;MASC;SG	PROPN;NOM;MASC;SG;3
recanvi	کمیاب	recanvi	کمیاب	N;MASC;SG	ADJ
sinistre	قبیح.	sinistre	قبیح.	N;MASC;SG	PROPN;NOM;MASC;SG;3
sinistre	مفسدانہ.	sinistre	مفسدانہ.	N;MASC;SG	ADJ
sinistre	کھبّا.	sinistre	کھبّا.	N;MASC;SG	PROPN;NOM;MASC;SG;3
sinistre	مجرمانہ	sinistre	مجرمانہ	N;MASC;SG	ADJ
bandolerisme	ڈکیتی	bandolerisme	ڈکیتی	N;MASC;SG	ADJ
senna	سنا	sen	سنا	PROPN	V;ACT
aqui	یہاں	aqui	یہاں		PRO;NOM
recomanen	(	recomanar	(	V;IND;PL;3;PRS;FIN	
trineu	ف	trineu	ف	N;MASC;SG	
alleugerir	جگمگانا	alleugerir	جگمگا	V;NFIN	PROPN;NOM;MASC;SG;3
alleugerir	کوندنا	alleugerir	کوندنا	V;NFIN	PROPN;NOM;MASC;SG;3
stoke	بھڑکانا	stoke	بھڑکانا	N;MASC;SG	V;MASC;SG;NFIN;ACT
stoke	پیٹو	stoke	پیٹو	N;MASC;SG	PROPN;NOM;MASC;SG;3
transitòria	مؤقت	transitori	مؤقت	ADJ;FEM;SG	PROPN;NOM;MASC;SG;3
tisores	کترنی.	tisora	کترنی.	N;FEM;PL	PROPN;NOM;MASC;SG;3
tisores	مقراض	tisora	مقراض	N;FEM;PL	PROPN;NOM;MASC;SG;3
delicadesa	عمدہ	delicadesa	عمدہ	N;FEM;SG	ADJ
delicadesa	پُرتکلف	delicadesa	پُرتکلف	N;FEM;SG	ADJ
comprimir	ٹھونسنا-	comprimir	ٹھونسنا-	V;NFIN	PROPN;NOM;MASC;SG;3
comprimir	ٹھونسنا-	comprimir	ٹھونسنا-	V;NFIN	PROPN;NOM;MASC;SG;3
lech	عیاش	lech	عیاش	PROPN	
candy	مٹھائیاں	candy	مٹھا	PROPN	N;NOM;MASC;PL;3
èxtasi	سرمستی.	èxtasi	سرمستی.	N;MASC;SG	PROPN;NOM;MASC;SG;3
èxtasi	سرمستی.	èxtasi	سرمستی.	N;MASC;SG	PROPN;NOM;MASC;SG;3
èxtasi	وجد	èxtasi	وجد	N;MASC;SG	PROPN;NOM;MASC;SG;3
lay	رکھنا	lay	رکھ	PROPN	V;MASC;SG;NFIN;ACT
lay	گیت.	lay	گیت.	PROPN	PROPN;NOM;MASC;SG;3
lay	لیٹنا.	lay	لیٹنا.	PROPN	V;NFIN;ACT
lay	جال	lay	جال	PROPN	V;ACT
lay	(	lay	(	PROPN	
lay	لٹانا.	lay	لٹاناؤ	PROPN	PROPN;NOM;MASC;SG;3
lay	جمانا	lay	جمانا	PROPN	V;PFV;MASC;SG;V.PTCP;ACT
lay	پہنچانا.	lay	پہنچ	PROPN	V;PFV;MASC;SG;V.PTCP;ACT
sensual	عیاش	sensual	عیاش	ADJ;SG	
virginitat	دوشیزگی	virginitat	دوشیزگی	N;FEM;SG	PROPN;NOM;MASC;SG;3
benefactor	مربی	benefactor	مربی	ADJ;MASC;SG	PROPN;NOM;MASC;SG;3
galant	بہادر	galar	بہادر	ADJ;SG	PROPN;NOM;MASC;SG;3
galant	پرچانا.	galar	پرچانا.	ADJ;SG	V;MASC;IND;PL;3;PRS;FIN;ACT
galant	سورما.	galar	سورما.	ADJ;SG	PROPN;NOM;MASC;SG;3
galant	جری	galar	جری	ADJ;SG	PROPN;NOM;MASC;SG;3
galant	یار	galar	یار	ADJ;SG	PROPN;NOM;MASC;SG;3
galant	ڈھولا.	galar	ڈھولا.	ADJ;SG	V;SG;FIN;ACT
revòlver	ریوالور	revòlver	ریوالور	N;MASC;SG	PROPN;NOM;MASC;SG;3
generosa	کثیر	generós	کثیر	ADJ;FEM;SG	
generosa	مخیر	generós	مخیر	ADJ;FEM;SG	
òssies	چمرخ.	ossi	چمرخ.	ADJ;FEM;PL	PROPN;NOM;MASC;SG;3
infernal	پُرعذاب.	infernal	پُرعذاب.	ADJ;SG	N
polls	جوئیں.	poll	جو	N;MASC;PL	
