que	dat	que	dat	CONJ	PRO;3
recursos	resource	recurso	resource	N;MASC;PL	N;MASC+FEM;SG
futuro	toekomstige	futuro	toekomstig	N;MASC;SG	ADJ
futuro	toekomstig	futuro	toekomstig	N;MASC;SG	ADJ
futuro	futures	futuro	future	N;MASC;SG	N;PL
utilizado	gebruikt	utilizado	gebruiken	ADJ;MASC;SG;V.PTCP	V;V.PTCP
utilizado	gebruikte	utilizado	gebruiken	ADJ;MASC;SG;V.PTCP	V;SG;PST;FIN
vicente	val	vicente	vallen	N;SG	V;SG;PRS;FIN
tecnología	technologieën	tecnología	technologieën	N;FEM;SG	N;PL
trabajar	werk	trabajar	werk	V;NFIN	N;NEUT;SG
trabajar	arbeid	trabajar	arbeid	V;NFIN	N;MASC+FEM;SG
distintos	verschillend	distinto	verschillend	PRO;MASC;PL	ADJ
distintos	verschillende	distinto	verschillend	PRO;MASC;PL	ADJ
distintos	anders	distinto	anders	PRO;MASC;PL	ADV
tiempos	times	tiempo	time	N;MASC;PL	N;MASC+FEM;SG
smith	smith	smith	smith	PROPN	N;MASC+FEM;SG
smith	smid	smith	smid	PROPN	N;MASC+FEM;SG
jardín	tuinen	jardín	tuin	N;MASC;SG	N;PL
madera	houten	madera	houten	N;FEM;SG	ADJ
inferior	bodem	inferior	bodem	ADJ;SG	N;MASC+FEM;SG
inferior	onderkant	inferior	onderkant	ADJ;SG	N;MASC+FEM;SG
inferior	bottom	inferior	bottom	ADJ;SG	N;MASC+FEM;SG
mexicana	mexicana	mexicano	mexicana	ADJ;FEM;SG	N;MASC+FEM;SG
mexicana	mexicaan	mexicano	mexicaan	ADJ;FEM;SG	N;MASC+FEM;SG
hab	hab	haber	hab		N;MASC+FEM;SG
atención	opgelet	atención	opletten	N;FEM;SG	V;V.PTCP
doble	tweepersoons	doble	tweepersoons	ADJ;SG	N;MASC+FEM;SG
doble	verdubbelen	doble	verdubbelen	ADJ;SG	V;NFIN
doble	double	doble	double	ADJ;SG	N;MASC+FEM;SG
referirse	verwijs	referir	verwijs	V;SBJV;SG;3;IPFV;FIN	V;SG;PRS;FIN
corazón	heart	corazón	heart	N;MASC;SG	
vivo	vivo	vivo	vivo	ADJ;MASC;SG	N;MASC+FEM;SG
vivo	levend	vivo	leven	ADJ;MASC;SG	V;V.PTCP
xvii	zeventiende	xvii	zeventien	N;SG	ADJ
encuentro	vergaderen	encuentro	vergaderen	N;MASC;SG	V;NFIN
encuentro	tegenkomen	encuentro	tegenkomen	N;MASC;SG	V;NFIN
obtener	get	obtener	get	V;NFIN	
originalmente	oorspronkelijk	originalmente	oorspronkelijk	ADV	ADJ
claro	clear	claro	clear	ADV	
claro	duidelijk	claro	duidelijk	ADV	ADJ
claro	helder	claro	helder	ADV	ADJ
claro	zeker	claro	zeker	ADV	ADJ
claro	claro	claro	claro	ADV	N;MASC+FEM;SG
existencia	bestaan	existencia	bestaan	N;FEM;SG	V;NFIN
guatemala	guatemalteekse	guatemala	guatemalteeks	N;FEM;SG	ADJ
bajos	low	bajo	low	ADJ;MASC;PL	N;MASC+FEM;SG
bajos	basgitaar	bajo	basgitaar	ADJ;MASC;PL	N;MASC+FEM;SG
bajos	baars	bajo	baars	ADJ;MASC;PL	N;MASC+FEM;SG
bajos	bas	bajo	bas	ADJ;MASC;PL	N;MASC+FEM;SG
bajos	bass	bajo	bass	ADJ;MASC;PL	N;MASC+FEM;SG
juega	toneelstukken	jugar	toneelstuk	V;IND;SG;3;PRS;FIN	N;PL
rico	rico	rico	rico	ADJ;MASC;SG	N;MASC+FEM;SG
rico	rijken	rico	rijken	ADJ;MASC;SG	N;PL
rico	rich	rico	rich	ADJ;MASC;SG	N;MASC+FEM;SG
usar	gebruik	usar	gebruik	V;NFIN	N;NEUT;SG
mensajes	bericht	mensaje	bericht	N;MASC;PL	N;NEUT;SG
mensajes	boodschap	mensaje	boodschap	N;MASC;PL	N;MASC+FEM;SG
mensajes	berichtje	mensaje	bericht	N;MASC;PL	N;NEUT;SG
firme	firma	firmar	firma	V;SBJV;SG;3;PRS;FIN	N;MASC+FEM;SG
firme	teken	firmar	teken	V;SBJV;SG;3;PRS;FIN	N;NEUT;SG
mesa	mesa	mesa	mesa	N;FEM;SG	N;PL
antiguos	ouden	antiguo	oud	ADJ;MASC;PL	N;PL
antiguos	ancients	antiguo	ancients	ADJ;MASC;PL	N;MASC+FEM;SG
pasar	pass	pasar	pass	V;NFIN	N;MASC+FEM;SG
generales	algemene	general	algemeen	N;MASC;PL	ADJ
generales	generaal	general	generaal	N;MASC;PL	N;MASC+FEM;SG
generales	algemeen	general	algemeen	N;MASC;PL	ADJ
formado	gevormde	formado	vormen	ADJ;MASC;SG;V.PTCP	V;V.PTCP
formado	gevormd	formado	vormen	ADJ;MASC;SG;V.PTCP	V;V.PTCP
apertura	openen	apertura	openen	N;FEM;SG	V;NFIN
protección	beschermen	protección	beschermen	N;FEM;SG	V;NFIN
protección	beschermend	protección	beschermen	N;FEM;SG	V;V.PTCP
protección	beschermende	protección	beschermen	N;FEM;SG	V;V.PTCP
ferrocarril	spoorlijnen	ferrocarril	spoorlijn	N;MASC;SG	N;PL
ferrocarril	spoorwegen	ferrocarril	spoorwegen	N;MASC;SG	N;PL
ferrocarril	spoorwegen	ferrocarril	spoorwegen	N;MASC;SG	N;PL
ferrocarril	spoorwegen	ferrocarril	spoorwegen	N;MASC;SG	N;PL
notas	toelichting	nota	toelichting	N;FEM;PL	N;MASC+FEM;SG
american	amerikaans	americar	amerikaans	N;FEM;SG	ADJ
american	amerikaanse	americar	amerikaans	N;FEM;SG	ADJ
white	wit	white	wit	N	ADJ
white	witte	white	wit	N	ADJ
clima	weer	clima	weer	N;MASC;SG	ADV
prensa	druk	prensa	druk	N;FEM;SG	ADJ
prensa	kranten	prensa	krant	N;FEM;SG	N;PL
prensa	dagbladen	prensa	dagblad	N;FEM;SG	N;PL
haya	haagse	haber	haags	V;SBJV;SG;3;PRS;FIN	ADJ
haya	haag	haber	haag	V;SBJV;SG;3;PRS;FIN	PROPN;MASC+FEM;SG
haya	haags	haber	haags	V;SBJV;SG;3;PRS;FIN	N;NEUT;SG
haya	beuken	haber	beuken	V;SBJV;SG;3;PRS;FIN	V;NFIN
haya	beech	haber	beech	V;SBJV;SG;3;PRS;FIN	N;MASC+FEM;SG
haya	beuk	haber	beuk	V;SBJV;SG;3;PRS;FIN	N;MASC+FEM;SG
www	www	www	www	INTJ	N;MASC+FEM;SG
gómez	gomez	gómez	gomez	PROPN	N;MASC+FEM;SG
gómez	gómez	gómez	gómez	PROPN	N;MASC+FEM;SG
mario	mario	mario	mario		N;MASC+FEM;SG
mario	marius	mario	marius		N;MASC+FEM;SG
romano	roman	romano	roman	ADJ;MASC;SG	N;MASC+FEM;SG
romano	romano	romano	romano	ADJ;MASC;SG	N;MASC+FEM;SG
griego	griekse	griego	grieks	N;MASC;SG	ADJ
griego	grieks	griego	grieks	N;MASC;SG	ADJ
thomas	thomas	thoma	thomas	PROPN	N;MASC+FEM;SG
all	allen	all	al	N	PRO
all	alle	all	al	N	DET
all	allemaal	all	allemaal	N	ADV
all	alles	all	alles	N	PRO;3
habla	talk	hablar	talk	V;IND;SG;3;PRS;FIN	ADJ
cierto	waar	cierto	waar	ADJ;MASC;SG	ADV
cierto	true	cierto	true	ADJ;MASC;SG	
cierto	klopt	cierto	kloppen	ADJ;MASC;SG	V;SG;PRS;FIN
memoria	geheugen	memoria	heugen	N;FEM;SG	N;PL
memoria	herinneringen	memoria	herinnering	N;FEM;SG	N;PL
siglos	eeuwenlang	siglo	eeuwenlang	N;MASC;PL	ADJ
montaña	bergen	montaña	bergen	N;FEM;SG	V;NFIN
#aaa	#aaa	#aaa	#aaa		PROPN;MASC+FEM;SG
construido	gebouwde	construido	bouwen	ADJ;MASC;SG;V.PTCP	V;V.PTCP
construido	gebouwd	construido	bouwen	ADJ;MASC;SG;V.PTCP	V;V.PTCP
construido	gebouwd	construido	bouwen	ADJ;MASC;SG;V.PTCP	V;V.PTCP
construido	geconstrueerd	construido	construeren	ADJ;MASC;SG;V.PTCP	V;V.PTCP
martin	maarten	martin	maarten	PROPN	N;PL
martin	martin	martin	martin	PROPN	N;MASC+FEM;SG
berlín	berlijn	berlín	berlijn	N;MASC;SG	PROPN;NEUT;SG
llama	vlam	llamar	vlam	V;IND;SG;3;PRS;FIN	N;MASC+FEM;SG
llama	vlammen	llamar	vlam	V;IND;SG;3;PRS;FIN	N;PL
llama	oproep	llamar	oproep	V;IND;SG;3;PRS;FIN	N;MASC+FEM;SG
directamente	rechtdoor	directamente	rechtdoor	ADV	N;MASC+FEM;SG
directamente	straight	directamente	straight	ADV	N;MASC+FEM;SG
directamente	recht	directamente	recht	ADV	ADJ
directamente	rechtstreeks	directamente	rechtstreeks	ADV	ADJ
directamente	directe	directamente	direct	ADV	ADJ
directamente	direct	directamente	direct	ADV	ADJ
directamente	rechtstreekse	directamente	rechtstreeks	ADV	ADJ
directamente	rechtstreeks	directamente	rechtstreeks	ADV	ADJ
directamente	direct	directamente	direct	ADV	ADJ
lanzamiento	loslaten	lanzamiento	loslaten	N;MASC;SG	V;NFIN
lanzamiento	lanceert	lanzamiento	lanceren	N;MASC;SG	V;SG;PRS;FIN
lanzamiento	lanceren	lanzamiento	lanceren	N;MASC;SG	V;NFIN
lanzamiento	lanceren	lanzamiento	lanceren	N;MASC;SG	V;NFIN
javier	xavier	javier	xavier		N;MASC+FEM;SG
javier	javier	javier	javier		N;MASC+FEM;SG
probablemente	waarschijnlijk	probablemente	waarschijnlijk	ADV	ADJ
probablemente	waarschijnlijke	probablemente	waarschijnlijk	ADV	ADJ
probablemente	waarschijnlijk	probablemente	waarschijnlijk	ADV	ADJ
larga	long	largo	long	ADJ;FEM;SG	N;MASC+FEM;SG
colspan	colspan	colspar	colspan		N;MASC+FEM;SG
bolivia	boliviaanse	bolivia	boliviaans	N;FEM;SG	ADJ
bolivia	bolivia	bolivia	bolivia	N;FEM;SG	PROPN;NEUT;SG
poeta	dichter	poeta	dichter	N;MASC;SG	ADJ;CMPR
tradición	tradities	tradición	traditie	N;FEM;SG	N;PL
podía	kan	poder	kunnen	V;IND;SG;3;IPFV;FIN	V;SG;PRS;FIN
podía	kon	poder	kunnen	V;IND;SG;3;IPFV;FIN	V;SG;PST;FIN
hojas	blaadje	hoja	blaad	N;FEM;PL	N;NEUT;SG
hojas	blad	hoja	blad	N;FEM;PL	N;NEUT;SG
soviética	sovjet	soviético	sovjet	ADJ;FEM;SG	N;MASC+FEM;SG
periodista	journalisten	periodista	journalist	N;SG	N;PL
texas	texaanse	texa	texaans	N;FEM;PL	ADJ
texas	texas	texa	texas	N;FEM;PL	N;NEUT;SG
operación	operation	operación	operation	N;FEM;SG	
papa	aardappelen	papa	aardappel	N;MASC;SG	N;PL
latinos	latino	latino	latino	N;MASC;PL	ADJ
firma	ondertekenen	firma	ondertekenen	N;FEM;SG	V;NFIN
firma	onderteken	firma	onderteken	N;FEM;SG	V;SG;PRS;FIN
firma	ondertekenen	firma	ondertekenen	N;FEM;SG	V;NFIN
firma	tekenen	firma	tekenen	N;FEM;SG	V;NFIN
poesía	gedichten	poesía	gedicht	N;FEM;SG	N;PL
alianza	verbond	alianza	verbinden	N;FEM;SG	V;SG;PST;FIN
respuesta	beantwoorden	respuesta	beantwoorden	N;FEM;SG	V;NFIN
respuesta	beantwoorden	respuesta	beantwoorden	N;FEM;SG	V;NFIN
respuesta	antwoorden	respuesta	antwoord	N;FEM;SG	N;PL
pruebas	proeven	prueba	proeven	N;FEM;PL	V;NFIN
pruebas	testen	prueba	testen	N;FEM;PL	V;NFIN
pruebas	testen	prueba	testen	N;FEM;PL	V;NFIN
pruebas	bewijzen	prueba	bewijzen	N;FEM;PL	V;NFIN
pruebas	bewijs	prueba	bewijs	N;FEM;PL	N;NEUT;SG
pruebas	bewijzen	prueba	bewijzen	N;FEM;PL	V;NFIN
pruebas	bewijs	prueba	bewijs	N;FEM;PL	N;NEUT;SG
pruebas	bewijsmateriaal	prueba	bewijsmateriaal	N;FEM;PL	N;NEUT;SG
richard	richard	richard	richard	PROPN	N;MASC+FEM;SG
médico	medische	médico	medisch	N;MASC;SG	ADJ
médico	medisch	médico	medisch	N;MASC;SG	ADJ
marina	mariniers	marina	marinier	N;FEM;SG	N;PL
exterior	buiten	exterior	buiten	ADJ;SG	ADP
exterior	buiten	exterior	buiten	ADJ;SG	ADP
británica	britten	británico	brit	ADJ;FEM;SG	N;PL
visto	gespot	visto	spotten	ADJ;MASC;SG;V.PTCP	V;V.PTCP
visto	bekeken	visto	bekijken	ADJ;MASC;SG;V.PTCP	V;V.PTCP
visto	gekeken	visto	kijken	ADJ;MASC;SG;V.PTCP	V;V.PTCP
visto	keek	visto	kijken	ADJ;MASC;SG;V.PTCP	V;SG;PST;FIN
visto	bekeken	visto	bekijken	ADJ;MASC;SG;V.PTCP	V;V.PTCP
visto	gezien	visto	zien	ADJ;MASC;SG;V.PTCP	V;V.PTCP
suiza	zwitserse	suiza	zwitsers	N;FEM;SG	ADJ
suiza	zwitsers	suiza	zwitser	N;FEM;SG	N;PL
física	natuurkunde	físico	natuurkunde	ADJ;FEM;SG	N;MASC+FEM;SG
física	fysica	físico	fysica	ADJ;FEM;SG	N;MASC+FEM;SG
dan	dan	dar	dan	V;IND;PL;3;PRS;FIN	ADV
anteriormente	vroeger	anteriormente	vroeger	ADV	ADJ;CMPR
anteriormente	vroeger	anteriormente	vroeger	ADV	ADJ;CMPR
práctica	oefenen	práctica	oefenen	N;FEM;SG	V;NFIN
práctica	beoefenen	práctica	beoefenen	N;FEM;SG	V;NFIN
práctica	praktische	práctica	praktisch	N;FEM;SG	ADJ
práctica	praktisch	práctica	praktisch	N;FEM;SG	ADJ
asiáticos	aziaten	asiático	aziat	ADJ;MASC;PL	N;PL
cuadro	schilderen	cuadro	schilderen	N;MASC;SG	V;NFIN
cuadro	verven	cuadro	verven	N;MASC;SG	V;NFIN
fundada	gegrond	fundado	gronden	ADJ;FEM;SG;V.PTCP	V;V.PTCP
fundada	opgericht	fundado	oprichten	ADJ;FEM;SG;V.PTCP	V;V.PTCP
fundada	gesticht	fundado	stichten	ADJ;FEM;SG;V.PTCP	V;V.PTCP
nba	nba	nba	nba	N;FEM;SG	PROPN;NEUT;SG
colonia	keulen	colonia	keulen	N;FEM;SG	V;NFIN
díaz	díaz	díaz	díaz	PROPN	N;MASC+FEM;SG
díaz	wayne	díaz	wayne	PROPN	N;MASC+FEM;SG
díaz	díaz	díaz	díaz	PROPN	N;MASC+FEM;SG
díaz	diaz	díaz	diaz	PROPN	N;MASC+FEM;SG
nación	nation	nación	nation	N;FEM;SG	
show	tonen	show	tonen	N;MASC;SG	V;NFIN
show	weergeven	show	weergeven	N;MASC;SG	N;PL
aparición	uiterlijk	aparición	uiterlijk	N;FEM;SG	ADJ
calles	straat	calle	straat	N;FEM;PL	N;MASC+FEM;SG
calles	straat	calle	straat	N;FEM;PL	N;MASC+FEM;SG
pronto	snel	pronto	snel	ADV	ADJ
pronto	spoedig	pronto	spoedig	ADV	ADJ
pronto	soon	pronto	soon	ADV	N;MASC+FEM;SG
gestión	managen	gestión	managen	N;FEM;SG	V;NFIN
gestión	beheren	gestión	beheren	N;FEM;SG	V;NFIN
salida	vertrek	salida	vertrekken	N;FEM;SG	V;SG;PRS;FIN
italiana	italiaan	italiano	italiaan	ADJ;FEM;SG	N;MASC+FEM;SG
acciones	voorraad	acción	voorraad	N;FEM;PL	N;MASC+FEM;SG
acciones	voorraad	acción	voorraad	N;FEM;PL	N;MASC+FEM;SG
acciones	stock	acción	stock	N;FEM;PL	
medicina	medicijnen	medicina	medicijn	N;FEM;SG	N;PL
medicina	medische	medicina	medisch	N;FEM;SG	ADJ
medicina	medisch	medicina	medisch	N;FEM;SG	ADJ
evolución	evolution	evolución	evolution	N;FEM;SG	
evolución	ontwikkelingen	evolución	ontwikkeling	N;FEM;SG	N;PL
modelos	model	modelo	model	N;MASC;PL	N;NEUT;SG
venta	verkopen	venta	verkopen	N;FEM;SG	V;NFIN
venta	verkopen	venta	verkopen	N;FEM;SG	V;NFIN
venta	verkopen	venta	verkopen	N;FEM;SG	V;NFIN
venta	verkopen	venta	verkopen	N;FEM;SG	V;NFIN
ganar	winning	ganar	winning	V;NFIN	N;MASC+FEM;SG
campeonatos	kampioenschap	campeonato	kampioenschap	N;MASC;PL	N;NEUT;SG
menores	minor	menor	minor	ADJ;PL	N;MASC+FEM;SG
menores	mineur	menor	mineur	ADJ;PL	N;MASC+FEM;SG
solamente	enkel	solamente	enkel	ADV	PRO
pertenecían	behoorde	pertenecer	behoren	V;IND;PL;3;IPFV;FIN	V;SG;PST;FIN
debajo	onder	debajo	onder	ADV	ADP
debajo	hieronder	debajo	hieronder	ADV	N;MASC+FEM;SG
debajo	onder	debajo	onder	ADV	ADP
debajo	under	debajo	under	ADV	
generación	generaties	generación	generatie	N;FEM;SG	N;PL
bronce	koperen	bronce	koperen	N;MASC;SG	V;V.PTCP
bronce	bronzen	bronce	bronzen	N;MASC;SG	V;NFIN
bronce	bronze	bronce	bronze	N;MASC;SG	
vio	zagen	ver	zien	V;IND;SG;3;PST;FIN	V;PL;PST;FIN
vio	saw	ver	saw	V;IND;SG;3;PST;FIN	N;MASC+FEM;SG
vio	zaag	ver	zaag	V;IND;SG;3;PST;FIN	N;MASC+FEM;SG
armada	zeemacht	armado	zeemacht	ADJ;FEM;SG;V.PTCP	N;MASC+FEM;SG
armada	marine	armado	marine	ADJ;FEM;SG;V.PTCP	N;MASC+FEM;SG
armada	armada	armado	armada	ADJ;FEM;SG;V.PTCP	N;MASC+FEM;SG
armada	bewapend	armado	bewapenen	ADJ;FEM;SG;V.PTCP	V;V.PTCP
armada	gewapend	armado	wapenen	ADJ;FEM;SG;V.PTCP	V;V.PTCP
armada	gewapende	armado	gewapend	ADJ;FEM;SG;V.PTCP	V;V.PTCP
armada	leger	armado	leger	ADJ;FEM;SG;V.PTCP	N;NEUT;SG
armada	landmacht	armado	landmacht	ADJ;FEM;SG;V.PTCP	N;MASC+FEM;SG
pareja	stellen	pareja	stellen	N;FEM;SG	V;NFIN
pareja	paren	pareja	paar	N;FEM;SG	N;PL
pareja	stelletjes	pareja	stelletjes	N;FEM;SG	N;PL
pareja	echtparen	pareja	echtpaar	N;FEM;SG	N;PL
pareja	koppels	pareja	koppel	N;FEM;SG	N;PL
producto	opbrengsten	producto	opbrengst	N;MASC;SG	N;PL
escrita	geschreven	escrito	schrijven	ADJ;FEM;SG;V.PTCP	V;V.PTCP
llevar	carry	llevar	carry	V;NFIN	N;MASC+FEM;SG
adelante	forward	adelante	forward	ADV	
adelante	voorwaarts	adelante	voorwaarts	ADV	N;MASC+FEM;SG
adelante	doorsturen	adelante	doorstuur	ADV	V;NFIN
traducción	vertalingen	traducción	vertaling	N;FEM;SG	N;PL
traducción	vertalen	traducción	vertalen	N;FEM;SG	V;NFIN
traducción	vertalingen	traducción	vertaling	N;FEM;SG	N;PL
máxima	maximum	máximo	maximum	ADJ;FEM;SG	N;NEUT;SG
máxima	maxim	máximo	maxim	ADJ;FEM;SG	N;MASC+FEM;SG
contaba	telden	contar	tellen	V;IND;SG;3;IPFV;FIN	V;PL;PST;FIN
contaba	telde	contar	tellen	V;IND;SG;3;IPFV;FIN	V;SG;PST;FIN
fundado	gegrond	fundado	gronden	ADJ;MASC;SG;V.PTCP	V;V.PTCP
fundado	opgericht	fundado	oprichten	ADJ;MASC;SG;V.PTCP	V;V.PTCP
fundado	gesticht	fundado	stichten	ADJ;MASC;SG;V.PTCP	V;V.PTCP
sangre	blood	sangre	blood	N;FEM;SG	
continuación	voortgezet	continuación	voortzetten	N;FEM;SG	V;V.PTCP
conflicto	conflicten	conflicto	conflict	N;MASC;SG	N;PL
conflicto	conflicten	conflicto	conflict	N;MASC;SG	N;PL
aérea	antenne	aéreo	antenn	ADJ;FEM;SG	N;MASC+FEM;SG
técnico	technische	técnico	technisch	N;MASC;SG	ADJ
técnico	technisch	técnico	technisch	N;MASC;SG	ADJ
humano	mens	humano	mens	ADJ;MASC;SG	N;MASC+FEM;SG
dirigido	geregisseerd	dirigido	regisseren	ADJ;MASC;SG;V.PTCP	V;V.PTCP
dirigido	gerichte	dirigido	richten	ADJ;MASC;SG;V.PTCP	V;V.PTCP
dirigido	regisseerde	dirigido	regisseren	ADJ;MASC;SG;V.PTCP	V;SG;PST;FIN
materiales	materiaal	material	materiaal	N;MASC;PL	N;NEUT;SG
materiales	materiaal	material	materiaal	N;MASC;PL	N;NEUT;SG
tenido	hadden	tener	hebben	ADJ;MASC;SG;V.PTCP	V;PL;PST;FIN
tenido	had	tener	hebben	ADJ;MASC;SG;V.PTCP	V;SG;PST;FIN
tenido	gehad	tener	hebben	ADJ;MASC;SG;V.PTCP	V;V.PTCP
fiestas	vakantie	fiesta	vakantie	N;FEM;PL	N;MASC+FEM;SG
simplemente	gewoon	simplemente	gewoon	ADV	ADJ
japonés	japans	japonés	japans	N;MASC;SG	ADJ
japonés	japanners	japonés	japanner	N;MASC;SG	N;PL
japonés	japanse	japonés	japans	N;MASC;SG	ADJ
franco	frank	franco	frank		N;MASC+FEM;SG
franco	franco	franco	franco		N;MASC+FEM;SG
franco	franc	franco	franc		N;MASC+FEM;SG
propuesta	voorgestelde	propuesta	voorstellen	N;FEM;SG	V;V.PTCP
propuesta	voorgesteld	propuesta	voorstellen	N;FEM;SG	V;V.PTCP
concepción	ontwerpen	concepción	ontwerpen	N;FEM;SG	V;NFIN
lee	lee	leer	lee	V;IND;SG;3;PRS;FIN	N;MASC+FEM;SG
botánica	botanische	botánica	botanisch	N;FEM;SG	ADJ
maria	mary	mario	mary		N;MASC+FEM;SG
maria	maria	mario	maria		N;MASC+FEM;SG
maria	marja	mario	marja		N;MASC+FEM;SG
maria	maria	mario	maria		N;MASC+FEM;SG
polonia	pools	polonia	pools	PROPN	ADJ
polonia	poolse	polonia	pools	PROPN	ADJ
polonia	polen	polonia	polen	PROPN	PROPN;NEUT;SG
hogar	huishoudelijke	hogar	huishoudelijk	N;MASC;SG	ADJ
hogar	huishoudelijk	hogar	huishoudelijk	N;MASC;SG	ADJ
hogar	thuis	hogar	thuis	N;MASC;SG	ADV
experiencia	ervaar	experiencia	ervaar	N;FEM;SG	V;SG;PRS;FIN
experiencia	ervaren	experiencia	ervaren	N;FEM;SG	V;V.PTCP
experiencia	ervaringen	experiencia	ervaring	N;FEM;SG	N;PL
abierto	openen	abierto	openen	ADJ;MASC;SG;V.PTCP	V;NFIN
noroeste	noordwestelijke	noroeste	noordwestelijk	N;SG	ADJ
participantes	deelnemende	participante	deelnemen	N;PL	V;V.PTCP
participantes	deelnemer	participante	deelnemer	N;PL	N;MASC+FEM;SG
instituciones	institutioneel	institución	institutioneel	N;FEM;PL	ADJ
castro	castro	castro	castro	PROPN	N;MASC+FEM;SG
sean	sean	ser	sean	V;SBJV;PL;3;PRS;FIN	N;MASC+FEM;SG
suecia	zweedse	suecia	zweeds	N;FEM;SG	ADJ
suecia	zweeds	suecia	zweeds	N;FEM;SG	ADJ
suecia	zweden	suecia	zweden	N;FEM;SG	PROPN;NEUT;SG
inicialmente	aanvankelijk	inicialmente	aanvankelijk	ADV	ADJ
actuación	prestaties	actuación	prestatie	N;FEM;SG	N;PL
actuación	acteren	actuación	acteren	N;FEM;SG	V;NFIN
actuación	waarnemend	actuación	waarnemend	N;FEM;SG	V;V.PTCP
peces	vissen	pez	vissen	N;MASC;PL	V;NFIN
ascenso	promoten	ascenso	promoot	N;MASC;SG	V;NFIN
ascenso	beklimmen	ascenso	beklimmen	N;MASC;SG	V;NFIN
ascenso	klimmen	ascenso	klimmen	N;MASC;SG	V;NFIN
monumento	monumenten	monumento	monument	N;MASC;SG	N;PL
israel	israël	israel	israël	N;SG	PROPN;NEUT;SG
israel	israel	israel	israel	N;SG	PROPN;NEUT;SG
marcha	maart	marcha	maart	N;FEM;SG	PROPN;MASC+FEM;SG
marcha	marcheren	marcha	marcheren	N;FEM;SG	V;NFIN
turismo	toerist	turismo	toerist	N;MASC;SG	V;SG;PRS;FIN
publicaciones	publicatie	publicación	publicatie	N;FEM;PL	N;MASC+FEM;SG
publicaciones	publiceren	publicación	publiceren	N;FEM;PL	V;NFIN
publicaciones	uitgeverij	publicación	uitgeverij	N;FEM;PL	N;MASC+FEM;SG
semanas	weeks	semana	weeks	N;FEM;PL	N;MASC+FEM;SG
basado	gebaseerd	basado	baseren	ADJ;MASC;SG;V.PTCP	V;V.PTCP
saber	sabel	saber	sabel	V;NFIN	N;NEUT;SG
saber	saber	saber	saber	V;NFIN	N;MASC+FEM;SG
olímpico	olympic	olímpico	olympic	ADJ;MASC;SG	N;MASC+FEM;SG
utilizar	gebruik	utilizar	gebruik	V;NFIN	N;NEUT;SG
piezas	delen	pieza	delen	N;FEM;PL	V;NFIN
corea	koreaanse	corear	koreaans	N;SG	ADJ
corea	koreaans	corear	koreaan	N;SG	ADJ
corea	koreanen	corear	koreaan	N;SG	N;PL
corea	korea	corear	korea	N;SG	PROPN;NEUT;SG
borrado	verwijderde	borrado	verwijderen	ADJ;MASC;SG;V.PTCP	V;SG;PST;FIN
borrado	geschrapt	borrado	schrappen	ADJ;MASC;SG;V.PTCP	V;V.PTCP
borrado	verwijderd	borrado	verwijderen	ADJ;MASC;SG;V.PTCP	V;V.PTCP
borrado	gewist	borrado	wissen	ADJ;MASC;SG;V.PTCP	V;V.PTCP
borrado	uitgewist	borrado	uitwisten	ADJ;MASC;SG;V.PTCP	V;V.PTCP
borrado	gewist	borrado	wissen	ADJ;MASC;SG;V.PTCP	V;V.PTCP
borrado	verwijdering	borrado	verwijdering	ADJ;MASC;SG;V.PTCP	N;MASC+FEM;SG
borrado	schrapping	borrado	schrapping	ADJ;MASC;SG;V.PTCP	N;MASC+FEM;SG
carmen	carmen	carmen	carm	N;MASC;SG	N;PL
creada	aangemaakt	creado	aanmaken	ADJ;FEM;SG;V.PTCP	V;V.PTCP
creada	gecreëerd	creado	creëren	ADJ;FEM;SG;V.PTCP	V;V.PTCP
creada	gemaakt	creado	maken	ADJ;FEM;SG;V.PTCP	V;V.PTCP
creada	geschapen	creado	scheppen	ADJ;FEM;SG;V.PTCP	V;V.PTCP
elección	verkiezingen	elección	verkiezing	N;FEM;SG	N;PL
clases	klasse	clase	klasse	N;FEM;PL	N;MASC+FEM;SG
clases	class	clase	class	N;FEM;PL	N;MASC+FEM;SG
clases	klas	clase	klas	N;FEM;PL	N;MASC+FEM;SG
completamente	volledig	completamente	volledig	ADV	ADJ
completamente	volledig	completamente	volledig	ADV	ADJ
completamente	compleet	completamente	compleet	ADV	ADJ
vuelo	vliegend	vuelo	vliegen	N;MASC;SG	V;V.PTCP
vuelo	vliegen	vuelo	vliegen	N;MASC;SG	V;NFIN
xiii	xiii	xiii	xiii	N	PROPN;MASC+FEM;SG
económico	economie	económico	economie	ADJ;MASC;SG	N;MASC+FEM;SG
descrito	beschreven	descrito	beschrijven	ADJ;MASC;SG;V.PTCP	V;V.PTCP
descrito	beschreef	descrito	beschrijven	ADJ;MASC;SG;V.PTCP	V;SG;PST;FIN
descrito	omschreven	descrito	omschrijven	ADJ;MASC;SG;V.PTCP	V;V.PTCP
rápidamente	snel	rápidamente	snel	ADV	ADJ
rápidamente	vlug	rápidamente	vlug	ADV	ADJ
isleños	eilander	isleño	eilander	N;MASC;PL	N;MASC+FEM;SG
destaca	highlights	destacar	highlights	V;IND;SG;3;PRS;FIN	N;MASC+FEM;SG
destaca	hoogtepunten	destacar	hoogtepunt	V;IND;SG;3;PRS;FIN	N;PL
