что	hva	что	hva	PRO;NOM	N;INDF;NEUT;SG
сообщества	samfunn	сообщество	samfunn	N;INAN;NOM;NEUT;PL	N;INDF;NEUT;SG
сообщества	fellesskap	сообщество	fellesskap	N;INAN;NOM;NEUT;PL	N;INDF;NEUT;SG
сообщества	samfunnet	сообщество	samfunn	N;INAN;NOM;NEUT;PL	N;DEF;NEUT;SG
сообщества	samfunn	сообщество	samfunn	N;INAN;NOM;NEUT;PL	N;INDF;NEUT;SG
сообщества	fellesskapet	сообщество	fellesskap	N;INAN;NOM;NEUT;PL	N;DEF;NEUT;SG
бригады	brigaden	бригада	brigad	N;INAN;NOM;FEM;PL	N;DEF;MASC;SG
бригады	brigade	бригада	brigade	N;INAN;NOM;FEM;PL	N;INDF;MASC;SG
бразилии	brasil	бразилия	brasil	N;INAN;NOM;FEM;PL	N;INDF;MASC;SG
бразилии	brasiliansk	бразилия	brasiliansk	N;INAN;NOM;FEM;PL	N;INDF;MASC;SG
отдельных	diskret	отдельный	diskret	ADJ;GEN;PL	N;INDF;MASC;SG
отдельных	individuell	отдельный	individuell	ADJ;GEN;PL	ADJ;INDF;SG
отдельных	individ	отдельный	individ	ADJ;GEN;PL	N;INDF;NEUT;SG
отдельных	individet	отдельный	individ	ADJ;GEN;PL	N;DEF;NEUT;SG
жители	beboerne	житель	beboerne	N;ANIM;NOM;MASC;PL	ADJ;PL
жители	beboere	житель	beboere	N;ANIM;NOM;MASC;PL	N;INDF;MASC;SG
тема	fag	тема	fag	N;INAN;NOM;FEM;SG	N;INDF;NEUT;PL
пусть	let	пусть	la	PART	V;IMP;FIN
пусть	la	пусть	leggje	PART	V;IMP;FIN
китт	kitt	китт	kitt		N;INDF;MASC;SG
мин	gruvene	минута	gruv	N;INAN;NOM;FEM;SG	N;DEF;FEM;PL
мин	miner	минута	mine	N;INAN;NOM;FEM;SG	N;INDF;MASC;PL
мин	min	минута	min	N;INAN;NOM;FEM;SG	PRO;MASC;SG
италия	italia	италия	italie	N;INAN;NOM;FEM;SG	PROPN
корабль	skip	корабль	skip	N;INAN;NOM;MASC;SG	N;INDF;NEUT;PL
военные	militæret	военный	militær	N;ANIM;NOM;MASC;PL	N;DEF;NEUT;SG
военные	militær	военный	militær	N;ANIM;NOM;MASC;PL	ADJ;INDF;SG
военные	militære	военный	militær	N;ANIM;NOM;MASC;PL	ADJ;PL
начинается	starts	начинаться	starts	V;IPFV;IND;SG;3;PRS;FIN;MID	N;INDF
видео	videoer	видео	video	N;INAN;NOM;NEUT;SG	N;INDF;MASC;PL
предприятия	virksomheter	предприятие	virksomheter	N;INAN;NOM;NEUT;PL	N;INDF;NEUT;SG
сказать	si	сказать	sin	V;PFV;NFIN;ACT	PRO;FEM;SG
сказать	say	сказать	say	V;PFV;NFIN;ACT	N
сказал	sakt	сказать	sakt	V;PFV;MASC;IND;SG;PST;FIN;ACT	ADJ;INDF;NEUT;SG
сказал	said	сказать	said	V;PFV;MASC;IND;SG;PST;FIN;ACT	N
сказал	sagt	сказать	seie	V;PFV;MASC;IND;SG;PST;FIN;ACT	ADJ;INDF;NEUT;SG;V.PTCP
художников	artister	художник	artister	N;ANIM;ACC;MASC;PL	N;INDF;MASC;SG
художников	kunstnere	художник	kunstnere	N;ANIM;ACC;MASC;PL	N;INDF;FEM;SG
создана	opprettes	создать	opprettes	V;PFV;FEM;SG;PST;V.PTCP;PASS	N;INDF;MASC;SG
создана	opprettet	создать	opprett	V;PFV;FEM;SG;PST;V.PTCP;PASS	N;INDF;NEUT;SG
создана	skapt	создать	skape	V;PFV;FEM;SG;PST;V.PTCP;PASS	ADJ;INDF;NEUT;SG;V.PTCP
создана	laga	создать	lage	V;PFV;FEM;SG;PST;V.PTCP;PASS	ADJ;INDF;NEUT;SG;V.PTCP
горы	fjell	гора	fjell	N;INAN;NOM;FEM;PL	N;INDF;NEUT;SG
горы	mount	гора	mount	N;INAN;NOM;FEM;PL	N;INDF;NEUT;SG
горы	fjell	гора	fjell	N;INAN;NOM;FEM;PL	N;INDF;NEUT;SG
горы	mountain	гора	mountain	N;INAN;NOM;FEM;PL	N;INDF;NEUT;SG
горы	fjellet	гора	fjell	N;INAN;NOM;FEM;PL	N;DEF;NEUT;SG
выиграл	vinnes	выиграть	vinnas	V;PFV;MASC;IND;SG;PST;FIN;ACT	N;INDF;NEUT;SG
выиграл	vunnet	выиграть	vunn	V;PFV;MASC;IND;SG;PST;FIN;ACT	N;DEF;NEUT;SG
выиграл	won	выиграть	won	V;PFV;MASC;IND;SG;PST;FIN;ACT	N
выиграл	vant	выиграть	venje	V;PFV;MASC;IND;SG;PST;FIN;ACT	N;INDF;MASC;SG
считать	telle	считать	telle	V;IPFV;NFIN;ACT	N;INDF;NEUT;SG
считать	greve	считать	grave	V;IPFV;NFIN;ACT	N;INDF;MASC;SG
считать	tell	считать	tell	V;IPFV;NFIN;ACT	N;INDF
считать	telling	считать	telling	V;IPFV;NFIN;ACT	N;INDF;FEM;SG
считать	nedtelling	считать	nedtelling	V;IPFV;NFIN;ACT	N;INDF;FEM;SG
считать	telle	считать	telle	V;IPFV;NFIN;ACT	N;INDF;NEUT;SG
считать	teller	считать	teller	V;IPFV;NFIN;ACT	N;INDF;MASC;SG
государство	delstater	государство	delstater	N;INAN;NOM;NEUT;SG	N;INDF;MASC;PL
государство	state	государство	state	N;INAN;NOM;NEUT;SG	PROPN
ситуации	situasjoner	ситуация	situasjon	N;INAN;NOM;FEM;PL	N;INDF;MASC;SG
отставке	pensjonert	отставка	pensjonere	N;INAN;DAT;FEM;SG	ADJ;INDF;SG;V.PTCP
отставке	pensjonerte	отставка	pensjonere	N;INAN;DAT;FEM;SG	ADJ;PL;V.PTCP
олег	oleg	олег	oleg	PROPN;ANIM;NOM;MASC;SG	N;INDF;MASC;SG
другое	andre	другой	annan	ADJ;NOM;NEUT;SG	DET;PL
другое	annet	другой	annet	ADJ;NOM;NEUT;SG	N;INDF;NEUT;SG
другое	annen	другой	annen	ADJ;NOM;NEUT;SG	N;INDF;MASC;SG
метро	underjordisk	метро	underjordisk	N;INAN;NOM;NEUT;SG	ADJ;INDF;NEUT;SG
произошло	hendt	произойти	hende	V;PFV;NEUT;IND;SG;PST;FIN;ACT	ADJ;INDF;NEUT;SG;V.PTCP
марк	merk	марк	merk	N;ANIM;NOM;MASC;SG	V;IMP;FIN
музыкальные	musical	музыкальный	musical	ADJ;NOM;PL	N
музыкальные	musikal	музыкальный	musikal	ADJ;NOM;PL	N;INDF;MASC;SG
музыкальные	musikalsk	музыкальный	musikalsk	ADJ;NOM;PL	ADJ;INDF;NEUT;SG
звезды	stars	звезда	stars	N;INAN;NOM;FEM;PL	N;INDF;NEUT;SG
заявил	uttalt	заявить	uttale	V;PFV;MASC;IND;SG;PST;FIN;ACT	ADJ;INDF;NEUT;SG;V.PTCP
построен	bygget	строить	bygg	V;PFV;MASC;SG;PST;V.PTCP;PASS	N;DEF;NEUT;SG
построен	bygde	строить	byggje	V;PFV;MASC;SG;PST;V.PTCP;PASS	ADJ;PL;V.PTCP
построен	bygd	строить	byggje	V;PFV;MASC;SG;PST;V.PTCP;PASS	ADJ;INDF;SG;V.PTCP
построен	konstruert	строить	konstruere	V;PFV;MASC;SG;PST;V.PTCP;PASS	ADJ;INDF;SG;V.PTCP
страницу	siden	страница	siden	N;INAN;ACC;FEM;SG	
крайне	svært	крайне	svær	ADV	ADJ;INDF;NEUT;SG
крайне	ekstremt	крайне	ekstrem	ADV	ADJ;INDF;NEUT;SG
ассоциации	assosiasjoner	ассоциация	assosiasjon	N;INAN;NOM;FEM;PL	N;INDF;MASC;SG
ассоциации	forening	ассоциация	forening	N;INAN;NOM;FEM;PL	N;INDF;FEM;SG
внутренних	interiør	внутренний	interiør	ADJ;GEN;PL	N;INDF;NEUT;SG
конференции	konferanse	конференция	konferanse	N;INAN;NOM;FEM;PL	N;INDF;MASC;SG
конференции	konferansen	конференция	konferanse	N;INAN;NOM;FEM;PL	N;DEF;MASC;SG
открыт	åpnet	открыть	åpn	V;PFV;MASC;SG;PST;V.PTCP;PASS	N;DEF;NEUT;SG
украинский	ukrainsk	украинский	ukrainsk	ADJ;NOM;MASC;SG	N;INDF;MASC;SG
украинский	ukrainske	украинский	ukrainsk	ADJ;NOM;MASC;SG	ADJ;PL
особенности	kjennetegn	особенность	kjennetegn	N;INAN;NOM;FEM;PL	N;INDF;NEUT;SG
особенности	egenskaper	особенность	egenskap	N;INAN;NOM;FEM;PL	N;INDF;NEUT;SG
особенности	funksjoner	особенность	funksjon	N;INAN;NOM;FEM;PL	N;INDF;MASC;SG
непосредственно	direkte	непосредственно	direkte	ADV	ADJ;INDF;NEUT;SG
публикации	poster	публикация	poster	N;INAN;NOM;FEM;PL	N;INDF;MASC;SG
публикации	publikasjoner	публикация	publikasjon	N;INAN;NOM;FEM;PL	N;INDF;MASC;SG
отношение	holdninger	отношение	holdninger	N;INAN;NOM;NEUT;SG	N;INDF;FEM;PL
начинает	starts	начинать	starts	V;IPFV;IND;SG;3;PRS;FIN;ACT	N;INDF
греции	hellas	греция	hellas	N;INAN;NOM;FEM;PL	PROPN
соревнования	konkurranser	соревнование	konkurranse	N;INAN;NOM;NEUT;PL	N;INDF;NEUT;SG
соревнования	konkurranse	соревнование	konkurranse	N;INAN;NOM;NEUT;PL	N;INDF;MASC;SG
руководство	manuell	руководство	manuell	N;INAN;NOM;NEUT;SG	ADJ;INDF;SG
исключительно	eksepsjonelt	исключительно	eksepsjonell	ADV	ADJ;INDF;NEUT;SG
исключительно	utelukkende	исключительно	utelukkende	ADV	N;INDF;FEM;SG
официальная	official	официальный	official	ADJ;NOM;FEM;SG	N
официальная	offisielle	официальный	offisiell	ADJ;NOM;FEM;SG	ADJ;PL
лиц	enkeltindivider	лицо	enkeltindivid	N;ANIM;GEN;NEUT;PL	N;INDF;MASC;SG
лиц	individer	лицо	individ	N;ANIM;GEN;NEUT;PL	N;INDF;NEUT;SG
полное	fult	полный	føle	ADJ;NOM;NEUT;SG	N;INDF;MASC;SG
полное	mett	полный	mett	ADJ;NOM;NEUT;SG	N;INDF;MASC;SG
музыканты	musikere	музыкант	musikere	N;ANIM;NOM;MASC;PL	N;INDF;FEM;SG
вступил	oppgitt	вступить	oppgi	V;PFV;MASC;IND;SG;PST;FIN;ACT	ADJ;INDF;NEUT;SG;V.PTCP
вступил	angitt	вступить	angitt	V;PFV;MASC;IND;SG;PST;FIN;ACT	N;INDF;MASC;SG
правда	ekte	правда	ekte	ADV	ADJ;INDF;NEUT;SG
правда	sant	правда	sann	ADV	ADJ;INDF;NEUT;SG
правда	true	правда	tru	ADV	N;INDF;NEUT;SG
правда	sanne	правда	sann	ADV	ADJ;PL
правда	sannhet	правда	sannhet	ADV	N;INDF;MASC;SG
месяца	måneder	месяц	måned	N;INAN;GEN;MASC;SG	N;INDF;MASC;PL
погиб	dødd	погибнуть	dødd	V;PFV;MASC;IND;SG;PST;FIN;ACT	ADJ;INDF;NEUT;SG
погиб	døde	погибнуть	død	V;PFV;MASC;IND;SG;PST;FIN;ACT	ADJ;PL
армении	armensk	армение	armensk	N;INAN;NOM;NEUT;PL	N;INDF;MASC;SG
армении	armenias	армение	armenias	N;INAN;NOM;NEUT;PL	N;DEF;MASC;SG
армении	armenia	армение	armenia	N;INAN;NOM;NEUT;PL	N;INDF;MASC;SG
шесть	sekser	шесть	sekse	NUM;NOM	N;INDF;MASC;SG
шесть	six	шесть	six	NUM;NOM	N
командовал	befalte	командовать	befale	V;IPFV;MASC;IND;SG;PST;FIN;ACT	ADJ;PL
командовал	befalt	командовать	befale	V;IPFV;MASC;IND;SG;PST;FIN;ACT	ADJ;INDF;NEUT;SG;V.PTCP
командовал	pålagt	командовать	påleggje	V;IPFV;MASC;IND;SG;PST;FIN;ACT	ADJ;INDF;SG;V.PTCP
результат	resultater	результат	resultater	N;INAN;NOM;MASC;SG	N;INDF;FEM;PL
зачем	hvorfor	зачем	hvorfor	ADV	
зачем	why	зачем	why	ADV	N
поверхности	overflate	поверхность	overflate	N;INAN;NOM;FEM;PL	N;INDF;FEM;SG
поверхности	overflaten	поверхность	overflate	N;INAN;NOM;FEM;PL	N;DEF;MASC;SG
оружие	armene	оружие	arm	N;INAN;NOM;NEUT;SG	N;DEF;FEM;PL
оружие	våpen	оружие	våpen	N;INAN;NOM;NEUT;SG	N;INDF;NEUT;PL
оружие	geværer	оружие	gevære	N;INAN;NOM;NEUT;SG	N;INDF;FEM;PL
любовь	elsker	любовь	elsker	N;INAN;NOM;FEM;SG	N;INDF;FEM;PL
младший	yngst	младший	yng	ADJ;NOM;MASC;SG	ADJ;INDF;RL
младший	yngste	младший	ung	ADJ;NOM;MASC;SG	ADJ;DEF;RL
младший	junior	младший	junior	ADJ;NOM;MASC;SG	N;INDF;MASC;SG
студии	studios	студия	studios	N;INAN;NOM;FEM;PL	N;INDF;MASC;SG
студии	atelier	студия	atelium	N;INAN;NOM;FEM;PL	N;INDF;NEUT;SG
студии	studio	студия	studio	N;INAN;NOM;FEM;PL	N;INDF;NEUT;SG
авторов	forfattere	автор	forfattere	N;ANIM;GEN;MASC;PL	V;NFIN
поля	felt	поле	felt	N;INAN;NOM;NEUT;PL	N;INDF;NEUT;SG
поля	åkre	поле	åkre	N;INAN;NOM;NEUT;PL	N;INDF;MASC;SG
поля	field	поле	field	N;INAN;NOM;NEUT;PL	N;INDF;NEUT;SG
поля	feltet	поле	felt	N;INAN;NOM;NEUT;PL	N;DEF;NEUT;SG
поля	felt	поле	felt	N;INAN;NOM;NEUT;PL	N;INDF;NEUT;SG
поля	jorde	поле	jorde	N;INAN;NOM;NEUT;PL	N;INDF;NEUT;SG
фотографии	fotografering	фотография	fotografering	N;INAN;NOM;FEM;PL	N;INDF;FEM;SG
фотографии	fotografi	фотография	fotografi	N;INAN;NOM;FEM;PL	N;INDF;MASC;SG
фотографии	bilete	фотография	bilete	N;INAN;NOM;FEM;PL	N;INDF;NEUT;SG
фотографии	pictures	фотография	pictures	N;INAN;NOM;FEM;PL	N;INDF;NEUT;SG
рублей	rur	рубль	rur	N;INAN;GEN;MASC;PL	N;INDF;NEUT;SG
дал	dal	дать	dal	V;PFV;MASC;IND;SG;PST;FIN;ACT	N;INDF;MASC;SG
дал	dahl	дать	dahl	V;PFV;MASC;IND;SG;PST;FIN;ACT	N;INDF;MASC;SG
дал	ga	дать	gi	V;PFV;MASC;IND;SG;PST;FIN;ACT	N;INDF;NEUT;SG
запад	vest	запад	vest	N;INAN;NOM;MASC;SG	ADP
швеции	svenske	швеция	svensk	N;INAN;NOM;FEM;SG	ADJ;PL
появляется	vises	появляться	vises	V;IPFV;IND;SG;3;PRS;FIN;MID	N;INDF;MASC;SG
постепенно	gradvis	постепенно	gradvis	ADV	ADJ;INDF;NEUT;SG
наконец	endelig	наконец	endelig	ADV	N;INDF;MASC;SG
очевидно	innlysende	очевидный	innlysende	ADJ;NEUT;SG	N;INDF;FEM;SG
очевидно	åpenbare	очевидный	åpenbar	ADJ;NEUT;SG	ADJ;PL
очевидно	tilsynelatende	очевидный	tilsynelatende	ADJ;NEUT;SG	N;INDF;FEM;SG
очевидно	tydligvis	очевидный	tydligvis	ADJ;NEUT;SG	ADV
очевидно	visstnok	очевидный	visstnok	ADJ;NEUT;SG	N;INDF;MASC;SG
очевидно	tydeligvis	очевидный	tydeligvis	ADJ;NEUT;SG	ADV
очевидно	tydeligvis	очевидный	tydeligvis	ADJ;NEUT;SG	ADV
достижения	prestasjoner	достижение	prestasjon	N;INAN;NOM;NEUT;PL	N;INDF;MASC;SG
достижения	prestasjon	достижение	prestasjon	N;INAN;NOM;NEUT;PL	N;INDF;MASC;SG
стихи	poesi	стихи	poesi	N;INAN;NOM;MASC;PL	N;INDF;MASC;SG
прямо	straight	прямо	straight	ADV	N;INDF;MASC;SG
прямо	beint	прямо	bein	ADV	ADJ;INDF;NEUT;SG
лос	los	лос	los		N
лос	vocs	лос	vocs		N
лос	voc	лос	voc		N;INDF;NEUT;SG
американская	amerikaner	американский	amerikan	ADJ;NOM;FEM;SG	N;INDF;MASC;PL
американская	amerikanske	американский	amerikansk	ADJ;NOM;FEM;SG	ADJ;PL
американская	american	американский	american	ADJ;NOM;FEM;SG	N
депутатов	assistenter	депутат	assistenter	N;ANIM;GEN;MASC;PL	N;INDF;NEUT;SG
депутатов	mps	депутат	mps	N;ANIM;GEN;MASC;PL	N;INDF;MASC;SG
китай	kina	китай	Kina	N;INAN;NOM;MASC;SG	PROPN
отчёт	rapportere	отчёт	rapportere	N;INAN;NOM;MASC;SG	V;NFIN
отчёт	rapporterer	отчёт	rapportere	N;INAN;NOM;MASC;SG	V;IND;PRS;FIN
центральный	central	центральный	central	ADJ;NOM;MASC;SG	N;INDF;MASC;SG
частично	delvis	частично	delvis	ADV	ADJ;INDF;NEUT;SG
частично	del	частично	dele	ADV	V;IMP;FIN
частично	delvis	частично	delvis	ADV	ADJ;INDF;NEUT;SG
частично	delvis	частично	delvis	ADV	ADJ;INDF;NEUT;SG
считает	anser	считать	anser	V;IPFV;IND;SG;3;PRS;FIN;ACT	N;INDF;MASC;SG
судья	dommer	судья	dommer	N;ANIM;NOM;MASC;SG	N;INDF;FEM;PL
судья	dommer	судья	dommer	N;ANIM;NOM;MASC;SG	N;INDF;FEM;PL
судья	dommer	судья	dommer	N;ANIM;NOM;MASC;SG	N;INDF;FEM;PL
обновление	oppdater	обновление	oppdate	N;INAN;NOM;NEUT;SG	N;INDF;FEM;PL
обновление	oppdatere	обновление	oppdatere	N;INAN;NOM;NEUT;SG	V;NFIN
обновление	oppdaterer	обновление	oppdatere	N;INAN;NOM;NEUT;SG	V;IND;PRS;FIN
обновление	oppdatere	обновление	oppdatere	N;INAN;NOM;NEUT;SG	V;NFIN
местности	terrenget	местность	terreng	N;INAN;NOM;FEM;PL	N;DEF;NEUT;SG
местности	terreng	местность	terreng	N;INAN;NOM;FEM;PL	N;INDF;NEUT;SG
последнее	sist	последний	sist	ADJ;NOM;NEUT;SG	ADV
организаций	organisasjoner	организация	organisasjon	N;INAN;GEN;FEM;PL	N;INDF;MASC;SG
китая	kinesisk	китай	kinesisk	N;INAN;GEN;MASC;SG	ADJ;INDF;NEUT;SG
поддержку	støtter	поддержка	støtte	N;INAN;ACC;FEM;SG	V;IND;PRS;FIN
искусство	kunster	искусство	kunster	N;INAN;NOM;NEUT;SG	N;INDF;FEM;PL
современных	modern	современный	modern	ADJ;GEN;PL	N;INDF;MASC;SG
современных	moderne	современный	moderne	ADJ;GEN;PL	ADJ;INDF;SG
очков	poeng	очко	poeng	N;INAN;GEN;NEUT;PL	N;INDF;NEUT;SG
верхняя	øvre	верхний	øvre	ADJ;NOM;FEM;SG	ADJ;CMPR
верхняя	haute	верхний	haute	ADJ;NOM;FEM;SG	N;INDF;MASC;SG
авторы	forfattere	автор	forfattere	N;ANIM;NOM;MASC;PL	V;NFIN
тома	toma	том	tom	N;INAN;NOM;MASC;PL	N;INDF;NEUT;SG
тома	thomas	том	thomas	N;INAN;NOM;MASC;PL	N;INDF;MASC;SG
деньги	money	деньги	money	N;INAN;NOM;FEM;PL	N;INDF;NEUT;SG
деньги	penger	деньги	penge	N;INAN;NOM;FEM;PL	N;INDF;MASC;SG
южная	sørlige	южный	sørlig	ADJ;NOM;FEM;SG	ADJ;PL
южная	southern	южный	southern	ADJ;NOM;FEM;SG	N;INDF;NEUT;SG
южная	søndre	южный	søndre	ADJ;NOM;FEM;SG	ADJ;CMPR
южная	syd	южный	syd	ADJ;NOM;FEM;SG	N;INDF;MASC;SG
южная	syden	южный	syde	ADJ;NOM;FEM;SG	N;DEF;MASC;SG
южная	sør	южный	sør	ADJ;NOM;FEM;SG	ADP
южная	south	южный	south	ADJ;NOM;FEM;SG	PROPN
канады	canadisk	канада	canadisk	N;INAN;NOM;FEM;PL	N;INDF;MASC;SG
канады	kanadisk	канада	kanadisk	N;INAN;NOM;FEM;PL	ADJ;INDF;NEUT;SG
делает	gjør	делать	gjør	V;IPFV;IND;SG;3;PRS;FIN;ACT	
делает	makes	делать	makes	V;IPFV;IND;SG;3;PRS;FIN;ACT	N
пер	per	перо	per	N;INAN;NOM;MASC;SG	ADP
началось	started	начаться	started	V;PFV;NEUT;IND;SG;PST;FIN;MID	N;INDF;MASC;SG
началось	begynt	начаться	begynne	V;PFV;NEUT;IND;SG;PST;FIN;MID	ADJ;INDF;NEUT;SG;V.PTCP
началось	startet	начаться	start	V;PFV;NEUT;IND;SG;PST;FIN;MID	N;DEF;NEUT;SG
началось	starta	начаться	starte	V;PFV;NEUT;IND;SG;PST;FIN;MID	ADJ;INDF;SG;V.PTCP
городское	urban	городской	urban	ADJ;NOM;NEUT;SG	N;INDF;MASC;SG
городское	urbane	городской	urban	ADJ;NOM;NEUT;SG	ADJ;PL
доказательств	bevis	доказательство	bevis	N;INAN;GEN;NEUT;PL	N;INDF;NEUT;SG
доказательств	bevismateriale	доказательство	bevismateriale	N;INAN;GEN;NEUT;PL	N;INDF;MASC;SG
кораблей	skuter	корабль	skuter	N;INAN;GEN;MASC;PL	N;INDF;MASC;SG
успешно	vellykket	успешно	vellykk	ADV	N;DEF;NEUT;SG
успешно	vellykkede	успешно	vellykkede	ADV	N;INDF;MASC;SG
успешно	vellykket	успешно	vellykk	ADV	N;DEF;NEUT;SG
технологии	teknologi	технология	teknologi	N;INAN;NOM;FEM;PL	N;INDF;MASC;SG
ибн	ibn	ибна	ibn	N;ANIM;NOM;MASC;SG	PROPN
план	planlegge	план	planlegge	N;INAN;NOM;MASC;SG	V;NFIN
органов	organer	орган	organer	N;INAN;GEN;MASC;PL	N;INDF;NEUT;SG
выборы	valget	выборы	valg	N;INAN;NOM;MASC;PL	N;DEF;NEUT;SG
выборы	valg	выборы	valg	N;INAN;NOM;MASC;PL	N;INDF;NEUT;SG
думы	duma	дума	dum	N;INAN;NOM;FEM;PL	N;INDF;NEUT;SG
болгарии	bulgarsk	болгария	bulgarsk	N;INAN;NOM;FEM;PL	N;INDF;MASC;SG
болгарии	bulgarske	болгария	bulgarsk	N;INAN;NOM;FEM;PL	ADJ;PL
болгарии	bulgaria	болгария	bulgari	N;INAN;NOM;FEM;PL	N;DEF;FEM;SG
вне	utenfor	вне	utenfor	ADP	N;INDF;NEUT;SG
вне	utsiden	вне	utside	ADP	N;DEF;MASC;SG
объекты	anlegg	объект	anlegg	N;INAN;NOM;MASC;PL	N;INDF;NEUT;SG
легко	easy	легкий	easy	ADJ;NEUT;SG	N;INDF;SG
реж	dir	реж	dir	V;IPFV;IMP;SG;2;FIN;ACT	N;INDF;SG
основная	main	основной	main	ADJ;NOM;FEM;SG	N;INDF;NEUT;SG
основная	hoved	основной	hoved	ADJ;NOM;FEM;SG	N;INDF;MASC;SG
минимум	minimale	минимум	minimal	N;INAN;ACC;MASC;SG	ADJ;PL
минимум	minimal	минимум	minimal	N;INAN;ACC;MASC;SG	ADJ;INDF;SG
минимум	minimalt	минимум	minimal	N;INAN;ACC;MASC;SG	ADJ;INDF;NEUT;SG
миллионов	million	миллион	million	N;INAN;GEN;MASC;PL	N;INDF;MASC;SG
сельские	bygd	сельский	byggje	ADJ;NOM;PL	ADJ;INDF;SG;V.PTCP
правильно	høyre	правильный	høyre	ADJ;NEUT;SG	V;NFIN
правильно	korriger	правильный	korriger	ADJ;NEUT;SG	N;INDF;MASC;SG
правильно	korrigere	правильный	korrigere	ADJ;NEUT;SG	V;NFIN
правильно	riktige	правильный	riktig	ADJ;NEUT;SG	ADJ;PL
крупный	large	крупный	larg	ADJ;NOM;MASC;SG	N
платформы	plattformen	платформа	plattform	N;INAN;NOM;FEM;PL	N;DEF;MASC;SG
платформы	plattform	платформа	plattform	N;INAN;NOM;FEM;PL	N;INDF;FEM;SG
исторических	historisk	исторический	historisk	ADJ;GEN;PL	ADJ;INDF;NEUT;SG
руки	favn	рука	favn	N;INAN;NOM;FEM;PL	N;INDF;MASC;SG
руки	armer	рука	arm	N;INAN;NOM;FEM;PL	N;INDF;MASC;SG
руки	henda	рука	henda	N;INAN;NOM;FEM;PL	ADV
предложил	foreslåtte	предложить	foreslå	V;PFV;MASC;IND;SG;PST;FIN;ACT	ADJ;PL;V.PTCP
предложил	foreslått	предложить	foreslå	V;PFV;MASC;IND;SG;PST;FIN;ACT	ADJ;INDF;SG;V.PTCP
предложил	tilbød	предложить	tilbøde	V;PFV;MASC;IND;SG;PST;FIN;ACT	N;INDF;MASC;SG
предложил	tilbudt	предложить	tilbyde	V;PFV;MASC;IND;SG;PST;FIN;ACT	ADJ;INDF;NEUT;SG;V.PTCP
предложил	tilbys	предложить	tilbyse	V;PFV;MASC;IND;SG;PST;FIN;ACT	N;INDF;NEUT;SG
собрания	møter	собрание	møte	N;INAN;NOM;NEUT;PL	V;IND;PRS;FIN
традиции	tradisjon	традиция	tradisjon	N;INAN;NOM;FEM;PL	N;INDF;MASC;SG
традиции	tradisjonen	традиция	tradisjon	N;INAN;NOM;FEM;PL	N;DEF;MASC;SG
традиции	tradisjoner	традиция	tradisjon	N;INAN;NOM;FEM;PL	N;INDF;MASC;SG
языках	språk	язык	språk	N;INAN;ESS;MASC;PL	N;INDF;NEUT;SG
потери	savn	потеря	savn	N;INAN;NOM;FEM;PL	N;INDF;MASC;SG
потери	tap	потеря	tap	N;INAN;NOM;FEM;PL	N;INDF;NEUT;SG
потери	tap	потеря	tap	N;INAN;NOM;FEM;PL	N;INDF;NEUT;SG
потери	tap	потеря	tap	N;INAN;NOM;FEM;PL	N;INDF;NEUT;SG
происхождение	proveniens	происхождение	proveni	N;INAN;NOM;NEUT;SG	N;GEN;DEF;MASC;SG
беларусь	hviterussland	беларусь	hviterussland	V;IPFV;IND;SG;1;PRS;FIN;MID	N;INDF;NEUT;SG
беларусь	hviterusslands	беларусь	hviterusslands	V;IPFV;IND;SG;1;PRS;FIN;MID	N;INDF;NEUT;SG
основана	grunnlagt	основать	grunnleggje	V;PFV;FEM;SG;PST;V.PTCP;PASS	ADJ;INDF;NEUT;SG;V.PTCP
основана	stiftet	основать	stift	V;PFV;FEM;SG;PST;V.PTCP;PASS	N;DEF;NEUT;SG
дать	give	дать	give	V;PFV;NFIN;ACT	N;INDF;MASC;SG
времена	times	время	time	N;INAN;NOM;NEUT;PL	N;GEN;INDF;MASC;SG
идеи	idéer	идея	idé	N;INAN;NOM;FEM;PL	N;INDF;NEUT;SG
объект	fag	объект	fag	N;INAN;NOM;MASC;SG	N;INDF;NEUT;PL
вынужден	tvunget	вынудить	tvung	V;PFV;MASC;SG;PST;V.PTCP;PASS	N;DEF;NEUT;SG
порядок	bestille	порядок	bestille	N;INAN;NOM;MASC;SG	V;NFIN
машины	automater	машина	automater	N;INAN;NOM;FEM;PL	N;INDF;MASC;SG
уильям	william	уилье	william	N;ANIM;DAT;NEUT;PL	N;INDF;MASC;SG
профессора	professorer	профессор	professore	N;ANIM;NOM;MASC;PL	N;INDF;MASC;SG
лига	liga	лиго	lige	N;INAN;NOM;FEM;SG	ADJ;INDF;SG;V.PTCP
династии	dynasti	династия	dynasti	N;INAN;NOM;FEM;PL	N;INDF;NEUT;SG
гран	besta	гран	beste		N;INDF;FEM;SG
гран	gran	гран	gran		N;INDF;MASC;SG
гран	grand	гран	grand		N;INDF;MASC;SG
получения	mottar	получение	motte	N;INAN;GEN;NEUT;SG	V;IND;PRS;FIN
полный	fult	полный	føle	ADJ;NOM;MASC;SG	N;INDF;MASC;SG
полный	mett	полный	mett	ADJ;NOM;MASC;SG	N;INDF;MASC;SG
полный	fullføre	полный	fullføre	ADJ;NOM;MASC;SG	V;IMP;NFIN
хотел	ønskes	хотеть	ønske	V;IPFV;MASC;IND;SG;PST;FIN;ACT	N;INDF;MASC;SG
