som	kot	som	kot	ADP	CONJ
romersk	rimljan	romersk	rimljan	ADJ;INDF;SG	N;NOM;MASC;SG
romersk	roman	romersk	roman	ADJ;INDF;SG	N;NOM;MASC;SG
romersk	romana	romersk	roman	ADJ;INDF;SG	N;NOM;MASC;SG
romersk	rimske	romersk	rimski	ADJ;INDF;SG	ADJ;NOM;FEM;PL
avsluttet	sklenjena	avslutt	sklenjen	N;DEF;NEUT;SG	ADJ;NOM;FEM;SG;V.PTCP
avsluttet	sklenjeno	avslutt	sklenjen	N;DEF;NEUT;SG	ADJ;NOM;NEUT;SG;V.PTCP
avsluttet	sklenjen	avslutt	sklenjen	N;DEF;NEUT;SG	ADJ;NOM;INDF;MASC;SG;V.PTCP
avsluttet	končalo	avslutt	končati	N;DEF;NEUT;SG	V;PFV;NEUT;SG;V.PTCP
avsluttet	končano	avslutt	končan	N;DEF;NEUT;SG	ADJ;NOM;NEUT;SG;V.PTCP
avsluttet	končala	avslutt	končati	N;DEF;NEUT;SG	V;PFV;FEM;SG;V.PTCP
avsluttet	končana	avslutt	končan	N;DEF;NEUT;SG	ADJ;NOM;FEM;SG;V.PTCP
avsluttet	izstopil	avslutt	izstopiti	N;DEF;NEUT;SG	V;PFV;MASC;SG;V.PTCP
avsluttet	izstopila	avslutt	izstopiti	N;DEF;NEUT;SG	V;PFV;FEM;SG;V.PTCP
junior	mlajši	junior	mlad	N;INDF;MASC;SG	ADJ;NOM;DEF;CMPR;MASC;SG
allierte	zaveznika	alliere	zaveznik	ADJ;PL;V.PTCP	N;ACC;MASC;SG
allierte	zavezniki	alliere	zaveznik	ADJ;PL;V.PTCP	N;NOM;MASC;PL
danner	oblikovanje	dann	oblikovanje	V;IND;PRS;FIN	N;NOM;NEUT;SG
lee	leeja	le	leeja	PROPN	N;GEN;MASC;SG
lee	lee	le	lee	PROPN	PROPN;NOM;MASC;SG
washington	washington	washington	washington	N;INDF;NEUT;SG	PROPN;NOM;MASC;SG
lik	trupla	lik	trupla	ADJ;INDF;SG	V;PFV;FEM;PL;V.PTCP
lik	truplo	lik	truplo	ADJ;INDF;SG	N;NOM;NEUT;SG
lik	body	lik	body	ADJ;INDF;SG	N;NOM;MASC;SG
lik	telesa	lik	telo	ADJ;INDF;SG	N;NOM;NEUT;PL
lik	telo	lik	telo	ADJ;INDF;SG	N;NOM;NEUT;SG
lik	truplo	lik	truplo	ADJ;INDF;SG	N;NOM;NEUT;SG
publisert	objavil	publisere	objaviti	ADJ;INDF;SG;V.PTCP	V;PFV;MASC;SG;V.PTCP
publisert	objavljene	publisere	objavljen	ADJ;INDF;SG;V.PTCP	ADJ;NOM;FEM;PL;V.PTCP
publisert	objavljeni	publisere	objavljen	ADJ;INDF;SG;V.PTCP	ADJ;NOM;MASC;PL;V.PTCP
vis	pokaži	vis	pokaža	N;INDF;NEUT;SG	V;PFV;IND;SG;3;PRS;FIN
vis	prikaži	vis	prikažati	N;INDF;NEUT;SG	
vis	oddaja	vis	oddajati	N;INDF;NEUT;SG	V;IPFV;IND;SG;3;PRS;FIN
ført	vodil	føre	voditi	ADJ;INDF;NEUT;SG;V.PTCP	V;IPFV;MASC;SG;V.PTCP
ført	povedel	føre	povedeti	ADJ;INDF;NEUT;SG;V.PTCP	V;PFV;MASC;SG;V.PTCP
populære	priljubljena	populær	priljubljen	ADJ;PL	ADJ;NOM;FEM;SG
populære	priljubljeno	populær	priljubljen	ADJ;PL	ADV
populære	priljubljen	populær	priljubljen	ADJ;PL	ADJ;NOM;INDF;MASC;SG
populære	priljubljeno	populær	priljubljen	ADJ;PL	ADV
delta	delta	delta	delta	V;NFIN	N;NOM;FEM;SG
wikimedia	wikimedijina	wikimedia	wikimedijin	N;DEF;NEUT;PL	ADJ;NOM;FEM;SG
one	enga	one	en		PRO;ACC;MASC;SG
one	ena	one	en		NUM;NOM;FEM;SG
one	en	one	en		NUM;NOM;MASC;SG
one	eden	one	eden		NUM;NOM;MASC;SG
one	eno	one	en		NUM;NOM;NEUT;SG
vinner	zmagala	vinne	zmagati	N;INDF;MASC;SG	V;PFV;FEM;SG;V.PTCP
vinner	zmagal	vinne	zmagati	N;INDF;MASC;SG	V;PFV;MASC;SG;V.PTCP
vinner	zmagovalna	vinne	zmagovalen	N;INDF;MASC;SG	ADJ;NOM;FEM;SG
etterfølger	naslednika	etterfølg	naslednik	N;INDF;MASC;PL	N;ANIM;ACC;MASC;SG
etterfølger	naslednica	etterfølg	naslednica	N;INDF;MASC;PL	N;NOM;FEM;SG
etterfølger	naslednik	etterfølg	naslednik	N;INDF;MASC;PL	N;NOM;MASC;SG
republikken	republike	republikk	republika	N;DEF;MASC;SG	N;NOM;FEM;PL
sju	seven	sju	seven	NUM;PL	
blå	modro	blå	moder	ADJ;INDF;SG	ADV
blå	modre	blå	moder	ADJ;INDF;SG	ADJ;NOM;FEM;PL
blå	modri	blå	moder	ADJ;INDF;SG	ADJ;NOM;DEF;MASC;SG
sannsynligvis	verjeten	sannsynligvis	verjeten	ADV	ADJ;NOM;INDF;MASC;SG
sannsynligvis	verjetna	sannsynligvis	verjeten	ADV	ADJ;NOM;FEM;SG
stat	državno	stat	državen	N;INDF;MASC;SG	ADJ;NOM;NEUT;SG
nyere	novejše	nyere	nov	N;INDF;NEUT;SG	ADJ;NOM;CMPR;NEUT;SG
nyere	novejši	nyere	nov	N;INDF;NEUT;SG	ADJ;NOM;DEF;CMPR;MASC;SG
standard	privzeto	standard	privzet	N;INDF;MASC;SG	ADV
standard	standardna	standard	standarden	N;INDF;MASC;SG	ADJ;NOM;FEM;SG
standard	standardno	standard	standardno	N;INDF;MASC;SG	ADJ;NOM;NEUT;SG
driver	teče	drive	teči	N;INDF;MASC;SG	V;IPFV;IND;SG;3;PRS;FIN
japansk	japonski	japansk	japonski	ADJ;INDF;SG	ADJ;NOM;DEF;MASC;SG
japansk	japonci	japansk	japonec	ADJ;INDF;SG	N;NOM;MASC;PL
japansk	japonec	japansk	japonec	ADJ;INDF;SG	N;NOM;MASC;SG
føre	svinec	føre	svinec	ADP	N;NOM;MASC;SG
tidlige	zgodnje	tidlig	zgodnji	ADJ;PL	ADJ;NOM;NEUT;SG
tidlige	zgodnja	tidlig	zgodnja	ADJ;PL	ADJ;NOM;FEM;SG
tidlige	zgodnji	tidlig	zgodnji	ADJ;PL	ADJ;NOM;DEF;MASC;SG
tidlige	zgodaj	tidlig	zgodaj	ADJ;PL	ADV
typisk	tipično	typisk	tipično	ADJ;INDF;NEUT;SG	ADV
stemme	glasujte	stemme	glasovati	N;INDF;FEM;SG	V;IMP;PL;2;FIN
ski	smučarski	ski	smučarski	N;INDF;MASC;SG	ADJ;NOM;MASC;SG
ski	smučarskih	ski	smučarski	N;INDF;MASC;SG	ADJ;GEN;MASC;PL
ung	mladi	ung	mlad	ADJ;INDF;SG	ADJ;NOM;MASC;PL
ung	young	ung	young	ADJ;INDF;SG	
dekker	dekker	dekke	dekker	V;IND;PRS;FIN	N;NOM;MASC;SG
dekker	prevleke	dekke	prevleka	V;IND;PRS;FIN	N;NOM;FEM;PL
dekker	pokrovi	dekke	pokroviti	V;IND;PRS;FIN	N;NOM;MASC;PL
dekker	pokrivanje	dekke	pokrivanje	V;IND;PRS;FIN	N;NOM;NEUT;SG
unntak	izjeme	unntak	izjema	N;INDF;NEUT;SG	N;NOM;FEM;PL
unntak	izjeme	unntak	izjema	N;INDF;NEUT;SG	N;NOM;FEM;PL
rom	vesoljska	rom	vesoljski	N;INDF;NEUT;SG	ADJ;NOM;FEM;SG
rom	sobi	rom	soba	N;INDF;NEUT;SG	N;NOM;FEM;DU
rom	sobe	rom	soba	N;INDF;NEUT;SG	N;NOM;FEM;PL
hvit	bela	hvit	bel	N;INDF;MASC;SG	ADJ;NOM;FEM;SG
hvit	belo	hvit	bel	N;INDF;MASC;SG	ADV
hvit	beli	hvit	bel	N;INDF;MASC;SG	ADJ;NOM;DEF;MASC;SG
hvit	bele	hvit	bel	N;INDF;MASC;SG	ADJ;NOM;FEM;PL
kvinnelige	ženska	kvinnelig	ženska	ADJ;PL	N;NOM;FEM;SG
kvinnelige	ženski	kvinnelig	ženski	ADJ;PL	ADJ;NOM;MASC;SG
kvinnelige	samica	kvinnelig	samica	ADJ;PL	N;NOM;FEM;SG
kvinnelige	žensko	kvinnelig	ženska	ADJ;PL	N;ACC;FEM;SG
nevnes	omenjeno	nevnes	omenjen	N;INDF;MASC;SG	ADJ;NOM;NEUT;SG;V.PTCP
nevnes	omenjen	nevnes	omenjen	N;INDF;MASC;SG	ADJ;NOM;INDF;MASC;SG;V.PTCP
this	to	this	ta		DET;NOM;NEUT;SG
this	ta	this	ta		DET;NOM;MASC;SG
this	tole	this	tale		
this	tega	this	ta		DET;GEN;NEUT;SG
fred	peace	fred	peac	N;INDF;MASC;SG	
fred	fred	fred	fred	N;INDF;MASC;SG	PROPN;NOM;MASC;SG
klassisk	klasične	klassisk	klasičen	ADJ;INDF;NEUT;SG	ADJ;NOM;FEM;PL
klassisk	klasično	klassisk	klasičen	ADJ;INDF;NEUT;SG	ADV
klassisk	klasika	klassisk	klasika	ADJ;INDF;NEUT;SG	N;NOM;FEM;SG
klassisk	klasično	klassisk	klasičen	ADJ;INDF;NEUT;SG	ADV
athen	atene	athen	aten	PROPN	N;NOM;MASC;SG
athen	atenah	athen	atene	PROPN	N;ESS;FEM;PL
nedre	spodnji	nedre	spodnji	ADJ;CMPR	ADJ;NOM;DEF;MASC;SG
nedre	spodnja	nedre	spodnji	ADJ;CMPR	ADJ;NOM;FEM;SG
nedre	nedre	nedre	nedre	ADJ;CMPR	
kristiansand	kristiansand	kristiansand	kristiansand	N;INDF;MASC;SG	PROPN;NOM;MASC;SG
omtale	omenjen	omtale	omenjen	N;INDF;FEM;SG	ADJ;NOM;INDF;MASC;SG;V.PTCP
omtale	omenil	omtale	omeniti	N;INDF;FEM;SG	V;PFV;MASC;SG;V.PTCP
omtale	omeni	omtale	omeniti	N;INDF;FEM;SG	V;PFV;IND;SG;3;PRS;FIN
møter	sestanki	møte	sestanek	V;IND;PRS;FIN	N;NOM;MASC;PL
møter	seje	møte	seja	V;IND;PRS;FIN	N;NOM;FEM;PL
møter	sej	møte	seja	V;IND;PRS;FIN	
møter	zasedanja	møte	zasedanje	V;IND;PRS;FIN	N;NOM;NEUT;PL
møter	srečanja	møte	srečanje	V;IND;PRS;FIN	N;NOM;NEUT;PL
herrer	lordi	herre	lord	N;INDF;MASC;SG	N;NOM;MASC;PL
private	zasebno	privat	zaseben	ADJ;PL	ADJ;NOM;NEUT;SG
private	privat	privat	privati	ADJ;PL	
private	zasebna	privat	zaseben	ADJ;PL	ADJ;NOM;FEM;SG
private	zasebnega	privat	zaseben	ADJ;PL	ADJ;GEN;NEUT;SG
private	zasebni	privat	zaseben	ADJ;PL	ADJ;NOM;MASC;SG
avholdt	držal	avhold	držati	N;INDF;NEUT;SG	V;IPFV;MASC;SG;V.PTCP
avholdt	potekala	avhold	potekati	N;INDF;NEUT;SG	V;IPFV;FEM;SG;V.PTCP
brøt	zlomil	brøt	zlomiti	N;INDF;NEUT;SG	V;PFV;MASC;SG;V.PTCP
innhold	vsebine	innhold	vsebina	N;INDF;NEUT;SG	N;NOM;FEM;PL
innhold	vsebine	innhold	vsebina	N;INDF;NEUT;SG	N;NOM;FEM;PL
fjordane	fjordane	fjord	fjordan	N;DEF;MASC;PL	ADJ;NOM;FEM;PL
fjernet	odstranjena	fjern	odstranjen	N;DEF;NEUT;SG	ADJ;NOM;FEM;SG;V.PTCP
fjernet	odstranjen	fjern	odstranjen	N;DEF;NEUT;SG	ADJ;NOM;INDF;MASC;SG;V.PTCP
fjernet	odstranjene	fjern	odstranjen	N;DEF;NEUT;SG	ADJ;NOM;FEM;PL;V.PTCP
fjernet	odstranjeno	fjern	odstranjen	N;DEF;NEUT;SG	ADJ;NOM;NEUT;SG;V.PTCP
innsats	napori	innsats	napor	N;INDF;MASC;SG	N;NOM;MASC;PL
innsats	prizadevanja	innsats	prizadevanje	N;INDF;MASC;SG	N;NOM;NEUT;PL
innsats	prizadevanja	innsats	prizadevanje	N;INDF;MASC;SG	N;NOM;NEUT;PL
hjemme	domača	hjemme	domač		ADJ;NOM;FEM;SG
hjemme	doma	hjemme	doma		ADV
hjemme	domov	hjemme	domov		ADV
hjemme	dom	hjemme	dom		N;NOM;MASC;SG
former	obrazca	form	obrazec	N;INDF;FEM;PL	N;GEN;MASC;SG
regissert	režiral	regissere	režirati	ADJ;INDF;SG;V.PTCP	V;MASC;SG;V.PTCP
regissert	usmerjeni	regissere	usmerjen	ADJ;INDF;SG;V.PTCP	ADJ;NOM;MASC;PL;V.PTCP
episode	epizode	episode	epizoda	N;INDF;MASC;SG	N;NOM;FEM;PL
lære	nauki	lære	nauka	N;INDF;FEM;SG	N;NOM;MASC;PL
lære	naučil	lære	naučiti	N;INDF;FEM;SG	V;PFV;MASC;SG;V.PTCP
kjøpte	kupljen	kjøpe	kupljen	V;IND;PST;FIN	ADJ;NOM;INDF;MASC;SG;V.PTCP
kjøpte	kupljene	kjøpe	kupljen	V;IND;PST;FIN	ADJ;NOM;FEM;PL;V.PTCP
kjøpte	kupljeno	kjøpe	kupljen	V;IND;PST;FIN	ADJ;NOM;NEUT;SG;V.PTCP
kjøpte	kupljena	kjøpe	kupljen	V;IND;PST;FIN	ADJ;NOM;FEM;SG;V.PTCP
drevet	zagnan	drev	zagnan	N;DEF;NEUT;SG	ADJ;NOM;INDF;MASC;SG;V.PTCP
drevet	vozil	drev	voziti	N;DEF;NEUT;SG	V;IPFV;MASC;SG;V.PTCP
north	severna	north	severen	PROPN	ADJ;NOM;FEM;SG
north	severni	north	severen	PROPN	ADJ;NOM;DEF;MASC;SG
north	severno	north	severen	PROPN	ADV
north	sever	north	sever	PROPN	N;NOM;MASC;SG
uttrykk	izrazi	uttrykk	izraz	N;INDF;NEUT;SG	N;NOM;MASC;PL
uttrykk	izrazi	uttrykk	izraz	N;INDF;NEUT;SG	N;NOM;MASC;PL
formen	oblike	form	oblika	N;DEF;MASC;SG	N;NOM;FEM;PL
formen	forme	form	forma	N;DEF;MASC;SG	N;NOM;FEM;PL
hvilken	katero	hvilk	kateri	N;DEF;MASC;SG	DET;ACC;NEUT;SG
hvilken	kateri	hvilk	kateri	N;DEF;MASC;SG	DET;NOM;MASC;SG
hvilken	katere	hvilk	kateri	N;DEF;MASC;SG	DET;ACC;FEM;PL
hvilken	katerih	hvilk	kateri	N;DEF;MASC;SG	DET;GEN;MASC;PL
hvilken	ki	hvilk	ki	N;DEF;MASC;SG	CONJ
hvilken	katerega	hvilk	kateri	N;DEF;MASC;SG	DET;GEN;MASC;SG
innført	uvedeni	innføre	uveden	ADJ;INDF;NEUT;SG;V.PTCP	ADJ;NOM;MASC;PL;V.PTCP
innført	uvedene	innføre	uveden	ADJ;INDF;NEUT;SG;V.PTCP	ADJ;NOM;FEM;PL;V.PTCP
tekster	besedilo	tekst	besedilo	N;INDF;FEM;PL	N;NOM;NEUT;SG
endring	spremembe	endring	sprememba	N;INDF;FEM;SG	N;NOM;FEM;PL
endring	spremeni	endring	spremeniti	N;INDF;FEM;SG	V;PFV;IND;SG;3;PRS;FIN
økt	povečana	økt	povečan	N;INDF;FEM;SG	ADJ;NOM;FEM;SG;V.PTCP
økt	povečan	økt	povečan	N;INDF;FEM;SG	ADJ;NOM;INDF;MASC;SG;V.PTCP
økt	povečano	økt	povečan	N;INDF;FEM;SG	ADJ;NOM;NEUT;SG;V.PTCP
økt	zvišana	økt	zvišan	N;INDF;FEM;SG	ADJ;NOM;FEM;SG;V.PTCP
finsk	finska	finsk	finski	N;INDF;MASC;SG	ADJ;NOM;FEM;SG
finsk	finsko	finsk	finski	N;INDF;MASC;SG	ADJ;NOM;NEUT;SG
finsk	finski	finsk	finski	N;INDF;MASC;SG	ADJ;NOM;DEF;MASC;SG
nederlandsk	nizozemsko	nederlandsk	nizozemski	N;INDF;MASC;SG	ADJ;NOM;NEUT;SG
nederlandsk	nizozemski	nederlandsk	nizozemski	N;INDF;MASC;SG	ADJ;NOM;MASC;SG
osv	etc	osv.	etc	ADV	
osv	itd	osv.	itd	ADV	
osv	idr	osv.	idr	ADV	N;NOM;MASC;SG
mitt	moj	min	moj	PRO;NEUT;SG	DET;NOM;MASC;SG;1
mitt	moja	min	moj	PRO;NEUT;SG	DET;NOM;FEM;SG;1
mitt	rudnik	min	rudnik	PRO;NEUT;SG	N;NOM;MASC;SG
mitt	moje	min	moj	PRO;NEUT;SG	DET;NOM;NEUT;SG;1
portugal	portugalska	portugal	portugalski	N;INDF;MASC;SG	ADJ;NOM;FEM;SG
portugal	portugalsko	portugal	portugalski	N;INDF;MASC;SG	ADJ;NOM;NEUT;SG
portugal	portugalski	portugal	portugalski	N;INDF;MASC;SG	ADJ;NOM;DEF;MASC;SG
portugal	portugalske	portugal	portugalski	N;INDF;MASC;SG	ADJ;NOM;FEM;PL
sikre	varno	sikre	varno	N;INDF;FEM;SG	ADV
odd	čudno	odd	čuden	N;MASC	ADJ;NOM;NEUT;SG
odd	čuden	odd	čuden	N;MASC	ADJ;NOM;INDF;MASC;SG
odd	nenavadna	odd	nenavaden	N;MASC	ADJ;NOM;FEM;SG
odd	nenavadno	odd	nenavaden	N;MASC	ADJ;NOM;NEUT;SG
lavere	spodnji	lavere	spodnji	N;INDF;MASC;SG	ADJ;NOM;DEF;MASC;SG
lavere	nižja	lavere	nizek	N;INDF;MASC;SG	ADJ;NOM;CMPR;FEM;SG
lavere	nižje	lavere	nizek	N;INDF;MASC;SG	ADJ;NOM;CMPR;NEUT;SG
lavere	spodnja	lavere	spodnji	N;INDF;MASC;SG	ADJ;NOM;FEM;SG
dets	its	det	its	N;INDF;NEUT;SG	
bakken	tla	bakke	tla	N;DEF;MASC;SG	N;NOM;NEUT;PL
bakken	tleh	bakke	tla	N;DEF;MASC;SG	N;ESS;NEUT;PL
imot	nasprotoval	imot	nasprotovati	ADP	V;IPFV;MASC;SG;V.PTCP
militær	vojska	militær	vojska	ADJ;INDF;SG	N;NOM;FEM;SG
sterke	močan	sterk	močen	ADJ;PL	ADJ;NOM;INDF;MASC;SG
sterke	močno	sterk	močno	ADJ;PL	ADV
sterke	močna	sterk	močen	ADJ;PL	ADJ;NOM;FEM;SG
rød	rdeča	rød	rdeč	N;INDF;NEUT;SG	ADJ;NOM;FEM;SG
rød	rdeči	rød	rdeč	N;INDF;NEUT;SG	ADJ;NOM;DEF;MASC;SG
rød	rdeč	rød	rdeč	N;INDF;NEUT;SG	ADJ;NOM;INDF;MASC;SG
rød	rdeče	rød	rdeč	N;INDF;NEUT;SG	ADJ;NOM;NEUT;SG
south	južno	south	južen	PROPN	ADV
south	jug	south	jug	PROPN	N;NOM;MASC;SG
south	južna	south	južen	PROPN	ADJ;NOM;FEM;SG
not	ni	not	biti	N;INDF;NEUT;SG	V;IND;SG;3;NEG;PRS;FIN
not	ne	not	ne	N;INDF;NEUT;SG	PART
energi	energije	energi	energija	N;INDF;MASC;SG	N;NOM;FEM;PL
solgte	prodani	solgje	prodan	V;IND;PST;FIN	ADJ;NOM;MASC;PL;V.PTCP
solgte	prodano	solgje	prodan	V;IND;PST;FIN	ADJ;NOM;NEUT;SG;V.PTCP
solgte	prodana	solgje	prodan	V;IND;PST;FIN	ADJ;NOM;FEM;SG;V.PTCP
solgte	prodan	solgje	prodan	V;IND;PST;FIN	ADJ;NOM;INDF;MASC;SG;V.PTCP
internasjonalt	mednarodne	internasjonal	mednaroden	ADJ;INDF;NEUT;SG	ADJ;NOM;FEM;PL
sosiale	socialno	sosial	socialen	ADJ;PL	ADJ;NOM;NEUT;SG
sosiale	družabni	sosial	družaben	ADJ;PL	ADJ;NOM;DEF;MASC;SG
sosiale	družabno	sosial	družabno	ADJ;PL	ADJ;NOM;NEUT;SG
sosiale	socialna	sosial	socialen	ADJ;PL	ADJ;NOM;FEM;SG
sosiale	družbena	sosial	družben	ADJ;PL	ADJ;NOM;FEM;SG
våre	naše	vår	naš	PRO;PL	DET;NOM;NEUT;SG;1
våre	naš	vår	naš	PRO;PL	DET;NOM;MASC;SG;1
våre	najina	vår	najin	PRO;PL	DET;NOM;FEM;SG;2
våre	naši	vår	naš	PRO;PL	DET;NOM;MASC;PL;1
våre	najin	vår	najin	PRO;PL	DET;NOM;MASC;SG;2
våre	naša	vår	naš	PRO;PL	DET;NOM;FEM;SG;1
våre	najino	vår	najin	PRO;PL	DET;NOM;FEM;SG;2
våre	najin	vår	najin	PRO;PL	DET;NOM;MASC;SG;2
våre	najina	vår	najin	PRO;PL	DET;NOM;FEM;SG;2
våre	naše	vår	naš	PRO;PL	DET;NOM;NEUT;SG;1
perioder	dobe	periode	doba	N;INDF;MASC;SG	N;NOM;FEM;PL
perioder	obdobja	periode	obdobje	N;INDF;MASC;SG	N;NOM;NEUT;PL
grunnlag	razlogi	grunnlag	razlog	N;INDF;NEUT;SG	N;NOM;MASC;PL
spill	tekme	spill	tekma	N;INDF;NEUT;SG	N;NOM;FEM;PL
spill	igre	spill	igra	N;INDF;NEUT;SG	N;NOM;FEM;PL
spill	igrah	spill	igra	N;INDF;NEUT;SG	N;ESS;FEM;PL
spill	igrice	spill	igrica	N;INDF;NEUT;SG	N;NOM;FEM;PL
spill	iger	spill	igra	N;INDF;NEUT;SG	N;GEN;FEM;PL
spill	igraj	spill	igraj	N;INDF;NEUT;SG	V;IPFV;IMP;SG;2;FIN
overfor	obrnjen	overfor	obrnjen	ADP	ADJ;NOM;INDF;MASC;SG;V.PTCP
ledende	vodilni	ledende	vodilen	N;INDF;MASC;SG	ADJ;NOM;MASC;PL
ledende	vodilna	ledende	vodilen	N;INDF;MASC;SG	ADJ;NOM;FEM;SG
fungerer	dela	fungere	delo	V;IND;PRS;FIN	N;NOM;NEUT;PL
fungerer	delovanje	fungere	delovanje	V;IND;PRS;FIN	N;NOM;NEUT;SG
start	začni	start	začeti	N;INDF;MASC;SG	V;PFV;IMP;SG;2;FIN
materiale	materialno	materiale	materialno	N;INDF;NEUT;SG	ADV
starter	zagon	starte	zagon	V;IND;PRS;FIN	N;NOM;MASC;SG
forrige	predhodna	forrige	predhoden	ADJ;PL	ADJ;NOM;FEM;SG
forrige	prejšnja	forrige	prejšnji	ADJ;PL	ADJ;NOM;FEM;SG
forrige	predhodni	forrige	predhoden	ADJ;PL	ADJ;NOM;MASC;SG
forrige	prejšnji	forrige	prejšnji	ADJ;PL	ADJ;NOM;MASC;SG
forrige	predhodno	forrige	predhodno	ADJ;PL	ADV
nordisk	nordijskih	nordisk	nordijski	ADJ;INDF;SG	ADJ;GEN;MASC;PL
begrenset	omejena	begrens	omejen	N;DEF;NEUT;SG	ADJ;NOM;FEM;SG;V.PTCP
begrenset	omejene	begrens	omejen	N;DEF;NEUT;SG	ADJ;NOM;FEM;PL;V.PTCP
begrenset	omejen	begrens	omejen	N;DEF;NEUT;SG	ADJ;NOM;INDF;MASC;SG;V.PTCP
begrenset	omejeno	begrens	omejen	N;DEF;NEUT;SG	ADJ;NOM;NEUT;SG;V.PTCP
begrenset	omejeni	begrens	omejen	N;DEF;NEUT;SG	ADJ;NOM;MASC;PL;V.PTCP
begrenset	omejen	begrens	omejen	N;DEF;NEUT;SG	ADJ;NOM;INDF;MASC;SG;V.PTCP
begrenset	omejena	begrens	omejen	N;DEF;NEUT;SG	ADJ;NOM;FEM;SG;V.PTCP
begrenset	omejeno	begrens	omejen	N;DEF;NEUT;SG	ADJ;NOM;NEUT;SG;V.PTCP
begrenset	omejeni	begrens	omejen	N;DEF;NEUT;SG	ADJ;NOM;MASC;PL;V.PTCP
wien	wien	wien	wien	N	PROPN;NOM;MASC;SG
wien	dunajski	wien	dunajski	N	ADJ;NOM;MASC;SG
tradisjonelle	tradicionalna	tradisjonell	tradicionalen	ADJ;PL	ADJ;NOM;FEM;SG
tradisjonelle	tradicionalni	tradisjonell	tradicionalen	ADJ;PL	ADJ;NOM;MASC;SG
tradisjonelle	tradicionalen	tradisjonell	tradicionalen	ADJ;PL	ADJ;NOM;INDF;MASC;SG
tradisjonelle	tradicionalno	tradisjonell	tradicionalno	ADJ;PL	ADV
åpne	odpri	åpne	odpreti	ADJ;PL	V;PFV;IMP;SG;2;FIN
åpne	odprto	åpne	odprt	ADJ;PL	ADJ;NOM;NEUT;SG;V.PTCP
dekket	pokrito	dekk	pokrit	N;DEF;NEUT;SG	ADJ;NOM;NEUT;SG;V.PTCP
dekket	pokrit	dekk	pokrit	N;DEF;NEUT;SG	ADJ;NOM;INDF;MASC;SG;V.PTCP
dekket	pokrita	dekk	pokrit	N;DEF;NEUT;SG	ADJ;NOM;FEM;SG;V.PTCP
dekket	pokrite	dekk	pokrit	N;DEF;NEUT;SG	ADJ;NOM;FEM;PL;V.PTCP
romsdal	romsdal	romsdal	romsdati	N;INDF;MASC;SG	V;IPFV;MASC;SG;V.PTCP
hvilket	katero	hvilk	kateri	N;DEF;NEUT;SG	DET;ACC;NEUT;SG
hvilket	kateri	hvilk	kateri	N;DEF;NEUT;SG	DET;NOM;MASC;SG
hvilket	katere	hvilk	kateri	N;DEF;NEUT;SG	DET;ACC;FEM;PL
hvilket	katerih	hvilk	kateri	N;DEF;NEUT;SG	DET;GEN;MASC;PL
hvilket	ki	hvilk	ki	N;DEF;NEUT;SG	CONJ
hvilket	katerega	hvilk	kateri	N;DEF;NEUT;SG	DET;GEN;MASC;SG
jack	jack	jack	jack	N;INDF;MASC;SG	
ødelagt	uničeni	ødeleggje	uničen	ADJ;INDF;NEUT;SG;V.PTCP	ADJ;NOM;MASC;PL;V.PTCP
ødelagt	uničene	ødeleggje	uničen	ADJ;INDF;NEUT;SG;V.PTCP	ADJ;NOM;FEM;PL;V.PTCP
ødelagt	uničeni	ødeleggje	uničen	ADJ;INDF;NEUT;SG;V.PTCP	ADJ;NOM;MASC;PL;V.PTCP
oxford	oxford	oxford	osford	N;INDF;NEUT;SG	PROPN;NOM;MASC;SG
religiøse	verski	religiøs	verski	ADJ;PL	ADJ;NOM;MASC;SG
religiøse	versko	religiøs	versko	ADJ;PL	ADJ;NOM;NEUT;SG
religiøse	verska	religiøs	verski	ADJ;PL	ADJ;NOM;FEM;SG
religiøse	verskega	religiøs	verski	ADJ;PL	ADJ;GEN;NEUT;SG
mat	živila	mat	živilo	N;INDF;MASC;SG	N;NOM;NEUT;PL
møre	møre	møre	mrre	N;INDF;MASC;SG	
problem	problem	problem	problem	N;INDF;NEUT;PL	N;NOM;MASC;SG
problem	težava	problem	težava	N;INDF;NEUT;PL	N;NOM;FEM;SG
problem	težavo	problem	težava	N;INDF;NEUT;PL	N;ACC;FEM;SG
problem	izdaja	problem	izdajati	N;INDF;NEUT;PL	N;NOM;FEM;SG
strekker	raztezanje	strekke	raztezanje	V;IND;PRS;FIN	N;NOM;NEUT;SG
arbeide	dela	arbeide	delo	V;NFIN	N;NOM;NEUT;PL
arbeide	delo	arbeide	delo	V;NFIN	N;NOM;NEUT;SG
tett	gosto	tett	gost	ADJ;INDF;NEUT;SG	ADV
dømt	obsojeni	dømme	obsojen	ADJ;INDF;SG;V.PTCP	ADJ;NOM;MASC;PL;V.PTCP
dømt	obsojeni	dømme	obsojen	ADJ;INDF;SG;V.PTCP	ADJ;NOM;MASC;PL;V.PTCP
dømt	obsojeni	dømme	obsojen	ADJ;INDF;SG;V.PTCP	ADJ;NOM;MASC;PL;V.PTCP
dømt	obsodil	dømme	obsoditi	ADJ;INDF;SG;V.PTCP	V;PFV;MASC;SG;V.PTCP
dømt	sojeno	dømme	sojen	ADJ;INDF;SG;V.PTCP	
beseiret	poražen	beseir	poražen	N;DEF;NEUT;SG	ADJ;NOM;INDF;MASC;SG;V.PTCP
