категория	kategorien	категория	kategorien	N;INAN;NOM;FEM;SG	N;NOM;FEM;PL
соответственно	dementsprechend	соответственно	dementsprechend	ADV	ADJ
соответственно	entsprechend	соответственно	entsprechend	ADV	ADJ
соответственно	dementsprechend	соответственно	dementsprechend	ADV	ADJ
министерства	ministerium	министерство	ministerium	N;INAN;NOM;NEUT;PL	ADJ
брат	bro	брат	bro	N;ANIM;NOM;MASC;SG	
брат	bruder	брат	bruder	N;ANIM;NOM;MASC;SG	ADJ
брат	bruders	брат	bruders	N;ANIM;NOM;MASC;SG	
брат	bruder	брат	bruder	N;ANIM;NOM;MASC;SG	ADJ
писал	schrieben	писать	schreiben	V;IPFV;MASC;IND;SG;PST;FIN;ACT	V;PL;FIN
могу	kann	мочь	können	V;IPFV;IND;SG;1;PRS;FIN;ACT	V;IND;SG;3;PRS;FIN
могу	können	мочь	können	V;IPFV;IND;SG;1;PRS;FIN;ACT	V;IND;PL;3;PRS;FIN
могу	can	мочь	can	V;IPFV;IND;SG;1;PRS;FIN;ACT	
могу	kannst	мочь	können	V;IPFV;IND;SG;1;PRS;FIN;ACT	V;IND;SG;2;PRS;FIN
цвета	farbe	цвет	farben	N;INAN;NOM;MASC;PL	
цвета	farbstoffe	цвет	farbstoff	N;INAN;NOM;MASC;PL	PROPN;NOM
цвета	farben	цвет	farben	N;INAN;NOM;MASC;PL	V;NFIN
цвета	farbig	цвет	farbig	N;INAN;NOM;MASC;PL	ADJ
цвета	farbe	цвет	farben	N;INAN;NOM;MASC;PL	
цвета	färben	цвет	färben	N;INAN;NOM;MASC;PL	V;NFIN
цвета	farben	цвет	farben	N;INAN;NOM;MASC;PL	V;NFIN
цвета	farbig	цвет	farbig	N;INAN;NOM;MASC;PL	ADJ
цвета	farbe	цвет	farben	N;INAN;NOM;MASC;PL	
цвета	farben	цвет	farben	N;INAN;NOM;MASC;PL	V;NFIN
цвета	farbe	цвет	farben	N;INAN;NOM;MASC;PL	
цвета	farben	цвет	farben	N;INAN;NOM;MASC;PL	V;NFIN
цвета	farbig	цвет	farbig	N;INAN;NOM;MASC;PL	ADJ
цвета	farbton	цвет	farbton	N;INAN;NOM;MASC;PL	ADJ
победы	siegen	победа	siegen	N;INAN;NOM;FEM;PL	
победы	sieg	победа	seigen	N;INAN;NOM;FEM;PL	N;NOM;SG
победы	siegen	победа	siegen	N;INAN;NOM;FEM;PL	
победы	gewinnen	победа	gewinnen	N;INAN;NOM;FEM;PL	V;NFIN
середине	mitte	середина	mitte	N;INAN;DAT;FEM;SG	ADV
середине	mid	середина	mid	N;INAN;DAT;FEM;SG	
единицы	maßeinheiten	единица	maßeinheiten	N;INAN;NOM;FEM;PL	V;NFIN
единицы	unit	единица	unit	N;INAN;NOM;FEM;PL	
единицы	einheit	единица	einheit	N;INAN;NOM;FEM;PL	N;NOM;FEM;SG
единицы	maßeinheit	единица	maßeinheit	N;INAN;NOM;FEM;PL	ADJ
интервью	vorstellungsgespräch	интервью	vorstellungsgespräch	N;INAN;NOM;NEUT;SG	ADJ
интервью	interviews	интервью	interviews	N;INAN;NOM;NEUT;SG	
интервью	gespräche	интервью	gespräch	N;INAN;NOM;NEUT;SG	ADJ
интервью	befragungen	интервью	befragungen	N;INAN;NOM;NEUT;SG	V;NFIN
путь	pfad	путь	pfad	N;INAN;NOM;MASC;SG	
путь	weg	путь	weg	N;INAN;NOM;MASC;SG	ADV
путь	path	путь	path	N;INAN;NOM;MASC;SG	
путь	weise	путь	weis	N;INAN;NOM;MASC;SG	ADJ
путь	weg	путь	weg	N;INAN;NOM;MASC;SG	ADV
путь	way	путь	wey	N;INAN;NOM;MASC;SG	
новое	neue	новый	neu	ADJ;NOM;NEUT;SG	ADJ;NOM;FEM;PL
новое	neuen	новый	neu	ADJ;NOM;NEUT;SG	ADJ;ACC;MASC;SG
бывший	ehemaligen	бывший	ehemalig	ADJ;NOM;MASC;SG	ADJ;NOM;PL
бывший	ehemalige	бывший	ehemalig	ADJ;NOM;MASC;SG	ADJ;NOM;FEM;PL
бывший	frühere	бывший	früh	ADJ;NOM;MASC;SG	ADJ;NOM;FEM;PL
книг	buch	книга	bachen	N;INAN;GEN;FEM;PL	ADV
книг	bücher	книга	büchern	N;INAN;GEN;FEM;PL	N;NOM;NEUT;PL
шоу	shaw	шоу	shaw	N;INAN;NOM;NEUT;SG	PROPN
шоу	zeigen	шоу	zeigen	N;INAN;NOM;NEUT;SG	V;NFIN
шоу	zeigt	шоу	zeigen	N;INAN;NOM;NEUT;SG	V;IND;SG;3;PRS;FIN
шоу	zeige	шоу	zeigen	N;INAN;NOM;NEUT;SG	V;IND;SG;3;PRS;FIN
шоу	anzeigen	шоу	anzeigen	N;INAN;NOM;NEUT;SG	V;NFIN
участок	grundstück	участок	grundstücken	N;INAN;NOM;MASC;SG	
участок	parzelle	участок	parzell	N;INAN;NOM;MASC;SG	
участок	handlung	участок	handlung	N;INAN;NOM;MASC;SG	
участок	revier	участок	revieren	N;INAN;NOM;MASC;SG	
темп	geschwindigkeit	темп	geschwindigkeit	N;INAN;NOM;MASC;SG	ADJ
темп	pace	темп	pace	N;INAN;NOM;MASC;SG	PROPN;NOM;SG
темп	tempo	темп	tempo	N;INAN;NOM;MASC;SG	ADJ
темп	geschwindigkeit	темп	geschwindigkeit	N;INAN;NOM;MASC;SG	ADJ
темп	rhythmus	темп	rhythmus	N;INAN;NOM;MASC;SG	ADJ
темп	tempo	темп	tempo	N;INAN;NOM;MASC;SG	ADJ
медали	medaillen	медаль	medaill	N;INAN;NOM;FEM;PL	V;NFIN
фильмов	filmen	фильм	filmen	N;INAN;GEN;MASC;PL	V;NFIN
фильмов	filme	фильм	filmen	N;INAN;GEN;MASC;PL	
фильмов	folien	фильм	folien	N;INAN;GEN;MASC;PL	N;NOM;PL
служил	dienten	служить	dienen	V;IPFV;MASC;IND;SG;PST;FIN;ACT	V;IND;PL;3;PST;FIN
организация	organisation	организация	organisation	N;INAN;NOM;FEM;SG	
организация	organisation	организация	organisation	N;INAN;NOM;FEM;SG	
красного	rotwein	красный	rotwein	ADJ;GEN;MASC;SG	
красного	roten	красный	rot	ADJ;GEN;MASC;SG	ADJ;NOM;PL
красного	rote	красный	rot	ADJ;GEN;MASC;SG	ADJ;NOM;FEM;PL
красного	red	красный	red	ADJ;GEN;MASC;SG	PROPN;NOM;MASC;SG
события	ereignisse	событие	ereignis	N;INAN;NOM;NEUT;PL	ADJ;NOM;PL
события	entwicklungen	событие	entwicklung	N;INAN;NOM;NEUT;PL	V;NFIN
никогда	never	никогда	never	ADV	PROPN
изменения	modifikation	изменение	modifikation	N;INAN;NOM;NEUT;PL	ADJ
изменения	veränderungen	изменение	veränderung	N;INAN;NOM;NEUT;PL	V;NFIN
изменения	änderungen	изменение	änderung	N;INAN;NOM;NEUT;PL	V;NFIN
изменения	umbauten	изменение	umbauen	N;INAN;NOM;NEUT;PL	V;IND;PL;3;PST;FIN
изменения	änderung	изменение	änderung	N;INAN;NOM;NEUT;PL	N;NOM;FEM;SG
изменения	veränderungen	изменение	veränderung	N;INAN;NOM;NEUT;PL	V;NFIN
изменения	änderungen	изменение	änderung	N;INAN;NOM;NEUT;PL	V;NFIN
изменения	ändern	изменение	ändern	N;INAN;NOM;NEUT;PL	V;NFIN
изменения	wechseln	изменение	wechseln	N;INAN;NOM;NEUT;PL	V;NFIN
изменения	wechsel	изменение	wechsel	N;INAN;NOM;NEUT;PL	ADV
изменения	veränderung	изменение	veränderung	N;INAN;NOM;NEUT;PL	N;NOM;FEM;SG
изменения	änderung	изменение	änderung	N;INAN;NOM;NEUT;PL	N;NOM;FEM;SG
перевод	übersetzung	перевод	übersetzung	N;INAN;NOM;MASC;SG	ADJ
перевод	übersetzer	перевод	übersetzer	N;INAN;NOM;MASC;SG	ADJ
перевод	übersetzen	перевод	übersetzen	N;INAN;NOM;MASC;SG	V;NFIN
перевод	übersetzungen	перевод	übersetzingen	N;INAN;NOM;MASC;SG	V;NFIN
производство	produktion	производство	produktion	N;INAN;NOM;NEUT;SG	
производство	produktion	производство	produktion	N;INAN;NOM;NEUT;SG	
прежде	vor	прежде	vor	ADV	ADP
прежде	bevor	прежде	bevor	ADV	CONJ
различные	diverse	различный	divers	ADJ;NOM;PL	N;NOM;FEM;PL
море	meer	море	meer	N;INAN;NOM;NEUT;SG	ADJ
море	meer	море	meer	N;INAN;NOM;NEUT;SG	ADJ
расстояние	abstand	расстояние	abstehen	N;INAN;NOM;NEUT;SG	
расстояние	entfernung	расстояние	entfernung	N;INAN;NOM;NEUT;SG	ADJ
расстояние	distanz	расстояние	distanz	N;INAN;NOM;NEUT;SG	
расстояние	entfernungen	расстояние	entfernung	N;INAN;NOM;NEUT;SG	V;V.PTCP
век	augenlider	век	augenlid	N;INAN;NOM;MASC;SG	ADJ
век	jahrhundert	век	jahrhundert	N;INAN;NOM;MASC;SG	ADJ
век	century	век	century	N;INAN;NOM;MASC;SG	PROPN
век	jahrhunderts	век	jahrhundert	N;INAN;NOM;MASC;SG	ADV
сети	netzen	сеть	netzen	N;INAN;NOM;FEM;PL	V;NFIN
сети	netze	сеть	netz	N;INAN;NOM;FEM;PL	
сети	netz	сеть	netz	N;INAN;NOM;FEM;PL	
сети	netzwerk	сеть	netzwerk	N;INAN;NOM;FEM;PL	PROPN
сети	netze	сеть	netz	N;INAN;NOM;FEM;PL	
сети	netzwerke	сеть	netzwerk	N;INAN;NOM;FEM;PL	
сети	netzwerken	сеть	netzwerken	N;INAN;NOM;FEM;PL	V;NFIN
сети	netzwerk	сеть	netzwerk	N;INAN;NOM;FEM;PL	PROPN
сети	streckennetz	сеть	streckennetz	N;INAN;NOM;FEM;PL	ADJ
сети	netzwerke	сеть	netzwerk	N;INAN;NOM;FEM;PL	
сети	netz	сеть	netz	N;INAN;NOM;FEM;PL	
епархии	diözese	епархия	diözese	N;INAN;NOM;FEM;PL	N;NOM;FEM;SG
епархии	bistum	епархия	bistum	N;INAN;NOM;FEM;PL	PROPN
гитара	gitarre	гитар	gitarre	N;ANIM;NOM;MASC;SG	ADJ
гитара	gitarrist	гитар	gitarrist	N;ANIM;NOM;MASC;SG	ADJ
гитара	gitarren	гитар	gitarr	N;ANIM;NOM;MASC;SG	N;NOM;FEM;PL
гражданство	staatsbürgerschaft	гражданство	staatsbürgerschaft	N;INAN;NOM;NEUT;SG	ADJ
гражданство	nationalität	гражданство	nationalität	N;INAN;NOM;NEUT;SG	ADJ
гражданство	staatsangehörigkeit	гражданство	staatsangsangehöeit	N;INAN;NOM;NEUT;SG	ADJ
гражданство	bürgerrechte	гражданство	bürgerrecht	N;INAN;NOM;NEUT;SG	ADJ;NOM;FEM;PL
гражданство	bürgerschaft	гражданство	bürgerschaft	N;INAN;NOM;NEUT;SG	ADJ
гражданство	staatsbürgerschaft	гражданство	staatsbürgerschaft	N;INAN;NOM;NEUT;SG	ADJ
гражданство	staatsangehörigkeit	гражданство	staatsangsangehöeit	N;INAN;NOM;NEUT;SG	ADJ
считаю	zählung	считать	zählung	V;IPFV;IND;SG;1;PRS;FIN;ACT	N;SG
считаю	zählt	считать	zählen	V;IPFV;IND;SG;1;PRS;FIN;ACT	V;IND;SG;3;PRS;FIN
вице	vize	вице	vize	N;ANIM;NOM;MASC;SG	
вице	sitte	вице	sitte	N;ANIM;NOM;MASC;SG	
вице	vizepräsidentin	вице	vizepräsidentin	N;ANIM;NOM;MASC;SG	ADJ
вице	vizepräsident	вице	vizepräsident	N;ANIM;NOM;MASC;SG	ADJ
вице	vice	вице	vice	N;ANIM;NOM;MASC;SG	PROPN
научный	wissenschaftliche	научный	wissenschaftlich	ADJ;NOM;MASC;SG	ADJ;NOM;FEM;PL
показана	gezeigte	показать	gezeigt	V;PFV;FEM;SG;PST;V.PTCP;PASS	ADJ;NOM;FEM;SG
стиль	stil	стиль	stil	N;INAN;NOM;MASC;SG	ADJ
стиль	style	стиль	stylen	N;INAN;NOM;MASC;SG	
административно	administrativ	административный	administrativ	ADV	ADJ
назад	rücken	назад	rücken	ADV	V;NFIN
назад	rückseite	назад	rückseite	ADV	ADJ
военных	militärische	военный	militärisch	N;ANIM;GEN;MASC;PL	ADJ;NOM;FEM;PL
военных	militär	военный	militär	N;ANIM;GEN;MASC;PL	ADJ
военных	militärisch	военный	militärisch	N;ANIM;GEN;MASC;PL	ADJ
военных	militärischen	военный	militärisch	N;ANIM;GEN;MASC;PL	ADJ;ACC;SG
америки	amerika	америка	amerika	N;INAN;NOM;FEM;PL	
америки	nordamerika	америка	nordamerika	N;INAN;NOM;FEM;PL	ADJ
границы	abgrenzungen	граница	abgrenzung	N;INAN;NOM;FEM;PL	V;NFIN
границы	begrenzungen	граница	begrenzung	N;INAN;NOM;FEM;PL	V;NFIN
границы	grenzen	граница	grenzen	N;INAN;NOM;FEM;PL	V;NFIN
границы	abgrenzung	граница	abgrenzung	N;INAN;NOM;FEM;PL	ADJ
границы	umrandung	граница	umrandung	N;INAN;NOM;FEM;PL	ADJ
границы	grenzen	граница	grenzen	N;INAN;NOM;FEM;PL	V;NFIN
границы	ränder	граница	rand	N;INAN;NOM;FEM;PL	ADJ
границы	border	граница	border	N;INAN;NOM;FEM;PL	
границы	grenze	граница	grenze	N;INAN;NOM;FEM;PL	ADJ
границы	umrandung	граница	umrandung	N;INAN;NOM;FEM;PL	ADJ
границы	grenzgebiet	граница	grenzgebieten	N;INAN;NOM;FEM;PL	ADJ
границы	grenze	граница	grenze	N;INAN;NOM;FEM;PL	ADJ
городов	städte	город	staden	N;INAN;GEN;MASC;PL	N;NOM;FEM;PL
городов	stadt	город	staden	N;INAN;GEN;MASC;PL	
процесс	verfahren	процесс	verfahren	N;INAN;NOM;MASC;SG	V;NFIN
процесс	prozess	процесс	prozeß	N;INAN;NOM;MASC;SG	
удалена	gelöschte	удалить	gelöscht	V;PFV;FEM;SG;PST;V.PTCP;PASS	ADJ;NOM;FEM;PL
удалена	entfernt	удалить	entfernt	V;PFV;FEM;SG;PST;V.PTCP;PASS	ADJ
скорость	geschwindigkeit	скорость	geschwindigkeit	N;INAN;NOM;FEM;SG	ADJ
скорость	geschwindigkeit	скорость	geschwindigkeit	N;INAN;NOM;FEM;SG	ADJ
скорость	drehzahl	скорость	drehzahl	N;INAN;NOM;FEM;SG	ADJ
скорость	schnelligkeit	скорость	schnelligkeit	N;INAN;NOM;FEM;SG	ADJ
скорость	speed	скорость	speed	N;INAN;NOM;FEM;SG	
звания	reihen	звание	reih	N;INAN;NOM;NEUT;PL	V;NFIN
суда	schiffen	суд	schiffen	N;INAN;NOM;MASC;PL	
суда	gefäße	суд	gefäßen	N;INAN;NOM;MASC;PL	
суда	wasserfahrzeuge	суд	wasserfahrzeuge	N;INAN;NOM;MASC;PL	ADJ;NOM;PL
православной	orthodoxe	православный	orthodox	ADJ;INS;FEM;SG	ADJ;NOM;FEM;PL
текста	text	текст	Text	N;INAN;GEN;MASC;SG	
текста	texte	текст	texen	N;INAN;GEN;MASC;SG	ADV
факультет	fakultäten	факультет	fakultät	N;INAN;NOM;MASC;SG	N;PL
факультет	fachbereich	факультет	fachbereich	N;INAN;NOM;MASC;SG	
факультет	dozenten	факультет	dozent	N;INAN;NOM;MASC;SG	N;NOM;PL
политики	politik	политика	politik	N;ANIM;NOM;MASC;PL	ADJ
политики	politiker	политика	politik	N;ANIM;NOM;MASC;PL	ADJ
политики	politikern	политика	politikern	N;ANIM;NOM;MASC;PL	ADJ
политики	politiker	политика	politik	N;ANIM;NOM;MASC;PL	ADJ
пик	peek	пик	peek	N;INAN;NOM;MASC;SG	
пик	plc	пик	plc	N;INAN;NOM;MASC;SG	PROPN;NOM;MASC;SG
пик	pic	пик	pic	N;INAN;NOM;MASC;SG	
пик	bild	пик	bild	N;INAN;NOM;MASC;SG	
пик	höhepunkt	пик	höhrunkt	N;INAN;NOM;MASC;SG	ADJ
пик	gipfel	пик	gipfel	N;INAN;NOM;MASC;SG	ADV
пик	peak	пик	peak	N;INAN;NOM;MASC;SG	
пик	spitze	пик	spitz	N;INAN;NOM;MASC;SG	ADJ
любой	jemand	любой	jemand	DET;NOM;MASC;SG	PRO;NOM;INDF;SG
любой	irgendwer	любой	irgendwer	DET;NOM;MASC;SG	
любой	jedermann	любой	jedermann	DET;NOM;MASC;SG	ADV
любой	irgendjemand	любой	irgendjemand	DET;NOM;MASC;SG	ADV
любой	jeder	любой	jed	DET;NOM;MASC;SG	PRO;NOM;INDF;MASC;SG
любой	jmd	любой	jmd	DET;NOM;MASC;SG	
любой	jedes	любой	jed	DET;NOM;MASC;SG	PRO;NOM;INDF;NEUT;SG
любой	jeden	любой	jed	DET;NOM;MASC;SG	PRO;ACC;INDF;MASC;SG
любой	jede	любой	jed	DET;NOM;MASC;SG	PRO;NOM;INDF;FEM;SG
память	erinnerungen	память	erinnerung	N;INAN;NOM;FEM;SG	N;NOM;FEM;PL
память	gedächtnis	память	gedächtnis	N;INAN;NOM;FEM;SG	
память	erinnerung	память	erinnerung	N;INAN;NOM;FEM;SG	ADJ
память	arbeitsspeicher	память	arbeitsspeicher	N;INAN;NOM;FEM;SG	ADJ
память	speicher	память	speich	N;INAN;NOM;FEM;SG	ADJ
национальная	nationale	национальный	national	ADJ;NOM;FEM;SG	ADJ;NOM;FEM;PL
пост	post	пост	post	N;INAN;NOM;MASC;SG	PROPN;NOM;SG
пост	pfosten	пост	pfosten	N;INAN;NOM;MASC;SG	V;NFIN
пост	posten	пост	posten	N;INAN;NOM;MASC;SG	V;FIN
карл	carl	карл	carl	PROPN;ANIM;NOM;MASC;SG	PROPN;NOM;MASC;SG
карл	karl	карл	karlen	PROPN;ANIM;NOM;MASC;SG	PROPN;NOM;MASC;SG
карл	carl	карл	carl	PROPN;ANIM;NOM;MASC;SG	PROPN;NOM;MASC;SG
край	rand	край	rinden	N;INAN;NOM;MASC;SG	ADV
край	kante	край	kanten	N;INAN;NOM;MASC;SG	ADJ
край	edge	край	edg	N;INAN;NOM;MASC;SG	
край	kanten	край	kanten	N;INAN;NOM;MASC;SG	V;NFIN
тела	body	тело	body	N;INAN;NOM;NEUT;PL	PROPN;NOM;SG
тела	körper	тело	körp	N;INAN;NOM;NEUT;PL	
тела	karosserie	тело	karosserie	N;INAN;NOM;NEUT;PL	ADJ
тела	stelle	тело	stellen	N;INAN;NOM;NEUT;PL	V;IND;SG;3;PRS;FIN
тела	gremien	тело	gremien	N;INAN;NOM;NEUT;PL	ADJ
тела	körper	тело	körp	N;INAN;NOM;NEUT;PL	
тела	körperschaften	тело	körperschaft	N;INAN;NOM;NEUT;PL	ADJ
общество	gesellschaft	общество	gesellschaft	N;INAN;NOM;NEUT;SG	ADJ
явно	eindeutig	явно	eindeutig	ADV	ADJ
явно	klar	явно	klar	ADV	ADJ
явно	deutlich	явно	deutlich	ADV	ADJ
активно	tatkräftig	активно	tatkräftig	ADV	ADJ
активно	aktiv	активно	aktiv	ADV	ADJ
лично	persönlich	лично	persönlich	ADV	ADJ
вида	vida	вид	vida	N;INAN;GEN;MASC;SG	PROPN;NOM;SG
польши	polnisch	польша	polnisch	N;INAN;NOM;FEM;SG	ADJ
польши	polnischen	польша	polnisch	N;INAN;NOM;FEM;SG	ADJ;NOM;MASC;PL
польши	polnische	польша	polnisch	N;INAN;NOM;FEM;SG	ADJ;NOM;FEM;PL
польши	polnisches	польша	polnisch	N;INAN;NOM;FEM;SG	ADJ;NOM;NEUT;SG
польши	polen	польша	polen	N;INAN;NOM;FEM;SG	
вероятно	vermutlich	вероятно	vermutlich	ADV	ADJ
вероятно	wahrscheinlich	вероятно	wahrscheinlich	ADV	ADJ
вероятно	voraussichtlich	вероятно	voraussichtlich	ADV	ADJ
вероятно	wahrscheinliche	вероятно	wahrscheinlich	ADV	ADJ;NOM;FEM;PL
вероятно	wahrscheinlich	вероятно	wahrscheinlich	ADV	ADJ
часов	öffnungszeiten	час	öffnungszeit	N;INAN;GEN;MASC;PL	V;NFIN
часов	stunden	час	stehen	N;INAN;GEN;MASC;PL	V;NFIN
часов	arbeitszeit	час	arbeitszeit	N;INAN;GEN;MASC;PL	
часов	betriebszeiten	час	betriebszeiten	N;INAN;GEN;MASC;PL	V;NFIN
виды	tierarten	вид	tierarten	N;INAN;NOM;MASC;PL	V;NFIN
виды	tierart	вид	tierart	N;INAN;NOM;MASC;PL	ADJ
виды	spezies	вид	spezies	N;INAN;NOM;MASC;PL	
виды	gattung	вид	gattung	N;INAN;NOM;MASC;PL	ADJ
первоначально	anfänglich	первоначально	anfänglich	ADV	ADJ
первоначально	ursprünglich	первоначально	ursprünglich	ADV	ADJ
первоначально	ursprünglich	первоначально	ursprünglich	ADV	ADJ
исследований	studien	исследование	studien	N;INAN;GEN;NEUT;PL	V;NFIN
исследований	studium	исследование	studium	N;INAN;GEN;NEUT;PL	N;NOM;NEUT;SG
исследований	untersuchungen	исследование	untersuchingen	N;INAN;GEN;NEUT;PL	V;NFIN
исследований	forschungen	исследование	forschungen	N;INAN;GEN;NEUT;PL	V;NFIN
исследований	forschung	исследование	forschung	N;INAN;GEN;NEUT;PL	N;NOM;FEM;SG
исследований	recherchen	исследование	recherch	N;INAN;GEN;NEUT;PL	V;NFIN
жил	lebten	жить	leben	V;IPFV;MASC;IND;SG;PST;FIN;ACT	V;IND;PL;3;PST;FIN
жил	gewohnt	жить	gewohnt	V;IPFV;MASC;IND;SG;PST;FIN;ACT	ADJ
начиная	ab	начинать	ab	V;IPFV;PRS;V.CVB;ACT	ADP
номинации	benennung	номинация	benennung	N;INAN;NOM;FEM;PL	ADJ
номинации	nominiert	номинация	nominieren	N;INAN;NOM;FEM;PL	V;V.PTCP
номинации	ernennung	номинация	ernennung	N;INAN;NOM;FEM;PL	ADJ;SG
номинации	nominierung	номинация	nominierung	N;INAN;NOM;FEM;PL	N;NOM;FEM;SG
пожалуйста	please	пожалуйста	please	ADV	PROPN
пожалуйста	bitte	пожалуйста	bitte	ADV	
петрович	petrowitsch	петрович	petrowitsch	N;ANIM;NOM;MASC;SG	PROPN;NOM;SG
международный	internationalen	международный	international	ADJ;NOM;MASC;SG	ADJ;NOM;MASC;PL
международный	internationale	международный	international	ADJ;NOM;MASC;SG	ADJ;NOM;FEM;PL
называется	rief	называться	rufen	V;IPFV;IND;SG;3;PRS;FIN;MID	V;IND;SG;3;PST;FIN
происхождения	herkunftsort	происхождение	herkunftsort	N;INAN;NOM;NEUT;SG	ADJ
происхождения	entstehung	происхождение	Entstehung	N;INAN;NOM;NEUT;SG	
происхождения	ursprung	происхождение	ursprung	N;INAN;NOM;NEUT;SG	ADV
происхождения	entstehungsgeschichte	происхождение	entstehungsgeschichte	N;INAN;NOM;NEUT;SG	ADJ;NOM;FEM;SG
происхождения	ursprünge	происхождение	ursprüngen	N;INAN;NOM;NEUT;SG	ADJ
происхождения	ursprung	происхождение	ursprung	N;INAN;NOM;NEUT;SG	ADV
сами	sami	сам	sami	ADJ;NOM;PL	PROPN;NOM;SG
министра	minister	министр	minister	N;ANIM;ACC;MASC;SG	
министра	ministerin	министр	ministerin	N;ANIM;ACC;MASC;SG	
минимальная	mindestens	минимальный	mindestens	ADJ;NOM;FEM;SG	ADV
минимальная	minimum	минимальный	minimum	ADJ;NOM;FEM;SG	
минимальная	minimale	минимальный	minimal	ADJ;NOM;FEM;SG	ADJ;NOM;FEM;PL
минимальная	mindest	минимальный	mindest	ADJ;NOM;FEM;SG	
минимальная	minimum	минимальный	minimum	ADJ;NOM;FEM;SG	
минимальная	minimale	минимальный	minimal	ADJ;NOM;FEM;SG	ADJ;NOM;FEM;PL
взгляд	starren	взгляд	starr	N;INAN;NOM;MASC;SG	V;NFIN
взгляд	blicke	взгляд	blick	N;INAN;NOM;MASC;SG	ADJ;NOM;PL
взгляд	blicken	взгляд	blicken	N;INAN;NOM;MASC;SG	V;NFIN
взгляд	blick	взгляд	blick	N;INAN;NOM;MASC;SG	ADV
памяти	erinnerungen	память	erinnerung	N;INAN;GEN;FEM;SG	N;NOM;FEM;PL
памяти	gedächtnis	память	gedächtnis	N;INAN;GEN;FEM;SG	
памяти	erinnerung	память	erinnerung	N;INAN;GEN;FEM;SG	ADJ
памяти	arbeitsspeicher	память	arbeitsspeicher	N;INAN;GEN;FEM;SG	ADJ
памяти	speicher	память	speich	N;INAN;GEN;FEM;SG	ADJ
нарушение	übertretung	нарушение	übertretung	N;INAN;NOM;NEUT;SG	
нарушение	verstoß	нарушение	verstoß	N;INAN;NOM;NEUT;SG	
нарушение	durchbrechen	нарушение	durchbrechen	N;INAN;NOM;NEUT;SG	V;NFIN
нарушение	verstoß	нарушение	verstoß	N;INAN;NOM;NEUT;SG	
нарушение	zuwiderhandlung	нарушение	zuwiderhandlung	N;INAN;NOM;NEUT;SG	PROPN
нарушение	verstöße	нарушение	verstöße	N;INAN;NOM;NEUT;SG	
нарушение	übertretung	нарушение	übertretung	N;INAN;NOM;NEUT;SG	
нарушение	verstoß	нарушение	verstoß	N;INAN;NOM;NEUT;SG	
сделал	hast	делать	haben	V;PFV;MASC;IND;SG;PST;FIN;ACT	V;IND;SG;3;PRS;FIN
сделал	made	делать	made	V;PFV;MASC;IND;SG;PST;FIN;ACT	PROPN;SG
анатолий	anatoli	анатолий	anatoli	N;ANIM;NOM;MASC;SG	PROPN;NOM;MASC;SG
анатолий	anatoli	анатолий	anatoli	N;ANIM;NOM;MASC;SG	PROPN;NOM;MASC;SG
пример	beispiel	пример	beispiel	N;INAN;NOM;MASC;SG	ADV
администрации	behörden	администрация	behörden	N;INAN;NOM;FEM;SG	V;NFIN
администрации	verwaltungen	администрация	verwaltung	N;INAN;NOM;FEM;SG	V;NFIN
администрации	verwaltung	администрация	verwaltung	N;INAN;NOM;FEM;SG	ADJ
средний	middle	средний	middle	ADJ;NOM;MASC;SG	PROPN
средний	mittlere	средний	mittler	ADJ;NOM;MASC;SG	ADJ;NOM;FEM;PL
средний	mitte	средний	mitte	ADJ;NOM;MASC;SG	ADV
средний	durchschnitt	средний	durchschneiden	ADJ;NOM;MASC;SG	
средний	mittelwert	средний	mittelwern	ADJ;NOM;MASC;SG	
средний	durchschnittliche	средний	durchschnittlich	ADJ;NOM;MASC;SG	ADJ;NOM;FEM;PL
средний	mittlere	средний	mittler	ADJ;NOM;MASC;SG	ADJ;NOM;FEM;PL
средний	medium	средний	medium	ADJ;NOM;MASC;SG	
средний	mittel	средний	mittel	ADJ;NOM;MASC;SG	ADV
президиума	präsidium	президиум	präsidium	N;INAN;GEN;MASC;SG	PROPN
мастер	assistenten	мастер	assistent	N;ANIM;NOM;MASC;SG	V;PL;FIN
мастер	wizard	мастер	wizard	N;ANIM;NOM;MASC;SG	PROPN;NOM;SG
мастер	assistent	мастер	assistent	N;ANIM;NOM;MASC;SG	ADJ
мастер	zauberer	мастер	zauber	N;ANIM;NOM;MASC;SG	ADJ
мастер	magier	мастер	magier	N;ANIM;NOM;MASC;SG	
мастер	master	мастер	master	N;ANIM;NOM;MASC;SG	ADJ
факты	fakten	факт	fakten	N;INAN;NOM;MASC;PL	V;NFIN
факты	sachverhalt	факт	sachverhalt	N;INAN;NOM;MASC;PL	ADJ
промышленности	wirtschaft	промышленность	wirtschaft	N;INAN;NOM;FEM;SG	
промышленности	branchen	промышленность	branchen	N;INAN;NOM;FEM;SG	N;PL
уровень	niveau	уровень	niveau	N;INAN;NOM;MASC;SG	ADV
уровень	stufen	уровень	stufen	N;INAN;NOM;MASC;SG	V;NFIN
уровень	ebenen	уровень	eben	N;INAN;NOM;MASC;SG	
уровень	ebene	уровень	eben	N;INAN;NOM;MASC;SG	
уровень	stufe	уровень	stufen	N;INAN;NOM;MASC;SG	ADJ
уровень	level	уровень	level	N;INAN;NOM;MASC;SG	
