slovacchia	slovaquie	slovacchio	slovaquie	N;FEM;SG	PROPN
ordinario	ordinaires	ordinario	ordinaire	ADJ;MASC;SG	ADJ;MASC;PL
soppressione	abolie	soppressione	abolie	N;FEM;SG	V;FEM;SG;PST;V.PTCP
soppressione	abolir	soppressione	abolir	N;FEM;SG	V;NFIN
soppressione	suppressions	soppressione	suppression	N;FEM;SG	N;FEM;PL
pérez	perez	pérez	perer	N;SG	PROPN
pérez	perez	pérez	perer	N;SG	PROPN
pérez	pérez	pérez	pérer	N;SG	PROPN
hugh	hugues	hugh	hugue	N	PROPN
hugh	hugh	hugh	hugh	N	PROPN
again	again	again	again		V
again	encore	again	encore		ADV
eserciti	armées	esercito	armer	N;MASC;PL	V;FEM;PL;PST;V.PTCP
secondarie	secondaire	secondario	secondaire	ADJ;FEM;PL	ADJ;MASC;SG
specializzata	spécialisé	specializzato	spécialiser	ADJ;FEM;SG	V;MASC;SG;PST;V.PTCP
specializzata	spécialisée	specializzato	spécialiser	ADJ;FEM;SG	V;FEM;SG;PST;V.PTCP
specializzata	spécialisées	specializzato	spécialisé	ADJ;FEM;SG	V;FEM;PL;PST;V.PTCP
specializzata	spécialisés	specializzato	spécialiser	ADJ;FEM;SG	V;MASC;PL;PST;V.PTCP
specializzata	spécialisé	specializzato	spécialiser	ADJ;FEM;SG	V;MASC;SG;PST;V.PTCP
specializzata	spécialisée	specializzato	spécialiser	ADJ;FEM;SG	V;FEM;SG;PST;V.PTCP
specializzata	spécialisées	specializzato	spécialisé	ADJ;FEM;SG	V;FEM;PL;PST;V.PTCP
specializzata	spécialisés	specializzato	spécialiser	ADJ;FEM;SG	V;MASC;PL;PST;V.PTCP
manovra	manœuvrer	manovra	manœuvrer	N;FEM;SG	V;NFIN
valencia	valencia	valencia	valencia	N;FEM;SG	PROPN
variazione	variations	variazione	variation	N;FEM;SG	N;FEM;PL
variazione	modifier	variazione	modifier	N;FEM;SG	V;NFIN
variazione	changements	variazione	changement	N;FEM;SG	N;MASC;PL
variazione	changer	variazione	changer	N;FEM;SG	V;NFIN
away	loin	away	loin	N	ADV
sospensione	sursis	sospensione	sursis	N;FEM;SG	V;MASC;SG;PST;V.PTCP
sospensione	suspendre	sospensione	suspendre	N;FEM;SG	V;NFIN
sospensione	suspendu	sospensione	suspendre	N;FEM;SG	V;MASC;SG;PST;V.PTCP
sospensione	suspensions	sospensione	suspension	N;FEM;SG	N;FEM;PL
pirati	pirate	pirata	pirate	N;MASC;PL	N;MASC;SG
veneziano	vénitiens	veneziano	vénitien	ADJ;MASC;SG	ADJ;MASC;PL
wallace	wallace	wallace	wallace	N;MASC;SG	PROPN
pesaro	pesaro	pesaro	pesaro	N;MASC;SG	PROPN
toro	toro	toro	toro	N;MASC;SG	PROPN
toro	taurus	toro	taurus	N;MASC;SG	PROPN
toro	bull	toro	bull	N;MASC;SG	PROPN
toro	taureaux	toro	taureau	N;MASC;SG	N;MASC;PL
eletti	élue	eleggere	élire	V;MASC;PL;PST;V.PTCP	V;FEM;SG;PST;V.PTCP
eletti	élu	eleggere	élire	V;MASC;PL;PST;V.PTCP	V;MASC;SG;PST;V.PTCP
superman	superman	supermano	superman	N;MASC;SG	PROPN
modern	moderne	modern	moderne	N	ADJ;MASC;SG
modern	modernes	modern	moderne	N	ADJ;MASC;PL
massimi	maxima	massimo	maxima	ADJ;MASC;PL	PROPN
after	apres	after	après		
after	after	after	after		PROPN
after	après	after	après		ADP
after	aprés	after	apré		
ferite	blessés	ferita	blesser	N;FEM;PL	V;MASC;PL;PST;V.PTCP
kiev	kiev	kiev	kiev	N;FEM;SG	PROPN
kiev	kiev	kiev	kiev	N;FEM;SG	PROPN
phoenix	phoenix	phoenix	phoenix	N;MASC	PROPN
datato	datés	datato	dater	V;MASC;SG;PST;V.PTCP	V;MASC;PL;PST;V.PTCP
corno	horn	corno	horn	N;MASC;SG	PROPN
piatti	vaisselle	piatto	vaisselle	N;MASC;PL	N;FEM;SG
futuri	future	futuro	futur	ADJ;MASC;PL	ADJ;FEM;SG
futuri	futur	futuro	futur	ADJ;MASC;PL	ADJ;MASC;SG
futuri	avenir	futuro	avenir	ADJ;MASC;PL	N;MASC;SG
protesta	protestations	protesta	protestation	N;FEM;SG	N;FEM;PL
protesta	protester	protesta	protester	N;FEM;SG	V;NFIN
rachel	rachel	rachel	rachel	N;FEM;SG	PROPN
immacolata	immaculée	immacolare	immaculer	ADJ;FEM;SG	V;FEM;SG;PST;V.PTCP
immacolata	immaculé	immacolare	immaculer	ADJ;FEM;SG	V;MASC;SG;PST;V.PTCP
canti	chantons	canto	chanter	N;MASC;PL	V;IMP;PL;1;PRS;FIN
canti	chanter	canto	chanter	N;MASC;PL	V;NFIN
canti	chante	canto	chanter	N;MASC;PL	V;IND;SG;3;PRS;FIN
canti	chanson	canto	chanson	N;MASC;PL	N;FEM;SG
intellettuali	intellectuelle	intellettuale	intellectuel	N;PL	ADJ;FEM;SG
intellettuali	intellectuel	intellettuale	intellectuel	N;PL	ADJ;MASC;SG
elia	elie	elia	elie	N;MASC;SG	PROPN
elia	elijah	elia	elijah	N;MASC;SG	PROPN
elia	elia	elia	elia	N;MASC;SG	PROPN
elia	elias	elia	elias	N;MASC;SG	PROPN
bersaglio	cibles	bersaglio	cible	N;MASC;SG	N;FEM;PL
bersaglio	cibler	bersaglio	cibler	N;MASC;SG	V;NFIN
manifesto	poster	manifesto	poster	N;MASC;SG	V;NFIN
manifesto	affiches	manifesto	affiche	N;MASC;SG	N;FEM;PL
manifesto	manifestes	manifesto	manifeste	N;MASC;SG	ADJ;MASC;PL
napoletano	napoletano	napoletano	napoletano	ADJ;MASC;SG	PROPN
fedeltà	fidelity	fedeltà	fidelity	N;FEM	PROPN
raw	cru	raw	cru	N;MASC	V;MASC;SG;PST;V.PTCP
raw	premières	raw	premier	N;MASC	ADJ;FEM;PL
raw	brut	raw	brut	N;MASC	ADJ;MASC;SG
illustri	illustre	illustrare	illustre	N;MASC;PL	ADJ;MASC;SG
illustri	illustres	illustrare	illustre	N;MASC;PL	ADJ;MASC;PL
illustri	distinguées	illustrare	distinguer	N;MASC;PL	V;FEM;PL;PST;V.PTCP
illustri	distingués	illustrare	distinguer	N;MASC;PL	V;MASC;PL;PST;V.PTCP
illustri	distinguée	illustrare	distinguer	N;MASC;PL	V;FEM;SG;PST;V.PTCP
illustri	distingué	illustrare	distinguer	N;MASC;PL	V;MASC;SG;PST;V.PTCP
integrato	intégrée	integrato	intégrer	ADJ;MASC;SG	V;FEM;SG;PST;V.PTCP
integrato	intégrées	integrato	intégrer	ADJ;MASC;SG	V;FEM;PL;PST;V.PTCP
integrato	intégré	integrato	intégrer	ADJ;MASC;SG	V;MASC;SG;PST;V.PTCP
integrato	intégrés	integrato	intégrer	ADJ;MASC;SG	V;MASC;PL;PST;V.PTCP
integrato	intégrée	integrato	intégrer	ADJ;MASC;SG	V;FEM;SG;PST;V.PTCP
integrato	incorporé	integrato	incorporer	ADJ;MASC;SG	V;MASC;SG;PST;V.PTCP
integrato	intégré	integrato	intégrer	ADJ;MASC;SG	V;MASC;SG;PST;V.PTCP
integrato	embarqué	integrato	embarquer	ADJ;MASC;SG	V;MASC;SG;PST;V.PTCP
integrato	intégrés	integrato	intégrer	ADJ;MASC;SG	V;MASC;PL;PST;V.PTCP
perfino	meme	perfino	même	ADV	INTJ
tomáš	tomáš	tomáš	tomáš	PROPN	PROPN
watson	watson	watson	watson	N;MASC;SG	PROPN
finanziaria	financière	finanziaria	financier	N;FEM;SG	ADJ;FEM;SG
finanziaria	financier	finanziaria	financier	N;FEM;SG	ADJ;MASC;SG
reynolds	reynolds	reynolds	reynold	N;MASC;SG	N;MASC;PL
istanbul	istanbul	istanbul	istanbul	N;MASC	PROPN
für	für	für	für		PROPN
preceduto	précédés	precedere	précéder	V;MASC;SG;PST;V.PTCP	V;MASC;PL;PST;V.PTCP
separati	séparée	separare	séparer	V;MASC;PL;PST;V.PTCP	V;FEM;SG;PST;V.PTCP
separati	séparé	separare	séparer	V;MASC;PL;PST;V.PTCP	V;MASC;SG;PST;V.PTCP
separati	distinct	separare	distinct	V;MASC;PL;PST;V.PTCP	ADJ;MASC;SG
separati	séparé	separare	séparer	V;MASC;PL;PST;V.PTCP	V;MASC;SG;PST;V.PTCP
sandra	sandra	sandra	sandra	N;FEM;SG	PROPN
soggiorno	reste	soggiorno	rester	N;MASC;SG	V;IND;SG;3;PRS;FIN
soggiorno	rester	soggiorno	rester	N;MASC;SG	V;NFIN
illinois	illinois	illinois	illinois	N;MASC;SG	PROPN
magico	magie	magico	magie	ADJ;MASC;SG	N;FEM;SG
magico	magic	magico	magic	ADJ;MASC;SG	PROPN
magico	magiques	magico	magique	ADJ;MASC;SG	ADJ;MASC;PL
orleans	orleans	orleans	orlean	N;FEM;SG	PROPN
spalla	épaules	spalla	épaule	N;FEM;SG	N;FEM;PL
challenge	gageure	challenge	gageure	N;MASC	ADJ;FEM;SG
scipione	scipione	scipione	scipione	N;MASC;SG	PROPN
bach	bach	bach	bach	N;MASC;PL	PROPN
bros	bros	bros	bros	N	PROPN
phillips	philips	phillips	philip	N;MASC;SG	PROPN
phillips	phillips	phillips	phillip	N;MASC;SG	PROPN
giocate	jouez	giocare	jouer	V;FEM;PL;PST;V.PTCP	V;IMP;PL;2;PRS;FIN
sentito	entendues	sentire	entendre	V;MASC;SG;PST;V.PTCP	V;FEM;PL;PST;V.PTCP
sentito	entendus	sentire	entendre	V;MASC;SG;PST;V.PTCP	V;MASC;PL;PST;V.PTCP
sloveno	slovènes	sloveno	slovène	ADJ;MASC;SG	ADJ;MASC;PL
sloveno	slovènes	sloveno	slovène	ADJ;MASC;SG	ADJ;MASC;PL
call	appeler	call	appeler	N	V;NFIN
call	appelez	call	appeler	N	V;IMP;PL;2;PRS;FIN
call	appelle	call	appeler	N	V;IND;SG;3;PRS;FIN
indiani	indiens	indiano	indien	N;MASC;PL	ADJ;MASC;PL
indiani	indienne	indiano	indien	N;MASC;PL	ADJ;FEM;SG
indiani	indiens	indiano	indien	N;MASC;PL	ADJ;MASC;PL
indiani	indiennes	indiano	indien	N;MASC;PL	ADJ;FEM;PL
indiani	indien	indiano	indien	N;MASC;PL	ADJ;MASC;SG
geometria	géométrique	geometria	géométrique	N;FEM;SG	ADJ;MASC;SG
biagio	biagio	biagio	biagio	N;MASC;SG	PROPN
millennio	millenium	millennio	millenium	N;MASC;SG	PROPN
millennio	millennium	millennio	millennium	N;MASC;SG	PROPN
giganti	géant	gigante	géant	N;MASC;PL	N;MASC;SG
giganti	giant	gigante	giant	N;MASC;PL	PROPN
giganti	géante	gigante	géant	N;MASC;PL	ADJ;FEM;SG
zia	tata	zio	tata	N;FEM;SG	PROPN
zia	zia	zio	zia	N;FEM;SG	PROPN
rimosso	supprimés	rimuovere	supprimer	V;MASC;SG;PST;V.PTCP	V;MASC;PL;PST;V.PTCP
traduzioni	traduction	traduzione	traduction	N;FEM;PL	N;FEM;SG
traduzioni	traduction	traduzione	traduction	N;FEM;PL	N;FEM;SG
happy	heureuses	happy	heureux	N	ADJ;FEM;PL
happy	joyeux	happy	joyeux	N	ADJ;MASC;SG
happy	heureux	happy	heureux	N	ADJ;MASC;SG
happy	heureuse	happy	heureux	N	ADJ;FEM;SG
happy	joyeuse	happy	joyeux	N	ADJ;FEM;SG
voll	voll	volle	voll	N	PROPN
accompagnamento	accompagnant	accompagnamento	accompagner	N;MASC;SG	V;PRS;V.PTCP
accompagnamento	accompagner	accompagnamento	accompagner	N;MASC;SG	V;NFIN
minerali	minerai	minerale	minerai	N;MASC;PL	N;MASC;SG
minerali	ore	minerale	ore	N;MASC;PL	PROPN
minerali	minéral	minerale	minéral	N;MASC;PL	N;MASC;SG
minerali	minéral	minerale	minéral	N;MASC;PL	N;MASC;SG
minerali	minérales	minerale	minéral	N;MASC;PL	ADJ;FEM;PL
fissa	corrigé	fissare	corrigé	V;IND;SG;3;PRS;FIN	V;MASC;SG;PST;V.PTCP
fissa	fixe	fissare	fixe	V;IND;SG;3;PRS;FIN	ADJ;MASC;SG
fissa	fixes	fissare	fixe	V;IND;SG;3;PRS;FIN	ADJ;MASC;PL
fissa	fixé	fissare	fixer	V;IND;SG;3;PRS;FIN	V;MASC;SG;PST;V.PTCP
fissa	réparé	fissare	réparer	V;IND;SG;3;PRS;FIN	V;MASC;SG;PST;V.PTCP
distinguere	distinctif	distinguere	distinctif	V;NFIN	ADJ;MASC;SG
adolfo	adolfo	adolfo	adolfo	N;MASC;SG	PROPN
adolfo	adolphus	adolfo	adolphus	N;MASC;SG	PROPN
adolfo	adolf	adolfo	adolf	N;MASC;SG	PROPN
installazione	installer	installazione	installer	N;FEM;SG	V;NFIN
installazione	installer	installazione	installer	N;FEM;SG	V;NFIN
installazione	installent	installazione	installer	N;FEM;SG	V;IND;PL;3;PRS;FIN
installazione	installe	installazione	installer	N;FEM;SG	V;IND;SG;3;PRS;FIN
spin	tourner	spino	tourner	N;MASC	V;NFIN
spin	tourne	spino	tourner	N;MASC	V;IND;SG;3;PRS;FIN
michigan	michigan	michigan	michigan	N;FEM;SG	PROPN
applicata	appliqués	applicare	appliquer	V;FEM;SG;PST;V.PTCP	V;MASC;PL;PST;V.PTCP
monferrato	montferrat	monferrato	montferrat	ADJ;MASC;SG	N;MASC;SG
monferrato	monferrato	monferrato	monferrato	ADJ;MASC;SG	PROPN
gac	gac	gac	gac	N;MASC	PROPN
esposti	exposé	esporre	exposer	V;MASC;PL;PST;V.PTCP	V;MASC;SG;PST;V.PTCP
joão	joão	joão	joão	N;MASC;SG	PROPN
leon	león	leon	león	N;SG	PROPN
leon	leon	leon	leon	N;SG	PROPN
colli	cous	collo	cous	N;MASC;PL	ADJ;MASC;PL
colli	cou	collo	cou	N;MASC;PL	N;MASC;SG
colli	colli	collo	colli	N;MASC;PL	PROPN
grotte	grotte	grotta	grotte	N;FEM;PL	N;FEM;SG
alessandra	alexandra	alessandra	alexandra	N;FEM;SG	PROPN
alessandra	alessandra	alessandra	alessandra	N;FEM;SG	PROPN
definiti	définie	definire	définir	V;MASC;PL;PST;V.PTCP	V;FEM;SG;PST;V.PTCP
definiti	défini	definire	définir	V;MASC;PL;PST;V.PTCP	V;MASC;SG;PST;V.PTCP
abiti	vêtement	abito	vêtement	N;MASC;PL	N;MASC;SG
assi	as	assi	as	N;MASC;PL	INTJ
rodríguez	rodriguez	rodríguez	rodriguer	N;MASC;SG	V;IMP;PL;2;PRS;FIN
rodríguez	rodríguez	rodríguez	rodríguer	N;MASC;SG	PROPN
rodríguez	rodríguez	rodríguez	rodríguer	N;MASC;SG	PROPN
compleanno	anniversaires	compleanno	anniversaire	N;MASC;SG	N;MASC;PL
cristoforo	cristoforo	cristoforo	cristoforo	N;MASC;SG	PROPN
carrara	carrara	carrara	carrara	N;FEM;SG	PROPN
severo	severus	severo	severus	ADJ;MASC;SG	PROPN
severo	severo	severo	severo	ADJ;MASC;SG	PROPN
severo	sévères	severo	sévère	ADJ;MASC;SG	ADJ;MASC;PL
severo	graves	severo	grave	ADJ;MASC;SG	ADJ;MASC;PL
severo	poupe	severo	poupe	ADJ;MASC;SG	N;FEM;SG
severo	stern	severo	ster	ADJ;MASC;SG	PROPN
return	retourner	return	retourner		V;NFIN
return	retour	return	retour		N;MASC;SG
return	revenir	return	revenir		V;NFIN
cecil	cecil	cecil	cecil	N;MASC	PROPN
pallone	ballons	pallone	ballon	N;MASC;SG	N;MASC;PL
pallone	ball	pallone	ball	N;MASC;SG	PROPN
adatta	fit	adattare	faire	ADJ;FEM;SG	V;IND;SG;3;PST;FIN
adatta	ajuster	adattare	ajuster	ADJ;FEM;SG	V;NFIN
arizona	arizona	arizonare	arizona	N;FEM;SG	PROPN
wagner	wagner	wagner	wagner	N;MASC;SG	PROPN
promosse	promue	promuovere	promouvoir	V;FEM;PL;PST;V.PTCP	V;FEM;SG;PST;V.PTCP
promosse	promu	promuovere	promouvoir	V;FEM;PL;PST;V.PTCP	V;MASC;SG;PST;V.PTCP
cristallo	cristalline	cristallo	cristallin	N;MASC;SG	ADJ;FEM;SG
cristallo	cristaux	cristallo	cristal	N;MASC;SG	N;MASC;PL
vercelli	vercelli	vercello	vercelli	N;FEM;SG	PROPN
secco	sèche	secco	sec	N;MASC;SG	ADJ;FEM;SG
secco	sèches	secco	sec	N;MASC;SG	ADJ;FEM;PL
secco	sec	secco	sec	N;MASC;SG	ADJ;MASC;SG
secco	secs	secco	sec	N;MASC;SG	ADJ;MASC;PL
secco	sécher	secco	sécher	N;MASC;SG	V;NFIN
annibale	hannibal	annibale	hannibal	N;MASC;SG	PROPN
cosimo	cosimo	cosimo	cosimo	N;MASC;SG	PROPN
amanda	amanda	amanda	amander	N;FEM;SG	PROPN
rca	rca	rca	rca	N;MASC	PROPN
cancellazioni	annulation	cancellazione	annulation	N;FEM;PL	N;FEM;SG
cancellazioni	résiliation	cancellazione	résiliation	N;FEM;PL	N;FEM;SG
ignazio	ignacio	ignazio	ignacio	N;MASC;SG	PROPN
ignazio	ignazio	ignazio	ignazio	N;MASC;SG	PROPN
ronald	ronald	ronald	ronald	N;MASC;SG	PROPN
retro	rétro	retro	rétro	N;MASC;SG	ADJ;MASC;SG
retro	retro	retro	retro	N;MASC;SG	
melbourne	melbourne	melbourne	melbourne	N;FEM;SG	PROPN
pastorale	pastorales	pastorale	pastoral	ADJ;SG	ADJ;FEM;PL
harvey	harvey	harvey	harvey	N;MASC;SG	PROPN
isaac	isaac	isaac	isaac	N;SG	PROPN
pausa	briser	pausa	briser	N;FEM;SG	V;NFIN
pausa	interrompre	pausa	interrompre	N;FEM;SG	V;NFIN
pausa	suspendre	pausa	suspendre	N;FEM;SG	V;NFIN
know	connaitre	know	connaître	N	V;NFIN
know	connaître	know	connaître	N	V;NFIN
know	sais	know	savoir	N	INTJ
know	sachez	know	savoir	N	V;IMP;PL;2;PRS;FIN
know	savoir	know	savoir	N	V;NFIN
formando	formage	formare	formage	V;V.MSDR	N;MASC;SG
hunt	hunt	hunt	hunt	N	PROPN
hunt	pourchasser	hunt	pourchasser	N	V;NFIN
hunt	chasser	hunt	chasser	N	V;NFIN
testimone	témoins	testimone	témoin	N;MASC;SG	N;MASC;PL
viceversa	inversement	viceversa	inversement	ADJ;SG	ADV
vacante	vacants	vacante	vacant	ADJ;SG	ADJ;MASC;PL
lontana	distants	lontano	distant	ADJ;FEM;SG	ADJ;MASC;PL
lontana	distant	lontano	dire	ADJ;FEM;SG	V;PRS;V.PTCP
sfruttare	exploit	sfruttare	exploit	V;NFIN	N;MASC;SG
tele	tele	tela	tele	N;FEM;PL	N;FEM;SG
palmer	palmer	palmer	palmer	N	PROPN
scrivi	écrivez	scrivere	écrire	V;IMP;SG;2;PRS;FIN	V;IMP;PL;2;PRS;FIN
reed	reed	reed	reedre	N;MASC	PROPN
emily	émilie	emily	émilie	N;FEM	PROPN
emily	emily	emily	emily	N;FEM	PROPN
acquisito	acquises	acquisire	acquérir	V;MASC;SG;PST;V.PTCP	V;FEM;PL;PST;V.PTCP
pellicole	film	pellicolo	film	N;FEM;PL	N;MASC;SG
transizione	transitoire	transizione	transitoire	N;FEM;SG	ADJ;MASC;SG
transizione	transitoires	transizione	transitoire	N;FEM;SG	ADJ;MASC;PL
taiwan	taiwan	taiwan	taiwan	N;MASC	PROPN
taiwan	taïwan	taiwan	taïwan	N;MASC	PROPN
taiwan	taiwanais	taiwan	taiwanais	N;MASC	ADJ;MASC;SG
taiwan	taïwan	taiwan	taïwan	N;MASC	PROPN
taiwan	taïwanais	taiwan	taïwanais	N;MASC	ADJ;MASC;SG
circondato	entourés	circondare	entourer	V;MASC;SG;PST;V.PTCP	V;MASC;PL;PST;V.PTCP
circondato	encerclés	circondare	encercler	V;MASC;SG;PST;V.PTCP	V;MASC;PL;PST;V.PTCP
pour	verser	pour	verser		V;NFIN
pour	verse	pour	verser		V;IND;SG;3;PRS;FIN
müller	müller	müller	müller		PROPN
müller	müller	müller	müller		PROPN
müller	muller	müller	muller		PROPN
xxi	xxi	xxi	xxi	ADJ;SG	NUM
xxi	xxie	xxi	xxie	ADJ;SG	N;MASC;SG
cantato	sang	cantare	sang	V;MASC;SG;PST;V.PTCP	N;MASC;SG
cantato	chantait	cantare	chanter	V;MASC;SG;PST;V.PTCP	V;IND;SG;3;IPFV;FIN
cantato	sung	cantare	sung	V;MASC;SG;PST;V.PTCP	
freccia	flèches	freccia	flèche	N;FEM;SG	N;FEM;PL
freccia	arrow	freccia	arrow	N;FEM;SG	PROPN
colpevole	coupable	colpevole	coupable	N;SG	ADJ;MASC;SG
colpevole	coupables	colpevole	coupable	N;SG	ADJ;MASC;PL
claire	claire	claire	clair	N;FEM;SG	ADJ;FEM;SG
folla	foules	folla	foule	N;FEM;SG	N;FEM;PL
concorrente	participante	concorrente	participant	N;SG	ADJ;FEM;SG
concorrente	participant	concorrente	participer	N;SG	V;PRS;V.PTCP
concorrente	compétiteurs	concorrente	compétiteur	N;SG	N;MASC;PL
concorrente	concurrents	concorrente	concurrent	N;SG	N;MASC;PL
uniforme	uniformes	uniforme	uniforme	ADJ;SG	ADJ;MASC;PL
josh	josh	josh	josh	N	PROPN
raro	rareté	raro	rareté	ADJ;MASC;SG	N;FEM;SG
raro	saignant	raro	saigner	ADJ;MASC;SG	V;PRS;V.PTCP
raro	rares	raro	rare	ADJ;MASC;SG	ADJ;MASC;PL
fausto	fausto	fausto	fausto	N;MASC;SG	PROPN
fausto	faust	fausto	faust	N;MASC;SG	PROPN
dimostrazione	démos	dimostrazione	démo	N;FEM;SG	N;FEM;PL
dimostrazione	démonstrations	dimostrazione	démonstration	N;FEM;SG	N;FEM;PL
concesse	accordé	concedere	accorder	V;IND;PL;3;PST;FIN	V;MASC;SG;PST;V.PTCP
concesse	octroyé	concedere	octroyer	V;IND;PL;3;PST;FIN	V;MASC;SG;PST;V.PTCP
concesse	accordée	concedere	accorder	V;IND;PL;3;PST;FIN	V;FEM;SG;PST;V.PTCP
eseguiti	exécuté	eseguire	exécuter	V;MASC;PL;PST;V.PTCP	V;MASC;SG;PST;V.PTCP
eseguiti	exécutée	eseguire	exécuter	V;MASC;PL;PST;V.PTCP	V;FEM;SG;PST;V.PTCP
eseguiti	effectué	eseguire	effectuer	V;MASC;PL;PST;V.PTCP	V;MASC;SG;PST;V.PTCP
run	courir	run	courir	N	V;NFIN
run	exécuter	run	exécuter	N	V;NFIN
aperti	ouverte	aprire	ouvrir	ADJ;MASC;PL	V;FEM;SG;PST;V.PTCP
aperti	ouvrez	aprire	ouvrir	ADJ;MASC;PL	V;IMP;PL;2;PRS;FIN
aperti	ouvert	aprire	ouvrir	ADJ;MASC;PL	V;MASC;SG;PST;V.PTCP
aperti	ouverture	aprire	ouverture	ADJ;MASC;PL	N;FEM;SG
aperti	ouvrir	aprire	ouvrir	ADJ;MASC;PL	V;NFIN
cavo	câbles	cavo	câble	N;MASC;SG	N;MASC;PL
gallese	welsh	gallese	welsh	ADJ;SG	N;MASC;SG
carmelo	carmelo	carmelo	carmelo	N;MASC;SG	PROPN
separata	séparées	separare	séparer	V;FEM;SG;PST;V.PTCP	V;FEM;PL;PST;V.PTCP
separata	séparés	separare	séparer	V;FEM;SG;PST;V.PTCP	V;MASC;PL;PST;V.PTCP
separata	distinct	separare	distinct	V;FEM;SG;PST;V.PTCP	ADJ;MASC;SG
separata	séparés	separare	séparer	V;FEM;SG;PST;V.PTCP	V;MASC;PL;PST;V.PTCP
separata	séparées	separare	séparer	V;FEM;SG;PST;V.PTCP	V;FEM;PL;PST;V.PTCP
siviglia	séville	siviglia	séville	N;FEM;SG	PROPN
siviglia	seville	siviglia	seville	N;FEM;SG	PROPN
invita	invite	invitare	invite	V;IND;SG;3;PRS;FIN	N;FEM;SG
invita	invitations	invitare	invitation	V;IND;SG;3;PRS;FIN	N;FEM;PL
invita	invite	invitare	invite	V;IND;SG;3;PRS;FIN	N;FEM;SG
invita	invitation	invitare	invitation	V;IND;SG;3;PRS;FIN	N;FEM;SG
omicidi	homicide	omicidio	homicide	N;MASC;PL	N;MASC;SG
omicidi	criminelle	omicidio	criminel	N;MASC;PL	ADJ;FEM;SG
residente	résidant	residente	résider	ADJ;SG	V;PRS;V.PTCP
residente	résident	residente	résident	ADJ;SG	N;MASC;SG
residente	résidents	residente	résident	ADJ;SG	N;MASC;PL
umbria	ombrie	umbria	ombrie	N;FEM;SG	PROPN
umbria	umbria	umbria	umbria	N;FEM;SG	PROPN
atletico	athlétisme	atletico	athlétisme	ADJ;MASC;SG	N;MASC;SG
holmes	holmes	holmes	holme	N;MASC;SG	PROPN
militante	militante	militante	militant	N;SG	ADJ;FEM;SG
sismica	sismiques	sismico	sismique	ADJ;FEM;SG	ADJ;MASC;PL
contemporaneo	contemporains	contemporaneo	contemporain	ADJ;MASC;SG	ADJ;MASC;PL
trasformare	transformation	trasformare	transformation	V;NFIN	N;FEM;SG
got	got	got	got		
associati	associée	associare	associer	V;MASC;PL;PST;V.PTCP	V;FEM;SG;PST;V.PTCP
filadelfia	philadelphia	filadelfia	philadelphia	N;FEM;SG	PROPN
gregory	gregory	gregory	gregory	N;MASC;SG	PROPN
gregory	grégory	gregory	grégory	N;MASC;SG	PROPN
narrativa	fictions	narrativa	fiction	N;FEM;SG	N;FEM;PL
menzione	mentionner	menzione	mentionner	N;FEM;SG	V;NFIN
dar	dar	dare	dar	V;NFIN	PROPN
verbo	verbes	verbo	verbe	N;MASC;SG	N;MASC;PL
distribuita	distribués	distribuire	distribuer	V;FEM;SG;PST;V.PTCP	V;MASC;PL;PST;V.PTCP
distribuita	distribuées	distribuire	distribuer	V;FEM;SG;PST;V.PTCP	V;FEM;PL;PST;V.PTCP
uguali	égal	uguale	égal	ADJ;PL	ADJ;MASC;SG
uguali	égale	uguale	égal	ADJ;PL	ADJ;FEM;SG
uguali	égale	uguale	égal	ADJ;PL	ADJ;FEM;SG
uguali	égal	uguale	égal	ADJ;PL	ADJ;MASC;SG
leva	lever	leva	lever	N;FEM;SG	V;NFIN
macchia	teinté	macchia	teinter	N;FEM;SG	V;MASC;SG;PST;V.PTCP
macchia	flous	macchia	flou	N;FEM;SG	ADJ;MASC;PL
macchia	flou	macchia	flou	N;FEM;SG	ADJ;MASC;SG
intenzioni	intention	intenzione	intention	N;FEM;PL	N;FEM;SG
rudolf	rudolf	rudolf	rudolf	N;MASC;SG	PROPN
ortodossa	orthodoxie	ortodosso	orthodoxie	ADJ;FEM;SG	N;FEM;SG
ortodossa	orthodoxes	ortodosso	orthodoxe	ADJ;FEM;SG	ADJ;MASC;PL
hope	espère	hope	espérer	N	V;IND;SG;3;PRS;FIN
hope	espérer	hope	espérer	N	V;NFIN
liberato	libérés	liberare	libérer	V;MASC;SG;PST;V.PTCP	V;MASC;PL;PST;V.PTCP
liberato	libérés	liberare	libérer	V;MASC;SG;PST;V.PTCP	V;MASC;PL;PST;V.PTCP
automatica	automatiques	automatico	automatique	ADJ;FEM;SG	ADJ;MASC;PL
automatica	automatisé	automatico	automatiser	ADJ;FEM;SG	V;MASC;SG;PST;V.PTCP
guardare	montres	guardare	montre	V;NFIN	N;FEM;PL
rivali	rival	rivale	rival	N;PL	N;MASC;SG
rivali	rivale	rivale	rival	N;PL	ADJ;FEM;SG
manoscritti	manuscrits	manoscrivere	manuscrit	N;MASC;PL	V;MASC;PL;PST;V.PTCP
manoscritti	manuscrit	manoscrivere	manuscrit	N;MASC;PL	N;MASC;SG
manoscritti	manuscrits	manoscrivere	manuscrit	N;MASC;PL	V;MASC;PL;PST;V.PTCP
controllata	filiale	controllare	filiale	V;FEM;SG;PST;V.PTCP	N;FEM;SG
