nie	не	nie	не	PART;NEG	INTJ;NEG
cup	чашка	cup	чашки		N;INDF;FEM;SG
cup	чаша	cup	чаша		N;INDF;FEM;SG
cup	купа	cup	купа		N;INDF;FEM;SG
cup	къп	cup	къп		N;INDF;MASC;SG
zagrożenia	заплахи	zagrożenie	заплаха	N;NOM;NEUT;SG	N;INDF;FEM;PL
zagrożenia	опасности	zagrożenie	опасност	N;NOM;NEUT;SG	N;INDF;FEM;PL
zagrożenia	рискове	zagrożenie	риск	N;NOM;NEUT;SG	N;INDF;MASC;PL
ważne	важно	ważny	важно	ADJ;NOM;NEUT;SG	ADV
ważne	важни	ważny	важен	ADJ;NOM;NEUT;SG	ADJ;INDF;PL
ważne	валидни	ważny	валиден	ADJ;NOM;NEUT;SG	ADJ;INDF;PL
ważne	валидно	ważny	валиден	ADJ;NOM;NEUT;SG	ADV
południowa	южен	południowy	южен	ADJ;NOM;FEM;SG	N;INDF;MASC;SG
południowa	южни	południowy	южен	ADJ;NOM;FEM;SG	ADJ;INDF;PL
załogi	круз	załoga	круз	V;IPFV;IND;SG;3;PRS;FIN;ACT	PROPN;INDF;MASC;SG
załogi	екипаж	załoga	екипаж	V;IPFV;IND;SG;3;PRS;FIN;ACT	N;INDF;MASC;SG
publikacje	публикуване	publikacja	публикуване	N;NOM;FEM;PL	N;INDF;NEUT;SG
publikacje	издателство	publikacja	издателство	N;NOM;FEM;PL	N;INDF;NEUT;SG
publikacje	публикация	publikacja	публикация	N;NOM;FEM;PL	N;INDF;FEM;SG
publikacje	публикуване	publikacja	публикуване	N;NOM;FEM;PL	N;INDF;NEUT;SG
społeczności	общности	społeczność	общност	N;GEN;FEM;SG	N;INDF;FEM;PL
społeczności	общностите	społeczność	общност	N;GEN;FEM;SG	N;DEF;FEM;PL
mike	майк	mike	майк	PROPN;NOM;MASC;SG	PROPN;INDF;MASC;SG
przełęcz	мине	przełęcz	мина-(се)	N;NOM;FEM;SG	V;PFV;IND;SG;3;PST;FIN;ACT
dobre	добър	dobry	добър		ADJ;INDF;MASC;SG
dobre	добро	dobry	добър		ADV
dobre	добре	dobry	добре		ADV
podwójna	двойни	podwójny	двоен	ADJ;NOM;FEM;SG	ADJ;INDF;PL
podwójna	двойно	podwójny	двойно	ADJ;NOM;FEM;SG	ADV
górna	горни	górny	горен	ADJ;NOM;FEM;SG	ADJ;INDF;PL
oba	двете	oba	два		NUM;DEF;FEM;PL
kości	костите	kość	кост		N;DEF;FEM;PL
kości	кокали	kość	кокал		N;INDF;MASC;PL
kości	кости	kość	кост		N;INDF;FEM;PL
kości	боунс	kość	боунс		N;INDF;MASC;SG
kości	зарове	kość	зарова		N;INDF;MASC;PL
kości	заровете	kość	заровя-(се)		N;DEF;MASC;PL
kości	кокал	kość	кокал		N;INDF;MASC;SG
kości	кост	kość	кост		N;INDF;FEM;SG
kości	кости	kość	кост		N;INDF;FEM;PL
zjednoczone	обединена	zjednoczyć	обединя-(се)	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS	V;PFV;INDF;FEM;SG;V.PTCP;PASS
zjednoczone	обединен	zjednoczyć	обединя-(се)	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS	V;PFV;INDF;MASC;SG;V.PTCP;PASS
zjednoczone	обединени	zjednoczyć	обединя-(се)	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS	V;PFV;INDF;PL;V.PTCP;PASS
zjednoczone	обединена	zjednoczyć	обединя-(се)	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS	V;PFV;INDF;FEM;SG;V.PTCP;PASS
zjednoczone	обединен	zjednoczyć	обединя-(се)	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS	V;PFV;INDF;MASC;SG;V.PTCP;PASS
zjednoczone	юнайтед	zjednoczyć	юнайтед	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS	N;INDF;MASC;SG
zjednoczone	обединено	zjednoczyć	обединя-(се)	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS	V;PFV;INDF;NEUT;SG;V.PTCP;PASS
rzeczywistości	реалности	rzeczywistość	реалност	N;GEN;FEM;SG	N;INDF;FEM;PL
informacja	info	informacja	info	N;NOM;FEM;SG	INTJ
metody	метод	metoda	метод	N;ACC;FEM;PL	N;INDF;MASC;SG
święta	рождество	święto	рождество		N;INDF;NEUT;SG
święta	коледа	święto	коледа		N;INDF;FEM;SG
święta	сейнт	święto	сейнт		N;INDF;MASC;SG
święta	свети	święto	свет		N;INDF;MASC;SG
święta	светица	święto	светица		N;INDF;FEM;SG
święta	светец	święto	светец		N;INDF;MASC;SG
chicago	чикаго	chicago	чикаго	V;IPFV;IND;SG;PRS;FIN;ACT	PROPN;INDF;MASC;SG
arena	арена	arena	арена		N;INDF;FEM;SG
frank	франк	frank	франк	PROPN;NOM;MASC;SG	PROPN;INDF;MASC;SG
wydawnictwa	издателите	wydawnictwo	издател	N;NOM;NEUT;SG	N;DEF;MASC;PL
wydawnictwa	издатели	wydawnictwo	издател	N;NOM;NEUT;SG	N;INDF;MASC;PL
wydawnictwa	публикации	wydawnictwo	публикация	N;NOM;NEUT;SG	N;INDF;FEM;PL
trasy	маршрут	trasa	маршрут	N;ACC;FEM;PL	N;INDF;MASC;SG
trasy	път	trasa	път	N;ACC;FEM;PL	N;INDF;MASC;SG
trasy	трасе	trasa	трасе	N;ACC;FEM;PL	N;INDF;NEUT;SG
ofiar	жертви	ofiara	жертва		N;INDF;FEM;PL
ofiar	произшествия	ofiara	произшествие		N;INDF;NEUT;PL
ofiar	жертвите	ofiara	жертва		N;DEF;FEM;PL
ofiar	жертви	ofiara	жертва		N;INDF;FEM;PL
albert	алберт	albert	алберт	PROPN;NOM;MASC;SG	N;INDF;MASC;SG
albert	албер	albert	албер	PROPN;NOM;MASC;SG	PROPN;INDF;MASC;SG
albert	албърт	albert	албърт	PROPN;NOM;MASC;SG	PROPN;INDF;MASC;SG
nazwiska	фамилия	nazwisko	фамилия	N;NOM;NEUT;PL	N;INDF;FEM;SG
nazwiska	фамилно	nazwisko	фамилен	N;NOM;NEUT;PL	ADV
miłość	обичам	miłość	обичам	N;NOM;FEM;SG	V;IPFV;IND;SG;1;PRS;FIN;ACT
shift	смяна	shift	смяна		N;INDF;FEM;SG
czech	чешки	czech	чешка		ADJ;INDF;MASC;SG
czech	чешката	czech	чешки		ADJ;DEF;FEM;SG
czech	чешка	czech	чешка		ADJ;INDF;FEM;SG
określenie	определящ	określenie	определям-(се)	N;NOM;NEUT;SG	ADJ;IPFV;INDF;MASC;SG;PRS;V.PTCP;ACT
określenie	определящи	określenie	определям-(се)	N;NOM;NEUT;SG	ADJ;IPFV;INDF;PL;PRS;V.PTCP;ACT
głowy	ези	głowa	ези	N;ACC;FEM;SG	N;INDF;MASC;PL
głowy	главите	głowa	глава	N;ACC;FEM;SG	N;DEF;FEM;PL
głowy	глави	głowa	глава	N;ACC;FEM;SG	N;INDF;FEM;PL
muz	муз	muz	муз		PROPN;INDF;MASC;SG
biblioteki	библиотеки	biblioteka	библиотеки	N;GEN;FEM;SG	N;INDF;FEM;PL
hall	зала	hall	зала		N;INDF;FEM;SG
hall	хол	hall	хол		PROPN;INDF;FEM;SG
hall	hall	hall	hall		PROPN;INDF;MASC;SG
bydgoszcz	бидгошч	bydgoszcz	бидгошч		N;INDF;MASC;SG
mieczysław	мечислав	mieczysław	мечислав	PROPN;NOM;MASC;SG	N;INDF;MASC;SG
rzeszy	райх	rzeszyć	райх		N;INDF;MASC;SG
antonio	антонио	antonio	антонио	PROPN;NOM;MASC;SG	PROPN;INDF;MASC;SG
zgromadzenia	събирания	zgromadzić	събирание	N;NOM;NEUT;SG	N;INDF;NEUT;PL
super	страхотни	super	страхотен		ADJ;INDF;PL
super	страхотен	super	страхотен		ADJ;INDF;MASC;SG
super	страхотно	super	страхотно		ADV
super	страхотна	super	страхотен		ADJ;INDF;FEM;SG
super	супер	super	супер		ADV
super	super	super	super		PROPN;INDF;MASC;SG
super	супер	super	супер		ADV
super	страхотно	super	страхотно		ADV
super	яко	super	яко		ADV
super	готина	super	готина		ADJ;INDF;FEM;SG
super	готино	super	готино		ADV
super	готин	super	готин		ADJ;INDF;MASC;SG
zasięg	достигнат	zasięg	достигна	N;NOM;MASC;SG	V;PFV;IND;PL;3;PRS;FIN;ACT
zasięg	достигне	zasięg	достигна	N;NOM;MASC;SG	V;PFV;IND;SG;3;PST;FIN;ACT
błędy	бъгс	błąd	бъгс	N;NOM;MASC;PL	PROPN;INDF;MASC;SG
bad	лоша	bad	лош		ADJ;INDF;FEM;SG
bad	зле	bad	зле		ADV
bad	лошо	bad	лошо		ADV
bad	лош	bad	лош		ADJ;INDF;MASC;SG
bad	кофти	bad	кофта		ADV
bułgarii	българия	bułgaria	българия	N;GEN;FEM;SG	PROPN;INDF;FEM;SG
wyjątkiem	изключения	wyjątek	изключение	N;INS;MASC;SG	N;INDF;NEUT;PL
historyczne	историческо	historyczny	исторически	ADJ;NOM;NEUT;SG	ADV
historyczne	историческо	historyczny	исторически	ADJ;NOM;NEUT;SG	ADV
sport	спорт	sport	спорт		N;INDF;MASC;SG
sport	спортен	sport	спортен		ADJ;INDF;MASC;SG
sport	спортни	sport	спортен		ADJ;INDF;PL
sport	спортен	sport	спортен		ADJ;INDF;MASC;SG
sport	спорт	sport	спорт		N;INDF;MASC;SG
sport	спортно	sport	спортен		ADV
sport	спортове	sport	спорт		N;INDF;MASC;PL
renault	рено	renault	рено		N;INDF;NEUT;SG
posiadał	обладана	posiadać	обладам	V;IPFV;MASC;IND;SG;PST;FIN;ACT	V;PFV;INDF;FEM;SG;V.PTCP;PASS
posiadał	обладан	posiadać	обладам	V;IPFV;MASC;IND;SG;PST;FIN;ACT	V;PFV;INDF;MASC;SG;V.PTCP;PASS
przedsiębiorstwo	company	przedsiębiorstwo	company	N;NOM;NEUT;SG	NUM;INDF;PL
przedsiębiorstwo	enterprise	przedsiębiorstwo	enterprise	N;NOM;NEUT;SG	PROPN;INDF;MASC;SG
grecji	гърция	grecja	гърция	N;GEN;FEM;SG	PROPN;INDF;FEM;SG
katarzyna	джейн	katarzyno	джейн	N;NOM;FEM;SG	PROPN;INDF;FEM;SG
katarzyna	катрин	katarzyno	катрин	N;NOM;FEM;SG	PROPN;INDF;FEM;SG
katarzyna	катрин	katarzyno	катрин	N;NOM;FEM;SG	PROPN;INDF;FEM;SG
sur	сур	sura	сур		PROPN;INDF;MASC;SG
połączenie	свържете	połączenie	свържа	N;NOM;NEUT;SG	V;PFV;IMP;PL;2;FIN
rzadko	редки	rzadko	редка	ADV	N;INDF;FEM;PL
rzadko	рядкост	rzadko	рядкост	ADV	N;INDF;FEM;SG
niewoli	окови	niewola	оковя-(се)	N;GEN;FEM;SG	N;INDF;MASC;PL
klasie	класна	klasa	класен	N;DAT;FEM;SG	ADJ;INDF;FEM;SG
następnym	следващо	następny	следвам	ADJ;INS;MASC;SG	ADV
jones	джонс	jones	джонс	V;IPFV;IND;SG;PRS;FIN;ACT	PROPN;INDF;MASC;SG
jones	джоунс	jones	джоунс	V;IPFV;IND;SG;PRS;FIN;ACT	N;INDF;MASC;SG
samoloty	вс	samolot	вс	N;NOM;MASC;PL	N;INDF;MASC;SG
odkrył	открит	odkryć	открия-(се)	V;PFV;MASC;IND;SG;PST;FIN;ACT	V;PFV;INDF;MASC;SG;V.PTCP;PASS
odkrył	открита	odkryć	открия-(се)	V;PFV;MASC;IND;SG;PST;FIN;ACT	V;PFV;INDF;FEM;SG;V.PTCP;PASS
odkrył	открити	odkryć	открит	V;PFV;MASC;IND;SG;PST;FIN;ACT	ADJ;INDF;PL
bank	bank	bank	bank	N;NOM;MASC;SG	PROPN;INDF;FEM;SG
rynek	пазарна	rynek	пазарен	N;NOM;MASC;SG	ADJ;INDF;FEM;SG
rynek	пазарен	rynek	пазарен	N;NOM;MASC;SG	ADJ;INDF;MASC;SG
fundacji	основи	fundacja	основа	N;GEN;FEM;SG	N;INDF;FEM;PL
fundacji	основи	fundacja	основа	N;GEN;FEM;SG	N;INDF;FEM;PL
fundacji	фондации	fundacja	фондация	N;GEN;FEM;SG	N;INDF;FEM;PL
słońca	слънца	słońce	слънца	N;GEN;NEUT;SG	N;INDF;NEUT;PL
handlu	търговско	handel	търговски	N;GEN;MASC;SG	ADV
niemieckim	германец	niemiecki	германец	ADJ;INS;MASC;SG	N;INDF;MASC;SG
johna	джон	johny	джон		PROPN;INDF;MASC;SG
johna	йоан	johny	йоан		PROPN;INDF;MASC;SG
francisco	франциско	francisco	франциско		N;INDF;MASC;SG
francisco	франсиско	francisco	франсиско		PROPN;INDF;MASC;SG
mieszka	животи	mieszkać	живот	V;IPFV;IND;SG;3;PRS;FIN;ACT	N;INDF;MASC;PL
sprzedaży	продава	sprzedaż	продавам		V;IPFV;IND;SG;3;PRS;FIN;ACT
sprzedaży	продаване	sprzedaż	продаване		N;INDF;NEUT;SG
sprzedaży	продажба	sprzedaż	продажба		N;INDF;FEM;SG
sprzedaży	продажби	sprzedaż	продажба		N;INDF;FEM;PL
sprzedaży	продажбите	sprzedaż	продажба		N;DEF;FEM;PL
sprzedaży	разпродажба	sprzedaż	разпродажба		N;INDF;FEM;SG
sprzedaży	продажба	sprzedaż	продажба		N;INDF;FEM;SG
naprawdę	наистина	naprawdę	наистина	PART	ADV
kompania	company	kompania	company	N;NOM;FEM;SG	NUM;INDF;PL
irlandii	ирландия	irlandia	ирландия	N;GEN;FEM;SG	PROPN;INDF;FEM;SG
ogłosił	обявена	ogłosić	обявя-(се)	V;PFV;MASC;IND;SG;PST;FIN;ACT	V;PFV;INDF;FEM;SG;V.PTCP;PASS
ogłosił	обявен	ogłosić	обявя-(се)	V;PFV;MASC;IND;SG;PST;FIN;ACT	V;PFV;INDF;MASC;SG;V.PTCP;PASS
ogłosił	обявени	ogłosić	обявя-(се)	V;PFV;MASC;IND;SG;PST;FIN;ACT	V;PFV;INDF;PL;V.PTCP;PASS
ogłosił	обявено	ogłosić	обявя-(се)	V;PFV;MASC;IND;SG;PST;FIN;ACT	V;PFV;INDF;NEUT;SG;V.PTCP;PASS
politechniki	политехническия	politechnik	политехнически	N;GEN;MASC;SG	ADJ;DEF;MASC;SG
jack	вале	jack	вале	PROPN;NOM;MASC;SG	N;INDF;NEUT;SG
jack	джак	jack	джак	PROPN;NOM;MASC;SG	PROPN;INDF;MASC;SG
hans	ханс	hans	ханс	PROPN;NOM;MASC;SG	PROPN;INDF;MASC;SG
decyzji	решения	decyzja	решение	N;GEN;FEM;SG	N;INDF;NEUT;PL
stosowane	приложен	stosować	приложа	ADJ;IPFV;NOM;NEUT;SG;POS;V.PTCP;PASS	V;PFV;INDF;MASC;SG;V.PTCP;PASS
stosowane	приложена	stosować	приложа	ADJ;IPFV;NOM;NEUT;SG;POS;V.PTCP;PASS	V;PFV;INDF;FEM;SG;V.PTCP;PASS
stosowane	прилагана	stosować	прилагам	ADJ;IPFV;NOM;NEUT;SG;POS;V.PTCP;PASS	V;IPFV;INDF;FEM;SG;V.PTCP;PASS
stosowane	приложено	stosować	приложа	ADJ;IPFV;NOM;NEUT;SG;POS;V.PTCP;PASS	V;PFV;INDF;NEUT;SG;V.PTCP;PASS
stosowane	приложени	stosować	приложа	ADJ;IPFV;NOM;NEUT;SG;POS;V.PTCP;PASS	V;PFV;INDF;PL;V.PTCP;PASS
stosowane	използвано	stosować	използвам	ADJ;IPFV;NOM;NEUT;SG;POS;V.PTCP;PASS	V;IPFV;INDF;NEUT;SG;V.PTCP;PASS
stosowane	използван	stosować	използвам	ADJ;IPFV;NOM;NEUT;SG;POS;V.PTCP;PASS	V;IPFV;INDF;MASC;SG;V.PTCP;PASS
stosowane	използвани	stosować	използвам	ADJ;IPFV;NOM;NEUT;SG;POS;V.PTCP;PASS	V;IPFV;INDF;PL;V.PTCP;PASS
stosowane	използвана	stosować	използвам	ADJ;IPFV;NOM;NEUT;SG;POS;V.PTCP;PASS	V;IPFV;INDF;FEM;SG;V.PTCP;PASS
braci	братя	brat	брат		N;INDF;MASC;PL
znaczenia	значения	znaczenie	значение	N;NOM;NEUT;SG	N;INDF;NEUT;PL
grafika	графични	grafika	графичен	N;NOM;FEM;SG	ADJ;INDF;PL
grafika	графичен	grafika	графичен	N;NOM;FEM;SG	ADJ;INDF;MASC;SG
grafika	картини	grafika	картина	N;NOM;FEM;SG	N;INDF;FEM;PL
grafika	графики	grafika	графика	N;NOM;FEM;SG	N;INDF;FEM;PL
grafika	графичен	grafika	графичен	N;NOM;FEM;SG	ADJ;INDF;MASC;SG
cał	цялата	cał	цял	ADV	ADJ;DEF;FEM;SG
cał	цяла	cał	цял	ADV	ADJ;INDF;FEM;SG
cał	цял	cał	цял	ADV	ADJ;INDF;MASC;SG
cał	цялото	cał	цял	ADV	ADJ;DEF;NEUT;SG
odpowiedzi	реакция	odpowiedź	реакция	N;ACC;FEM;PL	N;INDF;FEM;SG
odpowiedzi	отговор	odpowiedź	отговор	N;ACC;FEM;PL	N;INDF;MASC;SG
odpowiedzi	повлияване	odpowiedź	повлияване	N;ACC;FEM;PL	N;INDF;NEUT;SG
odpowiedzi	отговори	odpowiedź	отговоря	N;ACC;FEM;PL	V;PFV;IND;SG;3;PST;FIN;ACT
odpowiedzi	отговори	odpowiedź	отговоря	N;ACC;FEM;PL	V;PFV;IND;SG;3;PST;FIN;ACT
odpowiedzi	отговори	odpowiedź	отговоря	N;ACC;FEM;PL	V;PFV;IND;SG;3;PST;FIN;ACT
cześć	здравей	cześć	здравей	N;NOM;FEM;SG	INTJ
radia	radio	radio	radio	N;GEN;NEUT;SG	PROPN;INDF;MASC;SG
łączności	комуникации	łączność	комуникация	N;GEN;FEM;SG	N;INDF;FEM;PL
małych	малка	mały	малък	N;GEN;MASC;PL	ADJ;INDF;FEM;SG
małych	малки	mały	малък	N;GEN;MASC;PL	ADJ;INDF;PL
małych	малък	mały	малък	N;GEN;MASC;PL	ADJ;INDF;MASC;SG
małych	дребен	mały	дребен	N;GEN;MASC;PL	ADJ;INDF;MASC;SG
london	london	london	london		PROPN;INDF;MASC;SG
london	лондон	london	лондон		PROPN;INDF;MASC;SG
lotu	полета	lot	поле	N;GEN;MASC;SG	N;INDF;NEUT;PL
krwi	кръвта	krew	кръв		N;DEF;FEM;SG
krwi	кръв	krew	кръв		N;INDF;FEM;SG
gór	планините	gór	планини		N;DEF;FEM;PL
gór	планини	gór	планина		N;INDF;FEM;PL
zmienił	променена	zmienić	променя-(се)	V;PFV;MASC;IND;SG;PST;FIN;ACT	V;PFV;INDF;FEM;SG;V.PTCP;PASS
zmienił	променени	zmienić	променя-(се)	V;PFV;MASC;IND;SG;PST;FIN;ACT	V;PFV;INDF;PL;V.PTCP;PASS
zmienił	променен	zmienić	променя-(се)	V;PFV;MASC;IND;SG;PST;FIN;ACT	V;PFV;INDF;MASC;SG;V.PTCP;PASS
zmienił	променено	zmienić	променя-(се)	V;PFV;MASC;IND;SG;PST;FIN;ACT	V;PFV;INDF;NEUT;SG;V.PTCP;PASS
google	гугъл	googl	гугъл		N;INDF;MASC;SG
google	google	googl	google		PROPN
alpy	алпи	alpy	алпи	V;IPFV;IND;PL;PRS;FIN;ACT	N;INDF;FEM;PL
alpy	алпите	alpy	алп	V;IPFV;IND;PL;PRS;FIN;ACT	N;DEF;FEM;PL
średnia	среден	średnia	среден	N;NOM;FEM;SG	ADJ;INDF;MASC;SG
średnia	средно	średnia	средно	N;NOM;FEM;SG	ADV
średnia	средна	średnia	среден	N;NOM;FEM;SG	ADJ;INDF;FEM;SG
średnia	среден	średnia	среден	N;NOM;FEM;SG	ADJ;INDF;MASC;SG
średnia	средни	średnia	среден	N;NOM;FEM;SG	ADJ;INDF;PL
średnia	средно	średnia	средно	N;NOM;FEM;SG	ADV
zbudowano	построени	zbudować	построя-(се)	V;PFV;IND;0;PST;FIN;ACT	V;PFV;INDF;PL;V.PTCP;PASS
zbudowano	изградена	zbudować	изградя	V;PFV;IND;0;PST;FIN;ACT	V;PFV;INDF;FEM;SG;V.PTCP;PASS
zbudowano	построена	zbudować	построя-(се)	V;PFV;IND;0;PST;FIN;ACT	V;PFV;INDF;FEM;SG;V.PTCP;PASS
zbudowano	построено	zbudować	построя-(се)	V;PFV;IND;0;PST;FIN;ACT	V;PFV;INDF;NEUT;SG;V.PTCP;PASS
zbudowano	построен	zbudować	построя-(се)	V;PFV;IND;0;PST;FIN;ACT	V;PFV;INDF;MASC;SG;V.PTCP;PASS
steve	стив	steve	стив	PROPN;NOM;MASC;SG	PROPN;INDF;MASC;SG
steve	стийв	steve	стийв	PROPN;NOM;MASC;SG	PROPN;INDF;MASC;SG
php	php	popić	php		ADJ
najwyższy	върховен	wysoki	върховен	ADJ;NOM;CMPR;MASC;SG	ADJ;INDF;MASC;SG
najwyższy	върховния	wysoki	върховен	ADJ;NOM;CMPR;MASC;SG	ADJ;DEF;MASC;SG
najwyższy	върховна	wysoki	върховен	ADJ;NOM;CMPR;MASC;SG	ADJ;INDF;FEM;SG
najwyższy	върховно	wysoki	върховен	ADJ;NOM;CMPR;MASC;SG	ADV
mary	мери	mary	меря-(се)	PROPN;NOM;FEM;SG	N;INDF;FEM;SG
marka	бранд	marka	бранд		N;INDF;MASC;SG
marka	марката	marka	марка		N;DEF;FEM;SG
marka	марка	marka	марка		N;INDF;FEM;SG
marka	марк	marka	марк		PROPN;INDF;MASC;SG
marka	отбелязване	marka	отбелязване		N;INDF;NEUT;SG
joe	джо	joe	джо	PROPN;NOM;MASC;SG	PROPN;INDF;MASC;SG
html	html	htąl	html		N;INDF;MASC;SG
izraela	израелски	izrael	израелски	N;GEN;MASC;SG	ADJ;INDF;MASC;SG
siedem	седем	siedem	седем		NUM;INDF;PL
siedem	седма	siedem	седми		ADJ;INDF;FEM;SG
znak	марк	znak	марк	N;NOM;MASC;SG	PROPN;INDF;MASC;SG
biały	бяла	biały	бял		ADJ;INDF;FEM;SG
biały	бели	biały	бял		ADJ;INDF;PL
biały	бял	biały	бял		ADJ;INDF;MASC;SG
biały	бяло	biały	бял		ADV
remix	ремикс	remin	ремикс		N;INDF;MASC;SG
lublin	люблин	lublin	люблин		N;INDF;FEM;SG
dróg	пътища	droga	път		N;INDF;MASC;PL
finał	краен	finał	краен	N;NOM;MASC;SG	ADJ;INDF;MASC;SG
finał	окончателно	finał	окончателно	N;NOM;MASC;SG	ADV
rozwiązania	разтвори	rozwiązanie	разтворя-(се)	N;NOM;NEUT;PL	V;PFV;IND;SG;3;PST;FIN;ACT
rozwiązania	разтвор	rozwiązanie	разтвор	N;NOM;NEUT;PL	N;INDF;MASC;SG
rozwiązania	решение	rozwiązanie	решение	N;NOM;NEUT;PL	N;INDF;NEUT;SG
grafiki	графични	grafika	графичен	N;GEN;FEM;PL	ADJ;INDF;PL
grafiki	графичен	grafika	графичен	N;GEN;FEM;PL	ADJ;INDF;MASC;SG
grafiki	графичен	grafika	графичен	N;GEN;FEM;PL	ADJ;INDF;MASC;SG
grafiki	графика	grafika	график	N;GEN;FEM;PL	N;DEF;MASC;SG
dolna	долна	dolny	долен		ADJ;INDF;FEM;SG
dolna	долен	dolny	долен		ADJ;INDF;MASC;SG
dolna	дъното	dolny	дъно		N;DEF;NEUT;SG
dolna	отдолу	dolny	отдолу		ADV
dolna	дъно	dolny	дъно		N;INDF;NEUT;SG
copa	копа	copa	копа	PROPN;NOM;MASC;SG	N;INDF;FEM;SG
wprowadzono	въведен	wprowadzić	въведа	V;PFV;IND;0;PST;FIN;ACT	V;PFV;INDF;MASC;SG;V.PTCP;PASS
wprowadzono	въведено	wprowadzić	въведа	V;PFV;IND;0;PST;FIN;ACT	V;PFV;INDF;NEUT;SG;V.PTCP;PASS
wprowadzono	въведена	wprowadzić	въведа	V;PFV;IND;0;PST;FIN;ACT	V;PFV;INDF;FEM;SG;V.PTCP;PASS
wprowadzono	въведени	wprowadzić	въведа	V;PFV;IND;0;PST;FIN;ACT	V;PFV;INDF;PL;V.PTCP;PASS
klubów	спатия	klub	спатия	N;GEN;MASC;PL	N;INDF;FEM;SG
floty	флотилия	flota	флотилия	N;GEN;FEM;SG	ADJ;PFV;INDF;FEM;SG;PST;V.PTCP;ACT
floty	флоти	flota	флотя	N;GEN;FEM;SG	N;INDF;MASC;PL
tony	тони	ton	тони		N;INDF;MASC;SG
architektury	архитектурни	architektura	архитектурен	N;GEN;FEM;SG	ADJ;INDF;PL
architektury	архитектури	architektura	архитектура	N;GEN;FEM;SG	N;INDF;FEM;PL
sieć	нето	sieć	нето	N;NOM;FEM;SG	PROPN;INDF;MASC;SG
sieć	мрежови	sieć	мрежов	N;NOM;FEM;SG	ADJ;INDF;PL
sieć	мрежова	sieć	мрежов	N;NOM;FEM;SG	ADJ;INDF;FEM;SG
księga	тефтер	ksiągać	тефтер		N;INDF;MASC;SG
księga	книга	ksiągać	книга		N;INDF;FEM;SG
kujawsko	куявско	kujawsko	куявски	ADJ	ADV
dolina	долината	dolinać	долина		N;DEF;FEM;SG
dolina	долина	dolinać	долина		N;INDF;FEM;SG
dolina	вали	dolinać	вали		V;IPFV;IMP;SG;3;PRS;FIN
tle	фон	tło	фон		N;INDF;MASC;SG
tle	контекст	tło	контекст		N;INDF;MASC;SG
zwycięzca	печеливш	zwycięzca	печеливш	N;NOM;MASC;SG	ADJ;INDF;MASC;SG
przyjaciół	friends	przyjaciel	friends	N;ACC;MASC;PL	PROPN;INDF;MASC;SG
elżbieta	елжбета	elżbieta	елжбе	PROPN;NOM;FEM;SG	N;INDF;FEM;SG
elżbieta	елизабет	elżbieta	елизабет	PROPN;NOM;FEM;SG	N;INDF;FEM;SG
elżbieta	елизабет	elżbieta	елизабет	PROPN;NOM;FEM;SG	N;INDF;FEM;SG
maksymalna	максимум	maksymalny	максимум	ADJ;NOM;FEM;SG	N;INDF;MASC;SG
maksymalna	максимално	maksymalny	максимално	ADJ;NOM;FEM;SG	ADV
włochy	италия	włochy	италия		PROPN;INDF;FEM;SG
włochy	италианска	włochy	италиански		ADJ;INDF;FEM;SG
włochy	италианец	włochy	италианец		N;INDF;MASC;SG
włochy	италиански	włochy	италиански		ADJ;INDF;MASC;SG
włochy	италианско	włochy	италиански		ADV
karl	карл	karla	карл	PROPN;NOM;MASC;SG	PROPN;INDF;MASC;SG
rumunii	румъния	rumunia	румъния		PROPN;INDF;FEM;SG
ford	форд	ford	форд		PROPN;INDF;MASC;SG
ewa	ева	ewa	ева	PROPN;NOM;FEM;SG	PROPN;INDF;FEM;SG
ewa	ива	ewa	ива	PROPN;NOM;FEM;SG	PROPN;INDF;FEM;SG
ewa	ив	ewa	ив	PROPN;NOM;FEM;SG	PROPN;INDF;FEM;SG
ewa	ева	ewa	ева	PROPN;NOM;FEM;SG	PROPN;INDF;FEM;SG
north	северно	north	северно		ADV
north	север	north	север		N;INDF;MASC;SG
north	северна	north	северен		ADJ;INDF;FEM;SG
więzienia	затворите	więzienie	затвор	N;GEN;NEUT;SG	N;DEF;MASC;PL
więzienia	затвори	więzienie	затворя-(се)	N;GEN;NEUT;SG	V;PFV;IND;SG;3;PST;FIN;ACT
więzienia	затворите	więzienie	затвор	N;GEN;NEUT;SG	N;DEF;MASC;PL
wejście	входяща	wejście	входящ	N;PFV;NOM;NEUT;SG;POS;V.MSDR	ADJ;IPFV;INDF;FEM;SG;PRS;V.PTCP;ACT
walter	валтер	walter	валтер	N;NOM;MASC;SG	PROPN;INDF;MASC;SG
pozostaje	останки	pozostawać	останка	V;IPFV;IND;SG;3;PRS;FIN;ACT	N;INDF;FEM;PL
materiały	материал	materiał	материал	N;NOM;MASC;PL	N;INDF;MASC;SG
