aturar	stand	aturar	stand	V	N;MASC+FEM;SG
capturar	gevangenneming	capturar	gevangenneming	V	N;MASC+FEM;SG
profundidade	diep	profundidade	diep	N	ADJ
profundidade	diepe	profundidade	diep	N	ADJ
capas	lagen	capa	liggen	N	V;PL;PST;FIN
utiliza	gebruik	utilizar	gebruik	V	N;NEUT;SG
inxección	injecteren	inxección	injecteren	N	V;NFIN
diaños	het	diaño	het	N	PRO;3
diaños	de	diaño	de	N	DET;DEF
cheguen	ze	chegar	ze	V	PRO;3
cheguen	zij	chegar	zij	V	PRO;NOM;3
cheguen	get	chegar	get	V	
mandela	mandela	mandela	mandela	PROPN	N;MASC+FEM;SG
mark	markeren	mark	markeren	PROPN	V;NFIN
mark	merkteken	mark	merkteken	PROPN	N;NEUT;SG
mark	markeer	mark	markeren	PROPN	N;MASC+FEM;SG
mark	mark	mark	mark	PROPN	N;MASC+FEM;SG
porca	vuile	porco	vuil	N	ADJ
porca	vieze	porco	val	N	ADJ
porca	vies	porco	vies	N	ADJ
porca	vuil	porco	vuil	N	ADJ
porca	smerig	porco	smerig	N	ADJ
lendo	lectuur	lendo	lectuur	V	N;MASC+FEM;SG
lendo	reading	lendo	reading	V	N;MASC+FEM;SG
lendo	lezing	lendo	lezing	V	N;MASC+FEM;SG
sa	gezonde	sa	gezonde	PROPN	ADJ
sa	gezond	sa	gezond	PROPN	ADJ
ética	ethisch	ética	ethisch	N	ADJ
cruzando	oversteek	cruzar	oversteek	V	N;MASC+FEM;SG
xen	gene	xen	gene	PROPN	N;MASC+FEM;SG
xen	gen	xen	gen	PROPN	N;NEUT;SG
asilo	thuis	asilo	thuis	N	ADV
ducha	douchen	ducha	douchen	N	V;NFIN
simon	simon	ser	simon	PROPN	N;MASC+FEM;SG
nucleares	nucleaire	nuclear	nucleair	V	ADJ
nucleares	nucleair	nuclear	nucleair	V	ADJ
henry	hendrik	henry	hendrik	PROPN	N;MASC+FEM;SG
henry	henry	henry	henry	PROPN	N;MASC+FEM;SG
use	gebruik	use	gebruik	V	N;NEUT;SG
aparecer	toon	aparecer	toon	V	N;MASC+FEM;SG
aparecer	weergeven	aparecer	weergeven	V	N;PL
aparecer	show	aparecer	show	V	N;MASC+FEM;SG
suecia	zweden	suecia	zweden	PROPN	PROPN;NEUT;SG
pares	stop	par	stoppen	N	V;SG;PRS;FIN
pares	stoppen	par	stoppen	N	V;NFIN
obtivo	got	obter	got	V	N;MASC+FEM;SG
obtivo	heb	obter	hebben	V	V;SG;PRS;FIN
comín	at	comín	at	V	
reside	lies	residir	lies	V	N;MASC+FEM;SG
reside	leugens	residir	leugens	V	N;PL
farían	zou	facer	zullen	V	V;SG;PST;FIN
farían	heb	facer	hebben	V	V;SG;PRS;FIN
farían	ze	facer	ze	V	PRO;3
farían	zij	facer	zij	V	PRO;NOM;3
xerais	generaal	xeral	generaal	ADJ	N;MASC+FEM;SG
xerais	generaals	xeral	generaal	ADJ	N;PL
golpes	blaast	golpe	blaast	N	V;SG;PRS;FIN
colleron	ze	coller	ze	V	PRO;3
colleron	zij	coller	zij	V	PRO;NOM;3
debiamos	moet	debiar	moeten	V	V;SG;PRS;FIN
teredes	heb	ter	hebben	V	V;SG;PRS;FIN
teredes	jij	ter	jij	V	PRO;NOM;2
teredes	jou	ter	jou	V	PRO;ACC;2
cazadores	jagen	cazador	jagen	N	V;NFIN
trataba	was	tratar	zijn	V	V;SG;PST;FIN
reláxate	ontspannen	reláxate	ontspannen	PROPN	V;NFIN
reláxate	relax	reláxate	relax	PROPN	N;MASC+FEM;SG
bater	hit	bater	hit	V	N;MASC+FEM;SG
bater	treffer	bater	treffer	V	N;MASC+FEM;SG
manteñen	ze	manter	ze	V	PRO;3
manteñen	zij	manter	zij	V	PRO;NOM;3
elemento	het	elemento	het	N	PRO;3
elemento	de	elemento	de	N	DET;DEF
mecánico	mechanisch	mecánico	mechanisch	N	ADJ
mecánico	mechanische	mecánico	mechanisch	N	ADJ
piden	ask	pedir	ask	V	INTJ
piden	vraag	pedir	vraag	V	N;MASC+FEM;SG
piden	voor	pedir	voor	V	ADP
piden	ze	pedir	ze	V	PRO;3
piden	zij	pedir	zij	V	PRO;NOM;3
refire	gemiddelde	referir	gemiddeld	V	ADJ
refire	gemeen	referir	gemeen	V	ADJ
refire	mean	referir	mean	V	
sumidoiro	goot	sumidoiro	goot	N	V;SG;PST;FIN
gertrude	gertrude	gertrude	gertrude	PROPN	N;MASC+FEM;SG
sinceramente	echt	sinceramente	echt	ADV	ADJ
sinceramente	werkelijk	sinceramente	werkelijk	ADV	ADJ
perdidos	kwijt	perdido	kwijt	V	ADJ
persecución	nastreven	persecución	nastreven	N	V;NFIN
persecución	achtervolgen	persecución	achtervolgen	N	V;NFIN
acusación	opladen	acusación	opladen	N	V;NFIN
recorda	jij	recordar	jij	V	PRO;NOM;2
recorda	jou	recordar	jou	V	PRO;ACC;2
green	groen	grear	groen	PROPN	ADJ
green	groene	grear	groen	PROPN	ADJ
clásico	klassieker	clásico	klassieker	ADJ	N;MASC+FEM;SG
clásico	classic	clásico	classic	ADJ	N;MASC+FEM;SG
armado	bewapend	armar	bewapenen	N	V;V.PTCP
armado	gewapend	armar	wapenen	N	V;V.PTCP
armado	gewapende	armar	gewapend	N	V;V.PTCP
afastados	weg	afastar	weg	V	ADV
afastados	van	afastar	van	V	ADP
afastados	uit	afastar	uit	V	ADP
afastados	vanaf	afastar	vanaf	V	ADP
averiguar	eruit	averiguar	eruit	V	ADV
averiguar	uit	averiguar	uit	V	ADP
averiguar	out	averiguar	out	V	
averiguar	zoek	averiguar	zoek	V	ADJ
teríamos	zou	ter	zullen	V	V;SG;PST;FIN
teríamos	heb	ter	hebben	V	V;SG;PRS;FIN
brando	soft	brando	soft	V	N;MASC+FEM;SG
brando	zachte	brando	zacht	V	ADJ
brando	zacht	brando	zacht	V	ADJ
sospeita	vermoeden	sospeita	vermoeden	N	V;V.PTCP
sospeita	verdachten	sospeita	verdenken	N	V;V.PTCP
mestura	mengen	mestura	mengen	N	V;NFIN
mestura	mixen	mestura	mixen	N	V;NFIN
mestura	meng	mestura	meng	N	V;SG;PRS;FIN
mestura	mengen	mestura	mengen	N	V;NFIN
mestura	mixen	mestura	mixen	N	V;NFIN
novidade	nieuw	novidade	nieuw	N	ADJ
novidade	nieuwe	novidade	nieuw	N	ADJ
mañán	morgen	mañán	morgen	N	ADV
mañán	morgen	mañán	morgen	N	ADV
tua	je	tua	je	N	PRO;NOM;2
tua	uw	tua	uw	N	PRO;2
tua	jouw	tua	jou	N	PRO;ACC;2
tua	liefhebbende	tua	liefhebbend	N	ADJ
tua	liefdevol	tua	liefdevol	N	ADJ
tua	liefdevolle	tua	liefdevol	N	ADJ
sintes	feel	sinte	feel	N	
sintes	voelen	sinte	voelen	N	V;NFIN
sintes	voel	sinte	voelen	N	V;SG;PRS;FIN
bicos	kussen	bico	kussen	N	V;NFIN
soto	souterrain	soto	souterrain	PROPN	N;NEUT;SG
soto	kelder	soto	kelder	PROPN	N;MASC+FEM;SG
soto	kelder	soto	kelder	PROPN	N;MASC+FEM;SG
ocuparse	zorg	ocuparsir	zorg	PROPN	N;MASC+FEM;SG
ocuparse	care	ocuparsir	care	PROPN	N;MASC+FEM;SG
ocuparse	verzorging	ocuparsir	verzorging	PROPN	N;MASC+FEM;SG
ocuparse	neem	ocuparsir	nemen	PROPN	V;SG;PRS;FIN
ocuparse	nemen	ocuparsir	nemen	PROPN	V;NFIN
eterna	eeuwige	eterno	eeuwig	N	ADJ
eterna	eeuwig	eterno	eeuwig	N	ADJ
elixido	one	elixir	oon	V	
elixido	één	elixir	één	V	NUM
elixido	een	elixir	een	V	DET;INDF
elixido	eén	elixir	eén	V	N;MASC+FEM;SG
fíxate	kijk	fíxate	kijken	PROPN	V;SG;PRS;FIN
créame	geloven	créame	geloven	PROPN	V;NFIN
créame	geloof	créame	geloven	PROPN	V;SG;PRS;FIN
georgie	georgie	georgie	georgie	PROPN	N;MASC+FEM;SG
dareille	geef	dareille	geven	ADV	V;SG;PRS;FIN
dareille	geven	dareille	geven	ADV	V;NFIN
cansos	vermoeid	canso	vermoeien	N	V;V.PTCP
cansos	moe	canso	moe	N	ADJ
cansos	vermoeid	canso	vermoeien	N	V;V.PTCP
tirado	liggend	tirado	liggen	N	V;V.PTCP
tirado	liegen	tirado	liegen	N	V;NFIN
tirado	liegende	tirado	liegen	N	V;V.PTCP
volvería	zou	volver	zullen	V	V;SG;PST;FIN
volvería	terug	volver	terug	V	ADV
volvería	rug	volver	rug	V	N;MASC+FEM;SG
volvería	back	volver	back	V	N;MASC+FEM;SG
volvería	alweer	volver	alweer	V	ADV
volvería	opnieuw	volver	opnieuw	V	ADV
volvería	nogmaals	volver	nogmaals	V	ADV
saes	jij	saber	jij	PROPN	PRO;NOM;2
saes	jou	saber	jou	PROPN	PRO;ACC;2
saes	eruit	saber	eruit	PROPN	ADV
saes	uit	saber	uit	PROPN	ADP
saes	out	saber	out	PROPN	
solitario	eenzame	solitario	eenzaam	N	ADJ
solitario	eenzaam	solitario	eenzaam	N	ADJ
aturo	kunt	aturo	kunnen	V	V;SG;PRS;FIN
aturo	stand	aturo	stand	V	N;MASC+FEM;SG
direiche	vertel	direiche	vertel	PROPN	V;SG;PRS;FIN
direiche	tell	direiche	tell	PROPN	
responsábeis	verantwoord	responsábel	verantwoorden	N	V;V.PTCP
responsábeis	verantwoordelijke	responsábel	verantwoordelijk	N	ADJ
responsábeis	verantwoordelijk	responsábel	verantwoordelijk	N	ADJ
responsábeis	voor	responsábel	voor	N	ADP
desexaría	wish	desexar	wish	V	
desexaría	wensen	desexar	wens	V	N;PL
desexaría	wens	desexar	wens	V	ADJ
plena	het	pleno	het	ADJ	PRO;3
plena	de	pleno	de	ADJ	DET;DEF
aparta	get	apartir	get	V	
quite	af	quite	af	V	ADP
louis	louis	loui	louis	PROPN	N;MASC+FEM;SG
louis	lodewijk	loui	lodewijk	PROPN	N;MASC+FEM;SG
recordas	onthoud	recorda	onthoud	N	V;SG;PRS;FIN
miami	miami	miami	miami	PROPN	N;MASC+FEM;SG
descansa	rest	descansa	rest	V	N;MASC+FEM;SG
descansa	rust	descansa	rust	V	N;MASC+FEM;SG
pedido	bestellen	peder	bestellen	N	V;NFIN
stratton	stratton	stratton	stratton	PROPN	N;NEUT;SG
francesas	frans	francesa	frans	ADJ	PROPN;MASC+FEM;SG
francesas	fransen	francesa	frans	ADJ	PROPN;MASC+FEM;SG
perdes	jij	perde	jij	V	PRO;NOM;2
perdes	jou	perde	jou	V	PRO;ACC;2
perdes	verlies	perde	verlies	V	N;NEUT;SG
falaron	ze	falar	ze	V	PRO;3
falaron	zij	falar	zij	V	PRO;NOM;3
zeke	zeke	zeke	zeken	PROPN	N;MASC+FEM;SG
detente	stop	detente	stoppen	PROPN	V;SG;PRS;FIN
detente	stoppen	detente	stoppen	PROPN	V;NFIN
servirá	will	servir	will	V	
servirá	zal	servir	zullen	V	V;SG;PRS;FIN
servirá	zullen	servir	zullen	V	V;PL;PRS;FIN
amarelo	gele	amarelo	geel	N	ADJ
amarelo	geel	amarelo	geel	N	ADJ
wheeler	wheeler	wheeler	wheeler	PROPN	N;MASC+FEM;SG
estouche	jij	estouche	jij	PROPN	PRO;NOM;2
estouche	jou	estouche	jou	PROPN	PRO;ACC;2
della	della	della	della	PROPN	N;MASC+FEM;SG
trucos	smerige	truco	smerig	N	ADJ
trucos	smerig	truco	smerig	N	ADJ
alumnado	pupillen	alumnado	pupil	V	N;PL
alumnado	leerlingen	alumnado	leerling	V	N;PL
alumnado	zijn	alumnado	zijn	V	V;PL;PRS;FIN
alumnado	studenten	alumnado	student	V	N;PL
alumnado	leerlingen	alumnado	leerling	V	N;PL
burgueses	burgerlijk	burguese	burgerlijk	N	ADJ
tentativa	geprobeerd	tentativo	proberen	N	V;V.PTCP
bárbaros	wilden	bárbaro	willen	N	V;PL;PST;FIN
movédevos	verplaatsen	movédevo	verplaatsen	N	V;NFIN
movédevos	bewegen	movédevo	bewegen	N	V;NFIN
movédevos	beweeg	movédevo	bewegen	N	V;SG;PRS;FIN
movédevos	verplaats	movédevo	verplaats	N	V;SG;PRS;FIN
stan	stan	stan	stan	V	N;MASC+FEM;SG
stan	jij	stan	jij	V	PRO;NOM;2
stan	jou	stan	jou	V	PRO;ACC;2
west	west	west	west	PROPN	N;MASC+FEM;SG
west	westen	west	westen	PROPN	N;NEUT;SG
west	westelijk	west	westelijk	PROPN	ADJ
bild	bild	bild	billen	PROPN	N;MASC+FEM;SG
dickie	dickie	dickie	dickie	PROPN	N;MASC+FEM;SG
cóidate	neem	cóidate	nemen	N	V;SG;PRS;FIN
cóidate	nemen	cóidate	nemen	N	V;NFIN
cóidate	jezelf	cóidate	jezelf	N	PRO;ACC;2
cóidate	jijzelf	cóidate	jijzelf	N	PRO;NOM;2
cóidate	uzelf	cóidate	uzelf	N	PRO;NOM;2
armenia	armenië	armenia	armenië	N	PROPN;NEUT;SG
correde	rennen	correder	rennen	PROPN	V;NFIN
correde	uitvoeren	correder	uitvoeren	PROPN	V;NFIN
correde	ren	correder	ren	PROPN	N;MASC+FEM;SG
correde	run	correder	run	PROPN	N;MASC+FEM;SG
turista	toerist	turista	toerist	N	V;SG;PRS;FIN
mann	mann	mann	mann	PROPN	N;MASC+FEM;SG
kathy	kathy	kathy	kathy	PROPN	N;MASC+FEM;SG
alicia	haarzelf	alicia	haarzelf	N	PRO;ACC;1
magali	magali	magali	magali	PROPN	N;MASC+FEM;SG
won	gewonnen	won	winnen	N	V;V.PTCP
won	won	won	winnen	N	V;SG;PST;FIN
heavy	heavy	heavy	heavy	PROPN	N;MASC+FEM;SG
heavy	zwaar	heavy	zwaar	PROPN	ADJ
heavy	zware	heavy	zwaar	PROPN	ADJ
heavy	heftig	heavy	heftig	PROPN	ADJ
wey	wei	wey	wei	PROPN	N;MASC+FEM;SG
farhad	farhad	farhad	farhad	V	N;MASC+FEM;SG
cora	cora	cora	cora	PROPN	N;MASC+FEM;SG
procede	van	proceder	van	V	ADP
procede	uit	proceder	uit	V	ADP
procede	vanaf	proceder	vanaf	V	ADP
vise	saw	visir	saw	V	N;MASC+FEM;SG
vise	zaag	visir	zaag	V	N;MASC+FEM;SG
refírome	gemiddelde	refírome	gemiddeld	V	ADJ
refírome	gemeen	refírome	gemeen	V	ADJ
refírome	mean	refírome	mean	V	
utilidade	gebruiken	utilidade	gebruiken	N	V;NFIN
diapositiva	schuif	diapositivo	schuif	N	V;SG;PRS;FIN
diapositiva	glijden	diapositivo	glijden	N	V;NFIN
diapositiva	schuiven	diapositivo	schuiven	N	V;NFIN
trampas	vallen	trampa	vallen	N	V;NFIN
soben	dat	sober	dat	V	PRO;3
vense	zijn	vense	zijn	PROPN	V;PL;PRS;FIN
cometeu	toegewijd	cometar	toegewijd	V	ADJ
cometeu	made	cometar	made	V	
favoritos	favoriete	favorito	favoriet	N	ADJ
comparten	deel	compartir	deel	V	N;NEUT;SG
volvía	terug	volvía	terug	V	ADV
volvía	rug	volvía	rug	V	N;MASC+FEM;SG
volvía	back	volvía	back	V	N;MASC+FEM;SG
musical	musical	musical	musical	ADJ	N;MASC+FEM;SG
musical	muziek	musical	muziek	ADJ	N;MASC+FEM;SG
funcionamento	hoe	funcionamento	hoe	N	ADV
illado	dat	illar	dat	V	PRO;3
xuízos	oordelen	xuízo	oordelen	N	V;NFIN
xuízos	proeven	xuízo	proeven	N	V;NFIN
causas	veroorzaakt	causa	veroorzaken	N	V;V.PTCP
bate	beats	bate	beats	V	N;MASC+FEM;SG
substituír	plaatsvervanger	substituír	plaatsvervanger	V	N;MASC+FEM;SG
substituír	substituut	substituír	substituut	V	N;NEUT;SG
substituír	vervanger	substituír	vervanger	V	N;MASC+FEM;SG
substituír	vervanging	substituír	vervanging	V	N;MASC+FEM;SG
substituír	voor	substituír	voor	V	ADP
debuxo	tekenen	debuxo	tekenen	N	V;NFIN
manipulación	manipuleren	manipulación	manipuleren	N	V;NFIN
sentirse	feel	sentirse	feel	N	
sentirse	voelen	sentirse	voelen	N	V;NFIN
sentirse	voel	sentirse	voelen	N	V;SG;PRS;FIN
saíde	krijgen	saíde	krijgen	PROPN	V;PL;PRS;FIN
saíde	krijg	saíde	krijgen	PROPN	V;SG;PRS;FIN
saíde	get	saíde	get	PROPN	
saíde	eruit	saíde	eruit	PROPN	ADV
saíde	uit	saíde	uit	PROPN	ADP
saíde	out	saíde	out	PROPN	
entras	kom	entra	komen	PROPN	V;SG;PRS;FIN
elo	dat	elo	dat	PROPN	PRO;3
preguntarnos	ask	preguntarno	ask	N	INTJ
defecto	standaard	defecto	standaard	N	ADJ
eléctrica	macht	eléctrico	macht	ADJ	N;MASC+FEM;SG
eléctrica	kracht	eléctrico	kracht	ADJ	N;MASC+FEM;SG
eléctrica	power	eléctrico	power	ADJ	N;MASC+FEM;SG
eléctrica	vermogen	eléctrico	vermogen	ADJ	N;NEUT;SG
prestado	leen	prestar	leen	V	N;MASC+FEM;SG
interiores	binnenste	interior	binnen	ADJ	N;MASC+FEM;SG
interiores	interieur	interior	interieur	ADJ	N;NEUT;SG
traxes	oostelijk	traxe	oostelijk	N	ADJ
traxes	oostelijke	traxe	oostelijk	N	ADJ
traxes	aankleden	traxe	aankleden	N	V;NFIN
traxes	pakken	traxe	pakken	N	V;NFIN
limitado	limited	limitado	limited	ADJ	
limitado	beperkt	limitado	beperken	ADJ	V;V.PTCP
limitado	gelimiteerd	limitado	limiteren	ADJ	V;V.PTCP
limitado	beperkte	limitado	beperken	ADJ	V;SG;PST;FIN
ancián	ouwe	ancián	oud	N	ADJ
ancián	oude	ancián	oud	N	ADJ
ancián	oud	ancián	oud	N	ADJ
radicais	radicaal	radical	radicaal	N	ADJ
radicais	radicale	radical	radicaal	N	ADJ
italianos	italiaan	italiano	italiaan	ADJ	N;MASC+FEM;SG
italianos	italianen	italiano	italiaan	ADJ	N;PL
ouviu	jij	ouviu	jij	V	PRO;NOM;2
ouviu	jou	ouviu	jou	V	PRO;ACC;2
ouviu	hoor	ouviu	hoor	V	INTJ
jamie	jamie	jamie	jamie	PROPN	N;MASC+FEM;SG
ido	gone	ido	goon	ADV	
arruinar	ruïne	arruinar	ruïne	V	N;MASC+FEM;SG
toquei	ontroerd	toquei	ontroerd	PROPN	V;V.PTCP
toquei	geroerd	toquei	roeren	PROPN	V;V.PTCP
toquei	aangeraakt	toquei	aanraken	PROPN	V;V.PTCP
toquei	touch	toquei	touch	PROPN	N;MASC+FEM;SG
toquei	aanraken	toquei	aanraak	PROPN	V;NFIN
toquei	aanraking	toquei	aanraking	PROPN	N;MASC+FEM;SG
pecho	close	pecho	close	PROPN	N;MASC+FEM;SG
pecho	afsluiten	pecho	afsluiten	PROPN	V;NFIN
pecho	sluiten	pecho	sluiten	PROPN	V;NFIN
pecho	sluit	pecho	sluiten	PROPN	V;SG;PRS;FIN
pecho	dichtbij	pecho	dichtbij	PROPN	ADJ
extremadamente	extreem	extremadamente	extreem	ADV	ADJ
prácticas	praktische	práctica	praktisch	N	ADJ
prácticas	praktisch	práctica	praktisch	N	ADJ
axuden	hulp	axudar	hulp	V	N;MASC+FEM;SG
axuden	help	axudar	help	V	N;MASC+FEM;SG
hackers	hackers	hacker	hacker	PROPN	N;PL
éramos	waren	éramo	zijn	V	V;PL;PST;FIN
acabará	einde	acabar	einde	V	N;NEUT;SG
acabará	eind	acabar	eind	V	N;NEUT;SG
acabará	will	acabar	will	V	
acabará	zal	acabar	zullen	V	V;SG;PRS;FIN
acabará	zullen	acabar	zullen	V	V;PL;PRS;FIN
ártico	noordpool	ártico	noordpool	ADJ	N;MASC+FEM;SG
ártico	noordpoolgebied	ártico	noordpoolgebied	ADJ	N;NEUT;SG
mortas	dood	morto	dood	N	ADJ
mortas	doods	morto	doods	N	ADJ
egoísta	egoïstische	egoísta	egoïstisch	N	ADJ
egoísta	egoïstisch	egoísta	egoïstisch	N	ADJ
crecín	groeiden	crecín	groeien	PROPN	V;PL;PST;FIN
crecín	groeide	crecín	groeien	PROPN	V;SG;PST;FIN
crecín	opgegroeid	crecín	opgroeien	PROPN	V;V.PTCP
crecín	getogen	crecín	tijgen	PROPN	V;V.PTCP
crecín	opgevoed	crecín	opvoeden	PROPN	V;V.PTCP
camiñas	wandelen	camiña	wandelen	N	V;NFIN
camiñas	lopen	camiña	lopen	N	V;NFIN
camiñas	lopend	camiña	lopen	N	V;V.PTCP
camiñas	jij	camiña	jij	N	PRO;NOM;2
camiñas	jou	camiña	jou	N	PRO;ACC;2
camiñas	lopen	camiña	lopen	N	V;NFIN
claridade	duidelijk	claridade	duidelijk	N	ADJ
rescate	redden	rescate	redden	N	V;NFIN
disposta	gewillig	disposta	gewillig	V	ADJ
disposta	bereid	disposta	bereid	V	ADJ
disposta	ready	disposta	ready	V	
disposta	gereed	disposta	gereed	V	ADJ
disposta	klaar	disposta	klaar	V	ADJ
xove	jonge	xover	jong	N	ADJ
xove	jong	xover	jong	N	ADJ
demáis	overige	demáis	overig	ADV	ADJ
demáis	andere	demáis	ander	ADV	ADJ
demáis	overigen	demáis	overigen	ADV	ADJ
demáis	anderen	demáis	ander	ADV	ADJ
frecuencia	regelmatig	frecuencia	regelmatig	N	ADJ
frecuencia	veelvuldig	frecuencia	veelvuldig	N	ADJ
frecuencia	frequent	frecuencia	frequent	N	ADJ
frecuencia	vaak	frecuencia	vaak	N	ADJ
frecuencia	dikwijls	frecuencia	dikwijls	N	ADV
frecuencia	vaak	frecuencia	vaak	N	ADJ
caeron	heb	caer	hebben	V	V;SG;PRS;FIN
agradecido	dankbaar	agradecer	dankbaar	V	ADJ
aburrida	verveeld	aburrido	verveeld	ADJ	V;V.PTCP
aburrida	verveling	aburrido	verveling	ADJ	N;MASC+FEM;SG
aburrida	vervelen	aburrido	vervelen	ADJ	V;NFIN
aburrida	vervelen	aburrido	vervelen	ADJ	V;NFIN
tentan	ze	tentar	ze	V	PRO;3
tentan	zij	tentar	zij	V	PRO;NOM;3
motel	motel	motel	motel	PROPN	N;NEUT;SG
responsables	verantwoord	responsable	verantwoorden	N	V;V.PTCP
responsables	verantwoordelijke	responsable	verantwoordelijk	N	ADJ
responsables	verantwoordelijk	responsable	verantwoordelijk	N	ADJ
responsables	voor	responsable	voor	N	ADP
responsables	wie	responsable	wie	N	PRO;3
responsables	who	responsable	who	N	
nobel	nobel	nobel	nobel	N	ADJ
sentiu	feel	sentiu	feel	V	
sentiu	vilt	sentiu	villen	V	N;NEUT;SG
sentiu	ze	sentiu	ze	V	PRO;3
sentiu	zij	sentiu	zij	V	PRO;NOM;3
industriais	industrieel	industrial	industrieel	N	ADJ
industriais	industriële	industrial	industreel	N	ADJ
belfast	belfast	belfast	belfast	PROPN	N;MASC+FEM;SG
posesión	bezit	posesión	bezitten	N	V;SG;PRS;FIN
poderiades	jij	poderiade	jij	N	PRO;NOM;2
poderiades	jou	poderiade	jou	N	PRO;ACC;2
poderiades	kan	poderiade	kunnen	N	V;SG;PRS;FIN
poderiades	kon	poderiade	kunnen	N	V;SG;PST;FIN
curva	draaien	curvar	draaien	N	V;NFIN
pasas	jij	pasa	jij	N	PRO;NOM;2
pasas	jou	pasa	jou	N	PRO;ACC;2
pasas	besteden	pasa	besteden	N	V;NFIN
pasas	uitgeven	pasa	uitgeven	N	V;NFIN
tratamentos	zijn	tratamento	zijn	N	V;PL;PRS;FIN
almacéns	bewaren	almacén	bewaren	N	V;NFIN
meteu	got	meteu	got	V	N;MASC+FEM;SG
meteu	heb	meteu	hebben	V	V;SG;PRS;FIN
taylor	taylor	taylor	taylor	PROPN	N;MASC+FEM;SG
quinto	hel	quinto	hel	ADJ	N;MASC+FEM;SG
quinto	hell	quinto	hell	ADJ	N;MASC+FEM;SG
divino	goddelijk	divino	goddelijk	N	ADJ
divino	goddelijke	divino	goddelijk	N	ADJ
cambiaron	heb	cambiar	hebben	V	V;SG;PRS;FIN
encargo	bestellen	encargo	bestellen	N	V;NFIN
encargo	neem	encargo	nemen	N	V;SG;PRS;FIN
encargo	nemen	encargo	nemen	N	V;NFIN
empece	strike	empecer	strik	V	
empece	staking	empecer	staking	V	N;MASC+FEM;SG
empece	eruit	empecer	eruit	V	ADV
empece	uit	empecer	uit	V	ADP
empece	out	empecer	out	V	
asiáticos	aziaten	asiático	aziat	ADJ	N;PL
labor	werken	labor	werken	N	V;NFIN
déronlle	ze	déronle	ze	PROPN	PRO;3
déronlle	zij	déronle	zij	PROPN	PRO;NOM;3
déronlle	was	déronle	zijn	PROPN	V;SG;PST;FIN
perpetua	life	perpetuar	life	N	
perpetua	eeuwigdurende	perpetuar	eeuwigdurend	N	ADJ
aparencia	kijk	aparencia	kijken	N	V;SG;PRS;FIN
aparencia	uiterlijk	aparencia	uiterlijk	N	ADJ
abraham	abraham	abraham	abraham	PROPN	N;MASC+FEM;SG
temer	angst	temer	angst	ADV	N;MASC+FEM;SG
temer	vrees	temer	vrezen	ADV	V;SG;PRS;FIN
temer	fear	temer	fear	ADV	
temer	bang	temer	bang	ADV	ADJ
camiñamos	wandeling	camiñar	wandeling	V	N;MASC+FEM;SG
camiñamos	walk	camiñar	walk	V	N;MASC+FEM;SG
lectura	lezen	lectura	lezen	N	V;NFIN
lectura	lezen	lectura	lezen	N	V;NFIN
lectura	gelezen	lectura	lezen	N	V;V.PTCP
lectura	lees	lectura	lezen	N	V;SG;PRS;FIN
bendiga	bless	bendiga	bles	PROPN	N;MASC+FEM;SG
bendiga	zegenen	bendiga	zegenen	PROPN	V;NFIN
bendiga	zegen	bendiga	zegen	PROPN	N;MASC+FEM;SG
bendiga	jij	bendiga	jij	PROPN	PRO;NOM;2
bendiga	jou	bendiga	jou	PROPN	PRO;ACC;2
bonitos	mooi	bonito	mooi	N	ADJ
bonitos	prachtig	bonito	prachtig	N	ADJ
bonitos	mooie	bonito	mooi	N	ADJ
bonitos	mooi	bonito	mooi	N	ADJ
bonitos	lekker	bonito	lekker	N	ADJ
bonitos	fijn	bonito	fijn	N	ADJ
bonitos	leuk	bonito	leuk	N	ADJ
esperade	wachten	esperade	wachten	N	V;NFIN
esperade	wacht	esperade	wachten	N	V;SG;PRS;FIN
esperade	voor	esperade	voor	N	ADP
ida	ida	ida	ida	PROPN	PROPN;MASC+FEM;SG
matamos	moorden	matar	moord	V	N;PL
sentou	sat	sentar	sat	V	N;MASC+FEM;SG
mates	doden	mate	dood	N	ADJ
carl	carl	carl	carl	PROPN	N;MASC+FEM;SG
numerosos	veel	numeroso	veel	ADJ	PRO
numerosos	velen	numeroso	veel	ADJ	PRO
numerosos	vele	numeroso	veel	ADJ	PRO
reforma	hervormen	reforma	hervormen	N	V;NFIN
incendio	vuren	incendio	vuren	N	V;NFIN
estuda	studie	estudar	studie	V	N;MASC+FEM;SG
reportaxe	rapporteren	reportaxe	rapporteren	N	V;NFIN
ooh	ooh	ooh	ooh	PROPN	INTJ
hola	hallo	hola	hallo	PROPN	N;MASC+FEM;SG
hola	hello	hola	hello	PROPN	N;MASC+FEM;SG
elvis	elvis	elvis	elvis	PROPN	N;MASC+FEM;SG
ruína	ruïneren	ruína	ruïneren	N	V;NFIN
ruína	verpesten	ruína	verpesten	N	V;NFIN
ruína	brak	ruína	breken	N	V;SG;PST;FIN
ruína	gebroken	ruína	breken	N	V;V.PTCP
remedio	heb	remedio	hebben	N	V;SG;PRS;FIN
remedio	hebben	remedio	hebben	N	V;PL;PRS;FIN
viena	wenen	viena	wenen	PROPN	PROPN;NEUT;SG
modesto	bescheiden	modesto	bescheiden	N	ADJ
vestíbulo	lobbyen	vestíbulo	lobbyen	N	V;NFIN
burguesa	burgerlijk	burguesa	burgerlijk	N	ADJ
