nasr	nasr	nasr	nasr	PROPN	
clara	klara	clar	klara	ADJ;DEF;FEM;SG	N;NOM;FEM;SG
clara	clara	clar	clara	ADJ;DEF;FEM;SG	PROPN;NOM;FEM;SG
vieți	mieszka	viață	mieszkać	N;INDF;FEM;PL	V;IPFV;IND;SG;3;PRS;FIN;ACT
vieți	żyje	viață	żyć	N;INDF;FEM;PL	V;IPFV;IND;SG;3;PRS;FIN;ACT
boemia	czechy	boemie	czech	N;DEF;FEM;SG	
oferind	oferowanie	oferi	oferować	V;V.MSDR	N;IPFV;NOM;NEUT;SG;POS;V.MSDR
letonia	łotwa	letonie	łotwy	PROPN	
letonia	łotwy	letonie	łotwy	PROPN	
letonia	łotwie	letonie	łotwo	PROPN	
islanda	islandia	islanda	islandia	PROPN	N;NOM;FEM;SG
islanda	islandii	islanda	islandia	PROPN	
hanovra	hanover	hanovră	hanover	PROPN	N;NOM;MASC;SG
hanovra	hannover	hanovră	hannover	PROPN	PROPN;NOM;MASC;SG
rahman	rahman	rahman	rahman	N;INDF;MASC;SG	PROPN;NOM;MASC;SG
silva	silva	silvă	silvać	PROPN	PROPN;NOM;MASC;SG
democratic	demokratycznie	democratic	demokratycznie	ADJ;INDF;MASC;SG	ADV
vrei	chce	vrea	chcieć	V;IND;SG;2;PRS;FIN	V;IPFV;IND;SG;3;PRS;FIN;ACT
strategice	strategiczne	strategic	strategiczny	ADJ;INDF;FEM;PL	ADJ;NOM;NEUT;SG
strategice	strategiczny	strategic	strategiczny	ADJ;INDF;FEM;PL	ADJ;NOM;MASC;SG
utilizând	używanie	utiliza	używać	V;V.MSDR	N;IPFV;NOM;NEUT;SG;POS;V.MSDR
utilizând	użycie	utiliza	użyć	V;V.MSDR	N;PFV;NOM;NEUT;SG;POS;V.MSDR
numeric	numeryczny	numeric	numeryczny	ADV	ADJ;NOM;MASC;SG
simte	czuję	simți	czuć	V;IND;SG;3;PRS;FIN	V;IPFV;IND;SG;1;PRS;FIN;ACT
lloyd	lloyd	lloyd	lloyd	PROPN	PROPN;NOM;MASC;SG
oldenburg	oldenburg	oldenburg	oldenburg	PROPN	PROPN;NOM;MASC;SG
controverse	kontrowersji	controversă	kontrowersja	N;INDF;FEM;PL	
lunile	miesiące	lună	miesiąc	N;DEF;FEM;PL	N;NOM;MASC;SG
lunile	miesięcy	lună	miesiąc	N;DEF;FEM;PL	N;GEN;MASC;PL
lunile	miesiącach	lună	miesiąc	N;DEF;FEM;PL	N;GEN;MASC;PL
bordeaux	bordeaux	bordeaux	bordeaux	PROPN	N;NOM;MASC;SG
lecții	lekcji	lecție	lekcja	N;INDF;FEM;PL	N;GEN;FEM;SG
jay	jaya	jay	jayać	PROPN	V;IPFV;IND;SG;3;PRS;FIN;ACT
jay	jay	jay	jay	PROPN	PROPN;NOM;MASC;SG
soră	siostro	soră	siostro	N;INDF;FEM;SG	V;IPFV;IMP;SG;2;FIN;ACT
soră	siostra	soră	siostra	N;INDF;FEM;SG	N;NOM;FEM;SG
teste	próby	test	próba	N;INDF;FEM;PL	
aventuri	przygody	avent	przygoda	N;INDF;FEM;PL	
aventuri	przygód	avent	przygód	N;INDF;FEM;PL	
aventuri	przygodę	avent	przygoda	N;INDF;FEM;PL	N;ACC;FEM;SG
aventuri	przygoda	avent	przygoda	N;INDF;FEM;PL	N;NOM;FEM;SG
aventuri	przygody	avent	przygoda	N;INDF;FEM;PL	
aventuri	przygód	avent	przygód	N;INDF;FEM;PL	
estimare	oszacowania	estimare	oszacowanie	N;INDF;FEM;SG	N;GEN;NEUT;SG
estimare	oszacowanie	estimare	oszacować	N;INDF;FEM;SG	N;NOM;NEUT;SG
estimare	szacunki	estimare	szacunek	N;INDF;FEM;SG	N;NOM;MASC;PL
estimare	szacowania	estimare	szacowanie	N;INDF;FEM;SG	N;IPFV;GEN;NEUT;SG;POS;V.MSDR
estimare	oszacowanie	estimare	oszacować	N;INDF;FEM;SG	N;NOM;NEUT;SG
comparativ	porównawcze	comparativ	porównawczy	ADV	ADJ;NOM;NEUT;SG
comparativ	porównawczych	comparativ	porównawczy	ADV	ADJ;GEN;MASC;PL
islamice	islamskiej	islamic	islamski	ADJ;INDF;FEM;PL	ADJ;GEN;FEM;SG
salt	sól	salt	sól	N;INDF;MASC;SG	
salt	soli	salt	sola	N;INDF;MASC;SG	
tensiune	napięcia	tensiune	napięcie	N;INDF;FEM;SG	N;GEN;NEUT;SG
tensiune	napięcie	tensiune	napięcie	N;INDF;FEM;SG	N;NOM;NEUT;SG
tensiune	napięcia	tensiune	napięcie	N;INDF;FEM;SG	N;GEN;NEUT;SG
tensiune	napięcie	tensiune	napięcie	N;INDF;FEM;SG	N;NOM;NEUT;SG
banda	taśmy	bandă	taśma	N;DEF;FEM;SG	
banda	taśma	bandă	taśma	N;DEF;FEM;SG	N;NOM;FEM;SG
batman	batman	batman	batman	N;INDF;MASC;SG	
pius	pius	pius	pius	PROPN	PROPN;NOM;MASC;SG
trăiască	live	trăi	liv	V;SBJV;3;PRS;FIN	
trăiască	żywo	trăi	żywo	V;SBJV;3;PRS;FIN	
trăiască	żyj	trăi	żyć	V;SBJV;3;PRS;FIN	V;IPFV;IMP;SG;2;FIN;ACT
exprimate	obsady	exprima	obsad	ADJ;INDF;FEM;PL	N;GEN;FEM;SG
exprimate	gips	exprima	gips	ADJ;INDF;FEM;PL	N;NOM;MASC;SG
exprimate	wyrażono	exprima	wyrażyć	ADJ;INDF;FEM;PL	V;PFV;IND;0;PST;FIN;ACT
exprimate	wyrażony	exprima	wyrazić	ADJ;INDF;FEM;PL	ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS
exprimate	wyrażona	exprima	wyraż	ADJ;INDF;FEM;PL	ADJ;PFV;NOM;FEM;SG;POS;V.PTCP;PASS
exprimate	wyraził	exprima	wyrazić	ADJ;INDF;FEM;PL	V;PFV;MASC;IND;SG;PST;FIN;ACT
exprimate	wyrażone	exprima	wyrazić	ADJ;INDF;FEM;PL	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS
moneda	walutę	moneda	waluta	N;DEF;FEM;SG	N;ACC;FEM;SG
moneda	waluty	moneda	waluta	N;DEF;FEM;SG	N;ACC;FEM;PL
moneda	waluta	moneda	walutać	N;DEF;FEM;SG	N;NOM;FEM;SG
moneda	monety	moneda	monet	N;DEF;FEM;SG	N;NOM;MASC;PL
moneda	moneta	moneda	moneta	N;DEF;FEM;SG	N;NOM;FEM;SG
instalații	instalacji	instalație	instalacja	N;INDF;FEM;PL	N;GEN;FEM;SG
romeo	romeo	romeo	romeo	PROPN	
aruncă	rzuć	arunca	rzuć	V;IND;SG;3;PST;FIN	V;PFV;IMP;SG;2;FIN;ACT
aruncă	rzut	arunca	rzut	V;IND;SG;3;PST;FIN	N;NOM;MASC;SG
conservare	konserwacja	conservare	konserwacja	N;INDF;FEM;SG	N;NOM;FEM;SG
matilda	matylda	matilda	matylda	N;DEF;FEM;SG	N;NOM;FEM;SG
recentă	niedawno	recent	niedawno	ADJ;INDF;FEM;SG	ADV
recentă	najnowsze	recent	nowy	ADJ;INDF;FEM;SG	ADJ;NOM;CMPR;MASC;SG
recentă	ostatnie	recent	ostatni	ADJ;INDF;FEM;SG	ADJ;NOM;NEUT;SG
recentă	ostatnich	recent	ostatni	ADJ;INDF;FEM;SG	ADJ;GEN;MASC;PL
recentă	ostatnio	recent	ostatnio	ADJ;INDF;FEM;SG	ADV
accentul	akcent	accent	akcent	N;DEF;MASC;SG	N;NOM;MASC;SG
trenul	pociągiem	tren	pociąg	N;DEF;MASC;SG	N;INS;MASC;SG
trenul	pociągu	tren	pociąg	N;DEF;MASC;SG	N;GEN;MASC;SG
trenul	pociąg	tren	pociąg	N;DEF;MASC;SG	N;NOM;MASC;SG
trenul	pociągi	tren	pociąg	N;DEF;MASC;SG	N;NOM;MASC;PL
bate	beat	bate	beat	V;IND;SG;3;PRS;FIN	
bate	bity	bate	bit	V;IND;SG;3;PRS;FIN	
propuse	proponowane	propus	proponować	ADJ;INDF;FEM;PL	ADJ;IPFV;NOM;NEUT;SG;POS;V.PTCP;PASS
propuse	proponowana	propus	proponować	ADJ;INDF;FEM;PL	ADJ;IPFV;NOM;FEM;SG;POS;V.PTCP;PASS
propuse	proponowany	propus	proponować	ADJ;INDF;FEM;PL	ADJ;IPFV;NOM;MASC;SG;POS;V.PTCP;PASS
tanc	tank	tanc	tank	N;INDF;MASC;SG	
veliko	weliko	veliko	weliko	PROPN	
bolnav	chore	bolnav	chory	ADJ;INDF;MASC;SG	
bolnav	chory	bolnav	chory	ADJ;INDF;MASC;SG	V;IPFV;MASC;IND;SG;PST;FIN;ACT
bolnav	chorzy	bolnav	chorzyć	ADJ;INDF;MASC;SG	N;NOM;MASC;PL
prix	prix	prix	prix	N;INDF;MASC;SG	
nguyen	nguyen	nguyen	nguyen	PROPN	PROPN;NOM;MASC;SG
fiice	córki	fi	córka	N;INDF;FEM;PL	N;NOM;FEM;SG
nigeria	nigerii	nigerie	nigeria	PROPN	
vizuale	wizualizacje	vizual	wizualizacja	ADJ;INDF;FEM;PL	N;NOM;FEM;PL
minnesota	minnesota	minnesotă	minnesota	N;DEF;FEM;SG	
allah	allah	allah	allah		N;NOM;MASC;SG
allah	allaha	allah	allaha		N;ACC;MASC;SG
joan	joan	joan	joan	PROPN	PROPN;NOM;MASC;SG
joan	joanna	joan	joanna	PROPN	ADJ;NOM;FEM;SG
latina	łacińskiej	latină	łaciński	N;DEF;FEM;SG	ADJ;GEN;FEM;SG
latina	latina	latină	latina	N;DEF;FEM;SG	
vila	vila	vilă	vila	N;DEF;FEM;SG	V;IPFV;IND;SG;PRS;FIN;ACT
vila	willa	vilă	willa	N;DEF;FEM;SG	N;NOM;FEM;SG
vila	villa	vilă	vill	N;DEF;FEM;SG	
bor	boru	bor	bór		N;GEN;MASC;SG
györgy	györgy	györgy	gysrga	PROPN	PROPN;NOM;MASC;SG
strategic	strategicznie	strategic	strategicznie	ADJ;INDF;MASC;SG	ADV
strategic	strategicznych	strategic	strategiczny	ADJ;INDF;MASC;SG	ADJ;GEN;MASC;PL
privit	obejrzał	privi	obejrzeć	ADJ;INDF;MASC;SG	V;PFV;MASC;IND;SG;PST;FIN;ACT
privit	obserwował	privi	obserwować	ADJ;INDF;MASC;SG	V;IPFV;MASC;IND;SG;PST;FIN;ACT
dennis	dennisa	dennis	dennis	PROPN	N;ACC;MASC;SG
dennis	dennis	dennis	dennis	PROPN	PROPN;NOM;MASC;SG
geografia	geografii	geografie	geografia	N;DEF;FEM;SG	N;GEN;FEM;SG
geografia	geografia	geografie	geografia	N;DEF;FEM;SG	N;NOM;FEM;SG
miami	miami	miam	mieć	PROPN	N;INS;FEM;PL
lang	lang	lang	lang	PROPN	
multumesc	dzieki	multumi	dziek	V;IND;SG;3;PRS;FIN	
multumesc	dziękujemy	multumi	dziękować	V;IND;SG;3;PRS;FIN	V;IPFV;IND;PL;1;PRS;FIN;ACT
multumesc	dzięki	multumi	dzięki	V;IND;SG;3;PRS;FIN	ADP
bugetul	budżetu	buget	budżet	N;DEF;MASC;SG	N;GEN;MASC;SG
bugetul	budżet	buget	budżet	N;DEF;MASC;SG	N;ACC;MASC;SG
matthew	mateusza	matthew	mateusz	PROPN	N;ACC;MASC;SG
matthew	mateusz	matthew	mateusz	PROPN	PROPN;NOM;MASC;SG
matthew	maciej	matthew	maciej	PROPN	PROPN;NOM;MASC;SG
intervalul	zasięg	interval	zasięg	N;DEF;MASC;SG	N;NOM;MASC;SG
intervalul	zakres	interval	zakres	N;DEF;MASC;SG	N;NOM;MASC;SG
intervalul	zasięgu	interval	zasiąg	N;DEF;MASC;SG	N;GEN;MASC;SG
intervalul	przedział	interval	przedział	N;DEF;MASC;SG	N;NOM;MASC;SG
intervalul	odległość	interval	odległość	N;DEF;MASC;SG	N;ACC;FEM;SG
intervalul	odstęp	interval	odstęp	N;DEF;MASC;SG	N;NOM;MASC;SG
intervalul	przerwa	interval	przerwa	N;DEF;MASC;SG	
intervalul	przedział	interval	przedział	N;DEF;MASC;SG	N;NOM;MASC;SG
wisconsin	wisconsin	wisconsin	wisconsin	PROPN	N;NOM;MASC;SG
străzile	ulice	stradă	ulica	N;DEF;FEM;PL	N;NOM;FEM;PL
străzile	ulic	stradă	ulica	N;DEF;FEM;PL	
sunete	brzmi	sunet	brzmieć	N;INDF;FEM;PL	V;IPFV;IND;SG;3;PRS;FIN;ACT
cablu	kable	cablu	kabeł	N;INDF;MASC;SG	N;NOM;MASC;PL
barajul	tamy	baraj	tama	N;DEF;MASC;SG	
barajul	zapora	baraj	zaporać	N;DEF;MASC;SG	
barajul	tama	baraj	tama	N;DEF;MASC;SG	
barajul	dam	baraj	dać	N;DEF;MASC;SG	V;PFV;IND;SG;1;FUT;FIN;ACT
autonom	autonomicznych	autonom	autonomiczny	ADJ;INDF;MASC;SG	ADJ;GEN;MASC;PL
lucas	lucasa	lucas	lucasa	PROPN	
lucas	lucas	lucas	lucas	PROPN	PROPN;NOM;MASC;SG
lucas	łukasz	lucas	łukasz	PROPN	V;IPFV;IND;SG;2;PRS;FIN;ACT
lucas	lukas	lucas	lukas	PROPN	N;NOM;MASC;SG
justin	justin	justin	justin		PROPN;NOM;MASC;SG
justin	justyna	justin	justyn		PROPN;NOM;FEM;SG
laurent	laurent	laurent	laurent	PROPN	PROPN;NOM;MASC;SG
lingvistice	językowej	lingvistic	językowy	N;INDF;FEM;PL	ADJ;GEN;FEM;SG
northern	północ	northern	północ	PROPN	N;NOM;FEM;SG
northern	północna	northern	północny	PROPN	
northern	północne	northern	północny	PROPN	ADJ;NOM;NEUT;SG
northern	północnej	northern	północny	PROPN	ADJ;GEN;FEM;SG
northern	północny	northern	północny	PROPN	N;ACC;MASC;SG
astea	tych	acesta	ten	PRO;FEM;PL;3	DET;GEN;MASC;PL
astea	te	acesta	ten	PRO;FEM;PL;3	DET;NOM;MASC;PL
procedura	postępowanie	procedură	postępowanie	N;DEF;FEM;SG	N;NOM;NEUT;SG
procedura	procedura	procedură	procedur	N;DEF;FEM;SG	N;NOM;FEM;SG
procedura	procedury	procedură	procedura	N;DEF;FEM;SG	N;ACC;FEM;PL
marx	marx	marx	marna	PROPN	PROPN;NOM;MASC;SG
marx	marks	marx	marks	PROPN	PROPN;NOM;MASC;SG
primăvară	wiosenny	primăvară	wiosenny	N;INDF;FEM;SG	ADJ;NOM;MASC;SG
primăvară	spring	primăvară	spring	N;INDF;FEM;SG	
primăvară	wiosny	primăvară	wiosna	N;INDF;FEM;SG	N;ACC;FEM;SG
primăvară	wiosna	primăvară	wiosna	N;INDF;FEM;SG	
gândirea	myślenia	gândire	myślenie	N;DEF;FEM;SG	N;IPFV;NOM;NEUT;SG;POS;V.MSDR
gândirea	myśleć	gândire	myśleć	N;DEF;FEM;SG	V;IPFV;NFIN;ACT
gândirea	myślenie	gândire	myślenie	N;DEF;FEM;SG	N;IPFV;NOM;NEUT;SG;POS;V.MSDR
gândirea	myśli	gândire	myśleć	N;DEF;FEM;SG	V;IPFV;IND;SG;3;PRS;FIN;ACT
esențial	zasadnicze	esențial	zasadniczy	ADV	
navarra	navarre	navarra	navarry	PROPN	
asimov	asimov	asimov	asimov	PROPN	PROPN;NOM;MASC;SG
carnivore	mięsożerne	carnivor	mięsożerny	N;INDF;FEM;PL	ADJ;NOM;NEUT;SG
repere	podkreśla	repere	podkreślać	N;INDF;FEM;PL	V;IPFV;IND;SG;3;PRS;FIN;ACT
cifră	cyfra	cifră	cyfra	N;INDF;FEM;SG	N;NOM;FEM;SG
singapore	singapuru	singapore	singapur	N;INDF;FEM;PL	N;GEN;MASC;SG
acoperire	powłoka	acoperire	powłoka	N;INDF;FEM;SG	N;NOM;FEM;SG
acoperire	powłoki	acoperire	powłoki	N;INDF;FEM;SG	
acoperire	okładki	acoperire	okładka	N;INDF;FEM;SG	N;ACC;FEM;PL
acoperire	okładka	acoperire	okładka	N;INDF;FEM;SG	N;NOM;FEM;SG
acoperire	pokrycie	acoperire	pokrycie	N;INDF;FEM;SG	
acoperire	pokrycia	acoperire	pokrycie	N;INDF;FEM;SG	
acoperire	pokrycie	acoperire	pokrycie	N;INDF;FEM;SG	
wells	wells	wells	wells	PROPN	PROPN;NOM;MASC;SG
pasăre	ptaka	pasăre	ptak	N;INDF;FEM;SG	N;ACC;MASC;SG
pasăre	ptak	pasăre	ptak	N;INDF;FEM;SG	N;NOM;MASC;SG
pasăre	bird	pasăre	bird	N;INDF;FEM;SG	V;IPFV;IND;SG;PRS;FIN;ACT
pasăre	ptaszek	pasăre	ptaszek	N;INDF;FEM;SG	N;NOM;MASC;SG
ocazional	okazjonalnych	ocazional	okazjonalny	ADV	ADJ;GEN;MASC;PL
dedesubt	niżej	dedesubt	nisko		ADV;CMPR
atei	ateistów	atel	ateista	N;DEF;MASC;PL	N;ACC;MASC;PL
stadiul	etap	stadiu	etap	N;DEF;MASC;SG	N;NOM;MASC;SG
stadiul	scena	stadiu	scena	N;DEF;MASC;SG	N;NOM;FEM;SG
stadiul	faza	stadiu	faza	N;DEF;MASC;SG	N;NOM;FEM;SG
stadiul	etapie	stadiu	etap	N;DEF;MASC;SG	N;INS;MASC;SG
transforma	przemiana	transforma	przemiać	V;IND;SG;3;IPFV;FIN	N;NOM;FEM;SG
transforma	transformacja	transforma	transformacja	V;IND;SG;3;IPFV;FIN	N;NOM;FEM;SG
grădină	ogrodu	grădină	ogród	N;INDF;FEM;SG	N;GEN;MASC;SG
grădină	ogród	grădină	ogród	N;INDF;FEM;SG	N;NOM;MASC;SG
grădină	ogródek	grădină	ogródek	N;INDF;FEM;SG	N;NOM;MASC;SG
grădină	ogrodzie	grădină	ogród	N;INDF;FEM;SG	N;DAT;MASC;SG
springs	sprężyny	springs	sprężyna	N;INDF;MASC;SG	N;ACC;FEM;PL
springs	springs	springs	springs	N;INDF;MASC;SG	V;IPFV;IND;SG;FIN;ACT
detaliate	szczegółowy	detalia	szczegółowy	ADJ;INDF;FEM;PL	ADJ;NOM;MASC;SG
detaliate	szczegółowe	detalia	szczegółowy	ADJ;INDF;FEM;PL	ADJ;NOM;NEUT;SG
derivate	pochodne	derivat	pochodny	ADJ;INDF;FEM;PL	
derivate	pochodnych	derivat	pochodny	ADJ;INDF;FEM;PL	N;GEN;MASC;PL
derivate	pochodne	derivat	pochodny	ADJ;INDF;FEM;PL	
liban	liban	liban	liban	PROPN	N;NOM;MASC;SG
liban	libanu	liban	liban	PROPN	PROPN;GEN;MASC;SG
scaune	siedzenia	scaun	siedzenie	N;INDF;FEM;PL	N;NOM;NEUT;SG
gov	gov	gov	gov	N;INDF;MASC;SG	
béla	bela	bcla	bela	PROPN	
béla	béla	bcla	ból	PROPN	PROPN;NOM;MASC;SG
regii	kings	regie	kings	N;INDF;MASC;PL	
emma	emma	emma	emma	PROPN	PROPN;NOM;FEM;SG
persană	perski	persană	perski	N;INDF;FEM;SG	ADJ;NOM;MASC;SG
doyle	doyle	doylu	dożeł	PROPN	PROPN;NOM;MASC;SG
efectuarea	robienie	efectuare	robić	N;DEF;FEM;SG	N;IPFV;NOM;NEUT;SG;POS;V.MSDR
efectuarea	zrobienie	efectuare	zrobienie	N;DEF;FEM;SG	N;PFV;NOM;NEUT;SG;POS;V.MSDR
efectuarea	wykonywanie	efectuare	wykonywać	N;DEF;FEM;SG	N;IPFV;NOM;NEUT;SG;POS;V.MSDR
efectuarea	wykonywania	efectuare	wykonywać	N;DEF;FEM;SG	N;IPFV;GEN;NEUT;SG;POS;V.MSDR
organe	organ	organ	organ	N;INDF;FEM;PL	N;NOM;MASC;SG
surori	sióstr	soră	siostra	N;INDF;FEM;PL	
goethe	goethe	goethe	goetka	PROPN	
cazimir	kazimierz	cazimir	kazimierz	N;INDF;MASC;SG	PROPN;NOM;MASC;SG
eforturi	wysiłek	efort	wysiłek	N;INDF;FEM;PL	N;ACC;MASC;SG
bobby	bobby	bobby	bobby	PROPN	
ring	ring	ring	ring	N;INDF;MASC;SG	
sever	sever	sever	sever	ADJ;INDF;MASC;SG	
faze	faz	fază	faz	N;INDF;FEM;PL	
pielea	skóry	piele	skóra	N;DEF;FEM;SG	N;GEN;FEM;SG
pielea	skórę	piele	skóra	N;DEF;FEM;SG	N;ACC;FEM;SG
pielea	skóra	piele	skóra	N;DEF;FEM;SG	N;NOM;FEM;SG
abordare	podejście	abordare	podejść	N;INDF;FEM;SG	N;NOM;NEUT;SG
abordare	podejścia	abordare	podejść	N;INDF;FEM;SG	N;GEN;NEUT;SG
vorbind	mówienie	vorbi	mówić	V;V.MSDR	N;IPFV;NOM;NEUT;SG;POS;V.MSDR
apărat	bronił	apăra	bronić	ADJ;INDF;MASC;SG	V;IPFV;MASC;IND;SG;PST;FIN;ACT
apărat	broniła	apăra	bronić	ADJ;INDF;MASC;SG	V;IPFV;FEM;IND;SG;PST;FIN;ACT
bretagne	bretagne	bretagnu	bretagny	PROPN	
mina	mina	mină	mina	N;DEF;FEM;SG	
pactului	pakt	pact	pakt	N;DEF;MASC;SG	N;NOM;MASC;SG
pactului	paktu	pact	pakt	N;DEF;MASC;SG	N;GEN;MASC;SG
cameron	cameron	cameron	cameron	PROPN	PROPN;NOM;MASC;SG
revistele	czasopism	revistă	czasopism	N;DEF;FEM;PL	N;GEN;MASC;PL
revistele	magazyny	revistă	magazyn	N;DEF;FEM;PL	N;NOM;MASC;PL
revistele	czasopisma	revistă	czasopismo	N;DEF;FEM;PL	N;ACC;MASC;SG
sălbatice	wild	sălbatic	wild	ADJ;INDF;FEM;PL	
sălbatice	dziki	sălbatic	dzik	ADJ;INDF;FEM;PL	N;NOM;MASC;SG
sălbatice	dziko	sălbatic	dziko	ADJ;INDF;FEM;PL	
sălbatice	dzika	sălbatic	dziki	ADJ;INDF;FEM;PL	
sălbatice	dzikie	sălbatic	dziki	ADJ;INDF;FEM;PL	V;IPFV;IND;SG;3;PRS;FIN;ACT
noroc	pozdro	noroc	pozdro	N;INDF;MASC;SG	
definiția	definicja	definiție	definicja	N;DEF;FEM;SG	N;NOM;FEM;SG
definiția	definicji	definiție	definicja	N;DEF;FEM;SG	N;GEN;FEM;SG
definiția	definicje	definiție	definicja	N;DEF;FEM;SG	N;NOM;FEM;PL
averea	majątek	avere	majątek	N;DEF;FEM;SG	N;ACC;MASC;SG
averea	bogactwo	avere	bogactwo	N;DEF;FEM;SG	N;NOM;NEUT;SG
averea	bogactwa	avere	bogactwo	N;DEF;FEM;SG	N;NOM;NEUT;SG
dați	dajesz	da	dawać	V;IND;PL;2;IPFV;FIN	V;IPFV;IND;SG;2;PRS;FIN;ACT
dați	daj	da	dać	V;IND;PL;2;IPFV;FIN	V;PFV;IMP;SG;2;FIN;ACT
țintă	docelowe	țintă	docelowy	N;INDF;FEM;SG	ADJ;NOM;NEUT;SG
țintă	cel	țintă	cel	N;INDF;FEM;SG	N;NOM;MASC;SG
țintă	target	țintă	target	N;INDF;FEM;SG	
comunitățile	społeczności	comunitate	społeczność	N;DEF;FEM;PL	N;GEN;FEM;SG
comunitățile	wspólnot	comunitate	wspólnot	N;DEF;FEM;PL	
comunitățile	wspólnoty	comunitate	wspólnota	N;DEF;FEM;PL	N;GEN;FEM;SG
nenumărate	niezliczone	nenumărat	niezliczyć	ADJ;INDF;FEM;PL	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS
vânzare	sprzedaży	vânzare	sprzedaż	N;INDF;FEM;SG	
vânzare	sale	vânzare	sala	N;INDF;FEM;SG	N;NOM;FEM;PL
vânzare	sprzedaż	vânzare	sprzedaż	N;INDF;FEM;SG	
vânzare	wyprzedaż	vânzare	wyprzedaż	N;INDF;FEM;SG	V;PFV;IMP;SG;2;FIN;ACT
cunoștință	znajomość	cunoștință	znajomość	N;INDF;FEM;SG	N;NOM;FEM;SG
vărul	kuzyn	văr	kuzyn	N;DEF;MASC;SG	N;NOM;MASC;SG
vărul	kuzynka	văr	kuzynek	N;DEF;MASC;SG	N;NOM;FEM;SG
vărul	kuzynie	văr	kuzynia	N;DEF;MASC;SG	N;DAT;MASC;SG
automată	automat	automat	automat	ADJ;INDF;FEM;SG	N;NOM;MASC;SG
automată	automatycznie	automat	automatycznie	ADJ;INDF;FEM;SG	ADV
automată	automatyczne	automat	automatyczny	ADJ;INDF;FEM;SG	ADJ;NOM;NEUT;SG
automată	automatyczny	automat	automatyczny	ADJ;INDF;FEM;SG	ADJ;NOM;MASC;SG
automată	automatyczna	automat	automatyczny	ADJ;INDF;FEM;SG	ADJ;NOM;FEM;SG
refugiați	uchodźców	refugia	uchodźca	V;IND;PL;2;IPFV;FIN	N;ACC;MASC;PL
refugiați	uchodźcy	refugia	uchodźk	V;IND;PL;2;IPFV;FIN	N;NOM;MASC;PL
fereastră	okna	fereastră	okno	N;INDF;FEM;SG	N;NOM;NEUT;PL
fereastră	window	fereastră	window	N;INDF;FEM;SG	
fereastră	okienko	fereastră	okienko	N;INDF;FEM;SG	N;NOM;NEUT;SG
fereastră	okno	fereastră	okno	N;INDF;FEM;SG	N;NOM;NEUT;SG
propagandă	propaganda	propagandă	propaganda	N;INDF;FEM;SG	N;NOM;FEM;SG
propagandă	propagandy	propagandă	propaganda	N;INDF;FEM;SG	N;GEN;FEM;SG
crească	rosną	crește	rosnąć	V;SBJV;3;PRS;FIN	V;IPFV;IND;PL;3;PRS;FIN;ACT
rebel	rebeliantów	rebel	rebeliant	ADJ;INDF;MASC;SG	N;ACC;MASC;PL
ccd	ccd	ccd	ccd	N	
lanțul	łańcuchy	lanț	łańcuch	N;DEF;MASC;SG	N;NOM;MASC;PL
lanțul	łańcuch	lanț	łańcuch	N;DEF;MASC;SG	N;NOM;MASC;SG
lanțul	łańcucha	lanț	łańcuch	N;DEF;MASC;SG	N;GEN;MASC;SG
lanțul	łańcuszek	lanț	łańcuszek	N;DEF;MASC;SG	N;ACC;MASC;SG
uruguay	urugwaju	uruguay	urugwaj	PROPN	PROPN;GEN;MASC;SG
pascal	pascal	pascal	pascal	N;INDF;MASC;SG	
mecanica	mechanika	mecanică	mechanika	N;DEF;FEM;SG	N;ACC;MASC;SG
iugoslaviei	jugosławii	iugoslavie	jugosławia	PROPN;DEF;FEM;SG	
damian	damian	damian	damian	PROPN	PROPN;NOM;MASC;SG
roll	roll	roll	roll	N;INDF;MASC;SG	
roll	rolki	roll	rolka	N;INDF;MASC;SG	N;ACC;FEM;PL
preluarea	pobieranie	preluare	pobieranie	N;DEF;FEM;SG	N;IPFV;NOM;NEUT;SG;POS;V.MSDR
preluarea	przejęcia	preluare	przejąć	N;DEF;FEM;SG	N;NOM;NEUT;SG
preluarea	przejęcie	preluare	przejąć	N;DEF;FEM;SG	N;PFV;NOM;NEUT;SG;POS;V.MSDR
coadă	kolejki	coadă	kolejka	N;INDF;FEM;SG	N;ACC;FEM;PL
coadă	kolejka	coadă	kolejka	N;INDF;FEM;SG	N;NOM;FEM;SG
coadă	ogon	coadă	ogon	N;INDF;FEM;SG	
coadă	tail	coadă	tail	N;INDF;FEM;SG	
coadă	ogonie	coadă	ogoń	N;INDF;FEM;SG	V;PFV;IND;SG;3;FUT;FIN;ACT
judecător	judge	judecător	judga	N;INDF;MASC;SG	
semnează	podpisz	semna	podpić	V;IND;3;PRS;FIN	V;PFV;IMP;SG;2;FIN;ACT
semnează	znak	semna	znak	V;IND;3;PRS;FIN	N;NOM;MASC;SG
palermo	palermo	palermo	palermo	N;INDF;MASC;SG	PROPN;NOM;MASC;SG
hugh	hugh	hugh	hugh	PROPN	PROPN;NOM;MASC;SG
termică	termiczne	termic	termiczny	N;INDF;FEM;SG	ADJ;NOM;NEUT;SG
laos	laos	laos	laos	ADV	PROPN;NOM;MASC;SG
