что	какво	что	какъв	PRO;NOM	DET;NEUT;SG
прошли	преминал	пройти	премина	V;PFV;IND;PL;PST;FIN;ACT	V;PFV;INDF;MASC;SG;PST;V.PTCP;ACT
комментарии	мнение	комментарий	мнение	N;INAN;NOM;MASC;PL	N;INDF;NEUT;SG
оставил	ляво	оставить	ляв	V;PFV;MASC;IND;SG;PST;FIN;ACT	ADV
оставил	ляв	оставить	ляв	V;PFV;MASC;IND;SG;PST;FIN;ACT	N;INDF;MASC;SG
оставил	наляво	оставить	наляво	V;PFV;MASC;IND;SG;PST;FIN;ACT	ADV
поиск	търси	поиск	търся	N;INAN;NOM;MASC;SG	V;IPFV;IMP;SG;3;PRS;FIN
закончил	завършен	закончить	завърша	V;PFV;MASC;IND;SG;PST;FIN;ACT	V;PFV;INDF;MASC;SG;V.PTCP;PASS
физико	физико	физический	физико	ADV	N;INDF;MASC;SG
последняя	последно	последний	последно	ADJ;NOM;FEM;SG	ADV
последняя	последни	последний	последен	ADJ;NOM;FEM;SG	ADJ;INDF;PL
международные	международно	международный	международно	ADJ;NOM;PL	ADV
международные	международен	международный	международен	ADJ;NOM;PL	ADJ;INDF;MASC;SG
международные	интернешънъл	международный	интернешънъл	ADJ;NOM;PL	N;INDF;MASC;SG
международные	международна	международный	международен	ADJ;NOM;PL	ADJ;INDF;FEM;SG
мои	мой	мой	мой	DET;NOM;PL	DET;INDF;MASC;SG;1
мои	моята	мой	мой	DET;NOM;PL	DET;DEF;FEM;SG;1
мои	мое	мой	мой	DET;NOM;PL	DET;INDF;NEUT;SG;1
мои	моя	мой	мой	DET;NOM;PL	DET;INDF;FEM;SG;1
мои	моят	мой	мой	DET;NOM;PL	DET;DEF;MASC;SG;1
лондон	london	лондон	london	N;INAN;NOM;MASC;SG	PROPN;INDF;MASC;SG
лондон	лондон	лондон	лондон	N;INAN;NOM;MASC;SG	PROPN;INDF;MASC;SG
север	северно	север	северно	N;INAN;NOM;MASC;SG	ADV
север	северна	север	северен	N;INAN;NOM;MASC;SG	ADJ;INDF;FEM;SG
преподавал	научени	преподавать	науча-(се)	V;IPFV;MASC;IND;SG;PST;FIN;ACT	V;PFV;INDF;PL;V.PTCP;PASS
короткая	кратко	короткий	кратко	ADJ;NOM;FEM;SG	ADV
короткая	късо	короткий	къс	ADJ;NOM;FEM;SG	ADV
польша	полша	польша	полша	N;INAN;NOM;FEM;SG	PROPN;INDF;FEM;SG
нижний	нижни	нижний	нижен	ADJ;NOM;MASC;SG	PROPN;INDF;MASC;SG
жены	жена	жена	жена	N;ANIM;NOM;FEM;PL	N;INDF;FEM;SG
жены	съпруга	жена	съпруга	N;ANIM;NOM;FEM;PL	N;INDF;FEM;SG
жены	съпругата	жена	съпруга	N;ANIM;NOM;FEM;PL	N;DEF;FEM;SG
дмитриевич	дмитриевич	дмитриевич	дмитриевич	N;ANIM;NOM;MASC;SG	PROPN;INDF;MASC;SG
подробно	подробен	подробно	подробен	ADV	ADJ;INDF;MASC;SG
подробно	подробна	подробно	подробен	ADV	ADJ;INDF;FEM;SG
подробно	подробни	подробно	подробен	ADV	ADJ;INDF;PL
центральная	централно	центральный	централен	ADJ;NOM;FEM;SG	ADV
центральная	централа	центральный	централа	ADJ;NOM;FEM;SG	N;INDF;FEM;SG
центральная	централни	центральный	централен	ADJ;NOM;FEM;SG	ADJ;INDF;PL
белые	бяла	белый	бял	ADJ;NOM;PL	ADJ;INDF;FEM;SG
белые	бял	белый	бял	ADJ;NOM;PL	ADJ;INDF;MASC;SG
белые	бяло	белый	бял	ADJ;NOM;PL	ADV
двигатель	двигатели	двигатель	двигател	N;INAN;NOM;MASC;SG	N;INDF;MASC;PL
наталья	наталия	наталья	наталия	N;ANIM;NOM;FEM;SG	PROPN;INDF;FEM;SG
наталья	наталия	наталья	наталия	N;ANIM;NOM;FEM;SG	PROPN;INDF;FEM;SG
современные	модерно	современный	модерно	ADJ;NOM;PL	ADV
современные	модерна	современный	модерен	ADJ;NOM;PL	ADJ;INDF;FEM;SG
современные	съвременно	современный	съвременно	ADJ;NOM;PL	ADV
современные	модерен	современный	модерен	ADJ;NOM;PL	ADJ;INDF;MASC;SG
современные	съвременен	современный	съвременен	ADJ;NOM;PL	ADJ;INDF;MASC;SG
современные	съвременна	современный	съвременен	ADJ;NOM;PL	ADJ;INDF;FEM;SG
современные	съвременно	современный	съвременно	ADJ;NOM;PL	ADV
современные	съвременен	современный	съвременен	ADJ;NOM;PL	ADJ;INDF;MASC;SG
кампании	кампанията	кампания	кампания	N;INAN;NOM;FEM;PL	N;DEF;FEM;SG
кампании	кампания	кампания	кампания	N;INAN;NOM;FEM;PL	N;INDF;FEM;SG
нидерландов	нидерландия	нидерланд	нидерланд	N;INAN;GEN;MASC;PL	N;INDF;FEM;SG
нидерландов	нидерландски	нидерланд	нидерландски	N;INAN;GEN;MASC;PL	ADJ;INDF;MASC;SG
нидерландов	холандия	нидерланд	холандия	N;INAN;GEN;MASC;PL	PROPN;INDF;FEM;SG
полузащитник	полузащитник	полузащитник	полузащитник	N;ANIM;NOM;MASC;SG	ADJ;IPFV;INDF;MASC;SG;PRS;V.PTCP;ACT
рейтинг	рейтинги	рейтинг	рейтинг	N;INAN;NOM;MASC;SG	N;INDF;MASC;PL
рейтинг	квалификации	рейтинг	квалификация	N;INAN;NOM;MASC;SG	N;INDF;FEM;PL
рейтинг	рейтинги	рейтинг	рейтинг	N;INAN;NOM;MASC;SG	N;INDF;MASC;PL
рейтинг	рейтингите	рейтинг	рейтинг	N;INAN;NOM;MASC;SG	N;DEF;MASC;PL
общие	обща	общий	общ	ADJ;NOM;PL	ADJ;INDF;FEM;SG
общие	общ	общий	общ	ADJ;NOM;PL	ADJ;INDF;MASC;SG
общие	чести	общий	честя-(се)	ADJ;NOM;PL	N;INDF;FEM;PL
общие	обща	общий	общ	ADJ;NOM;PL	ADJ;INDF;FEM;SG
общие	генерал	общий	генерал	ADJ;NOM;PL	N;INDF;MASC;SG
молодых	млада	молодой	млад	ADJ;GEN;PL	ADJ;INDF;FEM;SG
молодых	младо	молодой	млад	ADJ;GEN;PL	N;INDF;NEUT;SG
молодых	йънг	молодой	йънг	ADJ;GEN;PL	PROPN;INDF;MASC;SG
молодых	млад	молодой	млад	ADJ;GEN;PL	ADJ;INDF;MASC;SG
представлен	представени	представить	представя-(се)	V;PFV;MASC;SG;PST;V.PTCP;PASS	V;PFV;INDF;PL;V.PTCP;PASS
представлен	подадени	представить	подам-(се)	V;PFV;MASC;SG;PST;V.PTCP;PASS	V;PFV;INDF;PL;V.PTCP;PASS
труд	работи	труд	работя	N;INAN;NOM;MASC;SG	V;IPFV;IMP;SG;2;FIN
труд	трудово	труд	трудово	N;INAN;NOM;MASC;SG	ADV
эль	але	эль	але		PROPN;INDF;MASC;SG
предыдущий	предишни	предыдущий	предишен	ADJ;NOM;MASC;SG	ADJ;INDF;PL
предыдущий	предишно	предыдущий	предишно	ADJ;NOM;MASC;SG	ADV
реформы	реформата	реформа	реформа	N;INAN;NOM;FEM;PL	N;DEF;FEM;SG
реформы	реформиране	реформа	реформиране	N;INAN;NOM;FEM;PL	N;INDF;NEUT;SG
реформы	реформа	реформа	реформа	N;INAN;NOM;FEM;PL	N;INDF;FEM;SG
пресс	натиснете	пресс	натисна	N;INAN;NOM;MASC;SG	V;PFV;IMP;PL;2;FIN
пресс	натисни	пресс	натисен	N;INAN;NOM;MASC;SG	V;PFV;IMP;SG;2;FIN
пресс	плочки	пресс	плочка	N;INAN;NOM;MASC;SG	N;INDF;FEM;PL
чёрный	черни	чёрный	черен	ADJ;NOM;MASC;SG	ADJ;INDF;PL
чёрный	черно	чёрный	черен	ADJ;NOM;MASC;SG	ADV
плохо	зле	плохой	зле	ADJ;NEUT;SG	ADV
плохо	лошо	плохой	лошо	ADJ;NEUT;SG	ADV
плохо	кофти	плохой	кофта	ADJ;NEUT;SG	ADV
очки	очила	очки	очилам-(се)	N;INAN;NOM;MASC;PL	ADV
очки	очилата	очки	очила	N;INAN;NOM;MASC;PL	N;DEF
очки	очила	очки	очилам-(се)	N;INAN;NOM;MASC;PL	ADV
луи	louis	луи	louis	N;ANIM;NOM;MASC;SG	PROPN;INDF;MASC;SG
луи	луис	луи	луис	N;ANIM;NOM;MASC;SG	PROPN;INDF;MASC;SG
норвегии	норвежки	норвегия	норвежки	N;INAN;NOM;FEM;PL	PROPN;INDF;MASC;SG
норвегии	норвегия	норвегия	норвегия	N;INAN;NOM;FEM;PL	PROPN;INDF;FEM;SG
фридрих	фридрих	фридрий	фридрих	N;ANIM;NOM;MASC;SG	PROPN;INDF;MASC;SG
фридрих	фридрих	фридрий	фридрих	N;ANIM;NOM;MASC;SG	PROPN;INDF;MASC;SG
служба	услуги	служба	услуга	N;INAN;NOM;FEM;SG	N;INDF;FEM;PL
баку	баку	бак	баку	N;INAN;NOM;MASC;SG	PROPN;INDF;MASC;SG
библиотеки	библиотеката	библиотека	библиотека	N;INAN;NOM;FEM;PL	N;DEF;FEM;SG
библиотеки	библиотека	библиотека	библиотека	N;INAN;NOM;FEM;PL	N;INDF;FEM;SG
продолжил	продължение	продолжить	продължение	V;PFV;MASC;IND;SG;PST;FIN;ACT	N;INDF;NEUT;SG
продолжил	продължаване	продолжить	продължаване	V;PFV;MASC;IND;SG;PST;FIN;ACT	N;INDF;NEUT;SG
интересно	интересно	интересный	интересно	ADJ;NEUT;SG	ADV
интересно	интересни	интересный	интересен	ADJ;NEUT;SG	ADJ;INDF;PL
интересно	заинтересовани	интересный	заинтересован	ADJ;NEUT;SG	ADJ;INDF;PL
интересно	заинтригуван	интересный	заинтригувам	ADJ;NEUT;SG	V;PFV;INDF;MASC;SG;V.PTCP;PASS
интересно	заинтересуван	интересный	заинтересувам-(се)	ADJ;NEUT;SG	V;PFV;INDF;MASC;SG;V.PTCP;PASS
офф	изключено	офф	изключа	N;INAN;NOM;MASC;SG	V;PFV;INDF;NEUT;SG;V.PTCP;PASS
отметить	отбелязване	отметить	отбелязване	V;PFV;NFIN;ACT	N;INDF;NEUT;SG
отметить	таг	отметить	таг	V;PFV;NFIN;ACT	N;INDF;MASC;SG
отметить	етикет	отметить	етикет	V;PFV;NFIN;ACT	N;INDF;MASC;SG
отметить	празнуват	отметить	празнувам	V;PFV;NFIN;ACT	V;IPFV;IND;PL;3;PRS;FIN;ACT
отметить	празнуваме	отметить	празнувам	V;PFV;NFIN;ACT	V;IPFV;IND;PL;1;PRS;FIN;ACT
отметить	марк	отметить	марк	V;PFV;NFIN;ACT	PROPN;INDF;MASC;SG
отметить	отбелязване	отметить	отбелязване	V;PFV;NFIN;ACT	N;INDF;NEUT;SG
другая	друго	другой	друг	ADJ;NOM;FEM;SG	ADV
другая	други	другой	друг	ADJ;NOM;FEM;SG	ADJ;INDF;PL
иоанна	йоана	иоанный	йоана	N;ANIM;ACC;MASC;SG	PROPN;INDF;FEM;SG
детский	дете	детский	дете	ADJ;NOM;MASC;SG	N;INDF;NEUT;SG
обратно	гръб	обратно	гръб	ADV	N;INDF;MASC;SG
военная	военно	военный	военен	ADJ;NOM;FEM;SG	ADV
военная	военни	военный	военен	ADJ;NOM;FEM;SG	ADJ;INDF;PL
восточная	източно	восточный	източно	ADJ;NOM;FEM;SG	ADV
восточная	изток	восточный	изток	ADJ;NOM;FEM;SG	N;INDF;MASC;SG
восточная	източно	восточный	източно	ADJ;NOM;FEM;SG	ADV
восточная	източни	восточный	източен	ADJ;NOM;FEM;SG	ADJ;INDF;PL
восточная	изток	восточный	изток	ADJ;NOM;FEM;SG	N;INDF;MASC;SG
восточная	източен	восточный	източа-(се)	ADJ;NOM;FEM;SG	V;PFV;INDF;MASC;SG;V.PTCP;PASS
максим	максим	максим	максим	N;ANIM;NOM;MASC;SG	PROPN;INDF;MASC;SG
максим	максим	максим	максим	N;ANIM;NOM;MASC;SG	PROPN;INDF;MASC;SG
максим	максим	максим	максим	N;ANIM;NOM;MASC;SG	PROPN;INDF;MASC;SG
федерального	федерално	федеральный	федерален	ADJ;GEN;MASC;SG	ADV
предприятие	enterprise	предприятие	enterprise	N;INAN;NOM;NEUT;SG	PROPN;INDF;MASC;SG
выбор	избери	выбор	изберя	N;INAN;NOM;MASC;SG	V;PFV;IMP;SG;2;FIN
выбор	изберете	выбор	избера	N;INAN;NOM;MASC;SG	V;PFV;IMP;PL;2;FIN
выбор	изберете	выбор	избера	N;INAN;NOM;MASC;SG	V;PFV;IMP;PL;2;FIN
питер	петър	питер	петър	N;ANIM;NOM;MASC;SG	PROPN;INDF;MASC;SG
питер	питър	питер	питър	N;ANIM;NOM;MASC;SG	PROPN;INDF;MASC;SG
питер	петер	питер	петер	N;ANIM;NOM;MASC;SG	PROPN;INDF;MASC;SG
редко	редки	редко	редка	ADV	N;INDF;FEM;PL
редко	рядкост	редко	рядкост	ADV	N;INDF;FEM;SG
меры	действие	мера	действие	N;INAN;NOM;FEM;PL	N;INDF;NEUT;SG
меры	екшън	мера	екшън	N;INAN;NOM;FEM;PL	N;INDF;MASC;SG
иванов	иванов	иван	иванов	N;ANIM;NOM;MASC;SG	PROPN;INDF;MASC;SG
югославии	югославия	югославия	югославия	N;INAN;NOM;NEUT;PL	PROPN;INDF;FEM;SG
тел	тел	тело	тел	N;INAN;GEN;NEUT;PL	N;INDF;FEM;SG
али	али	али	али	PROPN;ANIM;NOM;MASC;SG	PROPN;INDF;MASC;SG
личная	лично	личный	лично	ADJ;NOM;FEM;SG	ADV
личная	лични	личный	личен	ADJ;NOM;FEM;SG	ADJ;INDF;PL
ваши	вашият	ваш	ваш	DET;NOM;PL	DET;DEF;MASC;SG;2
ваши	твоят	ваш	тоя	DET;NOM;PL	DET;DEF;MASC;SG;1
ваши	твоя	ваш	твоя	DET;NOM;PL	DET;DEF;FEM;SG;2
ваши	твоята	ваш	твой	DET;NOM;PL	DET;DEF;FEM;SG;1
ваши	твой	ваш	твой	DET;NOM;PL	DET;INDF;MASC;SG;1
ваши	твоя	ваш	твоя	DET;NOM;PL	DET;DEF;FEM;SG;2
ваши	твоята	ваш	твой	DET;NOM;PL	DET;DEF;FEM;SG;1
прошлом	минали	прошлое	мина-(се)	N;INAN;ESS;NEUT;SG	V;PFV;INDF;PL;PST;V.PTCP;ACT
каждая	всеки	каждый	всеки	DET;NOM;FEM;SG	PRO;NOM;MASC;SG
каждая	всяко	каждый	всеки	DET;NOM;FEM;SG	PRO;NOM;NEUT;SG
каждая	всеки	каждый	всеки	DET;NOM;FEM;SG	PRO;NOM;MASC;SG
побережье	брегове	побережье	бряг	N;INAN;NOM;NEUT;SG	N;INDF;MASC;PL
побережье	бреговете	побережье	бряг	N;INAN;NOM;NEUT;SG	N;DEF;MASC;PL
причин	причинява	причина	причинявам	N;INAN;GEN;FEM;PL	V;IPFV;IND;SG;3;PRS;FIN;ACT
описанные	описано	описать	опиша	V;PFV;NOM;PL;PST;V.PTCP;PASS	V;PFV;INDF;NEUT;SG;V.PTCP;PASS
описанные	описана	описать	опиша	V;PFV;NOM;PL;PST;V.PTCP;PASS	V;PFV;INDF;FEM;SG;V.PTCP;PASS
описанные	описан	описать	опиша	V;PFV;NOM;PL;PST;V.PTCP;PASS	V;PFV;INDF;MASC;SG;V.PTCP;PASS
румынии	румъния	румыния	румъния	N;INAN;NOM;FEM;PL	PROPN;INDF;FEM;SG
румынии	румънски	румыния	румънски	N;INAN;NOM;FEM;PL	ADJ;INDF;MASC;SG
румынии	румънска	румыния	румънски	N;INAN;NOM;FEM;PL	ADJ;INDF;FEM;SG
румынии	румъния	румыния	румъния	N;INAN;NOM;FEM;PL	PROPN;INDF;FEM;SG
образований	образувание	образование	образувание	N;INAN;GEN;NEUT;PL	N;INDF;NEUT;SG
башни	тауърс	башня	тауърс	N;INAN;NOM;FEM;PL	N;INDF;MASC;SG
ирина	ирина	ирина	ирина	N;ANIM;NOM;FEM;SG	PROPN;INDF;FEM;SG
наши	нашият	наш	наш	DET;NOM;PL	DET;DEF;MASC;SG;1
наши	наша	наш	наш	DET;NOM;PL	DET;INDF;FEM;SG;1
наши	нашия	наш	наш	DET;NOM;PL	DET;DEF;MASC;SG;1
наши	нашата	наш	наш	DET;NOM;PL	DET;DEF;FEM;SG;1
наши	наша	наш	наш	DET;NOM;PL	DET;INDF;FEM;SG;1
наши	наше	наш	наш	DET;NOM;PL	DET;INDF;NEUT;SG;1
наши	нашата	наш	наш	DET;NOM;PL	DET;DEF;FEM;SG;1
изучения	уча	изучение	уча-(се)	N;INAN;GEN;NEUT;SG	V;IPFV;IND;SG;1;PRS;FIN;ACT
изучения	учим	изучение	уча-(се)	N;INAN;GEN;NEUT;SG	V;IPFV;IND;PL;1;PRS;FIN;ACT
бельгии	белгия	бельгия	белгия	N;INAN;NOM;FEM;PL	PROPN;INDF;FEM;SG
бельгии	белгийските	бельгия	белгийски	N;INAN;NOM;FEM;PL	ADJ;DEF;PL
бельгии	белгийски	бельгия	белгийски	N;INAN;NOM;FEM;PL	ADJ;INDF;MASC;SG
современный	модерно	современный	модерно	ADJ;NOM;MASC;SG	ADV
современный	модерни	современный	модерен	ADJ;NOM;MASC;SG	ADJ;INDF;PL
современный	съвременно	современный	съвременно	ADJ;NOM;MASC;SG	ADV
современный	съвременни	современный	съвременен	ADJ;NOM;MASC;SG	ADJ;INDF;PL
современный	съвременно	современный	съвременно	ADJ;NOM;MASC;SG	ADV
устройства	устройство	устройство	устройство	N;INAN;NOM;NEUT;PL	N;INDF;NEUT;SG
устройства	устройството	устройство	устройство	N;INAN;NOM;NEUT;PL	N;DEF;NEUT;SG
спортивные	спортен	спортивный	спортен	ADJ;NOM;PL	ADJ;INDF;MASC;SG
спортивные	спорт	спортивный	спорт	ADJ;NOM;PL	N;INDF;MASC;SG
спортивные	спортно	спортивный	спортен	ADJ;NOM;PL	ADV
спортивные	спортове	спортивный	спорт	ADJ;NOM;PL	N;INDF;MASC;PL
неизвестно	неизвестни	неизвестный	неизвестен	ADJ;NEUT;SG	ADJ;INDF;PL
неизвестно	неизвестно	неизвестный	неизвестен	ADJ;NEUT;SG	ADV
неизвестно	непознат	неизвестный	непознат	ADJ;NEUT;SG	N;INDF;MASC;SG
приказ	нареждания	приказ	нареждане	N;INAN;NOM;MASC;SG	N;INDF;NEUT;PL
приказ	заповеди	приказ	заповедя	N;INAN;NOM;MASC;SG	N;INDF;MASC;PL
приказ	поръчки	приказ	поръчка	N;INAN;NOM;MASC;SG	N;INDF;FEM;PL
банка	bank	банк	bank	N;INAN;GEN;MASC;SG	PROPN;INDF;FEM;SG
пары	чифта	пара	чифт	N;INAN;NOM;FEM;PL	N;MASC
архив	архивирани	архив	архивирам	N;INAN;NOM;MASC;SG	V;PFV;INDF;PL;V.PTCP;PASS
архив	архиви	архив	архив	N;INAN;NOM;MASC;SG	N;INDF;MASC;PL
архив	архиви	архив	архив	N;INAN;NOM;MASC;SG	N;INDF;MASC;PL
местные	локална	местный	локален	ADJ;NOM;PL	ADJ;INDF;FEM;SG
местные	местна	местный	местен	ADJ;NOM;PL	ADJ;INDF;FEM;SG
местные	локално	местный	локално	ADJ;NOM;PL	ADV
местные	местно	местный	местен	ADJ;NOM;PL	ADV
местные	местен	местный	местя-(се)	ADJ;NOM;PL	V;IPFV;INDF;MASC;SG;V.PTCP;PASS
ошибки	бъгс	ошибка	бъгс	N;INAN;NOM;FEM;PL	PROPN;INDF;MASC;SG
объявил	обявени	объявить	обявя-(се)	V;PFV;MASC;IND;SG;PST;FIN;ACT	V;PFV;INDF;PL;V.PTCP;PASS
объявил	обявено	объявить	обявя-(се)	V;PFV;MASC;IND;SG;PST;FIN;ACT	V;PFV;INDF;NEUT;SG;V.PTCP;PASS
объявил	обявена	объявить	обявя-(се)	V;PFV;MASC;IND;SG;PST;FIN;ACT	V;PFV;INDF;FEM;SG;V.PTCP;PASS
объявил	обявен	объявить	обявя-(се)	V;PFV;MASC;IND;SG;PST;FIN;ACT	V;PFV;INDF;MASC;SG;V.PTCP;PASS
объявил	декларирани	объявить	декларирам	V;PFV;MASC;IND;SG;PST;FIN;ACT	V;PFV;INDF;PL;V.PTCP;PASS
объявил	обявена	объявить	обявя-(се)	V;PFV;MASC;IND;SG;PST;FIN;ACT	V;PFV;INDF;FEM;SG;V.PTCP;PASS
объявил	обявен	объявить	обявя-(се)	V;PFV;MASC;IND;SG;PST;FIN;ACT	V;PFV;INDF;MASC;SG;V.PTCP;PASS
объявил	обявени	объявить	обявя-(се)	V;PFV;MASC;IND;SG;PST;FIN;ACT	V;PFV;INDF;PL;V.PTCP;PASS
объявил	обявено	объявить	обявя-(се)	V;PFV;MASC;IND;SG;PST;FIN;ACT	V;PFV;INDF;NEUT;SG;V.PTCP;PASS
шотландии	шотландия	шотландия	шотландия	N;INAN;NOM;FEM;PL	N;INDF;FEM;SG
шотландии	шотландец	шотландия	шотландец	N;INAN;NOM;FEM;PL	N;INDF;MASC;SG
шотландии	шотландски	шотландия	шотландски	N;INAN;NOM;FEM;PL	ADJ;INDF;MASC;SG
католической	католическо	католический	католически	ADJ;INS;FEM;SG	ADV
католической	католик	католический	католик	ADJ;INS;FEM;SG	N;INDF;MASC;SG
католической	католици	католический	католик	ADJ;INS;FEM;SG	N;INDF;MASC;PL
католической	католичка	католический	католичка	ADJ;INS;FEM;SG	N;INDF;FEM;SG
фортепиано	пианото	фортепиано	пиано	ADV	ADJ;DEF;NEUT;SG
национальных	национална	национальный	национален	ADJ;GEN;PL	ADJ;INDF;FEM;SG
национальных	национален	национальный	национален	ADJ;GEN;PL	ADJ;INDF;MASC;SG
национальных	национално	национальный	национален	ADJ;GEN;PL	ADV
освобождения	пускане	освобождение	пускане	N;INAN;NOM;NEUT;PL	N;INDF;NEUT;SG
освобождения	освобождаване	освобождение	освобождаване	N;INAN;NOM;NEUT;PL	N;INDF;NEUT;SG
освобождения	освобождението	освобождение	освобождение	N;INAN;NOM;NEUT;PL	N;DEF;NEUT;SG
освобождения	освобождение	освобождение	освобождение	N;INAN;NOM;NEUT;PL	N;INDF;NEUT;SG
ясно	ясно	ясный	ясно	ADJ;NEUT;SG	ADV
ясно	изчистване	ясный	изчистване	ADJ;NEUT;SG	N;INDF;NEUT;SG
указано	посочени	указать	посоча	V;PFV;NEUT;SG;PST;V.PTCP;PASS	V;PFV;INDF;PL;V.PTCP;PASS
указано	уточнени	указать	уточня	V;PFV;NEUT;SG;PST;V.PTCP;PASS	V;PFV;INDF;PL;V.PTCP;PASS
изменение	промени	изменение	промяна	N;INAN;NOM;NEUT;SG	N;INDF;FEM;PL
установки	инсталира	установка	инсталирам	N;INAN;NOM;FEM;PL	V;IPFV;IND;SG;3;PRS;FIN;ACT
установки	инсталация	установка	инсталация	N;INAN;NOM;FEM;PL	N;INDF;FEM;SG
установки	монтаж	установка	монтаж	N;INAN;NOM;FEM;PL	N;INDF;MASC;SG
установки	инсталиране	установка	инсталиране	N;INAN;NOM;FEM;PL	N;INDF;NEUT;SG
установки	монтиране	установка	монтиране	N;INAN;NOM;FEM;PL	N;INDF;NEUT;SG
учёные	учените	ученый	уча-(се)	N;ANIM;NOM;MASC;PL	ADJ;IPFV;DEF;PL;V.PTCP;PASS
установлена	инсталирани	установить	инсталирам	V;PFV;FEM;SG;PST;V.PTCP;PASS	V;PFV;INDF;PL;V.PTCP;PASS
иоанн	джон	иоанный	джон	N;ANIM;NOM;MASC;SG	PROPN;INDF;MASC;SG
иоанн	йоан	иоанный	йоан	N;ANIM;NOM;MASC;SG	PROPN;INDF;MASC;SG
пространства	интервали	пространство	интервам	N;INAN;NOM;NEUT;PL	V;IPFV;INDF;PL;PST;V.PTCP;ACT
народ	хора	народ	хора	N;INAN;NOM;MASC;SG	N;INDF
народ	хората	народ	хора	N;INAN;NOM;MASC;SG	N;DEF
хосе	жозе	хосе	жозе	N;INAN;NOM;MASC;SG	PROPN;INDF;MASC;SG
хосе	хосе	хосе	хосе	N;INAN;NOM;MASC;SG	PROPN;MASC
хосе	жозе	хосе	жозе	N;INAN;NOM;MASC;SG	PROPN;INDF;MASC;SG
хосе	хосе	хосе	хосе	N;INAN;NOM;MASC;SG	PROPN;MASC
продукт	продукти	продукт	продукт	N;INAN;NOM;MASC;SG	N;INDF;MASC;PL
блокировки	заключване	блокировка	заключване	N;INAN;NOM;FEM;PL	N;INDF;NEUT;SG
илья	илия	илья	илия	PROPN;ANIM;NOM;MASC;SG	PROPN;INDF;MASC;SG
илья	иля	илья	иля	PROPN;ANIM;NOM;MASC;SG	PROPN;INDF;MASC;SG
торговли	търговско	торговля	търговски	N;INAN;GEN;FEM;SG	ADV
живёт	животи	жить	живот	V;IPFV;IND;SG;3;PRS;FIN;ACT	N;INDF;MASC;PL
проспект	перспективи	проспект	перспектива	N;INAN;NOM;MASC;SG	N;INDF;FEM;PL
проспект	изгледи	проспект	изглед	N;INAN;NOM;MASC;SG	N;INDF;MASC;PL
проспект	авеню	проспект	авеню	N;INAN;NOM;MASC;SG	PROPN;INDF;MASC;SG
вернуться	връщане	вернуться	връщане	V;PFV;NFIN;MID	N;INDF;NEUT;SG
вернуться	завръщане	вернуться	завръщане	V;PFV;NFIN;MID	N;INDF;NEUT;SG
газа	газове	газ	газ	N;INAN;GEN;MASC;SG	N;INDF;MASC;PL
создавать	създаване	создавать	създаване	V;IPFV;NFIN;ACT	N;INDF;NEUT;SG
создавать	създайте	создавать	създам	V;IPFV;NFIN;ACT	V;PFV;IMP;PL;2;FIN
морских	морски	морской	морски	ADJ;GEN;PL	ADJ;INDF;MASC;SG
вооружение	въоръжава	вооружение	въоръжавам	N;INAN;NOM;NEUT;SG	V;IPFV;IND;SG;3;PRS;FIN;ACT
опубликовал	публикуван	опубликовать	публикувам	V;PFV;MASC;IND;SG;PST;FIN;ACT	V;PFV;INDF;MASC;SG;V.PTCP;PASS
опубликовал	публикувано	опубликовать	публикувам	V;PFV;MASC;IND;SG;PST;FIN;ACT	V;PFV;INDF;NEUT;SG;V.PTCP;PASS
внутренний	вътрешно	внутренний	вътрешен	ADJ;NOM;MASC;SG	ADV
внутренний	вътрешни	внутренний	вътрешен	ADJ;NOM;MASC;SG	ADJ;INDF;PL
внутренний	вътрешно	внутренний	вътрешен	ADJ;NOM;MASC;SG	ADV
внутренний	вътрешни	внутренний	вътрешен	ADJ;NOM;MASC;SG	ADJ;INDF;PL
возраст	възрасти	возраст	възраст	N;INAN;NOM;MASC;SG	N;INDF;FEM;PL
сербии	сърбия	сербия	сърбия	N;INAN;NOM;FEM;PL	PROPN;INDF;FEM;SG
сербии	сръбска	сербия	сръбски	N;INAN;NOM;FEM;PL	ADJ;INDF;FEM;SG
сербии	сръбско	сербия	сръбски	N;INAN;NOM;FEM;PL	ADV
сербии	сърбин	сербия	сърбин	N;INAN;NOM;FEM;PL	N;INDF;MASC;SG
сербии	сръбски	сербия	сръбски	N;INAN;NOM;FEM;PL	ADJ;INDF;MASC;SG
дорог	пътища	дорога	път	N;INAN;GEN;FEM;SG	N;INDF;MASC;PL
руси	ръс	руси	ръс	N;INAN;NOM;FEM;SG	PROPN;INDF;MASC;SG
десять	десетка	десять	десетка	NUM;NOM	N;INDF;FEM;SG
десять	ten	десять	ten	NUM;NOM	ADJ
дель	дел	дель	дел	PART	PROPN
дель	del	дель	del	PART	PROPN
завоевал	завладян	завоевать	завладея	V;PFV;MASC;IND;SG;PST;FIN;ACT	V;PFV;INDF;MASC;SG;V.PTCP;PASS
завоевал	завладяна	завоевать	завладея	V;PFV;MASC;IND;SG;PST;FIN;ACT	V;PFV;INDF;FEM;SG;V.PTCP;PASS
основы	основни	основа	основен	N;INAN;NOM;FEM;PL	ADJ;INDF;PL
выставки	изложение	выставка	изложение	N;INAN;NOM;FEM;PL	N;INDF;NEUT;SG
