категория	kategorii	категория	kategoria	N;INAN;NOM;FEM;SG	N;GEN;FEM;SG
критики	krytyka	критика	krytyka	N;ANIM;NOM;MASC;PL	N;NOM;FEM;SG
критики	krytyków	критика	krytyk	N;ANIM;NOM;MASC;PL	N;ACC;MASC;PL
жены	żona	жена	żona	N;ANIM;NOM;FEM;PL	N;NOM;FEM;SG
жены	żony	жена	żona	N;ANIM;NOM;FEM;PL	N;GEN;FEM;SG
жены	zony	жена	zona	N;ANIM;NOM;FEM;PL	V;IPFV;IND;SG;1;PRS;FIN;ACT
жены	żon	жена	żon	N;ANIM;NOM;FEM;PL	
независимости	niezależności	независимость	niezależność	N;INAN;NOM;FEM;SG	N;GEN;FEM;SG
независимости	niepodległości	независимость	niepodległość	N;INAN;NOM;FEM;SG	N;GEN;FEM;SG
независимости	niepodległość	независимость	niepodległość	N;INAN;NOM;FEM;SG	N;ACC;FEM;SG
подробно	szczegółowy	подробно	szczegółowy	ADV	ADJ;NOM;MASC;SG
подробно	szczegółowe	подробно	szczegółowy	ADV	ADJ;NOM;NEUT;SG
предмет	obiekty	предмет	obiekt	N;INAN;NOM;MASC;SG	N;NOM;MASC;PL
предмет	obiektu	предмет	obiekt	N;INAN;NOM;MASC;SG	N;GEN;MASC;SG
предмет	temat	предмет	temat	N;INAN;NOM;MASC;SG	N;ACC;MASC;SG
ричард	ryszarda	ричард	ryszardać	N;ANIM;NOM;MASC;SG	N;ACC;MASC;SG
география	geografii	география	geografia	N;INAN;NOM;FEM;SG	N;GEN;FEM;SG
центральная	centralnego	центральный	centralny	ADJ;NOM;FEM;SG	ADJ;ACC;MASC;SG
центральная	central	центральный	centrala	ADJ;NOM;FEM;SG	
белые	biali	белый	bial	ADJ;NOM;PL	N;NOM;MASC;PL
белые	biel	белый	biel	ADJ;NOM;PL	
белые	biał	белый	biać	ADJ;NOM;PL	PROPN;NOM;MASC;SG
белые	white	белый	whita	ADJ;NOM;PL	
белые	biała	белый	biały	ADJ;NOM;PL	ADJ;NOM;FEM;SG
белые	biały	белый	biały	ADJ;NOM;PL	
понятия	koncepcji	понятие	koncepcja	N;INAN;NOM;NEUT;PL	N;GEN;FEM;SG
понятия	pojęcia	понятие	pojęcie	N;INAN;NOM;NEUT;PL	N;NOM;NEUT;SG
понятия	pojęć	понятие	pojęć	N;INAN;NOM;NEUT;PL	N;GEN;NEUT;PL
какая	jakie	какой	jaki	DET;NOM;FEM;SG	DET;ACC;MASC;SG
какая	co	какой	co	DET;NOM;FEM;SG	
нападающий	napastnika	нападающий	napastnik	N;ANIM;NOM;MASC;SG	N;ACC;MASC;SG
нападающий	striker	нападающий	striker	N;ANIM;NOM;MASC;SG	
папа	tato	папа	tato	N;ANIM;NOM;MASC;SG	
папа	papa	папа	papa	N;ANIM;NOM;MASC;SG	
двигатель	silnika	двигатель	silnik	N;INAN;NOM;MASC;SG	N;GEN;MASC;SG
двигатель	silniki	двигатель	silnik	N;INAN;NOM;MASC;SG	N;NOM;MASC;PL
наталья	natalja	наталья	natalja	N;ANIM;NOM;FEM;SG	PROPN;NOM;FEM;SG
наталья	natalia	наталья	natalia	N;ANIM;NOM;FEM;SG	PROPN;NOM;FEM;SG
наталья	natalia	наталья	natalia	N;ANIM;NOM;FEM;SG	PROPN;NOM;FEM;SG
крови	krwi	кровь	krew	N;INAN;NOM;FEM;SG	
крови	blood	кровь	blood	N;INAN;NOM;FEM;SG	
современные	nowoczesne	современный	nowoczesny	ADJ;NOM;PL	ADJ;NOM;NEUT;SG
современные	nowocześnie	современный	nowocześnie	ADJ;NOM;PL	ADV
современные	nowoczesny	современный	nowoczesny	ADJ;NOM;PL	ADJ;NOM;MASC;SG
современные	współczesna	современный	współczesny	ADJ;NOM;PL	N;NOM;FEM;SG
современные	nowoczesna	современный	nowoczesny	ADJ;NOM;PL	ADJ;NOM;FEM;SG
современные	nowoczesny	современный	nowoczesny	ADJ;NOM;PL	ADJ;NOM;MASC;SG
современные	współczesny	современный	współczesny	ADJ;NOM;PL	
современные	współczesnej	современный	współczesny	ADJ;NOM;PL	
современные	współczesne	современный	współczesny	ADJ;NOM;PL	
современные	współczesna	современный	współczesny	ADJ;NOM;PL	N;NOM;FEM;SG
сообщество	społeczności	сообщество	społeczność	N;INAN;NOM;NEUT;SG	N;GEN;FEM;SG
сообщество	wspólnoty	сообщество	wspólnota	N;INAN;NOM;NEUT;SG	N;GEN;FEM;SG
кампании	kampanii	кампания	kampania	N;INAN;NOM;FEM;PL	N;GEN;FEM;SG
кампании	kampaniach	кампания	kampanium	N;INAN;NOM;FEM;PL	N;DAT;FEM;PL
кампании	kampanię	кампания	kampania	N;INAN;NOM;FEM;PL	N;ACC;FEM;SG
кампании	kampania	кампания	kampania	N;INAN;NOM;FEM;PL	N;NOM;FEM;SG
кампании	kampanii	кампания	kampania	N;INAN;NOM;FEM;PL	N;GEN;FEM;SG
граждан	obywatele	гражданин	obywatele	N;ANIM;GEN;MASC;PL	N;NOM;MASC;PL
граждан	obywatelami	гражданин	obywatel	N;ANIM;GEN;MASC;PL	N;INS;MASC;PL
нидерландов	niderlandy	нидерланд	niderland	N;INAN;GEN;MASC;PL	
нидерландов	holandii	нидерланд	holandia	N;INAN;GEN;MASC;PL	N;GEN;FEM;SG
нидерландов	holandia	нидерланд	holandia	N;INAN;GEN;MASC;PL	N;NOM;FEM;SG
рейтинг	rating	рейтинг	rating	N;INAN;NOM;MASC;SG	
рейтинг	ocena	рейтинг	ocenać	N;INAN;NOM;MASC;SG	V;IPFV;IND;SG;2;FIN;ACT
рейтинг	rankingu	рейтинг	ranking	N;INAN;NOM;MASC;SG	N;DAT;MASC;SG
рейтинг	oceny	рейтинг	ocena	N;INAN;NOM;MASC;SG	
рейтинг	ocen	рейтинг	ocen	N;INAN;NOM;MASC;SG	
общие	wspólnej	общий	wspólny	ADJ;NOM;PL	ADJ;GEN;FEM;SG
общие	wspólny	общий	wspólny	ADJ;NOM;PL	ADJ;NOM;MASC;SG
общие	częste	общий	częsty	ADJ;NOM;PL	
общие	często	общий	często	ADJ;NOM;PL	ADV
общие	wspólne	общий	wspólny	ADJ;NOM;PL	ADJ;NOM;NEUT;SG
общие	generał	общий	generał	ADJ;NOM;PL	N;NOM;MASC;SG
общие	ogólny	общий	ogólny	ADJ;NOM;PL	ADJ;NOM;MASC;SG
общие	ogólnie	общий	ogólnie	ADJ;NOM;PL	ADV
общие	ogólna	общий	ogólny	ADJ;NOM;PL	ADJ;NOM;FEM;SG
общие	ogólne	общий	ogólny	ADJ;NOM;PL	ADJ;NOM;NEUT;SG
судов	statki	суд	statek	N;INAN;GEN;MASC;PL	N;NOM;MASC;PL
судов	naczynia	суд	naczynie	N;INAN;GEN;MASC;PL	N;NOM;NEUT;PL
молодых	młoda	молодой	młody	ADJ;GEN;PL	ADJ;NOM;FEM;SG
молодых	młody	молодой	młody	ADJ;GEN;PL	ADJ;NOM;MASC;SG
молодых	młode	молодой	młody	ADJ;GEN;PL	ADJ;NOM;NEUT;SG
молодых	młodzi	молодой	młody	ADJ;GEN;PL	N;NOM;MASC;PL
молодых	young	молодой	young	ADJ;GEN;PL	
представлен	przedstawiony	представить	przedstawić	V;PFV;MASC;SG;PST;V.PTCP;PASS	ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS
представлен	składane	представить	składać	V;PFV;MASC;SG;PST;V.PTCP;PASS	ADJ;IPFV;NOM;NEUT;SG;POS;V.PTCP;PASS
представлен	przekazane	представить	przekazać	V;PFV;MASC;SG;PST;V.PTCP;PASS	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS
труд	pracuj	труд	pracować	N;INAN;NOM;MASC;SG	V;IPFV;IMP;SG;2;FIN;ACT
труд	prace	труд	praca	N;INAN;NOM;MASC;SG	N;NOM;FEM;PL
труд	pracy	труд	praca	N;INAN;NOM;MASC;SG	N;GEN;FEM;SG
труд	roboty	труд	robota	N;INAN;NOM;MASC;SG	N;ACC;FEM;PL
предыдущий	poprzednia	предыдущий	poprzedniać	ADJ;NOM;MASC;SG	
предыдущий	poprzednie	предыдущий	poprzednie	ADJ;NOM;MASC;SG	
предыдущий	wcześniejsze	предыдущий	wczesny	ADJ;NOM;MASC;SG	ADJ;NOM;CMPR;NEUT;SG
реформы	reformę	реформа	reforma	N;INAN;NOM;FEM;PL	N;ACC;FEM;SG
реформы	reform	реформа	reforma	N;INAN;NOM;FEM;PL	
реформы	reforma	реформа	reforma	N;INAN;NOM;FEM;PL	N;NOM;FEM;SG
реформы	reformy	реформа	reforma	N;INAN;NOM;FEM;PL	N;ACC;FEM;SG
реформы	reformy	реформа	reforma	N;INAN;NOM;FEM;PL	N;ACC;FEM;SG
реформы	reform	реформа	reforma	N;INAN;NOM;FEM;PL	
борьба	wrestling	борьба	wrestling	N;INAN;NOM;FEM;SG	
борьба	zapasy	борьба	zapas	N;INAN;NOM;FEM;SG	N;NOM;MASC;PL
оператор	operatora	оператор	operator	N;ANIM;NOM;MASC;SG	N;ACC;MASC;SG
оператор	kamerzysta	оператор	kamerzysta	N;ANIM;NOM;MASC;SG	
пресс	prasie	пресс	prasa	N;INAN;NOM;MASC;SG	N;DAT;FEM;SG
пресс	naciśnij	пресс	naciśnąć	N;INAN;NOM;MASC;SG	V;PFV;IMP;SG;2;FIN;ACT
пресс	prasy	пресс	prasa	N;INAN;NOM;MASC;SG	
пресс	abs	пресс	abs	N;INAN;NOM;MASC;SG	
войн	wojen	война	wojen	N;INAN;GEN;FEM;PL	
войн	wojny	война	wojna	N;INAN;GEN;FEM;PL	N;GEN;FEM;SG
чёрный	black	чёрный	black	ADJ;NOM;MASC;SG	
чёрный	czerń	чёрный	czerń	ADJ;NOM;MASC;SG	
письма	pisma	письмо	pismo	N;INAN;NOM;NEUT;PL	N;NOM;NEUT;SG
письма	liter	письмо	liter	N;INAN;NOM;NEUT;PL	N;GEN;FEM;PL
письма	listy	письмо	list	N;INAN;NOM;NEUT;PL	
письма	litery	письмо	litera	N;INAN;NOM;NEUT;PL	N;ACC;FEM;PL
плохо	źle	плохой	źle	ADJ;NEUT;SG	ADV
плохо	bad	плохой	bad	ADJ;NEUT;SG	
плохо	zła	плохой	zły	ADJ;NEUT;SG	
плохо	złe	плохой	zły	ADJ;NEUT;SG	
плохо	zły	плохой	zły	ADJ;NEUT;SG	
очки	punktów	очки	punkt	N;INAN;NOM;MASC;PL	N;GEN;MASC;PL
очки	szklanki	очки	szklanka	N;INAN;NOM;MASC;PL	N;ACC;FEM;PL
луи	louis	луи	louis	N;ANIM;NOM;MASC;SG	PROPN;NOM;MASC;SG
луи	ludwika	луи	ludwik	N;ANIM;NOM;MASC;SG	
луи	louie	луи	lou	N;ANIM;NOM;MASC;SG	N;VOC;MASC;SG
назвал	nazwany	назвать	nazwać	V;PFV;MASC;IND;SG;PST;FIN;ACT	ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS
назвал	nazwane	назвать	nazwać	V;PFV;MASC;IND;SG;PST;FIN;ACT	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS
норвегии	norweskie	норвегия	norweski	N;INAN;NOM;FEM;PL	ADJ;NOM;NEUT;SG
норвегии	norweskiego	норвегия	norweski	N;INAN;NOM;FEM;PL	ADJ;ACC;MASC;SG
норвегии	norweski	норвегия	norweski	N;INAN;NOM;FEM;PL	ADJ;NOM;MASC;SG
норвегии	norwegia	норвегия	norwegia	N;INAN;NOM;FEM;PL	
норвегии	norwegii	норвегия	norweg	N;INAN;NOM;FEM;PL	
фридрих	friedrich	фридрий	friedrica	N;ANIM;NOM;MASC;SG	PROPN;NOM;MASC;SG
фридрих	frederick	фридрий	frederick	N;ANIM;NOM;MASC;SG	PROPN;NOM;MASC;SG
лучшие	najlepsza	лучший	dobry	ADJ;NOM;PL	ADJ;NOM;CMPR;FEM;SG
лучшие	najlepszy	лучший	dobry	ADJ;NOM;PL	ADJ;NOM;CMPR;MASC;SG
лучшие	najlepiej	лучший	dobrze	ADJ;NOM;PL	ADV;RL
лучшие	best	лучший	best	ADJ;NOM;PL	
лучшие	najlepsze	лучший	dobry	ADJ;NOM;PL	ADJ;NOM;CMPR;NEUT;SG
служба	usługi	служба	usługa	N;INAN;NOM;FEM;SG	N;NOM;FEM;PL
примеры	przykładów	пример	przykład	N;INAN;NOM;MASC;PL	N;GEN;MASC;PL
баку	baku	бак	bak	N;INAN;NOM;MASC;SG	
библиотеки	biblioteki	библиотека	biblioteka	N;INAN;NOM;FEM;PL	N;GEN;FEM;SG
библиотеки	bibliotek	библиотека	bibliotek	N;INAN;NOM;FEM;PL	N;GEN;FEM;PL
библиотеки	bibliotekę	библиотека	biblioteka	N;INAN;NOM;FEM;PL	N;ACC;FEM;SG
библиотеки	biblioteka	библиотека	biblioteka	N;INAN;NOM;FEM;PL	N;NOM;FEM;SG
библиотеки	biblioteki	библиотека	biblioteka	N;INAN;NOM;FEM;PL	N;GEN;FEM;SG
библиотеки	bibliotece	библиотека	biblioteka	N;INAN;NOM;FEM;PL	N;DAT;FEM;SG
продолжил	kontynuacja	продолжить	kontynuacja	V;PFV;MASC;IND;SG;PST;FIN;ACT	N;NOM;FEM;SG
продолжил	kontynuował	продолжить	kontynuować	V;PFV;MASC;IND;SG;PST;FIN;ACT	V;IPFV;MASC;IND;SG;PST;FIN;ACT
продолжил	dalszy	продолжить	daleki	V;PFV;MASC;IND;SG;PST;FIN;ACT	ADJ;NOM;CMPR;MASC;SG
интересно	ciekawie	интересный	ciekawie	ADJ;NEUT;SG	ADV
интересно	zainteresowanych	интересный	zainteresować	ADJ;NEUT;SG	ADJ;PFV;ACC;MASC;PL;POS;V.PTCP;PASS
интересно	zainteresowani	интересный	zainteresować	ADJ;NEUT;SG	ADJ;PFV;NOM;MASC;PL;POS;V.PTCP;PASS
муж	mężu	муж	mąż	N;ANIM;NOM;MASC;SG	V;IPFV;IMP;SG;2;FIN;ACT
муж	maz	муж	maza	N;ANIM;NOM;MASC;SG	V;IPFV;IND;SG;PRS;FIN;ACT
офф	offy	офф	offa	N;INAN;NOM;MASC;SG	
офф	wyłączony	офф	wyłączyć	N;INAN;NOM;MASC;SG	ADJ;PFV;NOM;MASC;SG;POS;V.PTCP;PASS
офф	off	офф	off	N;INAN;NOM;MASC;SG	
офф	wyłączone	офф	wyłączyć	N;INAN;NOM;MASC;SG	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS
обязанности	odpowiedzialności	обязанность	odpowiedzialność	N;INAN;NOM;FEM;PL	N;GEN;FEM;SG
обязанности	odpowiedzialność	обязанность	odpowiedzialność	N;INAN;NOM;FEM;PL	N;NOM;FEM;SG
обязанности	cła	обязанность	cza	N;INAN;NOM;FEM;PL	
давление	presji	давление	presja	N;INAN;NOM;NEUT;SG	N;GEN;FEM;SG
отметить	znacznik	отметить	znacznik	V;PFV;NFIN;ACT	N;NOM;MASC;SG
отметить	tag	отметить	tag	V;PFV;NFIN;ACT	
отметить	świętowanie	отметить	świętowanie	V;PFV;NFIN;ACT	N;IPFV;NOM;NEUT;SG;POS;V.MSDR
отметить	świętować	отметить	świętować	V;PFV;NFIN;ACT	V;IPFV;NFIN;ACT
отметить	znak	отметить	znak	V;PFV;NFIN;ACT	N;NOM;MASC;SG
отметить	marka	отметить	marka	V;PFV;NFIN;ACT	
отметить	mark	отметить	mark	V;PFV;NFIN;ACT	PROPN;NOM;MASC;SG
известность	sławę	известность	sława	N;INAN;NOM;FEM;SG	N;ACC;FEM;SG
известность	sławy	известность	sława	N;INAN;NOM;FEM;SG	
плен	niewoli	плен	niewola	N;INAN;NOM;MASC;SG	N;GEN;FEM;SG
другая	innych	другой	inny	ADJ;NOM;FEM;SG	ADJ;GEN;MASC;PL
другая	pozostał	другой	pozostać	ADJ;NOM;FEM;SG	V;PFV;MASC;IND;SG;PST;FIN;ACT
другая	kolejny	другой	kolejny	ADJ;NOM;FEM;SG	ADJ;ACC;MASC;SG
сестра	siostro	сестра	siostro	N;ANIM;NOM;FEM;SG	V;IPFV;IMP;SG;2;FIN;ACT
сестра	pielęgniarki	сестра	pielęgniarka	N;ANIM;NOM;FEM;SG	N;NOM;FEM;PL
иоанна	joanna	иоанный	joanna	N;ANIM;ACC;MASC;SG	ADJ;NOM;FEM;SG
детский	dziecko	детский	dziecko	ADJ;NOM;MASC;SG	N;NOM;NEUT;SG
детский	child	детский	child	ADJ;NOM;MASC;SG	
ваш	twojego	ваш	twój	DET;NOM;MASC;SG	DET;GEN;MASC;SG;1
ваш	twoim	ваш	twój	DET;NOM;MASC;SG	DET;INS;MASC;SG;2
зависит	zalezy	зависеть	zaleźć	V;IPFV;IND;SG;3;PRS;FIN;ACT	V;PFV;MASC;IND;SG;PST;FIN;ACT
птиц	ptaki	птица	ptak	N;ANIM;GEN;FEM;PL	N;NOM;MASC;PL
птиц	ptaków	птица	ptak	N;ANIM;GEN;FEM;PL	N;ACC;MASC;PL
птиц	ptaszki	птица	ptaszek	N;ANIM;GEN;FEM;PL	N;NOM;MASC;SG
канада	kanada	канада	kanada	N;INAN;NOM;FEM;SG	
канада	kanady	канада	kanada	N;INAN;NOM;FEM;SG	
обратно	back	обратно	back	ADV	
обратно	wstecz	обратно	wstecz	ADV	
обратно	powrót	обратно	powrót	ADV	
аниме	anime	аним	anima	N;INAN;NOM;NEUT;SG	
учреждения	instytucji	учреждение	instytucja	N;INAN;NOM;NEUT;PL	N;GEN;FEM;SG
учреждения	agencji	учреждение	agencja	N;INAN;NOM;NEUT;PL	N;GEN;FEM;SG
уефа	uefa	уефа	uefa	N;INAN;GEN;MASC;SG	
блок	bloku	блок	blok	N;INAN;NOM;MASC;SG	N;GEN;MASC;SG
блок	zablokuj	блок	zablokować	N;INAN;NOM;MASC;SG	V;PFV;IMP;SG;2;FIN;ACT
блок	zablokować	блок	zablokować	N;INAN;NOM;MASC;SG	V;PFV;NFIN;ACT
администраторов	administratorów	администратор	administrator	N;ANIM;GEN;MASC;PL	N;ACC;MASC;PL
администраторов	administratorzy	администратор	administrator	N;ANIM;GEN;MASC;PL	N;NOM;MASC;PL
администраторов	administratorów	администратор	administrator	N;ANIM;GEN;MASC;PL	N;ACC;MASC;PL
администраторов	administratorzy	администратор	administrator	N;ANIM;GEN;MASC;PL	N;NOM;MASC;PL
военная	wojsko	военный	wojsko	ADJ;NOM;FEM;SG	N;NOM;NEUT;SG
военная	wojska	военный	wojsko	ADJ;NOM;FEM;SG	N;NOM;NEUT;SG
восточная	east	восточный	east	ADJ;NOM;FEM;SG	V;IPFV;IND;SG;PRS;FIN;ACT
восточная	wschód	восточный	wschód	ADJ;NOM;FEM;SG	N;NOM;MASC;SG
восточная	oriental	восточный	oriental	ADJ;NOM;FEM;SG	N;NOM;MASC;SG
восточная	wschód	восточный	wschód	ADJ;NOM;FEM;SG	N;NOM;MASC;SG
восточная	wschodniej	восточный	wschodni	ADJ;NOM;FEM;SG	ADJ;GEN;FEM;SG
максим	maximus	максим	maximus	N;ANIM;NOM;MASC;SG	
максим	maxim	максим	maxić	N;ANIM;NOM;MASC;SG	
максим	maxime	максим	marima	N;ANIM;NOM;MASC;SG	V;IPFV;IND;SG;1;PRS;FIN;ACT
федерального	federalny	федеральный	federalny	ADJ;GEN;MASC;SG	ADJ;NOM;MASC;SG
федерального	federalne	федеральный	federalny	ADJ;GEN;MASC;SG	ADJ;NOM;NEUT;SG
федерального	federalna	федеральный	federalny	ADJ;GEN;MASC;SG	ADJ;NOM;FEM;SG
предприятие	enterprise	предприятие	enterprisa	N;INAN;NOM;NEUT;SG	
лидер	leader	лидер	leader	N;ANIM;NOM;MASC;SG	
выбор	wyboru	выбор	wybór	N;INAN;NOM;MASC;SG	
выбор	dobór	выбор	dobór	N;INAN;NOM;MASC;SG	V;IPFV;IND;PRS;FIN;ACT
выбор	wybierz	выбор	wybrać	N;INAN;NOM;MASC;SG	V;PFV;IMP;SG;2;FIN;ACT
выбор	zaznacz	выбор	zaznaczyć	N;INAN;NOM;MASC;SG	V;PFV;IMP;SG;2;FIN;ACT
выбор	wybierz	выбор	wybrać	N;INAN;NOM;MASC;SG	V;PFV;IMP;SG;2;FIN;ACT
выбор	wyboru	выбор	wybór	N;INAN;NOM;MASC;SG	
питер	piotra	питер	piotr	N;ANIM;NOM;MASC;SG	
питер	peter	питер	peter	N;ANIM;NOM;MASC;SG	PROPN;NOM;MASC;SG
питер	piotrze	питер	piotr	N;ANIM;NOM;MASC;SG	N;VOC;MASC;SG
питер	piotr	питер	piotr	N;ANIM;NOM;MASC;SG	PROPN;NOM;MASC;SG
редко	rzadka	редко	rzadka	ADV	ADJ;NOM;FEM;SG
редко	rzadkość	редко	rzadkość	ADV	N;NOM;FEM;SG
редко	rzadkie	редко	rzadki	ADV	ADJ;NOM;NEUT;SG
редко	rzadki	редко	rzadka	ADV	ADJ;NOM;MASC;SG
меры	działania	мера	działanie	N;INAN;NOM;FEM;PL	N;NOM;NEUT;SG
меры	czynność	мера	czynność	N;INAN;NOM;FEM;PL	N;NOM;FEM;SG
меры	działanie	мера	działać	N;INAN;NOM;FEM;PL	N;IPFV;NOM;NEUT;SG;POS;V.MSDR
меры	akcja	мера	akcja	N;INAN;NOM;FEM;PL	N;NOM;FEM;SG
меры	miary	мера	miara	N;INAN;NOM;FEM;PL	
меры	działania	мера	działanie	N;INAN;NOM;FEM;PL	N;NOM;NEUT;SG
иванов	iwanow	иван	iwanow	N;ANIM;NOM;MASC;SG	
специалистов	specjalistów	специалист	specjalista	N;ANIM;GEN;MASC;PL	N;ACC;MASC;PL
специалистов	specjali	специалист	specjać	N;ANIM;GEN;MASC;PL	N;DAT;MASC;PL
специалистов	specjalistów	специалист	specjalista	N;ANIM;GEN;MASC;PL	N;ACC;MASC;PL
специалистов	specjali	специалист	specjać	N;ANIM;GEN;MASC;PL	N;DAT;MASC;PL
специалистов	profesjonalistów	специалист	profesjonalista	N;ANIM;GEN;MASC;PL	N;ACC;MASC;PL
специалистов	zawodowcy	специалист	zawodowiec	N;ANIM;GEN;MASC;PL	N;NOM;MASC;PL
специалистов	profesjonali	специалист	profesjonać	N;ANIM;GEN;MASC;PL	V;IPFV;MASC;IND;PL;PST;FIN;ACT
югославии	jugosławii	югославия	jugosławia	N;INAN;NOM;NEUT;PL	
характеристики	charakterystyka	характеристика	charakterystyka	N;INAN;NOM;FEM;PL	N;NOM;FEM;SG
характеристики	właściwości	характеристика	właściwość	N;INAN;NOM;FEM;PL	N;ACC;FEM;PL
тел	tel	тело	tel	N;INAN;GEN;NEUT;PL	
тел	ciał	тело	ciało	N;INAN;GEN;NEUT;PL	
тел	ciała	тело	ciało	N;INAN;GEN;NEUT;PL	N;GEN;NEUT;SG
али	ali	али	ali	PROPN;ANIM;NOM;MASC;SG	PROPN;NOM;MASC;SG
даты	randki	дата	randki	N;INAN;NOM;FEM;PL	N;ACC;FEM;SG
даты	daty	дата	data	N;INAN;NOM;FEM;PL	N;ACC;FEM;SG
ваши	twoje	ваш	twój	DET;NOM;PL	DET;NOM;MASC;SG;2
ваши	twój	ваш	twój	DET;NOM;PL	DET;NOM;MASC;SG;2
ваши	twoja	ваш	twój	DET;NOM;PL	DET;NOM;FEM;SG;2
ваши	twojego	ваш	twój	DET;NOM;PL	DET;GEN;MASC;SG;1
ваши	twoim	ваш	twój	DET;NOM;PL	DET;INS;MASC;SG;2
ваши	twoje	ваш	twój	DET;NOM;PL	DET;NOM;MASC;SG;2
ваши	twój	ваш	twój	DET;NOM;PL	DET;NOM;MASC;SG;2
ваши	twoja	ваш	twój	DET;NOM;PL	DET;NOM;FEM;SG;2
прошлом	przeszłość	прошлое	przeszłość	N;INAN;ESS;NEUT;SG	N;NOM;FEM;SG
прошлом	przeszłości	прошлое	przeszłość	N;INAN;ESS;NEUT;SG	N;GEN;FEM;SG
справочник	katalogu	справочник	katalóg	N;INAN;NOM;MASC;SG	N;GEN;MASC;SG
справочник	podręcznika	справочник	podręcznik	N;INAN;NOM;MASC;SG	N;GEN;MASC;SG
справочник	podręcznik	справочник	podręcznik	N;INAN;NOM;MASC;SG	N;ACC;MASC;SG
специалист	specjalistyczne	специалист	specjalistyczny	N;ANIM;NOM;MASC;SG	ADJ;NOM;NEUT;SG
зданий	budynki	здание	budynek	N;INAN;GEN;NEUT;PL	N;NOM;MASC;PL
побережье	wybrzeży	побережье	wybrzeże	N;INAN;NOM;NEUT;SG	N;GEN;NEUT;PL
побережье	wybrzeża	побережье	wybrzeże	N;INAN;NOM;NEUT;SG	N;GEN;NEUT;SG
побережье	wybrzeżu	побережье	wybrzeże	N;INAN;NOM;NEUT;SG	N;DAT;NEUT;SG
причин	powoduje	причина	powodować	N;INAN;GEN;FEM;PL	V;IPFV;IND;SG;3;PRS;FIN;ACT
причин	przyczyny	причина	przyczyna	N;INAN;GEN;FEM;PL	N;ACC;FEM;PL
описанные	opisano	описать	opisać	V;PFV;NOM;PL;PST;V.PTCP;PASS	V;PFV;IND;0;PST;FIN;ACT
описанные	opisane	описать	opisać	V;PFV;NOM;PL;PST;V.PTCP;PASS	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS
описанные	opisał	описать	opisać	V;PFV;NOM;PL;PST;V.PTCP;PASS	V;PFV;MASC;IND;SG;PST;FIN;ACT
описанные	opisana	описать	opisać	V;PFV;NOM;PL;PST;V.PTCP;PASS	ADJ;PFV;NOM;FEM;SG;POS;V.PTCP;PASS
говорил	wypowiedziane	говорить	wypowiedziany	V;IPFV;MASC;IND;SG;PST;FIN;ACT	ADJ;PFV;NOM;NEUT;SG;POS;V.PTCP;PASS
побед	zwycięstwa	победа	zwycięstwo	N;INAN;GEN;FEM;PL	N;NOM;NEUT;SG
румынии	rumuński	румыния	rumuński	N;INAN;NOM;FEM;PL	ADJ;NOM;MASC;SG
румынии	rumunii	румыния	rumunia	N;INAN;NOM;FEM;PL	
румынии	rumunia	румыния	rumunia	N;INAN;NOM;FEM;PL	
среды	środy	среда	środa	N;INAN;GEN;FEM;SG	
среды	środę	среда	środa	N;INAN;GEN;FEM;SG	N;ACC;FEM;SG
среды	środa	среда	środa	N;INAN;GEN;FEM;SG	
континентальный	continental	континентальный	continental	ADJ;NOM;MASC;SG	
назвать	nazewnictwa	назвать	nazewnictwo	V;PFV;NFIN;ACT	N;GEN;NEUT;SG
переход	przejścia	переход	przejście	N;INAN;NOM;MASC;SG	
переход	przejściowy	переход	przejściowy	N;INAN;NOM;MASC;SG	ADJ;ACC;MASC;SG
врач	medyk	врач	medyk	N;ANIM;NOM;MASC;SG	
врач	lekarza	врач	lekarz	N;ANIM;NOM;MASC;SG	N;ACC;MASC;SG
врач	doktorze	врач	doktor	N;ANIM;NOM;MASC;SG	
певец	singer	певец	singer	N;ANIM;NOM;MASC;SG	
образований	jednostka	образование	jednostka	N;INAN;GEN;NEUT;PL	N;NOM;FEM;SG
образований	podmiot	образование	podmiot	N;INAN;GEN;NEUT;PL	N;NOM;MASC;SG
образований	istota	образование	istota	N;INAN;GEN;NEUT;PL	N;NOM;FEM;SG
башни	wież	башня	wież	N;INAN;NOM;FEM;PL	N;GEN;FEM;PL
ирина	irina	ирина	irin	N;ANIM;NOM;FEM;SG	PROPN;NOM;FEM;SG
ирина	iryna	ирина	iryn	N;ANIM;NOM;FEM;SG	PROPN;NOM;FEM;SG
наши	nasz	наш	nasz	DET;NOM;PL	DET;NOM;MASC;SG;1
наши	nasza	наш	nasz	DET;NOM;PL	DET;NOM;FEM;SG;1
наши	nasze	наш	nasz	DET;NOM;PL	DET;NOM;NEUT;SG;1
наши	our	наш	our	DET;NOM;PL	
наши	nasz	наш	nasz	DET;NOM;PL	DET;NOM;MASC;SG;1
наши	nasza	наш	nasz	DET;NOM;PL	DET;NOM;FEM;SG;1
