של	shel	של	shel	PART;GEN	
צורך	ihtiyaç	צורך	ihtiyaç	N;MASC;SG	
צורך	ihtiyaç	צורך	ihtiyaç	N;MASC;SG	
צורך	lazım	צורך	lazım	N;MASC;SG	
צורך	gerek	צורך	gerek	N;MASC;SG	
אלבום	albüm	אלבום	albüm	N;MASC;SG	
הרביעי	dördüncüsü	הרביע	dör	PROPN	V;PFV;IND;POS;PST;V.PTCP
הרביעי	dördüncü	הרביע	dördüncü	PROPN	
דו	doe	דו	doe	ADV	
המרכז	merkezi	המרכז	merkez	PROPN	N;ACC;SG;3
המרכז	merkez	המרכז	merkez	PROPN	
המרכז	center	המרכז	center	PROPN	N;NOM;SG;3
המרכז	orta	המרכז	orta	PROPN	
המרכז	merkezi	המרכז	merkez	PROPN	N;ACC;SG;3
המרכז	merkez	המרכז	merkez	PROPN	
המרכז	orta	המרכז	orta	PROPN	
המרכז	centre	המרכז	centre	PROPN	PROPN;NOM;SG;3
גן	gan	גן	gan	N;MASC;SG	
גן	gene	גן	gene	N;MASC;SG	ADV
גן	gen	גן	gen	N;MASC;SG	
עשרה	on	עשרה	on	NUM;MASC;SG	
תמיד	daima	תמיד	daima	ADV	
תמיד	herzaman	תמיד	herzaman	ADV	
משתמשים	kullanıcı	השתמש	kullanıcı	V;MASC;PL;V.PTCP	N;NOM;SG;3
משתמשים	kullanıcıları	השתמש	kullanıcı	V;MASC;PL;V.PTCP	N;ACC;PL;3
משתמשים	kullanıcılar	השתמש	kullanıcı	V;MASC;PL;V.PTCP	N;NOM;PL;3
העתיקה	eskiler	העתיק	eskile	V;FEM;SG;3;PST;ACT	ADJ;NOM;PL;3
העתיקה	antik	העתיק	antik	V;FEM;SG;3;PST;ACT	
העתיקה	kadim	העתיק	kadim	V;FEM;SG;3;PST;ACT	
עליה	onun	על	o		PRO;GEN;SG;3
עליה	onu	על	o		PRO;ACC;SG;3
מחקר	çalış	מחקר	çalış	N;MASC;SG	
מחקר	çalışma	מחקר	çalış	N;MASC;SG	V;PFV;NOM;IND;POS;PRS;V.MSDR
מחקר	araştırma	מחקר	araştır	N;MASC;SG	V;PFV;NOM;IND;POS;PRS;V.MSDR
מחקר	araştırmalar	מחקר	araştır	N;MASC;SG	V;PFV;NOM;IND;POS;PRS;V.MSDR
תרבות	kültürü	תרבות	kültür	N;FEM;SG	
תרבות	kültür	תרבות	kültür	N;FEM;SG	
כללי	genel	כלל	genel	N;MASC;PL	ADJ
כללי	genel	כלל	genel	N;MASC;PL	ADJ
כללי	general	כלל	general	N;MASC;PL	
למעלה	yukarıda	למעלה	yukarı	ADV	ADJ;ESS;SG;3
מופיע	görünüyor	הופיע	görün	V;MASC;SG;V.PTCP;ACT	V;PROG;IND;SG;3;POS;INFM;PRS
הבכורה	gala	הבכורה	gala	PROPN	
הבכורה	galası	הבכורה	gala	PROPN	N;NOM;SG;3
עונה	mevsim	עונה	mevsim	N;FEM;SG	
עונה	sezon	עונה	sezon	N;FEM;SG	
ארבע	four	ארבע	four	NUM;FEM;SG	
ציון	puan	ציון	pu	PROPN	
ציון	skor	ציון	skor	PROPN	
ציון	sayı	ציון	say	PROPN	
ציון	zion	ציון	zion	PROPN	PROPN;NOM;SG;3
סיום	tamamlanması	סיום	tamamla	N;MASC;SG	V;PFV;NOM;IND;POS;PRS;V.MSDR;PASS
סיום	tamamlama	סיום	tamamla	N;MASC;SG	
סיום	bitir	סיום	bitir	N;MASC;SG	V;PFV;IMP;SG;2;POS;PRS
סיום	son	סיום	son	N;MASC;SG	
סיום	sonu	סיום	son	N;MASC;SG	
סיום	bitiş	סיום	bitiş	N;MASC;SG	
סיום	mezun	סיום	mezun	N;MASC;SG	
סיום	mezuniyet	סיום	mezuniyet	N;MASC;SG	
ארבעה	four	ארבעה	four	NUM;MASC;SG	
מאיר	aydınlatıcı	מאיר	aydınlatıcı	PROPN	
מאיר	meir	מאיר	meir	PROPN	PROPN;NOM;SG;3
הכוחות	güçleri	הכוחה	güç	N;FEM;PL	ADJ;ACC;PL;3
הכוחות	güçler	הכוחה	güç	N;FEM;PL	ADJ;NOM;PL;3
הכוחות	powers	הכוחה	powers	N;FEM;PL	
הכוחות	güçler	הכוחה	güç	N;FEM;PL	ADJ;NOM;PL;3
כדור	küre	כדור	küre	N;MASC;SG	
כדור	balo	כדור	balo	N;MASC;SG	
כדור	top	כדור	top	N;MASC;SG	
כדור	ball	כדור	ball	N;MASC;SG	
כדור	kursun	כדור	kur	N;MASC;SG	
כדור	kurşun	כדור	kurşun	N;MASC;SG	
כדור	mermi	כדור	mermi	N;MASC;SG	
עשר	on	עשר	on	NUM;FEM;SG	
עבד	köle	עבד	köle	V;MASC;SG;3;PST	
שער	gate	שער	gate	N;MASC;SG	
שער	geçit	שער	geçit	N;MASC;SG	
שער	hedefi	שער	hedef	N;MASC;SG	
שער	amaç	שער	amaç	N;MASC;SG	
שער	hedef	שער	hedef	N;MASC;SG	
שער	geçit	שער	geçit	N;MASC;SG	
סביב	çevresinde	סביב	çevre	ADV	N;ESS;SG;3
סביב	çevrede	סביב	çevre	ADV	N;ESS;SG;3
סביב	etrafta	סביב	etraf	ADV	N;ESS;SG;3
סביב	etrafında	סביב	etraf	ADV	N;ESS;SG;3
גבוה	high	גבוה	high	ADJ;MASC;SG	
גבוה	yükseklerde	גבוה	yüksek	ADJ;MASC;SG	ADJ;ESS;PL;3
גבוה	çak	גבוה	çak	ADJ;MASC;SG	
גבוה	yükseğe	גבוה	yüksek	ADJ;MASC;SG	
גבוה	uzundu	גבוה	uzun	ADJ;MASC;SG	V;PFV;IND;SG;3;POS;PST;PASS
נהר	nehri	נהר	nehir	PROPN	N;ACC;SG;3
נהר	river	נהר	riv	PROPN	PROPN;NOM;SG;3
נהר	nehir	נהר	nehir	PROPN	
נהר	irmak	נהר	irmak	PROPN	
המקורי	orijinal	המקור	orijinal	PROPN	
המקורי	özgün	המקור	özgün	PROPN	
המקורי	orjinal	המקור	orjinal	PROPN	
המקורי	aslı	המקור	aslı	PROPN	
יודע	bil	ידע	bil	V;MASC;SG;V.PTCP;ACT	
יודע	biliyor	ידע	bil	V;MASC;SG;V.PTCP;ACT	V;PROG;IND;SG;3;POS;INFM;PRS
יודע	bilin	ידע	bil	V;MASC;SG;V.PTCP;ACT	
הנשיא	başkan	הנשיא	başkan	PROPN	
הנשיא	cumhurbaşkanı	הנשיא	cumhurbaşkanı	PROPN	N;NOM;SG;3
הנשיא	baskan	הנשיא	baskan	PROPN	
פה	burada	פה	bura	ADV	N;ESS;SG;3
פה	burda	פה	bura	ADV	N;ESS;SG;3
בלי	olmadan	בלי	ol	ADP	V;PFV;IND;NEG;PRS;V.CVB
בלי	onsuz	בלי	onsuz	ADP	
אלכסנדר	iskender	אלכסנדר	iskende	PROPN	
אלכסנדר	alexander	אלכסנדר	alerander	PROPN	PROPN;NOM;SG;3
משמש	kayısı	שימש	kayı	V;MASC;SG;V.PTCP;ACT	N;NOM;SG;3
הוקם	yerleşik	הוקם	yerleşik	V;MASC;SG;3;PST;PASS	
הוקם	kurulan	הוקם	kur	V;MASC;SG;3;PST;PASS	V;PFV;IND;POS;PRS;V.PTCP;PASS
סמל	simge	סמל	simge	N;MASC;SG	
סמל	sembol	סמל	sembol	N;MASC;SG	
סמל	çavuş	סמל	çavuş	N;MASC;SG	
סמל	simge	סמל	simge	N;MASC;SG	
ראה	gör	ראה	gör	V;MASC;SG;3;PST;ACT	V;PFV;IMP;SG;2;POS;PRS
ראה	görün	ראה	görün	V;MASC;SG;3;PST;ACT	V;PFV;IMP;PL;2;POS;PRS
ראה	görmek	ראה	gör	V;MASC;SG;3;PST;ACT	V;PFV;NOM;IND;POS;PRS;V.MSDR
ראה	testere	ראה	testere	V;MASC;SG;3;PST;ACT	
גביע	kupa	גביע	kupa	N;MASC;SG	
גביע	kupa	גביע	kupa	N;MASC;SG	
גביע	cup	גביע	cup	N;MASC;SG	
יכולה	can	יכול	can	V;FEM;SG;V.PTCP	
אורך	uzunluğu	אורך	uzunluk		N;ACC;SG;3
אורך	boyu	אורך	boy		N;NOM;SG;3
אורך	uzunlukta	אורך	uzunluk		N;ESS;SG;3
אורך	uzunluk	אורך	uzunluk		N;NOM;SG;3
קיימת	mevcut	קיים	mevcut	ADJ;FEM;SG	
משהו	birşeyler	משהו	birşey	N;MASC;SG	N;NOM;PL;3
משהו	birşey	משהו	birşey	N;MASC;SG	
שמואל	shmuel	שמואל	shmuel	PROPN	
שמואל	samuel	שמואל	samuel	PROPN	
השחקן	aktör	השחקן	aktör	PROPN	
השחקן	oyuncu	השחקן	oyuncu	PROPN	
מדליות	madalya	מדלית	madalya	N;FEM;PL	N;NOM;SG;3
ספרד	ispanya	ספרד	ispanya	PROPN	PROPN;NOM;SG;3
דגל	bayrak	דגל	bayrak	N;MASC;SG	
דגל	bayrak	דגל	bayrak	N;MASC;SG	
דגל	bayrakları	דגל	bayrak	N;MASC;SG	N;ACC;PL;3
דגל	bayraklar	דגל	bayrak	N;MASC;SG	N;NOM;PL;3
מלחמה	war	מלחמה	war	N;FEM;SG	
מלחמה	savas	מלחמה	savas	N;FEM;SG	
צפון	kuzey	צפון	kuzey	N;MASC;SG	
צפון	north	צפון	north	N;MASC;SG	PROPN;NOM;SG;3
צפון	kuzey	צפון	kuzey	N;MASC;SG	
כנראה	muhtemelen	כנראה	muhtemel	ADV	
כנראה	anlaşılan	כנראה	anlaş	ADV	V;PFV;IND;POS;PRS;V.PTCP;PASS
יהודית	yahudi	יהודית	yahudi	PROPN	
יהודית	musevi	יהודית	musevi	PROPN	
ללמוד	öğren	למד	öğren	V;NFIN;ACT	
אשתו	eşi	אשת	eş		ADJ;NOM;SG;3
אשתו	karısı	אשת	karı		N;NOM;SG;3
פרק	bölüm	פרק	bölüm	N;MASC;SG	
פרק	bölüm	פרק	bölüm	N;MASC;SG	
חברה	şirket	חברה	şirket	N;FEM;SG	
חברה	bölük	חברה	bölük	N;FEM;SG	
חברה	erkekler	חברה	erkek	N;FEM;SG	ADJ;NOM;PL;3
חברה	millet	חברה	millet	N;FEM;SG	
חברה	çocuklar	חברה	çocuk	N;FEM;SG	N;NOM;PL;3
חברה	beyler	חברה	beyle	N;FEM;SG	
חברה	arkadaş	חברה	arkadaş	N;FEM;SG	
חברה	dost	חברה	dost	N;FEM;SG	
דירוג	puan	דירוג	pu	N;MASC;SG	
דירוג	reyting	דירוג	reyting	N;MASC;SG	
דירוג	derecelendirme	דירוג	derecelen	N;MASC;SG	V;PFV;NOM;IND;POS;PRS;V.MSDR;CAUS
דירוג	beğeni	דירוג	beğen	N;MASC;SG	
דירוג	sıralama	דירוג	sıralama	N;MASC;SG	
דירוג	rütbeli	דירוג	rütbeli	N;MASC;SG	
הוקמה	yerleşik	הוקם	yerleşik	V;FEM;SG;3;PST;PASS	
הוקמה	kurulan	הוקם	kur	V;FEM;SG;3;PST;PASS	V;PFV;IND;POS;PRS;V.PTCP;PASS
מדעי	bilimsel	מדע	bilimsel	PROPN	ADJ
טובה	güzel	None	güzel	ADV	ADJ
טובה	iyi	None	iyi	ADV	
האזור	bölge	האזור	bölge	PROPN	
האזור	alanı	האזור	alan	PROPN	N;NOM;SG;3
האזור	alan	האזור	al	PROPN	V;PFV;IND;POS;PRS;V.PTCP
שדה	field	שדה	field	N;MASC;SG	
שדה	tarla	שדה	tarla	N;MASC;SG	
שדה	alan	שדה	al	N;MASC;SG	V;PFV;IND;POS;PRS;V.PTCP
שדה	saha	שדה	saha	N;MASC;SG	
אפילו	bile	אפילו	bile	CONJ	ADV
פעיל	aktif	פעיל	aktif	N;MASC;SG	
פעיל	etkin	פעיל	etkin	N;MASC;SG	
אנגלית	ingiliz	אנגלית	ingiliz	PROPN	
אנגלית	türkçe	אנגלית	türkçe	PROPN	
אנגלית	turkish	אנגלית	turkish	PROPN	
אנגלית	ingilizce	אנגלית	ingilizce	PROPN	
מתחת	altta	מתחת	altta	ADP	
מתחת	altında	מתחת	alt	ADP	ADJ;ESS;SG;3
מתחת	altinda	מתחת	alt	ADP	ADJ;ESS;SG;3
מתחת	altına	מתחת	alt	ADP	ADJ;DAT;SG;3
מתחת	aşağıda	מתחת	aşağı	ADP	ADJ;ESS;SG;3
מתחת	aşağı	מתחת	aşağ	ADP	
מתחת	aşağıya	מתחת	aşağı	ADP	ADJ;DAT;SG;3
מתחת	aşağıdan	מתחת	aşağı	ADP	ADJ;AT+ABL;SG;3
מתחת	altında	מתחת	alt	ADP	ADJ;ESS;SG;3
מתחת	altinda	מתחת	alt	ADP	ADJ;ESS;SG;3
מתחת	altına	מתחת	alt	ADP	ADJ;DAT;SG;3
פתח	açık	פתח	açık	PROPN	ADJ
פתח	open	פתח	open	PROPN	
פתח	açın	פתח	aç	PROPN	V;PFV;IMP;PL;2;POS;PRS
פתח	aç	פתח	aç	PROPN	
פתח	açıl	פתח	açıl	PROPN	
משחקים	oyun	משחק	oyun	N;MASC;PL	
שניות	saniye	שנייה	sani	N;FEM;PL	
הכל	herşey	הכיל	herşey	N	
הכל	hersey	הכיל	hersey	N	
הכל	all	הכיל	all	N	
הכל	hepsini	הכיל	hepsi	N	PRO;ACC;PL;3
הכל	tamamı	הכיל	tamam	N	
הכל	hepsi	הכיל	hepsi	N	PRO;NOM;PL;3
הכל	tümü	הכיל	tümü	N	
מדיניות	ilke	מדיניות	ilke	N;FEM;SG	
מדיניות	politika	מדיניות	politika	N;FEM;SG	
מדיניות	poliçe	מדיניות	poliçe	N;FEM;SG	
מדיניות	ilkeleri	מדיניות	ilke	N;FEM;SG	N;NOM;PL;3
מדיניות	politikaları	מדיניות	politika	N;FEM;SG	N;NOM;PL;3
מדיניות	politikalar	מדיניות	politika	N;FEM;SG	N;NOM;PL;3
שירות	servis	שירות	servis	N;MASC;SG	
גדולים	büyük	גדול	büyük	ADJ;MASC;PL	
גדולים	big	גדול	big	ADJ;MASC;PL	
גדולים	buyuk	גדול	buyuk	ADJ;MASC;PL	
גדולים	büyük	גדול	büyük	ADJ;MASC;PL	
גדולים	kocaman	גדול	kocaman	ADJ;MASC;PL	
מצרים	mısır	מצרים	mısır	PROPN	
ספורט	spor	ספורט	spor	N;MASC;SG	
ספורט	sport	ספורט	sport	N;MASC;SG	PROPN;NOM;SG;3
ספורט	spor	ספורט	spor	N;MASC;SG	
ספורט	sporlar	ספורט	spor	N;MASC;SG	N;NOM;PL;3
שיא	plak	שיא	plak	N;MASC;SG	
שיא	rekor	שיא	rekor	N;MASC;SG	
שיא	kayıt	שיא	kayıt	N;MASC;SG	
שיא	doruk	שיא	doruk	N;MASC;SG	
שיא	orgazm	שיא	orgazm	N;MASC;SG	
שיא	doruk	שיא	doruk	N;MASC;SG	
שיא	zirve	שיא	zirve	N;MASC;SG	
שיא	peak	שיא	peak	N;MASC;SG	
מס	vergiler	מס	vergi	N;MASC;SG	N;NOM;PL;3
צוות	kadro	צוות	kadro	N;FEM;SG	
צוות	çalışanlar	צוות	çalışan	N;FEM;SG	N;NOM;PL;3
צוות	asa	צוות	asa	N;FEM;SG	
צוות	personel	צוות	personel	N;FEM;SG	
צוות	tayfa	צוות	tayfa	N;FEM;SG	
צוות	ekip	צוות	ekip	N;FEM;SG	
צוות	team	צוות	team	N;FEM;SG	
צוות	ekip	צוות	ekip	N;FEM;SG	
צוות	takım	צוות	takım	N;FEM;SG	
נושא	konu	נושא	konu	N;MASC;SG	
נושא	tema	נושא	tema	N;MASC;SG	
נושא	denek	נושא	denek	N;MASC;SG	
נושא	şahıs	נושא	şahıs	N;MASC;SG	
נושא	konusu	נושא	konu	N;MASC;SG	
נושא	konu	נושא	konu	N;MASC;SG	
גיל	gill	גיל	gill	N;MASC;SG	
גיל	age	גיל	age	N;MASC;SG	
גיל	yaş	גיל	yaş	N;MASC;SG	
גיל	yaşı	גיל	yaşı	N;MASC;SG	
גיל	gil	גיל	gil	N;MASC;SG	
עורך	editör	עורך	editör	N;MASC;SG	
עורך	düzenleyici	עורך	düzenleyici	N;MASC;SG	
עורך	editor	עורך	et	N;MASC;SG	
הרכבת	tren	הרכבה	tren	N;FEM;SG	
לבן	white	לבן	whit		PROPN;NOM;SG;3
מת	öldü	מת	öl	ADJ;MASC;SG	V;PFV;IND;SG;3;POS;PST
מת	öldüm	מת	öl	ADJ;MASC;SG	V;PFV;IND;SG;1;POS;PST
מת	ölüler	מת	ölü	ADJ;MASC;SG	ADJ;NOM;PL;3
מת	öldü	מת	öl	ADJ;MASC;SG	V;PFV;IND;SG;3;POS;PST
מת	ölü	מת	ölü	ADJ;MASC;SG	
מת	dead	מת	dead	ADJ;MASC;SG	
סגל	personelin	סגל	personel	PROPN	N;GEN;SG;3
סגל	personel	סגל	personel	PROPN	
סגל	kadro	סגל	kadro	PROPN	
סגל	çalışanlar	סגל	çalışan	PROPN	N;NOM;PL;3
סגל	asa	סגל	asa	PROPN	
סגל	personel	סגל	personel	PROPN	
סגל	fakülte	סגל	fakül	PROPN	N;NOM;SG;3
סגל	öğretim	סגל	öğretim	PROPN	N;NOM;SG;3
מערב	west	מערב	west	N;MASC;SG	PROPN;NOM;SG;3
מערב	batı	מערב	batı	N;MASC;SG	
מערב	batılı	מערב	batılı	N;MASC;SG	
מערב	western	מערב	western	N;MASC;SG	PROPN;NOM;SG;3
מערב	batı	מערב	batı	N;MASC;SG	
שום	sarımsak	שום	sarımsak	DET;PSSD	
שום	sarımsaklı	שום	sarımsaklı	DET;PSSD	
פון	fawn	פון	fawn	PROPN	
עברה	taşınan	עבר	taşı	V;FEM;SG;3;PST	V;PFV;IND;POS;PRS;V.PTCP;PASS
לוח	karatahta	לוח	karatah		N;ESS;SG;3
לוח	paneli	לוח	paneli		N;NOM;SG;3
חושב	düşünme	חשב	düşün	V;MASC;SG;V.PTCP;ACT	
חושב	düşünüyorum	חשב	düşün	V;MASC;SG;V.PTCP;ACT	V;PROG;IND;SG;1;POS;INFM;PRS
חושב	düşünce	חשב	düşünce	V;MASC;SG;V.PTCP;ACT	
חושב	düşün	חשב	düşün	V;MASC;SG;V.PTCP;ACT	
חושב	düşünün	חשב	düşün	V;MASC;SG;V.PTCP;ACT	V;PFV;IMP;PL;2;POS;PRS
לידה	dogum	לידה	dogum	N;FEM;SG	
תחילת	erken	תחילה	erken	N;PSSD;FEM;SG	
תחילת	erkenden	תחילה	erken	N;PSSD;FEM;SG	ADJ;AT+ABL;SG;3
הבינלאומי	international	הבינלאומי	international	PROPN	N;NOM;SG;3
הבינלאומי	yurtdışı	הבינלאומי	yurtdışı	PROPN	
הבינלאומי	uluslararası	הבינלאומי	uluslararası	PROPN	
בדיוק	aynen	בדיוק	aynen	ADV	
בדיוק	kesinlikle	בדיוק	kesinlik	ADV	N;INS;SG;3
שעות	saatlerce	שעה	saatlerce	N;FEM;PL	ADV
מאות	ağzını	מאות	ağız	NUM;FEM;PL	N;ACC;SG;3
מאות	ağız	מאות	ağız	NUM;FEM;PL	
מאות	mouth	מאות	mouth	NUM;FEM;PL	
מאות	ağızdan	מאות	ağız	NUM;FEM;PL	N;AT+ABL;SG;3
מאות	ağzı	מאות	ağzı	NUM;FEM;PL	N;NOM;SG;3
מאות	yüzyıllar	מאות	yüzyıl	NUM;FEM;PL	N;NOM;PL;3
מאות	yüzyıllarca	מאות	yüzyıllarca	NUM;FEM;PL	ADV
מאות	asırlar	מאות	asır	NUM;FEM;PL	N;NOM;PL;3
מאות	yüzlük	מאות	yüzlük	NUM;FEM;PL	
הצטרף	katılın	הצטרף	kat	V;MASC;SG;3;PST	V;PFV;IMP;PL;2;POS;PRS
הצטרף	katılmak	הצטרף	kat	V;MASC;SG;3;PST	V;PFV;NOM;IND;POS;PRS;V.MSDR;PASS
הצטרף	katıl	הצטרף	katıl	V;MASC;SG;3;PST	
הצטרף	katıldım	הצטרף	kat	V;MASC;SG;3;PST	V;PFV;IND;SG;1;POS;PST;PASS
הצטרף	katılan	הצטרף	kat	V;MASC;SG;3;PST	V;PFV;IND;POS;PRS;V.PTCP;PASS
נכתב	yazılmış	נכתב	yaz	V;MASC;SG;3;PST;MID	V;PFV;NFH;IND;SG;3;POS;PST;PASS
נכתב	yazıldı	נכתב	yaz	V;MASC;SG;3;PST;MID	V;PFV;IND;SG;3;POS;PST;PASS
נכתב	yazan	נכתב	yaz	V;MASC;SG;3;PST;MID	
נכתב	yazılı	נכתב	yazılı	V;MASC;SG;3;PST;MID	
נכתב	yazılan	נכתב	yaz	V;MASC;SG;3;PST;MID	V;PFV;IND;POS;PRS;V.PTCP;PASS
השאר	dinlenme	השאר	dinlen		V;PFV;NOM;IND;SG;POS;PRS;V.MSDR;PASS
השאר	istirahat	השאר	istirahat		N;NOM;SG;3
השאר	dinlenmek	השאר	dinle		V;PFV;NOM;IND;POS;PRS;V.MSDR;PASS
דרור	dror	דרור	door	PROPN	
דרור	serçe	דרור	serçe	PROPN	
הקשר	içerik	הקשר	içerik	N;MASC;SG	
הקשר	bağlama	הקשר	bağlama	N;MASC;SG	
הקשר	bağlam	הקשר	bağlam	N;MASC;SG	
מהווה	pozlar	היווה	poz	V;FEM;SG;V.PTCP	N;NOM;PL;3
ממש	cidden	ממש	cidden	ADV	
האוניברסיטה	üniversite	האוניברסיטה	üniversite	N;FEM;SG	
האוניברסיטה	university	האוניברסיטה	university	N;FEM;SG	PROPN;NOM;SG;3
עובד	işçi	עובד	işçi	PROPN	
עובד	çalışan	עובד	çalış	PROPN	
עובד	çalışır	עובד	çalış	PROPN	
עובד	çalışıyor	עובד	çalış	PROPN	V;PROG;IND;SG;3;POS;INFM;PRS
עובד	işçi	עובד	işçi	PROPN	
עובד	emekçilerin	עובד	emekçi	PROPN	N;GEN;PL;3
עובד	çalışıyorum	עובד	çalış	PROPN	V;PROG;IND;SG;1;POS;INFM;PRS
עובד	çalışıyor	עובד	çalış	PROPN	V;PROG;IND;SG;3;POS;INFM;PRS
עובד	çalışmak	עובד	çalış	PROPN	V;PFV;NOM;IND;POS;PRS;V.MSDR
עובד	çalışan	עובד	çalış	PROPN	
לתת	ver	נתן	ver	V;NFIN;ACT	
גילגמש	gılgamış	גילגמש	gılga	PROPN	V;PFV;NFH;IND;POS;PST;V.PTCP
פולין	polonya	פולין	polon	PROPN	PROPN;NOM;SG;3
מכבי	maccabi	מכבי	maccabi	PROPN	
אנגליה	ingiltere	אנגליה	ingiltere	PROPN	PROPN;NOM;SG;3
התמונה	görsel	התמונה	görsel	V;FEM;SG;3;PST	
התמונה	resim	התמונה	resim	V;FEM;SG;3;PST	
התמונה	görüntü	התמונה	görüntü	V;FEM;SG;3;PST	N;NOM;SG;3
התמונה	imaj	התמונה	imaj	V;FEM;SG;3;PST	
התמונה	fotoğraf	התמונה	fotoğraf	V;FEM;SG;3;PST	
התמונה	resim	התמונה	resim	V;FEM;SG;3;PST	
התמונה	resmi	התמונה	resmi	V;FEM;SG;3;PST	
הימים	günlerce	הימה	günlerce	N;MASC;PL	ADV
חדשות	haber	חדשות	haber	N;FEM;PL	N;NOM;SG;3
סיפור	hikâye	סיפור	hiku	N;MASC;SG	
סיפור	öykü	סיפור	öykü	N;MASC;SG	
סיפור	masal	סיפור	masal	N;MASC;SG	
הנוער	gençler	הנוער	genç		ADJ;NOM;PL;3
אנג	ange	אנג	ange	PROPN	
אנג	aang	אנג	aang	PROPN	
מיוחד	ozel	מיוחד	ozel	ADJ;MASC;SG	
מיוחד	özeldir	מיוחד	özel	ADJ;MASC;SG	
הצי	filo	הצי	filo	N;MASC;SG	
תרגום	tercüme	תרגום	tercüme	N;MASC;SG	
תרגום	çevirmen	תרגום	çevir	N;MASC;SG	
תרגום	çeviri	תרגום	çevir	N;MASC;SG	
פרסם	post	פרסם	post	V;MASC;SG;3;PST;ACT	
פרסם	gönderi	פרסם	gönder	V;MASC;SG;3;PST;ACT	N;NOM;SG;3
פרסם	gönderildi	פרסם	gönder	V;MASC;SG;3;PST;ACT	V;PFV;IND;SG;3;POS;PST;PASS
פרסם	paylaşılan	פרסם	paylaşı	V;MASC;SG;3;PST;ACT	V;PFV;IND;POS;PRS;V.PTCP;PASS
פרסם	paylaşıldı	פרסם	paylaş	V;MASC;SG;3;PST;ACT	V;PFV;IND;SG;3;POS;PST;PASS
פרסם	yayınla	פרסם	yayın	V;MASC;SG;3;PST;ACT	
פרסם	yayınlama	פרסם	yayınla	V;MASC;SG;3;PST;ACT	V;PFV;NOM;IND;POS;PRS;V.MSDR
פרסם	yayınlamak	פרסם	yayınla	V;MASC;SG;3;PST;ACT	V;PFV;NOM;IND;POS;PRS;V.MSDR
פרסם	yayınlanan	פרסם	yayınla	V;MASC;SG;3;PST;ACT	V;PFV;IND;POS;PRS;V.PTCP;PASS
פרסם	yayınlanmış	פרסם	yayınla	V;MASC;SG;3;PST;ACT	V;PFV;NFH;IND;POS;PST;V.PTCP;PASS
פרסם	yayınlandı	פרסם	yayınla	V;MASC;SG;3;PST;ACT	V;PFV;IND;SG;3;POS;PST;PASS
פרסם	yayımlandı	פרסם	yayımla	V;MASC;SG;3;PST;ACT	V;PFV;IND;SG;3;POS;PST;PASS
לבסוף	nihayet	לבסוף	nihayet	ADV	
מישהו	biri	מישהו	biri	N;MASC;SG	PRO;NOM;SG;3
מישהו	birini	מישהו	biri	N;MASC;SG	PRO;ACC;SG;3
מישהו	birisi	מישהו	biri	N;MASC;SG	PRO;NOM;SG;3
מישהו	birileri	מישהו	biri	N;MASC;SG	PRO;NOM;PL;3
מישהו	biri	מישהו	biri	N;MASC;SG	PRO;NOM;SG;3
מישהו	birisi	מישהו	biri	N;MASC;SG	PRO;NOM;SG;3
מישהו	birileri	מישהו	biri	N;MASC;SG	PRO;NOM;PL;3
קרן	temel	קרן	temel	N;FEM;SG	ADJ
קרן	vakıf	קרן	vakıf	N;FEM;SG	
קרן	karen	קרן	karen	N;FEM;SG	
קרן	keren	קרן	ker	N;FEM;SG	
קרן	fon	קרן	fon	N;FEM;SG	
קרן	fonu	קרן	fonu	N;FEM;SG	
הסכם	sözleşme	הסכם	sözleşme	N;MASC;SG	
הסכם	anlaşma	הסכם	anlaşma	N;MASC;SG	
הסכם	anlaşma	הסכם	anlaşma	N;MASC;SG	
הסכם	antlaşma	הסכם	antlaşma	N;MASC;SG	
חברים	dostlar	חבר	dost	N;MASC;PL	ADJ;NOM;PL;3
חברים	arkadaş	חבר	arkadaş	N;MASC;PL	
גוף	ceset	גוף	ceset	N;MASC;SG	
גוף	vücut	גוף	vücut	N;MASC;SG	
גוף	beden	גוף	beden	N;MASC;SG	
גוף	bedenler	גוף	beden	N;MASC;SG	N;NOM;PL;3
גוף	bedenleri	גוף	beden	N;MASC;SG	N;ACC;PL;3
גוף	cesetler	גוף	ceset	N;MASC;SG	N;NOM;PL;3
לוי	levi	לוי	levi	PROPN	
לוי	levy	לוי	levy	PROPN	
רואה	gör	ראה	gör	V;MASC;SG;V.PTCP;ACT	V;PFV;IMP;SG;2;POS;PRS
רואה	görün	ראה	görün	V;MASC;SG;V.PTCP;ACT	V;PFV;IMP;PL;2;POS;PRS
קיימים	mevcut	קיים	mevcut	ADJ;MASC;PL	
ערב	akşam	ערב	akşam		N;NOM;SG;3
ערב	akşamlar	ערב	akşam		N;NOM;PL;3
לונדון	londra	לונדון	lon	PROPN	PROPN;NOM;SG;3
לונדון	london	לונדון	lon	PROPN	PROPN;NOM;SG;3
ימין	doğru	ימין	doğru	N;MASC;SG	
ימין	sağa	ימין	sağ	N;MASC;SG	
ימין	sağ	ימין	sağ	N;MASC;SG	
ימין	dogru	ימין	dogru	N;MASC;SG	
קול	sesi	קול	ses		N;NOM;SG;3
קול	ses	קול	ses		N;NOM;SG;3
קול	sesi	קול	ses		N;NOM;SG;3
קול	ses	קול	ses		N;NOM;SG;3
