que	det	que	det	CONJ	PRO;NEUT;SG;3
menudo	ofte	menudo	ofte	N	ADJ
pocos	fåtall	poco	fåtall	PRO;MASC;PL	N;INDF;MASC;SG
mediados	midten	mediados	midt	N;MASC;PL	N;DEF;MASC;SG
toma	toma	tomar	tom	V;IND;SG;3;PRS;FIN	N;INDF;NEUT;SG
toma	take	tomar	take	V;IND;SG;3;PRS;FIN	N;INDF;NEUT;SG
toma	ta	tomar	ta	V;IND;SG;3;PRS;FIN	V;IMP;FIN
campos	felt	campo	felt	N;MASC;PL	N;INDF;NEUT;SG
campos	åkre	campo	åkre	N;MASC;PL	N;INDF;MASC;SG
campos	campos	campo	campos	N;MASC;PL	N;INDF;MASC;SG
mexicano	meksikansk	mexicano	meksikansk	N;MASC;SG	ADJ;INDF;SG
europea	europeiske	europeo	europeisk	ADJ;FEM;SG	ADJ;PL
europea	european	europeo	european	ADJ;FEM;SG	N;INDF;MASC;SG
kilómetros	miles	kilómetro	miles	N;MASC;PL	N;INDF;MASC;SG
kilómetros	mil	kilómetro	mil	N;MASC;PL	N;INDF;FEM;SG
ago	ago	ago	ago		N
ago	aug	ago	aug		N
bastante	pen	bastante	pen	ADV	N;INDF;MASC;SG
bastante	pene	bastante	pen	ADV	ADJ;PL
deben	must	deber	must	V;IND;PL;3;PRS;FIN	N;INDF;NEUT;SG
dic	dec	decir	dec		N
dic	kripos	decir	kripos		N;INDF;MASC;SG
dic	cid	decir	cid		N;INDF;MASC;SG
ana	anna	ana	annan	N;FEM;SG	DET;INDF;NEUT;SG
naturales	natural	natural	natural	ADJ;PL	ADJ;INDF;SG
naturales	naturlig	natural	naturlig	ADJ;PL	ADJ;INDF;NEUT;SG
naturales	naturtalent	natural	naturtalent	ADJ;PL	N;INDF;NEUT;SG
alejandro	alejandro	alejandro	alejandro		N;INDF;MASC;SG
alejandro	aleksander	alejandro	aleksande		N;INDF;MASC;SG
alejandro	alexander	alejandro	alexander		N;INDF;MASC;SG
publicación	publiserer	publicación	publisere	N;FEM;SG	V;IND;PRS;FIN
publicación	publisere	publicación	publisere	N;FEM;SG	V;NFIN
publicación	innlegg	publicación	innlegg	N;FEM;SG	N;INDF;NEUT;PL
soldados	soldater	soldado	soldat	N;MASC;PL	N;INDF;MASC;SG
soldados	sveising	soldado	sveising	N;MASC;PL	N;INDF;FEM;SG
soldados	sveiset	soldado	sveis	N;MASC;PL	N;DEF;NEUT;SG
soldados	soldat	soldado	soldat	N;MASC;PL	N;INDF;MASC;SG
blanca	blanche	blanco	blanche	ADJ;FEM;SG	N
blanca	blanca	blanco	blanca	ADJ;FEM;SG	N
blanca	hvit	blanco	hvit	ADJ;FEM;SG	N;INDF;MASC;SG
blanca	white	blanco	white	ADJ;FEM;SG	N;INDF
blanca	hvitt	blanco	hvi	ADJ;FEM;SG	N;INDF;NEUT;SG
blanca	hvite	blanco	hvite	ADJ;FEM;SG	N;INDF;NEUT;SG
aves	fjærkre	ave	fjærkre	N;FEM;PL	N;INDF;MASC;SG
aves	fugl	ave	fugl	N;FEM;PL	N;INDF;MASC;SG
crítica	kritikere	crítica	kritikere	N;FEM;SG	V;NFIN
crítica	kritisk	crítica	kritisk	N;FEM;SG	ADJ;INDF;NEUT;SG
crítica	kritiske	crítica	kritisk	N;FEM;SG	ADJ;PL
maestro	lærer	maestro	lære	N;MASC;SG	V;IND;PRS;FIN
maestro	læremester	maestro	læremeste	N;MASC;SG	N;INDF;FEM;PL
asia	asiatisk	asia	asiatisk	N;FEM;SG	ADJ;INDF;NEUT;SG
asia	asiatiske	asia	asiatisk	N;FEM;SG	ADJ;PL
casas	hus	casa	hus	N;FEM;PL	N;INDF;NEUT;SG
completo	fult	completo	føle	ADJ;MASC;SG	N;INDF;MASC;SG
completo	mett	completo	mett	ADJ;MASC;SG	N;INDF;MASC;SG
completo	fullføre	completo	fullføre	ADJ;MASC;SG	V;IMP;NFIN
sencillos	singler	sencillo	single	ADJ;MASC;PL	N;INDF;FEM;PL
sencillos	single	sencillo	single	ADJ;MASC;PL	N;INDF;MASC;SG
trabajó	jobbet	trabajar	jobb	V;IND;SG;3;PST;FIN	N;DEF;NEUT;SG
trabajó	funka	trabajar	funke	V;IND;SG;3;PST;FIN	ADJ;INDF;SG;V.PTCP
trabajó	funket	trabajar	funke	V;IND;SG;3;PST;FIN	N;DEF;NEUT;SG
pequeños	lite	pequeño	lite	ADJ;MASC;PL	ADJ;INDF;NEUT;SG
pequeños	small	pequeño	small	ADJ;MASC;PL	N;INDF;NEUT;SG
pequeños	smått	pequeño	liten	ADJ;MASC;PL	ADJ;INDF;NEUT;SG
pequeños	liten	pequeño	liten	ADJ;MASC;PL	ADJ;INDF;MASC;SG
autores	forfattere	autor	forfattere	N;MASC;PL	V;NFIN
europeo	europeiske	europeo	europeisk	ADJ;MASC;SG	ADJ;PL
europeo	european	europeo	european	ADJ;MASC;SG	N;INDF;MASC;SG
extremo	ekstrem	extremo	ekstrem	N;MASC;SG	ADJ;INDF;SG
extremo	ekstremt	extremo	ekstrem	N;MASC;SG	ADJ;INDF;NEUT;SG
extremo	ekstreme	extremo	ekstrem	N;MASC;SG	ADJ;PL
tradicional	tradisjonelle	tradicional	tradisjonell	ADJ;SG	ADJ;PL
derecha	riktig	derecha	riktig	N;FEM;SG	ADJ;INDF;NEUT;SG
derecha	høyre	derecha	høyre	N;FEM;SG	V;NFIN
derecha	rett	derecha	rett	N;FEM;SG	ADJ;INDF;NEUT;SG
niño	barn	niño	barn	N;MASC;SG	N;INDF;NEUT;PL
consiguió	henta	conseguir	hente	V;IND;SG;3;PST;FIN	ADJ;INDF;NEUT;SG;V.PTCP
consiguió	got	conseguir	got	V;IND;SG;3;PST;FIN	N;INDF;MASC;SG
consiguió	har	conseguir	ha	V;IND;SG;3;PST;FIN	V;IND;PRS;FIN
ruso	russer	ruso	russer	ADJ;MASC;SG	N;INDF;FEM;PL
batería	trommer	batería	tromme	N;FEM;SG	N;INDF;FEM;PL
diputados	mps	diputado	mps	N;MASC;PL	N;INDF;MASC;SG
diputados	assistenter	diputado	assistenter	N;MASC;PL	N;INDF;NEUT;SG
pasa	bestå	pasar	bestå	V;IND;SG;3;PRS;FIN	V;IMP;FIN
pasa	pasning	pasar	pasning	V;IND;SG;3;PRS;FIN	N;INDF;FEM;SG
andrés	andrej	andrés	andrej	PROPN	N;INDF;MASC;SG
andrés	andrei	andrés	andrei	PROPN	N
andrés	andrew	andrés	andrew	PROPN	N;INDF;MASC;SG
andrés	andrés	andrés	andré	PROPN	N;INDF;MASC;SG
máximo	max	máximo	max	ADJ;MASC;SG	N;INDF;MASC;SG
máximo	maks	máximo	maks	ADJ;MASC;SG	N;INDF;NEUT;SG
máximo	maximus	máximo	maximus	ADJ;MASC;SG	N;INDF;MASC;SG
máximo	maksimum	máximo	maksimum	ADJ;MASC;SG	N;INDF;NEUT;SG
máximo	maks	máximo	maks	ADJ;MASC;SG	N;INDF;NEUT;SG
deportes	sport	deporte	sport	N;MASC;PL	N;INDF;MASC;SG
deportes	idrett	deporte	idrett	N;MASC;PL	N;INDF;MASC;SG
deportes	sport	deporte	sport	N;MASC;PL	N;INDF;MASC;SG
deportes	idrett	deporte	idrett	N;MASC;PL	N;INDF;MASC;SG
representa	fremstiller	representar	fremstille	V;IND;SG;3;PRS;FIN	N;INDF;FEM;PL
recursos	ressurs	recurso	ressurs	N;MASC;PL	N;INDF;MASC;SG
recursos	ressursen	recurso	ressurs	N;MASC;PL	N;DEF;MASC;SG
futuro	fremtidig	futuro	fremtidig	N;MASC;SG	ADJ;INDF;NEUT;SG
ángeles	engler	ángel	engler	N;MASC;PL	N;INDF;NEUT;SG
utilizado	brukes	utilizado	brukes	ADJ;MASC;SG;V.PTCP	
utilizado	brukte	utilizado	bruke	ADJ;MASC;SG;V.PTCP	ADJ;PL;V.PTCP
terminó	sluttet	terminar	slutt	V;IND;SG;3;PST;FIN	N;DEF;NEUT;SG
terminó	avsluttet	terminar	avslutt	V;IND;SG;3;PST;FIN	N;DEF;NEUT;SG
terminó	endt	terminar	ende	V;IND;SG;3;PST;FIN	ADJ;INDF;NEUT;SG;V.PTCP
tecnología	teknologier	tecnología	teknologie	N;FEM;SG	N;INDF;NEUT;PL
trabajar	arbeid	trabajar	arbeid	V;NFIN	N;INDF;NEUT;SG
trabajar	jobb	trabajar	jobb	V;NFIN	N;INDF;MASC;SG
trabajar	jobber	trabajar	jobbe	V;NFIN	N;INDF;FEM;PL
trabajar	jobber	trabajar	jobbe	V;NFIN	N;INDF;FEM;PL
distintos	annerledes	distinto	annerledes	PRO;MASC;PL	N;INDF;MASC;SG
distintos	ulike	distinto	ulik	PRO;MASC;PL	ADJ;PL
distintos	forskjellige	distinto	forskjellig	PRO;MASC;PL	ADJ;PL
distintos	forskjellig	distinto	forskjellig	PRO;MASC;PL	ADJ;INDF;NEUT;SG
considera	anser	considerar	anser	V;IND;SG;3;PRS;FIN	N;INDF;MASC;SG
tiempos	times	tiempo	time	N;MASC;PL	N;GEN;INDF;MASC;SG
smith	smith	smith	smith	PROPN	N;INDF;MASC;SG
jardín	hagene	jardín	hag	N;MASC;SG	N;DEF;FEM;PL
jardín	hager	jardín	hager	N;MASC;SG	N;INDF;NEUT;PL
madera	wood	madera	wood	N;FEM;SG	PROPN
madera	tømmer	madera	tømme	N;FEM;SG	N;INDF;FEM;PL
madera	tømmer	madera	tømme	N;FEM;SG	N;INDF;FEM;PL
inferior	senk	inferior	senk	ADJ;SG	N;INDF;NEUT;SG
inferior	lavere	inferior	lavere	ADJ;SG	N;INDF;MASC;SG
inferior	nederst	inferior	nederst	ADJ;SG	N;INDF;MASC;SG
inferior	bottom	inferior	bottom	ADJ;SG	N;INDF;MASC;SG
inferior	bunnen	inferior	bunn	ADJ;SG	N;DEF;MASC;SG
inferior	bunn	inferior	bunne	ADJ;SG	N;INDF;MASC;SG
mexicana	mexicana	mexicano	mexicana	ADJ;FEM;SG	N;INDF;MASC;SG
incluyen	inkluder	incluir	inklude	V;IND;PL;3;PRS;FIN	N;INDF;MASC;PL
digital	digitale	digital	digital	ADJ;SG	ADJ;PL
digital	digital	digital	digital	ADJ;SG	N;INDF;MASC;SG
torres	tårn	torre	tårn	N;FEM;PL	N;INDF;NEUT;SG
doble	dobbeltgjenger	doble	dobbeltgjenge	ADJ;SG	N;INDF;MASC;SG
doble	dobbel	doble	dobbel	ADJ;SG	N;INDF;MASC;SG
referirse	henviser	referir	henvise	V;SBJV;SG;3;IPFV;FIN	N;INDF;FEM;SG
referirse	henvise	referir	henvise	V;SBJV;SG;3;IPFV;FIN	N;INDF;MASC;SG
comandante	avdelingsleder	comandante	avdelingslede	N;SG	N;INDF;FEM;PL
comandante	commander	comandante	commander	N;SG	N;INDF;MASC;PL
esos	de	ese	de	PRO;MASC;PL	PRO;HUM;NOM;PL;2
letras	brev	letra	brev	N;FEM;PL	N;INDF;NEUT;SG
lenguas	språk	lengua	språk	N;FEM;PL	N;INDF;NEUT;SG
vivo	vivo	vivo	vivo	ADJ;MASC;SG	N;INDF;MASC;SG
vivo	levende	vivo	levende	ADJ;MASC;SG	N;INDF;NEUT;SG
vivo	alive	vivo	alive	ADJ;MASC;SG	N
obtener	hent	obtener	hente	V;NFIN	N;INDF;MASC;SG
obtener	få	obtener	få	V;NFIN	ADJ;PL
obtener	get	obtener	get	V;NFIN	
originalmente	opprinnelig	originalmente	opprinnelig	ADV	ADJ;INDF;NEUT;SG
claro	klart	claro	klar	ADV	ADJ;INDF;NEUT;SG
claro	tøm	claro	tøm	ADV	N;INDF;NEUT;SG
claro	javisst	claro	javisst	ADV	ADJ;INDF;NEUT;SG
claro	sikker	claro	sikker	ADV	ADJ;INDF;SG
claro	claro	claro	claro	ADV	N
guatemala	guatemala	guatemala	guatemal	N;FEM;SG	N;DEF;NEUT;PL
guatemala	guatemala	guatemala	guatemal	N;FEM;SG	N;DEF;NEUT;PL
guatemala	guatemalansk	guatemala	guatemalansk	N;FEM;SG	ADJ;INDF;SG
bajos	lavmål	bajo	lavmål	ADJ;MASC;PL	N;INDF;NEUT;SG
bajos	lav	bajo	lav	ADJ;MASC;PL	N;INDF;NEUT;SG
bajos	lavt	bajo	levje	ADJ;MASC;PL	ADJ;INDF;NEUT;SG
bajos	low	bajo	low	ADJ;MASC;PL	N;INDF;NEUT;SG
bajos	lave	bajo	lave	ADJ;MASC;PL	N;INDF;NEUT;SG
bajos	bass	bajo	bass	ADJ;MASC;PL	N;INDF;MASC;SG
juega	avspilling	jugar	avspilling	V;IND;SG;3;PRS;FIN	N;INDF;FEM;SG
juega	leke	jugar	leke	V;IND;SG;3;PRS;FIN	N;INDF;FEM;SG
juega	lek	jugar	lek	V;IND;SG;3;PRS;FIN	N;INDF;MASC;SG
juega	spill	jugar	spill	V;IND;SG;3;PRS;FIN	N;INDF;NEUT;SG
juega	avspillinger	jugar	avspillinger	V;IND;SG;3;PRS;FIN	N;INDF;FEM;PL
juega	skuespill	jugar	skuespill	V;IND;SG;3;PRS;FIN	N;INDF;NEUT;SG
rico	rico	rico	rico	ADJ;MASC;SG	N;INDF;MASC;SG
rico	rike	rico	rik	ADJ;MASC;SG	ADJ;PL
rico	rich	rico	rich	ADJ;MASC;SG	N
usar	bruk	usar	bruk	V;NFIN	N;INDF;MASC;SG
usar	bruken	usar	bruk	V;NFIN	N;DEF;MASC;SG
mensajes	budskap	mensaje	budskap	N;MASC;PL	N;INDF;MASC;SG
mensajes	melding	mensaje	melding	N;MASC;PL	N;INDF;FEM;SG
mensajes	budskap	mensaje	budskap	N;MASC;PL	N;INDF;MASC;SG
mensajes	beskjed	mensaje	beskjed	N;MASC;PL	N;INDF;FEM;SG
firme	firma	firmar	firme	V;SBJV;SG;3;PRS;FIN	N;INDF;NEUT;SG
firme	signer	firmar	signe	V;SBJV;SG;3;PRS;FIN	N;INDF;MASC;SG
firme	jærtegn	firmar	jærtegn	V;SBJV;SG;3;PRS;FIN	N;INDF;FEM;SG
firme	tegn	firmar	tegn	V;SBJV;SG;3;PRS;FIN	N;INDF;NEUT;SG
antiguos	eldgammelt	antiguo	eldgammelt	ADJ;MASC;PL	ADJ;INDF;NEUT;SG
antiguos	antikkens	antiguo	antikk	ADJ;MASC;PL	N;GEN;DEF;MASC;SG
antiguos	eldgammel	antiguo	eldgammel	ADJ;MASC;PL	N;INDF;MASC;SG
antiguos	oldtidens	antiguo	oldtid	ADJ;MASC;PL	N;GEN;DEF;MASC;SG
pasar	pasning	pasar	pasning	V;NFIN	N;INDF;FEM;SG
generales	generell	general	generell	N;MASC;PL	ADJ;INDF;SG
generales	generelt	general	generell	N;MASC;PL	ADJ;INDF;NEUT;SG
generales	general	general	general	N;MASC;PL	N;INDF;MASC;SG
formado	formet	formado	form	ADJ;MASC;SG;V.PTCP	N;DEF;NEUT;SG
formado	dannet	formado	dann	ADJ;MASC;SG;V.PTCP	N;DEF;NEUT;SG
protección	beskytter	protección	beskytte	N;FEM;SG	N;INDF;FEM;PL
protección	beskytte	protección	beskytte	N;FEM;SG	V;NFIN
protección	beskyttelse	protección	beskyttelse	N;FEM;SG	ADJ;INDF;SG
géneros	kjønn	género	kjønn	N;MASC;PL	N;INDF;NEUT;SG
géneros	genera	género	genere	N;MASC;PL	N;INDF;NEUT;SG
notas	notat	nota	notat	N;FEM;PL	N;INDF;NEUT;SG
notas	notater	nota	notat	N;FEM;PL	N;INDF;MASC;SG
american	amerikaner	americar	amerikan	N;FEM;SG	N;INDF;MASC;PL
american	amerikanske	americar	amerikansk	N;FEM;SG	ADJ;PL
american	amerikansk	americar	amerikansk	N;FEM;SG	ADJ;INDF;SG
funciones	funksjoner	función	funksjon	N;FEM;PL	N;INDF;MASC;SG
funciones	funksjoner	función	funksjon	N;FEM;PL	N;INDF;MASC;SG
prensa	aviser	prensa	avis	N;FEM;SG	N;INDF;FEM;PL
haya	haag	haber	haag	V;SBJV;SG;3;PRS;FIN	N;INDF;MASC;SG
versiones	versjoner	versión	versjon	N;FEM;PL	N;INDF;MASC;SG
www	www	www	www	INTJ	
isabel	isabelle	isabel	isabell	N;FEM;SG	ADJ;PL
gómez	gomez	gómez	gomez	PROPN	N;INDF;MASC;SG
gómez	gómez	gómez	glmep	PROPN	N;INDF;MASC;SG
mario	mario	mario	mario		N;INDF;MASC;SG
mario	marius	mario	marius		N;INDF;MASC;SG
romano	roman	romano	roman	ADJ;MASC;SG	N;INDF;MASC;SG
romano	romano	romano	romano	ADJ;MASC;SG	N;INDF;MASC;SG
thomas	thomas	thoma	thomas	PROPN	N;INDF;MASC;SG
all	alle	all	alle	N	PRO;PL;3
all	alt	all	alt	N	PRO;NEUT;SG;3
all	all	all	all	N	DET;MASC;SG
habla	snakkes	hablar	snakkes	V;IND;SG;3;PRS;FIN	N;INDF;NEUT;SG
habla	snakk	hablar	snakk	V;IND;SG;3;PRS;FIN	N;INDF;NEUT;SG
habla	talk	hablar	talk	V;IND;SG;3;PRS;FIN	N;INDF;MASC;SG
habla	tal	hablar	tal	V;IND;SG;3;PRS;FIN	N;INDF;NEUT;SG
habla	snakk	hablar	snakk	V;IND;SG;3;PRS;FIN	N;INDF;NEUT;SG
habla	speak	hablar	speak	V;IND;SG;3;PRS;FIN	N;INDF;NEUT;SG
cierto	true	cierto	tru	ADJ;MASC;SG	N;INDF;NEUT;SG
cierto	sanne	cierto	sann	ADJ;MASC;SG	ADJ;PL
efectos	effekter	efecto	effekt	N;MASC;PL	N;INDF;NEUT;SG
creó	opprettes	crear	opprettes	V;IND;SG;3;PST;FIN	N;INDF;MASC;SG
creó	opprettet	crear	opprett	V;IND;SG;3;PST;FIN	N;INDF;NEUT;SG
creó	skapt	crear	skape	V;IND;SG;3;PST;FIN	ADJ;INDF;NEUT;SG;V.PTCP
creó	laga	crear	lage	V;IND;SG;3;PST;FIN	ADJ;INDF;NEUT;SG;V.PTCP
mantener	vedlikeholde	mantener	vedlikeholde	V;NFIN	N;INDF;NEUT;SG
mantener	opprettholde	mantener	opprettholde	V;NFIN	N;INDF;NEUT;SG
mantener	behold	mantener	behold	V;NFIN	N;INDF;NEUT;SG
mantener	hold	mantener	hold	V;NFIN	N;INDF;NEUT;SG
mantener	keep	mantener	keep	V;NFIN	N
#aaa	#aaa	#aaa	#aaa		N;INDF;MASC;SG
construido	bygget	construido	bygg	ADJ;MASC;SG;V.PTCP	N;DEF;NEUT;SG
construido	bygde	construido	byggje	ADJ;MASC;SG;V.PTCP	ADJ;PL;V.PTCP
martin	martin	martin	martin	PROPN	N;INDF;MASC;SG
berlín	berlin	berlín	berlin	N;MASC;SG	PROPN
llama	flamme	llamar	flamme	V;IND;SG;3;PRS;FIN	N;INDF;FEM;SG
llama	anrop	llamar	anrop	V;IND;SG;3;PRS;FIN	N;INDF;MASC;SG
llama	call	llamar	call	V;IND;SG;3;PRS;FIN	N;INDF;MASC;SG
llama	ring	llamar	ring	V;IND;SG;3;PRS;FIN	N;INDF;MASC;SG
llama	ringe	llamar	ringe	V;IND;SG;3;PRS;FIN	V;IMP;NFIN
directamente	straight	directamente	straight	ADV	N;INDF;MASC;SG
directamente	beint	directamente	bein	ADV	ADJ;INDF;NEUT;SG
directamente	direkte	directamente	direkte	ADV	ADJ;INDF;NEUT;SG
directamente	direct	directamente	direct	ADV	N
directamente	direkte	directamente	direkte	ADV	ADJ;INDF;NEUT;SG
lanzamiento	lanserer	lanzamiento	lansere	N;MASC;SG	V;IND;PRS;FIN
lanzamiento	lansere	lanzamiento	lansere	N;MASC;SG	V;NFIN
javier	xavier	javier	xavier		N;INDF;MASC;SG
javier	javier	javier	javie		N;INDF;MASC;SG
probablemente	trolig	probablemente	trolig	ADV	ADJ;INDF;NEUT;SG
probablemente	sikkert	probablemente	sikker	ADV	ADJ;INDF;NEUT;SG
probablemente	antakelig	probablemente	antakelig	ADV	N;INDF;MASC;SG
probablemente	antagelig	probablemente	antagelig	ADV	ADJ;INDF;NEUT;SG
probablemente	sannsynlig	probablemente	sannsynlig	ADV	ADJ;INDF;NEUT;SG
probablemente	trolig	probablemente	trolig	ADV	ADJ;INDF;NEUT;SG
larga	lange	largo	lang	ADJ;FEM;SG	ADJ;PL
larga	lengter	largo	lengt	ADJ;FEM;SG	N;INDF;MASC;SG
larga	long	largo	long	ADJ;FEM;SG	N;INDF;NEUT;SG
colspan	colspan	colspar	colspan		N;INDF;MASC;SG
bolivia	boliviansk	bolivia	boliviansk	N;FEM;SG	ADJ;INDF;NEUT;SG
podía	kunne	poder	kunne	V;IND;SG;3;IPFV;FIN	V;IND;PST;FIN
provincias	provinser	provincia	provinser	N;FEM;PL	N;INDF;MASC;SG
autónoma	autonome	autónomo	autonom	ADJ;FEM;SG	ADJ;PL
hojas	løv	hoja	løv	N;FEM;PL	N;INDF;MASC;SG
hojas	leaf	hoja	leaf	N;FEM;PL	N;INDF;MASC;SG
hojas	blad	hoja	blad	N;FEM;PL	N;INDF;NEUT;SG
hojas	laken	hoja	lake	N;FEM;PL	N;DEF;MASC;SG
hojas	sengetøy	hoja	sengetøy	N;FEM;PL	N;INDF;NEUT;SG
soviética	sovjetiske	soviético	sovjetisk	ADJ;FEM;SG	ADJ;PL
tomar	take	tomar	take	V;NFIN	N;INDF;NEUT;SG
necesario	nødvendige	necesario	nødvendig	ADJ;MASC;SG	ADJ;PL
texas	texas	texa	texas	N;FEM;PL	N;INDF;SG
jugar	avspilling	jugar	avspilling	V;NFIN	N;INDF;FEM;SG
jugar	leke	jugar	leke	V;NFIN	N;INDF;FEM;SG
jugar	lek	jugar	lek	V;NFIN	N;INDF;MASC;SG
jugar	spill	jugar	spill	V;NFIN	N;INDF;NEUT;SG
jugar	spiler	jugar	spile	V;NFIN	N;INDF;FEM;PL
latinos	latino	latino	latino	N;MASC;PL	N;INDF;MASC;SG
decide	bestem	decidir	bestem	V;IND;SG;3;PRS;FIN	N;INDF;MASC;SG
respuesta	svare	respuesta	svare	N;FEM;SG	V;IMP;NFIN
pruebas	test	prueba	test	N;FEM;PL	N;INDF;MASC;SG
pruebas	testing	prueba	testing	N;FEM;PL	N;INDF;FEM;SG
pruebas	bevis	prueba	bevis	N;FEM;PL	N;INDF;NEUT;SG
pruebas	beviset	prueba	bevis	N;FEM;PL	N;DEF;NEUT;SG
pruebas	bevis	prueba	bevis	N;FEM;PL	N;INDF;NEUT;SG
pruebas	bevismateriale	prueba	bevismateriale	N;FEM;PL	N;INDF;MASC;SG
richard	rikard	richard	rikard	PROPN	N;INDF;MASC;SG
richard	richard	richard	richard	PROPN	N;INDF;MASC;SG
médico	medisinsk	médico	medisinsk	N;MASC;SG	ADJ;INDF;SG
marina	marinesoldater	marina	marinesoldat	N;FEM;SG	N;INDF;NEUT;PL
eventos	hendelser	evento	hendelse	N;MASC;PL	N;INDF;NEUT;SG
eventos	arrangementer	evento	arrangement	N;MASC;PL	N;INDF;NEUT;SG
exterior	outdoor	exterior	outdoor	ADJ;SG	N;INDF;NEUT;SG
exterior	utendørs	exterior	utendørs	ADJ;SG	N;INDF;MASC;SG
exterior	utenfor	exterior	utenfor	ADJ;SG	N;INDF;NEUT;SG
exterior	utafor	exterior	utafor	ADJ;SG	ADP
exterior	utsiden	exterior	utside	ADJ;SG	N;DEF;MASC;SG
exterior	ute	exterior	ute	ADJ;SG	ADP
exterior	eksterne	exterior	ekstern	ADJ;SG	ADJ;PL
exterior	utvendige	exterior	utvendig	ADJ;SG	ADJ;PL
exterior	eksteriør	exterior	eksteriør	ADJ;SG	N;INDF;MASC;SG
músicos	musikere	músico	musikere	N;MASC;PL	N;INDF;FEM;SG
británica	britiske	británico	britisk	ADJ;FEM;SG	ADJ;PL
estudió	studert	estudiar	studere	V;IND;SG;3;PST;FIN	ADJ;INDF;SG;V.PTCP
aquellos	de	aquel	de	PRO;MASC;PL	PRO;HUM;NOM;PL;2
suiza	sveitsiske	suiza	sveitsisk	N;FEM;SG	ADJ;PL
suiza	sveitsisk	suiza	sveitsisk	N;FEM;SG	ADJ;INDF;NEUT;SG
física	fysikk	físico	fysikk	ADJ;FEM;SG	N;INDF;MASC;SG
dan	dan	dar	dan	V;IND;PL;3;PRS;FIN	N;INDF;MASC;SG
presentó	arkivert	presentar	arkivere	V;IND;SG;3;PST;FIN	ADJ;INDF;NEUT;SG;V.PTCP
presentó	innlevert	presentar	innlevere	V;IND;SG;3;PST;FIN	ADJ;INDF;NEUT;SG;V.PTCP
anteriormente	tidligere	anteriormente	tidligere	ADV	N;INDF;FEM;SG
anteriormente	tidligere	anteriormente	tidligere	ADV	N;INDF;FEM;SG
práctica	praktiske	práctica	praktisk	N;FEM;SG	ADJ;PL
práctica	praktisk	práctica	praktisk	N;FEM;SG	ADJ;INDF;NEUT;SG
grecia	hellas	grecia	hellas	N;FEM;SG	PROPN
industrial	industrielle	industrial	industriell	ADJ;SG	ADJ;PL
asiáticos	asiatisk	asiático	asiatisk	ADJ;MASC;PL	ADJ;INDF;NEUT;SG
asiáticos	asiatisk	asiático	asiatisk	ADJ;MASC;PL	ADJ;INDF;NEUT;SG
asiáticos	asian	asiático	asian	ADJ;MASC;PL	N
asiáticos	asiater	asiático	asiater	ADJ;MASC;PL	N;INDF;MASC;SG
fundada	stiftet	fundado	stift	ADJ;FEM;SG;V.PTCP	N;DEF;NEUT;SG
fundada	grunnla	fundado	grunnle	ADJ;FEM;SG;V.PTCP	V;IND;PST;FIN
díaz	díaz	díaz	díaz	PROPN	N;INDF;MASC;SG
díaz	wayne	díaz	wayne	PROPN	N;INDF;MASC;SG
díaz	diaz	díaz	diaz	PROPN	N;INDF;MASC;SG
pequeñas	lite	pequeño	lite	ADJ;FEM;PL	ADJ;INDF;NEUT;SG
pequeñas	small	pequeño	small	ADJ;FEM;PL	N;INDF;NEUT;SG
pequeñas	smått	pequeño	liten	ADJ;FEM;PL	ADJ;INDF;NEUT;SG
pequeñas	liten	pequeño	liten	ADJ;FEM;PL	ADJ;INDF;MASC;SG
show	vise	show	vise	N;MASC;SG	V;NFIN
national	nasjonale	national	nasjonal	ADJ;SG	ADJ;PL
national	national	national	national	ADJ;SG	N;INDF;MASC;SG
anunció	annonsert	anunciar	annonsere	V;IND;SG;3;PST;FIN	ADJ;INDF;SG;V.PTCP
anunció	kunngjort	anunciar	kunngjere	V;IND;SG;3;PST;FIN	ADJ;INDF;NEUT;SG;V.PTCP
dinero	kontant	dinero	kontant	N;MASC;SG	ADJ;INDF;NEUT;SG
operaciones	transaksjoner	operación	transaksjon	N;FEM;PL	N;INDF;MASC;SG
calles	streets	calle	streets	N;FEM;PL	N;INDF;SG
calles	gatelangs	calle	gatelangs	N;FEM;PL	N;INDF;NEUT;SG
calles	gate	calle	gate	N;FEM;PL	N;INDF;FEM;SG
calles	street	calle	stre	N;FEM;PL	PROPN
calles	gaten	calle	gat	N;FEM;PL	N;DEF;MASC;SG
calles	gata	calle	gate	N;FEM;PL	N;DEF;FEM;SG
pronto	snart	pronto	snar	ADV	ADJ;INDF;NEUT;SG
pronto	soon	pronto	soon	ADV	N;INDF;SG
gestión	administrerende	gestión	administrerende	N;FEM;SG	ADJ;PL
gestión	administrere	gestión	administrere	N;FEM;SG	V;NFIN
recibe	motta	recibir	motta	V;IND;SG;3;PRS;FIN	N;INDF;MASC;SG
italiana	italiener	italiano	italiene	ADJ;FEM;SG	N;INDF;MASC;PL
italiana	italienske	italiano	italiensk	ADJ;FEM;SG	ADJ;PL
italiana	italiensk	italiano	italiensk	ADJ;FEM;SG	N;INDF;MASC;SG
acciones	aksje	acción	aksje	N;FEM;PL	N;INDF;MASC;SG
acciones	aksjer	acción	aksjer	N;FEM;PL	N;INDF;NEUT;SG
medicina	medisinsk	medicina	medisinsk	N;FEM;SG	ADJ;INDF;SG
