kategória	kategorijo	kategória	kategorija	N;NOM;FEM;SG	N;ACC;FEM;SG
dlho	dolge	dlho	dolg	ADV	ADJ;NOM;FEM;PL
dlho	dolg	dlho	dolg	ADV	ADJ;NOM;INDF;MASC;SG
dlho	dolgi	dlho	dolg	ADV	ADJ;NOM;MASC;SG
dlho	dolga	dlho	dolg	ADV	ADJ;NOM;FEM;SG
posádky	posadka	posádka	posadka	N;NOM;FEM;PL	N;NOM;FEM;SG
pavla	paul	pavnúť	pauti	PROPN;ANIM;ACC;MASC;SG	PROPN;NOM;MASC;SG
pavla	pavel	pavnúť	paveti	PROPN;ANIM;ACC;MASC;SG	N;NOM;MASC;SG
kalifornia	california	kalifornie	california	N;NOM;FEM;SG	ADJ;NOM;MASC;SG
metal	kovinska	metať	kovinski	N;INAN;NOM;MASC;SG	ADJ;NOM;FEM;SG
metal	kovine	metať	kovina	N;INAN;NOM;MASC;SG	N;NOM;FEM;PL
metal	kovinsko	metať	kovinski	N;INAN;NOM;MASC;SG	ADJ;NOM;NEUT;SG
metal	kovinski	metať	kovinski	N;INAN;NOM;MASC;SG	ADJ;NOM;MASC;SG
metal	kovin	metať	kovina	N;INAN;NOM;MASC;SG	N;NOM;FEM;PL
menšie	manjše	malý	majhen	ADV;CMPR	ADJ;NOM;CMPR;NEUT;SG
menšie	manjše	malý	majhen	ADV;CMPR	ADJ;NOM;CMPR;NEUT;SG
menšie	manjša	malý	majhen	ADV;CMPR	ADJ;NOM;CMPR;FEM;SG
menšie	manjši	malý	majhen	ADV;CMPR	ADJ;NOM;DEF;CMPR;MASC;SG
menšie	manjše	malý	majhen	ADV;CMPR	ADJ;NOM;CMPR;NEUT;SG
menšie	manjši	malý	majhen	ADV;CMPR	ADJ;NOM;DEF;CMPR;MASC;SG
menšie	manjša	malý	majhen	ADV;CMPR	ADJ;NOM;CMPR;FEM;SG
sedem	seven	sedem	seven	NUM;NOM;NEUT;SG	
sedem	sedem	sedem	sedem	NUM;NOM;NEUT;SG	NUM;NOM;PL
iihf	iihf	iihf	iihf		PROPN;NOM;FEM;SG
kilometrov	kilometre	kilometer	kilometer	N;INAN;GEN;MASC;PL	N;ACC;MASC;PL
kilometrov	kilometri	kilometer	kilometer	N;INAN;GEN;MASC;PL	N;NOM;MASC;PL
kilometrov	kilometre	kilometer	kilometer	N;INAN;GEN;MASC;PL	N;ACC;MASC;PL
kilometrov	kilometri	kilometer	kilometer	N;INAN;GEN;MASC;PL	N;NOM;MASC;PL
jura	jura	jura	jura	PROPN;ANIM;NOM;MASC;SG	N;NOM;MASC;SG
remix	remix	remix	remixa	PROPN;ANIM;NOM;MASC;SG	N;NOM;MASC;SG
space	vesolje	space	vesolje	PROPN;ANIM;NOM;MASC;SG	N;NOM;NEUT;SG
space	prostor	space	prostor	PROPN;ANIM;NOM;MASC;SG	N;NOM;MASC;SG
space	space	space	space	PROPN;ANIM;NOM;MASC;SG	N;NOM;MASC;SG
space	vesoljska	space	vesoljski	PROPN;ANIM;NOM;MASC;SG	ADJ;NOM;FEM;SG
ocenenia	vrednotenja	ocenenie	vrednotenje	N;NOM;NEUT;PL	N;GEN;NEUT;SG
tímy	ekip	tím	ekipa	N;INAN;NOM;MASC;PL	N;GEN;FEM;PL
ardenne	ardeni	ardenne	arden	ADV	ADJ;NOM;DEF;MASC;SG
tvorba	formacijo	tvorba	formacija	N;NOM;FEM;SG	N;ACC;FEM;SG
názory	ogledov	názor	ogled	N;INAN;NOM;MASC;PL	N;GEN;MASC;SG
republike	republike	republika	republika	N;DAT;FEM;SG	N;NOM;FEM;PL
republike	republiko	republika	republika	N;DAT;FEM;SG	N;ACC;FEM;SG
republike	republika	republika	republika	N;DAT;FEM;SG	N;NOM;FEM;SG
septembri	septembra	september	september	N;INAN;NOM;MASC;SG	N;GEN;MASC;SG
poľský	poljskega	poľský	poljski	ADJ;ANIM;NOM;MASC;SG	ADJ;GEN;NEUT;SG
kultúrne	kulturne	kultúrny	kulturen	ADJ;NOM;NEUT;SG	ADJ;NOM;FEM;PL
lietadla	letalo	lietadlo	letalo	N;NOM;NEUT;PL	N;NOM;NEUT;SG
lietadla	zrakoplov	lietadlo	zrakoplov	N;NOM;NEUT;PL	N;NOM;MASC;SG
pro	pro	pro	pro	PROPN;ANIM;NOM;MASC;SG	N;NOM;MASC;SG
väčšie	večja	veľký	velik	ADV;CMPR	ADJ;NOM;CMPR;FEM;SG
väčšie	večji	veľký	velik	ADV;CMPR	ADJ;NOM;DEF;CMPR;MASC;SG
väčšie	večje	veľký	velik	ADV;CMPR	ADJ;NOM;CMPR;NEUT;SG
väčšie	večja	veľký	velik	ADV;CMPR	ADJ;NOM;CMPR;FEM;SG
väčšie	večje	veľký	velik	ADV;CMPR	ADJ;NOM;CMPR;NEUT;SG
väčšie	večja	veľký	velik	ADV;CMPR	ADJ;NOM;CMPR;FEM;SG
väčšie	večji	veľký	velik	ADV;CMPR	ADJ;NOM;DEF;CMPR;MASC;SG
väčšie	večje	veľký	velik	ADV;CMPR	ADJ;NOM;CMPR;NEUT;SG
januári	januar	január	januar	N;INAN;ESS;MASC;SG	N;NOM;MASC;SG
januári	januarja	január	januar	N;INAN;ESS;MASC;SG	N;GEN;MASC;SG
rodine	druzina	rodina	druzina	N;DAT;FEM;SG	N;NOM;FEM;SG
rodine	družina	rodina	družina	N;DAT;FEM;SG	N;NOM;FEM;SG
eva	eva	eva	eva	PROPN;NOM;FEM;SG	PROPN;NOM;FEM;SG
eva	evo	eva	ev	PROPN;NOM;FEM;SG	
dynastie	dinastija	dynastie	dinastija	N;NOM;FEM;PL	N;NOM;FEM;SG
priemer	premera	priemer	premer	N;INAN;NOM;MASC;SG	N;GEN;MASC;SG
priemer	povprečna	priemer	povprečen	N;INAN;NOM;MASC;SG	ADJ;NOM;FEM;SG
priemer	povprečno	priemer	povprečen	N;INAN;NOM;MASC;SG	ADJ;NOM;NEUT;SG
priemer	zloben	priemer	zloben	N;INAN;NOM;MASC;SG	ADJ;NOM;INDF;MASC;SG
priemer	hudoben	priemer	hudoben	N;INAN;NOM;MASC;SG	ADJ;NOM;INDF;MASC;SG
priemer	zlobno	priemer	zlobno	N;INAN;NOM;MASC;SG	ADJ;NOM;NEUT;SG
dolina	dolini	dolina	dolina	N;NOM;FEM;SG	N;DAT;FEM;SG
dolina	valley	dolina	valley	N;NOM;FEM;SG	PROPN;NOM;MASC;SG
dolina	dolino	dolina	dolina	N;NOM;FEM;SG	N;ACC;FEM;SG
dolina	doline	dolina	dolina	N;NOM;FEM;SG	N;NOM;FEM;PL
nálezy	ugotovitev	nález	ugotovitev	N;INAN;NOM;MASC;PL	N;NOM;FEM;SG
united	združeni	united	združen	PROPN;ANIM;NOM;MASC;SG	ADJ;NOM;MASC;PL;V.PTCP
united	združena	united	združen	PROPN;ANIM;NOM;MASC;SG	ADJ;NOM;FEM;SG;V.PTCP
united	združene	united	združen	PROPN;ANIM;NOM;MASC;SG	ADJ;NOM;FEM;PL;V.PTCP
united	united	united	united	PROPN;ANIM;NOM;MASC;SG	
united	združeno	united	združen	PROPN;ANIM;NOM;MASC;SG	ADJ;NOM;NEUT;SG;V.PTCP
hora	gorsko	hora	gorski	N;NOM;FEM;SG	ADJ;NOM;NEUT;SG
hora	gorski	hora	gorski	N;NOM;FEM;SG	ADJ;NOM;MASC;SG
hora	goro	hora	gora	N;NOM;FEM;SG	N;ACC;FEM;SG
práv	pravice	právo	pravica	N;GEN;NEUT;PL	N;NOM;FEM;PL
súvisiace	povezano	súvisiaci	povezan	ADJ;NOM;NEUT;PL;POS;V.PTCP;ACT	ADJ;NOM;NEUT;SG;V.PTCP
každá	vsako	každý	vsak	DET;NOM;FEM;SG	DET;ACC;NEUT;SG
doliny	dolin	dolina	dolina	N;NOM;FEM;PL	N;GEN;FEM;PL
auguste	avgusta	augusta	avgust	N;INAN;NOM;MASC;SG	N;GEN;MASC;SG
zľava	popust	zľava	popust		N;NOM;MASC;SG
konkrétne	specifično	konkrétny	specifično	ADJ;NOM;NEUT;SG	ADV
konkrétne	specifični	konkrétny	specifičen	ADJ;NOM;NEUT;SG	ADJ;NOM;MASC;PL
konkrétne	konkretno	konkrétny	konkretno	ADJ;NOM;NEUT;SG	ADV
konkrétne	konkretne	konkrétny	konkreten	ADJ;NOM;NEUT;SG	ADJ;NOM;FEM;PL
konkrétne	beton	konkrétny	beton	ADJ;NOM;NEUT;SG	N;NOM;MASC;SG
konkrétne	specifično	konkrétny	specifično	ADJ;NOM;NEUT;SG	ADV
konkrétne	izrecno	konkrétny	izrecno	ADJ;NOM;NEUT;SG	ADV
konkrétne	posebej	konkrétny	posebej	ADJ;NOM;NEUT;SG	ADV
hory	gorovje	hory	gorovje	N;NOM;FEM;PL	N;NOM;NEUT;SG
hory	gora	hory	gora	N;NOM;FEM;PL	N;NOM;FEM;SG
hory	gorsko	hory	gorski	N;NOM;FEM;PL	ADJ;NOM;NEUT;SG
hory	gorski	hory	gorski	N;NOM;FEM;PL	ADJ;NOM;MASC;SG
hory	planina	hory	planina	N;NOM;FEM;PL	N;NOM;FEM;SG
hory	goro	hory	gora	N;NOM;FEM;PL	N;ACC;FEM;SG
nemecká	nemec	nemecko	nemec	ADJ;NOM;FEM;SG	N;NOM;MASC;SG
nemecká	nemščina	nemecko	nemščina	ADJ;NOM;FEM;SG	N;NOM;FEM;SG
île	île	jle	île	PROPN;INAN;NOM;MASC;SG	PROPN;NOM;MASC;SG
cher	cher	cher	chera	PROPN;NOM;FEM;SG	PROPN;NOM;MASC;SG
link	poveži	link	povežiti	N;INAN;NOM;MASC;SG	V;PFV;IND;SG;2;PRS;FIN
anglicko	anglija	anglicko	anglija	ADV	N;NOM;FEM;SG
anglicko	england	anglicko	england	ADV	PROPN;NOM;MASC;SG
anglicko	angliji	anglicko	anglija	ADV	N;NOM;FEM;SG
anglicko	anglije	anglicko	Anglija	ADV	N;GEN;FEM;SG
anglicko	anglijo	anglicko	angliti	ADV	N;ACC;FEM;SG
londýne	london	londýn	london	ADV	PROPN;NOM;MASC;SG
ochranu	zaščita	ochrana	zaščita	N;ACC;FEM;SG	N;NOM;FEM;SG
ochranu	varstvo	ochrana	varstvo	N;ACC;FEM;SG	N;NOM;NEUT;SG
ochranu	varovanje	ochrana	varovanje	N;ACC;FEM;SG	N;NOM;NEUT;SG
pôvodný	izvirnik	pôvodný	izvirnik	ADJ;INAN;NOM;MASC;SG	N;NOM;MASC;SG
pôvodný	original	pôvodný	original	ADJ;INAN;NOM;MASC;SG	N;NOM;MASC;SG
vojsk	čet	vojsko	čet	N;GEN;FEM;PL	N;NOM;MASC;SG
vojsk	čete	vojsko	četa	N;GEN;FEM;PL	N;NOM;FEM;PL
vojsk	čet	vojsko	čet	N;GEN;FEM;PL	N;NOM;MASC;SG
vojsk	četa	vojsko	ket	N;GEN;FEM;PL	N;NOM;FEM;SG
sonda	sonde	sonda	sonda	N;NOM;FEM;SG	N;NOM;FEM;PL
sonda	sondo	sonda	sondo	N;NOM;FEM;SG	N;ACC;FEM;SG
objavili	odkrila	objaviť	odkriti	V;ANIM;PFV;MASC;PL;POS;PST;V.PTCP	V;PFV;FEM;SG;V.PTCP
objavili	odkril	objaviť	odkriti	V;ANIM;PFV;MASC;PL;POS;PST;V.PTCP	V;PFV;MASC;SG;V.PTCP
objavili	odkrite	objaviť	odkriti	V;ANIM;PFV;MASC;PL;POS;PST;V.PTCP	ADJ;NOM;FEM;PL
objavili	odkrita	objaviť	odkriti	V;ANIM;PFV;MASC;PL;POS;PST;V.PTCP	ADJ;NOM;FEM;SG;V.PTCP
objavili	odkrit	objaviť	odkrit	V;ANIM;PFV;MASC;PL;POS;PST;V.PTCP	ADJ;NOM;INDF;MASC;SG;V.PTCP
jazykov	jezike	jazyk	jezik	N;INAN;GEN;MASC;PL	N;ACC;MASC;PL
jazykov	jeziki	jazyk	jezik	N;INAN;GEN;MASC;PL	N;NOM;MASC;PL
svetová	svet	svetový	svet	ADJ;NOM;FEM;SG	N;NOM;MASC;SG
svetová	world	svetový	world	ADJ;NOM;FEM;SG	
také	takšne	taký	takšen	DET;NOM;NEUT;SG	DET;NOM;FEM;PL
také	take	taký	tak	DET;NOM;NEUT;SG	DET;NOM;FEM;PL
prof	prof	prof	profa		PROPN;NOM;MASC;SG
kobayashi	kobayashi	kobayas	kobayash	N;ANIM;NOM;MASC;SG	ADJ;NOM;DEF;MASC;SG
posádka	posadke	posádka	posadka	N;NOM;FEM;SG	N;NOM;FEM;PL
materiál	materialno	materiál	materialno	N;INAN;NOM;MASC;SG	ADV
materiál	materiali	materiál	material	N;INAN;NOM;MASC;SG	N;NOM;MASC;PL
materiál	materialov	materiál	material	N;INAN;NOM;MASC;SG	N;GEN;MASC;PL
amerike	amerika	amerika	amerika	N;DAT;FEM;SG	N;NOM;FEM;SG
amerike	ameriko	amerika	amerika	N;DAT;FEM;SG	N;ACC;FEM;SG
amerike	america	amerika	america	N;DAT;FEM;SG	N;NOM;FEM;SG
lepšie	boljša	dobre	dober	ADV;CMPR	ADJ;NOM;CMPR;FEM;SG
lepšie	boljši	dobre	dober	ADV;CMPR	ADJ;NOM;DEF;CMPR;MASC;SG
lepšie	boljše	dobre	dober	ADV;CMPR	ADJ;NOM;CMPR;NEUT;SG
rukou	roki	ruka	roka	N;INS;FEM;SG	N;NOM;FEM;DU
rukou	roka	ruka	roka	N;INS;FEM;SG	N;NOM;MASC;SG
rím	rimu	rím	rim	PROPN;INAN;NOM;MASC;SG	PROPN;DAT;MASC;SG
rím	rim	rím	rim	PROPN;INAN;NOM;MASC;SG	PROPN;NOM;MASC;SG
rím	rima	rím	rima	PROPN;INAN;NOM;MASC;SG	N;GEN;MASC;SG
marci	marec	marec	marec	N;INAN;ESS;MASC;SG	N;NOM;MASC;SG
marci	marca	marec	marec	N;INAN;ESS;MASC;SG	N;GEN;MASC;SG
marci	pohod	marec	pohod	N;INAN;ESS;MASC;SG	N;NOM;MASC;SG
marci	marci	marec	marec	N;INAN;ESS;MASC;SG	N;NOM;MASC;SG
forma	obliko	forma	oblika	N;NOM;FEM;SG	N;ACC;FEM;SG
kariéra	kariere	kariéra	kariera	N;NOM;FEM;SG	N;NOM;FEM;PL
kariéra	kariero	kariéra	kariera	N;NOM;FEM;SG	N;ACC;FEM;SG
kariéra	kariere	kariéra	kariera	N;NOM;FEM;SG	N;NOM;FEM;PL
severnom	severna	severný	severen	ADJ;ESS;NEUT;SG	ADJ;NOM;FEM;SG
severnom	severno	severný	severen	ADJ;ESS;NEUT;SG	ADV
severnom	severni	severný	severen	ADJ;ESS;NEUT;SG	ADJ;NOM;DEF;MASC;SG
severnom	severne	severný	severen	ADJ;ESS;NEUT;SG	ADJ;NOM;FEM;PL
slovakia	slovaška	slovakie	slovaški	N;NOM;NEUT;SG	ADJ;NOM;FEM;SG
texty	besedilo	text	besedilo	N;INAN;NOM;MASC;PL	N;NOM;NEUT;SG
joseph	joseph	joseph	joseph	PROPN;ANIM;NOM;MASC;SG	PROPN;NOM;MASC;SG
joseph	jožef	joseph	jožef	PROPN;ANIM;NOM;MASC;SG	N;NOM;MASC;SG
dni	dni	deň	dan	N;INAN;NOM;MASC;PL	N;ACC;MASC;PL
dni	dneve	deň	dan	N;INAN;NOM;MASC;PL	N;ACC;MASC;PL
sondy	sondo	sonda	sondo	N;NOM;FEM;PL	N;ACC;FEM;SG
sondy	sonda	sonda	sonda	N;NOM;FEM;PL	N;NOM;FEM;SG
známi	znana	známy	znan	N;ANIM;NOM;MASC;PL	ADJ;NOM;FEM;SG;V.PTCP
známi	znane	známy	znan	N;ANIM;NOM;MASC;PL	ADJ;NOM;FEM;PL;V.PTCP
známi	znan	známy	znan	N;ANIM;NOM;MASC;PL	ADJ;NOM;INDF;MASC;SG;V.PTCP
známi	znani	známy	znan	N;ANIM;NOM;MASC;PL	ADJ;NOM;MASC;PL;V.PTCP
známi	znano	známy	znan	N;ANIM;NOM;MASC;PL	ADJ;NOM;NEUT;SG;V.PTCP
známi	poznan	známy	poznan	N;ANIM;NOM;MASC;PL	ADJ;NOM;INDF;MASC;SG;V.PTCP
známi	znanca	známy	znance	N;ANIM;NOM;MASC;PL	N;NOM;MASC;DU
známi	znance	známy	znance	N;ANIM;NOM;MASC;PL	N;ACC;MASC;PL
choroby	bolezen	choroba	bolezen	N;NOM;FEM;PL	N;NOM;FEM;SG
choroby	bolezen	choroba	bolezen	N;NOM;FEM;PL	N;NOM;FEM;SG
choroby	bolezen	choroba	bolezen	N;NOM;FEM;PL	N;NOM;FEM;SG
siete	mrež	sieť	mrež	N;NOM;FEM;PL	N;GEN;FEM;PL
siete	mreža	sieť	mreža	N;NOM;FEM;PL	N;NOM;FEM;SG
siete	omrežje	sieť	omrežje	N;NOM;FEM;PL	N;NOM;NEUT;SG
pop	pop	pop	pop		N;NOM;MASC;SG
zariadenie	opremo	zariadenie	oprema	N;NOM;NEUT;SG	N;ACC;FEM;SG
okruhu	vezja	okruh	vezja	N;INAN;GEN;MASC;SG	N;NOM;FEM;SG
okruhu	vezje	okruh	vezja	N;INAN;GEN;MASC;SG	N;NOM;NEUT;SG
okruhu	dirkališče	okruh	dirkališče	N;INAN;GEN;MASC;SG	N;NOM;NEUT;SG
manche	manche	mancha	manche		N;NOM;MASC;SG
výhry	zmaga	výhra	zmaga	N;NOM;FEM;PL	N;NOM;FEM;SG
výhry	dobitek	výhra	dobitek	N;NOM;FEM;PL	N;NOM;MASC;SG
federácia	federacije	federácia	federacija	N;NOM;FEM;SG	N;NOM;FEM;PL
ciest	ceste	ciesto	cesta	N;GEN;FEM;PL	N;NOM;FEM;PL
prípadoch	primeri	prípad	primer	N;INAN;INS;MASC;PL	N;NOM;MASC;PL
prípadoch	primerov	prípad	primer	N;INAN;INS;MASC;PL	N;GEN;MASC;PL
decembri	december	december	december	N;INAN;GEN;MASC;SG	N;NOM;MASC;SG
voľby	izvolitev	voľba	izvolitev	N;NOM;FEM;PL	N;NOM;FEM;SG
jozefa	joseph	jozef	joseph	PROPN;ANIM;ACC;MASC;SG	PROPN;NOM;MASC;SG
jozefa	jožef	jozef	jožef	PROPN;ANIM;ACC;MASC;SG	N;NOM;MASC;SG
pol	pol	pol	pol	NUM;NOM;NEUT;SG	DET
online	spletna	onlina	spleten	N;NOM;FEM;PL	ADJ;NOM;FEM;SG
online	online	onlina	onliniti	N;NOM;FEM;PL	N;NOM;MASC;SG
man	moški	man	moški	PROPN;ANIM;NOM;MASC;SG	N;NOM;MASC;PL
man	mož	man	mož	PROPN;ANIM;NOM;MASC;SG	N;NOM;MASC;SG
man	človek	man	človek	PROPN;ANIM;NOM;MASC;SG	N;NOM;MASC;SG
medzinárodných	mednarodne	medzinárodný	mednaroden	ADJ;GEN;MASC;PL	ADJ;NOM;FEM;PL
medzinárodných	mednarodni	medzinárodný	mednaroden	ADJ;GEN;MASC;PL	ADJ;NOM;MASC;SG
medzinárodných	mednarodna	medzinárodný	mednaroden	ADJ;GEN;MASC;PL	ADJ;NOM;FEM;SG
medzinárodných	mednarodno	medzinárodný	mednaroden	ADJ;GEN;MASC;PL	ADJ;NOM;NEUT;SG
filmov	filmi	film	film	N;INAN;GEN;MASC;PL	N;NOM;MASC;PL
obyvateľstvo	populacij	obyvateľstvo	populacija	N;NOM;NEUT;SG	N;GEN;FEM;PL
obyvateľstvo	populacije	obyvateľstvo	populacija	N;NOM;NEUT;SG	N;NOM;FEM;PL
sieť	mrežo	sieť	mreža	N;NOM;FEM;SG	N;ACC;FEM;SG
sieť	omrežja	sieť	omrežje	N;NOM;FEM;SG	N;NOM;NEUT;PL
rastliny	rastlin	rastlina	rastlina	N;NOM;FEM;PL	N;GEN;FEM;PL
rastliny	rastlina	rastlina	rastlina	N;NOM;FEM;PL	N;NOM;FEM;SG
rastliny	obrat	rastlina	obrat	N;NOM;FEM;PL	N;NOM;MASC;SG
viaceré	večkratno	viacero	večkraten	ADJ;NOM;NEUT;SG	ADV
takéto	takšne	takýto	takšen	DET;NOM;NEUT;SG	DET;NOM;FEM;PL
takéto	take	takýto	tak	DET;NOM;NEUT;SG	DET;NOM;FEM;PL
moskva	moskvi	moskvo	moskv	N;INAN;NOM;MASC;SG	PROPN;NOM;FEM;SG
moskva	moskva	moskvo	moskva	N;INAN;NOM;MASC;SG	PROPN;NOM;FEM;SG
zhruba	grobo	zhruba	grobo	PART	ADV
afriky	afriko	afrika	afrika	N;NOM;FEM;PL	N;ACC;FEM;SG
afriky	afrika	afrika	afrik	N;NOM;FEM;PL	N;NOM;FEM;SG
pokračoval	nadaljevanje	pokračovať	nadaljevanje	V;ANIM;IPFV;MASC;SG;POS;PST;V.PTCP	N;NOM;NEUT;SG
japonsku	japonska	japonsko	japonski	ADV	ADJ;NOM;FEM;SG
japonsku	japonsko	japonsko	japonski	ADV	ADJ;NOM;NEUT;SG
spomína	omeni	spomínať	omeniti	V;IPFV;IND;SG;3;POS;PRS;FIN	V;PFV;IND;SG;3;PRS;FIN
spomína	omenjen	spomínať	omenjen	V;IPFV;IND;SG;3;POS;PRS;FIN	ADJ;NOM;INDF;MASC;SG;V.PTCP
spomína	omembe	spomínať	omemba	V;IPFV;IND;SG;3;POS;PRS;FIN	N;NOM;FEM;PL
vety	fraz	veta	fraz	N;NOM;FEM;PL	N;GEN;FEM;PL
vety	kazen	veta	kazen	N;NOM;FEM;PL	N;NOM;FEM;SG
vety	stavek	veta	stavek	N;NOM;FEM;PL	N;NOM;MASC;SG
vety	obsodba	veta	obsodba	N;NOM;FEM;PL	N;NOM;FEM;SG
veže	stolpa	veža	stolp	N;NOM;FEM;PL	N;NOM;MASC;SG
novembri	novembra	november	november	N;INAN;NOM;MASC;SG	N;GEN;MASC;SG
kusov	koščki	kus	košček	N;INAN;GEN;MASC;PL	N;NOM;MASC;PL
kusov	kosi	kus	kosa	N;INAN;GEN;MASC;PL	N;NOM;MASC;PL
ríme	rimu	rím	rim	N;INAN;NOM;MASC;SG	PROPN;DAT;MASC;SG
ríme	rim	rím	rim	N;INAN;NOM;MASC;SG	PROPN;NOM;MASC;SG
ríme	rima	rím	rima	N;INAN;NOM;MASC;SG	N;GEN;MASC;SG
hlasov	glasovi	hlas	glas	N;INAN;GEN;MASC;PL	N;NOM;MASC;PL
hlasov	glasovanja	hlas	glasovanje	N;INAN;GEN;MASC;PL	N;GEN;NEUT;SG
hlasov	glasove	hlas	glas	N;INAN;GEN;MASC;PL	N;ACC;MASC;PL
hlasov	glasovi	hlas	glas	N;INAN;GEN;MASC;PL	N;NOM;MASC;PL
olympijské	olimpijski	olympijský	olimpijski	ADJ;NOM;NEUT;SG	ADJ;NOM;MASC;PL
olympijské	olympic	olympijský	olympica	ADJ;NOM;NEUT;SG	N;NOM;MASC;SG
firma	trdno	firm	trdno	N;NOM;FEM;SG	ADV
firma	družbo	firm	družba	N;NOM;FEM;SG	N;ACC;FEM;SG
bas	bas	bas	bas	PROPN;ANIM;NOM;MASC;SG	N;NOM;MASC;SG
štart	začni	štart	začeti	N;INAN;NOM;MASC;SG	V;PFV;IMP;SG;2;FIN
štart	zagonu	štart	zagon	N;INAN;NOM;MASC;SG	N;DAT;MASC;SG
japonsko	japonska	japonsko	japonski		ADJ;NOM;FEM;SG
japonsko	japonsko	japonsko	japonski		ADJ;NOM;NEUT;SG
time	čas	tima	čas		N;NOM;MASC;SG
time	časa	tima	čas		N;GEN;MASC;SG
maria	marijo	mariť	marija	PROPN;NOM;FEM;SG	N;ACC;FEM;SG
maria	marija	mariť	marija	PROPN;NOM;FEM;SG	N;NOM;FEM;SG
maria	maria	mariť	maria	PROPN;NOM;FEM;SG	N;NOM;FEM;SG
stanici	postajo	stanica	postaja	N;DAT;FEM;SG	N;ACC;FEM;SG
stanici	postaji	stanica	postaja	N;DAT;FEM;SG	N;NOM;FEM;DU
stanici	postaja	stanica	postaja	N;DAT;FEM;SG	N;NOM;FEM;SG
časopisu	revije	časopis	revija	N;INAN;GEN;MASC;SG	N;NOM;FEM;PL
časopisu	revijo	časopis	revija	N;INAN;GEN;MASC;SG	N;ACC;FEM;SG
časopisu	revija	časopis	revija	N;INAN;GEN;MASC;SG	N;NOM;FEM;SG
socha	kipi	socha	kipa	N;NOM;FEM;SG	N;NOM;MASC;PL
hudbu	glasba	hudba	glasba	N;ACC;FEM;SG	N;NOM;FEM;SG
hudbu	muzika	hudba	muzik	N;ACC;FEM;SG	N;NOM;FEM;SG
dosahuje	doseže	dosahovať	doseči	V;IPFV;IND;SG;3;POS;PRS;FIN	V;PFV;IND;SG;3;PRS;FIN
technické	tehnično	technický	tehnično	ADJ;NOM;NEUT;SG	ADV
nato	nato	nato	nato		ADV
severne	severna	severne	severen	N;NOM;FEM;PL	ADJ;NOM;FEM;SG
severne	severni	severne	severen	N;NOM;FEM;PL	ADJ;NOM;DEF;MASC;SG
severne	severno	severne	severen	N;NOM;FEM;PL	ADV
severne	sever	severne	sever	N;NOM;FEM;PL	N;NOM;MASC;SG
noviny	časopis	noviny	časopis	N;NOM;FEM;PL	N;NOM;MASC;SG
stáva	postane	stávať	postati	V;IPFV;IND;SG;3;POS;PRS;FIN	V;PFV;IND;SG;3;PRS;FIN
skoro	zgodnje	skoro	zgodnji	PART	ADJ;NOM;NEUT;SG
skoro	zgodnja	skoro	zgodnja	PART	ADJ;NOM;FEM;SG
skoro	zgodnji	skoro	zgodnji	PART	ADJ;NOM;DEF;MASC;SG
skoro	zgodaj	skoro	zgodaj	PART	ADV
apollo	apollo	apollo	apollo	N;ANIM;NOM;MASC;SG	PROPN;NOM;MASC;SG
slnko	sonca	slnko	sonce	N;NOM;NEUT;SG	N;GEN;NEUT;SG
slnko	soncem	slnko	sonce	N;NOM;NEUT;SG	N;DAT;NEUT;PL
slnko	soncu	slnko	sonce	N;NOM;NEUT;SG	N;DAT;NEUT;SG
lodí	ladje	loď	ladja	N;GEN;FEM;PL	N;NOM;FEM;PL
mapy	zemljevide	mapy	zemljevid	N;NOM;FEM;PL	N;ACC;MASC;PL
mapy	zemljevid	mapy	zemljevid	N;NOM;FEM;PL	N;NOM;MASC;SG
účastníci	udeležence	účastník	udeleženec	N;ANIM;NOM;MASC;PL	N;ACC;MASC;PL
účastníci	sodelujoči	účastník	sodelujoč	N;ANIM;NOM;MASC;PL	ADJ;NOM;MASC;PL;V.PTCP
autorov	avtorji	autor	avtor	N;ANIM;GEN;MASC;PL	N;NOM;MASC;PL
politika	politiki	politika	politika	N;NOM;FEM;SG	N;NOM;MASC;PL
politika	politiko	politika	politika	N;NOM;FEM;SG	N;ACC;FEM;SG
politika	politike	politika	politika	N;NOM;FEM;SG	N;NOM;FEM;PL
špeciálne	specialno	špeciálne	specialno	ADV	ADJ;NOM;NEUT;SG
špeciálne	posebna	špeciálne	poseben	ADV	ADJ;NOM;FEM;SG
špeciálne	posebne	špeciálne	poseben	ADV	ADJ;NOM;FEM;PL
špeciálne	poseben	špeciálne	poseben	ADV	ADJ;NOM;INDF;MASC;SG
zloženie	sestavi	zloženie	sestava	N;NOM;NEUT;SG	N;DAT;FEM;SG
zlatá	zlat	zlatý	zlat	ADJ;NOM;FEM;SG	N;NOM;MASC;SG
zlatá	zlate	zlatý	zlat	ADJ;NOM;FEM;SG	ADJ;NOM;FEM;PL
zlatá	zlat	zlatý	zlat	ADJ;NOM;FEM;SG	N;NOM;MASC;SG
zlatá	zlate	zlatý	zlat	ADJ;NOM;FEM;SG	ADJ;NOM;FEM;PL
národov	narode	národ	narode	N;INAN;GEN;MASC;PL	N;ACC;MASC;PL
národov	narodi	národ	narod	N;INAN;GEN;MASC;PL	N;NOM;MASC;PL
národov	narode	národ	narode	N;INAN;GEN;MASC;PL	N;ACC;MASC;PL
