magnolia	magnolia	magnolie	magnolia	N;DEF;FEM;SG	PROPN;NOM;SG
allah	allah	allah	allah		PROPN;NOM;SG
joan	johanna	joan	johanna	PROPN	PROPN;NOM;FEM;SG
joan	joan	joan	joan	PROPN	PROPN;NOM;MASC;SG
vila	vila	vilă	vila	N;DEF;FEM;SG	PROPN;NOM;SG
vila	villa	vilă	villa	N;DEF;FEM;SG	
vila	landhaus	vilă	landhaus	N;DEF;FEM;SG	
vila	villa	vilă	villa	N;DEF;FEM;SG	
vila	landhaus	vilă	landhaus	N;DEF;FEM;SG	
muncitori	arbeitskräfte	muncitor	arbeitskraft	N;INDF;MASC;PL	ADJ;NOM
muncitori	arbeitnehmer	muncitor	arbeitnehmer	N;INDF;MASC;PL	ADJ
muncitori	arbeiter	muncitor	arbeiter	N;INDF;MASC;PL	
györgy	györgy	györgy	györgy	PROPN	PROPN;NOM;MASC;SG
strategic	strategische	strategic	strategisch	ADJ;INDF;MASC;SG	ADJ;NOM;FEM;PL
privit	gesehen	privi	sehen	ADJ;INDF;MASC;SG	V;V.PTCP
privit	sah	privi	sehen	ADJ;INDF;MASC;SG	V;IND;SG;3;PST;FIN
privit	angesehen	privi	ansehen	ADJ;INDF;MASC;SG	V;V.PTCP
privit	beobachtet	privi	beobachten	ADJ;INDF;MASC;SG	V;V.PTCP
privit	beobachtete	privi	beobachtet	ADJ;INDF;MASC;SG	V;IND;SG;3;PST;FIN
dennis	dennis	dennis	dennis	PROPN	PROPN;NOM;MASC;SG
geografia	geographie	geografie	geographie	N;DEF;FEM;SG	
miami	miami	miam	miami	PROPN	PROPN;NOM;MASC;SG
lang	lang	lang	lang	PROPN	ADJ
bugetul	haushalt	buget	haushalt	N;DEF;MASC;SG	
bugetul	budget	buget	budgen	N;DEF;MASC;SG	
bugetul	haushaltsmittel	buget	haushaltsmittel	N;DEF;MASC;SG	
matthew	matthew	matthew	matthew	PROPN	PROPN
matthew	matthäus	matthew	matthäus	PROPN	PROPN
intervalul	sortiment	interval	sortiment	N;DEF;MASC;SG	ADJ
intervalul	reichweite	interval	reichweit	N;DEF;MASC;SG	ADJ;NOM
intervalul	bereich	interval	bereich	N;DEF;MASC;SG	ADV
intervalul	produktpalette	interval	produktpalette	N;DEF;MASC;SG	ADJ;NOM;FEM;PL
intervalul	abstand	interval	abstehen	N;DEF;MASC;SG	
intervalul	zeitraum	interval	zeitraum	N;DEF;MASC;SG	ADV
intervalul	intervall	interval	intervall	N;DEF;MASC;SG	
intervalul	zeitspanne	interval	zeitspanne	N;DEF;MASC;SG	ADV
wisconsin	wisconsin	wisconsin	wisconsin	PROPN	PROPN;NOM;MASC;SG
strazile	strassen	stradilă	strassen	N;DEF;FEM;PL	V;NFIN
strazile	straße	stradilă	straß	N;DEF;FEM;PL	ADJ
strazile	gassen	stradilă	gassen	N;DEF;FEM;PL	V;NFIN
strazile	straßen	stradilă	straß	N;DEF;FEM;PL	N;NOM;PL
sunete	sounds	sunet	sounds	N;INDF;FEM;PL	ADJ
sunete	klingt	sunet	klingen	N;INDF;FEM;PL	V;IND;SG;3;PRS;FIN
sunete	klänge	sunet	klänge	N;INDF;FEM;PL	
sunete	geräusche	sunet	geräusch	N;INDF;FEM;PL	ADJ;NOM
cablu	kabel	cablu	kabel	N;INDF;MASC;SG	
cablu	kabelfernsehen	cablu	kabelfernsehen	N;INDF;MASC;SG	ADJ
cablu	cable	cablu	cable	N;INDF;MASC;SG	
cablu	seilbahn	cablu	seilbahn	N;INDF;MASC;SG	PROPN;SG
barajul	talsperre	baraj	talsperre	N;DEF;MASC;SG	PROPN;NOM;SG
barajul	damm	baraj	damm	N;DEF;MASC;SG	
barajul	dam	baraj	der	N;DEF;MASC;SG	
autonom	autonome	autonom	autonom	ADJ;INDF;MASC;SG	ADJ;NOM;FEM;PL
lucas	lucas	lucas	lucas	PROPN	PROPN;NOM;MASC;SG
lucas	lukas	lucas	lukas	PROPN	PROPN;NOM;MASC;SG
justin	justin	justin	justin		PROPN;NOM;MASC;SG
laurent	laurent	laurent	laurent	PROPN	PROPN;NOM;SG
lingvistice	sprachkenntnisse	lingvistic	sprachkenntnis	N;INDF;FEM;PL	
lingvistice	sprachlichen	lingvistic	sprachlich	N;INDF;FEM;PL	ADJ
lingvistice	sprachlich	lingvistic	sprachlich	N;INDF;FEM;PL	ADJ
northern	northern	northern	northern	PROPN	PROPN
northern	nordeuropa	northern	nordeuropa	PROPN	ADJ
northern	nördliche	northern	nördlich	PROPN	ADJ;NOM;FEM;PL
northern	nördlichen	northern	nördlich	PROPN	ADJ;NOM;MASC;SG
northern	nordirland	northern	nordirland	PROPN	PROPN
northern	norden	northern	norden	PROPN	V;NFIN
astea	diesen	acesta	dies	PRO;FEM;PL;3	PRO;ACC;MASC;SG
astea	diese	acesta	dies	PRO;FEM;PL;3	PRO;NOM;FEM;SG
procedura	vorgehensweise	procedură	vorgehensweise	N;DEF;FEM;SG	ADV
procedura	verfahren	procedură	verfahren	N;DEF;FEM;SG	V;NFIN
procedura	prozedur	procedură	prozedur	N;DEF;FEM;SG	
procedura	vorgehensweise	procedură	vorgehensweise	N;DEF;FEM;SG	ADV
procedura	verfahren	procedură	verfahren	N;DEF;FEM;SG	V;NFIN
procedura	prozedur	procedură	prozedur	N;DEF;FEM;SG	
marx	marx	marx	marx	PROPN	PROPN;NOM;SG
lector	lecturer	lector	lectur	N;INDF;MASC;SG	ADJ
lector	privatdozent	lector	privatdozent	N;INDF;MASC;SG	ADJ
lector	dozent	lector	dozent	N;INDF;MASC;SG	ADJ
lector	dozenten	lector	dozent	N;INDF;MASC;SG	N;NOM;PL
aprox	ungefähr	aprox	ungefähr	N;INDF;MASC;SG	ADV
aprox	ca	aprox	ca	N;INDF;MASC;SG	
aprox	circa	aprox	circa	N;INDF;MASC;SG	
aprox	rund	aprox	rund	N;INDF;MASC;SG	ADV
aprox	etwa	aprox	etwa	N;INDF;MASC;SG	ADV
gandirea	denkweise	gandire	denkweise	N;DEF;FEM;SG	
gandirea	denken	gandire	denken	N;DEF;FEM;SG	V;NFIN
gandirea	denke	gandire	denken	N;DEF;FEM;SG	
gandirea	nachdenken	gandire	nachdenken	N;DEF;FEM;SG	V;NFIN
esential	wesentliche	esential	wesentlich	ADJ;INDF;MASC;SG	ADJ;NOM;FEM;PL
esential	wesentliche	esential	wesentlich	ADJ;INDF;MASC;SG	ADJ;NOM;FEM;PL
consecutive	aufeinander	consecutiv	aufeinander	ADJ;INDF;FEM;PL	ADV
navarra	navarra	navarra	navarra	PROPN	PROPN;NOM;SG
asimov	asimov	asimov	asimov	PROPN	PROPN;NOM;MASC;SG
carnivore	fleischfresser	carnivor	fleischfresser	N;INDF;FEM;PL	ADJ
carnivore	fleischfressende	carnivor	fleischfressend	N;INDF;FEM;PL	ADJ;NOM;FEM;PL
repere	highlights	repere	highlights	N;INDF;FEM;PL	PROPN
repere	höhepunkte	repere	höhepunkt	N;INDF;FEM;PL	ADJ;NOM;SG
repere	besonderheiten	repere	besonderheiten	N;INDF;FEM;PL	V;NFIN
repere	schwerpunkte	repere	schwerpunkt	N;INDF;FEM;PL	ADJ;SG
repere	wahrzeichen	repere	wahrzeichen	N;INDF;FEM;PL	ADJ
repere	meilenstein	repere	meilenstein	N;INDF;FEM;PL	
repere	meilensteine	repere	meilensteine	N;INDF;FEM;PL	
repere	etappen	repere	etapp	N;INDF;FEM;PL	V;NFIN
repere	eckdaten	repere	eckdaten	N;INDF;FEM;PL	V;FIN
singapore	singapur	singapore	singapur	N;INDF;FEM;PL	PROPN;NOM;MASC;SG
interpreta	interpretation	interpreta	interpretation	V;IND;SG;3;IPFV;FIN	ADJ
acoperire	beschichtungen	acoperire	beschichtung	N;INDF;FEM;SG	N;NOM;FEM;PL
acoperire	cover	acoperire	cover	N;INDF;FEM;SG	PROPN
acoperire	umschlag	acoperire	umschlagen	N;INDF;FEM;SG	
acoperire	abdeckung	acoperire	abdeckung	N;INDF;FEM;SG	N;NOM;SG
acoperire	decken	acoperire	decken	N;INDF;FEM;SG	V;NFIN
acoperire	deckung	acoperire	deckung	N;INDF;FEM;SG	ADV
acoperire	erfassung	acoperire	erfassung	N;INDF;FEM;SG	ADJ
acoperire	abdeckung	acoperire	abdeckung	N;INDF;FEM;SG	N;NOM;SG
acoperire	berichterstattung	acoperire	berichterstattung	N;INDF;FEM;SG	N;NOM;FEM;SG
acoperire	geltungsbereich	acoperire	geltungsbereich	N;INDF;FEM;SG	ADJ
wells	brunnen	wells	brunnen	PROPN	ADJ
wells	wells	wells	wells	PROPN	PROPN;NOM;MASC;SG
pasare	vogelarten	pasar	vogelart	N;INDF;FEM;SG	V;NFIN
pasare	vögel	pasar	vögel	N;INDF;FEM;SG	
pasare	vogel	pasar	vogel	N;INDF;FEM;SG	
pasare	bird	pasar	bied	N;INDF;FEM;SG	PROPN;SG
pasare	vogelarten	pasar	vogelart	N;INDF;FEM;SG	V;NFIN
pasare	vögel	pasar	vögel	N;INDF;FEM;SG	
pasare	vogel	pasar	vogel	N;INDF;FEM;SG	
pasare	bird	pasar	bied	N;INDF;FEM;SG	PROPN;SG
ocazional	gelegentliche	ocazional	gelegentlich	ADV	ADJ;NOM;FEM;PL
ocazional	gelegentlichen	ocazional	gelegentlich	ADV	ADJ
ocazional	gelegentlich	ocazional	gelegentlich	ADV	ADJ
ocazional	gelegentlich	ocazional	gelegentlich	ADV	ADJ
dedesubt	darunter	dedesubt	darunter		ADV
dedesubt	unterhalb	dedesubt	unterhalb		ADP
dedesubt	drunter	dedesubt	drunter		ADV
dedesubt	darunter	dedesubt	darunter		ADV
dedesubt	unten	dedesubt	unten		ADV
dedesubt	unterhalb	dedesubt	unterhalb		ADP
fundul	hintern	fund	hintern	N;DEF;MASC;SG	
stadiul	stufe	stadiu	stufen	N;DEF;MASC;SG	ADJ
stadiul	bühnen	stadiu	bühnen	N;DEF;MASC;SG	N;NOM;PL
stadiul	etappe	stadiu	etapp	N;DEF;MASC;SG	N;NOM;FEM;SG
stadiul	stage	stadiu	stage	N;DEF;MASC;SG	
springs	federn	springs	federn	N;INDF;MASC;SG	V;NFIN
springs	springs	springs	springs	N;INDF;MASC;SG	PROPN
springs	quellen	springs	quell	N;INDF;MASC;SG	V;NFIN
detaliate	detaillierte	detalia	detaillieren	ADJ;INDF;FEM;PL	ADJ;SG
estimat	schätzungsweise	estima	schätzungsweise	ADJ;INDF;MASC;SG	ADV
estimat	geschätzte	estima	geschätzt	ADJ;INDF;MASC;SG	V;IND;SG;3;PST;FIN
estimat	geschätzt	estima	schätzen	ADJ;INDF;MASC;SG	V;V.PTCP
estimat	schätzungen	estima	schätzen	ADJ;INDF;MASC;SG	V;NFIN
estimat	schätzung	estima	schätzung	ADJ;INDF;MASC;SG	N;NOM;FEM;SG
derivate	ableitungen	derivat	ableitung	ADJ;INDF;FEM;PL	N;NOM;FEM;PL
derivate	derivaten	derivat	derivat	ADJ;INDF;FEM;PL	V;NFIN
derivate	abgeleiteten	derivat	abgeleitet	ADJ;INDF;FEM;PL	V;IND;PL;3;PST;FIN
derivate	abgeleitete	derivat	abgeleiten	ADJ;INDF;FEM;PL	ADJ;NOM;FEM;SG
derivate	abgeleitet	derivat	ableiten	ADJ;INDF;FEM;PL	V;V.PTCP
derivate	abgeleitete	derivat	abgeleiten	ADJ;INDF;FEM;PL	ADJ;NOM;FEM;SG
derivate	ableitung	derivat	ableitung	ADJ;INDF;FEM;PL	N;NOM;FEM;SG
liban	libanon	liban	libanon	PROPN	PROPN;NOM;SG
scaune	stühlen	scaun	stühlen	N;INDF;FEM;PL	V;NFIN
scaune	stühle	scaun	stühlen	N;INDF;FEM;PL	ADJ
scaune	sessel	scaun	sessel	N;INDF;FEM;PL	
scaune	sitze	scaun	sitzen	N;INDF;FEM;PL	
scaune	sitzplätze	scaun	sitzplatz	N;INDF;FEM;PL	
gov	gov	gov	gov	N;INDF;MASC;SG	
gov	regierung	gov	Regierung	N;INDF;MASC;SG	
béla	béla	bcla	béla	PROPN	PROPN;NOM;MASC;SG
regii	kings	regie	kings	N;INDF;MASC;PL	PROPN;NOM;SG
regii	könige	regie	könig	N;INDF;MASC;PL	ADJ;NOM;FEM;PL
regii	königen	regie	könig	N;INDF;MASC;PL	ADJ
aparand	erscheinen	aparand	erscheinen		V;NFIN
aparand	erscheint	aparand	erscheinen		V;IND;SG;3;PRS;FIN
aparand	verteidigt	aparand	verteidigen		V;V.PTCP
aparand	verteidigen	aparand	verteidigen		V;NFIN
emma	emma	emma	emma	PROPN	PROPN;NOM;SG
persana	persischen	persană	persisch	N;DEF;FEM;SG	ADJ
persana	persische	persană	persisch	N;DEF;FEM;SG	ADJ;NOM;FEM;PL
persana	persisch	persană	persisch	N;DEF;FEM;SG	ADJ
persana	perser	persană	pers	N;DEF;FEM;SG	
doyle	doyle	doylu	doyle	PROPN	PROPN;NOM;MASC;SG
efectuarea	making	efectuare	making	N;DEF;FEM;SG	PROPN;NOM;SG
efectuarea	machen	efectuare	machen	N;DEF;FEM;SG	V;NFIN
efectuarea	durchführen	efectuare	durchfahren|durchführen	N;DEF;FEM;SG	V;NFIN
organe	organe	organ	organ	N;INDF;FEM;PL	
organe	gremien	organ	gremien	N;INDF;FEM;PL	ADJ
organe	organen	organ	orgehen	N;INDF;FEM;PL	V;NFIN
organe	organ	organ	organ	N;INDF;FEM;PL	
organe	orgel	organ	orgel	N;INDF;FEM;PL	
organe	organ	organ	organ	N;INDF;FEM;PL	
surori	sisters	soră	sisters	N;INDF;FEM;PL	PROPN;NOM;SG
goethe	goethe	goethe	goethe	PROPN	
cazimir	casimir	cazimir	casimir	N;INDF;MASC;SG	PROPN;NOM;MASC;SG
aug	august	augi	augusten		PROPN;NOM;MASC;SG
eforturi	anstrengungen	efort	anstrengung	N;INDF;FEM;PL	V;NFIN
eforturi	bemühungen	efort	bemühungen	N;INDF;FEM;PL	V;NFIN
bobby	bobby	bobby	bobby	PROPN	PROPN;NOM;MASC;SG
ring	ring	ring	ringen	N;INDF;MASC;SG	
ring	läuten	ring	lau	N;INDF;MASC;SG	V;NFIN
ring	klingeln	ring	klingeln	N;INDF;MASC;SG	V;NFIN
ring	klingel	ring	klingel	N;INDF;MASC;SG	
sever	schwere	sever	schwer	ADJ;INDF;MASC;SG	ADJ;NOM;FEM;PL
sever	abtrennen	sever	abtrennen	ADJ;INDF;MASC;SG	V;NFIN
faze	phase	fază	phase	N;INDF;FEM;PL	
faze	etappen	fază	etapp	N;INDF;FEM;PL	V;NFIN
faze	phasen	fază	phasen	N;INDF;FEM;PL	V;NFIN
pielea	haut	piele	haut	N;DEF;FEM;SG	
pielea	hautfarbe	piele	hautfarbe	N;DEF;FEM;SG	ADJ
pielea	skin	piele	skin	N;DEF;FEM;SG	PROPN;NOM;SG
abordare	vorgehensweise	abordare	vorgehensweise	N;INDF;FEM;SG	ADV
abordare	konzept	abordare	konzept	N;INDF;FEM;SG	N;NOM;NEUT;SG
abordare	vorgehen	abordare	vorgehen	N;INDF;FEM;SG	V;NFIN
vorbind	sprechend	vorbi	sprechend	V;V.MSDR	ADJ
bretagne	bretagne	bretagnu	bretagne	PROPN	PROPN;NOM;FEM;SG
mina	mina	mină	mina	N;DEF;FEM;SG	PROPN;NOM;SG
mina	hand	mină	hand	N;DEF;FEM;SG	N;NOM;FEM;SG
pactului	pakt	pact	pakt	N;DEF;MASC;SG	PROPN
cameron	cameron	cameron	cameron	PROPN	PROPN;NOM;MASC;SG
revistele	magazin	revistă	magazin	N;DEF;FEM;PL	ADJ
revistele	zeitschriften	revistă	zeitschreifen	N;DEF;FEM;PL	V;NFIN
decisiv	entschlossen	decisiv	entschlossen	ADJ;INDF;MASC;SG	V;V.PTCP
decisiv	entscheidende	decisiv	entscheidend	ADJ;INDF;MASC;SG	ADJ;NOM;FEM;PL
salbatice	wild	salbatic	wild	ADJ;INDF;FEM;PL	
salbatice	wildnis	salbatic	wildnis	ADJ;INDF;FEM;PL	
salbatice	wilden	salbatic	wild	ADJ;INDF;FEM;PL	
salbatice	wilde	salbatic	wilden	ADJ;INDF;FEM;PL	
salbatice	wildes	salbatic	wild	ADJ;INDF;FEM;PL	
noroc	cheers	noroc	cheers	N;INDF;MASC;SG	PROPN;NOM;SG
noroc	prost	noroc	prost	N;INDF;MASC;SG	PROPN;SG
definitia	definition	definitie	definition	N;DEF;FEM;SG	ADJ
definitia	begriffsbestimmungen	definitie	begriffsbestimmung	N;DEF;FEM;SG	N;NOM;FEM;PL
definitia	begriffsbestimmung	definitie	begriffsbestimmung	N;DEF;FEM;SG	ADJ
definitia	definitionen	definitie	definition	N;DEF;FEM;SG	V;NFIN
stins	erloschen	stins	erlöschen	ADJ;INDF;MASC;SG	V;V.PTCP
stins	ausgeblendet	stins	ausblenden	ADJ;INDF;MASC;SG	V;V.PTCP
averea	vermögen	avere	vermögen	N;DEF;FEM;SG	
averea	reichtums	avere	reichtums	N;DEF;FEM;SG	N;NOM;NEUT
averea	wohlstand	avere	wohlstehen	N;DEF;FEM;SG	
averea	reichtum	avere	reichtum	N;DEF;FEM;SG	ADJ
averea	reichtümer	avere	reichtüm	N;DEF;FEM;SG	ADJ
practicat	praktiziert	practica	praktizieren	ADJ;INDF;MASC;SG	V;V.PTCP
practicat	ausgeübt	practica	ausüben	ADJ;INDF;MASC;SG	V;V.PTCP
practicat	übte	practica	üben	ADJ;INDF;MASC;SG	V;IND;SG;3;PST;FIN
practicat	geübt	practica	üben	ADJ;INDF;MASC;SG	V;V.PTCP
dati	geben	da	geben		V;NFIN
dati	gebe	da	geben		V;SBJV;SG;3;PRS;FIN
dati	gib	da	gib		V;IND;SG;2;PRS;FIN
dati	schenken	da	schenken		V;NFIN
tinta	ziel	tinta	ziel	N;DEF;FEM;SG	N;NOM;NEUT;SG
tinta	zielvorgabe	tinta	zielvorgabe	N;DEF;FEM;SG	ADJ
tinta	zielgruppe	tinta	zielgruppe	N;DEF;FEM;SG	ADJ
tinta	target	tinta	targen	N;DEF;FEM;SG	
tinta	ziel	tinta	ziel	N;DEF;FEM;SG	N;NOM;NEUT;SG
tinta	zielvorgabe	tinta	zielvorgabe	N;DEF;FEM;SG	ADJ
tinta	zielgruppe	tinta	zielgruppe	N;DEF;FEM;SG	ADJ
tinta	target	tinta	targen	N;DEF;FEM;SG	
comunitatile	gemeinschaften	comunitate	gemeinschaft	N;DEF;FEM;PL	ADJ
vanzare	sale	vanzare	salen	N;INDF;FEM;SG	
vanzare	sale	vanzare	salen	N;INDF;FEM;SG	
cunostinta	bekanntschaft	cunostinta	bekanntschaft	N;DEF;FEM;SG	ADJ
cunostinta	kennenlernen	cunostinta	kennenlernen	N;DEF;FEM;SG	V;NFIN
cunostinta	bekannten	cunostinta	bekannt	N;DEF;FEM;SG	ADJ;PL
cunostinta	bekannte	cunostinta	bekannt	N;DEF;FEM;SG	ADJ;NOM;PL
cunostinta	bekannter	cunostinta	bekannter	N;DEF;FEM;SG	ADJ
cunostinta	bekanntschaft	cunostinta	bekanntschaft	N;DEF;FEM;SG	ADJ
cunostinta	kennenlernen	cunostinta	kennenlernen	N;DEF;FEM;SG	V;NFIN
cunostinta	bekannten	cunostinta	bekannt	N;DEF;FEM;SG	ADJ;PL
cunostinta	bekannte	cunostinta	bekannt	N;DEF;FEM;SG	ADJ;NOM;PL
cunostinta	bekannter	cunostinta	bekannter	N;DEF;FEM;SG	ADJ
varul	cousin	var	cousin	N;DEF;MASC;SG	
varul	vetter	var	vett	N;DEF;MASC;SG	
varul	cousine	var	cousine	N;DEF;MASC;SG	
automata	automatischen	automată	automatisch	N;DEF;FEM;SG	ADJ
automata	automatisches	automată	automatisch	N;DEF;FEM;SG	ADJ;NOM;NEUT;SG
automata	automatik	automată	automatik	N;DEF;FEM;SG	ADJ
automata	automatische	automată	automatisch	N;DEF;FEM;SG	ADJ;NOM;FEM;PL
automata	automatisch	automată	automatisch	N;DEF;FEM;SG	ADJ
fereastra	schaufenster	fereastră	schaufenster	N;DEF;FEM;SG	ADJ
fereastra	fenster	fereastră	fenster	N;DEF;FEM;SG	ADJ
fereastra	schaufenster	fereastră	schaufenster	N;DEF;FEM;SG	ADJ
fereastra	fenster	fereastră	fenster	N;DEF;FEM;SG	ADJ
rector	rektor	rector	rektor	N;INDF;MASC;SG	PROPN
propaganda	propaganda	propagandă	propaganda	N;DEF;FEM;SG	PROPN
propaganda	propaganda	propagandă	propaganda	N;DEF;FEM;SG	PROPN
dominat	dominieren	domina	dominieren	ADJ;INDF;MASC;SG	V;NFIN
dominat	dominierte	domina	dominieren	ADJ;INDF;MASC;SG	V;IND;SG;3;PST;FIN
dominat	beherrscht	domina	beherrschen	ADJ;INDF;MASC;SG	V;V.PTCP
dominat	dominiert	domina	dominieren	ADJ;INDF;MASC;SG	V;V.PTCP
dominat	beherrschte	domina	beherrschen	ADJ;INDF;MASC;SG	V;IND;SG;3;PST;FIN
creasca	anbauen	crească	anbauen	N;DEF;FEM;SG	V;NFIN
creasca	wachsen	crească	wachsen	N;DEF;FEM;SG	V;NFIN
creasca	wächst	crească	wachsen	N;DEF;FEM;SG	V;IND;SG;3;PRS;FIN
rebel	rebellen	rebel	rebell	ADJ;INDF;MASC;SG	
ccd	ccd	ccd	ccd	N	
lantul	kette	lant	kett	N;DEF;MASC;SG	N;NOM;FEM;SG
lantul	hotelkette	lant	hotelkett	N;DEF;MASC;SG	
lantul	chain	lant	chain	N;DEF;MASC;SG	PROPN
uruguay	uruguay	uruguay	uruguay	PROPN	PROPN;NOM;MASC;SG
pascal	pascal	pascal	pascal	N;INDF;MASC;SG	PROPN;NOM;MASC;SG
abbasid	abbasiden	abbasid	abbasiden	N;INDF;MASC;SG	
iugoslaviei	jugoslawien	iugoslavie	jugoslawien	PROPN;DEF;FEM;SG	PROPN;NOM;SG
damian	damian	damian	damian	PROPN	PROPN;NOM;MASC;SG
roll	rollen	roll	roll	N;INDF;MASC;SG	V;NFIN
roll	roll	roll	roll	N;INDF;MASC;SG	PROPN
roll	brötchen	roll	brötchen	N;INDF;MASC;SG	V;NFIN
roll	würfeln	roll	würfeln	N;INDF;MASC;SG	V;NFIN
preluarea	holen	preluare	holen	N;DEF;FEM;SG	V;NFIN
preluarea	abrufen	preluare	abrufen	N;DEF;FEM;SG	V;NFIN
preluarea	übernahmen	preluare	übernehmen	N;DEF;FEM;SG	V;FIN
preluarea	übernahme	preluare	übernehmen	N;DEF;FEM;SG	N;NOM;FEM;SG
preluarea	machtübernahme	preluare	machtübernahme	N;DEF;FEM;SG	ADJ;NOM;FEM;SG
judecator	judge	judecator	judg	N;INDF;MASC;SG	
judecator	richter	judecator	richter	N;INDF;MASC;SG	ADJ
judecator	richterin	judecator	richterin	N;INDF;MASC;SG	ADJ
judecator	judge	judecator	judg	N;INDF;MASC;SG	
judecator	richter	judecator	richter	N;INDF;MASC;SG	ADJ
judecator	richterin	judecator	richterin	N;INDF;MASC;SG	ADJ
palermo	palermo	palermo	palermo	N;INDF;MASC;SG	PROPN;SG
palermo	syrakus	palermo	syrakus	N;INDF;MASC;SG	PROPN;NOM;MASC;SG
hugh	hugo	hugh	hugo	PROPN	PROPN;NOM;MASC;SG
hugh	hugh	hugh	hagh	PROPN	PROPN;NOM;SG
termica	thermischer	termica	thermisch	N;DEF;FEM;SG	ADJ
termica	thermische	termica	thermisch	N;DEF;FEM;SG	ADJ;NOM;FEM;PL
termica	thermalbad	termica	thermalbad	N;DEF;FEM;SG	
termica	wärme	termica	wärm	N;DEF;FEM;SG	
termica	thermischen	termica	thermisch	N;DEF;FEM;SG	ADJ
laos	laos	laos	laos	ADV	PROPN;NOM;MASC;SG
argumentele	vorbringen	argument	vorbringen	N;DEF;FEM;PL	V;NFIN
argumentele	argumenten	argument	argument	N;DEF;FEM;PL	V;NFIN
argumentele	argumente	argument	argument	N;DEF;FEM;PL	
fir	wire	fir	wir	N;INDF;MASC;SG	PROPN;NOM;SG
fir	draht	fir	drahen	N;INDF;MASC;SG	
fir	stacheldraht	fir	stacheldraht	N;INDF;MASC;SG	ADJ
fir	gewinde	fir	gewinde	N;INDF;MASC;SG	
fir	faden	fir	faden	N;INDF;MASC;SG	V;NFIN
fir	thread	fir	thread	N;INDF;MASC;SG	
legiunea	legion	legiune	legion	N;DEF;FEM;SG	PROPN;NOM
chip	chip	chip	chip	N;INDF;MASC;SG	PROPN;NOM;SG
chip	chipkarten	chip	chipkarten	N;INDF;MASC;SG	N;NOM;PL
chip	chips	chip	chips	N;INDF;MASC;SG	
prefect	präfekt	prefect	präfekt	N;INDF;MASC;SG	ADJ
localizata	lokalisiert	localizat	lokalisieren	ADJ;DEF;FEM;SG	V;V.PTCP
localizata	lokalisierte	localizat	lokalisieren	ADJ;DEF;FEM;SG	V;IND;SG;3;PST;FIN
localizata	lokalisiert	localizat	lokalisieren	ADJ;DEF;FEM;SG	V;V.PTCP
triburile	stämme	trib	stammen	N;DEF;FEM;PL	
lisa	lisa	lisa	lisa	N;DEF;FEM;SG	PROPN;NOM;FEM;SG
platoul	hochebene	platou	hocheben	N;DEF;MASC;SG	ADJ;NOM;FEM;SG
platoul	plateau	platou	plateau	N;DEF;MASC;SG	ADJ
platoul	hochland	platou	hochland	N;DEF;MASC;SG	ADJ
pasarile	vogelarten	pasarilă	vogelart	N;DEF;FEM;PL	V;NFIN
pasarile	vögel	pasarilă	vögel	N;DEF;FEM;PL	
pasarile	vogelarten	pasarilă	vogelart	N;DEF;FEM;PL	V;NFIN
pasarile	vögel	pasarilă	vögel	N;DEF;FEM;PL	
arcul	bogen	arc	biegen	N;DEF;MASC;SG	
arcul	schleife	arc	schleife	N;DEF;MASC;SG	ADJ;NOM
arcul	beugen	arc	beugen	N;DEF;MASC;SG	V;NFIN
arcul	bug	arc	bugen	N;DEF;MASC;SG	
arcul	bow	arc	bow	N;DEF;MASC;SG	PROPN
square	square	square	squar	N;INDF;MASC;SG	PROPN
square	rechteck	square	rechteck	N;INDF;MASC;SG	
square	quadratisch	square	quadratisch	N;INDF;MASC;SG	ADJ
square	quadrat	square	quadrat	N;INDF;MASC;SG	
square	platz	square	platz	N;INDF;MASC;SG	ADV
doc	doktor	doc	doktor		N;SG
incet	langsam	incet	langsam		ADJ
call	anrufen	call	anrufen	N;INDF;MASC;SG	V;NFIN
call	rufen	call	rufen	N;INDF;MASC;SG	V;NFIN
call	call	call	call	N;INDF;MASC;SG	ADJ
call	nennen	call	nennen	N;INDF;MASC;SG	V;NFIN
cerul	himmel	cer	himmel	N;DEF;MASC;SG	
cerul	sky	cer	sky	N;DEF;MASC;SG	
transferul	übertragung	transfer	übertragung	N;DEF;MASC;SG	V;IND;SG;3;PRS;FIN
transferul	transfer	transfer	transfer	N;DEF;MASC;SG	PROPN
transferul	überweisung	transfer	überweisung	N;DEF;MASC;SG	N;NOM;FEM;SG
transferul	verlegung	transfer	verlegung	N;DEF;MASC;SG	V
transferul	übertragen	transfer	übertragen	N;DEF;MASC;SG	V;V.PTCP
creatorul	schöpfer	creator	schöpfer	N;DEF;MASC;SG	
creatorul	urheber	creator	urheber	N;DEF;MASC;SG	
companiile	unternehmen	companie	unternehmen	N;DEF;FEM;PL	N;NOM;NEUT;PL
companiile	firmen	companie	farmen	N;DEF;FEM;PL	V;NFIN
companiile	gesellschaften	companie	gesellschaft	N;DEF;FEM;PL	ADJ
silvia	silvia	silvie	silvia	N;DEF;FEM;SG	PROPN;NOM;FEM;SG
silvia	sylvia	silvie	sylvia	N;DEF;FEM;SG	PROPN;NOM;FEM;SG
gibson	gibson	gibson	gibson	PROPN	PROPN;NOM;SG
inconjurata	umzingelt	inconjurat	umzingeln	ADJ;DEF;FEM;SG	V;V.PTCP
