som	kao	som	kao	ADP	CONJ
personlig	osobno	personlig	osobno	ADJ;INDF;NEUT;SG	ADV
berg	berg	berg	berg	N;INDF;MASC;SG	PROPN;NOM;MASC;SG
legger	polaganje	legg	polaganje	V;IND;PRS;FIN	N;NOM;NEUT;SG
legger	stavite	legg	staviti	V;IND;PRS;FIN	V;IMP;PL;2;FIN
uavhengig	nezavisno	uavhengig	nezavisno	ADJ;INDF;NEUT;SG	ADV
uavhengig	neovisna	uavhengig	neovisan	ADJ;INDF;NEUT;SG	ADJ;NOM;DEF;FEM;SG
uavhengig	neovisno	uavhengig	neovisno	ADJ;INDF;NEUT;SG	ADV
uavhengig	samostalna	uavhengig	samostalan	ADJ;INDF;NEUT;SG	ADJ;NOM;DEF;FEM;SG
otto	otto	otto	otto	N;INDF;MASC;SG	PROPN;NOM;MASC;SG
otto	oto	otto	oto	N;INDF;MASC;SG	PROPN;NOM;MASC;SG
jon	jon	jon	jon	N;MASC	PROPN;NOM;MASC;SG
angrepet	napadni	angrep	napadan	N;DEF;NEUT;SG	ADV
angrepet	napadnuti	angrep	napadnuti	N;DEF;NEUT;SG	ADJ;NOM;DEF;MASC;PL;V.PTCP
angrepet	napadnut	angrep	napadnut	N;DEF;NEUT;SG	ADJ;NOM;MASC;SG;V.PTCP
angrepet	napadnuta	angrep	napasti	N;DEF;NEUT;SG	ADJ;NOM;DEF;FEM;SG;V.PTCP
våren	proljeća	vår	proljeće	N;DEF;MASC;SG	N;NOM;NEUT;PL
sendte	poslana	sende	poslati	V;IND;PST;FIN	ADJ;NOM;DEF;FEM;SG;V.PTCP
sendte	poslano	sende	poslano	V;IND;PST;FIN	ADJ;NOM;DEF;NEUT;SG;V.PTCP;PASS
uker	tjedana	uker	tjedan	N;INDF;SG	N;GEN;MASC;PL
uker	tjedne	uker	tjedan	N;INDF;SG	N;NOM;FEM;PL
uker	tjedni	uker	tjedni	N;INDF;SG	ADJ;NOM;MASC;SG
uker	nedelje	uker	nedelje	N;INDF;SG	N;NOM;FEM;PL
kor	refren	kor	refren	ADV	N;NOM;MASC;SG
gud	bože	gud	boža	N;INDF;MASC;SG	INTJ
gunnar	gunnar	gunne	gunnar	N;INDF;MASC;SG	ADJ;NOM;MASC;SG
american	američki	american	američki	N	ADJ;NOM;DEF;MASC;SG
american	american	american	american	N	ADP
american	američka	american	američki	N	ADJ;NOM;DEF;FEM;SG
riktig	desno	riktig	desno	ADJ;INDF;NEUT;SG	ADV
riktig	pravo	riktig	pravo	ADJ;INDF;NEUT;SG	N;NOM;NEUT;SG
riktig	ispravi	riktig	isprava	ADJ;INDF;NEUT;SG	V;IND;SG;3;PRS;FIN
daniel	danijel	daniel	danijel	N;INDF;MASC;SG	PROPN;NOM;MASC;SG
daniel	daniel	daniel	daniel	N;INDF;MASC;SG	PROPN;NOM;MASC;SG
daniel	danijela	daniel	danijeti	N;INDF;MASC;SG	V;FEM;SG;PST;V.PTCP;ACT
full	full	full	full	ADJ;INDF;SG	N;NOM;MASC;SG
full	puna	full	pun	ADJ;INDF;SG	ADJ;NOM;DEF;FEM;SG
full	puni	full	pun	ADJ;INDF;SG	ADJ;NOM;DEF;MASC;SG
full	pijano	full	pijano	ADJ;INDF;SG	ADJ;NOM;DEF;NEUT;SG
full	pijani	full	pijan	ADJ;INDF;SG	ADJ;NOM;DEF;MASC;PL
full	pijan	full	pijan	ADJ;INDF;SG	N;NOM;MASC;SG
full	pijana	full	pijan	ADJ;INDF;SG	N;NOM;FEM;SG
utført	postigao	utføre	postići	ADJ;INDF;NEUT;SG;V.PTCP	V;MASC;SG;PST;V.PTCP;ACT
utført	izvedena	utføre	izvesti	ADJ;INDF;NEUT;SG;V.PTCP	ADJ;NOM;DEF;FEM;SG;V.PTCP;PASS
personlige	osobno	personlig	osobno	ADJ;PL	ADV
personlige	osobni	personlig	osoban	ADJ;PL	ADJ;NOM;DEF;MASC;SG
frank	frank	frank	frank	N;MASC	PROPN;NOM;MASC;SG
sørvest	jugozapadno	sørvest	jugozapadan	ADP	ADV
bygningen	grade	bygning	graditi	N;DEF;MASC;SG	V;IND;PL;3;PRS;FIN
slag	moždani	slag	moždan	N;INDF;NEUT;SG	ADV
nærmere	bliže	nærmere	blizu	V;IMP;NFIN	ADV;CMPR
nærmere	blize	nærmere	blizu	V;IMP;NFIN	ADJ;NOM;DEF;FEM;SG
kraft	kraft	kraft	kraft	N;INDF;FEM;SG	PROPN;NOM;MASC;SG
kraft	prisili	kraft	prisiti	N;INDF;FEM;SG	V;IND;SG;3;PRS;FIN
kraft	sile	kraft	sila	N;INDF;FEM;SG	N;NOM;FEM;PL
støttet	podržavao	støtt	podržavati	N;DEF;NEUT;SG	V;MASC;SG;PST;V.PTCP;ACT
støttet	podržava	støtt	podržavati	N;DEF;NEUT;SG	V;IND;SG;3;PRS;FIN
kvinne	ženska	kvinne	ženski	N;INDF;FEM;SG	ADJ;NOM;DEF;FEM;SG
kvinne	žensko	kvinne	ženski	N;INDF;FEM;SG	ADJ;NOM;NEUT;SG
minutter	minuta	minutter	minuta	N;INDF;MASC;SG	N;NOM;FEM;PL
minutter	minute	minutter	minuta	N;INDF;MASC;SG	N;NOM;FEM;PL
eksempler	primjeri	eksempler	primjer	N;INDF;NEUT;SG	N;NOM;MASC;PL
eksempler	primjera	eksempler	primjer	N;INDF;NEUT;SG	N;GEN;MASC;PL
eksempler	primjere	eksempler	primjer	N;INDF;NEUT;SG	N;ACC;MASC;PL
offisiell	službeno	offisiell	službeno	ADJ;INDF;SG	ADV
offisiell	službeni	offisiell	služben	ADJ;INDF;SG	ADJ;NOM;DEF;MASC;SG
offisiell	zvanično	offisiell	zvaničan	ADJ;INDF;SG	ADV
normalt	normalno	normal	normalno	ADJ;INDF;NEUT;SG	ADV
normalt	normalna	normal	normalan	ADJ;INDF;NEUT;SG	ADJ;NOM;DEF;FEM;SG
normalt	normalni	normal	normalan	ADJ;INDF;NEUT;SG	ADJ;NOM;DEF;MASC;SG
het	het	het	het		ADP
region	regije	region	regija	N;INDF;MASC;SG	N;NOM;FEM;PL
studier	studij	studie	studij	N;INDF;MASC;PL	N;NOM;MASC;SG
studier	studija	studie	studij	N;INDF;MASC;PL	N;GEN;MASC;SG
ute	vani	ute	vani	ADP	ADV
ute	izvana	ute	izvana	ADP	ADV
ute	ute	ute	uta	ADP	PROPN;NOM;MASC;SG
fullstendig	kompletno	fullstendig	kompletan	ADJ;INDF;NEUT;SG	ADV
fullstendig	potpuno	fullstendig	potpuno	ADJ;INDF;NEUT;SG	ADV
fullstendig	totalno	fullstendig	totalno	ADJ;INDF;NEUT;SG	ADV
fullstendig	potpuno	fullstendig	potpuno	ADJ;INDF;NEUT;SG	ADV
registrert	registrirani	registrere	registriran	ADJ;INDF;SG;V.PTCP	ADJ;NOM;DEF;MASC;PL;V.PTCP
registrert	registrirano	registrere	registrirati	ADJ;INDF;SG;V.PTCP	ADJ;NOM;DEF;NEUT;SG;V.PTCP;PASS
registrert	snimljeno	registrere	snimiti	ADJ;INDF;SG;V.PTCP	ADJ;NOM;DEF;NEUT;SG;V.PTCP;PASS
hvorfor	zašto	hvorfor	zašto		ADV
pris	price	pris	price	N;INDF;MASC;SG	N;NOM;FEM;PL
naturlig	prirodna	naturlig	prirodan	ADJ;INDF;NEUT;SG	ADJ;NOM;DEF;FEM;SG
naturlig	prirodni	naturlig	prirodan	ADJ;INDF;NEUT;SG	ADJ;NOM;DEF;MASC;SG
naturlig	prirodne	naturlig	prirodan	ADJ;INDF;NEUT;SG	ADJ;NOM;DEF;FEM;PL
naturlig	prirodno	naturlig	prirodno	ADJ;INDF;NEUT;SG	ADV
naturlig	prirodno	naturlig	prirodno	ADJ;INDF;NEUT;SG	ADV
larsen	larsen	lars	larsen	PROPN	PROPN;NOM;MASC;SG
hellige	svetinja	hellige	svetinja	ADJ;PL	N;NOM;FEM;SG
hellige	sveto	hellige	svet	ADJ;PL	ADJ;NOM;NEUT;SG
hellige	sveta	hellige	svet	ADJ;PL	ADJ;NOM;DEF;FEM;SG
hellige	sveti	hellige	svet	ADJ;PL	ADJ;NOM;DEF;MASC;SG
hellige	sveto	hellige	svet	ADJ;PL	ADJ;NOM;NEUT;SG
münchen	münchen	münch	münchen	PROPN	PROPN;NOM;MASC;SG
romersk	rimski	romersk	rimski	ADJ;INDF;SG	ADJ;NOM;DEF;MASC;SG
romersk	roman	romersk	roman	ADJ;INDF;SG	N;NOM;MASC;SG
romersk	romane	romersk	roman	ADJ;INDF;SG	N;ACC;MASC;PL
avsluttet	zaključio	avslutt	zaključiti	N;DEF;NEUT;SG	V;MASC;SG;PST;V.PTCP;ACT
avsluttet	završilo	avslutt	završiti	N;DEF;NEUT;SG	V;NEUT;SG;PST;V.PTCP;ACT
avsluttet	završeno	avslutt	završiti	N;DEF;NEUT;SG	ADJ;NOM;NEUT;SG;V.PTCP;PASS
avsluttet	izašao	avslutt	izaći	N;DEF;NEUT;SG	V;MASC;SG;PST;V.PTCP;ACT
junior	juniore	junior	junior	N;INDF;MASC;SG	N;ACC;MASC;PL
junior	mlađi	junior	mlad	N;INDF;MASC;SG	ADJ;NOM;DEF;CMPR;MASC;SG
allierte	saveznici	alliere	saveznik	ADJ;PL;V.PTCP	N;NOM;MASC;PL
allierte	saveznike	alliere	saveznik	ADJ;PL;V.PTCP	N;ACC;MASC;PL
danner	formiranje	dann	formiranje	V;IND;PRS;FIN	N;NOM;NEUT;SG
lee	lee	le	lee	PROPN	PROPN;NOM;MASC;SG
penger	pare	penge	para	N;INDF;MASC;SG	N;NOM;FEM;PL
washington	washington	washington	washington	N;INDF;NEUT;SG	PROPN;NOM;MASC;SG
lik	leševi	lik	leš	ADJ;INDF;SG	N;NOM;MASC;PL
lik	trupla	lik	trup	ADJ;INDF;SG	N;NOM;NEUT;PL
lik	body	lik	body	ADJ;INDF;SG	PROPN;NOM;MASC;SG
lik	telo	lik	telo	ADJ;INDF;SG	N;NOM;NEUT;SG
lik	tijelo	lik	tijelo	ADJ;INDF;SG	N;NOM;NEUT;SG
lik	truplo	lik	truplo	ADJ;INDF;SG	N;NOM;NEUT;SG
lik	leš	lik	leš	ADJ;INDF;SG	N;NOM;MASC;SG
publisert	postavio	publisere	postaviti	ADJ;INDF;SG;V.PTCP	V;MASC;SG;PST;V.PTCP;ACT
publisert	objavljeni	publisere	objaviti	ADJ;INDF;SG;V.PTCP	ADJ;NOM;DEF;MASC;PL;V.PTCP
vis	prikaži	vis	prikaž	N;INDF;NEUT;SG	V;IMP;SG;3;PRS;FIN
vis	pokaži	vis	pokaža	N;INDF;NEUT;SG	V;IMP;SG;2;FIN
vis	prikaži	vis	prikaž	N;INDF;NEUT;SG	V;IMP;SG;3;PRS;FIN
ført	vodio	føre	voditi	ADJ;INDF;NEUT;SG;V.PTCP	V;MASC;SG;PST;V.PTCP;ACT
populære	popularni	populær	popularan	ADJ;PL	ADJ;NOM;DEF;MASC;SG
populære	popularna	populær	popularan	ADJ;PL	ADJ;NOM;DEF;FEM;SG
populære	popularan	populær	popularan	ADJ;PL	ADJ;NOM;INDF;MASC;SG
populære	popularno	populær	popularan	ADJ;PL	ADJ;NOM;DEF;NEUT;SG
populære	popularno	populær	popularan	ADJ;PL	ADJ;NOM;DEF;NEUT;SG
scoret	zabio	scor	zabiti	N;DEF;NEUT;SG	V;MASC;SG;PST;V.PTCP;ACT
scoret	postigao	scor	postići	N;DEF;NEUT;SG	V;MASC;SG;PST;V.PTCP;ACT
nasjonalitet	nacionalnosti	nasjonalitet	nacionalnost	N;INDF;MASC;SG	N;NOM;FEM;PL
delta	delti	delta	delt	V;NFIN	N;DAT;FEM;SG
delta	delta	delta	delta	V;NFIN	N;NOM;FEM;SG
one	jedan	one	jedan		NUM;NOM;MASC;SG
one	jedna	one	jedan		NUM;NOM;FEM;SG
størrelse	veličine	størrelse	veličina	N;INDF;MASC;SG	N;NOM;FEM;PL
nødvendig	neophodna	nødvendig	neophodan	ADJ;INDF;NEUT;SG	ADJ;NOM;DEF;FEM;SG
nødvendig	potrebno	nødvendig	potreban	ADJ;INDF;NEUT;SG	ADJ;NOM;DEF;NEUT;SG
nødvendig	neophodno	nødvendig	neophodan	ADJ;INDF;NEUT;SG	ADJ;NOM;DEF;NEUT;SG
etterfølger	nasljednik	etterfølg	nasljednik	N;INDF;MASC;PL	N;NOM;MASC;SG
etterfølger	nasljednika	etterfølg	nasljednik	N;INDF;MASC;PL	N;ANIM;ACC;MASC;SG
rogaland	rogaland	rogaland	rogaland	N;INDF;NEUT;SG	PROPN;NOM;MASC;SG
republikken	republike	republikk	republika	N;DEF;MASC;SG	N;NOM;FEM;PL
kontakt	kontaktirajte	kontakt	kontaktirati	N;INDF;MASC;SG	V;IMP;PL;2;FIN
eier	posjeduje	eine	posjedovati	N;INDF;NEUT;SG	V;IND;SG;3;PRS;FIN
sju	sedmica	sju	sedmica	NUM;PL	N;NOM;FEM;SG
blå	plavo	blå	plav	ADJ;INDF;SG	ADJ;NOM;DEF;NEUT;SG
blå	plavi	blå	plav	ADJ;INDF;SG	ADJ;NOM;DEF;MASC;SG
blå	plava	blå	plav	ADJ;INDF;SG	ADJ;NOM;DEF;FEM;SG
stat	stanja	stat	stanje	N;INDF;MASC;SG	N;NOM;NEUT;PL
nyere	noviji	nyere	nov	N;INDF;NEUT;SG	ADJ;NOM;DEF;CMPR;MASC;SG
nyere	novije	nyere	nov	N;INDF;NEUT;SG	ADV;CMPR
standard	uobičajeno	standard	uobičajen	N;INDF;MASC;SG	ADJ;NOM;DEF;NEUT;SG
standard	zadani	standard	zadan	N;INDF;MASC;SG	ADJ;NOM;DEF;MASC;SG
standard	standardni	standard	standardan	N;INDF;MASC;SG	ADJ;NOM;DEF;MASC;SG
standard	standardno	standard	standardno	N;INDF;MASC;SG	ADV
standard	standardna	standard	standardan	N;INDF;MASC;SG	ADJ;NOM;DEF;FEM;SG
japansk	japanci	japansk	japanac	ADJ;INDF;SG	N;NOM;MASC;PL
japansk	japanski	japansk	japanski	ADJ;INDF;SG	ADJ;NOM;DEF;MASC;SG
japansk	japanac	japansk	japanac	ADJ;INDF;SG	N;NOM;MASC;SG
japansk	japanska	japansk	japanski	ADJ;INDF;SG	ADJ;NOM;DEF;FEM;SG
føre	vodi	føre	voditi	ADP	V;IND;SG;3;PRS;FIN
føre	olova	føre	olovo	ADP	N;GEN;MASC;SG
føre	olovo	føre	olovo	ADP	N;NOM;MASC;SG
muligens	eventualno	mulig	eventualno	N;GEN;DEF;MASC;SG	ADV
tidlige	rano	tidlig	rano	ADJ;PL	ADV
typisk	tipični	typisk	tipičan	ADJ;INDF;NEUT;SG	ADJ;NOM;DEF;MASC;SG
typisk	tipično	typisk	tipično	ADJ;INDF;NEUT;SG	ADV
helst	poželjno	helst	poželjan	ADV	ADJ;NOM;DEF;NEUT;SG
utdannelse	edukacije	utdannelse	edukacija	N;INDF;MASC;SG	N;NOM;FEM;PL
nasjonal	nacionalni	nasjonal	nacionalan	ADJ;INDF;SG	ADJ;NOM;DEF;MASC;SG
nasjonal	nacionalna	nasjonal	nacionalan	ADJ;INDF;SG	ADJ;NOM;DEF;FEM;SG
ski	ski	ski	ski	N;INDF;MASC;SG	PROPN;NOM;MASC;SG
kaptein	kapetane	kaptein	kapetan	N;INDF;MASC;SG	N;ACC;MASC;PL
ung	mladi	ung	mlad	ADJ;INDF;SG	ADJ;NOM;DEF;MASC;PL
ung	mlade	ung	mlad	ADJ;INDF;SG	ADJ;ACC;DEF;MASC;PL
dekker	dekker	dekke	dekker	V;IND;PRS;FIN	PROPN;NOM;MASC;SG
dekker	pokrivanje	dekke	pokrivanje	V;IND;PRS;FIN	N;NOM;NEUT;SG
unntak	iznimke	unntak	iznimka	N;INDF;NEUT;SG	N;NOM;FEM;PL
rom	space	rom	spaciti	N;INDF;NEUT;SG	ADP
rom	sobe	rom	soba	N;INDF;NEUT;SG	N;NOM;FEM;PL
rom	prostorije	rom	prostorija	N;INDF;NEUT;SG	N;NOM;FEM;PL
hvit	bijeli	hvit	bijel	N;INDF;MASC;SG	ADJ;NOM;DEF;MASC;SG
hvit	bijela	hvit	bijel	N;INDF;MASC;SG	ADJ;NOM;DEF;FEM;SG
hvit	bijelo	hvit	bijel	N;INDF;MASC;SG	ADJ;NOM;NEUT;SG
kvinnelige	ženska	kvinnelig	ženski	ADJ;PL	ADJ;NOM;DEF;FEM;SG
kvinnelige	ženka	kvinnelig	ženka	ADJ;PL	N;NOM;FEM;SG
kvinnelige	žensko	kvinnelig	ženski	ADJ;PL	ADJ;NOM;NEUT;SG
nevnes	spomenuto	nevnes	spomenuti	N;INDF;MASC;SG	ADJ;NOM;DEF;NEUT;SG;V.PTCP;PASS
nevnes	spomenuo	nevnes	spomenuti	N;INDF;MASC;SG	V;MASC;SG;PST;V.PTCP;ACT
representerer	predstavljajući	representere	predstavljati	V;IND;PRS;FIN	ADV;RL
this	ovo	this	ovaj		DET;NOM;NEUT;SG
fred	fred	fred	fred	N;INDF;MASC;SG	PROPN;NOM;MASC;SG
klassisk	klasične	klassisk	klasičan	ADJ;INDF;NEUT;SG	ADJ;NOM;DEF;FEM;PL
klassisk	klasična	klassisk	klasičan	ADJ;INDF;NEUT;SG	ADJ;NOM;DEF;FEM;SG
klassisk	klasična	klassisk	klasičan	ADJ;INDF;NEUT;SG	ADJ;NOM;DEF;FEM;SG
klassisk	klasično	klassisk	klasičan	ADJ;INDF;NEUT;SG	ADV
klassisk	klasični	klassisk	klasičan	ADJ;INDF;NEUT;SG	ADJ;NOM;DEF;MASC;SG
albert	alberte	albert	albert	N;INDF;MASC;SG	N;NOM;FEM;PL
athen	atenu	athen	atena	PROPN	N;ACC;FEM;SG
athen	atene	athen	aten	PROPN	N;NOM;FEM;PL
athen	ateni	athen	atena	PROPN	PROPN;DAT;FEM;SG
athen	atena	athen	atena	PROPN	N;NOM;FEM;SG
nedre	donja	nedre	donji	ADJ;CMPR	ADJ;NOM;DEF;FEM;SG
nedre	niže	nedre	nisko	ADJ;CMPR	ADV;CMPR
omtale	spominjem	omtale	spominjati	N;INDF;FEM;SG	V;IND;SG;1;PRS;FIN
omtale	spomenuti	omtale	spomenuti	N;INDF;FEM;SG	V;NFIN
møter	sastanke	møte	sastanak	V;IND;PRS;FIN	N;ACC;MASC;PL
møter	susreti	møte	susret	V;IND;PRS;FIN	N;NOM;MASC;PL
møter	sastanci	møte	sastanak	V;IND;PRS;FIN	N;NOM;MASC;PL
herrer	gospodo	herre	gospoda	N;INDF;MASC;SG	
herrer	lordovi	herre	lord	N;INDF;MASC;SG	N;NOM;MASC;PL
herrer	gospodari	herre	gospodar	N;INDF;MASC;SG	N;NOM;MASC;PL
private	privatno	privat	privatno	ADJ;PL	ADV
private	private	privat	privati	ADJ;PL	N;NOM;MASC;SG
private	privatni	privat	privatan	ADJ;PL	ADJ;NOM;DEF;MASC;SG
avholdt	održan	avhold	održati	N;INDF;NEUT;SG	ADJ;NOM;MASC;SG;V.PTCP;PASS
avholdt	održana	avhold	održati	N;INDF;NEUT;SG	ADJ;NOM;DEF;FEM;SG;V.PTCP;PASS
avholdt	držao	avhold	držati	N;INDF;NEUT;SG	V;MASC;SG;PST;V.PTCP;ACT
brøt	slomio	brøt	slomiti	N;INDF;NEUT;SG	V;MASC;SG;PST;V.PTCP;ACT
brøt	razbio	brøt	razbiti	N;INDF;NEUT;SG	V;MASC;SG;PST;V.PTCP;ACT
skarabider	scarabaeidae	skarabid	scarabaeida	N;INDF;FEM;PL	N;NOM;MASC;SG
johann	johann	johann	johann	N;INDF;MASC;SG	PROPN;NOM;MASC;SG
fjernet	uklonjen	fjern	ukloniti	N;DEF;NEUT;SG	ADJ;NOM;MASC;SG;V.PTCP;PASS
fjernet	uklonjeni	fjern	ukloniti	N;DEF;NEUT;SG	ADJ;NOM;DEF;MASC;PL;V.PTCP
fjernet	uklonjena	fjern	ukloniti	N;DEF;NEUT;SG	ADJ;NOM;DEF;FEM;SG;V.PTCP;PASS
fjernet	uklonili	fjern	ukloniti	N;DEF;NEUT;SG	V;MASC;PL;PST;V.PTCP;ACT
innsats	napore	innsats	napor	N;INDF;MASC;SG	N;ACC;MASC;PL
innsats	napori	innsats	napor	N;INDF;MASC;SG	N;NOM;MASC;PL
innsats	napori	innsats	napor	N;INDF;MASC;SG	N;NOM;MASC;PL
hjemme	doma	hjemme	doma		ADV
hjemme	kući	hjemme	kuća		N;DAT;FEM;SG
hjemme	dom	hjemme	dom		N;NOM;MASC;SG
drift	drift	drift	drift	N;INDF;FEM;SG	ADP
regissert	režirao	regissere	režirati	ADJ;INDF;SG;V.PTCP	V;MASC;SG;PST;V.PTCP;ACT
regissert	usmjerena	regissere	usmjeriti	ADJ;INDF;SG;V.PTCP	ADJ;NOM;DEF;FEM;SG;V.PTCP
regissert	usmjereno	regissere	usmjeriti	ADJ;INDF;SG;V.PTCP	ADJ;NOM;DEF;NEUT;SG;V.PTCP;PASS
lære	naučiti	lære	naučiti	N;INDF;FEM;SG	V;NFIN
lære	naučite	lære	naučiti	N;INDF;FEM;SG	V;IND;PL;2;PRS;FIN
lære	učite	lære	učiti	N;INDF;FEM;SG	V;IND;PL;2;PRS;FIN
lære	uči	lære	učiti	N;INDF;FEM;SG	V;IND;SG;3;PRS;FIN
lære	nauči	lære	naučiti	N;INDF;FEM;SG	V;IMP;SG;2;PRS;FIN
kjøpte	kupljen	kjøpe	kupiti	V;IND;PST;FIN	ADJ;NOM;MASC;SG;V.PTCP;PASS
kjøpte	kupljeno	kjøpe	kupljen	V;IND;PST;FIN	ADJ;NOM;DEF;NEUT;SG;V.PTCP;PASS
kjøpte	kupljena	kjøpe	kupiti	V;IND;PST;FIN	ADJ;NOM;DEF;FEM;SG;V.PTCP
drevet	vozio	drev	voziti	N;DEF;NEUT;SG	V;MASC;SG;PST;V.PTCP;ACT
north	sjeverno	north	sjeverno	PROPN	ADV
north	sjeverna	north	sjeveran	PROPN	ADJ;NOM;DEF;FEM;SG
north	sjever	north	sjever	PROPN	N;NOM;MASC;SG
uttrykk	izrazi	uttrykk	izraz	N;INDF;NEUT;SG	N;NOM;MASC;PL
hvilken	koje	hvilk	koji	N;DEF;MASC;SG	DET;NOM;FEM;SG
hvilken	koja	hvilk	koji	N;DEF;MASC;SG	DET;NOM;FEM;SG
hvilken	koji	hvilk	koji	N;DEF;MASC;SG	DET;NOM;MASC;SG
innført	uveo	innføre	uvesti	ADJ;INDF;NEUT;SG;V.PTCP	V;MASC;SG;PST;V.PTCP;ACT
innført	uvela	innføre	uvesti	ADJ;INDF;NEUT;SG;V.PTCP	V;FEM;SG;PST;V.PTCP;ACT
innført	predstavio	innføre	predstaviti	ADJ;INDF;NEUT;SG;V.PTCP	V;MASC;SG;PST;V.PTCP;ACT
endring	promijeni	endring	promijeniti	N;INDF;FEM;SG	V;IND;SG;3;PRS;FIN
økt	povećana	økt	povećati	N;INDF;FEM;SG	ADJ;NOM;DEF;FEM;SG;V.PTCP
økt	povećan	økt	povećati	N;INDF;FEM;SG	ADJ;NOM;INDF;MASC;SG;V.PTCP
finsk	finska	finsk	finski	N;INDF;MASC;SG	ADJ;NOM;DEF;FEM;SG
finsk	finski	finsk	finski	N;INDF;MASC;SG	ADJ;NOM;DEF;MASC;SG
nederlandsk	dutch	nederlandsk	dutch	N;INDF;MASC;SG	ADP
nederlandsk	nizozemski	nederlandsk	nizozemski	N;INDF;MASC;SG	ADJ;NOM;DEF;MASC;SG
osv	itd	osv.	itd	ADV	
mitt	moj	min	moj	PRO;NEUT;SG	DET;NOM;MASC;SG;1
mitt	moja	min	moj	PRO;NEUT;SG	DET;NOM;FEM;SG;1
mitt	moje	min	moj	PRO;NEUT;SG	DET;NOM;FEM;SG;1
portugal	portugal	portugal	portugal	N;INDF;MASC;SG	PROPN;NOM;FEM;SG
sikre	osigurano	sikre	osigurati	N;INDF;FEM;SG	ADJ;NOM;DEF;NEUT;SG;V.PTCP;PASS
sikre	osigurati	sikre	osigurati	N;INDF;FEM;SG	V;NFIN
odd	čudno	odd	čudno	N;MASC	ADV
lavere	donja	lavere	donji	N;INDF;MASC;SG	ADJ;NOM;DEF;FEM;SG
lavere	niže	lavere	nisko	N;INDF;MASC;SG	ADV;CMPR
johansen	johansen	johanse	johansen	N;DEF;MASC;SG	ADJ;NOM;MASC;SG
sitter	sjedeći	sitter	sjedeći	N;INDF;MASC;SG	ADV;PRS;V.CVB
militær	vojska	militær	vojska	ADJ;INDF;SG	N;NOM;FEM;SG
militær	vojni	militær	vojni	ADJ;INDF;SG	ADJ;NOM;DEF;MASC;SG
sterke	snažno	sterk	snažno	ADJ;PL	ADV
sterke	jak	sterk	jak	ADJ;PL	ADJ;NOM;INDF;MASC;SG
sterke	jaka	sterk	jak	ADJ;PL	ADJ;NOM;DEF;FEM;SG
rød	crveno	rød	crven	N;INDF;NEUT;SG	ADV
rød	crvena	rød	crven	N;INDF;NEUT;SG	ADJ;NOM;DEF;FEM;SG
rød	crven	rød	crven	N;INDF;NEUT;SG	ADJ;NOM;INDF;MASC;SG
rød	crveni	rød	crven	N;INDF;NEUT;SG	ADJ;NOM;DEF;MASC;SG
south	jugu	south	jug	PROPN	N;DAT;MASC;SG
south	južno	south	južno	PROPN	ADV
south	jug	south	jug	PROPN	N;NOM;MASC;SG
energi	energije	energi	energija	N;INDF;MASC;SG	N;NOM;FEM;PL
solgte	prodan	solgje	prodati	V;IND;PST;FIN	ADJ;NOM;MASC;SG;V.PTCP;PASS
solgte	prodano	solgje	prodano	V;IND;PST;FIN	ADJ;NOM;NEUT;SG;V.PTCP;PASS
internasjonalt	international	internasjonal	international	ADJ;INDF;NEUT;SG	ADP
internasjonalt	međunarodni	internasjonal	međunarodan	ADJ;INDF;NEUT;SG	ADJ;NOM;DEF;MASC;SG
besto	prošao	besto	proći	N;INDF;MASC;SG	V;MASC;SG;PST;V.PTCP;ACT
besto	položio	besto	položiti	N;INDF;MASC;SG	V;MASC;SG;PST;V.PTCP;ACT
besto	sastojao	besto	sastojati	N;INDF;MASC;SG	V;MASC;SG;PST;V.PTCP;ACT
pinyin	pinyin	pinyin	pinyin	N;INDF;NEUT;SG	PROPN;NOM;MASC;SG
sosiale	društveni	sosial	društven	ADJ;PL	ADJ;NOM;DEF;MASC;SG
sosiale	društveno	sosial	društveno	ADJ;PL	ADV
sosiale	društvena	sosial	društven	ADJ;PL	ADJ;NOM;DEF;FEM;SG
sosiale	socijalna	sosial	socijalan	ADJ;PL	ADJ;NOM;DEF;FEM;SG
union	union	union	union	N;INDF;MASC;SG	ADP
våre	naše	vår	naš	PRO;PL	DET;NOM;FEM;SG;1
våre	naš	vår	naš	PRO;PL	DET;NOM;MASC;SG;1
våre	naša	vår	naš	PRO;PL	DET;NOM;FEM;SG;1
våre	naši	vår	naš	PRO;PL	DET;NOM;MASC;PL;1
våre	nase	vår	nasti	PRO;PL	ADJ;NOM;DEF;FEM;PL
våre	nasi	vår	biti	PRO;PL	ADJ;NOM;DEF;MASC;PL
våre	naše	vår	naš	PRO;PL	DET;NOM;FEM;SG;1
våre	naš	vår	naš	PRO;PL	DET;NOM;MASC;SG;1
våre	naša	vår	naš	PRO;PL	DET;NOM;FEM;SG;1
våre	nase	vår	nasti	PRO;PL	ADJ;NOM;DEF;FEM;PL
wales	wales	wales	wales	N;INDF;SG	PROPN;NOM;MASC;SG
perioder	razdoblja	periode	razdoblje	N;INDF;MASC;SG	N;NOM;NEUT;PL
spill	utakmice	spill	utakmica	N;INDF;NEUT;SG	N;NOM;FEM;PL
spill	igre	spill	igra	N;INDF;NEUT;SG	N;NOM;FEM;PL
spill	igrice	spill	igrica	N;INDF;NEUT;SG	N;NOM;FEM;PL
