من	מי	مِن	מי	ADP	ADV
الروسي	רוסית	رُوسِيّ	רוסית	ADJ;NOM;DEF;MASC;SG	PROPN
الروسي	רוסי	رُوسِيّ	רוסי	ADJ;NOM;DEF;MASC;SG	N;MASC;SG
مصطلحات	מינוח	مُصطَلَح	מינוח	N;NOM;INDF;PL	N;MASC;SG
الدستور	החוקה	دُستُور	החוקה	N;NOM;DEF;SG	ADV
التقنية	טכניים	تَقنِيَّة	טכני	N;NOM;DEF;SG	ADJ;MASC;PL
التقنية	טכניות	تَقنِيَّة	טכני	N;NOM;DEF;SG	N;FEM;PL
التقنية	טק	تَقنِيَّة	טק	N;NOM;DEF;SG	
الجلد	מעור	جَلد	מעור	N;NOM;DEF;SG	
الجلد	העור	جَلد	העור	N;NOM;DEF;SG	
الصحراء	סהרה	صَحرَاء	סהרה	N;NOM;DEF;SG	PROPN
الصحراء	המדבר	صَحرَاء	המדבר	N;NOM;DEF;SG	PROPN
ديفيد	דויד	دِيفِيد	דויד		PROPN
ديفيد	דיוויד	دِيفِيد	דיוויד		PROPN
ديفيد	דיויד	دِيفِيد	דיויד		PROPN
ديفيد	דייוויד	دِيفِيد	דייוויד		PROPN
ديفيد	דוד	دِيفِيد	דוד		PROPN
ديفيد	דייויד	دِيفِيد	דייויד		PROPN
التصويت	הצביעו	تَصوِيت	הצביע	N;NOM;DEF;SG	V;PL;3;PST;ACT
التصويت	להצביע	تَصوِيت	הצביע	N;NOM;DEF;SG	V;NFIN;ACT
التصويت	תצביעו	تَصوِيت	הצביע	N;NOM;DEF;SG	V;PL;1;FUT;ACT
التصويت	מצביע	تَصوِيت	הצביע	N;NOM;DEF;SG	V;MASC;SG;V.PTCP;ACT
التصويت	ההצבעה	تَصوِيت	ההצבעה	N;NOM;DEF;SG	PROPN
ماري	מרי	مَارِي	מרי		PROPN
ماري	מארי	مَارِي	מארי		PROPN
تعليم	מלמד	تَعلِيم	לימד	N;NOM;INDF;SG	V;MASC;SG;V.PTCP;ACT
تعليم	מלמדת	تَعلِيم	לימד	N;NOM;INDF;SG	V;FEM;SG;V.PTCP;ACT
القرار	ההחלטה	قَرَار	ההחלטה	N;NOM;DEF;SG	PROPN
شعب	מחלקות	شَعب	מחלקה	N;NOM;INDF;SG	N;FEM;PL
برشلونة	ברקה	برشلونة	ברקה		PROPN
برشلونة	ברצלונה	برشلونة	ברצלונה		PROPN
النظرية	תאוריה	نَظَرِيَّة	תאוריה		N;FEM;SG
النظرية	תיאוריה	نَظَرِيَّة	תיאוריה		PROPN
الديمقراطي	דמוקרטית	دِيمُقرَاطِيّ	דמוקרטי	N;NOM;DEF;SG	ADV
وصلة	קישור	وِصلَة	קישור	N;NOM;INDF;SG	
وصلة	לינק	وِصلَة	לינק	N;NOM;INDF;SG	PROPN
رابطة	האגודה	رَابِطَة	האגודה	N;NOM;INDF;SG	PROPN
المنتج	מפיקה	مُنتَج	הפיק	N;NOM;DEF;SG	V;FEM;SG;V.PTCP;ACT
القديس	קדוש	قِدِّيس	קדוש	N;NOM;DEF;SG	
القديس	הקדוש	قِدِّيس	הקדוש	N;NOM;DEF;SG	PROPN
القديس	קדושה	قِدِّيس	קדוש	N;NOM;DEF;SG	PROPN
بحث	חפש	بَحَث	חפש	V;PFV;MASC;SG;3;ACT	
بحث	חיפוש	بَحَث	חיפוש	V;PFV;MASC;SG;3;ACT	N;MASC;SG
بحث	חפשי	بَحَث	חפש	V;PFV;MASC;SG;3;ACT	
بحث	מחקר	بَحَث	מחקר	V;PFV;MASC;SG;3;ACT	N;MASC;SG
غالبا	ברובו	غَالِب	ברובו	ADJ;ACC;INDF;MASC;SG	
غالبا	לרוב	غَالِب	ררוב	ADJ;ACC;INDF;MASC;SG	
غالبا	בעיקר	غَالِب	בעיקר	ADJ;ACC;INDF;MASC;SG	ADV
الجنس	מין	جِنس	מין	N;NOM;DEF;SG	
الجنس	סקס	جِنس	סקס	N;NOM;DEF;SG	
الرعاية	אכפת	رِعَايَة	אכפת	N;NOM;DEF;SG	
الحقيقة	האמת	حَقِيقَة	האמה	N;NOM;DEF;SG	ADV
الحجم	נפח	حَجم	נפח	N;NOM;DEF;SG	
الحجم	כרך	حَجم	כרך	N;NOM;DEF;SG	
تصوير	צילום	تَصوِير	צילום	N;NOM;INDF;SG	PROPN
شيخ	שייח	شَيخ	שייח	N;NOM;INDF;SG	PROPN
تقدر	מוערך	قَدَّر	הוערך	V;IPFV;FEM;IND;SG;3;FIN;PASS	V;MASC;SG;V.PTCP;PASS
تقدر	מוערכת	قَدَّر	הוערך	V;IPFV;FEM;IND;SG;3;FIN;PASS	V;FEM;SG;V.PTCP;PASS
يذكر	מזכיר	ذَكَر	מזכיר	V;IPFV;MASC;IND;SG;3;FIN;PASS	N;MASC;SG
يذكر	מוזכר	ذَكَر	הוזכר	V;IPFV;MASC;IND;SG;3;FIN;PASS	V;MASC;SG;V.PTCP;PASS
منتج	מפיקה	مُنتَج	הפיק	N;NOM;INDF;SG	V;FEM;SG;V.PTCP;ACT
كيلومتر	קילומטר	كيلومتر	קילומטר		N;MASC;SG
كمال	שלמות	كمال	שלמות		
كمال	השלמות	كمال	השלמה		N;FEM;PL
كمال	כמאל	كمال	כמאל		PROPN
حمض	חומצה	حَمض	חומצה		N;FEM;SG
انتشار	מתפשט	اِنتِشَار	התפשט	N;NOM;INDF;SG	V;MASC;SG;V.PTCP
انتشار	התפשט	اِنتِشَار	התפשט	N;NOM;INDF;SG	V;MASC;SG;3;PST
انتشار	להפיץ	اِنتِشَار	הפיץ	N;NOM;INDF;SG	V;NFIN;ACT
النقاش	דיון	النقاش	דיון		N;MASC;SG
النقاش	דיון	النقاش	דיון		N;MASC;SG
النقاش	ויכוח	النقاش	ויכוח		N;MASC;SG
النقاش	עימות	النقاش	עימות		N;FEM;SG
سابقا	בעבר	سَابِق	בעבר	ADJ;ACC;INDF;MASC;SG	
المدني	אזרחי	مَدَنِيّ	אזרח	ADJ;NOM;DEF;MASC;SG	N;MASC;PL
المدني	אזרחית	مَدَنِيّ	אזרחי	ADJ;NOM;DEF;MASC;SG	ADV
المدني	אזרחית	مَدَنِيّ	אזרחי	ADJ;NOM;DEF;MASC;SG	ADV
المدني	אזרח	مَدَنِيّ	אזרח	ADJ;NOM;DEF;MASC;SG	N;MASC;SG
المدني	אזרחי	مَدَنِيّ	אזרח	ADJ;NOM;DEF;MASC;SG	N;MASC;PL
المدني	סיוויק	مَدَنِيّ	סיוויק	ADJ;NOM;DEF;MASC;SG	PROPN
دكتور	דוקטור	دُكتُور	None		PROPN
دكتور	רופא	دُكتُور	רופא		N;MASC;SG
يعيش	live	عَاش	live	V;IPFV;MASC;IND;SG;3;FIN;ACT	
يعيش	חי	عَاش	חי	V;IPFV;MASC;IND;SG;3;FIN;ACT	
مسلم	המוסלמי	مُسلِم	המוסלמי	N;NOM;INDF;SG	PROPN
مسلم	מוסלמים	مُسلِم	מוסלמי	N;NOM;INDF;SG	N;MASC;PL
مسلم	מוסלמית	مُسلِم	מוסלמי	N;NOM;INDF;SG	ADV
مسلم	מוסלמי	مُسلِم	מוסלמי	N;NOM;INDF;SG	PROPN
الجولة	עגול	جَولَة	עגול	N;NOM;DEF;SG	
مبارك	תתחדש	مبارك	התחדש		V;FEM;SG;3;FUT
مبارك	מבורכת	مبارك	מבורך		ADJ;FEM;SG
مبارك	ברוך	مبارك	ברוך		PROPN
مبارك	מבורך	مبارك	מבורך		
مبارك	יתברך	مبارك	התברך		V;MASC;SG;3;FUT
مؤسس	המייסד	مُؤَسِّس	המייסד		PROPN
مؤسس	מייסד	مُؤَسِّس	ייסד		PROPN
نظم	מערכות	نَظَّم	מערכת	V;PFV;MASC;SG;3;ACT	N;FEM;PL
عسكري	צבא	عَسكَرِيّ	צבא	ADJ;NOM;INDF;MASC;SG	N;MASC;SG
المزيد	עוד	مَزِيد	עוד	N;NOM;DEF;SG	ADV
المزيد	יותר	مَزِيد	יותר	N;NOM;DEF;SG	ADV
كاملة	מלא	كَامِل	מלא	ADJ;NOM;INDF;FEM;SG	
كاملة	מלאים	كَامِل	מלא	ADJ;NOM;INDF;FEM;SG	ADJ;MASC;PL
كاملة	מלאה	كَامِل	מלא	ADJ;NOM;INDF;FEM;SG	ADV
كاملة	השלם	كَامِل	השלם	ADJ;NOM;INDF;FEM;SG	
كاملة	הושלם	كَامِل	הושלם	ADJ;NOM;INDF;FEM;SG	V;MASC;SG;3;PST;PASS
منصور	מנסור	منصور	מנסור		PROPN
الذهبي	זהב	ذَهَبِيّ	זהב	ADJ;NOM;DEF;MASC;SG	N;MASC;SG
الذهبي	זהוב	ذَهَبِيّ	זהוב	ADJ;NOM;DEF;MASC;SG	
الذهبي	גולדן	ذَهَبِيّ	גולדן	ADJ;NOM;DEF;MASC;SG	PROPN
بدء	התחל	بَدء	התחל	N;NOM;INDF;SG	PROPN
بدء	מתחילה	بَدء	התחיל	N;NOM;INDF;SG	V;FEM;SG;V.PTCP;ACT
بدء	מתחיל	بَدء	התחיל	N;NOM;INDF;SG	V;MASC;SG;V.PTCP
بدء	החל	بَدء	None	N;NOM;INDF;SG	ADP
العظيم	מעולה	عَظِيم	מעולה	ADJ;NOM;DEF;MASC;SG	
العظيم	אחלה	عَظِيم	אחלה	ADJ;NOM;DEF;MASC;SG	
صحيح	ימין	صَحِيح	ימין	ADJ;NOM;INDF;MASC;SG	N;MASC;SG
صحيح	צודק	صَحِيح	צדק	ADJ;NOM;INDF;MASC;SG	V;MASC;SG;V.PTCP;ACT
صحيح	נכונות	صَحِيح	נכונות	ADJ;NOM;INDF;MASC;SG	N;FEM;SG
صحيح	אמת	صَحِيح	אמת	ADJ;NOM;INDF;MASC;SG	N;FEM;SG
رسوم	דמי	رَسم	None	N;NOM;INDF;PL	N;PSSD;MASC;PL
القيمة	הערך	قِيمَة	הערך	N;NOM;DEF;SG	
الشيعة	שיעי	شِيعَة	שיעי	N;NOM;DEF;SG	PROPN
مستقلة	עצמאית	مُستَقِلّ	עצמאי	ADJ;NOM;INDF;FEM;SG	ADV
مستقلة	עצמאיות	مُستَقِلّ	עצמאי	ADJ;NOM;INDF;FEM;SG	ADJ;FEM;PL
مستقلة	עצמאיים	مُستَقِلّ	עצמאי	ADJ;NOM;INDF;FEM;SG	ADJ;MASC;PL
مستقلة	בעצמאות	مُستَقِلّ	בעצמאות	ADJ;NOM;INDF;FEM;SG	ADV
مستقلة	האוטונומית	مُستَقِلّ	האוטונומי	ADJ;NOM;INDF;FEM;SG	ADV
قرر	החלטת	قَرَّر	החלטה	V;PFV;MASC;SG;3;ACT	N;PSSD;FEM;SG
قرر	החליטו	قَرَّر	החליט	V;PFV;MASC;SG;3;ACT	V;PL;3;PST;ACT
قرر	החלטתי	قَرَّر	החלטתי	V;PFV;MASC;SG;3;ACT	V;SG;1;PST;ACT
قرر	הוחלט	قَرَّر	הוחלט	V;PFV;MASC;SG;3;ACT	V;MASC;SG;3;PST;PASS
الاستخدام	להשתמש	اِستِخدَام	השתמש	N;NOM;DEF;SG	V;NFIN
الاستخدام	השתמש	اِستِخدَام	השתמש	N;NOM;DEF;SG	V;MASC;SG;3;PST
مايكل	מיכאל	مَايكِل	מיכאל		PROPN
مايكل	מייקל	مَايكِل	מייקל		PROPN
تحول	המרה	تَحَوَّل	המרה	V;PFV;MASC;SG;3;ACT	
البابا	אפיפיור	البابا	אפיפיור		PROPN
البابا	פופ	البابا	פופ		PROPN
قدرة	היכולת	قُدرَة	היכולת	N;NOM;INDF;SG	PROPN
النتائج	התוצאות	نَتِيجَة	התוצאות	N;NOM;DEF;PL	N;FEM;SG
المحور	ציר	مِحوَر	ציר	N;NOM;DEF;SG	
المحور	האב	مِحوَر	האב	N;NOM;DEF;SG	
المحور	ציר	مِحوَر	ציר	N;NOM;DEF;SG	
تدور	ספין	دَار	ספין	V;IPFV;FEM;IND;SG;3;FIN;ACT	PROPN
تسجيل	תקליט	تَسجِيل	הקליט	N;NOM;INDF;SG	PROPN
تسجيل	רשום	تَسجِيل	רשם	N;NOM;INDF;SG	PROPN
تسجيل	להירשם	تَسجِيل	נרשם	N;NOM;INDF;SG	V;NFIN;MID
الفكر	חשבתי	فِكر	חשב	N;NOM;DEF;SG	V;SG;1;PST
الفكر	חשבה	فِكر	חשב	N;NOM;DEF;SG	V;FEM;SG;3;PST
استخدم	שימוש	اِستَخدَم	שימוש	V;PFV;MASC;SG;3;ACT	N;MASC;SG
استخدم	משומש	اِستَخدَم	משומש	V;PFV;MASC;SG;3;ACT	V;MASC;SG;V.PTCP;PASS
استخدم	בשימוש	اِستَخدَم	בשימוש	V;PFV;MASC;SG;3;ACT	PROPN
سيرة	ביוגרפיה	سِيرَة	ביוגרפיה	N;NOM;INDF;SG	PROPN
سيرة	הביוגרפיה	سِيرَة	הביוגרפיה	N;NOM;INDF;SG	PROPN
المصطلح	מונח	المصطلح	הונח	N;NOM;DEF;SG	V;MASC;SG;V.PTCP;PASS
مرور	חולף	مُرُور	חלף	N;NOM;INDF;SG	PROPN
مرور	עובר	مُرُور	עבר	N;NOM;INDF;SG	V;MASC;SG;V.PTCP;ACT
مرور	חולפת	مُرُور	חולף	N;NOM;INDF;SG	ADJ;FEM;SG
مرور	מעבר	مُرُور	מעבר	N;NOM;INDF;SG	
المستقبل	עתידי	مُستَقبَل	עתידי	N;NOM;DEF;SG	ADJ;MASC;SG
المستقبل	העתיד	مُستَقبَل	העתיד	N;NOM;DEF;SG	ADV
توقيع	חתום	تَوقِيع	חתום	N;NOM;INDF;SG	PROPN
توقيع	חתם	تَوقِيع	חתם	N;NOM;INDF;SG	PROPN
توقيع	נחתם	تَوقِيع	נחתם	N;NOM;INDF;SG	V;MASC;SG;3;PST;MID
توقيع	החתימה	تَوقِيع	החתים	N;NOM;INDF;SG	V;FEM;SG;3;PST;ACT
سلام	שלום	سَلَام	שלום	N;NOM;INDF;SG	PROPN
سلام	השלום	سَلَام	השלום	N;NOM;INDF;SG	
سلام	שלווה	سَلَام	שלווה	N;NOM;INDF;SG	
سلام	סלאם	سَلَام	סלאם	N;NOM;INDF;SG	PROPN
الفلسطيني	פלסטינים	فِلَسطِينِيّ	פלסטיני	N;NOM;DEF;SG	N;MASC;PL
تفسير	לפרש	تَفسِير	פירש	N;NOM;INDF;SG	V;NFIN;ACT
متوسط	ממוצע	مُتَوَسِّط	ממוצע	ADJ;NOM;INDF;MASC;SG	N;MASC;SG
متوسط	הממוצע	مُتَوَسِّط	הממוצע	ADJ;NOM;INDF;MASC;SG	PROPN
متوسط	מדיום	مُتَوَسِّط	מדיום	ADJ;NOM;INDF;MASC;SG	N;MASC;SG
متوسط	מדיה	مُتَوَسِّط	מדיה	ADJ;NOM;INDF;MASC;SG	N;MASC;SG
يجعل	גורם	جَعَل	גורם	V;IPFV;MASC;IND;SG;3;FIN;ACT	N;MASC;SG
يجعل	הופך	جَعَل	הפך	V;IPFV;MASC;IND;SG;3;FIN;ACT	V;MASC;SG;V.PTCP;ACT
نص	הטקסט	نَصّ	הטקסט	N;NOM;INDF;SG	PROPN
نص	התסריט	نَصّ	התסריט	N;NOM;INDF;SG	
الزواج	נישואים	زَوَاج	נישואין	N;NOM;DEF;SG	N;MASC;PL
الزواج	נישואין	زَوَاج	נישואין	N;NOM;DEF;SG	N;MASC;PL
الصغير	קטן	صَغِير	קטן		ADJ;MASC;SG
الصغير	קטנה	صَغِير	קטן		ADJ;FEM;SG
الصغير	ליטל	صَغِير	ניטל		PROPN
توماس	תומאס	تُومَاس	תומאס		PROPN
كيلو	קילו	كِيلُو	קילוגרם		N;MASC;SG
المتحف	המוזיאון	مَتحَف	המוזיאון	N;NOM;DEF;SG	PROPN
مساعد	עוזרת	مُسَاعِد	עוזר	N;NOM;INDF;SG	ADJ;FEM;SG
مساعد	מסייע	مُسَاعِد	סייע	N;NOM;INDF;SG	V;MASC;SG;V.PTCP;ACT
سيف	חרב	سيف	חרב		
قضية	קייס	قَضِيَّة	קייס	N;NOM;INDF;SG	PROPN
مجمع	מורכבים	مَجمَع	מורכב	N;NOM;INDF;SG	V;MASC;PL;V.PTCP;PASS
مجمع	מורכב	مَجمَع	מורכב	N;NOM;INDF;SG	V;MASC;SG;V.PTCP;PASS
مجمع	מורכבת	مَجمَع	הורכב	N;NOM;INDF;SG	V;FEM;SG;V.PTCP;PASS
مجمع	מתחם	مَجمَع	מתחם	N;NOM;INDF;SG	PROPN
مجمع	תסביך	مَجمَع	תסביך	N;NOM;INDF;SG	PROPN
مجمع	מתחם	مَجمَع	מתחם	N;NOM;INDF;SG	PROPN
شاعر	המשורר	شَاعِر	המשורר	N;NOM;INDF;SG	PROPN
الفقه	דוקטרינת	فِقه	דוקטרינה		N;PSSD;FEM;SG
صندوق	קופסא	صُندُوق	קופסא	N;NOM;INDF;SG	
ام	אום	إِم	אום		PROPN
ام	אמא	إِم	אמא		N;FEM;SG
ام	אימא	إِم	אימא		
حجر	סטון	حَجَر	סטון	N;NOM;INDF;SG	PROPN
حجر	אבן	حَجَر	אבן	N;NOM;INDF;SG	
العلامة	סמני	عَلَامَة	סמני	N;NOM;DEF;SG	PROPN
العلامة	מארק	عَلَامَة	מארק	N;NOM;DEF;SG	PROPN
العلامة	מרק	عَلَامَة	מרק	N;NOM;DEF;SG	
العلامة	סמן	عَلَامَة	סמן	N;NOM;DEF;SG	
كتلة	מיסה	كُتلَة	מיסה	N;NOM;INDF;SG	PROPN
كتلة	מסת	كُتلَة	מסת	N;NOM;INDF;SG	PROPN
كتلة	בלוק	كُتلَة	בלוק	N;NOM;INDF;SG	PROPN
كتلة	חסום	كُتلَة	חסום	N;NOM;INDF;SG	ADJ;MASC;SG
كتلة	לחסום	كُتلَة	חסם	N;NOM;INDF;SG	V;NFIN;ACT
منزل	הביתה	مَنزِل	הביתה	N;NOM;INDF;SG	ADV
منزل	הום	مَنزِل	הום	N;NOM;INDF;SG	
منزل	בבית	مَنزِل	בבית	N;NOM;INDF;SG	
منزل	הבית	مَنزِل	הבית	N;NOM;INDF;SG	ADV
منزل	home	مَنزِل	home	N;NOM;INDF;SG	
منزل	הבית	مَنزِل	הבית	N;NOM;INDF;SG	ADV
منزل	האוס	مَنزِل	האוס	N;NOM;INDF;SG	PROPN
حاول	נסי	حَاوَل	נסי	V;MASC;IMP;SG;FIN	
حاول	נסה	حَاوَل	נסה	V;MASC;IMP;SG;FIN	PROPN
موسوعة	אנציקלופדיה	مَوسُوع	אנציקלופדיה	N;NOM;INDF;SG	PROPN
انتهت	סיימתי	اِنتَهَى	סיימתי	V;PFV;FEM;SG;3;ACT	V;SG;1;PST;ACT
الجبهة	מצח	جَبهَة	מצח	N;NOM;DEF;SG	
الجبهة	קדמי	جَبهَة	קדם	N;NOM;DEF;SG	PROPN
الجبهة	החזית	جَبهَة	החזית	N;NOM;DEF;SG	ADV
الجبهة	לחזית	جَبهَة	לחזית	N;NOM;DEF;SG	ADV
مجرد	פשוט	مُجَرَّد	פשוט	N;NOM;INDF;SG	
مجرد	רק	مُجَرَّد	רק	N;NOM;INDF;SG	ADV
رؤية	חזון	رُؤيَة	חזון	N;NOM;INDF;SG	
الخامسة	החמישי	خَامِس	החמיש	ADJ;NOM;DEF;FEM;SG	V;MASC;SG;3;PST;ACT
الخامسة	חמישית	خَامِس	חמישית	ADJ;NOM;DEF;FEM;SG	NUM;FEM;SG
الخامسة	חמישי	خَامِس	חמישי	ADJ;NOM;DEF;FEM;SG	PROPN
حديقة	פארק	حَدِيقَة	פארק	N;NOM;INDF;SG	PROPN
حديقة	הגן	حَدِيقَة	הגן	N;NOM;INDF;SG	
ميناء	נמל	مِينَاء	נמל	N;NOM;INDF;SG	PROPN
ميناء	פורט	مِينَاء	פורט	N;NOM;INDF;SG	PROPN
قصير	קיצור	قَصِير	קיצור	ADJ;NOM;INDF;MASC;SG	N;MASC;SG
قصير	קצרה	قَصِير	קצר	ADJ;NOM;INDF;MASC;SG	ADV
الحرية	החופש	حُرِّيَّة	החופש	N;NOM;DEF;SG	ADV
البرية	פראי	بَرِّيّ	פראי	N;NOM;DEF;SG	ADJ;MASC;SG
البرية	פרוע	بَرِّيّ	פרוע	N;NOM;DEF;SG	ADJ;MASC;SG
البرية	פרא	بَرِّيّ	פרא	N;NOM;DEF;SG	
البرية	שממה	بَرِّيّ	שממה	N;NOM;DEF;SG	PROPN
سم	רעל	سَمّ	רעל		
موسكو	מוסקבה	مُوسكُو	מוסקבה		PROPN
حمد	חמד	حمد	חמד		PROPN
حمد	חאמד	حمد	חאמד		PROPN
النصر	הניצחון	النصر	הניצחון		PROPN
النصر	נצחון	النصر	ניצחון		N;MASC;SG
النصر	ניצחון	النصر	ניצחון		N;MASC;SG
المدنية	אזרחי	مَدَنِيّ	אזרח	ADJ;NOM;DEF;FEM;SG	N;MASC;PL
المدنية	אזרחית	مَدَنِيّ	אזרחי	ADJ;NOM;DEF;FEM;SG	ADV
المدنية	סיוויק	مَدَنِيّ	סיוויק	ADJ;NOM;DEF;FEM;SG	PROPN
زيد	זייד	زيد	זייד		PROPN
زيد	זד	زيد	זד		PROPN
الحضور	משתתפים	حُضُور	השתתף	N;NOM;DEF;SG	V;MASC;PL;V.PTCP
الحضور	נוכחים	حُضُور	נוכח	N;NOM;DEF;SG	N;MASC;PL
النصف	מחצית	نِصف	None	N;NOM;DEF;SG	DET;PSSD
النصف	חצי	نِصف	חץ	N;NOM;DEF;SG	N;PSSD;MASC;PL
المجاورة	שכנות	مُجَاوِر	שכנות	ADJ;NOM;DEF;FEM;SG	N;FEM;SG
المقدس	קדושה	مُقَدَّس	קדוש	N;NOM;DEF;SG	PROPN
المقدس	מקודשת	مُقَدَّس	קודש	N;NOM;DEF;SG	V;FEM;SG;V.PTCP;PASS
المقدس	מקודש	مُقَدَّس	קודש	N;NOM;DEF;SG	V;MASC;SG;V.PTCP;PASS
المقدس	קדוש	مُقَدَّس	קדוש	N;NOM;DEF;SG	
المقدس	קדושה	مُقَدَّس	קדוש	N;NOM;DEF;SG	PROPN
المقدس	קודש	مُقَدَّس	קודש	N;NOM;DEF;SG	
المقدس	קדוש	مُقَدَّس	קדוש	N;NOM;DEF;SG	
المقدس	קדושים	مُقَدَّس	קדוש	N;NOM;DEF;SG	N;MASC;PL
شاركت	השתתפו	شَارَك	השתתף	V;PFV;FEM;SG;3;ACT	V;PL;3;PST
شاركت	השתתפתי	شَارَك	השתתף	V;PFV;FEM;SG;3;ACT	V;SG;1;PST
حكام	מושל	حَاكِم	מושל	N;NOM;INDF;PL	PROPN
حكام	שליטי	حَاكِم	שליטי	N;NOM;INDF;PL	PROPN
تجارية	מסחרית	تِجَارِيّ	מסחרי	ADJ;NOM;INDF;FEM;SG	ADV
تجارية	פרסומת	تِجَارِيّ	פרסומת	ADJ;NOM;INDF;FEM;SG	N;FEM;SG
حاكم	שליט	حَاكِم	שליט		PROPN
حاكم	סרגל	حَاكِم	סרגל		N;MASC;SG
حاكم	המושל	حَاكِم	המושל		PROPN
حاكم	מושל	حَاكِم	מושל		PROPN
معروفة	ידוע	مَعرُوف	ידוע	ADJ;NOM;INDF;FEM;SG	N;MASC;SG
معروفة	הידוע	مَعرُوف	הידוע	ADJ;NOM;INDF;FEM;SG	
معروفة	ידועה	مَعرُوف	ידע	ADJ;NOM;INDF;FEM;SG	V;FEM;SG;V.PTCP;ACT
معروفة	ידועים	مَعرُوف	ידוע	ADJ;NOM;INDF;FEM;SG	N;MASC;PL
الترجمة	התרגום	تَرجَمَة	התרגום	N;NOM;DEF;SG	
التعامل	דיל	تَعَامُل	דיל	N;NOM;DEF;SG	PROPN
المغربي	מרוקאי	مَغرِبِيّ	מרוקאי	N;NOM;DEF;SG	PROPN
ثدييات	יונקים	ثَدِيِّيّ	יונק	ADJ;NOM;INDF;FEM;PL	N;MASC;PL
ثدييات	יונק	ثَدِيِّيّ	יונק	ADJ;NOM;INDF;FEM;PL	PROPN
ماريا	מריה	ماريا	מריה		PROPN
مشاكل	צרה	مُشكِلَة	צר	N;NOM;INDF;PL	
رومانيا	רומניה	رُومَانِيَا	רומניה		PROPN
رومانيا	רומנים	رُومَانِيَا	רומני		N;MASC;PL
رومانيا	רומני	رُومَانِيَا	רומני		PROPN
رومانيا	רומניה	رُومَانِيَا	רומניה		PROPN
ويندوز	windows	ويندوز	windows		PROPN
ويندوز	חלון	ويندوز	חלון		N;MASC;SG
ويندوز	חלונות	ويندوز	חלון		N;MASC;PL
ذهب	נעלמה	ذَهَب	נעלם	V;PFV;MASC;SG;3;ACT	V;FEM;SG;3;PST;MID
ذهب	הלכה	ذَهَب	הלכה	V;PFV;MASC;SG;3;ACT	N;FEM;SG
ذهب	נעלמו	ذَهَب	נעלם	V;PFV;MASC;SG;3;ACT	V;PL;3;PST;MID
ذهب	נעלם	ذَهَب	נעלם	V;PFV;MASC;SG;3;ACT	V;MASC;SG;MID
ذهب	זהב	ذَهَب	זהב	V;PFV;MASC;SG;3;ACT	N;MASC;SG
ذهب	גולד	ذَهَب	גולד	V;PFV;MASC;SG;3;ACT	PROPN
النمسا	אוסטריה	اَلنِّمسَا	אוסטריה		PROPN
كانون	תותח	كَانُون	הותח	N;GEN;INDF;SG	PROPN
كانون	תותח	كَانُون	הותח	N;GEN;INDF;SG	PROPN
كانون	canon	كَانُون	canon	N;GEN;INDF;SG	
كانون	קנון	كَانُون	קנון	N;GEN;INDF;SG	PROPN
الداخلي	פנים	دَاخِلِيّ	פנים	ADJ;NOM;DEF;MASC;SG	N;MASC;PL
مدرج	כולל	مُدَرِّج	כלל	N;NOM;INDF;SG	V;MASC;SG;V.PTCP;ACT
مدرج	כלולים	مُدَرِّج	כלול	N;NOM;INDF;SG	V;MASC;PL;V.PTCP;ACT
مدرج	כלול	مُدَرِّج	כלול	N;NOM;INDF;SG	V;MASC;SG;V.PTCP;ACT
مدرج	רשום	مُدَرِّج	רשם	N;NOM;INDF;SG	PROPN
تقول	אומרת	قَال	אמר	V;IPFV;FEM;IND;SG;3;FIN;ACT	V;FEM;SG;V.PTCP;ACT
تقول	אומר	قَال	אמר	V;IPFV;FEM;IND;SG;3;FIN;ACT	V;MASC;SG;V.PTCP;ACT
تكوين	הגדרות	تَكوِين	הגדרה	N;NOM;INDF;SG	N;FEM;PL
تكوين	הגדר	تَكوِين	הגדר	N;NOM;INDF;SG	
موسيقية	מוזיקאי	مُوسِيقِيّ	מוזיקני	ADJ;NOM;INDF;FEM;SG	PROPN
موسيقية	מחזמר	مُوسِيقِيّ	החזמר	ADJ;NOM;INDF;FEM;SG	N;MASC;SG
النهضة	הרנסאנס	نَهضَة	הרנסאנס	N;NOM;DEF;SG	PROPN
النهضة	הרנסנס	نَهضَة	הרנסנס	N;NOM;DEF;SG	PROPN
الرسول	messenger	رَسُول	messenger	N;NOM;DEF;SG	
التيار	נוכחית	تَيَّار	נוכחי	N;NOM;DEF;SG	ADV
التيار	נוכחי	تَيَّار	נוכחי	N;NOM;DEF;SG	
فلوريدا	פלורידה	فِلُورِيدَا	פלורידה		PROPN
ملاحظة	תו	مُلَاحِظَة	תו	N;NOM;INDF;SG	
ملاحظة	פתק	مُلَاحِظَة	פתק	N;NOM;INDF;SG	
ملاحظة	הערה	مُلَاحِظَة	הערה	N;NOM;INDF;SG	ADV
الجامع	המסגד	جَامِع	המסגד	N;NOM;DEF;SG	PROPN
الجامع	מסגד	جَامِع	מסגד	N;NOM;DEF;SG	PROPN
الجامع	אספן	جَامِع	צפן	N;NOM;DEF;SG	PROPN
طبية	רפואה	طِبِّيّ	רפואה	ADJ;NOM;INDF;FEM;SG	N;FEM;SG
جسم	הגוף	جَسم	הגוף	N;NOM;INDF;SG	
جسم	האובייקט	جَسم	האובייקט	N;NOM;INDF;SG	PROPN
