категория	kategória	категория	kategória	N;INAN;NOM;FEM;SG	
большие	nagyméretű	большой	nagyméretű	ADJ;NOM;PL	ADJ;NOM;SG
большие	nagy	большой	nagy	ADJ;NOM;PL	ADJ;NOM;SG
большие	nagyok	большой	nagy	ADJ;NOM;PL	N;NOM;PL
большие	nagy	большой	nagy	ADJ;NOM;PL	ADJ;NOM;SG
страниц	lapok	страница	lap	N;INAN;GEN;FEM;PL	N;NOM;PL
страниц	oldalakon	страница	oldal	N;INAN;GEN;FEM;PL	N;ON+ESS;PL
страниц	oldalak	страница	oldal	N;INAN;GEN;FEM;PL	N;NOM;PL
оао	jsc	оао	jsc	N;INAN;NOM;NEUT;SG	PROPN;NOM;SG
проблем	gondok	проблема	gond	N;INAN;GEN;FEM;PL	N;NOM;PL
проблем	probléma	проблема	probléma	N;INAN;GEN;FEM;PL	N;NOM;SG
проблем	problémák	проблема	probléma	N;INAN;GEN;FEM;PL	N;NOM;PL
проблем	problémákat	проблема	probléma	N;INAN;GEN;FEM;PL	N;ACC;PL
проблем	problémákkal	проблема	probléma	N;INAN;GEN;FEM;PL	N;INS;PL
сообщества	közösség	сообщество	közösség	N;INAN;NOM;NEUT;PL	N;NOM;SG
сообщества	közösségi	сообщество	közösségi	N;INAN;NOM;NEUT;PL	ADJ;NOM;SG
бригады	brigád	бригада	brigád	N;INAN;NOM;FEM;PL	N;NOM;SG
бразилии	brazília	бразилия	brazília	N;INAN;NOM;FEM;PL	
бразилии	brazil	бразилия	brazil	N;INAN;NOM;FEM;PL	
бразилии	brazília	бразилия	brazília	N;INAN;NOM;FEM;PL	
групп	csoportok	группа	csoport	N;INAN;GEN;FEM;PL	N;NOM;PL
групп	csoportoknak	группа	csoport	N;INAN;GEN;FEM;PL	N;DAT;PL
отдельных	diszkrét	отдельный	diszkrét	ADJ;GEN;PL	
отдельных	különálló	отдельный	különálló	ADJ;GEN;PL	
отдельных	egyén	отдельный	egyén	ADJ;GEN;PL	N;NOM;SG
отдельных	egyéni	отдельный	egyéni	ADJ;GEN;PL	
частей	alkatrész	часть	alkatrész	N;INAN;GEN;FEM;PL	N;NOM;SG
частей	alkatrészek	часть	alkatrész	N;INAN;GEN;FEM;PL	N;NOM;PL
частей	részek	часть	rész	N;INAN;GEN;FEM;PL	N;NOM;PL
жители	lakos	житель	lakos	N;ANIM;NOM;MASC;PL	N;NOM;SG
тема	figyelemmel	тема	figyelem	N;INAN;NOM;FEM;SG	N;INS;SG
жан	jean	жан	jean	N;ANIM;NOM;MASC;SG	
петра	petra	петр	petra	N;ANIM;ACC;MASC;SG	
замок	zár	замок	zár	N;INAN;NOM;MASC;SG	V;INDF;IND;SG;3;PRS;FIN;ACT
замок	zárat	замок	zárat	N;INAN;NOM;MASC;SG	N;ACC;SG
замок	vár	замок	vár	N;INAN;NOM;MASC;SG	V;INDF;IND;SG;3;PRS;FIN;ACT
замок	várban	замок	vár	N;INAN;NOM;MASC;SG	N;IN+ESS;SG
замок	castle	замок	castle	N;INAN;NOM;MASC;SG	
замок	château	замок	cháteau	N;INAN;NOM;MASC;SG	
пусть	engedd	пусть	engedd	PART	V;DEF;IMP;SG;2;PRS;FIN;ACT
китт	kitt	китт	kitt		N;NOM;SG
мин	ming	минута	ming	N;INAN;NOM;FEM;SG	
мин	aknák	минута	ak	N;INAN;NOM;FEM;SG	N;NOM;PL
мин	min	минута	min	N;INAN;NOM;FEM;SG	
италия	olaszország	италия	olaszország	N;INAN;NOM;FEM;SG	
согласен	egyetértek	согласный	egyetért	ADJ;MASC;SG	V;INDF;IND;PL;3;PST;FIN;ACT
корабль	hajóval	корабль	hajó	N;INAN;NOM;MASC;SG	N;INS;SG
корабль	hajón	корабль	hajó	N;INAN;NOM;MASC;SG	
военные	katonaság	военный	katonaság	N;ANIM;NOM;MASC;PL	N;NOM;SG
военные	katonai	военный	katonai	N;ANIM;NOM;MASC;PL	ADJ;NOM;SG
военные	hadsereg	военный	hadsereg	N;ANIM;NOM;MASC;PL	N;NOM;SG
начинается	kezdődik	начинаться	kezdődik	V;IPFV;IND;SG;3;PRS;FIN;MID	V;INDF;IND;SG;3;PRS;FIN;ACT
начинается	kezdődik	начинаться	kezdődik	V;IPFV;IND;SG;3;PRS;FIN;MID	V;INDF;IND;SG;3;PRS;FIN;ACT
видео	videót	видео	videó	N;INAN;NOM;NEUT;SG	N;ACC;SG
видео	videók	видео	videó	N;INAN;NOM;NEUT;SG	N;NOM;PL
ссылку	hivatkozás	ссылка	hivatkozás	N;INAN;ACC;FEM;SG	N;NOM;SG
ссылку	kapcsolat	ссылка	kapcsolat	N;INAN;ACC;FEM;SG	N;NOM;SG
ссылку	link	ссылка	link	N;INAN;ACC;FEM;SG	
ссылку	linket	ссылка	link	N;INAN;ACC;FEM;SG	
георгий	georgi	георгий	georgi	N;ANIM;NOM;MASC;SG	
георгий	giorgi	георгий	giorgi	N;ANIM;NOM;MASC;SG	
георгий	george	георгий	george	N;ANIM;NOM;MASC;SG	
волость	parish	волость	parish	N;INAN;NOM;FEM;SG	
теме	téma	тема	téma	N;INAN;DAT;FEM;SG	N;NOM;SG
сказал	said	сказать	said	V;PFV;MASC;IND;SG;PST;FIN;ACT	
художников	előadók	художник	előadó	N;ANIM;ACC;MASC;PL	N;NOM;PL
художников	művészek	художник	művész	N;ANIM;ACC;MASC;PL	N;NOM;PL
создана	létrehozott	создать	létrehozott	V;PFV;FEM;SG;PST;V.PTCP;PASS	N;ACC;SG
создана	létrehozva	создать	létrehozva	V;PFV;FEM;SG;PST;V.PTCP;PASS	N;NOM;SG
создана	teremtett	создать	teremtett	V;PFV;FEM;SG;PST;V.PTCP;PASS	V;INDF;IND;SG;3;PST;FIN;ACT
горы	hegység	гора	hegység	N;INAN;NOM;FEM;PL	N;NOM;SG
горы	mount	гора	mount	N;INAN;NOM;FEM;PL	N;NOM;SG
горы	hegy	гора	hegy	N;INAN;NOM;FEM;PL	N;NOM;SG
горы	hegyen	гора	hegy	N;INAN;NOM;FEM;PL	N;ON+ESS;SG
горы	hegyi	гора	hegyi	N;INAN;NOM;FEM;PL	
горы	hegy	гора	hegy	N;INAN;NOM;FEM;PL	N;NOM;SG
считать	gróf	считать	gróf	V;IPFV;NFIN;ACT	
считать	visszaszámlálás	считать	visszaszámlálás	V;IPFV;NFIN;ACT	N;NOM;SG
государство	állami	государство	állami	N;INAN;NOM;NEUT;SG	
ситуации	helyzetekben	ситуация	helyzet	N;INAN;NOM;FEM;PL	N;IN+ESS;PL
отставке	visszavonult	отставка	visszavonult	N;INAN;DAT;FEM;SG	V;INDF;IND;SG;3;PST;FIN;ACT
отставке	nyugdíjas	отставка	nyugdíjas	N;INAN;DAT;FEM;SG	ADJ;NOM;SG
олег	oleg	олег	oleg	PROPN;ANIM;NOM;MASC;SG	
другое	egyéb	другой	egyéb	ADJ;NOM;NEUT;SG	
другое	más	другой	más	ADJ;NOM;NEUT;SG	PRO;NOM;SG;3
форма	formát	форма	forma	N;INAN;NOM;FEM;SG	N;ACC;SG
форма	formájában	форма	forma	N;INAN;NOM;FEM;SG	N;IN+ESS;SG
форма	egységes	форма	egységes	N;INAN;NOM;FEM;SG	ADJ;NOM;SG
метро	metro	метро	metro	N;INAN;NOM;NEUT;SG	
произошло	megtörtént	произойти	meg+történik	V;PFV;NEUT;IND;SG;PST;FIN;ACT	
масса	massa	масса	massa	N;INAN;NOM;FEM;SG	PROPN;NOM;SG
масса	tömeges	масса	tömeges	N;INAN;NOM;FEM;SG	ADJ;NOM;SG
биография	életrajzok	биография	életrajz	N;INAN;NOM;FEM;SG	N;NOM;PL
биография	bio	биография	bio	N;INAN;NOM;FEM;SG	
объекта	objektum	объект	ob	N;INAN;GEN;MASC;SG	N;NOM;SG
объекта	tárgy	объект	tárgy	N;INAN;GEN;MASC;SG	N;NOM;SG
марк	marc	марк	marc	N;ANIM;NOM;MASC;SG	
марк	mark	марк	mark	N;ANIM;NOM;MASC;SG	
музыкальные	zenés	музыкальный	zenés	ADJ;NOM;PL	N;NOM;SG
музыкальные	zenei	музыкальный	zenei	ADJ;NOM;PL	ADJ;NOM;SG
музыкальные	musical	музыкальный	musical	ADJ;NOM;PL	N;NOM;SG
звезды	csillag	звезда	csillag	N;INAN;NOM;FEM;PL	N;NOM;SG
неоднократно	ismételten	неоднократно	ismételt	ADV	ADJ;FRML;SG
построен	épült	строить	épül	V;PFV;MASC;SG;PST;V.PTCP;PASS	V;INDF;IND;SG;3;PST;FIN;ACT
построен	épített	строить	épít	V;PFV;MASC;SG;PST;V.PTCP;PASS	V;INDF;IND;SG;3;PST;FIN;ACT
построен	felépített	строить	felépít	V;PFV;MASC;SG;PST;V.PTCP;PASS	V;INDF;IND;SG;3;PST;FIN;ACT
построен	beépített	строить	beépített	V;PFV;MASC;SG;PST;V.PTCP;PASS	V;INDF;IND;SG;3;PST;FIN;ACT
друга	barát	друг	bara	N;ANIM;ACC;MASC;SG	N;NOM;SG
друга	barátom	друг	barát	N;ANIM;ACC;MASC;SG	N;NOM;SG
страницу	oldal	страница	oldal	N;INAN;ACC;FEM;SG	N;NOM;SG
герцог	duke	герцог	duke	N;ANIM;NOM;MASC;SG	
герцог	herzog	герцог	herzog	N;ANIM;NOM;MASC;SG	
сент	sainte	сент	sainte	N;INAN;NOM;MASC;SG	
сент	saint	сент	saint	N;INAN;NOM;MASC;SG	
сент	szent	сент	szent	N;INAN;NOM;MASC;SG	
крайне	rendkívül	крайне	rendkívül	ADV	
иначе	másképpen	иначе	másképpen	ADV	
иначе	másképp	иначе	másképp	ADV	
ассоциации	társulás	ассоциация	társulás	N;INAN;NOM;FEM;PL	N;NOM;SG
ассоциации	társulási	ассоциация	társulási	N;INAN;NOM;FEM;PL	N;NOM;SG
ассоциации	szövetség	ассоциация	szövetség	N;INAN;NOM;FEM;PL	N;NOM;SG
ассоциации	egyesület	ассоциация	egyesület	N;INAN;NOM;FEM;PL	N;NOM;SG
внутренних	belső	внутренний	belső	ADJ;GEN;PL	
внутренних	belseje	внутренний	belső	ADJ;GEN;PL	N;NOM;SG
конференции	konferencia	конференция	konferencia	N;INAN;NOM;FEM;PL	N;NOM;SG
конференции	konferencián	конференция	konferencia	N;INAN;NOM;FEM;PL	N;ON+ESS;SG
елена	helena	елена	helena	N;ANIM;NOM;FEM;SG	
елена	elena	елена	elena	N;ANIM;NOM;FEM;SG	
открыт	megnyitott	открыть	megnyitott	V;PFV;MASC;SG;PST;V.PTCP;PASS	V;INDF;IND;SG;3;PST;FIN;ACT
открыт	megnyílt	открыть	megnyílt	V;PFV;MASC;SG;PST;V.PTCP;PASS	V;INDF;IND;SG;3;PST;FIN;ACT
украинский	ukrán	украинский	ukrán	ADJ;NOM;MASC;SG	
рост	magasság	рост	magasság	N;INAN;NOM;MASC;SG	
непосредственно	közvetlenül	непосредственно	közvetlen	ADV	ADJ;FRML;SG
австрии	osztrák	австрия	osztrák	N;INAN;NOM;FEM;SG	
греции	görögország	греция	görögország	N;INAN;NOM;FEM;PL	N;NOM;SG
соревнования	versengés	соревнование	versengés	N;INAN;NOM;NEUT;PL	N;NOM;SG
соревнования	konkurencia	соревнование	konkurencia	N;INAN;NOM;NEUT;PL	N;NOM;SG
соревнования	verseny	соревнование	verseny	N;INAN;NOM;NEUT;PL	N;NOM;SG
руководство	irányítási	руководство	irányítási	N;INAN;NOM;NEUT;SG	ADJ;NOM;SG
руководство	útmutatást	руководство	útmutatás	N;INAN;NOM;NEUT;SG	N;ACC;SG
руководство	kézi	руководство	kézi	N;INAN;NOM;NEUT;SG	
руководство	manuális	руководство	manuális	N;INAN;NOM;NEUT;SG	
руководство	vezetői	руководство	vezető	N;INAN;NOM;NEUT;SG	N;NOM;PL
исключительно	kivételesen	исключительно	kivételes	ADV	ADJ;FRML;SG
исключительно	kizárólagosan	исключительно	kizárólagos	ADV	ADJ;FRML;SG
исключительно	kizárólag	исключительно	kizárólag	ADV	
официальная	tisztviselő	официальный	tisztviselő	ADJ;NOM;FEM;SG	N;NOM;SG
островов	szigetek	остров	sziget	N;INAN;GEN;MASC;PL	N;NOM;PL
островов	szigeteket	остров	sziget	N;INAN;GEN;MASC;PL	N;ACC;PL
лиц	személyek	лицо	személy	N;ANIM;GEN;NEUT;PL	N;NOM;PL
лиц	magánszemélyek	лицо	magánszemély	N;ANIM;GEN;NEUT;PL	N;NOM;PL
лиц	egyének	лицо	egyén	N;ANIM;GEN;NEUT;PL	N;NOM;PL
полное	full	полный	full	ADJ;NOM;NEUT;SG	
полное	teljes	полный	teljes	ADJ;NOM;NEUT;SG	
музыканты	zenész	музыкант	zenész	N;ANIM;NOM;MASC;PL	N;NOM;SG
библиотека	könyvtárban	библиотека	könyvtár	N;INAN;NOM;FEM;SG	N;IN+ESS;SG
вступил	bevitt	вступить	bevitt	V;PFV;MASC;IND;SG;PST;FIN;ACT	
победитель	győztes	победитель	győztes	N;ANIM;NOM;MASC;SG	
победитель	nyertes	победитель	nyertes	N;ANIM;NOM;MASC;SG	
правда	igaz	правда	igaz	ADV	
правда	igazi	правда	igazi	ADV	
правда	igazság	правда	igazság	ADV	N;NOM;SG
месяца	hónap	месяц	hónap	N;INAN;GEN;MASC;SG	N;NOM;SG
месяца	hónapokig	месяц	hónap	N;INAN;GEN;MASC;SG	N;PL
месяца	hónapok	месяц	hónap	N;INAN;GEN;MASC;SG	N;NOM;PL
месяца	hónap	месяц	hónap	N;INAN;GEN;MASC;SG	N;NOM;SG
месяца	hónapja	месяц	hónap	N;INAN;GEN;MASC;SG	N;NOM;SG
армении	örmény	армение	örmény	N;INAN;NOM;NEUT;PL	
армении	örményország	армение	örményország	N;INAN;NOM;NEUT;PL	N;NOM;SG
шесть	hat	шесть	hat	NUM;NOM	
результат	eredmények	результат	eredmény	N;INAN;NOM;MASC;SG	N;NOM;PL
результат	eredményei	результат	eredmény	N;INAN;NOM;MASC;SG	N;NOM;PL
поверхности	felszín	поверхность	felszín	N;INAN;NOM;FEM;PL	N;NOM;SG
поверхности	felület	поверхность	felület	N;INAN;NOM;FEM;PL	N;NOM;SG
поверхности	felszíni	поверхность	fel+színi	N;INAN;NOM;FEM;PL	N;NOM;SG
оружие	fegyvert	оружие	fegyver	N;INAN;NOM;NEUT;SG	N;ACC;SG
оружие	karok	оружие	karok	N;INAN;NOM;NEUT;SG	N;NOM;PL
оружие	fegyvert	оружие	fegyver	N;INAN;NOM;NEUT;SG	N;ACC;SG
оружие	karokat	оружие	karok	N;INAN;NOM;NEUT;SG	N;ACC;PL
оружие	fegyverek	оружие	fegyver	N;INAN;NOM;NEUT;SG	N;NOM;PL
оружие	fegyverek	оружие	fegyver	N;INAN;NOM;NEUT;SG	N;NOM;PL
оружие	fegyvereket	оружие	fegyver	N;INAN;NOM;NEUT;SG	N;ACC;PL
оружие	ágyúk	оружие	ágyúk	N;INAN;NOM;NEUT;SG	N;NOM;PL
оружие	fegyverek	оружие	fegyver	N;INAN;NOM;NEUT;SG	N;NOM;PL
любовь	szeretettel	любовь	szeretet	N;INAN;NOM;FEM;SG	N;INS;SG
любовь	love	любовь	love	N;INAN;NOM;FEM;SG	
содержание	tartalmát	содержание	tartalom	N;INAN;NOM;NEUT;SG	N;ACC;SG
младший	legfiatalabb	младший	legfalal	ADJ;NOM;MASC;SG	ADJ;NOM;RL;SG
младший	junior	младший	junior	ADJ;NOM;MASC;SG	
студии	studios	студия	studios	N;INAN;NOM;FEM;PL	
студии	studio	студия	studio	N;INAN;NOM;FEM;PL	
студии	stúdió	студия	stúdió	N;INAN;NOM;FEM;PL	N;NOM;SG
продюсер	gyártó	продюсер	gyártó	N;ANIM;NOM;MASC;SG	ADJ;NOM;SG
продюсер	termelő	продюсер	termelő	N;ANIM;NOM;MASC;SG	
продюсер	termelői	продюсер	termelő	N;ANIM;NOM;MASC;SG	N;NOM;PL
авторов	írók	автор	író	N;ANIM;GEN;MASC;PL	N;NOM;PL
авторов	szerzői	автор	szerzői	N;ANIM;GEN;MASC;PL	ADJ;NOM;SG
авторов	szerzők	автор	szerző	N;ANIM;GEN;MASC;PL	N;NOM;PL
поля	mezőket	поле	mező	N;INAN;NOM;NEUT;PL	N;ACC;PL
поля	fields	поле	fields	N;INAN;NOM;NEUT;PL	
поля	mező	поле	mező	N;INAN;NOM;NEUT;PL	N;NOM;SG
поля	mező	поле	mező	N;INAN;NOM;NEUT;PL	N;NOM;SG
фотографии	fotózás	фотография	fotózás	N;INAN;NOM;FEM;PL	N;NOM;SG
фотографии	képeket	фотография	kép	N;INAN;NOM;FEM;PL	N;ACC;PL
рублей	rubelt	рубль	rubelt	N;INAN;GEN;MASC;PL	N;ACC;SG
дал	dal	дать	dal	V;PFV;MASC;IND;SG;PST;FIN;ACT	N;NOM;SG
дал	dahl	дать	dahl	V;PFV;MASC;IND;SG;PST;FIN;ACT	
запад	nyugat	запад	nyugat	N;INAN;NOM;MASC;SG	
запад	nyugati	запад	nyugati	N;INAN;NOM;MASC;SG	
швеции	svéd	швеция	svéd	N;INAN;NOM;FEM;SG	
случай	case	случай	case	N;INAN;NOM;MASC;SG	
постепенно	fokozatosan	постепенно	fokozatos	ADV	ADJ;FRML;SG
наконец	végre	наконец	végre	ADV	
джеймс	james	джеймс	james	N;ANIM;NOM;MASC;SG	
джеймс	jakab	джеймс	ja	N;ANIM;NOM;MASC;SG	
появилась	megjelent	появиться	megjelent	V;PFV;FEM;IND;SG;PST;FIN;MID	V;INDF;IND;SG;3;PST;FIN;ACT
очевидно	nyilvánvaló	очевидный	nyilvánvaló	ADJ;NEUT;SG	
очевидно	látszólag	очевидный	látszólag	ADJ;NEUT;SG	
очевидно	nyilvánvaló	очевидный	nyilvánvaló	ADJ;NEUT;SG	
образ	képet	образ	kép	N;INAN;NOM;MASC;SG	N;ACC;SG
стихи	verseket	стихи	vers	N;INAN;NOM;MASC;PL	N;ACC;PL
стихи	verseket	стихи	vers	N;INAN;NOM;MASC;PL	N;ACC;PL
стихи	vers	стихи	vers	N;INAN;NOM;MASC;PL	N;NOM;SG
стихи	költészet	стихи	költészet	N;INAN;NOM;MASC;PL	N;NOM;SG
фронт	front	фронт	front	N;INAN;NOM;MASC;SG	
прямо	egyenesen	прямо	egyenesen	ADV	
прямо	egyenes	прямо	egyenes	ADV	
млн	millió	миллион	millió	N;INAN;NOM;MASC;SG	NUM;NOM;SG
китай	kína	китай	kína	N;INAN;NOM;MASC;SG	PROPN;NOM;SG
китай	china	китай	china	N;INAN;NOM;MASC;SG	
отчёт	jelentést	отчёт	jelentés	N;INAN;NOM;MASC;SG	N;ACC;SG
отчёт	beszámoló	отчёт	beszámoló	N;INAN;NOM;MASC;SG	ADJ;NOM;SG
появился	megjelent	появиться	megjelent	V;PFV;MASC;IND;SG;PST;FIN;MID	V;INDF;IND;SG;3;PST;FIN;ACT
григорий	gregory	григорий	gregory	N;ANIM;NOM;MASC;SG	
григорий	gergely	григорий	gergely	N;ANIM;NOM;MASC;SG	
григорий	grigorij	григорий	grigorij	N;ANIM;NOM;MASC;SG	
пол	nemek	пол	én	N;INAN;NOM;MASC;SG	N;NOM;PL
пол	paul	пол	paul	N;INAN;NOM;MASC;SG	
пол	pál	пол	pál	N;INAN;NOM;MASC;SG	
париже	párizs	париж	párizs	N;INAN;ESS;MASC;SG	N;NOM;SG
париже	párizsi	париж	párizsi	N;INAN;ESS;MASC;SG	
париже	párizsban	париж	párizs	N;INAN;ESS;MASC;SG	PROPN;IN+ESS;SG
дворец	palace	дворец	palace	N;INAN;NOM;MASC;SG	
частично	részleges	частично	részleges	ADV	
частично	részlegesen	частично	részleges	ADV	ADJ;FRML;SG
частично	rész	частично	rész	ADV	N;NOM;SG
частично	része	частично	rész	ADV	N;NOM;SG
частично	részlegesen	частично	részleges	ADV	ADJ;FRML;SG
судья	judge	судья	jud	N;ANIM;NOM;MASC;SG	
судья	bíró	судья	bíró	N;ANIM;NOM;MASC;SG	
судья	bíró	судья	bíró	N;ANIM;NOM;MASC;SG	
судья	bíró	судья	bíró	N;ANIM;NOM;MASC;SG	
бас	als	бас	als	N;ANIM;NOM;MASC;SG	
бас	bass	бас	bass	N;ANIM;NOM;MASC;SG	
местности	terep	местность	terep	N;INAN;NOM;FEM;PL	N;NOM;SG
последнее	utoljára	последний	utoljára	ADJ;NOM;NEUT;SG	ADV
последнее	utolsónak	последний	utolsó	ADJ;NOM;NEUT;SG	ADV
последнее	last	последний	last	ADJ;NOM;NEUT;SG	
последнее	utolsó	последний	utolsó	ADJ;NOM;NEUT;SG	
организаций	szervezetek	организация	szervezet	N;INAN;GEN;FEM;PL	N;NOM;PL
китая	kínai	китай	kínai	N;INAN;GEN;MASC;SG	
китая	kínaiak	китай	kínai	N;INAN;GEN;MASC;SG	N;NOM;PL
поддержку	támogatás	поддержка	támogatás	N;INAN;ACC;FEM;SG	N;NOM;SG
искусство	művészetek	искусство	művészet	N;INAN;NOM;NEUT;SG	N;NOM;PL
искусство	art	искусство	ar	N;INAN;NOM;NEUT;SG	
современных	modern	современный	modern	ADJ;GEN;PL	
современных	korszerű	современный	korszerű	ADJ;GEN;PL	
современных	kortárs	современный	kortárs	ADJ;GEN;PL	N;NOM;SG
венгрии	hungary	венгрия	hungary	N;INAN;NOM;FEM;SG	
венгрии	magyarul	венгрия	magyar	N;INAN;NOM;FEM;SG	
венгрии	magyarok	венгрия	magyar	N;INAN;NOM;FEM;SG	N;NOM;PL
венгрии	magyar	венгрия	magyar	N;INAN;NOM;FEM;SG	ADJ;NOM;SG
венгрии	hungarian	венгрия	hungarian	N;INAN;NOM;FEM;SG	
очков	pont	очко	pont	N;INAN;GEN;NEUT;PL	
очков	pontok	очко	pont	N;INAN;GEN;NEUT;PL	N;NOM;PL
верхняя	felső	верхний	felső	ADJ;NOM;FEM;SG	
верхняя	haute	верхний	haute	ADJ;NOM;FEM;SG	
авторы	szerzői	автор	szerzői	N;ANIM;NOM;MASC;PL	ADJ;NOM;SG
тома	toma	том	toma	N;INAN;NOM;MASC;PL	
тома	thomas	том	thomas	N;INAN;NOM;MASC;PL	
тома	tamás	том	tamás	N;INAN;NOM;MASC;PL	N;NOM;SG
тома	kötet	том	kötet	N;INAN;NOM;MASC;PL	N;NOM;SG
тома	volumen	том	volumen	N;INAN;NOM;MASC;PL	
царь	kinga	царь	kinga	N;ANIM;NOM;MASC;SG	
царь	cár	царь	cár	N;ANIM;NOM;MASC;SG	
деньги	pénz	деньги	pénz	N;INAN;NOM;FEM;PL	N;NOM;SG
деньги	pénzt	деньги	pénz	N;INAN;NOM;FEM;PL	N;ACC;SG
южная	dél	южный	dél	ADJ;NOM;FEM;SG	
южная	déli	южный	déli	ADJ;NOM;FEM;SG	
южная	dél	южный	dél	ADJ;NOM;FEM;SG	
южная	délre	южный	délre	ADJ;NOM;FEM;SG	ADV
южная	déli	южный	déli	ADJ;NOM;FEM;SG	
канады	kanadai	канада	kanadai	N;INAN;NOM;FEM;PL	ADJ;NOM;SG
ночь	éj	ночь	éj	N;INAN;NOM;FEM;SG	
ночь	este	ночь	este	N;INAN;NOM;FEM;SG	ADV
ночь	éjjel	ночь	éjjel	N;INAN;NOM;FEM;SG	
началось	kezdődött	начаться	kezdődik	V;PFV;NEUT;IND;SG;PST;FIN;MID	V;INDF;IND;SG;3;PST;FIN;ACT
началось	kezdte	начаться	kezd	V;PFV;NEUT;IND;SG;PST;FIN;MID	V;DEF;IND;SG;3;PST;FIN;ACT
началось	elkezdődött	начаться	elkezdődik	V;PFV;NEUT;IND;SG;PST;FIN;MID	V;INDF;IND;SG;3;PST;FIN;ACT
началось	kezdődött	начаться	kezdődik	V;PFV;NEUT;IND;SG;PST;FIN;MID	V;INDF;IND;SG;3;PST;FIN;ACT
началось	megkezdődött	начаться	megkezdődik	V;PFV;NEUT;IND;SG;PST;FIN;MID	V;INDF;IND;SG;3;PST;FIN;ACT
началось	elkezdődött	начаться	elkezdődik	V;PFV;NEUT;IND;SG;PST;FIN;MID	V;INDF;IND;SG;3;PST;FIN;ACT
асср	usda	асср	usda	N;INAN;NOM;MASC;SG	PROPN;NOM;SG
ролях	szerepei	роль	szerep	N;INAN;ESS;FEM;PL	N;NOM;PL
финляндии	finn	финляндия	finn	N;INAN;NOM;FEM;SG	
доказательств	bizonyíték	доказательство	bizonyíték	N;INAN;GEN;NEUT;PL	N;NOM;SG
доказательств	bizonyítékok	доказательство	bizonyítékok	N;INAN;GEN;NEUT;PL	N;NOM;PL
голосов	szavazatok	голос	szavazat	N;INAN;GEN;MASC;PL	N;NOM;PL
голосов	szavazat	голос	szavazat	N;INAN;GEN;MASC;PL	
кораблей	hajók	корабль	hajó	N;INAN;GEN;MASC;PL	N;NOM;PL
успешно	sikeres	успешно	sikeres	ADV	
успешно	sikeresen	успешно	sikeres	ADV	ADJ;FRML;SG
успешно	sikeresen	успешно	sikeres	ADV	ADJ;FRML;SG
технологии	technológia	технология	technológia	N;INAN;NOM;FEM;PL	N;NOM;SG
технологии	technika	технология	technika	N;INAN;NOM;FEM;PL	N;NOM;SG
сфера	gömb	сфера	gömb	N;INAN;NOM;FEM;SG	
сфера	gömb	сфера	gömb	N;INAN;NOM;FEM;SG	
ибн	ibn	ибна	ibn	N;ANIM;NOM;MASC;SG	
исторический	történeti	исторический	történeti	ADJ;NOM;MASC;SG	N;NOM;SG
органов	szervei	орган	szervei	N;INAN;GEN;MASC;PL	N;NOM;PL
органов	szervek	орган	szerv	N;INAN;GEN;MASC;PL	N;NOM;PL
выборы	választási	выборы	választási	N;INAN;NOM;MASC;PL	ADJ;NOM;SG
выборы	választás	выборы	választás	N;INAN;NOM;MASC;PL	
лев	lev	лев	lev	N;ANIM;NOM;MASC;SG	
лев	leo	лев	leo	N;ANIM;NOM;MASC;SG	
шоссе	autópályák	шоссе	autópálya	N;INAN;NOM;NEUT;SG	N;NOM;PL
шоссе	autópályán	шоссе	autópálya	N;INAN;NOM;NEUT;SG	N;ON+ESS;SG
политический	politika	политический	politika	ADJ;NOM;MASC;SG	N;NOM;SG
болгарии	bolgár	болгария	bolgár	N;INAN;NOM;FEM;PL	
болгарии	bulgária	болгария	bulgária	N;INAN;NOM;FEM;PL	N;NOM;SG
вне	kint	вне	kint	ADP	
вне	kívül	вне	kívül	ADP	
форму	űrlap	форма	űrlap	N;INAN;ACC;FEM;SG	N;NOM;SG
форму	forma	форма	forma	N;INAN;ACC;FEM;SG	N;NOM;SG
форму	formájában	форма	forma	N;INAN;ACC;FEM;SG	N;IN+ESS;SG
форму	nyomtatvány	форма	nyomtatvány	N;INAN;ACC;FEM;SG	N;NOM;SG
форму	egységes	форма	egységes	N;INAN;ACC;FEM;SG	ADJ;NOM;SG
форму	egyenruhás	форма	egyenruhás	N;INAN;ACC;FEM;SG	N;NOM;SG
форму	egyenruha	форма	egyenruha	N;INAN;ACC;FEM;SG	N;NOM;SG
сеть	network	сеть	network	N;INAN;NOM;FEM;SG	
легко	könnyedén	легкий	könnyed	ADJ;NEUT;SG	
легко	könnyű	легкий	könnyű	ADJ;NEUT;SG	
реж	dir	реж	dir	V;IPFV;IMP;SG;2;FIN;ACT	
основная	fő	основной	fő	ADJ;NOM;FEM;SG	
основная	main	основной	main	ADJ;NOM;FEM;SG	
основная	főbb	основной	fő	ADJ;NOM;FEM;SG	ADJ;NOM;CMPR;SG
минимум	minimum	минимум	minimum	N;INAN;ACC;MASC;SG	
минимум	minimális	минимум	minimális	N;INAN;ACC;MASC;SG	
минимум	legkisebb	минимум	kevés	N;INAN;ACC;MASC;SG	ADJ;NOM;RL;SG
минимум	minimálisan	минимум	minimális	N;INAN;ACC;MASC;SG	
минимум	minimális	минимум	minimális	N;INAN;ACC;MASC;SG	
минимум	minimálisan	минимум	minimális	N;INAN;ACC;MASC;SG	
