medaljen	medalj	medalje	medalj	N;DEF;MASC+FEM;SG	N;NOM;INDF;MASC+FEM;SG
løsladt	frisläppt	løsladt	frisläppa	V;INDF;SG;PST;V.PTCP	ADJ;NOM;INDF;MASC+FEM;SG
lloyd	lloyd	lloyd	lloyd		PROPN;NOM
planlægning	planera	planlægning	planera	N;INDF;MASC+FEM;SG	V;IMP;FIN;ACT
planlægning	planerar	planlægning	planera	N;INDF;MASC+FEM;SG	V;IND;PRS;FIN;ACT
planlægning	programmera	planlægning	programmera	N;INDF;MASC+FEM;SG	V;IMP;FIN;ACT
made	made	made	made		N;NOM;INDF;MASC+FEM;SG
made	tillverkad	made	tillverkad		ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP
made	tillverkade	made	tillverkad		ADJ;NOM;PL;PST;V.PTCP
made	tillverkat	made	tillverkad		ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP
made	gjorda	made	göra		ADJ;NOM;PL;PST;V.PTCP
fløjte	vissla	fløjte	vissla	N;INDF;MASC+FEM;SG	V;IMP;FIN;ACT
racen	släkte	race	släkte	N;DEF;MASC+FEM;SG	N;NOM;INDF;NEUT;SG
racen	ras	race	ras	N;DEF;MASC+FEM;SG	N;NOM;INDF;MASC+FEM;SG
romantiske	romantiskt	romantisk	romantisk	ADJ;PL	ADJ;NOM;INDF;NEUT;SG
romantiske	romantisk	romantisk	romantisk	ADJ;PL	ADJ;NOM;INDF;MASC+FEM;SG
delstater	delstaterna	delstat	delstat	N;INDF;MASC+FEM;PL	N;NOM;DEF;MASC+FEM;PL
delstater	delstaterna	delstat	delstat	N;INDF;MASC+FEM;PL	N;NOM;DEF;MASC+FEM;PL
tykke	chubby	tyk	chubby	ADJ;PL	N;NOM;INDF;MASC+FEM;SG
tykke	knubbig	tyk	knubbig	ADJ;PL	ADJ;NOM;INDF;MASC+FEM;SG
tykke	tjock	tyk	tjock	ADJ;PL	ADJ;NOM;INDF;MASC+FEM;SG
tykke	tjockt	tyk	tjocka	ADJ;PL	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP
tykke	fetknopp	tyk	fetknopp	ADJ;PL	N;NOM;INDF;MASC+FEM;SG
ball	bal	ball	bal		N;NOM;INDF;MASC+FEM;SG
ball	ball	ball	ball		N;NOM;INDF;MASC+FEM;SG
ball	boll	ball	boll		N;NOM;INDF;MASC+FEM;SG
tel	tel	tel	tel		N
zoo	djurparken	zoo	djurpark	N;INDF;MASC+FEM;SG	N;NOM;DEF;MASC+FEM;SG
zoo	djurparker	zoo	djurpark	N;INDF;MASC+FEM;SG	N;NOM;INDF;MASC+FEM;PL
kenya	kenya	kenya	kenya	PROPN	PROPN;NOM
tjekkisk	tjeckiska	tjekkisk	tjeckisk	ADJ;INDF;SG	N;NOM;INDF;MASC+FEM;SG
tjekkisk	tjeckien	tjekkisk	tjeckien	ADJ;INDF;SG	PROPN;NOM
mogensen	mogensen	mogensen	mogens	PROPN	N;NOM;DEF;MASC+FEM;SG
opbakning	backar	opbakning	backa	N;INDF;MASC+FEM;SG	N;NOM;INDF;MASC+FEM;PL
blåt	blå	blå	blå	ADJ;INDF;NEUT;SG	ADJ;NOM;PL
blåt	blue	blå	blue	ADJ;INDF;NEUT;SG	N;NOM;INDF;MASC+FEM;SG
blåt	blåa	blå	blåa	ADJ;INDF;NEUT;SG	ADJ;NOM;PL
blåt	blått	blå	blå	ADJ;INDF;NEUT;SG	N;NOM;INDF;NEUT;SG
glemt	glömt	glemme	glömma	V;INDF;SG;PST;V.PTCP	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP
glemt	glömda	glemme	glömma	V;INDF;SG;PST;V.PTCP	ADJ;NOM;PL;PST;V.PTCP
glemt	bortglömd	glemme	bortglömd	V;INDF;SG;PST;V.PTCP	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP
glemt	glömd	glemme	glömd	V;INDF;SG;PST;V.PTCP	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP
glemt	bortglömda	glemme	bortglömd	V;INDF;SG;PST;V.PTCP	ADJ;NOM;PL;PST;V.PTCP
glemt	glömt	glemme	glömma	V;INDF;SG;PST;V.PTCP	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP
scottish	skotte	scottish	skotte		N;NOM;INDF;MASC+FEM;SG
scottish	skotska	scottish	skotsk		N;NOM;INDF;MASC+FEM;SG
scottish	scottish	scottish	scottish		N;NOM;INDF;MASC+FEM;SG
scottish	skotsk	scottish	skotsk		ADJ;NOM;INDF;MASC+FEM;SG
meddelelser	budskap	meddelelse	budskap	N;INDF;MASC+FEM;PL	N;NOM;INDF;NEUT;SG
meddelelser	kommunikation	meddelelse	kommunikation	N;INDF;MASC+FEM;PL	N;NOM;INDF;MASC+FEM;SG
kings	kings	kings	kinga		PROPN;NOM
kings	kungar	kings	kung		N;NOM;INDF;MASC+FEM;PL
kings	konungar	kings	konung		N;NOM;INDF;MASC+FEM;PL
kings	kungarna	kings	kung		N;NOM;DEF;MASC+FEM;PL
larry	larry	larry	larry		PROPN;NOM
tynde	mager	tynd	mage	ADJ;PL	ADJ;NOM;INDF;MASC+FEM;SG
tynde	skinny	tynd	skinny	ADJ;PL	N;NOM;INDF;MASC+FEM;SG
tynde	smal	tynd	smal	ADJ;PL	ADJ;NOM;INDF;MASC+FEM;SG
tynde	tunn	tynd	tunn	ADJ;PL	ADJ;NOM;INDF;MASC+FEM;SG
tynde	tunt	tynd	tunt	ADJ;PL	ADJ;NOM;INDF;NEUT;SG
tynde	smal	tynd	smal	ADJ;PL	ADJ;NOM;INDF;MASC+FEM;SG
luke	luke	luke	luke	N;INDF;MASC+FEM;SG	PROPN;NOM
luke	lukas	luke	luka	N;INDF;MASC+FEM;SG	PROPN;NOM
måne	månen	måne	måne	N;INDF;MASC+FEM;SG	N;NOM;DEF;MASC+FEM;SG
krydsede	korsat	krydse	korsat	V;IND;PST;FIN;ACT	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP
strækninger	avsnitt	strækning	avsnitt	N;INDF;MASC+FEM;PL	N;NOM;INDF;NEUT;SG
dynasti	dynastin	dynasti	dynastin	N;INDF;NEUT;SG	ADJ;NOM;DEF;RL
glasgow	glasgow	glasgow	glasgow	PROPN	PROPN;NOM
secret	hemlighet	secret	hemlighet		N;NOM;INDF;MASC+FEM;SG
secret	hemliga	secret	hemlig		ADJ;NOM;PL
secret	secret	secret	sec		N;NOM;INDF;MASC+FEM;SG
secret	hemlig	secret	hemlig		ADJ;NOM;INDF;MASC+FEM;SG
secret	hemligt	secret	hemlig		ADJ;NOM;INDF;NEUT;SG
kulturel	kulturella	kulturel	kulturell	ADJ;INDF;MASC+FEM;SG	ADJ;NOM;PL
dagbog	dagboken	dagbog	dagbok	N;INDF;MASC+FEM;SG	N;NOM;DEF;MASC+FEM;SG
nevø	syskonbarn	nevø	syskonbarn	N;INDF;MASC+FEM;SG	N;NOM;INDF;NEUT;PL
mikhail	michail	mikhail	michail	PROPN	PROPN;NOM
mikhail	mikhail	mikhail	mikhail	PROPN	PROPN;NOM
etage	våningen	etage	våning	N;INDF;MASC+FEM;SG	N;NOM;DEF;MASC+FEM;SG
etage	golvet	etage	golv	N;INDF;MASC+FEM;SG	N;NOM;DEF;NEUT;SG
sektion	sektionen	sektion	sektion	N;INDF;MASC+FEM;SG	N;NOM;DEF;MASC+FEM;SG
sektion	avsnittet	sektion	avsnitt	N;INDF;MASC+FEM;SG	N;NOM;DEF;NEUT;SG
stan	stan	stan	stad	N;INDF;MASC+FEM;SG	N;NOM;DEF;MASC+FEM;SG
mil	milen	mil	mile	N;INDF;MASC+FEM;SG	N;NOM;DEF;MASC+FEM;SG
installeret	installerat	installere	installera	V;INDF;SG;PST;V.PTCP	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP
installeret	installerade	installere	installera	V;INDF;SG;PST;V.PTCP	ADJ;NOM;PL;PST;V.PTCP
installeret	installerad	installere	installerad	V;INDF;SG;PST;V.PTCP	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP
udkanten	ytterområden	udkant	ytterområde	N;DEF;MASC+FEM;SG	N;NOM;INDF;NEUT;PL
varmt	hot	varm	hot	ADJ;INDF;NEUT;SG	N;NOM;INDF;NEUT;SG
varmt	heta	varm	heta	ADJ;INDF;NEUT;SG	V;IMP;NFIN;ACT
varmt	varma	varm	varma	ADJ;INDF;NEUT;SG	ADJ;NOM;PL
varmt	värma	varm	värma	ADJ;INDF;NEUT;SG	V;IMP;FIN;ACT
bernstorff	bernstorff	bernstorff	bernstorff	N;INDF;MASC+FEM;SG	PROPN;NOM
ideologi	ideologier	ideologi	ideologia	N;INDF;MASC+FEM;SG	N;NOM;INDF;MASC+FEM;PL
wrestlemania	wrestlemania	wrestlemania	Örestlemani	N;INDF;MASC+FEM;SG	PROPN;NOM
colorado	colorado	colorado	colorado		N;NOM;INDF;MASC+FEM;SG
udvalget	kommitté	udvalg	kommitté	N;DEF;NEUT;SG	N;NOM;INDF;MASC+FEM;SG
udvalget	utskott	udvalg	utskott	N;DEF;NEUT;SG	N;NOM;INDF;NEUT;SG
fungerende	fungerande	fungerende	fungerande	V;PRS;V.PTCP	ADJ;NOM;PRS;V.PTCP
væske	likvida	væske	likvid	N;INDF;MASC+FEM;SG	N;NOM;INDF;MASC+FEM;PL
væske	flytande	væske	flyta	N;INDF;MASC+FEM;SG	ADJ;NOM;PRS;V.PTCP
konklusion	slutsatser	konklusion	slutsats	N;INDF;MASC+FEM;SG	N;NOM;INDF;MASC+FEM;PL
mursten	tegelstenar	mursten	tegelstena	N;DEF;MASC+FEM;SG	N;NOM;INDF;MASC+FEM;PL
mursten	tegel	mursten	tegel	N;DEF;MASC+FEM;SG	N;NOM;INDF;MASC+FEM;SG
mursten	tegelsten	mursten	tegelst	N;DEF;MASC+FEM;SG	N;NOM;INDF;MASC+FEM;SG
mursten	tegel	mursten	tegel	N;DEF;MASC+FEM;SG	N;NOM;INDF;MASC+FEM;SG
mursten	tegelsten	mursten	tegelst	N;DEF;MASC+FEM;SG	N;NOM;INDF;MASC+FEM;SG
mursten	brick	mursten	brick	N;DEF;MASC+FEM;SG	PROPN;NOM
forfatningen	författning	forfatning	författning	N;DEF;MASC+FEM;SG	N;NOM;INDF;MASC+FEM;SG
forfatningen	konstitution	forfatning	konstitution	N;DEF;MASC+FEM;SG	N;NOM;INDF;MASC+FEM;SG
forfatningen	grundlag	forfatning	grundlag	N;DEF;MASC+FEM;SG	N;NOM;INDF;MASC+FEM;SG
monica	monica	monica	monic		N;NOM;INDF;MASC+FEM;SG
udkommet	utgiven	udkomme	utge	V;INDF;SG;PST;V.PTCP	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP
udkommet	publicerade	udkomme	publicera	V;INDF;SG;PST;V.PTCP	ADJ;NOM;PL;PST;V.PTCP
udkommet	publicerat	udkomme	publicerad	V;INDF;SG;PST;V.PTCP	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP
udkommet	offentliggjord	udkomme	offentliggjord	V;INDF;SG;PST;V.PTCP	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP
udkommet	publicerad	udkomme	publicera	V;INDF;SG;PST;V.PTCP	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP
lejr	lägret	lejr	lägr	N;INDF;MASC+FEM;SG	N;NOM;DEF;NEUT;SG
lejr	läger	lejr	läga	N;INDF;MASC+FEM;SG	N;NOM;INDF;MASC+FEM;PL
inkluderede	ingår	inkludere	ingå	V;PL;PST;V.PTCP	V;IND;PRS;FIN;ACT
inkluderede	inkluderade	inkludere	inkludera	V;PL;PST;V.PTCP	ADJ;NOM;PL;PST;V.PTCP
inkluderede	inkluderat	inkludere	inkludera	V;PL;PST;V.PTCP	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP
inkluderede	inkluderad	inkludere	inkludera	V;PL;PST;V.PTCP	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP
stødte	påträffats	stod	påträffa	V;IND;PST;FIN;ACT	V;V.CVB;PASS
sum	summan	sum	summan	N;INDF;MASC+FEM;SG	N;NOM;DEF;MASC+FEM;SG
unikke	unik	unik	unik	ADJ;PL	ADJ;NOM;INDF;MASC+FEM;SG
unikke	unikt	unik	unik	ADJ;PL	ADJ;NOM;INDF;NEUT;SG
banks	bankerna	banks	bank	N;INDF;MASC+FEM;SG	N;NOM;DEF;MASC+FEM;PL
banks	banker	banks	bank	N;INDF;MASC+FEM;SG	N;NOM;INDF;MASC+FEM;PL
banks	bankers	banks	bank	N;INDF;MASC+FEM;SG	N;GEN;INDF;MASC+FEM;PL
tove	linor	tov	lina	N;INDF;MASC+FEM;SG	N;NOM;INDF;MASC+FEM;PL
tove	tove	tov	tove	N;INDF;MASC+FEM;SG	PROPN;NOM
jupiter	jupiter	jupiter	jupit		N;NOM;INDF;MASC+FEM;PL
skygge	skuggor	skygge	skugga	N;INDF;MASC+FEM;SG	N;NOM;INDF;MASC+FEM;PL
skygge	skuggan	skygge	skugga	N;INDF;MASC+FEM;SG	N;NOM;DEF;MASC+FEM;SG
skygge	skuggan	skygge	skugga	N;INDF;MASC+FEM;SG	N;NOM;DEF;MASC+FEM;SG
passage	passerar	passage	passera	N;INDF;MASC+FEM;SG	V;IND;PRS;FIN;ACT
passage	korsar	passage	korsa	N;INDF;MASC+FEM;SG	V;IND;PRS;FIN;ACT
passage	passagen	passage	passage	N;INDF;MASC+FEM;SG	N;NOM;DEF;MASC+FEM;SG
videoen	filmklipp	videoen	filmklipp	N;DEF;MASC+FEM;SG	N;NOM;INDF;NEUT;SG
videoen	video	videoen	vide	N;DEF;MASC+FEM;SG	N;NOM;INDF;MASC+FEM;SG
videoen	videoklipp	videoen	videoklipp	N;DEF;MASC+FEM;SG	N;NOM;INDF;NEUT;SG
torv	fyrkantig	torv	fyrkantig	N;INDF;NEUT;SG	ADJ;NOM;INDF;MASC+FEM;SG
torv	torget	torv	torg	N;INDF;NEUT;SG	N;NOM;DEF;NEUT;SG
betty	betty	betty	betty		PROPN;NOM
afslører	avslöja	afsløre	avslöja	V;IND;PRS;FIN;ACT	V;IMP;NFIN;ACT
eksperimenter	experimentet	eksperiment	experiment	N;INDF;MASC+FEM;PL	N;NOM;DEF;NEUT;SG
eksperimenter	experimentera	eksperiment	experimentera	N;INDF;MASC+FEM;PL	V;IMP;FIN;ACT
måler	mätning	måle	mätning	V;IND;PRS;FIN;ACT	N;NOM;INDF;MASC+FEM;SG
måler	mäta	måle	mäta	V;IND;PRS;FIN;ACT	V;IMP;FIN;ACT
måler	mätare	måle	mäta	V;IND;PRS;FIN;ACT	N;NOM;INDF;MASC+FEM;PL
måler	meter	måle	meter	V;IND;PRS;FIN;ACT	N;NOM;INDF;MASC+FEM;PL
atlantic	atlantic	atlantic	atlantic		PROPN;NOM
atlantic	atlanten	atlantic	atlant		N;NOM;DEF;MASC+FEM;SG
atlantic	atlantiska	atlantic	atlantisk		ADJ;NOM;PL
daf	daf	daf	daf		N;NOM;INDF;MASC+FEM;SG
dick	dick	dick	då		PROPN;NOM
dick	kuk	dick	kuk		N;NOM;INDF;MASC+FEM;SG
spiser	ätande	spise	äta	V;IND;PRS;FIN;ACT	N;NOM;INDF;NEUT;SG
spiser	äta	spise	äta	V;IND;PRS;FIN;ACT	V;IMP;FIN;ACT
spiser	äta	spise	äta	V;IND;PRS;FIN;ACT	V;IMP;FIN;ACT
spiser	ät	spise	ät	V;IND;PRS;FIN;ACT	V;IMP;FIN;ACT
skift	skift	skift	skift	N;INDF;NEUT;SG	N;NOM;INDF;NEUT;PL
skift	skifta	skift	skifta	N;INDF;NEUT;SG	V;IMP;FIN;ACT
skift	byt	skift	byta	N;INDF;NEUT;SG	V;IMP;FIN;ACT
skift	strömbrytare	skift	strömbrytare	N;INDF;NEUT;SG	N;NOM;INDF;MASC+FEM;PL
skift	byta	skift	byta	N;INDF;NEUT;SG	V;NFIN;ACT
skift	växla	skift	växla	N;INDF;NEUT;SG	V;IMP;NFIN;ACT
skift	ändra	skift	ändra	N;INDF;NEUT;SG	V;IMP;FIN;ACT
skift	byt	skift	byta	N;INDF;NEUT;SG	V;IMP;FIN;ACT
skift	byta	skift	byta	N;INDF;NEUT;SG	V;NFIN;ACT
skift	skift	skift	skift	N;INDF;NEUT;SG	N;NOM;INDF;NEUT;PL
helene	hélène	hel	hil	N;DEF;MASC+FEM;PL	N;NOM;INDF;MASC+FEM;SG
helene	helene	hel	hel	N;DEF;MASC+FEM;PL	N;NOM;DEF;MASC+FEM;SG
ordning	systemet	ordning	system	N;INDF;MASC+FEM;SG	N;NOM;DEF;NEUT;SG
ordning	arrangemanget	ordning	arrangemang	N;INDF;MASC+FEM;SG	N;NOM;DEF;NEUT;SG
klint	klippan	klint	klippa	N;INDF;MASC+FEM;SG	N;NOM;DEF;MASC+FEM;SG
klint	klippa	klint	klippa	N;INDF;MASC+FEM;SG	V;IMP;FIN;ACT
klint	cliff	klint	cliff	N;INDF;MASC+FEM;SG	PROPN;NOM
spin	snurra	spin	snurr	N;INDF;NEUT;SG	V;IMP;FIN;ACT
boris	boris	boris	boris		PROPN;NOM
udvides	expanderar	udvide	expandera	V;IND;PRS;FIN;PASS	V;IND;PRS;FIN;ACT
udvides	utökar	udvide	utöka	V;IND;PRS;FIN;PASS	V;IND;PRS;FIN;ACT
bnp	bni	bnp	bni	N;INDF;MASC+FEM;SG	PROPN;NOM
døre	dörrarna	dør	dörr	N;INDF;MASC+FEM;PL	N;NOM;DEF;MASC+FEM;PL
båden	båt	båd	båt	N;DEF;MASC+FEM;SG	N;NOM;INDF;MASC+FEM;SG
düsseldorf	düsseldorf	düsseldorf	düsseldorf	N;INDF;MASC+FEM;SG	PROPN;NOM
düsseldorf	düsseldorf	düsseldorf	düsseldorf	N;INDF;MASC+FEM;SG	PROPN;NOM
highway	highway	highway	highway	N;INDF;NEUT;SG	PROPN;NOM
montreal	montreal	montreal	montreal		PROPN;NOM
overskud	överskottet	overskud	överskott	N;INDF;NEUT;SG	N;NOM;DEF;NEUT;SG
overskud	vinster	overskud	vinst	N;INDF;NEUT;SG	N;NOM;INDF;MASC+FEM;PL
krydse	korsning	krydse	korsning	V;NFIN;ACT	N;NOM;INDF;MASC+FEM;SG
krydse	cross	krydse	cross	V;NFIN;ACT	N;NOM;INDF;MASC+FEM;SG
krydse	kryss	krydse	kryss	V;NFIN;ACT	N;NOM;INDF;NEUT;SG
krydse	kors	krydse	kors	V;NFIN;ACT	N;NOM;INDF;NEUT;SG
sehested	sehested	sehested	sehested	N;INDF;MASC+FEM;SG	PROPN;NOM
organisk	ekologiska	organisk	ekologisk	ADV	ADJ;NOM;PL
organisk	organiskt	organisk	organisk	ADV	ADJ;NOM;INDF;NEUT;SG
organisk	ekologiskt	organisk	ekologisk	ADV	ADJ;NOM;INDF;NEUT;SG
organisk	organiska	organisk	organisk	ADV	ADJ;NOM;PL
organisk	ekologisk	organisk	ekologisk	ADV	ADJ;NOM;INDF;MASC+FEM;SG
julian	julian	julian	julian		PROPN;NOM
biologisk	biologiskt	biologisk	biologisk	ADV	ADJ;NOM;INDF;NEUT;SG
biologisk	biologisk	biologisk	biologisk	ADV	ADJ;NOM;INDF;MASC+FEM;SG
biologisk	biologiska	biologisk	biologisk	ADV	ADJ;NOM;PL
biologisk	biologiskt	biologisk	biologisk	ADV	ADJ;NOM;INDF;NEUT;SG
barnebarn	barnbarn	barnebarn	barnbarn	N;INDF;NEUT;SG	N;NOM;INDF;NEUT;PL
barnebarn	dotterdotter	barnebarn	dotterdott	N;INDF;NEUT;SG	N;NOM;INDF;MASC+FEM;PL
barnebarn	barnbarn	barnebarn	barnbarn	N;INDF;NEUT;SG	N;NOM;INDF;NEUT;PL
barnebarn	barnbarnet	barnebarn	barnbarn	N;INDF;NEUT;SG	N;NOM;DEF;NEUT;SG
barnebarn	barnbarn	barnebarn	barnbarn	N;INDF;NEUT;SG	N;NOM;INDF;NEUT;PL
barnebarn	barnbarnet	barnebarn	barnbarn	N;INDF;NEUT;SG	N;NOM;DEF;NEUT;SG
henderson	henderson	henderson	henderson	N;INDF;MASC+FEM;SG	PROPN;NOM
paulo	paulo	paulo	paulo	PROPN	PROPN;NOM
nyligt	senaste	nyligt	sen	ADV	ADJ;NOM;DEF;RL
mexicanske	mexikansk	mexicansk	mexikansk	ADJ;PL	ADJ;NOM;INDF;MASC+FEM;SG
mexicanske	mexikanskt	mexicansk	mexikansk	ADJ;PL	ADJ;NOM;INDF;NEUT;SG
skarpt	skarp	skarpt	skarp	ADV	ADJ;NOM;INDF;MASC+FEM;SG
skarpt	sharp	skarpt	sharp	ADV	N;NOM;INDF;MASC+FEM;SG
skarpt	vassa	skarpt	vass	ADV	ADJ;NOM;PL
skarpt	skarpa	skarpt	skarpa	ADV	ADJ;NOM;PL
forstæder	förorten	forståde	förort	N;INDF;MASC+FEM;PL	N;NOM;DEF;MASC+FEM;SG
forstæder	förort	forståde	förort	N;INDF;MASC+FEM;PL	N;NOM;INDF;MASC+FEM;SG
forstæder	suburban	forståde	suburban	N;INDF;MASC+FEM;PL	N;NOM;INDF;MASC+FEM;SG
færgen	färja	færgen	färja	N;DEF;MASC+FEM;SG	N;NOM;INDF;MASC+FEM;SG
begravelse	begravningen	begravelse	begravning	N;INDF;MASC+FEM;SG	N;NOM;DEF;MASC+FEM;SG
nederlaget	nederlag	nederlag	nederlag	N;DEF;NEUT;SG	N;NOM;INDF;NEUT;SG
nederlaget	besegra	nederlag	besegra	N;DEF;NEUT;SG	V;IMP;FIN;ACT
bestemmer	avgör	bestemme	avgöra	V;IND;PRS;FIN;ACT	V;IMP;PRS;FIN;ACT
forandring	ändra	forandring	ändra	N;INDF;MASC+FEM;SG	V;IMP;FIN;ACT
forandring	byt	forandring	byta	N;INDF;MASC+FEM;SG	V;IMP;FIN;ACT
forandring	byta	forandring	byta	N;INDF;MASC+FEM;SG	V;NFIN;ACT
følelse	känslor	følelse	känsla	N;INDF;MASC+FEM;SG	N;NOM;INDF;MASC+FEM;PL
følelse	känner	følelse	känna	N;INDF;MASC+FEM;SG	V;IND;PRS;FIN;ACT
følelse	känna	følelse	känna	N;INDF;MASC+FEM;SG	V;IMP;FIN;ACT
følelse	känslan	følelse	känslan	N;INDF;MASC+FEM;SG	N;NOM;DEF;MASC+FEM;SG
rygter	rykte	rygte	ryka	N;INDF;NEUT;PL	N;NOM;INDF;NEUT;SG
rygter	rykten	rygte	rykt	N;INDF;NEUT;PL	N;NOM;DEF;MASC+FEM;SG
rygter	rykten	rygte	rykt	N;INDF;NEUT;PL	N;NOM;DEF;MASC+FEM;SG
rygter	rykte	rygte	ryka	N;INDF;NEUT;PL	N;NOM;INDF;NEUT;SG
rygter	rykten	rygte	rykt	N;INDF;NEUT;PL	N;NOM;DEF;MASC+FEM;SG
rygter	ryktet	rygte	rykt	N;INDF;NEUT;PL	N;NOM;DEF;NEUT;SG
rygter	rykten	rygte	rykt	N;INDF;NEUT;PL	N;NOM;DEF;MASC+FEM;SG
indflydelsesrige	inflytelserika	indflydelsesrig	inflytelserika	ADJ;PL	N;NOM;INDF;MASC+FEM;SG
indflydelsesrige	inflytelserik	indflydelsesrig	inflytelserik	ADJ;PL	N;NOM;INDF;MASC+FEM;SG
stiftelse	grundande	stiftelse	grunda	N;INDF;MASC+FEM;SG	ADJ;NOM;PRS;V.PTCP
stiftelse	stiftelsen	stiftelse	stiftelse	N;INDF;MASC+FEM;SG	N;NOM;DEF;MASC+FEM;SG
stiftelse	bildande	stiftelse	bildande	N;INDF;MASC+FEM;SG	ADJ;NOM;PRS;V.PTCP
singer	singer	singer	singa	N;INDF;MASC+FEM;SG	PROPN;NOM
separate	separat	separat	separat	N;INDF;NEUT;SG	ADJ;NOM;INDF;MASC+FEM;SG
separate	separata	separat	separat	N;INDF;NEUT;SG	ADJ;NOM;PL
separate	separera	separat	separera	N;INDF;NEUT;SG	V;IMP;NFIN;ACT
manhattan	manhattan	manhattan	manhattan	N;INDF;MASC+FEM;SG	N;NOM;DEF;MASC+FEM;SG
strukturer	strukturerna	struktur	struktur	N;INDF;MASC+FEM;PL	N;NOM;DEF;MASC+FEM;PL
ottende	eighth	otte	eighth	ADJ	PROPN;NOM
ivar	ivar	ivar	ivar		PROPN;NOM
indbygget	inbäddade	indbygge	inbäddad	V;INDF;SG;PST;V.PTCP	ADJ;NOM;PL;PST;V.PTCP
indbygget	inbäddat	indbygge	inbäddad	V;INDF;SG;PST;V.PTCP	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP
indbygget	inbäddad	indbygge	inbäddad	V;INDF;SG;PST;V.PTCP	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP
indbygget	byggt	indbygge	bygga	V;INDF;SG;PST;V.PTCP	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP
indbygget	byggda	indbygge	bygga	V;INDF;SG;PST;V.PTCP	ADJ;NOM;PL;PST;V.PTCP
indbygget	byggd	indbygge	bygga	V;INDF;SG;PST;V.PTCP	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP
indbygget	införlivat	indbygge	införlivad	V;INDF;SG;PST;V.PTCP	ADJ;NOM;INDF;NEUT;SG;PST;V.PTCP
diana	diana	diana	du		PROPN;NOM
enorm	enorma	enorm	enorm	ADJ;INDF;MASC+FEM;SG	ADJ;NOM;PL
enorm	enormt	enorm	enorm	ADJ;INDF;MASC+FEM;SG	ADV
enorm	enorma	enorm	enorm	ADJ;INDF;MASC+FEM;SG	ADJ;NOM;PL
enorm	ofantliga	enorm	ofantlig	ADJ;INDF;MASC+FEM;SG	ADJ;NOM;PL
cornelius	cornelius	cornelius	cornelius	N;INDF;MASC+FEM;SG	PROPN;NOM
guderne	gudar	gud	gud	N;DEF;MASC+FEM;PL	N;NOM;INDF;MASC+FEM;PL
guderne	gudars	gud	gud	N;DEF;MASC+FEM;PL	N;NOM;INDF;NEUT;SG
teologisk	teologiska	teologisk	teologisk	ADV	ADJ;NOM;PL
giro	giro	giro	giro	N;INDF;MASC+FEM;SG	PROPN;NOM
tilbagetrækning	uttagen	tilbagetrækning	uttagen	N;INDF;MASC+FEM;SG	ADJ;NOM;INDF;MASC+FEM;SG;PST;V.PTCP
tilbagetrækning	återkalla	tilbagetrækning	återkalla	N;INDF;MASC+FEM;SG	V;IMP;NFIN;ACT
tilbagetrækning	tillbakadragande	tilbagetrækning	tillbakadragande	N;INDF;MASC+FEM;SG	ADJ;NOM;PRS;V.PTCP
mus	möss	mus	möss	N;INDF;MASC+FEM;SG	N;NOM;INDF;NEUT;PL
virkelighed	verkligheter	virkelighed	verklighet	N;INDF;MASC+FEM;SG	N;NOM;INDF;MASC+FEM;PL
virkelighed	verkligheten	virkelighed	verklighet	N;INDF;MASC+FEM;SG	N;NOM;DEF;MASC+FEM;SG
über	über	über	über	V;IND;PST;FIN;ACT	V;IMP;FIN;ACT
grundloven	författning	grundlov	författning	N;DEF;MASC+FEM;SG	N;NOM;INDF;MASC+FEM;SG
grundloven	konstitution	grundlov	konstitution	N;DEF;MASC+FEM;SG	N;NOM;INDF;MASC+FEM;SG
grundloven	grundlag	grundlov	grundlag	N;DEF;MASC+FEM;SG	N;NOM;INDF;MASC+FEM;SG
cleveland	cleveland	cleveland	cleveland		PROPN;NOM
elseif	elseif	elseif	elseif		N;NOM;INDF;MASC+FEM;SG
jer	jer	I	jer	PRO;ACC;MASC+FEM;PL;2	V;IMP;FIN;ACT
saa	saa	saa	sam	ADV	V;IMP;FIN;ACT
beretninger	rapporterar	beretning	rapportera	N;INDF;MASC+FEM;PL	V;IND;PRS;FIN;ACT
