wat	מה	wat	מה	PRO	ADV
weet	דע	weet	דע	V;PRS	V;MASC;SG;1;PST;ACT
weet	מכירה	weet	מכירה	V;PRS	N;FEM;SG
verslaan	תבוסה	verslaan	תבוסה	V;PRS	N;FEM;SG
verslaan	הובס	verslaan	הובס	V;PRS	V;MASC;SG;3;PST;PASS
toring	מגדל	toring	מגדל	N;SG	PROPN
toring	המגדל	toring	המגדל	N;SG	PROPN
vervoer	תחבורה	vervoer	תחבורה	V;PRS	N;FEM;SG
vervoer	תחבורה	vervoer	תחבורה	V;PRS	N;FEM;SG
vervoer	הובלה	vervoer	הובלה	V;PRS	N;FEM;SG
rede	הסיבה	rede	הסיב	N;SG	V;FEM;SG;3;PST;ACT
walt	וולט	walt	ולט		PROPN
krag	פורס	krag	פורס	N;SG	PROPN
krag	כח	krag	כוח	N;SG	
krag	כח	krag	כוח	N;SG	
krag	power	krag	power	N;SG	
poolse	פוליש	pools	פוליש	V;PRS	PROPN
poolse	לק	pools	לק	V;PRS	
poolse	פולני	pools	פולני	V;PRS	PROPN
poolse	הברקה	pools	הברקה	V;PRS	N;FEM;SG
opvolger	חסיד	opvolger	חסיד	V;PRS	
federale	הפדרלי	federaal	הפדרלי	ADJ;NOM	PROPN
federale	פדרלית	federaal	פדרלי	ADJ;NOM	ADV
federale	פדרלי	federaal	פדרלי	ADJ;NOM	PROPN
donker	אפל	donker	אפל	ADJ;NOM	
donker	אפלה	donker	אפלה	ADJ;NOM	PROPN
donker	חושך	donker	חושך	ADJ;NOM	N;MASC;SG
donker	כהה	donker	כהה	ADJ;NOM	
versameling	אוסף	versameling	אוסף	N;SG	
nege	nine	neg	nine	NUM	
internet	אינטרנט	internet	אינטרנט	PROPN;SG	
internet	האינטרנט	internet	האינטרנט	PROPN;SG	PROPN
san	סאן	san	סאן		PROPN
san	סן	san	סן		PROPN
klassieke	קלאסי	klassiek	קלאסי	DET;DEF	ADJ;MASC;SG
klassieke	קלאסית	klassiek	קלאסי	DET;DEF	ADV
klassieke	קלאסיקה	klassiek	קלאסיקה	DET;DEF	N;FEM;SG
klassieke	קלאסי	klassiek	קלאסי	DET;DEF	ADJ;MASC;SG
klassieke	קלאסית	klassiek	קלאסי	DET;DEF	ADV
dink	לחשוב	dink	חשב		V;NFIN;ACT
dink	תחשוב	dink	חשב		V;MASC;SG;3;FUT;ACT
dink	חושב	dink	חשב		V;MASC;SG;V.PTCP;ACT
fort	מבצר	fort	מבצר	N;SG	PROPN
fort	פורט	fort	פורט	N;SG	PROPN
beskerm	מוגן	beskerm	מוגן	V;PRS	ADJ;MASC;SG
beskerm	מוגנים	beskerm	הוגן	V;PRS	ADJ;MASC;PL
beskerm	מוגנת	beskerm	הוגן	V;PRS	ADJ;FEM;SG
beskerm	המוגן	beskerm	המוגן	V;PRS	ADJ;MASC;SG
maklik	בקלות	maklik	בקלה	CONJ	
maklik	קל	maklik	קל	CONJ	ADJ;MASC;SG
maklik	קלות	maklik	קל	CONJ	
maklik	לאט	maklik	לאט	CONJ	ADV
persoonlike	אישית	persoonlik	אישית	ADJ;NOM	ADV
fishes	דגים	fishes	דג		N;MASC;PL
swaar	כבדה	swaar	כבד		ADV
swaar	כבדות	swaar	כבד		N;FEM;PL
vrede	שלום	vrede	שלום	N;SG	PROPN
vrede	השלום	vrede	השלום	N;SG	
vrede	שלווה	vrede	שלווה	N;SG	
reis	נסיעות	reis	נסיעה	N;SG	N;FEM;PL
reis	מטייל	reis	הטייל	N;SG	PROPN
reis	נסיעות	reis	נסיעה	N;SG	N;FEM;PL
burger	המבורגר	burger	המבורגר	N;SG	PROPN
burger	בורגר	burger	בורגר	N;SG	PROPN
burger	האזרח	burger	האזרח	N;SG	PROPN
burger	אזרחית	burger	אזרחי	N;SG	ADV
andrew	אנדרו	andrew	אנדרו	PROPN;SG	PROPN
voet	פוט	voet	פוט	N;SG	PROPN
voet	רגל	voet	רגל	N;SG	
ondersteun	תמיכה	ondersteun	תמיכה	V;PRS	N;FEM;SG
ondersteun	התמיכה	ondersteun	התמיך	V;PRS	V;FEM;SG;3;PST;ACT
gewoon	מישור	gewoon	מישור	V;PST;V.PTCP	N;MASC;SG
gewoon	רגילה	gewoon	רגיל	V;PST;V.PTCP	ADJ;FEM;SG
gewoon	רגיל	gewoon	רגיל	V;PST;V.PTCP	ADJ;MASC;SG
malan	מאלאן	malan	מאלאן		PROPN
moeder	אימא	moeder	אימא	N;SG	
onderwerp	נושא	onderwerp	נושא		N;MASC;SG
onderwerp	נושא	onderwerp	נושא		N;MASC;SG
materiaal	חומרי	materiaal	חומרי	N;SG	ADJ;MASC;PL
materiaal	חומרים	materiaal	חומר	N;SG	N;MASC;PL
studeer	למידה	studeer	למידה	V;PRS	PROPN
studeer	לימוד	studeer	לימוד	V;PRS	N;MASC;SG
studeer	מחקר	studeer	מחקר	V;PRS	N;MASC;SG
studeer	מחקרים	studeer	מחקר	V;PRS	N;MASC;PL
studeer	לימודי	studeer	לימודים	V;PRS	PROPN
studeer	לימודים	studeer	לימודים	V;PRS	N;MASC;PL
goud	גולד	goud	גולד	N;SG	PROPN
volle	מלא	volle	מלא	ADV	
volle	מלאים	volle	מלא	ADV	ADJ;MASC;PL
iso	iso	iso	iso	PROPN;SG	
groepeer	חבורה	groepeer	חבורה	N;PL	N;FEM;SG
groepeer	הקבוצה	groepeer	הקבוצה	N;PL	PROPN
groepeer	קבוצה	groepeer	קבוצה	N;PL	N;FEM;SG
nature	הטבע	nature	הטבע		
nature	טבע	nature	טבע		
chemiese	כימיקלים	chemies	כימיקל	ADJ;NOM	N;MASC;PL
chemiese	כימי	chemies	כימי	ADJ;NOM	PROPN
gevalle	נופש	geval	נופש	N;PL	N;MASC;SG
ver	רחוק	ver	רחוק	ADV	
watter	אשר	watter	אשר	PRO	CONJ
watter	איזה	watter	איזה	PRO	
belgië	בלגיה	belgië	בלגיה		PROPN
behou	החזיק	behou	החזיק	V;PRS	V;MASC;SG;3;PST;ACT
behou	שמור	behou	שמור	V;PRS	
noorweë	נבדה	noorweë	נבד	ADJ;NOM	PROPN
noorweë	נבאדה	noorweë	נבאד	ADJ;NOM	PROPN
noorweë	נורבגיה	noorweë	נורבגיה	ADJ;NOM	PROPN
versoek	ביקש	versoek	ביקש	V;PRS	V;MASC;SG;3;PST;ACT
versoek	המבוקש	versoek	המבוקש	V;PRS	ADV
versoek	בקשה	versoek	בקשה	V;PRS	N;FEM;SG
versoek	מבוקש	versoek	מבוקש	V;PRS	ADJ;MASC;SG
versoek	בקשי	versoek	בקש	V;PRS	PROPN
versoek	הבקשה	versoek	הבקשה	V;PRS	N;FEM;SG
versoek	בקשה	versoek	בקשה	V;PRS	N;FEM;SG
versoek	בקשת	versoek	בקשה	V;PRS	N;FEM;SG
versoek	בקש	versoek	בקש	V;PRS	PROPN
hulp	עזור	hulp	עזור	N;SG	PROPN
hulp	עזרי	hulp	עזר	N;SG	PROPN
hoop	הופ	hoop	הופ	V;PRS	
hoop	תקוה	hoop	תקוה	V;PRS	PROPN
hoop	התקווה	hoop	התקווה	V;PRS	N
hoop	תקווה	hoop	תקווה	V;PRS	N;FEM;SG
bedryf	תעשיה	bedryf	תעשייה		N;FEM;SG
bedryf	תעשייה	bedryf	תעשייה		N;FEM;SG
bedryf	תעשיית	bedryf	תעשייה		N;FEM;SG
bedryf	התעשייה	bedryf	התעשייה		N;FEM;SG
saint	הקדוש	saint	הקדוש		PROPN
saint	קדושה	saint	קדוש		PROPN
inheemse	יליד	inheems	יליד	DET;DEF	PROPN
inheemse	ילידים	inheems	יליד	DET;DEF	N;MASC;PL
sulke	כזאת	sulke	כזאת	PRO	
sulke	כזה	sulke	כזה	PRO	
sulke	כזו	sulke	כזו	PRO	
sulke	כאלה	sulke	כאלה	PRO	PROPN
dalk	אולי	dalk	אולי		ADV
albert	אלברט	albert	אלברט		PROPN
albert	אלבר	albert	אלבר		PROPN
king	קינג	king	קינג		PROPN
king	מלך	king	מלך		N;MASC;SG
warm	חמה	warm	חם		PROPN
warm	שווה	warm	שווה		PROPN
bgcolor	bgcolor	bgcolor	bgcolor		PRO;MASC;SG;3
bruin	בראון	bruin	בראון	ADV	PROPN
bruin	חומה	bruin	חומה	ADV	PROPN
bruin	חומות	bruin	חומה	ADV	N;FEM;PL
bruin	חום	bruin	חום	ADV	
eeue	המאה	eeue	המאה	N;PL	
voorwerpe	אובייקט	voorwerpe	אובייקט	N;PL	N;MASC;SG
joodse	יהודייה	joods	יהודי		PROPN
joodse	יהודית	joods	יהודית		PROPN
joodse	יהדות	joods	יהדות		N;FEM;SG
joodse	יהודים	joods	יהודי		N;MASC;PL
joodse	יהודיה	joods	None		PROPN
joodse	יהודי	joods	יהודי		N;MASC;SG
victoria	ויקטוריה	victoria	ויקטוריה		PROPN
maan	מון	maan	מון	N;SG	PROPN
maan	ירח	maan	ירח	N;SG	PROPN
maan	הירח	maan	הירח	N;SG	PROPN
stig	סטיג	stig	סטיג	V;PRS	PROPN
verantwoordelik	אחראית	verantwoordelik	אחראי	ADV	ADJ;FEM;SG
verantwoordelik	אחראי	verantwoordelik	אחראי	ADV	ADJ;MASC
verantwoordelik	אחריות	verantwoordelik	אחריות	ADV	N;FEM;SG
verantwoordelik	האחראי	verantwoordelik	האחראי	ADV	PROPN
verantwoordelik	אחראיות	verantwoordelik	אחראי	ADV	ADJ;FEM;PL
verantwoordelik	אחראים	verantwoordelik	אחראי	ADV	N;MASC;PL
kaarte	כרטיסים	kaart	כרטיס		N;MASC;PL
kaarte	קלפים	kaart	קלף		N;MASC;PL
kaarte	מפות	kaart	מפות		N;FEM;PL
kaarte	קארד	kaart	קארד		PROPN
kaarte	קלף	kaart	קלף		PROPN
kaarte	כרטיס	kaart	כרטיס		N;MASC;SG
wissel	החלפה	wissel	החלפה		N;FEM;SG
wissel	מפסק	wissel	פיסק		PROPN
wissel	להחליף	wissel	החליף		V;NFIN;ACT
wissel	מרחפת	wissel	מרחפת		V;FEM;SG;V.PTCP;ACT
wissel	מרחף	wissel	ריחף		V;MASC;SG;V.PTCP;ACT
wissel	צפה	wissel	צפה		PROPN
seisoen	העונה	seisoen	העונה	N;SG	ADV
amper	כמעט	amper	כמעט		ADV
grondwet	החוקה	grondwet	החוקה	N;SG	ADV
www	www	www	www		PROPN
kollege	המכללה	kollege	המכללה	N;SG	
besig	עמוס	besig	עמוס	V;PRS	PROPN
besig	עסוקה	besig	עסוק	V;PRS	ADJ;FEM;SG
besig	עסוקים	besig	עסק	V;PRS	ADJ;MASC;PL
verhaal	סקופ	verhaal	סקופ	V;PRS	PROPN
uitgevoer	להורג	uitvoer	להורג	V;PST;V.PTCP	
soortgelyke	דומה	soortgelyk	דומה	ADJ;NOM	
soortgelyke	דומים	soortgelyk	דומה	ADJ;NOM	N;MASC;PL
skiereiland	פנינסולה	skiereiland	פנינסולה	N;SG	PROPN
wetenskap	מדע	wetenskap	מדע	N;SG	
wetenskap	מדעים	wetenskap	מדע	N;SG	N;MASC;PL
tye	הטיימס	tye	הטיימס	N;PL	PROPN
tye	טיימס	tye	טיימס	N;PL	PROPN
gewild	פופולרי	gewild	פופולרי	ADV	ADJ;MASC;SG
gewild	אהוד	gewild	אהוד	ADV	PROPN
gewild	פופולרית	gewild	פופולרית	ADV	ADJ;FEM;SG
gewild	פופולריים	gewild	פופולרי	ADV	ADJ;MASC;PL
gewild	פופולריות	gewild	פופולריות	ADV	N;FEM;SG
gewild	נבחרים	gewild	נבחר	ADV	N;MASC;PL
gewild	פופולרי	gewild	פופולרי	ADV	ADJ;MASC;SG
gewild	פופולריות	gewild	פופולריות	ADV	N;FEM;SG
gewild	פופולריים	gewild	פופולרי	ADV	ADJ;MASC;PL
jaarlikse	השנתי	jaarliks	השנתי	ADJ;NOM	V;SG;1;PST;ACT
jaarlikse	שנתי	jaarliks	שנתי	ADJ;NOM	PROPN
jaarlikse	שנתית	jaarliks	שנתי	ADJ;NOM	ADV
vermoor	נרצח	vermoor	נרצח	V;PRS	V;MASC;SG;3;PST;MID
vermoor	נרצחה	vermoor	נרצח	V;PRS	V;FEM;SG;3;PST;MID
vermoor	נרצחו	vermoor	נרצח	V;PRS	V;PL;3;PST;MID
vermoor	נהרגה	vermoor	נהרג	V;PRS	V;FEM;SG;3;PST;MID
vermoor	נהרג	vermoor	נהרג	V;PRS	V;MASC;SG;3;PST;MID
vermoor	נהרגו	vermoor	נהרג	V;PRS	V;PL;3;PST;MID
vermoor	הרג	vermoor	הרג	V;PRS	N;MASC;SG
teorie	תיאוריה	teorie	תיאוריה	N;SG	PROPN
jesus	ישוע	jesus	ישוע		PROPN
kasteel	קאסל	kasteel	קאסל	N;SG	PROPN
lyf	הגוף	lyf	הגוף	N;SG	
oostenryk	אוסטריה	oostenryk	אוסטריה		PROPN
gelewer	שניתנו	lewer	שניתנו	V;PST;V.PTCP	
totdat	עד	totdat	עד	CONJ	ADP
moskou	מוסקבה	moskou	מוסקבה		PROPN
hawe	הארבור	hawe	הארבור	N;SG	PROPN
hawe	נמל	hawe	נמל	N;SG	PROPN
hawe	פורט	hawe	פורט	N;SG	PROPN
brasilië	ברזיל	brasilië	ברזיל		PROPN
history	היסטוריה	history	היסטוריה		N;FEM;SG
history	ההיסטוריה	history	ההיסטוריה		N;FEM;SG
michael	מיכאל	michael	מיכאל		PROPN
michael	מייקל	michael	מייקל		PROPN
beelde	תדמית	beelde	תדמית	N;PL	N;FEM;SG
beelde	התמונה	beelde	התמונה	N;PL	V;FEM;SG;3;PST
beelde	תמונה	beelde	תמונה	N;PL	N;FEM;SG
verbeter	הגדל	verbeter	הגדל	V;PRS	
oorwinning	הניצחון	oorwinning	הניצחון	N;SG	PROPN
vol	מלאים	vol	מלא		ADJ;MASC;PL
vol	מלאה	vol	מלא		ADV
olivier	אוליבייה	olivier	אוליבייה		PROPN
toegelaat	מותר	toelaat	מותר	V;PST;V.PTCP	ADJ;MASC;SG
finansiële	פיננסי	finansieel	פיננסי	ADJ;NOM	PROPN
gevra	שאל	vra	שאל	V;PST;V.PTCP	N;MASC;SG
anna	אנה	anna	אנה	N;SG	PROPN
gebruikers	משתמשים	gebruiker	השתמש	N;PL	V;MASC;PL;V.PTCP
blare	משאיר	blaar	השאיר	N;PL	V;MASC;SG;V.PTCP;ACT
wallis	ויילס	wallis	ויילס	PROPN;SG	PROPN
wallis	ווילס	wallis	ווילס	PROPN;SG	PROPN
insluitend	כולל	insluit	כלל	ADJ;NOM	V;MASC;SG;V.PTCP;ACT
arabiese	ערבית	arabies	ערבי		PROPN
onlangse	אחרונות	onlangs	אחרון	ADJ;NOM	N;FEM;PL
onlangse	לאחרונה	onlangs	לאחרונה	ADJ;NOM	ADV
johan	יוהאן	johan	יוהאן		PROPN
toestand	המדינה	toestand	המדין	N;SG	V;FEM;SG;3;PST;ACT
koerant	עיתונים	koerant	עיתון	N;SG	N;MASC;PL
riviere	ריברס	rivier	ריברס	N;PL	PROPN
verseker	צעירים	verseker	צעיר	V;PRS	N;MASC;PL
verhoog	יגבר	verhoog	גבר	V;PRS	PROPN
verhoog	עלייה	verhoog	עלייה	V;PRS	N;FEM;SG
verhoog	הגדל	verhoog	הגדל	V;PRS	
verhoog	הבמה	verhoog	הבמה	V;PRS	
verhoog	שלב	verhoog	שלב	V;PRS	N;MASC;SG
vlug	טיסה	vlug	טיסה	V;PRS	N;FEM;SG
hoeveelheid	הכמות	hoeveelheid	הכמה		N;FEM;SG
hoeveelheid	כמות	hoeveelheid	כמות		N;FEM;SG
sin	משפט	sin	משפט	V;PRS	N;MASC;SG
sin	חוש	sin	חוש	V;PRS	PROPN
sin	הגיון	sin	הגיון	V;PRS	N;MASC;SG
koste	העלות	koste	העלה	N;SG	N;FEM;PL
insluitende	כולל	insluit	כלל	ADP	V;MASC;SG;V.PTCP;ACT
gebeur	חכמה	gebeur	חכמה	V;PRS	N;FEM;SG
gebeur	חכם	gebeur	חכם	V;PRS	
gebeur	נבון	gebeur	נבון	V;PRS	PROPN
niks	כלום	niks	כלום		N;MASC;SG
swak	עניים	swak	עניים		N;MASC;PL
swak	מסכן	swak	סיכן		V;MASC;SG;V.PTCP;ACT
swak	חלש	swak	חלש		ADJ;MASC;SG
swak	חלשים	swak	חלש		ADJ;MASC;PL
swak	חלשה	swak	חלש		N;FEM;SG
betaal	שלם	betaal	שלם	V;PRS	ADJ;MASC;SG
betaal	שלמי	betaal	שלמי	V;PRS	
betaal	שילמה	betaal	שילם	V;PRS	V;FEM;SG;3;PST;ACT
betaal	בתשלום	betaal	בתשלום	V;PRS	ADV
betaal	משולם	betaal	משולם	V;PRS	PROPN
betaal	שילם	betaal	שילם	V;PRS	V;MASC;SG;3;PST;ACT
betaal	שולם	betaal	שולם	V;PRS	PROPN
geskenk	תרם	geskenk	תרם	V;PST;V.PTCP	PROPN
geskenk	תרמה	geskenk	תרמה	V;PST;V.PTCP	N;FEM;SG
geskenk	מתנה	geskenk	מתנה	V;PST;V.PTCP	
zimbabwe	זימבבואה	zimbabwe	זימבבואה	PROPN;SG	PROPN
datum	תאריך	datum	תאריך	N;SG	PROPN
datum	התאריך	datum	התאריך	N;SG	ADV
datum	דייט	datum	דייט	N;SG	PROPN
vertel	ספרי	vertel	ספר	V;PRS	PROPN
vertel	ספרו	vertel	ספר	V;PRS	
vertel	ספר	vertel	ספר	V;PRS	N;MASC;SG
munisipale	סיוויק	munisipaal	סיוויק	ADJ;NOM	PROPN
oog	העין	oog	העין	N;SG	V;MASC;SG;3;PST;ACT
studies	מחקרים	studie	מחקר	N;SG	N;MASC;PL
studies	לימודי	studie	לימודים	N;SG	PROPN
studies	לימודים	studie	לימודים	N;SG	N;MASC;PL
kolonie	מושבת	kolonie	מושבת	N;SG	PROPN
kolonie	המושבה	kolonie	המושבה	N;SG	PROPN
wedstryd	התחרות	wedstryd	התחרה	N;SG	N;FEM;PL
liefde	באהבה	liefde	באהבה	N;SG	PROPN
liefde	אוהב	liefde	אהב	N;SG	V;MASC;SG;V.PTCP;ACT
liefde	אוהבת	liefde	אהב	N;SG	V;FEM;SG;V.PTCP;ACT
liefde	אהובה	liefde	אהובה	N;SG	PROPN
meksiko	מקסיקו	meksiko	מקסיקו		PROPN
oblast	אובלסט	oblast	אובלסט	N;SG	PROPN
standaard	סטנדרטים	standaard	לסטנדרט	N;SG	N;MASC;PL
standaard	סטנדרט	standaard	None	N;SG	PROPN
standaard	סטנדרטי	standaard	סטנדרטי	N;SG	ADJ;MASC;SG
christian	כריסטיאן	christian	כריסטיאן		PROPN
christian	נוצרי	christian	נוצרי		PROPN
christian	נצרות	christian	נצרות		N;FEM;SG
probleem	הבעיה	probleem	הבעיה	V;PRS	ADV
probleem	בעייה	probleem	בעיה	V;PRS	N;FEM;SG
probleem	בעיה	probleem	בעיה	V;PRS	N;FEM;SG
kanadese	קנדית	kanades	קנדי	ADJ;NOM	PROPN
kanadese	קנדי	kanades	קנדי	ADJ;NOM	PROPN
voorstel	הצעה	voorstel	הצעה	V;PRS	N;FEM;SG
hertog	דוכס	hertog	דוכס		PROPN
hertog	דיוק	hertog	דיוק		N;MASC;SG
onafhanklik	עצמאי	onafhanklik	עצמאי	ADV	ADJ;MASC;SG
onafhanklik	עצמאיות	onafhanklik	עצמאי	ADV	ADJ;FEM;PL
onafhanklik	עצמאיים	onafhanklik	עצמאי	ADV	ADJ;MASC;PL
katedraal	הקתדרלה	katedraal	הקתדרלה	N;SG	V;FEM;SG;3;PST
bokant	עליון	bokant	עליון		ADJ;MASC;SG
bokant	עותק	bokant	עותק		N;MASC;SG
bokant	העתקה	bokant	העתקה		N;FEM;SG
klimaat	האקלים	klimaat	האקלים	N;SG	N;MASC;PL
vernietig	נהרס	vernietig	נהרס	V;PRS	V;MASC;SG;3;PST;MID
vernietig	הושמד	vernietig	הושמד	V;PRS	V;MASC;SG;3;PST;PASS
vernietig	הרס	vernietig	הרס	V;PRS	N;MASC;SG
vernietig	הרוס	vernietig	הרוס	V;PRS	
vernietig	נהרסו	vernietig	נהרס	V;PRS	V;PL;3;PST;MID
vernietig	השמד	vernietig	השמד	V;PRS	
onderneem	התחייב	onderneem	התחייב	V;PRS	V;MASC;SG;3;PST
metropolitaanse	המטרופולין	metropolitaans	המטרופולין	ADJ;NOM	PROPN
town	טאון	town	טאון		PROPN
town	עיירה	town	עיירה		N;FEM;SG
town	עיר	town	עיר		N;FEM;SG
town	העיר	town	העיר		V;MASC;SG;3;PST;ACT
klerk	הפקיד	klerk	הפקיד		V;MASC;SG;3;PST;ACT
klerk	פקיד	klerk	פקיד		N;MASC;SG
kos	עלויות	kos	עלות	N;SG	N;FEM;PL
smuts	סמאטס	smuts	סמאטס	N;SG	PROPN
duur	משך	duur	משך	V;PRS	N;MASC;SG
switserland	שוויץ	switserland	שווייץ		PROPN
switserland	שווייץ	switserland	שווייץ		PROPN
switserland	סאתרלנד	switserland	סאתרלנד		PROPN
heeltemal	לגמרי	heeltemal	לגמרי		ADV
heeltemal	לחלוטין	heeltemal	לחלוטין		ADV
verminder	חוסל	verminder	חוסל	V;PRS	V;MASC;SG;3;PST;PASS
verminder	ירידה	verminder	ירידה	V;PRS	N;FEM;SG
saamgestel	אצרה	saamstel	אצרה	V;PST;V.PTCP	PROPN
terugkeer	החזר	terugkeer	החזר	N;SG	PROPN
terugkeer	מחזירה	terugkeer	מחזיר	N;SG	V;FEM;SG;V.PTCP;ACT
afdeling	מקטע	afdeling	מקטע	N;SG	
rewolusie	המהפכה	rewolusie	המהפכה	N;SG	PROPN
begrawe	קבורה	begrawe	קבורה	V;PRS	N;FEM;SG
begrawe	נקבר	begrawe	נקבר	V;PRS	V;MASC;SG;3;PST;MID
begrawe	קבורים	begrawe	קבור	V;PRS	N;MASC;PL
begrawe	קבור	begrawe	קבור	V;PRS	PROPN
edward	אדוארד	edward	אדוארד	PROPN;SG	PROPN
plant	צמח	plant	צמח	N;SG	PROPN
plant	שתול	plant	שתול	N;SG	PROPN
ontmoet	פגוש	ontmoet	פגוש	V;PRS	
ontmoet	הכירו	ontmoet	הכיר	V;PRS	V;PL;3;PST;ACT
ontmoet	תכירו	ontmoet	תכירו	V;PRS	V;PL;1;FUT;ACT
google	גוגל	goog	גוגל		PROPN
winter	החורף	winter	החורף	V;PRS	ADV
winter	חורף	winter	חורף	V;PRS	PROPN
noem	איזכור	noem	איזכור	V;PRS	N;MASC;SG
noem	אזכור	noem	אזכור	V;PRS	N;MASC;SG
behandel	טופל	behandel	טופל	V;PRS	PROPN
behandel	פינוק	behandel	פינוק	V;PRS	N;MASC;SG
stuur	שדר	stuur	שדר	V;PRS	N;MASC;SG
stuur	שלח	stuur	שלח	V;PRS	V;MASC;SG;3;PST
stuur	שלחי	stuur	שלח	V;PRS	
stuur	שלחו	stuur	שלח	V;PRS	V;PL;3;PST
verleen	באדיבות	verleen	באדיבות	V;PRS	PROPN
verleen	גרנט	verleen	גרנט	V;PRS	PROPN
verleen	מענק	verleen	מענק	V;PRS	N;MASC;SG
verleen	גראנט	verleen	גראנט	V;PRS	PROPN
israel	ישראל	israel	ישראל		PROPN
etiket	תגיות	etiket	תגייה		N;FEM;PL
etiket	תוויות	etiket	תווית		N;FEM;PL
etiket	תיוגים	etiket	תיוג		N;MASC;PL
etiket	תווית	etiket	תווית		N;FEM;SG
etiket	התווית	etiket	התווית		N;FEM;SG
belangrik	חשובות	belangrik	חשוב	ADV	ADJ;FEM;PL
belangrik	חשובים	belangrik	חשוב	ADV	ADJ;MASC;PL
belangrik	חשוב	belangrik	חשוב	ADV	ADJ;MASC;SG
belangrik	חשובה	belangrik	חשוב	ADV	ADJ;FEM;SG
area	האזור	area	האזור	N;SG	PROPN
somer	סאמר	somer	סאמר		PROPN
somer	הקיץ	somer	הקיץ		PROPN
deense	דנית	deens	דנית	ADJ;NOM	PROPN
deense	דנים	deens	דן	ADJ;NOM	N;MASC;PL
aard	הטבע	aard	הטבע	N;SG	
aard	טבע	aard	טבע	N;SG	
sanger	זמרת	sank	זמרת	ADV	PROPN
sanger	זמר	sank	זמר	ADV	PROPN
sanger	סנגר	sank	סנגר	ADV	PROPN
pogings	המאמצים	poging	המאמץ	N;PL	PROPN
moeilik	קשיח	moeilik	קשיח	ADV	
moeilik	קשים	moeilik	קשה	ADV	ADJ;MASC;PL
vra	תשאל	vra	תשאל	V;PRS	V;MASC;SG;2;FUT;ACT
vra	שאלי	vra	שאל	V;PRS	
vra	תשאלי	vra	תשאלי	V;PRS	V;SG;1;FUT;ACT
vra	בקש	vra	בקש	V;PRS	PROPN
vra	שאל	vra	שאל	V;PRS	N;MASC;SG
sweedse	שוויצרי	sweeds	שוויצרי	N;SG	PROPN
sweedse	שוודי	sweeds	שוודי	N;SG	PROPN
heel	עקב	heel	None		CONJ
vierkante	ריבועים	vierkant	ריבוע	ADJ;NOM	N;MASC;PL
vierkante	מרובעים	vierkant	מרובע	ADJ;NOM	N;MASC;PL
erasmus	ארסמוס	erasmus	ארסמוס	PRO;NOM;SG;3	PROPN
hart	הלב	hart	הלב	N;SG	
hart	לב	hart	לב	N;SG	PROPN
ernstige	רצינית	ernstig	רציני	ADJ;NOM	ADV
besonder	במיוחד	besonder	במיוחד		ADV
besonder	בפרט	besonder	בפרט		ADV
chris	כריס	chris	כריס	PROPN;SG	PROPN
clemens	קלמנט	clemens	קלמנט		PROPN
getalle	מספר	getal	מספר	N;PL	N;MASC;SG
getalle	המספר	getal	המספר	N;PL	PROPN
vii	השביעי	vii	השביע		ADV
ondanks	למרות	ondanks	למרות		ADP
bediening	איתור	bediening	איתור	N;SG	
klooster	מנזר	klooster	מנזר		PROPN
agtergrond	הרקע	agtergrond	הרקע	N;SG	
kern	ליבה	kern	ליבה		PROPN
kern	ליבת	kern	ליבה		PROPN
kern	הליבה	kern	הליבה		N;FEM;SG
joseph	יוסף	joseph	יוסף		PROPN
verdrag	הסכם	verdrag	הסכם	V;PRS	N;MASC;SG
somerset	סומרסט	somerset	סומרסט		PROPN
brand	אש	brand	אש		N;FEM;SG
brand	שריפה	brand	שריף		N;FEM;SG
wêreldwyd	גלובל	wêreldwyd	גלובל	ADV	PROPN
wêreldwyd	גלובלי	wêreldwyd	גלובלי	ADV	PROPN
australiese	אוסטרלי	australies	אוסטרלי	ADJ;NOM	PROPN
australiese	האוסטרלי	australies	האוסטרלי	ADJ;NOM	PROPN
wiki	ויקי	wiki	ויקי		PROPN
tipiese	אופיינית	tipies	אופייני	N;SG	ADJ;FEM;SG
tipiese	טיפוסית	tipies	טיפוסי	N;SG	ADV
tipiese	אופייני	tipies	אופייני	N;SG	ADJ;MASC;SG
wellington	וולינגטון	wellington	וולינגטון		PROPN
relatief	יחסי	relatief	יחסים		N;PSSD;MASC;PL
godsdienstige	דת	godsdienstig	דת	ADJ;NOM	N;FEM;SG
godsdienstige	דתי	godsdienstig	דתי	ADJ;NOM	N;MASC;SG
godsdienstige	דתית	godsdienstig	דתי	ADJ;NOM	N;FEM;SG
godsdienstige	דתיים	godsdienstig	דתי	ADJ;NOM	N;MASC;PL
pers	סגול	pers	סגול	N;PL	
pers	סגולה	pers	סגולה	N;PL	PROPN
pers	עיתונות	pers	עיתונות	N;PL	N;FEM;SG
pers	ויולט	pers	ויולט	N;PL	PROPN
tydskrif	מגזין	tydskrif	מגזין	N;SG	
koop	קנה	koop	קנה	V;PRS	N;MASC;SG
koop	קנייה	koop	קנייה	V;PRS	N;FEM;SG
koop	תקנה	koop	תקנה	V;PRS	N;FEM;SG
koop	קונים	koop	קונה	V;PRS	N;MASC;PL
kruis	צלב	kruis	צלב		N;MASC;SG
kruis	קרוס	kruis	קרוס		PROPN
kruis	הצלב	kruis	הצלב		N;MASC;SG
martin	מרטן	martin	מרטן		PROPN
