right	ben	righta	ben		ADV
kilometrov	a	kilometer	o	N;GEN;MASC;PL	DET
narave	da	narava	da	N;NOM;FEM;PL	V
narave	a	narava	o	N;NOM;FEM;PL	DET
stalno	constante	stalno	constante	ADV	ADJ
dodatno	adicional	dodatno	adicional	ADV	ADJ
dodatno	de	dodatno	de	ADV	ADP
dodatno	extra	dodatno	extra	ADV	PROPN
dodatno	un	dodatno	un	ADV	DET
tehnični	técnico	tehničen	técnico	ADJ;NOM;MASC;SG	N
tehnični	técnica	tehničen	técnica	ADJ;NOM;MASC;SG	N
največkrat	maioría	največkrat	maioría	ADV;RL	N
največkrat	sobre	največkrat	sobre	ADV;RL	ADP
največkrat	todo	največkrat	todo	ADV;RL	DET
vzrok	porque	vzrok	porque	N;NOM;MASC;SG	CONJ
vzrok	causar	vzrok	causar	N;NOM;MASC;SG	V
graf	gráfico	graf	gráfico	N;NOM;MASC;SG	ADJ
graf	gráfica	graf	gráfico	N;NOM;MASC;SG	ADJ
graf	gráfica	graf	gráfico	N;NOM;MASC;SG	ADJ
graf	amosa	graf	amosar	N;NOM;MASC;SG	V
graf	gráfico	graf	gráfico	N;NOM;MASC;SG	ADJ
počasi	lento	počasi	lento	ADV	ADJ
počasi	lenta	počasi	lento	ADV	ADJ
počasi	lentos	počasi	lento	ADV	ADJ
počasi	ou	počasi	ou	ADV	CONJ
počasi	frean	počasi	frear	ADV	V
počasi	tranquilo	počasi	tranquilo	ADV	ADJ
počasi	vagar	počasi	vagar	ADV	V
počasi	modo	počasi	modo	ADV	N
počasi	a	počasi	o	ADV	DET
počasi	sinxelo	počasi	sinxelo	ADV	ADJ
počasi	fácil	počasi	fácil	ADV	ADJ
počasi	doado	počasi	doado	ADV	ADJ
počasi	calma	počasi	calma	ADV	N
počasi	acouguen	počasi	acougar	ADV	PROPN
učinek	un	učinek	un	N;NOM;MASC;SG	DET
učinek	mellora	učinek	mellorar	N;NOM;MASC;SG	V
osem	oito	osem	oito	NUM;NOM;PL	N
energijo	enerxético	energija	enerxético	N;ACC;FEM;SG	ADJ
energijo	enerxética	energija	enerxético	N;ACC;FEM;SG	ADJ
podobna	parecido	podoben	parecer	ADJ;NOM;FEM;SG	N
svete	sagrados	svet	sagrar	ADJ;NOM;FEM;PL	V
vseeno	segue	vseeno	seguir	ADV	V
najmanj	cando	najmanj	cando	ADV;RL	PRO
najmanj	polo	najmanj	polo	ADV;RL	N
besed	as	beseda	o	N;GEN;FEM;PL	DET
ameriki	américa	amerika	américar	N;DAT;FEM;SG	PROPN
ameriki	ee	amerika	ee	N;DAT;FEM;SG	PROPN
ameriki	america	amerika	americar	N;DAT;FEM;SG	PROPN
ameriki	unidos	amerika	unir	N;DAT;FEM;SG	V
ameriki	uu	amerika	uu	N;DAT;FEM;SG	PROPN
ameriki	nos	amerika	nos	N;DAT;FEM;SG	PRO
združene	dos	združen	dos	ADJ;NOM;FEM;PL;V.PTCP	PROPN
združene	nos	združen	nos	ADJ;NOM;FEM;PL;V.PTCP	PRO
združene	unidos	združen	unir	ADJ;NOM;FEM;PL;V.PTCP	V
združene	unidas	združen	unir	ADJ;NOM;FEM;PL;V.PTCP	V
združene	ficade	združen	ficade	ADJ;NOM;FEM;PL;V.PTCP	PROPN
združene	ee	združen	ee	ADJ;NOM;FEM;PL;V.PTCP	PROPN
združene	eua	združen	eua	ADJ;NOM;FEM;PL;V.PTCP	PROPN
izjemno	sorprendente	izjemno	sorprendente	ADV	ADJ
izjemno	notables	izjemno	notable	ADV	ADJ
izjemno	extraordinario	izjemno	extraordinario	ADV	ADJ
ana	anne	an	anne	PROPN;NOM;FEM;SG	PROPN
ana	anna	an	anna	PROPN;NOM;FEM;SG	PROPN
use	uso	usa	uso		N
use	usamos	usa	usar		V
use	usar	usa	usar		V
use	usan	usa	usar		V
načelnik	o	načelnik	o	N;NOM;MASC;SG	DET
poročila	sobre	poročilo	sobre	N;NOM;NEUT;PL	ADP
upor	a	upor	o	N;NOM;MASC;SG	DET
zemljo	da	zemlja	da	N;ACC;FEM;SG	V
zemljo	earth	zemlja	earth	N;ACC;FEM;SG	PROPN
glejte	coidado	gledati	coidado	V;IPFV;IMP;PL;2;FIN	N
zlati	de	zlat	de	ADJ;NOM;DEF;MASC;SG	ADP
zlati	ouro	zlat	ouro	ADJ;NOM;DEF;MASC;SG	N
zlati	ouro	zlat	ouro	ADJ;NOM;DEF;MASC;SG	N
zlati	de	zlat	de	ADJ;NOM;DEF;MASC;SG	ADP
vojaki	soldados	vojak	soldar	N;NOM;MASC;PL	V
vojaki	os	vojak	o	N;NOM;MASC;PL	DET
will	vai	will	ir		V
daleč	de	daleč	de	ADV	ADP
daleč	ata	daleč	ata	ADV	ADP
redno	normal	redno	normal	ADV	ADJ
redno	típica	redno	típico	ADV	ADJ
redno	de	redno	de	ADV	ADP
redno	taxis	redno	taxis	ADV	N
redno	regular	redno	regular	ADV	V
morala	moral	morati	moral	V;IPFV;FEM;SG;V.PTCP	N
orožja	as	orožje	o	N;GEN;NEUT;SG	DET
martina	martin	martina	martin	N;ACC;MASC;SG	PROPN
carl	carl	carl	carl	PROPN;NOM;MASC;SG	PROPN
pravnik	avogadiño	pravnik	avogadiño	N;NOM;MASC;SG	PROPN
jones	jones	jones	jone	PROPN;NOM;MASC;SG	PROPN
sprejet	mañá	sprejet	mañá	ADJ;NOM;INDF;MASC;SG;V.PTCP	ADV
galerija	de	galerija	de	N;NOM;FEM;SG	ADP
tretja	terzo	tretji	terzo	ADJ;NOM;FEM;SG	N
tekme	xogar	tekma	xogar	N;NOM;FEM;PL	V
tekme	os	tekma	o	N;NOM;FEM;PL	DET
proizvodnjo	de	proizvodnja	de	N;ACC;FEM;SG	ADP
velikost	do	velikost	do	N;NOM;FEM;SG	PROPN
roke	as	roka	o	N;NOM;FEM;PL	DET
odvisno	depende	odvisen	depender	ADJ;NOM;NEUT;SG	V
odvisno	da	odvisen	da	ADJ;NOM;NEUT;SG	V
odvisno	das	odvisen	das	ADJ;NOM;NEUT;SG	N
križ	cruzar	križ	cruzar	N;NOM;MASC;SG	V
križ	atravesar	križ	atravesar	N;NOM;MASC;SG	V
križ	crosstree	križ	crosstree	N;NOM;MASC;SG	PROPN
rekord	de	rekord	de	N;NOM;MASC;SG	ADP
rekord	gravar	rekord	gravar	N;NOM;MASC;SG	V
christian	christian	christian	christian	PROPN;NOM;MASC;SG	V
christian	cristiáns	christian	cristián	PROPN;NOM;MASC;SG	N
ludvik	luis	ludvik	luis	N;NOM;MASC;SG	PROPN
ludvik	louis	ludvik	loui	N;NOM;MASC;SG	PROPN
glavo	a	glava	o	N;ACC;FEM;SG	DET
mladi	mozos	mlad	mozo	ADJ;NOM;MASC;PL	N
mladi	mozo	mlad	mozo	ADJ;NOM;MASC;PL	N
mladi	moza	mlad	mozo	ADJ;NOM;MASC;PL	N
union	do	union	do	N;NOM;MASC;SG	PROPN
kitajska	china	kitajski	china	ADJ;NOM;FEM;SG	N
kitajska	os	kitajski	o	ADJ;NOM;FEM;SG	DET
kitajska	chineses	kitajski	chinés	ADJ;NOM;FEM;SG	N
kitajska	chinés	kitajski	chinés	ADJ;NOM;FEM;SG	N
berlin	de	berlin	de	N;NOM;MASC;SG	ADP
berlin	berlín	berlin	berlín	N;NOM;MASC;SG	PROPN
javnosti	público	javnost	público	N;GEN;FEM;SG	ADJ
javnosti	pública	javnost	público	N;GEN;FEM;SG	ADJ
javnosti	públicos	javnost	público	N;GEN;FEM;SG	ADJ
javnosti	públicas	javnost	público	N;GEN;FEM;SG	ADJ
robu	do	rob	do	N;DAT;MASC;SG	PROPN
višje	máis	visok	máis	ADJ;NOM;CMPR;NEUT;SG	ADV
višje	altos	visok	alto	ADJ;NOM;CMPR;NEUT;SG	N
višje	tan	visok	tan	ADJ;NOM;CMPR;NEUT;SG	ADV
temperatura	a	temperatura	o	N;NOM;FEM;SG	DET
datum	a	datum	o	N;NOM;MASC;SG	DET
izbrana	escollida	izbran	escollida	ADJ;NOM;FEM;SG;V.PTCP	V
štefan	stephen	štefan	stepher	N;NOM;MASC;SG	PROPN
ljubezni	o	ljubezen	o	N;GEN;FEM;SG	DET
force	a	force	o	N;NOM;MASC;SG	DET
politiko	a	politika	o	N;ACC;FEM;SG	DET
metode	os	metoda	o	N;NOM;FEM;PL	DET
united	dos	united	dos		PROPN
united	nos	united	nos		PRO
united	unidos	united	unir		V
united	unidas	united	unir		V
united	ficade	united	ficade		PROPN
united	ee	united	ee		PROPN
united	eua	united	eua		PROPN
kariera	súa	kariera	seu	N;NOM;FEM;SG	DET
severna	ao	severen	ao	ADJ;NOM;FEM;SG	PROPN
severna	norte	severen	norte	ADJ;NOM;FEM;SG	N
severna	do	severen	do	ADJ;NOM;FEM;SG	PROPN
severna	do	severen	do	ADJ;NOM;FEM;SG	PROPN
severna	norte	severen	norte	ADJ;NOM;FEM;SG	N
dostop	aos	dostop	aos	N;NOM;MASC;SG	PROPN
funkcijo	funcionar	funkcija	funcionar	N;ACC;FEM;SG	V
funkcijo	a	funkcija	o	N;ACC;FEM;SG	DET
kraja	un	kraj	un	N;NOM;MASC;SG	DET
kraja	roubar	kraj	roubar	N;NOM;MASC;SG	V
kraja	roubando	kraj	roubar	N;NOM;MASC;SG	V
različni	varias	različen	varios	ADJ;NOM;MASC;PL	DET
različni	varios	različen	varios	ADJ;NOM;MASC;PL	DET
različni	con	različen	con	ADJ;NOM;MASC;PL	ADP
natančno	exacto	natančno	exacto	ADV	N
natančno	exacto	natančno	exacto	ADV	N
natančno	exacta	natančno	exactar	ADV	ADJ
natančno	mesmas	natančno	mesmo	ADV	DET
natančno	mesma	natančno	mesmo	ADV	DET
žrtev	da	žrtev	da	N;NOM;FEM;SG	V
henri	henri	hener	henri	PROPN;NOM;MASC;SG	PROPN
pomagal	a	pomagati	o	V;MASC;SG;V.PTCP	DET
pomagal	axuda	pomagati	axuda	V;MASC;SG;V.PTCP	N
pomagal	axudounos	pomagati	axudounos	V;MASC;SG;V.PTCP	N
giuseppe	giuseppe	giuseppe	giuseppe	PROPN;NOM;MASC;SG	PROPN
dober	ben	dober	ben	ADJ;NOM;INDF;MASC;SG	ADV
dober	bos	dober	bo	ADJ;NOM;INDF;MASC;SG	N
zapis	de	zapis	de	N;NOM;MASC;SG	ADP
zapis	gravar	zapis	gravar	N;NOM;MASC;SG	V
bele	brancos	bel	branco	ADJ;NOM;FEM;PL	N
letno	anual	letno	anual	ADV	ADJ
kratek	pouco	kratek	pouco	ADJ;NOM;INDF;MASC;SG	ADV
kratek	curtas	kratek	curto	ADJ;NOM;INDF;MASC;SG	N
kratek	informe	kratek	informe	ADJ;NOM;INDF;MASC;SG	N
dejanje	actuar	dejanje	actuar	N;NOM;NEUT;SG	V
poleti	verán	poleti	ver	ADV	V
poleti	no	poleti	no	ADV	V
otto	otto	otto	otto	PROPN;NOM;MASC;SG	N
študija	estudar	študij	estudar	N;NOM;FEM;SG	V
študija	estudamos	študij	estudar	N;NOM;FEM;SG	V
delež	compartir	delež	compartir	N;INAN;ACC;MASC;SG	V
delež	comparten	delež	compartir	N;INAN;ACC;MASC;SG	V
delež	compartimos	delež	compartir	N;INAN;ACC;MASC;SG	V
delež	a	delež	o	N;INAN;ACC;MASC;SG	DET
harry	harry	harry	harry		PROPN
serija	de	serija	de	N;NOM;FEM;SG	ADP
vključene	incluía	vključen	incluír	ADJ;NOM;FEM;PL;V.PTCP	V
zapisal	escribiume	zapisati	escribiume	V;PFV;MASC;SG;V.PTCP	PROPN
zapisal	a	zapisati	o	V;PFV;MASC;SG;V.PTCP	DET
pove	que	povedati	que	V;PFV;IND;SG;3;PRS;FIN	PRO
pove	que	povedati	que	V;PFV;IND;SG;3;PRS;FIN	PRO
pove	lle	povedati	lle	V;PFV;IND;SG;3;PRS;FIN	PRO
prehod	cruzar	prehod	cruzar	N;NOM;MASC;SG	V
prehod	cruzando	prehod	cruzar	N;NOM;MASC;SG	V
višji	máis	visok	máis	ADJ;NOM;DEF;CMPR;MASC;SG	ADV
višji	altos	visok	alto	ADJ;NOM;DEF;CMPR;MASC;SG	N
višji	máis	visok	máis	ADJ;NOM;DEF;CMPR;MASC;SG	ADV
višji	altos	visok	alto	ADJ;NOM;DEF;CMPR;MASC;SG	N
višji	tan	visok	tan	ADJ;NOM;DEF;CMPR;MASC;SG	ADV
domači	caseira	domač	caseira	ADJ;NOM;DEF;MASC;SG	N
delavec	social	delavec	social	N;NOM;MASC;SG	ADJ
vprašanja	as	vprašanje	o	N;NOM;NEUT;PL	DET
dolg	débeda	dolg	débeda	ADJ;NOM;INDF;MASC;SG	N
dolg	moito	dolg	moito	ADJ;NOM;INDF;MASC;SG	ADV
dolg	tempo	dolg	tempo	ADJ;NOM;INDF;MASC;SG	N
napisala	escribiume	napisati	escribiume	V;PFV;FEM;SG;V.PTCP	PROPN
napisala	a	napisati	o	V;PFV;FEM;SG;V.PTCP	DET
lastno	propio	lasten	propio	ADJ;NOM;NEUT;SG	DET
lastno	propia	lasten	propio	ADJ;NOM;NEUT;SG	DET
lastno	seu	lasten	seu	ADJ;NOM;NEUT;SG	DET
samostojno	independente	samostojen	independente	ADV	ADJ
relativno	parente	relativno	parente	ADV	N
najstarejši	máis	star	máis	ADJ;NOM;DEF;RL;MASC;SG	ADV
najstarejši	vello	star	vello	ADJ;NOM;DEF;RL;MASC;SG	N
najstarejši	máis	star	máis	ADJ;NOM;DEF;RL;MASC;SG	ADV
najstarejši	vello	star	vello	ADJ;NOM;DEF;RL;MASC;SG	N
srebrno	silver	srebrno	silver	ADJ;NOM;NEUT;SG	PROPN
dolino	da	dolina	da	N;ACC;FEM;SG	V
dolino	valley	dolina	valley	N;ACC;FEM;SG	PROPN
washington	washington	washington	washington	PROPN;NOM;MASC;SG	PROPN
washington	dc	washington	dc	PROPN;NOM;MASC;SG	PROPN
znanja	coñecía	znanje	coñecer	N;NOM;NEUT;PL	V
lepo	bonito	lep	bonito	ADJ;NOM;NEUT;SG	N
lepo	ben	lep	ben	ADJ;NOM;NEUT;SG	ADV
lepo	bonita	lep	bonita	ADJ;NOM;NEUT;SG	N
bolje	mellor	dobro	mellor	ADV;CMPR	ADJ
bolje	mellores	dobro	mellor	ADV;CMPR	ADJ
pomaga	axuda	pomagati	axuda	V;IND;SG;3;PRS;FIN	N
pomaga	a	pomagati	o	V;IND;SG;3;PRS;FIN	DET
vsebine	dóeme	vsebina	dóeme	N;NOM;FEM;PL	V
fotografije	as	fotografija	o	N;NOM;FEM;PL	DET
fotografije	túas	fotografija	tous	N;NOM;FEM;PL	DET
občasno	cando	občasno	cando	ADV	PRO
mary	mary	mary	mary	PROPN;NOM;FEM;SG	PROPN
mary	maría	mary	maría	PROPN;NOM;FEM;SG	N
zgodnje	cedo	zgodnji	cedo	ADJ;NOM;NEUT;SG	ADV
oblikovanje	deseñar	oblikovanje	deseñar	N;NOM;NEUT;SG	V
oblikovanje	a	oblikovanje	o	N;NOM;NEUT;SG	DET
oblikovanje	modelando	oblikovanje	modelar	N;NOM;NEUT;SG	V
stopnja	de	stopnja	de	N;NOM;FEM;SG	ADP
stopnja	de	stopnja	de	N;NOM;FEM;SG	ADP
poveljstvo	de	poveljstvo	de	N;NOM;NEUT;SG	ADP
poveljstvo	comando	poveljstvo	comar	N;NOM;NEUT;SG	V
razlika	mesmo	razlika	mesmo	N;NOM;FEM;SG	DET
bernard	bernard	bernard	bernard	N;NOM;MASC;SG	V
razlike	mesmo	razlika	mesmo	N;NOM;FEM;PL	DET
predmet	que	predmet	que	N;NOM;MASC;SG	PRO
ameriško	americanos	ameriški	americano	ADJ;NOM;NEUT;SG	N
ekipa	de	ekipa	de	N;NOM;FEM;SG	ADP
skrbi	te	skrbeti	te	V;IPFV;IND;SG;3;PRS;FIN	PRO
skrbi	preocupes	skrbeti	preocupe	V;IPFV;IND;SG;3;PRS;FIN	ADV
skrbi	por	skrbeti	por	V;IPFV;IND;SG;3;PRS;FIN	ADP
skrbi	se	skrbeti	se	V;IPFV;IND;SG;3;PRS;FIN	CONJ
povezani	conectados	povezan	conectar	ADJ;NOM;MASC;PL;V.PTCP	V
povezani	conectada	povezan	conectar	ADJ;NOM;MASC;PL;V.PTCP	V
povezani	conectado	povezan	conectar	ADJ;NOM;MASC;PL;V.PTCP	V
povezani	con	povezan	con	ADJ;NOM;MASC;PL;V.PTCP	ADP
povezani	conectadas	povezan	conectar	ADJ;NOM;MASC;PL;V.PTCP	V
povezani	conectan	povezan	conectar	ADJ;NOM;MASC;PL;V.PTCP	V
povezani	conectadas	povezan	conectar	ADJ;NOM;MASC;PL;V.PTCP	V
povezani	coa	povezan	coar	ADJ;NOM;MASC;PL;V.PTCP	V
pojem	cantando	pojem	cantar	N;NOM;MASC;SG	V
pojem	cantar	pojem	cantar	N;NOM;MASC;SG	V
pojem	que	pojem	que	N;NOM;MASC;SG	PRO
zvezda	star	zvezda	star	N;NOM;FEM;SG	V
princ	o	princ	o	N;NOM;MASC;SG	DET
znova	outra	znova	outro	ADV	DET
znova	vez	znova	vez	ADV	N
znova	novo	znova	novo	ADV	ADJ
znova	de	znova	de	ADV	ADP
dirko	a	dirka	o	N;ACC;FEM;SG	DET
dirko	internacional	dirka	internacional	N;ACC;FEM;SG	ADJ
energija	enerxético	energija	enerxético	N;NOM;FEM;SG	ADJ
energija	enerxética	energija	enerxético	N;NOM;FEM;SG	ADJ
zdravje	a	zdravje	o	N;NOM;NEUT;SG	DET
zdravje	health	zdravje	health	N;NOM;NEUT;SG	PROPN
izbran	escollida	izbran	escollida	ADJ;NOM;INDF;MASC;SG;V.PTCP	V
zvezek	o	zvezek	o	N;NOM;MASC;SG	DET
sila	a	sila	o	N;NOM;FEM;SG	DET
količina	enorme	količina	enorme	N;NOM;FEM;SG	ADJ
imeti	a	imeti	o	V;IPFV;NFIN	DET
imeti	que	imeti	que	V;IPFV;NFIN	PRO
zgoraj	sobre	zgoraj	sobre	ADV	ADP
zgoraj	ascende	zgoraj	ascender	ADV	V
zgoraj	por	zgoraj	por	ADV	ADP
zgoraj	da	zgoraj	da	ADV	V
sveto	santos	svet	santo	ADJ;NOM;NEUT;SG	N
sveto	sagrada	svet	sagrar	ADJ;NOM;NEUT;SG	V
sveto	sagrados	svet	sagrar	ADJ;NOM;NEUT;SG	V
drago	caro	drag	caro	ADV	N
drago	caros	drag	caro	ADV	ADJ
drago	cara	drag	cara	ADV	N
umrla	morto	umreti	morto	V;PFV;FEM;SG;V.PTCP	N
lee	lee	lee	lee	PROPN;NOM;MASC;SG	PROPN
britanija	bretaña	britanija	bretaña	N;NOM;FEM;SG	PROPN
britanija	gran	britanija	gran	N;NOM;FEM;SG	ADJ
kamen	de	kamen	de	N;NOM;MASC;SG	ADP
kamen	a	kamen	o	N;NOM;MASC;SG	DET
kamen	de	kamen	de	N;NOM;MASC;SG	ADP
odnos	pensas	odnos	pensar	N;NOM;MASC;SG	V
sever	ao	sever	ao	N;NOM;MASC;SG	PROPN
sever	do	sever	do	N;NOM;MASC;SG	PROPN
prosto	libre	prosto	libre	ADV	ADJ
prosto	libres	prosto	libre	ADV	ADJ
prosto	balde	prosto	balde	ADV	N
jack	jack	jack	jack		PROPN
jack	janek	jack	janek		N
tujini	fóra	tujina	fóra	N;DAT;FEM;SG	ADV
gradnja	construír	gradnja	construír	N;NOM;FEM;SG	V
major	principais	major	principal	N;NOM;MASC;SG	ADJ
major	importante	major	importante	N;NOM;MASC;SG	ADJ
major	maior	major	maior	N;NOM;MASC;SG	ADJ
kultura	a	kultura	o	N;NOM;FEM;SG	DET
naše	nós	naš	nós	DET;NOM;NEUT;SG;1	ADV
znanje	coñecía	znanje	coñecer	N;NOM;NEUT;SG	V
vlado	do	vlada	do	N;ACC;FEM;SG	PROPN
župan	o	župan	o	N;NOM;MASC;SG	DET
jug	do	jug	do	N;NOM;MASC;SG	PROPN
jug	sudáfrica	jug	sudáfricar	N;NOM;MASC;SG	ADJ
bistveno	esenciais	bistveno	esencial	ADV	ADJ
bistveno	esencial	bistveno	esencial	ADV	ADJ
mike	mike	mik	mikir	PROPN;NOM;MASC;SG	PROPN
life	vida	life	vida		N
life	a	life	o		DET
roger	roger	roger	roger	N;NOM;MASC;SG	PROPN
iskanje	buscar	iskanje	buscar	N;NOM;NEUT;SG	V
iskanje	busca	iskanje	buscar	N;NOM;NEUT;SG	V
iskanje	buscando	iskanje	buscar	N;NOM;NEUT;SG	V
iskanje	busca	iskanje	buscar	N;NOM;NEUT;SG	V
zahodna	oeste	zahoden	oeste	ADJ;NOM;FEM;SG	N
zahodna	occidente	zahoden	occidente	ADJ;NOM;FEM;SG	N
zahodna	do	zahoden	do	ADJ;NOM;FEM;SG	PROPN
zahodna	da	zahoden	da	ADJ;NOM;FEM;SG	V
zahodna	west	zahoden	west	ADJ;NOM;FEM;SG	PROPN
raka	o	rak	o	N;GEN;MASC;SG	DET
raka	cáncer	rak	cáncer	N;GEN;MASC;SG	PROPN
mesec	moon	mesec	moon	N;NOM;MASC;SG	PROPN
mesec	ao	mesec	ao	N;NOM;MASC;SG	PROPN
aktivno	activa	aktivno	activo	ADV	N
aktivno	a	aktivno	o	ADV	DET
aktivno	activo	aktivno	activo	ADV	N
aktivno	activos	aktivno	activo	ADV	N
aktivno	activas	aktivno	activo	ADV	ADJ
aktivno	militante	aktivno	militante	ADV	N
kril	as	krilo	o	N;NOM;MASC;SG	DET
provinca	do	provinca	do	N;NOM;FEM;SG	PROPN
kraljevi	teatro	kraljev	teatro	ADJ;NOM;DEF;MASC;SG	N
kraljevi	súa	kraljev	seu	ADJ;NOM;DEF;MASC;SG	DET
kraljevi	alteza	kraljev	altezar	ADJ;NOM;DEF;MASC;SG	N
pravzaprav	en	pravzaprav	en	PART	ADP
pravzaprav	realidade	pravzaprav	realidade	PART	N
pravzaprav	a	pravzaprav	o	PART	DET
pravzaprav	de	pravzaprav	de	PART	ADP
pravzaprav	feito	pravzaprav	feito	PART	N
pravzaprav	realmente	pravzaprav	real	PART	ADV
zgradil	de	zgraditi	de	V;PFV;MASC;SG;V.PTCP	ADP
potrebna	precisaba	potreben	precisar	ADJ;NOM;FEM;SG	V
potrebna	necesitaba	potreben	necesitar	ADJ;NOM;FEM;SG	V
potrebna	precisabamos	potreben	precisabar	ADJ;NOM;FEM;SG	V
zgradba	construír	zgradba	construír	N;NOM;FEM;SG	V
očitno	obvio	očitno	obvio	ADV	ADJ
očitno	obvia	očitno	obvio	ADV	ADJ
očitno	evidentes	očitno	evidente	ADV	ADJ
očitno	normal	očitno	normal	ADV	ADJ
očitno	fixo	očitno	facer	ADV	V
očitno	claro	očitno	claro	ADV	ADJ
očitno	claro	očitno	claro	ADV	ADJ
mednarodne	international	mednaroden	international	ADJ;NOM;FEM;PL	PROPN
štirje	catro	štirje	catro	NUM;NOM;MASC;PL	N
videl	vino	videti	ver	V;MASC;SG;V.PTCP	N
krila	as	krilo	o	N;NOM;NEUT;PL	DET
domače	doméstica	domače	doméstico	ADV	ADJ
domače	caseira	domače	caseira	ADV	N
misli	que	misliti	que	V;IPFV;IND;SG;3;PRS;FIN	PRO
misli	pensamentos	misliti	pensamento	V;IPFV;IND;SG;3;PRS;FIN	N
misli	pensamento	misliti	pensamento	V;IPFV;IND;SG;3;PRS;FIN	N
misli	que	misliti	que	V;IPFV;IND;SG;3;PRS;FIN	PRO
spremeni	cambio	spremeniti	cambio	V;PFV;IND;SG;3;PRS;FIN	N
art	arte	art	arte		N
art	art	art	art		PROPN
art	a	art	o		DET
igro	de	igra	de	N;ACC;FEM;SG	ADP
vidi	xigante	videti	xigante	V;IND;SG;3;PRS;FIN	ADJ
razlog	que	razlog	que	N;NOM;MASC;SG	PRO
japonsko	xapón	japonski	xapón	ADJ;NOM;NEUT;SG	PROPN
japonsko	xaponés	japonski	xaponés	ADJ;NOM;NEUT;SG	PROPN
japonsko	xaponeses	japonski	xaponés	ADJ;NOM;NEUT;SG	N
denar	os	denar	o	N;NOM;MASC;SG	DET
socialno	socialmente	socialen	social	ADJ;NOM;NEUT;SG	ADV
sodobni	as	sodoben	o	ADJ;NOM;MASC;SG	DET
zmaga	gañar	zmaga	gañar	N;NOM;FEM;SG	V
zmaga	gañar	zmaga	gañar	N;NOM;FEM;SG	V
zmaga	da	zmaga	da	N;NOM;FEM;SG	V
zmaga	a	zmaga	o	N;NOM;FEM;SG	DET
zmaga	gaña	zmaga	gaña	N;NOM;FEM;SG	V
take	tan	tak	tan	DET;NOM;FEM;PL	ADV
take	como	tak	como	DET;NOM;FEM;PL	PRO
rusijo	rusia	rusija	rusia	N;ACC;FEM;SG	PROPN
kje	onde	kje	onde	ADV	PRO
ljudstvo	a	ljudstvo	o	N;NOM;NEUT;SG	DET
vloge	para	vloga	para	N;NOM;FEM;PL	ADP
praktično	práctica	praktično	práctica	ADV	N
kitajske	os	kitajski	o	ADJ;NOM;FEM;PL	DET
kitajske	chineses	kitajski	chinés	ADJ;NOM;FEM;PL	N
kitajske	chinés	kitajski	chinés	ADJ;NOM;FEM;PL	N
izobraževanje	educativo	izobraževanje	educativo	N;NOM;NEUT;SG	ADJ
izobraževanje	educativas	izobraževanje	educativo	N;NOM;NEUT;SG	ADJ
izobraževanje	a	izobraževanje	o	N;NOM;NEUT;SG	DET
stavba	construír	stavba	construír	N;NOM;FEM;SG	V
nujno	urxente	nujno	urxente	ADV	ADJ
nujno	urxencias	nujno	urxencia	ADV	N
nujno	de	nujno	de	ADV	ADP
nujno	emerxencia	nujno	emerxencia	ADV	N
nujno	urxencia	nujno	urxencia	ADV	N
nujno	estado	nujno	estado	ADV	N
nujno	tribunal	nujno	tribunal	ADV	N
naravne	a	naraven	o	ADJ;NOM;FEM;PL	DET
padel	caín	pasti	caín	V;PFV;MASC;SG;V.PTCP	PRO
padel	caída	pasti	caída	V;PFV;MASC;SG;V.PTCP	N
padel	outono	pasti	outono	V;PFV;MASC;SG;V.PTCP	N
bobni	batería	boben	bater	N;NOM;MASC;PL	V
bobni	os	boben	o	N;NOM;MASC;PL	DET
tremi	tres	trije	tres	NUM;NOM;FEM;PL	N
kos	unha	kos	un	N;NOM;MASC;SG	DET
kos	rebándenme	kos	rebándenme	N;NOM;MASC;SG	PROPN
kos	faise	kos	faise	N;NOM;MASC;SG	V
evropo	europa	evropa	europa	N;ACC;FEM;SG	PROPN
evropo	en	evropa	en	N;ACC;FEM;SG	ADP
rdeča	vermello	rdeč	vermello	ADJ;NOM;FEM;SG	N
rdeča	vermella	rdeč	vermello	ADJ;NOM;FEM;SG	N
rdeča	vermellos	rdeč	vermello	ADJ;NOM;FEM;SG	N
rdeča	roxa	rdeč	roxa	ADJ;NOM;FEM;SG	N
rdeča	comunista	rdeč	comunista	ADJ;NOM;FEM;SG	N
belo	brancos	bel	branco	ADV	N
belo	branco	bel	branco	ADV	ADJ
belo	branca	bel	branco	ADV	ADJ
belo	brancas	bel	branco	ADV	ADJ
chris	chris	chris	chris	PROPN;NOM;MASC;SG	PROPN
francis	francis	francis	francis	N;NOM;MASC;SG	PROPN
delavcev	os	delavec	o	N;GEN;MASC;PL	DET
konča	fin	končati	fin	V;PFV;IND;SG;3;PRS;FIN	N
konča	listo	končati	listo	V;PFV;IND;SG;3;PRS;FIN	N
carlos	carlos	carlos	carlo	PROPN;NOM;MASC;SG	PROPN
carlos	oh	carlos	o	PROPN;NOM;MASC;SG	PROPN
dnk	o	danka	o	N;NOM;MASC;SG	DET
hrano	alimentaria	hrana	alimentario	N;ACC;FEM;SG	ADJ
lažje	doado	lahko	doado	ADV;CMPR	ADJ
lažje	fácil	lahko	fácil	ADV;CMPR	ADJ
zemlja	da	zemlja	da	N;NOM;FEM;SG	V
zemlja	earth	zemlja	earth	N;NOM;FEM;SG	PROPN
