bmw	bmw	bmw	bmw	N;INDF;MASC+FEM;SG	PROPN;NOM
kaffe	kaffe	kaffe	kaffen	N;INDF;MASC+FEM;SG	
kaffe	kaffees	kaffe	kaffees	N;INDF;MASC+FEM;SG	
registrerede	registrierte	registrere	registriert	V;PL;PST;V.PTCP	ADJ;SG
godser	grundbesitz	gods	grundbesitz	N;INDF;MASC+FEM;PL	
godser	anwesen	gods	anwesen	N;INDF;MASC+FEM;PL	
godser	estates	gods	estates	N;INDF;MASC+FEM;PL	PROPN;NOM;NEUT;SG
eyes	blicke	eyes	blick		ADJ;NOM;PL
eyes	eyes	eyes	eyes		PROPN;NOM;SG
eyes	augen	eyes	augen		N;NOM;NEUT;PL
gulvet	fußboden	gulv	fußboden	N;DEF;NEUT;SG	V;NFIN
gulvet	stockwerk	gulv	stockwerk	N;DEF;NEUT;SG	ADJ
gulvet	boden	gulv	boden	N;DEF;NEUT;SG	ADV
gulvet	geschoss	gulv	geschossen	N;DEF;NEUT;SG	ADJ
markeder	markt	marked	marken	N;INDF;NEUT;PL	ADV
markeder	märkten	marked	märken	N;INDF;NEUT;PL	V;PL;FIN
markeder	absatzmärkte	marked	absatzmärkt	N;INDF;NEUT;PL	V;IND;SG;3;PST;FIN
markeder	märkte	marked	märken	N;INDF;NEUT;PL	N;SG
estisk	estnische	estisk	estnisch	ADJ;INDF;SG	ADJ;NOM;FEM;PL
estisk	estnischen	estisk	estnisch	ADJ;INDF;SG	ADJ;NOM;MASC;PL
maryland	maryland	maryland	maryland		PROPN;NOM;MASC;SG
bemærkelsesværdige	bemerkenswertes	bemærkelsesværdig	bemerkenswertes	ADJ;PL	ADJ;NOM;NEUT;SG
bemærkelsesværdige	bemerkenswertes	bemærkelsesværdig	bemerkenswertes	ADJ;PL	ADJ;NOM;NEUT;SG
bemærkelsesværdige	bemerkenswertes	bemærkelsesværdig	bemerkenswertes	ADJ;PL	ADJ;NOM;NEUT;SG
buenos	buenos	bue	buenos	N;DEF;MASC+FEM;SG	PROPN;NOM;NEUT;SG
skulpturer	skulptur	skulptur	skulptur	N;INDF;MASC+FEM;PL	
skulpturer	bildhauerei	skulptur	bildhauerei	N;INDF;MASC+FEM;PL	ADJ;NOM;FEM;SG
skulpturer	plastik	skulptur	plastik	N;INDF;MASC+FEM;PL	ADJ
brande	feuer	brand	feuer	N;INDF;MASC+FEM;PL	
brande	brandschutz	brand	brandschutz	N;INDF;MASC+FEM;PL	ADJ
brande	fire	brand	fein	N;INDF;MASC+FEM;PL	
brande	feuerwehr	brand	feuerwehr	N;INDF;MASC+FEM;PL	ADJ
brande	feuer	brand	feuer	N;INDF;MASC+FEM;PL	
brande	brandbekämpfung	brand	brandbekämpfung	N;INDF;MASC+FEM;PL	ADJ
control	control	control	control		PROPN
control	steuerung	control	steuerung		ADJ
control	steuern	control	steuern		V;NFIN
control	kontrolle	control	kontroll		ADJ;NOM;FEM;SG
eduard	eduard	eduard	eduard		PROPN;NOM;MASC;SG
partikler	partikeln	partikel	partikeln	N;INDF;MASC+FEM;PL	ADJ
partikler	partikel	partikel	partikel	N;INDF;MASC+FEM;PL	ADJ
partikler	teilchen	partikel	teilch	N;INDF;MASC+FEM;PL	
partikler	partikeln	partikel	partikeln	N;INDF;MASC+FEM;PL	ADJ
partikler	partikel	partikel	partikel	N;INDF;MASC+FEM;PL	ADJ
partikler	teilchen	partikel	teilch	N;INDF;MASC+FEM;PL	
partikler	partikeln	partikel	partikeln	N;INDF;MASC+FEM;PL	ADJ
partikler	partikel	partikel	partikel	N;INDF;MASC+FEM;PL	ADJ
oklahoma	oklahoma	oklahoma	oklahoma		PROPN;NOM;SG
faktum	tatsache	faktum	tatsach	N;INDF;NEUT;SG	ADV
faktum	fakt	faktum	fakt	N;INDF;NEUT;SG	ADJ
sjæl	seelen	sjæl	seelen	N;INDF;MASC+FEM;SG	
sjæl	seele	sjæl	seelen	N;INDF;MASC+FEM;SG	
sjæl	soul	sjæl	soul	N;INDF;MASC+FEM;SG	PROPN;SG
grafisk	grafischen	grafisk	grafisch	ADV	ADJ
grafisk	grafisch	grafisk	grafisch	ADV	ADJ
grafisk	grafische	grafisk	grafisch	ADV	ADJ;NOM;FEM;PL
grafisk	grafik	grafisk	grafik	ADV	
grafisk	graphik	grafisk	graphik	ADV	
grafisk	grafisch	grafisk	grafisch	ADV	ADJ
grafisk	grafik	grafisk	grafik	ADV	
grafisk	graphik	grafisk	graphik	ADV	
grafisk	grafiken	grafisk	grafik	ADV	V;NFIN
grafisk	graphiken	grafisk	graphiken	ADV	
flot	hübsche	flot	hübsch	ADJ;INDF;SG	ADJ;NOM;FEM;PL
flot	nizza	flot	nizza	ADJ;INDF;SG	PROPN;NOM;SG
flot	schöne	flot	schön	ADJ;INDF;SG	ADJ;NOM;FEM;PL
bella	bella	bella	bella	N;INDF;MASC+FEM;SG	PROPN;NOM;SG
sierra	sierra	sierra	sierra		PROPN;NOM;SG
nazistiske	nsdap	nazistisk	nsden	ADJ;PL	
nazistiske	nazi	nazistisk	nazi	ADJ;PL	PROPN
nazistiske	nationalsozialismus	nazistisk	nationalsozialismus	ADJ;PL	N;NOM;MASC;SG
nazistiske	nazis	nazistisk	nazis	ADJ;PL	
menighed	kongregation	menighed	kongregation	N;INDF;MASC+FEM;SG	PROPN;NOM;SG
menighed	kirchengemeinde	menighed	kirchengemeinde	N;INDF;MASC+FEM;SG	ADJ;NOM;FEM;PL
aktion	aktion	aktion	aktion	N;INDF;MASC+FEM;SG	
aktion	maßnahme	aktion	maßnahmen	N;INDF;MASC+FEM;SG	ADJ
aktion	aktionen	aktion	aktion	N;INDF;MASC+FEM;SG	V;NFIN
aktion	klage	aktion	klage	N;INDF;MASC+FEM;SG	ADJ
aktion	maßnahmen	aktion	maßnahmen	N;INDF;MASC+FEM;SG	V;NFIN
tung	heavy	tung	heavy	ADJ;INDF;MASC+FEM;SG	PROPN
tung	schwere	tung	schwer	ADJ;INDF;MASC+FEM;SG	ADJ;NOM;FEM;PL
tung	tung	tung	tung	ADJ;INDF;MASC+FEM;SG	
forventet	voraussichtlich	forvente	voraussichtlich	V;INDF;SG;PST;V.PTCP	ADJ
forventet	erwarteten	forvente	erwarten	V;INDF;SG;PST;V.PTCP	V;IND;PL;3;PST;FIN
harrison	harrison	harrison	harrison		PROPN;NOM;MASC;SG
gaza	gazastreifen	gaza	gazastreifen	PROPN	V;NFIN
gaza	gaza	gaza	gaza	PROPN	
grey	grauen	grey	grau		
grey	graue	grey	grau		ADJ;NOM;PL
grey	grey	grey	grey		PROPN;NOM;SG
grey	grau	grey	grau		ADJ
pyrénées	pyrénées	pyrknée	pyrénées	N;GEN;INDF;MASC+FEM;PL	PROPN;NOM;SG
aires	aires	aires	aire	PROPN	PROPN;NOM;NEUT;SG
måner	monde	måne	monde	N;INDF;MASC+FEM;PL	
raf	raf	raf	rafen	PROPN	PROPN;NOM;SG
sigt	aim	sigt	aim	N;INDF;MASC+FEM;SG	
sigt	zielen	sigt	zielen	N;INDF;MASC+FEM;SG	V;NFIN
kirk	kirk	kirk	kirk		PROPN;NOM;MASC;SG
lodret	senkrechte	loder	senkrecht	ADJ;INDF;SG	ADJ;NOM;FEM;PL
lodret	vertikale	loder	vertikal	ADJ;INDF;SG	ADJ;NOM;FEM;PL
essays	aufsätze	essay	aufsätzen	N;INDF;NEUT;SG	N;NOM;PL
essays	essay	essay	essey	N;INDF;NEUT;SG	
essays	essays	essay	essays	N;INDF;NEUT;SG	
racing	wettrennen	racing	wettrennen		V;NFIN
racing	rennen	racing	rennen		V;NFIN
racing	racing	racing	racing		PROPN
indslag	segmente	indslag	segment	N;INDF;NEUT;SG	ADJ;NOM;PL
indslag	segment	indslag	segment	N;INDF;NEUT;SG	
jamie	jamie	jamie	jamie		PROPN;NOM;SG
kontrollerede	kontrollierter	kontrollere	kontrollierter	V;PL;PST;V.PTCP	ADJ
kontrollerede	kontrollierte	kontrollere	kontrolliert	V;PL;PST;V.PTCP	ADJ;NOM;SG
autoritet	behörde	autoritet	behörde	N;INDF;MASC+FEM;SG	
autoritet	vollmacht	autoritet	vollmacht	N;INDF;MASC+FEM;SG	V;SG;FIN
autoritet	autorität	autoritet	autorität	N;INDF;MASC+FEM;SG	
måneden	monat	måned	monat	N;DEF;MASC+FEM;SG	ADV
måneden	monats	måned	monats	N;DEF;MASC+FEM;SG	
måneden	monate	måned	monat	N;DEF;MASC+FEM;SG	ADV
måneden	monaten	måned	Monat	N;DEF;MASC+FEM;SG	N;DAT;MASC;PL
hunter	hunter	hunte	hunter	N;INDF;MASC+FEM;PL	PROPN
hunter	jäger	hunte	jag	N;INDF;MASC+FEM;PL	ADJ
elskede	liebten	elske	lieben	V;DEF;SG;PST;V.PTCP	V;IND;PL;3;PST;FIN
elskede	geliebten	elske	geliebt	V;DEF;SG;PST;V.PTCP	ADJ
elskede	geliebtes	elske	geliebt	V;DEF;SG;PST;V.PTCP	ADJ;NOM;NEUT;SG
elskede	geliebter	elske	geliebt	V;DEF;SG;PST;V.PTCP	ADJ
elskede	geliebte	elske	geliebt	V;DEF;SG;PST;V.PTCP	ADJ;NOM;FEM;SG
farlig	gefährliche	farlig	gefährlich	ADJ;INDF;MASC+FEM;SG	ADJ;NOM;FEM;PL
farlig	gefährliche	farlig	gefährlich	ADJ;INDF;MASC+FEM;SG	ADJ;NOM;FEM;PL
plantage	plantagen	plantage	plantagen	N;INDF;MASC+FEM;SG	
plantage	plantage	plantage	plantagen	N;INDF;MASC+FEM;SG	ADJ
kontroversielle	kontroverse	kontroversiel	kontroverse	ADJ;PL	ADJ;NOM;FEM;SG
antagelig	vermutlich	antagelig	vermutlich	ADV	ADJ
kvæg	rind	kvæg	rind	N;INDF;NEUT;SG	
kvæg	rinder	kvæg	rinder	N;INDF;NEUT;SG	
kvæg	rindfleisch	kvæg	rindfleisch	N;INDF;NEUT;SG	ADJ
kvæg	rindern	kvæg	rindern	N;INDF;NEUT;SG	V;NFIN
kvæg	vieh	kvæg	vieh	N;INDF;NEUT;SG	
kvæg	rind	kvæg	rind	N;INDF;NEUT;SG	
kvæg	rinder	kvæg	rinder	N;INDF;NEUT;SG	
kvæg	rindfleisch	kvæg	rindfleisch	N;INDF;NEUT;SG	ADJ
catherine	catherine	catherin	catherine	N;INDF;MASC+FEM;SG	PROPN;NOM;SG
catherine	katharina	catherin	katharina	N;INDF;MASC+FEM;SG	PROPN;NOM;FEM;SG
limfjorden	limfjord	limfjorden	limfjord	N;DEF;MASC+FEM;SG	
redigering	schnitt	redigering	schneiden	N;INDF;MASC+FEM;SG	ADJ
redigering	editieren	redigering	editieren	N;INDF;MASC+FEM;SG	V;NFIN
redigering	bearbeiten	redigering	bearbeiten	N;INDF;MASC+FEM;SG	V;NFIN
redigering	editoren	redigering	editor	N;INDF;MASC+FEM;SG	N;NOM;PL
redigering	herausgeber	redigering	herausgeber	N;INDF;MASC+FEM;SG	ADJ
redigering	redakteur	redigering	redakteur	N;INDF;MASC+FEM;SG	ADJ
redigering	editor	redigering	editor	N;INDF;MASC+FEM;SG	
woman	weib	woman	weib		
woman	frau	woman	frau		N;NOM;FEM;SG
vibeke	vibeke	vibeke	vibeke	N;INDF;MASC+FEM;SG	
philippe	philippe	philippe	philippe		PROPN;NOM;SG
philippe	philipp	philippe	philipp		PROPN;NOM;MASC;SG
diskuteret	diskutierten	diskutere	diskutiert	V;INDF;SG;PST;V.PTCP	V;IND;PL;3;PST;FIN
fugl	vogelarten	fugl	vogelart	N;INDF;MASC+FEM;SG	V;NFIN
fugl	vögel	fugl	vögel	N;INDF;MASC+FEM;SG	
fugl	vogel	fugl	vogel	N;INDF;MASC+FEM;SG	
fugl	bird	fugl	bied	N;INDF;MASC+FEM;SG	PROPN;SG
udenlandsk	außenpolitik	udenlandsk	außenpolitik	ADJ;INDF;SG	PROPN
udenlandsk	ausländische	udenlandsk	ausländisch	ADJ;INDF;SG	ADJ;NOM;FEM;PL
udenlandsk	ausland	udenlandsk	auslinden	ADJ;INDF;SG	N;NOM;NEUT;SG
them	ihnen	them	sie		PRO;DAT;PL;3
heaven	himmel	heaven	himmel		
heaven	heaven	heaven	heaven		PROPN;NOM;SG
heaven	himmlisch	heaven	himmlisch		ADJ
istanbul	konstantinopel	istanbul	konstantinopel	PROPN	PROPN;NOM;MASC;SG
istanbul	istanbul	istanbul	istanbul	PROPN	PROPN;NOM;NEUT;SG
istanbul	türkei	istanbul	türkei	PROPN	PROPN
celle	cell	celle	cell	N;INDF;MASC+FEM;SG	PROPN;NOM;SG
celle	zelle	celle	zellen	N;INDF;MASC+FEM;SG	
download	download	download	download	V;IMP	
anliggender	angelegenheiten	anliggende	angelegenheit	N;INDF;NEUT;PL	V;NFIN
vidnesbyrd	zeugenaussagen	vidnesbyrd	zeugenaussagen	N;INDF;NEUT;SG	V;NFIN
vidnesbyrd	aussagen	vidnesbyrd	aussagen	N;INDF;NEUT;SG	V;NFIN
vidnesbyrd	aussage	vidnesbyrd	aussagen	N;INDF;NEUT;SG	
vidnesbyrd	zeugenaussage	vidnesbyrd	zeugenaussag	N;INDF;NEUT;SG	ADJ;NOM;FEM;SG
vidnesbyrd	zeugenaussagen	vidnesbyrd	zeugenaussagen	N;INDF;NEUT;SG	V;NFIN
vidnesbyrd	aussagen	vidnesbyrd	aussagen	N;INDF;NEUT;SG	V;NFIN
vidnesbyrd	zeugnisse	vidnesbyrd	zeugnis	N;INDF;NEUT;SG	N;NOM;FEM;PL
husum	husum	husum	husum	PROPN	PROPN;NOM;SG
sammenstød	auseinandersetzungen	sammenstød	auseinandersetzen	N;INDF;NEUT;SG	V;NFIN
sammenstød	konflikte	sammenstød	konflikt	N;INDF;NEUT;SG	ADJ
sammenstød	aufprall	sammenstød	aufprall	N;INDF;NEUT;SG	ADJ
sammenstød	kollision	sammenstød	kollision	N;INDF;NEUT;SG	ADJ
sammenstød	kollisionen	sammenstød	kollision	N;INDF;NEUT;SG	N;NOM;FEM;PL
sammenstød	zusammenstoß	sammenstød	zusammenstoß	N;INDF;NEUT;SG	V;IND;SG;3;FIN
sammenstød	clash	sammenstød	clash	N;INDF;NEUT;SG	PROPN;NOM;SG
sammenstød	kollision	sammenstød	kollision	N;INDF;NEUT;SG	ADJ
sammenstød	zusammenstoß	sammenstød	zusammenstoß	N;INDF;NEUT;SG	V;IND;SG;3;FIN
sammenstød	kollidieren	sammenstød	kollidieren	N;INDF;NEUT;SG	V;NFIN
sammenstød	konflikt	sammenstød	konflikt	N;INDF;NEUT;SG	V;IND;SG;3;PRS;FIN
sammenstød	kollisionen	sammenstød	kollision	N;INDF;NEUT;SG	N;NOM;FEM;PL
montgomery	montgomery	montgomery	montgomery	N;INDF;MASC+FEM;SG	PROPN
gearkasse	übertragung	gearkasse	übertragung	N;INDF;MASC+FEM;SG	V;IND;SG;3;PRS;FIN
gearkasse	übermittlung	gearkasse	übermittlung	N;INDF;MASC+FEM;SG	ADJ
gearkasse	transmission	gearkasse	transmission	N;INDF;MASC+FEM;SG	PROPN
gearkasse	weiterleitung	gearkasse	weiterleitung	N;INDF;MASC+FEM;SG	ADJ
gearkasse	getriebe	gearkasse	getreib	N;INDF;MASC+FEM;SG	
gearkasse	getriebe	gearkasse	getreib	N;INDF;MASC+FEM;SG	
inter	inter	inter	inter		
edmund	edmund	edmund	edmund	N;INDF;MASC+FEM;SG	PROPN;NOM;MASC;SG
moses	mose	moses	mose	N;INDF;MASC+FEM;SG	
moses	moses	moses	moses	N;INDF;MASC+FEM;SG	PROPN;NOM;MASC;SG
moses	musa	moses	musaen	N;INDF;MASC+FEM;SG	PROPN;NOM;SG
jagerfly	fighter	jagerfly	fight	N;INDF;MASC+FEM;SG	ADJ
jagerfly	kämpfer	jagerfly	kämpfer	N;INDF;MASC+FEM;SG	ADJ
pacific	pazifischen	pacific	pazifisch		ADJ;NOM;MASC;PL
pacific	pazifische	pacific	pazifisch		ADJ;NOM;FEM;PL
pacific	pacific	pacific	pacific		PROPN
pacific	pazifik	pacific	pazifik		PROPN;NOM;SG
borger	bürger	borger	bürger	N;INDF;MASC+FEM;SG	
borger	bürgerrechte	borger	bürgerrecht	N;INDF;MASC+FEM;SG	ADJ;NOM;FEM;PL
pommern	pommern	pommer	pommern	N;INDF;MASC+FEM;SG	PROPN
pommern	vorpommern	pommer	vorpommern	N;INDF;MASC+FEM;SG	PROPN
engel	engels	engel	engels	N;INDF;MASC+FEM;SG	
engel	engel	engel	engel	N;INDF;MASC+FEM;SG	
engel	schutzengel	engel	schutzengel	N;INDF;MASC+FEM;SG	ADJ
engel	engeln	engel	engeln	N;INDF;MASC+FEM;SG	
engel	angel	engel	angel	N;INDF;MASC+FEM;SG	PROPN;NOM;MASC;SG
erich	erich	erich	erich	N;INDF;MASC+FEM;SG	PROPN;NOM;MASC;SG
myter	mythen	myte	mythen	N;INDF;MASC+FEM;PL	V;NFIN
myter	mythen	myte	mythen	N;INDF;MASC+FEM;PL	V;NFIN
myter	gerücht	myte	rüchen	N;INDF;MASC+FEM;PL	ADJ
myter	mythos	myte	mythos	N;INDF;MASC+FEM;PL	
frivillig	optionale	frivillig	optional	ADJ;INDF;MASC+FEM;SG	ADJ;NOM;FEM;PL
frivillig	wahlweise	frivillig	wahlweise	ADJ;INDF;MASC+FEM;SG	
frivillig	freiwillige	frivillig	freiwillig	ADJ;INDF;MASC+FEM;SG	ADJ;NOM;FEM;PL
frivillig	freiwillige	frivillig	freiwillig	ADJ;INDF;MASC+FEM;SG	ADJ;NOM;FEM;PL
frost	frost	frost	frosen	N;INDF;MASC+FEM;SG	PROPN
egon	egon	egon	egon		PROPN;NOM;MASC;SG
sting	nähen	sting	nähen	N;INDF;MASC+FEM;SG	V;NFIN
sting	stitch	sting	stitch	N;INDF;MASC+FEM;SG	PROPN;SG
sting	stich	sting	stich	N;INDF;MASC+FEM;SG	
sting	sting	sting	stehen	N;INDF;MASC+FEM;SG	PROPN;NOM;SG
sting	stich	sting	stich	N;INDF;MASC+FEM;SG	
sting	stachel	sting	stachel	N;INDF;MASC+FEM;SG	
sting	stechen	sting	stechen	N;INDF;MASC+FEM;SG	V;NFIN
sting	stiche	sting	stechen	N;INDF;MASC+FEM;SG	N;NOM;FEM;PL
sting	fäden	sting	faden	N;INDF;MASC+FEM;SG	V;NFIN
sting	nähte	sting	naht	N;INDF;MASC+FEM;SG	ADJ
asiatiske	asiaten	asiatisk	asiaten	ADJ;PL	N;PL
antikken	antike	antik	antik	N;DEF;MASC+FEM;SG	ADJ;NOM;FEM;SG
sweet	süße	swe	süß		
sweet	süss	swe	süßen		ADJ
sweet	süßen	swe	süßen		ADJ
sweet	süß	swe	süß		ADJ
sweet	sweet	swe	sween		PROPN
ler	lehm	le	lehm	N;INDF;MASC+FEM;SG	
ler	tone	le	ton	N;INDF;MASC+FEM;SG	PROPN
ler	lachen	le	lachen	N;INDF;MASC+FEM;SG	V;NFIN
ler	lacht	le	lachen	N;INDF;MASC+FEM;SG	V;IND;SG;3;PRS;FIN
ler	lehm	le	lehm	N;INDF;MASC+FEM;SG	
ler	ton	le	ton	N;INDF;MASC+FEM;SG	
ler	clay	le	clay	N;INDF;MASC+FEM;SG	PROPN;NOM;SG
fotografi	fotografieren	fotografi	fotografieren	N;INDF;NEUT;SG	V;NFIN
fotografi	foto	fotografi	foto	N;INDF;NEUT;SG	
fotografi	fotografien	fotografi	fotografien	N;INDF;NEUT;SG	
fotografi	fotografie	fotografi	fotografie	N;INDF;NEUT;SG	PROPN
fotografi	fotografieren	fotografi	fotografieren	N;INDF;NEUT;SG	V;NFIN
fotografi	fotografien	fotografi	fotografien	N;INDF;NEUT;SG	
jagten	jagen	jagt	jagen	N;DEF;MASC+FEM;SG	V;NFIN
jagten	hunt	jagt	hunt	N;DEF;MASC+FEM;SG	PROPN
jagten	jagd	jagt	jagd	N;DEF;MASC+FEM;SG	
jagten	jagen	jagt	jagen	N;DEF;MASC+FEM;SG	V;NFIN
jagten	jagd	jagt	jagd	N;DEF;MASC+FEM;SG	
coupé	coupé	coupé	coupé	N;INDF;MASC+FEM;SG	PROPN;NOM;SG
coupé	coupe	coupé	coupe	N;INDF;MASC+FEM;SG	PROPN;NOM;SG
bevidsthed	bewusstsein	bevidsthed	bewußtsein	N;INDF;MASC+FEM;SG	V;IND;SG;3;PRS;FIN
bevidsthed	bewusstseins	bevidsthed	bewußreins	N;INDF;MASC+FEM;SG	
bevidsthed	bewußtsein	bevidsthed	bewußtsein	N;INDF;MASC+FEM;SG	PROPN
bevidsthed	bekanntheit	bevidsthed	bekanntheit	N;INDF;MASC+FEM;SG	ADJ
bevidsthed	bewusstsein	bevidsthed	bewußtsein	N;INDF;MASC+FEM;SG	V;IND;SG;3;PRS;FIN
bevidsthed	bekanntheitsgrad	bevidsthed	bekanntheitsgrad	N;INDF;MASC+FEM;SG	ADJ
bevidsthed	bewusst	bevidsthed	bewußt	N;INDF;MASC+FEM;SG	ADJ
bevidsthed	bewusstsein	bevidsthed	bewußtsein	N;INDF;MASC+FEM;SG	V;IND;SG;3;PRS;FIN
bevidsthed	bewusste	bevidsthed	bewußt	N;INDF;MASC+FEM;SG	ADJ
bevidsthed	bewußt	bevidsthed	bewußen	N;INDF;MASC+FEM;SG	ADJ
bevidsthed	bewußtsein	bevidsthed	bewußtsein	N;INDF;MASC+FEM;SG	PROPN
retssag	testversion	retssag	testversion	N;INDF;MASC+FEM;SG	PROPN
retssag	prozess	retssag	prozeß	N;INDF;MASC+FEM;SG	
sproglige	sprachkenntnisse	sproglig	sprachkenntnis	ADJ;PL	
kurser	kurse	kursus	kürsen	N;INDF;NEUT;PL	ADJ
kurser	sprachkurse	kursus	sprachkurs	N;INDF;NEUT;PL	
kurser	golfplätze	kursus	golfplätzen	N;INDF;NEUT;PL	
udkæmpet	kämpften	udkæmpe	kämpfen	V;INDF;SG;PST;V.PTCP	V;IND;PL;3;PST;FIN
undtagelser	ausnahmen	undtagelse	ausnehmen	N;INDF;MASC+FEM;PL	V;NFIN
undtagelser	ausnahme	undtagelse	ausnehmen	N;INDF;MASC+FEM;PL	
undtagelser	ausnahmeregelung	undtagelse	ausnahmeregelung	N;INDF;MASC+FEM;PL	ADJ;NOM;SG
undtagelser	freistellung	undtagelse	Freistellung	N;INDF;MASC+FEM;PL	ADJ;SG
undtagelser	befreiungen	undtagelse	befreiungen	N;INDF;MASC+FEM;PL	V;NFIN
undtagelser	ausnahmen	undtagelse	ausnehmen	N;INDF;MASC+FEM;PL	V;NFIN
houston	houston	houston	houston		PROPN;NOM;SG
bombe	bombe	bombe	bombe	N;INDF;MASC+FEM;SG	
bombe	atombombe	bombe	atombombe	N;INDF;MASC+FEM;SG	
bombe	bombardieren	bombe	bombardieren	N;INDF;MASC+FEM;SG	V;NFIN
bombe	bomben	bombe	bomben	N;INDF;MASC+FEM;SG	
bombe	bombenanschlag	bombe	bombenanschlag	N;INDF;MASC+FEM;SG	ADJ
bombe	bombardieren	bombe	bombardieren	N;INDF;MASC+FEM;SG	V;NFIN
bombe	bomben	bombe	bomben	N;INDF;MASC+FEM;SG	
anmodning	antrag	anmodning	antragen	N;INDF;MASC+FEM;SG	ADJ
anmodning	anfordern	anmodning	anfordern	N;INDF;MASC+FEM;SG	V;NFIN
anmodning	anfragen	anmodning	anfragen	N;INDF;MASC+FEM;SG	V;NFIN
anmodning	anforderung	anmodning	anforderung	N;INDF;MASC+FEM;SG	ADJ
anmodning	anfrage	anmodning	anfrage	N;INDF;MASC+FEM;SG	ADJ;NOM;FEM;SG
langeland	langeland	langeland	langeland	N;INDF;NEUT;SG	ADJ
hænderne	händen	hånd	händen	N;DEF;MASC+FEM;PL	V;NFIN
tank	behälter	tank	behälter	N;INDF;MASC+FEM;SG	ADJ
tank	tank	tank	tank	N;INDF;MASC+FEM;SG	PROPN;NOM;SG
tank	panzer	tank	panzer	N;INDF;MASC+FEM;SG	ADJ
tank	tanks	tank	tanks	N;INDF;MASC+FEM;SG	
borussia	borussia	borussia	borussia	N;INDF;MASC+FEM;SG	PROPN;NOM;MASC;SG
cbs	cbs	cbs	cbs	N;INDF;MASC+FEM;SG	PROPN;NOM;SG
cbs	zentralbanken	cbs	zentralbank	N;INDF;MASC+FEM;SG	ADJ
fremstiller	hersteller	fremstille	hersteller	V;IND;PRS;FIN;ACT	ADJ
fremstiller	hersteller	fremstille	hersteller	V;IND;PRS;FIN;ACT	ADJ
toner	tönen	tone	tönen	N;INDF;MASC+FEM;PL	
toner	toner	tone	ton	N;INDF;MASC+FEM;PL	
antaget	angenommene	antage	angenommen	V;INDF;SG;PST;V.PTCP	ADJ;NOM;FEM;PL
kaserne	baracke	kase	barack	N;DEF;MASC+FEM;PL	ADJ;NOM;SG
kaserne	kaserne	kase	kasern	N;DEF;MASC+FEM;PL	;NOM
cecilie	cecilie	cecilie	cecilie		PROPN;NOM;SG
patent	patent	patent	patent	N;INDF;NEUT;SG	PROPN
patent	patentieren	patent	patentieren	N;INDF;NEUT;SG	V;NFIN
patent	patentrecht	patent	patentrecht	N;INDF;NEUT;SG	ADJ
patent	patente	patent	patent	N;INDF;NEUT;SG	N;NOM;FEM;PL
patent	patente	patent	patent	N;INDF;NEUT;SG	N;NOM;FEM;PL
patent	patent	patent	patent	N;INDF;NEUT;SG	PROPN
patent	patentrecht	patent	patentrecht	N;INDF;NEUT;SG	ADJ
patent	patenten	patent	patent	N;INDF;NEUT;SG	V;FIN
owen	owen	owen	owen		PROPN;NOM;SG
rafael	raphael	rafael	raphael		PROPN;NOM;MASC;SG
rafael	rafael	rafael	rafael		PROPN;NOM;SG
filippinerne	philippinen	filippin	philippinen	N;DEF;MASC+FEM;PL	PROPN;NOM
kæden	hotelkette	kæde	hotelkett	N;DEF;MASC+FEM;SG	
kæden	chain	kæde	chain	N;DEF;MASC+FEM;SG	PROPN
konvention	abkommen	konvention	abkommen	N;INDF;MASC+FEM;SG	V;NFIN
konvention	übereinkommen	konvention	übereinkommen	N;INDF;MASC+FEM;SG	V;NFIN
konvention	konvent	konvention	konvent	N;INDF;MASC+FEM;SG	
konvention	konvention	konvention	konvention	N;INDF;MASC+FEM;SG	
skatter	steuer	skatter	steuer	ADV	
skatter	steuern	skatter	steuern	ADV	V;NFIN
skatter	abgaben	skatter	abgeben	ADV	V;FIN
ravn	raben	ravn	raben	N;INDF;MASC+FEM;SG	
ravn	rabe	ravn	raben	N;INDF;MASC+FEM;SG	
ravn	raven	ravn	raven	N;INDF;MASC+FEM;SG	PROPN;NOM;SG
usædvanlig	ungewöhnliche	usædvanlig	ungewöhnlich	ADJ;INDF;MASC+FEM;SG	ADJ;NOM;FEM;PL
alabama	alabama	alabama	alabama		PROPN;NOM;NEUT;SG
væbnede	bewaffnete	væbne	bewaffnet	ADJ;PL	ADJ;NOM;SG
væbnede	bewaffneten	væbne	bewaffnet	ADJ;PL	V;IND;PL;3;PST;FIN
organiske	bio	organisk	bio	ADJ;PL	;SG
newton	newton	newton	newton		PROPN
dybere	tiefer	dybere	tief	ADV;CMPR	ADJ
dybere	tiefere	dybere	tief	ADV;CMPR	ADJ;NOM;FEM;PL
michelle	michelle	michel	michell	N;INDF;MASC+FEM;SG	PROPN;NOM;FEM;SG
michelle	bernd	michel	bernd	N;INDF;MASC+FEM;SG	PROPN;NOM;MASC;SG
signatur	signatur	signatur	signatur	N;INDF;MASC+FEM;SG	
signatur	unterschriften	signatur	unterschreifen	N;INDF;MASC+FEM;SG	V;NFIN
signatur	unterschrift	signatur	unterschreifen	N;INDF;MASC+FEM;SG	
signatur	signaturen	signatur	signatur	N;INDF;MASC+FEM;SG	V;NFIN
olga	olga	olga	olga		PROPN;NOM;FEM;SG
romantisk	romantischen	romantisk	romantisch	ADV	ADJ
