estructural	מבנית	estructural	מבנית	ADJ;SG	ADV
ama	פילגש	amar	פילגש	V;IND;SG;3;PRS;FIN	N;MASC;SG
ama	גבירה	amar	גבירה	V;IND;SG;3;PRS;FIN	N;FEM;SG
ama	אהבות	amar	אהבה	V;IND;SG;3;PRS;FIN	N;FEM;PL
luchó	רבנו	luchar	רב	V;IND;SG;3;PST;FIN	PROPN
luchó	לחמו	luchar	לחמו	V;IND;SG;3;PST;FIN	PROPN
luchó	נלחמו	luchar	נלחם	V;IND;SG;3;PST;FIN	V;PL;3;PST;MID
viejos	ישנה	viejo	ישן	ADJ;MASC;PL	ADJ;FEM;SG
viejos	זקן	viejo	זקן	ADJ;MASC;PL	
viejos	ישן	viejo	ישן	ADJ;MASC;PL	PROPN
viejos	זקנה	viejo	זקן	ADJ;MASC;PL	N;FEM;SG
mediodía	הצהריים	mediodía	הצהריים	N;MASC;SG	N;MASC;DU
mediodía	בצהריים	mediodía	בצהריים	N;MASC;SG	N;MASC;DU
mediodía	צהרים	mediodía	צהריים	N;MASC;SG	N;MASC;PL
mediodía	צהריים	mediodía	צהריים	N;MASC;SG	N;MASC;PL
traducciones	התרגום	traducción	התרגום	N;FEM;PL	
traducciones	תרגום	traducción	תרגום	N;FEM;PL	N;MASC;SG
pulgadas	סנטימטר	pulgado	סנטימטר	N;FEM;PL	N;MASC;SG
arnold	ארנולד	arnold	ארנולד	PROPN	PROPN
ladrillo	בריק	ladrillo	בריק	N;MASC;SG	PROPN
ladrillo	לבנה	ladrillo	לבן	N;MASC;SG	
calvo	קירח	calvo	קירח	N;MASC;SG	PROPN
calvo	קאלבו	calvo	קאלבו	N;MASC;SG	PROPN
barbara	ברברה	barbar	ברבר	N;FEM;SG	PROPN
creer	תאמין	creer	האמין	V;NFIN	ADV
compartir	השיתוף	compartir	השיתוף	V;NFIN	PROPN
compartir	שיתוף	compartir	שיתוף	V;NFIN	N;MASC;SG
compartir	שתף	compartir	שתף	V;NFIN	ADV
compartir	שיתוף	compartir	שיתוף	V;NFIN	N;MASC;SG
detective	בלשית	detective	בלשית	N;SG	PROPN
probar	נסי	probar	נסי	V;NFIN	
probar	נסה	probar	נסה	V;NFIN	PROPN
probar	טסט	probar	טסט	V;NFIN	PROPN
probar	מבחן	probar	מבחן	V;NFIN	N;MASC;SG
probar	בדיקה	probar	בדיקה	V;NFIN	N;FEM;SG
mónica	מוניקה	mónico	מוניקה	N;FEM;SG	PROPN
arroyos	ברוקס	arroyo	ברוקס	N;MASC;PL	PROPN
volante	עלון	volante	עלון	N;MASC;SG	
volante	פלייר	volante	פלייר	N;MASC;SG	PROPN
sabio	מרווה	sabio	מרווה	N;MASC;SG	PROPN
sabio	חכם	sabio	חכם	N;MASC;SG	
sabio	נבון	sabio	נבון	N;MASC;SG	PROPN
budapest	בודפשט	budapest	בודפשט	N;MASC;SG	PROPN
cráneo	גולגולת	cráneo	גולגולת	N;MASC;SG	PROPN
cráneo	גולגולת	cráneo	גולגולת	N;MASC;SG	PROPN
cráneo	סקאל	cráneo	סקאל	N;MASC;SG	PROPN
provocando	גורם	provocar	גורם	V;V.MSDR	N;MASC;SG
provocando	גרימת	provocar	גרימה	V;V.MSDR	N;FEM;SG
gobernante	שליט	gobernante	שליט	N;SG	PROPN
madison	מדיסון	madison	מדיסון	N;MASC;SG	PROPN
leftarm	leftarm	leftarm	leftarm	INTJ	PRO;MASC;SG;3
llave	ברגים	llave	ברגי	N;FEM;SG	N;MASC;PL
llave	מקש	llave	מקש	N;FEM;SG	PROPN
llave	המפתח	llave	המפתח	N;FEM;SG	PROPN
exclusiva	בבלעדיות	exclusivo	בבלעדיות	ADJ;FEM;SG	N;FEM;PL
exclusiva	בלעדיים	exclusivo	בלעדי	ADJ;FEM;SG	ADJ;MASC;PL
exclusiva	בלעדי	exclusivo	בלעדי	ADJ;FEM;SG	PROPN
exclusiva	בלעדיות	exclusivo	בלעדי	ADJ;FEM;SG	N;FEM;PL
armados	חמוש	armado	חמוש	ADJ;MASC;PL;V.PTCP	PROPN
armados	חמושה	armado	חמושה	ADJ;MASC;PL;V.PTCP	
rivas	ריבאס	riva	ריבאס	N;FEM;PL	PROPN
demonio	שטן	demonio	שטן	N;MASC;SG	
demonio	השטן	demonio	השטן	N;MASC;SG	
demonio	שד	demonio	שד	N;MASC;SG	
note	תו	notar	תו	N	
note	פתק	notar	פתק	N	
note	הערה	notar	הערה	N	ADV
reside	שוכן	residir	שכן	V;IND;SG;3;PRS;FIN	PROPN
nazis	נאצית	nazi	נאצי	N;PL	PROPN
nazis	נאצי	nazi	נאצי	N;PL	PROPN
luisiana	לואיזיאנה	luisiano	לואיזיאנה	ADJ;FEM;SG	PROPN
televisa	טלוויסה	televisa	טלוויסה	N;FEM;SG	
malo	רע	malo	רע	ADJ;MASC;SG	N;MASC;SG
malo	רעה	malo	רע	ADJ;MASC;SG	
malo	רעים	malo	רעים	ADJ;MASC;SG	ADJ;MASC;PL
malo	רעות	malo	רעות	ADJ;MASC;SG	PROPN
materias	חומרי	materia	חומרי	N;FEM;PL	ADJ;MASC;PL
materias	חומר	materia	חומר	N;FEM;PL	N;MASC;SG
urbanas	עירונית	urbano	עירוני	ADJ;FEM;PL	ADV
urbanas	עירוני	urbano	עירוני	ADJ;FEM;PL	PROPN
básicas	בסיסי	básico	בסיסי	ADJ;FEM;PL	ADJ;MASC;SG
básicas	בסיסית	básico	בסיסי	ADJ;FEM;PL	ADV
gases	גז	gas	גז	N;MASC;PL	N;MASC;SG
gases	דלק	gas	דלק	N;MASC;PL	N;MASC;SG
ferroviario	רכבת	ferroviario	רכבת	ADJ;MASC;SG	N;FEM;SG
boletín	עלון	boletín	עלון	N;MASC;SG	
boletín	עלון	boletín	עלון	N;MASC;SG	
potencias	פאוורס	potencia	פאוורס	N;FEM;PL	PROPN
ejemplar	עותק	ejemplar	עותק	V;NFIN	N;MASC;SG
ejemplar	העתק	ejemplar	העתק	V;NFIN	
ejemplar	העתקה	ejemplar	העתקה	V;NFIN	N;FEM;SG
ejemplar	למופת	ejemplar	למופת	V;NFIN	
ejemplar	מופת	ejemplar	מופת	V;NFIN	
separadas	פרודים	separado	פרוד	ADJ;FEM;PL;V.PTCP	N;MASC;PL
separadas	נפרד	separado	נפרד	ADJ;FEM;PL;V.PTCP	ADJ;MASC;SG
separadas	מופרדים	separado	הופרד	ADJ;FEM;PL;V.PTCP	V;MASC;PL;V.PTCP;PASS
express	אקספרס	express	אקספרס	N;MASC	PROPN
portugueses	פורטוגזית	portugués	פורטוגזי	N;MASC;PL	PROPN
portugueses	בפורטוגזית	portugués	בפורטוגזית	N;MASC;PL	PROPN
normales	נורמלי	normal	נורמלי	ADJ;PL	ADJ;MASC;SG
normales	נורמליות	normal	נורמלי	ADJ;PL	N;FEM;PL
normales	נורמאלי	normal	נורמאלי	ADJ;PL	ADJ;MASC;SG
normales	רגיל	normal	רגיל	ADJ;PL	ADJ;MASC;SG
normales	נורמלית	normal	נורמאלית	ADJ;PL	ADV
estelar	כוכבי	estelar	כוכבי	ADJ;SG	PROPN
estelar	כוכב	estelar	כוכב	ADJ;SG	N;MASC;SG
estelar	כוכבת	estelar	כוכב	ADJ;SG	N;FEM;SG
estelar	סטאר	estelar	סטאר	ADJ;SG	PROPN
demo	דמו	demo	דמו	N;FEM;SG	ADV
considerando	רסיטל	considerar	רסיטל	V;V.MSDR	PROPN
enviados	נשלחו	enviar	נשלח	ADJ;MASC;PL;V.PTCP	V;PL;3;PST;MID
enviados	נשלח	enviar	נשלח	ADJ;MASC;PL;V.PTCP	V;MASC;SG;3;PST;MID
enviados	נשלחה	enviar	נשלח	ADJ;MASC;PL;V.PTCP	V;FEM;SG;3;PST;MID
enviados	שליחים	enviar	שליח	ADJ;MASC;PL;V.PTCP	N;MASC;PL
fotógrafo	צלם	fotógrafo	צלם	N;MASC;SG	PROPN
kent	קנט	kent	קנט	N;MASC;SG	PROPN
larry	לארי	larry	לארי	PROPN	PROPN
asesinados	נרצח	asesinado	נרצח	ADJ;MASC;PL;V.PTCP	V;MASC;SG;3;PST;MID
asesinados	נרצחה	asesinado	נרצח	ADJ;MASC;PL;V.PTCP	V;FEM;SG;3;PST;MID
asesinados	נרצחו	asesinado	נרצח	ADJ;MASC;PL;V.PTCP	V;PL;3;PST;MID
asesinados	נרצח	asesinado	נרצח	ADJ;MASC;PL;V.PTCP	V;MASC;SG;3;PST;MID
asesinados	נהרגה	asesinado	נהרג	ADJ;MASC;PL;V.PTCP	V;FEM;SG;3;PST;MID
asesinados	נהרג	asesinado	נהרג	ADJ;MASC;PL;V.PTCP	V;MASC;SG;3;PST;MID
asesinados	נהרגו	asesinado	נהרג	ADJ;MASC;PL;V.PTCP	V;PL;3;PST;MID
asesinados	הרג	asesinado	הרג	ADJ;MASC;PL;V.PTCP	N;MASC;SG
combatientes	לוחמי	combatiente	לוחם	N;PL	PROPN
oponente	היריב	oponente	היריב	N;SG	PROPN
prince	נסיך	prince	נסיך	N	PROPN
prince	פרינס	prince	פרינס	N	PROPN
prince	הנסיך	prince	הנסיך	N	PROPN
pura	pura	puro	pura	ADJ;FEM;SG	
pura	טהורים	puro	טהור	ADJ;FEM;SG	N;MASC;PL
pura	טהור	puro	טהור	ADJ;FEM;SG	
forestal	יער	forestal	יער	ADJ;SG	
forestal	היער	forestal	היער	ADJ;SG	
viola	ויולה	violar	ויולה	V;IND;SG;3;PRS;FIN	PROPN
evangelio	הבשורה	evangelio	הבשורה	N;MASC;SG	PROPN
honda	הקלע	honda	הקלע	N;FEM;SG	PROPN
honda	קלע	honda	קלע	N;FEM;SG	V;MASC;SG;3;PST;ACT
honda	הונדה	honda	הונדה	N;FEM;SG	PROPN
loira	הלואר	loira	הלואר	N;MASC;SG	PROPN
román	רומן	román	רומן	N;MASC;SG	PROPN
román	רומי	román	רומי	N;MASC;SG	PROPN
vaya	וואו	ir	וואה	V;SBJV;SG;3;PRS;FIN	
vaya	וואוו	ir	וואווה	V;SBJV;SG;3;PRS;FIN	
litros	גלון	litro	גלון	N;MASC;PL	PROPN
litros	ליטר	litro	ליטר	N;MASC;PL	PROPN
litros	ליטר	litro	ליטר	N;MASC;PL	PROPN
penales	פושע	penal	פושע	ADJ;PL	N;MASC;SG
penales	פלילי	penal	פלילי	ADJ;PL	ADJ;MASC;SG
penales	פושעת	penal	פושע	ADJ;PL	N;FEM;SG
penales	פלילית	penal	פלילי	ADJ;PL	ADV
shows	מראה	show	מראה	N;MASC;PL	N;MASC;SG
shows	מציג	show	הציג	N;MASC;PL	V;MASC;SG;V.PTCP;ACT
constituido	נוצרו	constituido	נוצר	ADJ;MASC;SG;V.PTCP	V;PL;3;PST;MID
constituido	נוצר	constituido	נוצר	ADJ;MASC;SG;V.PTCP	V;MASC;SG;3;PST;MID
name	השם	name	השם	N	
name	שם	name	שם	N	ADV
consulado	קונסוליות	consulado	קונסוליה	N;MASC;SG	N;FEM;PL
consulado	הקונסוליה	consulado	הקונסוליה	N;MASC;SG	PROPN
ingresar	כניסה	ingresar	כניסה	V;NFIN	N;FEM;SG
ingresar	התחברות	ingresar	התחברות	V;NFIN	ADJ;FEM;SG
ingresar	הזן	ingresar	הזן	V;NFIN	
ingresar	הכנס	ingresar	הכנס	V;NFIN	
belén	בלן	belén	בלן	N;MASC;SG	PROPN
próximos	הקרובה	próximo	הקרובה	ADJ;MASC;PL	PROPN
próximos	הקרוב	próximo	הקרוב	ADJ;MASC;PL	PROPN
editada	ערכה	editado	ערך	ADJ;FEM;SG;V.PTCP	N;FEM;SG
editada	נערך	editado	נערך	ADJ;FEM;SG;V.PTCP	V;MASC;SG;3;PST;MID
editada	ערוך	editado	ערך	ADJ;FEM;SG;V.PTCP	PROPN
discografía	דיסקוגרפיה	discografía	דיסקוגרפיה	N;FEM;SG	PROPN
esquí	סקי	esquí	סקי	N;MASC;SG	PROPN
esquí	בסקי	esquí	בסק	N;MASC;SG	
esquí	סקי	esquí	סקי	N;MASC;SG	PROPN
envía	שולחת	enviar	שלח	V;IND;SG;3;PRS;FIN	V;FEM;SG;V.PTCP;ACT
envía	שולח	enviar	שולח	V;IND;SG;3;PRS;FIN	V;MASC;SG;V.PTCP;ACT
prisionero	אסיר	prisionero	אסיר	N;MASC;SG	PROPN
prisionero	האסיר	prisionero	האסיר	N;MASC;SG	PROPN
causando	גורם	causar	גורם	V;V.MSDR	N;MASC;SG
causando	גרימת	causar	גרימה	V;V.MSDR	N;FEM;SG
disparo	ירי	disparo	ירי	N;MASC;SG	PROPN
disparo	ירי	disparo	ירי	N;MASC;SG	PROPN
disparo	שוט	disparo	שוט	N;MASC;SG	
disparo	נורה	disparo	נורה	N;MASC;SG	V;MASC;SG;3;PST;MID
disparo	ירה	disparo	ירה	N;MASC;SG	V;MASC;SG;3;PST;ACT
extenso	נרחבת	extenso	נרחב	ADJ;MASC;SG	V;FEM;SG;V.PTCP;MID
golpes	שבץ	golpe	שבץ	N;MASC;PL	N;MASC;SG
mega	מגה	mega	מגה	N;SG	PROPN
herbert	הרברט	herbert	הרברט	PROPN	PROPN
dinosaurios	דינוזאור	dinosaurio	דינוזאור	N;MASC;PL	PROPN
brevemente	בקצרה	brevemente	בקצרה	ADV	
preparar	הכן	preparar	הכן	V;NFIN	
extranjera	זרה	extranjero	זרה	ADJ;FEM;SG	
extranjera	זרות	extranjero	זרות	ADJ;FEM;SG	
caña	ריד	caña	ריד	N;FEM;SG	PROPN
caña	קוטב	caña	קוטב	N;FEM;SG	PROPN
caña	מוט	caña	מוט	N;FEM;SG	
caña	רוד	caña	רוד	N;FEM;SG	PROPN
ética	אתית	ética	את	N;FEM;SG	
ética	אתי	ética	אתי	N;FEM;SG	
encontrados	נמצא	encontrado	נמצא	ADJ;MASC;PL;V.PTCP	V;MASC;SG;V.PTCP;MID
encontrados	נמצאו	encontrado	נמצא	ADJ;MASC;PL;V.PTCP	V;PL;3;PST;MID
encontrados	נמצאה	encontrado	נמצא	ADJ;MASC;PL;V.PTCP	V;FEM;SG;3;PST;MID
encontrados	מצאתי	encontrado	מצא	ADJ;MASC;PL;V.PTCP	V;SG;1;PST;ACT
encontrados	מצא	encontrado	מצא	ADJ;MASC;PL;V.PTCP	V;MASC;SG;3;PST;ACT
vaticano	הותיקן	vaticano	הותיקן	N;MASC;SG	PROPN
vaticano	הוותיקן	vaticano	הוותיקן	N;MASC;SG	PROPN
bombardeo	הפגזות	bombardeo	הפגזה	N;MASC;SG	N;FEM;PL
bombardeo	הפיגוע	bombardeo	הפיגוע	N;MASC;SG	PROPN
respuestas	משיב	respuesta	השיב	N;FEM;PL	V;MASC;SG;V.PTCP;ACT
cooper	קופר	cooper	קופר	PROPN	PROPN
august	אוגוסט	augusto	אוגוסט	PROPN	PROPN
típicos	אופיינית	típico	אופייני	ADJ;MASC;PL	ADJ;FEM;SG
típicos	טיפוסית	típico	טיפוסי	ADJ;MASC;PL	ADV
típicos	טיפוסי	típico	טיפוסי	ADJ;MASC;PL	N;MASC
típicos	אופייני	típico	אופייני	ADJ;MASC;PL	ADJ;MASC;SG
summer	סאמר	summer	סאמר	N	PROPN
summer	קיץ	summer	קיץ	N	
summer	הקיץ	summer	הקיץ	N	PROPN
dramaturgo	מחזאי	dramaturgo	מחזאי	N;MASC;SG	PROPN
apoyado	תמיכה	apoyar	תמיכה	ADJ;MASC;SG;V.PTCP	N;FEM;SG
apoyado	נתמכת	apoyar	נתמך	ADJ;MASC;SG;V.PTCP	V;FEM;SG;V.PTCP;MID
apoyado	נתמך	apoyar	נתמך	ADJ;MASC;SG;V.PTCP	V;MASC;SG;V.PTCP;MID
apoyado	תמך	apoyar	תמך	ADJ;MASC;SG;V.PTCP	PROPN
ludwig	לודוויג	ludwig	לודוויג	PROPN	PROPN
velázquez	ולסקס	velázquez	ולסקס	N;MASC;SG	PROPN
líbano	לבנון	líbano	לבנון	N;MASC;SG	PROPN
líbano	לבנון	líbano	לבנון	N;MASC;SG	PROPN
túnez	תוניסיה	túnez	תוניסיה	N;MASC;SG	PROPN
túnez	טוניס	túnez	טוניס	N;MASC;SG	PROPN
incluidas	כולל	incluir	כלל	ADJ;FEM;PL;V.PTCP	V;MASC;SG;V.PTCP;ACT
incluidas	כלולים	incluir	כלול	ADJ;FEM;PL;V.PTCP	V;MASC;PL;V.PTCP;ACT
incluidas	כלול	incluir	כלול	ADJ;FEM;PL;V.PTCP	V;MASC;SG;V.PTCP;ACT
four	four	four	four	N	
four	ארבעה	four	ארבעה	N	NUM;MASC;SG
four	ארבע	four	ארבע	N	NUM;FEM;SG
pescado	דג	pescado	דג	N;MASC;SG	
pescado	פיש	pescado	פיש	N;MASC;SG	PROPN
pescado	דגים	pescado	דג	N;MASC;SG	N;MASC;PL
republicanos	רפובליקני	republicano	רפובליקני	N;MASC;PL	N;MASC;SG
republicanos	הרפובליקני	republicano	הרפובליקני	N;MASC;PL	PROPN
magic	קסם	magic	קסם	N	
artísticas	אומנותי	artístico	אומנותי	ADJ;FEM;PL	N;MASC;SG
artísticas	אמנותי	artístico	אמנותי	ADJ;FEM;PL	ADJ;MASC;SG
artísticas	אמנותית	artístico	אמנותי	ADJ;FEM;PL	ADV
lujo	דלוקס	lujo	דלוקס	N;MASC;SG	PROPN
lujo	מותרות	lujo	מותרות	N;MASC;SG	
electrones	אלקטרון	electrón	אלקטרון	N;MASC;PL	N;MASC;SG
wood	ווד	wood	ווד	N	PROPN
avances	קידמה	avance	קידם	N;MASC;PL	V;FEM;SG;3;PST;ACT
avances	קדמה	avance	קדמה	N;MASC;PL	N;FEM;SG
avances	התקדמות	avance	התקדמות	N;MASC;PL	N;FEM;SG
avances	הקדמה	avance	הקדמה	N;MASC;PL	PROPN
vacaciones	חג	vacaciones	חג	N;FEM;PL	N;MASC;SG
vacaciones	חופשה	vacaciones	חופשה	N;FEM;PL	N;FEM;SG
vacaciones	נופש	vacaciones	נופש	N;FEM;PL	N;MASC;SG
vacaciones	חופשה	vacaciones	חופשה	N;FEM;PL	N;FEM;SG
vacaciones	חגי	vacaciones	חגי	N;FEM;PL	PROPN
murallas	חומה	muralla	חומה	N;FEM;PL	PROPN
murallas	הכותל	muralla	הכותל	N;FEM;PL	ADV
murallas	הקיר	muralla	הקיר	N;FEM;PL	PROPN
murallas	קיר	muralla	קיר	N;FEM;PL	N;MASC;SG
descendiente	צאצא	descendiente	צאצא	N;SG	
eta	eta	eta	eta	PROPN	PROPN
cóndor	קונדור	cóndor	קונדור	N;MASC;SG	PROPN
reduce	מפחית	reducir	מפחית	V;IND;SG;3;PRS;FIN	V;MASC;SG;V.PTCP;ACT
coronado	מוכתר	coronado	הוכתר	ADJ;MASC;SG;V.PTCP	V;MASC;SG;V.PTCP;PASS
coronado	קורונדו	coronado	קורונדו	ADJ;MASC;SG;V.PTCP	PROPN
específicas	ספציפית	especifico	ספציפית	ADJ;FEM;PL	ADV
específicas	ספציפי	especifico	ספציפי	ADJ;FEM;PL	ADJ;MASC;SG
robles	אוקס	roble	אוקס	N;MASC;PL	PROPN
robles	רובלס	roble	רובלס	N;MASC;PL	PROPN
trajo	הביאו	traer	הביא	V;IND;SG;3;PST;FIN	V;PL;3;PST;ACT
mansión	האחוזה	mansión	האחוזה	N;FEM;SG	PROPN
mansión	מנור	mansión	מנור	N;FEM;SG	PROPN
suplente	אלטרנטיבי	suplente	אלטרנטיבי	N;SG	PROPN
suplente	חלופית	suplente	חלופי	N;SG	ADV
suplente	חלופי	suplente	חלופי	N;SG	ADJ;MASC;SG
suplente	המחליפה	suplente	המחליף	N;SG	V;FEM;SG;3;PST;ACT
suplente	תחליף	suplente	החליף	N;SG	V;FEM;SG;3;FUT;ACT
sueca	שוודי	sueca	שוודי	N;FEM;SG	PROPN
philippe	פיליפ	philippe	פיליפ	PROPN	PROPN
asesinatos	התנקשות	asesinato	התנקשות	N;MASC;PL	N;FEM;SG
asesinatos	רצח	asesinato	רצח	N;MASC;PL	N;MASC;SG
fieles	נאמן	fiel	נאמן	N;PL	PROPN
fieles	נאמנה	fiel	נאמן	N;PL	ADJ;FEM;SG
fieles	נאמן	fiel	נאמן	N;PL	PROPN
fieles	נאמנה	fiel	נאמן	N;PL	ADJ;FEM;SG
southern	דרומי	southern	דרומי	N	PROPN
southern	דרומית	southern	דרומי	N	ADV
southern	הדרומי	southern	הדרום	N	PROPN
concha	פגז	concha	פגז	N;FEM;SG	PROPN
concha	מעטפת	concha	מעטף	N;FEM;SG	PROPN
correctamente	כראוי	correctamente	כראוי	ADV	
correctamente	כיאות	correctamente	כיאות	ADV	
perdida	אובדן	perdido	אובדן	ADJ;FEM;SG;V.PTCP	N;MASC;SG
perdida	אבדן	perdido	None	ADJ;FEM;SG;V.PTCP	N
perdida	הפסד	perdido	הפסד	ADJ;FEM;SG;V.PTCP	N;MASC;SG
perdida	אבידה	perdido	אבידה	ADJ;FEM;SG;V.PTCP	N;FEM;SG
perdida	אבדה	perdido	אבדה	ADJ;FEM;SG;V.PTCP	N;FEM;SG
perdida	אבודה	perdido	אבודה	ADJ;FEM;SG;V.PTCP	N;FEM;SG
perdida	אבודים	perdido	אבוד	ADJ;FEM;SG;V.PTCP	N;MASC;PL
perdida	אבד	perdido	אבד	ADJ;FEM;SG;V.PTCP	V;MASC;SG;3;PST
perdida	אבוד	perdido	אבוד	ADJ;FEM;SG;V.PTCP	
significativo	משמעותיות	significativo	משמעותי	ADJ;MASC;SG	ADJ;FEM;PL
significativo	משמעותית	significativo	משמעותי	ADJ;MASC;SG	ADV
significativo	משמעותיים	significativo	משמעותי	ADJ;MASC;SG	ADJ;MASC;PL
significativo	משמעותיות	significativo	משמעותי	ADJ;MASC;SG	ADJ;FEM;PL
significativo	משמעותית	significativo	משמעותי	ADJ;MASC;SG	ADV
warren	וורן	warren	וורן	PROPN	PROPN
elías	אליהו	elía	אליהו	N;FEM;PL	PROPN
elías	אליאס	elía	אליאס	N;FEM;PL	PROPN
ltd	ltd	ltd	ltd	N	PROPN
identificado	זוהתה	identificado	זוהה	ADJ;MASC;SG;V.PTCP	
identificado	זוהה	identificado	זוהה	ADJ;MASC;SG;V.PTCP	V;MASC;SG;3;PST;PASS
identificado	מזוהה	identificado	זוהה	ADJ;MASC;SG;V.PTCP	V;MASC;SG;V.PTCP;PASS
identificado	זוהו	identificado	זוהו	ADJ;MASC;SG;V.PTCP	V;PL;3;PST;PASS
identificado	מזוהים	identificado	זוהה	ADJ;MASC;SG;V.PTCP	V;MASC;PL;V.PTCP;PASS
ejecutar	ביצוע	ejecutar	ביצוע	V;NFIN	N;MASC;SG
ejecutar	בצע	ejecutar	בצע	V;NFIN	
ejecutar	רוץ	ejecutar	רוץ	V;NFIN	PROPN
ejecutar	ריצה	ejecutar	ריצה	V;NFIN	N;FEM;SG
studio	סטודיו	studio	סטודיו	N;MASC;SG	PROPN
dramática	דרמה	dramático	דרמה	ADJ;FEM;SG	N;FEM;SG
dramática	דרמטית	dramático	דרמטי	ADJ;FEM;SG	ADV
antoine	אנטואן	antoinar	אנטואן	N;MASC;SG	PROPN
plástico	פלסטיק	plástico	פלסטיק	N;MASC;SG	PROPN
plástico	פלסטיק	plástico	פלסטיק	N;MASC;SG	PROPN
espaciales	מרחבית	espacial	מרחבית	ADJ;PL	PROPN
espaciales	חלל	espacial	חלל	ADJ;PL	N;MASC;SG
espaciales	מרחב	espacial	מרחב	ADJ;PL	N;MASC;SG
dedicados	מסור	dedicado	מסור	ADJ;MASC;PL;V.PTCP	
dedicados	הקדיש	dedicado	הקדיש	ADJ;MASC;PL;V.PTCP	V;MASC;SG;3;PST;ACT
dedicados	מוקדש	dedicado	הוקדש	ADJ;MASC;PL;V.PTCP	V;MASC;SG;V.PTCP;PASS
dedicados	מסורה	dedicado	מסורה	ADJ;MASC;PL;V.PTCP	N;FEM;SG
dedicados	ייעודי	dedicado	ייעודי	ADJ;MASC;PL;V.PTCP	ADJ;MASC;SG
bebé	בייבי	bebé	בייבי	N;MASC;SG	PROPN
bebé	מותק	bebé	מותק	N;MASC;SG	
bebé	מאמי	bebé	מאמי	N;MASC;SG	
tenor	טנור	tenor	טנור		N;MASC;SG
mortal	קטלנית	mortal	קטלני	ADJ;SG	ADV
mortal	קטלניים	mortal	קטלני	ADJ;SG	ADJ;MASC;PL
mortal	קטלניות	mortal	קטלני	ADJ;SG	N;FEM;PL
mortal	קטלנית	mortal	קטלני	ADJ;SG	ADV
mortal	תמותה	mortal	תמותה	ADJ;SG	N;FEM;SG
reconocimientos	הכרה	reconocimiento	הכרה	N;MASC;PL	N;FEM;SG
tallos	גבעולי	tallo	גבעול	N;MASC;PL	PROPN
tallos	נובעת	tallo	נבע	N;MASC;PL	V;FEM;SG;V.PTCP;ACT
casino	הקזינו	casino	הקזין	N;MASC;SG	V;PL;3;PST;ACT
vencedor	זוכה	vencedor	זכה	N;MASC;SG	V;MASC;SG;V.PTCP;ACT
vencedor	המנצח	vencedor	המנצח	N;MASC;SG	PROPN
vencedor	הזוכה	vencedor	הזוך	N;MASC;SG	ADV
vencedor	ויקטור	vencedor	ויקטור	N;MASC;SG	PROPN
leipzig	לייפציג	leipzig	לייפציג	PROPN	PROPN
adoptado	מאומץ	adoptar	מאומץ	ADJ;MASC;SG;V.PTCP	PROPN
adoptado	אימוץ	adoptar	אימוץ	ADJ;MASC;SG;V.PTCP	N;MASC;SG
adoptado	מאומצת	adoptar	מאומץ	ADJ;MASC;SG;V.PTCP	N;FEM;SG
colinas	הילס	colina	הילס	N;FEM;PL	PROPN
extranjeras	זר	extranjero	זר	ADJ;FEM;PL	ADJ;MASC;SG
extranjeras	זרה	extranjero	זרה	ADJ;FEM;PL	
extranjeras	זרות	extranjero	זרות	ADJ;FEM;PL	
apolo	אפולו	apolo	אפולו	N;FEM;SG	PROPN
membrana	ממברנות	membrana	מבברן	N;FEM;SG	N;FEM;PL
membrana	קרום	membrana	קרום	N;FEM;SG	PROPN
etnia	אתניות	etnia	אתני	N;FEM;SG	ADJ;FEM;PL
ricos	עשיר	rico	עשיר	N;MASC;PL	ADJ;MASC;SG
ricos	עשירים	rico	עשיר	N;MASC;PL	ADJ;MASC;PL
ricos	עושר	rico	עושר	N;MASC;PL	N;MASC;SG
ricos	עשירה	rico	עשיר	N;MASC;PL	ADJ;FEM;SG
ricos	אמיד	rico	אמיד	N;MASC;PL	ADJ;MASC;SG
radar	הרדאר	radar	הרדאר	N;MASC;SG	PROPN
radar	מכ	radar	מכ	N;MASC;SG	
radar	רדאר	radar	רדאר	N;MASC;SG	PROPN
wagner	וגנר	wagner	וגנר	PROPN	PROPN
wagner	ווגנר	wagner	ווגנר	PROPN	PROPN
quieren	רוצה	querer	רצה	V;IND;PL;3;PRS;FIN	V;MASC;SG;V.PTCP;ACT
quieren	רוצים	querer	רצה	V;IND;PL;3;PRS;FIN	V;MASC;PL;V.PTCP;ACT
teatros	תיאטרון	teatro	תיאטרון	N;MASC;PL	N;MASC;SG
añadido	הוסיף	añadido	הוסיף	ADJ;MASC;SG;V.PTCP	V;MASC;SG;3;PST;ACT
añadido	נוספו	añadido	נוסף	ADJ;MASC;SG;V.PTCP	V;PL;3;PST;MID
añadido	נוספה	añadido	נוסף	ADJ;MASC;SG;V.PTCP	V;FEM;SG;3;PST;MID
añadido	הוסיפה	añadido	הוסיף	ADJ;MASC;SG;V.PTCP	V;FEM;SG;3;PST;ACT
añadido	נוסף	añadido	None	ADJ;MASC;SG;V.PTCP	ADP
fabricantes	היצרן	fabricante	היצרן	N;PL	PROPN
fabricantes	יצרן	fabricante	יצרן	N;PL	N;MASC;SG
fabricantes	יצרני	fabricante	יצרן	N;PL	PROPN
finca	מקרקעין	finca	מקרקעין	N;FEM;SG	N;MASC;PL
