armónica	وزن	armónico	وزن	ADJ;FEM;SG	N;NOM;MASC;SG;3
ajuste	سنوارنا	ajuste	سنوار	N;MASC;SG	V;MASC;SG;NFIN;ACT
doom	آخرت	doom	آخرت	N	PROPN;NOM;MASC;SG;3
doom	فرمان.	doom	فرمان.	N	PROPN;NOM;MASC;SG;3
doom	تباہی.	doom	تباہی.	N	PROPN;NOM;MASC;SG;3
doom	پھٹکار	doom	پھٹک	N	V;SG;ACT
diabetes	ذیابیطس	diabetes	ذیابیطس	N;FEM	PROPN;NOM;MASC;SG;3
diabetes	پیاس	diabetes	پیاس	N;FEM	V;SG;ACT
creativa	مخترع	creativo	مخترع	ADJ;FEM;SG	PROPN;NOM;MASC;SG;3
creativa	موجد	creativo	موجد	ADJ;FEM;SG	N;NOM;MASC;SG;3
creativa	خلاّق.	creativo	خلاّق.	ADJ;FEM;SG	
hood	قصابے	hood	قصابہ	N;MASC;SG	
hood	چھولداری.	hood	چھولداری.	N;MASC;SG	PROPN;NOM;MASC;SG;3
hood	شامیانہ	hood	شامیانہ	N;MASC;SG	PROPN;NOM;MASC;SG;3
buzón	letter-box	buzón	letter-box	N;MASC;SG	PROPN;NOM;MASC;SG;3
incapacidad	لاچاری	incapacidad	لاچاری	N;FEM;SG	PROPN;NOM;MASC;SG;3
incapacidad	مجبوری	incapacidad	مجبوری	N;FEM;SG	ADJ
incapacidad	اثاثے	incapacidad	اثاثہ	N;FEM;SG	N;NOM;MASC;PL;3
lieja	رعیّت.	lieja	رعیّت.	N;FEM;SG	PROPN;NOM;MASC;SG;3
sugerencias	خیال	sugerencia	خیال	N;FEM;PL	N;NOM;MASC;SG;3
sugerencias	نظریہ	sugerencia	نظریہ	N;FEM;PL	PROPN;NOM;MASC;SG;3
sugerencias	خیال	sugerencia	خیال	N;FEM;PL	N;NOM;MASC;SG;3
sugerencias	تجویز	sugerencia	تجویز	N;FEM;PL	N;NOM;FEM;SG;3
sugerencias	نظریہ	sugerencia	نظریہ	N;FEM;PL	PROPN;NOM;MASC;SG;3
oreja	اذن	oreja	اذن	N;FEM;SG	
oreja	توجہ.	oreja	توجہ.	N;FEM;SG	PROPN;NOM;MASC;SG;3
desconocidas	مجہول	desconocido	مجہول	ADJ;FEM;PL;V.PTCP	N;NOM;MASC;SG;3
audición	گانے	audición	گا	N;FEM;SG	V;NFIN;ACT
audición	اظہارات	audición	اظہار	N;FEM;SG	PROPN;NOM;MASC;SG;3
idol	آسیب.	idol	آسیب.	N;MASC;SG	PROPN;NOM;MASC;SG;3
idol	دیوتا	idol	دیوتا	N;MASC;SG	PROPN;NOM;MASC;SG;3
ceder	حاصل	ceder	حاصل	V;NFIN	N;NOM;MASC;SG;3
ceder	پیداوار	ceder	پیداوار	V;NFIN	N;NOM;MASC;SG;3
ceder	یافت	ceder	یافت	V;NFIN	PROPN;NOM;MASC;SG;3
ceder	چھوڑدینا	ceder	چھوڑدینا	V;NFIN	PROPN;NOM;MASC;SG;3
ceder	منافع.	ceder	منافع.	V;NFIN	ADJ
preparados	رواں.	preparado	رواں.	ADJ;MASC;PL;V.PTCP	
preparados	(	preparado	(	ADJ;MASC;PL;V.PTCP	
preparados	پھرتیلا	preparado	پھرتیلا	ADJ;MASC;PL;V.PTCP	PROPN;NOM;MASC;SG;3
preparados	رواں.	preparado	رواں.	ADJ;MASC;PL;V.PTCP	
preparados	(	preparado	(	ADJ;MASC;PL;V.PTCP	
preparados	پھرتیلا	preparado	پھرتیلا	ADJ;MASC;PL;V.PTCP	PROPN;NOM;MASC;SG;3
psicológico	نفس	psicológico	نفس	ADJ;MASC;SG	N;NOM;MASC;SG;3
psicológico	نفسیاتی.	psicológico	نفسیاتی.	ADJ;MASC;SG	PROPN;NOM;MASC;SG;3
gratis	خالی	gratis	خالی		ADJ
gratis	ملاوٹ	gratis	ملاوٹ		N;NOM;MASC;SG;3
gratis	چھڑانا.	gratis	چھڑانا.		PROPN;NOM;MASC;SG;3
gratis	گستاخ	gratis	گستاخ		PROPN;NOM;MASC;SG;3
antecesor	پُرکھا	antecesor	پُرکھا	N;MASC;SG	PROPN;NOM;MASC;SG;3
jugo	جوہر.	jugo	جوہر.	N;MASC;SG	PROPN;NOM;MASC;SG;3
jugo	جوہر.	jugo	جوہر.	N;MASC;SG	PROPN;NOM;MASC;SG;3
verbal	توہین	verbal	توہین	ADJ;SG	N;NOM;MASC;SG;3
verbal	فعلیہ.	verbal	فعلیہ.	ADJ;SG	PROPN;NOM;MASC;SG;3
verbal	باتونی	verbal	باتونی	ADJ;SG	N;NOM;MASC;SG;3
coliseo	اکھاڑا	coliseo	اکھاڑا	N;MASC;SG	V;PFV;MASC;SG;V.PTCP;ACT
resonancia	گونج	resonancia	گونج	N;FEM;SG	V;ACT
resonancia	تلحین.	resonancia	تلحین.	N;FEM;SG	ADJ
filo	تلوار.	filo	تلوار.	N;MASC;SG	PROPN;NOM;MASC;SG;3
filo	ولولہ	filo	ولولہ	N;MASC;SG	PROPN;NOM;MASC;SG;3
filo	into	filo	into	N;MASC;SG	
manuales	جسمانی	manual	جسمانی	N;MASC;PL	ADJ
manuales	جسمانی	manual	جسمانی	N;MASC;PL	ADJ
manuales	دستی	manual	دستی	N;MASC;PL	ADJ
heráldica	تقریبات	heráldica	تقریب	N;FEM;SG	N;NOM;MASC;PL;3
heráldica	ٹھسّا.	heráldica	ٹھسّا.	N;FEM;SG	PROPN;NOM;MASC;SG;3
heráldica	تشریفات	heráldica	تشریف	N;FEM;SG	N;NOM;MASC;PL;3
matorrales	کہتر	matorral	کہتر	N;MASC;PL	PROPN;NOM;MASC;SG;3
matorrales	رگڑنے	matorral	رگڑ	N;MASC;PL	V;ACC;NFIN
matorrales	منصوبہ	matorral	منصوبہ	N;MASC;PL	N;NOM;MASC;SG;3
matorrales	ملنے	matorral	مل	N;MASC;PL	V;NFIN;ACT
serial	رسالہ	serial	رسالہ	ADJ;SG	N;NOM;MASC;SG;3
serial	جریدہ.	serial	جریدہ.	ADJ;SG	PROPN;NOM;MASC;SG;3
meridiano	اوج.	meridiano	اوج.	N;MASC;SG	PROPN;NOM;MASC;SG;3
persistente	باقی	persistente	باقی	ADJ;SG	
persistente	پائیدار.	persistente	پائیدار.	ADJ;SG	N;NOM;MASC;SG;3
persistente	(	persistente	(	ADJ;SG	
mick	آئرستانی.	mick	آئرستانی.	PROPN	ADJ;NOM
aceptan	عہدے	aceptar	عہدہ	V;IND;PL;3;PRS;FIN	N;NOM;MASC;SG;3
aceptan	ہنڈی	aceptar	ہنڈی	V;IND;PL;3;PRS;FIN	PROPN;NOM;MASC;SG;3
aceptan	(	aceptar	(	V;IND;PL;3;PRS;FIN	
aceptan	چاہنا	aceptar	چاہ	V;IND;PL;3;PRS;FIN	V;MASC;SG;NFIN;ACT
aceptan	عہدے	aceptar	عہدہ	V;IND;PL;3;PRS;FIN	N;NOM;MASC;SG;3
aceptan	ہنڈی	aceptar	ہنڈی	V;IND;PL;3;PRS;FIN	PROPN;NOM;MASC;SG;3
aceptan	ماننا	aceptar	مان	V;IND;PL;3;PRS;FIN	V;MASC;SG;NFIN
aceptan	(	aceptar	(	V;IND;PL;3;PRS;FIN	
aceptan	چاہنا	aceptar	چاہ	V;IND;PL;3;PRS;FIN	V;MASC;SG;NFIN;ACT
leyendo	(	leer	(	V;V.MSDR	
salvado	بھوسی	salvar	بھوسی	ADJ;MASC;SG;V.PTCP	PROPN;NOM;MASC;SG;3
salvado	چُونی	salvar	چُونی	ADJ;MASC;SG;V.PTCP	PROPN;NOM;MASC;SG;3
salvado	بھوسی	salvar	بھوسی	ADJ;MASC;SG;V.PTCP	PROPN;NOM;MASC;SG;3
nana	احمق.	nanar	احمق.	N;FEM;SG	PROPN;NOM;MASC;SG;3
comparar	موازنہ	comparar	موازنہ	V;NFIN	N;NOM;MASC;SG;3
comparar	مقابلہ	comparar	مقابلہ	V;NFIN	N;NOM;MASC;SG;3
circle	ہاکی	circle	ہاکی	N	PROPN;NOM;MASC;SG;3
circle	ہاکی	circle	ہاکی	N	PROPN;NOM;MASC;SG;3
siga	رفتار	seguir	رفتار	V;SBJV;SG;3;PRS;FIN	N;NOM;MASC;SG;3
siga	بوجھنا.	seguir	بوجھنا.	V;SBJV;SG;3;PRS;FIN	PROPN;NOM;MASC;SG;3
relevo	مخلصی	relevo	مخلصی	N;MASC;SG	ADJ
train	پیرو	train	پیرو	N	PROPN;NOM;MASC;SG;3
train	لبھانا.	train	لبھانا.	N	PROPN;NOM;MASC;SG;3
roedores	گلہری	roedor	گلہری	N;MASC;PL	PROPN;NOM;MASC;SG;3
roedores	سیہہ.	roedor	سیہہ.	N;MASC;PL	PROPN;NOM;MASC;SG;3
fronteriza	حاشیہ	fronterizo	حاشیہ	ADJ;FEM;SG	PROPN;NOM;MASC;SG;3
rastro	بچھڑنا.	rastro	بچھڑنا	N;MASC;SG	V;NFIN;ACT
rastro	دُنبالہ	rastro	دُنبالہ	N;MASC;SG	PROPN;NOM;MASC;SG;3
rastro	بٹیا	rastro	بٹیا	N;MASC;SG	PROPN;NOM;MASC;SG;3
rastro	through	rastro	through	N;MASC;SG	PROPN;NOM;MASC;SG;3
flexible	سیدھا	flexible	سیدھا	ADJ;SG	V;ACT
funcionalidad	فعّالیت	funcionalidad	فعّالیت	N;FEM;SG	PROPN;NOM;MASC;SG;3
proyecciones	کوڑا.	proyección	کوڑا.	N;FEM;PL	
evacuación	انخلاء	evacuación	انخلاء	N;FEM;SG	PROPN;NOM;MASC;SG;3
remate	نیلام	remate	نیلام	N;MASC;SG	PROPN;NOM;MASC;SG;3
remate	برّاج.	remate	برّاج.	N;MASC;SG	PROPN;NOM;MASC;SG;3
transparencia	زجاجیہ.	transparencia	زجاجیہ.	N;FEM;SG	PROPN;NOM;MASC;SG;3
monetario	زری	monetario	زری	ADJ;MASC;SG	N;NOM;MASC;SG;3
sufrimiento	ابتلا	sufrimiento	ابتلا	N;MASC;SG	
dodge	behind	dodge	behind	N;MASC;SG	PROPN;NOM;MASC;SG;3
dodge	جھپکی.	dodge	جھپکی.	N;MASC;SG	PROPN;NOM;MASC;SG;3
dodge	جھکائی	dodge	جھکائی	N;MASC;SG	V;PFV;FEM;SG;V.PTCP;ACT
dodge	دُبکنا	dodge	دُبکنا	N;MASC;SG	V;SG;NFIN;ACT
opuestos	مدّمقابل.	opuesto	مدّمقابل.	ADJ;MASC;PL;V.PTCP	N
opuestos	ڈنڈی	opuesto	ڈنڈی	ADJ;MASC;PL;V.PTCP	PROPN;NOM;MASC;SG;3
recurrentes	ورید	recurrente	ورید	ADJ;PL	PROPN;NOM;MASC;SG;3
recurrentes	عادی.	recurrente	عادی.	ADJ;PL	PROPN;NOM;MASC;SG;3
recurrentes	(	recurrente	(	ADJ;PL	
necesito	بحران	necesitar	بحران	V;IND;SG;1;PRS;FIN	N;NOM;MASC;SG;3
necesito	بحران	necesitar	بحران	V;IND;SG;1;PRS;FIN	N;NOM;MASC;SG;3
necesito	ضرورت	necesitar	ضرورت	V;IND;SG;1;PRS;FIN	N;NOM;MASC;SG;3
necesito	حاجت	necesitar	حاجت	V;IND;SG;1;PRS;FIN	N;NOM;FEM;SG;3
aqui	یہاں	aqui	یہاں	INTJ	PRO;NOM
cry	پکار	cry	پکار	N	V;SG;ACT
cry	للکار	cry	للکار	N	
cry	بھونک.	cry	بھونک.	N	PROPN;NOM;MASC;SG;3
cry	فریاد.	cry	فریاد.	N	PROPN;NOM;MASC;SG;3
cry	آوازہ.	cry	آوازہ.	N	PROPN;NOM;MASC;SG;3
cry	پکار	cry	پکار	N	V;SG;ACT
cry	للکار	cry	للکار	N	
cry	بھونک.	cry	بھونک.	N	PROPN;NOM;MASC;SG;3
cry	فریاد.	cry	فریاد.	N	PROPN;NOM;MASC;SG;3
cry	رونا	cry	رو	N	V;MASC;SG;NFIN;ACT
cry	آوازہ.	cry	آوازہ.	N	PROPN;NOM;MASC;SG;3
delgada	وزن	delgada	وزن	ADJ;FEM;SG	N;NOM;MASC;SG;3
delgada	عّیار.	delgada	عّیار.	ADJ;FEM;SG	PROPN;NOM;MASC;SG;3
delgada	چھانٹنا	delgada	چھانٹ	ADJ;FEM;SG	V;SG;NFIN;ACT
delgada	thinly	delgada	thinly	ADJ;FEM;SG	PROPN;NOM;MASC;SG;3
delgada	شاخوں	delgada	شاخہ	ADJ;FEM;SG	N;ACC;MASC;PL;3
delgada	گھٹانا.	delgada	گھٹانا.	ADJ;FEM;SG	V;PFV;MASC;SG;V.PTCP;ACT
delgada	چھانٹنا	delgada	چھانٹ	ADJ;FEM;SG	V;SG;NFIN;ACT
delgada	دُبلا	delgada	دُبلا	ADJ;FEM;SG	PROPN;NOM;MASC;SG;3
delgada	thinly	delgada	thinly	ADJ;FEM;SG	PROPN;NOM;MASC;SG;3
delgada	شاخوں	delgada	شاخہ	ADJ;FEM;SG	N;ACC;MASC;PL;3
delgada	رقیق	delgada	رقیق	ADJ;FEM;SG	PROPN;NOM;MASC;SG;3
delgada	گھٹانا.	delgada	گھٹانا.	ADJ;FEM;SG	V;PFV;MASC;SG;V.PTCP;ACT
delgada	نحیف	delgada	نحیف	ADJ;FEM;SG	N;NOM;MASC;SG;3
delgada	لطیف	delgada	لطیف	ADJ;FEM;SG	PROPN;NOM;MASC;SG;3
delgada	پتلا	delgada	پتلا	ADJ;FEM;SG	N;NOM;MASC;SG;3
delgada	قلیل	delgada	قلیل	ADJ;FEM;SG	
delgada	خفیف.	delgada	خفیف.	ADJ;FEM;SG	PROPN;NOM;MASC;SG;3
delgada	پتلا.	delgada	پتلا.	ADJ;FEM;SG	PROPN;NOM;MASC;SG;3
cabaña	جُھگی	cabaña	جُھگی	N;FEM;SG	PROPN;NOM;MASC;SG;3
cabaña	ٹھہرنا.	cabaña	ٹھہرنا.	N;FEM;SG	V;SG;NFIN;ACT
cabaña	کٹیا.	cabaña	کٹیا.	N;FEM;SG	PROPN;NOM;MASC;SG;3
cabaña	(	cabaña	(	N;FEM;SG	
cabaña	ٹھونسنا.	cabaña	ٹھونسنا.	N;FEM;SG	PROPN;NOM;MASC;SG;3
filosófico	فہیم	filosófico	فہیم	ADJ;MASC;SG	PROPN;NOM;MASC;SG;3
filosófico	بردبار	filosófico	بردبار	ADJ;MASC;SG	
filosófico	عاقل	filosófico	عاقل	ADJ;MASC;SG	N;NOM;MASC;SG;3
filosófico	متحمل.	filosófico	متحمل.	ADJ;MASC;SG	N
filosófico	فہیم	filosófico	فہیم	ADJ;MASC;SG	PROPN;NOM;MASC;SG;3
filosófico	بردبار	filosófico	بردبار	ADJ;MASC;SG	
filosófico	عاقل	filosófico	عاقل	ADJ;MASC;SG	N;NOM;MASC;SG;3
filosófico	متحمل.	filosófico	متحمل.	ADJ;MASC;SG	N
doméstica	پالتو	doméstico	پالتو	ADJ;FEM;SG	N;NOM;MASC;SG;3
shanghái	غلیل.	shanghái	غلیل.	N;MASC;PL	PROPN;NOM;MASC;SG;3
montón	مخمل	montón	مخمل	N;MASC;SG	PROPN;NOM;MASC;SG;3
montón	تودہ.	montón	تودہ.	N;MASC;SG	
montón	in	montón	in	N;MASC;SG	
montón	on	montón	on	N;MASC;SG	
montón	اون.	montón	اون.	N;MASC;SG	
pertenencia	رکنیت.	pertenencia	رکنیت.	N;FEM;SG	ADJ
pertenencia	ممبری	pertenencia	ممبری	N;FEM;SG	PROPN;NOM;MASC;SG;3
comunicarse	اظہار	comunicarse	اظہار	V;SBJV;SG;3;IPFV;FIN	N;NOM;MASC;SG;3
evangelista	مرقص	evangelista	مرقص	N;SG	PROPN;NOM;MASC;SG;3
beyond	متجاوز.	beyond	متجاوز.	N	ADJ
beyond	مار	beyond	مار	N	V;ACT
líquidos	رواں.	líquido	رواں.	N;MASC;PL	
líquidos	شفاف	líquido	شفاف	N;MASC;PL	ADJ
líquidos	کھلا	líquido	کھل	N;MASC;PL	V;PFV;MASC;SG;V.PTCP;ACT
líquidos	ترل	líquido	ترل	N;MASC;PL	
líquidos	ہوا	líquido	ہو	N;MASC;PL	V;PFV;MASC;SG;V.PTCP;ACT
líquidos	ہائڈروجن	líquido	ہائڈروجن	N;MASC;PL	N;NOM;MASC;SG;3
líquidos	ُسریلی	líquido	ُسریلی	N;MASC;PL	ADJ
líquidos	رواں.	líquido	رواں.	N;MASC;PL	
líquidos	سیّال	líquido	سیّال	N;MASC;PL	PROPN;NOM;MASC;SG;3
líquidos	شفاف	líquido	شفاف	N;MASC;PL	ADJ
líquidos	کھلا	líquido	کھل	N;MASC;PL	V;PFV;MASC;SG;V.PTCP;ACT
líquidos	ترل	líquido	ترل	N;MASC;PL	
líquidos	رقیق	líquido	رقیق	N;MASC;PL	PROPN;NOM;MASC;SG;3
líquidos	ہوا	líquido	ہو	N;MASC;PL	V;PFV;MASC;SG;V.PTCP;ACT
líquidos	ہائڈروجن	líquido	ہائڈروجن	N;MASC;PL	N;NOM;MASC;SG;3
líquidos	ُسریلی	líquido	ُسریلی	N;MASC;PL	ADJ
adecuadamente	بالکل.	adecuadamente	بالکل.	ADV	
rue	ترس	ruir	ترس	N;FEM;SG	V;ACT
rue	ندامت	ruir	ندامت	N;FEM;SG	PROPN;NOM;MASC;SG;3
rue	اسپند.	ruir	اسپند.	N;FEM;SG	PROPN;NOM;MASC;SG;3
rue	شرمساری.	ruir	شرمساری.	N;FEM;SG	PROPN;NOM;MASC;SG;3
rue	رحم.	ruir	رحم.	N;FEM;SG	
rue	پچھتاوا	ruir	پچھتاوا	N;FEM;SG	V;IPFV;MASC;SG;V.PTCP;ACT
rue	ترس	ruir	ترس	N;FEM;SG	V;ACT
rue	ندامت	ruir	ندامت	N;FEM;SG	PROPN;NOM;MASC;SG;3
rue	پچھتانا	ruir	پچھ	N;FEM;SG	V;MASC;SG;NFIN;ACT
rue	اسپند.	ruir	اسپند.	N;FEM;SG	PROPN;NOM;MASC;SG;3
rue	شرمساری.	ruir	شرمساری.	N;FEM;SG	PROPN;NOM;MASC;SG;3
rue	رحم.	ruir	رحم.	N;FEM;SG	
rue	پچھتاوا	ruir	پچھتاوا	N;FEM;SG	V;IPFV;MASC;SG;V.PTCP;ACT
tucker	خوراک.	tucker	خوراک.	N;SG	PROPN;NOM;MASC;SG;3
tucker	کھانا	tucker	کھا	N;SG	V;MASC;SG;NFIN;ACT
rosado	سجانا.	rosar	سجانا.	N;MASC;SG	PROPN;NOM;MASC;SG;3
rosado	سنوارنا	rosar	سنوار	N;MASC;SG	V;MASC;SG;NFIN;ACT
rosado	گلابی	rosar	گلابی	N;MASC;SG	ADJ;NOM
rosado	سرخا.	rosar	سرخا.	N;MASC;SG	
metálicos	لوہا	metálico	لوہا	ADJ;MASC;PL	PROPN;NOM;MASC;SG;3
metálicos	رانگ	metálico	رانگ	ADJ;MASC;PL	
metálicos	چاندی	metálico	چاندی	ADJ;MASC;PL	N;NOM;FEM;SG;3
metálicos	فلز	metálico	فلز	ADJ;MASC;PL	
metálicos	چمکیلا.	metálico	چمکیلا.	ADJ;MASC;PL	PROPN;NOM;MASC;SG;3
metálicos	ٹھنکنے	metálico	ٹھنک	ADJ;MASC;PL	V;ACC;NFIN
metálicos	فلَزی.	metálico	فلَزی.	ADJ;MASC;PL	PROPN;NOM;MASC;SG;3
rentas	کمائی.	renta	کمائی.	N;FEM;PL	V;PFV;FEM;SG;V.PTCP;ACT
rentas	یافت	renta	یافت	N;FEM;PL	PROPN;NOM;MASC;SG;3
rentas	آمدنی	renta	آمدنی	N;FEM;PL	N;NOM;FEM;SG;3
rentas	آمد	renta	آمد	N;FEM;PL	N;NOM;MASC;SG;3
rentas	کمائی.	renta	کمائی.	N;FEM;PL	V;PFV;FEM;SG;V.PTCP;ACT
flanco	پاکھا.	flanco	پاکھا.	N;MASC;SG	PROPN;NOM;MASC;SG;3
grises	دُھند	gris	دُھند	N;PL	PROPN;NOM;MASC;SG;3
grises	کڑبڑا.	gris	کڑبڑا.	N;PL	PROPN;NOM;MASC;SG;3
grises	دُھندلا	gris	دُھندلا	N;PL	PROPN;NOM;MASC;SG;3
grises	فاختئی	gris	فاختئی	N;PL	ADJ
grises	انجانا	gris	انجانا	N;PL	PROPN;NOM;MASC;SG;3
grises	گمنام	gris	گمنام	N;PL	N;NOM;MASC;SG;3
grises	دُھند	gris	دُھند	N;PL	PROPN;NOM;MASC;SG;3
grises	کبرا	gris	کبرا	N;PL	PROPN;NOM;MASC;SG;3
grises	کڑبڑا.	gris	کڑبڑا.	N;PL	PROPN;NOM;MASC;SG;3
grises	دُھندلا	gris	دُھندلا	N;PL	PROPN;NOM;MASC;SG;3
grises	فاختئی	gris	فاختئی	N;PL	ADJ
grises	انجانا	gris	انجانا	N;PL	PROPN;NOM;MASC;SG;3
grises	گمنام	gris	گمنام	N;PL	N;NOM;MASC;SG;3
lazo	چپکنا	lazo	چپک	N;MASC;SG	V;SG;NFIN;ACT
lazo	چپکن	lazo	چپکن	N;MASC;SG	
lazo	تھامنا.	lazo	تھامنا.	N;MASC;SG	PROPN;NOM;MASC;SG;3
lazo	جوڑنا.	lazo	جوڑنا.	N;MASC;SG	V;MASC;SG;NFIN;ACT
lazo	الصاق.	lazo	الصاق.	N;MASC;SG	PROPN;NOM;MASC;SG;3
aproximado	ملحق	aproximado	ملحق	ADJ;MASC;SG;V.PTCP	N;NOM;MASC;SG;3
corales	مونگا	coral	مونگا	N;MASC;PL	PROPN;NOM;MASC;SG;3
exponer	آزار	exponer	آزار	V;NFIN	
exponer	پُرخطر.	exponer	پُرخطر.	V;NFIN	ADJ
vendedor	بائع	vendedor	بائع	N;MASC;SG	
diferenciar	(	diferenciar	(	V;NFIN	
diferenciar	تفریق	diferenciar	تفریق	V;NFIN	N;NOM;MASC;SG;3
innovaciones	اختراع	innovación	اختراع	N;FEM;PL	N;NOM;MASC;SG;3
innovaciones	جدّت	innovación	جدّت	N;FEM;PL	N;NOM;MASC;SG;3
determinante	لفظ	determinante	لفظ	ADJ;SG	N;NOM;MASC;SG;3
determinante	عنصر	determinante	عنصر	ADJ;SG	N;NOM;MASC;SG;3
regularidad	منظم	regularidad	منظم	N;FEM;SG	ADJ
regularidad	مستقل	regularidad	مستقل	N;FEM;SG	ADJ
regularidad	منضبط.	regularidad	منضبط.	N;FEM;SG	PROPN;NOM;MASC;SG;3
regularidad	مربوط	regularidad	مربوط	N;FEM;SG	ADJ
regularidad	مثالی-	regularidad	مثالی-	N;FEM;SG	PROPN;NOM;MASC;SG;3
regularidad	ہموار-	regularidad	مےں	N;FEM;SG	PROPN;NOM;MASC;SG;3
regularidad	مکمل	regularidad	مکمل	N;FEM;SG	ADJ
verdaderamente	واقعی.	verdaderamente	واقعی.	ADV	N;SG
verdaderamente	مناسب	verdaderamente	مناسب	ADV	ADJ
experimentación	امکاں	experimentación	امکاں	N;FEM;SG	PROPN;NOM;MASC;SG;3
experimentación	پرکھنا	experimentación	پرکھ	N;FEM;SG	V;SG;NFIN;ACT
experimentación	جانچنا.	experimentación	جانچناؤ	N;FEM;SG	PROPN;NOM;MASC;SG;3
experimentación	مزاولت	experimentación	مزاولت	N;FEM;SG	PROPN;NOM;MASC;SG;3
experimentación	آزمانا	experimentación	آزما	N;FEM;SG	V;SG;ACT
experimentación	پرکھ.	experimentación	پرکھ.	N;FEM;SG	PROPN;NOM;MASC;SG;3
experimentación	اختباری	experimentación	اختباری	N;FEM;SG	ADJ;NOM
experimentación	عارضی	experimentación	عارضی	N;FEM;SG	ADJ
traza	through	traza	through	V;IND;SG;3;PRS;FIN	PROPN;NOM;MASC;SG;3
florales	پھولدار	floral	پھولدار	ADJ;PL	PROPN;NOM;MASC;SG;3
florales	مشجّر	floral	مشجّر	ADJ;PL	PROPN;NOM;MASC;SG;3
florales	منقش	floral	منقش	ADJ;PL	PROPN;NOM;MASC;SG;3
prof	پروفیسر.	prof	پروفیسر.	PROPN	N;NOM;MASC;SG;3
scout	ٹوہیا	scout	ٹوہیا	N;SG	PROPN;NOM;MASC;SG;3
scout	کھوجی.	scout	کھوجی.	N;SG	PROPN;NOM;MASC;SG;3
scout	نفر	scout	نفر	N;SG	
scout	بندہ.	scout	بندہ.	N;SG	PROPN;NOM;MASC;SG;3
scout	round	scout	round	N;SG	PROPN;NOM;MASC;SG;3
scout	(	scout	(	N;SG	
scout	قراولی	scout	قراولی	N;SG	PROPN;NOM;MASC;SG;3
solemne	محترم	solemne	محترم	ADJ;SG	PROPN;NOM;MASC;SG;3
solemne	گمبھیر	solemne	گمبھیر	ADJ;SG	
solemne	روکھا	solemne	روکھ	ADJ;SG	PROPN;NOM;MASC;SG;3
solemne	پکاّ	solemne	پکاّ	ADJ;SG	
solemne	متین	solemne	متین	ADJ;SG	PROPN;NOM;MASC;SG;3
solemne	دھیما	solemne	دھیما	ADJ;SG	PROPN;NOM;MASC;SG;3
solemne	محترم	solemne	محترم	ADJ;SG	PROPN;NOM;MASC;SG;3
solemne	گمبھیر	solemne	گمبھیر	ADJ;SG	
solemne	روکھا	solemne	روکھ	ADJ;SG	PROPN;NOM;MASC;SG;3
solemne	پکاّ	solemne	پکاّ	ADJ;SG	
solemne	متین	solemne	متین	ADJ;SG	PROPN;NOM;MASC;SG;3
solemne	دھیما	solemne	دھیما	ADJ;SG	PROPN;NOM;MASC;SG;3
compás	احاطہ.	compás	احاطہ.	N;MASC;SG	PROPN;NOM;MASC;SG;3
compás	محیط	compás	محیط	N;MASC;SG	ADJ
compás	کمپاس	compás	کمپاس	N;MASC;SG	
compás	گھومنا	compás	گھوم	N;MASC;SG	V;SG;NFIN;ACT
enfrente	مدّمقابل.	enfrente	مدّمقابل.	ADV	N
enfrente	ڈنڈی	enfrente	ڈنڈی	ADV	PROPN;NOM;MASC;SG;3
simbólico	رمزی.	simbólico	رمزی.	ADJ;MASC;SG	PROPN;NOM;MASC;SG;3
simbólico	رمزی.	simbólico	رمزی.	ADJ;MASC;SG	PROPN;NOM;MASC;SG;3
implicado	متبادر	implicado	متبادر	ADJ;MASC;SG;V.PTCP	PROPN;NOM;MASC;SG;3
implicado	متضمن	implicado	متضمن	ADJ;MASC;SG;V.PTCP	
adyacente	نزدیک	adyacente	نزدیک	ADJ;SG	ADP;NOM;MASC;SG;3
adyacente	محاذی.	adyacente	محاذی.	ADJ;SG	PROPN;NOM;MASC;SG;3
adyacente	ملحق	adyacente	ملحق	ADJ;SG	N;NOM;MASC;SG;3
estrechos	گھٹانا	estrecho	گھٹا	ADJ;MASC;PL	V;SG;NFIN;ACT
estrechos	گھٹنا	estrecho	گھٹ	ADJ;MASC;PL	V;MASC;SG;V.PTCP;ACT
estrechos	پتلا	estrecho	پتلا	ADJ;MASC;PL	N;NOM;MASC;SG;3
estrechos	گھٹانا	estrecho	گھٹا	ADJ;MASC;PL	V;SG;NFIN;ACT
estrechos	تنگ	estrecho	تنگ	ADJ;MASC;PL	V;ACT
estrechos	گھٹنا	estrecho	گھٹ	ADJ;MASC;PL	V;MASC;SG;V.PTCP;ACT
calado	کھینچنے	calado	کھینچ	N;MASC;SG	V;NFIN
calado	پیپے	calado	پیپے	N;MASC;SG	PROPN;NOM;MASC;SG;3
nothing	لاموجود.	nothing	لاموجود.	N	PROPN;NOM;MASC;SG;3
nothing	صفر	nothing	صفر	N	NUM
nothing	لاموجود.	nothing	لاموجود.	N	PROPN;NOM;MASC;SG;3
nothing	ہیچ	nothing	ہیچ	N	
nothing	صفر	nothing	صفر	N	NUM
cruzando	چوراہا.	cruzar	چوراہا.	V;V.MSDR	PROPN;NOM;MASC;SG;3
colega	ہمکار	colega	ہمکار	N;SG	PROPN;NOM;MASC;SG;3
hábil	طاق.	hábil	طاق.	ADJ;SG	PROPN;NOM;MASC;SG;3
